POA_CODE_2021	BornAust	Sex	persons
POA0885	1	F	244
POA0885	1	M	268
POA0886	0	F	76
POA0886	0	M	49
POA0886	1	F	247
POA0886	1	M	285
POA2000	0	F	10146
POA2000	0	M	9519
POA2000	1	F	2611
POA2000	1	M	3617
POA2007	0	F	2525
POA2007	0	M	2381
POA2007	1	F	869
POA2007	1	M	1115
POA2008	0	F	3028
POA2008	0	M	2873
POA2008	1	F	1684
POA2008	1	M	2032
POA2009	0	F	3426
POA2009	0	M	3169
POA2009	1	F	2413
POA2009	1	M	2735
POA2010	0	F	4865
POA2010	0	M	6417
POA2010	1	F	5519
POA2010	1	M	7801
POA2011	0	F	3050
POA2011	0	M	3731
POA2011	1	F	4673
POA2011	1	M	5119
POA2015	0	F	1991
POA2015	0	M	2068
POA2015	1	F	3267
POA2015	1	M	3550
POA2016	0	F	2434
POA2016	0	M	2838
POA2016	1	F	3085
POA2016	1	M	3704
POA2017	0	F	8292
POA2017	0	M	8538
POA2017	1	F	4475
POA2017	1	M	5689
POA2018	0	F	5195
POA2018	0	M	4966
POA2018	1	F	4226
POA2018	1	M	4411
POA2019	0	F	2313
POA2019	0	M	2146
POA2019	1	F	4173
POA2019	1	M	4155
POA2020	0	F	6524
POA2020	0	M	6391
POA2020	1	F	3507
POA2020	1	M	4062
POA2021	0	F	2397
POA2021	0	M	2255
POA2021	1	F	5080
POA2021	1	M	4610
POA2022	0	F	3298
POA2022	0	M	2914
POA2022	1	F	3226
POA2022	1	M	3214
POA2023	0	F	2064
POA2023	0	M	1788
POA2023	1	F	3263
POA2023	1	M	3077
POA2024	0	F	2023
POA2024	0	M	1700
POA2024	1	F	3649
POA2024	1	M	3465
POA2025	0	F	1311
POA2025	0	M	1077
POA2025	1	F	2521
POA2025	1	M	2022
POA2026	0	F	7356
POA2026	0	M	6561
POA2026	1	F	8408
POA2026	1	M	8486
POA2027	0	F	1491
POA2027	0	M	1255
POA2027	1	F	2494
POA2027	1	M	2104
POA2028	0	F	913
POA2028	0	M	752
POA2028	1	F	1570
POA2028	1	M	1284
POA2029	0	F	2124
POA2029	0	M	1866
POA2029	1	F	2909
POA2029	1	M	2523
POA2030	0	F	2881
POA2030	0	M	2559
POA2030	1	F	4270
POA2030	1	M	4117
POA2031	0	F	7047
POA2031	0	M	5957
POA2031	1	F	10062
POA2031	1	M	9353
POA2032	0	F	3499
POA2032	0	M	3509
POA2032	1	F	3421
POA2032	1	M	3505
POA2033	0	F	2693
POA2033	0	M	2668
POA2033	1	F	2946
POA2033	1	M	2952
POA2034	0	F	4063
POA2034	0	M	3448
POA2034	1	F	6173
POA2034	1	M	5535
POA2035	0	F	7569
POA2035	0	M	6643
POA2035	1	F	9557
POA2035	1	M	9353
POA2036	0	F	6591
POA2036	0	M	6261
POA2036	1	F	9214
POA2036	1	M	9841
POA2037	0	F	3295
POA2037	0	M	2935
POA2037	1	F	4848
POA2037	1	M	4578
POA2038	0	F	1305
POA2038	0	M	1155
POA2038	1	F	3419
POA2038	1	M	3133
POA2039	0	F	1320
POA2039	0	M	1257
POA2039	1	F	3036
POA2039	1	M	2684
POA2040	0	F	3351
POA2040	0	M	3093
POA2040	1	F	8105
POA2040	1	M	7352
POA2041	0	F	2427
POA2041	0	M	2274
POA2041	1	F	5341
POA2041	1	M	4937
POA2042	0	F	2778
POA2042	0	M	2897
POA2042	1	F	5984
POA2042	1	M	6135
POA2043	0	F	1754
POA2043	0	M	1868
POA2043	1	F	2796
POA2043	1	M	2926
POA2044	0	F	1406
POA2044	0	M	1401
POA2044	1	F	2479
POA2044	1	M	2700
POA2045	0	F	945
POA2045	0	M	868
POA2045	1	F	2257
POA2045	1	M	2270
POA2046	0	F	4634
POA2046	0	M	3856
POA2046	1	F	9240
POA2046	1	M	8632
POA2047	0	F	1893
POA2047	0	M	1565
POA2047	1	F	4149
POA2047	1	M	3880
POA2048	0	F	1084
POA2048	0	M	1047
POA2048	1	F	2642
POA2048	1	M	2566
POA2049	0	F	1888
POA2049	0	M	1681
POA2049	1	F	4094
POA2049	1	M	3933
POA2050	0	F	1657
POA2050	0	M	1602
POA2050	1	F	2735
POA2050	1	M	2844
POA2060	0	F	3400
POA2060	0	M	3035
POA2060	1	F	4038
POA2060	1	M	3875
POA2061	0	F	1445
POA2061	0	M	1204
POA2061	1	F	1565
POA2061	1	M	1464
POA2062	0	F	1227
POA2062	0	M	1051
POA2062	1	F	2406
POA2062	1	M	2210
POA2063	0	F	1016
POA2063	0	M	921
POA2063	1	F	2238
POA2063	1	M	2138
POA2064	0	F	2479
POA2064	0	M	2194
POA2064	1	F	2098
POA2064	1	M	2311
POA2065	0	F	7246
POA2065	0	M	6298
POA2065	1	F	8738
POA2065	1	M	8440
POA2066	0	F	6816
POA2066	0	M	6026
POA2066	1	F	9972
POA2066	1	M	10025
POA2067	0	F	9043
POA2067	0	M	7445
POA2067	1	F	4627
POA2067	1	M	5012
POA2068	0	F	3264
POA2068	0	M	2631
POA2068	1	F	5598
POA2068	1	M	5544
POA2069	0	F	2935
POA2069	0	M	2568
POA2069	1	F	4316
POA2069	1	M	4417
POA2070	0	F	3376
POA2070	0	M	2876
POA2070	1	F	4049
POA2070	1	M	4016
POA2071	0	F	3510
POA2071	0	M	3027
POA2071	1	F	3267
POA2071	1	M	3359
POA2072	0	F	2529
POA2072	0	M	2140
POA2072	1	F	1935
POA2072	1	M	1949
POA2073	0	F	3783
POA2073	0	M	3212
POA2073	1	F	5075
POA2073	1	M	4805
POA2074	0	F	4638
POA2074	0	M	4098
POA2074	1	F	7257
POA2074	1	M	7008
POA2075	0	F	5413
POA2075	0	M	4893
POA2075	1	F	5621
POA2075	1	M	5360
POA2076	0	F	5106
POA2076	0	M	4508
POA2076	1	F	7642
POA2076	1	M	7547
POA2077	0	F	11459
POA2077	0	M	10142
POA2077	1	F	9736
POA2077	1	M	10166
POA2079	0	F	1350
POA2079	0	M	1216
POA2079	1	F	2496
POA2079	1	M	2645
POA2080	0	F	264
POA2080	0	M	217
POA2080	1	F	610
POA2080	1	M	649
POA2081	0	F	690
POA2081	0	M	679
POA2081	1	F	1985
POA2081	1	M	1978
POA2082	0	F	589
POA2082	0	M	563
POA2082	1	F	2114
POA2082	1	M	2123
POA2083	0	F	200
POA2083	0	M	182
POA2083	1	F	570
POA2083	1	M	617
POA2084	0	F	450
POA2084	0	M	408
POA2084	1	F	1357
POA2084	1	M	1452
POA2085	0	F	1744
POA2085	0	M	1562
POA2085	1	F	4071
POA2085	1	M	3914
POA2086	0	F	2135
POA2086	0	M	2058
POA2086	1	F	4891
POA2086	1	M	4879
POA2087	0	F	2310
POA2087	0	M	2053
POA2087	1	F	4237
POA2087	1	M	4200
POA2088	0	F	5491
POA2088	0	M	4519
POA2088	1	F	9339
POA2088	1	M	8083
POA2089	0	F	2358
POA2089	0	M	1950
POA2089	1	F	3537
POA2089	1	M	3174
POA2090	0	F	2787
POA2090	0	M	2308
POA2090	1	F	4277
POA2090	1	M	3732
POA2092	0	F	1214
POA2092	0	M	1178
POA2092	1	F	2412
POA2092	1	M	2376
POA2093	0	F	4036
POA2093	0	M	3675
POA2093	1	F	7832
POA2093	1	M	7464
POA2094	0	F	1102
POA2094	0	M	911
POA2094	1	F	2063
POA2094	1	M	1869
POA2095	0	F	3461
POA2095	0	M	3180
POA2095	1	F	4492
POA2095	1	M	4498
POA2096	0	F	2439
POA2096	0	M	2140
POA2096	1	F	4902
POA2096	1	M	5021
POA2097	0	F	2031
POA2097	0	M	1898
POA2097	1	F	5872
POA2097	1	M	5700
POA2099	0	F	8263
POA2099	0	M	7454
POA2099	1	F	12901
POA2099	1	M	12859
POA2100	0	F	3522
POA2100	0	M	3242
POA2100	1	F	7263
POA2100	1	M	7350
POA2101	0	F	2314
POA2101	0	M	2165
POA2101	1	F	7499
POA2101	1	M	7210
POA2102	0	F	1162
POA2102	0	M	932
POA2102	1	F	3041
POA2102	1	M	2893
POA2103	0	F	1421
POA2103	0	M	1235
POA2103	1	F	3939
POA2103	1	M	3823
POA2104	0	F	569
POA2104	0	M	504
POA2104	1	F	1391
POA2104	1	M	1178
POA2105	0	F	309
POA2105	0	M	321
POA2105	1	F	627
POA2105	1	M	640
POA2106	0	F	1089
POA2106	0	M	1057
POA2106	1	F	3686
POA2106	1	M	3527
POA2107	0	F	1937
POA2107	0	M	1822
POA2107	1	F	5705
POA2107	1	M	5550
POA2108	0	F	187
POA2108	0	M	182
POA2108	1	F	643
POA2108	1	M	644
POA2110	0	F	1407
POA2110	0	M	1259
POA2110	1	F	3463
POA2110	1	M	3348
POA2111	0	F	2570
POA2111	0	M	2281
POA2111	1	F	5202
POA2111	1	M	4965
POA2112	0	F	9398
POA2112	0	M	8264
POA2112	1	F	9468
POA2112	1	M	9525
POA2113	0	F	7573
POA2113	0	M	6861
POA2113	1	F	5945
POA2113	1	M	6118
POA2114	0	F	6802
POA2114	0	M	6034
POA2114	1	F	5609
POA2114	1	M	6105
POA2115	0	F	2748
POA2115	0	M	2590
POA2115	1	F	3231
POA2115	1	M	3476
POA2116	0	F	1576
POA2116	0	M	1496
POA2116	1	F	1930
POA2116	1	M	1917
POA2117	0	F	5265
POA2117	0	M	4816
POA2117	1	F	5448
POA2117	1	M	5696
POA2118	0	F	8003
POA2118	0	M	7427
POA2118	1	F	5675
POA2118	1	M	6046
POA2119	0	F	2460
POA2119	0	M	2086
POA2119	1	F	3979
POA2119	1	M	3652
POA2120	0	F	4127
POA2120	0	M	3715
POA2120	1	F	6326
POA2120	1	M	6425
POA2121	0	F	10320
POA2121	0	M	9305
POA2121	1	F	6821
POA2121	1	M	6910
POA2122	0	F	9308
POA2122	0	M	8365
POA2122	1	F	6090
POA2122	1	M	6332
POA2125	0	F	3552
POA2125	0	M	3240
POA2125	1	F	4714
POA2125	1	M	4843
POA2126	0	F	5160
POA2126	0	M	4799
POA2126	1	F	4365
POA2126	1	M	4493
POA2127	0	F	7166
POA2127	0	M	6560
POA2127	1	F	4171
POA2127	1	M	4372
POA2128	0	F	571
POA2128	0	M	862
POA2128	1	F	627
POA2128	1	M	1329
POA2130	0	F	1271
POA2130	0	M	1084
POA2130	1	F	2466
POA2130	1	M	2213
POA2131	0	F	5975
POA2131	0	M	5722
POA2131	1	F	5327
POA2131	1	M	5126
POA2132	0	F	2406
POA2132	0	M	2027
POA2132	1	F	3002
POA2132	1	M	2883
POA2133	0	F	2163
POA2133	0	M	1926
POA2133	1	F	3300
POA2133	1	M	3141
POA2134	0	F	6595
POA2134	0	M	6010
POA2134	1	F	2221
POA2134	1	M	2357
POA2135	0	F	7602
POA2135	0	M	7918
POA2135	1	F	4496
POA2135	1	M	4709
POA2136	0	F	1867
POA2136	0	M	1672
POA2136	1	F	1920
POA2136	1	M	1944
POA2137	0	F	5549
POA2137	0	M	4889
POA2137	1	F	8293
POA2137	1	M	8017
POA2138	0	F	6101
POA2138	0	M	5392
POA2138	1	F	3568
POA2138	1	M	3750
POA2140	0	F	6777
POA2140	0	M	7332
POA2140	1	F	2570
POA2140	1	M	2909
POA2141	0	F	10219
POA2141	0	M	10506
POA2141	1	F	4720
POA2141	1	M	5431
POA2142	0	F	7416
POA2142	0	M	8505
POA2142	1	F	4746
POA2142	1	M	4956
POA2143	0	F	2468
POA2143	0	M	2527
POA2143	1	F	2124
POA2143	1	M	2174
POA2144	0	F	11109
POA2144	0	M	14182
POA2144	1	F	5414
POA2144	1	M	5601
POA2145	0	F	22225
POA2145	0	M	22738
POA2145	1	F	18842
POA2145	1	M	18786
POA2146	0	F	4583
POA2146	0	M	4695
POA2146	1	F	4620
POA2146	1	M	4652
POA2147	0	F	6850
POA2147	0	M	6850
POA2147	1	F	10844
POA2147	1	M	10855
POA2148	0	F	16252
POA2148	0	M	16113
POA2148	1	F	15333
POA2148	1	M	15940
POA2150	0	F	11809
POA2150	0	M	12866
POA2150	1	F	4044
POA2150	1	M	4393
POA2151	0	F	4830
POA2151	0	M	4551
POA2151	1	F	5404
POA2151	1	M	5440
POA2152	0	F	2073
POA2152	0	M	1826
POA2152	1	F	3585
POA2152	1	M	3343
POA2153	0	F	13210
POA2153	0	M	12164
POA2153	1	F	17977
POA2153	1	M	17942
POA2154	0	F	9574
POA2154	0	M	8573
POA2154	1	F	11058
POA2154	1	M	10738
POA2155	0	F	16444
POA2155	0	M	15515
POA2155	1	F	21041
POA2155	1	M	21034
POA2156	0	F	1536
POA2156	0	M	1493
POA2156	1	F	5040
POA2156	1	M	5045
POA2157	0	F	430
POA2157	0	M	427
POA2157	1	F	1522
POA2157	1	M	1576
POA2158	0	F	1493
POA2158	0	M	1401
POA2158	1	F	2914
POA2158	1	M	2909
POA2159	0	F	494
POA2159	0	M	479
POA2159	1	F	2004
POA2159	1	M	1979
POA2160	0	F	9431
POA2160	0	M	9868
POA2160	1	F	8328
POA2160	1	M	8240
POA2161	0	F	7263
POA2161	0	M	7721
POA2161	1	F	8094
POA2161	1	M	8160
POA2162	0	F	4421
POA2162	0	M	4405
POA2162	1	F	4984
POA2162	1	M	4881
POA2163	0	F	2475
POA2163	0	M	2881
POA2163	1	F	2057
POA2163	1	M	2173
POA2164	0	F	5641
POA2164	0	M	5265
POA2164	1	F	4656
POA2164	1	M	4714
POA2165	0	F	14351
POA2165	0	M	13210
POA2165	1	F	7028
POA2165	1	M	7565
POA2166	0	F	17420
POA2166	0	M	15225
POA2166	1	F	8529
POA2166	1	M	9856
POA2167	0	F	2718
POA2167	0	M	2483
POA2167	1	F	2404
POA2167	1	M	2443
POA2168	0	F	10346
POA2168	0	M	9536
POA2168	1	F	10978
POA2168	1	M	11172
POA2170	0	F	26890
POA2170	0	M	25149
POA2170	1	F	27218
POA2170	1	M	27803
POA2171	0	F	8376
POA2171	0	M	7914
POA2171	1	F	10514
POA2171	1	M	10799
POA2172	0	F	409
POA2172	0	M	405
POA2172	1	F	1003
POA2172	1	M	1036
POA2173	0	F	2414
POA2173	0	M	2254
POA2173	1	F	4490
POA2173	1	M	4894
POA2174	0	F	3141
POA2174	0	M	3011
POA2174	1	F	2643
POA2174	1	M	2692
POA2175	0	F	257
POA2175	0	M	255
POA2175	1	F	574
POA2175	1	M	589
POA2176	0	F	14151
POA2176	0	M	12719
POA2176	1	F	10360
POA2176	1	M	10844
POA2177	0	F	4937
POA2177	0	M	4229
POA2177	1	F	3475
POA2177	1	M	3760
POA2178	0	F	594
POA2178	0	M	610
POA2178	1	F	1301
POA2178	1	M	1414
POA2179	0	F	3345
POA2179	0	M	3370
POA2179	1	F	4416
POA2179	1	M	4412
POA2190	0	F	5537
POA2190	0	M	5454
POA2190	1	F	7312
POA2190	1	M	7285
POA2191	0	F	1333
POA2191	0	M	1171
POA2191	1	F	1868
POA2191	1	M	1897
POA2192	0	F	3402
POA2192	0	M	3254
POA2192	1	F	2915
POA2192	1	M	3147
POA2193	0	F	4011
POA2193	0	M	3806
POA2193	1	F	4656
POA2193	1	M	4601
POA2194	0	F	8136
POA2194	0	M	8575
POA2194	1	F	3584
POA2194	1	M	3902
POA2195	0	F	7133
POA2195	0	M	8922
POA2195	1	F	4339
POA2195	1	M	4528
POA2196	0	F	7313
POA2196	0	M	7711
POA2196	1	F	8264
POA2196	1	M	8347
POA2197	0	F	1812
POA2197	0	M	1756
POA2197	1	F	2887
POA2197	1	M	2826
POA2198	0	F	1530
POA2198	0	M	1489
POA2198	1	F	3091
POA2198	1	M	3030
POA2199	0	F	4360
POA2199	0	M	4195
POA2199	1	F	4841
POA2199	1	M	4903
POA2200	0	F	12813
POA2200	0	M	12200
POA2200	1	F	9599
POA2200	1	M	9890
POA2203	0	F	2345
POA2203	0	M	2074
POA2203	1	F	4619
POA2203	1	M	4232
POA2204	0	F	4899
POA2204	0	M	4432
POA2204	1	F	8082
POA2204	1	M	7968
POA2205	0	F	7413
POA2205	0	M	7181
POA2205	1	F	4199
POA2205	1	M	4849
POA2206	0	F	3699
POA2206	0	M	3233
POA2206	1	F	5980
POA2206	1	M	6146
POA2207	0	F	6173
POA2207	0	M	5467
POA2207	1	F	7805
POA2207	1	M	7865
POA2208	0	F	2810
POA2208	0	M	2345
POA2208	1	F	3554
POA2208	1	M	3723
POA2209	0	F	4002
POA2209	0	M	3570
POA2209	1	F	3734
POA2209	1	M	3899
POA2210	0	F	6602
POA2210	0	M	6090
POA2210	1	F	9585
POA2210	1	M	9434
POA2211	0	F	3284
POA2211	0	M	3065
POA2211	1	F	5309
POA2211	1	M	5213
POA2212	0	F	3428
POA2212	0	M	3095
POA2212	1	F	4970
POA2212	1	M	4896
POA2213	0	F	3449
POA2213	0	M	3196
POA2213	1	F	8067
POA2213	1	M	7828
POA2214	0	F	348
POA2214	0	M	349
POA2214	1	F	1678
POA2214	1	M	1612
POA2216	0	F	7356
POA2216	0	M	7391
POA2216	1	F	5746
POA2216	1	M	5966
POA2217	0	F	7278
POA2217	0	M	6785
POA2217	1	F	6587
POA2217	1	M	6701
POA2218	0	F	4439
POA2218	0	M	4253
POA2218	1	F	3268
POA2218	1	M	3532
POA2219	0	F	2250
POA2219	0	M	1956
POA2219	1	F	4614
POA2219	1	M	4236
POA2220	0	F	11349
POA2220	0	M	10812
POA2220	1	F	4917
POA2220	1	M	5417
POA2221	0	F	3245
POA2221	0	M	2889
POA2221	1	F	5187
POA2221	1	M	5128
POA2222	0	F	3164
POA2222	0	M	2906
POA2222	1	F	2996
POA2222	1	M	3036
POA2223	0	F	3629
POA2223	0	M	3215
POA2223	1	F	7009
POA2223	1	M	6912
POA2224	0	F	2052
POA2224	0	M	1814
POA2224	1	F	5212
POA2224	1	M	4990
POA2225	0	F	471
POA2225	0	M	487
POA2225	1	F	2290
POA2225	1	M	2213
POA2226	0	F	1392
POA2226	0	M	1292
POA2226	1	F	5023
POA2226	1	M	4959
POA2227	0	F	1467
POA2227	0	M	1289
POA2227	1	F	6184
POA2227	1	M	6047
POA2228	0	F	2983
POA2228	0	M	2543
POA2228	1	F	7536
POA2228	1	M	7149
POA2229	0	F	2945
POA2229	0	M	2552
POA2229	1	F	12352
POA2229	1	M	12006
POA2230	0	F	2839
POA2230	0	M	2408
POA2230	1	F	12229
POA2230	1	M	12098
POA2231	0	F	153
POA2231	0	M	143
POA2231	1	F	1061
POA2231	1	M	1076
POA2232	0	F	4035
POA2232	0	M	3422
POA2232	1	F	13592
POA2232	1	M	13274
POA2233	0	F	2051
POA2233	0	M	1837
POA2233	1	F	12990
POA2233	1	M	12510
POA2234	0	F	3183
POA2234	0	M	2933
POA2234	1	F	12116
POA2234	1	M	11942
POA2250	0	F	7772
POA2250	0	M	6993
POA2250	1	F	27160
POA2250	1	M	26085
POA2251	0	F	3025
POA2251	0	M	2845
POA2251	1	F	13872
POA2251	1	M	12773
POA2256	0	F	1660
POA2256	0	M	1424
POA2256	1	F	6213
POA2256	1	M	5788
POA2257	0	F	2725
POA2257	0	M	2429
POA2257	1	F	12189
POA2257	1	M	11349
POA2258	0	F	453
POA2258	0	M	376
POA2258	1	F	2078
POA2258	1	M	2133
POA2259	0	F	5007
POA2259	0	M	4496
POA2259	1	F	27236
POA2259	1	M	26134
POA2260	0	F	2416
POA2260	0	M	2302
POA2260	1	F	10245
POA2260	1	M	9861
POA2261	0	F	3630
POA2261	0	M	3224
POA2261	1	F	23449
POA2261	1	M	21899
POA2262	0	F	1194
POA2262	0	M	1020
POA2262	1	F	9189
POA2262	1	M	8924
POA2263	0	F	1615
POA2263	0	M	1362
POA2263	1	F	10171
POA2263	1	M	9782
POA2264	0	F	1070
POA2264	0	M	964
POA2264	1	F	6894
POA2264	1	M	6540
POA2265	0	F	620
POA2265	0	M	527
POA2265	1	F	3121
POA2265	1	M	2982
POA2267	0	F	155
POA2267	0	M	161
POA2267	1	F	1242
POA2267	1	M	1205
POA2278	0	F	58
POA2278	0	M	60
POA2278	1	F	1166
POA2278	1	M	1223
POA2280	0	F	1371
POA2280	0	M	1238
POA2280	1	F	12013
POA2280	1	M	11646
POA2281	0	F	835
POA2281	0	M	711
POA2281	1	F	6670
POA2281	1	M	6495
POA2282	0	F	1092
POA2282	0	M	976
POA2282	1	F	7134
POA2282	1	M	6538
POA2283	0	F	1381
POA2283	0	M	1271
POA2283	1	F	10555
POA2283	1	M	10140
POA2284	0	F	690
POA2284	0	M	586
POA2284	1	F	5511
POA2284	1	M	5259
POA2285	0	F	1929
POA2285	0	M	1713
POA2285	1	F	14903
POA2285	1	M	14275
POA2286	0	F	151
POA2286	0	M	148
POA2286	1	F	2180
POA2286	1	M	2039
POA2287	0	F	3450
POA2287	0	M	3439
POA2287	1	F	16727
POA2287	1	M	15825
POA2289	0	F	1283
POA2289	0	M	1192
POA2289	1	F	8718
POA2289	1	M	8555
POA2290	0	F	1990
POA2290	0	M	1780
POA2290	1	F	15346
POA2290	1	M	14642
POA2291	0	F	903
POA2291	0	M	830
POA2291	1	F	6149
POA2291	1	M	6003
POA2292	0	F	187
POA2292	0	M	177
POA2292	1	F	1077
POA2292	1	M	1051
POA2293	0	F	234
POA2293	0	M	230
POA2293	1	F	1422
POA2293	1	M	1325
POA2294	0	F	107
POA2294	0	M	108
POA2294	1	F	891
POA2294	1	M	860
POA2295	0	F	465
POA2295	0	M	380
POA2295	1	F	3443
POA2295	1	M	3407
POA2296	0	F	130
POA2296	0	M	147
POA2296	1	F	871
POA2296	1	M	817
POA2297	0	F	113
POA2297	0	M	131
POA2297	1	F	752
POA2297	1	M	727
POA2298	0	F	805
POA2298	0	M	767
POA2298	1	F	4116
POA2298	1	M	3912
POA2299	0	F	1213
POA2299	0	M	1258
POA2299	1	F	4377
POA2299	1	M	4331
POA2300	0	F	1031
POA2300	0	M	954
POA2300	1	F	4854
POA2300	1	M	4623
POA2302	0	F	188
POA2302	0	M	168
POA2302	1	F	484
POA2302	1	M	514
POA2303	0	F	764
POA2303	0	M	685
POA2303	1	F	3871
POA2303	1	M	3722
POA2304	0	F	1142
POA2304	0	M	1070
POA2304	1	F	6531
POA2304	1	M	6286
POA2305	0	F	879
POA2305	0	M	767
POA2305	1	F	5590
POA2305	1	M	5475
POA2306	0	F	104
POA2306	0	M	76
POA2306	1	F	1443
POA2306	1	M	1302
POA2307	0	F	296
POA2307	0	M	350
POA2307	1	F	1837
POA2307	1	M	1827
POA2308	0	F	84
POA2308	0	M	56
POA2308	1	F	478
POA2308	1	M	382
POA2311	0	F	24
POA2311	0	M	17
POA2311	1	F	408
POA2311	1	M	417
POA2312	0	F	67
POA2312	0	M	56
POA2312	1	F	646
POA2312	1	M	644
POA2315	0	F	1465
POA2315	0	M	1341
POA2315	1	F	6143
POA2315	1	M	5661
POA2316	0	F	511
POA2316	0	M	417
POA2316	1	F	2632
POA2316	1	M	2636
POA2317	0	F	534
POA2317	0	M	503
POA2317	1	F	2749
POA2317	1	M	2427
POA2318	0	F	680
POA2318	0	M	655
POA2318	1	F	5926
POA2318	1	M	5940
POA2319	0	F	379
POA2319	0	M	386
POA2319	1	F	2871
POA2319	1	M	2886
POA2320	0	F	1775
POA2320	0	M	1614
POA2320	1	F	17416
POA2320	1	M	16714
POA2321	0	F	757
POA2321	0	M	748
POA2321	1	F	9129
POA2321	1	M	8497
POA2322	0	F	1328
POA2322	0	M	1174
POA2322	1	F	10670
POA2322	1	M	10402
POA2323	0	F	1311
POA2323	0	M	1145
POA2323	1	F	11473
POA2323	1	M	10971
POA2324	0	F	1276
POA2324	0	M	1181
POA2324	1	F	10666
POA2324	1	M	10578
POA2325	0	F	1152
POA2325	0	M	1258
POA2325	1	F	13141
POA2325	1	M	13858
POA2326	0	F	201
POA2326	0	M	166
POA2326	1	F	3542
POA2326	1	M	3571
POA2327	0	F	227
POA2327	0	M	197
POA2327	1	F	3558
POA2327	1	M	3431
POA2328	0	F	79
POA2328	0	M	85
POA2328	1	F	1063
POA2328	1	M	1087
POA2329	0	F	82
POA2329	0	M	64
POA2329	1	F	896
POA2329	1	M	879
POA2330	0	F	971
POA2330	0	M	921
POA2330	1	F	9100
POA2330	1	M	9243
POA2331	0	M	34
POA2331	1	F	17
POA2331	1	M	362
POA2333	0	F	578
POA2333	0	M	603
POA2333	1	F	5684
POA2333	1	M	6016
POA2334	0	F	136
POA2334	0	M	112
POA2334	1	F	1473
POA2334	1	M	1507
POA2335	0	F	329
POA2335	0	M	292
POA2335	1	F	3577
POA2335	1	M	3589
POA2336	0	F	96
POA2336	0	M	68
POA2336	1	F	1090
POA2336	1	M	1168
POA2337	0	F	420
POA2337	0	M	457
POA2337	1	F	3404
POA2337	1	M	3326
POA2338	0	F	58
POA2338	0	M	59
POA2338	1	F	579
POA2338	1	M	554
POA2339	0	F	15
POA2339	0	M	18
POA2339	1	F	278
POA2339	1	M	305
POA2340	0	F	2358
POA2340	0	M	2361
POA2340	1	F	22563
POA2340	1	M	21437
