POA_CODE_2021	EduInstitutionType	Sex	students
POA3612	Secondary	M	36
POA3612	Technical or Further Educational Institution	F	8
POA3612	Technical or Further Educational Institution	M	3
POA3612	University or other tertiary	F	6
POA3614		F	30
POA3614		M	29
POA3614	Infants/Primary	F	50
POA3614	Infants/Primary	M	47
POA3614	Pre-school	F	9
POA3614	Pre-school	M	9
POA3614	Secondary	F	34
POA3614	Secondary	M	53
POA3614	Technical or Further Educational Institution	F	14
POA3614	Technical or Further Educational Institution	M	11
POA3614	University or other tertiary	F	4
POA3614	University or other tertiary	M	5
POA3616		F	243
POA3616		M	234
POA3616	Infants/Primary	F	244
POA3616	Infants/Primary	M	234
POA3616	Pre-school	F	36
POA3616	Pre-school	M	71
POA3616	Secondary	F	140
POA3616	Secondary	M	179
POA3616	Technical or Further Educational Institution	F	71
POA3616	Technical or Further Educational Institution	M	45
POA3616	University or other tertiary	F	76
POA3616	University or other tertiary	M	23
POA3617		F	6
POA3617		M	7
POA3617	Infants/Primary	M	6
POA3617	Pre-school	F	4
POA3617	Secondary	F	6
POA3617	Secondary	M	3
POA3618		F	28
POA3618		M	43
POA3618	Infants/Primary	F	20
POA3618	Infants/Primary	M	23
POA3618	Pre-school	F	7
POA3618	Pre-school	M	3
POA3618	Secondary	F	18
POA3618	Secondary	M	22
POA3618	Technical or Further Educational Institution	M	8
POA3618	University or other tertiary	F	3
POA3620		F	332
POA3620		M	310
POA3620	Infants/Primary	F	303
POA3620	Infants/Primary	M	332
POA3620	Pre-school	F	73
POA3620	Pre-school	M	85
POA3620	Secondary	F	252
POA3620	Secondary	M	289
POA3620	Technical or Further Educational Institution	F	89
POA3620	Technical or Further Educational Institution	M	101
POA3620	University or other tertiary	F	90
POA3620	University or other tertiary	M	28
POA3621		F	71
POA3621		M	77
POA3621	Infants/Primary	F	112
POA3621	Infants/Primary	M	121
POA3621	Pre-school	F	32
POA3621	Pre-school	M	21
POA3621	Secondary	F	78
POA3621	Secondary	M	98
POA3621	Technical or Further Educational Institution	F	44
POA3621	Technical or Further Educational Institution	M	18
POA3621	University or other tertiary	F	15
POA3621	University or other tertiary	M	3
POA3622		F	17
POA3622		M	23
POA3622	Infants/Primary	F	29
POA3622	Infants/Primary	M	25
POA3622	Pre-school	F	5
POA3622	Secondary	F	23
POA3622	Secondary	M	16
POA3622	Technical or Further Educational Institution	F	6
POA3622	University or other tertiary	F	8
POA3623		F	26
POA3623		M	32
POA3623	Infants/Primary	F	36
POA3623	Infants/Primary	M	28
POA3623	Pre-school	F	5
POA3623	Pre-school	M	6
POA3623	Secondary	F	19
POA3623	Secondary	M	23
POA3623	Technical or Further Educational Institution	F	11
POA3623	University or other tertiary	F	13
POA3623	University or other tertiary	M	3
POA3624		F	35
POA3624		M	20
POA3624	Infants/Primary	F	25
POA3624	Infants/Primary	M	13
POA3624	Pre-school	F	3
POA3624	Pre-school	M	7
POA3624	Secondary	F	7
POA3624	Secondary	M	27
POA3624	University or other tertiary	F	12
POA3629		F	511
POA3629		M	579
POA3629	Infants/Primary	F	337
POA3629	Infants/Primary	M	337
POA3629	Pre-school	F	72
POA3629	Pre-school	M	96
POA3629	Secondary	F	273
POA3629	Secondary	M	287
POA3629	Technical or Further Educational Institution	F	137
POA3629	Technical or Further Educational Institution	M	84
POA3629	University or other tertiary	F	107
POA3629	University or other tertiary	M	45
POA3630		F	1466
POA3630		M	1414
POA3630	Infants/Primary	F	1202
POA3630	Infants/Primary	M	1332
POA3630	Pre-school	F	313
POA3630	Pre-school	M	349
POA3630	Secondary	F	1025
POA3630	Secondary	M	1069
POA3630	Technical or Further Educational Institution	F	541
POA3630	Technical or Further Educational Institution	M	365
POA3630	University or other tertiary	F	461
POA3630	University or other tertiary	M	250
POA3631		F	401
POA3631		M	416
POA3631	Infants/Primary	F	754
POA3631	Infants/Primary	M	767
POA3631	Pre-school	F	176
POA3631	Pre-school	M	204
POA3631	Secondary	F	569
POA3631	Secondary	M	617
POA3631	Technical or Further Educational Institution	F	160
POA3631	Technical or Further Educational Institution	M	151
POA3631	University or other tertiary	F	254
POA3631	University or other tertiary	M	99
POA3633		F	22
POA3633		M	18
POA3633	Infants/Primary	F	30
POA3633	Infants/Primary	M	30
POA3633	Pre-school	F	3
POA3633	Pre-school	M	11
POA3633	Secondary	F	23
POA3633	Secondary	M	38
POA3633	University or other tertiary	F	7
POA3633	University or other tertiary	M	8
POA3634		F	68
POA3634		M	99
POA3634	Infants/Primary	F	89
POA3634	Infants/Primary	M	79
POA3634	Pre-school	F	23
POA3634	Pre-school	M	21
POA3634	Secondary	F	85
POA3634	Secondary	M	77
POA3634	Technical or Further Educational Institution	F	14
POA3634	Technical or Further Educational Institution	M	17
POA3634	University or other tertiary	F	31
POA3634	University or other tertiary	M	20
POA3635		F	45
POA3635		M	29
POA3635	Infants/Primary	F	17
POA3635	Infants/Primary	M	12
POA3635	Secondary	F	14
POA3635	Secondary	M	10
POA3635	Technical or Further Educational Institution	F	7
POA3635	Technical or Further Educational Institution	M	4
POA3635	University or other tertiary	F	4
POA3636		F	254
POA3636		M	258
POA3636	Infants/Primary	F	174
POA3636	Infants/Primary	M	194
POA3636	Pre-school	F	40
POA3636	Pre-school	M	40
POA3636	Secondary	F	174
POA3636	Secondary	M	146
POA3636	Technical or Further Educational Institution	F	75
POA3636	Technical or Further Educational Institution	M	53
POA3636	University or other tertiary	F	67
POA3636	University or other tertiary	M	22
POA3637		F	36
POA3637		M	26
POA3637	Infants/Primary	F	35
POA3637	Infants/Primary	M	32
POA3637	Pre-school	F	10
POA3637	Pre-school	M	9
POA3637	Secondary	F	24
POA3637	Secondary	M	13
POA3637	Technical or Further Educational Institution	F	8
POA3637	University or other tertiary	F	5
POA3638		F	60
POA3638		M	57
POA3638	Infants/Primary	F	73
POA3638	Infants/Primary	M	100
POA3638	Pre-school	F	26
POA3638	Pre-school	M	20
POA3638	Secondary	F	78
POA3638	Secondary	M	81
POA3638	Technical or Further Educational Institution	F	36
POA3638	Technical or Further Educational Institution	M	24
POA3638	University or other tertiary	F	27
POA3638	University or other tertiary	M	3
POA3639		F	9
POA3639		M	15
POA3639	Infants/Primary	F	5
POA3639	Infants/Primary	M	12
POA3639	Pre-school	F	4
POA3639	Pre-school	M	3
POA3639	Secondary	F	12
POA3639	Secondary	M	6
POA3639	Technical or Further Educational Institution	F	6
POA3639	University or other tertiary	F	7
POA3640		F	42
POA3640		M	43
POA3640	Infants/Primary	F	34
POA3640	Infants/Primary	M	53
POA3640	Pre-school	F	8
POA3640	Pre-school	M	16
POA3640	Secondary	F	47
POA3640	Secondary	M	35
POA3640	Technical or Further Educational Institution	F	12
POA3640	Technical or Further Educational Institution	M	15
POA3640	University or other tertiary	F	13
POA3641		F	54
POA3641		M	63
POA3641	Infants/Primary	F	66
POA3641	Infants/Primary	M	58
POA3641	Pre-school	F	11
POA3641	Pre-school	M	8
POA3641	Secondary	F	47
POA3641	Secondary	M	46
POA3641	Technical or Further Educational Institution	F	15
POA3641	Technical or Further Educational Institution	M	11
POA3641	University or other tertiary	F	10
POA3641	University or other tertiary	M	5
POA3644		F	383
POA3644		M	392
POA3644	Infants/Primary	F	344
POA3644	Infants/Primary	M	350
POA3644	Pre-school	F	83
POA3644	Pre-school	M	95
POA3644	Secondary	F	286
POA3644	Secondary	M	275
POA3644	Technical or Further Educational Institution	F	113
POA3644	Technical or Further Educational Institution	M	88
POA3644	University or other tertiary	F	110
POA3644	University or other tertiary	M	29
POA3646		F	33
POA3646		M	16
POA3646	Infants/Primary	F	19
POA3646	Infants/Primary	M	22
POA3646	Pre-school	F	3
POA3646	Secondary	F	16
POA3646	Secondary	M	28
POA3646	Technical or Further Educational Institution	M	8
POA3646	University or other tertiary	F	4
POA3646	University or other tertiary	M	3
POA3647	University or other tertiary	F	18
POA3647	University or other tertiary	M	15
POA3649		F	26
POA3649		M	34
POA3649	Infants/Primary	F	27
POA3649	Infants/Primary	M	22
POA3649	Pre-school	F	5
POA3649	Secondary	F	19
POA3649	Secondary	M	16
POA3649	Technical or Further Educational Institution	F	4
POA3649	University or other tertiary	F	8
POA3658		F	258
POA3658		M	254
POA3658	Infants/Primary	F	247
POA3658	Infants/Primary	M	274
POA3658	Pre-school	F	55
POA3658	Pre-school	M	77
POA3658	Secondary	F	183
POA3658	Secondary	M	194
POA3658	Technical or Further Educational Institution	F	96
POA3658	Technical or Further Educational Institution	M	52
POA3658	University or other tertiary	F	105
POA3658	University or other tertiary	M	53
POA3659		F	16
POA3659		M	17
POA3659	Infants/Primary	F	25
POA3659	Infants/Primary	M	28
POA3659	Pre-school	F	15
POA3659	Pre-school	M	3
POA3659	Secondary	F	14
POA3659	Secondary	M	23
POA3659	Technical or Further Educational Institution	F	8
POA3659	Technical or Further Educational Institution	M	3
POA3659	University or other tertiary	F	16
POA3659	University or other tertiary	M	3
POA3660		F	361
POA3660		M	422
POA3660	Infants/Primary	F	261
POA3660	Infants/Primary	M	260
POA3660	Pre-school	F	59
POA3660	Pre-school	M	59
POA3660	Secondary	F	206
POA3660	Secondary	M	215
POA3660	Technical or Further Educational Institution	F	106
POA3660	Technical or Further Educational Institution	M	105
POA3660	University or other tertiary	F	98
POA3660	University or other tertiary	M	54
POA3662		F	24
POA3662		M	52
POA3662	Infants/Primary	F	60
POA3662	Infants/Primary	M	65
POA3662	Pre-school	F	9
POA3662	Pre-school	M	18
POA3662	Secondary	F	12
POA3662	Secondary	M	31
POA3662	Technical or Further Educational Institution	F	18
POA3662	Technical or Further Educational Institution	M	3
POA3662	University or other tertiary	F	23
POA3662	University or other tertiary	M	24
POA3663		F	14
POA3663		M	13
POA3663	Infants/Primary	F	6
POA3663	Infants/Primary	M	4
POA3663	Secondary	F	3
POA3663	Secondary	M	4
POA3664		F	32
POA3664		M	22
POA3664	Infants/Primary	F	38
POA3664	Infants/Primary	M	50
POA3664	Pre-school	F	14
POA3664	Pre-school	M	7
POA3664	Secondary	F	29
POA3664	Secondary	M	29
POA3664	Technical or Further Educational Institution	F	8
POA3664	Technical or Further Educational Institution	M	8
POA3664	University or other tertiary	F	8
POA3664	University or other tertiary	M	6
POA3665		F	19
POA3665		M	21
POA3665	Infants/Primary	F	11
POA3665	Infants/Primary	M	25
POA3665	Pre-school	F	4
POA3665	Pre-school	M	4
POA3665	Secondary	F	16
POA3665	Secondary	M	8
POA3666		F	258
POA3666		M	257
POA3666	Infants/Primary	F	153
POA3666	Infants/Primary	M	153
POA3666	Pre-school	F	31
POA3666	Pre-school	M	45
POA3666	Secondary	F	135
POA3666	Secondary	M	136
POA3666	Technical or Further Educational Institution	F	45
POA3666	Technical or Further Educational Institution	M	26
POA3666	University or other tertiary	F	48
POA3666	University or other tertiary	M	18
POA3669		F	103
POA3669		M	107
POA3669	Infants/Primary	F	39
POA3669	Infants/Primary	M	35
POA3669	Pre-school	F	13
POA3669	Pre-school	M	14
POA3669	Secondary	F	31
POA3669	Secondary	M	21
POA3669	Technical or Further Educational Institution	F	11
POA3669	Technical or Further Educational Institution	M	4
POA3669	University or other tertiary	F	7
POA3669	University or other tertiary	M	8
POA3670		F	18
POA3670		M	33
POA3670	Infants/Primary	F	21
POA3670	Infants/Primary	M	15
POA3670	Pre-school	F	5
POA3670	Pre-school	M	3
POA3670	Secondary	F	15
POA3670	Secondary	M	23
POA3670	Technical or Further Educational Institution	F	8
POA3670	Technical or Further Educational Institution	M	6
POA3670	University or other tertiary	M	3
POA3672		F	504
POA3672		M	479
POA3672	Infants/Primary	F	309
POA3672	Infants/Primary	M	297
POA3672	Pre-school	F	78
POA3672	Pre-school	M	73
POA3672	Secondary	F	252
POA3672	Secondary	M	287
POA3672	Technical or Further Educational Institution	F	123
POA3672	Technical or Further Educational Institution	M	102
POA3672	University or other tertiary	F	107
POA3672	University or other tertiary	M	36
POA3673		F	67
POA3673		M	67
POA3673	Infants/Primary	F	48
POA3673	Infants/Primary	M	72
POA3673	Pre-school	F	11
POA3673	Pre-school	M	7
POA3673	Secondary	F	54
POA3673	Secondary	M	44
POA3673	Technical or Further Educational Institution	F	17
POA3673	Technical or Further Educational Institution	M	22
POA3673	University or other tertiary	F	11
POA3673	University or other tertiary	M	12
POA3675		F	86
POA3675		M	66
POA3675	Infants/Primary	F	76
POA3675	Infants/Primary	M	91
POA3675	Pre-school	F	16
POA3675	Pre-school	M	17
POA3675	Secondary	F	70
POA3675	Secondary	M	63
POA3675	Technical or Further Educational Institution	F	19
POA3675	Technical or Further Educational Institution	M	19
POA3675	University or other tertiary	F	21
POA3675	University or other tertiary	M	12
POA3677		F	657
POA3677		M	580
POA3677	Infants/Primary	F	728
POA3677	Infants/Primary	M	778
POA3677	Pre-school	F	184
POA3677	Pre-school	M	181
POA3677	Secondary	F	593
POA3677	Secondary	M	614
POA3677	Technical or Further Educational Institution	F	304
POA3677	Technical or Further Educational Institution	M	167
POA3677	University or other tertiary	F	255
POA3677	University or other tertiary	M	134
POA3678		F	233
POA3678		M	218
POA3678	Infants/Primary	F	257
POA3678	Infants/Primary	M	252
POA3678	Pre-school	F	67
POA3678	Pre-school	M	60
POA3678	Secondary	F	247
POA3678	Secondary	M	242
POA3678	Technical or Further Educational Institution	F	50
POA3678	Technical or Further Educational Institution	M	58
POA3678	University or other tertiary	F	70
POA3678	University or other tertiary	M	25
POA3682		F	25
POA3682		M	37
POA3682	Infants/Primary	F	32
POA3682	Infants/Primary	M	24
POA3682	Pre-school	F	7
POA3682	Pre-school	M	11
POA3682	Secondary	F	24
POA3682	Secondary	M	26
POA3682	Technical or Further Educational Institution	F	8
POA3682	University or other tertiary	F	12
POA3683		F	67
POA3683		M	63
POA3683	Infants/Primary	F	48
POA3683	Infants/Primary	M	44
POA3683	Pre-school	F	15
POA3683	Pre-school	M	3
POA3683	Secondary	F	66
POA3683	Secondary	M	62
POA3683	Technical or Further Educational Institution	F	26
POA3683	Technical or Further Educational Institution	M	17
POA3683	University or other tertiary	F	16
POA3683	University or other tertiary	M	6
POA3685		F	83
POA3685		M	77
POA3685	Infants/Primary	F	112
POA3685	Infants/Primary	M	123
POA3685	Pre-school	F	18
POA3685	Pre-school	M	31
POA3685	Secondary	F	115
POA3685	Secondary	M	87
POA3685	Technical or Further Educational Institution	F	40
POA3685	Technical or Further Educational Institution	M	32
POA3685	University or other tertiary	F	40
POA3685	University or other tertiary	M	15
POA3687		F	22
POA3687		M	34
POA3687	Infants/Primary	F	37
POA3687	Infants/Primary	M	49
POA3687	Pre-school	F	13
POA3687	Pre-school	M	8
POA3687	Secondary	F	39
POA3687	Secondary	M	20
POA3687	Technical or Further Educational Institution	F	11
POA3687	Technical or Further Educational Institution	M	13
POA3687	University or other tertiary	F	3
POA3688		F	46
POA3688		M	58
POA3688	Infants/Primary	F	40
POA3688	Infants/Primary	M	48
POA3688	Pre-school	F	14
POA3688	Pre-school	M	19
POA3688	Secondary	F	42
POA3688	Secondary	M	56
POA3688	Technical or Further Educational Institution	F	16
POA3688	Technical or Further Educational Institution	M	12
POA3688	University or other tertiary	F	14
POA3688	University or other tertiary	M	3
POA3690		F	1083
POA3690		M	1080
POA3690	Infants/Primary	F	1480
POA3690	Infants/Primary	M	1526
POA3690	Pre-school	F	401
POA3690	Pre-school	M	387
POA3690	Secondary	F	1181
POA3690	Secondary	M	1182
POA3690	Technical or Further Educational Institution	F	653
POA3690	Technical or Further Educational Institution	M	535
POA3690	University or other tertiary	F	583
POA3690	University or other tertiary	M	256
POA3691		F	343
POA3691		M	356
POA3691	Infants/Primary	F	663
POA3691	Infants/Primary	M	656
POA3691	Pre-school	F	171
POA3691	Pre-school	M	181
POA3691	Secondary	F	464
POA3691	Secondary	M	446
POA3691	Technical or Further Educational Institution	F	216
POA3691	Technical or Further Educational Institution	M	293
POA3691	University or other tertiary	F	211
POA3691	University or other tertiary	M	89
POA3695		F	11
POA3695		M	14
POA3695	Infants/Primary	F	28
POA3695	Infants/Primary	M	14
POA3695	Pre-school	F	3
POA3695	Pre-school	M	4
POA3695	Secondary	F	18
POA3695	Secondary	M	16
POA3695	Technical or Further Educational Institution	F	11
POA3695	Technical or Further Educational Institution	M	12
POA3695	University or other tertiary	F	7
POA3697		F	18
POA3697		M	15
POA3697	Infants/Primary	F	19
POA3697	Infants/Primary	M	19
POA3697	Pre-school	F	3
POA3697	Pre-school	M	3
POA3697	Secondary	F	23
POA3697	Secondary	M	25
POA3697	Technical or Further Educational Institution	F	11
POA3697	Technical or Further Educational Institution	M	4
POA3697	University or other tertiary	F	12
POA3697	University or other tertiary	M	3
POA3698		F	28
POA3698		M	26
POA3698	Infants/Primary	F	30
POA3698	Infants/Primary	M	41
POA3698	Pre-school	F	6
POA3698	Pre-school	M	9
POA3698	Secondary	F	40
POA3698	Secondary	M	39
POA3698	Technical or Further Educational Institution	F	10
POA3698	Technical or Further Educational Institution	M	14
POA3698	University or other tertiary	F	16
POA3698	University or other tertiary	M	11
POA3699		F	70
POA3699		M	65
POA3699	Infants/Primary	F	34
POA3699	Infants/Primary	M	47
POA3699	Pre-school	F	7
POA3699	Pre-school	M	10
POA3699	Secondary	F	31
POA3699	Secondary	M	27
POA3699	Technical or Further Educational Institution	F	19
POA3699	Technical or Further Educational Institution	M	10
POA3699	University or other tertiary	F	18
POA3699	University or other tertiary	M	20
POA3700		F	58
POA3700		M	48
POA3700	Infants/Primary	F	46
POA3700	Infants/Primary	M	51
POA3700	Pre-school	F	8
POA3700	Pre-school	M	11
POA3700	Secondary	F	39
POA3700	Secondary	M	38
POA3700	Technical or Further Educational Institution	F	23
POA3700	Technical or Further Educational Institution	M	6
POA3700	University or other tertiary	F	18
POA3700	University or other tertiary	M	3
POA3701		F	49
POA3701		M	66
POA3701	Infants/Primary	F	47
POA3701	Infants/Primary	M	32
POA3701	Pre-school	F	7
POA3701	Pre-school	M	9
POA3701	Secondary	F	34
POA3701	Secondary	M	30
POA3701	Technical or Further Educational Institution	F	17
POA3701	Technical or Further Educational Institution	M	3
POA3701	University or other tertiary	F	8
POA3704		F	3
POA3705		F	31
POA3705		M	33
POA3705	Infants/Primary	F	4
POA3705	Infants/Primary	M	3
POA3705	Secondary	F	6
POA3705	Secondary	M	8
POA3705	University or other tertiary	F	3
POA3707		F	79
POA3707		M	88
POA3707	Infants/Primary	F	55
POA3707	Infants/Primary	M	81
POA3707	Pre-school	F	16
POA3707	Pre-school	M	19
POA3707	Secondary	F	49
POA3707	Secondary	M	46
POA3707	Technical or Further Educational Institution	F	19
POA3707	Technical or Further Educational Institution	M	13
POA3707	University or other tertiary	F	19
POA3707	University or other tertiary	M	5
POA3708		F	5
POA3708		M	3
POA3708	Secondary	F	3
POA3709		F	16
POA3709		M	28
POA3709	Infants/Primary	M	7
POA3709	Secondary	F	9
POA3709	Secondary	M	7
POA3709	University or other tertiary	F	6
POA3711		F	22
POA3711		M	31
POA3711	Infants/Primary	F	21
POA3711	Infants/Primary	M	13
POA3711	Pre-school	F	3
POA3711	Pre-school	M	9
POA3711	Secondary	F	9
POA3711	Secondary	M	15
POA3711	University or other tertiary	F	4
POA3712		F	19
POA3712		M	22
POA3712	Infants/Primary	F	11
POA3712	Infants/Primary	M	8
POA3712	Pre-school	F	4
POA3712	Secondary	M	14
POA3712	University or other tertiary	F	8
POA3712	University or other tertiary	M	5
POA3713		F	40
POA3713		M	45
POA3713	Infants/Primary	F	21
POA3713	Infants/Primary	M	30
POA3713	Pre-school	F	3
POA3713	Pre-school	M	11
POA3713	Secondary	F	19
POA3713	Secondary	M	17
POA3713	Technical or Further Educational Institution	F	6
POA3713	University or other tertiary	F	13
POA3713	University or other tertiary	M	9
POA3714		F	122
POA3714		M	127
POA3714	Infants/Primary	F	137
POA3714	Infants/Primary	M	119
POA3714	Pre-school	F	34
POA3714	Pre-school	M	33
POA3714	Secondary	F	100
POA3714	Secondary	M	115
POA3714	Technical or Further Educational Institution	F	45
POA3714	Technical or Further Educational Institution	M	27
POA3714	University or other tertiary	F	35
POA3714	University or other tertiary	M	16
POA3715		F	17
POA3715		M	30
POA3715	Infants/Primary	F	9
POA3715	Infants/Primary	M	11
POA3715	Secondary	F	6
POA3715	Secondary	M	11
POA3715	Technical or Further Educational Institution	F	10
POA3715	University or other tertiary	M	4
POA3717		F	192
POA3717		M	187
POA3717	Infants/Primary	F	105
POA3717	Infants/Primary	M	103
POA3717	Pre-school	F	18
POA3717	Pre-school	M	29
POA3717	Secondary	F	84
POA3717	Secondary	M	95
POA3717	Technical or Further Educational Institution	F	27
POA3717	Technical or Further Educational Institution	M	24
POA3717	University or other tertiary	F	43
POA3717	University or other tertiary	M	13
POA3718		F	7
POA3718		M	4
POA3718	Infants/Primary	M	3
POA3718	Secondary	F	3
POA3719		F	10
POA3719		M	17
POA3719	Infants/Primary	F	6
POA3719	Infants/Primary	M	13
POA3719	Pre-school	M	4
POA3719	Secondary	F	14
POA3719	Secondary	M	10
POA3719	Technical or Further Educational Institution	F	4
POA3719	University or other tertiary	F	3
POA3720		F	23
POA3720		M	18
POA3720	Infants/Primary	F	12
POA3720	Infants/Primary	M	13
POA3720	Pre-school	M	7
POA3720	Secondary	F	20
POA3720	Secondary	M	20
POA3720	Technical or Further Educational Institution	F	6
POA3722		F	179
POA3722		M	170
POA3722	Infants/Primary	F	255
POA3722	Infants/Primary	M	264
POA3722	Pre-school	F	65
POA3722	Pre-school	M	61
POA3722	Secondary	F	172
POA3722	Secondary	M	150
POA3722	Technical or Further Educational Institution	F	67
POA3722	Technical or Further Educational Institution	M	54
POA3722	University or other tertiary	F	64
POA3722	University or other tertiary	M	25
POA3723		F	296
POA3723		M	263
POA3723	Infants/Primary	F	110
POA3723	Infants/Primary	M	122
POA3723	Pre-school	F	24
POA3723	Pre-school	M	21
POA3723	Secondary	F	231
POA3723	Secondary	M	143
POA3723	Technical or Further Educational Institution	F	21
POA3723	Technical or Further Educational Institution	M	13
POA3723	University or other tertiary	F	32
POA3723	University or other tertiary	M	18
POA3725		F	30
POA3725		M	42
POA3725	Infants/Primary	F	19
POA3725	Infants/Primary	M	24
POA3725	Pre-school	F	8
POA3725	Pre-school	M	5
POA3725	Secondary	F	13
POA3725	Secondary	M	14
POA3725	Technical or Further Educational Institution	M	4
POA3726		F	25
POA3726		M	34
POA3726	Infants/Primary	F	11
POA3726	Infants/Primary	M	10
POA3726	Secondary	F	15
POA3726	Secondary	M	27
POA3726	Technical or Further Educational Institution	M	3
POA3726	University or other tertiary	F	3
POA3727		F	18
POA3727		M	30
POA3727	Infants/Primary	F	6
POA3727	Infants/Primary	M	4
POA3727	Pre-school	F	3
POA3727	Pre-school	M	3
POA3727	Secondary	M	15
POA3727	Technical or Further Educational Institution	M	5
POA3728		F	20
POA3728		M	24
POA3728	Infants/Primary	F	21
POA3728	Infants/Primary	M	31
POA3728	Pre-school	F	13
POA3728	Pre-school	M	14
POA3728	Secondary	F	17
POA3728	Secondary	M	22
POA3728	Technical or Further Educational Institution	F	10
POA3728	Technical or Further Educational Institution	M	3
POA3728	University or other tertiary	F	12
POA3730		F	365
POA3730		M	333
POA3730	Infants/Primary	F	359
POA3730	Infants/Primary	M	371
POA3730	Pre-school	F	66
POA3730	Pre-school	M	98
POA3730	Secondary	F	273
POA3730	Secondary	M	250
POA3730	Technical or Further Educational Institution	F	104
POA3730	Technical or Further Educational Institution	M	93
POA3730	University or other tertiary	F	86
POA3730	University or other tertiary	M	45
POA3732		F	33
POA3732		M	24
POA3732	Infants/Primary	F	12
POA3732	Infants/Primary	M	25
POA3732	Pre-school	F	3
POA3732	Pre-school	M	5
POA3732	Secondary	F	14
POA3732	Secondary	M	22
POA3732	Technical or Further Educational Institution	F	4
POA3732	Technical or Further Educational Institution	M	13
POA3732	University or other tertiary	F	18
POA3732	University or other tertiary	M	4
POA3733		F	3
POA3733		M	3
POA3733	Infants/Primary	F	14
POA3733	Infants/Primary	M	4
POA3733	Secondary	F	9
POA3733	Secondary	M	4
POA3735		F	17
POA3735		M	18
POA3735	Infants/Primary	F	19
POA3735	Infants/Primary	M	26
POA3735	Pre-school	F	4
POA3735	Pre-school	M	11
POA3735	Secondary	F	16
POA3735	Secondary	M	11
POA3735	Technical or Further Educational Institution	F	9
POA3735	Technical or Further Educational Institution	M	10
POA3735	University or other tertiary	M	3
POA3737		F	114
POA3737		M	128
POA3737	Infants/Primary	F	146
POA3737	Infants/Primary	M	158
POA3737	Pre-school	F	35
POA3737	Pre-school	M	40
POA3737	Secondary	F	127
POA3737	Secondary	M	153
POA3737	Technical or Further Educational Institution	F	45
POA3737	Technical or Further Educational Institution	M	34
POA3737	University or other tertiary	F	73
POA3737	University or other tertiary	M	31
POA3738		F	7
POA3738		M	9
POA3738	Infants/Primary	F	8
POA3738	Infants/Primary	M	3
POA3738	Secondary	F	3
POA3738	Secondary	M	5
POA3739		F	21
POA3739		M	17
POA3739	Infants/Primary	F	6
POA3739	Infants/Primary	M	15
POA3739	Pre-school	F	4
POA3739	Secondary	F	8
POA3739	Secondary	M	10
POA3740		F	16
POA3740		M	30
POA3740	Infants/Primary	F	48
POA3740	Infants/Primary	M	43
POA3740	Pre-school	F	12
POA3740	Pre-school	M	10
POA3740	Secondary	F	47
POA3740	Secondary	M	37
POA3740	Technical or Further Educational Institution	F	10
POA3740	Technical or Further Educational Institution	M	6
POA3740	University or other tertiary	F	19
POA3740	University or other tertiary	M	7
POA3741		F	192
POA3741		M	169
POA3741	Infants/Primary	F	111
POA3741	Infants/Primary	M	132
POA3741	Pre-school	F	21
POA3741	Pre-school	M	27
POA3741	Secondary	F	81
POA3741	Secondary	M	99
POA3741	Technical or Further Educational Institution	F	41
POA3741	Technical or Further Educational Institution	M	45
POA3741	University or other tertiary	F	59
POA3741	University or other tertiary	M	22
POA3744		F	17
POA3744		M	19
POA3744	Infants/Primary	F	28
POA3744	Infants/Primary	M	27
POA3744	Pre-school	M	8
POA3744	Secondary	F	29
POA3744	Secondary	M	17
POA3744	University or other tertiary	F	6
POA3744	University or other tertiary	M	3
POA3746		F	8
POA3746		M	13
POA3746	Infants/Primary	F	16
POA3746	Infants/Primary	M	15
POA3746	Pre-school	F	3
POA3746	Secondary	F	13
POA3746	Secondary	M	6
POA3746	Technical or Further Educational Institution	F	8
POA3746	Technical or Further Educational Institution	M	5
POA3746	University or other tertiary	F	6
POA3747		F	150
POA3747		M	265
POA3747	Infants/Primary	F	191
POA3747	Infants/Primary	M	181
POA3747	Pre-school	F	45
POA3747	Pre-school	M	47
POA3747	Secondary	F	166
POA3747	Secondary	M	164
POA3747	Technical or Further Educational Institution	F	60
POA3747	Technical or Further Educational Institution	M	51
POA3747	University or other tertiary	F	76
POA3747	University or other tertiary	M	29
POA3749		F	75
POA3749		M	73
POA3749	Infants/Primary	F	73
POA3749	Infants/Primary	M	94
POA3749	Pre-school	F	31
POA3749	Pre-school	M	21
POA3749	Secondary	F	64
POA3749	Secondary	M	79
POA3749	Technical or Further Educational Institution	F	23
POA3749	Technical or Further Educational Institution	M	22
POA3749	University or other tertiary	F	29
POA3749	University or other tertiary	M	21
POA3750		F	755
POA3750		M	770
POA3750	Infants/Primary	F	1462
POA3750	Infants/Primary	M	1516
POA3750	Pre-school	F	418
POA3750	Pre-school	M	482
POA3750	Secondary	F	736
POA3750	Secondary	M	764
POA3750	Technical or Further Educational Institution	F	351
POA3750	Technical or Further Educational Institution	M	384
POA3750	University or other tertiary	F	619
POA3750	University or other tertiary	M	416
POA3751		F	8
POA3751		M	14
POA3751	Infants/Primary	F	3
POA3751	Secondary	F	4
POA3751	Secondary	M	5
POA3751	University or other tertiary	F	3
POA3752		F	571
POA3752		M	519
POA3752	Infants/Primary	F	1167
POA3752	Infants/Primary	M	1291
POA3752	Pre-school	F	293
POA3752	Pre-school	M	341
POA3752	Secondary	F	1038
