POA_CODE_2021	CoupleFamily	HasChild	IncomeFamily.max	families
POA0800			26250	4
POA0800			78750	3
POA0800			91875	7
POA0800			105000	5
POA0800			131250	12
POA0800			157500	7
POA0800			183750	5
POA0800	0			14
POA0800	0		0	3
POA0800	0		21000	3
POA0800	0		34125	5
POA0800	0		42000	6
POA0800	0		52500	4
POA0800	0		65625	12
POA0800	0		78750	9
POA0800	0		91875	17
POA0800	0		105000	11
POA0800	0		131250	22
POA0800	0		157500	4
POA0800	0		183750	5
POA0800	0		210000	4
POA0800	0		Inf	17
POA0800	1	0		122
POA0800	1	0	0	8
POA0800	1	0	15750	5
POA0800	1	0	26250	8
POA0800	1	0	34125	11
POA0800	1	0	42000	15
POA0800	1	0	52500	36
POA0800	1	0	65625	38
POA0800	1	0	78750	81
POA0800	1	0	91875	65
POA0800	1	0	105000	97
POA0800	1	0	131250	250
POA0800	1	0	157500	151
POA0800	1	0	183750	127
POA0800	1	0	210000	78
POA0800	1	0	Inf	252
POA0800	1	1	26250	10
POA0800	1	1	42000	4
POA0810				4
POA0810			0	8
POA0810			21000	4
POA0810			34125	3
POA0810			42000	9
POA0810			52500	9
POA0810			65625	13
POA0810			78750	14
POA0810			91875	4
POA0810			105000	19
POA0810			131250	29
POA0810			157500	25
POA0810			183750	6
POA0810			210000	7
POA0810			Inf	13
POA0810	0			127
POA0810	0		0	23
POA0810	0		7875	8
POA0810	0		15750	16
POA0810	0		21000	38
POA0810	0		26250	43
POA0810	0		34125	76
POA0810	0		42000	76
POA0810	0		52500	95
POA0810	0		65625	102
POA0810	0		78750	123
POA0810	0		91875	123
POA0810	0		105000	89
POA0810	0		131250	176
POA0810	0		157500	76
POA0810	0		183750	58
POA0810	0		210000	21
POA0810	0		Inf	63
POA0810	1	0		810
POA0810	1	0	0	50
POA0810	1	0	7875	7
POA0810	1	0	15750	6
POA0810	1	0	21000	12
POA0810	1	0	26250	45
POA0810	1	0	34125	37
POA0810	1	0	42000	149
POA0810	1	0	52500	154
POA0810	1	0	65625	274
POA0810	1	0	78750	358
POA0810	1	0	91875	329
POA0810	1	0	105000	340
POA0810	1	0	131250	954
POA0810	1	0	157500	810
POA0810	1	0	183750	693
POA0810	1	0	210000	510
POA0810	1	0	Inf	1410
POA0810	1	1	7875	3
POA0810	1	1	15750	3
POA0810	1	1	21000	8
POA0810	1	1	26250	13
POA0810	1	1	34125	19
POA0810	1	1	42000	40
POA0812			0	4
POA0812			15750	3
POA0812			34125	4
POA0812			42000	6
POA0812			52500	9
POA0812			65625	16
POA0812			78750	6
POA0812			91875	10
POA0812			105000	12
POA0812			131250	10
POA0812			157500	8
POA0812			Inf	8
POA0812	0			96
POA0812	0		0	14
POA0812	0		7875	7
POA0812	0		15750	12
POA0812	0		21000	29
POA0812	0		26250	56
POA0812	0		34125	72
POA0812	0		42000	72
POA0812	0		52500	79
POA0812	0		65625	84
POA0812	0		78750	83
POA0812	0		91875	68
POA0812	0		105000	68
POA0812	0		131250	115
POA0812	0		157500	40
POA0812	0		183750	29
POA0812	0		210000	8
POA0812	0		Inf	24
POA0812	1	0		408
POA0812	1	0	0	43
POA0812	1	0	7875	9
POA0812	1	0	15750	11
POA0812	1	0	21000	8
POA0812	1	0	26250	33
POA0812	1	0	34125	15
POA0812	1	0	42000	86
POA0812	1	0	52500	100
POA0812	1	0	65625	155
POA0812	1	0	78750	199
POA0812	1	0	91875	162
POA0812	1	0	105000	193
POA0812	1	0	131250	516
POA0812	1	0	157500	423
POA0812	1	0	183750	391
POA0812	1	0	210000	299
POA0812	1	0	Inf	636
POA0812	1	1	15750	4
POA0812	1	1	26250	11
POA0812	1	1	34125	12
POA0812	1	1	42000	27
POA0820				5
POA0820			42000	3
POA0820			52500	7
POA0820			78750	10
POA0820			105000	5
POA0820			131250	22
POA0820			157500	14
POA0820			183750	4
POA0820			210000	3
POA0820			Inf	6
POA0820	0			65
POA0820	0		0	3
POA0820	0		15750	12
POA0820	0		21000	14
POA0820	0		26250	20
POA0820	0		34125	23
POA0820	0		42000	45
POA0820	0		52500	28
POA0820	0		65625	47
POA0820	0		78750	55
POA0820	0		91875	54
POA0820	0		105000	49
POA0820	0		131250	85
POA0820	0		157500	38
POA0820	0		183750	33
POA0820	0		210000	15
POA0820	0		Inf	52
POA0820	1	0		482
POA0820	1	0	0	26
POA0820	1	0	15750	6
POA0820	1	0	21000	5
POA0820	1	0	26250	14
POA0820	1	0	34125	15
POA0820	1	0	42000	47
POA0820	1	0	52500	75
POA0820	1	0	65625	120
POA0820	1	0	78750	191
POA0820	1	0	91875	151
POA0820	1	0	105000	203
POA0820	1	0	131250	558
POA0820	1	0	157500	472
POA0820	1	0	183750	427
POA0820	1	0	210000	305
POA0820	1	0	Inf	1049
POA0820	1	1	7875	3
POA0820	1	1	26250	4
POA0820	1	1	34125	4
POA0820	1	1	42000	19
POA0822				12
POA0822			0	3
POA0822			7875	17
POA0822			15750	14
POA0822			21000	4
POA0822			26250	20
POA0822			34125	3
POA0822			42000	24
POA0822			52500	28
POA0822			65625	26
POA0822			78750	8
POA0822			91875	4
POA0822			105000	8
POA0822			131250	7
POA0822	0			194
POA0822	0		0	5
POA0822	0		7875	96
POA0822	0		15750	227
POA0822	0		21000	82
POA0822	0		26250	155
POA0822	0		34125	73
POA0822	0		42000	144
POA0822	0		52500	102
POA0822	0		65625	89
POA0822	0		78750	82
POA0822	0		91875	41
POA0822	0		105000	42
POA0822	0		131250	47
POA0822	0		157500	24
POA0822	0		183750	13
POA0822	0		210000	8
POA0822	0		Inf	13
POA0822	1	0		608
POA0822	1	0	0	25
POA0822	1	0	7875	86
POA0822	1	0	15750	32
POA0822	1	0	21000	12
POA0822	1	0	26250	212
POA0822	1	0	34125	50
POA0822	1	0	42000	183
POA0822	1	0	52500	279
POA0822	1	0	65625	291
POA0822	1	0	78750	218
POA0822	1	0	91875	141
POA0822	1	0	105000	150
POA0822	1	0	131250	243
POA0822	1	0	157500	209
POA0822	1	0	183750	154
POA0822	1	0	210000	115
POA0822	1	0	Inf	234
POA0822	1	1	7875	101
POA0822	1	1	15750	121
POA0822	1	1	21000	41
POA0822	1	1	26250	301
POA0822	1	1	34125	163
POA0822	1	1	42000	254
POA0828	0			8
POA0828	0		0	4
POA0828	0		65625	4
POA0828	0		78750	7
POA0828	0		105000	6
POA0828	0		131250	3
POA0828	0		157500	8
POA0828	0		210000	3
POA0828	1	0		33
POA0828	1	0	15750	5
POA0828	1	0	34125	5
POA0828	1	0	42000	9
POA0828	1	0	52500	14
POA0828	1	0	65625	8
POA0828	1	0	78750	15
POA0828	1	0	91875	4
POA0828	1	0	105000	13
POA0828	1	0	131250	47
POA0828	1	0	157500	44
POA0828	1	0	183750	20
POA0828	1	0	210000	24
POA0828	1	0	Inf	53
POA0829	0		65625	3
POA0829	1	0		5
POA0829	1	0	65625	7
POA0829	1	0	78750	7
POA0829	1	0	91875	3
POA0829	1	0	131250	3
POA0829	1	0	157500	6
POA0829	1	0	210000	5
POA0829	1	0	Inf	12
POA0830			65625	6
POA0830			78750	10
POA0830			91875	5
POA0830			105000	8
POA0830			131250	14
POA0830			157500	7
POA0830			183750	4
POA0830	0			108
POA0830	0		0	14
POA0830	0		7875	5
POA0830	0		15750	24
POA0830	0		21000	42
POA0830	0		26250	53
POA0830	0		34125	75
POA0830	0		42000	74
POA0830	0		52500	74
POA0830	0		65625	103
POA0830	0		78750	93
POA0830	0		91875	81
POA0830	0		105000	58
POA0830	0		131250	110
POA0830	0		157500	53
POA0830	0		183750	27
POA0830	0		210000	24
POA0830	0		Inf	24
POA0830	1	0		458
POA0830	1	0	0	26
POA0830	1	0	7875	5
POA0830	1	0	15750	3
POA0830	1	0	21000	8
POA0830	1	0	26250	11
POA0830	1	0	34125	12
POA0830	1	0	42000	69
POA0830	1	0	52500	69
POA0830	1	0	65625	124
POA0830	1	0	78750	182
POA0830	1	0	91875	135
POA0830	1	0	105000	193
POA0830	1	0	131250	550
POA0830	1	0	157500	431
POA0830	1	0	183750	386
POA0830	1	0	210000	268
POA0830	1	0	Inf	589
POA0830	1	1	7875	4
POA0830	1	1	15750	6
POA0830	1	1	21000	4
POA0830	1	1	26250	5
POA0830	1	1	34125	9
POA0830	1	1	42000	15
POA0832			65625	4
POA0832			91875	4
POA0832			105000	8
POA0832			131250	18
POA0832			157500	8
POA0832			183750	6
POA0832			Inf	9
POA0832	0			59
POA0832	0		0	16
POA0832	0		15750	3
POA0832	0		21000	9
POA0832	0		26250	21
POA0832	0		34125	36
POA0832	0		42000	41
POA0832	0		52500	58
POA0832	0		65625	95
POA0832	0		78750	75
POA0832	0		91875	81
POA0832	0		105000	70
POA0832	0		131250	134
POA0832	0		157500	44
POA0832	0		183750	40
POA0832	0		210000	13
POA0832	0		Inf	38
POA0832	1	0		534
POA0832	1	0	0	17
POA0832	1	0	7875	5
POA0832	1	0	15750	8
POA0832	1	0	21000	5
POA0832	1	0	26250	15
POA0832	1	0	34125	8
POA0832	1	0	42000	29
POA0832	1	0	52500	65
POA0832	1	0	65625	79
POA0832	1	0	78750	141
POA0832	1	0	91875	165
POA0832	1	0	105000	200
POA0832	1	0	131250	616
POA0832	1	0	157500	574
POA0832	1	0	183750	491
POA0832	1	0	210000	371
POA0832	1	0	Inf	650
POA0832	1	1	7875	5
POA0832	1	1	26250	4
POA0832	1	1	34125	9
POA0832	1	1	42000	5
POA0834	0			5
POA0834	0		21000	5
POA0834	0		42000	3
POA0834	0		65625	10
POA0834	0		78750	9
POA0834	0		91875	5
POA0834	0		131250	8
POA0834	0		157500	5
POA0834	0		183750	4
POA0834	0		Inf	10
POA0834	1	0		52
POA0834	1	0	26250	9
POA0834	1	0	42000	12
POA0834	1	0	52500	15
POA0834	1	0	65625	12
POA0834	1	0	78750	14
POA0834	1	0	91875	13
POA0834	1	0	105000	19
POA0834	1	0	131250	36
POA0834	1	0	157500	38
POA0834	1	0	183750	52
POA0834	1	0	210000	54
POA0834	1	0	Inf	107
POA0835			131250	3
POA0835	0			18
POA0835	0		26250	7
POA0835	0		34125	4
POA0835	0		52500	5
POA0835	0		65625	11
POA0835	0		78750	5
POA0835	0		91875	4
POA0835	0		105000	4
POA0835	0		131250	12
POA0835	0		157500	6
POA0835	0		183750	7
POA0835	0		Inf	3
POA0835	1	0		95
POA0835	1	0	0	3
POA0835	1	0	15750	3
POA0835	1	0	21000	3
POA0835	1	0	26250	5
POA0835	1	0	34125	5
POA0835	1	0	42000	17
POA0835	1	0	52500	18
POA0835	1	0	65625	29
POA0835	1	0	78750	33
POA0835	1	0	91875	26
POA0835	1	0	105000	37
POA0835	1	0	131250	83
POA0835	1	0	157500	83
POA0835	1	0	183750	79
POA0835	1	0	210000	61
POA0835	1	0	Inf	180
POA0835	1	1	42000	3
POA0836	0			37
POA0836	0		15750	6
POA0836	0		21000	3
POA0836	0		26250	11
POA0836	0		34125	11
POA0836	0		42000	7
