POA_CODE_2021	medianTotalFamilyIncome
POA4809	87152
POA4810	122252
POA4811	113984
POA4812	100724
POA4814	108004
POA4815	88920
POA4816	79092
POA4817	109044
POA4818	116896
POA4819	71344
POA4820	91416
POA4821	93444
POA4822	101504
POA4823	118612
POA4824	122408
POA4825	135356
POA4828	106132
POA4829	102648
POA4830	50284
POA4849	61256
POA4850	80964
POA4852	75972
POA4854	78936
POA4855	76648
POA4856	75920
POA4858	89024
POA4859	81224
POA4860	76752
POA4861	79508
POA4865	105612
POA4868	94848
POA4869	100100
POA4870	102752
POA4871	71448
POA4872	81692
POA4873	80444
POA4874	156416
POA4875	63700
POA4876	67184
POA4877	95420
POA4878	101660
POA4879	106288
POA4880	85332
POA4881	85488
POA4882	95524
POA4883	78468
POA4884	87464
POA4885	78104
POA4886	64064
POA4887	65312
POA4888	57824
POA4890	91260
POA4891	75348
POA4892	45968
POA4895	68068
POA5000	106912
POA5006	137956
POA5007	111956
POA5008	101816
POA5009	105716
POA5010	80860
POA5011	113724
POA5012	79508
POA5013	85904
POA5014	101192
POA5015	102440
POA5016	116584
POA5017	78052
POA5018	101556
POA5019	111592
POA5020	110552
POA5021	106496
POA5022	132444
POA5023	94432
POA5024	114816
POA5025	110500
POA5031	114348
POA5032	113620
POA5033	100724
POA5034	141648
POA5035	114192
POA5037	108576
POA5038	107224
POA5039	115076
POA5040	101712
POA5041	135356
POA5042	99736
POA5043	95524
POA5044	129116
POA5045	121420
POA5046	102128
POA5047	96564
POA5048	114244
POA5049	116844
POA5050	116220
POA5051	132756
POA5052	138528
POA5061	164268
POA5062	149188
POA5063	132028
POA5064	139048
POA5065	133224
POA5066	151788
POA5067	131716
POA5068	127296
POA5069	147472
POA5070	109772
POA5072	121212
POA5073	110032
POA5074	98540
POA5075	102700
POA5076	117780
POA5081	142220
POA5082	129116
POA5083	120068
POA5084	80340
POA5085	105664
POA5086	102544
POA5087	102908
POA5088	86892
POA5089	119860
POA5090	89180
POA5091	107692
POA5092	95212
POA5093	86840
POA5094	74204
POA5095	101868
POA5096	88348
POA5097	101868
POA5098	87516
POA5106	37700
POA5107	78676
POA5108	74776
POA5109	78416
POA5110	80704
POA5111	
POA5112	67704
POA5113	58344
POA5114	88868
POA5115	83564
POA5116	86216
POA5117	122980
POA5118	101868
POA5120	106600
POA5121	82576
POA5125	117572
POA5126	110760
POA5127	110188
POA5131	126152
POA5132	110500
POA5133	128232
POA5134	114192
POA5136	134576
POA5137	133796
POA5138	112632
POA5139	121316
POA5140	148668
POA5141	121472
POA5142	131924
POA5144	117000
POA5150	142948
POA5151	152256
POA5152	155272
POA5153	121836
POA5154	147888
POA5155	125788
POA5156	128388
POA5157	115596
POA5158	109876
POA5159	109512
POA5160	97500
POA5161	89648
POA5162	85800
POA5163	77272
POA5164	61412
POA5165	76960
POA5166	71084
POA5167	95940
POA5168	85592
POA5169	97604
POA5170	88296
POA5171	100360
POA5172	108420
POA5173	82056
POA5174	92300
POA5201	114348
POA5202	93964
POA5203	70616
POA5204	64532
POA5210	94484
POA5211	65780
POA5212	67912
POA5213	86424
POA5214	61672
POA5220	71500
POA5221	63492
POA5222	68796
POA5223	84084
POA5231	118924
POA5232	100724
POA5233	111072
POA5234	107900
POA5235	90012
POA5236	81224
POA5237	73476
POA5238	59644
POA5240	110500
POA5241	97084
POA5242	116480
POA5243	125788
POA5244	106808
POA5245	120848
POA5250	121316
POA5251	106340
POA5252	107796
POA5253	71760
POA5254	85020
POA5255	87516
POA5256	61620
POA5259	73372
POA5260	62036
POA5261	91624
POA5262	101348
POA5263	111436
POA5264	69160
POA5265	79300
POA5266	94432
POA5267	93184
POA5268	94536
POA5269	93600
POA5270	107588
POA5271	91780
POA5272	98332
POA5273	105872
POA5275	77324
POA5276	86996
POA5277	84240
POA5278	72748
POA5279	74412
POA5280	77792
POA5290	85332
POA5291	108836
POA5301	72904
POA5302	86372
POA5303	120224
POA5304	91624
POA5306	81224
POA5307	59956
POA5308	67600
POA5309	67184
POA5310	67132
POA5311	75452
POA5320	58500
POA5321	59280
POA5322	84500
POA5330	70044
POA5331	71500
POA5332	67600
POA5333	87412
POA5340	88140
POA5341	78104
POA5342	88140
POA5343	73632
POA5344	97188
POA5345	74100
POA5346	77428
POA5350	118768
POA5351	106756
POA5352	104416
POA5353	87932
POA5354	59176
POA5355	93444
POA5356	87048
POA5357	68016
POA5360	106756
POA5371	111644
POA5372	103584
POA5373	81328
POA5374	67964
POA5381	48516
POA5400	106080
POA5401	80600
POA5410	87256
POA5411	83668
POA5412	71500
POA5413	62868
POA5414	84500
POA5415	96668
POA5416	68224
POA5417	67444
POA5418	58500
POA5419	73112
POA5420	107224
POA5421	45760
POA5422	53196
POA5431	74308
POA5432	74724
POA5433	74412
POA5434	94796
POA5440	76648
POA5451	81484
POA5452	93600
POA5453	94016
POA5454	75608
POA5455	100724
POA5460	82732
POA5461	77376
POA5462	88348
POA5464	78780
POA5470	92300
POA5471	112632
POA5472	55224
POA5473	63336
POA5480	71500
POA5481	66404
POA5482	76804
POA5483	95836
POA5485	75660
POA5490	74724
POA5491	88400
POA5493	56316
POA5495	68380
POA5501	101088
POA5502	94744
POA5510	72384
POA5520	63648
POA5521	69836
POA5522	68432
POA5523	82836
POA5540	75504
POA5550	76648
POA5552	79872
POA5554	78780
POA5555	63024
POA5556	60632
POA5558	65260
POA5560	69108
POA5570	49244
POA5571	67496
POA5572	105612
POA5573	74308
POA5575	69264
POA5576	70980
POA5577	64584
POA5580	75244
POA5581	60372
POA5582	69316
POA5583	59072
POA5600	112736
POA5601	66612
POA5602	76388
POA5603	69160
POA5604	84500
POA5605	76440
POA5606	86736
POA5607	94484
POA5608	71084
POA5609	122512
POA5611	46800
POA5630	119132
POA5631	100620
POA5632	115908
POA5633	70044
POA5640	81484
POA5641	81900
POA5642	60320
POA5650	102856
POA5651	74724
POA5652	96044
POA5653	117000
POA5654	95836
POA5655	65936
POA5660	116948
POA5661	71500
POA5670	94588
POA5671	81224
POA5680	75608
POA5690	89492
POA5700	80184
POA5701	46800
POA5710	111696
POA5713	84500
POA5715	129948
POA5717	71500
POA5719	133224
POA5720	101816
POA5722	63076
POA5723	72540
POA5724	117000
POA5725	180284
POA5730	73112
POA5731	75816
POA5732	49348
POA5733	87724
POA5734	38636
POA5950	
POA6000	130260
POA6003	131300
POA6004	133276
POA6005	143936
POA6006	164372
POA6007	170976
POA6008	173628
POA6009	195936
POA6010	187096
POA6011	241904
POA6012	179712
POA6014	171392
POA6015	238784
POA6016	157040
POA6017	102180
POA6018	150176
POA6019	152360
POA6020	153868
POA6021	117000
POA6022	115804
POA6023	146484
POA6024	119184
POA6025	129064
POA6026	130468
POA6027	123344
POA6028	144092
POA6029	183300
POA6030	110396
POA6031	117676
POA6032	100724
POA6033	126932
POA6034	111852
POA6035	103480
POA6036	113412
POA6037	96824
POA6038	116844
POA6041	80964
POA6042	71500
POA6043	82316
POA6044	71812
POA6050	168532
POA6051	124072
POA6052	146172
POA6053	139308
POA6054	109512
POA6055	121108
POA6056	101192
POA6057	111540
POA6058	103064
POA6059	117364
POA6060	117364
POA6061	83616
POA6062	102076
POA6063	95836
POA6064	84968
POA6065	122824
POA6066	99632
POA6067	44200
POA6068	169000
POA6069	116220
POA6070	141700
POA6071	132392
POA6072	135304
POA6073	111280
POA6074	109252
POA6076	123084
POA6077	100100
POA6078	112008
POA6079	108316
POA6081	128180
POA6082	113828
POA6083	124852
POA6084	116740
POA6090	364000
POA6100	128128
POA6101	133068
POA6102	98904
POA6103	116792
POA6104	111488
POA6105	100048
POA6106	364000
POA6107	102700
POA6108	94900
POA6109	84240
POA6110	100360
POA6111	98904
POA6112	109512
POA6121	126620
POA6122	116376
POA6123	108056
POA6124	123916
POA6125	116844
POA6126	96564
POA6147	90740
POA6148	121056
POA6149	130468
POA6150	122772
POA6151	156364
POA6152	136136
POA6153	159432
POA6154	140764
POA6155	123604
POA6156	148408
POA6157	139100
POA6158	165256
POA6159	169572
POA6160	141076
POA6161	121680
POA6162	132704
POA6163	110760
POA6164	127452
POA6165	90948
POA6166	129272
POA6167	97188
POA6168	81848
POA6169	96564
POA6170	111956
POA6171	119132
POA6172	109824
POA6173	139620
POA6174	111696
POA6175	124072
POA6176	113984
POA6180	105768
POA6181	139724
POA6182	
POA6207	117936
POA6208	84864
POA6209	81432
POA6210	83512
POA6211	89024
POA6213	100256
POA6214	108576
POA6215	88452
POA6218	77012
POA6219	91572
POA6220	96252
POA6221	101816
POA6223	146224
POA6224	85956
POA6225	84344
POA6226	142428
POA6227	121316
POA6228	84448
POA6229	66248
POA6230	99788
POA6232	106288
POA6233	110604
POA6236	119028
POA6237	112736
POA6239	92248
POA6240	81224
POA6243	58448
POA6244	83460
POA6251	85540
POA6252	74724
POA6253	66508
POA6254	75608
POA6255	84344
POA6256	96928
POA6258	87360
POA6260	95680
POA6262	70200
POA6271	92924
POA6275	71812
POA6280	91988
POA6281	108732
POA6282	122720
POA6284	111644
POA6285	101816
POA6286	98904
POA6288	89492
POA6290	62400
POA6302	79872
POA6304	73268
POA6306	86788
POA6308	77428
POA6309	75504
POA6311	76752
POA6312	94068
POA6313	86112
POA6315	91208
POA6316	85020
POA6317	85748
POA6318	102856
POA6320	91624
POA6321	78936
POA6322	73320
POA6323	70148
POA6324	79196
POA6326	88972
POA6327	97500
POA6328	80184
POA6330	91468
POA6333	77532
POA6335	105144
POA6336	80132
POA6337	112944
POA6338	86424
POA6341	109408
POA6343	120224
POA6346	102440
POA6348	109720
POA6350	78936
POA6351	84500
POA6352	97500
POA6353	110916
POA6355	117000
POA6356	74724
POA6357	109200
POA6358	97448
POA6359	111592
POA6361	97500
POA6363	136448
POA6365	111800
POA6367	89336
POA6368	97500
POA6369	94796
POA6370	84500
POA6372	87724
POA6373	114816
POA6375	98072
POA6383	74724
POA6384	188500
POA6385	195000
POA6386	142948
POA6390	111436
POA6391	115960
POA6392	98176
POA6393	57408
POA6394	100048
POA6395	104884
POA6396	111644
POA6397	69316
POA6398	56576
POA6401	83408
POA6403	71500
POA6405	83200
POA6407	108472
POA6409	82316
POA6410	77532
POA6411	111800
POA6412	84500
POA6413	68224
POA6414	97448
POA6415	98592
POA6418	88348
POA6419	61724
POA6420	117000
POA6421	99112
POA6422	136500
POA6423	70668
POA6424	161200
POA6425	117000
POA6426	96408
POA6427	
POA6428	143000
POA6429	87412
POA6430	154440
POA6431	54808
POA6432	123500
POA6434	
POA6436	68224
POA6437	157040
POA6438	86892
POA6440	51376
POA6442	128856
POA6443	65728
POA6445	80132
POA6446	107224
POA6447	119548
POA6448	92040
POA6450	104988
POA6452	117000
POA6460	89752
POA6461	76336
POA6462	84500
POA6463	116948
POA6465	97500
POA6466	90948
POA6467	117000
POA6468	105820
POA6470	169000
POA6472	95316
POA6473	66248
POA6475	75816
POA6476	75816
POA6477	97500
POA6479	97500
POA6480	77948
POA6484	142948
POA6485	73320
POA6487	84448
POA6488	57200
POA6489	48516
POA6490	65936
POA6501	107016
POA6502	90428
POA6503	94744
POA6504	87724
POA6505	97500
POA6506	97500
POA6507	114088
POA6509	112632
POA6510	99164
POA6511	72852
POA6512	75816
POA6513	132548
POA6514	60112
POA6515	89076
POA6516	77792
POA6517	97500
POA6518	50492
POA6519	88192
POA6521	106444
POA6522	100724
POA6525	83096
POA6528	80444
POA6530	101140
POA6532	120588
POA6535	75660
POA6536	74204
POA6537	94432
POA6556	120796
POA6558	111644
POA6560	91624
POA6562	91520
POA6564	83408
POA6566	78624
POA6567	76336
POA6568	108888
POA6569	117000
POA6571	159224
POA6572	116948
POA6574	108316
POA6575	134316
POA6603	92820
POA6605	125632
POA6606	70200
POA6608	110448
POA6609	115648
POA6612	100724
POA6613	143000
POA6614	58448
POA6616	108316
POA6620	108732
POA6623	85748
POA6625	100724
POA6627	84500
POA6628	24648
POA6630	101816
POA6631	195000
POA6632	97500
POA6635	82316
POA6638	71500
POA6639	95316
POA6640	69316
POA6642	67184
POA6646	39884
POA6701	99372
POA6705	68224
POA6707	117000
POA6710	151788
POA6712	
POA6713	204932
POA6714	181584
POA6716	136500
POA6718	52312
POA6720	191828
POA6721	203060
POA6722	157508
POA6725	122668
POA6726	133276
POA6728	59956
POA6740	49452
POA6743	113672
POA6751	173576
POA6753	166088
POA6754	185484
POA6758	40560
POA6760	39884
POA6762	37180
POA6765	44876
POA6770	41288
POA6798	138268
POA6799	87256
POA7000	123240
POA7004	119860
POA7005	125268
POA7007	119964
POA7008	114972
POA7009	88972
POA7010	78156
POA7011	84084
POA7012	95992
POA7015	105768
POA7016	70824
POA7017	111072
POA7018	104208
POA7019	79196
POA7020	120692
POA7021	117104
POA7022	94744
POA7023	94692
POA7024	131144
POA7025	100152
POA7026	95524
POA7027	69836
POA7030	78468
POA7050	99008
POA7052	110968
POA7053	124904
POA7054	112840
POA7055	104832
POA7109	89596
POA7112	66092
POA7113	75556
POA7116	70928
POA7117	74568
POA7119	71500
POA7120	70980
POA7139	
POA7140	77220
POA7150	95108
POA7155	93184
POA7162	82836
POA7163	79300
POA7170	132028
POA7171	93912
POA7172	88504
POA7173	88712
POA7174	64116
POA7175	101348
POA7176	85748
POA7177	83304
POA7178	63180
POA7179	57200
POA7180	47788
POA7182	61724
POA7183	44200
POA7184	64168
POA7185	81224
POA7186	69628
POA7187	57200
POA7190	65520
POA7209	62192
POA7210	61880
POA7211	75816
POA7212	85020
POA7213	60320
POA7214	57460
POA7215	63752
POA7216	59228
POA7248	70928
POA7249	91988
POA7250	96772
POA7252	98020
POA7253	61360
POA7254	75920
POA7255	84032
POA7256	89388
POA7257	54184
POA7258	138320
POA7259	85956
POA7260	70512
POA7261	53768
POA7262	87204
POA7263	66612
POA7264	57460
POA7265	53612
POA7267	94380
POA7268	89492
POA7270	63960
POA7275	79040
POA7276	90376
POA7277	101608
POA7290	98176
POA7291	107692
POA7292	99528
POA7300	95004
POA7301	80444
POA7302	83304
POA7303	73996
POA7304	73632
POA7305	71864
POA7306	76128
POA7307	79196
POA7310	78780
POA7315	76908
POA7316	90584
POA7320	81016
POA7321	86632
POA7322	76076
POA7325	80704
POA7330	84552
POA7331	91624
POA7466	46800
POA7467	71292
POA7468	99216
POA7469	64116
POA7470	66820
POA9494	
POA9797	116948
