POA_CODE_2021	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
POA0830	0	0	0	1	602
POA0830	0	0	1	0	119
POA0830	0	0	1	1	71
POA0830	0	1	0	0	1455
POA0830	0	1	0	1	203
POA0830	0	1	1	0	292
POA0830	0	1	1	1	98
POA0830	1	0	0	1	939
POA0830	1	0	1	0	354
POA0830	1	0	1	1	268
POA0830	1	1	0	0	4904
POA0830	1	1	0	1	364
POA0830	1	1	1	0	795
POA0830	1	1	1	1	184
POA0832					120
POA0832	0	0	0	1	464
POA0832	0	0	1	0	117
POA0832	0	0	1	1	57
POA0832	0	1	0	0	1166
POA0832	0	1	0	1	110
POA0832	0	1	1	0	189
POA0832	0	1	1	1	59
POA0832	1	0	0	1	699
POA0832	1	0	1	0	444
POA0832	1	0	1	1	306
POA0832	1	1	0	0	6609
POA0832	1	1	0	1	359
POA0832	1	1	1	0	1135
POA0832	1	1	1	1	291
POA0834					11
POA0834	0	0	0	1	53
POA0834	0	0	1	0	21
POA0834	0	0	1	1	3
POA0834	0	1	0	0	48
POA0834	0	1	0	1	13
POA0834	0	1	1	0	14
POA0834	1	0	0	1	165
POA0834	1	0	1	0	38
POA0834	1	0	1	1	59
POA0834	1	1	0	0	410
POA0834	1	1	0	1	39
POA0834	1	1	1	0	108
POA0834	1	1	1	1	31
POA0835					15
POA0835	0	0	0	1	76
POA0835	0	0	1	0	9
POA0835	0	1	0	0	115
POA0835	0	1	0	1	16
POA0835	0	1	1	0	16
POA0835	1	0	0	1	290
POA0835	1	0	1	0	105
POA0835	1	0	1	1	81
POA0835	1	1	0	0	748
POA0835	1	1	0	1	56
POA0835	1	1	1	0	182
POA0835	1	1	1	1	55
POA0836					28
POA0836	0	0	0	1	208
POA0836	0	0	1	0	28
POA0836	0	0	1	1	27
POA0836	0	1	0	0	279
POA0836	0	1	0	1	23
POA0836	0	1	1	0	63
POA0836	0	1	1	1	23
POA0836	1	0	0	1	644
POA0836	1	0	1	0	148
POA0836	1	0	1	1	123
POA0836	1	1	0	0	2129
POA0836	1	1	0	1	199
POA0836	1	1	1	0	434
POA0836	1	1	1	1	140
POA0837					5
POA0837	0	0	0	1	33
POA0837	0	1	0	0	18
POA0837	0	1	0	1	13
POA0837	1	0	0	1	51
POA0837	1	1	0	0	92
POA0837	1	1	0	1	5
POA0837	1	1	1	0	4
POA0838	0	0	0	1	13
POA0838	0	0	1	0	10
POA0838	0	1	0	0	16
POA0838	0	1	1	0	12
POA0838	0	1	1	1	14
POA0838	1	0	0	1	35
POA0838	1	0	1	0	11
POA0838	1	0	1	1	6
POA0838	1	1	0	0	248
POA0838	1	1	0	1	43
POA0838	1	1	1	0	34
POA0838	1	1	1	1	7
POA0839					9
POA0839	0	0	0	1	10
POA0839	0	0	1	0	5
POA0839	0	1	0	0	54
POA0839	0	1	0	1	13
POA0839	0	1	1	0	3
POA0839	1	0	0	1	4
POA0839	1	1	0	0	79
POA0839	1	1	1	0	14
POA0840	0	0	0	1	8
POA0840	0	1	0	0	16
POA0840	1	0	1	1	3
POA0840	1	1	0	0	41
POA0840	1	1	0	1	6
POA0840	1	1	1	1	6
POA0841					4
POA0841	0	0	0	1	15
POA0841	0	1	0	0	21
POA0841	0	1	0	1	4
POA0841	0	1	1	0	4
POA0841	0	1	1	1	6
POA0841	1	0	0	1	36
POA0841	1	0	1	1	7
POA0841	1	1	0	0	129
POA0841	1	1	0	1	11
POA0841	1	1	1	0	9
POA0841	1	1	1	1	16
POA0845	0	0	0	1	22
POA0845	0	0	1	0	3
POA0845	0	1	0	0	31
POA0845	0	1	0	1	7
POA0845	0	1	1	1	5
POA0845	1	1	0	0	45
POA0845	1	1	0	1	8
POA0845	1	1	1	0	10
POA0845	1	1	1	1	3
POA0846					7
POA0846	0	0	0	1	8
POA0846	0	1	0	0	17
POA0846	0	1	0	1	11
POA0846	1	0	0	1	5
POA0846	1	1	0	0	60
POA0846	1	1	0	1	4
POA0847					3
POA0847	0	0	0	1	24
POA0847	0	0	1	0	4
POA0847	0	1	0	0	15
POA0847	1	0	0	1	4
POA0847	1	0	1	0	7
POA0847	1	1	0	0	72
POA0847	1	1	0	1	8
POA0847	1	1	1	0	19
POA0847	1	1	1	1	16
POA0850					78
POA0850	0	0	0	1	218
POA0850	0	0	1	0	39
POA0850	0	0	1	1	20
POA0850	0	1	0	0	499
POA0850	0	1	0	1	90
POA0850	0	1	1	0	58
POA0850	0	1	1	1	10
POA0850	1	0	0	1	291
POA0850	1	0	1	0	86
POA0850	1	0	1	1	58
POA0850	1	1	0	0	1861
POA0850	1	1	0	1	241
POA0850	1	1	1	0	244
POA0850	1	1	1	1	75
POA0852					118
POA0852	0	0	0	1	271
POA0852	0	0	1	0	25
POA0852	0	0	1	1	4
POA0852	0	1	0	0	736
POA0852	0	1	0	1	354
POA0852	0	1	1	0	137
POA0852	0	1	1	1	36
POA0852	1	0	0	1	411
POA0852	1	0	1	0	56
POA0852	1	0	1	1	68
POA0852	1	1	0	0	2106
POA0852	1	1	0	1	719
POA0852	1	1	1	0	203
POA0852	1	1	1	1	213
POA0853	0	1	0	0	16
POA0853	1	0	0	1	13
POA0853	1	0	1	0	3
POA0853	1	0	1	1	4
POA0853	1	1	0	0	382
POA0853	1	1	1	0	20
POA0854					13
POA0854	0	0	0	1	39
POA0854	0	0	1	0	7
POA0854	0	0	1	1	7
POA0854	0	1	0	0	81
POA0854	0	1	0	1	17
POA0854	0	1	1	0	10
POA0854	0	1	1	1	4
POA0854	1	0	0	1	23
POA0854	1	1	0	0	166
POA0854	1	1	0	1	55
POA0854	1	1	1	0	46
POA0854	1	1	1	1	13
POA0860					66
POA0860	0	0	0	1	110
POA0860	0	0	1	0	8
POA0860	0	0	1	1	6
POA0860	0	1	0	0	314
POA0860	0	1	0	1	95
POA0860	0	1	1	0	44
POA0860	0	1	1	1	3
POA0860	1	0	0	1	145
POA0860	1	0	1	0	36
POA0860	1	0	1	1	9
POA0860	1	1	0	0	584
POA0860	1	1	0	1	157
POA0860	1	1	1	0	96
POA0860	1	1	1	1	42
POA0862	0	0	0	1	29
POA0862	0	1	0	0	80
POA0862	0	1	0	1	6
POA0862	0	1	1	0	5
POA0862	0	1	1	1	11
POA0862	1	0	0	1	9
POA0862	1	0	1	0	3
POA0862	1	1	0	0	165
POA0862	1	1	0	1	6
POA0862	1	1	1	0	22
POA0862	1	1	1	1	8
POA0870					228
POA0870	0	0	0	1	593
POA0870	0	0	1	0	156
POA0870	0	0	1	1	68
POA0870	0	1	0	0	1178
POA0870	0	1	0	1	233
POA0870	0	1	1	0	217
POA0870	0	1	1	1	83
POA0870	1	0	0	1	785
POA0870	1	0	1	0	414
POA0870	1	0	1	1	184
POA0870	1	1	0	0	5375
POA0870	1	1	0	1	405
POA0870	1	1	1	0	780
POA0870	1	1	1	1	261
POA0872					368
POA0872	0	0	0	1	672
POA0872	0	0	1	0	25
POA0872	0	0	1	1	26
POA0872	0	1	0	0	1353
POA0872	0	1	0	1	615
POA0872	0	1	1	0	146
POA0872	0	1	1	1	165
POA0872	1	0	0	1	623
POA0872	1	0	1	0	38
POA0872	1	0	1	1	74
POA0872	1	1	0	0	3573
POA0872	1	1	0	1	1147
POA0872	1	1	1	0	408
POA0872	1	1	1	1	255
POA0873					24
POA0873	0	0	0	1	130
POA0873	0	0	1	1	8
POA0873	0	1	0	0	158
POA0873	0	1	0	1	55
POA0873	0	1	1	0	16
POA0873	0	1	1	1	5
POA0873	1	0	0	1	151
POA0873	1	0	1	0	33
POA0873	1	0	1	1	20
POA0873	1	1	0	0	513
POA0873	1	1	0	1	82
POA0873	1	1	1	0	90
POA0873	1	1	1	1	19
POA0874					7
POA0874	0	0	0	1	6
POA0874	0	0	1	1	4
POA0874	0	1	0	0	4
POA0874	1	0	0	1	23
POA0874	1	0	1	0	3
POA0874	1	0	1	1	4
POA0874	1	1	0	0	184
POA0874	1	1	1	0	20
POA0875					31
POA0875	0	0	0	1	92
POA0875	0	0	1	0	8
POA0875	0	0	1	1	3
POA0875	0	1	0	0	211
POA0875	0	1	0	1	61
POA0875	0	1	1	0	24
POA0875	0	1	1	1	20
POA0875	1	0	0	1	92
POA0875	1	0	1	0	40
POA0875	1	0	1	1	15
POA0875	1	1	0	0	682
POA0875	1	1	0	1	41
POA0875	1	1	1	0	154
POA0875	1	1	1	1	27
POA0880					60
POA0880	0	0	0	1	172
POA0880	0	0	1	0	20
POA0880	0	0	1	1	10
POA0880	0	1	0	0	226
POA0880	0	1	0	1	130
POA0880	0	1	1	0	38
POA0880	0	1	1	1	22
POA0880	1	0	0	1	273
POA0880	1	0	1	0	62
POA0880	1	0	1	1	31
POA0880	1	1	0	0	1436
POA0880	1	1	0	1	195
POA0880	1	1	1	0	249
POA0880	1	1	1	1	34
POA0885	0	0	0	1	9
POA0885	0	0	1	1	3
POA0885	0	1	0	0	11
POA0885	1	0	0	1	21
POA0885	1	0	1	0	13
POA0885	1	1	0	0	318
POA0885	1	1	0	1	9
POA0885	1	1	1	0	30
POA0886					6
POA0886	0	0	0	1	6
POA0886	0	0	1	0	3
POA0886	0	1	0	0	65
POA0886	0	1	0	1	17
POA0886	0	1	1	1	3
POA0886	1	0	0	1	7
POA0886	1	0	1	1	5
POA0886	1	1	0	0	179
POA0886	1	1	0	1	15
POA0886	1	1	1	0	31
POA2000					637
POA2000	0	0	0	1	340
POA2000	0	0	1	0	227
POA2000	0	0	1	1	63
POA2000	0	1	0	0	385
POA2000	0	1	0	1	12
POA2000	0	1	1	0	52
POA2000	1	0	0	1	454
POA2000	1	0	1	0	327
POA2000	1	0	1	1	87
POA2000	1	1	0	0	2541
POA2000	1	1	0	1	15
POA2000	1	1	1	0	198
POA2000	1	1	1	1	6
POA2007					165
POA2007	0	0	0	1	115
POA2007	0	0	1	0	51
POA2007	0	0	1	1	16
POA2007	0	1	0	0	136
POA2007	0	1	0	1	8
POA2007	0	1	1	0	24
POA2007	1	0	0	1	94
POA2007	1	0	1	0	91
POA2007	1	0	1	1	25
POA2007	1	1	0	0	807
POA2007	1	1	0	1	14
POA2007	1	1	1	0	59
POA2008					228
POA2008	0	0	0	1	98
POA2008	0	0	1	0	73
POA2008	0	0	1	1	20
POA2008	0	1	0	0	101
POA2008	0	1	1	0	23
POA2008	0	1	1	1	6
POA2008	1	0	0	1	90
POA2008	1	0	1	0	83
POA2008	1	0	1	1	44
POA2008	1	1	0	0	702
POA2008	1	1	0	1	3
POA2008	1	1	1	0	64
POA2009					161
POA2009	0	0	0	1	294
POA2009	0	0	1	0	157
POA2009	0	0	1	1	34
POA2009	0	1	0	0	315
POA2009	0	1	0	1	19
POA2009	0	1	1	0	77
POA2009	0	1	1	1	5
POA2009	1	0	0	1	338
POA2009	1	0	1	0	279
POA2009	1	0	1	1	69
POA2009	1	1	0	0	2214
POA2009	1	1	0	1	12
POA2009	1	1	1	0	164
POA2009	1	1	1	1	9
POA2010					261
POA2010	0	0	0	1	320
POA2010	0	0	1	0	145
POA2010	0	0	1	1	22
POA2010	0	1	0	0	350
POA2010	0	1	0	1	7
POA2010	0	1	1	0	62
POA2010	0	1	1	1	3
POA2010	1	0	0	1	316
POA2010	1	0	1	0	261
POA2010	1	0	1	1	102
POA2010	1	1	0	0	2402
POA2010	1	1	0	1	15
POA2010	1	1	1	0	161
POA2011					114
POA2011	0	0	0	1	265
POA2011	0	0	1	0	84
POA2011	0	0	1	1	33
POA2011	0	1	0	0	246
POA2011	0	1	0	1	21
POA2011	0	1	1	0	35
POA2011	0	1	1	1	11
POA2011	1	0	0	1	158
POA2011	1	0	1	0	117
POA2011	1	0	1	1	18
POA2011	1	1	0	0	1204
POA2011	1	1	0	1	26
POA2011	1	1	1	0	70
POA2011	1	1	1	1	10
POA2015					118
POA2015	0	0	0	1	184
POA2015	0	0	1	0	98
POA2015	0	0	1	1	32
POA2015	0	1	0	0	256
POA2015	0	1	0	1	14
POA2015	0	1	1	0	43
POA2015	0	1	1	1	10
POA2015	1	0	0	1	222
POA2015	1	0	1	0	194
POA2015	1	0	1	1	85
POA2015	1	1	0	0	2375
POA2015	1	1	0	1	20
POA2015	1	1	1	0	182
POA2015	1	1	1	1	4
POA2016					168
POA2016	0	0	0	1	243
POA2016	0	0	1	0	84
POA2016	0	0	1	1	3
POA2016	0	1	0	0	244
POA2016	0	1	0	1	26
POA2016	0	1	1	0	38
POA2016	0	1	1	1	3
POA2016	1	0	0	1	234
POA2016	1	0	1	0	189
POA2016	1	0	1	1	45
POA2016	1	1	0	0	1751
POA2016	1	1	0	1	8
POA2016	1	1	1	0	151
POA2016	1	1	1	1	16
POA2017					500
POA2017	0	0	0	1	544
POA2017	0	0	1	0	206
POA2017	0	0	1	1	77
POA2017	0	1	0	0	663
POA2017	0	1	0	1	68
POA2017	0	1	1	0	69
POA2017	1	0	0	1	347
POA2017	1	0	1	0	274
POA2017	1	0	1	1	78
POA2017	1	1	0	0	4000
POA2017	1	1	0	1	55
POA2017	1	1	1	0	198
POA2017	1	1	1	1	14
POA2018					311
POA2018	0	0	0	1	726
POA2018	0	0	1	0	261
POA2018	0	0	1	1	109
POA2018	0	1	0	0	478
POA2018	0	1	0	1	50
POA2018	0	1	1	0	50
POA2018	0	1	1	1	18
POA2018	1	0	0	1	1250
POA2018	1	0	1	0	631
POA2018	1	0	1	1	445
POA2018	1	1	0	0	4439
POA2018	1	1	0	1	123
POA2018	1	1	1	0	676
POA2018	1	1	1	1	103
POA2019					135
POA2019	0	0	0	1	452
POA2019	0	0	1	0	143
POA2019	0	0	1	1	72
POA2019	0	1	0	0	512
POA2019	0	1	0	1	46
POA2019	0	1	1	0	93
POA2019	0	1	1	1	11
POA2019	1	0	0	1	931
POA2019	1	0	1	0	562
POA2019	1	0	1	1	355
POA2019	1	1	0	0	4061
POA2019	1	1	0	1	116
POA2019	1	1	1	0	611
POA2019	1	1	1	1	123
POA2020					498
POA2020	0	0	0	1	634
POA2020	0	0	1	0	143
POA2020	0	0	1	1	70
POA2020	0	1	0	0	448
POA2020	0	1	0	1	22
POA2020	0	1	1	0	75
POA2020	0	1	1	1	18
POA2020	1	0	0	1	1073
POA2020	1	0	1	0	450
POA2020	1	0	1	1	302
POA2020	1	1	0	0	4532
POA2020	1	1	0	1	161
POA2020	1	1	1	0	609
POA2020	1	1	1	1	55
POA2021					123
POA2021	0	0	0	1	219
POA2021	0	0	1	0	194
POA2021	0	0	1	1	26
POA2021	0	1	0	0	353
POA2021	0	1	0	1	17
POA2021	0	1	1	0	116
POA2021	0	1	1	1	5
POA2021	1	0	0	1	368
POA2021	1	0	1	0	476
POA2021	1	0	1	1	173
POA2021	1	1	0	0	3125
POA2021	1	1	0	1	42
POA2021	1	1	1	0	513
POA2021	1	1	1	1	24
POA2022					126
POA2022	0	0	0	1	279
POA2022	0	0	1	0	154
POA2022	0	0	1	1	36
POA2022	0	1	0	0	341
POA2022	0	1	0	1	18
POA2022	0	1	1	0	75
POA2022	1	0	0	1	425
POA2022	1	0	1	0	455
POA2022	1	0	1	1	127
POA2022	1	1	0	0	3105
POA2022	1	1	0	1	30
POA2022	1	1	1	0	579
POA2022	1	1	1	1	42
POA2023					82
POA2023	0	0	0	1	209
POA2023	0	0	1	0	132
POA2023	0	0	1	1	35
POA2023	0	1	0	0	245
POA2023	0	1	0	1	7
POA2023	0	1	1	0	91
POA2023	0	1	1	1	18
POA2023	1	0	0	1	456
POA2023	1	0	1	0	676
POA2023	1	0	1	1	273
POA2023	1	1	0	0	2610
POA2023	1	1	0	1	71
POA2023	1	1	1	0	722
POA2023	1	1	1	1	59
POA2024					72
POA2024	0	0	0	1	211
POA2024	0	0	1	0	93
POA2024	0	0	1	1	38
POA2024	0	1	0	0	265
POA2024	0	1	0	1	16
POA2024	0	1	1	0	93
POA2024	0	1	1	1	17
POA2024	1	0	0	1	424
POA2024	1	0	1	0	542
POA2024	1	0	1	1	245
POA2024	1	1	0	0	3166
POA2024	1	1	0	1	66
POA2024	1	1	1	0	647
POA2024	1	1	1	1	57
POA2025					74
POA2025	0	0	0	1	162
POA2025	0	0	1	0	98
POA2025	0	0	1	1	11
POA2025	0	1	0	0	225
POA2025	0	1	0	1	5
POA2025	0	1	1	0	62
POA2025	0	1	1	1	3
POA2025	1	0	0	1	189
POA2025	1	0	1	0	319
POA2025	1	0	1	1	76
POA2025	1	1	0	0	1637
POA2025	1	1	0	1	9
POA2025	1	1	1	0	339
POA2025	1	1	1	1	5
POA2026					261
POA2026	0	0	0	1	508
POA2026	0	0	1	0	267
POA2026	0	0	1	1	82
POA2026	0	1	0	0	784
POA2026	0	1	0	1	19
POA2026	0	1	1	0	215
POA2026	0	1	1	1	14
POA2026	1	0	0	1	838
POA2026	1	0	1	0	1079
POA2026	1	0	1	1	429
POA2026	1	1	0	0	7401
POA2026	1	1	0	1	100
POA2026	1	1	1	0	1264
POA2026	1	1	1	1	102
POA2027					57
POA2027	0	0	0	1	172
POA2027	0	0	1	0	91
POA2027	0	0	1	1	42
POA2027	0	1	0	0	206
POA2027	0	1	0	1	3
POA2027	0	1	1	0	41
POA2027	1	0	0	1	221
POA2027	1	0	1	0	247
POA2027	1	0	1	1	87
POA2027	1	1	0	0	1257
POA2027	1	1	0	1	14
POA2027	1	1	1	0	241
POA2028					59
POA2028	0	0	0	1	95
POA2028	0	0	1	0	81
POA2028	0	0	1	1	19
POA2028	0	1	0	0	135
POA2028	0	1	1	0	19
POA2028	1	0	0	1	157
POA2028	1	0	1	0	156
POA2028	1	0	1	1	43
POA2028	1	1	0	0	966
POA2028	1	1	0	1	14
POA2028	1	1	1	0	114
POA2028	1	1	1	1	6
POA2029					62
POA2029	0	0	0	1	275
POA2029	0	0	1	0	133
POA2029	0	0	1	1	55
POA2029	0	1	0	0	312
POA2029	0	1	0	1	6
POA2029	0	1	1	0	97
POA2029	0	1	1	1	6
POA2029	1	0	0	1	382
POA2029	1	0	1	0	497
POA2029	1	0	1	1	212
POA2029	1	1	0	0	2410
POA2029	1	1	0	1	34
POA2029	1	1	1	0	537
POA2029	1	1	1	1	49
POA2030					84
POA2030	0	0	0	1	290
POA2030	0	0	1	0	155
POA2030	0	0	1	1	95
POA2030	0	1	0	0	329
POA2030	0	1	0	1	19
POA2030	0	1	1	0	142
POA2030	0	1	1	1	10
POA2030	1	0	0	1	924
POA2030	1	0	1	0	1100
POA2030	1	0	1	1	631
POA2030	1	1	0	0	3833
POA2030	1	1	0	1	70
POA2030	1	1	1	0	1417
POA2030	1	1	1	1	145
POA2031					352
POA2031	0	0	0	1	782
POA2031	0	0	1	0	394
POA2031	0	0	1	1	145
POA2031	0	1	0	0	882
POA2031	0	1	0	1	15
POA2031	0	1	1	0	159
POA2031	0	1	1	1	5
POA2031	1	0	0	1	1220
POA2031	1	0	1	0	1366
POA2031	1	0	1	1	522
POA2031	1	1	0	0	8695
POA2031	1	1	0	1	84
POA2031	1	1	1	0	1365
POA2031	1	1	1	1	103
POA2032					239
POA2032	0	0	0	1	548
POA2032	0	0	1	0	159
POA2032	0	0	1	1	69
POA2032	0	1	0	0	346
POA2032	0	1	0	1	32
POA2032	0	1	1	0	104
POA2032	0	1	1	1	20
POA2032	1	0	0	1	851
POA2032	1	0	1	0	613
POA2032	1	0	1	1	330
POA2032	1	1	0	0	3059
POA2032	1	1	0	1	64
POA2032	1	1	1	0	709
POA2032	1	1	1	1	44
POA2033					171
POA2033	0	0	0	1	341
POA2033	0	0	1	0	102
POA2033	0	0	1	1	24
POA2033	0	1	0	0	222
POA2033	0	1	0	1	3
POA2033	0	1	1	0	56
POA2033	0	1	1	1	8
POA2033	1	0	0	1	434
POA2033	1	0	1	0	406
POA2033	1	0	1	1	138
POA2033	1	1	0	0	2380
POA2033	1	1	0	1	21
POA2033	1	1	1	0	410
POA2033	1	1	1	1	21
POA2034					188
POA2034	0	0	0	1	429
POA2034	0	0	1	0	202
POA2034	0	0	1	1	69
POA2034	0	1	0	0	604
POA2034	0	1	0	1	24
POA2034	0	1	1	0	184
POA2034	0	1	1	1	21
POA2034	1	0	0	1	827
POA2034	1	0	1	0	898
POA2034	1	0	1	1	325
POA2034	1	1	0	0	4667
POA2034	1	1	0	1	101
POA2034	1	1	1	0	845
POA2034	1	1	1	1	82
POA2035					393
POA2035	0	0	0	1	1493
POA2035	0	0	1	0	398
POA2035	0	0	1	1	167
POA2035	0	1	0	0	1012
POA2035	0	1	0	1	69
POA2035	0	1	1	0	234
POA2035	0	1	1	1	48
POA2035	1	0	0	1	2328
POA2035	1	0	1	0	1653
POA2035	1	0	1	1	976
POA2035	1	1	0	0	8635
POA2035	1	1	0	1	255
POA2035	1	1	1	0	1940
POA2035	1	1	1	1	166
POA2036					354
POA2036	0	0	0	1	1342
POA2036	0	0	1	0	387
POA2036	0	0	1	1	241
POA2036	0	1	0	0	1108
POA2036	0	1	0	1	152
POA2036	0	1	1	0	278
POA2036	0	1	1	1	54
POA2036	1	0	0	1	2818
POA2036	1	0	1	0	1421
POA2036	1	0	1	1	1005
POA2036	1	1	0	0	8459
POA2036	1	1	0	1	327
POA2036	1	1	1	0	1633
POA2036	1	1	1	1	238
POA2037					195
POA2037	0	0	0	1	475
POA2037	0	0	1	0	185
POA2037	0	0	1	1	80
POA2037	0	1	0	0	476
POA2037	0	1	0	1	46
POA2037	0	1	1	0	138
POA2037	0	1	1	1	28
POA2037	1	0	0	1	431
POA2037	1	0	1	0	477
POA2037	1	0	1	1	114
POA2037	1	1	0	0	2713
POA2037	1	1	0	1	27
POA2037	1	1	1	0	301
POA2037	1	1	1	1	22
POA2038					85
POA2038	0	0	0	1	215
POA2038	0	0	1	0	113
POA2038	0	0	1	1	35
POA2038	0	1	0	0	199
POA2038	0	1	0	1	8
POA2038	0	1	1	0	52
POA2038	1	0	0	1	313
POA2038	1	0	1	0	385
POA2038	1	0	1	1	152
POA2038	1	1	0	0	2569
POA2038	1	1	0	1	23
POA2038	1	1	1	0	445
POA2038	1	1	1	1	21
POA2039					80
POA2039	0	0	0	1	230
POA2039	0	0	1	0	111
POA2039	0	0	1	1	13
POA2039	0	1	0	0	204
POA2039	0	1	0	1	4
POA2039	0	1	1	0	70
POA2039	0	1	1	1	5
POA2039	1	0	0	1	283
POA2039	1	0	1	0	393
POA2039	1	0	1	1	97
POA2039	1	1	0	0	2571
POA2039	1	1	0	1	23
POA2039	1	1	1	0	277
POA2039	1	1	1	1	18
POA2040					201
POA2040	0	0	0	1	701
POA2040	0	0	1	0	238
POA2040	0	0	1	1	87
POA2040	0	1	0	0	752
POA2040	0	1	0	1	40
POA2040	0	1	1	0	179
POA2040	0	1	1	1	9
POA2040	1	0	0	1	869
POA2040	1	0	1	0	1035
POA2040	1	0	1	1	343
POA2040	1	1	0	0	7300
POA2040	1	1	0	1	86
POA2040	1	1	1	0	1027
POA2040	1	1	1	1	56
POA2041					102
POA2041	0	0	0	1	328
POA2041	0	0	1	0	154
POA2041	0	0	1	1	51
POA2041	0	1	0	0	447
POA2041	0	1	0	1	19
POA2041	0	1	1	0	77
POA2041	0	1	1	1	21
POA2041	1	0	0	1	556
POA2041	1	0	1	0	797
POA2041	1	0	1	1	219
POA2041	1	1	0	0	4322
POA2041	1	1	0	1	43
POA2041	1	1	1	0	747
POA2041	1	1	1	1	61
POA2042					199
POA2042	0	0	0	1	331
POA2042	0	0	1	0	163
POA2042	0	0	1	1	63
POA2042	0	1	0	0	350
POA2042	0	1	0	1	21
POA2042	0	1	1	0	69
POA2042	0	1	1	1	17
POA2042	1	0	0	1	432
POA2042	1	0	1	0	451
POA2042	1	0	1	1	153
POA2042	1	1	0	0	3140
POA2042	1	1	0	1	40
POA2042	1	1	1	0	457
POA2042	1	1	1	1	26
POA2043					71
POA2043	0	0	0	1	145
POA2043	0	0	1	0	56
POA2043	0	0	1	1	18
POA2043	0	1	0	0	215
POA2043	0	1	0	1	3
POA2043	0	1	1	0	25
POA2043	1	0	0	1	127
POA2043	1	0	1	0	208
POA2043	1	0	1	1	46
POA2043	1	1	0	0	1988
POA2043	1	1	0	1	8
POA2043	1	1	1	0	135
POA2043	1	1	1	1	3
POA2044					105
POA2044	0	0	0	1	302
POA2044	0	0	1	0	78
POA2044	0	0	1	1	22
POA2044	0	1	0	0	233
POA2044	0	1	0	1	43
POA2044	0	1	1	0	66
POA2044	0	1	1	1	6
POA2044	1	0	0	1	448
POA2044	1	0	1	0	177
POA2044	1	0	1	1	88
POA2044	1	1	0	0	2134
POA2044	1	1	0	1	40
POA2044	1	1	1	0	218
POA2044	1	1	1	1	34
POA2045					49
POA2045	0	0	0	1	303
POA2045	0	0	1	0	58
POA2045	0	0	1	1	39
POA2045	0	1	0	0	87
POA2045	0	1	0	1	12
POA2045	0	1	1	0	61
POA2045	0	1	1	1	6
POA2045	1	0	0	1	672
POA2045	1	0	1	0	543
POA2045	1	0	1	1	317
