POA_CODE_2021	AgeStudent	Sex	students
POA2533	15-19	M	362
POA2533	20-24	F	167
POA2533	20-24	M	151
POA2533	25+	F	347
POA2533	25+	M	180
POA2534	0-4	F	44
POA2534	0-4	M	52
POA2534	5-14	F	301
POA2534	5-14	M	341
POA2534	15-19	F	144
POA2534	15-19	M	135
POA2534	20-24	F	54
POA2534	20-24	M	39
POA2534	25+	F	121
POA2534	25+	M	65
POA2535	0-4	F	46
POA2535	0-4	M	61
POA2535	5-14	F	355
POA2535	5-14	M	377
POA2535	15-19	F	120
POA2535	15-19	M	121
POA2535	20-24	F	40
POA2535	20-24	M	41
POA2535	25+	F	131
POA2535	25+	M	75
POA2536	0-4	F	121
POA2536	0-4	M	108
POA2536	5-14	F	907
POA2536	5-14	M	887
POA2536	15-19	F	282
POA2536	15-19	M	314
POA2536	20-24	F	68
POA2536	20-24	M	72
POA2536	25+	F	349
POA2536	25+	M	142
POA2537	0-4	F	65
POA2537	0-4	M	85
POA2537	5-14	F	542
POA2537	5-14	M	584
POA2537	15-19	F	203
POA2537	15-19	M	220
POA2537	20-24	F	59
POA2537	20-24	M	50
POA2537	25+	F	215
POA2537	25+	M	104
POA2538	0-4	F	21
POA2538	0-4	M	26
POA2538	5-14	F	116
POA2538	5-14	M	147
POA2538	15-19	F	60
POA2538	15-19	M	44
POA2538	20-24	F	16
POA2538	25+	F	47
POA2538	25+	M	16
POA2539	0-4	F	135
POA2539	0-4	M	158
POA2539	5-14	F	904
POA2539	5-14	M	976
POA2539	15-19	F	320
POA2539	15-19	M	326
POA2539	20-24	F	76
POA2539	20-24	M	81
POA2539	25+	F	332
POA2539	25+	M	127
POA2540	0-4	F	315
POA2540	0-4	M	388
POA2540	5-14	F	2301
POA2540	5-14	M	2379
POA2540	15-19	F	799
POA2540	15-19	M	842
POA2540	20-24	F	280
POA2540	20-24	M	223
POA2540	25+	F	870
POA2540	25+	M	431
POA2541	0-4	F	269
POA2541	0-4	M	285
POA2541	5-14	F	1571
POA2541	5-14	M	1584
POA2541	15-19	F	476
POA2541	15-19	M	510
POA2541	20-24	F	193
POA2541	20-24	M	157
POA2541	25+	F	620
POA2541	25+	M	315
POA2545	0-4	M	3
POA2545	5-14	F	34
POA2545	5-14	M	37
POA2545	15-19	F	25
POA2545	15-19	M	21
POA2545	20-24	M	4
POA2545	25+	F	26
POA2545	25+	M	11
POA2546	0-4	F	57
POA2546	0-4	M	60
POA2546	5-14	F	368
POA2546	5-14	M	416
POA2546	15-19	F	112
POA2546	15-19	M	159
POA2546	20-24	F	32
POA2546	20-24	M	21
POA2546	25+	F	136
POA2546	25+	M	65
POA2548	0-4	F	41
POA2548	0-4	M	48
POA2548	5-14	F	371
POA2548	5-14	M	359
POA2548	15-19	F	127
POA2548	15-19	M	151
POA2548	20-24	F	50
POA2548	20-24	M	20
POA2548	25+	F	135
POA2548	25+	M	74
POA2549	0-4	F	19
POA2549	0-4	M	23
POA2549	5-14	F	218
POA2549	5-14	M	236
POA2549	15-19	F	71
POA2549	15-19	M	83
POA2549	20-24	F	10
POA2549	20-24	M	15
POA2549	25+	F	70
POA2549	25+	M	27
POA2550	0-4	F	103
POA2550	0-4	M	104
POA2550	5-14	F	894
POA2550	5-14	M	957
POA2550	15-19	F	324
POA2550	15-19	M	282
POA2550	20-24	F	68
POA2550	20-24	M	48
POA2550	25+	F	347
POA2550	25+	M	150
POA2551	0-4	F	31
POA2551	0-4	M	26
POA2551	5-14	F	158
POA2551	5-14	M	186
POA2551	15-19	F	37
POA2551	15-19	M	63
POA2551	20-24	F	17
POA2551	20-24	M	8
POA2551	25+	F	52
POA2551	25+	M	25
POA2555	5-14	F	7
POA2555	5-14	M	3
POA2555	15-19	F	3
POA2555	15-19	M	3
POA2556	0-4	F	6
POA2556	0-4	M	18
POA2556	5-14	F	120
POA2556	5-14	M	139
POA2556	15-19	F	62
POA2556	15-19	M	69
POA2556	20-24	F	37
POA2556	20-24	M	29
POA2556	25+	F	27
POA2556	25+	M	14
POA2557	0-4	F	282
POA2557	0-4	M	325
POA2557	5-14	F	1368
POA2557	5-14	M	1486
POA2557	15-19	F	415
POA2557	15-19	M	405
POA2557	20-24	F	218
POA2557	20-24	M	172
POA2557	25+	F	485
POA2557	25+	M	277
POA2558	0-4	F	100
POA2558	0-4	M	101
POA2558	5-14	F	709
POA2558	5-14	M	743
POA2558	15-19	F	270
POA2558	15-19	M	255
POA2558	20-24	F	114
POA2558	20-24	M	123
POA2558	25+	F	222
POA2558	25+	M	115
POA2559	0-4	F	25
POA2559	0-4	M	32
POA2559	5-14	F	239
POA2559	5-14	M	260
POA2559	15-19	F	72
POA2559	15-19	M	73
POA2559	20-24	F	24
POA2559	20-24	M	14
POA2559	25+	F	78
POA2559	25+	M	34
POA2560	0-4	F	740
POA2560	0-4	M	786
POA2560	5-14	F	5111
POA2560	5-14	M	5453
POA2560	15-19	F	1914
POA2560	15-19	M	1850
POA2560	20-24	F	935
POA2560	20-24	M	808
POA2560	25+	F	1811
POA2560	25+	M	1058
POA2563	0-4	M	4
POA2563	5-14	F	13
POA2563	5-14	M	15
POA2563	15-19	F	11
POA2563	25+	M	5
POA2564	0-4	F	97
POA2564	0-4	M	134
POA2564	5-14	F	968
POA2564	5-14	M	995
POA2564	15-19	F	358
POA2564	15-19	M	380
POA2564	20-24	F	169
POA2564	20-24	M	123
POA2564	25+	F	345
POA2564	25+	M	232
POA2565	0-4	F	342
POA2565	0-4	M	400
POA2565	5-14	F	2162
POA2565	5-14	M	2144
POA2565	15-19	F	662
POA2565	15-19	M	667
POA2565	20-24	F	399
POA2565	20-24	M	379
POA2565	25+	F	857
POA2565	25+	M	556
POA2566	0-4	F	223
POA2566	0-4	M	251
POA2566	5-14	F	1977
POA2566	5-14	M	2049
POA2566	15-19	F	657
POA2566	15-19	M	665
POA2566	20-24	F	315
POA2566	20-24	M	305
POA2566	25+	F	618
POA2566	25+	M	417
POA2567	0-4	F	452
POA2567	0-4	M	461
POA2567	5-14	F	3217
POA2567	5-14	M	3308
POA2567	15-19	F	1285
POA2567	15-19	M	1278
POA2567	20-24	F	520
POA2567	20-24	M	449
POA2567	25+	F	787
POA2567	25+	M	361
POA2568	0-4	F	17
POA2568	0-4	M	13
POA2568	5-14	F	40
POA2568	5-14	M	53
POA2568	15-19	F	20
POA2568	15-19	M	38
POA2568	20-24	F	12
POA2568	20-24	M	6
POA2568	25+	F	17
POA2568	25+	M	8
POA2569	0-4	F	11
POA2569	0-4	M	13
POA2569	5-14	F	75
POA2569	5-14	M	99
POA2569	15-19	F	34
POA2569	15-19	M	40
POA2569	20-24	F	14
POA2569	20-24	M	13
POA2569	25+	F	11
POA2569	25+	M	15
POA2570	0-4	F	817
POA2570	0-4	M	900
POA2570	5-14	F	4570
POA2570	5-14	M	4822
POA2570	15-19	F	1533
POA2570	15-19	M	1473
POA2570	20-24	F	699
POA2570	20-24	M	529
POA2570	25+	F	1343
POA2570	25+	M	742
POA2571	0-4	F	159
POA2571	0-4	M	188
POA2571	5-14	F	893
POA2571	5-14	M	981
POA2571	15-19	F	299
POA2571	15-19	M	342
POA2571	20-24	F	126
POA2571	20-24	M	85
POA2571	25+	F	256
POA2571	25+	M	112
POA2572	0-4	F	55
POA2572	0-4	M	50
POA2572	5-14	F	311
POA2572	5-14	M	339
POA2572	15-19	F	126
POA2572	15-19	M	98
POA2572	20-24	F	54
POA2572	20-24	M	43
POA2572	25+	F	78
POA2572	25+	M	49
POA2573	0-4	F	83
POA2573	0-4	M	73
POA2573	5-14	F	422
POA2573	5-14	M	400
POA2573	15-19	F	114
POA2573	15-19	M	127
POA2573	20-24	F	62
POA2573	20-24	M	34
POA2573	25+	F	107
POA2573	25+	M	49
POA2574	0-4	F	59
POA2574	0-4	M	53
POA2574	5-14	F	389
POA2574	5-14	M	425
POA2574	15-19	F	170
POA2574	15-19	M	142
POA2574	20-24	F	42
POA2574	20-24	M	44
POA2574	25+	F	90
POA2574	25+	M	39
POA2575	0-4	F	195
POA2575	0-4	M	190
POA2575	5-14	F	1060
POA2575	5-14	M	1069
POA2575	15-19	F	447
POA2575	15-19	M	354
POA2575	20-24	F	149
POA2575	20-24	M	119
POA2575	25+	F	390
POA2575	25+	M	206
POA2576	0-4	F	84
POA2576	0-4	M	65
POA2576	5-14	F	725
POA2576	5-14	M	745
POA2576	15-19	F	288
POA2576	15-19	M	321
POA2576	20-24	F	118
POA2576	20-24	M	81
POA2576	25+	F	234
POA2576	25+	M	133
POA2577	0-4	F	127
POA2577	0-4	M	106
POA2577	5-14	F	917
POA2577	5-14	M	990
POA2577	15-19	F	364
POA2577	15-19	M	355
POA2577	20-24	F	131
POA2577	20-24	M	106
POA2577	25+	F	331
POA2577	25+	M	170
POA2578	0-4	F	15
POA2578	0-4	M	25
POA2578	5-14	F	111
POA2578	5-14	M	121
POA2578	15-19	F	49
POA2578	15-19	M	47
POA2578	20-24	F	15
POA2578	20-24	M	16
POA2578	25+	F	59
POA2578	25+	M	17
POA2579	0-4	F	49
POA2579	0-4	M	31
POA2579	5-14	F	269
POA2579	5-14	M	273
POA2579	15-19	F	80
POA2579	15-19	M	80
POA2579	20-24	F	26
POA2579	20-24	M	16
POA2579	25+	F	93
POA2579	25+	M	37
POA2580	0-4	F	246
POA2580	0-4	M	278
POA2580	5-14	F	1693
POA2580	5-14	M	1808
POA2580	15-19	F	568
POA2580	15-19	M	609
POA2580	20-24	F	212
POA2580	20-24	M	184
POA2580	25+	F	664
POA2580	25+	M	386
POA2581	0-4	F	15
POA2581	0-4	M	28
POA2581	5-14	F	170
POA2581	5-14	M	164
POA2581	15-19	F	44
POA2581	15-19	M	54
POA2581	20-24	F	10
POA2581	20-24	M	13
POA2581	25+	F	63
POA2581	25+	M	35
POA2582	0-4	F	114
POA2582	0-4	M	115
POA2582	5-14	F	922
POA2582	5-14	M	952
POA2582	15-19	F	350
POA2582	15-19	M	343
POA2582	20-24	F	121
POA2582	20-24	M	82
POA2582	25+	F	315
POA2582	25+	M	156
POA2583	0-4	F	39
POA2583	0-4	M	29
POA2583	5-14	F	177
POA2583	5-14	M	223
POA2583	15-19	F	102
POA2583	15-19	M	86
POA2583	20-24	F	30
POA2583	20-24	M	17
POA2583	25+	F	55
POA2583	25+	M	30
POA2584	0-4	F	8
POA2584	0-4	M	7
POA2584	5-14	F	26
POA2584	5-14	M	49
POA2584	15-19	F	11
POA2584	15-19	M	8
POA2584	20-24	M	4
POA2584	25+	F	10
POA2584	25+	M	6
POA2585	5-14	F	7
POA2585	5-14	M	12
POA2585	15-19	F	4
POA2585	15-19	M	9
POA2585	25+	F	6
POA2585	25+	M	3
POA2586	0-4	F	24
POA2586	0-4	M	23
POA2586	5-14	F	127
POA2586	5-14	M	171
POA2586	15-19	F	38
POA2586	15-19	M	39
POA2586	20-24	F	16
POA2586	20-24	M	13
POA2586	25+	F	51
POA2586	25+	M	16
POA2587	0-4	F	24
POA2587	0-4	M	27
POA2587	5-14	F	155
POA2587	5-14	M	165
POA2587	15-19	F	53
POA2587	15-19	M	36
POA2587	20-24	F	10
POA2587	20-24	M	7
POA2587	25+	F	45
POA2587	25+	M	23
POA2588	5-14	F	19
POA2588	5-14	M	13
POA2588	15-19	F	4
POA2590	0-4	F	45
POA2590	0-4	M	54
POA2590	5-14	F	351
POA2590	5-14	M	407
POA2590	15-19	F	115
POA2590	15-19	M	121
POA2590	20-24	F	40
POA2590	20-24	M	24
POA2590	25+	F	98
POA2590	25+	M	36
POA2594	0-4	F	101
POA2594	0-4	M	102
POA2594	5-14	F	786
POA2594	5-14	M	782
POA2594	15-19	F	275
POA2594	15-19	M	271
POA2594	20-24	F	76
POA2594	20-24	M	34
POA2594	25+	F	205
POA2594	25+	M	73
POA2600	0-4	F	57
POA2600	0-4	M	62
POA2600	5-14	F	425
POA2600	5-14	M	372
POA2600	15-19	F	215
POA2600	15-19	M	169
POA2600	20-24	F	125
POA2600	20-24	M	102
POA2600	25+	F	249
POA2600	25+	M	189
POA2601	0-4	F	4
POA2601	0-4	M	11
POA2601	5-14	F	30
POA2601	5-14	M	34
POA2601	15-19	F	1016
POA2601	15-19	M	659
POA2601	20-24	F	843
POA2601	20-24	M	797
POA2601	25+	F	368
POA2601	25+	M	407
POA2602	0-4	F	262
POA2602	0-4	M	285
POA2602	5-14	F	1816
POA2602	5-14	M	1982
POA2602	15-19	F	681
POA2602	15-19	M	731
POA2602	20-24	F	1118
POA2602	20-24	M	821
POA2602	25+	F	1519
POA2602	25+	M	1117
POA2603	0-4	F	68
POA2603	0-4	M	56
POA2603	5-14	F	513
POA2603	5-14	M	563
POA2603	15-19	F	289
POA2603	15-19	M	324
POA2603	20-24	F	139
POA2603	20-24	M	175
POA2603	25+	F	357
POA2603	25+	M	272
POA2604	0-4	F	70
POA2604	0-4	M	86
POA2604	5-14	F	507
POA2604	5-14	M	552
POA2604	15-19	F	203
POA2604	15-19	M	220
POA2604	20-24	F	175
POA2604	20-24	M	150
POA2604	25+	F	533
POA2604	25+	M	416
POA2605	0-4	F	114
POA2605	0-4	M	116
POA2605	5-14	F	852
POA2605	5-14	M	931
POA2605	15-19	F	335
POA2605	15-19	M	270
POA2605	20-24	F	184
POA2605	20-24	M	168
POA2605	25+	F	308
POA2605	25+	M	265
POA2606	0-4	F	73
POA2606	0-4	M	68
POA2606	5-14	F	505
POA2606	5-14	M	478
POA2606	15-19	F	192
POA2606	15-19	M	185
POA2606	20-24	F	204
POA2606	20-24	M	176
POA2606	25+	F	556
POA2606	25+	M	433
POA2607	0-4	F	87
POA2607	0-4	M	114
POA2607	5-14	F	864
POA2607	5-14	M	980
POA2607	15-19	F	305
POA2607	15-19	M	401
POA2607	20-24	F	222
POA2607	20-24	M	217
POA2607	25+	F	411
POA2607	25+	M	289
POA2609	0-4	F	10
POA2609	5-14	F	33
POA2609	5-14	M	25
POA2609	15-19	F	17
POA2609	15-19	M	13
POA2609	20-24	F	14
POA2609	20-24	M	26
POA2609	25+	F	24
POA2609	25+	M	33
POA2611	0-4	F	376
POA2611	0-4	M	357
POA2611	5-14	F	2408
POA2611	5-14	M	2541
POA2611	15-19	F	775
POA2611	15-19	M	830
POA2611	20-24	F	462
POA2611	20-24	M	428
POA2611	25+	F	1156
POA2611	25+	M	894
POA2612	0-4	F	75
POA2612	0-4	M	79
POA2612	5-14	F	464
POA2612	5-14	M	447
POA2612	15-19	F	348
POA2612	15-19	M	474
POA2612	20-24	F	967
POA2612	20-24	M	1056
POA2612	25+	F	875
POA2612	25+	M	901
POA2614	0-4	F	176
POA2614	0-4	M	185
POA2614	5-14	F	1192
POA2614	5-14	M	1240
POA2614	15-19	F	451
POA2614	15-19	M	445
POA2614	20-24	F	286
POA2614	20-24	M	289
POA2614	25+	F	636
POA2614	25+	M	588
POA2615	0-4	F	460
POA2615	0-4	M	484
POA2615	5-14	F	3131
POA2615	5-14	M	3399
POA2615	15-19	F	1053
POA2615	15-19	M	1116
POA2615	20-24	F	549
POA2615	20-24	M	520
POA2615	25+	F	1465
POA2615	25+	M	1000
POA2617	0-4	F	276
POA2617	0-4	M	262
POA2617	5-14	F	1606
POA2617	5-14	M	1853
POA2617	15-19	F	805
POA2617	15-19	M	803
POA2617	20-24	F	1362
POA2617	20-24	M	1099
POA2617	25+	F	1697
POA2617	25+	M	1533
POA2618	0-4	F	9
POA2618	0-4	M	8
POA2618	5-14	F	97
POA2618	5-14	M	87
POA2618	15-19	F	51
POA2618	15-19	M	46
POA2618	20-24	F	11
POA2618	20-24	M	13
POA2618	25+	F	30
POA2618	25+	M	18
POA2619	0-4	F	90
POA2619	0-4	M	107
POA2619	5-14	F	692
POA2619	5-14	M	767
POA2619	15-19	F	338
POA2619	15-19	M	329
POA2619	20-24	F	134
POA2619	20-24	M	135
POA2619	25+	F	225
POA2619	25+	M	172
POA2620	0-4	F	376
POA2620	0-4	M	423
POA2620	5-14	F	2455
POA2620	5-14	M	2703
POA2620	15-19	F	811
POA2620	15-19	M	883
POA2620	20-24	F	442
POA2620	20-24	M	396
POA2620	25+	F	1325
POA2620	25+	M	949
POA2621	0-4	F	78
POA2621	0-4	M	65
POA2621	5-14	F	458
POA2621	5-14	M	499
POA2621	15-19	F	154
POA2621	15-19	M	173
POA2621	20-24	F	50
POA2621	20-24	M	45
POA2621	25+	F	191
POA2621	25+	M	97
POA2622	0-4	F	33
POA2622	0-4	M	31
POA2622	5-14	F	188
POA2622	5-14	M	248
POA2622	15-19	F	56
POA2622	15-19	M	57
POA2622	20-24	F	25
POA2622	20-24	M	11
POA2622	25+	F	90
POA2622	25+	M	31
POA2623	0-4	F	12
POA2623	0-4	M	7
POA2623	5-14	F	27
POA2623	5-14	M	33
POA2623	15-19	F	11
POA2623	15-19	M	7
POA2623	25+	F	13
POA2623	25+	M	5
POA2624	5-14	F	3
POA2624	5-14	M	9
POA2624	20-24	M	7
POA2624	25+	F	3
POA2625	0-4	F	3
POA2625	5-14	F	14
POA2625	5-14	M	15
POA2625	15-19	F	4
POA2625	15-19	M	4
POA2625	20-24	F	8
POA2625	25+	F	14
POA2625	25+	M	3
POA2626	0-4	M	8
POA2626	5-14	F	22
POA2626	5-14	M	32
POA2626	15-19	F	5
POA2626	15-19	M	14
POA2626	20-24	F	5
POA2626	20-24	M	5
POA2626	25+	F	6
POA2626	25+	M	3
POA2627	0-4	F	33
POA2627	0-4	M	40
POA2627	5-14	F	288
POA2627	5-14	M	337
POA2627	15-19	F	128
POA2627	15-19	M	145
POA2627	20-24	F	58
POA2627	20-24	M	40
POA2627	25+	F	168
POA2627	25+	M	95
POA2628	0-4	F	26
POA2628	0-4	M	15
POA2628	5-14	F	117
POA2628	5-14	M	142
POA2628	15-19	F	40
POA2628	15-19	M	35
POA2628	20-24	F	8
POA2628	20-24	M	10
POA2628	25+	F	51
POA2628	25+	M	23
POA2629	0-4	M	3
POA2629	5-14	F	11
POA2629	5-14	M	15
POA2629	15-19	F	8
POA2629	15-19	M	7
POA2629	25+	F	6
POA2629	25+	M	3
POA2630	0-4	F	75
POA2630	0-4	M	85
POA2630	5-14	F	418
POA2630	5-14	M	487
POA2630	15-19	F	156
POA2630	15-19	M	150
POA2630	20-24	F	53
POA2630	20-24	M	49
POA2630	25+	F	202
POA2630	25+	M	92
POA2631	0-4	F	5
POA2631	0-4	M	6
POA2631	5-14	F	28
POA2631	5-14	M	31
POA2631	15-19	F	10
POA2631	15-19	M	11
POA2631	20-24	F	10
POA2631	20-24	M	6
POA2631	25+	F	9
POA2631	25+	M	3
POA2632	0-4	F	15
POA2632	0-4	M	14
POA2632	5-14	F	102
POA2632	5-14	M	120
POA2632	15-19	F	28
POA2632	15-19	M	29
POA2632	20-24	F	13
POA2632	20-24	M	11
POA2632	25+	F	26
POA2632	25+	M	13
POA2633	5-14	F	18
POA2633	5-14	M	15
POA2633	15-19	F	4
POA2633	15-19	M	6
POA2633	20-24	F	3
POA2640	0-4	F	348
POA2640	0-4	M	383
POA2640	5-14	F	2289
POA2640	5-14	M	2454
POA2640	15-19	F	925
POA2640	15-19	M	834
POA2640	20-24	F	476
POA2640	20-24	M	335
POA2640	25+	F	1006
POA2640	25+	M	555
POA2641	0-4	F	151
POA2641	0-4	M	125
POA2641	5-14	F	920
POA2641	5-14	M	901
POA2641	15-19	F	334
POA2641	15-19	M	313
POA2641	20-24	F	164
POA2641	20-24	M	108
POA2641	25+	F	418
POA2641	25+	M	229
POA2642	0-4	F	63
POA2642	0-4	M	55
POA2642	5-14	F	359
POA2642	5-14	M	395
POA2642	15-19	F	144
POA2642	15-19	M	141
POA2642	20-24	F	29
POA2642	20-24	M	23
POA2642	25+	F	106
POA2642	25+	M	32
POA2643	0-4	F	22
POA2643	0-4	M	21
POA2643	5-14	F	141
POA2643	5-14	M	170
POA2643	15-19	F	56
POA2643	15-19	M	53
POA2643	20-24	F	21
POA2643	20-24	M	11
POA2643	25+	F	42
POA2643	25+	M	21
POA2644	0-4	F	16
POA2644	0-4	M	20
POA2644	5-14	F	108
POA2644	5-14	M	140
POA2644	15-19	F	59
POA2644	15-19	M	40
POA2644	20-24	F	15
POA2644	20-24	M	3
POA2644	25+	F	24
POA2644	25+	M	10
POA2645	0-4	M	3
POA2645	5-14	F	8
POA2645	5-14	M	9
POA2645	15-19	F	3
POA2645	15-19	M	9
POA2645	20-24	F	4
POA2645	20-24	M	3
POA2645	25+	F	11
POA2645	25+	M	5
POA2646	0-4	F	45
POA2646	0-4	M	45
POA2646	5-14	F	332
POA2646	5-14	M	345
POA2646	15-19	F	125
POA2646	15-19	M	115
POA2646	20-24	F	29
POA2646	20-24	M	21
POA2646	25+	F	123
POA2646	25+	M	30
POA2647	0-4	F	15
POA2647	0-4	M	23
POA2647	5-14	F	120
POA2647	5-14	M	130
POA2647	15-19	F	60
POA2647	15-19	M	28
POA2647	20-24	F	14
POA2647	20-24	M	6
POA2647	25+	F	19
POA2647	25+	M	10
POA2648	0-4	F	19
POA2648	0-4	M	23
POA2648	5-14	F	94
POA2648	5-14	M	120
POA2648	15-19	F	33
POA2648	15-19	M	25
POA2648	20-24	F	14
POA2648	20-24	M	4
POA2648	25+	F	36
POA2648	25+	M	13
POA2649	5-14	F	8
POA2650	0-4	F	606
POA2650	0-4	M	638
POA2650	5-14	F	3804
POA2650	5-14	M	3986
POA2650	15-19	F	1384
POA2650	15-19	M	1376
POA2650	20-24	F	962
POA2650	20-24	M	529
POA2650	25+	F	1617
POA2650	25+	M	989
POA2651	0-4	F	29
POA2651	0-4	M	45
POA2651	5-14	F	192
POA2651	5-14	M	229
POA2651	15-19	F	76
POA2651	15-19	M	91
POA2651	20-24	F	34
POA2651	20-24	M	65
POA2651	25+	F	64
POA2651	25+	M	60
POA2652	0-4	F	40
POA2652	0-4	M	37
POA2652	5-14	F	317
POA2652	5-14	M	305
POA2652	15-19	F	89
POA2652	15-19	M	94
POA2652	20-24	F	24
POA2652	20-24	M	22
POA2652	25+	F	86
POA2652	25+	M	31
POA2653	0-4	F	20
POA2653	0-4	M	32
POA2653	5-14	F	138
POA2653	5-14	M	129
POA2653	15-19	F	51
POA2653	15-19	M	44
POA2653	20-24	F	12
POA2653	20-24	M	8
POA2653	25+	F	46
POA2653	25+	M	19
POA2655	0-4	F	17
POA2655	0-4	M	7
POA2655	5-14	F	103
POA2655	5-14	M	118
POA2655	15-19	F	32
POA2655	15-19	M	28
POA2655	20-24	F	7
POA2655	20-24	M	4
POA2655	25+	F	22
POA2655	25+	M	4
POA2656	0-4	F	9
POA2656	0-4	M	9
POA2656	5-14	F	77
POA2656	5-14	M	70
POA2656	15-19	F	23
POA2656	15-19	M	19
POA2656	20-24	F	10
POA2656	20-24	M	13
POA2656	25+	F	18
POA2656	25+	M	9
POA2658	0-4	F	11
POA2658	0-4	M	10
POA2658	5-14	F	90
POA2658	5-14	M	94
POA2658	15-19	F	33
POA2658	15-19	M	34
POA2658	20-24	F	12
POA2658	20-24	M	8
POA2658	25+	F	29
POA2658	25+	M	10
POA2659	0-4	M	9
POA2659	5-14	F	53
POA2659	5-14	M	54
POA2659	15-19	F	28
POA2659	15-19	M	30
POA2659	20-24	F	9
POA2659	20-24	M	3
POA2659	25+	F	12
POA2659	25+	M	8
POA2660	0-4	F	9
POA2660	0-4	M	11
POA2660	5-14	F	111
POA2660	5-14	M	114
POA2660	15-19	F	40
POA2660	15-19	M	47
POA2660	20-24	F	10
POA2660	20-24	M	4
POA2660	25+	F	20
POA2660	25+	M	19
POA2661	0-4	F	4
POA2661	0-4	M	6
POA2661	5-14	F	17
POA2661	5-14	M	15
POA2661	15-19	F	4
POA2661	15-19	M	9
POA2661	20-24	F	6
POA2661	20-24	M	6
POA2661	25+	F	13
POA2661	25+	M	6
POA2663	0-4	F	47
POA2663	0-4	M	38
POA2663	5-14	F	254
POA2663	5-14	M	268
POA2663	15-19	F	76
POA2663	15-19	M	98
POA2663	20-24	F	28
POA2663	20-24	M	15
POA2663	25+	F	94
POA2663	25+	M	39
POA2665	0-4	F	15
POA2665	0-4	M	21
POA2665	5-14	F	129
POA2665	5-14	M	138
POA2665	15-19	F	31
POA2665	15-19	M	39
POA2665	20-24	F	16
POA2665	20-24	M	5
POA2665	25+	F	25
POA2665	25+	M	7
POA2666	0-4	F	50
POA2666	0-4	M	50
POA2666	5-14	F	313
POA2666	5-14	M	344
POA2666	15-19	F	99
POA2666	15-19	M	111
POA2666	20-24	F	28
POA2666	20-24	M	28
POA2666	25+	F	83
POA2666	25+	M	37
POA2668	5-14	F	21
POA2668	5-14	M	36
POA2668	15-19	F	7
POA2668	15-19	M	8
POA2668	20-24	F	5
POA2668	25+	F	7
POA2669	0-4	F	13
POA2669	0-4	M	7
POA2669	5-14	F	96
POA2669	5-14	M	103
POA2669	15-19	F	32
POA2669	15-19	M	19
POA2669	20-24	F	8
POA2669	20-24	M	5
POA2669	25+	F	18
POA2669	25+	M	5
POA2671	0-4	F	41
POA2671	0-4	M	39
POA2671	5-14	F	220
POA2671	5-14	M	248
POA2671	15-19	F	78
POA2671	15-19	M	63
POA2671	20-24	F	24
POA2671	20-24	M	10
POA2671	25+	F	69
POA2671	25+	M	23
POA2672	0-4	F	15
POA2672	0-4	M	5
POA2672	5-14	F	79
POA2672	5-14	M	108
POA2672	15-19	F	17
POA2672	15-19	M	24
POA2672	20-24	F	9
POA2672	20-24	M	6
POA2672	25+	F	18
POA2672	25+	M	3
POA2675	0-4	F	18
POA2675	0-4	M	12
POA2675	5-14	F	91
POA2675	5-14	M	90
POA2675	15-19	F	18
POA2675	15-19	M	19
POA2675	20-24	F	11
POA2675	25+	F	34
POA2675	25+	M	13
POA2678	15-19	F	107
POA2678	15-19	M	38
POA2678	20-24	F	162
POA2678	20-24	M	80
POA2678	25+	F	16
POA2678	25+	M	9
POA2680	0-4	F	211
POA2680	0-4	M	204
POA2680	5-14	F	1452
POA2680	5-14	M	1515
POA2680	15-19	F	521
POA2680	15-19	M	540
POA2680	20-24	F	145
POA2680	20-24	M	167
POA2680	25+	F	471
POA2680	25+	M	268
POA2681	0-4	F	11
POA2681	0-4	M	22
POA2681	5-14	F	93
POA2681	5-14	M	114
POA2681	15-19	F	45
POA2681	15-19	M	62
POA2681	20-24	F	15
POA2681	20-24	M	7
POA2681	25+	F	34
POA2681	25+	M	10
POA2700	0-4	F	40
POA2700	0-4	M	26
POA2700	5-14	F	300
POA2700	5-14	M	294
POA2700	15-19	F	93
POA2700	15-19	M	80
POA2700	20-24	F	21
POA2700	20-24	M	15
POA2700	25+	F	85
POA2700	25+	M	44
POA2701	0-4	F	21
POA2701	0-4	M	24
POA2701	5-14	F	185
POA2701	5-14	M	175
POA2701	15-19	F	66
POA2701	15-19	M	52
POA2701	20-24	F	13
POA2701	20-24	M	9
POA2701	25+	F	36
POA2701	25+	M	14
POA2702	0-4	F	6
POA2702	0-4	M	6
POA2702	5-14	F	50
POA2702	5-14	M	54
POA2702	15-19	F	16
POA2702	15-19	M	22
POA2702	20-24	F	6
POA2702	20-24	M	6
POA2702	25+	F	19
POA2702	25+	M	3
POA2703	0-4	M	6
POA2703	5-14	F	75
POA2703	5-14	M	75
POA2703	15-19	F	69
POA2703	15-19	M	67
POA2703	20-24	F	7
POA2703	20-24	M	3
POA2703	25+	F	8
POA2705	0-4	F	81
POA2705	0-4	M	82
POA2705	5-14	F	690
POA2705	5-14	M	700
POA2705	15-19	F	254
POA2705	15-19	M	233
POA2705	20-24	F	73
POA2705	20-24	M	46
POA2705	25+	F	181
POA2705	25+	M	73
POA2706	0-4	F	4
POA2706	0-4	M	10
POA2706	5-14	F	34
POA2706	5-14	M	50
POA2706	15-19	F	17
POA2706	15-19	M	19
POA2706	20-24	F	6
POA2706	20-24	M	3
POA2706	25+	F	25
POA2706	25+	M	9
