POA_CODE_2021	medianTotalPersonalIncome
POA3464	31356
POA3465	26676
POA3467	26156
POA3468	28704
POA3469	25428
POA3472	24284
POA3475	23244
POA3477	36556
POA3478	28340
POA3480	32292
POA3482	25324
POA3483	39000
POA3485	26208
POA3487	36712
POA3488	43680
POA3489	37700
POA3490	32500
POA3491	29016
POA3494	39520
POA3496	35412
POA3498	39676
POA3500	35412
POA3501	45344
POA3505	34424
POA3506	29224
POA3507	29900
POA3509	37284
POA3512	38428
POA3515	45344
POA3516	35880
POA3517	26780
POA3518	25272
POA3520	21580
POA3521	37856
POA3522	31824
POA3523	26312
POA3525	28704
POA3527	33020
POA3529	34892
POA3530	31044
POA3531	34372
POA3533	29328
POA3537	32188
POA3540	27196
POA3542	31824
POA3544	36504
POA3546	34476
POA3549	32760
POA3550	38636
POA3551	44304
POA3555	35152
POA3556	33956
POA3557	39208
POA3558	30160
POA3559	35256
POA3561	32188
POA3562	42432
POA3563	33696
POA3564	37336
POA3565	33332
POA3566	31564
POA3567	30732
POA3568	31668
POA3570	32344
POA3571	31772
POA3572	35464
POA3573	35984
POA3575	32968
POA3576	31824
POA3579	30576
POA3580	27976
POA3581	33020
POA3583	26520
POA3584	37804
POA3585	39364
POA3586	40768
POA3588	30784
POA3589	43056
POA3590	35724
POA3591	37700
POA3594	35048
POA3595	25220
POA3596	32968
POA3597	43004
POA3599	39104
POA3607	42900
POA3608	35152
POA3610	30524
POA3612	25844
POA3614	46852
POA3616	37596
POA3617	28236
POA3618	28964
POA3620	33436
POA3621	34788
POA3622	35672
POA3623	29900
POA3624	31044
POA3629	33644
POA3630	35256
POA3631	43940
POA3633	39208
POA3634	40664
POA3635	35620
POA3636	33176
POA3637	32916
POA3638	32500
POA3639	24544
POA3640	38272
POA3641	32708
POA3644	32760
POA3646	35100
POA3647	19812
POA3649	34164
POA3658	37492
POA3659	42016
POA3660	33748
POA3662	67600
POA3663	46800
POA3664	39364
POA3665	35048
POA3666	33124
POA3669	29484
POA3670	34788
POA3672	33540
POA3673	35620
POA3675	39156
POA3677	36400
POA3678	41756
POA3682	39520
POA3683	36036
POA3685	38688
POA3687	36192
POA3688	43368
POA3690	39416
POA3691	49972
POA3695	40768
POA3697	35828
POA3698	37752
POA3699	37596
POA3700	35048
POA3701	37700
POA3704	36400
POA3705	34008
POA3707	32812
POA3708	32760
POA3709	31512
POA3711	36296
POA3712	34320
POA3713	30732
POA3714	33852
POA3715	33904
POA3717	32500
POA3718	34320
POA3719	33904
POA3720	34424
POA3722	39312
POA3723	35620
POA3725	35880
POA3726	26884
POA3727	29432
POA3728	31564
POA3730	33176
POA3732	38220
POA3733	34788
POA3735	43888
POA3737	35360
POA3738	38168
POA3739	38688
POA3740	40612
POA3741	41132
POA3744	40768
POA3746	33592
POA3747	39832
POA3749	41652
POA3750	43836
POA3751	34892
POA3752	42848
POA3753	50856
POA3754	46956
POA3755	30472
POA3756	43784
POA3757	38584
POA3758	41340
POA3759	47580
POA3760	52624
POA3761	42432
POA3762	49348
POA3763	40976
POA3764	38948
POA3765	44460
POA3766	49816
POA3767	44616
POA3770	43628
POA3775	42796
POA3777	36972
POA3778	41080
POA3779	31044
POA3781	43992
POA3782	44200
POA3783	42380
POA3785	50648
POA3786	45500
POA3787	46332
POA3788	44668
POA3789	49348
POA3791	42692
POA3792	45448
POA3793	39468
POA3795	41860
POA3796	43056
POA3797	32188
POA3799	32500
POA3802	35204
POA3803	31304
POA3804	41756
POA3805	38740
POA3806	44460
POA3807	46228
POA3808	51532
POA3809	50596
POA3810	40768
POA3812	40404
POA3813	40352
POA3814	38792
POA3815	40144
POA3816	37856
POA3818	36504
POA3820	39260
POA3821	39936
POA3822	41964
POA3823	37492
POA3824	37908
POA3825	31044
POA3831	35568
POA3832	33540
POA3833	25116
POA3835	31876
POA3840	29120
POA3842	30004
POA3844	40248
POA3847	32760
POA3850	36608
POA3851	29692
POA3852	79716
POA3854	42068
POA3856	40664
POA3857	35568
POA3858	30940
POA3859	39052
POA3860	35308
POA3862	36452
POA3864	29900
POA3865	36504
POA3869	38688
POA3870	31148
POA3871	33696
POA3873	35568
POA3874	26988
POA3875	34060
POA3878	31148
POA3880	29068
POA3882	34684
POA3885	33176
POA3886	29432
POA3887	27300
POA3888	27664
POA3889	20592
POA3890	24024
POA3891	21684
POA3892	30732
POA3893	39624
POA3895	32968
POA3896	36816
POA3898	37492
POA3900	35880
POA3902	28132
POA3903	28964
POA3904	32084
POA3909	28548
POA3910	45136
POA3911	41548
POA3912	41704
POA3913	40716
POA3915	33436
POA3916	52104
POA3918	37700
POA3919	37960
POA3920	56524
POA3921	23088
POA3922	32136
POA3923	37128
POA3925	37544
POA3926	46072
POA3927	45448
POA3928	56212
POA3929	58136
POA3930	50232
POA3931	38480
POA3933	43524
POA3934	43992
POA3936	36920
POA3937	52104
POA3938	38324
POA3939	33280
POA3940	29016
POA3941	36452
POA3942	40924
POA3943	48672
POA3944	80132
POA3945	39572
POA3946	40924
POA3950	32188
POA3951	37232
POA3953	35048
POA3954	39520
POA3956	33540
POA3957	37856
POA3958	40716
POA3959	36868
POA3960	30212
POA3962	25532
POA3964	36244
POA3965	25428
POA3966	31408
POA3967	25428
POA3971	28288
POA3975	44928
POA3976	34736
POA3977	41808
POA3978	48724
POA3979	36764
POA3980	41600
POA3981	41184
POA3984	34320
POA3987	40092
POA3988	37804
POA3990	32292
POA3991	28600
POA3992	36348
POA3995	29588
POA3996	36712
POA4000	48048
POA4005	71760
POA4006	60736
POA4007	62504
POA4008	44668
POA4009	37648
POA4010	60736
POA4011	58708
POA4012	56628
POA4013	51896
POA4014	53768
POA4017	44148
POA4018	40716
POA4019	36400
POA4020	37492
POA4021	32500
POA4022	33644
POA4025	42900
POA4030	58240
POA4031	59072
POA4032	44512
POA4034	43784
POA4035	52416
POA4036	44564
POA4037	54444
POA4051	60528
POA4053	53196
POA4054	46956
POA4055	53196
POA4059	47008
POA4060	60008
POA4061	53976
POA4064	64896
POA4065	69680
POA4066	52156
POA4067	28496
POA4068	50752
POA4069	56368
POA4070	49400
POA4073	50388
POA4074	48464
POA4075	53300
POA4076	34320
POA4077	30784
POA4078	40248
POA4101	52052
POA4102	44512
POA4103	49972
POA4104	53300
POA4105	53144
POA4106	41236
POA4107	49868
POA4108	37336
POA4109	33852
POA4110	42744
POA4111	30628
POA4112	38480
POA4113	39156
POA4114	26156
POA4115	41652
POA4116	40404
POA4117	40820
POA4118	40092
POA4119	41756
POA4120	55640
POA4121	56784
POA4122	42900
POA4123	45760
POA4124	43316
POA4125	39832
POA4127	38428
POA4128	46800
POA4129	42380
POA4130	46436
POA4131	31616
POA4132	34112
POA4133	38168
POA4151	58864
POA4152	53664
POA4153	49348
POA4154	61256
POA4155	49088
POA4156	52780
POA4157	41964
POA4158	43004
POA4159	42276
POA4160	44720
POA4161	42848
POA4163	38792
POA4164	47840
POA4165	42536
POA4169	58344
POA4170	62452
POA4171	70668
POA4172	58240
POA4173	48776
POA4174	50596
POA4178	45396
POA4179	47840
POA4183	33488
POA4184	23660
POA4205	31304
POA4207	38480
POA4208	46332
POA4209	43576
POA4210	45032
POA4211	40040
POA4212	42744
POA4213	40716
POA4214	37700
POA4215	34424
POA4216	36920
POA4217	41340
POA4218	46332
POA4220	44668
POA4221	42016
POA4223	40456
POA4224	44200
POA4225	40976
POA4226	40092
POA4227	42120
POA4228	40560
POA4270	40040
POA4272	35412
POA4275	43160
POA4280	42432
POA4285	35620
POA4287	30212
POA4300	46436
POA4301	39312
POA4303	27924
POA4304	35204
POA4305	37180
POA4306	49244
POA4307	38428
POA4309	33436
POA4310	31824
POA4311	30576
POA4312	25688
POA4313	27144
POA4314	23868
POA4340	34892
POA4341	33020
POA4342	31096
POA4343	34112
POA4344	39416
POA4346	39728
POA4347	32916
POA4350	38896
POA4352	44044
POA4353	34060
POA4354	32032
POA4355	25896
POA4356	35984
POA4357	29796
POA4358	43264
POA4359	40820
POA4360	30888
POA4361	29380
POA4362	29588
POA4363	36192
POA4364	42120
POA4365	24284
POA4370	32032
POA4371	32656
POA4372	34684
POA4373	28236
POA4374	30628
POA4375	29900
POA4376	28860
POA4377	29120
POA4378	30628
POA4380	29484
POA4381	25792
POA4382	32448
POA4383	23660
POA4384	46800
POA4385	24856
POA4387	30004
POA4388	26104
POA4390	44720
POA4400	40924
POA4401	35100
POA4402	23140
POA4403	38480
POA4404	49296
POA4405	38480
POA4406	38012
POA4407	37180
POA4408	31096
POA4410	26676
POA4411	38324
POA4412	36972
POA4413	41080
POA4415	36712
POA4416	44460
POA4417	37960
POA4418	32292
POA4419	47060
POA4420	42536
POA4421	24700
POA4422	36868
POA4423	31408
POA4424	42172
POA4425	44824
POA4426	32084
POA4427	26208
POA4428	42276
POA4454	47840
POA4455	49764
POA4461	37648
POA4462	34424
POA4465	32344
POA4467	38740
POA4468	32656
POA4470	42900
POA4472	36088
POA4474	27248
POA4477	37700
POA4478	42068
POA4479	19448
POA4480	44252
POA4481	55224
POA4482	56056
POA4486	39416
POA4487	40196
POA4488	41184
POA4489	25688
POA4490	27872
POA4491	25220
POA4492	51168
POA4493	42848
POA4494	40404
POA4496	45292
POA4497	37908
POA4498	53248
POA4500	44252
POA4501	38844
POA4502	42172
POA4503	43368
POA4504	46228
POA4505	40144
POA4506	36868
POA4507	27508
POA4508	32240
POA4509	47632
POA4510	33228
POA4511	29588
POA4512	40456
POA4514	35984
POA4515	38064
POA4516	41028
POA4517	37752
POA4518	38428
POA4519	35724
POA4520	50752
POA4521	46384
POA4550	37648
POA4551	38064
POA4552	32812
POA4553	45864
POA4554	36140
POA4555	38896
POA4556	39520
POA4557	44252
POA4558	39728
POA4559	38272
POA4560	35724
POA4561	39780
POA4562	39936
POA4563	34528
POA4564	39208
POA4565	33124
POA4566	38948
POA4567	46020
POA4568	33696
POA4569	32656
POA4570	29380
POA4571	32552
POA4572	46852
POA4573	42276
POA4574	33904
POA4575	42068
POA4580	23036
POA4581	32864
POA4600	25792
POA4601	26520
POA4605	25740
POA4606	27872
POA4608	28704
POA4610	33280
POA4611	28392
POA4612	22776
POA4613	22932
POA4614	23244
POA4615	24388
POA4620	24752
POA4621	23920
POA4625	30784
POA4626	37752
POA4627	26468
POA4630	27924
POA4650	27040
POA4655	28912
POA4659	23868
POA4660	25480
POA4662	25584
POA4670	31928
POA4671	24440
POA4673	26988
POA4674	23192
POA4676	23192
POA4677	29172
POA4678	27508
POA4680	41548
POA4694	25584
POA4695	32500
POA4697	24856
POA4699	31616
POA4700	38584
POA4701	40612
POA4702	40560
POA4703	40352
POA4704	39832
POA4705	47996
POA4706	32448
POA4707	35464
POA4709	78208
POA4710	32708
POA4711	46436
POA4712	38896
POA4713	18772
POA4714	24076
POA4715	46176
POA4716	40560
POA4717	65936
POA4718	48152
POA4719	46332
POA4720	53872
POA4721	53768
POA4722	50856
POA4723	51532
POA4724	49556
POA4725	45188
POA4726	39104
POA4727	41912
POA4728	42068
POA4730	50856
POA4731	34476
POA4732	40456
POA4733	46176
POA4735	45812
POA4736	46124
POA4737	37908
POA4738	37284
POA4739	35100
POA4740	45864
POA4741	41912
POA4742	59280
POA4743	89804
POA4744	80756
POA4745	73112
POA4746	84136
POA4750	48724
POA4751	47892
POA4753	52000
POA4754	41652
POA4756	32344
POA4757	26936
POA4798	31252
POA4799	28028
POA4800	38740
POA4802	46436
POA4804	36504
POA4805	37076
POA4806	35152
POA4807	38376
POA4808	39364
