POA_CODE_2021	medianMortgageRepayment
POA2168	24000
POA2170	25980
POA2171	28596
POA2172	32496
POA2173	26400
POA2174	33600
POA2175	39000
POA2176	26004
POA2177	24000
POA2178	26400
POA2179	31200
POA2190	27600
POA2191	30000
POA2192	25872
POA2193	28836
POA2194	24000
POA2195	20400
POA2196	26004
POA2197	28596
POA2198	30000
POA2199	26004
POA2200	23676
POA2203	30000
POA2204	31200
POA2205	28596
POA2206	33600
POA2207	29052
POA2208	31200
POA2209	27600
POA2210	30000
POA2211	29316
POA2212	30000
POA2213	31200
POA2214	31200
POA2216	26616
POA2217	27996
POA2218	26004
POA2219	31200
POA2220	26400
POA2221	36000
POA2222	26016
POA2223	31200
POA2224	33804
POA2225	37980
POA2226	33600
POA2227	33804
POA2228	31200
POA2229	36000
POA2230	31200
POA2231	31200
POA2232	30000
POA2233	31200
POA2234	32400
POA2250	24000
POA2251	26004
POA2256	24000
POA2257	25680
POA2258	24000
POA2259	23400
POA2260	29904
POA2261	24000
POA2262	20796
POA2263	20796
POA2264	21108
POA2265	24864
POA2267	21960
POA2278	21000
POA2280	24000
POA2281	24000
POA2282	26004
POA2283	20976
POA2284	22884
POA2285	23136
POA2286	21600
POA2287	23136
POA2289	26004
POA2290	23916
POA2291	30000
POA2292	23532
POA2293	24000
POA2294	23400
POA2295	26004
POA2296	24000
POA2297	21720
POA2298	22752
POA2299	23400
POA2300	26700
POA2302	23148
POA2303	26004
POA2304	22500
POA2305	26004
POA2306	17736
POA2307	20148
POA2308	
POA2311	20796
POA2312	18204
POA2315	22644
POA2316	22104
POA2317	22080
POA2318	23400
POA2319	18204
POA2320	22200
POA2321	23400
POA2322	21600
POA2323	20796
POA2324	18720
POA2325	18360
POA2326	18204
POA2327	17160
POA2328	20796
POA2329	14688
POA2330	21840
POA2331	
POA2333	18204
POA2334	21060
POA2335	23556
POA2336	19224
POA2337	20016
POA2338	13200
POA2339	18000
POA2340	18204
POA2341	10872
POA2342	18516
POA2343	13656
POA2344	18744
POA2345	15600
POA2346	14040
POA2347	9096
POA2350	18000
POA2352	16800
POA2353	17808
POA2354	12996
POA2355	12804
POA2356	8376
POA2357	12000
POA2358	15600
POA2359	10920
POA2360	15132
POA2361	7896
POA2365	14304
POA2369	10404
POA2370	12996
POA2371	10404
POA2372	13908
POA2379	6900
POA2380	18204
POA2381	11616
POA2382	14400
POA2386	
POA2387	
POA2388	12480
POA2390	17448
POA2395	7356
POA2396	8064
POA2397	8160
POA2398	7416
POA2399	10404
POA2400	15600
POA2401	9780
POA2402	12000
POA2403	12096
POA2404	12996
POA2405	7200
POA2406	10608
POA2408	
POA2409	10404
POA2410	7200
POA2411	3228
POA2415	19500
POA2420	19200
POA2421	26004
POA2422	15600
POA2423	15600
POA2424	13596
POA2425	20796
POA2426	16644
POA2427	18204
POA2428	18204
POA2429	16644
POA2430	18000
POA2431	18204
POA2439	19200
POA2440	15600
POA2441	18000
POA2443	18204
POA2444	21600
POA2445	22104
POA2446	20796
POA2447	16800
POA2448	17940
POA2449	12996
POA2450	20796
POA2452	19236
POA2453	14640
POA2454	18204
POA2455	19764
POA2456	21576
POA2460	15600
POA2462	14400
POA2463	18204
POA2464	19296
POA2465	15600
POA2466	15600
POA2469	12780
POA2470	15600
POA2471	18204
POA2472	18204
POA2473	19212
POA2474	15600
POA2475	10404
POA2476	12996
POA2477	20796
POA2478	24000
POA2479	27780
POA2480	18204
POA2481	28596
POA2482	23400
POA2483	22776
POA2484	20796
POA2485	20400
POA2486	22692
POA2487	26760
POA2488	22320
POA2489	24432
POA2490	26004
POA2500	24672
POA2502	21060
POA2505	23400
POA2506	20796
POA2508	30480
POA2515	31200
POA2516	30300
POA2517	26004
POA2518	26004
POA2519	26880
POA2525	26748
POA2526	26004
POA2527	26004
POA2528	22104
POA2529	26004
POA2530	24000
POA2533	26880
POA2534	26004
POA2535	26004
POA2536	18600
POA2537	18204
POA2538	20796
POA2539	19500
POA2540	20796
POA2541	20304
POA2545	15600
POA2546	17676
POA2548	19500
POA2549	18204
POA2550	17052
POA2551	18204
POA2555	15600
POA2556	26004
POA2557	31200
POA2558	23400
POA2559	30000
POA2560	24000
POA2563	26004
POA2564	21600
POA2565	29640
POA2566	24000
POA2567	28548
POA2568	30000
POA2569	28416
POA2570	30156
POA2571	28800
POA2572	27816
POA2573	26004
POA2574	26004
POA2575	26004
POA2576	28440
POA2577	24048
POA2578	21840
POA2579	24000
POA2580	20400
POA2581	22620
POA2582	25200
POA2583	15600
POA2584	15600
POA2585	12564
POA2586	15600
POA2587	12324
POA2588	12504
POA2590	13536
POA2594	15600
POA2600	33828
POA2601	23400
POA2602	26004
POA2603	30000
POA2604	25800
POA2605	31800
POA2606	21600
POA2607	28596
POA2609	33600
POA2611	26004
POA2612	23844
POA2614	25224
POA2615	24000
POA2617	23400
POA2618	34788
POA2619	28860
POA2620	26004
POA2621	28596
POA2622	20796
POA2623	15708
POA2624	
POA2625	31908
POA2626	22824
POA2627	21600
POA2628	16032
POA2629	12996
POA2630	15600
POA2631	11208
POA2632	12996
POA2633	9672
POA2640	18204
POA2641	15600
POA2642	17676
POA2643	15600
POA2644	15000
POA2645	5880
POA2646	14304
POA2647	18108
POA2648	10920
POA2649	12000
POA2650	18204
POA2651	15600
POA2652	15084
POA2653	13752
POA2655	15600
POA2656	10404
POA2658	11964
POA2659	11436
POA2660	12252
POA2661	
POA2663	15000
POA2665	8400
POA2666	14196
POA2668	7800
POA2669	6240
POA2671	14400
POA2672	10404
POA2675	10608
POA2678	
POA2680	18000
POA2681	15600
POA2700	12996
POA2701	17976
POA2702	10404
POA2703	12996
POA2705	15600
POA2706	12996
POA2707	10404
POA2710	12996
POA2711	10608
POA2712	11316
POA2713	11436
POA2714	15600
POA2715	11232
POA2716	10104
POA2717	12996
POA2720	16644
POA2721	5196
POA2722	14556
POA2725	12156
POA2726	11568
POA2727	11964
POA2729	14880
POA2730	10404
POA2731	19500
POA2732	13224
POA2733	9600
POA2734	19536
POA2735	10404
POA2736	12996
POA2737	12996
POA2738	20796
POA2739	15600
POA2745	29148
POA2747	26400
POA2748	30600
POA2749	26004
POA2750	24948
POA2752	28596
POA2753	26004
POA2754	28464
POA2756	26400
POA2757	30000
POA2758	30360
POA2759	26004
POA2760	24000
POA2761	26004
POA2762	33084
POA2763	28596
POA2765	33804
POA2766	26004
POA2767	26400
POA2768	31200
POA2769	36000
POA2770	21600
POA2773	30000
POA2774	26568
POA2775	20208
POA2776	24924
POA2777	26004
POA2778	24000
POA2779	23400
POA2780	20796
POA2782	24960
POA2783	22188
POA2784	22800
POA2785	20796
POA2786	19080
POA2787	18204
POA2790	18204
POA2791	18588
POA2792	18204
POA2793	10404
POA2794	14772
POA2795	20796
POA2797	15816
POA2798	23916
POA2799	16896
POA2800	20796
POA2803	14304
POA2804	14472
POA2805	12348
POA2806	14304
POA2807	11280
POA2808	10404
POA2809	6984
POA2810	12396
POA2817	12996
POA2818	16644
POA2820	12996
POA2821	14556
POA2822	15600
POA2823	12672
POA2824	12600
POA2825	12996
POA2826	18240
POA2827	12996
POA2828	5520
POA2829	10872
POA2830	18984
POA2831	15600
POA2832	10404
POA2833	9108
POA2834	10404
POA2835	13908
POA2836	10728
POA2838	15600
POA2839	8796
POA2840	11280
POA2842	8844
POA2843	12000
POA2844	12996
POA2845	18204
POA2846	12744
POA2847	15264
POA2848	10452
POA2849	16728
POA2850	20796
POA2852	18204
POA2864	18204
POA2865	15600
POA2866	19452
POA2867	11280
POA2868	12000
POA2869	11700
POA2870	15600
POA2871	15084
POA2873	9756
POA2874	4140
POA2875	9360
POA2876	13200
POA2877	11424
POA2878	1200
POA2879	7800
POA2880	10404
POA2898	16800
POA2899	15600
POA2900	19500
POA2902	24000
POA2903	25200
POA2904	26004
POA2905	24000
POA2906	24000
POA2911	28800
POA2912	21612
POA2913	24000
POA2914	26004
POA3000	20796
POA3002	28596
POA3003	25272
POA3004	24000
POA3006	22800
POA3008	24000
POA3011	24000
POA3012	25200
POA3013	30000
POA3015	30000
POA3016	31200
POA3018	26400
POA3019	22308
POA3020	20796
POA3021	18000
POA3022	20400
POA3023	22428
POA3024	21600
POA3025	26004
POA3026	23712
POA3027	26004
POA3028	20796
POA3029	22800
POA3030	24000
POA3031	25428
POA3032	26004
POA3033	26004
POA3034	26004
POA3036	26004
POA3037	22056
POA3038	21600
POA3039	26004
POA3040	28596
POA3041	28596
POA3042	25356
POA3043	22800
POA3044	26004
POA3045	20400
POA3046	24000
POA3047	17388
POA3048	17316
POA3049	21840
POA3051	24420
POA3052	24000
POA3053	22500
POA3054	31200
POA3055	24000
POA3056	25872
POA3057	24000
POA3058	26004
POA3059	26004
POA3060	22512
POA3061	19200
POA3062	9600
POA3063	26004
POA3064	22800
POA3065	30000
POA3066	26004
POA3067	26004
POA3068	31200
POA3070	28800
POA3071	26400
POA3072	24000
POA3073	23832
POA3074	20280
POA3075	21300
POA3076	20796
POA3078	27324
POA3079	30000
POA3081	24960
POA3082	20976
POA3083	23856
POA3084	28596
POA3085	27000
POA3087	24444
POA3088	26004
POA3089	26004
POA3090	31200
POA3091	31200
POA3093	26400
POA3094	26004
POA3095	27456
POA3096	26004
POA3097	36000
POA3099	24300
POA3101	36000
POA3102	36000
POA3103	36000
POA3104	36936
POA3105	28800
POA3106	32400
POA3107	30000
POA3108	26004
POA3109	28800
POA3111	30000
POA3113	27600
POA3114	36000
POA3115	27600
POA3116	26004
POA3121	27576
POA3122	27108
POA3123	30000
POA3124	36000
POA3125	30000
POA3126	42000
POA3127	33804
POA3128	25056
POA3129	29904
POA3130	27600
POA3131	26004
POA3132	26004
POA3133	28596
POA3134	25200
POA3135	25200
POA3136	24000
POA3137	23592
POA3138	24000
POA3139	21840
POA3140	23400
POA3141	25200
POA3142	37824
POA3143	29496
POA3144	38400
POA3145	33612
POA3146	33960
POA3147	33012
POA3148	27000
POA3149	31200
POA3150	30000
POA3151	25764
POA3152	26004
POA3153	21888
POA3154	23400
POA3155	22440
POA3156	24000
POA3158	23400
POA3159	24000
POA3160	22224
POA3161	30000
POA3162	33576
POA3163	25116
POA3165	30000
POA3166	26004
POA3167	26400
POA3168	24000
POA3169	24000
POA3170	26004
POA3171	21000
POA3172	22632
POA3173	26004
POA3174	20184
POA3175	20100
POA3177	18000
POA3178	24660
POA3179	24276
POA3180	24000
POA3181	26400
POA3182	24000
POA3183	26004
POA3184	27600
POA3185	28800
POA3186	41604
POA3187	39600
POA3188	36000
POA3189	27600
POA3190	27600
POA3191	32496
POA3192	26400
POA3193	36000
POA3194	26004
POA3195	26400
POA3196	24960
POA3197	25200
POA3198	22200
POA3199	22140
POA3200	16896
POA3201	20796
POA3202	26688
POA3204	30000
POA3205	26400
POA3206	41604
POA3207	30000
POA3211	26004
POA3212	20796
POA3213	22764
POA3214	15180
POA3215	19500
POA3216	20796
POA3217	22104
POA3218	23400
POA3219	16896
POA3220	25200
POA3221	26004
POA3222	20400
POA3223	20004
POA3224	19500
POA3225	24000
POA3226	24000
POA3227	27012
POA3228	26004
POA3230	26004
POA3231	26004
POA3232	26004
POA3233	20436
POA3234	20796
POA3235	20280
POA3236	18108
POA3237	12000
POA3238	15084
POA3239	12996
POA3240	25428
POA3241	19200
POA3242	18204
POA3243	18000
POA3249	17712
POA3250	15600
POA3251	15600
POA3254	15600
POA3260	13836
POA3264	12792
POA3265	16116
POA3266	14400
POA3267	9600
POA3268	14400
POA3269	18516
POA3270	16800
POA3271	10404
POA3272	11340
POA3273	12996
POA3274	7800
POA3275	18480
POA3276	12996
POA3277	18000
POA3278	16116
POA3279	18204
POA3280	16896
POA3281	19800
POA3282	17424
POA3283	18204
POA3284	20796
POA3285	17160
POA3286	10140
POA3287	14268
POA3289	10008
POA3292	14820
POA3293	5196
POA3294	12996
POA3300	12996
POA3301	15120
POA3302	13104
POA3303	12504
POA3304	11424
POA3305	14040
POA3309	6240
POA3310	8376
POA3311	8400
POA3312	9600
POA3314	12996
POA3315	8400
POA3317	5844
POA3318	10404
POA3319	6036
POA3321	23388
POA3322	11004
POA3323	12000
POA3324	7800
POA3325	10332
POA3328	23400
POA3329	15780
POA3330	10404
POA3331	22200
POA3332	20796
POA3333	18204
POA3334	18708
POA3335	22800
POA3336	25800
POA3337	18456
POA3338	20544
POA3340	20796
POA3341	21324
POA3342	19764
POA3345	20796
POA3350	18204
POA3351	18000
POA3352	19200
POA3355	15048
POA3356	15000
POA3357	20796
POA3358	19200
POA3360	13524
POA3361	10404
POA3363	15600
POA3364	18636
POA3370	13524
POA3371	11568
POA3373	14556
POA3374	14772
POA3375	10656
POA3377	12996
POA3378	9600
POA3379	8124
POA3380	11676
POA3381	15600
POA3384	10404
POA3385	10404
POA3387	9756
POA3388	7800
POA3390	8412
POA3391	6120
POA3392	6504
POA3393	9000
POA3395	6840
POA3396	7800
POA3400	14244
POA3401	16644
POA3407	7908
POA3409	9360
POA3412	6792
POA3413	10800
POA3414	9684
POA3415	7608
POA3418	9600
POA3419	8580
POA3420	5460
POA3423	5196
POA3424	6000
POA3427	21600
POA3428	25200
POA3429	20796
POA3430	28008
POA3431	24000
POA3432	24000
POA3433	27216
POA3434	23400
POA3435	21600
POA3437	26004
POA3438	23400
POA3440	26556
POA3441	31248
POA3442	24000
POA3444	21420
POA3446	15600
POA3447	18408
POA3448	19008
POA3450	16344
POA3451	18204
POA3453	19032
POA3458	19200
POA3460	18360
POA3461	18204
POA3462	16164
POA3463	15600
POA3464	13104
POA3465	12840
POA3467	12672
POA3468	11316
POA3469	10296
POA3472	9696
POA3475	10404
POA3477	10404
POA3478	10404
POA3480	10404
POA3482	5004
POA3483	8448
POA3485	6240
POA3487	4584
POA3488	10404
POA3489	4836
POA3490	8544
POA3491	1308
POA3494	13368
POA3496	12996
POA3498	16116
POA3500	15600
POA3501	20796
POA3505	13548
POA3506	14400
POA3507	6504
POA3509	4836
POA3512	8316
POA3515	18468
POA3516	13596
POA3517	10404
POA3518	9096
POA3520	5100
POA3521	17784
POA3522	16884
POA3523	15600
POA3525	9312
POA3527	7848
POA3529	6000
POA3530	6504
POA3531	5196
POA3533	7800
POA3537	11052
POA3540	8748
POA3542	5196
POA3544	7524
POA3546	5724
POA3549	12600
POA3550	15732
POA3551	19500
POA3555	15600
POA3556	15600
POA3557	16056
POA3558	12996
POA3559	11700
POA3561	13824
POA3562	21204
POA3563	13200
POA3564	18000
POA3565	15600
POA3566	12000
POA3567	10404
POA3568	11712
POA3570	14400
POA3571	14376
POA3572	18108
POA3573	8280
POA3575	9324
POA3576	2604
POA3579	12000
POA3580	13260
POA3581	10548
POA3583	11160
POA3584	12996
POA3585	15600
POA3586	15600
POA3588	10404
POA3589	11700
POA3590	12000
POA3591	13620
POA3594	10404
POA3595	7800
POA3596	14304
POA3597	7800
POA3599	10080
POA3607	15600
POA3608	17244
POA3610	14400
POA3612	12000
POA3614	18204
POA3616	15600
POA3617	17448
POA3618	12996
POA3620	15216
POA3621	14064
POA3622	16896
POA3623	10608
POA3624	12996
POA3629	14148
POA3630	14976
POA3631	19236
POA3633	19236
POA3634	15600
POA3635	13200
POA3636	13776
POA3637	14532
POA3638	13524
POA3639	11700
POA3640	14436
POA3641	12996
POA3644	15600
POA3646	13620
POA3647	
POA3649	11400
POA3658	18204
POA3659	20796
POA3660	15600
POA3662	20568
POA3663	18180
POA3664	18000
POA3665	12000
POA3666	14400
POA3669	15600
POA3670	15600
POA3672	15036
POA3673	18000
POA3675	16896
POA3677	15600
POA3678	19200
POA3682	15600
POA3683	15600
POA3685	15600
POA3687	17676
POA3688	18204
POA3690	16620
POA3691	20556
POA3695	18204
POA3697	16800
POA3698	15600
POA3699	10920
POA3700	14556
POA3701	15600
POA3704	17892
POA3705	12744
POA3707	10764
POA3708	6420
POA3709	12588
POA3711	20796
POA3712	11700
POA3713	14256
POA3714	15888
POA3715	18000
POA3717	18000
POA3718	20796
POA3719	14880
POA3720	15600
POA3722	19200
POA3723	15936
POA3725	17052
POA3726	11436
POA3727	14688
POA3728	12252
POA3730	17316
POA3732	15600
POA3733	12996
POA3735	15600
POA3737	16800
POA3738	17448
POA3739	19200
POA3740	19500
POA3741	18876
POA3744	16800
POA3746	15600
POA3747	18720
POA3749	19368
POA3750	24000
POA3751	42000
POA3752	22800
POA3753	24624
POA3754	23544
POA3755	30600
POA3756	20796
POA3757	23400
POA3758	22800
POA3759	26004
POA3760	26004
POA3761	26004
POA3762	21600
POA3763	20796
POA3764	20280
POA3765	24000
POA3766	23400
POA3767	26004
POA3770	23400
POA3775	24180
POA3777	20796
POA3778	17664
POA3779	15264
POA3781	21060
POA3782	24000
POA3783	22884
POA3785	26004
POA3786	26004
POA3787	24384
POA3788	24000
POA3789	30000
POA3791	24336
POA3792	25020
POA3793	22980
POA3795	26004
POA3796	24000
POA3797	21564
POA3799	16944
POA3802	22176
POA3803	20400
POA3804	27000
POA3805	22044
POA3806	24000
POA3807	24444
POA3808	26760
POA3809	24000
POA3810	20796
POA3812	24948
POA3813	23580
POA3814	22236
POA3815	23652
POA3816	18204
POA3818	19788
POA3820	19500
POA3821	20796
POA3822	18204
POA3823	18204
POA3824	18000
POA3825	12996
POA3831	19320
POA3832	16008
POA3833	12996
POA3835	15600
POA3840	12996
POA3842	11964
POA3844	15888
POA3847	14820
POA3850	15600
POA3851	15600
POA3852	8844
POA3854	18204
POA3856	16800
POA3857	15144
POA3858	13524
POA3859	16728
POA3860	15600
POA3862	15600
POA3864	14616
POA3865	13788
POA3869	17028
POA3870	13200
POA3871	16644
POA3873	15600
POA3874	12000
POA3875	15600
POA3878	17472
POA3880	14400
POA3882	20796
POA3885	15600
POA3886	14400
POA3887	10200
POA3888	12000
POA3889	12996
POA3890	8460
POA3891	13008
POA3892	13776
POA3893	13008
POA3895	9180
POA3896	12348
POA3898	14352
POA3900	13704
POA3902	15840
POA3903	15600
POA3904	15600
POA3909	15600
POA3910	22356
POA3911	21600
POA3912	22752
POA3913	21888
POA3915	20400
POA3916	26004
POA3918	22104
POA3919	19236
POA3920	
POA3921	21600
POA3922	18204
POA3923	19272
POA3925	18204
POA3926	26004
POA3927	26004
POA3928	30600
POA3929	30000
POA3930	31200
POA3931	24000
POA3933	36396
POA3934	26004
POA3936	23400
POA3937	26004
POA3938	24000
POA3939	21600
POA3940	19236
POA3941	21600
POA3942	24000
POA3943	26004
POA3944	33672
POA3945	19608
POA3946	20796
POA3950	16056
POA3951	18204
POA3953	17676
POA3954	18204
POA3956	15600
POA3957	15600
POA3958	13800
POA3959	16896
POA3960	16176
POA3962	12000
POA3964	12996
POA3965	10656
POA3966	14304
POA3967	14400
POA3971	14400
POA3975	24960
POA3976	18996
POA3977	22884
POA3978	26004
POA3979	22764
POA3980	21780
POA3981	22104
POA3984	18660
POA3987	20796
POA3988	20556
POA3990	25608
POA3991	18000
POA3992	18204
POA3995	15600
POA3996	20400
POA4000	22392
POA4005	26148
POA4006	21600
POA4007	26784
POA4008	18000
POA4009	
POA4010	23400
POA4011	27600
POA4012	24492
POA4013	25200
POA4014	25764
POA4017	22884
POA4018	20148
POA4019	20796
POA4020	22800
POA4021	18996
POA4022	20112
POA4025	18204
POA4030	26400
POA4031	26400
POA4032	22632
POA4034	22800
POA4035	26004
POA4036	20796
POA4037	25812
POA4051	26748
POA4053	24756
POA4054	23400
POA4055	25200
POA4059	28596
POA4060	31200
POA4061	27036
POA4064	30336
POA4065	33804
POA4066	25560
POA4067	24000
POA4068	25200
POA4069	30000
POA4070	25200
POA4073	26004
POA4074	24000
POA4075	26004
POA4076	17988
POA4077	18204
POA4078	19968
POA4101	24372
POA4102	24000
POA4103	24000
POA4104	26004
POA4105	24000
POA4106	19620
POA4107	24000
POA4108	20748
POA4109	22884
POA4110	23400
POA4111	23400
POA4112	25200
POA4113	20760
POA4114	15600
POA4115	22104
POA4116	22104
POA4117	21324
POA4118	19500
POA4119	23400
POA4120	22800
POA4121	28212
POA4122	24000
POA4123	24000
POA4124	23400
POA4125	21600
POA4127	20400
POA4128	23400
POA4129	20016
POA4130	25224
POA4131	18204
POA4132	17400
POA4133	19812
POA4151	24564
POA4152	26400
POA4153	26004
POA4154	28596
POA4155	41604
POA4156	27600
POA4157	21840
POA4158	21444
POA4159	24000
POA4160	24444
POA4161	21840
POA4163	24000
POA4164	26004
POA4165	24036
POA4169	24000
POA4170	28596
POA4171	33600
POA4172	26004
POA4173	22356
POA4174	24000
POA4178	24000
POA4179	25476
POA4183	20796
POA4184	10848
POA4205	18000
POA4207	19860
POA4208	24000
POA4209	23400
POA4210	24000
POA4211	22884
POA4212	26004
POA4213	25200
POA4214	23400
POA4215	18720
POA4216	21600
POA4217	23400
POA4218	24696
POA4220	24336
POA4221	25200
POA4223	26004
POA4224	23400
POA4225	22104
POA4226	23400
POA4227	23400
POA4228	30000
POA4270	26004
POA4272	21600
POA4275	24000
POA4280	23400
POA4285	20904
POA4287	15600
POA4300	21180
POA4301	18204
POA4303	13200
POA4304	15600
POA4305	16644
POA4306	21648
POA4307	18204
POA4309	18204
POA4310	17760
POA4311	16644
POA4312	15600
POA4313	15600
POA4314	11796
POA4340	18204
POA4341	18000
POA4342	15600
POA4343	17136
POA4344	18204
POA4346	18876
POA4347	16284
POA4350	18000
POA4352	20796
POA4353	18780
POA4354	15600
POA4355	14400
POA4356	17100
POA4357	12996
POA4358	17736
POA4359	15756
POA4360	15600
POA4361	15600
POA4362	15600
POA4363	15600
POA4364	10296
POA4365	14748
POA4370	15600
POA4371	16404
POA4372	14880
POA4373	12996
POA4374	14064
POA4375	15276
POA4376	14700
POA4377	12480
POA4378	15600
POA4380	15588
POA4381	12996
POA4382	16116
POA4383	10356
POA4384	14028
POA4385	10920
POA4387	11316
POA4388	7800
POA4390	18204
POA4400	18204
POA4401	15600
POA4402	7020
POA4403	12996
POA4404	19236
POA4405	15600
POA4406	11856
POA4407	11124
POA4408	10800
POA4410	11652
POA4411	7200
POA4412	9600
POA4413	16068
POA4415	12996
POA4416	15600
POA4417	9936
POA4418	6576
POA4419	6000
POA4420	10404
POA4421	9360
POA4422	15600
POA4423	22320
POA4424	13200
POA4425	8424
POA4426	12000
POA4427	7800
POA4428	12996
POA4454	5232
POA4455	16896
POA4461	
POA4462	2460
POA4465	11964
POA4467	
POA4468	1800
POA4470	10512
POA4472	10404
POA4474	9000
POA4477	5400
POA4478	9252
POA4479	38256
POA4480	10200
POA4481	
POA4482	11436
POA4486	7800
POA4487	14760
POA4488	4404
POA4489	
POA4490	8484
POA4491	12540
POA4492	8352
POA4493	36000
POA4494	
POA4496	6384
POA4497	9600
POA4498	
POA4500	21396
POA4501	18204
POA4502	20700
POA4503	20796
POA4504	22800
POA4505	21840
POA4506	18720
POA4507	19764
POA4508	18204
POA4509	23976
POA4510	19056
POA4511	20796
POA4512	24000
POA4514	20796
POA4515	18204
POA4516	24000
POA4517	21600
POA4518	21840
POA4519	20796
POA4520	29508
POA4521	26004
POA4550	21324
POA4551	23400
POA4552	20400
POA4553	24000
POA4554	23400
POA4555	23160
POA4556	24000
POA4557	23400
POA4558	20796
POA4559	23400
POA4560	20796
POA4561	23400
POA4562	24696
POA4563	20796
POA4564	21648
POA4565	22104
POA4566	23892
POA4567	26004
POA4568	20772
POA4569	18204
POA4570	15600
POA4571	19200
POA4572	21840
POA4573	24000
POA4574	18204
POA4575	24444
POA4580	14400
POA4581	18720
POA4600	12000
POA4601	12996
POA4605	11436
POA4606	12876
POA4608	13200
POA4610	14400
POA4611	10404
POA4612	15600
POA4613	9336
POA4614	10404
POA4615	12000
POA4620	8400
POA4621	11652
POA4625	12996
POA4626	14400
POA4627	10008
POA4630	10404
POA4650	13800
POA4655	17268
POA4659	15600
POA4660	13524
POA4662	15600
POA4670	15600
POA4671	12000
POA4673	14400
POA4674	12120
POA4676	12504
POA4677	17916
POA4678	18204
POA4680	19656
POA4694	13524
POA4695	17340
POA4697	12000
POA4699	20280
POA4700	15600
POA4701	16800
POA4702	18720
POA4703	20796
POA4704	20400
POA4705	
POA4706	12000
POA4707	9516
POA4709	396
POA4710	18204
POA4711	22620
POA4712	7716
POA4713	
POA4714	10080
POA4715	16644
POA4716	16848
POA4717	12996
POA4718	12996
POA4719	13188
POA4720	19704
POA4721	15600
POA4722	14304
POA4723	18204
POA4724	7800
POA4725	14556
POA4726	3756
POA4727	7284
POA4728	6504
POA4730	14256
POA4731	6252
POA4732	24000
POA4733	
POA4735	10404
POA4736	15120
POA4737	20796
POA4738	18684
POA4739	15600
POA4740	20796
POA4741	20796
POA4742	15600
POA4743	23400
POA4744	15600
POA4745	8064
POA4746	13440
POA4750	20796
POA4751	20796
POA4753	23088
POA4754	20400
POA4756	16980
POA4757	15600
POA4798	15600
POA4799	16800
POA4800	19500
POA4802	20796
POA4804	12000
POA4805	18000
POA4806	13200
POA4807	15600
POA4808	14736
POA4809	14820
POA4810	19200
POA4811	18204
POA4812	16800
POA4814	18180
POA4815	16896
