POA_CODE_2021	MaxSchoolingCompleted	adults
POA0840	Year 8	25
POA0840	Year 9	43
POA0840	Year 10	143
POA0840	Year 11	49
POA0840	Year 12	84
POA0841	Did not go to school	5
POA0841	Year 8	15
POA0841	Year 9	37
POA0841	Year 10	132
POA0841	Year 11	69
POA0841	Year 12	160
POA0845	Year 8	18
POA0845	Year 9	18
POA0845	Year 10	60
POA0845	Year 11	60
POA0845	Year 12	82
POA0846	Year 8	19
POA0846	Year 9	22
POA0846	Year 10	66
POA0846	Year 11	30
POA0846	Year 12	62
POA0847	Did not go to school	8
POA0847	Year 8	21
POA0847	Year 9	29
POA0847	Year 10	62
POA0847	Year 11	24
POA0847	Year 12	65
POA0850	Did not go to school	66
POA0850	Year 8	248
POA0850	Year 9	313
POA0850	Year 10	1148
POA0850	Year 11	690
POA0850	Year 12	2590
POA0852	Did not go to school	208
POA0852	Year 8	648
POA0852	Year 9	756
POA0852	Year 10	1423
POA0852	Year 11	995
POA0852	Year 12	1494
POA0853	Year 8	6
POA0853	Year 9	11
POA0853	Year 10	67
POA0853	Year 11	46
POA0853	Year 12	423
POA0854	Did not go to school	17
POA0854	Year 8	54
POA0854	Year 9	75
POA0854	Year 10	147
POA0854	Year 11	92
POA0854	Year 12	115
POA0860	Did not go to school	56
POA0860	Year 8	237
POA0860	Year 9	212
POA0860	Year 10	501
POA0860	Year 11	262
POA0860	Year 12	817
POA0862	Did not go to school	3
POA0862	Year 8	37
POA0862	Year 9	38
POA0862	Year 10	130
POA0862	Year 11	80
POA0862	Year 12	203
POA0870	Did not go to school	188
POA0870	Year 8	634
POA0870	Year 9	804
POA0870	Year 10	2416
POA0870	Year 11	1832
POA0870	Year 12	8956
POA0872	Did not go to school	496
POA0872	Year 8	1973
POA0872	Year 9	1234
POA0872	Year 10	2499
POA0872	Year 11	1142
POA0872	Year 12	2366
POA0873	Did not go to school	80
POA0873	Year 8	182
POA0873	Year 9	156
POA0873	Year 10	408
POA0873	Year 11	278
POA0873	Year 12	850
POA0874	Did not go to school	3
POA0874	Year 8	13
POA0874	Year 9	7
POA0874	Year 10	39
POA0874	Year 11	29
POA0874	Year 12	335
POA0875	Did not go to school	16
POA0875	Year 8	142
POA0875	Year 9	125
POA0875	Year 10	334
POA0875	Year 11	255
POA0875	Year 12	848
POA0880	Did not go to school	32
POA0880	Year 8	172
POA0880	Year 9	189
POA0880	Year 10	662
POA0880	Year 11	416
POA0880	Year 12	1610
POA0885	Year 8	8
POA0885	Year 9	14
POA0885	Year 10	73
POA0885	Year 11	46
POA0885	Year 12	269
POA0886	Year 8	16
POA0886	Year 9	35
POA0886	Year 10	107
POA0886	Year 11	66
POA0886	Year 12	279
POA2000	Did not go to school	401
POA2000	Year 8	320
POA2000	Year 9	324
POA2000	Year 10	952
POA2000	Year 11	677
POA2000	Year 12	21559
POA2007	Did not go to school	96
POA2007	Year 8	104
POA2007	Year 9	103
POA2007	Year 10	259
POA2007	Year 11	196
POA2007	Year 12	5638
POA2008	Did not go to school	46
POA2008	Year 8	56
POA2008	Year 9	97
POA2008	Year 10	304
POA2008	Year 11	254
POA2008	Year 12	8418
POA2009	Did not go to school	68
POA2009	Year 8	121
POA2009	Year 9	198
POA2009	Year 10	738
POA2009	Year 11	404
POA2009	Year 12	8933
POA2010	Did not go to school	135
POA2010	Year 8	285
POA2010	Year 9	310
POA2010	Year 10	1423
POA2010	Year 11	763
POA2010	Year 12	20016
POA2011	Did not go to school	65
POA2011	Year 8	147
POA2011	Year 9	237
POA2011	Year 10	1092
POA2011	Year 11	619
POA2011	Year 12	13451
POA2015	Did not go to school	40
POA2015	Year 8	87
POA2015	Year 9	127
POA2015	Year 10	634
POA2015	Year 11	326
POA2015	Year 12	8360
POA2016	Did not go to school	137
POA2016	Year 8	266
POA2016	Year 9	253
POA2016	Year 10	831
POA2016	Year 11	403
POA2016	Year 12	8980
POA2017	Did not go to school	180
POA2017	Year 8	368
POA2017	Year 9	390
POA2017	Year 10	1431
POA2017	Year 11	1019
POA2017	Year 12	21179
POA2018	Did not go to school	320
POA2018	Year 8	754
POA2018	Year 9	421
POA2018	Year 10	1589
POA2018	Year 11	688
POA2018	Year 12	12397
POA2019	Did not go to school	67
POA2019	Year 8	311
POA2019	Year 9	393
POA2019	Year 10	1637
POA2019	Year 11	540
POA2019	Year 12	7232
POA2020	Did not go to school	221
POA2020	Year 8	436
POA2020	Year 9	364
POA2020	Year 10	1494
POA2020	Year 11	850
POA2020	Year 12	14472
POA2021	Did not go to school	34
POA2021	Year 8	128
POA2021	Year 9	193
POA2021	Year 10	704
POA2021	Year 11	411
POA2021	Year 12	10809
POA2022	Did not go to school	29
POA2022	Year 8	159
POA2022	Year 9	207
POA2022	Year 10	790
POA2022	Year 11	451
POA2022	Year 12	9045
POA2023	Did not go to school	14
POA2023	Year 8	69
POA2023	Year 9	178
POA2023	Year 10	522
POA2023	Year 11	340
POA2023	Year 12	7228
POA2024	Did not go to school	20
POA2024	Year 8	141
POA2024	Year 9	233
POA2024	Year 10	724
POA2024	Year 11	371
POA2024	Year 12	7050
POA2025	Did not go to school	6
POA2025	Year 8	61
POA2025	Year 9	110
POA2025	Year 10	403
POA2025	Year 11	189
POA2025	Year 12	4936
POA2026	Did not go to school	89
POA2026	Year 8	292
POA2026	Year 9	464
POA2026	Year 10	1707
POA2026	Year 11	912
POA2026	Year 12	22666
POA2027	Did not go to school	13
POA2027	Year 8	42
POA2027	Year 9	129
POA2027	Year 10	398
POA2027	Year 11	253
POA2027	Year 12	5630
POA2028	Did not go to school	12
POA2028	Year 8	40
POA2028	Year 9	57
POA2028	Year 10	264
POA2028	Year 11	111
POA2028	Year 12	3439
POA2029	Did not go to school	19
POA2029	Year 8	102
POA2029	Year 9	202
POA2029	Year 10	560
POA2029	Year 11	297
POA2029	Year 12	6544
POA2030	Did not go to school	21
POA2030	Year 8	162
POA2030	Year 9	290
POA2030	Year 10	826
POA2030	Year 11	449
POA2030	Year 12	9311
POA2031	Did not go to school	94
POA2031	Year 8	398
POA2031	Year 9	628
POA2031	Year 10	2198
POA2031	Year 11	980
POA2031	Year 12	22478
POA2032	Did not go to school	150
POA2032	Year 8	476
POA2032	Year 9	352
POA2032	Year 10	1148
POA2032	Year 11	446
POA2032	Year 12	9275
POA2033	Did not go to school	70
POA2033	Year 8	184
POA2033	Year 9	188
POA2033	Year 10	699
POA2033	Year 11	361
POA2033	Year 12	8263
POA2034	Did not go to school	77
POA2034	Year 8	228
POA2034	Year 9	389
POA2034	Year 10	1458
POA2034	Year 11	668
POA2034	Year 12	13312
POA2035	Did not go to school	294
POA2035	Year 8	980
POA2035	Year 9	1038
POA2035	Year 10	3351
POA2035	Year 11	1244
POA2035	Year 12	20379
POA2036	Did not go to school	244
POA2036	Year 8	888
POA2036	Year 9	1093
POA2036	Year 10	4255
POA2036	Year 11	1318
POA2036	Year 12	17364
POA2037	Did not go to school	108
POA2037	Year 8	282
POA2037	Year 9	341
POA2037	Year 10	1110
POA2037	Year 11	533
POA2037	Year 12	11496
POA2038	Did not go to school	27
POA2038	Year 8	102
POA2038	Year 9	163
POA2038	Year 10	623
POA2038	Year 11	272
POA2038	Year 12	6273
POA2039	Did not go to school	18
POA2039	Year 8	83
POA2039	Year 9	167
POA2039	Year 10	635
POA2039	Year 11	283
POA2039	Year 12	5648
POA2040	Did not go to school	127
POA2040	Year 8	527
POA2040	Year 9	523
POA2040	Year 10	1849
POA2040	Year 11	718
POA2040	Year 12	13697
POA2041	Did not go to school	33
POA2041	Year 8	195
POA2041	Year 9	298
POA2041	Year 10	1116
POA2041	Year 11	491
POA2041	Year 12	10234
POA2042	Did not go to school	92
POA2042	Year 8	262
POA2042	Year 9	265
POA2042	Year 10	1195
POA2042	Year 11	544
POA2042	Year 12	13558
POA2043	Did not go to school	28
POA2043	Year 8	85
POA2043	Year 9	100
POA2043	Year 10	473
POA2043	Year 11	272
POA2043	Year 12	7306
POA2044	Did not go to school	124
POA2044	Year 8	247
POA2044	Year 9	154
POA2044	Year 10	710
POA2044	Year 11	290
POA2044	Year 12	5195
POA2045	Did not go to school	70
POA2045	Year 8	412
POA2045	Year 9	199
POA2045	Year 10	743
POA2045	Year 11	242
POA2045	Year 12	3565
POA2046	Did not go to school	260
POA2046	Year 8	1043
POA2046	Year 9	836
POA2046	Year 10	3213
POA2046	Year 11	879
POA2046	Year 12	15189
POA2047	Did not go to school	51
POA2047	Year 8	228
POA2047	Year 9	281
POA2047	Year 10	1208
POA2047	Year 11	405
POA2047	Year 12	7420
POA2048	Did not go to school	67
POA2048	Year 8	191
POA2048	Year 9	128
POA2048	Year 10	538
POA2048	Year 11	253
POA2048	Year 12	5138
POA2049	Did not go to school	97
POA2049	Year 8	292
POA2049	Year 9	254
POA2049	Year 10	861
POA2049	Year 11	382
POA2049	Year 12	8020
POA2050	Did not go to school	26
POA2050	Year 8	54
POA2050	Year 9	110
POA2050	Year 10	422
POA2050	Year 11	202
POA2050	Year 12	7302
POA2060	Did not go to school	44
POA2060	Year 8	91
POA2060	Year 9	195
POA2060	Year 10	780
POA2060	Year 11	441
POA2060	Year 12	11195
POA2061	Did not go to school	18
POA2061	Year 8	47
POA2061	Year 9	91
POA2061	Year 10	370
POA2061	Year 11	156
POA2061	Year 12	4573
POA2062	Did not go to school	13
POA2062	Year 8	52
POA2062	Year 9	114
POA2062	Year 10	440
POA2062	Year 11	232
POA2062	Year 12	4726
POA2063	Did not go to school	13
POA2063	Year 8	92
POA2063	Year 9	156
POA2063	Year 10	428
POA2063	Year 11	210
POA2063	Year 12	4063
POA2064	Did not go to school	56
POA2064	Year 8	111
POA2064	Year 9	182
POA2064	Year 10	445
POA2064	Year 11	262
POA2064	Year 12	6191
POA2065	Did not go to school	84
POA2065	Year 8	246
POA2065	Year 9	381
POA2065	Year 10	1600
POA2065	Year 11	812
POA2065	Year 12	22898
POA2066	Did not go to school	112
POA2066	Year 8	328
POA2066	Year 9	583
POA2066	Year 10	2124
POA2066	Year 11	1042
POA2066	Year 12	22147
POA2067	Did not go to school	265
POA2067	Year 8	433
POA2067	Year 9	539
POA2067	Year 10	1393
POA2067	Year 11	715
POA2067	Year 12	18099
POA2068	Did not go to school	84
POA2068	Year 8	326
POA2068	Year 9	445
POA2068	Year 10	1216
POA2068	Year 11	583
POA2068	Year 12	10656
POA2069	Did not go to school	54
POA2069	Year 8	176
POA2069	Year 9	328
POA2069	Year 10	793
POA2069	Year 11	479
POA2069	Year 12	9450
POA2070	Did not go to school	53
POA2070	Year 8	156
POA2070	Year 9	339
POA2070	Year 10	799
POA2070	Year 11	469
POA2070	Year 12	9538
POA2071	Did not go to school	63
POA2071	Year 8	147
POA2071	Year 9	291
POA2071	Year 10	724
POA2071	Year 11	431
POA2071	Year 12	9001
POA2072	Did not go to school	62
POA2072	Year 8	87
POA2072	Year 9	155
POA2072	Year 10	383
POA2072	Year 11	265
POA2072	Year 12	6102
POA2073	Did not go to school	56
POA2073	Year 8	173
POA2073	Year 9	395
POA2073	Year 10	995
POA2073	Year 11	558
POA2073	Year 12	11149
POA2074	Did not go to school	61
POA2074	Year 8	255
POA2074	Year 9	579
POA2074	Year 10	1791
POA2074	Year 11	822
POA2074	Year 12	14942
POA2075	Did not go to school	55
POA2075	Year 8	250
POA2075	Year 9	504
POA2075	Year 10	1532
POA2075	Year 11	756
POA2075	Year 12	13595
POA2076	Did not go to school	98
POA2076	Year 8	272
POA2076	Year 9	682
POA2076	Year 10	2052
POA2076	Year 11	935
POA2076	Year 12	15699
POA2077	Did not go to school	300
POA2077	Year 8	601
POA2077	Year 9	1036
POA2077	Year 10	3563
POA2077	Year 11	1393
POA2077	Year 12	26235
POA2079	Did not go to school	29
POA2079	Year 8	109
POA2079	Year 9	221
POA2079	Year 10	998
POA2079	Year 11	330
POA2079	Year 12	4438
POA2080	Did not go to school	4
POA2080	Year 8	24
POA2080	Year 9	58
POA2080	Year 10	278
POA2080	Year 11	77
POA2080	Year 12	911
POA2081	Did not go to school	4
POA2081	Year 8	81
POA2081	Year 9	193
POA2081	Year 10	813
POA2081	Year 11	257
POA2081	Year 12	2848
POA2082	Did not go to school	10
POA2082	Year 8	78
POA2082	Year 9	200
POA2082	Year 10	898
POA2082	Year 11	236
POA2082	Year 12	2785
POA2083	Did not go to school	5
POA2083	Year 8	28
POA2083	Year 9	64
POA2083	Year 10	313
POA2083	Year 11	86
POA2083	Year 12	865
POA2084	Did not go to school	21
POA2084	Year 8	67
POA2084	Year 9	135
POA2084	Year 10	608
POA2084	Year 11	186
POA2084	Year 12	1975
POA2085	Did not go to school	29
POA2085	Year 8	245
POA2085	Year 9	420
POA2085	Year 10	1643
POA2085	Year 11	514
POA2085	Year 12	6181
POA2086	Did not go to school	51
POA2086	Year 8	202
POA2086	Year 9	423
POA2086	Year 10	1694
POA2086	Year 11	605
POA2086	Year 12	7811
POA2087	Did not go to school	51
POA2087	Year 8	223
POA2087	Year 9	441
POA2087	Year 10	1382
POA2087	Year 11	532
POA2087	Year 12	7347
POA2088	Did not go to school	51
POA2088	Year 8	211
POA2088	Year 9	525
POA2088	Year 10	1819
POA2088	Year 11	996
POA2088	Year 12	19123
POA2089	Did not go to school	18
POA2089	Year 8	68
POA2089	Year 9	135
POA2089	Year 10	659
POA2089	Year 11	309
POA2089	Year 12	8327
POA2090	Did not go to school	22
POA2090	Year 8	81
POA2090	Year 9	200
POA2090	Year 10	804
POA2090	Year 11	389
POA2090	Year 12	9612
POA2092	Did not go to school	7
POA2092	Year 8	95
POA2092	Year 9	200
POA2092	Year 10	573
POA2092	Year 11	303
POA2092	Year 12	4299
POA2093	Did not go to school	47
POA2093	Year 8	263
POA2093	Year 9	535
POA2093	Year 10	2075
POA2093	Year 11	867
POA2093	Year 12	14166
POA2094	Did not go to school	3
POA2094	Year 8	35
POA2094	Year 9	129
POA2094	Year 10	487
POA2094	Year 11	205
POA2094	Year 12	4052
POA2095	Did not go to school	22
POA2095	Year 8	129
POA2095	Year 9	273
POA2095	Year 10	1063
POA2095	Year 11	528
POA2095	Year 12	11360
POA2096	Did not go to school	23
POA2096	Year 8	149
POA2096	Year 9	336
POA2096	Year 10	1380
POA2096	Year 11	567
POA2096	Year 12	9440
POA2097	Did not go to school	55
POA2097	Year 8	278
POA2097	Year 9	533
POA2097	Year 10	2300
POA2097	Year 11	785
POA2097	Year 12	8567
POA2099	Did not go to school	379
POA2099	Year 8	874
POA2099	Year 9	1361
POA2099	Year 10	5530
POA2099	Year 11	1785
POA2099	Year 12	23886
POA2100	Did not go to school	118
POA2100	Year 8	448
POA2100	Year 9	661
POA2100	Year 10	2784
POA2100	Year 11	930
POA2100	Year 12	11818
POA2101	Did not go to school	35
POA2101	Year 8	326
POA2101	Year 9	799
POA2101	Year 10	3239
POA2101	Year 11	953
POA2101	Year 12	10199
POA2102	Did not go to school	14
POA2102	Year 8	108
POA2102	Year 9	249
POA2102	Year 10	1133
POA2102	Year 11	376
POA2102	Year 12	4167
POA2103	Did not go to school	35
POA2103	Year 8	174
POA2103	Year 9	369
POA2103	Year 10	1670
POA2103	Year 11	555
POA2103	Year 12	5757
POA2104	Did not go to school	12
POA2104	Year 8	61
POA2104	Year 9	148
POA2104	Year 10	621
POA2104	Year 11	190
POA2104	Year 12	2084
POA2105	Did not go to school	3
POA2105	Year 8	21
POA2105	Year 9	41
POA2105	Year 10	261
POA2105	Year 11	94
POA2105	Year 12	1221
POA2106	Did not go to school	9
POA2106	Year 8	87
POA2106	Year 9	234
POA2106	Year 10	1317
POA2106	Year 11	476
POA2106	Year 12	5680
POA2107	Did not go to school	13
POA2107	Year 8	122
POA2107	Year 9	412
POA2107	Year 10	1903
POA2107	Year 11	731
POA2107	Year 12	8869
POA2108	Year 8	22
POA2108	Year 9	33
POA2108	Year 10	225
POA2108	Year 11	75
POA2108	Year 12	1126
POA2110	Did not go to school	20
POA2110	Year 8	164
POA2110	Year 9	269
POA2110	Year 10	881
POA2110	Year 11	335
POA2110	Year 12	5722
POA2111	Did not go to school	79
POA2111	Year 8	381
POA2111	Year 9	410
POA2111	Year 10	1484
POA2111	Year 11	569
POA2111	Year 12	9359
POA2112	Did not go to school	353
POA2112	Year 8	925
POA2112	Year 9	913
POA2112	Year 10	3587
POA2112	Year 11	1156
POA2112	Year 12	22989
POA2113	Did not go to school	205
POA2113	Year 8	393
POA2113	Year 9	577
POA2113	Year 10	2016
POA2113	Year 11	714
POA2113	Year 12	18299
POA2114	Did not go to school	242
POA2114	Year 8	485
POA2114	Year 9	586
POA2114	Year 10	1956
POA2114	Year 11	706
POA2114	Year 12	16440
POA2115	Did not go to school	137
POA2115	Year 8	365
POA2115	Year 9	417
POA2115	Year 10	1361
POA2115	Year 11	465
POA2115	Year 12	6821
POA2116	Did not go to school	88
POA2116	Year 8	161
POA2116	Year 9	217
POA2116	Year 10	777
POA2116	Year 11	288
POA2116	Year 12	3997
POA2117	Did not go to school	211
POA2117	Year 8	543
POA2117	Year 9	714
POA2117	Year 10	2317
POA2117	Year 11	801
POA2117	Year 12	12456
POA2118	Did not go to school	242
POA2118	Year 8	460
POA2118	Year 9	771
POA2118	Year 10	2218
POA2118	Year 11	912
POA2118	Year 12	16696
POA2119	Did not go to school	34
POA2119	Year 8	114
POA2119	Year 9	334
POA2119	Year 10	996
POA2119	Year 11	460
POA2119	Year 12	7779
POA2120	Did not go to school	136
POA2120	Year 8	284
POA2120	Year 9	541
POA2120	Year 10	1981
POA2120	Year 11	739
POA2120	Year 12	12841
POA2121	Did not go to school	245
POA2121	Year 8	396
POA2121	Year 9	733
POA2121	Year 10	1943
POA2121	Year 11	892
POA2121	Year 12	22587
POA2122	Did not go to school	332
POA2122	Year 8	726
POA2122	Year 9	681
POA2122	Year 10	2224
POA2122	Year 11	871
POA2122	Year 12	20230
POA2125	Did not go to school	80
POA2125	Year 8	236
POA2125	Year 9	417
POA2125	Year 10	1527
POA2125	Year 11	550
POA2125	Year 12	10436
POA2126	Did not go to school	84
POA2126	Year 8	242
POA2126	Year 9	531
POA2126	Year 10	1634
POA2126	Year 11	661
POA2126	Year 12	11930
POA2127	Did not go to school	182
POA2127	Year 8	176
POA2127	Year 9	273
POA2127	Year 10	1161
POA2127	Year 11	592
POA2127	Year 12	16253
POA2128	Did not go to school	56
POA2128	Year 8	53
POA2128	Year 9	41
POA2128	Year 10	187
POA2128	Year 11	74
POA2128	Year 12	1274
POA2130	Did not go to school	88
POA2130	Year 8	130
POA2130	Year 9	137
POA2130	Year 10	474
POA2130	Year 11	197
POA2130	Year 12	4947
POA2131	Did not go to school	309
POA2131	Year 8	783
POA2131	Year 9	487
POA2131	Year 10	1728
POA2131	Year 11	659
POA2131	Year 12	15147
POA2132	Did not go to school	204
POA2132	Year 8	456
POA2132	Year 9	287
POA2132	Year 10	1004
POA2132	Year 11	339
POA2132	Year 12	6295
POA2133	Did not go to school	196
POA2133	Year 8	505
POA2133	Year 9	352
POA2133	Year 10	1338
POA2133	Year 11	429
POA2133	Year 12	5792
POA2134	Did not go to school	417
POA2134	Year 8	595
POA2134	Year 9	429
POA2134	Year 10	906
POA2134	Year 11	471
POA2134	Year 12	12452
POA2135	Did not go to school	320
POA2135	Year 8	542
POA2135	Year 9	461
POA2135	Year 10	1542
POA2135	Year 11	673
POA2135	Year 12	18078
POA2136	Did not go to school	91
POA2136	Year 8	292
POA2136	Year 9	196
POA2136	Year 10	733
POA2136	Year 11	277
POA2136	Year 12	4499
POA2137	Did not go to school	252
POA2137	Year 8	829
POA2137	Year 9	804
POA2137	Year 10	3180
POA2137	Year 11	1016
POA2137	Year 12	16203
POA2138	Did not go to school	174
POA2138	Year 8	324
POA2138	Year 9	322
POA2138	Year 10	1176
POA2138	Year 11	525
POA2138	Year 12	13389
POA2140	Did not go to school	227
POA2140	Year 8	287
POA2140	Year 9	302
POA2140	Year 10	866
POA2140	Year 11	506
POA2140	Year 12	14230
POA2141	Did not go to school	938
POA2141	Year 8	1370
POA2141	Year 9	947
POA2141	Year 10	2427
POA2141	Year 11	1011
POA2141	Year 12	19291
POA2142	Did not go to school	840
POA2142	Year 8	1034
POA2142	Year 9	781
POA2142	Year 10	2421
POA2142	Year 11	890
POA2142	Year 12	14683
POA2143	Did not go to school	338
POA2143	Year 8	446
POA2143	Year 9	386
POA2143	Year 10	1060
POA2143	Year 11	381
POA2143	Year 12	4794
POA2144	Did not go to school	1923
POA2144	Year 8	2271
POA2144	Year 9	1254
POA2144	Year 10	2859
POA2144	Year 11	1132
POA2144	Year 12	19878
POA2145	Did not go to school	1053
POA2145	Year 8	2635
POA2145	Year 9	2683
POA2145	Year 10	9574
POA2145	Year 11	2736
POA2145	Year 12	45490
POA2146	Did not go to school	191
POA2146	Year 8	536
POA2146	Year 9	627
POA2146	Year 10	2500
POA2146	Year 11	731
POA2146	Year 12	10040
POA2147	Did not go to school	318
POA2147	Year 8	1237
POA2147	Year 9	1633
POA2147	Year 10	5968
POA2147	Year 11	1647
POA2147	Year 12	17533
POA2148	Did not go to school	907
POA2148	Year 8	2452
POA2148	Year 9	2578
POA2148	Year 10	9039
POA2148	Year 11	2629
POA2148	Year 12	32906
POA2150	Did not go to school	326
POA2150	Year 8	562
POA2150	Year 9	469
POA2150	Year 10	1674
POA2150	Year 11	704
POA2150	Year 12	23669
POA2151	Did not go to school	175
POA2151	Year 8	468
POA2151	Year 9	597
POA2151	Year 10	2197
POA2151	Year 11	801
POA2151	Year 12	12110
POA2152	Did not go to school	52
POA2152	Year 8	223
POA2152	Year 9	420
POA2152	Year 10	1521
POA2152	Year 11	429
POA2152	Year 12	6003
POA2153	Did not go to school	289
POA2153	Year 8	1088
POA2153	Year 9	1891
POA2153	Year 10	7444
POA2153	Year 11	2263
POA2153	Year 12	35167
POA2154	Did not go to school	200
POA2154	Year 8	618
POA2154	Year 9	1201
POA2154	Year 10	4318
POA2154	Year 11	1448
POA2154	Year 12	24094
POA2155	Did not go to school	308
POA2155	Year 8	996
POA2155	Year 9	1960
POA2155	Year 10	7734
POA2155	Year 11	2833
POA2155	Year 12	42243
POA2156	Did not go to school	30
POA2156	Year 8	263
POA2156	Year 9	580
POA2156	Year 10	2454
POA2156	Year 11	596
POA2156	Year 12	6845
POA2157	Did not go to school	32
POA2157	Year 8	112
POA2157	Year 9	143
POA2157	Year 10	767
POA2157	Year 11	231
POA2157	Year 12	1860
POA2158	Did not go to school	69
POA2158	Year 8	168
POA2158	Year 9	352
POA2158	Year 10	1359
POA2158	Year 11	397
POA2158	Year 12	4697
POA2159	Did not go to school	23
POA2159	Year 8	108
POA2159	Year 9	241
POA2159	Year 10	939
POA2159	Year 11	260
POA2159	Year 12	2501
POA2160	Did not go to school	1417
POA2160	Year 8	1901
POA2160	Year 9	1303
POA2160	Year 10	4423
POA2160	Year 11	1415
POA2160	Year 12	17673
POA2161	Did not go to school	1367
POA2161	Year 8	1799
POA2161	Year 9	1309
POA2161	Year 10	4298
POA2161	Year 11	1477
POA2161	Year 12	13499
POA2162	Did not go to school	642
POA2162	Year 8	1092
POA2162	Year 9	855
POA2162	Year 10	2536
POA2162	Year 11	844
POA2162	Year 12	8321
POA2163	Did not go to school	421
POA2163	Year 8	660
POA2163	Year 9	492
POA2163	Year 10	1188
POA2163	Year 11	441
POA2163	Year 12	3886
POA2164	Did not go to school	1162
POA2164	Year 8	1709
POA2164	Year 9	1172
POA2164	Year 10	2932
POA2164	Year 11	896
POA2164	Year 12	8115
POA2165	Did not go to school	3533
POA2165	Year 8	3965
POA2165	Year 9	2454
POA2165	Year 10	4597
POA2165	Year 11	2012
POA2165	Year 12	17127
POA2166	Did not go to school	4153
POA2166	Year 8	4181
POA2166	Year 9	2505
POA2166	Year 10	5568
POA2166	Year 11	2373
POA2166	Year 12	22790
POA2167	Did not go to school	59
POA2167	Year 8	242
POA2167	Year 9	383
POA2167	Year 10	1232
POA2167	Year 11	385
POA2167	Year 12	5367
POA2168	Did not go to school	1754
POA2168	Year 8	2589
POA2168	Year 9	2253
POA2168	Year 10	6259
POA2168	Year 11	2246
POA2168	Year 12	17392
POA2170	Did not go to school	2936
POA2170	Year 8	5225
POA2170	Year 9	4486
POA2170	Year 10	14455
POA2170	Year 11	4952
POA2170	Year 12	50895
POA2171	Did not go to school	881
POA2171	Year 8	1292
POA2171	Year 9	1247
POA2171	Year 10	4649
POA2171	Year 11	1771
POA2171	Year 12	18541
POA2172	Did not go to school	21
POA2172	Year 8	41
POA2172	Year 9	92
POA2172	Year 10	440
POA2172	Year 11	119
POA2172	Year 12	1549
POA2173	Did not go to school	64
POA2173	Year 8	239
POA2173	Year 9	383
POA2173	Year 10	1927
POA2173	Year 11	684
POA2173	Year 12	7503
POA2174	Did not go to school	145
POA2174	Year 8	188
POA2174	Year 9	217
POA2174	Year 10	840
POA2174	Year 11	399
POA2174	Year 12	6513
POA2175	Did not go to school	39
POA2175	Year 8	167
POA2175	Year 9	105
POA2175	Year 10	380
POA2175	Year 11	67
POA2175	Year 12	612
POA2176	Did not go to school	2743
POA2176	Year 8	3981
POA2176	Year 9	2385
POA2176	Year 10	6677
POA2176	Year 11	2112
POA2176	Year 12	21467
POA2177	Did not go to school	1084
POA2177	Year 8	1161
POA2177	Year 9	714
POA2177	Year 10	2031
POA2177	Year 11	798
POA2177	Year 12	7451
POA2178	Did not go to school	79
POA2178	Year 8	265
POA2178	Year 9	267
POA2178	Year 10	949
POA2178	Year 11	188
POA2178	Year 12	1499
POA2179	Did not go to school	249
POA2179	Year 8	518
