POA_CODE_2021	MaxSchoolingCompleted	adults
POA2787	Did not go to school	22
POA2787	Year 8	192
POA2787	Year 9	314
POA2787	Year 10	1252
POA2787	Year 11	227
POA2787	Year 12	1307
POA2790	Did not go to school	32
POA2790	Year 8	634
POA2790	Year 9	1249
POA2790	Year 10	4246
POA2790	Year 11	926
POA2790	Year 12	4546
POA2791	Year 8	13
POA2791	Year 9	16
POA2791	Year 10	87
POA2791	Year 11	16
POA2791	Year 12	101
POA2792	Year 8	15
POA2792	Year 9	31
POA2792	Year 10	98
POA2792	Year 11	20
POA2792	Year 12	147
POA2793	Did not go to school	8
POA2793	Year 8	64
POA2793	Year 9	116
POA2793	Year 10	306
POA2793	Year 11	54
POA2793	Year 12	256
POA2794	Did not go to school	24
POA2794	Year 8	539
POA2794	Year 9	847
POA2794	Year 10	3048
POA2794	Year 11	573
POA2794	Year 12	2846
POA2795	Did not go to school	127
POA2795	Year 8	1409
POA2795	Year 9	2622
POA2795	Year 10	9810
POA2795	Year 11	2612
POA2795	Year 12	16829
POA2797	Year 8	24
POA2797	Year 9	32
POA2797	Year 10	111
POA2797	Year 11	18
POA2797	Year 12	106
POA2798	Did not go to school	8
POA2798	Year 8	61
POA2798	Year 9	103
POA2798	Year 10	405
POA2798	Year 11	107
POA2798	Year 12	886
POA2799	Did not go to school	14
POA2799	Year 8	184
POA2799	Year 9	313
POA2799	Year 10	1181
POA2799	Year 11	252
POA2799	Year 12	1178
POA2800	Did not go to school	184
POA2800	Year 8	1668
POA2800	Year 9	2785
POA2800	Year 10	10345
POA2800	Year 11	2623
POA2800	Year 12	17797
POA2803	Did not go to school	3
POA2803	Year 8	6
POA2803	Year 9	27
POA2803	Year 10	88
POA2803	Year 11	19
POA2803	Year 12	83
POA2804	Did not go to school	11
POA2804	Year 8	155
POA2804	Year 9	216
POA2804	Year 10	722
POA2804	Year 11	143
POA2804	Year 12	802
POA2805	Year 8	15
POA2805	Year 9	43
POA2805	Year 10	125
POA2805	Year 11	26
POA2805	Year 12	97
POA2806	Did not go to school	3
POA2806	Year 8	43
POA2806	Year 9	66
POA2806	Year 10	241
POA2806	Year 11	53
POA2806	Year 12	214
POA2807	Did not go to school	4
POA2807	Year 8	42
POA2807	Year 9	50
POA2807	Year 10	128
POA2807	Year 11	17
POA2807	Year 12	102
POA2808	Year 8	9
POA2808	Year 9	21
POA2808	Year 10	66
POA2808	Year 11	7
POA2808	Year 12	60
POA2809	Year 8	3
POA2809	Year 9	10
POA2809	Year 10	52
POA2809	Year 11	17
POA2809	Year 12	61
POA2810	Did not go to school	11
POA2810	Year 8	155
POA2810	Year 9	309
POA2810	Year 10	890
POA2810	Year 11	187
POA2810	Year 12	883
POA2817	Year 8	13
POA2817	Year 9	25
POA2817	Year 10	86
POA2817	Year 11	17
POA2817	Year 12	111
POA2818	Year 8	36
POA2818	Year 9	50
POA2818	Year 10	219
POA2818	Year 11	43
POA2818	Year 12	258
POA2820	Did not go to school	12
POA2820	Year 8	363
POA2820	Year 9	532
POA2820	Year 10	1556
POA2820	Year 11	357
POA2820	Year 12	1773
POA2821	Did not go to school	24
POA2821	Year 8	200
POA2821	Year 9	331
POA2821	Year 10	1135
POA2821	Year 11	259
POA2821	Year 12	1260
POA2822	Year 8	23
POA2822	Year 9	35
POA2822	Year 10	111
POA2822	Year 11	18
POA2822	Year 12	106
POA2823	Did not go to school	3
POA2823	Year 8	64
POA2823	Year 9	88
POA2823	Year 10	287
POA2823	Year 11	65
POA2823	Year 12	420
POA2824	Did not go to school	11
POA2824	Year 8	92
POA2824	Year 9	164
POA2824	Year 10	450
POA2824	Year 11	90
POA2824	Year 12	630
POA2825	Did not go to school	8
POA2825	Year 8	95
POA2825	Year 9	156
POA2825	Year 10	569
POA2825	Year 11	132
POA2825	Year 12	635
POA2826	Year 8	3
POA2826	Year 9	20
POA2826	Year 10	41
POA2826	Year 11	16
POA2826	Year 12	72
POA2827	Did not go to school	11
POA2827	Year 8	203
POA2827	Year 9	350
POA2827	Year 10	929
POA2827	Year 11	216
POA2827	Year 12	874
POA2828	Did not go to school	5
POA2828	Year 8	31
POA2828	Year 9	45
POA2828	Year 10	202
POA2828	Year 11	36
POA2828	Year 12	209
POA2829	Did not go to school	21
POA2829	Year 8	173
POA2829	Year 9	224
POA2829	Year 10	605
POA2829	Year 11	190
POA2829	Year 12	747
POA2830	Did not go to school	131
POA2830	Year 8	1527
POA2830	Year 9	2387
POA2830	Year 10	9852
POA2830	Year 11	2466
POA2830	Year 12	15632
POA2831	Did not go to school	6
POA2831	Year 8	72
POA2831	Year 9	125
POA2831	Year 10	426
POA2831	Year 11	109
POA2831	Year 12	476
POA2832	Did not go to school	10
POA2832	Year 8	71
POA2832	Year 9	110
POA2832	Year 10	317
POA2832	Year 11	88
POA2832	Year 12	506
POA2833	Did not go to school	10
POA2833	Year 8	31
POA2833	Year 9	60
POA2833	Year 10	128
POA2833	Year 11	28
POA2833	Year 12	133
POA2834	Did not go to school	13
POA2834	Year 8	142
POA2834	Year 9	171
POA2834	Year 10	426
POA2834	Year 11	115
POA2834	Year 12	467
POA2835	Did not go to school	9
POA2835	Year 8	176
POA2835	Year 9	214
POA2835	Year 10	879
POA2835	Year 11	265
POA2835	Year 12	943
POA2836	Did not go to school	8
POA2836	Year 8	78
POA2836	Year 9	99
POA2836	Year 10	163
POA2836	Year 11	56
POA2836	Year 12	164
POA2838	Did not go to school	7
POA2838	Year 8	21
POA2838	Year 9	25
POA2838	Year 10	34
POA2838	Year 11	13
POA2838	Year 12	43
POA2839	Did not go to school	4
POA2839	Year 8	60
POA2839	Year 9	94
POA2839	Year 10	231
POA2839	Year 11	72
POA2839	Year 12	231
POA2840	Did not go to school	15
POA2840	Year 8	131
POA2840	Year 9	154
POA2840	Year 10	404
POA2840	Year 11	123
POA2840	Year 12	653
POA2842	Did not go to school	3
POA2842	Year 8	55
POA2842	Year 9	64
POA2842	Year 10	185
POA2842	Year 11	35
POA2842	Year 12	179
POA2843	Did not go to school	4
POA2843	Year 8	50
POA2843	Year 9	98
POA2843	Year 10	312
POA2843	Year 11	61
POA2843	Year 12	327
POA2844	Did not go to school	4
POA2844	Year 8	83
POA2844	Year 9	120
POA2844	Year 10	325
POA2844	Year 11	77
POA2844	Year 12	367
POA2845	Did not go to school	6
POA2845	Year 8	81
POA2845	Year 9	178
POA2845	Year 10	604
POA2845	Year 11	148
POA2845	Year 12	486
POA2846	Year 8	17
POA2846	Year 9	22
POA2846	Year 10	79
POA2846	Year 11	14
POA2846	Year 12	69
POA2847	Did not go to school	3
POA2847	Year 8	125
POA2847	Year 9	212
POA2847	Year 10	750
POA2847	Year 11	163
POA2847	Year 12	576
POA2848	Did not go to school	8
POA2848	Year 8	122
POA2848	Year 9	166
POA2848	Year 10	440
POA2848	Year 11	88
POA2848	Year 12	333
POA2849	Year 8	75
POA2849	Year 9	132
POA2849	Year 10	396
POA2849	Year 11	103
POA2849	Year 12	511
POA2850	Did not go to school	48
POA2850	Year 8	663
POA2850	Year 9	1200
POA2850	Year 10	4816
POA2850	Year 11	1088
POA2850	Year 12	6199
POA2852	Did not go to school	3
POA2852	Year 8	164
POA2852	Year 9	280
POA2852	Year 10	1054
POA2852	Year 11	213
POA2852	Year 12	937
POA2864	Year 8	36
POA2864	Year 9	64
POA2864	Year 10	207
POA2864	Year 11	59
POA2864	Year 12	235
POA2865	Did not go to school	4
POA2865	Year 8	46
POA2865	Year 9	72
POA2865	Year 10	281
POA2865	Year 11	43
POA2865	Year 12	237
POA2866	Did not go to school	8
POA2866	Year 8	123
POA2866	Year 9	217
POA2866	Year 10	726
POA2866	Year 11	171
POA2866	Year 12	979
POA2867	Did not go to school	4
POA2867	Year 8	23
POA2867	Year 9	30
POA2867	Year 10	161
POA2867	Year 11	23
POA2867	Year 12	189
POA2868	Year 8	42
POA2868	Year 9	39
POA2868	Year 10	154
POA2868	Year 11	43
POA2868	Year 12	140
POA2869	Did not go to school	4
POA2869	Year 8	87
POA2869	Year 9	141
POA2869	Year 10	348
POA2869	Year 11	74
POA2869	Year 12	375
POA2870	Did not go to school	31
POA2870	Year 8	539
POA2870	Year 9	797
POA2870	Year 10	3191
POA2870	Year 11	730
POA2870	Year 12	3509
POA2871	Did not go to school	30
POA2871	Year 8	429
POA2871	Year 9	633
POA2871	Year 10	2193
POA2871	Year 11	551
POA2871	Year 12	2616
POA2873	Year 8	24
POA2873	Year 9	38
POA2873	Year 10	171
POA2873	Year 11	21
POA2873	Year 12	153
POA2874	Year 8	17
POA2874	Year 9	23
POA2874	Year 10	101
POA2874	Year 11	17
POA2874	Year 12	92
POA2875	Year 8	47
POA2875	Year 9	67
POA2875	Year 10	202
POA2875	Year 11	46
POA2875	Year 12	233
POA2876	Did not go to school	5
POA2876	Year 8	19
POA2876	Year 9	29
POA2876	Year 10	122
POA2876	Year 11	24
POA2876	Year 12	132
POA2877	Did not go to school	22
POA2877	Year 8	159
POA2877	Year 9	246
POA2877	Year 10	815
POA2877	Year 11	199
POA2877	Year 12	995
POA2878	Year 8	9
POA2878	Year 9	21
POA2878	Year 10	72
POA2878	Year 11	22
POA2878	Year 12	55
POA2879	Did not go to school	3
POA2879	Year 8	46
POA2879	Year 9	72
POA2879	Year 10	111
POA2879	Year 11	33
POA2879	Year 12	116
POA2880	Did not go to school	48
POA2880	Year 8	1236
POA2880	Year 9	1686
POA2880	Year 10	4967
POA2880	Year 11	1253
POA2880	Year 12	4301
POA2898	Year 8	6
POA2898	Year 9	14
POA2898	Year 10	94
POA2898	Year 11	25
POA2898	Year 12	207
POA2899	Did not go to school	4
POA2899	Year 8	27
POA2899	Year 9	74
POA2899	Year 10	492
POA2899	Year 11	149
POA2899	Year 12	850
POA2900	Did not go to school	8
POA2900	Year 8	54
POA2900	Year 9	118
POA2900	Year 10	506
POA2900	Year 11	187
POA2900	Year 12	2657
POA2902	Did not go to school	52
POA2902	Year 8	382
POA2902	Year 9	532
POA2902	Year 10	2046
POA2902	Year 11	694
POA2902	Year 12	8520
POA2903	Did not go to school	29
POA2903	Year 8	212
POA2903	Year 9	296
POA2903	Year 10	1241
POA2903	Year 11	427
POA2903	Year 12	5197
POA2904	Did not go to school	45
POA2904	Year 8	307
POA2904	Year 9	406
POA2904	Year 10	1746
POA2904	Year 11	570
POA2904	Year 12	7308
POA2905	Did not go to school	116
POA2905	Year 8	629
POA2905	Year 9	988
POA2905	Year 10	4464
POA2905	Year 11	1477
POA2905	Year 12	14575
POA2906	Did not go to school	72
POA2906	Year 8	341
POA2906	Year 9	638
POA2906	Year 10	2745
POA2906	Year 11	991
POA2906	Year 12	9216
POA2911	Did not go to school	20
POA2911	Year 8	50
POA2911	Year 9	86
POA2911	Year 10	291
POA2911	Year 11	127
POA2911	Year 12	2946
POA2912	Did not go to school	75
POA2912	Year 8	140
POA2912	Year 9	197
POA2912	Year 10	615
POA2912	Year 11	295
POA2912	Year 12	5599
POA2913	Did not go to school	212
POA2913	Year 8	644
POA2913	Year 9	933
POA2913	Year 10	3381
POA2913	Year 11	1464
POA2913	Year 12	23223
POA2914	Did not go to school	158
POA2914	Year 8	420
POA2914	Year 9	665
POA2914	Year 10	2409
POA2914	Year 11	1281
POA2914	Year 12	19579
POA3000	Did not go to school	322
POA3000	Year 8	287
POA3000	Year 9	389
POA3000	Year 10	1054
POA3000	Year 11	1549
POA3000	Year 12	33940
POA3002	Did not go to school	9
POA3002	Year 8	49
POA3002	Year 9	47
POA3002	Year 10	205
POA3002	Year 11	278
POA3002	Year 12	3727
POA3003	Did not go to school	38
POA3003	Year 8	71
POA3003	Year 9	85
POA3003	Year 10	365
POA3003	Year 11	383
POA3003	Year 12	6038
POA3004	Did not go to school	40
POA3004	Year 8	60
POA3004	Year 9	143
POA3004	Year 10	464
POA3004	Year 11	621
POA3004	Year 12	8281
POA3006	Did not go to school	110
POA3006	Year 8	108
POA3006	Year 9	194
POA3006	Year 10	686
POA3006	Year 11	1128
POA3006	Year 12	17855
POA3008	Did not go to school	116
POA3008	Year 8	83
POA3008	Year 9	174
POA3008	Year 10	546
POA3008	Year 11	677
POA3008	Year 12	11366
POA3011	Did not go to school	367
POA3011	Year 8	734
POA3011	Year 9	455
POA3011	Year 10	1097
POA3011	Year 11	1055
POA3011	Year 12	14255
POA3012	Did not go to school	410
POA3012	Year 8	1030
POA3012	Year 9	744
POA3012	Year 10	1638
POA3012	Year 11	1505
POA3012	Year 12	15590
POA3013	Did not go to school	152
POA3013	Year 8	560
POA3013	Year 9	415
POA3013	Year 10	911
POA3013	Year 11	882
POA3013	Year 12	9219
POA3015	Did not go to school	144
POA3015	Year 8	485
POA3015	Year 9	482
POA3015	Year 10	1171
POA3015	Year 11	1309
POA3015	Year 12	10323
POA3016	Did not go to school	81
POA3016	Year 8	429
POA3016	Year 9	557
POA3016	Year 10	1296
POA3016	Year 11	1344
POA3016	Year 12	8984
POA3018	Did not go to school	86
POA3018	Year 8	576
POA3018	Year 9	628
POA3018	Year 10	1364
POA3018	Year 11	1259
POA3018	Year 12	6675
POA3019	Did not go to school	369
POA3019	Year 8	553
POA3019	Year 9	385
POA3019	Year 10	722
POA3019	Year 11	508
POA3019	Year 12	4994
POA3020	Did not go to school	1644
POA3020	Year 8	3504
POA3020	Year 9	1900
POA3020	Year 10	3656
POA3020	Year 11	2722
POA3020	Year 12	20771
POA3021	Did not go to school	2342
POA3021	Year 8	4614
POA3021	Year 9	2526
POA3021	Year 10	4881
POA3021	Year 11	3499
POA3021	Year 12	23471
POA3022	Did not go to school	132
POA3022	Year 8	173
POA3022	Year 9	147
POA3022	Year 10	241
POA3022	Year 11	222
POA3022	Year 12	1425
POA3023	Did not go to school	1355
POA3023	Year 8	3176
POA3023	Year 9	2328
POA3023	Year 10	6845
POA3023	Year 11	4328
POA3023	Year 12	31377
POA3024	Did not go to school	460
POA3024	Year 8	852
POA3024	Year 9	1271
POA3024	Year 10	3132
POA3024	Year 11	2479
POA3024	Year 12	15275
POA3025	Did not go to school	412
POA3025	Year 8	1068
POA3025	Year 9	512
POA3025	Year 10	1005
POA3025	Year 11	806
POA3025	Year 12	5819
POA3026	Did not go to school	172
POA3026	Year 8	275
POA3026	Year 9	259
POA3026	Year 10	598
POA3026	Year 11	444
POA3026	Year 12	4216
POA3027	Did not go to school	61
POA3027	Year 8	99
POA3027	Year 9	178
POA3027	Year 10	427
POA3027	Year 11	352
POA3027	Year 12	5600
POA3028	Did not go to school	439
POA3028	Year 8	1448
POA3028	Year 9	1351
POA3028	Year 10	3035
POA3028	Year 11	2618
POA3028	Year 12	12996
POA3029	Did not go to school	1315
POA3029	Year 8	3142
POA3029	Year 9	3774
POA3029	Year 10	10076
POA3029	Year 11	7116
POA3029	Year 12	63984
POA3030	Did not go to school	1237
POA3030	Year 8	3190
POA3030	Year 9	4393
POA3030	Year 10	10309
POA3030	Year 11	8605
POA3030	Year 12	57314
POA3031	Did not go to school	318
POA3031	Year 8	515
POA3031	Year 9	337
POA3031	Year 10	824
POA3031	Year 11	798
POA3031	Year 12	11480
POA3032	Did not go to school	364
POA3032	Year 8	886
POA3032	Year 9	738
POA3032	Year 10	1746
POA3032	Year 11	1792
POA3032	Year 12	18513
POA3033	Did not go to school	205
POA3033	Year 8	1032
POA3033	Year 9	697
POA3033	Year 10	1450
POA3033	Year 11	1406
POA3033	Year 12	7072
POA3034	Did not go to school	271
POA3034	Year 8	1161
POA3034	Year 9	568
POA3034	Year 10	1005
POA3034	Year 11	903
POA3034	Year 12	5901
POA3036	Did not go to school	38
POA3036	Year 8	282
POA3036	Year 9	306
POA3036	Year 10	618
POA3036	Year 11	664
POA3036	Year 12	2918
POA3037	Did not go to school	775
POA3037	Year 8	2358
POA3037	Year 9	2087
POA3037	Year 10	4853
POA3037	Year 11	4285
POA3037	Year 12	24977
POA3038	Did not go to school	414
POA3038	Year 8	1708
POA3038	Year 9	1163
POA3038	Year 10	2753
POA3038	Year 11	2683
POA3038	Year 12	13136
POA3039	Did not go to school	130
POA3039	Year 8	598
POA3039	Year 9	410
POA3039	Year 10	958
POA3039	Year 11	1103
POA3039	Year 12	10206
POA3040	Did not go to school	157
POA3040	Year 8	751
POA3040	Year 9	767
POA3040	Year 10	1835
POA3040	Year 11	2238
POA3040	Year 12	15975
POA3041	Did not go to school	61
POA3041	Year 8	380
POA3041	Year 9	435
POA3041	Year 10	1067
POA3041	Year 11	1210
POA3041	Year 12	7248
POA3042	Did not go to school	189
POA3042	Year 8	987
POA3042	Year 9	752
POA3042	Year 10	1591
POA3042	Year 11	1604
POA3042	Year 12	8157
POA3043	Did not go to school	265
POA3043	Year 8	1045
POA3043	Year 9	946
POA3043	Year 10	2056
POA3043	Year 11	1752
POA3043	Year 12	8079
POA3044	Did not go to school	268
POA3044	Year 8	1361
POA3044	Year 9	913
POA3044	Year 10	1903
POA3044	Year 11	2075
POA3044	Year 12	15972
POA3045	Year 12	10
POA3046	Did not go to school	580
POA3046	Year 8	1973
POA3046	Year 9	1358
POA3046	Year 10	2767
POA3046	Year 11	2423
POA3046	Year 12	18818
POA3047	Did not go to school	821
POA3047	Year 8	1802
POA3047	Year 9	1090
POA3047	Year 10	1788
POA3047	Year 11	1246
POA3047	Year 12	8111
POA3048	Did not go to school	795
POA3048	Year 8	1759
POA3048	Year 9	1025
POA3048	Year 10	1568
POA3048	Year 11	1197
POA3048	Year 12	6750
POA3049	Did not go to school	130
POA3049	Year 8	464
POA3049	Year 9	521
POA3049	Year 10	1187
POA3049	Year 11	1089
POA3049	Year 12	4325
POA3051	Did not go to school	131
POA3051	Year 8	286
POA3051	Year 9	270
POA3051	Year 10	570
POA3051	Year 11	576
POA3051	Year 12	10159
POA3052	Did not go to school	19
POA3052	Year 8	93
POA3052	Year 9	87
POA3052	Year 10	209
POA3052	Year 11	226
POA3052	Year 12	5743
POA3053	Did not go to school	175
POA3053	Year 8	219
POA3053	Year 9	175
POA3053	Year 10	458
POA3053	Year 11	573
POA3053	Year 12	12540
POA3054	Did not go to school	19
POA3054	Year 8	141
POA3054	Year 9	99
POA3054	Year 10	255
POA3054	Year 11	362
POA3054	Year 12	6127
POA3055	Did not go to school	173
POA3055	Year 8	525
POA3055	Year 9	316
POA3055	Year 10	764
POA3055	Year 11	803
POA3055	Year 12	9760
POA3056	Did not go to school	319
POA3056	Year 8	909
POA3056	Year 9	382
POA3056	Year 10	998
POA3056	Year 11	1059
POA3056	Year 12	17861
POA3057	Did not go to school	106
POA3057	Year 8	364
POA3057	Year 9	190
POA3057	Year 10	464
POA3057	Year 11	507
POA3057	Year 12	9867
POA3058	Did not go to school	632
POA3058	Year 8	1951
POA3058	Year 9	978
POA3058	Year 10	2011
POA3058	Year 11	2082
POA3058	Year 12	20360
POA3059	Did not go to school	295
POA3059	Year 8	959
POA3059	Year 9	747
POA3059	Year 10	1874
POA3059	Year 11	1759
POA3059	Year 12	10518
POA3060	Did not go to school	403
POA3060	Year 8	1131
POA3060	Year 9	479
POA3060	Year 10	1057
POA3060	Year 11	810
POA3060	Year 12	6527
POA3061	Did not go to school	283
POA3061	Year 8	544
POA3061	Year 9	294
POA3061	Year 10	455
POA3061	Year 11	334
POA3061	Year 12	1732
POA3062	Year 9	5
POA3063	Did not go to school	8
POA3063	Year 8	17
POA3063	Year 9	38
POA3063	Year 10	87
POA3063	Year 11	72
POA3063	Year 12	220
POA3064	Did not go to school	2791
POA3064	Year 8	4945
POA3064	Year 9	4630
POA3064	Year 10	9036
POA3064	Year 11	6976
POA3064	Year 12	51725
POA3065	Did not go to school	137
POA3065	Year 8	256
POA3065	Year 9	167
POA3065	Year 10	358
POA3065	Year 11	428
POA3065	Year 12	7226
POA3066	Did not go to school	116
POA3066	Year 8	226
POA3066	Year 9	136
POA3066	Year 10	372
POA3066	Year 11	394
POA3066	Year 12	6460
POA3067	Did not go to school	64
POA3067	Year 8	162
POA3067	Year 9	111
POA3067	Year 10	334
POA3067	Year 11	394
POA3067	Year 12	6790
POA3068	Did not go to school	123
POA3068	Year 8	490
POA3068	Year 9	335
POA3068	Year 10	796
POA3068	Year 11	786
POA3068	Year 12	13519
POA3070	Did not go to school	334
POA3070	Year 8	978
POA3070	Year 9	531
POA3070	Year 10	1093
POA3070	Year 11	1190
POA3070	Year 12	16534
POA3071	Did not go to school	256
POA3071	Year 8	901
POA3071	Year 9	430
POA3071	Year 10	978
POA3071	Year 11	1020
POA3071	Year 12	11834
POA3072	Did not go to school	547
POA3072	Year 8	1791
POA3072	Year 9	1053
POA3072	Year 10	2044
POA3072	Year 11	2012
POA3072	Year 12	19922
POA3073	Did not go to school	1043
POA3073	Year 8	3662
POA3073	Year 9	1934
POA3073	Year 10	3983
POA3073	Year 11	3580
POA3073	Year 12	25947
POA3074	Did not go to school	842
POA3074	Year 8	2340
POA3074	Year 9	994
POA3074	Year 10	1828
POA3074	Year 11	1366
POA3074	Year 12	8699
POA3075	Did not go to school	812
POA3075	Year 8	2236
POA3075	Year 9	1105
POA3075	Year 10	2075
POA3075	Year 11	1490
POA3075	Year 12	10014
POA3076	Did not go to school	524
POA3076	Year 8	1582
POA3076	Year 9	1428
POA3076	Year 10	3028
POA3076	Year 11	2524
POA3076	Year 12	15434
POA3078	Did not go to school	83
POA3078	Year 8	386
POA3078	Year 9	261
POA3078	Year 10	597
POA3078	Year 11	716
POA3078	Year 12	7863
POA3079	Did not go to school	89
POA3079	Year 8	462
POA3079	Year 9	457
POA3079	Year 10	958
POA3079	Year 11	1103
POA3079	Year 12	10872
POA3081	Did not go to school	245
POA3081	Year 8	610
POA3081	Year 9	565
POA3081	Year 10	1083
POA3081	Year 11	913
POA3081	Year 12	7431
POA3082	Did not go to school	424
POA3082	Year 8	1487
POA3082	Year 9	1272
POA3082	Year 10	2864
POA3082	Year 11	2847
POA3082	Year 12	14288
POA3083	Did not go to school	473
POA3083	Year 8	1535
POA3083	Year 9	1354
POA3083	Year 10	2680
POA3083	Year 11	2454
POA3083	Year 12	17030
POA3084	Did not go to school	156
POA3084	Year 8	893
POA3084	Year 9	853
POA3084	Year 10	1757
POA3084	Year 11	1942
POA3084	Year 12	15731
POA3085	Did not go to school	58
POA3085	Year 8	471
POA3085	Year 9	487
POA3085	Year 10	1182
POA3085	Year 11	1133
POA3085	Year 12	7758
POA3087	Did not go to school	85
POA3087	Year 8	391
POA3087	Year 9	418
POA3087	Year 10	883
POA3087	Year 11	896
POA3087	Year 12	4543
POA3088	Did not go to school	141
POA3088	Year 8	903
POA3088	Year 9	1171
POA3088	Year 10	2681
POA3088	Year 11	2791
POA3088	Year 12	13740
POA3089	Did not go to school	21
POA3089	Year 8	257
POA3089	Year 9	528
POA3089	Year 10	1327
POA3089	Year 11	1527
POA3089	Year 12	6159
POA3090	Did not go to school	7
POA3090	Year 8	78
POA3090	Year 9	129
POA3090	Year 10	277
POA3090	Year 11	303
POA3090	Year 12	1266
POA3091	Did not go to school	5
POA3091	Year 8	55
POA3091	Year 9	71
POA3091	Year 10	197
POA3091	Year 11	216
POA3091	Year 12	764
POA3093	Did not go to school	26
POA3093	Year 8	137
POA3093	Year 9	164
POA3093	Year 10	333
POA3093	Year 11	377
POA3093	Year 12	2156
POA3094	Did not go to school	40
POA3094	Year 8	184
POA3094	Year 9	357
POA3094	Year 10	876
POA3094	Year 11	920
POA3094	Year 12	4809
POA3095	Did not go to school	41
POA3095	Year 8	541
POA3095	Year 9	986
POA3095	Year 10	2464
POA3095	Year 11	2926
POA3095	Year 12	15358
POA3096	Did not go to school	3
POA3096	Year 8	57
POA3096	Year 9	85
POA3096	Year 10	253
POA3096	Year 11	259
POA3096	Year 12	903
POA3097	Year 8	21
POA3097	Year 9	61
POA3097	Year 10	124
POA3097	Year 11	147
POA3097	Year 12	842
POA3099	Did not go to school	5
POA3099	Year 8	102
POA3099	Year 9	219
POA3099	Year 10	566
POA3099	Year 11	631
POA3099	Year 12	2400
POA3101	Did not go to school	180
POA3101	Year 8	496
POA3101	Year 9	590
POA3101	Year 10	1066
POA3101	Year 11	1274
POA3101	Year 12	16313
POA3102	Did not go to school	43
POA3102	Year 8	172
POA3102	Year 9	152
POA3102	Year 10	325
POA3102	Year 11	370
POA3102	Year 12	4206
POA3103	Did not go to school	101
POA3103	Year 8	361
POA3103	Year 9	419
POA3103	Year 10	792
POA3103	Year 11	911
POA3103	Year 12	10105
POA3104	Did not go to school	142
POA3104	Year 8	547
POA3104	Year 9	545
POA3104	Year 10	1127
POA3104	Year 11	1285
POA3104	Year 12	13358
POA3105	Did not go to school	162
POA3105	Year 8	858
POA3105	Year 9	393
POA3105	Year 10	768
POA3105	Year 11	821
POA3105	Year 12	6165
POA3106	Did not go to school	131
POA3106	Year 8	710
POA3106	Year 9	599
POA3106	Year 10	1229
POA3106	Year 11	1175
POA3106	Year 12	9846
POA3107	Did not go to school	167
POA3107	Year 8	707
POA3107	Year 9	496
POA3107	Year 10	1013
POA3107	Year 11	1037
POA3107	Year 12	7911
POA3108	Did not go to school	326
POA3108	Year 8	1080
POA3108	Year 9	821
POA3108	Year 10	1599
POA3108	Year 11	1566
POA3108	Year 12	15258
POA3109	Did not go to school	377
POA3109	Year 8	1218
POA3109	Year 9	995
POA3109	Year 10	2050
POA3109	Year 11	1982
POA3109	Year 12	17778
POA3111	Did not go to school	92
POA3111	Year 8	458
POA3111	Year 9	449
POA3111	Year 10	980
POA3111	Year 11	964
POA3111	Year 12	7131
POA3113	Did not go to school	11
POA3113	Year 8	162
POA3113	Year 9	296
POA3113	Year 10	692
POA3113	Year 11	793
POA3113	Year 12	4818
POA3114	Did not go to school	12
POA3114	Year 8	86
POA3114	Year 9	145
POA3114	Year 10	315
POA3114	Year 11	414
POA3114	Year 12	2110
POA3115	Did not go to school	9
POA3115	Year 8	52
POA3115	Year 9	160
POA3115	Year 10	428
POA3115	Year 11	518
POA3115	Year 12	1953
POA3116	Did not go to school	79
POA3116	Year 8	371
POA3116	Year 9	576
POA3116	Year 10	1457
POA3116	Year 11	1402
POA3116	Year 12	5224
POA3121	Did not go to school	394
POA3121	Year 8	794
POA3121	Year 9	557
POA3121	Year 10	1246
POA3121	Year 11	1434
POA3121	Year 12	22489
POA3122	Did not go to school	73
POA3122	Year 8	279
POA3122	Year 9	378
POA3122	Year 10	818
POA3122	Year 11	1062
POA3122	Year 12	16088
POA3123	Did not go to school	60
POA3123	Year 8	226
POA3123	Year 9	284
POA3123	Year 10	566
POA3123	Year 11	715
POA3123	Year 12	10232
POA3124	Did not go to school	80
POA3124	Year 8	476
POA3124	Year 9	537
POA3124	Year 10	1107
POA3124	Year 11	1323
POA3124	Year 12	14284
POA3125	Did not go to school	111
POA3125	Year 8	431
POA3125	Year 9	432
POA3125	Year 10	798
POA3125	Year 11	880
POA3125	Year 12	9610
POA3126	Did not go to school	18
POA3126	Year 8	143
POA3126	Year 9	189
POA3126	Year 10	392
POA3126	Year 11	483
POA3126	Year 12	5076
POA3127	Did not go to school	54
POA3127	Year 8	301
POA3127	Year 9	465
POA3127	Year 10	925
POA3127	Year 11	1146
POA3127	Year 12	12227
POA3128	Did not go to school	299
POA3128	Year 8	614
POA3128	Year 9	689
POA3128	Year 10	1120
POA3128	Year 11	1207
POA3128	Year 12	14572
POA3129	Did not go to school	188
POA3129	Year 8	598
POA3129	Year 9	549
POA3129	Year 10	1002
POA3129	Year 11	1174
POA3129	Year 12	10819
POA3130	Did not go to school	281
POA3130	Year 8	950
POA3130	Year 9	1099
POA3130	Year 10	2241
POA3130	Year 11	2441
POA3130	Year 12	19284
POA3131	Did not go to school	274
POA3131	Year 8	835
POA3131	Year 9	803
POA3131	Year 10	1714
POA3131	Year 11	1604
POA3131	Year 12	12956
POA3132	Did not go to school	149
POA3132	Year 8	450
POA3132	Year 9	559
