POA_CODE_2021	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
POA0812	35-44	1	1	1	M	22
POA0812	45-54				F	110
POA0812	45-54				M	127
POA0812	45-54	0			F	753
POA0812	45-54	0			M	697
POA0812	45-54	1	0	1	F	98
POA0812	45-54	1	0	1	M	42
POA0812	45-54	1	1	0	F	313
POA0812	45-54	1	1	0	M	360
POA0812	45-54	1	1	1	F	20
POA0812	45-54	1	1	1	M	10
POA0812	55-64				F	84
POA0812	55-64				M	95
POA0812	55-64	0			F	889
POA0812	55-64	0			M	853
POA0812	55-64	1	0	1	F	199
POA0812	55-64	1	0	1	M	79
POA0812	55-64	1	1	0	F	30
POA0812	55-64	1	1	0	M	80
POA0812	65-74				F	45
POA0812	65-74				M	69
POA0812	65-74	0			F	540
POA0812	65-74	0			M	605
POA0812	65-74	1	0	1	F	173
POA0812	65-74	1	0	1	M	100
POA0812	65-74	1	1	0	F	10
POA0812	65-74	1	1	0	M	25
POA0812	65-74	1	1	1	F	4
POA0812	75-84				F	39
POA0812	75-84				M	19
POA0812	75-84	0			F	267
POA0812	75-84	0			M	231
POA0812	75-84	1	0	1	F	27
POA0812	75-84	1	0	1	M	18
POA0812	75-84	1	1	0	F	4
POA0812	75-84	1	1	0	M	6
POA0812	85+				F	14
POA0812	85+				M	10
POA0812	85+	0			F	46
POA0812	85+	0			M	43
POA0812	85+	1	0	1	M	4
POA0820	15-19				F	35
POA0820	15-19				M	35
POA0820	15-19	0			F	382
POA0820	15-19	0			M	359
POA0820	15-19	1	0	1	F	32
POA0820	15-19	1	0	1	M	19
POA0820	15-19	1	1	0	F	4
POA0820	20-24				F	73
POA0820	20-24				M	117
POA0820	20-24	0			F	517
POA0820	20-24	0			M	588
POA0820	20-24	1	0	1	F	33
POA0820	20-24	1	0	1	M	19
POA0820	20-24	1	1	0	F	19
POA0820	20-24	1	1	0	M	7
POA0820	25-34				F	198
POA0820	25-34				M	255
POA0820	25-34	0			F	1616
POA0820	25-34	0			M	1614
POA0820	25-34	1	0	1	F	86
POA0820	25-34	1	0	1	M	55
POA0820	25-34	1	1	0	F	433
POA0820	25-34	1	1	0	M	261
POA0820	25-34	1	1	1	F	17
POA0820	25-34	1	1	1	M	8
POA0820	35-44				F	110
POA0820	35-44				M	128
POA0820	35-44	0			F	686
POA0820	35-44	0			M	737
POA0820	35-44	1	0	1	F	42
POA0820	35-44	1	0	1	M	25
POA0820	35-44	1	1	0	F	738
POA0820	35-44	1	1	0	M	626
POA0820	35-44	1	1	1	F	38
POA0820	35-44	1	1	1	M	16
POA0820	45-54				F	92
POA0820	45-54				M	102
POA0820	45-54	0			F	789
POA0820	45-54	0			M	777
POA0820	45-54	1	0	1	F	53
POA0820	45-54	1	0	1	M	37
POA0820	45-54	1	1	0	F	324
POA0820	45-54	1	1	0	M	333
POA0820	45-54	1	1	1	F	21
POA0820	45-54	1	1	1	M	7
POA0820	55-64				F	68
POA0820	55-64				M	117
POA0820	55-64	0			F	806
POA0820	55-64	0			M	887
POA0820	55-64	1	0	1	F	120
POA0820	55-64	1	0	1	M	55
POA0820	55-64	1	1	0	F	35
POA0820	55-64	1	1	0	M	93
POA0820	65-74				F	38
POA0820	65-74				M	71
POA0820	65-74	0			F	457
POA0820	65-74	0			M	588
POA0820	65-74	1	0	1	F	138
POA0820	65-74	1	0	1	M	67
POA0820	65-74	1	1	0	F	10
POA0820	65-74	1	1	0	M	15
POA0820	75-84				F	31
POA0820	75-84				M	33
POA0820	75-84	0			F	231
POA0820	75-84	0			M	266
POA0820	75-84	1	0	1	F	19
POA0820	75-84	1	0	1	M	19
POA0820	75-84	1	1	0	M	5
POA0820	85+				F	26
POA0820	85+				M	20
POA0820	85+	0			F	55
POA0820	85+	0			M	62
POA0822	15-19				F	120
POA0822	15-19				M	129
POA0822	15-19	0			F	537
POA0822	15-19	0			M	672
POA0822	15-19	1	0	1	F	346
POA0822	15-19	1	0	1	M	366
POA0822	15-19	1	1	0	F	56
POA0822	15-19	1	1	0	M	27
POA0822	15-19	1	1	1	F	29
POA0822	15-19	1	1	1	M	22
POA0822	20-24				F	81
POA0822	20-24				M	87
POA0822	20-24	0			F	356
POA0822	20-24	0			M	541
POA0822	20-24	1	0	1	F	317
POA0822	20-24	1	0	1	M	311
POA0822	20-24	1	1	0	F	203
POA0822	20-24	1	1	0	M	101
POA0822	20-24	1	1	1	F	93
POA0822	20-24	1	1	1	M	52
POA0822	25-34				F	204
POA0822	25-34				M	202
POA0822	25-34	0			F	616
POA0822	25-34	0			M	838
POA0822	25-34	1	0	1	F	388
POA0822	25-34	1	0	1	M	358
POA0822	25-34	1	1	0	F	667
POA0822	25-34	1	1	0	M	490
POA0822	25-34	1	1	1	F	297
POA0822	25-34	1	1	1	M	195
POA0822	35-44				F	151
POA0822	35-44				M	186
POA0822	35-44	0			F	472
POA0822	35-44	0			M	638
POA0822	35-44	1	0	1	F	332
POA0822	35-44	1	0	1	M	265
POA0822	35-44	1	1	0	F	661
POA0822	35-44	1	1	0	M	530
POA0822	35-44	1	1	1	F	207
POA0822	35-44	1	1	1	M	153
POA0822	45-54				F	148
POA0822	45-54				M	153
POA0822	45-54	0			F	703
POA0822	45-54	0			M	777
POA0822	45-54	1	0	1	F	393
POA0822	45-54	1	0	1	M	266
POA0822	45-54	1	1	0	F	268
POA0822	45-54	1	1	0	M	282
POA0822	45-54	1	1	1	F	102
POA0822	45-54	1	1	1	M	68
POA0822	55-64				F	130
POA0822	55-64				M	162
POA0822	55-64	0			F	645
POA0822	55-64	0			M	772
POA0822	55-64	1	0	1	F	311
POA0822	55-64	1	0	1	M	189
POA0822	55-64	1	1	0	F	47
POA0822	55-64	1	1	0	M	58
POA0822	55-64	1	1	1	F	49
POA0822	55-64	1	1	1	M	35
POA0822	65-74				F	88
POA0822	65-74				M	90
POA0822	65-74	0			F	365
POA0822	65-74	0			M	440
POA0822	65-74	1	0	1	F	126
POA0822	65-74	1	0	1	M	88
POA0822	65-74	1	1	0	F	18
POA0822	65-74	1	1	0	M	19
POA0822	65-74	1	1	1	F	12
POA0822	65-74	1	1	1	M	14
POA0822	75-84				F	18
POA0822	75-84				M	46
POA0822	75-84	0			F	117
POA0822	75-84	0			M	145
POA0822	75-84	1	0	1	F	24
POA0822	75-84	1	0	1	M	23
POA0822	75-84	1	1	0	M	4
POA0822	75-84	1	1	1	F	4
POA0822	85+				F	6
POA0822	85+				M	8
POA0822	85+	0			F	19
POA0822	85+	0			M	13
POA0822	85+	1	0	1	F	7
POA0822	85+	1	0	1	M	5
POA0828	15-19				F	15
POA0828	15-19				M	20
POA0828	15-19	0			F	54
POA0828	15-19	0			M	53
POA0828	15-19	1	0	1	F	8
POA0828	15-19	1	0	1	M	9
POA0828	20-24				M	7
POA0828	20-24	0			F	31
POA0828	20-24	0			M	43
POA0828	20-24	1	0	1	F	3
POA0828	20-24	1	0	1	M	3
POA0828	20-24	1	1	0	F	5
POA0828	20-24	1	1	0	M	4
POA0828	25-34				F	16
POA0828	25-34				M	18
POA0828	25-34	0			F	89
POA0828	25-34	0			M	103
POA0828	25-34	1	0	1	M	6
POA0828	25-34	1	1	0	F	41
POA0828	25-34	1	1	0	M	19
POA0828	25-34	1	1	1	F	6
POA0828	35-44				F	9
POA0828	35-44				M	11
POA0828	35-44	0			F	45
POA0828	35-44	0			M	64
POA0828	35-44	1	0	1	F	5
POA0828	35-44	1	1	0	F	64
POA0828	35-44	1	1	0	M	57
POA0828	35-44	1	1	1	F	5
POA0828	45-54				F	19
POA0828	45-54				M	16
POA0828	45-54	0			F	59
POA0828	45-54	0			M	66
POA0828	45-54	1	0	1	F	3
POA0828	45-54	1	1	0	F	22
POA0828	45-54	1	1	0	M	30
POA0828	55-64				F	19
POA0828	55-64				M	18
POA0828	55-64	0			F	67
POA0828	55-64	0			M	64
POA0828	55-64	1	0	1	F	15
POA0828	55-64	1	0	1	M	3
POA0828	55-64	1	1	0	F	3
POA0828	55-64	1	1	0	M	3
POA0828	65-74				F	3
POA0828	65-74				M	9
POA0828	65-74	0			F	30
POA0828	65-74	0			M	37
POA0828	65-74	1	0	1	F	4
POA0828	65-74	1	0	1	M	4
POA0828	65-74	1	1	0	M	5
POA0828	75-84				M	4
POA0828	75-84	0			F	12
POA0828	75-84	0			M	24
POA0829	15-19				F	4
POA0829	15-19				M	42
POA0829	15-19	0			F	17
POA0829	15-19	0			M	46
POA0829	15-19	1	0	1	F	3
POA0829	20-24				F	5
POA0829	20-24				M	164
POA0829	20-24	0			F	43
POA0829	20-24	0			M	224
POA0829	20-24	1	1	0	M	3
POA0829	25-34				F	32
POA0829	25-34				M	376
POA0829	25-34	0			F	29
POA0829	25-34	0			M	139
POA0829	25-34	1	1	0	F	5
POA0829	25-34	1	1	0	M	7
POA0829	35-44				F	34
POA0829	35-44				M	288
POA0829	35-44	0			F	8
POA0829	35-44	0			M	25
POA0829	35-44	1	1	0	F	10
POA0829	35-44	1	1	0	M	13
POA0829	45-54				F	11
POA0829	45-54				M	173
POA0829	45-54	0			F	11
POA0829	45-54	0			M	18
POA0829	45-54	1	1	0	M	7
POA0829	55-64				F	6
POA0829	55-64				M	46
POA0829	55-64	0			F	17
POA0829	55-64	0			M	32
POA0829	55-64	1	0	1	F	6
POA0829	65-74				F	9
POA0829	65-74				M	22
POA0829	65-74	0			F	12
POA0829	65-74	0			M	12
POA0829	75-84				M	4
POA0829	75-84	0			M	4
POA0829	85+				M	3
POA0830	15-19				F	51
POA0830	15-19				M	67
POA0830	15-19	0			F	422
POA0830	15-19	0			M	447
POA0830	15-19	1	0	1	F	58
POA0830	15-19	1	0	1	M	35
POA0830	15-19	1	1	0	F	5
POA0830	15-19	1	1	0	M	4
POA0830	20-24				F	65
POA0830	20-24				M	84
POA0830	20-24	0			F	372
POA0830	20-24	0			M	478
POA0830	20-24	1	0	1	F	33
POA0830	20-24	1	0	1	M	37
POA0830	20-24	1	1	0	F	62
POA0830	20-24	1	1	0	M	32
POA0830	20-24	1	1	1	F	7
POA0830	20-24	1	1	1	M	3
POA0830	25-34				F	174
POA0830	25-34				M	220
POA0830	25-34	0			F	675
POA0830	25-34	0			M	823
POA0830	25-34	1	0	1	F	69
POA0830	25-34	1	0	1	M	37
POA0830	25-34	1	1	0	F	634
POA0830	25-34	1	1	0	M	378
POA0830	25-34	1	1	1	F	47
POA0830	25-34	1	1	1	M	15
POA0830	35-44				F	161
POA0830	35-44				M	173
POA0830	35-44	0			F	499
POA0830	35-44	0			M	519
POA0830	35-44	1	0	1	F	63
POA0830	35-44	1	0	1	M	21
POA0830	35-44	1	1	0	F	714
POA0830	35-44	1	1	0	M	586
POA0830	35-44	1	1	1	F	49
POA0830	35-44	1	1	1	M	26
POA0830	45-54				F	119
POA0830	45-54				M	161
POA0830	45-54	0			F	707
POA0830	45-54	0			M	732
POA0830	45-54	1	0	1	F	111
POA0830	45-54	1	0	1	M	48
POA0830	45-54	1	1	0	F	269
POA0830	45-54	1	1	0	M	302
POA0830	45-54	1	1	1	F	20
POA0830	45-54	1	1	1	M	5
POA0830	55-64				F	82
POA0830	55-64				M	102
POA0830	55-64	0			F	622
POA0830	55-64	0			M	714
POA0830	55-64	1	0	1	F	176
POA0830	55-64	1	0	1	M	77
POA0830	55-64	1	1	0	F	25
POA0830	55-64	1	1	0	M	69
POA0830	55-64	1	1	1	M	4
POA0830	65-74				F	53
POA0830	65-74				M	51
POA0830	65-74	0			F	376
POA0830	65-74	0			M	443
POA0830	65-74	1	0	1	F	97
POA0830	65-74	1	0	1	M	50
POA0830	65-74	1	1	0	M	9
POA0830	75-84				F	18
POA0830	75-84				M	30
POA0830	75-84	0			F	155
POA0830	75-84	0			M	134
POA0830	75-84	1	0	1	F	9
POA0830	75-84	1	0	1	M	5
POA0830	75-84	1	1	0	F	3
POA0830	75-84	1	1	0	M	3
POA0830	85+				F	7
POA0830	85+				M	9
POA0830	85+	0			F	57
POA0830	85+	0			M	46
POA0832	15-19				F	39
POA0832	15-19				M	49
POA0832	15-19	0			F	480
POA0832	15-19	0			M	517
POA0832	15-19	1	0	1	F	61
POA0832	15-19	1	0	1	M	28
POA0832	15-19	1	1	0	F	6
POA0832	20-24				F	57
POA0832	20-24				M	59
POA0832	20-24	0			F	505
POA0832	20-24	0			M	559
POA0832	20-24	1	0	1	F	35
POA0832	20-24	1	0	1	M	24
POA0832	20-24	1	1	0	F	82
POA0832	20-24	1	1	0	M	28
POA0832	20-24	1	1	1	F	3
POA0832	25-34				F	175
POA0832	25-34				M	163
POA0832	25-34	0			F	892
POA0832	25-34	0			M	1031
POA0832	25-34	1	0	1	F	78
POA0832	25-34	1	0	1	M	34
POA0832	25-34	1	1	0	F	825
POA0832	25-34	1	1	0	M	536
POA0832	25-34	1	1	1	F	53
POA0832	25-34	1	1	1	M	15
POA0832	35-44				F	126
POA0832	35-44				M	144
POA0832	35-44	0			F	537
POA0832	35-44	0			M	577
POA0832	35-44	1	0	1	F	54
POA0832	35-44	1	0	1	M	40
POA0832	35-44	1	1	0	F	926
POA0832	35-44	1	1	0	M	796
POA0832	35-44	1	1	1	F	54
POA0832	35-44	1	1	1	M	17
POA0832	45-54				F	73
POA0832	45-54				M	95
POA0832	45-54	0			F	622
POA0832	45-54	0			M	597
POA0832	45-54	1	0	1	F	77
POA0832	45-54	1	0	1	M	32
POA0832	45-54	1	1	0	F	260
POA0832	45-54	1	1	0	M	343
POA0832	45-54	1	1	1	F	11
POA0832	45-54	1	1	1	M	7
POA0832	55-64				F	39
POA0832	55-64				M	50
POA0832	55-64	0			F	438
POA0832	55-64	0			M	450
POA0832	55-64	1	0	1	F	115
POA0832	55-64	1	0	1	M	39
POA0832	55-64	1	1	0	F	19
POA0832	55-64	1	1	0	M	39
POA0832	65-74				F	31
POA0832	65-74				M	19
POA0832	65-74	0			F	215
POA0832	65-74	0			M	197
POA0832	65-74	1	0	1	F	71
POA0832	65-74	1	0	1	M	35
POA0832	65-74	1	1	0	F	5
POA0832	65-74	1	1	0	M	15
POA0832	75-84				F	14
POA0832	75-84				M	9
POA0832	75-84	0			F	81
POA0832	75-84	0			M	89
POA0832	75-84	1	0	1	F	9
POA0832	75-84	1	0	1	M	8
POA0832	85+				F	8
POA0832	85+	0			F	24
POA0832	85+	0			M	10
POA0834	15-19				F	8
POA0834	15-19				M	9
POA0834	15-19	0			F	48
POA0834	15-19	0			M	51
POA0834	15-19	1	0	1	F	8
POA0834	15-19	1	1	0	F	4
POA0834	20-24				F	3
POA0834	20-24	0			F	29
POA0834	20-24	0			M	36
POA0834	20-24	1	0	1	F	7
POA0834	20-24	1	1	0	M	4
POA0834	25-34				F	13
POA0834	25-34				M	12
POA0834	25-34	0			F	40
POA0834	25-34	0			M	64
POA0834	25-34	1	0	1	F	3
POA0834	25-34	1	0	1	M	3
POA0834	25-34	1	1	0	F	38
POA0834	25-34	1	1	0	M	27
POA0834	25-34	1	1	1	F	6
POA0834	35-44				F	8
POA0834	35-44				M	8
POA0834	35-44	0			F	32
POA0834	35-44	0			M	33
POA0834	35-44	1	1	0	F	63
POA0834	35-44	1	1	0	M	51
POA0834	35-44	1	1	1	F	5
POA0834	45-54				F	13
POA0834	45-54				M	21
POA0834	45-54	0			F	86
POA0834	45-54	0			M	95
POA0834	45-54	1	0	1	F	13
POA0834	45-54	1	0	1	M	6
POA0834	45-54	1	1	0	F	43
POA0834	45-54	1	1	0	M	54
POA0834	55-64				F	9
POA0834	55-64				M	13
POA0834	55-64	0			F	107
POA0834	55-64	0			M	119
POA0834	55-64	1	0	1	F	37
POA0834	55-64	1	0	1	M	13
POA0834	55-64	1	1	0	M	3
POA0834	65-74				F	5
POA0834	65-74				M	7
POA0834	65-74	0			F	56
POA0834	65-74	0			M	86
POA0834	65-74	1	0	1	F	28
POA0834	65-74	1	0	1	M	16
POA0834	75-84				F	4
POA0834	75-84	0			F	18
POA0834	75-84	0			M	19
POA0834	75-84	1	0	1	M	3
POA0834	85+				F	5
POA0834	85+	0			F	4
POA0834	85+	0			M	3
POA0834	85+	1	0	1	F	3
POA0835	15-19				F	12
POA0835	15-19				M	9
POA0835	15-19	0			F	85
POA0835	15-19	0			M	83
POA0835	15-19	1	0	1	F	4
POA0835	15-19	1	0	1	M	6
POA0835	20-24				F	11
POA0835	20-24				M	10
POA0835	20-24	0			F	51
POA0835	20-24	0			M	69
POA0835	20-24	1	0	1	F	4
POA0835	20-24	1	1	0	F	3
POA0835	25-34				F	10
POA0835	25-34				M	15
POA0835	25-34	0			F	78
POA0835	25-34	0			M	112
POA0835	25-34	1	0	1	F	7
POA0835	25-34	1	0	1	M	8
POA0835	25-34	1	1	0	F	63
POA0835	25-34	1	1	0	M	40
POA0835	25-34	1	1	1	F	5
POA0835	25-34	1	1	1	M	5
POA0835	35-44				F	18
POA0835	35-44				M	16
POA0835	35-44	0			F	51
POA0835	35-44	0			M	86
POA0835	35-44	1	0	1	M	3
POA0835	35-44	1	1	0	F	122
POA0835	35-44	1	1	0	M	102
POA0835	35-44	1	1	1	F	10
POA0835	45-54				F	17
POA0835	45-54				M	26
POA0835	45-54	0			F	156
POA0835	45-54	0			M	158
POA0835	45-54	1	0	1	F	15
POA0835	45-54	1	0	1	M	8
POA0835	45-54	1	1	0	F	65
POA0835	45-54	1	1	0	M	69
POA0835	45-54	1	1	1	F	5
POA0835	55-64				F	22
POA0835	55-64				M	19
POA0835	55-64	0			F	163
POA0835	55-64	0			M	211
POA0835	55-64	1	0	1	F	51
POA0835	55-64	1	0	1	M	23
POA0835	55-64	1	1	0	F	3
POA0835	55-64	1	1	0	M	7
POA0835	65-74				F	22
POA0835	65-74				M	9
POA0835	65-74	0			F	106
POA0835	65-74	0			M	141
POA0835	65-74	1	0	1	F	22
POA0835	65-74	1	0	1	M	14
POA0835	65-74	1	1	0	M	3
POA0835	75-84				F	8
POA0835	75-84				M	12
POA0835	75-84	0			F	44
POA0835	75-84	0			M	69
POA0835	75-84	1	0	1	M	3
POA0835	85+	0			F	9
POA0835	85+	0			M	9
POA0836	15-19				F	21
POA0836	15-19				M	26
POA0836	15-19	0			F	181
POA0836	15-19	0			M	222
POA0836	15-19	1	0	1	F	20
POA0836	15-19	1	0	1	M	12
POA0836	20-24				F	15
POA0836	20-24				M	19
POA0836	20-24	0			F	137
POA0836	20-24	0			M	156
POA0836	20-24	1	0	1	F	11
POA0836	20-24	1	0	1	M	7
POA0836	20-24	1	1	0	F	8
POA0836	20-24	1	1	0	M	9
POA0836	25-34				F	28
POA0836	25-34				M	43
POA0836	25-34	0			F	182
POA0836	25-34	0			M	271
POA0836	25-34	1	0	1	F	15
POA0836	25-34	1	0	1	M	11
POA0836	25-34	1	1	0	F	190
POA0836	25-34	1	1	0	M	111
POA0836	25-34	1	1	1	F	11
POA0836	25-34	1	1	1	M	7
POA0836	35-44				F	53
POA0836	35-44				M	53
POA0836	35-44	0			F	180
POA0836	35-44	0			M	177
POA0836	35-44	1	0	1	F	19
POA0836	35-44	1	0	1	M	9
POA0836	35-44	1	1	0	F	325
POA0836	35-44	1	1	0	M	254
POA0836	35-44	1	1	1	F	22
POA0836	35-44	1	1	1	M	14
POA0836	45-54				F	47
POA0836	45-54				M	71
POA0836	45-54	0			F	387
POA0836	45-54	0			M	409
POA0836	45-54	1	0	1	F	43
POA0836	45-54	1	0	1	M	23
POA0836	45-54	1	1	0	F	148
POA0836	45-54	1	1	0	M	192
POA0836	45-54	1	1	1	F	10
POA0836	55-64				F	37
POA0836	55-64				M	56
POA0836	55-64	0			F	352
POA0836	55-64	0			M	448
POA0836	55-64	1	0	1	F	84
POA0836	55-64	1	0	1	M	36
POA0836	55-64	1	1	0	F	4
POA0836	55-64	1	1	0	M	36
POA0836	55-64	1	1	1	F	3
POA0836	65-74				F	20
POA0836	65-74				M	40
POA0836	65-74	0			F	180
POA0836	65-74	0			M	267
POA0836	65-74	1	0	1	F	53
POA0836	65-74	1	0	1	M	34
POA0836	75-84				F	6
POA0836	75-84				M	8
POA0836	75-84	0			F	48
POA0836	75-84	0			M	72
POA0836	75-84	1	0	1	F	11
POA0836	75-84	1	0	1	M	11
POA0836	85+	0			F	19
POA0836	85+	0			M	14
POA0837	15-19				F	6
POA0837	15-19				M	3
POA0837	15-19	0			F	4
POA0837	15-19	0			M	8
POA0837	20-24	0			F	10
POA0837	20-24	0			M	4
POA0837	25-34				F	9
POA0837	25-34				M	12
POA0837	25-34	0			F	4
POA0837	25-34	0			M	19
POA0837	25-34	1	1	0	F	11
POA0837	25-34	1	1	0	M	6
POA0837	35-44				F	7
POA0837	35-44				M	12
POA0837	35-44	0			F	6
POA0837	35-44	0			M	16
POA0837	35-44	1	0	1	M	3
POA0837	35-44	1	1	0	F	9
POA0837	35-44	1	1	0	M	15
POA0837	45-54				F	8
POA0837	45-54				M	5
POA0837	45-54	0			F	13
POA0837	45-54	0			M	11
POA0837	45-54	1	0	1	F	6
POA0837	45-54	1	1	0	F	6
POA0837	45-54	1	1	0	M	4
POA0837	55-64				F	8
POA0837	55-64				M	5
POA0837	55-64	0			F	27
POA0837	55-64	0			M	32
POA0837	55-64	1	0	1	F	4
POA0837	55-64	1	0	1	M	3
POA0837	65-74				F	8
POA0837	65-74				M	14
POA0837	65-74	0			F	15
POA0837	65-74	0			M	23
POA0837	65-74	1	0	1	F	6
POA0837	75-84				F	3
POA0837	75-84	0			F	5
POA0837	75-84	0			M	7
POA0838	15-19				F	7
POA0838	15-19				M	5
POA0838	15-19	0			F	13
POA0838	15-19	0			M	16
POA0838	20-24				F	3
POA0838	20-24				M	4
POA0838	20-24	0			F	8
POA0838	20-24	0			M	7
POA0838	20-24	1	1	0	F	4
POA0838	25-34				F	7
POA0838	25-34				M	18
POA0838	25-34	0			F	17
POA0838	25-34	0			M	16
POA0838	25-34	1	0	1	M	7
POA0838	25-34	1	1	0	F	23
POA0838	25-34	1	1	0	M	17
