POA_CODE_2021	CountryOfBirth	Sex	persons
POA0810	HKG	F	47
POA0810	HKG	M	44
POA0810	HRV	F	3
POA0810	IDN	F	250
POA0810	IDN	M	139
POA0810	IND	F	849
POA0810	IND	M	981
POA0810	IRL	F	53
POA0810	IRL	M	65
POA0810	IRN	F	15
POA0810	IRN	M	20
POA0810	ITA	F	52
POA0810	ITA	M	68
POA0810	JPN	F	23
POA0810	JPN	M	8
POA0810	KHM	F	32
POA0810	KHM	M	12
POA0810	KOR	F	32
POA0810	KOR	M	26
POA0810	LBN	F	5
POA0810	LBN	M	8
POA0810	LKA	F	170
POA0810	LKA	M	187
POA0810	MMR	F	35
POA0810	MMR	M	37
POA0810	MUS	F	9
POA0810	MUS	M	11
POA0810	MYS	F	116
POA0810	MYS	M	104
POA0810	NLD	F	36
POA0810	NLD	M	26
POA0810	NPL	F	475
POA0810	NPL	M	541
POA0810	NZL	F	251
POA0810	NZL	M	252
POA0810	PAK	F	95
POA0810	PAK	M	184
POA0810	PHL	F	882
POA0810	PHL	M	595
POA0810	PNG	F	65
POA0810	PNG	M	34
POA0810	POL	F	21
POA0810	POL	M	12
POA0810	SGP	F	53
POA0810	SGP	M	27
POA0810	THA	F	160
POA0810	THA	M	58
POA0810	TUR	F	7
POA0810	TUR	M	6
POA0810	TWN	F	73
POA0810	TWN	M	39
POA0810	USA	F	67
POA0810	USA	M	66
POA0810	VNM	F	197
POA0810	VNM	M	114
POA0810	WSM	F	4
POA0810	WSM	M	4
POA0810	ZAF	F	71
POA0810	ZAF	M	66
POA0810	ZWE	F	59
POA0810	ZWE	M	51
POA0812		F	1203
POA0812		M	1228
POA0812	AUS	F	5898
POA0812	AUS	M	6016
POA0812	BGD	F	22
POA0812	BGD	M	43
POA0812	BIH	M	4
POA0812	BRA	F	3
POA0812	BRA	M	4
POA0812	CAN	F	10
POA0812	CAN	M	21
POA0812	CHL	F	4
POA0812	CHN	F	101
POA0812	CHN	M	56
POA0812	DEU	F	47
POA0812	DEU	M	36
POA0812	EGY	F	7
POA0812	EGY	M	5
POA0812	FJI	F	21
POA0812	FJI	M	13
POA0812	FRA	F	12
POA0812	FRA	M	8
POA0812	GBR	F	227
POA0812	GBR	M	245
POA0812	GRC	F	96
POA0812	GRC	M	132
POA0812	HKG	F	38
POA0812	HKG	M	27
POA0812	HRV	M	4
POA0812	IDN	F	201
POA0812	IDN	M	95
POA0812	IND	F	174
POA0812	IND	M	182
POA0812	IRL	F	30
POA0812	IRL	M	38
POA0812	IRN	M	4
POA0812	ITA	F	21
POA0812	ITA	M	26
POA0812	JPN	F	17
POA0812	JPN	M	6
POA0812	KHM	F	14
POA0812	KHM	M	8
POA0812	KOR	F	6
POA0812	KOR	M	7
POA0812	LBN	F	5
POA0812	LBN	M	3
POA0812	LKA	F	61
POA0812	LKA	M	58
POA0812	MMR	F	25
POA0812	MMR	M	26
POA0812	MUS	M	6
POA0812	MYS	F	67
POA0812	MYS	M	48
POA0812	NLD	F	15
POA0812	NLD	M	15
POA0812	NPL	F	48
POA0812	NPL	M	43
POA0812	NZL	F	121
POA0812	NZL	M	133
POA0812	PAK	F	27
POA0812	PAK	M	43
POA0812	PHL	F	542
POA0812	PHL	M	365
POA0812	PNG	F	43
POA0812	PNG	M	26
POA0812	POL	F	8
POA0812	POL	M	3
POA0812	SGP	F	30
POA0812	SGP	M	18
POA0812	THA	F	137
POA0812	THA	M	49
POA0812	TWN	F	27
POA0812	TWN	M	15
POA0812	USA	F	19
POA0812	USA	M	21
POA0812	VNM	F	96
POA0812	VNM	M	69
POA0812	ZAF	F	24
POA0812	ZAF	M	29
POA0812	ZWE	F	9
POA0812	ZWE	M	5
POA0820		F	1015
POA0820		M	1151
POA0820	AUS	F	5951
POA0820	AUS	M	6084
POA0820	BGD	F	35
POA0820	BGD	M	60
POA0820	BRA	F	31
POA0820	BRA	M	30
POA0820	CAN	F	32
POA0820	CAN	M	22
POA0820	CHL	F	8
POA0820	CHL	M	4
POA0820	CHN	F	131
POA0820	CHN	M	66
POA0820	DEU	F	70
POA0820	DEU	M	40
POA0820	EGY	F	4
POA0820	EGY	M	6
POA0820	FJI	F	27
POA0820	FJI	M	22
POA0820	FRA	F	26
POA0820	FRA	M	24
POA0820	GBR	F	371
POA0820	GBR	M	391
POA0820	GRC	F	52
POA0820	GRC	M	64
POA0820	HKG	F	19
POA0820	HKG	M	16
POA0820	HRV	M	4
POA0820	IDN	F	101
POA0820	IDN	M	53
POA0820	IND	F	215
POA0820	IND	M	279
POA0820	IRL	F	84
POA0820	IRL	M	76
POA0820	IRN	F	6
POA0820	IRN	M	12
POA0820	IRQ	M	5
POA0820	ITA	F	44
POA0820	ITA	M	62
POA0820	JPN	F	23
POA0820	JPN	M	5
POA0820	KHM	F	12
POA0820	KHM	M	3
POA0820	KOR	F	29
POA0820	KOR	M	22
POA0820	LBN	M	4
POA0820	LKA	F	144
POA0820	LKA	M	145
POA0820	MLT	F	4
POA0820	MMR	F	9
POA0820	MMR	M	7
POA0820	MUS	F	11
POA0820	MUS	M	6
POA0820	MYS	F	62
POA0820	MYS	M	51
POA0820	NLD	F	23
POA0820	NLD	M	14
POA0820	NPL	F	308
POA0820	NPL	M	389
POA0820	NZL	F	206
POA0820	NZL	M	222
POA0820	PAK	F	23
POA0820	PAK	M	57
POA0820	PHL	F	367
POA0820	PHL	M	278
POA0820	PNG	F	28
POA0820	PNG	M	25
POA0820	POL	F	10
POA0820	POL	M	10
POA0820	SGP	F	27
POA0820	SGP	M	20
POA0820	THA	F	86
POA0820	THA	M	23
POA0820	TUR	F	6
POA0820	TUR	M	7
POA0820	TWN	F	65
POA0820	TWN	M	18
POA0820	USA	F	49
POA0820	USA	M	40
POA0820	VNM	F	101
POA0820	VNM	M	85
POA0820	WSM	F	4
POA0820	ZAF	F	69
POA0820	ZAF	M	81
POA0820	ZWE	F	29
POA0820	ZWE	M	19
POA0822		F	859
POA0822		M	995
POA0822	AUS	F	10999
POA0822	AUS	M	11237
POA0822	CAN	F	9
POA0822	CAN	M	11
POA0822	CHL	M	3
POA0822	CHN	F	20
POA0822	CHN	M	21
POA0822	DEU	F	24
POA0822	DEU	M	24
POA0822	FJI	F	14
POA0822	FJI	M	18
POA0822	FRA	F	12
POA0822	FRA	M	5
POA0822	GBR	F	124
POA0822	GBR	M	129
POA0822	HRV	M	4
POA0822	IDN	F	24
POA0822	IDN	M	12
POA0822	IND	F	7
POA0822	IND	M	12
POA0822	IRL	F	16
POA0822	IRL	M	10
POA0822	ITA	F	5
POA0822	ITA	M	3
POA0822	JPN	F	3
POA0822	KHM	F	13
POA0822	KHM	M	17
POA0822	KOR	F	4
POA0822	LKA	M	7
POA0822	MKD	M	6
POA0822	MLT	M	3
POA0822	MMR	M	3
POA0822	MYS	F	10
POA0822	MYS	M	9
POA0822	NLD	F	11
POA0822	NLD	M	18
POA0822	NPL	F	5
POA0822	NZL	F	86
POA0822	NZL	M	126
POA0822	PAK	M	4
POA0822	PHL	F	62
POA0822	PHL	M	12
POA0822	PNG	F	18
POA0822	PNG	M	10
POA0822	POL	F	3
POA0822	SGP	F	8
POA0822	THA	F	45
POA0822	THA	M	13
POA0822	TWN	F	9
POA0822	TWN	M	5
POA0822	USA	F	17
POA0822	USA	M	13
POA0822	VNM	F	75
POA0822	VNM	M	75
POA0822	ZAF	F	8
POA0822	ZAF	M	5
POA0822	ZWE	F	13
POA0822	ZWE	M	14
POA0828		F	141
POA0828		M	134
POA0828	AUS	F	458
POA0828	AUS	M	488
POA0828	BGD	F	3
POA0828	BGD	M	5
POA0828	CHL	F	5
POA0828	CHN	F	4
POA0828	CHN	M	3
POA0828	DEU	M	4
POA0828	FJI	F	3
POA0828	GBR	F	14
POA0828	GBR	M	25
POA0828	GRC	F	6
POA0828	GRC	M	8
POA0828	IDN	F	6
POA0828	IDN	M	5
POA0828	IND	F	20
POA0828	IND	M	23
POA0828	IRL	M	3
POA0828	IRN	M	6
POA0828	LKA	F	3
POA0828	LKA	M	3
POA0828	MMR	F	6
POA0828	MMR	M	5
POA0828	MUS	M	3
POA0828	MYS	F	3
POA0828	NZL	F	20
POA0828	NZL	M	13
POA0828	PHL	F	98
POA0828	PHL	M	102
POA0828	PNG	F	9
POA0828	SGP	F	4
POA0828	SGP	M	3
POA0828	THA	M	5
POA0828	VNM	F	3
POA0828	VNM	M	6
POA0828	ZAF	F	3
POA0828	ZAF	M	4
POA0828	ZWE	F	8
POA0829		F	28
POA0829		M	82
POA0829	AFG	M	3
POA0829	AUS	F	238
POA0829	AUS	M	1479
POA0829	CAN	M	4
POA0829	CHN	M	5
POA0829	DEU	M	4
POA0829	GBR	F	8
POA0829	GBR	M	16
POA0829	IRL	M	3
POA0829	IRN	M	5
POA0829	KOR	M	4
POA0829	NZL	F	3
POA0829	NZL	M	17
POA0829	PHL	F	5
POA0829	PHL	M	8
POA0829	THA	M	8
POA0829	VNM	M	3
POA0829	ZAF	M	8
POA0830		F	1065
POA0830		M	1216
POA0830	AFG	M	4
POA0830	AUS	F	6316
POA0830	AUS	M	6616
POA0830	BGD	F	28
POA0830	BGD	M	26
POA0830	BIH	M	3
POA0830	BRA	F	5
POA0830	BRA	M	7
POA0830	CAN	F	14
POA0830	CAN	M	9
POA0830	CHN	F	53
POA0830	CHN	M	25
POA0830	DEU	F	33
POA0830	DEU	M	33
POA0830	EGY	M	4
POA0830	FJI	F	13
POA0830	FJI	M	15
POA0830	FRA	F	3
POA0830	FRA	M	4
POA0830	GBR	F	244
POA0830	GBR	M	232
POA0830	GRC	F	25
POA0830	GRC	M	20
POA0830	HKG	F	8
POA0830	HKG	M	3
POA0830	HRV	M	3
POA0830	IDN	F	110
POA0830	IDN	M	34
POA0830	IND	F	127
POA0830	IND	M	132
POA0830	IRL	F	37
POA0830	IRL	M	32
POA0830	IRN	M	4
POA0830	ITA	F	4
POA0830	ITA	M	6
POA0830	JPN	F	8
POA0830	KHM	F	26
POA0830	KHM	M	7
POA0830	KOR	F	16
POA0830	KOR	M	12
POA0830	LBN	M	3
POA0830	LKA	F	37
POA0830	LKA	M	46
POA0830	MLT	F	6
POA0830	MLT	M	5
POA0830	MMR	F	3
POA0830	MMR	M	3
POA0830	MYS	F	24
POA0830	MYS	M	22
POA0830	NLD	F	21
POA0830	NLD	M	9
POA0830	NPL	F	58
POA0830	NPL	M	53
POA0830	NZL	F	161
POA0830	NZL	M	177
POA0830	PAK	F	14
POA0830	PAK	M	25
POA0830	PHL	F	403
POA0830	PHL	M	277
POA0830	PNG	F	44
POA0830	PNG	M	33
POA0830	POL	F	3
POA0830	POL	M	3
POA0830	SGP	F	13
POA0830	SGP	M	4
POA0830	THA	F	103
POA0830	THA	M	30
POA0830	TWN	F	25
POA0830	TWN	M	13
POA0830	USA	F	22
POA0830	USA	M	13
POA0830	VNM	F	73
POA0830	VNM	M	42
POA0830	WSM	F	3
POA0830	WSM	M	5
POA0830	ZAF	F	39
POA0830	ZAF	M	42
POA0830	ZWE	F	28
POA0830	ZWE	M	18
POA0832		F	958
POA0832		M	973
POA0832	AFG	M	5
POA0832	AUS	F	6458
POA0832	AUS	M	6346
POA0832	BGD	F	27
POA0832	BGD	M	21
POA0832	BRA	F	14
POA0832	BRA	M	9
POA0832	CAN	F	15
POA0832	CAN	M	3
POA0832	CHL	F	5
POA0832	CHN	F	43
POA0832	CHN	M	24
POA0832	DEU	F	28
POA0832	DEU	M	24
POA0832	FJI	F	21
POA0832	FJI	M	24
POA0832	FRA	F	20
POA0832	FRA	M	5
POA0832	GBR	F	249
POA0832	GBR	M	226
POA0832	GRC	F	25
POA0832	GRC	M	38
POA0832	HKG	F	7
POA0832	HKG	M	3
POA0832	HRV	M	7
POA0832	IDN	F	76
POA0832	IDN	M	33
POA0832	IND	F	221
POA0832	IND	M	264
POA0832	IRL	F	33
POA0832	IRL	M	24
POA0832	IRN	F	7
POA0832	IRN	M	5
POA0832	ITA	F	4
POA0832	ITA	M	8
POA0832	JPN	F	9
POA0832	JPN	M	3
POA0832	KHM	F	17
POA0832	KHM	M	6
POA0832	KOR	F	25
POA0832	KOR	M	11
POA0832	LKA	F	34
POA0832	LKA	M	32
POA0832	MLT	F	3
POA0832	MMR	F	10
POA0832	MUS	F	4
POA0832	MUS	M	6
POA0832	MYS	F	24
POA0832	MYS	M	29
POA0832	NLD	F	9
POA0832	NLD	M	8
POA0832	NPL	F	50
POA0832	NPL	M	61
POA0832	NZL	F	168
POA0832	NZL	M	173
POA0832	PAK	F	34
POA0832	PAK	M	60
POA0832	PHL	F	587
POA0832	PHL	M	438
POA0832	PNG	F	26
POA0832	PNG	M	27
POA0832	POL	F	7
POA0832	POL	M	6
POA0832	SGP	F	19
POA0832	SGP	M	8
POA0832	THA	F	74
POA0832	THA	M	23
POA0832	TWN	F	27
POA0832	TWN	M	14
POA0832	USA	F	24
POA0832	USA	M	25
POA0832	VNM	F	63
POA0832	VNM	M	36
POA0832	WSM	F	3
POA0832	WSM	M	4
POA0832	ZAF	F	55
POA0832	ZAF	M	63
POA0832	ZWE	F	95
POA0832	ZWE	M	65
POA0834		F	78
POA0834		M	99
POA0834	AUS	F	694
POA0834	AUS	M	723
POA0834	CAN	F	3
POA0834	CHN	F	4
POA0834	DEU	F	7
POA0834	DEU	M	3
POA0834	FRA	M	4
POA0834	GBR	F	32
POA0834	GBR	M	28
POA0834	GRC	F	5
POA0834	GRC	M	3
POA0834	IDN	F	6
POA0834	IND	F	6
POA0834	IND	M	7
POA0834	KHM	F	3
POA0834	MYS	F	4
POA0834	MYS	M	4
POA0834	NLD	M	5
POA0834	NZL	F	21
POA0834	NZL	M	18
POA0834	PHL	F	14
POA0834	PHL	M	3
POA0834	PNG	F	9
POA0834	THA	F	4
POA0834	TWN	F	4
POA0834	USA	F	3
POA0834	USA	M	4
POA0834	VNM	F	3
POA0834	ZAF	F	3
POA0834	ZWE	F	4
POA0834	ZWE	M	3
POA0835		F	149
POA0835		M	158
POA0835	AUS	F	1184
POA0835	AUS	M	1264
POA0835	CAN	F	3
POA0835	CAN	M	5
POA0835	CHN	M	4
POA0835	DEU	F	3
POA0835	DEU	M	6
POA0835	FJI	M	6
POA0835	FRA	F	3
POA0835	GBR	F	55
POA0835	GBR	M	67
POA0835	GRC	M	5
POA0835	IDN	F	8
POA0835	IDN	M	3
POA0835	IND	F	10
POA0835	IND	M	12
POA0835	IRL	F	7
POA0835	IRL	M	9
POA0835	KOR	F	5
POA0835	LKA	F	4
POA0835	LKA	M	3
POA0835	MYS	F	9
POA0835	MYS	M	3
POA0835	NLD	M	4
POA0835	NZL	F	24
POA0835	NZL	M	39
POA0835	PHL	F	19
POA0835	PHL	M	10
POA0835	PNG	F	3
POA0835	PNG	M	8
POA0835	THA	F	11
POA0835	USA	F	4
POA0835	USA	M	4
POA0835	VNM	F	3
POA0835	VNM	M	4
POA0835	ZAF	M	3
POA0835	ZWE	M	4
POA0836		F	344
POA0836		M	392
POA0836	AUS	F	2826
POA0836	AUS	M	3204
POA0836	CAN	F	3
POA0836	CAN	M	4
POA0836	CHN	F	3
POA0836	DEU	F	19
POA0836	DEU	M	15
POA0836	FRA	F	6
POA0836	FRA	M	3
POA0836	GBR	F	141
POA0836	GBR	M	140
POA0836	IDN	F	22
POA0836	IDN	M	5
POA0836	IND	F	3
POA0836	IND	M	3
POA0836	IRL	F	11
POA0836	IRL	M	8
POA0836	ITA	F	6
POA0836	ITA	M	7
POA0836	JPN	F	3
POA0836	KHM	F	3
POA0836	KHM	M	3
POA0836	KOR	F	6
POA0836	KOR	M	3
POA0836	LKA	M	5
POA0836	MLT	M	3
POA0836	MMR	F	5
POA0836	MMR	M	6
POA0836	MYS	F	6
POA0836	MYS	M	4
POA0836	NLD	F	4
POA0836	NLD	M	10
POA0836	NZL	F	82
POA0836	NZL	M	59
POA0836	PHL	F	34
POA0836	PHL	M	8
POA0836	PNG	F	11
POA0836	PNG	M	3
POA0836	POL	F	3
POA0836	SGP	M	3
POA0836	THA	F	54
POA0836	THA	M	15
POA0836	USA	F	13
POA0836	USA	M	7
POA0836	VNM	F	9
POA0836	VNM	M	5
POA0836	ZAF	F	10
POA0836	ZAF	M	10
POA0836	ZWE	F	16
POA0836	ZWE	M	9
POA0837		F	58
POA0837		M	55
POA0837	AUS	F	145
POA0837	AUS	M	175
POA0837	GBR	F	11
POA0837	GBR	M	8
POA0837	USA	F	3
POA0837	ZWE	F	3
POA0838		F	67
POA0838		M	77
POA0838	AUS	F	269
POA0838	AUS	M	351
POA0838	DEU	F	5
POA0838	GBR	F	17
POA0838	GBR	M	11
POA0838	KHM	F	3
POA0838	KHM	M	4
POA0838	MYS	F	3
POA0838	NZL	M	8
POA0838	PHL	F	4
POA0838	THA	F	6
POA0838	USA	M	3
POA0838	VNM	F	9
POA0838	VNM	M	9
POA0838	ZAF	F	4
POA0838	ZAF	M	4
POA0839		F	49
POA0839		M	52
POA0839	AUS	F	145
POA0839	AUS	M	144
POA0839	BGD	M	7
POA0839	CHN	F	5
POA0839	CHN	M	4
POA0839	GBR	F	5
POA0839	GBR	M	7
POA0839	IDN	F	5
POA0839	IND	F	16
POA0839	IND	M	15
POA0839	NPL	F	5
POA0839	NPL	M	6
POA0839	NZL	F	3
POA0839	PHL	F	10
POA0839	SGP	M	4
POA0839	ZAF	M	5
POA0840		F	28
POA0840		M	51
POA0840	AUS	F	146
POA0840	AUS	M	181
POA0840	GBR	F	17
POA0840	GBR	M	12
POA0840	NZL	M	9
POA0840	PHL	F	6
POA0841		F	43
POA0841		M	72
POA0841	AUS	F	193
POA0841	AUS	M	244
POA0841	DEU	M	4
POA0841	GBR	F	6
POA0841	GBR	M	14
POA0841	NLD	F	4
POA0841	NLD	M	3
POA0841	NZL	F	3
POA0841	NZL	M	13
POA0841	PHL	F	3
POA0841	THA	F	5
POA0845		F	47
POA0845		M	61
POA0845	AUS	F	124
POA0845	AUS	M	120
POA0845	GBR	F	9
POA0845	GBR	M	6
POA0845	IND	F	4
POA0845	NZL	F	4
POA0845	NZL	M	3
POA0845	PHL	F	8
POA0845	PNG	M	5
POA0846		F	32
POA0846		M	41
POA0846	AUS	F	102
POA0846	AUS	M	110
POA0846	GBR	F	4
POA0846	GBR	M	9
POA0846	NZL	F	6
POA0846	NZL	M	4
POA0846	PHL	F	4
POA0847		F	23
POA0847		M	22
POA0847	AUS	F	110
POA0847	AUS	M	124
POA0847	CHN	F	4
POA0847	FRA	M	3
POA0847	IND	M	3
POA0847	NZL	M	11
POA0850		F	565
POA0850		M	656
POA0850	AUS	F	2713
POA0850	AUS	M	2766
POA0850	BGD	F	5
POA0850	BGD	M	7
POA0850	CAN	F	3
POA0850	CAN	M	3
POA0850	CHN	F	16
POA0850	CHN	M	5
POA0850	DEU	F	15
POA0850	DEU	M	10
POA0850	FJI	F	11
POA0850	FJI	M	15
POA0850	FRA	M	4
POA0850	GBR	F	65
POA0850	GBR	M	71
POA0850	GRC	F	4
POA0850	GRC	M	3
POA0850	HRV	M	5
POA0850	IDN	F	8
POA0850	IND	F	53
POA0850	IND	M	63
POA0850	IRL	F	4
POA0850	IRL	M	4
POA0850	IRQ	M	14
POA0850	ITA	F	4
POA0850	ITA	M	13
POA0850	JPN	F	5
POA0850	LKA	F	18
POA0850	LKA	M	15
POA0850	MYS	F	10
POA0850	MYS	M	4
POA0850	NLD	F	6
POA0850	NLD	M	3
POA0850	NPL	F	67
POA0850	NPL	M	88
POA0850	NZL	F	68
POA0850	NZL	M	67
POA0850	PAK	F	4
POA0850	PAK	M	6
POA0850	PHL	F	149
POA0850	PHL	M	87
POA0850	PNG	F	8
POA0850	PNG	M	5
POA0850	THA	F	18
POA0850	THA	M	5
POA0850	TWN	F	9
POA0850	USA	F	10
POA0850	USA	M	9
POA0850	VNM	F	10
POA0850	VNM	M	14
POA0850	WSM	M	3
POA0850	ZAF	F	13
POA0850	ZAF	M	19
POA0850	ZWE	F	9
POA0850	ZWE	M	14
POA0852		F	433
POA0852		M	712
POA0852	AUS	F	3657
POA0852	AUS	M	3638
POA0852	CHL	M	4
POA0852	CHN	F	5
POA0852	DEU	F	9
POA0852	DEU	M	7
POA0852	FJI	F	3
POA0852	FJI	M	7
POA0852	FRA	F	10
POA0852	FRA	M	7
POA0852	GBR	F	30
POA0852	GBR	M	21
POA0852	IDN	M	3
POA0852	IND	M	4
POA0852	IRL	F	8
POA0852	IRL	M	3
POA0852	ITA	F	9
POA0852	ITA	M	4
POA0852	KHM	M	3
POA0852	KOR	F	4
POA0852	KOR	M	4
POA0852	LKA	M	3
POA0852	MYS	M	5
POA0852	NLD	F	6
POA0852	NLD	M	5
POA0852	NZL	F	34
POA0852	NZL	M	27
POA0852	PHL	F	14
POA0852	PHL	M	7
POA0852	PNG	M	4
POA0852	THA	F	3
POA0852	USA	F	3
POA0852	ZAF	F	9
POA0852	ZAF	M	10
POA0852	ZWE	M	3
POA0853		F	23
POA0853		M	52
POA0853	AUS	F	336
POA0853	AUS	M	388
POA0853	GBR	F	3
POA0853	GBR	M	3
POA0853	IND	F	4
POA0853	IND	M	4
POA0853	KOR	F	5
POA0853	NZL	F	4
POA0853	NZL	M	8
POA0853	PHL	M	5
POA0853	ZAF	F	4
POA0853	ZAF	M	4
POA0854		F	26
POA0854		M	29
POA0854	AUS	F	326
POA0854	AUS	M	333
POA0854	CHN	F	6
POA0854	FJI	F	4
POA0854	FJI	M	4
POA0854	GBR	F	3
POA0854	GBR	M	3
POA0854	NLD	F	5
POA0854	NZL	F	5
POA0854	NZL	M	4
POA0860		F	149
POA0860		M	177
POA0860	AFG	M	3
POA0860	AUS	F	1152
POA0860	AUS	M	1183
POA0860	BGD	F	3
POA0860	BGD	M	6
POA0860	BIH	F	3
POA0860	BIH	M	3
POA0860	CAN	F	5
POA0860	CHN	F	5
POA0860	CHN	M	5
POA0860	DEU	M	8
POA0860	FJI	F	11
POA0860	FJI	M	15
POA0860	FRA	F	4
POA0860	FRA	M	4
POA0860	GBR	F	30
POA0860	GBR	M	19
POA0860	GRC	F	3
POA0860	GRC	M	3
POA0860	HKG	F	5
POA0860	IDN	F	3
POA0860	IDN	M	6
POA0860	IND	F	23
POA0860	IND	M	35
POA0860	IRL	M	4
POA0860	LKA	F	3
POA0860	MKD	M	5
POA0860	MYS	F	5
POA0860	NPL	F	12
POA0860	NPL	M	15
POA0860	NZL	F	16
POA0860	NZL	M	28
POA0860	PHL	F	45
POA0860	PHL	M	18
POA0860	PNG	F	9
POA0860	PNG	M	5
POA0860	THA	F	3
POA0860	THA	M	5
POA0860	ZAF	F	7
POA0860	ZWE	F	15
POA0860	ZWE	M	14
POA0862		F	24
POA0862		M	44
POA0862	AUS	F	278
POA0862	AUS	M	332
POA0862	GBR	F	3
POA0862	GBR	M	4
POA0862	NPL	F	5
POA0862	NPL	M	3
POA0862	NZL	F	3
POA0862	NZL	M	7
POA0862	PHL	M	6
POA0870		F	933
POA0870		M	954
POA0870	AUS	F	6970
POA0870	AUS	M	6553
POA0870	BGD	F	13
POA0870	BGD	M	18
POA0870	BIH	F	6
POA0870	BRA	F	15
POA0870	BRA	M	14
POA0870	CAN	F	29
POA0870	CAN	M	19
POA0870	CHL	F	6
POA0870	CHL	M	8
POA0870	CHN	F	109
POA0870	CHN	M	53
POA0870	DEU	F	51
POA0870	DEU	M	35
POA0870	EGY	F	6
POA0870	FJI	F	39
POA0870	FJI	M	42
POA0870	FRA	F	34
POA0870	FRA	M	18
POA0870	GBR	F	291
POA0870	GBR	M	283
POA0870	GRC	F	3
POA0870	GRC	M	7
POA0870	HKG	F	21
POA0870	HKG	M	10
POA0870	IDN	F	36
POA0870	IDN	M	23
POA0870	IND	F	393
POA0870	IND	M	441
POA0870	IRL	F	31
POA0870	IRL	M	37
POA0870	IRN	F	5
POA0870	IRN	M	8
POA0870	ITA	F	24
POA0870	ITA	M	32
POA0870	JPN	F	17
POA0870	JPN	M	12
POA0870	KHM	F	4
POA0870	KHM	M	6
POA0870	KOR	F	20
POA0870	KOR	M	15
POA0870	LBN	M	4
POA0870	LKA	F	41
POA0870	LKA	M	58
POA0870	MLT	F	3
POA0870	MMR	F	7
POA0870	MMR	M	4
POA0870	MUS	F	11
POA0870	MUS	M	8
POA0870	MYS	F	25
POA0870	MYS	M	17
POA0870	NLD	F	17
POA0870	NLD	M	13
POA0870	NPL	F	90
POA0870	NPL	M	111
POA0870	NZL	F	360
POA0870	NZL	M	330
POA0870	PAK	F	19
POA0870	PAK	M	38
POA0870	PHL	F	281
POA0870	PHL	M	213
POA0870	PNG	F	33
POA0870	PNG	M	20
POA0870	POL	F	13
POA0870	POL	M	11
POA0870	SGP	F	6
POA0870	SGP	M	5
POA0870	THA	F	45
POA0870	THA	M	17
POA0870	TUR	M	4
POA0870	TWN	F	34
POA0870	TWN	M	24
POA0870	USA	F	193
POA0870	USA	M	266
POA0870	VNM	F	41
