POA_CODE_2021	CountryOfBirth	persons
POA0822	POL	9
POA0822	SGP	8
POA0822	THA	57
POA0822	TWN	15
POA0822	USA	28
POA0822	VNM	154
POA0822	ZAF	7
POA0822	ZWE	26
POA0828		271
POA0828	AUS	945
POA0828	BGD	11
POA0828	CHL	5
POA0828	CHN	8
POA0828	DEU	5
POA0828	FJI	6
POA0828	FRA	3
POA0828	GBR	45
POA0828	GRC	17
POA0828	IDN	10
POA0828	IND	46
POA0828	IRL	3
POA0828	IRN	6
POA0828	ITA	4
POA0828	LKA	10
POA0828	MMR	5
POA0828	MYS	7
POA0828	NPL	4
POA0828	NZL	36
POA0828	PHL	200
POA0828	PNG	8
POA0828	SGP	8
POA0828	THA	4
POA0828	VNM	15
POA0828	ZAF	3
POA0828	ZWE	5
POA0829		112
POA0829	AFG	3
POA0829	AUS	1721
POA0829	CHN	4
POA0829	DEU	7
POA0829	FJI	5
POA0829	FRA	3
POA0829	GBR	24
POA0829	IDN	4
POA0829	IRL	3
POA0829	IRN	5
POA0829	KOR	4
POA0829	NLD	3
POA0829	NPL	3
POA0829	NZL	19
POA0829	PHL	11
POA0829	PNG	3
POA0829	THA	8
POA0829	USA	4
POA0829	VNM	3
POA0829	ZAF	8
POA0830		2289
POA0830	AFG	9
POA0830	AUS	12924
POA0830	BGD	57
POA0830	BIH	6
POA0830	BRA	5
POA0830	CAN	19
POA0830	CHN	74
POA0830	DEU	66
POA0830	EGY	4
POA0830	FJI	30
POA0830	FRA	9
POA0830	GBR	478
POA0830	GRC	46
POA0830	HKG	9
POA0830	HRV	3
POA0830	IDN	143
POA0830	IND	259
POA0830	IRL	70
POA0830	IRN	4
POA0830	ITA	8
POA0830	JPN	8
POA0830	KHM	36
POA0830	KOR	26
POA0830	LBN	6
POA0830	LKA	86
POA0830	MLT	4
POA0830	MMR	7
POA0830	MUS	3
POA0830	MYS	47
POA0830	NLD	32
POA0830	NPL	109
POA0830	NZL	341
POA0830	PAK	36
POA0830	PHL	684
POA0830	PNG	77
POA0830	POL	5
POA0830	SGP	17
POA0830	THA	135
POA0830	TWN	34
POA0830	USA	35
POA0830	VNM	114
POA0830	WSM	10
POA0830	ZAF	90
POA0830	ZWE	48
POA0832		1927
POA0832	AFG	5
POA0832	AUS	12803
POA0832	BGD	42
POA0832	BRA	17
POA0832	CAN	21
POA0832	CHL	6
POA0832	CHN	67
POA0832	DEU	52
POA0832	EGY	3
POA0832	FJI	41
POA0832	FRA	27
POA0832	GBR	474
POA0832	GRC	55
POA0832	HKG	13
POA0832	HRV	7
POA0832	IDN	107
POA0832	IND	487
POA0832	IRL	51
POA0832	IRN	8
POA0832	IRQ	3
POA0832	ITA	10
POA0832	JPN	8
POA0832	KHM	26
POA0832	KOR	42
POA0832	LKA	65
POA0832	MLT	3
POA0832	MMR	13
POA0832	MUS	8
POA0832	MYS	55
POA0832	NLD	18
POA0832	NPL	119
POA0832	NZL	340
POA0832	PAK	98
POA0832	PHL	1026
POA0832	PNG	49
POA0832	POL	13
POA0832	SGP	29
POA0832	THA	96
POA0832	TWN	41
POA0832	USA	43
POA0832	VNM	105
POA0832	WSM	11
POA0832	ZAF	117
POA0832	ZWE	163
POA0834		178
POA0834	AUS	1420
POA0834	CAN	3
POA0834	CHN	3
POA0834	DEU	10
POA0834	FRA	8
POA0834	GBR	63
POA0834	GRC	15
POA0834	IDN	6
POA0834	IND	9
POA0834	ITA	3
POA0834	KHM	3
POA0834	MYS	7
POA0834	NLD	5
POA0834	NZL	36
POA0834	PHL	13
POA0834	PNG	7
POA0834	SGP	3
POA0834	THA	6
POA0834	TWN	4
POA0834	USA	5
POA0834	VNM	3
POA0834	ZAF	5
POA0834	ZWE	5
POA0835		308
POA0835	AUS	2455
POA0835	CAN	5
POA0835	CHN	3
POA0835	DEU	11
POA0835	FJI	3
POA0835	FRA	6
POA0835	GBR	126
POA0835	GRC	3
POA0835	IDN	14
POA0835	IND	21
POA0835	IRL	17
POA0835	ITA	6
POA0835	KHM	4
POA0835	KOR	4
POA0835	LKA	4
POA0835	MMR	4
POA0835	MYS	14
POA0835	NLD	4
POA0835	NZL	60
POA0835	PHL	26
POA0835	PNG	11
POA0835	THA	8
POA0835	USA	5
POA0835	VNM	9
POA0835	ZAF	7
POA0835	ZWE	3
POA0836		737
POA0836	AUS	6028
POA0836	CAN	5
POA0836	CHN	3
POA0836	DEU	35
POA0836	FJI	4
POA0836	FRA	9
POA0836	GBR	274
POA0836	IDN	30
POA0836	IND	4
POA0836	IRL	17
POA0836	ITA	12
POA0836	JPN	3
POA0836	KHM	11
POA0836	KOR	13
POA0836	LKA	4
POA0836	MMR	5
POA0836	MYS	16
POA0836	NLD	18
POA0836	NZL	138
POA0836	PHL	48
POA0836	PNG	21
POA0836	POL	6
POA0836	SGP	3
POA0836	THA	69
POA0836	USA	17
POA0836	VNM	14
POA0836	ZAF	24
POA0836	ZWE	26
POA0837		119
POA0837	AUS	324
POA0837	DEU	3
POA0837	GBR	11
POA0837	IRL	5
POA0837	NLD	6
POA0837	PHL	4
POA0837	USA	5
POA0838		146
POA0838	AUS	620
POA0838	DEU	5
POA0838	GBR	30
POA0838	IND	4
POA0838	KHM	8
POA0838	MYS	5
POA0838	NLD	4
POA0838	NZL	13
POA0838	PHL	5
POA0838	THA	8
POA0838	USA	5
POA0838	VNM	13
POA0838	ZAF	10
POA0839		103
POA0839	AUS	292
POA0839	BGD	4
POA0839	CHN	5
POA0839	DEU	3
POA0839	GBR	11
POA0839	IDN	9
POA0839	IND	27
POA0839	KOR	3
POA0839	LKA	4
POA0839	NPL	3
POA0839	NZL	3
POA0839	PHL	13
POA0839	SGP	5
POA0839	THA	5
POA0839	ZAF	3
POA0840		81
POA0840	AUS	327
POA0840	GBR	22
POA0840	NLD	3
POA0840	NZL	11
POA0840	PHL	6
POA0841		115
POA0841	AUS	438
POA0841	DEU	4
POA0841	GBR	21
POA0841	NLD	3
POA0841	NZL	18
POA0841	PHL	5
POA0841	THA	4
POA0841	VNM	5
POA0845		108
POA0845	AUS	244
POA0845	GBR	13
POA0845	IND	4
POA0845	NPL	4
POA0845	NZL	5
POA0845	PHL	4
POA0845	PNG	4
POA0846		78
POA0846	AUS	208
POA0846	GBR	7
POA0846	NZL	9
POA0846	PHL	4
POA0847		44
POA0847	AUS	233
POA0847	CHN	4
POA0847	DEU	3
POA0847	FRA	5
POA0847	IDN	7
POA0847	IND	4
POA0847	NZL	13
POA0850		1216
POA0850	AUS	5480
POA0850	BGD	9
POA0850	CAN	6
POA0850	CHN	21
POA0850	DEU	26
POA0850	FJI	31
POA0850	FRA	9
POA0850	GBR	134
POA0850	GRC	3
POA0850	HRV	5
POA0850	IDN	12
POA0850	IND	113
POA0850	IRL	13
POA0850	IRQ	13
POA0850	ITA	19
POA0850	JPN	4
POA0850	LKA	35
POA0850	MUS	4
POA0850	MYS	8
POA0850	NLD	12
POA0850	NPL	155
POA0850	NZL	132
POA0850	PAK	11
POA0850	PHL	239
POA0850	PNG	9
POA0850	POL	3
POA0850	THA	20
POA0850	TWN	10
POA0850	USA	19
POA0850	VNM	25
POA0850	WSM	6
POA0850	ZAF	35
POA0850	ZWE	22
POA0852		1145
POA0852	AUS	7295
POA0852	CHL	9
POA0852	CHN	5
POA0852	DEU	14
POA0852	FJI	5
POA0852	FRA	16
POA0852	GBR	58
POA0852	IDN	6
POA0852	IRL	10
POA0852	ITA	8
POA0852	KHM	3
POA0852	KOR	3
POA0852	LKA	3
POA0852	MUS	4
POA0852	MYS	4
POA0852	NLD	7
POA0852	NZL	62
POA0852	PHL	20
POA0852	PNG	7
POA0852	THA	3
POA0852	USA	7
POA0852	VNM	3
POA0852	ZAF	17
POA0852	ZWE	3
POA0853		69
POA0853	AUS	724
POA0853	GBR	8
POA0853	IND	6
POA0853	IRL	3
POA0853	KOR	4
POA0853	MYS	4
POA0853	NZL	13
POA0853	PHL	3
POA0853	ZAF	3
POA0854		62
POA0854	AUS	662
POA0854	CHN	3
POA0854	FJI	3
POA0854	GBR	7
POA0854	NZL	3
POA0860		325
POA0860	AFG	3
POA0860	AUS	2333
POA0860	BGD	13
POA0860	BIH	3
POA0860	CAN	3
POA0860	CHN	7
POA0860	DEU	7
POA0860	FJI	20
POA0860	FRA	6
POA0860	GBR	51
POA0860	GRC	5
POA0860	IDN	9
POA0860	IND	54
POA0860	IRL	4
POA0860	LKA	7
POA0860	MKD	3
POA0860	MYS	5
POA0860	NPL	28
POA0860	NZL	42
POA0860	PHL	64
POA0860	PNG	7
POA0860	THA	12
POA0860	ZAF	10
POA0860	ZWE	24
POA0862		65
POA0862	AUS	606
POA0862	GBR	10
POA0862	NPL	5
POA0862	NZL	15
POA0862	PHL	8
POA0870		1891
POA0870	AUS	13519
POA0870	BGD	32
POA0870	BIH	6
POA0870	BRA	30
POA0870	CAN	42
POA0870	CHL	12
POA0870	CHN	164
POA0870	DEU	81
POA0870	EGY	7
POA0870	FJI	85
POA0870	FRA	49
POA0870	GBR	572
POA0870	GRC	16
POA0870	HKG	35
POA0870	IDN	60
POA0870	IND	832
POA0870	IRL	65
POA0870	IRN	10
POA0870	ITA	62
POA0870	JPN	30
POA0870	KHM	16
POA0870	KOR	35
POA0870	LBN	9
POA0870	LKA	100
POA0870	MMR	9
POA0870	MUS	18
POA0870	MYS	37
POA0870	NLD	36
POA0870	NPL	203
POA0870	NZL	691
POA0870	PAK	58
POA0870	PHL	490
POA0870	PNG	56
POA0870	POL	21
POA0870	SGP	12
POA0870	THA	60
POA0870	TUR	4
POA0870	TWN	62
POA0870	USA	465
POA0870	VNM	69
POA0870	WSM	29
POA0870	ZAF	137
POA0870	ZWE	154
POA0872		992
POA0872	AUS	13145
POA0872	BGD	3
POA0872	CAN	7
POA0872	CHL	5
POA0872	CHN	20
POA0872	DEU	16
POA0872	FJI	7
POA0872	FRA	8
POA0872	GBR	83
POA0872	HKG	4
POA0872	IDN	12
POA0872	IND	22
POA0872	IRL	5
POA0872	ITA	8
POA0872	JPN	10
POA0872	KOR	4
POA0872	LKA	17
POA0872	MLT	3
POA0872	MYS	6
POA0872	NLD	4
POA0872	NPL	27
POA0872	NZL	104
POA0872	PHL	52
POA0872	PNG	15
POA0872	POL	3
POA0872	SGP	3
POA0872	THA	9
POA0872	TUR	3
POA0872	TWN	5
POA0872	USA	17
POA0872	VNM	11
POA0872	WSM	5
POA0872	ZAF	20
POA0872	ZWE	16
POA0873		353
POA0873	AUS	2049
POA0873	BRA	5
POA0873	CAN	4
POA0873	CHN	9
POA0873	DEU	11
POA0873	FJI	4
POA0873	FRA	4
POA0873	GBR	84
POA0873	IDN	6
POA0873	IND	27
POA0873	IRL	4
POA0873	ITA	8
POA0873	KOR	4
POA0873	LKA	14
POA0873	NLD	8
POA0873	NZL	51
POA0873	PAK	4
POA0873	PHL	31
POA0873	PNG	11
POA0873	THA	3
POA0873	TWN	3
POA0873	USA	38
POA0873	VNM	10
POA0873	ZAF	20
POA0873	ZWE	13
POA0874		46
POA0874	AUS	228
POA0874	CHN	3
POA0874	DEU	9
POA0874	FJI	7
POA0874	GBR	15
POA0874	IND	23
POA0874	ITA	3
POA0874	MMR	4
POA0874	MYS	3
POA0874	NZL	16
POA0874	PAK	3
POA0874	PHL	11
POA0874	USA	150
POA0874	VNM	5
POA0874	ZAF	3
POA0875		235
POA0875	AFG	4
POA0875	AUS	1812
POA0875	BGD	5
POA0875	CAN	3
POA0875	CHN	10
POA0875	DEU	10
POA0875	FJI	5
POA0875	FRA	4
POA0875	GBR	52
POA0875	HKG	6
POA0875	IDN	8
POA0875	IND	82
POA0875	IRL	6
POA0875	JPN	3
POA0875	LKA	10
POA0875	MUS	4
POA0875	NLD	4
POA0875	NPL	12
POA0875	NZL	70
POA0875	PHL	52
POA0875	PNG	5
POA0875	POL	4
POA0875	TWN	3
POA0875	USA	36
POA0875	WSM	5
POA0875	ZAF	10
POA0875	ZWE	13
POA0880		834
POA0880	AUS	3644
POA0880	BRA	11
POA0880	CAN	5
POA0880	CHN	8
POA0880	DEU	6
POA0880	FJI	22
POA0880	GBR	73
POA0880	HKG	6
POA0880	IDN	5
POA0880	IND	24
POA0880	IRL	3
POA0880	IRQ	9
POA0880	KHM	5
POA0880	LKA	4
POA0880	MYS	15
POA0880	NLD	4
POA0880	NPL	5
POA0880	NZL	116
POA0880	PAK	3
POA0880	PHL	48
POA0880	PNG	20
POA0880	SGP	4
POA0880	THA	11
POA0880	USA	8
POA0880	ZAF	26
POA0880	ZWE	14
POA0885		147
POA0885	AUS	508
POA0885	CAN	3
POA0885	GBR	11
POA0885	IND	4
POA0885	ITA	6
POA0885	MMR	3
POA0885	NZL	29
POA0885	PHL	12
POA0885	PNG	4
POA0885	ZAF	12
POA0886		115
POA0886	AUS	533
POA0886	CHN	4
POA0886	DEU	3
POA0886	GBR	16
POA0886	IND	3
POA0886	IRL	6
POA0886	LKA	4
POA0886	MUS	3
POA0886	NZL	27
POA0886	PAK	3
POA0886	PHL	14
POA0886	PNG	3
POA0886	THA	9
POA0886	ZAF	5
POA2000		3525
POA2000	AFG	42
POA2000	AUS	6229
POA2000	BGD	48
POA2000	BIH	6
POA2000	BRA	244
POA2000	CAN	90
POA2000	CHL	60
POA2000	CHN	3540
POA2000	DEU	93
POA2000	EGY	34
POA2000	FJI	43
POA2000	FRA	163
POA2000	GBR	791
POA2000	GRC	25
POA2000	HKG	548
POA2000	HRV	11
POA2000	IDN	3098
POA2000	IND	819
POA2000	IRL	103
POA2000	IRN	126
POA2000	IRQ	19
POA2000	ITA	189
POA2000	JPN	390
POA2000	KHM	27
POA2000	KOR	770
POA2000	LBN	57
POA2000	LKA	47
POA2000	MKD	11
POA2000	MLT	4
POA2000	MMR	53
POA2000	MUS	24
POA2000	MYS	650
POA2000	NLD	40
POA2000	NPL	98
POA2000	NZL	409
POA2000	PAK	59
POA2000	PHL	388
POA2000	PNG	11
POA2000	POL	54
POA2000	SGP	157
POA2000	THA	3527
POA2000	TUR	73
POA2000	TWN	337
POA2000	USA	273
POA2000	VNM	485
POA2000	WSM	3
POA2000	ZAF	132
POA2000	ZWE	17
POA2007		1067
POA2007	AUS	1981
POA2007	BGD	29
POA2007	BIH	4
POA2007	BRA	85
POA2007	CAN	21
POA2007	CHL	16
POA2007	CHN	1247
POA2007	DEU	32
POA2007	EGY	10
POA2007	FJI	8
POA2007	FRA	46
POA2007	GBR	167
POA2007	GRC	3
POA2007	HKG	143
POA2007	HRV	6
POA2007	IDN	295
POA2007	IND	324
POA2007	IRL	21
POA2007	IRN	50
POA2007	IRQ	6
POA2007	ITA	71
POA2007	JPN	95
POA2007	KHM	20
POA2007	KOR	124
POA2007	LBN	10
POA2007	LKA	24
POA2007	MMR	32
POA2007	MUS	6
POA2007	MYS	184
POA2007	NLD	13
POA2007	NPL	24
POA2007	NZL	117
POA2007	PAK	31
POA2007	PHL	116
POA2007	PNG	6
POA2007	POL	20
POA2007	SGP	46
POA2007	THA	529
POA2007	TUR	55
POA2007	TWN	111
POA2007	USA	68
POA2007	VNM	130
POA2007	ZAF	25
POA2007	ZWE	3
POA2008		1280
POA2008	AUS	3717
POA2008	BGD	33
POA2008	BIH	5
POA2008	BRA	66
POA2008	CAN	57
POA2008	CHL	29
POA2008	CHN	1772
POA2008	DEU	42
POA2008	EGY	9
POA2008	FJI	15
POA2008	FRA	59
POA2008	GBR	324
POA2008	GRC	13
POA2008	HKG	266
POA2008	HRV	6
POA2008	IDN	469
POA2008	IND	238
POA2008	IRL	21
POA2008	IRN	49
POA2008	IRQ	5
POA2008	ITA	52
POA2008	JPN	86
POA2008	KHM	12
POA2008	KOR	157
POA2008	LBN	12
POA2008	LKA	42
POA2008	MKD	3
POA2008	MMR	32
POA2008	MUS	6
POA2008	MYS	215
POA2008	NLD	22
POA2008	NPL	23
POA2008	NZL	268
POA2008	PAK	23
POA2008	PHL	117
POA2008	PNG	11
POA2008	POL	17
POA2008	SGP	106
POA2008	THA	265
POA2008	TUR	20
POA2008	TWN	109
POA2008	USA	122
POA2008	VNM	155
POA2008	ZAF	39
POA2008	ZWE	11
POA2009		1858
POA2009	AUS	5147
POA2009	BGD	7
POA2009	BIH	15
POA2009	BRA	222
POA2009	CAN	48
POA2009	CHL	54
POA2009	CHN	781
POA2009	DEU	65
POA2009	EGY	22
POA2009	FJI	38
POA2009	FRA	112
POA2009	GBR	599
POA2009	GRC	14
POA2009	HKG	204
POA2009	HRV	18
POA2009	IDN	263
POA2009	IND	510
POA2009	IRL	89
POA2009	IRN	81
POA2009	IRQ	8
POA2009	ITA	184
POA2009	JPN	143
POA2009	KHM	16
POA2009	KOR	198
POA2009	LBN	25
POA2009	LKA	36
POA2009	MKD	16
POA2009	MLT	12
POA2009	MMR	15
POA2009	MUS	6
POA2009	MYS	237
POA2009	NLD	24
POA2009	NPL	23
POA2009	NZL	283
POA2009	PAK	34
POA2009	PHL	199
POA2009	PNG	11
POA2009	POL	49
POA2009	SGP	89
POA2009	THA	318
POA2009	TUR	43
POA2009	TWN	65
POA2009	USA	165
POA2009	VNM	179
POA2009	WSM	3
POA2009	ZAF	86
POA2009	ZWE	16
POA2010		3394
POA2010	AFG	3
POA2010	AUS	13315
POA2010	BGD	43
POA2010	BIH	13
POA2010	BRA	237
POA2010	CAN	175
POA2010	CHL	89
POA2010	CHN	690
POA2010	DEU	190
POA2010	EGY	23
POA2010	FJI	52
POA2010	FRA	323
POA2010	GBR	1916
POA2010	GRC	72
POA2010	HKG	201
POA2010	HRV	37
POA2010	IDN	311
POA2010	IND	277
POA2010	IRL	244
POA2010	IRN	73
POA2010	IRQ	19
POA2010	ITA	251
POA2010	JPN	188
POA2010	KHM	19
POA2010	KOR	166
POA2010	LBN	41
POA2010	LKA	59
POA2010	MKD	22
POA2010	MLT	32
POA2010	MMR	19
POA2010	MUS	24
POA2010	MYS	264
POA2010	NLD	92
POA2010	NPL	79
POA2010	NZL	963
POA2010	PAK	28
POA2010	PHL	315
POA2010	PNG	32
POA2010	POL	101
POA2010	SGP	130
POA2010	THA	696
POA2010	TUR	74
POA2010	TWN	99
POA2010	USA	538
POA2010	VNM	242
POA2010	WSM	4
POA2010	ZAF	274
POA2010	ZWE	21
POA2011		2759
POA2011	AUS	9793
POA2011	BGD	9
POA2011	BIH	18
POA2011	BRA	228
POA2011	CAN	129
POA2011	CHL	81
POA2011	CHN	230
POA2011	DEU	177
POA2011	EGY	21
POA2011	FJI	46
POA2011	FRA	222
POA2011	GBR	1202
POA2011	GRC	29
POA2011	HKG	79
POA2011	HRV	21
POA2011	IDN	87
POA2011	IND	163
POA2011	IRL	142
POA2011	IRN	64
POA2011	IRQ	3
POA2011	ITA	161
POA2011	JPN	117
POA2011	KHM	6
POA2011	KOR	74
POA2011	LBN	27
POA2011	LKA	32
POA2011	MKD	15
POA2011	MLT	6
POA2011	MMR	4
POA2011	MUS	16
POA2011	MYS	127
POA2011	NLD	52
POA2011	NPL	45
POA2011	NZL	716
POA2011	PAK	23
POA2011	PHL	160
POA2011	PNG	14
POA2011	POL	83
POA2011	SGP	81
POA2011	THA	162
POA2011	TUR	61
POA2011	TWN	44
POA2011	USA	345
POA2011	VNM	100
POA2011	ZAF	179
POA2011	ZWE	16
POA2015		1164
POA2015	AUS	6820
POA2015	BGD	10
POA2015	BIH	10
POA2015	BRA	99
POA2015	CAN	66
POA2015	CHL	19
POA2015	CHN	297
POA2015	DEU	40
POA2015	EGY	5
POA2015	FJI	32
POA2015	FRA	77
POA2015	GBR	659
POA2015	GRC	17
POA2015	HKG	106
POA2015	HRV	6
POA2015	IDN	160
POA2015	IND	124
POA2015	IRL	120
POA2015	IRN	25
POA2015	IRQ	9
POA2015	ITA	74
POA2015	JPN	43
POA2015	KHM	6
POA2015	KOR	58
POA2015	LBN	12
POA2015	LKA	33
POA2015	MKD	11
POA2015	MLT	3
POA2015	MMR	9
POA2015	MUS	10
POA2015	MYS	108
POA2015	NLD	25
POA2015	NPL	11
POA2015	NZL	367
POA2015	PAK	15
POA2015	PHL	127
POA2015	PNG	9
POA2015	POL	37
POA2015	SGP	74
POA2015	THA	103
POA2015	TUR	21
POA2015	TWN	36
POA2015	USA	148
POA2015	VNM	106
POA2015	ZAF	109
POA2015	ZWE	8
POA2016		1920
POA2016	AFG	3
POA2016	AUS	6792
POA2016	BGD	30
POA2016	BIH	19
POA2016	BRA	109
POA2016	CAN	83
POA2016	CHL	61
POA2016	CHN	559
POA2016	DEU	85
POA2016	EGY	13
POA2016	FJI	32
POA2016	FRA	113
POA2016	GBR	709
POA2016	GRC	89
POA2016	HKG	101
POA2016	HRV	28
POA2016	IDN	107
POA2016	IND	187
POA2016	IRL	117
POA2016	IRN	25
POA2016	IRQ	12
POA2016	ITA	75
POA2016	JPN	85
POA2016	KHM	10
POA2016	KOR	98
POA2016	LBN	80
POA2016	LKA	34
POA2016	MKD	9
POA2016	MLT	13
POA2016	MMR	16
POA2016	MUS	9
POA2016	MYS	117
POA2016	NLD	38
POA2016	NPL	44
POA2016	NZL	388
POA2016	PAK	25
POA2016	PHL	122
POA2016	PNG	5
POA2016	POL	37
POA2016	SGP	53
POA2016	THA	159
POA2016	TUR	49
POA2016	TWN	31
POA2016	USA	179
POA2016	VNM	109
POA2016	WSM	3
POA2016	ZAF	105
POA2016	ZWE	7
POA2017		4538
POA2017	AFG	12
POA2017	AUS	10169
POA2017	BGD	53
POA2017	BIH	21
POA2017	BRA	544
POA2017	CAN	142
POA2017	CHL	82
POA2017	CHN	4474
POA2017	DEU	150
POA2017	EGY	46
POA2017	FJI	78
POA2017	FRA	180
POA2017	GBR	1787
POA2017	GRC	54
POA2017	HKG	417
POA2017	HRV	30
POA2017	IDN	535
POA2017	IND	509
POA2017	IRL	808
POA2017	IRN	203
POA2017	IRQ	27
POA2017	ITA	267
POA2017	JPN	140
POA2017	KHM	23
POA2017	KOR	338
POA2017	LBN	50
POA2017	LKA	51
POA2017	MKD	17
POA2017	MLT	13
POA2017	MMR	51
POA2017	MUS	29
POA2017	MYS	369
POA2017	NLD	52
POA2017	NPL	33
POA2017	NZL	675
POA2017	PAK	49
POA2017	PHL	334
POA2017	PNG	11
POA2017	POL	127
POA2017	SGP	175
POA2017	THA	242
POA2017	TUR	67
POA2017	TWN	218
POA2017	USA	243
POA2017	VNM	297
POA2017	WSM	4
POA2017	ZAF	220
POA2017	ZWE	29
POA2018		2734
POA2018	AFG	18
POA2018	AUS	8635
POA2018	BGD	475
POA2018	BIH	42
POA2018	BRA	225
POA2018	CAN	41
POA2018	CHL	92
POA2018	CHN	1658
POA2018	DEU	63
POA2018	EGY	114
POA2018	FJI	64
POA2018	FRA	60
POA2018	GBR	679
POA2018	GRC	532
POA2018	HKG	193
POA2018	HRV	41
POA2018	IDN	579
POA2018	IND	358
POA2018	IRL	397
POA2018	IRN	107
POA2018	IRQ	142
POA2018	ITA	207
POA2018	JPN	61
POA2018	KHM	13
POA2018	KOR	127
POA2018	LBN	87
POA2018	LKA	50
POA2018	MKD	22
POA2018	MLT	43
POA2018	MMR	8
POA2018	MUS	17
