POA_CODE_2021	Age5yr	Indigenous	Sex	persons
POA2793	50-54	0	F	26
POA2793	50-54	0	M	44
POA2793	50-54	1	M	4
POA2793	55-59		F	5
POA2793	55-59		M	4
POA2793	55-59	0	F	41
POA2793	55-59	0	M	43
POA2793	55-59	1	M	4
POA2793	60-64		F	4
POA2793	60-64		M	10
POA2793	60-64	0	F	44
POA2793	60-64	0	M	44
POA2793	60-64	1	M	4
POA2793	65+		F	16
POA2793	65+		M	27
POA2793	65+	0	F	130
POA2793	65+	0	M	168
POA2793	65+	1	F	6
POA2794	0-4		F	17
POA2794	0-4		M	17
POA2794	0-4	0	F	207
POA2794	0-4	0	M	225
POA2794	0-4	1	F	63
POA2794	0-4	1	M	53
POA2794	5-9		F	39
POA2794	5-9		M	26
POA2794	5-9	0	F	219
POA2794	5-9	0	M	235
POA2794	5-9	1	F	55
POA2794	5-9	1	M	74
POA2794	10-14		F	20
POA2794	10-14		M	24
POA2794	10-14	0	F	222
POA2794	10-14	0	M	239
POA2794	10-14	1	F	65
POA2794	10-14	1	M	52
POA2794	15-19		F	22
POA2794	15-19		M	27
POA2794	15-19	0	F	216
POA2794	15-19	0	M	243
POA2794	15-19	1	F	47
POA2794	15-19	1	M	53
POA2794	20-24		F	20
POA2794	20-24		M	42
POA2794	20-24	0	F	205
POA2794	20-24	0	M	220
POA2794	20-24	1	F	35
POA2794	20-24	1	M	41
POA2794	25-29		F	22
POA2794	25-29		M	20
POA2794	25-29	0	F	255
POA2794	25-29	0	M	220
POA2794	25-29	1	F	37
POA2794	25-29	1	M	31
POA2794	30-34		F	27
POA2794	30-34		M	27
POA2794	30-34	0	F	206
POA2794	30-34	0	M	206
POA2794	30-34	1	F	30
POA2794	30-34	1	M	15
POA2794	35-39		F	19
POA2794	35-39		M	22
POA2794	35-39	0	F	223
POA2794	35-39	0	M	196
POA2794	35-39	1	F	19
POA2794	35-39	1	M	16
POA2794	40-44		F	15
POA2794	40-44		M	21
POA2794	40-44	0	F	204
POA2794	40-44	0	M	221
POA2794	40-44	1	F	22
POA2794	40-44	1	M	24
POA2794	45-49		F	20
POA2794	45-49		M	23
POA2794	45-49	0	F	267
POA2794	45-49	0	M	243
POA2794	45-49	1	F	24
POA2794	45-49	1	M	19
POA2794	50-54		F	17
POA2794	50-54		M	27
POA2794	50-54	0	F	292
POA2794	50-54	0	M	264
POA2794	50-54	1	F	26
POA2794	50-54	1	M	31
POA2794	55-59		F	16
POA2794	55-59		M	26
POA2794	55-59	0	F	315
POA2794	55-59	0	M	308
POA2794	55-59	1	F	20
POA2794	55-59	1	M	33
POA2794	60-64		F	15
POA2794	60-64		M	17
POA2794	60-64	0	F	326
POA2794	60-64	0	M	299
POA2794	60-64	1	F	15
POA2794	60-64	1	M	18
POA2794	65+		F	64
POA2794	65+		M	61
POA2794	65+	0	F	1348
POA2794	65+	0	M	1167
POA2794	65+	1	F	42
POA2794	65+	1	M	39
POA2795	0-4		F	52
POA2795	0-4		M	58
POA2795	0-4	0	F	1003
POA2795	0-4	0	M	1063
POA2795	0-4	1	F	184
POA2795	0-4	1	M	198
POA2795	5-9		F	70
POA2795	5-9		M	86
POA2795	5-9	0	F	1123
POA2795	5-9	0	M	1210
POA2795	5-9	1	F	174
POA2795	5-9	1	M	189
POA2795	10-14		F	76
POA2795	10-14		M	84
POA2795	10-14	0	F	1247
POA2795	10-14	0	M	1306
POA2795	10-14	1	F	182
POA2795	10-14	1	M	165
POA2795	15-19		F	59
POA2795	15-19		M	76
POA2795	15-19	0	F	1221
POA2795	15-19	0	M	1321
POA2795	15-19	1	F	147
POA2795	15-19	1	M	156
POA2795	20-24		F	80
POA2795	20-24		M	92
POA2795	20-24	0	F	1184
POA2795	20-24	0	M	1261
POA2795	20-24	1	F	131
POA2795	20-24	1	M	194
POA2795	25-29		F	65
POA2795	25-29		M	68
POA2795	25-29	0	F	1178
POA2795	25-29	0	M	1232
POA2795	25-29	1	F	114
POA2795	25-29	1	M	156
POA2795	30-34		F	59
POA2795	30-34		M	67
POA2795	30-34	0	F	1287
POA2795	30-34	0	M	1335
POA2795	30-34	1	F	107
POA2795	30-34	1	M	142
POA2795	35-39		F	49
POA2795	35-39		M	71
POA2795	35-39	0	F	1174
POA2795	35-39	0	M	1263
POA2795	35-39	1	F	78
POA2795	35-39	1	M	94
POA2795	40-44		F	70
POA2795	40-44		M	72
POA2795	40-44	0	F	1121
POA2795	40-44	0	M	1106
POA2795	40-44	1	F	82
POA2795	40-44	1	M	90
POA2795	45-49		F	82
POA2795	45-49		M	60
POA2795	45-49	0	F	1261
POA2795	45-49	0	M	1208
POA2795	45-49	1	F	82
POA2795	45-49	1	M	85
POA2795	50-54		F	83
POA2795	50-54		M	77
POA2795	50-54	0	F	1314
POA2795	50-54	0	M	1240
POA2795	50-54	1	F	73
POA2795	50-54	1	M	68
POA2795	55-59		F	64
POA2795	55-59		M	72
POA2795	55-59	0	F	1303
POA2795	55-59	0	M	1268
POA2795	55-59	1	F	51
POA2795	55-59	1	M	29
POA2795	60-64		F	75
POA2795	60-64		M	77
POA2795	60-64	0	F	1284
POA2795	60-64	0	M	1253
POA2795	60-64	1	F	47
POA2795	60-64	1	M	34
POA2795	65+		F	219
POA2795	65+		M	222
POA2795	65+	0	F	4093
POA2795	65+	0	M	3720
POA2795	65+	1	F	79
POA2795	65+	1	M	74
POA2797	0-4	0	F	12
POA2797	0-4	0	M	10
POA2797	5-9		F	3
POA2797	5-9		M	4
POA2797	5-9	0	F	16
POA2797	5-9	0	M	11
POA2797	5-9	1	F	4
POA2797	5-9	1	M	3
POA2797	10-14		M	4
POA2797	10-14	0	F	18
POA2797	10-14	0	M	5
POA2797	10-14	1	M	3
POA2797	15-19	0	F	6
POA2797	15-19	0	M	6
POA2797	25-29	0	F	5
POA2797	25-29	0	M	8
POA2797	25-29	1	M	6
POA2797	30-34	0	F	8
POA2797	30-34	0	M	3
POA2797	35-39	0	F	13
POA2797	35-39	0	M	11
POA2797	40-44		F	3
POA2797	40-44	0	F	8
POA2797	40-44	0	M	14
POA2797	45-49	0	F	3
POA2797	45-49	0	M	11
POA2797	50-54		F	3
POA2797	50-54		M	4
POA2797	50-54	0	F	15
POA2797	50-54	0	M	14
POA2797	55-59	0	F	11
POA2797	55-59	0	M	13
POA2797	60-64	0	F	15
POA2797	60-64	0	M	18
POA2797	65+		F	11
POA2797	65+		M	5
POA2797	65+	0	F	41
POA2797	65+	0	M	36
POA2798	0-4		F	3
POA2798	0-4		M	3
POA2798	0-4	0	F	51
POA2798	0-4	0	M	39
POA2798	0-4	1	F	5
POA2798	0-4	1	M	6
POA2798	5-9		F	11
POA2798	5-9		M	13
POA2798	5-9	0	F	76
POA2798	5-9	0	M	62
POA2798	5-9	1	F	3
POA2798	10-14		F	6
POA2798	10-14		M	8
POA2798	10-14	0	F	85
POA2798	10-14	0	M	99
POA2798	10-14	1	F	6
POA2798	10-14	1	M	6
POA2798	15-19		F	8
POA2798	15-19		M	8
POA2798	15-19	0	F	56
POA2798	15-19	0	M	69
POA2798	15-19	1	F	3
POA2798	15-19	1	M	13
POA2798	20-24		M	4
POA2798	20-24	0	F	21
POA2798	20-24	0	M	24
POA2798	20-24	1	F	3
POA2798	20-24	1	M	3
POA2798	25-29	0	F	29
POA2798	25-29	0	M	26
POA2798	30-34		F	4
POA2798	30-34	0	F	43
POA2798	30-34	0	M	40
POA2798	30-34	1	F	7
POA2798	35-39		F	4
POA2798	35-39		M	9
POA2798	35-39	0	F	55
POA2798	35-39	0	M	43
POA2798	35-39	1	M	4
POA2798	40-44		F	7
POA2798	40-44		M	3
POA2798	40-44	0	F	82
POA2798	40-44	0	M	60
POA2798	40-44	1	F	4
POA2798	45-49		F	3
POA2798	45-49		M	9
POA2798	45-49	0	F	75
POA2798	45-49	0	M	74
POA2798	45-49	1	F	3
POA2798	45-49	1	M	5
POA2798	50-54		F	6
POA2798	50-54		M	8
POA2798	50-54	0	F	79
POA2798	50-54	0	M	73
POA2798	50-54	1	M	3
POA2798	55-59		F	3
POA2798	55-59		M	4
POA2798	55-59	0	F	62
POA2798	55-59	0	M	56
POA2798	55-59	1	F	6
POA2798	60-64		F	10
POA2798	60-64		M	11
POA2798	60-64	0	F	80
POA2798	60-64	0	M	75
POA2798	60-64	1	F	6
POA2798	65+		F	20
POA2798	65+		M	15
POA2798	65+	0	F	183
POA2798	65+	0	M	201
POA2798	65+	1	M	7
POA2799	0-4		F	3
POA2799	0-4	0	F	120
POA2799	0-4	0	M	126
POA2799	0-4	1	F	15
POA2799	0-4	1	M	22
POA2799	5-9		F	4
POA2799	5-9		M	9
POA2799	5-9	0	F	115
POA2799	5-9	0	M	118
POA2799	5-9	1	F	22
POA2799	5-9	1	M	16
POA2799	10-14		F	3
POA2799	10-14		M	3
POA2799	10-14	0	F	123
POA2799	10-14	0	M	119
POA2799	10-14	1	F	14
POA2799	10-14	1	M	20
POA2799	15-19		F	5
POA2799	15-19		M	5
POA2799	15-19	0	F	104
POA2799	15-19	0	M	109
POA2799	15-19	1	F	15
POA2799	15-19	1	M	6
POA2799	20-24		F	7
POA2799	20-24	0	F	90
POA2799	20-24	0	M	95
POA2799	20-24	1	F	11
POA2799	20-24	1	M	11
POA2799	25-29		F	4
POA2799	25-29		M	5
POA2799	25-29	0	F	116
POA2799	25-29	0	M	97
POA2799	25-29	1	F	10
POA2799	25-29	1	M	10
POA2799	30-34		F	4
POA2799	30-34	0	F	139
POA2799	30-34	0	M	113
POA2799	30-34	1	F	11
POA2799	30-34	1	M	9
POA2799	35-39		F	4
POA2799	35-39		M	7
POA2799	35-39	0	F	112
POA2799	35-39	0	M	104
POA2799	35-39	1	F	7
POA2799	35-39	1	M	10
POA2799	40-44		F	6
POA2799	40-44		M	3
POA2799	40-44	0	F	78
POA2799	40-44	0	M	87
POA2799	40-44	1	F	7
POA2799	40-44	1	M	3
POA2799	45-49		F	3
POA2799	45-49		M	4
POA2799	45-49	0	F	115
POA2799	45-49	0	M	85
POA2799	45-49	1	F	4
POA2799	50-54		F	11
POA2799	50-54		M	5
POA2799	50-54	0	F	137
POA2799	50-54	0	M	107
POA2799	50-54	1	F	7
POA2799	50-54	1	M	7
POA2799	55-59		F	3
POA2799	55-59		M	10
POA2799	55-59	0	F	138
POA2799	55-59	0	M	128
POA2799	55-59	1	F	5
POA2799	55-59	1	M	14
POA2799	60-64		F	11
POA2799	60-64		M	11
POA2799	60-64	0	F	151
POA2799	60-64	0	M	138
POA2799	60-64	1	F	3
POA2799	60-64	1	M	3
POA2799	65+		F	12
POA2799	65+		M	21
POA2799	65+	0	F	385
POA2799	65+	0	M	386
POA2799	65+	1	F	3
POA2799	65+	1	M	5
POA2800	0-4		F	88
POA2800	0-4		M	76
POA2800	0-4	0	F	1252
POA2800	0-4	0	M	1497
POA2800	0-4	1	F	190
POA2800	0-4	1	M	213
POA2800	5-9		F	96
POA2800	5-9		M	76
POA2800	5-9	0	F	1358
POA2800	5-9	0	M	1506
POA2800	5-9	1	F	208
POA2800	5-9	1	M	222
POA2800	10-14		F	88
POA2800	10-14		M	85
POA2800	10-14	0	F	1461
POA2800	10-14	0	M	1516
POA2800	10-14	1	F	217
POA2800	10-14	1	M	248
POA2800	15-19		F	67
POA2800	15-19		M	62
POA2800	15-19	0	F	1194
POA2800	15-19	0	M	1327
POA2800	15-19	1	F	194
POA2800	15-19	1	M	180
POA2800	20-24		F	67
POA2800	20-24		M	92
POA2800	20-24	0	F	1086
POA2800	20-24	0	M	1061
POA2800	20-24	1	F	149
POA2800	20-24	1	M	169
POA2800	25-29		F	93
POA2800	25-29		M	72
POA2800	25-29	0	F	1412
POA2800	25-29	0	M	1223
POA2800	25-29	1	F	148
POA2800	25-29	1	M	116
POA2800	30-34		F	79
POA2800	30-34		M	86
POA2800	30-34	0	F	1472
POA2800	30-34	0	M	1356
POA2800	30-34	1	F	115
POA2800	30-34	1	M	101
POA2800	35-39		F	90
POA2800	35-39		M	78
POA2800	35-39	0	F	1517
POA2800	35-39	0	M	1366
POA2800	35-39	1	F	100
POA2800	35-39	1	M	84
POA2800	40-44		F	68
POA2800	40-44		M	78
POA2800	40-44	0	F	1321
POA2800	40-44	0	M	1192
POA2800	40-44	1	F	76
POA2800	40-44	1	M	72
POA2800	45-49		F	68
POA2800	45-49		M	83
POA2800	45-49	0	F	1387
POA2800	45-49	0	M	1336
POA2800	45-49	1	F	73
POA2800	45-49	1	M	83
POA2800	50-54		F	64
POA2800	50-54		M	66
POA2800	50-54	0	F	1309
POA2800	50-54	0	M	1227
POA2800	50-54	1	F	94
POA2800	50-54	1	M	75
POA2800	55-59		F	64
POA2800	55-59		M	74
POA2800	55-59	0	F	1311
POA2800	55-59	0	M	1173
POA2800	55-59	1	F	69
POA2800	55-59	1	M	61
POA2800	60-64		F	50
POA2800	60-64		M	62
POA2800	60-64	0	F	1310
POA2800	60-64	0	M	1198
POA2800	60-64	1	F	47
POA2800	60-64	1	M	45
POA2800	65+		F	281
POA2800	65+		M	235
POA2800	65+	0	F	4288
POA2800	65+	0	M	3639
POA2800	65+	1	F	89
POA2800	65+	1	M	62
POA2803	0-4	0	F	5
POA2803	0-4	0	M	8
POA2803	5-9	0	F	3
POA2803	5-9	0	M	7
POA2803	5-9	1	M	6
POA2803	10-14	0	M	11
POA2803	15-19	1	M	3
POA2803	20-24	0	F	4
POA2803	20-24	0	M	3
POA2803	25-29	0	F	3
POA2803	25-29	0	M	5
POA2803	30-34	0	F	3
POA2803	30-34	0	M	9
POA2803	35-39	0	F	3
POA2803	35-39	0	M	7
POA2803	40-44	0	F	6
POA2803	40-44	0	M	8
POA2803	45-49	0	F	5
POA2803	45-49	0	M	3
POA2803	50-54	0	F	13
POA2803	50-54	0	M	6
POA2803	55-59		F	3
POA2803	55-59	0	F	11
POA2803	55-59	0	M	9
POA2803	60-64	0	F	15
POA2803	60-64	0	M	15
POA2803	65+	0	F	37
POA2803	65+	0	M	47
POA2804	0-4		F	9
POA2804	0-4		M	3
POA2804	0-4	0	F	58
POA2804	0-4	0	M	50
POA2804	0-4	1	F	9
POA2804	5-9		F	13
POA2804	5-9		M	3
POA2804	5-9	0	F	64
POA2804	5-9	0	M	59
POA2804	5-9	1	F	9
POA2804	5-9	1	M	4
POA2804	10-14		F	9
POA2804	10-14		M	5
POA2804	10-14	0	F	86
POA2804	10-14	0	M	75
POA2804	10-14	1	F	14
POA2804	10-14	1	M	11
POA2804	15-19		F	5
POA2804	15-19		M	13
POA2804	15-19	0	F	58
POA2804	15-19	0	M	76
POA2804	15-19	1	F	7
POA2804	15-19	1	M	11
POA2804	20-24		F	7
POA2804	20-24		M	10
POA2804	20-24	0	F	42
POA2804	20-24	0	M	57
POA2804	25-29		F	3
POA2804	25-29		M	4
POA2804	25-29	0	F	54
POA2804	25-29	0	M	52
POA2804	25-29	1	F	10
POA2804	25-29	1	M	7
POA2804	30-34		F	10
POA2804	30-34		M	6
POA2804	30-34	0	F	52
POA2804	30-34	0	M	48
POA2804	30-34	1	F	7
POA2804	35-39		F	6
POA2804	35-39		M	3
POA2804	35-39	0	F	76
POA2804	35-39	0	M	44
POA2804	35-39	1	F	3
POA2804	40-44		F	6
POA2804	40-44		M	3
POA2804	40-44	0	F	63
POA2804	40-44	0	M	54
POA2804	45-49		F	11
POA2804	45-49		M	12
POA2804	45-49	0	F	73
POA2804	45-49	0	M	72
POA2804	45-49	1	F	5
POA2804	45-49	1	M	3
POA2804	50-54		F	11
POA2804	50-54		M	9
POA2804	50-54	0	F	83
POA2804	50-54	0	M	69
POA2804	50-54	1	F	3
POA2804	55-59		F	7
POA2804	55-59		M	9
POA2804	55-59	0	F	99
POA2804	55-59	0	M	91
POA2804	55-59	1	F	3
POA2804	55-59	1	M	5
POA2804	60-64		F	9
POA2804	60-64		M	14
POA2804	60-64	0	F	94
POA2804	60-64	0	M	91
POA2804	65+		F	29
POA2804	65+		M	23
POA2804	65+	0	F	352
POA2804	65+	0	M	342
POA2804	65+	1	F	9
POA2804	65+	1	M	9
POA2805	0-4	0	M	10
POA2805	5-9	0	F	14
POA2805	5-9	0	M	11
POA2805	10-14	0	F	7
POA2805	10-14	0	M	12
POA2805	15-19	0	F	18
POA2805	15-19	0	M	14
POA2805	20-24	0	F	5
POA2805	20-24	0	M	9
POA2805	25-29	0	F	5
POA2805	25-29	0	M	9
POA2805	30-34	0	F	8
POA2805	30-34	0	M	3
POA2805	35-39	0	F	6
POA2805	35-39	0	M	8
POA2805	35-39	1	F	3
POA2805	40-44		M	3
POA2805	40-44	0	F	17
POA2805	40-44	0	M	14
POA2805	45-49	0	F	10
POA2805	45-49	0	M	8
POA2805	50-54		M	5
POA2805	50-54	0	F	21
POA2805	50-54	0	M	6
POA2805	55-59		F	6
POA2805	55-59	0	F	6
POA2805	55-59	0	M	14
POA2805	55-59	1	F	4
POA2805	60-64	0	F	5
POA2805	60-64	0	M	14
POA2805	65+		F	8
POA2805	65+		M	9
POA2805	65+	0	F	45
POA2805	65+	0	M	39
POA2806	0-4		F	4
POA2806	0-4		M	4
POA2806	0-4	0	F	15
POA2806	0-4	0	M	18
POA2806	0-4	1	F	7
POA2806	0-4	1	M	3
POA2806	5-9		F	3
POA2806	5-9		M	3
POA2806	5-9	0	F	9
POA2806	5-9	0	M	17
POA2806	5-9	1	M	4
POA2806	10-14		F	4
POA2806	10-14		M	7
POA2806	10-14	0	F	25
POA2806	10-14	0	M	18
POA2806	10-14	1	F	4
POA2806	10-14	1	M	4
POA2806	15-19		F	3
POA2806	15-19	0	F	15
POA2806	15-19	0	M	15
POA2806	15-19	1	M	3
POA2806	20-24		M	3
POA2806	20-24	0	F	12
POA2806	20-24	0	M	19
POA2806	20-24	1	F	5
POA2806	25-29	0	F	14
POA2806	25-29	0	M	11
POA2806	25-29	1	M	3
POA2806	30-34		F	6
POA2806	30-34		M	3
POA2806	30-34	0	F	13
POA2806	30-34	0	M	20
POA2806	30-34	1	F	5
POA2806	30-34	1	M	6
POA2806	35-39		F	5
POA2806	35-39		M	4
POA2806	35-39	0	F	13
POA2806	35-39	0	M	18
POA2806	35-39	1	F	3
POA2806	35-39	1	M	3
POA2806	40-44		M	6
POA2806	40-44	0	F	15
POA2806	40-44	0	M	18
POA2806	40-44	1	F	3
POA2806	45-49		M	4
POA2806	45-49	0	F	11
POA2806	45-49	0	M	13
POA2806	50-54		F	3
POA2806	50-54		M	3
POA2806	50-54	0	F	26
POA2806	50-54	0	M	18
POA2806	55-59		F	5
POA2806	55-59		M	7
POA2806	55-59	0	F	34
POA2806	55-59	0	M	28
POA2806	60-64		M	3
POA2806	60-64	0	F	29
POA2806	60-64	0	M	27
POA2806	60-64	1	F	3
POA2806	65+		F	11
POA2806	65+		M	16
POA2806	65+	0	F	92
POA2806	65+	0	M	118
POA2806	65+	1	F	7
POA2807	0-4	0	M	6
POA2807	0-4	1	M	4
POA2807	5-9		F	7
POA2807	5-9	0	F	7
POA2807	5-9	0	M	5
POA2807	5-9	1	M	4
POA2807	10-14		M	5
POA2807	10-14	0	F	6
POA2807	10-14	0	M	12
POA2807	15-19		M	4
POA2807	15-19	0	F	6
POA2807	15-19	0	M	7
POA2807	20-24		M	4
POA2807	20-24	0	F	13
POA2807	20-24	0	M	9
POA2807	25-29	0	F	4
POA2807	25-29	0	M	12
POA2807	25-29	1	F	9
POA2807	30-34	0	F	5
POA2807	30-34	0	M	5
POA2807	35-39		F	6
POA2807	35-39	0	F	8
POA2807	35-39	0	M	6
POA2807	40-44	0	F	11
POA2807	40-44	0	M	10
POA2807	45-49		M	3
POA2807	45-49	0	F	10
POA2807	45-49	0	M	11
POA2807	50-54	0	F	20
POA2807	50-54	0	M	17
POA2807	50-54	1	M	4
POA2807	55-59		M	6
POA2807	55-59	0	F	21
POA2807	55-59	0	M	24
POA2807	60-64	0	F	20
POA2807	60-64	0	M	13
POA2807	65+		F	3
POA2807	65+		M	7
POA2807	65+	0	F	40
POA2807	65+	0	M	61
POA2807	65+	1	F	3
POA2808	0-4	0	F	5
POA2808	0-4	0	M	3
POA2808	10-14	0	F	5
POA2808	10-14	0	M	4
POA2808	10-14	1	F	6
POA2808	15-19	0	M	3
POA2808	15-19	1	F	3
POA2808	20-24	0	M	7
POA2808	25-29	0	F	4
POA2808	30-34	0	F	3
POA2808	35-39	0	M	3
POA2808	45-49	0	F	7
POA2808	45-49	0	M	7
POA2808	45-49	1	M	3
POA2808	50-54	0	F	5
POA2808	50-54	0	M	6
POA2808	55-59	0	F	9
POA2808	55-59	0	M	3
POA2808	60-64	0	F	11
POA2808	60-64	0	M	13
POA2808	60-64	1	M	3
POA2808	65+		F	4
POA2808	65+		M	8
POA2808	65+	0	F	26
POA2808	65+	0	M	28
POA2809	0-4	0	F	3
POA2809	0-4	0	M	4
POA2809	5-9	0	F	5
POA2809	5-9	0	M	3
POA2809	10-14	0	F	4
POA2809	10-14	0	M	6
POA2809	10-14	1	M	4
POA2809	20-24	0	F	4
POA2809	20-24	0	M	3
POA2809	25-29	0	F	6
POA2809	25-29	0	M	3
POA2809	30-34	0	F	5
POA2809	30-34	0	M	7
POA2809	35-39	0	F	4
POA2809	35-39	0	M	4
POA2809	40-44	0	M	5
POA2809	45-49	0	F	3
POA2809	45-49	0	M	5
POA2809	50-54	0	F	11
POA2809	50-54	0	M	3
POA2809	55-59		F	6
POA2809	55-59		M	3
POA2809	55-59	0	F	6
POA2809	55-59	0	M	4
POA2809	55-59	1	M	3
POA2809	60-64	0	F	11
POA2809	60-64	0	M	14
POA2809	65+	0	F	22
POA2809	65+	0	M	25
POA2810	0-4		F	4
POA2810	0-4	0	F	61
POA2810	0-4	0	M	66
POA2810	0-4	1	F	8
POA2810	0-4	1	M	9
POA2810	5-9		F	6
POA2810	5-9		M	4
POA2810	5-9	0	F	68
POA2810	5-9	0	M	54
POA2810	5-9	1	F	6
POA2810	5-9	1	M	9
POA2810	10-14		F	4
POA2810	10-14		M	10
POA2810	10-14	0	F	71
POA2810	10-14	0	M	75
POA2810	10-14	1	F	6
POA2810	10-14	1	M	4
POA2810	15-19		F	3
POA2810	15-19		M	4
POA2810	15-19	0	F	64
POA2810	15-19	0	M	83
POA2810	15-19	1	F	6
POA2810	15-19	1	M	7
POA2810	20-24		F	3
POA2810	20-24		M	7
POA2810	20-24	0	F	48
POA2810	20-24	0	M	46
POA2810	20-24	1	F	5
POA2810	20-24	1	M	7
POA2810	25-29		F	4
POA2810	25-29		M	4
POA2810	25-29	0	F	53
POA2810	25-29	0	M	60
POA2810	25-29	1	M	5
POA2810	30-34		M	3
POA2810	30-34	0	F	58
POA2810	30-34	0	M	54
POA2810	30-34	1	F	4
POA2810	30-34	1	M	3
POA2810	35-39	0	F	45
POA2810	35-39	0	M	62
POA2810	35-39	1	F	8
POA2810	35-39	1	M	3
POA2810	40-44		F	5
POA2810	40-44		M	7
POA2810	40-44	0	F	67
POA2810	40-44	0	M	83
POA2810	40-44	1	F	5
POA2810	40-44	1	M	3
POA2810	45-49		F	3
POA2810	45-49		M	4
POA2810	45-49	0	F	86
POA2810	45-49	0	M	72
POA2810	45-49	1	M	3
POA2810	50-54		F	8
POA2810	50-54		M	8
POA2810	50-54	0	F	90
POA2810	50-54	0	M	83
POA2810	50-54	1	F	4
POA2810	50-54	1	M	3
POA2810	55-59		F	8
POA2810	55-59		M	10
POA2810	55-59	0	F	104
POA2810	55-59	0	M	109
POA2810	55-59	1	F	9
POA2810	55-59	1	M	10
POA2810	60-64		F	9
POA2810	60-64	0	F	102
POA2810	60-64	0	M	126
POA2810	60-64	1	F	6
POA2810	65+		F	24
POA2810	65+		M	32
POA2810	65+	0	F	448
POA2810	65+	0	M	452
POA2810	65+	1	F	15
POA2810	65+	1	M	5
POA2817	0-4		F	4
POA2817	0-4	0	F	10
POA2817	0-4	0	M	10
POA2817	5-9	0	F	13
POA2817	5-9	0	M	5
POA2817	10-14	0	F	18
POA2817	10-14	0	M	11
POA2817	15-19	0	F	5
POA2817	15-19	0	M	6
POA2817	25-29		M	3
POA2817	25-29	0	F	5
POA2817	25-29	0	M	11
POA2817	30-34		F	5
POA2817	30-34		M	3
POA2817	30-34	0	F	5
POA2817	30-34	0	M	12
POA2817	30-34	1	M	3
POA2817	35-39	0	F	5
POA2817	35-39	0	M	10
POA2817	40-44	0	F	15
POA2817	40-44	0	M	14
POA2817	45-49	0	F	8
POA2817	45-49	0	M	13
POA2817	50-54	0	F	9
POA2817	50-54	0	M	8
POA2817	50-54	1	F	3
POA2817	55-59		F	5
POA2817	55-59		M	6
POA2817	55-59	0	F	10
POA2817	55-59	0	M	15
POA2817	60-64		F	3
POA2817	60-64		M	3
POA2817	60-64	0	F	16
POA2817	60-64	0	M	20
POA2817	65+		F	3
POA2817	65+		M	3
POA2817	65+	0	F	24
POA2817	65+	0	M	39
POA2818	0-4		F	4
POA2818	0-4		M	5
POA2818	0-4	0	F	16
POA2818	0-4	0	M	27
POA2818	0-4	1	F	14
POA2818	0-4	1	M	10
POA2818	5-9		F	3
POA2818	5-9		M	3
POA2818	5-9	0	F	9
POA2818	5-9	0	M	21
POA2818	5-9	1	F	3
POA2818	5-9	1	M	7
POA2818	10-14	0	F	22
POA2818	10-14	0	M	20
POA2818	10-14	1	F	6
POA2818	10-14	1	M	7
POA2818	15-19		F	5
POA2818	15-19	0	F	20
POA2818	15-19	0	M	25
POA2818	15-19	1	F	3
POA2818	20-24		F	5
POA2818	20-24	0	F	16
POA2818	20-24	0	M	16
POA2818	20-24	1	M	7
POA2818	25-29		M	3
POA2818	25-29	0	F	9
POA2818	25-29	0	M	16
POA2818	25-29	1	F	8
POA2818	25-29	1	M	4
POA2818	30-34		F	3
POA2818	30-34		M	4
POA2818	30-34	0	F	13
POA2818	30-34	0	M	18
POA2818	30-34	1	F	7
POA2818	30-34	1	M	4
POA2818	35-39		M	4
POA2818	35-39	0	F	19
POA2818	35-39	0	M	13
POA2818	35-39	1	F	3
POA2818	35-39	1	M	5
POA2818	40-44		F	4
POA2818	40-44		M	5
POA2818	40-44	0	F	21
POA2818	40-44	0	M	18
POA2818	40-44	1	F	4
POA2818	40-44	1	M	8
POA2818	45-49	0	F	24
POA2818	45-49	0	M	17
POA2818	45-49	1	M	5
POA2818	50-54	0	F	31
POA2818	50-54	0	M	23
POA2818	50-54	1	F	3
POA2818	50-54	1	M	3
POA2818	55-59	0	F	18
POA2818	55-59	0	M	20
POA2818	55-59	1	F	4
POA2818	55-59	1	M	4
POA2818	60-64		F	3
POA2818	60-64	0	F	28
POA2818	60-64	0	M	33
POA2818	60-64	1	F	4
POA2818	65+		F	10
POA2818	65+		M	6
POA2818	65+	0	F	65
POA2818	65+	0	M	67
POA2818	65+	1	F	3
POA2818	65+	1	M	10
POA2820	0-4		F	24
POA2820	0-4		M	26
POA2820	0-4	0	F	100
POA2820	0-4	0	M	86
POA2820	0-4	1	F	96
POA2820	0-4	1	M	90
POA2820	5-9		F	33
POA2820	5-9		M	37
POA2820	5-9	0	F	102
POA2820	5-9	0	M	106
POA2820	5-9	1	F	90
POA2820	5-9	1	M	95
POA2820	10-14		F	25
POA2820	10-14		M	41
POA2820	10-14	0	F	98
POA2820	10-14	0	M	96
POA2820	10-14	1	F	59
POA2820	10-14	1	M	95
POA2820	15-19		F	16
POA2820	15-19		M	23
POA2820	15-19	0	F	87
POA2820	15-19	0	M	97
POA2820	15-19	1	F	80
POA2820	15-19	1	M	77
POA2820	20-24		F	21
POA2820	20-24		M	26
POA2820	20-24	0	F	85
POA2820	20-24	0	M	115
POA2820	20-24	1	F	56
POA2820	20-24	1	M	89
POA2820	25-29		F	34
POA2820	25-29		M	27
POA2820	25-29	0	F	127
POA2820	25-29	0	M	194
POA2820	25-29	1	F	62
