POA_CODE_2021	AustCitizen	Sex	persons
POA0800	0	F	1590
POA0800	0	M	1640
POA0800	1	F	1755
POA0800	1	M	2166
POA0810	0	F	4299
POA0810	0	M	4209
POA0810	1	F	13031
POA0810	1	M	12784
POA0812	0	F	1716
POA0812	0	M	1597
POA0812	1	F	7733
POA0812	1	M	7588
POA0820	0	F	2554
POA0820	0	M	2548
POA0820	1	F	7363
POA0820	1	M	7453
POA0822	0	F	1123
POA0822	0	M	1211
POA0822	1	F	11370
POA0822	1	M	11602
POA0828	0	F	210
POA0828	0	M	187
POA0828	1	F	626
POA0828	1	M	676
POA0829	0	F	119
POA0829	0	M	1099
POA0829	1	F	178
POA0829	1	M	562
POA0830	0	F	1722
POA0830	0	M	1666
POA0830	1	F	7489
POA0830	1	M	7622
POA0832	0	F	1735
POA0832	0	M	1545
POA0832	1	F	7853
POA0832	1	M	7595
POA0834	0	F	95
POA0834	0	M	101
POA0834	1	F	808
POA0834	1	M	804
POA0835	0	F	175
POA0835	0	M	177
POA0835	1	F	1358
POA0835	1	M	1443
POA0836	0	F	429
POA0836	0	M	401
POA0836	1	F	3222
POA0836	1	M	3543
POA0837	0	F	72
POA0837	0	M	58
POA0837	1	F	166
POA0837	1	M	191
POA0838	0	F	81
POA0838	0	M	83
POA0838	1	F	316
POA0838	1	M	394
POA0839	0	F	86
POA0839	0	M	78
POA0839	1	F	180
POA0839	1	M	165
POA0840	0	F	35
POA0840	0	M	47
POA0840	1	F	160
POA0840	1	M	215
POA0841	0	F	47
POA0841	0	M	79
POA0841	1	F	210
POA0841	1	M	286
POA0845	0	F	48
POA0845	0	M	61
POA0845	1	F	146
POA0845	1	M	137
POA0846	0	F	37
POA0846	0	M	52
POA0846	1	F	113
POA0846	1	M	113
POA0847	0	F	37
POA0847	0	M	33
POA0847	1	F	118
POA0847	1	M	137
POA0850	0	F	875
POA0850	0	M	919
POA0850	1	F	3018
POA0850	1	M	3064
POA0852	0	F	514
POA0852	0	M	776
POA0852	1	F	3732
POA0852	1	M	3709
POA0853	0	F	32
POA0853	0	M	58
POA0853	1	F	349
POA0853	1	M	408
POA0854	0	F	34
POA0854	0	M	37
POA0854	1	F	341
POA0854	1	M	346
POA0860	0	F	246
POA0860	0	M	335
POA0860	1	F	1266
POA0860	1	M	1232
POA0862	0	F	34
POA0862	0	M	52
POA0862	1	F	289
POA0862	1	M	341
POA0870	0	F	2245
POA0870	0	M	2217
POA0870	1	F	8186
POA0870	1	M	7691
POA0872	0	F	639
POA0872	0	M	1242
POA0872	1	F	6620
POA0872	1	M	6177
POA0873	0	F	240
POA0873	0	M	219
POA0873	1	F	1175
POA0873	1	M	1116
POA0874	0	F	137
POA0874	0	M	135
