POA_CODE_2021	Sex	persons
POA3052	F	3826
POA3052	M	3469
POA3053	F	8188
POA3053	M	7848
POA3054	F	4343
POA3054	M	3845
POA3055	F	7746
POA3055	M	7001
POA3056	F	12846
POA3056	M	12067
POA3057	F	7063
POA3057	M	6200
POA3058	F	17941
POA3058	M	16963
POA3059	F	10659
POA3059	M	10617
POA3060	F	6993
POA3060	M	7279
POA3061	F	2394
POA3061	M	2584
POA3063	F	281
POA3063	M	277
POA3064	F	57000
POA3064	M	57414
POA3065	F	5359
POA3065	M	5072
POA3066	F	4476
POA3066	M	4701
POA3067	F	4458
POA3067	M	4637
POA3068	F	10235
POA3068	M	9148
POA3070	F	13333
POA3070	M	11948
POA3071	F	9934
POA3071	M	9070
POA3072	F	17376
POA3072	M	16417
POA3073	F	25843
POA3073	M	25256
POA3074	F	10059
POA3074	M	10174
POA3075	F	11627
POA3075	M	11598
POA3076	F	16809
POA3076	M	16681
POA3078	F	6349
POA3078	M	5887
POA3079	F	8960
POA3079	M	8098
POA3081	F	7094
POA3081	M	6907
POA3082	F	14506
POA3082	M	14208
POA3083	F	15511
POA3083	M	16020
POA3084	F	13973
POA3084	M	13069
POA3085	F	7184
POA3085	M	6863
POA3087	F	4669
POA3087	M	4484
POA3088	F	13989
POA3088	M	13188
POA3089	F	6345
POA3089	M	6160
POA3090	F	1279
POA3090	M	1292
POA3091	F	794
POA3091	M	812
POA3093	F	2056
POA3093	M	1905
POA3094	F	4813
POA3094	M	4433
POA3095	F	14484
POA3095	M	13884
POA3096	F	955
POA3096	M	955
POA3097	F	768
POA3097	M	769
POA3099	F	2507
POA3099	M	2485
POA3101	F	12727
POA3101	M	11774
POA3102	F	3381
POA3102	M	3244
POA3103	F	8359
POA3103	M	7260
POA3104	F	10850
POA3104	M	10449
POA3105	F	5692
POA3105	M	5431
POA3106	F	8762
POA3106	M	8199
POA3107	F	7381
POA3107	M	6783
POA3108	F	13008
POA3108	M	12045
POA3109	F	16028
POA3109	M	14898
POA3111	F	6613
POA3111	M	6034
POA3113	F	4292
POA3113	M	4277
POA3114	F	1888
POA3114	M	1947
POA3115	F	1927
POA3115	M	1915
POA3116	F	5995
POA3116	M	5780
POA3121	F	16135
POA3121	M	15402
POA3122	F	11549
POA3122	M	10774
POA3123	F	7809
POA3123	M	7024
POA3124	F	11642
POA3124	M	10323
POA3125	F	7872
POA3125	M	7279
POA3126	F	4095
POA3126	M	3672
POA3127	F	9763
POA3127	M	8845
POA3128	F	11849
POA3128	M	10992
POA3129	F	9241
POA3129	M	8697
POA3130	F	16924
POA3130	M	16117
POA3131	F	12011
POA3131	M	11176
POA3132	F	8667
POA3132	M	8126
POA3133	F	11829
POA3133	M	11124
POA3134	F	17636
POA3134	M	16971
POA3135	F	10571
POA3135	M	10125
POA3136	F	24205
POA3136	M	22096
POA3137	F	7548
POA3137	M	7013
POA3138	F	11621
POA3138	M	11433
POA3139	F	7118
POA3139	M	7141
POA3140	F	8921
POA3140	M	8424
POA3141	F	13149
POA3141	M	11881
POA3142	F	6862
POA3142	M	5959
POA3143	F	5111
POA3143	M	4268
POA3144	F	5700
POA3144	M	5062
POA3145	F	12084
POA3145	M	11508
POA3146	F	13567
POA3146	M	12565
POA3147	F	7664
POA3147	M	7439
POA3148	F	4769
POA3148	M	4783
POA3149	F	17968
POA3149	M	17373
POA3150	F	32202
POA3150	M	31094
POA3151	F	5432
POA3151	M	5243
POA3152	F	18039
POA3152	M	16899
POA3153	F	10894
POA3153	M	10379
POA3154	F	2295
POA3154	M	2210
POA3155	F	12142
POA3155	M	11519
POA3156	F	19486
POA3156	M	18997
POA3158	F	3405
POA3158	M	3408
POA3159	F	1300
POA3159	M	1294
POA3160	F	4506
POA3160	M	4520
POA3161	F	8790
POA3161	M	8112
POA3162	F	9319
POA3162	M	8756
POA3163	F	16810
POA3163	M	16007
POA3165	F	15386
POA3165	M	14777
POA3166	F	12557
POA3166	M	12194
POA3167	F	4946
POA3167	M	4905
POA3168	F	10201
POA3168	M	11681
POA3169	F	10285
POA3169	M	10541
POA3170	F	9903
POA3170	M	9982
POA3171	F	10765
POA3171	M	11408
POA3172	F	11716
POA3172	M	11544
POA3173	F	15094
POA3173	M	14925
POA3174	F	19743
POA3174	M	19950
POA3175	F	25919
POA3175	M	27627
POA3177	F	5645
POA3177	M	6245
POA3178	F	17031
POA3178	M	16539
POA3179	F	3007
POA3179	M	3057
POA3180	F	3907
POA3180	M	3741
POA3181	F	10046
POA3181	M	9591
POA3182	F	11156
POA3182	M	11278
POA3183	F	9103
POA3183	M	8854
POA3184	F	8004
POA3184	M	7154
POA3185	F	7109
POA3185	M	6327
POA3186	F	12292
POA3186	M	10956
POA3187	F	8744
POA3187	M	8014
POA3188	F	9627
POA3188	M	8967
POA3189	F	3194
POA3189	M	3092
POA3190	F	6299
POA3190	M	5710
POA3191	F	5774
POA3191	M	5143
POA3192	F	12588
POA3192	M	11547
POA3193	F	10514
POA3193	M	9687
POA3194	F	6944
POA3194	M	6278
POA3195	F	19317
POA3195	M	18050
POA3196	F	14107
POA3196	M	12767
POA3197	F	6228
POA3197	M	5801
POA3198	F	8780
POA3198	M	8436
POA3199	F	28866
POA3199	M	27261
POA3200	F	2851
POA3200	M	2854
POA3201	F	11259
POA3201	M	10727
POA3202	F	1441
POA3202	M	1386
POA3204	F	16991
POA3204	M	16140
POA3205	F	5877
POA3205	M	5671
POA3206	F	5235
POA3206	M	4810
POA3207	F	9196
POA3207	M	8439
POA3211	F	659
POA3211	M	693
POA3212	F	9221
POA3212	M	10048
POA3213	F	2352
POA3213	M	2401
POA3214	F	12452
POA3214	M	12046
POA3215	F	11423
POA3215	M	10565
POA3216	F	30920
POA3216	M	29203
POA3217	F	10562
POA3217	M	9931
POA3218	F	7724
POA3218	M	7219
POA3219	F	10617
POA3219	M	9695
POA3220	F	8922
POA3220	M	8349
POA3221	F	399
POA3221	M	400
POA3222	F	9612
POA3222	M	8968
POA3223	F	4901
POA3223	M	4632
POA3224	F	7759
POA3224	M	7335
POA3225	F	2873
POA3225	M	2539
POA3226	F	9323
POA3226	M	8394
POA3227	F	2799
POA3227	M	2662
POA3228	F	12330
POA3228	M	11850
POA3230	F	1637
POA3230	M	1574
POA3231	F	795
POA3231	M	778
POA3232	F	630
POA3232	M	694
POA3233	F	1189
POA3233	M	1177
POA3234	F	115
POA3234	M	125
POA3235	F	254
POA3235	M	254
POA3236	F	142
POA3236	M	119
POA3237	F	132
POA3237	M	148
POA3238	F	115
POA3238	M	137
POA3239	F	241
POA3239	M	247
POA3240	F	1059
POA3240	M	1105
POA3241	F	1556
POA3241	M	1516
POA3242	F	462
POA3242	M	479
POA3243	F	178
POA3243	M	219
POA3249	F	1608
POA3249	M	1757
POA3250	F	6503
POA3250	M	6256
POA3251	F	246
POA3251	M	282
POA3254	F	180
POA3254	M	179
POA3260	F	2402
POA3260	M	2398
POA3264	F	1162
POA3264	M	1094
POA3265	F	1369
POA3265	M	1460
POA3266	F	1521
POA3266	M	1523
POA3267	F	99
POA3267	M	109
POA3268	F	1222
POA3268	M	1325
POA3269	F	330
POA3269	M	341
POA3270	F	151
POA3270	M	165
POA3271	F	81
POA3271	M	106
POA3272	F	845
POA3272	M	792
POA3273	F	70
POA3273	M	64
POA3274	F	125
POA3274	M	133
POA3275	F	233
POA3275	M	251
POA3276	F	217
POA3276	M	219
POA3277	F	919
POA3277	M	902
POA3278	F	161
POA3278	M	178
POA3279	F	162
POA3279	M	140
POA3280	F	17323
POA3280	M	15977
POA3281	F	921
POA3281	M	936
POA3282	F	1277
POA3282	M	1205
POA3283	F	696
POA3283	M	724
POA3284	F	2046
POA3284	M	1813
POA3285	F	608
POA3285	M	648
POA3286	F	264
POA3286	M	266
POA3287	F	204
POA3287	M	214
POA3289	F	377
POA3289	M	427
POA3292	F	92
POA3292	M	103
POA3293	F	163
POA3293	M	175
POA3294	F	478
POA3294	M	488
POA3300	F	5448
POA3300	M	5027
POA3301	F	625
POA3301	M	640
POA3302	F	173
POA3302	M	179
POA3303	F	126
POA3303	M	156
POA3304	F	1351
POA3304	M	1430
POA3305	F	6731
POA3305	M	6615
POA3309	F	61
POA3309	M	63
POA3310	F	130
POA3310	M	132
POA3311	F	894
POA3311	M	809
POA3312	F	492
POA3312	M	531
POA3314	F	277
POA3314	M	294
POA3315	F	844
POA3315	M	842
POA3317	F	84
POA3317	M	103
POA3318	F	638
POA3318	M	607
POA3319	F	197
POA3319	M	216
POA3321	F	883
POA3321	M	902
POA3322	F	85
POA3322	M	92
POA3323	F	43
POA3323	M	49
POA3324	F	281
POA3324	M	298
POA3325	F	220
POA3325	M	241
POA3328	F	1145
POA3328	M	1165
POA3329	F	151
POA3329	M	154
POA3330	F	102
POA3330	M	109
POA3331	F	3566
POA3331	M	3631
POA3332	F	587
POA3332	M	593
POA3333	F	419
POA3333	M	446
POA3334	F	278
POA3334	M	269
POA3335	F	3044
POA3335	M	3157
POA3336	F	8975
POA3336	M	8760
POA3337	F	20721
POA3337	M	20005
POA3338	F	18769
POA3338	M	18295
POA3340	F	13073
POA3340	M	12546
POA3341	F	807
POA3341	M	833
POA3342	F	2005
POA3342	M	1938
POA3345	F	707
POA3345	M	687
POA3350	F	34328
POA3350	M	31692
POA3351	F	4402
POA3351	M	4705
POA3352	F	9128
POA3352	M	9797
POA3355	F	6779
POA3355	M	6279
POA3356	F	8303
POA3356	M	7298
POA3357	F	1962
POA3357	M	1832
POA3358	F	1780
POA3358	M	1664
POA3360	F	398
POA3360	M	407
POA3361	F	351
POA3361	M	343
POA3363	F	1837
POA3363	M	1769
POA3364	F	1120
POA3364	M	1152
POA3370	F	943
POA3370	M	959
POA3371	F	516
POA3371	M	568
POA3373	F	1235
POA3373	M	1218
POA3374	F	208
POA3374	M	219
POA3375	F	127
POA3375	M	113
POA3377	F	4503
POA3377	M	5095
POA3378	F	69
POA3378	M	71
POA3379	F	368
POA3379	M	381
POA3380	F	3148
POA3380	M	3073
POA3381	F	657
POA3381	M	742
POA3384	F	300
POA3384	M	305
POA3385	F	252
POA3385	M	290
POA3387	F	138
POA3387	M	148
POA3388	F	271
POA3388	M	297
POA3390	F	464
POA3390	M	492
POA3391	F	89
POA3391	M	90
POA3392	F	293
POA3392	M	298
POA3393	F	1306
POA3393	M	1308
POA3395	F	161
POA3395	M	193
POA3396	F	346
POA3396	M	341
POA3400	F	7872
POA3400	M	7263
POA3401	F	2201
POA3401	M	2395
POA3407	F	207
POA3407	M	211
POA3409	F	496
POA3409	M	497
POA3412	F	145
POA3412	M	148
POA3413	F	94
POA3413	M	108
POA3414	F	868
POA3414	M	852
POA3415	F	17
POA3415	M	20
POA3418	F	1436
POA3418	M	1442
POA3419	F	468
POA3419	M	425
POA3420	F	128
POA3420	M	151
POA3423	F	226
POA3423	M	248
POA3424	F	367
POA3424	M	376
POA3427	F	2821
POA3427	M	2842
POA3428	F	323
POA3428	M	340
POA3429	F	20004
POA3429	M	19091
POA3430	F	143
POA3430	M	164
POA3431	F	2280
POA3431	M	2114
POA3432	F	92
POA3432	M	91
POA3433	F	101
POA3433	M	107
POA3434	F	3069
POA3434	M	3075
POA3435	F	1654
POA3435	M	1574
POA3437	F	5916
POA3437	M	5798
POA3438	F	1287
POA3438	M	1216
POA3440	F	1017
POA3440	M	1056
POA3441	F	669
POA3441	M	778
POA3442	F	4412
POA3442	M	4175
POA3444	F	5147
POA3444	M	4917
POA3446	F	540
POA3446	M	564
POA3447	F	256
POA3447	M	269
POA3448	F	497
POA3448	M	485
POA3450	F	3784
POA3450	M	3802
POA3451	F	2970
POA3451	M	2849
POA3453	F	920
POA3453	M	931
POA3458	F	1138
POA3458	M	1191
POA3460	F	1525
POA3460	M	1279
POA3461	F	2294
POA3461	M	2317
POA3462	F	590
POA3462	M	643
POA3463	F	1317
POA3463	M	1276
POA3464	F	585
POA3464	M	608
POA3465	F	5194
POA3465	M	4917
POA3467	F	664
POA3467	M	694
POA3468	F	137
POA3468	M	133
POA3469	F	127
POA3469	M	141
POA3472	F	744
POA3472	M	756
POA3475	F	168
POA3475	M	203
POA3477	F	386
POA3477	M	439
POA3478	F	1328
POA3478	M	1260
POA3480	F	882
POA3480	M	923
POA3482	F	92
POA3482	M	115
POA3483	F	435
POA3483	M	448
POA3485	F	131
POA3485	M	158
POA3487	F	41
POA3487	M	38
POA3488	F	42
POA3488	M	44
POA3489	F	28
POA3489	M	32
POA3490	F	620
POA3490	M	667
POA3491	F	73
POA3491	M	74
POA3494	F	273
POA3494	M	365
POA3496	F	3152
POA3496	M	3312
POA3498	F	2962
POA3498	M	3015
POA3500	F	17937
POA3500	M	16634
POA3501	F	1074
POA3501	M	1074
POA3505	F	2493
POA3505	M	2516
POA3506	F	21
POA3506	M	17
POA3507	F	88
POA3507	M	89
POA3509	F	112
POA3509	M	118
POA3512	F	163
POA3512	M	202
POA3515	F	1267
POA3515	M	1247
POA3516	F	353
POA3516	M	371
POA3517	F	727
POA3517	M	768
POA3518	F	650
POA3518	M	673
POA3520	F	77
POA3520	M	81
POA3521	F	391
POA3521	M	388
POA3522	F	162
POA3522	M	176
POA3523	F	1917
POA3523	M	2053
POA3525	F	678
POA3525	M	689
POA3527	F	364
POA3527	M	373
POA3529	F	58
POA3529	M	61
POA3530	F	49
POA3530	M	69
POA3531	F	93
POA3531	M	106
POA3533	F	357
POA3533	M	387
POA3537	F	576
POA3537	M	523
POA3540	F	132
POA3540	M	136
POA3542	F	63
POA3542	M	74
POA3544	F	114
POA3544	M	140
POA3546	F	170
POA3546	M	169
POA3549	F	1905
POA3549	M	2111
POA3550	F	21859
POA3550	M	19983
POA3551	F	17921
POA3551	M	17696
POA3555	F	11117
POA3555	M	9923
POA3556	F	7292
POA3556	M	6789
POA3557	F	430
POA3557	M	417
POA3558	F	479
POA3558	M	489
POA3559	F	262
POA3559	M	304
POA3561	F	2291
POA3561	M	2202
POA3562	F	114
POA3562	M	141
POA3563	F	411
POA3563	M	437
POA3564	F	8827
POA3564	M	8249
POA3565	F	64
POA3565	M	74
POA3566	F	280
POA3566	M	292
POA3567	F	311
POA3567	M	350
POA3568	F	1506
POA3568	M	1446
POA3570	F	418
POA3570	M	419
POA3571	F	157
POA3571	M	153
POA3572	F	60
POA3572	M	74
POA3573	F	175
POA3573	M	166
POA3575	F	416
POA3575	M	428
POA3576	F	36
POA3576	M	29
POA3579	F	2754
POA3579	M	2689
POA3580	F	534
POA3580	M	566
POA3581	F	76
POA3581	M	74
POA3583	F	75
POA3583	M	79
POA3584	F	543
POA3584	M	591
POA3585	F	6009
POA3585	M	5500
POA3586	F	380
POA3586	M	417
POA3588	F	199
POA3588	M	212
POA3589	F	166
POA3589	M	192
POA3590	F	155
POA3590	M	179
POA3591	F	74
POA3591	M	94
POA3594	F	252
POA3594	M	286
POA3595	F	320
POA3595	M	350
POA3596	F	58
POA3596	M	49
POA3597	F	184
POA3597	M	274
POA3599	F	60
POA3599	M	96
POA3607	F	68
POA3607	M	92
POA3608	F	1391
POA3608	M	1430
POA3610	F	675
POA3610	M	924
POA3612	F	860
POA3612	M	948
POA3614	F	443
POA3614	M	485
POA3616	F	2818
POA3616	M	2786
POA3617	F	79
POA3617	M	80
POA3618	F	322
POA3618	M	357
POA3620	F	4214
POA3620	M	4122
POA3621	F	1194
POA3621	M	1240
POA3622	F	270
POA3622	M	266
POA3623	F	440
POA3623	M	450
POA3624	F	291
POA3624	M	274
POA3629	F	4803
POA3629	M	4731
POA3630	F	16485
POA3630	M	15667
POA3631	F	7254
POA3631	M	7350
POA3633	F	284
POA3633	M	333
POA3634	F	906
POA3634	M	979
POA3635	F	278
POA3635	M	271
POA3636	F	2741
POA3636	M	2639
POA3637	F	320
POA3637	M	319
POA3638	F	1099
POA3638	M	1099
POA3639	F	228
POA3639	M	248
POA3640	F	485
POA3640	M	542
POA3641	F	612
POA3641	M	656
POA3644	F	4661
POA3644	M	4729
POA3646	F	303
POA3646	M	299
POA3647	F	26
POA3647	M	24
POA3649	F	238
POA3649	M	237
POA3658	F	3081
POA3658	M	3173
POA3659	F	366
POA3659	M	386
POA3660	F	3912
POA3660	M	3926
POA3662	F	415
POA3662	M	692
POA3663	F	83
POA3663	M	97
POA3664	F	582
POA3664	M	557
POA3665	F	201
POA3665	M	194
POA3666	F	2614
POA3666	M	2533
POA3669	F	773
POA3669	M	709
POA3670	F	276
POA3670	M	319
POA3672	F	5681
POA3672	M	5141
POA3673	F	886
POA3673	M	929
POA3675	F	979
POA3675	M	960
POA3677	F	10169
POA3677	M	9043
POA3678	F	3256
POA3678	M	3315
POA3682	F	323
POA3682	M	323
POA3683	F	903
POA3683	M	847
POA3685	F	1499
POA3685	M	1439
POA3687	F	534
POA3687	M	532
POA3688	F	653
POA3688	M	677
POA3690	F	18083
POA3690	M	16971
POA3691	F	6375
POA3691	M	6395
POA3695	F	250
POA3695	M	243
POA3697	F	294
POA3697	M	280
POA3698	F	486
POA3698	M	521
POA3699	F	622
POA3699	M	613
POA3700	F	695
POA3700	M	710
POA3701	F	530
POA3701	M	568
POA3704	F	13
POA3704	M	10
POA3705	F	134
POA3705	M	127
POA3707	F	909
POA3707	M	964
POA3708	F	39
POA3708	M	30
POA3709	F	134
POA3709	M	175
POA3711	F	289
POA3711	M	300
POA3712	F	176
POA3712	M	179
POA3713	F	476
POA3713	M	549
POA3714	F	1905
POA3714	M	1844
POA3715	F	170
POA3715	M	200
POA3717	F	1751
POA3717	M	1795
POA3718	F	50
POA3718	M	46
POA3719	F	205
POA3719	M	211
POA3720	F	314
POA3720	M	348
POA3722	F	3014
POA3722	M	2801
POA3723	F	1867
POA3723	M	1863
POA3725	F	304
POA3725	M	341
POA3726	F	208
POA3726	M	208
POA3727	F	139
POA3727	M	164
POA3728	F	330
POA3728	M	353
POA3730	F	4967
POA3730	M	4747
POA3732	F	294
POA3732	M	312
POA3733	F	112
POA3733	M	105
POA3735	F	291
POA3735	M	346
POA3737	F	2244
POA3737	M	2184
POA3738	F	95
POA3738	M	99
POA3739	F	123
POA3739	M	118
POA3740	F	611
POA3740	M	575
POA3741	F	1720
POA3741	M	1706
POA3744	F	262
POA3744	M	260
POA3746	F	187
POA3746	M	201
POA3747	F	2563
POA3747	M	2494
POA3749	F	1080
POA3749	M	1044
POA3750	F	12108
POA3750	M	12295
POA3751	F	70
POA3751	M	80
POA3752	F	12704
POA3752	M	12286
POA3753	F	2290
POA3753	M	2350
POA3754	F	25841
POA3754	M	24647
POA3755	F	121
POA3755	M	125
POA3756	F	7910
POA3756	M	8023
POA3757	F	4885
POA3757	M	4849
POA3758	F	1086
POA3758	M	1198
POA3759	F	548
POA3759	M	515
POA3760	F	188
POA3760	M	169
POA3761	F	557
POA3761	M	622
POA3762	F	61
POA3762	M	59
POA3763	F	797
POA3763	M	872
POA3764	F	5415
POA3764	M	5163
POA3765	F	3510
POA3765	M	3390
POA3766	F	604
POA3766	M	673
POA3767	F	653
POA3767	M	614
POA3770	F	1655
POA3770	M	1653
POA3775	F	2037
POA3775	M	2039
POA3777	F	5613
POA3777	M	5309
POA3778	F	81
POA3778	M	115
POA3779	F	239
POA3779	M	262
POA3781	F	2292
POA3781	M	2343
POA3782	F	3947
POA3782	M	4023
POA3783	F	1259
POA3783	M	1294
POA3785	F	30
POA3785	M	35
POA3786	F	753
POA3786	M	771
POA3787	F	475
POA3787	M	487
POA3788	F	856
POA3788	M	914
POA3789	F	154
POA3789	M	141
POA3791	F	707
POA3791	M	714
POA3792	F	557
POA3792	M	492
POA3793	F	1823
POA3793	M	1830
POA3795	F	648
POA3795	M	672
POA3796	F	4937
POA3796	M	4863
POA3797	F	1884
POA3797	M	1879
POA3799	F	2961
POA3799	M	2992
POA3802	F	12189
POA3802	M	12267
POA3803	F	5669
POA3803	M	5692
POA3804	F	4229
POA3804	M	4237
POA3805	F	29372
POA3805	M	29236
POA3806	F	26337
POA3806	M	24974
POA3807	F	3818
POA3807	M	3838
POA3808	F	1531
POA3808	M	1614
POA3809	F	10057
POA3809	M	9606
POA3810	F	28453
POA3810	M	27135
POA3812	F	1242
POA3812	M	1246
POA3813	F	484
POA3813	M	481
POA3814	F	1292
POA3814	M	1319
POA3815	F	1861
POA3815	M	1827
POA3816	F	1603
POA3816	M	1621
POA3818	F	8961
POA3818	M	8347
POA3820	F	10509
POA3820	M	9553
POA3821	F	1599
POA3821	M	1541
POA3822	F	484
POA3822	M	520
POA3823	F	1065
POA3823	M	1056
POA3824	F	2790
POA3824	M	2643
POA3825	F	10681
POA3825	M	10398
POA3831	F	989
POA3831	M	1022
POA3832	F	131
POA3832	M	115
POA3833	F	151
POA3833	M	187
POA3835	F	235
POA3835	M	243
POA3840	F	8647
POA3840	M	8582
POA3842	F	2510
POA3842	M	2419
POA3844	F	16106
POA3844	M	15074
POA3847	F	1154
POA3847	M	1121
POA3850	F	8063
POA3850	M	7408
POA3851	F	2584
POA3851	M	3650
POA3852	F	69
POA3852	M	145
POA3854	F	741
POA3854	M	744
POA3856	F	563
POA3856	M	521
POA3857	F	198
POA3857	M	188
POA3858	F	1535
POA3858	M	1589
POA3859	F	459
POA3859	M	490
POA3860	F	3817
POA3860	M	3636
POA3862	F	1772
POA3862	M	1773
POA3864	F	115
POA3864	M	129
POA3865	F	242
POA3865	M	288
POA3869	F	882
POA3869	M	860
POA3870	F	672
POA3870	M	654
POA3871	F	1535
POA3871	M	1510
POA3873	F	144
POA3873	M	184
POA3874	F	300
POA3874	M	309
POA3875	F	10383
POA3875	M	9623
POA3878	F	670
POA3878	M	636
POA3880	F	2231
POA3880	M	2003
POA3882	F	663
POA3882	M	664
POA3885	F	927
POA3885	M	946
POA3886	F	200
POA3886	M	213
POA3887	F	114
POA3887	M	154
POA3888	F	1724
POA3888	M	1770
POA3889	F	76
POA3889	M	102
POA3890	F	161
POA3890	M	177
POA3891	F	56
POA3891	M	64
POA3892	F	618
POA3892	M	560
POA3893	F	12
POA3893	M	9
POA3895	F	97
POA3895	M	106
POA3896	F	159
POA3896	M	187
POA3898	F	337
POA3898	M	376
POA3900	F	77
POA3900	M	95
POA3902	F	220
POA3902	M	204
POA3903	F	417
POA3903	M	447
POA3904	F	951
POA3904	M	955
POA3909	F	4397
POA3909	M	4319
POA3910	F	12113
POA3910	M	11477
POA3911	F	1765
POA3911	M	1742
POA3912	F	7993
POA3912	M	7637
POA3913	F	1745
POA3913	M	1706
POA3915	F	5605
POA3915	M	5116
POA3916	F	521
POA3916	M	517
POA3918	F	2152
POA3918	M	2126
POA3919	F	1695
POA3919	M	1644
POA3920	F	318
POA3920	M	804
POA3921	F	73
POA3921	M	70
POA3922	F	5265
POA3922	M	4848
POA3923	F	408
POA3923	M	426
POA3925	F	2334
POA3925	M	2216
POA3926	F	1753
POA3926	M	1670
POA3927	F	962
POA3927	M	894
POA3928	F	237
POA3928	M	219
POA3929	F	570
POA3929	M	562
POA3930	F	9628
POA3930	M	9106
POA3931	F	13798
POA3931	M	11959
POA3933	F	501
POA3933	M	500
POA3934	F	10340
POA3934	M	9504
POA3936	F	6879
POA3936	M	6487
POA3937	F	837
POA3937	M	879
POA3938	F	1685
POA3938	M	1631
POA3939	F	8330
POA3939	M	7570
POA3940	F	2824
POA3940	M	2419
POA3941	F	6811
POA3941	M	6783
POA3942	F	1424
POA3942	M	1365
POA3943	F	1006
POA3943	M	1005
POA3944	F	390
POA3944	M	398
POA3945	F	531
POA3945	M	565
POA3946	F	158
POA3946	M	148
POA3950	F	2626
POA3950	M	2505
POA3951	F	507
POA3951	M	510
POA3953	F	4229
POA3953	M	3964
POA3954	F	179
POA3954	M	185
POA3956	F	1501
POA3956	M	1538
POA3957	F	157
POA3957	M	155
POA3958	F	142
POA3958	M	148
POA3959	F	595
POA3959	M	626
POA3960	F	1392
POA3960	M	1324
POA3962	F	479
POA3962	M	480
POA3964	F	78
POA3964	M	91
POA3965	F	111
POA3965	M	115
POA3966	F	256
POA3966	M	288
POA3967	F	48
POA3967	M	60
POA3971	F	2139
POA3971	M	2058
POA3975	F	9025
POA3975	M	9018
POA3976	F	12771
POA3976	M	13317
POA3977	F	58955
POA3977	M	58191
POA3978	F	21819
POA3978	M	21385
POA3979	F	177
POA3979	M	187
POA3980	F	1713
POA3980	M	1857
POA3981	F	2779
POA3981	M	2659
POA3984	F	3655
POA3984	M	3720
POA3987	F	832
POA3987	M	808
POA3988	F	543
POA3988	M	558
POA3990	F	62
POA3990	M	55
POA3991	F	205
POA3991	M	204
POA3992	F	631
POA3992	M	650
POA3995	F	6009
POA3995	M	5588
POA3996	F	3453
POA3996	M	3194
POA4000	F	9691
POA4000	M	10653
POA4005	F	9106
POA4005	M	8609
POA4006	F	11864
POA4006	M	12545
POA4007	F	8016
POA4007	M	7431
POA4008	F	128
POA4008	M	244
POA4009	M	11
POA4010	F	1736
POA4010	M	1711
POA4011	F	8196
POA4011	M	7618
POA4012	F	11903
POA4012	M	11534
POA4013	F	2440
POA4013	M	2439
POA4014	F	6644
POA4014	M	6548
POA4017	F	19215
POA4017	M	18540
POA4018	F	7542
POA4018	M	6552
POA4019	F	10621
POA4019	M	9955
POA4020	F	13418
POA4020	M	12183
POA4021	F	5093
POA4021	M	4653
POA4022	F	4126
POA4022	M	3415
POA4025	F	124
POA4025	M	187
POA4030	F	9423
POA4030	M	9170
POA4031	F	7297
POA4031	M	6997
POA4032	F	9778
POA4032	M	8611
POA4034	F	24014
POA4034	M	22734
POA4035	F	13998
POA4035	M	13325
POA4036	F	3488
POA4036	M	3509
POA4037	F	3887
POA4037	M	3935
POA4051	F	14764
POA4051	M	14805
POA4053	F	24467
POA4053	M	23142
POA4054	F	7215
POA4054	M	6770
POA4055	F	11263
POA4055	M	11105
POA4059	F	7017
POA4059	M	6725
POA4060	F	6774
POA4060	M	6673
POA4061	F	8845
POA4061	M	8469
POA4064	F	6175
POA4064	M	6017
POA4065	F	5218
POA4065	M	4956
POA4066	F	9395
POA4066	M	9216
POA4067	F	6201
POA4067	M	6022
POA4068	F	13122
POA4068	M	12552
POA4069	F	18043
POA4069	M	17487
POA4070	F	6138
POA4070	M	5915
POA4073	F	4821
POA4073	M	4473
POA4074	F	12169
POA4074	M	11900
POA4075	F	13280
POA4075	M	12221
POA4076	F	2636
POA4076	M	5712
POA4077	F	18283
POA4077	M	17518
POA4078	F	13562
POA4078	M	12707
POA4101	F	18013
POA4101	M	17233
POA4102	F	5360
POA4102	M	5463
POA4103	F	7492
POA4103	M	7500
POA4104	F	3606
POA4104	M	3454
POA4105	F	7076
POA4105	M	6848
POA4106	F	811
POA4106	M	863
POA4107	F	3359
POA4107	M	3435
POA4108	F	3020
POA4108	M	3170
POA4109	F	18686
POA4109	M	19019
POA4110	F	8320
POA4110	M	8140
POA4111	F	524
POA4111	M	559
POA4112	F	4397
POA4112	M	4344
POA4113	F	14854
POA4113	M	14670
POA4114	F	14667
POA4114	M	15036
POA4115	F	10305
POA4115	M	9863
POA4116	F	14100
POA4116	M	13363
POA4117	F	1485
POA4117	M	1465
POA4118	F	15891
POA4118	M	15600
POA4119	F	3365
POA4119	M	3439
POA4120	F	5215
POA4120	M	5169
POA4121	F	13360
POA4121	M	12712
POA4122	F	24291
POA4122	M	22853
POA4123	F	11567
POA4123	M	11293
POA4124	F	11757
POA4124	M	11687
POA4125	F	6591
POA4125	M	6301
POA4127	F	13776
POA4127	M	13430
POA4128	F	8516
POA4128	M	8422
POA4129	F	3401
POA4129	M	3361
POA4130	F	4591
POA4130	M	4557
POA4131	F	6053
POA4131	M	5731
POA4132	F	13677
POA4132	M	13394
POA4133	F	11638
POA4133	M	10830
POA4151	F	9393
POA4151	M	8735
POA4152	F	24750
POA4152	M	22820
POA4153	F	2256
POA4153	M	2243
POA4154	F	5826
POA4154	M	5621
