POA_CODE_2021	HomeCensusNight	persons
POA0800	0	568
POA0800	1	6580
POA0810	0	1776
POA0810	1	32547
POA0812	0	905
POA0812	1	17732
POA0820	0	1356
POA0820	1	18564
POA0822	0	1323
POA0822	1	23981
POA0828	0	118
POA0828	1	1582
POA0829	0	114
POA0829	1	1845
POA0830	0	1027
POA0830	1	17476
POA0832	0	957
POA0832	1	17767
POA0834	0	92
POA0834	1	1719
POA0835	0	172
POA0835	1	2984
POA0836	0	506
POA0836	1	7087
POA0837	0	39
POA0837	1	452
POA0838	0	45
POA0838	1	832
POA0839	0	21
POA0839	1	485
POA0840	0	53
POA0840	1	409
POA0841	0	44
POA0841	1	586
POA0845	0	40
POA0845	1	357
POA0846	0	18
POA0846	1	299
POA0847	0	40
POA0847	1	281
POA0850	0	521
POA0850	1	7349
POA0852	0	545
POA0852	1	8191
POA0853	0	96
POA0853	1	757
POA0854	0	41
POA0854	1	712
POA0860	0	216
POA0860	1	2864
POA0862	0	35
POA0862	1	677
POA0870	0	1407
POA0870	1	18936
POA0872	0	796
POA0872	1	13881
POA0873	0	180
POA0873	1	2574
POA0874	0	56
POA0874	1	502
POA0875	0	118
POA0875	1	2363
POA0880	0	358
POA0880	1	4595
POA0885	0	50
POA0885	1	706
POA0886	0	51
POA0886	1	700
POA2000	0	1154
POA2000	1	26784
POA2007	0	271
POA2007	1	7142
POA2008	0	507
POA2008	1	9896
POA2009	0	502
POA2009	1	12157
POA2010	0	1500
POA2010	1	24943
POA2011	0	1169
POA2011	1	17018
POA2015	0	450
POA2015	1	10983
POA2016	0	612
POA2016	1	12453
POA2017	0	971
POA2017	1	28029
POA2018	0	470
POA2018	1	19406
POA2019	0	373
POA2019	1	13092
POA2020	0	574
POA2020	1	21020
POA2021	0	1041
POA2021	1	13905
POA2022	0	523
POA2022	1	12981
POA2023	0	559
POA2023	1	10036
POA2024	0	558
POA2024	1	10820
POA2025	0	524
POA2025	1	6664
POA2026	0	1471
POA2026	1	31228
POA2027	0	534
POA2027	1	7276
POA2028	0	240
POA2028	1	4465
POA2029	0	392
POA2029	1	9521
POA2030	0	578
POA2030	1	13857
POA2031	0	1650
POA2031	1	32175
POA2032	0	438
POA2032	1	14205
POA2033	0	546
POA2033	1	11379
POA2034	0	798
POA2034	1	19447
POA2035	0	962
POA2035	1	33644
POA2036	0	905
POA2036	1	32855
POA2037	0	827
POA2037	1	15816
POA2038	0	389
POA2038	1	9101
POA2039	0	319
POA2039	1	8236
POA2040	0	740
POA2040	1	22062
POA2041	0	710
POA2041	1	14871
POA2042	0	890
POA2042	1	17783
POA2043	0	381
POA2043	1	9283
POA2044	0	274
POA2044	1	8004
POA2045	0	171
POA2045	1	6311
POA2046	0	689
POA2046	1	26596
POA2047	0	403
POA2047	1	11604
POA2048	0	312
POA2048	1	7307
POA2049	0	440
POA2049	1	11822
POA2050	0	621
POA2050	1	8761
POA2060	0	762
POA2060	1	14370
POA2061	0	399
POA2061	1	5757
POA2062	0	305
POA2062	1	6781
POA2063	0	218
POA2063	1	6280
POA2064	0	280
POA2064	1	9134
POA2065	0	1065
POA2065	1	30634
POA2066	0	1139
POA2066	1	32705
POA2067	0	655
POA2067	1	26428
POA2068	0	628
POA2068	1	16818
POA2069	0	404
POA2069	1	14195
POA2070	0	377
POA2070	1	14269
POA2071	0	333
POA2071	1	13175
POA2072	0	221
POA2072	1	8574
POA2073	0	473
POA2073	1	16744
POA2074	0	659
POA2074	1	22759
POA2075	0	430
POA2075	1	21238
POA2076	0	722
POA2076	1	24609
POA2077	0	881
POA2077	1	41936
POA2079	0	140
POA2079	1	7672
POA2080	0	50
POA2080	1	1709
POA2081	0	111
POA2081	1	5282
POA2082	0	151
POA2082	1	5301
POA2083	0	80
POA2083	1	1584
POA2084	0	114
POA2084	1	3645
POA2085	0	237
POA2085	1	11215
POA2086	0	342
POA2086	1	13864
POA2087	0	267
POA2087	1	12894
POA2088	0	1370
POA2088	1	26959
POA2089	0	572
POA2089	1	10911
POA2090	0	545
POA2090	1	12992
POA2092	0	238
POA2092	1	7147
POA2093	0	720
POA2093	1	22835
POA2094	0	272
POA2094	1	5873
POA2095	0	815
POA2095	1	15480
POA2096	0	601
POA2096	1	14358
POA2097	0	450
POA2097	1	15541
POA2099	0	1138
POA2099	1	41777
POA2100	0	553
POA2100	1	21420
POA2101	0	588
POA2101	1	19303
POA2102	0	209
POA2102	1	8169
POA2103	0	361
POA2103	1	10512
POA2104	0	134
POA2104	1	3669
POA2105	0	102
POA2105	1	1905
POA2106	0	356
POA2106	1	9298
POA2107	0	648
POA2107	1	14775
POA2108	0	142
POA2108	1	1598
POA2110	0	736
POA2110	1	9106
POA2111	0	437
POA2111	1	15019
POA2112	0	871
POA2112	1	37153
POA2113	0	868
POA2113	1	26769
POA2114	0	569
POA2114	1	24704
POA2115	0	315
POA2115	1	12379
POA2116	0	122
POA2116	1	7151
POA2117	0	515
POA2117	1	21672
POA2118	0	498
POA2118	1	27390
POA2119	0	335
POA2119	1	12123
POA2120	0	453
POA2120	1	20531
POA2121	0	592
POA2121	1	33609
POA2122	0	740
POA2122	1	30447
POA2125	0	356
POA2125	1	16264
POA2126	0	273
POA2126	1	18809
POA2127	0	447
POA2127	1	22751
POA2128	0	31
POA2128	1	3567
POA2130	0	275
POA2130	1	7019
POA2131	0	563
POA2131	1	22447
POA2132	0	246
POA2132	1	10503
POA2133	0	260
POA2133	1	10666
POA2134	0	430
POA2134	1	17800
POA2135	0	485
POA2135	1	25435
POA2136	0	132
POA2136	1	7631
POA2137	0	683
POA2137	1	27041
POA2138	0	353
POA2138	1	19327
POA2140	0	440
POA2140	1	20323
POA2141	0	644
POA2141	1	31782
POA2142	0	561
POA2142	1	27433
POA2143	0	207
POA2143	1	9561
POA2144	0	652
POA2144	1	38681
POA2145	0	1400
POA2145	1	86134
POA2146	0	328
POA2146	1	19127
POA2147	0	637
POA2147	1	36649
POA2148	0	1225
POA2148	1	66255
POA2150	0	721
POA2150	1	34528
POA2151	0	507
POA2151	1	20702
POA2152	0	215
POA2152	1	11050
POA2153	0	1151
POA2153	1	61456
POA2154	0	716
POA2154	1	40156
POA2155	0	1028
POA2155	1	74667
POA2156	0	331
POA2156	1	13079
POA2157	0	84
POA2157	1	3957
POA2158	0	178
POA2158	1	8760
POA2159	0	125
POA2159	1	5018
POA2160	0	637
POA2160	1	38747
POA2161	0	592
POA2161	1	33786
POA2162	0	383
POA2162	1	19924
POA2163	0	227
POA2163	1	10317
POA2164	0	353
POA2164	1	20928
POA2165	0	829
POA2165	1	44221
POA2166	0	1554
POA2166	1	52628
POA2167	0	230
POA2167	1	10308
POA2168	0	833
POA2168	1	44191
POA2170	0	2571
POA2170	1	111909
POA2171	0	493
POA2171	1	38384
POA2172	0	61
POA2172	1	2828
POA2173	0	296
POA2173	1	14250
POA2174	0	163
POA2174	1	11912
POA2175	0	37
POA2175	1	1750
POA2176	0	935
POA2176	1	49088
POA2177	0	311
POA2177	1	16845
POA2178	0	109
POA2178	1	4053
POA2179	0	304
POA2179	1	15961
POA2190	0	521
POA2190	1	27039
POA2191	0	144
POA2191	1	6408
POA2192	0	427
POA2192	1	13361
POA2193	0	459
POA2193	1	17320
POA2194	0	605
POA2194	1	25523
POA2195	0	504
POA2195	1	26602
POA2196	0	616
POA2196	1	33121
POA2197	0	190
POA2197	1	9935
POA2198	0	201
POA2198	1	9636
POA2199	0	416
POA2199	1	19232
POA2200	0	1002
POA2200	1	46997
POA2203	0	421
POA2203	1	13522
POA2204	0	966
POA2204	1	25600
POA2205	0	561
POA2205	1	24774
POA2206	0	426
POA2206	1	19305
POA2207	0	535
POA2207	1	27839
POA2208	0	277
POA2208	1	12608
POA2209	0	319
POA2209	1	15508
POA2210	0	759
POA2210	1	32503
POA2211	0	364
POA2211	1	17246
POA2212	0	331
POA2212	1	16848
POA2213	0	547
POA2213	1	22742
POA2214	0	88
POA2214	1	3987
POA2216	0	607
POA2216	1	27416
POA2217	0	718
POA2217	1	27954
POA2218	0	310
POA2218	1	15879
POA2219	0	294
POA2219	1	13476
POA2220	0	619
POA2220	1	33140
POA2221	0	365
POA2221	1	16696
POA2222	0	281
POA2222	1	12379
POA2223	0	507
POA2223	1	20900
POA2224	0	345
POA2224	1	14209
POA2225	0	136
POA2225	1	5422
POA2226	0	306
POA2226	1	12751
POA2227	0	459
POA2227	1	14903
POA2228	0	470
POA2228	1	20529
POA2229	0	761
POA2229	1	30179
POA2230	0	1123
POA2230	1	29564
POA2231	0	55
POA2231	1	2469
POA2232	0	887
POA2232	1	34418
POA2233	0	688
POA2233	1	29272
POA2234	0	626
POA2234	1	30023
POA2250	0	1889
POA2250	1	69280
POA2251	0	1044
POA2251	1	32676
POA2256	0	504
POA2256	1	15529
POA2257	0	965
POA2257	1	29432
POA2258	0	146
POA2258	1	5111
POA2259	0	1807
POA2259	1	64428
POA2260	0	859
POA2260	1	24982
POA2261	0	1660
POA2261	1	53468
POA2262	0	715
POA2262	1	20691
POA2263	0	851
POA2263	1	23712
POA2264	0	672
POA2264	1	15491
POA2265	0	278
POA2265	1	7187
POA2267	0	168
POA2267	1	2750
POA2278	0	107
POA2278	1	2461
POA2280	0	902
POA2280	1	26284
POA2281	0	641
POA2281	1	14685
POA2282	0	597
POA2282	1	15545
POA2283	0	1111
POA2283	1	23308
POA2284	0	523
POA2284	1	12096
POA2285	0	1013
POA2285	1	32860
POA2286	0	169
POA2286	1	4520
POA2287	0	1375
POA2287	1	39466
POA2289	0	704
POA2289	1	19550
POA2290	0	1256
POA2290	1	33659
POA2291	0	687
POA2291	1	13588
POA2292	0	153
POA2292	1	2472
POA2293	0	186
POA2293	1	3121
POA2294	0	134
POA2294	1	1922
POA2295	0	310
POA2295	1	7782
POA2296	0	114
POA2296	1	1908
POA2297	0	73
POA2297	1	1726
POA2298	0	359
POA2298	1	9785
POA2299	0	479
POA2299	1	11425
POA2300	0	889
POA2300	1	11160
POA2302	0	73
POA2302	1	1340
POA2303	0	434
POA2303	1	9277
POA2304	0	563
POA2304	1	15247
POA2305	0	549
POA2305	1	12558
POA2306	0	127
POA2306	1	3297
POA2307	0	159
POA2307	1	4377
POA2308	0	298
POA2308	1	1062
POA2311	0	38
POA2311	1	876
POA2312	0	69
POA2312	1	1428
POA2315	0	793
POA2315	1	14491
POA2316	0	326
POA2316	1	6256
POA2317	0	326
POA2317	1	6233
POA2318	0	573
POA2318	1	13097
POA2319	0	288
POA2319	1	6606
POA2320	0	1337
POA2320	1	37825
POA2321	0	601
POA2321	1	19255
POA2322	0	825
POA2322	1	23550
POA2323	0	913
POA2323	1	25134
POA2324	0	1077
POA2324	1	24368
POA2325	0	1168
POA2325	1	29900
POA2326	0	296
POA2326	1	7581
POA2327	0	274
POA2327	1	7556
POA2328	0	80
POA2328	1	2423
POA2329	0	96
POA2329	1	2042
POA2330	0	631
POA2330	1	20812
POA2331	0	4
POA2331	1	577
POA2333	0	466
POA2333	1	13328
POA2334	0	128
POA2334	1	3223
POA2335	0	245
POA2335	1	7881
POA2336	0	98
POA2336	1	2492
POA2337	0	273
POA2337	1	7790
POA2338	0	69
POA2338	1	1329
POA2339	0	38
POA2339	1	681
POA2340	0	1924
POA2340	1	50515
POA2341	0	68
POA2341	1	1412
POA2342	0	27
POA2342	1	444
POA2343	0	209
POA2343	1	4650
POA2344	0	31
POA2344	1	643
POA2345	0	24
POA2345	1	679
POA2346	0	130
POA2346	1	2903
POA2347	0	87
