POA_CODE_2021	HomeCensusNight	persons
POA2347	1	1780
POA2350	0	1425
POA2350	1	25484
POA2352	0	114
POA2352	1	2836
POA2353	0	65
POA2353	1	1134
POA2354	0	217
POA2354	1	3271
POA2355	0	27
POA2355	1	598
POA2356	0	4
POA2356	1	118
POA2357	0	156
POA2357	1	3909
POA2358	0	147
POA2358	1	3579
POA2359	0	39
POA2359	1	675
POA2360	0	684
POA2360	1	14307
POA2361	0	43
POA2361	1	881
POA2365	0	166
POA2365	1	3599
POA2369	0	32
POA2369	1	837
POA2370	0	376
POA2370	1	7414
POA2371	0	74
POA2371	1	1082
POA2372	0	219
POA2372	1	4568
POA2379	0	17
POA2379	1	274
POA2380	0	399
POA2380	1	10719
POA2381	0	67
POA2381	1	1236
POA2382	0	51
POA2382	1	1332
POA2386	0	15
POA2386	1	278
POA2387	0	16
POA2387	1	179
POA2388	0	119
POA2388	1	2431
POA2390	0	355
POA2390	1	8183
POA2395	0	39
POA2395	1	688
POA2396	0	50
POA2396	1	790
POA2397	0	18
POA2397	1	266
POA2398	0	12
POA2398	1	241
POA2399	0	47
POA2399	1	579
POA2400	0	438
POA2400	1	9274
POA2401	0	10
POA2401	1	293
POA2402	0	104
POA2402	1	1640
POA2403	0	35
POA2403	1	686
POA2404	0	102
POA2404	1	1578
POA2405	0	33
POA2405	1	466
POA2406	0	48
POA2406	1	657
POA2408	0	19
POA2408	1	295
POA2409	0	47
POA2409	1	1020
POA2410	0	26
POA2410	1	222
POA2411	0	8
POA2411	1	97
POA2415	0	9
POA2415	1	414
POA2420	0	154
POA2420	1	3861
POA2421	0	62
POA2421	1	2008
POA2422	0	297
POA2422	1	5313
POA2423	0	228
POA2423	1	3069
POA2424	0	20
POA2424	1	466
POA2425	0	100
POA2425	1	1914
POA2426	0	43
POA2426	1	809
POA2427	0	214
POA2427	1	3251
POA2428	0	1258
POA2428	1	23931
POA2429	0	440
POA2429	1	9214
POA2430	0	1627
POA2430	1	35213
POA2431	0	277
POA2431	1	5348
POA2439	0	136
POA2439	1	3892
POA2440	0	1006
POA2440	1	22160
POA2441	0	240
POA2441	1	4042
POA2443	0	441
POA2443	1	8299
POA2444	0	2028
POA2444	1	49089
POA2445	0	402
POA2445	1	6946
POA2446	0	633
POA2446	1	14419
POA2447	0	322
POA2447	1	7488
POA2448	0	405
POA2448	1	9216
POA2449	0	95
POA2449	1	2066
POA2450	0	1953
POA2450	1	45384
POA2452	0	667
POA2452	1	14591
POA2453	0	169
POA2453	1	2612
POA2454	0	369
POA2454	1	7587
POA2455	0	174
POA2455	1	3011
POA2456	0	703
POA2456	1	16433
POA2460	0	1300
POA2460	1	29784
POA2462	0	165
POA2462	1	2357
POA2463	0	378
POA2463	1	7924
POA2464	0	391
POA2464	1	6670
POA2465	0	9
POA2465	1	335
POA2466	0	105
POA2466	1	1655
POA2469	0	246
POA2469	1	4112
POA2470	0	525
POA2470	1	14954
POA2471	0	107
POA2471	1	2712
POA2472	0	96
POA2472	1	1893
POA2473	0	150
POA2473	1	3047
POA2474	0	264
POA2474	1	6233
POA2475	0	14
POA2475	1	392
POA2476	0	28
POA2476	1	815
POA2477	0	451
POA2477	1	12450
POA2478	0	1347
POA2478	1	30709
POA2479	0	209
POA2479	1	5572
POA2480	0	1675
POA2480	1	44269
POA2481	0	806
POA2481	1	12852
POA2482	0	309
POA2482	1	6653
POA2483	0	561
POA2483	1	11055
POA2484	0	830
POA2484	1	19248
POA2485	0	650
POA2485	1	14699
POA2486	0	1191
POA2486	1	31644
POA2487	0	745
POA2487	1	14348
POA2488	0	157
POA2488	1	3361
POA2489	0	362
POA2489	1	7534
POA2490	0	21
POA2490	1	663
POA2500	0	1875
POA2500	1	41597
POA2502	0	353
POA2502	1	12198
POA2505	0	157
POA2505	1	4926
POA2506	0	203
POA2506	1	7594
POA2508	0	259
POA2508	1	9094
POA2515	0	457
POA2515	1	11288
POA2516	0	225
POA2516	1	6578
POA2517	0	388
POA2517	1	13575
POA2518	0	583
POA2518	1	19282
POA2519	0	498
POA2519	1	16730
POA2525	0	260
POA2525	1	12079
POA2526	0	397
POA2526	1	16335
POA2527	0	683
POA2527	1	25389
POA2528	0	726
POA2528	1	23012
POA2529	0	754
POA2529	1	28374
POA2530	0	817
POA2530	1	34222
POA2533	0	836
POA2533	1	16343
POA2534	0	342
POA2534	1	5422
POA2535	0	304
POA2535	1	7689
POA2536	0	969
POA2536	1	18362
POA2537	0	698
POA2537	1	12283
POA2538	0	136
POA2538	1	2446
POA2539	0	1182
POA2539	1	19128
POA2540	0	2469
POA2540	1	45802
POA2541	0	1088
POA2541	1	26949
POA2545	0	75
POA2545	1	1039
POA2546	0	555
POA2546	1	9510
POA2548	0	522
POA2548	1	7900
POA2549	0	255
POA2549	1	3843
POA2550	0	870
POA2550	1	16063
POA2551	0	229
POA2551	1	3489
POA2555	1	164
POA2556	0	55
POA2556	1	2382
POA2557	0	354
POA2557	1	19747
POA2558	0	228
POA2558	1	10864
POA2559	0	68
POA2559	1	2917
POA2560	0	2075
POA2560	1	80468
POA2563	0	11
POA2563	1	264
POA2564	0	290
POA2564	1	13908
POA2565	0	509
POA2565	1	31081
POA2566	0	504
POA2566	1	27294
POA2567	0	757
POA2567	1	40192
POA2568	0	19
POA2568	1	1229
POA2569	0	40
POA2569	1	1350
POA2570	0	1191
POA2570	1	62467
POA2571	0	338
POA2571	1	12834
POA2572	0	136
POA2572	1	5346
POA2573	0	171
POA2573	1	5606
POA2574	0	168
POA2574	1	5767
POA2575	0	630
POA2575	1	17213
POA2576	0	568
POA2576	1	13622
POA2577	0	631
POA2577	1	16089
POA2578	0	117
POA2578	1	2726
POA2579	0	174
POA2579	1	4472
POA2580	0	1209
POA2580	1	30419
POA2581	0	111
POA2581	1	2400
POA2582	0	550
POA2582	1	13143
POA2583	0	202
POA2583	1	4401
POA2584	0	27
POA2584	1	522
POA2585	0	14
POA2585	1	221
POA2586	0	195
POA2586	1	2677
POA2587	0	123
POA2587	1	2808
POA2588	0	25
POA2588	1	278
POA2590	0	328
POA2590	1	6820
POA2594	0	598
POA2594	1	11547
POA2600	0	421
POA2600	1	7838
POA2601	0	560
POA2601	1	7121
POA2602	0	1495
POA2602	1	33043
POA2603	0	407
POA2603	1	9896
POA2604	0	609
POA2604	1	12425
POA2605	0	485
POA2605	1	12002
POA2606	0	485
POA2606	1	11584
POA2607	0	553
POA2607	1	14166
POA2609	0	57
POA2609	1	1083
POA2611	0	1153
POA2611	1	35382
POA2612	0	837
POA2612	1	18123
POA2614	0	750
POA2614	1	19847
POA2615	0	1382
POA2615	1	45973
POA2617	0	1336
POA2617	1	36738
POA2618	0	64
POA2618	1	1334
POA2619	0	281
POA2619	1	9316
POA2620	0	1671
POA2620	1	43934
POA2621	0	267
POA2621	1	6425
POA2622	0	228
POA2622	1	3913
POA2623	0	36
POA2623	1	573
POA2624	0	9
POA2624	1	154
POA2625	0	22
POA2625	1	377
POA2626	0	24
POA2626	1	487
POA2627	0	389
POA2627	1	4871
POA2628	0	109
POA2628	1	2066
POA2629	0	49
POA2629	1	487
POA2630	0	432
POA2630	1	8437
POA2631	0	41
POA2631	1	587
POA2632	0	86
POA2632	1	1806
POA2633	0	20
POA2633	1	306
POA2640	0	1638
POA2640	1	38245
POA2641	0	691
POA2641	1	15857
POA2642	0	257
POA2642	1	5213
POA2643	0	142
POA2643	1	2859
POA2644	0	148
POA2644	1	2285
POA2645	0	22
POA2645	1	315
POA2646	0	360
POA2646	1	6482
POA2647	0	195
POA2647	1	2357
POA2648	0	156
POA2648	1	2517
POA2649	1	31
POA2650	0	2458
POA2650	1	59059
POA2651	0	76
POA2651	1	3003
POA2652	0	205
POA2652	1	4550
POA2653	0	146
POA2653	1	2495
POA2655	0	43
POA2655	1	1377
POA2656	0	59
POA2656	1	1268
POA2658	0	73
POA2658	1	1411
POA2659	0	35
POA2659	1	839
POA2660	0	55
POA2660	1	1557
POA2661	0	12
POA2661	1	382
POA2663	0	173
POA2663	1	5113
POA2665	0	124
POA2665	1	1891
POA2666	0	298
POA2666	1	5336
POA2668	0	14
POA2668	1	386
POA2669	0	95
POA2669	1	1448
POA2671	0	184
POA2671	1	3781
POA2672	0	80
POA2672	1	1427
POA2675	0	105
POA2675	1	1557
POA2678	0	14
POA2678	1	421
POA2680	0	810
POA2680	1	24532
POA2681	0	44
POA2681	1	1745
POA2700	0	258
POA2700	1	4613
POA2701	0	77
POA2701	1	2406
POA2702	0	27
POA2702	1	763
POA2703	0	42
POA2703	1	698
POA2705	0	417
POA2705	1	10270
POA2706	0	54
POA2706	1	981
POA2707	0	83
POA2707	1	1080
POA2710	0	512
POA2710	1	9233
POA2711	0	177
POA2711	1	3024
POA2712	0	70
POA2712	1	1303
POA2713	0	115
POA2713	1	2625
POA2714	0	265
POA2714	1	2659
POA2715	0	88
POA2715	1	1288
POA2716	0	70
POA2716	1	922
POA2717	0	59
POA2717	1	1144
POA2720	0	390
POA2720	1	8112
POA2721	0	9
POA2721	1	220
POA2722	0	156
POA2722	1	3262
POA2725	0	18
POA2725	1	332
POA2726	0	10
POA2726	1	241
POA2727	0	31
POA2727	1	315
POA2729	0	97
POA2729	1	1529
POA2730	0	60
POA2730	1	1279
POA2731	0	479
POA2731	1	6965
POA2732	0	117
POA2732	1	1757
POA2733	0	21
POA2733	1	575
POA2734	0	18
POA2734	1	452
POA2735	0	21
POA2735	1	385
POA2736	0	15
POA2736	1	406
POA2737	0	42
POA2737	1	783
POA2738	0	104
POA2738	1	2034
POA2739	0	65
POA2739	1	1354
POA2745	0	604
POA2745	1	31244
POA2747	0	1083
POA2747	1	53316
POA2748	0	43
POA2748	1	1754
POA2749	0	392
POA2749	1	16634
POA2750	0	1251
POA2750	1	47951
POA2752	0	137
POA2752	1	5608
POA2753	0	491
POA2753	1	17097
POA2754	0	198
POA2754	1	6865
POA2756	0	928
POA2756	1	34403
POA2757	0	14
POA2757	1	840
POA2758	0	220
POA2758	1	8626
POA2759	0	549
POA2759	1	25885
POA2760	0	839
POA2760	1	36794
POA2761	0	558
POA2761	1	34144
POA2762	0	227
POA2762	1	21548
POA2763	0	423
POA2763	1	32767
POA2765	0	623
POA2765	1	44995
POA2766	0	253
POA2766	1	16796
POA2767	0	405
POA2767	1	22981
POA2768	0	291
POA2768	1	28575
POA2769	0	167
POA2769	1	16149
POA2770	0	1329
POA2770	1	60167
POA2773	0	180
POA2773	1	5799
POA2774	0	307
POA2774	1	12703
POA2775	0	96
POA2775	1	1419
POA2776	0	126
POA2776	1	4031
POA2777	0	411
POA2777	1	17402
POA2778	0	52
POA2778	1	2368
POA2779	0	185
POA2779	1	4890
POA2780	0	472
POA2780	1	12871
POA2782	0	200
POA2782	1	6232
POA2783	0	87
POA2783	1	2559
POA2784	0	39
POA2784	1	1253
POA2785	0	217
POA2785	1	4602
POA2786	0	45
POA2786	1	1136
POA2787	0	223
POA2787	1	4383
POA2790	0	667
POA2790	1	14784
POA2791	0	13
POA2791	1	310
POA2792	0	29
POA2792	1	357
POA2793	0	63
POA2793	1	1009
POA2794	0	434
POA2794	1	10066
POA2795	0	1836
POA2795	1	43238
POA2797	0	20
POA2797	1	419
POA2798	0	106
POA2798	1	2092
POA2799	0	167
POA2799	1	3987
POA2800	0	1957
POA2800	1	46327
POA2803	0	8
POA2803	1	269
POA2804	0	118
POA2804	1	2711
POA2805	0	10
POA2805	1	400
POA2806	0	38
POA2806	1	821
POA2807	0	23
POA2807	1	422
POA2808	0	21
POA2808	1	197
POA2809	0	9
POA2809	1	194
POA2810	0	177
POA2810	1	2959
POA2817	0	24
POA2817	1	337
POA2818	0	50
POA2818	1	797
POA2820	0	734
POA2820	1	6645
POA2821	0	211
POA2821	1	4569
POA2822	0	11
POA2822	1	422
POA2823	0	90
POA2823	1	1250
POA2824	0	115
POA2824	1	1939
POA2825	0	115
POA2825	1	2084
POA2826	0	19
POA2826	1	162
POA2827	0	169
POA2827	1	3507
POA2828	0	47
POA2828	1	748
POA2829	0	139
POA2829	1	2828
POA2830	0	1888
POA2830	1	43075
POA2831	0	91
POA2831	1	1749
POA2832	0	139
POA2832	1	2012
POA2833	0	31
POA2833	1	608
POA2834	0	148
POA2834	1	1836
POA2835	0	250
POA2835	1	3546
POA2836	0	60
POA2836	1	842
POA2838	0	5
POA2838	1	223
POA2839	0	68
POA2839	1	1008
POA2840	0	158
POA2840	1	2228
POA2842	0	44
POA2842	1	681
POA2843	0	75
POA2843	1	1188
POA2844	0	48
POA2844	1	1258
POA2845	0	77
POA2845	1	1937
POA2846	0	31
POA2846	1	223
POA2847	0	93
POA2847	1	2352
POA2848	0	69
POA2848	1	1471
POA2849	0	59
POA2849	1	1552
POA2850	0	811
POA2850	1	18334
POA2852	0	142
POA2852	1	3596
POA2864	0	50
POA2864	1	774
POA2865	0	35
POA2865	1	892
POA2866	0	135
POA2866	1	2980
POA2867	0	22
POA2867	1	611
POA2868	0	29
POA2868	1	546
POA2869	0	83
POA2869	1	1446
POA2870	0	516
POA2870	1	11520
POA2871	0	457
POA2871	1	8509
POA2873	0	40
POA2873	1	521
POA2874	0	25
POA2874	1	341
POA2875	0	52
POA2875	1	751
POA2876	0	36
POA2876	1	460
POA2877	0	205
POA2877	1	3374
POA2878	0	28
POA2878	1	262
POA2879	0	33
POA2879	1	542
POA2880	0	1000
POA2880	1	17096
POA2898	0	62
POA2898	1	388
POA2899	0	128
POA2899	1	2061
POA2900	0	147
POA2900	1	4031
POA2902	0	594
POA2902	1	15080
POA2903	0	329
POA2903	1	9256
POA2904	0	365
POA2904	1	12823
POA2905	0	969
POA2905	1	27764
POA2906	0	528
POA2906	1	17577
POA2911	0	137
POA2911	1	4671
POA2912	0	261
POA2912	1	8341
POA2913	0	1021
POA2913	1	38374
POA2914	0	725
POA2914	1	33847
POA3000	0	1397
POA3000	1	41689
POA3002	0	292
POA3002	1	4607
POA3003	0	304
POA3003	1	7719
POA3004	0	486
POA3004	1	10999
POA3006	0	784
POA3006	1	21914
POA3008	0	477
POA3008	1	15016
POA3011	0	728
POA3011	1	21546
POA3012	0	712
POA3012	1	26306
POA3013	0	452
POA3013	1	15186
POA3015	0	515
POA3015	1	18119
POA3016	0	602
POA3016	1	15421
POA3018	0	387
POA3018	1	13171
POA3019	0	199
POA3019	1	9480
POA3020	0	1002
POA3020	1	43371
POA3021	0	1055
POA3021	1	54059
POA3022	0	66
POA3022	1	3101
POA3023	0	1005
POA3023	1	66142
POA3024	0	560
POA3024	1	33442
POA3025	0	278
POA3025	1	12686
POA3026	0	140
POA3026	1	8631
POA3027	0	107
POA3027	1	9344
POA3028	0	558
POA3028	1	27636
POA3029	0	1830
POA3029	1	128059
POA3030	0	2021
POA3030	1	117177
POA3031	0	701
POA3031	1	17072
POA3032	0	899
POA3032	1	28984
POA3033	0	326
POA3033	1	14759
POA3034	0	287
POA3034	1	12100
POA3036	0	137
POA3036	1	5836
POA3037	0	755
POA3037	1	50643
POA3038	0	478
POA3038	1	26226
POA3039	0	569
POA3039	1	15654
POA3040	0	760
POA3040	1	25969
POA3041	0	365
POA3041	1	12749
POA3042	0	378
POA3042	1	16381
POA3043	0	422
POA3043	1	17495
POA3044	0	692
POA3044	1	28009
POA3045	1	64
POA3046	0	733
POA3046	1	36038
POA3047	0	381
POA3047	1	21100
POA3048	0	292
POA3048	1	17790
POA3049	0	162
POA3049	1	9654
POA3051	0	602
POA3051	1	14357
POA3052	0	395
POA3052	1	6901
POA3053	0	719
POA3053	1	15320
POA3054	0	430
POA3054	1	7762
POA3055	0	488
POA3055	1	14261
POA3056	0	1067
POA3056	1	23845
POA3057	0	521
POA3057	1	12744
POA3058	0	973
POA3058	1	33927
POA3059	0	391
POA3059	1	20885
POA3060	0	279
POA3060	1	13995
POA3061	0	98
POA3061	1	4880
POA3062	1	5
POA3063	0	10
POA3063	1	554
POA3064	0	1488
POA3064	1	112930
POA3065	0	563
POA3065	1	9870
POA3066	0	394
POA3066	1	8781
POA3067	0	393
POA3067	1	8704
POA3068	0	910
POA3068	1	18469
POA3070	0	1066
POA3070	1	24213
POA3071	0	685
POA3071	1	18313
POA3072	0	921
POA3072	1	32867
POA3073	0	1266
POA3073	1	49833
POA3074	0	410
POA3074	1	19825
POA3075	0	387
POA3075	1	22837
