POA_CODE_2021	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
POA4053	Flat/apartment	1 or 2 storey block	0	12
POA4053	Flat/apartment	1 or 2 storey block	1	98
POA4053	Flat/apartment	1 or 2 storey block	2	462
POA4053	Flat/apartment	1 or 2 storey block	3	206
POA4053	Flat/apartment	1 or 2 storey block	4	53
POA4053	Flat/apartment	3 storey block		13
POA4053	Flat/apartment	3 storey block	0	14
POA4053	Flat/apartment	3 storey block	1	238
POA4053	Flat/apartment	3 storey block	2	654
POA4053	Flat/apartment	3 storey block	3	65
POA4053	Flat/apartment	4-8 storey block	0	6
POA4053	Flat/apartment	4-8 storey block	1	19
POA4053	Flat/apartment	4-8 storey block	2	179
POA4053	Flat/apartment	4-8 storey block	3	7
POA4053	Flat/apartment	Attached to a house	1	5
POA4053	Flat/apartment	Attached to a house	2	7
POA4053	Flat/apartment	Attached to a house	3	4
POA4053	Separate house			106
POA4053	Separate house		0	16
POA4053	Separate house		1	71
POA4053	Separate house		2	776
POA4053	Separate house		3	6608
POA4053	Separate house		4	4840
POA4053	Separate house		5	1269
POA4053	Separate house		6	188
POA4054		1 storey		3
POA4054		1 storey	1	7
POA4054		1 storey	2	174
POA4054		1 storey	3	65
POA4054		2 storeys or more		5
POA4054		2 storeys or more	2	140
POA4054		2 storeys or more	3	181
POA4054		2 storeys or more	4	39
POA4054	Flat/apartment	1 or 2 storey block	1	17
POA4054	Flat/apartment	1 or 2 storey block	2	50
POA4054	Flat/apartment	1 or 2 storey block	3	73
POA4054	Flat/apartment	1 or 2 storey block	4	3
POA4054	Flat/apartment	Attached to a house	2	3
POA4054	Separate house			40
POA4054	Separate house		1	16
POA4054	Separate house		2	219
POA4054	Separate house		3	2505
POA4054	Separate house		4	1449
POA4054	Separate house		5	277
POA4054	Separate house		6	34
POA4055		1 storey		3
POA4055		1 storey	1	7
POA4055		1 storey	2	90
POA4055		1 storey	3	11
POA4055		2 storeys or more	2	12
POA4055		2 storeys or more	3	36
POA4055		2 storeys or more	4	12
POA4055	Flat/apartment	1 or 2 storey block		6
POA4055	Flat/apartment	1 or 2 storey block	1	4
POA4055	Flat/apartment	1 or 2 storey block	2	85
POA4055	Flat/apartment	1 or 2 storey block	3	75
POA4055	Flat/apartment	1 or 2 storey block	4	39
POA4055	Flat/apartment	1 or 2 storey block	6	4
POA4055	Flat/apartment	3 storey block	2	5
POA4055	Flat/apartment	Attached to a house	2	8
POA4055	Separate house			29
POA4055	Separate house		1	13
POA4055	Separate house		2	122
POA4055	Separate house		3	2537
POA4055	Separate house		4	3405
POA4055	Separate house		5	832
POA4055	Separate house		6	135
POA4059				3
POA4059			0	3
POA4059			1	13
POA4059			3	4
POA4059		1 storey	1	5
POA4059		1 storey	2	6
POA4059		1 storey	3	3
POA4059		2 storeys or more		8
POA4059		2 storeys or more	0	8
POA4059		2 storeys or more	1	48
POA4059		2 storeys or more	2	99
POA4059		2 storeys or more	3	161
POA4059		2 storeys or more	4	41
POA4059		2 storeys or more	5	7
POA4059		2 storeys or more	6	6
POA4059	Flat/apartment	1 or 2 storey block		10
POA4059	Flat/apartment	1 or 2 storey block	0	21
POA4059	Flat/apartment	1 or 2 storey block	1	189
POA4059	Flat/apartment	1 or 2 storey block	2	222
POA4059	Flat/apartment	1 or 2 storey block	3	61
POA4059	Flat/apartment	1 or 2 storey block	4	23
POA4059	Flat/apartment	1 or 2 storey block	5	6
POA4059	Flat/apartment	1 or 2 storey block	6	9
POA4059	Flat/apartment	3 storey block		3
POA4059	Flat/apartment	3 storey block	0	3
POA4059	Flat/apartment	3 storey block	1	131
POA4059	Flat/apartment	3 storey block	2	349
POA4059	Flat/apartment	3 storey block	3	54
POA4059	Flat/apartment	3 storey block	4	8
POA4059	Flat/apartment	4-8 storey block		24
POA4059	Flat/apartment	4-8 storey block	0	35
POA4059	Flat/apartment	4-8 storey block	1	320
POA4059	Flat/apartment	4-8 storey block	2	467
POA4059	Flat/apartment	4-8 storey block	3	94
POA4059	Flat/apartment	4-8 storey block	4	7
POA4059	Flat/apartment	4-8 storey block	5	5
POA4059	Flat/apartment	9 or more storey block		13
POA4059	Flat/apartment	9 or more storey block	0	7
POA4059	Flat/apartment	9 or more storey block	1	240
POA4059	Flat/apartment	9 or more storey block	2	236
POA4059	Flat/apartment	9 or more storey block	3	63
POA4059	Flat/apartment	9 or more storey block	4	4
POA4059	Separate house			24
POA4059	Separate house		0	4
POA4059	Separate house		1	56
POA4059	Separate house		2	339
POA4059	Separate house		3	1047
POA4059	Separate house		4	666
POA4059	Separate house		5	255
POA4059	Separate house		6	79
POA4060			1	4
POA4060		2 storeys or more	1	8
POA4060		2 storeys or more	2	21
POA4060		2 storeys or more	3	43
POA4060		2 storeys or more	4	8
POA4060	Flat/apartment	1 or 2 storey block		3
POA4060	Flat/apartment	1 or 2 storey block	1	74
POA4060	Flat/apartment	1 or 2 storey block	2	176
POA4060	Flat/apartment	1 or 2 storey block	3	93
POA4060	Flat/apartment	1 or 2 storey block	4	3
POA4060	Flat/apartment	1 or 2 storey block	6	6
POA4060	Flat/apartment	3 storey block		4
POA4060	Flat/apartment	3 storey block	1	13
POA4060	Flat/apartment	3 storey block	2	367
POA4060	Flat/apartment	3 storey block	3	88
POA4060	Flat/apartment	3 storey block	4	7
POA4060	Flat/apartment	3 storey block	5	3
POA4060	Flat/apartment	3 storey block	6	3
POA4060	Flat/apartment	4-8 storey block	2	85
POA4060	Flat/apartment	4-8 storey block	3	17
POA4060	Separate house			16
POA4060	Separate house		0	3
POA4060	Separate house		1	23
POA4060	Separate house		2	319
POA4060	Separate house		3	1137
POA4060	Separate house		4	1243
POA4060	Separate house		5	711
POA4060	Separate house		6	130
POA4061			3	4
POA4061			4	3
POA4061		1 storey	3	28
POA4061		2 storeys or more	1	5
POA4061		2 storeys or more	2	76
POA4061		2 storeys or more	3	231
POA4061		2 storeys or more	4	67
POA4061		2 storeys or more	5	3
POA4061	Flat/apartment	3 storey block	2	4
POA4061	Flat/apartment	3 storey block	3	42
POA4061	Separate house			30
POA4061	Separate house		0	3
POA4061	Separate house		1	13
POA4061	Separate house		2	117
POA4061	Separate house		3	2156
POA4061	Separate house		4	2285
POA4061	Separate house		5	666
POA4061	Separate house		6	165
POA4064			0	6
POA4064			1	3
POA4064			3	4
POA4064			4	5
POA4064		1 storey	0	4
POA4064		1 storey	1	13
POA4064		2 storeys or more		7
POA4064		2 storeys or more	0	8
POA4064		2 storeys or more	1	27
POA4064		2 storeys or more	2	166
POA4064		2 storeys or more	3	160
POA4064		2 storeys or more	4	20
POA4064		2 storeys or more	5	4
POA4064	(Other)		1	8
POA4064	(Other)		2	11
POA4064	(Other)		3	5
POA4064	Flat/apartment	1 or 2 storey block		4
POA4064	Flat/apartment	1 or 2 storey block	0	17
POA4064	Flat/apartment	1 or 2 storey block	1	188
POA4064	Flat/apartment	1 or 2 storey block	2	159
POA4064	Flat/apartment	1 or 2 storey block	3	29
POA4064	Flat/apartment	1 or 2 storey block	4	12
POA4064	Flat/apartment	1 or 2 storey block	5	3
POA4064	Flat/apartment	3 storey block		5
POA4064	Flat/apartment	3 storey block	0	10
POA4064	Flat/apartment	3 storey block	1	78
POA4064	Flat/apartment	3 storey block	2	326
POA4064	Flat/apartment	3 storey block	3	65
POA4064	Flat/apartment	4-8 storey block		6
POA4064	Flat/apartment	4-8 storey block	0	9
POA4064	Flat/apartment	4-8 storey block	1	58
POA4064	Flat/apartment	4-8 storey block	2	177
POA4064	Flat/apartment	4-8 storey block	3	19
POA4064	Flat/apartment	9 or more storey block		6
POA4064	Flat/apartment	9 or more storey block	1	324
POA4064	Flat/apartment	9 or more storey block	2	338
POA4064	Flat/apartment	9 or more storey block	3	84
POA4064	Flat/apartment	9 or more storey block	4	4
POA4064	Flat/apartment	Attached to a house	4	3
POA4064	Separate house			26
POA4064	Separate house		0	4
POA4064	Separate house		1	22
POA4064	Separate house		2	286
POA4064	Separate house		3	1015
POA4064	Separate house		4	833
POA4064	Separate house		5	340
POA4064	Separate house		6	87
POA4065			4	3
POA4065		1 storey	1	3
POA4065		1 storey	2	15
POA4065		2 storeys or more		9
POA4065		2 storeys or more	1	11
POA4065		2 storeys or more	2	59
POA4065		2 storeys or more	3	201
POA4065		2 storeys or more	4	16
POA4065		2 storeys or more	5	3
POA4065	Flat/apartment	1 or 2 storey block		8
POA4065	Flat/apartment	1 or 2 storey block	0	7
POA4065	Flat/apartment	1 or 2 storey block	1	69
POA4065	Flat/apartment	1 or 2 storey block	2	72
POA4065	Flat/apartment	1 or 2 storey block	3	63
POA4065	Flat/apartment	1 or 2 storey block	4	10
POA4065	Flat/apartment	1 or 2 storey block	5	3
POA4065	Flat/apartment	3 storey block	0	6
POA4065	Flat/apartment	3 storey block	1	8
POA4065	Flat/apartment	3 storey block	2	58
POA4065	Flat/apartment	3 storey block	3	29
POA4065	Flat/apartment	4-8 storey block	3	4
POA4065	Flat/apartment	4-8 storey block	4	3
POA4065	Separate house			24
POA4065	Separate house		1	10
POA4065	Separate house		2	276
POA4065	Separate house		3	881
POA4065	Separate house		4	1035
POA4065	Separate house		5	493
POA4065	Separate house		6	85
POA4066				3
POA4066			0	3
POA4066			1	10
POA4066			2	25
POA4066			3	13
POA4066			4	3
POA4066			6	5
POA4066		1 storey	3	3
POA4066		2 storeys or more	1	3
POA4066		2 storeys or more	2	46
POA4066		2 storeys or more	3	105
POA4066		2 storeys or more	4	9
POA4066	Flat/apartment	1 or 2 storey block		9
POA4066	Flat/apartment	1 or 2 storey block	0	25
POA4066	Flat/apartment	1 or 2 storey block	1	141
POA4066	Flat/apartment	1 or 2 storey block	2	320
POA4066	Flat/apartment	1 or 2 storey block	3	128
POA4066	Flat/apartment	1 or 2 storey block	4	19
POA4066	Flat/apartment	3 storey block		13
POA4066	Flat/apartment	3 storey block	0	5
POA4066	Flat/apartment	3 storey block	1	140
POA4066	Flat/apartment	3 storey block	2	1446
POA4066	Flat/apartment	3 storey block	3	292
POA4066	Flat/apartment	3 storey block	4	9
POA4066	Flat/apartment	4-8 storey block		8
POA4066	Flat/apartment	4-8 storey block	0	9
POA4066	Flat/apartment	4-8 storey block	1	216
POA4066	Flat/apartment	4-8 storey block	2	771
POA4066	Flat/apartment	4-8 storey block	3	165
POA4066	Flat/apartment	4-8 storey block	4	7
POA4066	Flat/apartment	9 or more storey block		9
POA4066	Flat/apartment	9 or more storey block	1	291
POA4066	Flat/apartment	9 or more storey block	2	775
POA4066	Flat/apartment	9 or more storey block	3	275
POA4066	Flat/apartment	9 or more storey block	4	11
POA4066	Separate house			9
POA4066	Separate house		0	5
POA4066	Separate house		1	23
POA4066	Separate house		2	231
POA4066	Separate house		3	931
POA4066	Separate house		4	846
POA4066	Separate house		5	421
POA4066	Separate house		6	94
POA4067			1	4
POA4067			2	6
POA4067			3	3
POA4067			5	3
POA4067		1 storey	1	6
POA4067		1 storey	2	4
POA4067		2 storeys or more	1	4
POA4067		2 storeys or more	2	52
POA4067		2 storeys or more	3	180
POA4067		2 storeys or more	4	17
POA4067		2 storeys or more	5	5
POA4067	Flat/apartment	1 or 2 storey block	0	3
POA4067	Flat/apartment	1 or 2 storey block	1	42
POA4067	Flat/apartment	1 or 2 storey block	2	271
POA4067	Flat/apartment	1 or 2 storey block	3	110
POA4067	Flat/apartment	1 or 2 storey block	4	15
POA4067	Flat/apartment	1 or 2 storey block	5	4
POA4067	Flat/apartment	3 storey block		11
POA4067	Flat/apartment	3 storey block	1	86
POA4067	Flat/apartment	3 storey block	2	547
POA4067	Flat/apartment	3 storey block	3	166
POA4067	Flat/apartment	3 storey block	4	18
POA4067	Flat/apartment	3 storey block	6	6
POA4067	Flat/apartment	4-8 storey block		8
POA4067	Flat/apartment	4-8 storey block	1	25
POA4067	Flat/apartment	4-8 storey block	2	508
POA4067	Flat/apartment	4-8 storey block	3	184
POA4067	Flat/apartment	4-8 storey block	4	10
POA4067	Flat/apartment	9 or more storey block	2	122
POA4067	Flat/apartment	9 or more storey block	3	190
POA4067	Flat/apartment	9 or more storey block	4	3
POA4067	Separate house			14
POA4067	Separate house		0	5
POA4067	Separate house		1	15
POA4067	Separate house		2	78
POA4067	Separate house		3	359
POA4067	Separate house		4	503
POA4067	Separate house		5	232
POA4067	Separate house		6	92
POA4068			1	7
POA4068			2	12
POA4068			3	10
POA4068			4	3
POA4068		1 storey	1	5
POA4068		1 storey	2	9
POA4068		1 storey	3	9
POA4068		2 storeys or more		10
POA4068		2 storeys or more	1	44
POA4068		2 storeys or more	2	183
POA4068		2 storeys or more	3	417
POA4068		2 storeys or more	4	61
POA4068		2 storeys or more	5	4
POA4068		2 storeys or more	6	5
POA4068	Flat/apartment	1 or 2 storey block		13
POA4068	Flat/apartment	1 or 2 storey block	0	6
POA4068	Flat/apartment	1 or 2 storey block	1	148
POA4068	Flat/apartment	1 or 2 storey block	2	546
POA4068	Flat/apartment	1 or 2 storey block	3	220
POA4068	Flat/apartment	1 or 2 storey block	4	34
POA4068	Flat/apartment	1 or 2 storey block	5	4
POA4068	Flat/apartment	1 or 2 storey block	6	3
POA4068	Flat/apartment	3 storey block		15
POA4068	Flat/apartment	3 storey block	0	4
POA4068	Flat/apartment	3 storey block	1	125
POA4068	Flat/apartment	3 storey block	2	1645
POA4068	Flat/apartment	3 storey block	3	395
POA4068	Flat/apartment	3 storey block	4	11
POA4068	Flat/apartment	4-8 storey block		12
POA4068	Flat/apartment	4-8 storey block	1	111
POA4068	Flat/apartment	4-8 storey block	2	716
POA4068	Flat/apartment	4-8 storey block	3	283
POA4068	Flat/apartment	4-8 storey block	4	14
POA4068	Flat/apartment	9 or more storey block	1	51
POA4068	Flat/apartment	9 or more storey block	2	226
POA4068	Flat/apartment	9 or more storey block	3	161
POA4068	Flat/apartment	9 or more storey block	4	8
POA4068	Flat/apartment	Attached to a house	1	6
POA4068	Separate house			27
POA4068	Separate house		0	3
POA4068	Separate house		1	48
POA4068	Separate house		2	256
POA4068	Separate house		3	1461
POA4068	Separate house		4	1664
POA4068	Separate house		5	800
POA4068	Separate house		6	175
POA4069			1	5
POA4069			5	4
POA4069		1 storey		9
POA4069		1 storey	1	53
POA4069		1 storey	2	57
POA4069		1 storey	3	34
POA4069		1 storey	4	4
POA4069		2 storeys or more		3
POA4069		2 storeys or more	2	34
POA4069		2 storeys or more	3	206
POA4069		2 storeys or more	4	23
POA4069	Flat/apartment	1 or 2 storey block	1	30
POA4069	Flat/apartment	1 or 2 storey block	2	31
POA4069	Flat/apartment	1 or 2 storey block	3	26
POA4069	Flat/apartment	1 or 2 storey block	4	9
POA4069	Flat/apartment	1 or 2 storey block	5	7
POA4069	Flat/apartment	1 or 2 storey block	6	3
POA4069	Flat/apartment	3 storey block	2	7
POA4069	Flat/apartment	3 storey block	3	16
POA4069	Flat/apartment	Attached to a house	1	9
POA4069	Flat/apartment	Attached to a house	2	9
POA4069	Flat/apartment	Attached to a house	3	3
POA4069	Flat/apartment	Attached to a house	4	5
POA4069	Flat/apartment	Attached to a house	5	5
POA4069	Separate house			66
POA4069	Separate house		0	4
POA4069	Separate house		1	45
POA4069	Separate house		2	226
POA4069	Separate house		3	2673
POA4069	Separate house		4	5311
POA4069	Separate house		5	2243
POA4069	Separate house		6	502
POA4070		1 storey	2	37
POA4070		1 storey	3	75
POA4070		1 storey	4	5
POA4070		2 storeys or more	3	18
POA4070		2 storeys or more	4	5
POA4070	Flat/apartment	Attached to a house	5	5
POA4070	Separate house			28
POA4070	Separate house		0	4
POA4070	Separate house		1	13
POA4070	Separate house		2	35
POA4070	Separate house		3	678
POA4070	Separate house		4	2436
POA4070	Separate house		5	549
POA4070	Separate house		6	110
POA4073		2 storeys or more	2	29
POA4073		2 storeys or more	3	231
POA4073		2 storeys or more	4	8
POA4073	(Other)		3	3
POA4073	Flat/apartment	1 or 2 storey block	1	3
POA4073	Flat/apartment	3 storey block		4
POA4073	Flat/apartment	3 storey block	1	10
POA4073	Flat/apartment	3 storey block	2	27
POA4073	Flat/apartment	3 storey block	3	16
POA4073	Flat/apartment	4-8 storey block	1	12
POA4073	Flat/apartment	4-8 storey block	2	31
POA4073	Flat/apartment	4-8 storey block	3	9
POA4073	Separate house			17
POA4073	Separate house		1	6
POA4073	Separate house		2	34
POA4073	Separate house		3	699
POA4073	Separate house		4	1497
POA4073	Separate house		5	451
POA4073	Separate house		6	51
POA4074		1 storey	2	46
POA4074		1 storey	3	69
POA4074		1 storey	4	22
POA4074		2 storeys or more		5
POA4074		2 storeys or more	1	4
POA4074		2 storeys or more	2	46
POA4074		2 storeys or more	3	338
POA4074		2 storeys or more	4	44
POA4074		2 storeys or more	5	5
POA4074	Flat/apartment	1 or 2 storey block	0	3
POA4074	Flat/apartment	1 or 2 storey block	1	31
POA4074	Flat/apartment	1 or 2 storey block	2	7
POA4074	Separate house			57
POA4074	Separate house		1	19
POA4074	Separate house		2	78
POA4074	Separate house		3	2825
POA4074	Separate house		4	3672
POA4074	Separate house		5	985
POA4074	Separate house		6	167
POA4075			1	5
POA4075			2	10
POA4075			3	10
POA4075		1 storey		5
POA4075		1 storey	0	3
POA4075		1 storey	1	37
POA4075		1 storey	2	65
POA4075		1 storey	3	63
POA4075		1 storey	4	4
POA4075		2 storeys or more		16
POA4075		2 storeys or more	1	67
POA4075		2 storeys or more	2	185
POA4075		2 storeys or more	3	689
POA4075		2 storeys or more	4	85
POA4075		2 storeys or more	5	6
POA4075	(Other)		2	3
POA4075	(Other)		3	8
POA4075	Flat/apartment	1 or 2 storey block		7
POA4075	Flat/apartment	1 or 2 storey block	1	90
POA4075	Flat/apartment	1 or 2 storey block	2	360
POA4075	Flat/apartment	1 or 2 storey block	3	74
POA4075	Flat/apartment	1 or 2 storey block	4	7
POA4075	Flat/apartment	3 storey block		3
POA4075	Flat/apartment	3 storey block	1	33
POA4075	Flat/apartment	3 storey block	2	259
POA4075	Flat/apartment	3 storey block	3	55
POA4075	Flat/apartment	4-8 storey block		5
POA4075	Flat/apartment	4-8 storey block	1	66
POA4075	Flat/apartment	4-8 storey block	2	338
POA4075	Flat/apartment	4-8 storey block	3	82
POA4075	Flat/apartment	4-8 storey block	4	6
POA4075	Separate house			33
POA4075	Separate house		0	4
POA4075	Separate house		1	41
POA4075	Separate house		2	463
POA4075	Separate house		3	2663
POA4075	Separate house		4	2478
POA4075	Separate house		5	915
POA4075	Separate house		6	146
POA4076		1 storey	2	14
POA4076		1 storey	3	9
POA4076		2 storeys or more		9
POA4076		2 storeys or more	2	27
POA4076		2 storeys or more	3	128
POA4076	Flat/apartment	1 or 2 storey block	2	6
POA4076	Flat/apartment	Attached to a house	2	5
POA4076	Flat/apartment	Attached to a house	3	6
POA4076	Flat/apartment	Attached to a house	4	3
POA4076	Separate house			27
POA4076	Separate house		0	3
POA4076	Separate house		1	20
POA4076	Separate house		2	166
POA4076	Separate house		3	845
POA4076	Separate house		4	335
POA4076	Separate house		5	91
POA4076	Separate house		6	34
POA4077				3
POA4077			1	5
POA4077			2	7
POA4077			3	21
POA4077			4	10
POA4077		1 storey		24
POA4077		1 storey	0	11
POA4077		1 storey	1	109
POA4077		1 storey	2	202
POA4077		1 storey	3	65
POA4077		1 storey	4	8
POA4077		2 storeys or more		56
POA4077		2 storeys or more	0	3
POA4077		2 storeys or more	1	75
POA4077		2 storeys or more	2	262
POA4077		2 storeys or more	3	1952
POA4077		2 storeys or more	4	258
POA4077	(Other)			8
POA4077	(Other)		0	9
POA4077	(Other)		1	66
POA4077	(Other)		2	25
POA4077	Flat/apartment	1 or 2 storey block		3
POA4077	Flat/apartment	1 or 2 storey block	1	80
POA4077	Flat/apartment	1 or 2 storey block	2	25
POA4077	Flat/apartment	3 storey block	0	3
POA4077	Flat/apartment	3 storey block	1	41
POA4077	Flat/apartment	3 storey block	2	6
POA4077	Flat/apartment	Attached to a house	1	3
POA4077	Flat/apartment	Attached to a house	2	6
POA4077	Flat/apartment	Attached to a house	3	24
POA4077	Flat/apartment	Attached to a house	4	8
POA4077	Flat/apartment	Attached to a house	5	3
POA4077	Separate house			174
POA4077	Separate house		0	18
POA4077	Separate house		1	114
POA4077	Separate house		2	650
POA4077	Separate house		3	4242
POA4077	Separate house		4	2560
POA4077	Separate house		5	402
POA4077	Separate house		6	129
POA4078		1 storey	2	50
POA4078		1 storey	3	56
POA4078		2 storeys or more		13
POA4078		2 storeys or more	0	5
POA4078		2 storeys or more	1	16
POA4078		2 storeys or more	2	43
POA4078		2 storeys or more	3	489
POA4078		2 storeys or more	4	12
POA4078	Flat/apartment	1 or 2 storey block		4
POA4078	Flat/apartment	1 or 2 storey block	0	5
POA4078	Flat/apartment	1 or 2 storey block	1	28
POA4078	Flat/apartment	1 or 2 storey block	2	15
POA4078	Flat/apartment	1 or 2 storey block	3	20
POA4078	Flat/apartment	3 storey block		3
POA4078	Flat/apartment	3 storey block	2	49
POA4078	Flat/apartment	3 storey block	3	16
POA4078	Separate house			81
POA4078	Separate house		0	5
POA4078	Separate house		1	18
POA4078	Separate house		2	137
POA4078	Separate house		3	3606
POA4078	Separate house		4	3532
POA4078	Separate house		5	571
POA4078	Separate house		6	95
POA4101				8
POA4101			1	16
POA4101			2	24
POA4101			3	12
POA4101			4	6
POA4101		1 storey	0	4
POA4101		1 storey	1	8
POA4101		1 storey	2	15
POA4101		1 storey	3	9
POA4101		1 storey	4	9
POA4101		1 storey	5	5
POA4101		2 storeys or more	0	7
POA4101		2 storeys or more	1	22
POA4101		2 storeys or more	2	131
POA4101		2 storeys or more	3	222
POA4101		2 storeys or more	4	28
POA4101		2 storeys or more	5	3
POA4101		2 storeys or more	6	7
POA4101	(Other)		1	5
POA4101	(Other)		2	3
POA4101	Flat/apartment	1 or 2 storey block		19
POA4101	Flat/apartment	1 or 2 storey block	0	57
POA4101	Flat/apartment	1 or 2 storey block	1	473
POA4101	Flat/apartment	1 or 2 storey block	2	383
POA4101	Flat/apartment	1 or 2 storey block	3	85
POA4101	Flat/apartment	1 or 2 storey block	4	19
POA4101	Flat/apartment	1 or 2 storey block	5	11
POA4101	Flat/apartment	1 or 2 storey block	6	10
POA4101	Flat/apartment	3 storey block		26
POA4101	Flat/apartment	3 storey block	0	38
POA4101	Flat/apartment	3 storey block	1	377
POA4101	Flat/apartment	3 storey block	2	947
POA4101	Flat/apartment	3 storey block	3	284
POA4101	Flat/apartment	3 storey block	4	22
POA4101	Flat/apartment	3 storey block	5	3
POA4101	Flat/apartment	4-8 storey block		27
POA4101	Flat/apartment	4-8 storey block	0	18
POA4101	Flat/apartment	4-8 storey block	1	872
POA4101	Flat/apartment	4-8 storey block	2	1518
POA4101	Flat/apartment	4-8 storey block	3	532
POA4101	Flat/apartment	4-8 storey block	4	35
POA4101	Flat/apartment	4-8 storey block	5	3
POA4101	Flat/apartment	9 or more storey block		56
POA4101	Flat/apartment	9 or more storey block	0	47
POA4101	Flat/apartment	9 or more storey block	1	2192
POA4101	Flat/apartment	9 or more storey block	2	3080
POA4101	Flat/apartment	9 or more storey block	3	558
POA4101	Flat/apartment	9 or more storey block	4	58
POA4101	Flat/apartment	9 or more storey block	6	6
POA4101	Flat/apartment	Attached to a house	2	4
POA4101	Separate house			33
POA4101	Separate house		0	13
POA4101	Separate house		1	69
POA4101	Separate house		2	267
POA4101	Separate house		3	935
POA4101	Separate house		4	708
POA4101	Separate house		5	298
POA4101	Separate house		6	112
POA4102			1	3
POA4102		2 storeys or more	1	5
POA4102		2 storeys or more	2	10
POA4102		2 storeys or more	3	13
POA4102	Flat/apartment	1 or 2 storey block		16
POA4102	Flat/apartment	1 or 2 storey block	0	34
POA4102	Flat/apartment	1 or 2 storey block	1	219
POA4102	Flat/apartment	1 or 2 storey block	2	194
POA4102	Flat/apartment	1 or 2 storey block	3	45
POA4102	Flat/apartment	1 or 2 storey block	4	12
POA4102	Flat/apartment	1 or 2 storey block	5	4
POA4102	Flat/apartment	1 or 2 storey block	6	3
POA4102	Flat/apartment	3 storey block		10
POA4102	Flat/apartment	3 storey block	0	13
POA4102	Flat/apartment	3 storey block	1	82
POA4102	Flat/apartment	3 storey block	2	106
POA4102	Flat/apartment	3 storey block	3	13
POA4102	Flat/apartment	4-8 storey block		53
POA4102	Flat/apartment	4-8 storey block	0	10
POA4102	Flat/apartment	4-8 storey block	1	318
POA4102	Flat/apartment	4-8 storey block	2	599
POA4102	Flat/apartment	4-8 storey block	3	59
POA4102	Flat/apartment	4-8 storey block	5	4
POA4102	Flat/apartment	9 or more storey block		20
POA4102	Flat/apartment	9 or more storey block	0	9
POA4102	Flat/apartment	9 or more storey block	1	286
POA4102	Flat/apartment	9 or more storey block	2	690
POA4102	Flat/apartment	9 or more storey block	3	74
POA4102	Separate house			6
POA4102	Separate house		0	4
POA4102	Separate house		1	34
POA4102	Separate house		2	185
POA4102	Separate house		3	556
POA4102	Separate house		4	359
POA4102	Separate house		5	163
POA4102	Separate house		6	82
POA4103				4
POA4103			1	4
POA4103		1 storey	2	17
POA4103		1 storey	3	11
POA4103		2 storeys or more		12
POA4103		2 storeys or more	1	113
POA4103		2 storeys or more	2	305
POA4103		2 storeys or more	3	510
POA4103		2 storeys or more	4	44
POA4103		2 storeys or more	5	12
POA4103	(Other)		2	4
POA4103	Flat/apartment	1 or 2 storey block		16
POA4103	Flat/apartment	1 or 2 storey block	0	24
POA4103	Flat/apartment	1 or 2 storey block	1	443
POA4103	Flat/apartment	1 or 2 storey block	2	651
POA4103	Flat/apartment	1 or 2 storey block	3	168
POA4103	Flat/apartment	1 or 2 storey block	4	27
POA4103	Flat/apartment	1 or 2 storey block	5	9
POA4103	Flat/apartment	3 storey block		10
POA4103	Flat/apartment	3 storey block	1	98
POA4103	Flat/apartment	3 storey block	2	671
POA4103	Flat/apartment	3 storey block	3	88
POA4103	Flat/apartment	3 storey block	4	8
POA4103	Flat/apartment	4-8 storey block	0	9
POA4103	Flat/apartment	4-8 storey block	1	52
POA4103	Flat/apartment	4-8 storey block	2	123
POA4103	Flat/apartment	4-8 storey block	3	24
POA4103	Separate house			26
POA4103	Separate house		0	13
POA4103	Separate house		1	42
POA4103	Separate house		2	419
POA4103	Separate house		3	1230
POA4103	Separate house		4	701
POA4103	Separate house		5	311
POA4103	Separate house		6	100
POA4104			1	3
POA4104		1 storey	1	4
POA4104		1 storey	2	9
POA4104		1 storey	3	5
POA4104		2 storeys or more		3
POA4104		2 storeys or more	0	4
POA4104		2 storeys or more	1	28
POA4104		2 storeys or more	2	150
POA4104		2 storeys or more	3	307
POA4104		2 storeys or more	4	26
POA4104		2 storeys or more	5	7
POA4104	Flat/apartment	1 or 2 storey block		4
POA4104	Flat/apartment	1 or 2 storey block	0	9
POA4104	Flat/apartment	1 or 2 storey block	1	123
POA4104	Flat/apartment	1 or 2 storey block	2	126
POA4104	Flat/apartment	1 or 2 storey block	3	18
POA4104	Flat/apartment	1 or 2 storey block	4	6
POA4104	Flat/apartment	1 or 2 storey block	5	5
POA4104	Flat/apartment	3 storey block		8
POA4104	Flat/apartment	3 storey block	0	12
POA4104	Flat/apartment	3 storey block	1	93
POA4104	Flat/apartment	3 storey block	2	290
POA4104	Flat/apartment	3 storey block	3	76
POA4104	Flat/apartment	3 storey block	4	3
POA4104	Flat/apartment	4-8 storey block		4
POA4104	Flat/apartment	4-8 storey block	1	16
POA4104	Flat/apartment	4-8 storey block	2	119
POA4104	Flat/apartment	4-8 storey block	3	109
POA4104	Separate house			12
POA4104	Separate house		0	4
POA4104	Separate house		1	10
POA4104	Separate house		2	164
POA4104	Separate house		3	501
POA4104	Separate house		4	439
POA4104	Separate house		5	216
POA4104	Separate house		6	43
POA4105			2	3
POA4105		1 storey	1	14
POA4105		1 storey	2	13
POA4105		1 storey	3	3
