POA_CODE_2021	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
POA0822	1	1	0	0	1477
POA0822	1	1	0	1	380
POA0822	1	1	1	0	174
POA0822	1	1	1	1	97
POA0828					8
POA0828	0	0	0	1	14
POA0828	0	0	1	0	3
POA0828	0	1	0	0	13
POA0828	0	1	0	1	9
POA0828	0	1	1	0	5
POA0828	0	1	1	1	3
POA0828	1	0	0	1	30
POA0828	1	0	1	0	10
POA0828	1	0	1	1	4
POA0828	1	1	0	0	100
POA0828	1	1	0	1	6
POA0828	1	1	1	0	23
POA0829	0	0	0	1	6
POA0829	1	1	0	0	9
POA0830					69
POA0830	0	0	0	1	266
POA0830	0	0	1	0	60
POA0830	0	0	1	1	24
POA0830	0	1	0	0	525
POA0830	0	1	0	1	50
POA0830	0	1	1	0	82
POA0830	0	1	1	1	24
POA0830	1	0	0	1	299
POA0830	1	0	1	0	110
POA0830	1	0	1	1	67
POA0830	1	1	0	0	1291
POA0830	1	1	0	1	87
POA0830	1	1	1	0	170
POA0830	1	1	1	1	36
POA0832					57
POA0832	0	0	0	1	212
POA0832	0	0	1	0	48
POA0832	0	0	1	1	21
POA0832	0	1	0	0	451
POA0832	0	1	0	1	37
POA0832	0	1	1	0	54
POA0832	0	1	1	1	12
POA0832	1	0	0	1	218
POA0832	1	0	1	0	139
POA0832	1	0	1	1	77
POA0832	1	1	0	0	1735
POA0832	1	1	0	1	75
POA0832	1	1	1	0	239
POA0832	1	1	1	1	52
POA0834					3
POA0834	0	0	0	1	22
POA0834	0	0	1	0	7
POA0834	0	1	0	0	18
POA0834	0	1	0	1	9
POA0834	0	1	1	0	3
POA0834	1	0	0	1	53
POA0834	1	0	1	0	10
POA0834	1	0	1	1	14
POA0834	1	1	0	0	106
POA0834	1	1	0	1	9
POA0834	1	1	1	0	28
POA0834	1	1	1	1	6
POA0835					5
POA0835	0	0	0	1	36
POA0835	0	0	1	0	7
POA0835	0	1	0	0	41
POA0835	0	1	0	1	3
POA0835	0	1	1	0	7
POA0835	1	0	0	1	92
POA0835	1	0	1	0	32
POA0835	1	0	1	1	21
POA0835	1	1	0	0	196
POA0835	1	1	0	1	13
POA0835	1	1	1	0	43
POA0835	1	1	1	1	9
POA0836					13
POA0836	0	0	0	1	92
POA0836	0	0	1	0	11
POA0836	0	0	1	1	10
POA0836	0	1	0	0	100
POA0836	0	1	0	1	4
POA0836	0	1	1	0	13
POA0836	0	1	1	1	8
POA0836	1	0	0	1	202
POA0836	1	0	1	0	52
POA0836	1	0	1	1	30
POA0836	1	1	0	0	543
POA0836	1	1	0	1	42
POA0836	1	1	1	0	91
POA0836	1	1	1	1	30
POA0837	0	0	0	1	12
POA0837	0	1	0	0	3
POA0837	0	1	0	1	4
POA0837	1	0	0	1	15
POA0837	1	1	0	0	21
POA0838	0	0	0	1	7
POA0838	0	1	0	0	10
POA0838	0	1	1	0	5
POA0838	0	1	1	1	4
POA0838	1	0	0	1	11
POA0838	1	0	1	0	6
POA0838	1	0	1	1	4
POA0838	1	1	0	0	67
POA0838	1	1	0	1	8
POA0838	1	1	1	0	8
POA0839					8
POA0839	0	0	0	1	5
POA0839	0	1	0	0	17
POA0839	1	1	0	0	25
POA0839	1	1	1	0	3
POA0840	0	0	0	1	6
POA0840	0	1	0	0	6
POA0840	1	1	0	0	12
POA0841	0	0	0	1	3
POA0841	0	1	0	0	7
POA0841	1	0	0	1	8
POA0841	1	1	0	0	33
POA0841	1	1	0	1	6
POA0841	1	1	1	1	4
POA0845	0	0	0	1	8
POA0845	0	1	0	0	15
POA0845	1	1	0	0	14
POA0846					4
POA0846	0	1	0	0	9
POA0846	1	1	0	0	16
POA0847	0	0	0	1	5
POA0847	0	1	0	0	4
POA0847	1	0	0	1	3
POA0847	1	1	0	0	13
POA0847	1	1	1	0	4
POA0847	1	1	1	1	3
POA0850					34
POA0850	0	0	0	1	94
POA0850	0	0	1	0	16
POA0850	0	0	1	1	5
POA0850	0	1	0	0	166
POA0850	0	1	0	1	22
POA0850	0	1	1	0	15
POA0850	0	1	1	1	3
POA0850	1	0	0	1	90
POA0850	1	0	1	0	31
POA0850	1	0	1	1	12
POA0850	1	1	0	0	473
POA0850	1	1	0	1	44
POA0850	1	1	1	0	49
POA0850	1	1	1	1	11
POA0852					42
POA0852	0	0	0	1	95
POA0852	0	0	1	0	10
POA0852	0	1	0	0	225
POA0852	0	1	0	1	79
POA0852	0	1	1	0	31
POA0852	0	1	1	1	8
POA0852	1	0	0	1	94
POA0852	1	0	1	0	19
POA0852	1	0	1	1	15
POA0852	1	1	0	0	495
POA0852	1	1	0	1	112
POA0852	1	1	1	0	38
POA0852	1	1	1	1	30
POA0853	0	1	0	0	4
POA0853	1	0	0	1	5
POA0853	1	1	0	0	102
POA0853	1	1	1	0	3
POA0854					6
POA0854	0	0	0	1	13
POA0854	0	0	1	0	5
POA0854	0	1	0	0	28
POA0854	0	1	0	1	6
POA0854	0	1	1	0	3
POA0854	1	0	0	1	7
POA0854	1	1	0	0	39
POA0854	1	1	0	1	11
POA0854	1	1	1	0	6
POA0854	1	1	1	1	3
POA0860					22
POA0860	0	0	0	1	50
POA0860	0	0	1	0	5
POA0860	0	0	1	1	3
POA0860	0	1	0	0	100
POA0860	0	1	0	1	18
POA0860	0	1	1	0	13
POA0860	1	0	0	1	41
POA0860	1	0	1	0	10
POA0860	1	1	0	0	142
POA0860	1	1	0	1	25
POA0860	1	1	1	0	16
POA0860	1	1	1	1	5
POA0862	0	0	0	1	11
POA0862	0	1	0	0	24
POA0862	0	1	1	0	4
POA0862	1	0	0	1	3
POA0862	1	1	0	0	34
POA0862	1	1	0	1	4
POA0862	1	1	1	0	3
POA0870					100
POA0870	0	0	0	1	258
POA0870	0	0	1	0	71
POA0870	0	0	1	1	20
POA0870	0	1	0	0	423
POA0870	0	1	0	1	60
POA0870	0	1	1	0	61
POA0870	0	1	1	1	21
POA0870	1	0	0	1	253
POA0870	1	0	1	0	134
POA0870	1	0	1	1	46
POA0870	1	1	0	0	1393
POA0870	1	1	0	1	81
POA0870	1	1	1	0	177
POA0870	1	1	1	1	39
POA0872					134
POA0872	0	0	0	1	238
POA0872	0	0	1	0	13
POA0872	0	0	1	1	8
POA0872	0	1	0	0	427
POA0872	0	1	0	1	119
POA0872	0	1	1	0	32
POA0872	0	1	1	1	30
POA0872	1	0	0	1	158
POA0872	1	0	1	0	8
POA0872	1	0	1	1	14
POA0872	1	1	0	0	826
POA0872	1	1	0	1	199
POA0872	1	1	1	0	73
POA0872	1	1	1	1	38
POA0873					11
POA0873	0	0	0	1	53
POA0873	0	0	1	0	3
POA0873	0	1	0	0	57
POA0873	0	1	0	1	12
POA0873	0	1	1	0	8
POA0873	1	0	0	1	50
POA0873	1	0	1	0	12
POA0873	1	0	1	1	3
POA0873	1	1	0	0	130
POA0873	1	1	0	1	18
POA0873	1	1	1	0	20
POA0873	1	1	1	1	3
POA0874					4
POA0874	1	0	0	1	5
POA0874	1	1	0	0	46
POA0874	1	1	1	0	3
POA0875					14
POA0875	0	0	0	1	39
POA0875	0	0	1	0	4
POA0875	0	1	0	0	74
POA0875	0	1	0	1	12
POA0875	0	1	1	0	9
POA0875	0	1	1	1	4
POA0875	1	0	0	1	27
POA0875	1	0	1	0	16
POA0875	1	0	1	1	4
POA0875	1	1	0	0	172
POA0875	1	1	0	1	11
POA0875	1	1	1	0	31
POA0875	1	1	1	1	3
POA0880					23
POA0880	0	0	0	1	62
POA0880	0	0	1	0	9
POA0880	0	0	1	1	3
POA0880	0	1	0	0	80
POA0880	0	1	0	1	21
POA0880	0	1	1	0	13
POA0880	0	1	1	1	3
POA0880	1	0	0	1	73
POA0880	1	0	1	0	20
POA0880	1	0	1	1	6
POA0880	1	1	0	0	363
POA0880	1	1	0	1	32
POA0880	1	1	1	0	54
POA0880	1	1	1	1	6
POA0885	0	0	0	1	5
POA0885	0	1	0	0	6
POA0885	1	0	0	1	3
POA0885	1	0	1	0	5
POA0885	1	1	0	0	77
POA0885	1	1	0	1	3
POA0885	1	1	1	0	7
POA0886	0	1	0	0	25
POA0886	1	0	0	1	3
POA0886	1	1	0	0	43
POA0886	1	1	1	0	9
POA2000					297
POA2000	0	0	0	1	157
POA2000	0	0	1	0	106
POA2000	0	0	1	1	18
POA2000	0	1	0	0	175
POA2000	0	1	0	1	3
POA2000	0	1	1	0	17
POA2000	1	0	0	1	147
POA2000	1	0	1	0	102
POA2000	1	0	1	1	19
POA2000	1	1	0	0	734
POA2000	1	1	0	1	6
POA2000	1	1	1	0	47
POA2000	1	1	1	1	4
POA2007					81
POA2007	0	0	0	1	53
POA2007	0	0	1	0	27
POA2007	0	0	1	1	8
POA2007	0	1	0	0	56
POA2007	0	1	0	1	3
POA2007	0	1	1	0	6
POA2007	1	0	0	1	31
POA2007	1	0	1	0	27
POA2007	1	0	1	1	8
POA2007	1	1	0	0	225
POA2007	1	1	0	1	3
POA2007	1	1	1	0	9
POA2008					109
POA2008	0	0	0	1	43
POA2008	0	0	1	0	30
POA2008	0	0	1	1	7
POA2008	0	1	0	0	46
POA2008	0	1	1	0	11
POA2008	1	0	0	1	30
POA2008	1	0	1	0	28
POA2008	1	0	1	1	14
POA2008	1	1	0	0	209
POA2008	1	1	1	0	15
POA2009					79
POA2009	0	0	0	1	143
POA2009	0	0	1	0	71
POA2009	0	0	1	1	14
POA2009	0	1	0	0	138
POA2009	0	1	0	1	8
POA2009	0	1	1	0	25
POA2009	0	1	1	1	4
POA2009	1	0	0	1	99
POA2009	1	0	1	0	89
POA2009	1	0	1	1	13
POA2009	1	1	0	0	641
POA2009	1	1	0	1	4
POA2009	1	1	1	0	40
POA2009	1	1	1	1	4
POA2010					131
POA2010	0	0	0	1	156
POA2010	0	0	1	0	68
POA2010	0	0	1	1	6
POA2010	0	1	0	0	156
POA2010	0	1	0	1	6
POA2010	0	1	1	0	21
POA2010	1	0	0	1	102
POA2010	1	0	1	0	82
POA2010	1	0	1	1	24
POA2010	1	1	0	0	690
POA2010	1	1	0	1	4
POA2010	1	1	1	0	35
POA2011					51
POA2011	0	0	0	1	130
POA2011	0	0	1	0	39
POA2011	0	0	1	1	8
POA2011	0	1	0	0	109
POA2011	0	1	0	1	3
POA2011	0	1	1	0	9
POA2011	0	1	1	1	3
POA2011	1	0	0	1	55
POA2011	1	0	1	0	40
POA2011	1	0	1	1	7
POA2011	1	1	0	0	357
POA2011	1	1	0	1	7
POA2011	1	1	1	0	15
POA2011	1	1	1	1	5
POA2015					55
POA2015	0	0	0	1	86
POA2015	0	0	1	0	41
POA2015	0	0	1	1	6
POA2015	0	1	0	0	123
POA2015	0	1	0	1	4
POA2015	0	1	1	0	14
POA2015	0	1	1	1	5
POA2015	1	0	0	1	66
POA2015	1	0	1	0	58
POA2015	1	0	1	1	17
POA2015	1	1	0	0	674
POA2015	1	1	0	1	8
POA2015	1	1	1	0	42
POA2016					85
POA2016	0	0	0	1	106
POA2016	0	0	1	0	41
POA2016	0	1	0	0	97
POA2016	0	1	0	1	3
POA2016	0	1	1	0	9
POA2016	1	0	0	1	75
POA2016	1	0	1	0	62
POA2016	1	0	1	1	13
POA2016	1	1	0	0	488
POA2016	1	1	1	0	35
POA2016	1	1	1	1	4
POA2017					235
POA2017	0	0	0	1	255
POA2017	0	0	1	0	96
POA2017	0	0	1	1	26
POA2017	0	1	0	0	278
POA2017	0	1	0	1	26
POA2017	0	1	1	0	20
POA2017	1	0	0	1	112
POA2017	1	0	1	0	87
POA2017	1	0	1	1	15
POA2017	1	1	0	0	1176
POA2017	1	1	0	1	11
POA2017	1	1	1	0	44
POA2017	1	1	1	1	4
POA2018					148
POA2018	0	0	0	1	324
POA2018	0	0	1	0	109
POA2018	0	0	1	1	35
POA2018	0	1	0	0	207
POA2018	0	1	0	1	13
POA2018	0	1	1	0	13
POA2018	0	1	1	1	3
POA2018	1	0	0	1	382
POA2018	1	0	1	0	179
POA2018	1	0	1	1	102
POA2018	1	1	0	0	1229
POA2018	1	1	0	1	25
POA2018	1	1	1	0	150
POA2018	1	1	1	1	20
POA2019					69
POA2019	0	0	0	1	201
POA2019	0	0	1	0	64
POA2019	0	0	1	1	26
POA2019	0	1	0	0	201
POA2019	0	1	0	1	16
POA2019	0	1	1	0	35
POA2019	0	1	1	1	3
POA2019	1	0	0	1	277
POA2019	1	0	1	0	159
POA2019	1	0	1	1	86
POA2019	1	1	0	0	1095
POA2019	1	1	0	1	23
POA2019	1	1	1	0	138
POA2019	1	1	1	1	21
POA2020					233
POA2020	0	0	0	1	283
POA2020	0	0	1	0	66
POA2020	0	0	1	1	20
POA2020	0	1	0	0	180
POA2020	0	1	0	1	7
POA2020	0	1	1	0	23
POA2020	0	1	1	1	6
POA2020	1	0	0	1	323
POA2020	1	0	1	0	133
POA2020	1	0	1	1	73
POA2020	1	1	0	0	1256
POA2020	1	1	0	1	32
POA2020	1	1	1	0	135
POA2020	1	1	1	1	10
POA2021					57
POA2021	0	0	0	1	97
POA2021	0	0	1	0	94
POA2021	0	0	1	1	6
POA2021	0	1	0	0	169
POA2021	0	1	0	1	3
POA2021	0	1	1	0	38
POA2021	1	0	0	1	125
POA2021	1	0	1	0	147
POA2021	1	0	1	1	43
POA2021	1	1	0	0	861
POA2021	1	1	0	1	11
POA2021	1	1	1	0	119
POA2021	1	1	1	1	6
POA2022					58
POA2022	0	0	0	1	135
POA2022	0	0	1	0	67
POA2022	0	0	1	1	10
POA2022	0	1	0	0	143
POA2022	0	1	0	1	3
POA2022	0	1	1	0	25
POA2022	1	0	0	1	136
POA2022	1	0	1	0	132
POA2022	1	0	1	1	31
POA2022	1	1	0	0	833
POA2022	1	1	0	1	10
POA2022	1	1	1	0	133
POA2022	1	1	1	1	6
POA2023					38
POA2023	0	0	0	1	101
POA2023	0	0	1	0	62
POA2023	0	0	1	1	7
POA2023	0	1	0	0	107
POA2023	0	1	0	1	3
POA2023	0	1	1	0	25
POA2023	0	1	1	1	5
POA2023	1	0	0	1	145
POA2023	1	0	1	0	192
POA2023	1	0	1	1	62
POA2023	1	1	0	0	668
POA2023	1	1	0	1	13
POA2023	1	1	1	0	157
POA2023	1	1	1	1	10
POA2024					35
POA2024	0	0	0	1	98
POA2024	0	0	1	0	48
POA2024	0	0	1	1	12
POA2024	0	1	0	0	117
POA2024	0	1	0	1	4
POA2024	0	1	1	0	34
POA2024	0	1	1	1	7
POA2024	1	0	0	1	137
POA2024	1	0	1	0	152
POA2024	1	0	1	1	59
POA2024	1	1	0	0	828
POA2024	1	1	0	1	17
POA2024	1	1	1	0	143
POA2024	1	1	1	1	13
POA2025					41
POA2025	0	0	0	1	80
POA2025	0	0	1	0	45
POA2025	0	0	1	1	5
POA2025	0	1	0	0	97
POA2025	0	1	1	0	23
POA2025	1	0	0	1	60
POA2025	1	0	1	0	97
POA2025	1	0	1	1	18
POA2025	1	1	0	0	440
POA2025	1	1	0	1	4
POA2025	1	1	1	0	79
POA2026					129
POA2026	0	0	0	1	236
POA2026	0	0	1	0	125
POA2026	0	0	1	1	28
POA2026	0	1	0	0	349
POA2026	0	1	0	1	6
POA2026	0	1	1	0	74
POA2026	0	1	1	1	3
POA2026	1	0	0	1	263
POA2026	1	0	1	0	309
POA2026	1	0	1	1	100
POA2026	1	1	0	0	2010
POA2026	1	1	0	1	23
POA2026	1	1	1	0	287
POA2026	1	1	1	1	18
POA2027					28
POA2027	0	0	0	1	85
POA2027	0	0	1	0	38
POA2027	0	0	1	1	14
POA2027	0	1	0	0	90
POA2027	0	1	0	1	3
POA2027	0	1	1	0	12
POA2027	1	0	0	1	73
POA2027	1	0	1	0	76
POA2027	1	0	1	1	22
POA2027	1	1	0	0	349
POA2027	1	1	0	1	3
POA2027	1	1	1	0	52
POA2028					29
POA2028	0	0	0	1	43
POA2028	0	0	1	0	35
POA2028	0	0	1	1	9
POA2028	0	1	0	0	60
POA2028	0	1	1	0	6
POA2028	1	0	0	1	52
POA2028	1	0	1	0	45
POA2028	1	0	1	1	11
POA2028	1	1	0	0	268
POA2028	1	1	0	1	4
POA2028	1	1	1	0	31
POA2029					36
POA2029	0	0	0	1	131
POA2029	0	0	1	0	57
POA2029	0	0	1	1	16
POA2029	0	1	0	0	136
POA2029	0	1	0	1	3
POA2029	0	1	1	0	29
POA2029	0	1	1	1	3
POA2029	1	0	0	1	120
POA2029	1	0	1	0	140
POA2029	1	0	1	1	48
POA2029	1	1	0	0	637
POA2029	1	1	0	1	10
POA2029	1	1	1	0	120
POA2029	1	1	1	1	12
POA2030					40
POA2030	0	0	0	1	133
POA2030	0	0	1	0	71
POA2030	0	0	1	1	34
POA2030	0	1	0	0	137
POA2030	0	1	0	1	9
POA2030	0	1	1	0	45
POA2030	1	0	0	1	291
POA2030	1	0	1	0	304
POA2030	1	0	1	1	144
POA2030	1	1	0	0	968
POA2030	1	1	0	1	17
POA2030	1	1	1	0	310
POA2030	1	1	1	1	26
POA2031					168
POA2031	0	0	0	1	374
POA2031	0	0	1	0	179
POA2031	0	0	1	1	43
POA2031	0	1	0	0	393
POA2031	0	1	0	1	3
POA2031	0	1	1	0	55
POA2031	1	0	0	1	385
POA2031	1	0	1	0	391
POA2031	1	0	1	1	122
POA2031	1	1	0	0	2358
POA2031	1	1	0	1	19
POA2031	1	1	1	0	309
POA2031	1	1	1	1	21
POA2032					110
POA2032	0	0	0	1	248
POA2032	0	0	1	0	66
POA2032	0	0	1	1	20
POA2032	0	1	0	0	143
POA2032	0	1	0	1	8
POA2032	0	1	1	0	30
POA2032	0	1	1	1	5
POA2032	1	0	0	1	260
POA2032	1	0	1	0	174
POA2032	1	0	1	1	80
POA2032	1	1	0	0	799
POA2032	1	1	0	1	13
POA2032	1	1	1	0	158
POA2032	1	1	1	1	8
POA2033					83
POA2033	0	0	0	1	158
POA2033	0	0	1	0	50
POA2033	0	0	1	1	6
POA2033	0	1	0	0	102
POA2033	0	1	1	0	15
POA2033	1	0	0	1	132
POA2033	1	0	1	0	117
POA2033	1	0	1	1	34
POA2033	1	1	0	0	638
POA2033	1	1	0	1	3
POA2033	1	1	1	0	93
POA2033	1	1	1	1	7
POA2034					93
POA2034	0	0	0	1	211
POA2034	0	0	1	0	89
POA2034	0	0	1	1	20
POA2034	0	1	0	0	262
POA2034	0	1	0	1	3
POA2034	0	1	1	0	58
POA2034	0	1	1	1	4
POA2034	1	0	0	1	264
POA2034	1	0	1	0	250
POA2034	1	0	1	1	76
POA2034	1	1	0	0	1241
POA2034	1	1	0	1	23
POA2034	1	1	1	0	186
POA2034	1	1	1	1	20
POA2035					185
POA2035	0	0	0	1	682
POA2035	0	0	1	0	172
POA2035	0	0	1	1	50
POA2035	0	1	0	0	400
POA2035	0	1	0	1	18
POA2035	0	1	1	0	72
POA2035	0	1	1	1	11
POA2035	1	0	0	1	719
POA2035	1	0	1	0	455
POA2035	1	0	1	1	229
POA2035	1	1	0	0	2274
POA2035	1	1	0	1	57
POA2035	1	1	1	0	436
POA2035	1	1	1	1	28
POA2036					165
POA2036	0	0	0	1	605
POA2036	0	0	1	0	172
POA2036	0	0	1	1	77
POA2036	0	1	0	0	447
POA2036	0	1	0	1	51
POA2036	0	1	1	0	79
POA2036	0	1	1	1	11
POA2036	1	0	0	1	857
POA2036	1	0	1	0	400
POA2036	1	0	1	1	236
POA2036	1	1	0	0	2225
POA2036	1	1	0	1	72
POA2036	1	1	1	0	360
POA2036	1	1	1	1	44
POA2037					92
POA2037	0	0	0	1	216
POA2037	0	0	1	0	89
POA2037	0	0	1	1	25
POA2037	0	1	0	0	209
POA2037	0	1	0	1	11
POA2037	0	1	1	0	39
POA2037	0	1	1	1	3
POA2037	1	0	0	1	135
POA2037	1	0	1	0	144
POA2037	1	0	1	1	30
POA2037	1	1	0	0	760
POA2037	1	1	0	1	6
POA2037	1	1	1	0	72
POA2037	1	1	1	1	4
POA2038					39
POA2038	0	0	0	1	103
POA2038	0	0	1	0	53
POA2038	0	0	1	1	14
POA2038	0	1	0	0	92
POA2038	0	1	0	1	3
POA2038	0	1	1	0	17
POA2038	1	0	0	1	100
POA2038	1	0	1	0	113
POA2038	1	0	1	1	38
POA2038	1	1	0	0	706
POA2038	1	1	0	1	5
POA2038	1	1	1	0	104
POA2038	1	1	1	1	3
POA2039					35
POA2039	0	0	0	1	106
POA2039	0	0	1	0	51
POA2039	0	0	1	1	8
POA2039	0	1	0	0	90
POA2039	0	1	0	1	3
POA2039	0	1	1	0	27
POA2039	1	0	0	1	94
POA2039	1	0	1	0	116
POA2039	1	0	1	1	22
POA2039	1	1	0	0	698
POA2039	1	1	0	1	3
POA2039	1	1	1	0	63
POA2039	1	1	1	1	4
POA2040					98
POA2040	0	0	0	1	327
POA2040	0	0	1	0	107
POA2040	0	0	1	1	33
POA2040	0	1	0	0	322
POA2040	0	1	0	1	13
POA2040	0	1	1	0	60
POA2040	0	1	1	1	3
POA2040	1	0	0	1	270
POA2040	1	0	1	0	302
POA2040	1	0	1	1	85
POA2040	1	1	0	0	1955
POA2040	1	1	0	1	16
POA2040	1	1	1	0	241
POA2040	1	1	1	1	11
POA2041					49
POA2041	0	0	0	1	155
POA2041	0	0	1	0	78
POA2041	0	0	1	1	17
POA2041	0	1	0	0	205
POA2041	0	1	0	1	5
POA2041	0	1	1	0	27
POA2041	0	1	1	1	5
POA2041	1	0	0	1	180
POA2041	1	0	1	0	232
POA2041	1	0	1	1	53
POA2041	1	1	0	0	1164
POA2041	1	1	0	1	7
POA2041	1	1	1	0	173
POA2041	1	1	1	1	13
POA2042					92
POA2042	0	0	0	1	157
POA2042	0	0	1	0	76
POA2042	0	0	1	1	23
POA2042	0	1	0	0	165
POA2042	0	1	0	1	5
POA2042	0	1	1	0	20
POA2042	0	1	1	1	4
POA2042	1	0	0	1	136
POA2042	1	0	1	0	144
POA2042	1	0	1	1	38
POA2042	1	1	0	0	866
POA2042	1	1	0	1	7
POA2042	1	1	1	0	109
POA2042	1	1	1	1	3
POA2043					39
POA2043	0	0	0	1	67
POA2043	0	0	1	0	28
POA2043	0	0	1	1	6
POA2043	0	1	0	0	98
POA2043	0	1	1	0	9
POA2043	1	0	0	1	37
POA2043	1	0	1	0	62
POA2043	1	0	1	1	15
POA2043	1	1	0	0	571
POA2043	1	1	0	1	3
POA2043	1	1	1	0	33
POA2044					48
POA2044	0	0	0	1	132
POA2044	0	0	1	0	35
POA2044	0	0	1	1	6
POA2044	0	1	0	0	87
POA2044	0	1	0	1	7
POA2044	0	1	1	0	24
POA2044	1	0	0	1	129
POA2044	1	0	1	0	53
POA2044	1	0	1	1	23
POA2044	1	1	0	0	579
POA2044	1	1	0	1	9
POA2044	1	1	1	0	47
POA2044	1	1	1	1	5
POA2045					21
POA2045	0	0	0	1	135
POA2045	0	0	1	0	29
POA2045	0	0	1	1	7
POA2045	0	1	0	0	35
POA2045	0	1	0	1	3
POA2045	0	1	1	0	17
POA2045	1	0	0	1	213
POA2045	1	0	1	0	146
POA2045	1	0	1	1	75
POA2045	1	1	0	0	399
POA2045	1	1	0	1	10
POA2045	1	1	1	0	113
POA2045	1	1	1	1	14
POA2046					125
POA2046	0	0	0	1	479
POA2046	0	0	1	0	125
POA2046	0	0	1	1	29
POA2046	0	1	0	0	322
POA2046	0	1	0	1	19
POA2046	0	1	1	0	68
POA2046	0	1	1	1	7
POA2046	1	0	0	1	596
POA2046	1	0	1	0	392
POA2046	1	0	1	1	173
POA2046	1	1	0	0	2068
POA2046	1	1	0	1	35
POA2046	1	1	1	0	315
POA2046	1	1	1	1	25
POA2047					59
POA2047	0	0	0	1	171
POA2047	0	0	1	0	73
POA2047	0	0	1	1	22
POA2047	0	1	0	0	148
POA2047	0	1	0	1	3
POA2047	0	1	1	0	29
POA2047	1	0	0	1	192
POA2047	1	0	1	0	151
POA2047	1	0	1	1	57
POA2047	1	1	0	0	831
POA2047	1	1	0	1	10
POA2047	1	1	1	0	104
POA2047	1	1	1	1	8
POA2048					53
POA2048	0	0	0	1	84
POA2048	0	0	1	0	35
POA2048	0	0	1	1	11
POA2048	0	1	0	0	59
POA2048	0	1	1	0	20
POA2048	1	0	0	1	81
POA2048	1	0	1	0	92
POA2048	1	0	1	1	27
POA2048	1	1	0	0	456
POA2048	1	1	0	1	9
POA2048	1	1	1	0	74
POA2048	1	1	1	1	3
POA2049					67
POA2049	0	0	0	1	140
POA2049	0	0	1	0	68
POA2049	0	0	1	1	11
POA2049	0	1	0	0	131
POA2049	0	1	0	1	7
POA2049	0	1	1	0	20
POA2049	1	0	0	1	142
POA2049	1	0	1	0	114
POA2049	1	0	1	1	47
POA2049	1	1	0	0	725
POA2049	1	1	0	1	10
POA2049	1	1	1	0	105
POA2049	1	1	1	1	3
POA2050					43
POA2050	0	0	0	1	61
POA2050	0	0	1	0	27
POA2050	0	0	1	1	5
POA2050	0	1	0	0	77
POA2050	0	1	0	1	5
POA2050	0	1	1	0	12
POA2050	1	0	0	1	42
POA2050	1	0	1	0	50
POA2050	1	0	1	1	11
POA2050	1	1	0	0	356
POA2050	1	1	0	1	4
POA2050	1	1	1	0	37
POA2060					75
POA2060	0	0	0	1	123
POA2060	0	0	1	0	79
POA2060	0	0	1	1	13
POA2060	0	1	0	0	146
POA2060	0	1	0	1	4
POA2060	0	1	1	0	36
POA2060	1	0	0	1	143
POA2060	1	0	1	0	136
POA2060	1	0	1	1	29
POA2060	1	1	0	0	777
POA2060	1	1	1	0	65
POA2060	1	1	1	1	8
POA2061					26
POA2061	0	0	0	1	70
POA2061	0	0	1	0	27
POA2061	0	0	1	1	4
POA2061	0	1	0	0	42
POA2061	0	1	0	1	3
POA2061	0	1	1	0	6
POA2061	1	0	0	1	59
POA2061	1	0	1	0	47
