POA_CODE_2021	PrivateDwelling	Sex	persons
POA2350	1	F	11979
POA2350	1	M	11159
POA2352	0	F	59
POA2352	0	M	70
POA2352	1	F	1441
POA2352	1	M	1357
POA2353	0	F	96
POA2353	0	M	67
POA2353	1	F	519
POA2353	1	M	496
POA2354	0	F	206
POA2354	0	M	213
POA2354	1	F	1542
POA2354	1	M	1531
POA2355	0	F	18
POA2355	0	M	30
POA2355	1	F	274
POA2355	1	M	306
POA2356	0	F	8
POA2356	0	M	10
POA2356	1	F	50
POA2356	1	M	48
POA2357	0	F	447
POA2357	0	M	402
POA2357	1	F	1738
POA2357	1	M	1634
POA2358	0	F	153
POA2358	0	M	131
POA2358	1	F	1805
POA2358	1	M	1629
POA2359	0	F	46
POA2359	0	M	57
POA2359	1	F	289
POA2359	1	M	313
POA2360	0	F	877
POA2360	0	M	892
POA2360	1	F	6780
POA2360	1	M	6473
POA2361	0	F	52
POA2361	0	M	65
POA2361	1	F	409
POA2361	1	M	422
POA2365	0	F	245
POA2365	0	M	260
POA2365	1	F	1583
POA2365	1	M	1640
POA2369	0	F	46
POA2369	0	M	37
POA2369	1	F	399
POA2369	1	M	398
POA2370	0	F	435
POA2370	0	M	558
POA2370	1	F	3481
POA2370	1	M	3294
POA2371	0	F	71
POA2371	0	M	78
POA2371	1	F	489
POA2371	1	M	512
POA2372	0	F	300
POA2372	0	M	290
POA2372	1	F	2236
POA2372	1	M	2091
POA2379	0	F	11
POA2379	0	M	20
POA2379	1	F	125
POA2379	1	M	136
POA2380	0	F	540
POA2380	0	M	597
POA2380	1	F	5088
POA2380	1	M	5003
POA2381	0	F	53
POA2381	0	M	79
POA2381	1	F	551
POA2381	1	M	607
POA2382	0	F	103
POA2382	0	M	226
POA2382	1	F	600
POA2382	1	M	587
POA2386	0	F	25
POA2386	0	M	26
POA2386	1	F	113
POA2386	1	M	129
POA2387	0	F	20
POA2387	0	M	14
POA2387	1	F	74
POA2387	1	M	91
POA2388	0	F	217
POA2388	0	M	238
POA2388	1	F	1033
POA2388	1	M	1094
POA2390	0	F	465
POA2390	0	M	655
POA2390	1	F	3864
POA2390	1	M	3790
POA2395	0	F	48
POA2395	0	M	46
POA2395	1	F	296
POA2395	1	M	345
POA2396	0	F	61
POA2396	0	M	57
POA2396	1	F	362
POA2396	1	M	362
POA2397	0	F	13
POA2397	0	M	16
POA2397	1	F	111
POA2397	1	M	131
POA2398	0	F	40
POA2398	0	M	41
POA2398	1	F	83
POA2398	1	M	100
POA2399	0	F	77
POA2399	0	M	66
POA2399	1	F	225
POA2399	1	M	246
POA2400	0	F	1135
POA2400	0	M	1228
POA2400	1	F	3912
POA2400	1	M	3906
POA2401	0	M	6
POA2401	1	F	141
POA2401	1	M	152
POA2402	0	F	84
POA2402	0	M	96
POA2402	1	F	776
POA2402	1	M	779
POA2403	0	F	61
POA2403	0	M	71
POA2403	1	F	289
POA2403	1	M	295
POA2404	0	F	98
POA2404	0	M	91
POA2404	1	F	802
POA2404	1	M	713
POA2405	0	F	85
POA2405	0	M	106
POA2405	1	F	151
POA2405	1	M	175
POA2406	0	F	62
POA2406	0	M	75
POA2406	1	F	297
POA2406	1	M	286
POA2408	0	F	40
POA2408	0	M	33
POA2408	1	F	123
POA2408	1	M	120
POA2409	0	F	153
POA2409	0	M	172
POA2409	1	F	384
POA2409	1	M	387
POA2410	0	F	24
POA2410	0	M	27
POA2410	1	F	86
POA2410	1	M	106
POA2411	0	F	6
POA2411	0	M	10
POA2411	1	F	42
POA2411	1	M	43
POA2415	0	F	35
POA2415	0	M	31
POA2415	1	F	186
POA2415	1	M	185
POA2420	0	F	140
POA2420	0	M	140
POA2420	1	F	1907
POA2420	1	M	1843
POA2421	0	F	123
POA2421	0	M	89
POA2421	1	F	945
POA2421	1	M	973
POA2422	0	F	233
POA2422	0	M	242
POA2422	1	F	2652
POA2422	1	M	2551
POA2423	0	F	239
POA2423	0	M	234
POA2423	1	F	1437
POA2423	1	M	1501
POA2424	0	F	35
POA2424	0	M	36
POA2424	1	F	206
POA2424	1	M	228
POA2425	0	F	112
POA2425	0	M	93
POA2425	1	F	898
POA2425	1	M	903
POA2426	0	F	30
POA2426	0	M	26
POA2426	1	F	399
POA2426	1	M	394
POA2427	0	F	89
POA2427	0	M	105
POA2427	1	F	1633
POA2427	1	M	1606
POA2428	0	F	1330
POA2428	0	M	1172
POA2428	1	F	12079
POA2428	1	M	11039
POA2429	0	F	324
POA2429	0	M	334
POA2429	1	F	4552
POA2429	1	M	4416
POA2430	0	F	1642
POA2430	0	M	1600
POA2430	1	F	17467
POA2430	1	M	16249
POA2431	0	F	377
POA2431	0	M	374
POA2431	1	F	2669
POA2431	1	M	2562
POA2439	0	F	91
POA2439	0	M	88
POA2439	1	F	1978
POA2439	1	M	1883
POA2440	0	F	1290
POA2440	0	M	1882
POA2440	1	F	10307
POA2440	1	M	9885
POA2441	0	F	143
POA2441	0	M	140
POA2441	1	F	1964
POA2441	1	M	2023
POA2443	0	F	398
POA2443	0	M	370
POA2443	1	F	4104
POA2443	1	M	3932
POA2444	0	F	2165
POA2444	0	M	1943
POA2444	1	F	25093
POA2444	1	M	22687
POA2445	0	F	113
POA2445	0	M	113
POA2445	1	F	3629
POA2445	1	M	3385
POA2446	0	F	407
POA2446	0	M	401
POA2446	1	F	7280
POA2446	1	M	6845
POA2447	0	F	402
POA2447	0	M	382
POA2447	1	F	3631
POA2447	1	M	3552
POA2448	0	F	549
POA2448	0	M	531
POA2448	1	F	4575
POA2448	1	M	4163
POA2449	0	F	87
POA2449	0	M	96
POA2449	1	F	997
POA2449	1	M	982
POA2450	0	F	2309
POA2450	0	M	2176
POA2450	1	F	22431
POA2450	1	M	20857
POA2452	0	F	506
POA2452	0	M	448
POA2452	1	F	7546
POA2452	1	M	6789
POA2453	0	F	109
POA2453	0	M	117
POA2453	1	F	1282
POA2453	1	M	1252
POA2454	0	F	426
POA2454	0	M	373
POA2454	1	F	3764
POA2454	1	M	3464
POA2455	0	F	211
POA2455	0	M	221
POA2455	1	F	1469
POA2455	1	M	1433
POA2456	0	F	665
POA2456	0	M	652
POA2456	1	F	8278
POA2456	1	M	7916
POA2460	0	F	1343
POA2460	0	M	2180
POA2460	1	F	14093
POA2460	1	M	13476
POA2462	0	F	129
POA2462	0	M	161
POA2462	1	F	1144
POA2462	1	M	1159
POA2463	0	F	369
POA2463	0	M	351
POA2463	1	F	3877
POA2463	1	M	3744
POA2464	0	F	569
POA2464	0	M	562
POA2464	1	F	3384
POA2464	1	M	3062
POA2465	0	F	6
POA2465	0	M	11
POA2465	1	F	157
POA2465	1	M	170
POA2466	0	F	149
POA2466	0	M	169
POA2466	1	F	797
POA2466	1	M	840
POA2469	0	F	312
POA2469	0	M	373
POA2469	1	F	1826
POA2469	1	M	1882
POA2470	0	F	726
POA2470	0	M	758
POA2470	1	F	7181
POA2470	1	M	6843
POA2471	0	F	209
POA2471	0	M	184
POA2471	1	F	1223
POA2471	1	M	1195
POA2472	0	F	76
POA2472	0	M	112
POA2472	1	F	865
POA2472	1	M	929
POA2473	0	F	245
POA2473	0	M	252
POA2473	1	F	1523
POA2473	1	M	1417
POA2474	0	F	337
POA2474	0	M	316
POA2474	1	F	2963
POA2474	1	M	2881
POA2475	0	F	30
POA2475	0	M	26
POA2475	1	F	181
POA2475	1	M	177
POA2476	0	F	56
POA2476	0	M	67
POA2476	1	F	367
POA2476	1	M	376
POA2477	0	F	317
POA2477	0	M	297
POA2477	1	F	6305
POA2477	1	M	5927
POA2478	0	F	1327
POA2478	0	M	1133
POA2478	1	F	15429
POA2478	1	M	14240
POA2479	0	F	323
POA2479	0	M	335
POA2479	1	F	2653
POA2479	1	M	2522
POA2480	0	F	2207
POA2480	0	M	2084
POA2480	1	F	21398
POA2480	1	M	20617
POA2481	0	F	1125
POA2481	0	M	1149
POA2481	1	F	6137
POA2481	1	M	5628
POA2482	0	F	471
POA2482	0	M	440
POA2482	1	F	3086
POA2482	1	M	2933
POA2483	0	F	582
POA2483	0	M	554
POA2483	1	F	5568
POA2483	1	M	4939
POA2484	0	F	1048
POA2484	0	M	1040
POA2484	1	F	9118
POA2484	1	M	8869
POA2485	0	F	852
POA2485	0	M	849
POA2485	1	F	7323
POA2485	1	M	6584
POA2486	0	F	1195
POA2486	0	M	1044
POA2486	1	F	16157
POA2486	1	M	14483
POA2487	0	F	761
POA2487	0	M	768
POA2487	1	F	7235
POA2487	1	M	6713
POA2488	0	F	185
POA2488	0	M	156
POA2488	1	F	1642
POA2488	1	M	1560
POA2489	0	F	380
POA2489	0	M	329
POA2489	1	F	3783
POA2489	1	M	3443
POA2490	0	F	19
POA2490	0	M	27
POA2490	1	F	312
POA2490	1	M	332
POA2500	0	F	1997
POA2500	0	M	2022
POA2500	1	F	19734
POA2500	1	M	19702
POA2502	0	F	356
POA2502	0	M	366
POA2502	1	F	5926
POA2502	1	M	5848
POA2505	0	F	146
POA2505	0	M	168
POA2505	1	F	2362
POA2505	1	M	2378
POA2506	0	F	239
POA2506	0	M	222
POA2506	1	F	3713
POA2506	1	M	3605
POA2508	0	F	159
POA2508	0	M	180
POA2508	1	F	4452
POA2508	1	M	4465
POA2515	0	F	214
POA2515	0	M	192
POA2515	1	F	5678
POA2515	1	M	5542
POA2516	0	F	117
POA2516	0	M	120
POA2516	1	F	3286
POA2516	1	M	3235
POA2517	0	F	394
POA2517	0	M	305
POA2517	1	F	6881
POA2517	1	M	6231
POA2518	0	F	509
POA2518	0	M	413
POA2518	1	F	9722
POA2518	1	M	9076
POA2519	0	F	314
POA2519	0	M	342
POA2519	1	F	8318
POA2519	1	M	8094
POA2525	0	F	329
POA2525	0	M	186
POA2525	1	F	6010
POA2525	1	M	5846
POA2526	0	F	416
POA2526	0	M	272
POA2526	1	F	8111
POA2526	1	M	7825
POA2527	0	F	480
POA2527	0	M	395
POA2527	1	F	12752
POA2527	1	M	12228
POA2528	0	F	691
POA2528	0	M	652
POA2528	1	F	11386
POA2528	1	M	10871
POA2529	0	F	573
POA2529	0	M	660
POA2529	1	F	14296
POA2529	1	M	13523
POA2530	0	F	682
POA2530	0	M	605
POA2530	1	F	17130
POA2530	1	M	16435
POA2533	0	F	478
POA2533	0	M	449
POA2533	1	F	8258
POA2533	1	M	7828
POA2534	0	F	264
POA2534	0	M	230
POA2534	1	F	2718
POA2534	1	M	2563
POA2535	0	F	366
POA2535	0	M	352
POA2535	1	F	3861
POA2535	1	M	3620
POA2536	0	F	1100
POA2536	0	M	1102
POA2536	1	F	8963
POA2536	1	M	8489
POA2537	0	F	677
POA2537	0	M	681
POA2537	1	F	5971
POA2537	1	M	5808
POA2538	0	F	192
POA2538	0	M	123
POA2538	1	F	1171
POA2538	1	M	1097
POA2539	0	F	777
POA2539	0	M	913
POA2539	1	F	9614
POA2539	1	M	9206
POA2540	0	F	1708
POA2540	0	M	2681
POA2540	1	F	22278
POA2540	1	M	21680
POA2541	0	F	1366
POA2541	0	M	1310
POA2541	1	F	13107
POA2541	1	M	12308
POA2545	0	F	63
POA2545	0	M	73
POA2545	1	F	482
POA2545	1	M	491
POA2546	0	F	671
POA2546	0	M	605
POA2546	1	F	4614
POA2546	1	M	4375
POA2548	0	F	526
POA2548	0	M	523
POA2548	1	F	3989
POA2548	1	M	3625
POA2549	0	F	145
POA2549	0	M	170
POA2549	1	F	1872
POA2549	1	M	1852
POA2550	0	F	673
POA2550	0	M	732
POA2550	1	F	7861
POA2550	1	M	7693
POA2551	0	F	232
POA2551	0	M	295
POA2551	1	F	1671
POA2551	1	M	1583
POA2555	0	F	14
POA2555	0	M	8
POA2555	1	F	74
POA2555	1	M	74
POA2556	0	F	76
POA2556	0	M	90
POA2556	1	F	1093
POA2556	1	M	1166
POA2557	0	F	317
POA2557	0	M	335
POA2557	1	F	9701
POA2557	1	M	9699
POA2558	0	F	231
POA2558	0	M	209
POA2558	1	F	5367
POA2558	1	M	5263
POA2559	0	F	195
POA2559	0	M	166
POA2559	1	F	1396
POA2559	1	M	1218
POA2560	0	F	2484
POA2560	0	M	2357
POA2560	1	F	39434
POA2560	1	M	38220
POA2563	0	F	9
POA2563	0	M	11
POA2563	1	F	115
POA2563	1	M	129
POA2564	0	F	451
POA2564	0	M	410
POA2564	1	F	6874
POA2564	1	M	6414
POA2565	0	F	746
POA2565	0	M	804
POA2565	1	F	15215
POA2565	1	M	14804
POA2566	0	F	636
POA2566	0	M	584
POA2566	1	F	13360
POA2566	1	M	13093
POA2567	0	F	405
POA2567	0	M	417
POA2567	1	F	20303
POA2567	1	M	19647
POA2568	0	F	119
POA2568	0	M	76
POA2568	1	F	546
POA2568	1	M	511
POA2569	0	F	30
POA2569	0	M	37
POA2569	1	F	633
POA2569	1	M	672
POA2570	0	F	1401
POA2570	0	M	1095
POA2570	1	F	31081
POA2570	1	M	29915
POA2571	0	F	247
POA2571	0	M	288
POA2571	1	F	6216
POA2571	1	M	6306
POA2572	0	F	180
POA2572	0	M	166
POA2572	1	F	2608
POA2572	1	M	2481
POA2573	0	F	101
POA2573	0	M	99
POA2573	1	F	2862
POA2573	1	M	2663
POA2574	0	F	100
POA2574	0	M	110
POA2574	1	F	2831
POA2574	1	M	2841
POA2575	0	F	516
POA2575	0	M	412
POA2575	1	F	8668
POA2575	1	M	8186
POA2576	0	F	598
POA2576	0	M	500
POA2576	1	F	7063
POA2576	1	M	6172
POA2577	0	F	705
POA2577	0	M	712
POA2577	1	F	7999
POA2577	1	M	7615
POA2578	0	F	130
POA2578	0	M	108
POA2578	1	F	1386
POA2578	1	M	1236
POA2579	0	F	208
POA2579	0	M	248
POA2579	1	F	2198
POA2579	1	M	2113
POA2580	0	F	1480
POA2580	0	M	2179
POA2580	1	F	14336
POA2580	1	M	14089
POA2581	0	F	95
POA2581	0	M	116
POA2581	1	F	1158
POA2581	1	M	1138
POA2582	0	F	441
POA2582	0	M	630
POA2582	1	F	6519
POA2582	1	M	6195
POA2583	0	F	203
POA2583	0	M	208
POA2583	1	F	2097
POA2583	1	M	2110
POA2584	0	F	17
POA2584	0	M	34
POA2584	1	F	242
POA2584	1	M	262
POA2585	0	F	17
POA2585	0	M	21
POA2585	1	F	91
POA2585	1	M	100
POA2586	0	F	181
POA2586	0	M	228
POA2586	1	F	1186
POA2586	1	M	1281
POA2587	0	F	104
POA2587	0	M	127
POA2587	1	F	1397
POA2587	1	M	1325
POA2588	0	F	13
POA2588	0	M	13
POA2588	1	F	145
POA2588	1	M	136
POA2590	0	F	291
POA2590	0	M	304
POA2590	1	F	3339
POA2590	1	M	3190
POA2594	0	F	457
POA2594	0	M	443
POA2594	1	F	5779
POA2594	1	M	5387
POA2600	0	F	435
POA2600	0	M	448
POA2600	1	F	4004
POA2600	1	M	3563
POA2601	0	F	2685
POA2601	0	M	2363
POA2601	1	F	1456
POA2601	1	M	1611
POA2602	0	F	876
POA2602	0	M	890
POA2602	1	F	16805
POA2602	1	M	15636
POA2603	0	F	566
POA2603	0	M	508
POA2603	1	F	4816
POA2603	1	M	4719
POA2604	0	F	767
POA2604	0	M	719
POA2604	1	F	6063
POA2604	1	M	5632
POA2605	0	F	764
POA2605	0	M	643
POA2605	1	F	5955
POA2605	1	M	5586
POA2606	0	F	223
POA2606	0	M	251
POA2606	1	F	5939
POA2606	1	M	5570
POA2607	0	F	222
POA2607	0	M	226
POA2607	1	F	7128
POA2607	1	M	6889
POA2609	0	F	175
POA2609	0	M	338
POA2609	1	F	333
POA2609	1	M	357
POA2611	0	F	770
POA2611	0	M	633
POA2611	1	F	17802
POA2611	1	M	16961
POA2612	0	F	1008
POA2612	0	M	2011
POA2612	1	F	8172
POA2612	1	M	7957
POA2614	0	F	437
POA2614	0	M	451
POA2614	1	F	9969
POA2614	1	M	9490
POA2615	0	F	603
POA2615	0	M	583
POA2615	1	F	23134
POA2615	1	M	22625
POA2617	0	F	1656
POA2617	0	M	1473
POA2617	1	F	17436
POA2617	1	M	17555
POA2618	0	F	30
POA2618	0	M	22
POA2618	1	F	682
POA2618	1	M	642
POA2619	0	F	94
POA2619	0	M	80
POA2619	1	F	4728
POA2619	1	M	4601
POA2620	0	F	1325
POA2620	0	M	1925
POA2620	1	F	20896
POA2620	1	M	21248
POA2621	0	F	132
POA2621	0	M	135
POA2621	1	F	3156
POA2621	1	M	3166
POA2622	0	F	241
POA2622	0	M	268
POA2622	1	F	1823
POA2622	1	M	1867
POA2623	0	F	11
POA2623	0	M	15
POA2623	1	F	266
POA2623	1	M	287
POA2624	0	F	744
POA2624	0	M	905
POA2624	1	F	10
POA2624	1	M	14
POA2625	0	F	735
POA2625	0	M	874
POA2625	1	F	105
POA2625	1	M	121
POA2626	0	F	21
POA2626	0	M	21
POA2626	1	F	222
POA2626	1	M	240
POA2627	0	F	1175
POA2627	0	M	1289
POA2627	1	F	2507
POA2627	1	M	2688
POA2628	0	F	114
POA2628	0	M	150
POA2628	1	F	979
POA2628	1	M	1024
POA2629	0	F	84
POA2629	0	M	254
POA2629	1	F	200
POA2629	1	M	224
POA2630	0	F	334
POA2630	0	M	651
POA2630	1	F	3989
POA2630	1	M	3971
POA2631	0	F	41
POA2631	0	M	45
POA2631	1	F	263
POA2631	1	M	266
POA2632	0	F	108
POA2632	0	M	112
POA2632	1	F	834
POA2632	1	M	857
POA2633	0	F	23
POA2633	0	M	21
POA2633	1	F	146
POA2633	1	M	142
POA2640	0	F	1636
POA2640	0	M	1505
POA2640	1	F	18920
POA2640	1	M	17701
POA2641	0	F	503
POA2641	0	M	467
POA2641	1	F	8017
POA2641	1	M	7405
POA2642	0	F	249
POA2642	0	M	285
POA2642	1	F	2420
POA2642	1	M	2451
POA2643	0	F	86
POA2643	0	M	84
POA2643	1	F	1357
POA2643	1	M	1408
POA2644	0	F	115
POA2644	0	M	132
POA2644	1	F	1064
POA2644	1	M	1077
POA2645	0	F	16
POA2645	0	M	16
POA2645	1	F	135
POA2645	1	M	161
POA2646	0	F	279
POA2646	0	M	301
POA2646	1	F	3131
POA2646	1	M	2982
POA2647	0	F	137
POA2647	0	M	133
POA2647	1	F	1120
POA2647	1	M	1087
POA2648	0	F	293
POA2648	0	M	504
POA2648	1	F	1017
POA2648	1	M	1083
POA2649	1	F	21
POA2649	1	M	14
POA2650	0	F	2230
POA2650	0	M	2182
POA2650	1	F	29716
POA2650	1	M	27605
POA2651	0	F	297
POA2651	0	M	671
POA2651	1	F	1180
POA2651	1	M	1130
POA2652	0	F	190
POA2652	0	M	238
POA2652	1	F	2137
POA2652	1	M	2175
POA2653	0	F	107
POA2653	0	M	279
POA2653	1	F	1124
POA2653	1	M	1118
POA2655	0	F	52
POA2655	0	M	47
POA2655	1	F	634
POA2655	1	M	666
POA2656	0	F	58
POA2656	0	M	51
POA2656	1	F	629
POA2656	1	M	577
POA2658	0	F	59
POA2658	0	M	63
POA2658	1	F	659
POA2658	1	M	672
POA2659	0	F	67
POA2659	0	M	75
POA2659	1	F	355
POA2659	1	M	382
POA2660	0	F	54
POA2660	0	M	66
POA2660	1	F	736
POA2660	1	M	762
POA2661	0	F	106
POA2661	0	M	522
POA2661	1	F	87
POA2661	1	M	88
POA2663	0	F	161
POA2663	0	M	1090
POA2663	1	F	2020
POA2663	1	M	2066
POA2665	0	F	51
POA2665	0	M	55
POA2665	1	F	898
POA2665	1	M	960
POA2666	0	F	213
POA2666	0	M	242
POA2666	1	F	2643
POA2666	1	M	2524
POA2668	0	F	19
POA2668	0	M	13
POA2668	1	F	171
POA2668	1	M	196
POA2669	0	F	82
POA2669	0	M	114
POA2669	1	F	634
POA2669	1	M	702
POA2671	0	F	227
POA2671	0	M	414
POA2671	1	F	1812
POA2671	1	M	1760
POA2672	0	F	124
POA2672	0	M	117
POA2672	1	F	648
POA2672	1	M	647
POA2675	0	F	160
POA2675	0	M	271
POA2675	1	F	643
POA2675	1	M	708
POA2678	0	F	450
POA2678	0	M	196
POA2680	0	F	1098
POA2680	0	M	1303
POA2680	1	F	11607
POA2680	1	M	11545
POA2681	0	F	60
POA2681	0	M	67
POA2681	1	F	820
POA2681	1	M	862
POA2700	0	F	300
POA2700	0	M	360
POA2700	1	F	2177
POA2700	1	M	2028
POA2701	0	F	87
POA2701	0	M	80
POA2701	1	F	1193
POA2701	1	M	1108
POA2702	0	F	20
POA2702	0	M	18
POA2702	1	F	378
POA2702	1	M	367
POA2703	0	F	125
POA2703	0	M	120
POA2703	1	F	246
POA2703	1	M	244
POA2705	0	F	652
POA2705	0	M	614
POA2705	1	F	4734
POA2705	1	M	4660
POA2706	0	F	58
POA2706	0	M	62
POA2706	1	F	438
POA2706	1	M	486
POA2707	0	F	46
POA2707	0	M	56
POA2707	1	F	498
POA2707	1	M	529
POA2710	0	F	540
POA2710	0	M	550
POA2710	1	F	4337
POA2710	1	M	4229
POA2711	0	F	222
POA2711	0	M	252
POA2711	1	F	1389
POA2711	1	M	1386
POA2712	0	F	68
POA2712	0	M	65
POA2712	1	F	627
POA2712	1	M	589
POA2713	0	F	200
POA2713	0	M	200
POA2713	1	F	1175
POA2713	1	M	1154
POA2714	0	F	181
POA2714	0	M	161
POA2714	1	F	1250
POA2714	1	M	1229
POA2715	0	F	130
POA2715	0	M	138
POA2715	1	F	577
POA2715	1	M	587
POA2716	0	F	59
POA2716	0	M	74
POA2716	1	F	412
POA2716	1	M	424
POA2717	0	F	104
POA2717	0	M	104
POA2717	1	F	483
POA2717	1	M	518
POA2720	0	F	434
POA2720	0	M	474
POA2720	1	F	3871
POA2720	1	M	3756
POA2721	0	F	9
POA2721	0	M	9
POA2721	1	F	94
POA2721	1	M	110
POA2722	0	F	208
POA2722	0	M	296
POA2722	1	F	1484
POA2722	1	M	1492
POA2725	0	F	3
POA2725	0	M	10
POA2725	1	F	165
POA2725	1	M	159
POA2726	0	F	14
POA2726	0	M	15
POA2726	1	F	119
POA2726	1	M	115
POA2727	0	F	29
POA2727	0	M	39
POA2727	1	F	133
POA2727	1	M	151
POA2729	0	F	42
POA2729	0	M	35
POA2729	1	F	757
POA2729	1	M	752
POA2730	0	F	71
POA2730	0	M	58
POA2730	1	F	576
POA2730	1	M	614
POA2731	0	F	271
POA2731	0	M	288
POA2731	1	F	3462
POA2731	1	M	3235
POA2732	0	F	101
POA2732	0	M	103
POA2732	1	F	825
POA2732	1	M	821
POA2733	0	F	46
POA2733	0	M	48
POA2733	1	F	244
POA2733	1	M	249
POA2734	0	F	14
POA2734	0	M	17
POA2734	1	F	220
POA2734	1	M	219
POA2735	0	F	6
POA2735	0	M	11
POA2735	1	F	178
POA2735	1	M	201
POA2736	0	F	32
POA2736	0	M	46
POA2736	1	F	151
POA2736	1	M	195
POA2737	0	F	75
POA2737	0	M	113
POA2737	1	F	327
POA2737	1	M	330
POA2738	0	F	57
POA2738	0	M	67
POA2738	1	F	981
POA2738	1	M	1004
POA2739	0	F	88
POA2739	0	M	100
POA2739	1	F	616
POA2739	1	M	635
POA2745	0	F	357
POA2745	0	M	350
POA2745	1	F	15844
POA2745	1	M	15137
POA2747	0	F	1790
POA2747	0	M	1731
POA2747	1	F	26102
POA2747	1	M	25164
POA2748	0	F	14
POA2748	0	M	25
POA2748	1	F	824
POA2748	1	M	929
POA2749	0	F	358
POA2749	0	M	321
POA2749	1	F	8315
POA2749	1	M	7932
POA2750	0	F	1620
POA2750	0	M	1414
POA2750	1	F	23470
POA2750	1	M	22584
POA2752	0	F	67
POA2752	0	M	85
POA2752	1	F	2711
POA2752	1	M	2832
POA2753	0	F	666
POA2753	0	M	644
POA2753	1	F	8093
POA2753	1	M	8049
POA2754	0	F	200
POA2754	0	M	183
POA2754	1	F	3533
POA2754	1	M	3165
POA2756	0	F	780
POA2756	0	M	793
POA2756	1	F	16789
POA2756	1	M	16856
POA2757	0	F	20
POA2757	0	M	10
POA2757	1	F	418
POA2757	1	M	407
POA2758	0	F	120
POA2758	0	M	130
POA2758	1	F	4274
POA2758	1	M	4309
POA2759	0	F	447
POA2759	0	M	468
POA2759	1	F	12668
POA2759	1	M	12701
POA2760	0	F	1491
POA2760	0	M	1406
POA2760	1	F	17525
POA2760	1	M	17135
POA2761	0	F	826
POA2761	0	M	740
POA2761	1	F	16597
POA2761	1	M	16422
POA2762	0	F	378
POA2762	0	M	408
POA2762	1	F	10520
POA2762	1	M	10468
POA2763	0	F	568
POA2763	0	M	582
POA2763	1	F	16040
POA2763	1	M	15947
POA2765	0	F	1195
POA2765	0	M	1567
POA2765	1	F	21506
POA2765	1	M	21325
POA2766	0	F	937
POA2766	0	M	667
POA2766	1	F	7824
POA2766	1	M	7682
POA2767	0	F	557
POA2767	0	M	550
POA2767	1	F	11152
POA2767	1	M	11053
POA2768	0	F	182
POA2768	0	M	1518
POA2768	1	F	13719
POA2768	1	M	13445
POA2769	0	F	213
POA2769	0	M	213
POA2769	1	F	8008
POA2769	1	M	7848
POA2770	0	F	2620
POA2770	0	M	2523
POA2770	1	F	28669
POA2770	1	M	27650
POA2773	0	F	45
POA2773	0	M	49
POA2773	1	F	2942
POA2773	1	M	2859
POA2774	0	F	112
POA2774	0	M	93
POA2774	1	F	6467
POA2774	1	M	6209
POA2775	0	F	78
POA2775	0	M	95
POA2775	1	F	609
POA2775	1	M	717
POA2776	0	F	47
POA2776	0	M	38
POA2776	1	F	2046
POA2776	1	M	1973
POA2777	0	F	418
POA2777	0	M	254
POA2777	1	F	8771
POA2777	1	M	8315
POA2778	0	F	16
POA2778	0	M	21
POA2778	1	F	1200
POA2778	1	M	1172
POA2779	0	F	51
POA2779	0	M	73
POA2779	1	F	2526
POA2779	1	M	2325
POA2780	0	F	526
POA2780	0	M	555
POA2780	1	F	6492
POA2780	1	M	5938
POA2782	0	F	264
POA2782	0	M	236
POA2782	1	F	3146
POA2782	1	M	2818
POA2783	0	F	40
POA2783	0	M	37
POA2783	1	F	1311
POA2783	1	M	1235
POA2784	0	F	19
POA2784	0	M	19
POA2784	1	F	635
POA2784	1	M	606
POA2785	0	F	191
POA2785	0	M	205
POA2785	1	F	2332
POA2785	1	M	2105
POA2786	0	F	47
POA2786	0	M	58
POA2786	1	F	540
POA2786	1	M	586
POA2787	0	F	275
POA2787	0	M	413
POA2787	1	F	1948
POA2787	1	M	2003
POA2790	0	F	587
POA2790	0	M	1013
POA2790	1	F	7093
POA2790	1	M	6802
POA2791	0	F	16
POA2791	0	M	19
POA2791	1	F	148
POA2791	1	M	139
POA2792	0	F	10
POA2792	0	M	10
POA2792	1	F	159
POA2792	1	M	194
POA2793	0	F	69
POA2793	0	M	78
POA2793	1	F	440
POA2793	1	M	505
POA2794	0	F	472
POA2794	0	M	460
POA2794	1	F	4890
POA2794	1	M	4694
POA2795	0	F	1827
POA2795	0	M	2875
POA2795	1	F	20569
POA2795	1	M	19943
POA2797	0	F	22
POA2797	0	M	22
POA2797	1	F	199
POA2797	1	M	182
POA2798	0	F	87
POA2798	0	M	100
POA2798	1	F	1016
POA2798	1	M	977
POA2799	0	F	95
POA2799	0	M	129
POA2799	1	F	1989
POA2799	1	M	1915
POA2800	0	F	2052
POA2800	0	M	2106
POA2800	1	F	22893
POA2800	1	M	21691
POA2803	0	F	9
POA2803	0	M	10
POA2803	1	F	123
POA2803	1	M	144
POA2804	0	F	178
POA2804	0	M	158
POA2804	1	F	1282
POA2804	1	M	1196
POA2805	0	F	25
POA2805	0	M	22
POA2805	1	F	186
POA2805	1	M	185
POA2806	0	F	69
POA2806	0	M	67
POA2806	1	F	348
POA2806	1	M	376
POA2807	0	F	22
POA2807	0	M	28
POA2807	1	F	184
POA2807	1	M	219
POA2808	0	F	17
POA2808	0	M	16
POA2808	1	F	86
POA2808	1	M	93
POA2809	0	F	8
POA2809	0	M	13
POA2809	1	F	84
POA2809	1	M	103
POA2810	0	F	120
POA2810	0	M	116
