POA_CODE_2021	Age	UsualResidence	persons
POA2878	55-64	Visitor from VIC	3
POA2878	65-74	Home	33
POA2878	65-74	Visitor from NSW	6
POA2878	75-84	Home	11
POA2878	75-84	Visitor from NSW	3
POA2878	85+	Home	3
POA2879	0-14	Home	76
POA2879	15-24	Home	43
POA2879	15-24	Visitor from NSW	9
POA2879	25-34	Home	54
POA2879	25-34	Visitor from NSW	8
POA2879	35-44	Home	46
POA2879	35-44	Visitor from NSW	4
POA2879	45-54	Home	65
POA2879	45-54	Visitor from NSW	9
POA2879	45-54	Visitor from VIC	4
POA2879	45-54	Visitor same SA2	3
POA2879	55-64	Home	92
POA2879	55-64	Visitor from NSW	30
POA2879	55-64	Visitor from VIC	4
POA2879	65-74	Home	103
POA2879	65-74	Visitor from ACT	4
POA2879	65-74	Visitor from NSW	18
POA2879	75-84	Home	51
POA2879	75-84	Visitor from NSW	6
POA2879	85+	Home	10
POA2880	0-14	Home	2983
POA2880	0-14	Visitor from NSW	108
POA2880	0-14	Visitor from SA	4
POA2880	0-14	Visitor from VIC	3
POA2880	0-14	Visitor same SA2	5
POA2880	15-24	Home	1781
POA2880	15-24	Visitor from NSW	104
POA2880	15-24	Visitor from SA	30
POA2880	15-24	Visitor from VIC	15
POA2880	15-24	Visitor same SA2	5
POA2880	25-34	Home	2100
POA2880	25-34	Visitor from ACT	3
POA2880	25-34	Visitor from NSW	113
POA2880	25-34	Visitor from NT	6
POA2880	25-34	Visitor from QLD	3
POA2880	25-34	Visitor from SA	17
POA2880	25-34	Visitor from VIC	11
POA2880	25-34	Visitor same SA2	3
POA2880	35-44	Home	1839
POA2880	35-44	Visitor from NSW	94
POA2880	35-44	Visitor from QLD	7
POA2880	35-44	Visitor from SA	18
POA2880	35-44	Visitor from TAS	3
POA2880	35-44	Visitor from VIC	6
POA2880	35-44	Visitor same SA2	12
POA2880	45-54	Home	1981
POA2880	45-54	Visitor from NSW	109
POA2880	45-54	Visitor from SA	26
POA2880	45-54	Visitor from VIC	8
POA2880	55-64	Home	2481
POA2880	55-64	Visitor from NSW	195
POA2880	55-64	Visitor from QLD	12
POA2880	55-64	Visitor from SA	39
POA2880	55-64	Visitor from VIC	13
POA2880	55-64	Visitor same SA2	8
POA2880	65-74	Home	2125
POA2880	65-74	Visitor from ACT	6
POA2880	65-74	Visitor from NSW	151
POA2880	65-74	Visitor from QLD	7
POA2880	65-74	Visitor from SA	55
POA2880	65-74	Visitor from TAS	3
POA2880	65-74	Visitor from VIC	16
POA2880	65-74	Visitor from WA	4
POA2880	65-74	Visitor same SA2	19
POA2880	75-84	Home	1229
POA2880	75-84	Visitor from NSW	40
POA2880	75-84	Visitor from SA	12
POA2880	75-84	Visitor same SA2	13
POA2880	85+	Home	573
POA2880	85+	Visitor from NSW	12
POA2898	0-14	Home	62
POA2898	0-14	Visitor from NSW	6
POA2898	0-14	Visitor from VIC	6
POA2898	0-14	Visitor same SA2	4
POA2898	15-24	Home	11
POA2898	15-24	Visitor from NSW	5
POA2898	25-34	Home	59
POA2898	25-34	Visitor from NSW	6
POA2898	25-34	Visitor from VIC	5
POA2898	35-44	Home	53
POA2898	35-44	Visitor from NSW	3
POA2898	45-54	Home	32
POA2898	45-54	Visitor from NSW	8
POA2898	55-64	Home	71
POA2898	55-64	Visitor from NSW	8
POA2898	55-64	Visitor from VIC	4
POA2898	65-74	Home	49
POA2898	65-74	Visitor from NSW	3
POA2898	75-84	Home	25
POA2898	85+	Home	14
POA2899	0-14	Home	336
POA2899	0-14	Visitor from ACT	3
POA2899	0-14	Visitor from OT	4
POA2899	0-14	Visitor from QLD	4
POA2899	0-14	Visitor same SA2	7
POA2899	15-24	Home	170
POA2899	15-24	Visitor from NSW	3
POA2899	15-24	Visitor from OT	8
POA2899	15-24	Visitor same SA2	3
POA2899	25-34	Home	154
POA2899	25-34	Visitor from NSW	7
POA2899	25-34	Visitor from OT	3
POA2899	25-34	Visitor from QLD	4
POA2899	35-44	Home	236
POA2899	35-44	Visitor from NSW	8
POA2899	35-44	Visitor from OT	3
POA2899	35-44	Visitor same SA2	3
POA2899	45-54	Home	284
POA2899	45-54	Visitor from NSW	4
POA2899	45-54	Visitor from OT	5
POA2899	45-54	Visitor from QLD	15
POA2899	45-54	Visitor same SA2	4
POA2899	55-64	Home	394
POA2899	55-64	Visitor from NSW	8
POA2899	55-64	Visitor from NT	4
POA2899	55-64	Visitor from QLD	38
POA2899	55-64	Visitor same SA2	3
POA2899	65-74	Home	291
POA2899	65-74	Visitor from NSW	13
POA2899	65-74	Visitor from OT	7
POA2899	65-74	Visitor from QLD	36
POA2899	65-74	Visitor from VIC	5
POA2899	65-74	Visitor same SA2	7
POA2899	75-84	Home	162
POA2899	75-84	Visitor from QLD	14
POA2899	85+	Home	44
POA2900	0-14	Home	446
POA2900	0-14	Visitor from ACT	25
POA2900	15-24	Home	439
POA2900	15-24	Visitor from ACT	12
POA2900	15-24	Visitor from NSW	8
POA2900	15-24	Visitor from QLD	4
POA2900	25-34	Home	1029
POA2900	25-34	Visitor from ACT	13
POA2900	25-34	Visitor from NSW	6
POA2900	35-44	Home	577
POA2900	35-44	Visitor from ACT	12
POA2900	35-44	Visitor from NSW	7
POA2900	35-44	Visitor from QLD	3
POA2900	35-44	Visitor from VIC	6
POA2900	45-54	Home	388
POA2900	45-54	Visitor from ACT	13
POA2900	45-54	Visitor from NSW	5
POA2900	55-64	Home	406
POA2900	55-64	Visitor from ACT	8
POA2900	55-64	Visitor from NSW	4
POA2900	55-64	Visitor from QLD	3
POA2900	55-64	Visitor from SA	4
POA2900	65-74	Home	378
POA2900	65-74	Visitor from ACT	3
POA2900	65-74	Visitor from NSW	4
POA2900	65-74	Visitor same SA2	6
POA2900	75-84	Home	260
POA2900	75-84	Visitor same SA2	3
POA2900	85+	Home	96
POA2902	0-14	Home	2868
POA2902	0-14	Visitor from ACT	37
POA2902	0-14	Visitor from NSW	14
POA2902	15-24	Home	1701
POA2902	15-24	Visitor from ACT	36
POA2902	15-24	Visitor from NSW	23
POA2902	25-34	Home	1790
POA2902	25-34	Visitor from ACT	30
POA2902	25-34	Visitor from NSW	21
POA2902	25-34	Visitor from QLD	8
POA2902	25-34	Visitor from VIC	3
POA2902	35-44	Home	2041
POA2902	35-44	Visitor from ACT	43
POA2902	35-44	Visitor from NSW	13
POA2902	35-44	Visitor from QLD	3
POA2902	35-44	Visitor from VIC	5
POA2902	45-54	Home	2036
POA2902	45-54	Visitor from ACT	36
POA2902	45-54	Visitor from NSW	11
POA2902	45-54	Visitor from QLD	4
POA2902	55-64	Home	1717
POA2902	55-64	Visitor from ACT	16
POA2902	55-64	Visitor from NSW	19
POA2902	55-64	Visitor from QLD	4
POA2902	65-74	Home	1890
POA2902	65-74	Visitor from ACT	7
POA2902	65-74	Visitor from NSW	15
POA2902	75-84	Home	858
POA2902	75-84	Visitor from ACT	3
POA2902	75-84	Visitor same SA2	3
POA2902	85+	Home	168
POA2902	85+	Visitor from NSW	3
POA2903	0-14	Home	1874
POA2903	0-14	Visitor from ACT	24
POA2903	0-14	Visitor from NSW	4
POA2903	15-24	Home	995
POA2903	15-24	Visitor from ACT	17
POA2903	15-24	Visitor from NSW	9
POA2903	25-34	Home	1174
POA2903	25-34	Visitor from ACT	24
POA2903	25-34	Visitor from NSW	11
POA2903	35-44	Home	1314
POA2903	35-44	Visitor from ACT	20
POA2903	35-44	Visitor from NSW	9
POA2903	45-54	Home	1147
POA2903	45-54	Visitor from ACT	10
POA2903	45-54	Visitor from NSW	11
POA2903	45-54	Visitor from QLD	3
POA2903	55-64	Home	1165
POA2903	55-64	Visitor from ACT	9
POA2903	55-64	Visitor from NSW	5
POA2903	55-64	Visitor from QLD	4
POA2903	55-64	Visitor same SA2	4
POA2903	65-74	Home	1106
POA2903	65-74	Visitor from ACT	8
POA2903	65-74	Visitor from NSW	14
POA2903	65-74	Visitor from QLD	3
POA2903	75-84	Home	382
POA2903	75-84	Visitor from NSW	8
POA2903	85+	Home	99
POA2903	85+	Visitor from NSW	3
POA2904	0-14	Home	2507
POA2904	0-14	Visitor from ACT	16
POA2904	0-14	Visitor from NSW	3
POA2904	15-24	Home	1316
POA2904	15-24	Visitor from ACT	36
POA2904	15-24	Visitor from NSW	25
POA2904	25-34	Home	1404
POA2904	25-34	Visitor from ACT	22
POA2904	25-34	Visitor from NSW	14
POA2904	35-44	Home	1745
POA2904	35-44	Visitor from ACT	18
POA2904	35-44	Visitor from NSW	15
POA2904	35-44	Visitor from QLD	3
POA2904	35-44	Visitor from VIC	3
POA2904	45-54	Home	1550
POA2904	45-54	Visitor from ACT	14
POA2904	45-54	Visitor from NSW	3
POA2904	55-64	Home	1767
POA2904	55-64	Visitor from ACT	10
POA2904	55-64	Visitor from NSW	17
POA2904	55-64	Visitor from VIC	3
POA2904	65-74	Home	1535
POA2904	65-74	Visitor from ACT	5
POA2904	65-74	Visitor from NSW	9
POA2904	65-74	Visitor from QLD	9
POA2904	75-84	Home	676
POA2904	75-84	Visitor from ACT	3
POA2904	75-84	Visitor from NSW	10
POA2904	85+	Home	328
POA2904	85+	Visitor from ACT	4
POA2905	0-14	Home	5612
POA2905	0-14	Visitor from ACT	49
POA2905	0-14	Visitor from NSW	6
POA2905	15-24	Home	3389
POA2905	15-24	Visitor from ACT	68
POA2905	15-24	Visitor from NSW	27
POA2905	25-34	Home	3969
POA2905	25-34	Visitor from ACT	64
POA2905	25-34	Visitor from NSW	29
POA2905	25-34	Visitor from QLD	4
POA2905	25-34	Visitor from VIC	4
POA2905	35-44	Home	3818
POA2905	35-44	Visitor from ACT	48
POA2905	35-44	Visitor from NSW	27
POA2905	35-44	Visitor from VIC	4
POA2905	45-54	Home	3626
POA2905	45-54	Visitor from ACT	38
POA2905	45-54	Visitor from NSW	23
POA2905	45-54	Visitor same SA2	3
POA2905	55-64	Home	3864
POA2905	55-64	Visitor from ACT	27
POA2905	55-64	Visitor from NSW	25
POA2905	55-64	Visitor from QLD	5
POA2905	55-64	Visitor from SA	6
POA2905	65-74	Home	2271
POA2905	65-74	Visitor from ACT	14
POA2905	65-74	Visitor from NSW	19
POA2905	65-74	Visitor from QLD	6
POA2905	65-74	Visitor from SA	5
POA2905	65-74	Visitor same SA2	6
POA2905	75-84	Home	907
POA2905	75-84	Visitor from ACT	14
POA2905	75-84	Visitor from NSW	11
POA2905	75-84	Visitor from SA	3
POA2905	85+	Home	311
POA2905	85+	Visitor from ACT	8
POA2905	85+	Visitor from NSW	7
POA2905	85+	Visitor from QLD	3
POA2906	0-14	Home	3574
POA2906	0-14	Visitor from ACT	29
POA2906	0-14	Visitor from NSW	6
POA2906	15-24	Home	2282
POA2906	15-24	Visitor from ACT	41
POA2906	15-24	Visitor from NSW	18
POA2906	25-34	Home	2392
POA2906	25-34	Visitor from ACT	47
POA2906	25-34	Visitor from NSW	24
POA2906	35-44	Home	2401
POA2906	35-44	Visitor from ACT	24
POA2906	35-44	Visitor from NSW	18
POA2906	45-54	Home	2656
POA2906	45-54	Visitor from ACT	7
POA2906	45-54	Visitor from NSW	18
POA2906	55-64	Home	2318
POA2906	55-64	Visitor from ACT	8
POA2906	55-64	Visitor from NSW	12
POA2906	65-74	Home	1184
POA2906	65-74	Visitor from NSW	5
POA2906	65-74	Visitor same SA2	4
POA2906	75-84	Home	576
POA2906	75-84	Visitor from ACT	6
POA2906	75-84	Visitor from NSW	7
POA2906	75-84	Visitor from VIC	3
POA2906	85+	Home	203
POA2911	0-14	Home	1177
POA2911	0-14	Visitor from ACT	3
POA2911	0-14	Visitor from NSW	7
POA2911	15-24	Home	438
POA2911	15-24	Visitor from ACT	5
POA2911	15-24	Visitor from NSW	4
POA2911	25-34	Home	837
POA2911	25-34	Visitor from ACT	16
POA2911	25-34	Visitor from NSW	8
POA2911	35-44	Home	1041
POA2911	35-44	Visitor from NSW	9
POA2911	45-54	Home	543
POA2911	45-54	Visitor from ACT	6
POA2911	45-54	Visitor from NSW	7
POA2911	55-64	Home	270
POA2911	55-64	Visitor from ACT	3
POA2911	65-74	Home	210
POA2911	65-74	Visitor from ACT	4
POA2911	65-74	Visitor from NSW	3
POA2911	65-74	Visitor from QLD	3
POA2911	75-84	Home	128
POA2911	75-84	Visitor from ACT	3
POA2911	85+	Home	31
POA2911	85+	Visitor from ACT	4
POA2912	0-14	Home	1352
POA2912	0-14	Visitor from ACT	27
POA2912	0-14	Visitor from NSW	8
POA2912	15-24	Home	1220
POA2912	15-24	Visitor from ACT	39
POA2912	15-24	Visitor from NSW	14
POA2912	15-24	Visitor from QLD	3
POA2912	25-34	Home	2328
POA2912	25-34	Visitor from ACT	21
POA2912	25-34	Visitor from NSW	12
POA2912	25-34	Visitor from VIC	3
POA2912	25-34	Visitor same SA2	3
POA2912	35-44	Home	1382
POA2912	35-44	Visitor from ACT	12
POA2912	35-44	Visitor from NSW	5
POA2912	45-54	Home	965
POA2912	45-54	Visitor from ACT	8
POA2912	45-54	Visitor from NSW	9
POA2912	55-64	Home	604
POA2912	55-64	Visitor from ACT	19
POA2912	55-64	Visitor from NSW	8
POA2912	55-64	Visitor from QLD	3
POA2912	55-64	Visitor from SA	3
POA2912	55-64	Visitor from VIC	3
POA2912	65-74	Home	327
POA2912	65-74	Visitor from ACT	11
POA2912	65-74	Visitor from NSW	5
POA2912	65-74	Visitor from TAS	3
POA2912	75-84	Home	131
POA2912	75-84	Visitor from ACT	3
POA2912	75-84	Visitor from TAS	5
POA2912	85+	Home	33
POA2913	0-14	Home	8364
POA2913	0-14	Visitor from ACT	57
POA2913	0-14	Visitor from NSW	15
POA2913	0-14	Visitor from WA	6
POA2913	15-24	Home	4580
POA2913	15-24	Visitor from ACT	62
POA2913	15-24	Visitor from NSW	45
POA2913	15-24	Visitor from NT	5
POA2913	15-24	Visitor from QLD	5
POA2913	25-34	Home	6859
POA2913	25-34	Visitor from ACT	92
POA2913	25-34	Visitor from NSW	46
POA2913	25-34	Visitor from VIC	8
POA2913	25-34	Visitor from WA	4
POA2913	25-34	Visitor same SA2	10
POA2913	35-44	Home	6772
POA2913	35-44	Visitor from ACT	57
POA2913	35-44	Visitor from NSW	21
POA2913	35-44	Visitor from VIC	4
POA2913	45-54	Home	4876
POA2913	45-54	Visitor from ACT	27
POA2913	45-54	Visitor from NSW	19
POA2913	45-54	Visitor same SA2	4
POA2913	55-64	Home	3426
POA2913	55-64	Visitor from ACT	20
POA2913	55-64	Visitor from NSW	21
POA2913	55-64	Visitor from QLD	7
POA2913	55-64	Visitor from SA	4
POA2913	65-74	Home	2253
POA2913	65-74	Visitor from ACT	11
POA2913	65-74	Visitor from NSW	20
POA2913	75-84	Home	1012
POA2913	75-84	Visitor from ACT	3
POA2913	75-84	Visitor from NSW	10
POA2913	75-84	Visitor same SA2	3
POA2913	85+	Home	219
POA2913	85+	Visitor from ACT	3
POA2913	85+	Visitor from NSW	5
POA2914	0-14	Home	9010
POA2914	0-14	Visitor from ACT	29
POA2914	0-14	Visitor from NSW	14
POA2914	0-14	Visitor from QLD	3
POA2914	0-14	Visitor from VIC	4
POA2914	15-24	Home	4160
POA2914	15-24	Visitor from ACT	62
POA2914	15-24	Visitor from NSW	31
POA2914	15-24	Visitor from VIC	5
POA2914	15-24	Visitor same SA2	4
POA2914	25-34	Home	5801
POA2914	25-34	Visitor from ACT	58
POA2914	25-34	Visitor from NSW	36
POA2914	25-34	Visitor from QLD	9
POA2914	25-34	Visitor from VIC	9
POA2914	25-34	Visitor same SA2	7
POA2914	35-44	Home	6936
POA2914	35-44	Visitor from ACT	43
POA2914	35-44	Visitor from NSW	19
POA2914	35-44	Visitor from VIC	7
POA2914	35-44	Visitor same SA2	4
POA2914	45-54	Home	4467
POA2914	45-54	Visitor from ACT	22
POA2914	45-54	Visitor from NSW	13
POA2914	55-64	Home	1933
POA2914	55-64	Visitor from ACT	13
POA2914	55-64	Visitor from NSW	21
POA2914	55-64	Visitor from QLD	3
POA2914	55-64	Visitor from VIC	9
POA2914	55-64	Visitor from WA	3
POA2914	65-74	Home	1069
POA2914	65-74	Visitor from ACT	14
POA2914	65-74	Visitor from NSW	25
POA2914	65-74	Visitor from QLD	8
POA2914	65-74	Visitor from TAS	3
POA2914	65-74	Visitor from WA	6
POA2914	75-84	Home	411
POA2914	75-84	Visitor from NSW	7
POA2914	85+	Home	68
POA2914	85+	Visitor from ACT	3
POA2914	85+	Visitor from NSW	3
POA3000	0-14	Home	1410
POA3000	0-14	Visitor from ACT	4
POA3000	0-14	Visitor from NSW	35
POA3000	0-14	Visitor from QLD	8
POA3000	0-14	Visitor from VIC	167
POA3000	0-14	Visitor from WA	3
POA3000	15-24	Home	12132
POA3000	15-24	Visitor from ACT	13
POA3000	15-24	Visitor from NSW	60
POA3000	15-24	Visitor from NT	6
POA3000	15-24	Visitor from QLD	40
POA3000	15-24	Visitor from SA	12
POA3000	15-24	Visitor from TAS	19
POA3000	15-24	Visitor from VIC	443
POA3000	15-24	Visitor from WA	8
POA3000	15-24	Visitor same SA2	16
POA3000	25-34	Home	17237
POA3000	25-34	Visitor from ACT	6
POA3000	25-34	Visitor from NSW	101
POA3000	25-34	Visitor from QLD	39
POA3000	25-34	Visitor from SA	17
POA3000	25-34	Visitor from TAS	19
POA3000	25-34	Visitor from VIC	618
POA3000	25-34	Visitor from WA	17
POA3000	25-34	Visitor same SA2	27
POA3000	35-44	Home	5715
POA3000	35-44	Visitor from ACT	6
POA3000	35-44	Visitor from NSW	54
POA3000	35-44	Visitor from QLD	18
POA3000	35-44	Visitor from SA	11
POA3000	35-44	Visitor from TAS	3
POA3000	35-44	Visitor from VIC	482
POA3000	35-44	Visitor from WA	8
POA3000	35-44	Visitor same SA2	13
POA3000	45-54	Home	2360
POA3000	45-54	Visitor from ACT	4
POA3000	45-54	Visitor from NSW	56
POA3000	45-54	Visitor from QLD	20
POA3000	45-54	Visitor from SA	4
POA3000	45-54	Visitor from TAS	8
POA3000	45-54	Visitor from VIC	321
POA3000	45-54	Visitor from WA	27
POA3000	45-54	Visitor same SA2	3
POA3000	55-64	Home	1578
POA3000	55-64	Visitor from NSW	39
POA3000	55-64	Visitor from QLD	28
POA3000	55-64	Visitor from SA	4
POA3000	55-64	Visitor from TAS	11
POA3000	55-64	Visitor from VIC	208
POA3000	55-64	Visitor from WA	4
POA3000	65-74	Home	892
POA3000	65-74	Visitor from NSW	17
POA3000	65-74	Visitor from QLD	10
POA3000	65-74	Visitor from SA	3
POA3000	65-74	Visitor from TAS	8
POA3000	65-74	Visitor from VIC	106
POA3000	65-74	Visitor from WA	3
POA3000	75-84	Home	306
POA3000	75-84	Visitor from NSW	3
POA3000	75-84	Visitor from VIC	32
POA3000	85+	Home	62
POA3000	85+	Visitor from VIC	9
POA3002	0-14	Home	276
POA3002	0-14	Visitor from SA	3
POA3002	0-14	Visitor from VIC	69
POA3002	15-24	Home	346
POA3002	15-24	Visitor from QLD	24
POA3002	15-24	Visitor from VIC	31
POA3002	25-34	Home	1097
POA3002	25-34	Visitor from NSW	4
POA3002	25-34	Visitor from QLD	23
POA3002	25-34	Visitor from VIC	81
POA3002	35-44	Home	743
POA3002	35-44	Visitor from QLD	10
POA3002	35-44	Visitor from VIC	92
POA3002	45-54	Home	528
POA3002	45-54	Visitor from NSW	7
POA3002	45-54	Visitor from QLD	7
POA3002	45-54	Visitor from TAS	3
POA3002	45-54	Visitor from VIC	68
POA3002	55-64	Home	614
POA3002	55-64	Visitor from NSW	7
POA3002	55-64	Visitor from QLD	7
POA3002	55-64	Visitor from VIC	85
POA3002	65-74	Home	581
POA3002	65-74	Visitor from NSW	10
POA3002	65-74	Visitor from QLD	5
POA3002	65-74	Visitor from VIC	106
POA3002	75-84	Home	301
POA3002	75-84	Visitor from VIC	57
POA3002	85+	Home	119
POA3002	85+	Visitor from VIC	34
POA3003	0-14	Home	579
POA3003	0-14	Visitor from VIC	11
POA3003	15-24	Home	1265
POA3003	15-24	Visitor from SA	3
POA3003	15-24	Visitor from VIC	39
POA3003	15-24	Visitor same SA2	7
POA3003	25-34	Home	3129
POA3003	25-34	Visitor from NSW	3
POA3003	25-34	Visitor from SA	3
POA3003	25-34	Visitor from TAS	3
POA3003	25-34	Visitor from VIC	56
POA3003	35-44	Home	1333
POA3003	35-44	Visitor from VIC	36
POA3003	45-54	Home	683
POA3003	45-54	Visitor from NSW	3
POA3003	45-54	Visitor from VIC	15
POA3003	55-64	Home	411
POA3003	55-64	Visitor from VIC	10
POA3003	55-64	Visitor from WA	3
POA3003	65-74	Home	223
POA3003	65-74	Visitor from VIC	5
POA3003	75-84	Home	86
POA3003	85+	Home	15
POA3004	0-14	Home	795
POA3004	0-14	Visitor from ACT	3
POA3004	0-14	Visitor from VIC	13
POA3004	15-24	Home	886
POA3004	15-24	Visitor from ACT	3
POA3004	15-24	Visitor from NSW	22
POA3004	15-24	Visitor from NT	4
POA3004	15-24	Visitor from QLD	121
POA3004	15-24	Visitor from SA	12
POA3004	15-24	Visitor from VIC	145
POA3004	15-24	Visitor from WA	33
POA3004	15-24	Visitor same SA2	5
POA3004	25-34	Home	3248
POA3004	25-34	Visitor from ACT	3
POA3004	25-34	Visitor from NSW	16
POA3004	25-34	Visitor from NT	3
POA3004	25-34	Visitor from QLD	53
POA3004	25-34	Visitor from SA	15
POA3004	25-34	Visitor from TAS	3
POA3004	25-34	Visitor from VIC	150
POA3004	25-34	Visitor from WA	16
POA3004	35-44	Home	2095
POA3004	35-44	Visitor from NSW	4
POA3004	35-44	Visitor from QLD	18
POA3004	35-44	Visitor from SA	11
POA3004	35-44	Visitor from TAS	3
POA3004	35-44	Visitor from VIC	106
POA3004	35-44	Visitor from WA	4
POA3004	45-54	Home	1172
POA3004	45-54	Visitor from NSW	9
POA3004	45-54	Visitor from QLD	6
POA3004	45-54	Visitor from SA	3
POA3004	45-54	Visitor from TAS	9
POA3004	45-54	Visitor from VIC	86
POA3004	45-54	Visitor from WA	3
POA3004	45-54	Visitor same SA2	4
POA3004	55-64	Home	1010
POA3004	55-64	Visitor from NSW	13
POA3004	55-64	Visitor from QLD	8
POA3004	55-64	Visitor from SA	11
POA3004	55-64	Visitor from VIC	115
POA3004	55-64	Visitor from WA	7
POA3004	65-74	Home	953
POA3004	65-74	Visitor from NSW	7
POA3004	65-74	Visitor from QLD	9
POA3004	65-74	Visitor from SA	7
POA3004	65-74	Visitor from VIC	103
POA3004	75-84	Home	619
POA3004	75-84	Visitor from NSW	4
POA3004	75-84	Visitor from VIC	45
POA3004	75-84	Visitor same SA2	4
POA3004	85+	Home	233
POA3004	85+	Visitor from VIC	17
POA3004	85+	Visitor same SA2	4
POA3006	0-14	Home	1332
POA3006	0-14	Visitor from QLD	5
POA3006	0-14	Visitor from VIC	61
POA3006	15-24	Home	3178
POA3006	15-24	Visitor from NSW	11
POA3006	15-24	Visitor from QLD	3
POA3006	15-24	Visitor from TAS	4
POA3006	15-24	Visitor from VIC	145
POA3006	15-24	Visitor from WA	3
POA3006	25-34	Home	9210
POA3006	25-34	Visitor from ACT	4
POA3006	25-34	Visitor from NSW	38
POA3006	25-34	Visitor from QLD	11
POA3006	25-34	Visitor from SA	3
POA3006	25-34	Visitor from TAS	7
POA3006	25-34	Visitor from VIC	220
POA3006	25-34	Visitor from WA	9
POA3006	25-34	Visitor same SA2	3
POA3006	35-44	Home	4091
POA3006	35-44	Visitor from NSW	14
POA3006	35-44	Visitor from QLD	17
POA3006	35-44	Visitor from TAS	6
POA3006	35-44	Visitor from VIC	137
POA3006	35-44	Visitor same SA2	3
POA3006	45-54	Home	1668
POA3006	45-54	Visitor from NSW	20
POA3006	45-54	Visitor from QLD	11
POA3006	45-54	Visitor from VIC	79
POA3006	45-54	Visitor same SA2	7
POA3006	55-64	Home	1235
POA3006	55-64	Visitor from NSW	7
POA3006	55-64	Visitor from QLD	14
POA3006	55-64	Visitor from VIC	73
POA3006	55-64	Visitor from WA	12
POA3006	55-64	Visitor same SA2	3
POA3006	65-74	Home	799
POA3006	65-74	Visitor from QLD	7
POA3006	65-74	Visitor from VIC	27
POA3006	65-74	Visitor from WA	3
POA3006	65-74	Visitor same SA2	4
POA3006	75-84	Home	339
POA3006	75-84	Visitor from VIC	16
POA3006	85+	Home	60
POA3006	85+	Visitor from VIC	4
POA3008	0-14	Home	1193
POA3008	0-14	Visitor from NSW	3
POA3008	0-14	Visitor from QLD	3
POA3008	0-14	Visitor from VIC	15
POA3008	15-24	Home	1750
POA3008	15-24	Visitor from NSW	4
POA3008	15-24	Visitor from VIC	64
POA3008	25-34	Home	5918
POA3008	25-34	Visitor from NSW	7
POA3008	25-34	Visitor from QLD	6
POA3008	25-34	Visitor from TAS	3
POA3008	25-34	Visitor from VIC	123
POA3008	25-34	Visitor from WA	8
POA3008	35-44	Home	2826
POA3008	35-44	Visitor from NSW	16
POA3008	35-44	Visitor from QLD	6
POA3008	35-44	Visitor from TAS	3
POA3008	35-44	Visitor from VIC	58
POA3008	45-54	Home	1324
POA3008	45-54	Visitor from NSW	17
POA3008	45-54	Visitor from QLD	3
POA3008	45-54	Visitor from SA	5
POA3008	45-54	Visitor from TAS	3
POA3008	45-54	Visitor from VIC	35
POA3008	45-54	Visitor same SA2	3
POA3008	55-64	Home	1124
POA3008	55-64	Visitor from NSW	22
POA3008	55-64	Visitor from QLD	4
POA3008	55-64	Visitor from VIC	36
POA3008	55-64	Visitor from WA	3
POA3008	55-64	Visitor same SA2	4
POA3008	65-74	Home	649
POA3008	65-74	Visitor from NSW	4
POA3008	65-74	Visitor from TAS	5
POA3008	65-74	Visitor from VIC	26
POA3008	65-74	Visitor from WA	5
POA3008	75-84	Home	185
POA3008	75-84	Visitor from VIC	9
POA3008	85+	Home	42
POA3011	0-14	Home	2640
POA3011	0-14	Visitor from VIC	31
POA3011	0-14	Visitor same SA2	5
POA3011	15-24	Home	2217
POA3011	15-24	Visitor from QLD	4
POA3011	15-24	Visitor from VIC	90
POA3011	15-24	Visitor same SA2	4
POA3011	25-34	Home	6019
POA3011	25-34	Visitor from NSW	4
POA3011	25-34	Visitor from QLD	4
POA3011	25-34	Visitor from TAS	6
POA3011	25-34	Visitor from VIC	112
POA3011	25-34	Visitor same SA2	4
POA3011	35-44	Home	4053
POA3011	35-44	Visitor from VIC	75
POA3011	45-54	Home	2439
POA3011	45-54	Visitor from NSW	4
POA3011	45-54	Visitor from QLD	3
POA3011	45-54	Visitor from VIC	57
POA3011	45-54	Visitor same SA2	3
POA3011	55-64	Home	1917
POA3011	55-64	Visitor from NSW	3
POA3011	55-64	Visitor from QLD	7
POA3011	55-64	Visitor from VIC	48
POA3011	55-64	Visitor from WA	4
POA3011	55-64	Visitor same SA2	8
POA3011	65-74	Home	1192
POA3011	65-74	Visitor from QLD	3
POA3011	65-74	Visitor from SA	4
POA3011	65-74	Visitor from VIC	28
POA3011	65-74	Visitor same SA2	5
POA3011	75-84	Home	693
POA3011	75-84	Visitor from VIC	17
POA3011	85+	Home	380
POA3011	85+	Visitor from VIC	13
POA3012	0-14	Home	4491
POA3012	0-14	Visitor from VIC	31
POA3012	0-14	Visitor same SA2	5
POA3012	15-24	Home	2546
POA3012	15-24	Visitor from VIC	63
POA3012	25-34	Home	5888
POA3012	25-34	Visitor from QLD	5
POA3012	25-34	Visitor from VIC	105
POA3012	35-44	Home	4841
POA3012	35-44	Visitor from VIC	57
POA3012	35-44	Visitor same SA2	4
POA3012	45-54	Home	3383
POA3012	45-54	Visitor from NSW	4
POA3012	45-54	Visitor from SA	4
POA3012	45-54	Visitor from VIC	49
POA3012	45-54	Visitor same SA2	3
POA3012	55-64	Home	2377
POA3012	55-64	Visitor from VIC	31
POA3012	65-74	Home	1474
POA3012	65-74	Visitor from VIC	25
