POA_CODE_2021	persons
POA0800	7149
POA0810	34330
POA0812	18634
POA0820	19920
POA0822	25304
POA0828	1697
POA0829	1963
POA0830	18501
POA0832	18727
POA0834	1811
POA0835	3153
POA0836	7597
POA0837	489
POA0838	870
POA0839	510
POA0840	457
POA0841	627
POA0845	396
POA0846	317
POA0847	318
POA0850	7873
POA0852	8735
POA0853	850
POA0854	755
POA0860	3080
POA0862	715
POA0870	20341
POA0872	14676
POA0873	2756
POA0874	554
POA0875	2482
POA0880	4953
POA0885	751
POA0886	755
POA2000	27936
POA2007	7410
POA2008	10400
POA2009	12658
POA2010	26443
POA2011	18187
POA2015	11422
POA2016	13072
POA2017	29003
POA2018	19878
POA2019	13467
POA2020	21591
POA2021	14946
POA2022	13509
POA2023	10590
POA2024	11380
POA2025	7189
POA2026	32693
POA2027	7810
POA2028	4709
POA2029	9911
POA2030	14434
POA2031	33830
POA2032	14643
POA2033	11927
POA2034	20249
POA2035	34602
POA2036	33767
POA2037	16641
POA2038	9487
POA2039	8553
POA2040	22803
POA2041	15584
POA2042	18673
POA2043	9657
POA2044	8278
POA2045	6480
POA2046	27288
POA2047	12011
POA2048	7619
POA2049	12258
POA2050	9381
POA2060	15135
POA2061	6158
POA2062	7088
POA2063	6493
POA2064	9417
POA2065	31698
POA2066	33844
POA2067	27078
POA2068	17450
POA2069	14604
POA2070	14648
POA2071	13510
POA2072	8795
POA2073	17221
POA2074	23423
POA2075	21665
POA2076	25340
POA2077	42819
POA2079	7816
POA2080	1766
POA2081	5394
POA2082	5458
POA2083	1665
POA2084	3759
POA2085	11452
POA2086	14214
POA2087	13161
POA2088	28329
POA2089	11491
POA2090	13533
POA2092	7384
POA2093	23555
POA2094	6141
POA2095	16296
POA2096	14955
POA2097	15991
POA2099	42917
POA2100	21973
POA2101	19885
POA2102	8379
POA2103	10877
POA2104	3807
POA2105	2008
POA2106	9659
POA2107	15422
POA2108	1740
POA2110	9846
POA2111	15456
POA2112	38026
POA2113	27637
POA2114	25267
POA2115	12686
POA2116	7274
POA2117	22185
POA2118	27888
POA2119	12458
POA2120	20988
POA2121	34209
POA2122	31187
POA2125	16620
POA2126	19082
POA2127	23198
POA2128	3600
POA2130	7288
POA2131	23012
POA2132	10755
POA2133	10929
POA2134	18224
POA2135	25915
POA2136	7763
POA2137	27726
POA2138	19686
POA2140	20766
POA2141	32425
POA2142	27993
POA2143	9774
POA2144	39333
POA2145	87531
POA2146	19456
POA2147	37285
POA2148	67483
POA2150	35254
POA2151	21204
POA2152	11261
POA2153	62610
POA2154	40874
POA2155	75699
POA2156	13403
POA2157	4042
POA2158	8937
POA2159	5148
POA2160	39388
POA2161	34379
POA2162	20306
POA2163	10544
POA2164	21273
POA2165	45046
POA2166	54184
POA2167	10536
POA2168	45023
POA2170	114479
POA2171	38882
POA2172	2892
POA2173	14544
POA2174	12080
POA2175	1790
POA2176	50022
POA2177	17154
POA2178	4170
POA2179	16262
POA2190	27559
POA2191	6555
POA2192	13781
POA2193	17778
POA2194	26132
POA2195	27103
POA2196	33743
POA2197	10121
POA2198	9843
POA2199	19651
POA2200	48003
POA2203	13946
POA2204	26567
POA2205	25338
POA2206	19730
POA2207	28382
POA2208	12881
POA2209	15825
POA2210	33262
POA2211	17610
POA2212	17184
POA2213	23290
POA2214	4074
POA2216	28027
POA2217	28673
POA2218	16182
POA2219	13771
POA2220	33761
POA2221	17065
POA2222	12660
POA2223	21403
POA2224	14559
POA2225	5560
POA2226	13054
POA2227	15364
POA2228	21001
POA2229	30943
POA2230	30690
POA2231	2528
POA2232	35304
POA2233	29960
POA2234	30648
POA2250	71168
POA2251	33721
POA2256	16039
POA2257	30403
POA2258	5253
POA2259	66236
POA2260	25845
POA2261	55129
POA2262	21411
POA2263	24554
POA2264	16162
POA2265	7464
POA2267	2920
POA2278	2565
POA2280	27183
POA2281	15323
POA2282	16146
POA2283	24419
POA2284	12612
POA2285	33869
POA2286	4690
POA2287	40845
POA2289	20257
POA2290	34912
POA2291	14279
POA2292	2622
POA2293	3302
POA2294	2061
POA2295	8091
POA2296	2026
POA2297	1801
POA2298	10141
POA2299	11905
POA2300	12058
POA2302	1411
POA2303	9710
POA2304	15807
POA2305	13108
POA2306	3421
POA2307	4537
POA2308	1358
POA2311	913
POA2312	1500
POA2315	15287
POA2316	6577
POA2317	6553
POA2318	13667
POA2319	6887
POA2320	39163
POA2321	19857
POA2322	24373
POA2323	26051
POA2324	25443
POA2325	31073
POA2326	7871
POA2327	7830
POA2328	2506
POA2329	2138
POA2330	21445
POA2331	581
POA2333	13795
POA2334	3349
POA2335	8124
POA2336	2589
POA2337	8060
POA2338	1403
POA2339	718
POA2340	52436
POA2341	1478
POA2342	465
POA2343	4858
POA2344	674
POA2345	707
POA2346	3033
POA2347	1865
POA2350	26911
POA2352	2950
POA2353	1201
POA2354	3484
POA2355	627
POA2356	124
POA2357	4069
POA2358	3727
POA2359	710
POA2360	14995
POA2361	927
POA2365	3762
POA2369	871
POA2370	7785
POA2371	1158
POA2372	4789
POA2379	291
POA2380	11118
POA2381	1302
POA2382	1381
POA2386	293
POA2387	201
POA2388	2554
POA2390	8540
POA2395	725
POA2396	834
POA2397	286
POA2398	248
POA2399	623
POA2400	9708
POA2401	299
POA2402	1745
POA2403	719
POA2404	1676
POA2405	500
POA2406	705
POA2408	310
POA2409	1072
POA2410	240
POA2411	104
POA2415	429
POA2420	4016
POA2421	2069
POA2422	5608
POA2423	3297
POA2424	480
POA2425	2018
POA2426	850
POA2427	3463
POA2428	25187
POA2429	9650
POA2430	36841
POA2431	5628
POA2439	4031
POA2440	23166
POA2441	4288
POA2443	8739
POA2444	51117
POA2445	7350
POA2446	15054
POA2447	7809
POA2448	9618
POA2449	2165
POA2450	47335
POA2452	15260
POA2453	2787
POA2454	7953
POA2455	3185
POA2456	17141
POA2460	31079
POA2462	2529
POA2463	8304
POA2464	7058
POA2465	346
POA2466	1765
POA2469	4359
POA2470	15477
POA2471	2821
POA2472	1987
POA2473	3203
POA2474	6492
POA2475	399
POA2476	847
POA2477	12899
POA2478	32053
POA2479	5780
POA2480	45938
POA2481	13659
POA2482	6967
POA2483	11616
POA2484	20083
POA2485	15349
POA2486	32838
POA2487	15090
POA2488	3523
POA2489	7894
POA2490	690
POA2500	43472
POA2502	12551
POA2505	5088
POA2506	7798
POA2508	9346
POA2515	11745
POA2516	6798
POA2517	13959
POA2518	19864
POA2519	17227
POA2525	12335
POA2526	16736
POA2527	26072
POA2528	23735
POA2529	29134
POA2530	35038
POA2533	17177
POA2534	5767
POA2535	7993
POA2536	19333
POA2537	12981
POA2538	2580
POA2539	20305
POA2540	48267
POA2541	28038
POA2545	1117
POA2546	10066
POA2548	8419
POA2549	4101
POA2550	16936
POA2551	3718
POA2555	168
POA2556	2433
POA2557	20103
POA2558	11099
POA2559	2991
POA2560	82543
POA2563	276
POA2564	14198
POA2565	31588
POA2566	27796
POA2567	40951
POA2568	1252
POA2569	1386
POA2570	63663
POA2571	13174
POA2572	5484
POA2573	5777
POA2574	5934
POA2575	17846
POA2576	14189
POA2577	16724
POA2578	2846
POA2579	4646
POA2580	31629
POA2581	2507
POA2582	13693
POA2583	4604
POA2584	550
POA2585	235
POA2586	2871
POA2587	2932
POA2588	299
POA2590	7153
POA2594	12150
POA2600	8255
POA2601	7680
POA2602	34540
POA2603	10306
POA2604	13034
POA2605	12488
POA2606	12071
POA2607	14717
POA2609	1136
POA2611	36535
POA2612	18965
POA2614	20595
POA2615	47356
POA2617	38073
POA2618	1397
POA2619	9601
POA2620	45604
POA2621	6688
POA2622	4141
POA2623	611
POA2624	162
POA2625	400
POA2626	515
POA2627	5263
POA2628	2176
POA2629	534
POA2630	8876
POA2631	629
POA2632	1892
POA2633	321
POA2640	39879
POA2641	16550
POA2642	5476
POA2643	2997
POA2644	2442
POA2645	339
POA2646	6841
POA2647	2557
POA2648	2671
POA2649	30
POA2650	61511
POA2651	3081
POA2652	4757
POA2653	2636
POA2655	1416
POA2656	1327
POA2658	1488
POA2659	871
POA2660	1607
POA2661	395
POA2663	5281
POA2665	2017
POA2666	5636
POA2668	404
POA2669	1539
POA2671	3969
POA2672	1511
POA2675	1659
POA2678	433
POA2680	25339
POA2681	1793
POA2700	4873
POA2701	2492
POA2702	793
POA2703	744
POA2705	10687
POA2706	1030
POA2707	1167
POA2710	9743
POA2711	3197
POA2712	1375
POA2713	2746
POA2714	2921
POA2715	1382
POA2716	988
POA2717	1205
POA2720	8501
POA2721	230
POA2722	3418
POA2725	347
POA2726	255
POA2727	348
POA2729	1622
POA2730	1335
POA2731	7446
POA2732	1877
POA2733	598
POA2734	472
POA2735	408
POA2736	419
POA2737	822
POA2738	2132
POA2739	1414
POA2745	31847
POA2747	54397
POA2748	1798
POA2749	17029
POA2750	49204
POA2752	5747
POA2753	17587
POA2754	7065
POA2756	35328
POA2757	850
POA2758	8848
POA2759	26434
POA2760	37632
POA2761	34702
POA2762	21780
POA2763	33197
POA2765	45613
POA2766	17047
POA2767	23384
POA2768	28864
POA2769	16315
POA2770	61494
POA2773	5978
POA2774	13010
POA2775	1518
POA2776	4156
POA2777	17816
POA2778	2425
POA2779	5077
POA2780	13348
POA2782	6428
POA2783	2651
POA2784	1300
POA2785	4822
POA2786	1178
POA2787	4605
POA2790	15452
POA2791	322
POA2792	386
POA2793	1074
POA2794	10504
POA2795	45077
POA2797	434
POA2798	2193
POA2799	4156
POA2800	48283
POA2803	286
POA2804	2832
POA2805	408
POA2806	862
POA2807	450
POA2808	216
POA2809	202
POA2810	3132
POA2817	359
POA2818	849
POA2820	7378
POA2821	4778
POA2822	433
POA2823	1340
POA2824	2055
POA2825	2202
POA2826	178
POA2827	3678
POA2828	798
POA2829	2965
POA2830	44963
POA2831	1845
POA2832	2149
POA2833	634
POA2834	1984
POA2835	3793
POA2836	895
POA2838	223
POA2839	1079
POA2840	2389
POA2842	720
POA2843	1262
POA2844	1312
POA2845	2019
POA2846	253
POA2847	2447
POA2848	1540
POA2849	1610
POA2850	19146
POA2852	3734
POA2864	824
POA2865	927
POA2866	3112
POA2867	636
POA2868	579
POA2869	1528
POA2870	12036
POA2871	8965
POA2873	560
POA2874	369
POA2875	802
POA2876	494
POA2877	3575
POA2878	286
POA2879	577
POA2880	18097
POA2898	445
POA2899	2188
POA2900	4177
POA2902	15670
POA2903	9588
POA2904	13196
POA2905	28731
POA2906	18107
POA2911	4804
POA2912	8604
POA2913	39396
POA2914	34576
POA3000	43084
POA3002	4896
POA3003	8025
POA3004	11482
POA3006	22699
POA3008	15495
POA3011	22278
POA3012	27023
POA3013	15636
POA3015	18634
POA3016	16025
POA3018	13556
POA3019	9682
POA3020	44372
POA3021	55112
POA3022	3170
POA3023	67146
POA3024	34004
POA3025	12962
POA3026	8770
POA3027	9448
POA3028	28191
POA3029	129888
POA3030	119201
POA3031	17772
POA3032	29874
POA3033	15078
POA3034	12388
POA3036	5974
POA3037	51402
POA3038	26703
POA3039	16224
POA3040	26722
POA3041	13111
POA3042	16763
POA3043	17912
POA3044	28701
POA3045	64
POA3046	36772
POA3047	21478
POA3048	18081
POA3049	9812
POA3051	14953
POA3052	7297
POA3053	16034
POA3054	8186
POA3055	14746
POA3056	24912
POA3057	13262
POA3058	34906
POA3059	21274
POA3060	14274
POA3061	4977
POA3062	6
POA3063	563
POA3064	114413
POA3065	10431
POA3066	9179
POA3067	9096
POA3068	19382
POA3070	25276
POA3071	19005
POA3072	33790
POA3073	51096
POA3074	20234
POA3075	23219
POA3076	33489
POA3078	12237
POA3079	17055
POA3081	14003
POA3082	28712
POA3083	31529
POA3084	27045
POA3085	14050
POA3087	9156
POA3088	27181
POA3089	12503
POA3090	2575
POA3091	1602
POA3093	3962
POA3094	9250
POA3095	28373
POA3096	1911
POA3097	1536
POA3099	4993
POA3101	24499
POA3102	6620
POA3103	15621
POA3104	21302
POA3105	11124
POA3106	16966
POA3107	14164
POA3108	25054
POA3109	30926
POA3111	12644
POA3113	8562
POA3114	3835
POA3115	3843
POA3116	11779
POA3121	31534
POA3122	22322
POA3123	14834
POA3124	21965
POA3125	15147
POA3126	7773
POA3127	18608
POA3128	22841
POA3129	17946
POA3130	33044
POA3131	23191
POA3132	16795
POA3133	22951
POA3134	34607
POA3135	20698
POA3136	46296
POA3137	14558
POA3138	23059
POA3139	14257
POA3140	17348
POA3141	25028
POA3142	12817
POA3143	9376
POA3144	10763
POA3145	23594
POA3146	26131
POA3147	15102
POA3148	9552
POA3149	35340
POA3150	63298
POA3151	10675
POA3152	34940
POA3153	21276
POA3154	4500
POA3155	23660
POA3156	38484
POA3158	6818
POA3159	2593
POA3160	9024
POA3161	16903
POA3162	18075
POA3163	32810
POA3165	30159
POA3166	24753
POA3167	9851
POA3168	21880
POA3169	20820
POA3170	19889
POA3171	22174
POA3172	23261
POA3173	30018
POA3174	39693
POA3175	53545
POA3177	11889
POA3178	33571
POA3179	6066
POA3180	7645
POA3181	19636
POA3182	22438
POA3183	17964
POA3184	15153
POA3185	13433
POA3186	23252
POA3187	16757
POA3188	18587
POA3189	6287
POA3190	12007
POA3191	10926
POA3192	24129
POA3193	20207
POA3194	13221
POA3195	37364
POA3196	26876
POA3197	12032
POA3198	17215
POA3199	56127
POA3200	5711
POA3201	21976
POA3202	2826
POA3204	33130
POA3205	11548
POA3206	10043
POA3207	17633
POA3211	1353
POA3212	19272
POA3213	4753
POA3214	24500
POA3215	21994
POA3216	60123
POA3217	20499
POA3218	14942
POA3219	20309
POA3220	17270
POA3221	801
POA3222	18576
POA3223	9536
POA3224	15101
POA3225	5408
POA3226	17714
POA3227	5459
POA3228	24181
POA3230	3208
POA3231	1571
POA3232	1327
POA3233	2363
POA3234	237
POA3235	515
POA3236	257
POA3237	276
POA3238	251
POA3239	491
POA3240	2169
POA3241	3072
POA3242	942
POA3243	392
POA3249	3368
POA3250	12756
POA3251	524
POA3254	358
POA3260	4801
POA3264	2254
POA3265	2827
POA3266	3047
POA3267	214
POA3268	2552
POA3269	676
POA3270	322
POA3271	188
POA3272	1641
POA3273	130
POA3274	256
POA3275	490
POA3276	437
POA3277	1820
POA3278	343
POA3279	300
POA3280	33298
POA3281	1857
POA3282	2488
POA3283	1423
POA3284	3860
POA3285	1255
POA3286	532
POA3287	418
POA3289	804
POA3292	191
POA3293	336
POA3294	967
POA3300	10479
POA3301	1267
POA3302	356
POA3303	282
POA3304	2786
POA3305	13344
POA3309	122
POA3310	263
POA3311	1707
POA3312	1023
POA3314	569
POA3315	1686
POA3317	184
POA3318	1243
POA3319	410
POA3321	1780
POA3322	176
POA3323	91
POA3324	577
POA3325	456
POA3328	2308
POA3329	309
POA3330	208
POA3331	7202
POA3332	1181
POA3333	864
POA3334	544
POA3335	6195
POA3336	17737
POA3337	40724
POA3338	37062
POA3340	25614
POA3341	1644
POA3342	3946
POA3345	1393
POA3350	66022
POA3351	9106
POA3352	18922
POA3355	13059
POA3356	15601
POA3357	3797
POA3358	3440
POA3360	803
POA3361	695
POA3363	3598
POA3364	2272
POA3370	1900
POA3371	1090
POA3373	2453
POA3374	425
POA3375	236
POA3377	9602
POA3378	140
POA3379	749
POA3380	6220
POA3381	1401
POA3384	608
POA3385	541
POA3387	289
POA3388	567
POA3390	957
POA3391	181
POA3392	584
POA3393	2614
POA3395	350
POA3396	694
POA3400	15134
POA3401	4596
POA3407	416
POA3409	987
POA3412	295
POA3413	196
POA3414	1719
POA3415	36
POA3418	2875
POA3419	891
POA3420	283
POA3423	476
POA3424	750
POA3427	5669
POA3428	668
POA3429	39093
POA3430	303
POA3431	4390
POA3432	185
POA3433	207
POA3434	6143
POA3435	3228
POA3437	11715
POA3438	2509
POA3440	2073
POA3441	1450
POA3442	8586
POA3444	10066
POA3446	1101
POA3447	524
POA3448	981
POA3450	7588
POA3451	5819
POA3453	1852
POA3458	2330
POA3460	2799
POA3461	4614
POA3462	1230
POA3463	2588
POA3464	1192
POA3465	10111
POA3467	1356
POA3468	267
POA3469	269
POA3472	1492
POA3475	373
POA3477	817
POA3478	2584
POA3480	1805
POA3482	207
POA3483	882
POA3485	291
POA3487	82
POA3488	89
POA3489	62
POA3490	1292
POA3491	149
POA3494	641
POA3496	6464
POA3498	5977
POA3500	34565
POA3501	2146
POA3505	5010
POA3506	33
POA3507	171
POA3509	228
POA3512	369
POA3515	2516
POA3516	722
POA3517	1497
POA3518	1321
POA3520	156
POA3521	772
POA3522	338
POA3523	3965
POA3525	1369
POA3527	741
POA3529	117
POA3530	114
POA3531	194
POA3533	744
POA3537	1094
POA3540	263
POA3542	139
POA3544	252
POA3546	346
POA3549	4017
POA3550	41839
POA3551	35614
POA3555	21043
POA3556	14088
POA3557	853
POA3558	971
POA3559	563
POA3561	4498
