POA_CODE_2021	AgeStudent	students
POA2827	20-24	20
POA2827	25+	57
POA2828	0-4	9
POA2828	5-14	88
POA2828	15-19	22
POA2828	20-24	6
POA2828	25+	7
POA2829	0-4	42
POA2829	5-14	327
POA2829	15-19	94
POA2829	20-24	15
POA2829	25+	60
POA2830	0-4	971
POA2830	5-14	5688
POA2830	15-19	1658
POA2830	20-24	541
POA2830	25+	1574
POA2831	0-4	28
POA2831	5-14	256
POA2831	15-19	55
POA2831	20-24	8
POA2831	25+	28
POA2832	0-4	26
POA2832	5-14	186
POA2832	15-19	48
POA2832	20-24	18
POA2832	25+	46
POA2833	0-4	9
POA2833	5-14	61
POA2833	15-19	19
POA2833	20-24	3
POA2834	0-4	24
POA2834	5-14	158
POA2834	15-19	53
POA2834	20-24	3
POA2834	25+	33
POA2835	0-4	53
POA2835	5-14	425
POA2835	15-19	112
POA2835	20-24	38
POA2835	25+	107
POA2836	0-4	9
POA2836	5-14	75
POA2836	15-19	13
POA2836	25+	16
POA2838	0-4	7
POA2838	5-14	25
POA2838	15-19	7
POA2838	25+	5
POA2839	0-4	12
POA2839	5-14	130
POA2839	15-19	31
POA2839	20-24	6
POA2839	25+	22
POA2840	0-4	43
POA2840	5-14	244
POA2840	15-19	67
POA2840	20-24	21
POA2840	25+	56
POA2842	0-4	15
POA2842	5-14	91
POA2842	15-19	31
POA2842	20-24	5
POA2842	25+	16
POA2843	0-4	18
POA2843	5-14	112
POA2843	15-19	54
POA2843	20-24	9
POA2843	25+	20
POA2844	0-4	24
POA2844	5-14	131
POA2844	15-19	49
POA2844	20-24	8
POA2844	25+	24
POA2845	0-4	35
POA2845	5-14	301
POA2845	15-19	86
POA2845	20-24	26
POA2845	25+	55
POA2846	5-14	21
POA2846	15-19	11
POA2846	25+	6
POA2847	0-4	39
POA2847	5-14	254
POA2847	15-19	77
POA2847	20-24	23
POA2847	25+	59
POA2848	0-4	6
POA2848	5-14	140
POA2848	15-19	48
POA2848	20-24	11
POA2848	25+	31
POA2849	0-4	23
POA2849	5-14	148
POA2849	15-19	51
POA2849	20-24	9
POA2849	25+	36
POA2850	0-4	329
POA2850	5-14	2473
POA2850	15-19	715
POA2850	20-24	191
POA2850	25+	576
POA2852	0-4	65
POA2852	5-14	513
POA2852	15-19	134
POA2852	20-24	32
POA2852	25+	97
POA2864	0-4	16
POA2864	5-14	103
POA2864	15-19	37
POA2864	20-24	6
POA2864	25+	14
POA2865	0-4	15
POA2865	5-14	130
POA2865	15-19	23
POA2865	20-24	9
POA2865	25+	17
POA2866	0-4	50
POA2866	5-14	434
POA2866	15-19	147
POA2866	20-24	47
POA2866	25+	78
POA2867	0-4	23
POA2867	5-14	95
POA2867	15-19	17
POA2867	25+	7
POA2868	0-4	13
POA2868	5-14	66
POA2868	15-19	33
POA2868	20-24	5
POA2868	25+	8
POA2869	0-4	20
POA2869	5-14	150
POA2869	15-19	49
POA2869	20-24	13
POA2869	25+	21
POA2870	0-4	201
POA2870	5-14	1573
POA2870	15-19	509
POA2870	20-24	128
POA2870	25+	278
POA2871	0-4	167
POA2871	5-14	1141
POA2871	15-19	324
POA2871	20-24	99
POA2871	25+	212
POA2873	0-4	12
POA2873	5-14	55
POA2873	15-19	11
POA2873	25+	10
POA2874	0-4	7
POA2874	5-14	42
POA2874	15-19	8
POA2874	20-24	8
POA2874	25+	9
POA2875	0-4	14
POA2875	5-14	95
POA2875	15-19	23
POA2875	20-24	8
POA2875	25+	11
POA2876	0-4	8
POA2876	5-14	72
POA2876	15-19	27
POA2876	20-24	6
POA2876	25+	11
POA2877	0-4	61
POA2877	5-14	460
POA2877	15-19	120
POA2877	20-24	36
POA2877	25+	77
POA2878	0-4	3
POA2878	5-14	22
POA2878	15-19	7
POA2879	0-4	8
POA2879	5-14	54
POA2879	15-19	8
POA2879	25+	14
POA2880	0-4	267
POA2880	5-14	1861
POA2880	15-19	550
POA2880	20-24	134
POA2880	25+	600
POA2898	0-4	4
POA2898	5-14	46
POA2898	25+	10
POA2899	0-4	36
POA2899	5-14	210
POA2899	15-19	68
POA2899	20-24	23
POA2899	25+	44
POA2900	0-4	47
POA2900	5-14	216
POA2900	15-19	93
POA2900	20-24	108
POA2900	25+	255
POA2902	0-4	247
POA2902	5-14	1963
POA2902	15-19	731
POA2902	20-24	360
POA2902	25+	696
POA2903	0-4	180
POA2903	5-14	1297
POA2903	15-19	436
POA2903	20-24	193
POA2903	25+	394
POA2904	0-4	237
POA2904	5-14	1706
POA2904	15-19	586
POA2904	20-24	292
POA2904	25+	499
POA2905	0-4	539
POA2905	5-14	3685
POA2905	15-19	1353
POA2905	20-24	596
POA2905	25+	1167
POA2906	0-4	322
POA2906	5-14	2380
POA2906	15-19	916
POA2906	20-24	408
POA2906	25+	743
POA2911	0-4	158
POA2911	5-14	721
POA2911	15-19	188
POA2911	20-24	107
POA2911	25+	324
POA2912	0-4	135
POA2912	5-14	770
POA2912	15-19	356
POA2912	20-24	369
POA2912	25+	859
POA2913	0-4	902
POA2913	5-14	5202
POA2913	15-19	1758
POA2913	20-24	1197
POA2913	25+	2592
POA2914	0-4	825
POA2914	5-14	6023
POA2914	15-19	1833
POA2914	20-24	954
POA2914	25+	2167
POA3000	0-4	155
POA3000	5-14	644
POA3000	15-19	1380
POA3000	20-24	7030
POA3000	25+	6741
POA3002	0-4	31
POA3002	5-14	165
POA3002	15-19	85
POA3002	20-24	149
POA3002	25+	314
POA3003	0-4	67
POA3003	5-14	314
POA3003	15-19	193
POA3003	20-24	651
POA3003	25+	1078
POA3004	0-4	100
POA3004	5-14	409
POA3004	15-19	169
POA3004	20-24	345
POA3004	25+	896
POA3006	0-4	164
POA3006	5-14	591
POA3006	15-19	392
POA3006	20-24	1571
POA3006	25+	2853
POA3008	0-4	151
POA3008	5-14	452
POA3008	15-19	207
POA3008	20-24	929
POA3008	25+	1550
POA3011	0-4	317
POA3011	5-14	1471
POA3011	15-19	519
POA3011	20-24	914
POA3011	25+	2047
POA3012	0-4	535
POA3012	5-14	2685
POA3012	15-19	910
POA3012	20-24	735
POA3012	25+	1765
POA3013	0-4	343
POA3013	5-14	1870
POA3013	15-19	600
POA3013	20-24	350
POA3013	25+	793
POA3015	0-4	512
POA3015	5-14	2466
POA3015	15-19	754
POA3015	20-24	386
POA3015	25+	831
POA3016	0-4	219
POA3016	5-14	2100
POA3016	15-19	923
POA3016	20-24	486
POA3016	25+	575
POA3018	0-4	252
POA3018	5-14	1516
POA3018	15-19	491
POA3018	20-24	259
POA3018	25+	519
POA3019	0-4	119
POA3019	5-14	900
POA3019	15-19	441
POA3019	20-24	349
POA3019	25+	613
POA3020	0-4	642
POA3020	5-14	4258
POA3020	15-19	1749
POA3020	20-24	1478
POA3020	25+	2379
POA3021	0-4	671
POA3021	5-14	5462
POA3021	15-19	2395
POA3021	20-24	1894
POA3021	25+	2607
POA3022	0-4	54
POA3022	5-14	288
POA3022	15-19	98
POA3022	20-24	65
POA3022	25+	155
POA3023	0-4	1168
POA3023	5-14	9613
POA3023	15-19	3933
POA3023	20-24	1927
POA3023	25+	2588
POA3024	0-4	873
POA3024	5-14	5386
POA3024	15-19	1563
POA3024	20-24	766
POA3024	25+	1643
POA3025	0-4	276
POA3025	5-14	1456
POA3025	15-19	441
POA3025	20-24	239
POA3025	25+	481
POA3026	0-4	200
POA3026	5-14	1600
POA3026	15-19	499
POA3026	20-24	253
POA3026	25+	307
POA3027	0-4	239
POA3027	5-14	1300
POA3027	15-19	368
POA3027	20-24	373
POA3027	25+	563
POA3028	0-4	493
POA3028	5-14	2863
POA3028	15-19	1094
POA3028	20-24	696
POA3028	25+	1304
POA3029	0-4	3136
POA3029	5-14	19592
POA3029	15-19	5525
POA3029	20-24	4135
POA3029	25+	7166
POA3030	0-4	2772
POA3030	5-14	17957
POA3030	15-19	5514
POA3030	20-24	2841
POA3030	25+	5374
POA3031	0-4	280
POA3031	5-14	1424
POA3031	15-19	548
POA3031	20-24	644
POA3031	25+	1381
POA3032	0-4	498
POA3032	5-14	2745
POA3032	15-19	1146
POA3032	20-24	1136
POA3032	25+	1919
POA3033	0-4	245
POA3033	5-14	1757
POA3033	15-19	775
POA3033	20-24	359
POA3033	25+	418
POA3034	0-4	197
POA3034	5-14	1274
POA3034	15-19	507
POA3034	20-24	275
POA3034	25+	364
POA3036	0-4	96
POA3036	5-14	648
POA3036	15-19	335
POA3036	20-24	173
POA3036	25+	126
POA3037	0-4	837
POA3037	5-14	7072
POA3037	15-19	3246
POA3037	20-24	1703
POA3037	25+	1699
POA3038	0-4	355
POA3038	5-14	2603
POA3038	15-19	1548
POA3038	20-24	889
POA3038	25+	730
POA3039	0-4	253
POA3039	5-14	1453
POA3039	15-19	650
POA3039	20-24	609
POA3039	25+	850
POA3040	0-4	395
POA3040	5-14	2909
POA3040	15-19	1496
POA3040	20-24	1041
POA3040	25+	1153
POA3041	0-4	216
POA3041	5-14	1726
POA3041	15-19	840
POA3041	20-24	429
POA3041	25+	426
POA3042	0-4	333
POA3042	5-14	1815
POA3042	15-19	746
POA3042	20-24	369
POA3042	25+	557
POA3043	0-4	315
POA3043	5-14	1874
POA3043	15-19	745
POA3043	20-24	405
POA3043	25+	619
POA3044	0-4	527
POA3044	5-14	3273
POA3044	15-19	1295
POA3044	20-24	812
POA3044	25+	1427
POA3046	0-4	747
POA3046	5-14	3511
POA3046	15-19	1274
POA3046	20-24	1379
POA3046	25+	2095
POA3047	0-4	343
POA3047	5-14	2656
POA3047	15-19	998
POA3047	20-24	721
POA3047	25+	1135
POA3048	0-4	265
POA3048	5-14	2286
POA3048	15-19	938
POA3048	20-24	543
POA3048	25+	775
POA3049	0-4	156
POA3049	5-14	1028
POA3049	15-19	483
POA3049	20-24	255
POA3049	25+	316
POA3051	0-4	127
POA3051	5-14	1032
POA3051	15-19	576
POA3051	20-24	1285
POA3051	25+	1622
POA3052	0-4	33
POA3052	5-14	267
POA3052	15-19	1132
POA3052	20-24	1208
POA3052	25+	692
POA3053	0-4	83
POA3053	5-14	496
POA3053	15-19	914
POA3053	20-24	2882
POA3053	25+	2290
POA3054	0-4	102
POA3054	5-14	536
POA3054	15-19	238
POA3054	20-24	507
POA3054	25+	610
POA3055	0-4	223
POA3055	5-14	1146
POA3055	15-19	442
POA3055	20-24	638
POA3055	25+	1206
POA3056	0-4	293
POA3056	5-14	1521
POA3056	15-19	594
POA3056	20-24	1279
POA3056	25+	2170
POA3057	0-4	150
POA3057	5-14	719
POA3057	15-19	314
POA3057	20-24	596
POA3057	25+	1287
POA3058	0-4	613
POA3058	5-14	3442
POA3058	15-19	1325
POA3058	20-24	1183
POA3058	25+	2265
POA3059	0-4	474
POA3059	5-14	2841
POA3059	15-19	1217
POA3059	20-24	723
POA3059	25+	730
POA3060	0-4	284
POA3060	5-14	1753
POA3060	15-19	603
POA3060	20-24	469
POA3060	25+	768
POA3061	0-4	72
POA3061	5-14	592
POA3061	15-19	227
POA3061	20-24	109
POA3061	25+	194
POA3063	0-4	7
POA3063	5-14	66
POA3063	15-19	47
POA3063	20-24	20
POA3063	25+	7
POA3064	0-4	2583
POA3064	5-14	17406
POA3064	15-19	5838
POA3064	20-24	3470
POA3064	25+	5983
POA3065	0-4	118
POA3065	5-14	525
POA3065	15-19	220
POA3065	20-24	359
POA3065	25+	806
POA3066	0-4	88
POA3066	5-14	433
POA3066	15-19	159
POA3066	20-24	295
POA3066	25+	799
POA3067	0-4	77
POA3067	5-14	363
POA3067	15-19	160
POA3067	20-24	325
POA3067	25+	835
POA3068	0-4	301
POA3068	5-14	1653
POA3068	15-19	592
POA3068	20-24	614
POA3068	25+	1359
POA3070	0-4	410
POA3070	5-14	2549
POA3070	15-19	1091
POA3070	20-24	702
POA3070	25+	1727
POA3071	0-4	311
POA3071	5-14	1764
POA3071	15-19	736
POA3071	20-24	523
POA3071	25+	1313
POA3072	0-4	541
POA3072	5-14	3109
POA3072	15-19	1188
POA3072	20-24	1042
POA3072	25+	2223
POA3073	0-4	884
POA3073	5-14	4536
POA3073	15-19	1747
POA3073	20-24	1493
POA3073	25+	2845
POA3074	0-4	292
POA3074	5-14	1898
POA3074	15-19	817
POA3074	20-24	622
POA3074	25+	925
POA3075	0-4	398
POA3075	5-14	2529
POA3075	15-19	959
POA3075	20-24	703
POA3075	25+	990
POA3076	0-4	605
POA3076	5-14	4400
POA3076	15-19	1526
POA3076	20-24	954
POA3076	25+	1446
POA3078	0-4	215
POA3078	5-14	1226
POA3078	15-19	524
POA3078	20-24	427
POA3078	25+	805
POA3079	0-4	282
POA3079	5-14	1796
POA3079	15-19	939
POA3079	20-24	641
POA3079	25+	762
POA3081	0-4	243
POA3081	5-14	1274
POA3081	15-19	517
POA3081	20-24	471
POA3081	25+	870
POA3082	0-4	435
POA3082	5-14	2859
POA3082	15-19	1387
POA3082	20-24	858
POA3082	25+	1163
POA3083	0-4	487
POA3083	5-14	2803
POA3083	15-19	1595
POA3083	20-24	1729
POA3083	25+	1794
POA3084	0-4	491
POA3084	5-14	3547
POA3084	15-19	1348
POA3084	20-24	798
POA3084	25+	1071
POA3085	0-4	292
POA3085	5-14	1666
POA3085	15-19	733
POA3085	20-24	388
POA3085	25+	571
POA3087	0-4	182
POA3087	5-14	1071
POA3087	15-19	392
POA3087	20-24	204
POA3087	25+	347
POA3088	0-4	559
POA3088	5-14	3390
POA3088	15-19	1320
POA3088	20-24	609
POA3088	25+	916
POA3089	0-4	254
POA3089	5-14	1632
POA3089	15-19	805
POA3089	20-24	380
POA3089	25+	406
POA3090	0-4	30
POA3090	5-14	338
POA3090	15-19	190
POA3090	20-24	108
POA3090	25+	45
POA3091	0-4	12
POA3091	5-14	177
POA3091	15-19	112
POA3091	20-24	64
POA3091	25+	38
POA3093	0-4	67
POA3093	5-14	465
POA3093	15-19	206
POA3093	20-24	105
POA3093	25+	111
POA3094	0-4	211
POA3094	5-14	1243
POA3094	15-19	408
POA3094	20-24	200
POA3094	25+	310
POA3095	0-4	559
POA3095	5-14	3783
POA3095	15-19	1771
POA3095	20-24	846
POA3095	25+	882
POA3096	0-4	30
POA3096	5-14	226
POA3096	15-19	122
POA3096	20-24	75
POA3096	25+	61
POA3097	0-4	22
POA3097	5-14	190
POA3097	15-19	117
POA3097	20-24	53
POA3097	25+	55
POA3099	0-4	88
POA3099	5-14	645
POA3099	15-19	270
POA3099	20-24	124
POA3099	25+	173
POA3101	0-4	345
POA3101	5-14	2667
POA3101	15-19	1587
POA3101	20-24	1128
POA3101	25+	1137
POA3102	0-4	112
POA3102	5-14	863
POA3102	15-19	449
POA3102	20-24	279
POA3102	25+	257
POA3103	0-4	188
POA3103	5-14	1890
POA3103	15-19	1044
POA3103	20-24	703
POA3103	25+	685
POA3104	0-4	297
POA3104	5-14	2964
POA3104	15-19	1789
POA3104	20-24	926
POA3104	25+	740
POA3105	0-4	166
POA3105	5-14	1080
POA3105	15-19	560
POA3105	20-24	366
POA3105	25+	404
POA3106	0-4	266
POA3106	5-14	1818
POA3106	15-19	919
POA3106	20-24	542
POA3106	25+	521
POA3107	0-4	241
POA3107	5-14	1624
POA3107	15-19	759
POA3107	20-24	389
POA3107	25+	479
POA3108	0-4	355
POA3108	5-14	2238
POA3108	15-19	1106
POA3108	20-24	955
POA3108	25+	1389
POA3109	0-4	518
POA3109	5-14	3961
POA3109	15-19	1486
POA3109	20-24	990
POA3109	25+	1286
POA3111	0-4	189
POA3111	5-14	1499
POA3111	15-19	736
POA3111	20-24	430
POA3111	25+	388
POA3113	0-4	135
POA3113	5-14	1140
POA3113	15-19	658
POA3113	20-24	310
POA3113	25+	270
POA3114	0-4	42
POA3114	5-14	537
POA3114	15-19	341
POA3114	20-24	173
POA3114	25+	78
POA3115	0-4	49
POA3115	5-14	494
POA3115	15-19	277
POA3115	20-24	137
POA3115	25+	92
POA3116	0-4	251
POA3116	5-14	1419
POA3116	15-19	619
POA3116	20-24	284
POA3116	25+	373
POA3121	0-4	335
POA3121	5-14	1772
POA3121	15-19	743
POA3121	20-24	1130
POA3121	25+	2193
POA3122	0-4	280
POA3122	5-14	1835
POA3122	15-19	1214
POA3122	20-24	1397
POA3122	25+	1534
POA3123	0-4	216
POA3123	5-14	1527
POA3123	15-19	720
POA3123	20-24	667
POA3123	25+	874
POA3124	0-4	350
POA3124	5-14	2482
POA3124	15-19	1448
POA3124	20-24	996
POA3124	25+	925
POA3125	0-4	200
POA3125	5-14	1348
POA3125	15-19	946
POA3125	20-24	1284
POA3125	25+	1043
POA3126	0-4	97
POA3126	5-14	956
POA3126	15-19	595
POA3126	20-24	360
POA3126	25+	282
POA3127	0-4	297
POA3127	5-14	2196
POA3127	15-19	1288
POA3127	20-24	834
POA3127	25+	758
POA3128	0-4	276
POA3128	5-14	1884
POA3128	15-19	1088
POA3128	20-24	1558
POA3128	25+	1986
POA3129	0-4	307
POA3129	5-14	2078
POA3129	15-19	1068
POA3129	20-24	724
POA3129	25+	975
POA3130	0-4	543
POA3130	5-14	4080
POA3130	15-19	1906
POA3130	20-24	1229
POA3130	25+	1409
POA3131	0-4	470
POA3131	5-14	2522
POA3131	15-19	1088
POA3131	20-24	734
POA3131	25+	1013
POA3132	0-4	352
POA3132	5-14	1922
POA3132	15-19	784
POA3132	20-24	498
POA3132	25+	762
POA3133	0-4	416
POA3133	5-14	2933
POA3133	15-19	1367
POA3133	20-24	729
POA3133	25+	849
POA3134	0-4	656
POA3134	5-14	4071
POA3134	15-19	1895
POA3134	20-24	955
POA3134	25+	1470
POA3135	0-4	433
POA3135	5-14	2631
POA3135	15-19	1036
POA3135	20-24	504
POA3135	25+	854
POA3136	0-4	937
POA3136	5-14	5414
POA3136	15-19	2037
POA3136	20-24	1068
POA3136	25+	1743
POA3137	0-4	290
POA3137	5-14	1643
POA3137	15-19	655
POA3137	20-24	299
POA3137	25+	490
POA3138	0-4	477
POA3138	5-14	2895
POA3138	15-19	1097
POA3138	20-24	526
POA3138	25+	788
POA3139	0-4	271
POA3139	5-14	1783
POA3139	15-19	693
POA3139	20-24	256
POA3139	25+	363
POA3140	0-4	309
POA3140	5-14	1950
POA3140	15-19	865
POA3140	20-24	412
POA3140	25+	556
POA3141	0-4	199
POA3141	5-14	956
POA3141	15-19	605
POA3141	20-24	1085
POA3141	25+	1963
POA3142	0-4	140
POA3142	5-14	921
POA3142	15-19	565
POA3142	20-24	521
POA3142	25+	584
POA3143	0-4	132
POA3143	5-14	721
POA3143	15-19	304
POA3143	20-24	385
POA3143	25+	485
POA3144	0-4	162
POA3144	5-14	1136
POA3144	15-19	643
POA3144	20-24	420
POA3144	25+	407
POA3145	0-4	399
POA3145	5-14	2532
POA3145	15-19	1385
POA3145	20-24	1316
POA3145	25+	1205
POA3146	0-4	486
POA3146	5-14	3200
POA3146	15-19	1661
POA3146	20-24	1179
POA3146	25+	1048
POA3147	0-4	283
POA3147	5-14	1922
POA3147	15-19	896
POA3147	20-24	532
POA3147	25+	635
POA3148	0-4	176
POA3148	5-14	882
POA3148	15-19	336
POA3148	20-24	411
POA3148	25+	601
POA3149	0-4	565
POA3149	5-14	4259
POA3149	15-19	2096
POA3149	20-24	1479
POA3149	25+	1576
POA3150	0-4	890
POA3150	5-14	7487
POA3150	15-19	3680
POA3150	20-24	2617
POA3150	25+	2758
POA3151	0-4	167
POA3151	5-14	991
POA3151	15-19	468
POA3151	20-24	468
POA3151	25+	592
POA3152	0-4	583
POA3152	5-14	4015
POA3152	15-19	1729
POA3152	20-24	1077
POA3152	25+	1312
POA3153	0-4	383
POA3153	5-14	2260
POA3153	15-19	815
POA3153	20-24	454
POA3153	25+	823
POA3154	0-4	87
POA3154	5-14	595
POA3154	15-19	234
POA3154	20-24	75
POA3154	25+	148
POA3155	0-4	426
POA3155	5-14	2456
POA3155	15-19	891
POA3155	20-24	507
POA3155	25+	955
POA3156	0-4	650
POA3156	5-14	4389
POA3156	15-19	2022
POA3156	20-24	983
POA3156	25+	1372
POA3158	0-4	124
POA3158	5-14	890
POA3158	15-19	356
POA3158	20-24	154
POA3158	25+	262
POA3159	0-4	58
POA3159	5-14	333
POA3159	15-19	148
POA3159	20-24	46
POA3159	25+	93
POA3160	0-4	153
POA3160	5-14	1151
POA3160	15-19	477
POA3160	20-24	204
POA3160	25+	367
POA3161	0-4	328
POA3161	5-14	1691
POA3161	15-19	783
POA3161	20-24	871
POA3161	25+	964
POA3162	0-4	368
POA3162	5-14	2101
POA3162	15-19	895
POA3162	20-24	623
POA3162	25+	695
POA3163	0-4	548
POA3163	5-14	3001
POA3163	15-19	1186
POA3163	20-24	1472
POA3163	25+	2082
POA3165	0-4	604
POA3165	5-14	4261
POA3165	15-19	1753
POA3165	20-24	831
POA3165	25+	1019
POA3166	0-4	396
POA3166	5-14	2432
POA3166	15-19	1070
POA3166	20-24	1210
POA3166	25+	1391
POA3167	0-4	182
POA3167	5-14	1027
POA3167	15-19	391
POA3167	20-24	307
POA3167	25+	417
POA3168	0-4	217
POA3168	5-14	1026
POA3168	15-19	1195
POA3168	20-24	3337
POA3168	25+	2517
POA3169	0-4	324
POA3169	5-14	1784
POA3169	15-19	826
POA3169	20-24	859
POA3169	25+	1267
POA3170	0-4	370
POA3170	5-14	2335
POA3170	15-19	942
POA3170	20-24	629
POA3170	25+	796
POA3171	0-4	288
POA3171	5-14	1855
POA3171	15-19	924
POA3171	20-24	985
POA3171	25+	1344
POA3172	0-4	327
POA3172	5-14	2709
POA3172	15-19	1263
POA3172	20-24	717
POA3172	25+	787
POA3173	0-4	574
POA3173	5-14	3810
POA3173	15-19	1649
POA3173	20-24	1058
POA3173	25+	1084
POA3174	0-4	575
POA3174	5-14	3703
POA3174	15-19	1674
POA3174	20-24	1439
POA3174	25+	2111
POA3175	0-4	706
POA3175	5-14	5570
POA3175	15-19	2256
POA3175	20-24	1693
POA3175	25+	2887
POA3177	0-4	177
POA3177	5-14	1262
POA3177	15-19	488
POA3177	20-24	290
POA3177	25+	593
POA3178	0-4	537
POA3178	5-14	3888
POA3178	15-19	1959
POA3178	20-24	1128
POA3178	25+	1074
POA3179	0-4	107
POA3179	5-14	738
POA3179	15-19	369
POA3179	20-24	216
POA3179	25+	198
POA3180	0-4	116
POA3180	5-14	844
POA3180	15-19	412
POA3180	20-24	208
POA3180	25+	268
POA3181	0-4	203
POA3181	5-14	796
POA3181	15-19	410
POA3181	20-24	753
POA3181	25+	1438
POA3182	0-4	169
POA3182	5-14	945
POA3182	15-19	402
POA3182	20-24	608
POA3182	25+	1805
POA3183	0-4	319
POA3183	5-14	1651
POA3183	15-19	609
POA3183	20-24	599
POA3183	25+	1362
POA3184	0-4	199
POA3184	5-14	1200
POA3184	15-19	466
POA3184	20-24	353
POA3184	25+	996
POA3185	0-4	244
POA3185	5-14	1494
POA3185	15-19	640
POA3185	20-24	405
POA3185	25+	640
POA3186	0-4	330
POA3186	5-14	2592
POA3186	15-19	1423
POA3186	20-24	767
POA3186	25+	686
POA3187	0-4	270
POA3187	5-14	2319
POA3187	15-19	1127
POA3187	20-24	531
POA3187	25+	466
POA3188	0-4	323
POA3188	5-14	2267
POA3188	15-19	1173
POA3188	20-24	628
POA3188	25+	588
POA3189	0-4	149
POA3189	5-14	725
POA3189	15-19	272
POA3189	20-24	145
POA3189	25+	250
POA3190	0-4	267
POA3190	5-14	1395
POA3190	15-19	548
POA3190	20-24	305
POA3190	25+	466
POA3191	0-4	158
POA3191	5-14	1244
POA3191	15-19	634
POA3191	20-24	316
POA3191	25+	370
POA3192	0-4	485
POA3192	5-14	2803
POA3192	15-19	1114
POA3192	20-24	591
POA3192	25+	907
POA3193	0-4	302
POA3193	5-14	2603
POA3193	15-19	1391
POA3193	20-24	647
POA3193	25+	459
POA3194	0-4	202
POA3194	5-14	1422
POA3194	15-19	618
POA3194	20-24	353
POA3194	25+	495
POA3195	0-4	646
POA3195	5-14	4924
POA3195	15-19	2275
POA3195	20-24	1091
POA3195	25+	1246
POA3196	0-4	566
POA3196	5-14	3057
POA3196	15-19	1047
POA3196	20-24	469
POA3196	25+	977
POA3197	0-4	240
POA3197	5-14	1234
POA3197	15-19	544
POA3197	20-24	260
POA3197	25+	375
POA3198	0-4	370
POA3198	5-14	1720
POA3198	15-19	602
POA3198	20-24	260
POA3198	25+	650
POA3199	0-4	948
POA3199	5-14	6231
POA3199	15-19	2476
POA3199	20-24	1229
POA3199	25+	2092
POA3200	0-4	102
POA3200	5-14	557
POA3200	15-19	173
POA3200	20-24	79
POA3200	25+	213
POA3201	0-4	416
POA3201	5-14	2536
POA3201	15-19	886
POA3201	20-24	399
POA3201	25+	807
POA3202	0-4	49
POA3202	5-14	429
POA3202	15-19	179
POA3202	20-24	73
POA3202	25+	97
POA3204	0-4	577
POA3204	5-14	4352
POA3204	15-19	2094
POA3204	20-24	1243
POA3204	25+	1411
POA3205	0-4	153
POA3205	5-14	798
POA3205	15-19	319
POA3205	20-24	345
POA3205	25+	714
POA3206	0-4	189
POA3206	5-14	1143
POA3206	15-19	501
POA3206	20-24	239
POA3206	25+	381
POA3207	0-4	271
POA3207	5-14	1506
POA3207	15-19	577
POA3207	20-24	330
POA3207	25+	786
POA3211	0-4	16
POA3211	5-14	180
POA3211	15-19	65
POA3211	20-24	33
POA3211	25+	27
POA3212	0-4	387
POA3212	5-14	2382
POA3212	15-19	861
POA3212	20-24	333
POA3212	25+	602
POA3213	0-4	68
POA3213	5-14	654
POA3213	15-19	273
POA3213	20-24	137
POA3213	25+	122
POA3214	0-4	342
POA3214	5-14	2518
POA3214	15-19	1226
POA3214	20-24	490
POA3214	25+	875
POA3215	0-4	355
POA3215	5-14	2180
POA3215	15-19	864
POA3215	20-24	505
POA3215	25+	837
POA3216	0-4	1034
POA3216	5-14	6815
POA3216	15-19	3101
POA3216	20-24	2465
POA3216	25+	2704
POA3217	0-4	611
POA3217	5-14	2766
POA3217	15-19	711
POA3217	20-24	689
POA3217	25+	1116
POA3218	0-4	345
POA3218	5-14	1669
POA3218	15-19	548
POA3218	20-24	411
POA3218	25+	734
POA3219	0-4	253
POA3219	5-14	1814
POA3219	15-19	721
POA3219	20-24	437
POA3219	25+	832
POA3220	0-4	272
POA3220	5-14	1889
POA3220	15-19	882
POA3220	20-24	652
POA3220	25+	842
POA3221	0-4	13
POA3221	5-14	114
POA3221	15-19	60
POA3221	20-24	13
POA3221	25+	23
POA3222	0-4	287
POA3222	5-14	2145
POA3222	15-19	811
POA3222	20-24	292
POA3222	25+	593
POA3223	0-4	74
POA3223	5-14	674
POA3223	15-19	227
POA3223	20-24	88
POA3223	25+	236
POA3224	0-4	281
POA3224	5-14	1660
POA3224	15-19	687
POA3224	20-24	263
POA3224	25+	463
POA3225	0-4	55
POA3225	5-14	416
POA3225	15-19	163
POA3225	20-24	68
POA3225	25+	138
POA3226	0-4	298
POA3226	5-14	2434
POA3226	15-19	766
POA3226	20-24	267
POA3226	25+	541
POA3227	0-4	75
POA3227	5-14	795
POA3227	15-19	280
POA3227	20-24	100
POA3227	25+	146
POA3228	0-4	552
POA3228	5-14	3503
POA3228	15-19	1135
POA3228	20-24	493
POA3228	25+	879
POA3230	0-4	45
POA3230	5-14	266
POA3230	15-19	106
POA3230	20-24	51
POA3230	25+	107
POA3231	0-4	13
POA3231	5-14	120
POA3231	15-19	62
POA3231	20-24	26
POA3231	25+	44
POA3232	0-4	7
POA3232	5-14	80
POA3232	15-19	40
POA3232	20-24	20
POA3232	25+	47
POA3233	0-4	25
POA3233	5-14	178
POA3233	15-19	71
POA3233	20-24	10
POA3233	25+	47
POA3234	0-4	5
POA3234	5-14	26
POA3234	15-19	8
POA3234	20-24	4
POA3234	25+	7
POA3235	0-4	9
POA3235	5-14	59
POA3235	15-19	21
POA3235	20-24	7
POA3235	25+	23
POA3236	5-14	17
