POA_CODE_2021	Age	Sex	persons
POA2518	45-54	F	1281
POA2518	45-54	M	1204
POA2518	55-64	F	1382
POA2518	55-64	M	1250
POA2518	65-74	F	1085
POA2518	65-74	M	969
POA2518	75-84	F	768
POA2518	75-84	M	566
POA2518	85+	F	421
POA2518	85+	M	251
POA2519	0-4	F	433
POA2519	0-4	M	493
POA2519	5-14	F	983
POA2519	5-14	M	1032
POA2519	15-19	F	468
POA2519	15-19	M	464
POA2519	20-24	F	678
POA2519	20-24	M	694
POA2519	25-34	F	989
POA2519	25-34	M	1096
POA2519	35-44	F	1091
POA2519	35-44	M	1020
POA2519	45-54	F	1096
POA2519	45-54	M	1064
POA2519	55-64	F	1065
POA2519	55-64	M	1043
POA2519	65-74	F	953
POA2519	65-74	M	806
POA2519	75-84	F	685
POA2519	75-84	M	591
POA2519	85+	F	268
POA2519	85+	M	205
POA2525	0-4	F	342
POA2525	0-4	M	376
POA2525	5-14	F	844
POA2525	5-14	M	858
POA2525	15-19	F	424
POA2525	15-19	M	449
POA2525	20-24	F	376
POA2525	20-24	M	405
POA2525	25-34	F	652
POA2525	25-34	M	612
POA2525	35-44	F	833
POA2525	35-44	M	791
POA2525	45-54	F	872
POA2525	45-54	M	814
POA2525	55-64	F	679
POA2525	55-64	M	665
POA2525	65-74	F	636
POA2525	65-74	M	563
POA2525	75-84	F	417
POA2525	75-84	M	398
POA2525	85+	F	210
POA2525	85+	M	113
POA2526	0-4	F	516
POA2526	0-4	M	574
POA2526	5-14	F	1022
POA2526	5-14	M	1031
POA2526	15-19	F	529
POA2526	15-19	M	578
POA2526	20-24	F	495
POA2526	20-24	M	514
POA2526	25-34	F	1061
POA2526	25-34	M	1060
POA2526	35-44	F	1055
POA2526	35-44	M	1019
POA2526	45-54	F	1112
POA2526	45-54	M	998
POA2526	55-64	F	1126
POA2526	55-64	M	1035
POA2526	65-74	F	824
POA2526	65-74	M	745
POA2526	75-84	F	509
POA2526	75-84	M	420
POA2526	85+	F	337
POA2526	85+	M	166
POA2527	0-4	F	887
POA2527	0-4	M	992
POA2527	5-14	F	1745
POA2527	5-14	M	1865
POA2527	15-19	F	814
POA2527	15-19	M	763
POA2527	20-24	F	821
POA2527	20-24	M	819
POA2527	25-34	F	2052
POA2527	25-34	M	1900
POA2527	35-44	F	1672
POA2527	35-44	M	1648
POA2527	45-54	F	1637
POA2527	45-54	M	1508
POA2527	55-64	F	1570
POA2527	55-64	M	1444
POA2527	65-74	F	1174
POA2527	65-74	M	1084
POA2527	75-84	F	625
POA2527	75-84	M	523
POA2527	85+	F	322
POA2527	85+	M	203
POA2528	0-4	F	600
POA2528	0-4	M	638
POA2528	5-14	F	1319
POA2528	5-14	M	1440
POA2528	15-19	F	628
POA2528	15-19	M	746
POA2528	20-24	F	653
POA2528	20-24	M	682
POA2528	25-34	F	1325
POA2528	25-34	M	1282
POA2528	35-44	F	1342
POA2528	35-44	M	1218
POA2528	45-54	F	1492
POA2528	45-54	M	1393
POA2528	55-64	F	1682
POA2528	55-64	M	1556
POA2528	65-74	F	1562
POA2528	65-74	M	1395
POA2528	75-84	F	1143
POA2528	75-84	M	949
POA2528	85+	F	392
POA2528	85+	M	299
POA2529	0-4	F	762
POA2529	0-4	M	822
POA2529	5-14	F	1879
POA2529	5-14	M	2011
POA2529	15-19	F	1015
POA2529	15-19	M	972
POA2529	20-24	F	840
POA2529	20-24	M	881
POA2529	25-34	F	1689
POA2529	25-34	M	1534
POA2529	35-44	F	1902
POA2529	35-44	M	1795
POA2529	45-54	F	2063
POA2529	45-54	M	1881
POA2529	55-64	F	2003
POA2529	55-64	M	1778
POA2529	65-74	F	1591
POA2529	65-74	M	1512
POA2529	75-84	F	824
POA2529	75-84	M	779
POA2529	85+	F	309
POA2529	85+	M	289
POA2530	0-4	F	1069
POA2530	0-4	M	1121
POA2530	5-14	F	2302
POA2530	5-14	M	2441
POA2530	15-19	F	1090
POA2530	15-19	M	1148
POA2530	20-24	F	994
POA2530	20-24	M	1102
POA2530	25-34	F	2226
POA2530	25-34	M	2107
POA2530	35-44	F	2375
POA2530	35-44	M	2180
POA2530	45-54	F	2226
POA2530	45-54	M	2102
POA2530	55-64	F	2061
POA2530	55-64	M	1997
POA2530	65-74	F	1837
POA2530	65-74	M	1622
POA2530	75-84	F	1216
POA2530	75-84	M	1046
POA2530	85+	F	485
POA2530	85+	M	293
POA2533	0-4	F	405
POA2533	0-4	M	450
POA2533	5-14	F	940
POA2533	5-14	M	1015
POA2533	15-19	F	471
POA2533	15-19	M	464
POA2533	20-24	F	321
POA2533	20-24	M	372
POA2533	25-34	F	769
POA2533	25-34	M	711
POA2533	35-44	F	987
POA2533	35-44	M	884
POA2533	45-54	F	1073
POA2533	45-54	M	984
POA2533	55-64	F	1353
POA2533	55-64	M	1205
POA2533	65-74	F	1396
POA2533	65-74	M	1315
POA2533	75-84	F	739
POA2533	75-84	M	738
POA2533	85+	F	354
POA2533	85+	M	223
POA2534	0-4	F	141
POA2534	0-4	M	153
POA2534	5-14	F	316
POA2534	5-14	M	355
POA2534	15-19	F	173
POA2534	15-19	M	168
POA2534	20-24	F	117
POA2534	20-24	M	136
POA2534	25-34	F	253
POA2534	25-34	M	253
POA2534	35-44	F	317
POA2534	35-44	M	284
POA2534	45-54	F	366
POA2534	45-54	M	326
POA2534	55-64	F	445
POA2534	55-64	M	406
POA2534	65-74	F	447
POA2534	65-74	M	409
POA2534	75-84	F	265
POA2534	75-84	M	232
POA2534	85+	F	145
POA2534	85+	M	62
POA2535	0-4	F	151
POA2535	0-4	M	177
POA2535	5-14	F	387
POA2535	5-14	M	402
POA2535	15-19	F	155
POA2535	15-19	M	168
POA2535	20-24	F	104
POA2535	20-24	M	131
POA2535	25-34	F	298
POA2535	25-34	M	262
POA2535	35-44	F	374
POA2535	35-44	M	358
POA2535	45-54	F	420
POA2535	45-54	M	381
POA2535	55-64	F	711
POA2535	55-64	M	583
POA2535	65-74	F	793
POA2535	65-74	M	766
POA2535	75-84	F	508
POA2535	75-84	M	467
POA2535	85+	F	233
POA2535	85+	M	156
POA2536	0-4	F	399
POA2536	0-4	M	428
POA2536	5-14	F	995
POA2536	5-14	M	1001
POA2536	15-19	F	432
POA2536	15-19	M	497
POA2536	20-24	F	333
POA2536	20-24	M	368
POA2536	25-34	F	824
POA2536	25-34	M	777
POA2536	35-44	F	904
POA2536	35-44	M	831
POA2536	45-54	F	1179
POA2536	45-54	M	1148
POA2536	55-64	F	1659
POA2536	55-64	M	1449
POA2536	65-74	F	1764
POA2536	65-74	M	1726
POA2536	75-84	F	1007
POA2536	75-84	M	937
POA2536	85+	F	406
POA2536	85+	M	270
POA2537	0-4	F	215
POA2537	0-4	M	262
POA2537	5-14	F	608
POA2537	5-14	M	653
POA2537	15-19	F	284
POA2537	15-19	M	321
POA2537	20-24	F	202
POA2537	20-24	M	226
POA2537	25-34	F	504
POA2537	25-34	M	491
POA2537	35-44	F	584
POA2537	35-44	M	553
POA2537	45-54	F	830
POA2537	45-54	M	718
POA2537	55-64	F	1249
POA2537	55-64	M	1148
POA2537	65-74	F	1196
POA2537	65-74	M	1273
POA2537	75-84	F	640
POA2537	75-84	M	576
POA2537	85+	F	266
POA2537	85+	M	188
POA2538	0-4	F	51
POA2538	0-4	M	66
POA2538	5-14	F	126
POA2538	5-14	M	152
POA2538	15-19	F	80
POA2538	15-19	M	61
POA2538	20-24	F	47
POA2538	20-24	M	33
POA2538	25-34	F	90
POA2538	25-34	M	73
POA2538	35-44	F	136
POA2538	35-44	M	115
POA2538	45-54	F	147
POA2538	45-54	M	134
POA2538	55-64	F	228
POA2538	55-64	M	211
POA2538	65-74	F	236
POA2538	65-74	M	253
POA2538	75-84	F	112
POA2538	75-84	M	103
POA2538	85+	F	101
POA2538	85+	M	44
POA2539	0-4	F	459
POA2539	0-4	M	478
POA2539	5-14	F	970
POA2539	5-14	M	1093
POA2539	15-19	F	439
POA2539	15-19	M	486
POA2539	20-24	F	303
POA2539	20-24	M	350
POA2539	25-34	F	864
POA2539	25-34	M	820
POA2539	35-44	F	1018
POA2539	35-44	M	983
POA2539	45-54	F	1156
POA2539	45-54	M	1091
POA2539	55-64	F	1780
POA2539	55-64	M	1578
POA2539	65-74	F	1929
POA2539	65-74	M	1845
POA2539	75-84	F	1017
POA2539	75-84	M	1014
POA2539	85+	F	360
POA2539	85+	M	270
POA2540	0-4	F	1090
POA2540	0-4	M	1156
POA2540	5-14	F	2485
POA2540	5-14	M	2597
POA2540	15-19	F	1153
POA2540	15-19	M	1316
POA2540	20-24	F	1027
POA2540	20-24	M	1208
POA2540	25-34	F	2249
POA2540	25-34	M	2515
POA2540	35-44	F	2387
POA2540	35-44	M	2472
POA2540	45-54	F	2877
POA2540	45-54	M	2850
POA2540	55-64	F	3738
POA2540	55-64	M	3536
POA2540	65-74	F	3887
POA2540	65-74	M	3880
POA2540	75-84	F	2227
POA2540	75-84	M	2253
POA2540	85+	F	811
POA2540	85+	M	568
POA2541	0-4	F	869
POA2541	0-4	M	910
POA2541	5-14	F	1780
POA2541	5-14	M	1799
POA2541	15-19	F	749
POA2541	15-19	M	808
POA2541	20-24	F	752
POA2541	20-24	M	773
POA2541	25-34	F	1928
POA2541	25-34	M	1844
POA2541	35-44	F	1670
POA2541	35-44	M	1527
POA2541	45-54	F	1612
POA2541	45-54	M	1464
POA2541	55-64	F	1732
POA2541	55-64	M	1629
POA2541	65-74	F	1718
POA2541	65-74	M	1499
POA2541	75-84	F	1070
POA2541	75-84	M	958
POA2541	85+	F	559
POA2541	85+	M	373
POA2545	0-4	F	24
POA2545	0-4	M	18
POA2545	5-14	F	36
POA2545	5-14	M	52
POA2545	15-19	F	31
POA2545	15-19	M	30
POA2545	20-24	F	15
POA2545	20-24	M	25
POA2545	25-34	F	33
POA2545	25-34	M	39
POA2545	35-44	F	54
POA2545	35-44	M	48
POA2545	45-54	F	74
POA2545	45-54	M	70
POA2545	55-64	F	110
POA2545	55-64	M	107
POA2545	65-74	F	118
POA2545	65-74	M	131
POA2545	75-84	F	35
POA2545	75-84	M	54
POA2545	85+	F	12
POA2545	85+	M	3
POA2546	0-4	F	217
POA2546	0-4	M	184
POA2546	5-14	F	413
POA2546	5-14	M	461
POA2546	15-19	F	165
POA2546	15-19	M	242
POA2546	20-24	F	109
POA2546	20-24	M	126
POA2546	25-34	F	370
POA2546	25-34	M	332
POA2546	35-44	F	433
POA2546	35-44	M	375
POA2546	45-54	F	563
POA2546	45-54	M	462
POA2546	55-64	F	956
POA2546	55-64	M	850
POA2546	65-74	F	1159
POA2546	65-74	M	1148
POA2546	75-84	F	510
POA2546	75-84	M	549
POA2546	85+	F	286
POA2546	85+	M	159
POA2548	0-4	F	139
POA2548	0-4	M	135
POA2548	5-14	F	386
POA2548	5-14	M	387
POA2548	15-19	F	169
POA2548	15-19	M	207
POA2548	20-24	F	153
POA2548	20-24	M	137
POA2548	25-34	F	373
POA2548	25-34	M	357
POA2548	35-44	F	380
POA2548	35-44	M	336
POA2548	45-54	F	513
POA2548	45-54	M	470
POA2548	55-64	F	777
POA2548	55-64	M	593
POA2548	65-74	F	833
POA2548	65-74	M	785
POA2548	75-84	F	514
POA2548	75-84	M	448
POA2548	85+	F	192
POA2548	85+	M	144
POA2549	0-4	F	87
POA2549	0-4	M	101
POA2549	5-14	F	239
POA2549	5-14	M	246
POA2549	15-19	F	98
POA2549	15-19	M	118
POA2549	20-24	F	51
POA2549	20-24	M	62
POA2549	25-34	F	157
POA2549	25-34	M	168
POA2549	35-44	F	221
POA2549	35-44	M	161
POA2549	45-54	F	264
POA2549	45-54	M	270
POA2549	55-64	F	349
POA2549	55-64	M	334
POA2549	65-74	F	348
POA2549	65-74	M	357
POA2549	75-84	F	150
POA2549	75-84	M	172
POA2549	85+	F	76
POA2549	85+	M	54
POA2550	0-4	F	357
POA2550	0-4	M	423
POA2550	5-14	F	976
POA2550	5-14	M	1039
POA2550	15-19	F	459
POA2550	15-19	M	443
POA2550	20-24	F	312
POA2550	20-24	M	366
POA2550	25-34	F	759
POA2550	25-34	M	742
POA2550	35-44	F	884
POA2550	35-44	M	831
POA2550	45-54	F	1138
POA2550	45-54	M	991
POA2550	55-64	F	1637
POA2550	55-64	M	1494
POA2550	65-74	F	1205
POA2550	65-74	M	1316
POA2550	75-84	F	572
POA2550	75-84	M	590
POA2550	85+	F	222
POA2550	85+	M	169
POA2551	0-4	F	102
POA2551	0-4	M	75
POA2551	5-14	F	181
POA2551	5-14	M	229
POA2551	15-19	F	71
POA2551	15-19	M	103
POA2551	20-24	F	62
POA2551	20-24	M	70
POA2551	25-34	F	163
POA2551	25-34	M	122
POA2551	35-44	F	169
POA2551	35-44	M	150
POA2551	45-54	F	212
POA2551	45-54	M	224
POA2551	55-64	F	317
POA2551	55-64	M	281
POA2551	65-74	F	341
POA2551	65-74	M	357
POA2551	75-84	F	183
POA2551	75-84	M	159
POA2551	85+	F	71
POA2551	85+	M	67
POA2555	0-4	F	5
POA2555	0-4	M	7
POA2555	5-14	F	10
POA2555	5-14	M	11
POA2555	15-19	F	5
POA2555	15-19	M	5
POA2555	25-34	F	9
POA2555	25-34	M	13
POA2555	35-44	F	14
POA2555	35-44	M	8
POA2555	45-54	F	11
POA2555	45-54	M	12
POA2555	55-64	F	3
POA2555	55-64	M	11
POA2555	65-74	F	18
POA2555	65-74	M	9
POA2555	75-84	F	9
POA2555	75-84	M	8
POA2556	0-4	F	33
POA2556	0-4	M	63
POA2556	5-14	F	143
POA2556	5-14	M	155
POA2556	15-19	F	80
POA2556	15-19	M	104
POA2556	20-24	F	104
POA2556	20-24	M	91
POA2556	25-34	F	124
POA2556	25-34	M	139
POA2556	35-44	F	120
POA2556	35-44	M	136
POA2556	45-54	F	174
POA2556	45-54	M	155
POA2556	55-64	F	178
POA2556	55-64	M	179
POA2556	65-74	F	158
POA2556	65-74	M	152
POA2556	75-84	F	44
POA2556	75-84	M	80
POA2556	85+	F	21
POA2556	85+	M	17
POA2557	0-4	F	1074
POA2557	0-4	M	1218
POA2557	5-14	F	1453
POA2557	5-14	M	1580
POA2557	15-19	F	518
POA2557	15-19	M	541
POA2557	20-24	F	574
POA2557	20-24	M	562
POA2557	25-34	F	2289
POA2557	25-34	M	1962
POA2557	35-44	F	1670
POA2557	35-44	M	1771
POA2557	45-54	F	951
POA2557	45-54	M	1054
POA2557	55-64	F	764
POA2557	55-64	M	708
POA2557	65-74	F	496
POA2557	65-74	M	437
POA2557	75-84	F	177
POA2557	75-84	M	207
POA2557	85+	F	53
POA2557	85+	M	51
POA2558	0-4	F	352
POA2558	0-4	M	363
POA2558	5-14	F	758
POA2558	5-14	M	810
POA2558	15-19	F	343
POA2558	15-19	M	356
POA2558	20-24	F	347
POA2558	20-24	M	416
POA2558	25-34	F	801
POA2558	25-34	M	749
POA2558	35-44	F	824
POA2558	35-44	M	776
POA2558	45-54	F	723
POA2558	45-54	M	665
POA2558	55-64	F	797
POA2558	55-64	M	716
POA2558	65-74	F	440
POA2558	65-74	M	486
POA2558	75-84	F	161
POA2558	75-84	M	140
POA2558	85+	F	52
POA2558	85+	M	26
POA2559	0-4	F	159
POA2559	0-4	M	134
POA2559	5-14	F	296
POA2559	5-14	M	323
POA2559	15-19	F	107
POA2559	15-19	M	126
POA2559	20-24	F	103
POA2559	20-24	M	84
POA2559	25-34	F	279
POA2559	25-34	M	156
POA2559	35-44	F	246
POA2559	35-44	M	229
POA2559	45-54	F	158
POA2559	45-54	M	122
POA2559	55-64	F	126
POA2559	55-64	M	112
POA2559	65-74	F	93
POA2559	65-74	M	66
POA2559	75-84	F	32
POA2559	75-84	M	25
POA2559	85+	F	8
POA2559	85+	M	5
POA2560	0-4	F	2906
POA2560	0-4	M	2977
POA2560	5-14	F	5589
POA2560	5-14	M	5988
POA2560	15-19	F	2561
POA2560	15-19	M	2685
POA2560	20-24	F	2720
POA2560	20-24	M	2809
POA2560	25-34	F	6182
POA2560	25-34	M	5803
POA2560	35-44	F	5816
POA2560	35-44	M	5728
POA2560	45-54	F	4817
POA2560	45-54	M	4640
POA2560	55-64	F	4735
POA2560	55-64	M	4317
POA2560	65-74	F	4086
POA2560	65-74	M	3553
POA2560	75-84	F	1936
POA2560	75-84	M	1735
POA2560	85+	F	629
POA2560	85+	M	345
POA2563	0-4	F	8
POA2563	0-4	M	6
POA2563	5-14	F	13
POA2563	5-14	M	17
POA2563	15-19	F	18
POA2563	15-19	M	10
POA2563	20-24	F	9
POA2563	20-24	M	13
POA2563	25-34	F	16
POA2563	25-34	M	17
POA2563	35-44	F	14
POA2563	35-44	M	25
POA2563	45-54	F	12
POA2563	45-54	M	17
POA2563	55-64	F	20
POA2563	55-64	M	17
POA2563	65-74	F	6
POA2563	65-74	M	8
POA2563	75-84	F	10
POA2563	75-84	M	6
POA2563	85+	F	3
POA2564	0-4	F	488
POA2564	0-4	M	516
POA2564	5-14	F	1105
POA2564	5-14	M	1120
POA2564	15-19	F	469
POA2564	15-19	M	514
POA2564	20-24	F	433
POA2564	20-24	M	408
POA2564	25-34	F	990
POA2564	25-34	M	821
POA2564	35-44	F	1127
POA2564	35-44	M	960
POA2564	45-54	F	884
POA2564	45-54	M	846
POA2564	55-64	F	827
POA2564	55-64	M	763
POA2564	65-74	F	616
POA2564	65-74	M	567
POA2564	75-84	F	332
POA2564	75-84	M	283
POA2564	85+	F	81
POA2564	85+	M	41
POA2565	0-4	F	1337
POA2565	0-4	M	1471
POA2565	5-14	F	2328
POA2565	5-14	M	2305
POA2565	15-19	F	814
POA2565	15-19	M	853
POA2565	20-24	F	919
POA2565	20-24	M	966
POA2565	25-34	F	2844
POA2565	25-34	M	2335
POA2565	35-44	F	2720
POA2565	35-44	M	2909
POA2565	45-54	F	1669
POA2565	45-54	M	1690
POA2565	55-64	F	1603
POA2565	55-64	M	1540
POA2565	65-74	F	1104
POA2565	65-74	M	990
POA2565	75-84	F	499
POA2565	75-84	M	432
POA2565	85+	F	166
POA2565	85+	M	112
POA2566	0-4	F	958
POA2566	0-4	M	973
POA2566	5-14	F	2145
POA2566	5-14	M	2227
POA2566	15-19	F	835
POA2566	15-19	M	914
POA2566	20-24	F	787
POA2566	20-24	M	931
POA2566	25-34	F	1971
POA2566	25-34	M	1743
POA2566	35-44	F	2149
POA2566	35-44	M	2057
POA2566	45-54	F	1665
POA2566	45-54	M	1669
POA2566	55-64	F	1711
POA2566	55-64	M	1627
POA2566	65-74	F	1226
POA2566	65-74	M	1173
POA2566	75-84	F	430
POA2566	75-84	M	406
POA2566	85+	F	135
POA2566	85+	M	60
POA2567	0-4	F	1398
POA2567	0-4	M	1476
POA2567	5-14	F	3360
POA2567	5-14	M	3446
POA2567	15-19	F	1560
POA2567	15-19	M	1679
POA2567	20-24	F	1324
POA2567	20-24	M	1405
POA2567	25-34	F	2473
POA2567	25-34	M	2375
POA2567	35-44	F	3181
POA2567	35-44	M	2817
POA2567	45-54	F	3207
POA2567	45-54	M	3079
POA2567	55-64	F	2211
POA2567	55-64	M	2074
POA2567	65-74	F	1345
POA2567	65-74	M	1234
POA2567	75-84	F	575
POA2567	75-84	M	497
POA2567	85+	F	151
POA2567	85+	M	100
POA2568	0-4	F	43
POA2568	0-4	M	28
POA2568	5-14	F	37
POA2568	5-14	M	67
POA2568	15-19	F	29
POA2568	15-19	M	43
POA2568	20-24	F	38
POA2568	20-24	M	29
POA2568	25-34	F	33
POA2568	25-34	M	42
POA2568	35-44	F	57
POA2568	35-44	M	49
POA2568	45-54	F	60
POA2568	45-54	M	62
POA2568	55-64	F	65
POA2568	55-64	M	67
POA2568	65-74	F	91
POA2568	65-74	M	66
POA2568	75-84	F	120
POA2568	75-84	M	85
POA2568	85+	F	84
POA2568	85+	M	37
POA2569	0-4	F	31
POA2569	0-4	M	35
POA2569	5-14	F	89
POA2569	5-14	M	102
POA2569	15-19	F	47
POA2569	15-19	M	52
POA2569	20-24	F	39
POA2569	20-24	M	52
POA2569	25-34	F	66
POA2569	25-34	M	64
POA2569	35-44	F	86
POA2569	35-44	M	77
POA2569	45-54	F	94
POA2569	45-54	M	93
POA2569	55-64	F	103
POA2569	55-64	M	95
POA2569	65-74	F	86
POA2569	65-74	M	103
POA2569	75-84	F	26
POA2569	75-84	M	32
POA2569	85+	F	3
POA2569	85+	M	16
POA2570	0-4	F	2864
POA2570	0-4	M	3053
POA2570	5-14	F	4795
POA2570	5-14	M	5076
POA2570	15-19	F	1950
POA2570	15-19	M	1936
POA2570	20-24	F	1822
POA2570	20-24	M	1701
POA2570	25-34	F	5384
POA2570	25-34	M	4785
POA2570	35-44	F	4887
POA2570	35-44	M	4844
POA2570	45-54	F	3601
POA2570	45-54	M	3579
POA2570	55-64	F	2910
POA2570	55-64	M	2569
POA2570	65-74	F	2398
POA2570	65-74	M	2200
POA2570	75-84	F	1271
POA2570	75-84	M	1085
POA2570	85+	F	640
POA2570	85+	M	310
POA2571	0-4	F	450
POA2571	0-4	M	525
POA2571	5-14	F	962
POA2571	5-14	M	1050
POA2571	15-19	F	398
POA2571	15-19	M	487
POA2571	20-24	F	342
POA2571	20-24	M	385
POA2571	25-34	F	830
POA2571	25-34	M	791
POA2571	35-44	F	932
POA2571	35-44	M	876
POA2571	45-54	F	928
POA2571	45-54	M	950
POA2571	55-64	F	846
POA2571	55-64	M	805
POA2571	65-74	F	555
POA2571	65-74	M	547
POA2571	75-84	F	203
POA2571	75-84	M	223
POA2571	85+	F	61
POA2571	85+	M	39
POA2572	0-4	F	182
POA2572	0-4	M	190
POA2572	5-14	F	334
POA2572	5-14	M	365
POA2572	15-19	F	163
POA2572	15-19	M	157
POA2572	20-24	F	199
POA2572	20-24	M	167
POA2572	25-34	F	363
POA2572	25-34	M	372
POA2572	35-44	F	315
POA2572	35-44	M	275
POA2572	45-54	F	322
POA2572	45-54	M	320
POA2572	55-64	F	337
POA2572	55-64	M	290
POA2572	65-74	F	309
POA2572	65-74	M	283
POA2572	75-84	F	181
POA2572	75-84	M	181
POA2572	85+	F	108
POA2572	85+	M	75
POA2573	0-4	F	243
POA2573	0-4	M	234
POA2573	5-14	F	438
POA2573	5-14	M	425
POA2573	15-19	F	159
POA2573	15-19	M	189
POA2573	20-24	F	174
POA2573	20-24	M	181
POA2573	25-34	F	446
POA2573	25-34	M	400
POA2573	35-44	F	355
POA2573	35-44	M	331
POA2573	45-54	F	404
POA2573	45-54	M	356
POA2573	55-64	F	302
POA2573	55-64	M	259
POA2573	65-74	F	261
POA2573	65-74	M	235
POA2573	75-84	F	154
POA2573	75-84	M	132
POA2573	85+	F	45
POA2573	85+	M	42
POA2574	0-4	F	164
POA2574	0-4	M	158
POA2574	5-14	F	416
POA2574	5-14	M	444
POA2574	15-19	F	224
POA2574	15-19	M	203
POA2574	20-24	F	141
POA2574	20-24	M	195
POA2574	25-34	F	299
POA2574	25-34	M	315
POA2574	35-44	F	384
POA2574	35-44	M	335
POA2574	45-54	F	403
POA2574	45-54	M	442
POA2574	55-64	F	386
POA2574	55-64	M	349
POA2574	65-74	F	321
POA2574	65-74	M	318
POA2574	75-84	F	185
POA2574	75-84	M	173
POA2574	85+	F	48
POA2574	85+	M	36
POA2575	0-4	F	583
POA2575	0-4	M	573
POA2575	5-14	F	1112
POA2575	5-14	M	1122
POA2575	15-19	F	560
POA2575	15-19	M	495
POA2575	20-24	F	389
POA2575	20-24	M	441
POA2575	25-34	F	1082
POA2575	25-34	M	1034
POA2575	35-44	F	1032
POA2575	35-44	M	1079
POA2575	45-54	F	1250
POA2575	45-54	M	1106
POA2575	55-64	F	1202
POA2575	55-64	M	1084
POA2575	65-74	F	1110
POA2575	65-74	M	976
POA2575	75-84	F	637
POA2575	75-84	M	587
POA2575	85+	F	253
POA2575	85+	M	138
POA2576	0-4	F	227
POA2576	0-4	M	218
POA2576	5-14	F	774
POA2576	5-14	M	795
POA2576	15-19	F	332
POA2576	15-19	M	419
POA2576	20-24	F	236
POA2576	20-24	M	221
POA2576	25-34	F	378
POA2576	25-34	M	384
POA2576	35-44	F	655
POA2576	35-44	M	538
POA2576	45-54	F	917
POA2576	45-54	M	805
POA2576	55-64	F	1017
POA2576	55-64	M	842
POA2576	65-74	F	1405
POA2576	65-74	M	1069
POA2576	75-84	F	1165
POA2576	75-84	M	939
POA2576	85+	F	480
POA2576	85+	M	381
POA2577	0-4	F	391
POA2577	0-4	M	398
POA2577	5-14	F	980
POA2577	5-14	M	1047
POA2577	15-19	F	477
POA2577	15-19	M	478
POA2577	20-24	F	354
POA2577	20-24	M	374
POA2577	25-34	F	806
POA2577	25-34	M	785
POA2577	35-44	F	872
POA2577	35-44	M	798
POA2577	45-54	F	1144
POA2577	45-54	M	1078
POA2577	55-64	F	1284
POA2577	55-64	M	1255
POA2577	65-74	F	1297
POA2577	65-74	M	1148
POA2577	75-84	F	704
POA2577	75-84	M	667
POA2577	85+	F	200
POA2577	85+	M	173
POA2578	0-4	F	37
POA2578	0-4	M	47
POA2578	5-14	F	113
POA2578	5-14	M	125
POA2578	15-19	F	73
POA2578	15-19	M	68
POA2578	20-24	F	39
POA2578	20-24	M	39
POA2578	25-34	F	86
POA2578	25-34	M	76
POA2578	35-44	F	121
POA2578	35-44	M	102
POA2578	45-54	F	146
POA2578	45-54	M	154
POA2578	55-64	F	261
POA2578	55-64	M	202
POA2578	65-74	F	353
POA2578	65-74	M	300
POA2578	75-84	F	195
POA2578	75-84	M	181
POA2578	85+	F	86
POA2578	85+	M	48
POA2579	0-4	F	153
POA2579	0-4	M	129
POA2579	5-14	F	296
POA2579	5-14	M	297
POA2579	15-19	F	111
POA2579	15-19	M	127
POA2579	20-24	F	84
POA2579	20-24	M	78
POA2579	25-34	F	238
POA2579	25-34	M	231
POA2579	35-44	F	269
POA2579	35-44	M	241
POA2579	45-54	F	282
POA2579	45-54	M	290
POA2579	55-64	F	366
POA2579	55-64	M	344
POA2579	65-74	F	336
POA2579	65-74	M	325
POA2579	75-84	F	169
POA2579	75-84	M	205
POA2579	85+	F	24
POA2579	85+	M	41
POA2580	0-4	F	814
POA2580	0-4	M	939
POA2580	5-14	F	1846
POA2580	5-14	M	1977
POA2580	15-19	F	810
POA2580	15-19	M	934
POA2580	20-24	F	757
POA2580	20-24	M	922
POA2580	25-34	F	1924
POA2580	25-34	M	2045
POA2580	35-44	F	1821
POA2580	35-44	M	1823
POA2580	45-54	F	1995
POA2580	45-54	M	1984
POA2580	55-64	F	2124
POA2580	55-64	M	2192
POA2580	65-74	F	1956
POA2580	65-74	M	1838
POA2580	75-84	F	1100
POA2580	75-84	M	1004
POA2580	85+	F	516
POA2580	85+	M	322
POA2581	0-4	F	78
POA2581	0-4	M	86
POA2581	5-14	F	188
POA2581	5-14	M	181
POA2581	15-19	F	63
POA2581	15-19	M	74
POA2581	20-24	F	40
POA2581	20-24	M	45
POA2581	25-34	F	140
POA2581	25-34	M	108
POA2581	35-44	F	165
POA2581	35-44	M	156
POA2581	45-54	F	198
POA2581	45-54	M	202
POA2581	55-64	F	172
POA2581	55-64	M	192
POA2581	65-74	F	126
POA2581	65-74	M	132
POA2581	75-84	F	61
POA2581	75-84	M	71
POA2581	85+	F	16
POA2581	85+	M	10
POA2582	0-4	F	367
POA2582	0-4	M	360
POA2582	5-14	F	958
POA2582	5-14	M	1009
POA2582	15-19	F	423
POA2582	15-19	M	463
POA2582	20-24	F	301
POA2582	20-24	M	321
POA2582	25-34	F	672
POA2582	25-34	M	632
POA2582	35-44	F	940
POA2582	35-44	M	781
POA2582	45-54	F	1093
POA2582	45-54	M	1028
POA2582	55-64	F	876
POA2582	55-64	M	917
POA2582	65-74	F	769
POA2582	65-74	M	734
POA2582	75-84	F	394
POA2582	75-84	M	347
POA2582	85+	F	196
