POA_CODE_2021	medianRent
POA2473	16640
POA2474	14560
POA2475	10920
POA2476	10400
POA2477	20280
POA2478	22360
POA2479	28600
POA2480	16120
POA2481	31200
POA2482	23920
POA2483	24960
POA2484	18200
POA2485	19760
POA2486	21840
POA2487	24960
POA2488	23400
POA2489	26000
POA2490	18200
POA2500	20800
POA2502	17160
POA2505	17680
POA2506	15080
POA2508	27560
POA2515	28600
POA2516	19240
POA2517	20800
POA2518	17680
POA2519	20800
POA2525	22360
POA2526	19240
POA2527	23400
POA2528	18200
POA2529	24440
POA2530	21320
POA2533	24960
POA2534	26000
POA2535	20800
POA2536	18200
POA2537	16640
POA2538	19760
POA2539	18200
POA2540	18720
POA2541	16640
POA2545	15600
POA2546	15080
POA2548	17836
POA2549	17160
POA2550	15600
POA2551	14040
POA2555	26260
POA2556	26000
POA2557	27560
POA2558	20800
POA2559	11544
POA2560	19760
POA2563	26000
POA2564	17680
POA2565	21840
POA2566	19760
POA2567	24440
POA2568	23400
POA2569	23192
POA2570	26000
POA2571	21580
POA2572	21840
POA2573	21320
POA2574	21580
POA2575	22360
POA2576	25740
POA2577	20800
POA2578	20800
POA2579	19760
POA2580	16640
POA2581	15600
POA2582	18200
POA2583	14040
POA2584	14560
POA2585	10400
POA2586	12480
POA2587	11440
POA2588	10400
POA2590	11440
POA2594	13000
POA2600	28080
POA2601	28600
POA2602	22672
POA2603	25012
POA2604	26000
POA2605	25480
POA2606	22360
POA2607	22880
POA2609	16744
POA2611	23400
POA2612	25480
POA2614	21736
POA2615	21840
POA2617	22880
POA2618	23348
POA2619	25480
POA2620	17680
POA2621	26000
POA2622	18200
POA2623	15600
POA2624	13104
POA2625	20800
POA2626	18200
POA2627	21320
POA2628	14560
POA2629	14820
POA2630	15080
POA2631	13520
POA2632	10400
POA2633	7800
POA2640	14560
POA2641	13000
POA2642	13312
POA2643	15080
POA2644	10400
POA2645	5720
POA2646	11440
POA2647	14040
POA2648	10400
POA2649	
POA2650	15600
POA2651	16120
POA2652	11700
POA2653	11440
POA2655	12740
POA2656	10088
POA2658	10400
POA2659	11960
POA2660	10556
POA2661	13208
POA2663	13520
POA2665	7800
POA2666	11960
POA2668	9880
POA2669	5200
POA2671	11700
POA2672	8320
POA2675	11440
POA2678	16380
POA2680	15600
POA2681	13000
POA2700	10868
POA2701	13780
POA2702	10400
POA2703	10400
POA2705	13000
POA2706	10400
POA2707	9360
POA2710	11440
POA2711	9100
POA2712	9256
POA2713	8736
POA2714	13000
POA2715	10400
POA2716	9100
POA2717	9360
POA2720	13000
POA2721	7280
POA2722	11440
POA2725	8060
POA2726	9620
POA2727	6500
POA2729	10400
POA2730	9360
POA2731	16172
POA2732	9360
POA2733	7800
POA2734	14300
POA2735	11440
POA2736	10920
POA2737	13000
POA2738	13000
POA2739	10556
POA2745	24960
POA2747	20800
POA2748	23400
POA2749	21320
POA2750	20280
POA2752	21320
POA2753	20800
POA2754	21320
POA2756	20800
POA2757	23920
POA2758	22880
POA2759	22880
POA2760	19760
POA2761	22360
POA2762	28600
POA2763	23400
POA2765	28080
POA2766	21840
POA2767	19760
POA2768	30160
POA2769	33436
POA2770	16640
POA2773	24960
POA2774	21840
POA2775	15340
POA2776	21840
POA2777	22100
POA2778	21840
POA2779	20800
POA2780	19760
POA2782	22360
POA2783	20124
POA2784	20800
POA2785	19760
POA2786	19760
POA2787	14560
POA2790	14040
POA2791	10140
POA2792	12480
POA2793	9620
POA2794	11960
POA2795	16640
POA2797	13000
POA2798	16640
POA2799	13520
POA2800	17160
POA2803	10400
POA2804	11440
POA2805	10816
POA2806	10920
POA2807	11440
POA2808	10400
POA2809	10400
POA2810	10400
POA2817	7696
POA2818	15600
POA2820	11960
POA2821	13000
POA2822	10400
POA2823	9360
POA2824	10400
POA2825	10400
POA2826	8580
POA2827	10400
POA2828	8320
POA2829	9880
POA2830	16120
POA2831	13000
POA2832	9100
POA2833	9360
POA2834	10140
POA2835	10400
POA2836	7800
POA2838	8840
POA2839	7800
POA2840	9360
POA2842	10400
POA2843	8840
POA2844	10400
POA2845	14300
POA2846	11960
POA2847	13000
POA2848	11440
POA2849	14040
POA2850	18720
POA2852	15600
POA2864	13780
POA2865	10920
POA2866	14040
POA2867	10920
POA2868	10140
POA2869	10140
POA2870	13520
POA2871	11960
POA2873	6240
POA2874	5200
POA2875	8320
POA2876	10400
POA2877	10400
POA2878	7800
POA2879	9152
POA2880	11440
POA2898	16120
POA2899	12480
POA2900	23400
POA2902	20800
POA2903	20800
POA2904	24024
POA2905	22360
POA2906	21320
POA2911	23920
POA2912	23400
POA2913	23920
POA2914	24960
POA3000	19240
POA3002	24960
POA3003	20176
POA3004	23452
POA3006	21372
POA3008	21372
POA3011	19188
POA3012	19240
POA3013	24024
POA3015	23920
POA3016	23400
POA3018	20280
POA3019	16224
POA3020	17680
POA3021	16900
POA3022	17680
POA3023	19812
POA3024	18200
POA3025	20800
POA3026	20644
POA3027	21840
POA3028	17732
POA3029	19292
POA3030	19292
POA3031	18772
POA3032	19812
POA3033	21112
POA3034	20800
POA3036	20800
POA3037	19240
POA3038	19812
POA3039	20800
POA3040	20020
POA3041	20332
POA3042	21320
POA3043	19500
POA3044	20852
POA3045	
POA3046	19292
POA3047	17160
POA3048	17732
POA3049	18720
POA3051	19812
POA3052	20592
POA3053	18980
POA3054	28132
POA3055	19032
POA3056	22932
POA3057	21892
POA3058	21892
POA3059	22360
POA3060	19552
POA3061	16640
POA3062	5980
POA3063	18512
POA3064	19812
POA3065	23452
POA3066	22100
POA3067	22048
POA3068	26000
POA3070	24700
POA3071	20332
POA3072	20384
POA3073	18720
POA3074	18200
POA3075	18252
POA3076	18772
POA3078	20592
POA3079	22412
POA3081	18252
POA3082	19032
POA3083	19760
POA3084	21372
POA3085	19812
POA3087	20280
POA3088	20852
POA3089	22360
POA3090	20384
POA3091	23400
POA3093	20800
POA3094	21840
POA3095	23400
POA3096	21840
POA3097	18980
POA3099	20332
POA3101	24752
POA3102	24492
POA3103	23920
POA3104	28808
POA3105	23868
POA3106	26676
POA3107	24752
POA3108	23400
POA3109	24024
POA3111	23400
POA3113	26000
POA3114	31252
POA3115	25532
POA3116	23036
POA3121	23400
POA3122	20800
POA3123	21580
POA3124	25272
POA3125	21372
POA3126	26780
POA3127	23972
POA3128	20332
POA3129	22776
POA3130	21580
POA3131	20540
POA3132	21112
POA3133	23920
POA3134	20072
POA3135	20072
POA3136	20332
POA3137	20540
POA3138	20800
POA3139	18460
POA3140	19188
POA3141	21580
POA3142	25272
POA3143	21892
POA3144	23452
POA3145	21632
POA3146	23400
POA3147	21320
POA3148	21892
POA3149	24752
POA3150	24960
POA3151	22828
POA3152	22412
POA3153	19240
POA3154	18980
POA3155	19552
POA3156	20280
POA3158	20280
POA3159	20540
POA3160	19552
POA3161	21944
POA3162	25116
POA3163	20332
POA3165	26000
POA3166	21580
POA3167	21736
POA3168	20592
POA3169	20020
POA3170	22360
POA3171	18564
POA3172	19292
POA3173	21892
POA3174	17732
POA3175	16692
POA3177	16640
POA3178	22932
POA3179	21112
POA3180	21892
POA3181	21840
POA3182	19812
POA3183	20592
POA3184	21580
POA3185	21892
POA3186	31200
POA3187	31200
POA3188	24492
POA3189	22412
POA3190	22360
POA3191	23920
POA3192	22360
POA3193	30004
POA3194	20384
POA3195	21892
POA3196	20592
POA3197	21840
POA3198	18252
POA3199	18200
POA3200	16380
POA3201	19240
POA3202	24492
POA3204	23972
POA3205	21892
POA3206	31200
POA3207	28080
POA3211	22204
POA3212	19240
POA3213	18200
POA3214	14040
POA3215	17680
POA3216	18720
POA3217	22100
POA3218	17160
POA3219	15860
POA3220	18720
POA3221	19240
POA3222	19500
POA3223	17680
POA3224	19240
POA3225	20800
POA3226	21840
POA3227	22880
POA3228	26000
POA3230	21060
POA3231	18200
POA3232	18876
POA3233	15600
POA3234	15652
POA3235	10400
POA3236	15080
POA3237	10140
POA3238	8320
POA3239	10400
POA3240	17160
POA3241	15080
POA3242	15600
POA3243	15600
POA3249	13000
POA3250	13520
POA3251	11440
POA3254	11960
POA3260	11960
POA3264	11700
POA3265	10400
POA3266	11440
POA3267	13520
POA3268	12428
POA3269	12480
POA3270	14300
POA3271	8320
POA3272	11180
POA3273	9100
POA3274	7800
POA3275	11960
POA3276	10400
POA3277	13000
POA3278	13000
POA3279	12116
POA3280	15340
POA3281	15600
POA3282	14560
POA3283	13676
POA3284	15600
POA3285	11440
POA3286	7800
POA3287	8840
POA3289	9360
POA3292	11960
POA3293	10400
POA3294	11440
POA3300	12272
POA3301	10400
POA3302	8840
POA3303	9620
POA3304	9360
POA3305	13000
POA3309	6240
POA3310	5200
POA3311	8320
POA3312	6240
POA3314	9100
POA3315	7540
POA3317	4420
POA3318	8424
POA3319	5876
POA3321	15600
POA3322	13000
POA3323	10400
POA3324	7800
POA3325	7800
POA3328	20800
POA3329	15600
POA3330	11180
POA3331	20280
POA3332	18200
POA3333	15600
POA3334	10400
POA3335	19292
POA3336	21892
POA3337	16692
POA3338	17732
POA3340	17680
POA3341	18720
POA3342	17160
POA3345	16640
POA3350	15600
POA3351	14560
POA3352	16744
POA3355	13520
POA3356	14040
POA3357	15860
POA3358	20280
POA3360	14560
POA3361	9880
POA3363	14300
POA3364	10764
POA3370	11440
POA3371	9880
POA3373	12012
POA3374	10400
POA3375	8788
POA3377	13000
POA3378	7020
POA3379	7800
POA3380	10920
POA3381	13000
POA3384	8060
POA3385	10192
POA3387	8840
POA3388	8580
POA3390	9360
POA3391	8580
POA3392	8320
POA3393	9360
POA3395	4160
POA3396	7800
POA3400	12740
POA3401	10400
POA3407	5200
POA3409	9360
POA3412	5200
POA3413	6552
POA3414	8580
POA3415	
POA3418	10296
POA3419	6500
POA3420	7176
POA3423	6240
POA3424	5200
POA3427	20644
POA3428	18096
POA3429	18772
POA3430	17940
POA3431	20800
POA3432	28600
POA3433	9880
POA3434	19292
POA3435	18720
POA3437	21892
POA3438	23452
POA3440	19292
POA3441	17160
POA3442	20332
POA3444	18252
POA3446	18200
POA3447	14404
POA3448	13676
POA3450	15600
POA3451	15860
POA3453	15600
POA3458	18200
POA3460	17212
POA3461	15860
POA3462	15600
POA3463	13936
POA3464	11596
POA3465	12480
POA3467	10920
POA3468	12116
POA3469	7436
POA3472	9984
POA3475	9256
POA3477	9360
POA3478	9620
POA3480	9360
POA3482	8840
POA3483	7904
POA3485	5200
POA3487	5200
POA3488	2756
POA3489	
POA3490	8476
POA3491	8996
POA3494	7800
POA3496	12220
POA3498	13520
POA3500	14560
POA3501	12012
POA3505	11440
POA3506	19240
POA3507	6500
POA3509	7800
POA3512	5720
POA3515	17836
POA3516	10816
POA3517	9620
POA3518	8840
POA3520	6968
POA3521	15080
POA3522	11700
POA3523	13260
POA3525	10400
POA3527	7800
POA3529	5720
POA3530	2860
POA3531	7800
POA3533	7280
POA3537	9360
POA3540	4160
POA3542	8736
POA3544	8580
POA3546	6760
POA3549	11128
POA3550	14820
POA3551	18720
POA3555	15080
POA3556	14560
POA3557	12740
POA3558	11440
POA3559	10400
POA3561	11076
POA3562	10400
POA3563	10400
POA3564	14820
POA3565	8840
POA3566	9620
POA3567	8320
POA3568	9516
POA3570	11960
POA3571	5200
POA3572	13000
POA3573	5200
POA3575	8320
POA3576	5980
POA3579	10400
POA3580	10400
POA3581	9776
POA3583	8840
POA3584	10400
POA3585	12220
POA3586	13000
POA3588	9100
POA3589	13000
POA3590	7800
POA3591	7020
POA3594	10920
POA3595	9776
POA3596	11440
POA3597	6760
POA3599	8424
POA3607	10764
POA3608	15080
POA3610	12012
POA3612	10140
POA3614	13000
POA3616	12740
POA3617	11960
POA3618	9360
POA3620	11440
POA3621	10400
POA3622	7800
POA3623	10296
POA3624	9360
POA3629	13000
POA3630	14040
POA3631	18200
POA3633	15340
POA3634	11960
POA3635	11440
POA3636	10920
POA3637	12272
POA3638	10088
POA3639	9204
POA3640	12480
POA3641	10920
POA3644	13000
POA3646	10400
POA3647	9620
POA3649	9620
POA3658	16120
POA3659	13676
POA3660	13000
POA3662	13780
POA3663	14248
POA3664	15600
POA3665	13780
POA3666	13000
POA3669	13000
POA3670	13520
POA3672	13000
POA3673	10400
POA3675	13000
POA3677	13520
POA3678	13000
POA3682	11960
POA3683	13520
POA3685	13000
POA3687	11960
POA3688	14560
POA3690	14820
POA3691	17680
POA3695	12740
POA3697	11440
POA3698	14820
POA3699	14560
POA3700	12480
POA3701	9880
POA3704	15860
POA3705	6760
POA3707	10400
POA3708	13000
POA3709	8840
POA3711	18096
POA3712	12896
POA3713	13000
POA3714	13000
POA3715	14092
POA3717	15600
POA3718	18252
POA3719	12220
POA3720	15392
POA3722	17212
POA3723	14196
POA3725	10400
POA3726	12012
POA3727	10920
POA3728	7800
POA3730	15080
POA3732	10400
POA3733	10400
POA3735	13780
POA3737	13000
POA3738	9516
POA3739	11700
POA3740	19760
POA3741	15600
POA3744	14300
POA3746	11700
POA3747	15600
POA3749	15600
POA3750	20332
POA3751	20280
POA3752	20280
POA3753	20800
POA3754	20280
POA3755	20176
POA3756	18720
POA3757	18148
POA3758	15860
POA3759	18200
POA3760	14456
POA3761	17680
POA3762	10920
POA3763	15600
POA3764	17576
POA3765	18980
POA3766	21632
POA3767	21580
POA3770	18720
POA3775	19760
POA3777	18200
POA3778	9932
POA3779	15600
POA3781	19240
POA3782	19916
POA3783	18720
POA3785	20852
POA3786	20800
POA3787	21320
POA3788	20696
POA3789	18460
POA3791	18044
POA3792	21580
POA3793	19188
POA3795	18200
POA3796	18980
POA3797	15600
POA3799	15600
POA3802	19500
POA3803	18772
POA3804	23400
POA3805	19760
POA3806	20800
POA3807	20280
POA3808	18200
POA3809	20592
POA3810	18252
POA3812	15860
POA3813	15236
POA3814	17160
POA3815	16172
POA3816	17160
POA3818	17160
POA3820	16692
POA3821	14560
POA3822	15600
POA3823	16640
POA3824	15600
POA3825	11180
POA3831	13000
POA3832	13000
POA3833	13000
POA3835	13000
POA3840	11180
POA3842	11960
POA3844	14404
POA3847	13000
POA3850	14560
POA3851	10660
POA3852	3900
POA3854	13520
POA3856	14040
POA3857	11180
POA3858	11232
POA3859	13000
POA3860	13000
POA3862	14560
POA3864	9880
POA3865	13520
POA3869	13000
POA3870	11076
POA3871	13416
POA3873	5876
POA3874	11960
POA3875	14560
POA3878	16120
POA3880	16068
POA3882	15600
POA3885	11960
POA3886	7800
POA3887	10660
POA3888	10400
POA3889	12220
POA3890	6344
POA3891	4680
POA3892	11492
POA3893	
POA3895	7800
POA3896	6240
POA3898	12012
POA3900	7800
POA3902	15600
POA3903	10920
POA3904	17992
POA3909	13520
POA3910	18980
POA3911	18512
POA3912	19812
POA3913	19916
POA3915	16640
POA3916	21736
POA3918	19032
POA3919	17680
POA3920	13520
POA3921	17992
POA3922	17160
POA3923	16640
POA3925	17160
POA3926	23712
POA3927	20332
POA3928	18408
POA3929	23452
POA3930	26624
POA3931	20800
POA3933	18252
POA3934	25792
POA3936	21060
POA3937	24596
POA3938	20384
POA3939	18200
POA3940	18200
POA3941	19188
POA3942	20800
POA3943	24024
POA3944	30004
POA3945	15600
POA3946	14820
POA3950	14040
POA3951	11232
POA3953	14040
POA3954	13104
POA3956	13780
POA3957	13520
POA3958	13520
POA3959	13000
POA3960	12272
POA3962	12480
POA3964	10400
POA3965	11440
POA3966	11440
POA3967	9880
POA3971	12272
POA3975	21632
POA3976	18252
POA3977	19760
POA3978	21112
POA3979	10400
POA3980	18200
POA3981	16276
POA3984	15600
POA3987	16380
POA3988	13000
POA3990	16016
POA3991	11700
POA3992	14560
POA3995	14560
POA3996	17940
POA4000	23400
POA4005	23400
POA4006	21840
POA4007	21840
POA4008	18200
POA4009	23400
POA4010	21320
POA4011	18720
POA4012	20020
POA4013	18720
POA4014	23400
POA4017	20280
POA4018	20280
POA4019	17160
POA4020	18720
POA4021	18200
POA4022	19760
POA4025	11076
POA4030	20280
POA4031	19500
POA4032	20020
POA4034	20280
POA4035	24440
POA4036	20176
POA4037	23920
POA4051	19760
POA4053	21320
POA4054	21320
POA4055	22360
POA4059	20800
POA4060	22880
POA4061	25480
POA4064	23400
POA4065	26000
POA4066	21320
POA4067	21320
POA4068	21320
POA4069	28080
POA4070	23920
POA4073	23660
POA4074	22880
POA4075	20800
POA4076	18200
POA4077	17680
POA4078	19240
POA4101	23400
POA4102	22360
POA4103	18980
POA4104	19760
POA4105	19240
POA4106	17420
POA4107	20800
POA4108	18720
POA4109	21320
POA4110	19240
POA4111	15600
POA4112	20800
POA4113	21320
POA4114	15080
POA4115	21840
POA4116	21840
POA4117	21320
POA4118	18720
POA4119	20800
POA4120	19760
POA4121	21320
POA4122	21580
POA4123	21840
POA4124	18720
POA4125	19760
POA4127	17784
POA4128	20800
POA4129	20540
POA4130	22100
POA4131	18200
POA4132	18200
POA4133	19240
POA4151	19760
POA4152	23400
POA4153	23920
POA4154	26520
POA4155	19136
POA4156	25480
POA4157	20020
POA4158	19240
POA4159	22620
POA4160	23400
POA4161	20800
POA4163	20800
POA4164	24440
POA4165	23920
POA4169	22620
POA4170	22880
POA4171	24440
POA4172	23400
POA4173	21840
POA4174	22360
POA4178	21320
POA4179	21840
POA4183	15600
POA4184	13520
POA4205	17680
POA4207	18200
POA4208	23140
POA4209	23140
POA4210	23920
POA4211	22360
POA4212	27300
POA4213	26000
POA4214	24960
POA4215	20800
POA4216	22360
POA4217	22724
POA4218	23400
POA4220	24960
POA4221	23400
POA4223	24700
POA4224	23920
POA4225	21320
POA4226	27040
POA4227	25220
POA4228	26000
POA4270	23400
POA4272	21840
POA4275	20800
POA4280	20800
POA4285	16380
POA4287	11960
POA4300	19760
POA4301	18200
POA4303	14560
POA4304	15600
POA4305	15600
POA4306	19240
POA4307	15080
POA4309	15600
POA4310	15132
POA4311	15600
POA4312	13520
POA4313	13520
POA4314	11960
POA4340	15600
POA4341	16380
POA4342	15600
POA4343	15340
POA4344	16016
POA4346	15600
POA4347	14560
POA4350	15860
POA4352	18720
POA4353	13520
POA4354	13156
POA4355	13936
POA4356	14040
POA4357	12012
POA4358	15080
POA4359	13260
POA4360	13780
POA4361	12740
POA4362	13520
POA4363	13260
POA4364	12220
POA4365	12740
POA4370	13520
POA4371	12220
POA4372	8840
POA4373	12480
POA4374	11960
POA4375	11700
POA4376	11076
POA4377	13260
POA4378	13780
POA4380	13000
POA4381	13520
POA4382	12480
POA4383	10816
POA4384	15600
POA4385	10400
POA4387	10400
POA4388	7800
POA4390	15340
POA4400	16120
POA4401	13780
POA4402	7280
POA4403	11700
POA4404	9100
POA4405	13260
POA4406	10920
POA4407	10296
POA4408	10400
POA4410	10400
POA4411	7800
POA4412	7280
POA4413	13000
POA4415	10400
POA4416	10400
POA4417	7800
POA4418	2600
POA4419	8320
POA4420	8996
POA4421	9360
POA4422	6500
POA4423	5200
POA4424	9360
POA4425	6240
POA4426	5720
POA4427	9464
POA4428	8060
POA4454	7800
POA4455	13000
POA4461	13000
POA4462	
POA4465	8840
POA4467	5720
POA4468	5720
POA4470	9256
POA4472	8164
POA4474	3224
POA4477	5200
POA4478	7488
POA4479	
POA4480	7280
POA4481	4680
POA4482	5876
POA4486	7280
POA4487	10920
POA4488	8060
POA4489	8060
POA4490	6500
POA4491	4836
POA4492	7956
POA4493	
POA4494	3900
POA4496	10660
POA4497	6864
POA4498	5720
POA4500	19500
POA4501	16640
POA4502	18720
POA4503	18720
POA4504	21580
POA4505	18720
POA4506	17940
POA4507	17420
POA4508	16900
POA4509	21320
POA4510	16900
POA4511	20020
POA4512	17940
POA4514	18200
POA4515	17680
POA4516	19240
POA4517	16900
POA4518	20800
POA4519	20280
POA4520	25376
POA4521	20020
POA4550	20280
POA4551	23400
POA4552	19240
POA4553	26000
POA4554	18876
POA4555	22100
POA4556	23452
POA4557	23868
POA4558	21320
POA4559	20800
POA4560	19500
POA4561	20800
POA4562	24180
POA4563	21840
POA4564	22516
POA4565	22880
POA4566	25480
POA4567	26780
POA4568	21476
POA4569	20020
POA4570	15340
POA4571	15600
POA4572	21320
POA4573	25480
POA4574	15600
POA4575	24440
POA4580	14560
POA4581	14560
POA4600	11440
POA4601	9360
POA4605	7280
POA4606	11440
POA4608	12480
POA4610	13520
POA4611	13000
POA4612	10660
POA4613	9360
POA4614	11440
POA4615	11700
POA4620	10400
POA4621	10400
POA4625	11856
POA4626	10920
POA4627	7280
POA4630	8840
POA4650	13260
POA4655	17680
POA4659	14040
POA4660	14560
POA4662	14040
POA4670	14820
POA4671	13000
POA4673	10400
POA4674	10920
POA4676	7800
POA4677	15600
POA4678	12116
POA4680	14300
POA4694	13000
POA4695	10400
POA4697	9100
POA4699	12376
POA4700	13780
POA4701	14040
POA4702	17160
POA4703	18200
POA4704	13000
POA4705	5720
POA4706	4160
POA4707	5200
POA4709	780
POA4710	18200
POA4711	18200
POA4712	5980
POA4713	6240
POA4714	10400
POA4715	13520
POA4716	10400
POA4717	11440
POA4718	11700
POA4719	10400
POA4720	15600
POA4721	11440
POA4722	10400
POA4723	10920
POA4724	6240
POA4725	10400
POA4726	4888
POA4727	9880
POA4728	5200
POA4730	10400
POA4731	4940
POA4732	4160
POA4733	15600
POA4735	7800
POA4736	5200
POA4737	15600
POA4738	12480
POA4739	9100
POA4740	17680
POA4741	13000
POA4742	14404
POA4743	1664
POA4744	5772
POA4745	5200
POA4746	2860
POA4750	19760
POA4751	18720
POA4753	20800
POA4754	15600
POA4756	13000
POA4757	13000
POA4798	11960
POA4799	11440
POA4800	14560
POA4802	18980
POA4804	10400
POA4805	14040
POA4806	11440
POA4807	11960
POA4808	10400
POA4809	10400
POA4810	15600
POA4811	17680
POA4812	13520
