POA_CODE_2021	MaxSchoolingCompleted	Sex	persons
POA2527	Year 11	F	844
POA2527	Year 11	M	914
POA2527	Year 12	F	4577
POA2527	Year 12	M	3728
POA2528	Did not go to school	F	87
POA2528	Did not go to school	M	90
POA2528	Year 8	F	697
POA2528	Year 8	M	637
POA2528	Year 9	F	1087
POA2528	Year 9	M	965
POA2528	Year 10	F	3385
POA2528	Year 10	M	3341
POA2528	Year 11	F	697
POA2528	Year 11	M	744
POA2528	Year 12	F	3460
POA2528	Year 12	M	3006
POA2529	Did not go to school	F	74
POA2529	Did not go to school	M	55
POA2529	Year 8	F	508
POA2529	Year 8	M	490
POA2529	Year 9	F	923
POA2529	Year 9	M	796
POA2529	Year 10	F	3696
POA2529	Year 10	M	3695
POA2529	Year 11	F	856
POA2529	Year 11	M	972
POA2529	Year 12	F	5644
POA2529	Year 12	M	4811
POA2530	Did not go to school	F	63
POA2530	Did not go to school	M	68
POA2530	Year 8	F	610
POA2530	Year 8	M	600
POA2530	Year 9	F	1350
POA2530	Year 9	M	1178
POA2530	Year 10	F	4657
POA2530	Year 10	M	4619
POA2530	Year 11	F	1042
POA2530	Year 11	M	1197
POA2530	Year 12	F	6158
POA2530	Year 12	M	5304
POA2533	Did not go to school	F	13
POA2533	Did not go to school	M	15
POA2533	Year 8	F	171
POA2533	Year 8	M	197
POA2533	Year 9	F	465
POA2533	Year 9	M	406
POA2533	Year 10	F	1959
POA2533	Year 10	M	1779
POA2533	Year 11	F	429
POA2533	Year 11	M	496
POA2533	Year 12	F	4072
POA2533	Year 12	M	3650
POA2534	Did not go to school	F	4
POA2534	Did not go to school	M	4
POA2534	Year 8	F	71
POA2534	Year 8	M	51
POA2534	Year 9	F	153
POA2534	Year 9	M	151
POA2534	Year 10	F	606
POA2534	Year 10	M	583
POA2534	Year 11	F	137
POA2534	Year 11	M	129
POA2534	Year 12	F	1413
POA2534	Year 12	M	1235
POA2535	Did not go to school	F	6
POA2535	Did not go to school	M	9
POA2535	Year 8	F	104
POA2535	Year 8	M	115
POA2535	Year 9	F	263
POA2535	Year 9	M	294
POA2535	Year 10	F	982
POA2535	Year 10	M	902
POA2535	Year 11	F	198
POA2535	Year 11	M	205
POA2535	Year 12	F	1768
POA2535	Year 12	M	1505
POA2536	Did not go to school	F	21
POA2536	Did not go to school	M	34
POA2536	Year 8	F	379
POA2536	Year 8	M	415
POA2536	Year 9	F	719
POA2536	Year 9	M	683
POA2536	Year 10	F	2579
POA2536	Year 10	M	2500
POA2536	Year 11	F	616
POA2536	Year 11	M	644
POA2536	Year 12	F	3449
POA2536	Year 12	M	3010
POA2537	Did not go to school	F	18
POA2537	Did not go to school	M	15
POA2537	Year 8	F	200
POA2537	Year 8	M	225
POA2537	Year 9	F	424
POA2537	Year 9	M	471
POA2537	Year 10	F	1555
POA2537	Year 10	M	1535
POA2537	Year 11	F	417
POA2537	Year 11	M	439
POA2537	Year 12	F	2633
POA2537	Year 12	M	2311
POA2538	Did not go to school	M	6
POA2538	Year 8	F	44
POA2538	Year 8	M	51
POA2538	Year 9	F	122
POA2538	Year 9	M	98
POA2538	Year 10	F	309
POA2538	Year 10	M	282
POA2538	Year 11	F	66
POA2538	Year 11	M	64
POA2538	Year 12	F	535
POA2538	Year 12	M	443
POA2539	Did not go to school	F	26
POA2539	Did not go to school	M	19
POA2539	Year 8	F	337
POA2539	Year 8	M	371
POA2539	Year 9	F	724
POA2539	Year 9	M	758
POA2539	Year 10	F	2902
POA2539	Year 10	M	2813
POA2539	Year 11	F	579
POA2539	Year 11	M	637
POA2539	Year 12	F	3724
POA2539	Year 12	M	3278
POA2540	Did not go to school	F	50
POA2540	Did not go to school	M	78
POA2540	Year 8	F	964
POA2540	Year 8	M	1055
POA2540	Year 9	F	1912
POA2540	Year 9	M	1972
POA2540	Year 10	F	6512
POA2540	Year 10	M	6609
POA2540	Year 11	F	1342
POA2540	Year 11	M	1484
POA2540	Year 12	F	8177
POA2540	Year 12	M	7181
POA2541	Did not go to school	F	47
POA2541	Did not go to school	M	58
POA2541	Year 8	F	628
POA2541	Year 8	M	645
POA2541	Year 9	F	1142
POA2541	Year 9	M	1108
POA2541	Year 10	F	3477
POA2541	Year 10	M	3405
POA2541	Year 11	F	821
POA2541	Year 11	M	824
POA2541	Year 12	F	4719
POA2541	Year 12	M	3931
POA2545	Did not go to school	F	3
POA2545	Year 8	F	11
POA2545	Year 8	M	24
POA2545	Year 9	F	37
POA2545	Year 9	M	46
POA2545	Year 10	F	168
POA2545	Year 10	M	139
POA2545	Year 11	F	28
POA2545	Year 11	M	36
POA2545	Year 12	F	192
POA2545	Year 12	M	199
POA2546	Did not go to school	F	8
POA2546	Did not go to school	M	11
POA2546	Year 8	F	181
POA2546	Year 8	M	211
POA2546	Year 9	F	334
POA2546	Year 9	M	340
POA2546	Year 10	F	1159
POA2546	Year 10	M	1173
POA2546	Year 11	F	356
POA2546	Year 11	M	369
POA2546	Year 12	F	2078
POA2546	Year 12	M	1734
POA2548	Did not go to school	F	4
POA2548	Did not go to school	M	10
POA2548	Year 8	F	140
POA2548	Year 8	M	125
POA2548	Year 9	F	244
POA2548	Year 9	M	244
POA2548	Year 10	F	969
POA2548	Year 10	M	909
POA2548	Year 11	F	395
POA2548	Year 11	M	388
POA2548	Year 12	F	1888
POA2548	Year 12	M	1585
POA2549	Did not go to school	M	4
POA2549	Year 8	F	75
POA2549	Year 8	M	85
POA2549	Year 9	F	100
POA2549	Year 9	M	160
POA2549	Year 10	F	448
POA2549	Year 10	M	526
POA2549	Year 11	F	198
POA2549	Year 11	M	169
POA2549	Year 12	F	795
POA2549	Year 12	M	648
POA2550	Did not go to school	F	18
POA2550	Did not go to school	M	20
POA2550	Year 8	F	274
POA2550	Year 8	M	374
POA2550	Year 9	F	491
POA2550	Year 9	M	504
POA2550	Year 10	F	1894
POA2550	Year 10	M	2098
POA2550	Year 11	F	611
POA2550	Year 11	M	586
POA2550	Year 12	F	3338
POA2550	Year 12	M	2724
POA2551	Did not go to school	M	10
POA2551	Year 8	F	101
POA2551	Year 8	M	102
POA2551	Year 9	F	142
POA2551	Year 9	M	184
POA2551	Year 10	F	473
POA2551	Year 10	M	459
POA2551	Year 11	F	180
POA2551	Year 11	M	162
POA2551	Year 12	F	559
POA2551	Year 12	M	446
POA2555	Did not go to school	F	3
POA2555	Did not go to school	M	6
POA2555	Year 8	F	13
POA2555	Year 8	M	11
POA2555	Year 9	F	12
POA2555	Year 9	M	10
POA2555	Year 10	F	12
POA2555	Year 10	M	22
POA2555	Year 12	F	21
POA2555	Year 12	M	19
POA2556	Did not go to school	F	15
POA2556	Did not go to school	M	15
POA2556	Year 8	F	70
POA2556	Year 8	M	88
POA2556	Year 9	F	65
POA2556	Year 9	M	79
POA2556	Year 10	F	293
POA2556	Year 10	M	348
POA2556	Year 11	F	58
POA2556	Year 11	M	66
POA2556	Year 12	F	413
POA2556	Year 12	M	355
POA2557	Did not go to school	F	124
POA2557	Did not go to school	M	107
POA2557	Year 8	F	214
POA2557	Year 8	M	247
POA2557	Year 9	F	319
POA2557	Year 9	M	350
POA2557	Year 10	F	1403
POA2557	Year 10	M	1664
POA2557	Year 11	F	395
POA2557	Year 11	M	475
POA2557	Year 12	F	4737
POA2557	Year 12	M	4159
POA2558	Did not go to school	F	59
POA2558	Did not go to school	M	34
POA2558	Year 8	F	184
POA2558	Year 8	M	163
POA2558	Year 9	F	287
POA2558	Year 9	M	307
POA2558	Year 10	F	1150
POA2558	Year 10	M	1223
POA2558	Year 11	F	282
POA2558	Year 11	M	347
POA2558	Year 12	F	2307
POA2558	Year 12	M	2051
POA2559	Did not go to school	F	27
POA2559	Did not go to school	M	18
POA2559	Year 8	F	60
POA2559	Year 8	M	50
POA2559	Year 9	F	80
POA2559	Year 9	M	67
POA2559	Year 10	F	220
POA2559	Year 10	M	171
POA2559	Year 11	F	91
POA2559	Year 11	M	49
POA2559	Year 12	F	500
POA2559	Year 12	M	415
POA2560	Did not go to school	F	359
POA2560	Did not go to school	M	264
POA2560	Year 8	F	1338
POA2560	Year 8	M	1256
POA2560	Year 9	F	2498
POA2560	Year 9	M	2303
POA2560	Year 10	F	8051
POA2560	Year 10	M	8072
POA2560	Year 11	F	2242
POA2560	Year 11	M	2441
POA2560	Year 12	F	16699
POA2560	Year 12	M	15116
POA2563	Year 8	M	8
POA2563	Year 9	F	10
POA2563	Year 9	M	5
POA2563	Year 10	F	30
POA2563	Year 10	M	41
POA2563	Year 11	F	10
POA2563	Year 11	M	8
POA2563	Year 12	F	50
POA2563	Year 12	M	41
POA2564	Did not go to school	F	91
POA2564	Did not go to school	M	59
POA2564	Year 8	F	284
POA2564	Year 8	M	245
POA2564	Year 9	F	398
POA2564	Year 9	M	355
POA2564	Year 10	F	1177
POA2564	Year 10	M	1032
POA2564	Year 11	F	355
POA2564	Year 11	M	332
POA2564	Year 12	F	2961
POA2564	Year 12	M	2756
POA2565	Did not go to school	F	165
POA2565	Did not go to school	M	110
POA2565	Year 8	F	394
POA2565	Year 8	M	336
POA2565	Year 9	F	521
POA2565	Year 9	M	533
POA2565	Year 10	F	2065
POA2565	Year 10	M	2052
POA2565	Year 11	F	613
POA2565	Year 11	M	672
POA2565	Year 12	F	7942
POA2565	Year 12	M	7510
POA2566	Did not go to school	F	170
POA2566	Did not go to school	M	129
POA2566	Year 8	F	443
POA2566	Year 8	M	398
POA2566	Year 9	F	647
POA2566	Year 9	M	648
POA2566	Year 10	F	2345
POA2566	Year 10	M	2437
POA2566	Year 11	F	598
POA2566	Year 11	M	702
POA2566	Year 12	F	6002
POA2566	Year 12	M	5619
POA2567	Did not go to school	F	83
POA2567	Did not go to school	M	65
POA2567	Year 8	F	440
POA2567	Year 8	M	471
POA2567	Year 9	F	955
POA2567	Year 9	M	1054
POA2567	Year 10	F	4072
POA2567	Year 10	M	4556
POA2567	Year 11	F	1122
POA2567	Year 11	M	1284
POA2567	Year 12	F	8880
POA2567	Year 12	M	7359
POA2568	Year 8	F	16
POA2568	Year 8	M	11
POA2568	Year 9	F	43
POA2568	Year 9	M	37
POA2568	Year 10	F	162
POA2568	Year 10	M	153
POA2568	Year 11	F	25
POA2568	Year 11	M	41
POA2568	Year 12	F	218
POA2568	Year 12	M	181
POA2569	Year 8	F	16
POA2569	Year 8	M	26
POA2569	Year 9	F	40
POA2569	Year 9	M	47
POA2569	Year 10	F	188
POA2569	Year 10	M	219
POA2569	Year 11	F	24
POA2569	Year 11	M	31
POA2569	Year 12	F	248
POA2569	Year 12	M	220
POA2570	Did not go to school	F	130
POA2570	Did not go to school	M	118
POA2570	Year 8	F	719
POA2570	Year 8	M	675
POA2570	Year 9	F	1513
POA2570	Year 9	M	1495
POA2570	Year 10	F	6002
POA2570	Year 10	M	6686
POA2570	Year 11	F	1559
POA2570	Year 11	M	1649
POA2570	Year 12	F	13790
POA2570	Year 12	M	11351
POA2571	Did not go to school	F	11
POA2571	Did not go to school	M	9
POA2571	Year 8	F	127
POA2571	Year 8	M	116
POA2571	Year 9	F	290
POA2571	Year 9	M	363
POA2571	Year 10	F	1426
POA2571	Year 10	M	1751
POA2571	Year 11	F	350
POA2571	Year 11	M	425
POA2571	Year 12	F	2633
POA2571	Year 12	M	2118
POA2572	Did not go to school	F	10
POA2572	Did not go to school	M	4
POA2572	Year 8	F	77
POA2572	Year 8	M	102
POA2572	Year 9	F	187
POA2572	Year 9	M	209
POA2572	Year 10	F	677
POA2572	Year 10	M	761
POA2572	Year 11	F	172
POA2572	Year 11	M	196
POA2572	Year 12	F	990
POA2572	Year 12	M	691
POA2573	Did not go to school	F	15
POA2573	Did not go to school	M	10
POA2573	Year 8	F	104
POA2573	Year 8	M	96
POA2573	Year 9	F	207
POA2573	Year 9	M	187
POA2573	Year 10	F	710
POA2573	Year 10	M	844
POA2573	Year 11	F	187
POA2573	Year 11	M	186
POA2573	Year 12	F	979
POA2573	Year 12	M	705
POA2574	Did not go to school	F	4
POA2574	Did not go to school	M	9
POA2574	Year 8	F	98
POA2574	Year 8	M	127
POA2574	Year 9	F	206
POA2574	Year 9	M	241
POA2574	Year 10	F	799
POA2574	Year 10	M	970
POA2574	Year 11	F	179
POA2574	Year 11	M	167
POA2574	Year 12	F	956
POA2574	Year 12	M	714
POA2575	Did not go to school	F	13
POA2575	Did not go to school	M	26
POA2575	Year 8	F	211
POA2575	Year 8	M	212
POA2575	Year 9	F	497
POA2575	Year 9	M	515
POA2575	Year 10	F	1972
POA2575	Year 10	M	2122
POA2575	Year 11	F	585
POA2575	Year 11	M	501
POA2575	Year 12	F	3835
POA2575	Year 12	M	3205
POA2576	Did not go to school	F	23
POA2576	Did not go to school	M	19
POA2576	Year 8	F	135
POA2576	Year 8	M	119
POA2576	Year 9	F	361
POA2576	Year 9	M	303
POA2576	Year 10	F	1391
POA2576	Year 10	M	1015
POA2576	Year 11	F	394
POA2576	Year 11	M	341
POA2576	Year 12	F	3869
POA2576	Year 12	M	3474
POA2577	Did not go to school	F	8
POA2577	Did not go to school	M	19
POA2577	Year 8	F	164
POA2577	Year 8	M	235
POA2577	Year 9	F	402
POA2577	Year 9	M	415
POA2577	Year 10	F	1731
POA2577	Year 10	M	1784
POA2577	Year 11	F	484
POA2577	Year 11	M	484
POA2577	Year 12	F	3856
POA2577	Year 12	M	3318
POA2578	Did not go to school	F	10
POA2578	Did not go to school	M	5
POA2578	Year 8	F	27
POA2578	Year 8	M	26
POA2578	Year 9	F	78
POA2578	Year 9	M	72
POA2578	Year 10	F	314
POA2578	Year 10	M	282
POA2578	Year 11	F	72
POA2578	Year 11	M	71
POA2578	Year 12	F	771
POA2578	Year 12	M	650
POA2579	Did not go to school	F	6
POA2579	Did not go to school	M	9
POA2579	Year 8	F	54
POA2579	Year 8	M	87
POA2579	Year 9	F	116
POA2579	Year 9	M	145
POA2579	Year 10	F	511
POA2579	Year 10	M	576
POA2579	Year 11	F	133
POA2579	Year 11	M	132
POA2579	Year 12	F	915
POA2579	Year 12	M	761
POA2580	Did not go to school	F	54
POA2580	Did not go to school	M	57
POA2580	Year 8	F	579
POA2580	Year 8	M	676
POA2580	Year 9	F	1048
POA2580	Year 9	M	1140
POA2580	Year 10	F	3730
POA2580	Year 10	M	3977
POA2580	Year 11	F	876
POA2580	Year 11	M	896
POA2580	Year 12	F	5697
POA2580	Year 12	M	4864
POA2581	Did not go to school	M	4
POA2581	Year 8	F	14
POA2581	Year 8	M	33
POA2581	Year 9	F	43
POA2581	Year 9	M	73
POA2581	Year 10	F	214
POA2581	Year 10	M	267
POA2581	Year 11	F	71
POA2581	Year 11	M	57
POA2581	Year 12	F	564
POA2581	Year 12	M	471
POA2582	Did not go to school	F	16
POA2582	Did not go to school	M	21
POA2582	Year 8	F	172
POA2582	Year 8	M	179
POA2582	Year 9	F	286
POA2582	Year 9	M	328
POA2582	Year 10	F	1242
POA2582	Year 10	M	1281
POA2582	Year 11	F	362
POA2582	Year 11	M	378
POA2582	Year 12	F	3284
POA2582	Year 12	M	2816
POA2583	Did not go to school	F	3
POA2583	Did not go to school	M	10
POA2583	Year 8	F	109
POA2583	Year 8	M	140
POA2583	Year 9	F	170
POA2583	Year 9	M	185
POA2583	Year 10	F	591
POA2583	Year 10	M	712
POA2583	Year 11	F	139
POA2583	Year 11	M	116
POA2583	Year 12	F	789
POA2583	Year 12	M	605
POA2584	Year 8	F	9
POA2584	Year 8	M	15
POA2584	Year 9	F	12
POA2584	Year 9	M	21
POA2584	Year 10	F	40
POA2584	Year 10	M	50
POA2584	Year 11	F	9
POA2584	Year 11	M	14
POA2584	Year 12	F	113
POA2584	Year 12	M	103
POA2585	Year 8	F	3
POA2585	Year 8	M	10
POA2585	Year 9	F	9
POA2585	Year 9	M	9
POA2585	Year 10	F	23
POA2585	Year 10	M	20
POA2585	Year 11	F	10
POA2585	Year 11	M	4
POA2585	Year 12	F	33
POA2585	Year 12	M	33
POA2586	Did not go to school	F	3
POA2586	Did not go to school	M	5
POA2586	Year 8	F	39
POA2586	Year 8	M	62
POA2586	Year 9	F	92
POA2586	Year 9	M	116
POA2586	Year 10	F	298
POA2586	Year 10	M	347
POA2586	Year 11	F	74
POA2586	Year 11	M	89
POA2586	Year 12	F	501
POA2586	Year 12	M	412
POA2587	Did not go to school	F	8
POA2587	Did not go to school	M	7
POA2587	Year 8	F	62
POA2587	Year 8	M	90
POA2587	Year 9	F	125
POA2587	Year 9	M	116
POA2587	Year 10	F	378
POA2587	Year 10	M	405
POA2587	Year 11	F	109
POA2587	Year 11	M	74
POA2587	Year 12	F	452
POA2587	Year 12	M	369
POA2588	Year 8	F	5
POA2588	Year 8	M	9
POA2588	Year 9	F	9
POA2588	Year 9	M	14
POA2588	Year 10	F	30
POA2588	Year 10	M	33
POA2588	Year 11	F	10
POA2588	Year 11	M	7
POA2588	Year 12	F	59
POA2588	Year 12	M	47
POA2590	Did not go to school	F	12
POA2590	Did not go to school	M	11
POA2590	Year 8	F	180
POA2590	Year 8	M	205
POA2590	Year 9	F	289
POA2590	Year 9	M	274
POA2590	Year 10	F	1035
POA2590	Year 10	M	1033
POA2590	Year 11	F	226
POA2590	Year 11	M	243
POA2590	Year 12	F	1102
POA2590	Year 12	M	884
POA2594	Did not go to school	F	30
POA2594	Did not go to school	M	24
POA2594	Year 8	F	230
POA2594	Year 8	M	315
POA2594	Year 9	F	459
POA2594	Year 9	M	429
POA2594	Year 10	F	1541
POA2594	Year 10	M	1672
POA2594	Year 11	F	446
POA2594	Year 11	M	368
POA2594	Year 12	F	1974
POA2594	Year 12	M	1449
POA2600	Did not go to school	F	8
POA2600	Did not go to school	M	5
POA2600	Year 8	F	59
POA2600	Year 8	M	43
POA2600	Year 9	F	93
POA2600	Year 9	M	56
POA2600	Year 10	F	305
POA2600	Year 10	M	201
POA2600	Year 11	F	151
POA2600	Year 11	M	113
POA2600	Year 12	F	2895
POA2600	Year 12	M	2731
POA2601	Did not go to school	F	7
POA2601	Did not go to school	M	7
POA2601	Year 8	F	5
POA2601	Year 9	F	8
POA2601	Year 9	M	16
POA2601	Year 10	F	70
POA2601	Year 10	M	62
POA2601	Year 11	F	28
POA2601	Year 11	M	44
POA2601	Year 12	F	3228
POA2601	Year 12	M	3007
POA2602	Did not go to school	F	85
POA2602	Did not go to school	M	64
POA2602	Year 8	F	356
POA2602	Year 8	M	261
POA2602	Year 9	F	398
POA2602	Year 9	M	367
POA2602	Year 10	F	1146
POA2602	Year 10	M	1004
POA2602	Year 11	F	455
POA2602	Year 11	M	496
POA2602	Year 12	F	12112
POA2602	Year 12	M	10929
POA2603	Did not go to school	F	16
POA2603	Did not go to school	M	8
POA2603	Year 8	F	78
POA2603	Year 8	M	58
POA2603	Year 9	F	125
POA2603	Year 9	M	89
POA2603	Year 10	F	353
POA2603	Year 10	M	290
POA2603	Year 11	F	196
POA2603	Year 11	M	178
POA2603	Year 12	F	3576
POA2603	Year 12	M	3508
POA2604	Did not go to school	F	17
POA2604	Did not go to school	M	17
POA2604	Year 8	F	105
POA2604	Year 8	M	64
POA2604	Year 9	F	129
POA2604	Year 9	M	98
POA2604	Year 10	F	484
POA2604	Year 10	M	410
POA2604	Year 11	F	182
POA2604	Year 11	M	194
POA2604	Year 12	F	4529
POA2604	Year 12	M	4167
POA2605	Did not go to school	F	25
POA2605	Did not go to school	M	8
POA2605	Year 8	F	128
POA2605	Year 8	M	68
POA2605	Year 9	F	154
POA2605	Year 9	M	128
POA2605	Year 10	F	537
POA2605	Year 10	M	396
POA2605	Year 11	F	206
POA2605	Year 11	M	155
POA2605	Year 12	F	4036
POA2605	Year 12	M	3777
POA2606	Did not go to school	F	36
POA2606	Did not go to school	M	30
POA2606	Year 8	F	116
POA2606	Year 8	M	84
POA2606	Year 9	F	119
POA2606	Year 9	M	110
POA2606	Year 10	F	474
POA2606	Year 10	M	392
POA2606	Year 11	F	174
POA2606	Year 11	M	192
POA2606	Year 12	F	4215
POA2606	Year 12	M	3974
POA2607	Did not go to school	F	36
POA2607	Did not go to school	M	24
POA2607	Year 8	F	142
POA2607	Year 8	M	114
POA2607	Year 9	F	200
POA2607	Year 9	M	158
POA2607	Year 10	F	707
POA2607	Year 10	M	599
POA2607	Year 11	F	226
POA2607	Year 11	M	288
POA2607	Year 12	F	4692
POA2607	Year 12	M	4391
POA2609	Did not go to school	F	4
POA2609	Year 8	F	14
POA2609	Year 8	M	24
POA2609	Year 9	F	31
POA2609	Year 9	M	31
POA2609	Year 10	F	70
POA2609	Year 10	M	106
POA2609	Year 11	F	28
POA2609	Year 11	M	34
POA2609	Year 12	F	167
POA2609	Year 12	M	250
POA2611	Did not go to school	F	56
POA2611	Did not go to school	M	43
POA2611	Year 8	F	324
POA2611	Year 8	M	272
POA2611	Year 9	F	475
POA2611	Year 9	M	407
POA2611	Year 10	F	1642
POA2611	Year 10	M	1371
POA2611	Year 11	F	590
POA2611	Year 11	M	598
POA2611	Year 12	F	11268
POA2611	Year 12	M	10590
POA2612	Did not go to school	F	16
POA2612	Did not go to school	M	14
POA2612	Year 8	F	75
POA2612	Year 8	M	73
POA2612	Year 9	F	101
POA2612	Year 9	M	93
POA2612	Year 10	F	365
POA2612	Year 10	M	371
POA2612	Year 11	F	211
POA2612	Year 11	M	220
POA2612	Year 12	F	7216
POA2612	Year 12	M	7534
POA2614	Did not go to school	F	40
POA2614	Did not go to school	M	46
POA2614	Year 8	F	238
POA2614	Year 8	M	183
POA2614	Year 9	F	265
POA2614	Year 9	M	242
POA2614	Year 10	F	972
POA2614	Year 10	M	787
POA2614	Year 11	F	360
POA2614	Year 11	M	338
POA2614	Year 12	F	6476
POA2614	Year 12	M	6150
POA2615	Did not go to school	F	148
POA2615	Did not go to school	M	99
POA2615	Year 8	F	492
POA2615	Year 8	M	464
POA2615	Year 9	F	792
POA2615	Year 9	M	712
POA2615	Year 10	F	3026
POA2615	Year 10	M	2868
POA2615	Year 11	F	1006
POA2615	Year 11	M	1097
POA2615	Year 12	F	13033
POA2615	Year 12	M	12269
POA2617	Did not go to school	F	90
POA2617	Did not go to school	M	103
POA2617	Year 8	F	398
POA2617	Year 8	M	336
POA2617	Year 9	F	394
POA2617	Year 9	M	409
POA2617	Year 10	F	1625
POA2617	Year 10	M	1466
POA2617	Year 11	F	538
POA2617	Year 11	M	650
POA2617	Year 12	F	12704
POA2617	Year 12	M	12456
POA2618	Year 8	F	11
POA2618	Year 8	M	16
POA2618	Year 9	F	19
POA2618	Year 9	M	29
POA2618	Year 10	F	99
POA2618	Year 10	M	102
POA2618	Year 11	F	30
POA2618	Year 11	M	25
POA2618	Year 12	F	403
POA2618	Year 12	M	342
POA2619	Did not go to school	M	4
POA2619	Year 8	F	67
POA2619	Year 8	M	80
POA2619	Year 9	F	129
POA2619	Year 9	M	125
POA2619	Year 10	F	617
POA2619	Year 10	M	558
POA2619	Year 11	F	216
POA2619	Year 11	M	249
POA2619	Year 12	F	2712
POA2619	Year 12	M	2565
POA2620	Did not go to school	F	107
POA2620	Did not go to school	M	89
POA2620	Year 8	F	637
POA2620	Year 8	M	634
POA2620	Year 9	F	760
POA2620	Year 9	M	839
POA2620	Year 10	F	3163
POA2620	Year 10	M	3732
POA2620	Year 11	F	1027
POA2620	Year 11	M	1151
POA2620	Year 12	F	11453
POA2620	Year 12	M	11038
POA2621	Did not go to school	M	3
POA2621	Year 8	F	36
POA2621	Year 8	M	64
POA2621	Year 9	F	101
POA2621	Year 9	M	141
POA2621	Year 10	F	400
POA2621	Year 10	M	550
POA2621	Year 11	F	165
POA2621	Year 11	M	177
POA2621	Year 12	F	1797
POA2621	Year 12	M	1566
POA2622	Did not go to school	F	10
POA2622	Did not go to school	M	3
POA2622	Year 8	F	42
POA2622	Year 8	M	58
POA2622	Year 9	F	85
POA2622	Year 9	M	124
POA2622	Year 10	F	392
POA2622	Year 10	M	426
POA2622	Year 11	F	107
POA2622	Year 11	M	98
POA2622	Year 12	F	944
POA2622	Year 12	M	853
POA2623	Did not go to school	M	3
POA2623	Year 8	F	9
POA2623	Year 8	M	14
POA2623	Year 9	F	16
POA2623	Year 9	M	13
POA2623	Year 10	F	60
POA2623	Year 10	M	73
POA2623	Year 11	F	21
POA2623	Year 11	M	18
POA2623	Year 12	F	108
POA2623	Year 12	M	112
POA2624	Year 9	M	5
POA2624	Year 10	F	3
POA2624	Year 10	M	7
POA2624	Year 11	F	7
POA2624	Year 11	M	9
POA2624	Year 12	F	34
POA2624	Year 12	M	53
POA2625	Did not go to school	M	3
POA2625	Year 9	M	4
POA2625	Year 10	F	18
POA2625	Year 10	M	12
POA2625	Year 11	F	3
POA2625	Year 11	M	5
POA2625	Year 12	F	90
POA2625	Year 12	M	110
POA2626	Year 8	F	3
POA2626	Year 8	M	5
POA2626	Year 9	F	10
POA2626	Year 9	M	17
POA2626	Year 10	F	51
POA2626	Year 10	M	74
POA2626	Year 11	F	20
POA2626	Year 11	M	15
POA2626	Year 12	F	97
POA2626	Year 12	M	89
POA2627	Did not go to school	F	3
POA2627	Did not go to school	M	5
POA2627	Year 8	F	35
POA2627	Year 8	M	52
POA2627	Year 9	F	75
POA2627	Year 9	M	80
POA2627	Year 10	F	316
POA2627	Year 10	M	508
POA2627	Year 11	F	136
POA2627	Year 11	M	167
POA2627	Year 12	F	1438
POA2627	Year 12	M	1348
POA2628	Did not go to school	F	4
POA2628	Did not go to school	M	3
POA2628	Year 8	F	28
POA2628	Year 8	M	27
POA2628	Year 9	F	42
POA2628	Year 9	M	50
POA2628	Year 10	F	218
POA2628	Year 10	M	271
POA2628	Year 11	F	69
POA2628	Year 11	M	63
POA2628	Year 12	F	446
POA2628	Year 12	M	420
POA2629	Year 8	F	8
POA2629	Year 8	M	15
POA2629	Year 9	F	23
POA2629	Year 9	M	27
POA2629	Year 10	F	58
POA2629	Year 10	M	67
POA2629	Year 11	F	19
POA2629	Year 11	M	15
POA2629	Year 12	F	80
POA2629	Year 12	M	83
POA2630	Did not go to school	F	17
POA2630	Did not go to school	M	22
POA2630	Year 8	F	154
POA2630	Year 8	M	179
POA2630	Year 9	F	239
POA2630	Year 9	M	269
POA2630	Year 10	F	974
POA2630	Year 10	M	1070
POA2630	Year 11	F	242
POA2630	Year 11	M	251
POA2630	Year 12	F	1765
POA2630	Year 12	M	1519
POA2631	Did not go to school	M	4
POA2631	Year 8	F	10
POA2631	Year 8	M	21
POA2631	Year 9	F	17
POA2631	Year 9	M	14
POA2631	Year 10	F	68
POA2631	Year 10	M	91
POA2631	Year 11	F	14
POA2631	Year 11	M	12
POA2631	Year 12	F	120
POA2631	Year 12	M	92
POA2632	Did not go to school	F	3
POA2632	Did not go to school	M	3
POA2632	Year 8	F	33
POA2632	Year 8	M	67
POA2632	Year 9	F	79
POA2632	Year 9	M	81
POA2632	Year 10	F	210
POA2632	Year 10	M	263
POA2632	Year 11	F	62
POA2632	Year 11	M	71
POA2632	Year 12	F	315
POA2632	Year 12	M	216
POA2633	Year 8	F	13
POA2633	Year 8	M	13
POA2633	Year 9	F	9
POA2633	Year 9	M	11
POA2633	Year 10	F	37
POA2633	Year 10	M	31
POA2633	Year 11	F	13
POA2633	Year 11	M	13
POA2633	Year 12	F	47
POA2633	Year 12	M	62
POA2640	Did not go to school	F	97
POA2640	Did not go to school	M	88
POA2640	Year 8	F	573
POA2640	Year 8	M	566
POA2640	Year 9	F	973
POA2640	Year 9	M	1063
POA2640	Year 10	F	3608
POA2640	Year 10	M	3706
POA2640	Year 11	F	1788
POA2640	Year 11	M	1794
POA2640	Year 12	F	8897
POA2640	Year 12	M	7171
POA2641	Did not go to school	F	123
POA2641	Did not go to school	M	106
POA2641	Year 8	F	399
POA2641	Year 8	M	396
POA2641	Year 9	F	602
POA2641	Year 9	M	613
POA2641	Year 10	F	1985
