POA_CODE_2021	medianTotalHouseholdIncome
POA4809	67756
POA4810	83720
POA4811	93964
POA4812	70304
POA4814	89284
POA4815	77272
POA4816	67600
POA4817	97032
POA4818	107848
POA4819	52052
POA4820	69732
POA4821	70304
POA4822	92040
POA4823	90220
POA4824	100360
POA4825	115024
POA4828	69628
POA4829	81692
POA4830	63596
POA4849	44304
POA4850	60372
POA4852	64688
POA4854	67392
POA4855	63700
POA4856	60892
POA4858	73788
POA4859	60008
POA4860	61100
POA4861	58812
POA4865	91000
POA4868	80808
POA4869	90740
POA4870	78520
POA4871	65000
POA4872	65156
POA4873	63336
POA4874	135512
POA4875	70824
POA4876	68848
POA4877	74152
POA4878	80860
POA4879	88452
POA4880	67808
POA4881	70304
POA4882	76908
POA4883	59956
POA4884	69264
POA4885	65988
POA4886	54028
POA4887	49660
POA4888	44668
POA4890	88296
POA4891	50648
POA4892	56160
POA4895	53456
POA5000	70980
POA5006	97084
POA5007	86996
POA5008	77428
POA5009	81172
POA5010	63908
POA5011	89908
POA5012	68640
POA5013	65208
POA5014	71344
POA5015	74360
POA5016	86060
POA5017	59488
POA5018	81432
POA5019	74724
POA5020	91416
POA5021	80496
POA5022	97292
POA5023	70044
POA5024	86944
POA5025	88920
POA5031	86528
POA5032	85020
POA5033	73736
POA5034	105040
POA5035	84604
POA5037	81900
POA5038	80756
POA5039	80808
POA5040	76336
POA5041	105300
POA5042	76752
POA5043	67964
POA5044	89648
POA5045	83200
POA5046	73892
POA5047	74568
POA5048	81952
POA5049	96356
POA5050	97292
POA5051	112944
POA5052	112736
POA5061	119132
POA5062	114088
POA5063	99632
POA5064	110812
POA5065	96668
POA5066	124748
POA5067	94640
POA5068	89700
POA5069	102752
POA5070	78364
POA5072	93444
POA5073	86684
POA5074	75244
POA5075	76804
POA5076	100776
POA5081	106912
POA5082	103740
POA5083	92508
POA5084	68328
POA5085	87984
POA5086	81848
POA5087	79872
POA5088	70876
POA5089	105976
POA5090	66040
POA5091	89076
POA5092	77584
POA5093	73684
POA5094	68640
POA5095	86268
POA5096	74984
POA5097	81328
POA5098	71500
POA5106	27300
POA5107	72020
POA5108	63752
POA5109	65260
POA5110	72956
POA5111	70200
POA5112	51584
POA5113	49088
POA5114	77012
POA5115	74828
POA5116	67652
POA5117	116896
POA5118	77376
POA5120	91676
POA5121	72280
POA5125	95732
POA5126	94068
POA5127	90116
POA5131	116636
POA5132	108784
POA5133	116116
POA5134	98540
POA5136	120432
POA5137	120224
POA5138	103376
POA5139	108628
POA5140	136500
POA5141	116532
POA5142	108108
POA5144	88348
POA5150	138632
POA5151	124072
POA5152	126360
POA5153	105716
POA5154	133172
POA5155	107848
POA5156	115908
POA5157	100672
POA5158	96564
POA5159	93652
POA5160	37700
POA5161	69368
POA5162	68016
POA5163	62868
POA5164	46228
POA5165	62088
POA5166	55744
POA5167	74828
POA5168	65000
POA5169	79404
POA5170	71760
POA5171	78156
POA5172	94068
POA5173	67080
POA5174	75140
POA5201	102596
POA5202	79924
POA5203	55588
POA5204	49244
POA5210	85644
POA5211	51688
POA5212	55796
POA5213	69160
POA5214	48776
POA5220	57200
POA5221	44772
POA5222	52208
POA5223	62868
POA5231	99424
POA5232	97500
POA5233	92924
POA5234	91208
POA5235	70980
POA5236	61984
POA5237	61984
POA5238	43576
POA5240	102336
POA5241	79508
POA5242	96252
POA5243	105248
POA5244	89128
POA5245	92976
POA5250	110604
POA5251	84968
POA5252	91936
POA5253	56316
POA5254	71188
POA5255	70928
POA5256	45448
POA5259	65260
POA5260	47424
POA5261	60476
POA5262	75816
POA5263	88816
POA5264	54028
POA5265	56576
POA5266	75972
POA5267	73424
POA5268	77116
POA5269	75348
POA5270	95108
POA5271	74100
POA5272	74984
POA5273	81224
POA5275	60060
POA5276	63804
POA5277	65156
POA5278	61308
POA5279	61100
POA5280	56940
POA5290	62244
POA5291	96772
POA5301	58968
POA5302	71136
POA5303	87724
POA5304	64324
POA5306	55224
POA5307	43212
POA5308	48048
POA5309	50232
POA5310	58500
POA5311	57044
POA5320	41028
POA5321	45032
POA5322	65572
POA5330	53664
POA5331	65364
POA5332	58968
POA5333	64636
POA5340	71604
POA5341	62036
POA5342	77376
POA5343	55900
POA5344	77064
POA5345	57200
POA5346	66404
POA5350	114660
POA5351	92872
POA5352	77428
POA5353	67964
POA5354	42536
POA5355	71968
POA5356	76544
POA5357	46280
POA5360	97084
POA5371	103220
POA5372	91260
POA5373	62504
POA5374	50076
POA5381	38428
POA5400	88816
POA5401	60632
POA5410	76076
POA5411	72176
POA5412	52624
POA5413	51064
POA5414	59904
POA5415	75452
POA5416	58500
POA5417	47788
POA5418	43316
POA5419	47632
POA5420	84500
POA5421	30628
POA5422	38012
POA5431	54756
POA5432	61724
POA5433	53612
POA5434	63440
POA5440	53248
POA5451	64532
POA5452	74724
POA5453	73372
POA5454	57824
POA5455	74724
POA5460	64636
POA5461	59540
POA5462	65988
POA5464	68068
POA5470	54600
POA5471	68224
POA5472	45500
POA5473	48620
POA5480	53768
POA5481	50960
POA5482	64480
POA5483	73632
POA5485	65520
POA5490	67860
POA5491	65780
POA5493	43316
POA5495	48776
POA5501	88816
POA5502	80860
POA5510	62816
POA5520	44824
POA5521	47632
POA5522	48412
POA5523	58812
POA5540	55120
POA5550	61048
POA5552	66976
POA5554	60788
POA5555	53300
POA5556	47632
POA5558	50388
POA5560	49192
POA5570	41080
POA5571	47632
POA5572	74724
POA5573	56576
POA5575	52052
POA5576	48464
POA5577	50336
POA5580	56836
POA5581	48776
POA5582	48724
POA5583	41288
POA5600	80496
POA5601	58500
POA5602	62244
POA5603	57460
POA5604	44200
POA5605	55484
POA5606	64636
POA5607	78208
POA5608	50648
POA5609	102440
POA5611	30368
POA5630	87724
POA5631	82524
POA5632	102856
POA5633	58500
POA5640	59332
POA5641	66196
POA5642	54652
POA5650	94224
POA5651	58500
POA5652	72228
POA5653	90948
POA5654	60632
POA5655	58500
POA5660	110448
POA5661	59748
POA5670	65312
POA5671	40248
POA5680	58760
POA5690	70564
POA5700	62348
POA5701	46748
POA5710	95212
POA5713	71500
POA5715	84500
POA5717	62816
POA5719	112632
POA5720	91572
POA5722	36556
POA5723	39832
POA5724	108316
POA5725	163280
POA5730	71500
POA5731	80132
POA5732	33332
POA5733	46800
POA5734	36712
POA5950	
POA6000	102128
POA6003	95836
POA6004	104260
POA6005	99736
POA6006	120796
POA6007	122148
POA6008	116168
POA6009	135720
POA6010	125684
POA6011	179608
POA6012	110864
POA6014	119028
POA6015	192400
POA6016	121056
POA6017	76700
POA6018	114920
POA6019	113776
POA6020	123448
POA6021	93392
POA6022	96512
POA6023	124488
POA6024	98644
POA6025	109616
POA6026	111176
POA6027	104832
POA6028	132080
POA6029	144508
POA6030	94900
POA6031	110032
POA6032	88816
POA6033	119964
POA6034	105248
POA6035	88348
POA6036	99164
POA6037	79352
POA6038	105820
POA6041	68172
POA6042	49868
POA6043	59072
POA6044	56472
POA6050	108576
POA6051	84396
POA6052	106652
POA6053	105924
POA6054	83200
POA6055	112268
POA6056	76440
POA6057	94432
POA6058	83928
POA6059	87568
POA6060	85436
POA6061	71448
POA6062	84084
POA6063	84864
POA6064	73944
POA6065	110916
POA6066	89752
POA6067	44148
POA6068	71500
POA6069	106236
POA6070	124176
POA6071	112476
POA6072	112788
POA6073	92196
POA6074	95940
POA6076	101088
POA6077	75296
POA6078	112840
POA6079	107224
POA6081	115700
POA6082	100932
POA6083	116844
POA6084	107952
POA6090	90948
POA6100	98592
POA6101	102648
POA6102	73320
POA6103	89596
POA6104	86632
POA6105	81016
POA6106	29900
POA6107	89804
POA6108	81692
POA6109	70616
POA6110	84136
POA6111	80236
POA6112	96356
POA6121	123760
POA6122	109408
POA6123	102596
POA6124	106964
POA6125	104364
POA6126	75816
POA6147	75816
POA6148	99008
POA6149	112060
POA6150	109824
POA6151	109876
POA6152	99788
POA6153	121680
POA6154	107068
POA6155	116636
POA6156	111020
POA6157	95576
POA6158	118976
POA6159	124124
POA6160	94744
POA6161	106184
POA6162	97500
POA6163	85176
POA6164	114920
POA6165	68224
POA6166	110188
POA6167	79976
POA6168	61152
POA6169	77220
POA6170	104624
POA6171	108992
POA6172	99892
POA6173	129584
POA6174	98332
POA6175	113360
POA6176	110344
POA6180	95524
POA6181	137436
POA6182	
POA6207	113932
POA6208	67860
POA6209	58344
POA6210	63544
POA6211	74672
POA6213	71916
POA6214	97500
POA6215	68224
POA6218	56836
POA6219	78936
POA6220	76180
POA6221	99632
POA6223	84448
POA6224	70148
POA6225	64480
POA6226	128596
POA6227	108472
POA6228	71500
POA6229	38532
POA6230	76388
POA6232	88972
POA6233	98176
POA6236	103428
POA6237	100308
POA6239	73112
POA6240	68224
POA6243	43316
POA6244	66872
POA6251	65884
POA6252	66040
POA6253	49452
POA6254	55536
POA6255	62816
POA6256	78832
POA6258	66300
POA6260	65728
POA6262	54288
POA6271	76180
POA6275	57304
POA6280	71864
POA6281	92040
POA6282	114036
POA6284	99320
POA6285	85332
POA6286	86216
POA6288	67496
POA6290	46852
POA6302	58552
POA6304	54860
POA6306	68536
POA6308	59696
POA6309	59384
POA6311	66404
POA6312	68224
POA6313	69056
POA6315	62712
POA6316	66612
POA6317	70200
POA6318	72748
POA6320	67964
POA6321	60632
POA6322	61724
POA6323	54080
POA6324	61932
POA6326	83304
POA6327	77012
POA6328	69784
POA6330	70148
POA6333	58968
POA6335	78832
POA6336	71188
POA6337	91780
POA6338	69472
POA6341	91832
POA6343	95316
POA6346	93652
POA6348	80184
POA6350	60736
POA6351	61724
POA6352	73632
POA6353	89180
POA6355	93184
POA6356	88816
POA6357	106600
POA6358	80600
POA6359	72696
POA6361	63648
POA6363	121316
POA6365	82316
POA6367	51272
POA6368	76336
POA6369	75712
POA6370	67444
POA6372	53612
POA6373	110500
POA6375	68952
POA6383	57980
POA6384	162448
POA6385	142948
POA6386	97500
POA6390	90064
POA6391	91520
POA6392	71084
POA6393	53872
POA6394	74100
POA6395	75504
POA6396	81796
POA6397	46800
POA6398	41288
POA6401	65676
POA6403	58500
POA6405	66196
POA6407	85228
POA6409	58500
POA6410	49816
POA6411	110500
POA6412	71500
POA6413	45032
POA6414	94224
POA6415	72592
POA6418	64272
POA6419	60632
POA6420	80184
POA6421	75816
POA6422	110500
POA6423	59540
POA6424	136448
POA6425	103948
POA6426	69056
POA6427	
POA6428	123448
POA6429	62816
POA6430	126308
POA6431	79196
POA6432	104052
POA6434	77948
POA6436	46800
POA6437	133224
POA6438	75192
POA6440	50232
POA6442	110708
POA6443	43524
POA6445	50232
POA6446	84500
POA6447	97500
POA6448	80184
POA6450	78780
POA6452	117000
POA6460	55588
POA6461	60372
POA6462	67184
POA6463	87724
POA6465	61724
POA6466	74724
POA6467	97448
POA6468	83408
POA6470	142948
POA6472	86112
POA6473	84500
POA6475	68224
POA6476	62816
POA6477	73112
POA6479	79612
POA6480	58500
POA6484	37648
POA6485	45032
POA6487	71500
POA6488	46020
POA6489	36920
POA6490	56524
POA6501	96668
POA6502	71708
POA6503	79300
POA6504	63648
POA6505	88816
POA6506	79612
POA6507	98956
POA6509	86632
POA6510	75868
POA6511	54288
POA6512	71500
POA6513	85748
POA6514	46228
POA6515	76076
POA6516	61724
POA6517	70200
POA6518	43524
POA6519	71032
POA6521	91728
POA6522	76336
POA6525	60736
POA6528	66456
POA6530	77116
POA6532	104468
POA6535	55536
POA6536	58344
POA6537	62244
POA6556	103012
POA6558	98540
POA6560	79040
POA6562	80444
POA6564	69316
POA6566	61880
POA6567	70564
POA6568	89856
POA6569	83408
POA6571	88816
POA6572	97500
POA6574	94224
POA6575	60632
POA6603	68640
POA6605	97500
POA6606	49348
POA6608	81224
POA6609	98644
POA6612	94224
POA6613	121316
POA6614	55224
POA6616	81224
POA6620	91728
POA6623	70616
POA6625	94224
POA6627	94224
POA6628	46800
POA6630	62088
POA6631	169000
POA6632	94224
POA6635	81224
POA6638	62608
POA6639	49348
POA6640	35464
POA6642	64636
POA6646	57668
POA6701	72748
POA6705	67600
POA6707	103116
POA6710	127036
POA6712	
POA6713	190528
POA6714	165776
POA6716	105456
POA6718	55848
POA6720	171080
POA6721	175188
POA6722	134940
POA6725	106080
POA6726	113412
POA6728	70564
POA6740	60580
POA6743	102492
POA6751	157508
POA6753	148200
POA6754	167180
POA6758	68692
POA6760	53820
POA6762	56316
POA6765	63752
POA6770	55432
POA6798	109668
POA6799	130988
POA7000	96616
POA7004	94640
POA7005	98956
POA7007	98384
POA7008	91000
POA7009	74204
POA7010	63544
POA7011	67340
POA7012	86164
POA7015	82940
POA7016	61724
POA7017	98020
POA7018	81900
POA7019	67912
POA7020	112528
POA7021	97604
POA7022	71916
POA7023	67704
POA7024	118300
POA7025	81952
POA7026	81120
POA7027	45760
POA7030	67340
POA7050	78936
POA7052	93912
POA7053	99320
POA7054	98540
POA7055	92716
POA7109	72644
POA7112	52832
POA7113	62660
POA7116	58708
POA7117	50024
POA7119	53248
POA7120	53404
POA7139	58500
POA7140	62244
POA7150	74620
POA7155	73424
POA7162	77012
POA7163	72644
POA7170	120952
POA7171	79144
POA7172	70824
POA7173	71916
POA7174	60424
POA7175	67600
POA7176	81224
POA7177	65884
POA7178	39832
POA7179	47788
POA7180	40664
POA7182	47424
POA7183	35724
POA7184	41340
POA7185	66248
POA7186	53248
POA7187	52520
POA7190	50700
POA7209	46956
POA7210	44304
POA7211	61984
POA7212	68640
POA7213	43472
POA7214	40300
POA7215	48412
POA7216	44044
POA7248	58292
POA7249	70148
POA7250	72800
POA7252	84188
POA7253	47372
POA7254	66716
POA7255	56940
POA7256	69160
POA7257	37700
POA7258	122616
POA7259	74516
POA7260	54132
POA7261	43992
POA7262	63648
POA7263	52312
POA7264	40456
POA7265	48204
POA7267	87724
POA7268	73320
POA7270	49920
POA7275	67808
POA7276	71760
POA7277	85748
POA7290	77116
POA7291	88452
POA7292	91364
POA7300	78208
POA7301	63908
POA7302	64844
POA7303	59696
POA7304	55848
POA7305	57772
POA7306	61464
POA7307	64480
POA7310	62088
POA7315	59072
POA7316	70824
POA7320	61724
POA7321	69732
POA7322	57200
POA7325	59904
POA7330	67184
POA7331	70252
POA7466	45500
POA7467	44252
POA7468	70044
POA7469	49348
POA7470	50024
POA9494	
POA9797	117000
