POA_CODE_2021	AustCitizen	persons
POA2213	1	20803
POA2214	0	256
POA2214	1	3818
POA2216	0	7896
POA2216	1	20131
POA2217	0	7048
POA2217	1	21625
POA2218	0	4221
POA2218	1	11961
POA2219	0	1528
POA2219	1	12243
POA2220	0	13821
POA2220	1	19940
POA2221	0	2170
POA2221	1	14895
POA2222	0	3061
POA2222	1	9599
POA2223	0	2930
POA2223	1	18473
POA2224	0	1292
POA2224	1	13267
POA2225	0	328
POA2225	1	5232
POA2226	0	1120
POA2226	1	11934
POA2227	0	1185
POA2227	1	14179
POA2228	0	2694
POA2228	1	18307
POA2229	0	2653
POA2229	1	28290
POA2230	0	2879
POA2230	1	27811
POA2231	0	202
POA2231	1	2326
POA2232	0	3413
POA2232	1	31891
POA2233	0	1688
POA2233	1	28272
POA2234	0	1649
POA2234	1	28999
POA2250	0	8383
POA2250	1	62785
POA2251	0	2718
POA2251	1	31003
POA2256	0	1878
POA2256	1	14161
POA2257	0	3182
POA2257	1	27221
POA2258	0	472
POA2258	1	4781
POA2259	0	6488
POA2259	1	59748
POA2260	0	2437
POA2260	1	23408
POA2261	0	5203
POA2261	1	49926
POA2262	0	1796
POA2262	1	19615
POA2263	0	2577
POA2263	1	21977
POA2264	0	1309
POA2264	1	14853
POA2265	0	561
POA2265	1	6903
POA2267	0	259
POA2267	1	2661
POA2278	0	96
POA2278	1	2469
POA2280	0	1669
POA2280	1	25514
POA2281	0	1026
POA2281	1	14297
POA2282	0	997
POA2282	1	15149
POA2283	0	1788
POA2283	1	22631
POA2284	0	1022
POA2284	1	11590
POA2285	0	2513
POA2285	1	31356
POA2286	0	286
POA2286	1	4404
POA2287	0	4499
POA2287	1	36346
POA2289	0	1370
POA2289	1	18887
POA2290	0	2453
POA2290	1	32459
POA2291	0	926
POA2291	1	13353
POA2292	0	297
POA2292	1	2325
POA2293	0	316
POA2293	1	2986
POA2294	0	207
POA2294	1	1854
POA2295	0	652
POA2295	1	7439
POA2296	0	179
POA2296	1	1847
POA2297	0	171
POA2297	1	1630
POA2298	0	1366
POA2298	1	8775
POA2299	0	2211
POA2299	1	9694
POA2300	0	1481
POA2300	1	10577
POA2302	0	262
POA2302	1	1149
POA2303	0	1149
POA2303	1	8561
POA2304	0	1691
POA2304	1	14116
POA2305	0	1032
POA2305	1	12076
POA2306	0	518
POA2306	1	2903
POA2307	0	623
POA2307	1	3914
POA2308	0	433
POA2308	1	925
POA2311	0	47
POA2311	1	866
POA2312	0	112
POA2312	1	1388
POA2315	0	1583
POA2315	1	13704
POA2316	0	604
POA2316	1	5973
POA2317	0	558
POA2317	1	5995
POA2318	0	889
POA2318	1	12778
POA2319	0	590
POA2319	1	6297
POA2320	0	2749
POA2320	1	36414
POA2321	0	1199
POA2321	1	18658
POA2322	0	1800
POA2322	1	22573
POA2323	0	2065
POA2323	1	23986
POA2324	0	2304
POA2324	1	23139
POA2325	0	3848
POA2325	1	27225
POA2326	0	512
POA2326	1	7359
POA2327	0	564
POA2327	1	7266
POA2328	0	230
POA2328	1	2276
POA2329	0	262
POA2329	1	1876
POA2330	0	2065
POA2330	1	19380
POA2331	0	170
POA2331	1	411
POA2333	0	1578
POA2333	1	12217
POA2334	0	179
POA2334	1	3170
POA2335	0	550
POA2335	1	7574
POA2336	0	223
POA2336	1	2366
POA2337	0	924
POA2337	1	7136
POA2338	0	165
POA2338	1	1238
POA2339	0	104
POA2339	1	614
POA2340	0	6386
POA2340	1	46050
POA2341	0	125
POA2341	1	1353
POA2342	0	49
POA2342	1	416
POA2343	0	672
POA2343	1	4186
POA2344	0	41
POA2344	1	633
POA2345	0	43
POA2345	1	664
POA2346	0	319
POA2346	1	2714
POA2347	0	213
POA2347	1	1652
POA2350	0	4812
POA2350	1	22099
POA2352	0	206
POA2352	1	2744
POA2353	0	107
POA2353	1	1094
POA2354	0	380
POA2354	1	3104
POA2355	0	64
POA2355	1	563
POA2356	0	27
POA2356	1	97
POA2357	0	699
POA2357	1	3370
POA2358	0	311
POA2358	1	3416
POA2359	0	102
POA2359	1	608
POA2360	0	1840
POA2360	1	13155
POA2361	0	110
POA2361	1	817
POA2365	0	630
POA2365	1	3132
POA2369	0	87
POA2369	1	784
POA2370	0	1062
POA2370	1	6723
POA2371	0	139
POA2371	1	1019
POA2372	0	498
POA2372	1	4291
POA2379	0	33
POA2379	1	258
POA2380	0	1258
POA2380	1	9860
POA2381	0	145
POA2381	1	1157
POA2382	0	193
POA2382	1	1188
POA2386	0	53
POA2386	1	240
POA2387	0	41
POA2387	1	160
POA2388	0	435
POA2388	1	2119
POA2390	0	917
POA2390	1	7623
POA2395	0	109
POA2395	1	616
POA2396	0	121
POA2396	1	713
POA2397	0	41
POA2397	1	245
POA2398	0	70
POA2398	1	178
POA2399	0	144
POA2399	1	479
POA2400	0	2161
POA2400	1	7547
POA2401	0	15
POA2401	1	284
POA2402	0	154
POA2402	1	1591
POA2403	0	141
POA2403	1	578
POA2404	0	131
POA2404	1	1545
POA2405	0	167
POA2405	1	333
POA2406	0	146
POA2406	1	559
POA2408	0	75
POA2408	1	235
POA2409	0	311
POA2409	1	761
POA2410	0	41
POA2410	1	199
POA2411	0	25
POA2411	1	79
POA2415	0	56
POA2415	1	373
POA2420	0	235
POA2420	1	3781
POA2421	0	127
POA2421	1	1942
POA2422	0	446
POA2422	1	5162
POA2423	0	383
POA2423	1	2914
POA2424	0	51
POA2424	1	429
POA2425	0	229
POA2425	1	1789
POA2426	0	56
POA2426	1	794
POA2427	0	229
POA2427	1	3234
POA2428	0	2352
POA2428	1	22835
POA2429	0	856
POA2429	1	8794
POA2430	0	3635
POA2430	1	33206
POA2431	0	471
POA2431	1	5157
POA2439	0	291
POA2439	1	3740
POA2440	0	3088
POA2440	1	20078
POA2441	0	381
POA2441	1	3907
POA2443	0	725
POA2443	1	8014
POA2444	0	4591
POA2444	1	46526
POA2445	0	407
POA2445	1	6943
POA2446	0	1103
POA2446	1	13951
POA2447	0	737
POA2447	1	7072
POA2448	0	1004
POA2448	1	8614
POA2449	0	300
POA2449	1	1865
POA2450	0	6206
POA2450	1	41129
POA2452	0	1426
POA2452	1	13834
POA2453	0	291
POA2453	1	2496
POA2454	0	932
POA2454	1	7021
POA2455	0	291
POA2455	1	2894
POA2456	0	2283
POA2456	1	14858
POA2460	0	3647
POA2460	1	27432
POA2462	0	194
POA2462	1	2335
POA2463	0	718
POA2463	1	7586
POA2464	0	666
POA2464	1	6392
POA2465	0	32
POA2465	1	314
POA2466	0	129
POA2466	1	1636
POA2469	0	720
POA2469	1	3639
POA2470	0	1613
POA2470	1	13864
POA2471	0	374
POA2471	1	2447
POA2472	0	225
POA2472	1	1762
POA2473	0	313
POA2473	1	2890
POA2474	0	694
POA2474	1	5798
POA2475	0	40
POA2475	1	359
POA2476	0	118
POA2476	1	729
POA2477	0	966
POA2477	1	11933
POA2478	0	3253
POA2478	1	28800
POA2479	0	922
POA2479	1	4858
POA2480	0	5031
POA2480	1	40907
POA2481	0	3232
POA2481	1	10427
POA2482	0	1308
POA2482	1	5659
POA2483	0	1703
POA2483	1	9913
POA2484	0	2542
POA2484	1	17541
POA2485	0	2509
POA2485	1	12840
POA2486	0	3395
POA2486	1	29443
POA2487	0	1437
POA2487	1	13653
POA2488	0	380
POA2488	1	3143
POA2489	0	790
POA2489	1	7104
POA2490	0	59
POA2490	1	631
POA2500	0	8489
POA2500	1	34983
POA2502	0	1727
POA2502	1	10824
POA2505	0	513
POA2505	1	4575
POA2506	0	836
POA2506	1	6962
POA2508	0	680
POA2508	1	8666
POA2515	0	853
POA2515	1	10892
POA2516	0	468
POA2516	1	6330
POA2517	0	1008
POA2517	1	12951
POA2518	0	1920
POA2518	1	17944
POA2519	0	1958
POA2519	1	15269
POA2525	0	1101
POA2525	1	11234
POA2526	0	1425
POA2526	1	15311
POA2527	0	1966
POA2527	1	24106
POA2528	0	2631
POA2528	1	21104
POA2529	0	2308
POA2529	1	26826
POA2530	0	2828
POA2530	1	32210
POA2533	0	1427
POA2533	1	15750
POA2534	0	476
POA2534	1	5291
POA2535	0	637
POA2535	1	7356
POA2536	0	2072
POA2536	1	17261
POA2537	0	1271
POA2537	1	11710
POA2538	0	265
POA2538	1	2315
POA2539	0	1791
POA2539	1	18514
POA2540	0	5053
POA2540	1	43214
POA2541	0	3442
POA2541	1	24596
POA2545	0	126
POA2545	1	991
POA2546	0	1076
POA2546	1	8990
POA2548	0	788
POA2548	1	7631
POA2549	0	317
POA2549	1	3784
POA2550	0	1661
POA2550	1	15275
POA2551	0	449
POA2551	1	3269
POA2555	0	28
POA2555	1	140
POA2556	0	295
POA2556	1	2138
POA2557	0	2440
POA2557	1	17663
POA2558	0	1349
POA2558	1	9750
POA2559	0	667
POA2559	1	2324
POA2560	0	12184
POA2560	1	70359
POA2563	0	38
POA2563	1	238
POA2564	0	2800
POA2564	1	11398
POA2565	0	5870
POA2565	1	25718
POA2566	0	4282
POA2566	1	23514
POA2567	0	3042
POA2567	1	37909
POA2568	0	198
POA2568	1	1054
POA2569	0	109
POA2569	1	1277
POA2570	0	6076
POA2570	1	57587
POA2571	0	1044
POA2571	1	12130
POA2572	0	543
POA2572	1	4941
POA2573	0	445
POA2573	1	5332
POA2574	0	458
POA2574	1	5476
POA2575	0	1945
POA2575	1	15901
POA2576	0	1497
POA2576	1	12692
POA2577	0	1946
POA2577	1	14778
POA2578	0	271
POA2578	1	2575
POA2579	0	489
POA2579	1	4157
POA2580	0	3738
POA2580	1	27891
POA2581	0	237
POA2581	1	2270
POA2582	0	1005
POA2582	1	12688
POA2583	0	438
POA2583	1	4166
POA2584	0	60
POA2584	1	490
POA2585	0	43
POA2585	1	192
POA2586	0	414
POA2586	1	2457
POA2587	0	260
POA2587	1	2672
POA2588	0	33
POA2588	1	266
POA2590	0	604
POA2590	1	6549
POA2594	0	1171
POA2594	1	10979
POA2600	0	974
POA2600	1	7281
POA2601	0	2757
POA2601	1	4923
POA2602	0	4668
POA2602	1	29872
POA2603	0	1106
POA2603	1	9200
POA2604	0	2034
POA2604	1	11000
POA2605	0	1423
POA2605	1	11065
POA2606	0	2793
POA2606	1	9278
POA2607	0	1835
POA2607	1	12882
POA2609	0	370
POA2609	1	766
POA2611	0	4321
POA2611	1	32214
POA2612	0	3459
POA2612	1	15506
POA2614	0	2769
POA2614	1	17826
POA2615	0	4712
POA2615	1	42644
POA2617	0	8163
POA2617	1	29910
POA2618	0	97
POA2618	1	1300
POA2619	0	537
POA2619	1	9064
POA2620	0	6097
POA2620	1	39507
POA2621	0	440
POA2621	1	6248
POA2622	0	451
POA2622	1	3690
POA2623	0	56
POA2623	1	555
POA2624	0	56
POA2624	1	106
POA2625	0	160
POA2625	1	240
POA2626	0	55
POA2626	1	460
POA2627	0	623
POA2627	1	4640
POA2628	0	213
POA2628	1	1963
POA2629	0	104
POA2629	1	430
POA2630	0	1254
POA2630	1	7622
POA2631	0	73
POA2631	1	556
POA2632	0	201
POA2632	1	1691
POA2633	0	26
POA2633	1	295
POA2640	0	3969
POA2640	1	35910
POA2641	0	2281
POA2641	1	14269
POA2642	0	613
POA2642	1	4863
POA2643	0	249
POA2643	1	2748
POA2644	0	244
POA2644	1	2198
POA2645	0	30
POA2645	1	309
POA2646	0	642
POA2646	1	6199
POA2647	0	296
POA2647	1	2261
POA2648	0	503
POA2648	1	2168
POA2649	0	0
POA2649	1	30
POA2650	0	7212
POA2650	1	54299
POA2651	0	419
POA2651	1	2662
POA2652	0	474
POA2652	1	4283
POA2653	0	410
POA2653	1	2226
POA2655	0	100
POA2655	1	1316
POA2656	0	103
POA2656	1	1224
POA2658	0	138
POA2658	1	1350
POA2659	0	114
POA2659	1	757
POA2660	0	144
POA2660	1	1463
POA2661	0	7
POA2661	1	388
POA2663	0	1341
POA2663	1	3940
POA2665	0	142
POA2665	1	1875
POA2666	0	379
POA2666	1	5257
POA2668	0	44
POA2668	1	360
POA2669	0	189
POA2669	1	1350
POA2671	0	445
POA2671	1	3524
POA2672	0	232
POA2672	1	1279
POA2675	0	459
POA2675	1	1200
POA2678	0	22
POA2678	1	411
POA2680	0	5534
POA2680	1	19805
POA2681	0	193
POA2681	1	1600
POA2700	0	610
POA2700	1	4263
POA2701	0	165
POA2701	1	2327
POA2702	0	45
POA2702	1	748
POA2703	0	40
POA2703	1	704
POA2705	0	1659
POA2705	1	9028
POA2706	0	129
POA2706	1	901
POA2707	0	124
POA2707	1	1043
POA2710	0	1161
POA2710	1	8582
POA2711	0	479
POA2711	1	2718
POA2712	0	160
POA2712	1	1215
POA2713	0	438
POA2713	1	2308
POA2714	0	373
POA2714	1	2548
POA2715	0	237
POA2715	1	1145
POA2716	0	135
POA2716	1	853
POA2717	0	223
POA2717	1	982
POA2720	0	981
POA2720	1	7520
POA2721	0	26
POA2721	1	204
POA2722	0	499
POA2722	1	2919
POA2725	0	27
POA2725	1	320
POA2726	0	30
POA2726	1	225
POA2727	0	52
POA2727	1	296
POA2729	0	125
POA2729	1	1497
POA2730	0	182
POA2730	1	1153
POA2731	0	691
POA2731	1	6755
POA2732	0	167
POA2732	1	1710
POA2733	0	138
POA2733	1	460
POA2734	0	35
POA2734	1	437
POA2735	0	40
POA2735	1	368
POA2736	0	123
POA2736	1	296
POA2737	0	203
POA2737	1	619
POA2738	0	174
POA2738	1	1958
POA2739	0	221
POA2739	1	1193
POA2745	0	2409
POA2745	1	29438
POA2747	0	7645
POA2747	1	46752
POA2748	0	79
POA2748	1	1719
POA2749	0	1512
POA2749	1	15517
POA2750	0	6377
POA2750	1	42827
POA2752	0	333
POA2752	1	5414
POA2753	0	2098
POA2753	1	15489
POA2754	0	603
POA2754	1	6462
POA2756	0	3073
POA2756	1	32255
POA2757	0	58
POA2757	1	792
POA2758	0	555
POA2758	1	8293
POA2759	0	3027
POA2759	1	23407
POA2760	0	7665
POA2760	1	29967
POA2761	0	5255
POA2761	1	29447
POA2762	0	5500
POA2762	1	16280
POA2763	0	6236
POA2763	1	26961
POA2765	0	8298
POA2765	1	37315
POA2766	0	3646
POA2766	1	13401
POA2767	0	4312
POA2767	1	19072
POA2768	0	5219
POA2768	1	23645
POA2769	0	2931
POA2769	1	13384
POA2770	0	13557
POA2770	1	47937
POA2773	0	288
POA2773	1	5690
POA2774	0	781
POA2774	1	12229
POA2775	0	232
POA2775	1	1286
POA2776	0	279
POA2776	1	3877
POA2777	0	1051
POA2777	1	16765
POA2778	0	161
POA2778	1	2264
POA2779	0	328
POA2779	1	4749
POA2780	0	1574
POA2780	1	11774
POA2782	0	644
POA2782	1	5784
POA2783	0	225
POA2783	1	2426
POA2784	0	96
POA2784	1	1204
POA2785	0	563
POA2785	1	4259
POA2786	0	115
POA2786	1	1063
POA2787	0	760
POA2787	1	3845
POA2790	0	1806
POA2790	1	13646
POA2791	0	41
POA2791	1	281
POA2792	0	34
POA2792	1	352
POA2793	0	144
POA2793	1	930
POA2794	0	949
POA2794	1	9555
POA2795	0	5091
POA2795	1	39986
POA2797	0	55
POA2797	1	379
POA2798	0	221
POA2798	1	1972
POA2799	0	246
POA2799	1	3910
POA2800	0	4665
POA2800	1	43618
POA2803	0	24
POA2803	1	262
POA2804	0	368
POA2804	1	2464
POA2805	0	52
POA2805	1	356
POA2806	0	140
POA2806	1	722
POA2807	0	54
POA2807	1	396
POA2808	0	35
POA2808	1	181
POA2809	0	24
POA2809	1	178
POA2810	0	266
POA2810	1	2866
POA2817	0	54
POA2817	1	305
POA2818	0	79
POA2818	1	770
POA2820	0	1758
POA2820	1	5620
POA2821	0	671
POA2821	1	4107
POA2822	0	71
POA2822	1	362
POA2823	0	187
POA2823	1	1153
POA2824	0	297
POA2824	1	1758
POA2825	0	222
POA2825	1	1980
POA2826	0	17
POA2826	1	161
POA2827	0	453
POA2827	1	3225
POA2828	0	118
POA2828	1	680
POA2829	0	470
POA2829	1	2495
POA2830	0	6671
POA2830	1	38292
POA2831	0	249
POA2831	1	1596
POA2832	0	784
POA2832	1	1365
POA2833	0	176
POA2833	1	458
POA2834	0	485
POA2834	1	1499
POA2835	0	750
POA2835	1	3043
POA2836	0	188
POA2836	1	707
POA2838	0	41
POA2838	1	182
POA2839	0	199
POA2839	1	880
POA2840	0	500
POA2840	1	1889
POA2842	0	69
POA2842	1	651
POA2843	0	225
POA2843	1	1037
POA2844	0	161
POA2844	1	1151
POA2845	0	159
POA2845	1	1860
POA2846	0	28
POA2846	1	225
POA2847	0	279
POA2847	1	2168
POA2848	0	196
POA2848	1	1344
POA2849	0	197
POA2849	1	1413
POA2850	0	1951
POA2850	1	17195
POA2852	0	395
POA2852	1	3339
POA2864	0	70
POA2864	1	754
POA2865	0	76
POA2865	1	851
POA2866	0	277
POA2866	1	2835
POA2867	0	71
POA2867	1	565
POA2868	0	50
POA2868	1	529
POA2869	0	256
POA2869	1	1272
POA2870	0	1084
POA2870	1	10952
POA2871	0	887
POA2871	1	8078
POA2873	0	76
POA2873	1	484
POA2874	0	57
POA2874	1	312
POA2875	0	80
POA2875	1	722
POA2876	0	61
POA2876	1	433
POA2877	0	518
POA2877	1	3057
POA2878	0	74
POA2878	1	212
POA2879	0	115
POA2879	1	462
POA2880	0	1979
POA2880	1	16118
POA2898	0	69
POA2898	1	376
POA2899	0	447
POA2899	1	1741
POA2900	0	695
POA2900	1	3482
POA2902	0	1348
POA2902	1	14322
POA2903	0	792
POA2903	1	8796
POA2904	0	850
POA2904	1	12346
POA2905	0	2113
POA2905	1	26618
POA2906	0	1289
POA2906	1	16818
POA2911	0	668
POA2911	1	4136
POA2912	0	2761
POA2912	1	5843
POA2913	0	6129
POA2913	1	33267
POA2914	0	5705
POA2914	1	28871
POA3000	0	28371
POA3000	1	14713
POA3002	0	851
POA3002	1	4045
POA3003	0	3659
POA3003	1	4366
POA3004	0	4379
POA3004	1	7103
POA3006	0	11239
POA3006	1	11460
POA3008	0	8512
POA3008	1	6983
POA3011	0	5471
POA3011	1	16807
POA3012	0	5429
POA3012	1	21594
POA3013	0	1872
POA3013	1	13764
POA3015	0	2232
POA3015	1	16402
POA3016	0	1586
POA3016	1	14439
POA3018	0	1961
POA3018	1	11595
POA3019	0	2669
POA3019	1	7013
POA3020	0	11186
POA3020	1	33186
POA3021	0	15609
POA3021	1	39503
POA3022	0	862
POA3022	1	2308
POA3023	0	14741
POA3023	1	52405
POA3024	0	8650
POA3024	1	25354
POA3025	0	2028
POA3025	1	10934
POA3026	0	1725
POA3026	1	7045
POA3027	0	3492
POA3027	1	5956
POA3028	0	5642
POA3028	1	22549
POA3029	0	40612
POA3029	1	89276
POA3030	0	31791
POA3030	1	87410
POA3031	0	3146
POA3031	1	14626
POA3032	0	5488
POA3032	1	24386
POA3033	0	1449
POA3033	1	13629
POA3034	0	1498
POA3034	1	10890
POA3036	0	434
POA3036	1	5540
POA3037	0	6849
POA3037	1	44553
POA3038	0	2695
POA3038	1	24008
POA3039	0	2529
POA3039	1	13695
POA3040	0	3235
POA3040	1	23487
POA3041	0	1274
POA3041	1	11837
POA3042	0	1655
POA3042	1	15108
POA3043	0	2476
POA3043	1	15436
POA3044	0	4036
POA3044	1	24665
POA3045	0	61
POA3045	1	3
POA3046	0	9111
POA3046	1	27661
POA3047	0	6568
POA3047	1	14910
POA3048	0	3700
POA3048	1	14381
POA3049	0	1197
POA3049	1	8615
POA3051	0	4739
POA3051	1	10214
POA3052	0	1912
POA3052	1	5385
POA3053	0	7220
POA3053	1	8814
POA3054	0	977
POA3054	1	7209
POA3055	0	2479
POA3055	1	12267
POA3056	0	4171
POA3056	1	20741
POA3057	0	2436
POA3057	1	10826
POA3058	0	4931
