POA_CODE_2021	Age	persons
POA3015	5-14	2561
POA3015	15-19	877
POA3015	20-24	793
POA3015	25-34	2472
POA3015	35-44	3486
POA3015	45-54	2860
POA3015	55-64	2053
POA3015	65-74	1180
POA3015	75-84	589
POA3015	85+	320
POA3016	0-4	647
POA3016	5-14	2168
POA3016	15-19	1049
POA3016	20-24	849
POA3016	25-34	1297
POA3016	35-44	1921
POA3016	45-54	2658
POA3016	55-64	2516
POA3016	65-74	1796
POA3016	75-84	821
POA3016	85+	303
POA3018	0-4	782
POA3018	5-14	1600
POA3018	15-19	575
POA3018	20-24	530
POA3018	25-34	1569
POA3018	35-44	2238
POA3018	45-54	2016
POA3018	55-64	1602
POA3018	65-74	1370
POA3018	75-84	887
POA3018	85+	398
POA3019	0-4	521
POA3019	5-14	987
POA3019	15-19	530
POA3019	20-24	726
POA3019	25-34	2222
POA3019	35-44	1416
POA3019	45-54	1098
POA3019	55-64	985
POA3019	65-74	789
POA3019	75-84	287
POA3019	85+	116
POA3020	0-4	2562
POA3020	5-14	4692
POA3020	15-19	2186
POA3020	20-24	3093
POA3020	25-34	8090
POA3020	35-44	6370
POA3020	45-54	5356
POA3020	55-64	4759
POA3020	65-74	3766
POA3020	75-84	2442
POA3020	85+	1058
POA3021	0-4	3152
POA3021	5-14	6206
POA3021	15-19	3005
POA3021	20-24	3989
POA3021	25-34	9237
POA3021	35-44	7167
POA3021	45-54	6386
POA3021	55-64	6214
POA3021	65-74	5672
POA3021	75-84	2997
POA3021	85+	1087
POA3022	0-4	222
POA3022	5-14	322
POA3022	15-19	123
POA3022	20-24	156
POA3022	25-34	605
POA3022	35-44	546
POA3022	45-54	398
POA3022	55-64	276
POA3022	65-74	257
POA3022	75-84	150
POA3022	85+	107
POA3023	0-4	4013
POA3023	5-14	10258
POA3023	15-19	4679
POA3023	20-24	4388
POA3023	25-34	9573
POA3023	35-44	11292
POA3023	45-54	9577
POA3023	55-64	6340
POA3023	65-74	4479
POA3023	75-84	1968
POA3023	85+	575
POA3024	0-4	3316
POA3024	5-14	5864
POA3024	15-19	2001
POA3024	20-24	2086
POA3024	25-34	6238
POA3024	35-44	6714
POA3024	45-54	3404
POA3024	55-64	2295
POA3024	65-74	1421
POA3024	75-84	515
POA3024	85+	149
POA3025	0-4	1024
POA3025	5-14	1600
POA3025	15-19	551
POA3025	20-24	598
POA3025	25-34	2047
POA3025	35-44	2077
POA3025	45-54	1508
POA3025	55-64	1035
POA3025	65-74	962
POA3025	75-84	999
POA3025	85+	561
POA3026	0-4	709
POA3026	5-14	1730
POA3026	15-19	570
POA3026	20-24	487
POA3026	25-34	1181
POA3026	35-44	1811
POA3026	45-54	1132
POA3026	55-64	678
POA3026	65-74	324
POA3026	75-84	117
POA3026	85+	16
POA3027	0-4	882
POA3027	5-14	1417
POA3027	15-19	433
POA3027	20-24	694
POA3027	25-34	1965
POA3027	35-44	2199
POA3027	45-54	969
POA3027	55-64	532
POA3027	65-74	300
POA3027	75-84	52
POA3027	85+	12
POA3028	0-4	1732
POA3028	5-14	3091
POA3028	15-19	1369
POA3028	20-24	1660
POA3028	25-34	4471
POA3028	35-44	4232
POA3028	45-54	3642
POA3028	55-64	3673
POA3028	65-74	2628
POA3028	75-84	1196
POA3028	85+	496
POA3029	0-4	12499
POA3029	5-14	21494
POA3029	15-19	6815
POA3029	20-24	8490
POA3029	25-34	24770
POA3029	35-44	25580
POA3029	45-54	12319
POA3029	55-64	9079
POA3029	65-74	5903
POA3029	75-84	2408
POA3029	85+	541
POA3030	0-4	9526
POA3030	5-14	19334
POA3030	15-19	6749
POA3030	20-24	6820
POA3030	25-34	18359
POA3030	35-44	22767
POA3030	45-54	14671
POA3030	55-64	9998
POA3030	65-74	6759
POA3030	75-84	3076
POA3030	85+	1147
POA3031	0-4	1041
POA3031	5-14	1522
POA3031	15-19	641
POA3031	20-24	1266
POA3031	25-34	4272
POA3031	35-44	3275
POA3031	45-54	2199
POA3031	55-64	1622
POA3031	65-74	1181
POA3031	75-84	511
POA3031	85+	241
POA3032	0-4	1674
POA3032	5-14	2912
POA3032	15-19	1291
POA3032	20-24	2195
POA3032	25-34	6047
POA3032	35-44	4968
POA3032	45-54	4028
POA3032	55-64	3220
POA3032	65-74	2208
POA3032	75-84	976
POA3032	85+	354
POA3033	0-4	807
POA3033	5-14	1839
POA3033	15-19	876
POA3033	20-24	737
POA3033	25-34	1642
POA3033	35-44	1950
POA3033	45-54	2139
POA3033	55-64	1651
POA3033	65-74	1479
POA3033	75-84	1451
POA3033	85+	514
POA3034	0-4	633
POA3034	5-14	1346
POA3034	15-19	575
POA3034	20-24	597
POA3034	25-34	1376
POA3034	35-44	1659
POA3034	45-54	1510
POA3034	55-64	1373
POA3034	65-74	1424
POA3034	75-84	1280
POA3034	85+	607
POA3036	0-4	272
POA3036	5-14	676
POA3036	15-19	391
POA3036	20-24	335
POA3036	25-34	560
POA3036	35-44	643
POA3036	45-54	817
POA3036	55-64	843
POA3036	65-74	746
POA3036	75-84	476
POA3036	85+	224
POA3037	0-4	2818
POA3037	5-14	7475
POA3037	15-19	3871
POA3037	20-24	3706
POA3037	25-34	6622
POA3037	35-44	7489
POA3037	45-54	7932
POA3037	55-64	5816
POA3037	65-74	3520
POA3037	75-84	1591
POA3037	85+	569
POA3038	0-4	1125
POA3038	5-14	2752
POA3038	15-19	1773
POA3038	20-24	1850
POA3038	25-34	3127
POA3038	35-44	2795
POA3038	45-54	3749
POA3038	55-64	4470
POA3038	65-74	3188
POA3038	75-84	1434
POA3038	85+	449
POA3039	0-4	749
POA3039	5-14	1502
POA3039	15-19	722
POA3039	20-24	1105
POA3039	25-34	3138
POA3039	35-44	2423
POA3039	45-54	2130
POA3039	55-64	1936
POA3039	65-74	1361
POA3039	75-84	752
POA3039	85+	415
POA3040	0-4	1089
POA3040	5-14	3004
POA3040	15-19	1670
POA3040	20-24	2017
POA3040	25-34	3835
POA3040	35-44	3598
POA3040	45-54	3950
POA3040	55-64	3393
POA3040	65-74	2332
POA3040	75-84	1195
POA3040	85+	655
POA3041	0-4	549
POA3041	5-14	1785
POA3041	15-19	927
POA3041	20-24	828
POA3041	25-34	1468
POA3041	35-44	1790
POA3041	45-54	2008
POA3041	55-64	1602
POA3041	65-74	1255
POA3041	75-84	601
POA3041	85+	304
POA3042	0-4	1020
POA3042	5-14	1876
POA3042	15-19	844
POA3042	20-24	871
POA3042	25-34	2288
POA3042	35-44	2474
POA3042	45-54	2305
POA3042	55-64	1889
POA3042	65-74	1605
POA3042	75-84	1101
POA3042	85+	501
POA3043	0-4	1021
POA3043	5-14	1972
POA3043	15-19	908
POA3043	20-24	951
POA3043	25-34	2572
POA3043	35-44	2460
POA3043	45-54	2199
POA3043	55-64	2027
POA3043	65-74	2061
POA3043	75-84	1357
POA3043	85+	381
POA3044	0-4	1691
POA3044	5-14	3419
POA3044	15-19	1478
POA3044	20-24	1654
POA3044	25-34	4833
POA3044	35-44	4709
POA3044	45-54	3900
POA3044	55-64	2965
POA3044	65-74	1847
POA3044	75-84	1221
POA3044	85+	987
POA3045	0-4	3
POA3045	5-14	4
POA3045	15-19	3
POA3045	20-24	6
POA3045	25-34	8
POA3045	35-44	8
POA3045	45-54	12
POA3045	55-64	11
POA3045	65-74	4
POA3046	0-4	2636
POA3046	5-14	3827
POA3046	15-19	1557
POA3046	20-24	2709
POA3046	25-34	7631
POA3046	35-44	5814
POA3046	45-54	3961
POA3046	55-64	3363
POA3046	65-74	2239
POA3046	75-84	1829
POA3046	85+	1211
POA3047	0-4	1554
POA3047	5-14	3061
POA3047	15-19	1346
POA3047	20-24	1655
POA3047	25-34	3932
POA3047	35-44	2952
POA3047	45-54	2293
POA3047	55-64	2144
POA3047	65-74	1329
POA3047	75-84	889
POA3047	85+	327
POA3048	0-4	1218
POA3048	5-14	2598
POA3048	15-19	1204
POA3048	20-24	1407
POA3048	25-34	2718
POA3048	35-44	2265
POA3048	45-54	2180
POA3048	55-64	2133
POA3048	65-74	1385
POA3048	75-84	757
POA3048	85+	213
POA3049	0-4	539
POA3049	5-14	1112
POA3049	15-19	599
POA3049	20-24	605
POA3049	25-34	1329
POA3049	35-44	1265
POA3049	45-54	1330
POA3049	55-64	1368
POA3049	65-74	1004
POA3049	75-84	488
POA3049	85+	159
POA3051	0-4	548
POA3051	5-14	1186
POA3051	15-19	704
POA3051	20-24	2066
POA3051	25-34	4283
POA3051	35-44	2355
POA3051	45-54	1472
POA3051	55-64	1105
POA3051	65-74	779
POA3051	75-84	333
POA3051	85+	126
POA3052	0-4	195
POA3052	5-14	292
POA3052	15-19	1238
POA3052	20-24	1529
POA3052	25-34	1696
POA3052	35-44	760
POA3052	45-54	446
POA3052	55-64	400
POA3052	65-74	342
POA3052	75-84	245
POA3052	85+	155
POA3053	0-4	310
POA3053	5-14	555
POA3053	15-19	1020
POA3053	20-24	3890
POA3053	25-34	5417
POA3053	35-44	1736
POA3053	45-54	963
POA3053	55-64	809
POA3053	65-74	684
POA3053	75-84	447
POA3053	85+	217
POA3054	0-4	328
POA3054	5-14	570
POA3054	15-19	259
POA3054	20-24	842
POA3054	25-34	2148
POA3054	35-44	1112
POA3054	45-54	858
POA3054	55-64	809
POA3054	65-74	732
POA3054	75-84	391
POA3054	85+	141
POA3055	0-4	705
POA3055	5-14	1180
POA3055	15-19	524
POA3055	20-24	1243
POA3055	25-34	3734
POA3055	35-44	2507
POA3055	45-54	1748
POA3055	55-64	1332
POA3055	65-74	927
POA3055	75-84	580
POA3055	85+	289
POA3056	0-4	983
POA3056	5-14	1571
POA3056	15-19	669
POA3056	20-24	2326
POA3056	25-34	7280
POA3056	35-44	4432
POA3056	45-54	2788
POA3056	55-64	2086
POA3056	65-74	1426
POA3056	75-84	922
POA3056	85+	440
POA3057	0-4	489
POA3057	5-14	762
POA3057	15-19	364
POA3057	20-24	1069
POA3057	25-34	4445
POA3057	35-44	2654
POA3057	45-54	1399
POA3057	55-64	932
POA3057	65-74	597
POA3057	75-84	372
POA3057	85+	173
POA3058	0-4	1954
POA3058	5-14	3573
POA3058	15-19	1547
POA3058	20-24	2285
POA3058	25-34	6388
POA3058	35-44	5860
POA3058	45-54	4852
POA3058	55-64	3473
POA3058	65-74	2376
POA3058	75-84	1624
POA3058	85+	963
POA3059	0-4	1529
POA3059	5-14	2994
POA3059	15-19	1413
POA3059	20-24	1487
POA3059	25-34	3128
POA3059	35-44	3056
POA3059	45-54	2857
POA3059	55-64	2574
POA3059	65-74	1545
POA3059	75-84	568
POA3059	85+	120
POA3060	0-4	1082
POA3060	5-14	1939
POA3060	15-19	749
POA3060	20-24	982
POA3060	25-34	2371
POA3060	35-44	2136
POA3060	45-54	1501
POA3060	55-64	1260
POA3060	65-74	911
POA3060	75-84	805
POA3060	85+	534
POA3061	0-4	335
POA3061	5-14	663
POA3061	15-19	279
POA3061	20-24	311
POA3061	25-34	693
POA3061	35-44	626
POA3061	45-54	594
POA3061	55-64	520
POA3061	65-74	479
POA3061	75-84	365
POA3061	85+	113
POA3062	45-54	4
POA3063	0-4	15
POA3063	5-14	66
POA3063	15-19	49
POA3063	20-24	40
POA3063	25-34	40
POA3063	35-44	53
POA3063	45-54	102
POA3063	55-64	92
POA3063	65-74	55
POA3063	75-84	32
POA3063	85+	7
POA3064	0-4	10644
POA3064	5-14	18891
POA3064	15-19	7226
POA3064	20-24	7985
POA3064	25-34	21003
POA3064	35-44	19925
POA3064	45-54	12262
POA3064	55-64	9204
POA3064	65-74	4897
POA3064	75-84	1849
POA3064	85+	539
POA3065	0-4	453
POA3065	5-14	616
POA3065	15-19	275
POA3065	20-24	712
POA3065	25-34	3072
POA3065	35-44	1841
POA3065	45-54	1197
POA3065	55-64	1108
POA3065	65-74	697
POA3065	75-84	324
POA3065	85+	135
POA3066	0-4	380
POA3066	5-14	522
POA3066	15-19	212
POA3066	20-24	634
POA3066	25-34	3348
POA3066	35-44	1752
POA3066	45-54	1030
POA3066	55-64	661
POA3066	65-74	394
POA3066	75-84	189
POA3066	85+	67
POA3067	0-4	340
POA3067	5-14	397
POA3067	15-19	190
POA3067	20-24	665
POA3067	25-34	3278
POA3067	35-44	1785
POA3067	45-54	888
POA3067	55-64	692
POA3067	65-74	508
POA3067	75-84	249
POA3067	85+	97
POA3068	0-4	891
POA3068	5-14	1720
POA3068	15-19	647
POA3068	20-24	1145
POA3068	25-34	4582
POA3068	35-44	3099
POA3068	45-54	2373
POA3068	55-64	1946
POA3068	65-74	1658
POA3068	75-84	922
POA3068	85+	385
POA3070	0-4	1153
POA3070	5-14	2636
POA3070	15-19	1204
POA3070	20-24	1319
POA3070	25-34	5164
POA3070	35-44	4021
POA3070	45-54	3830
POA3070	55-64	2629
POA3070	65-74	1682
POA3070	75-84	1111
POA3070	85+	528
POA3071	0-4	976
POA3071	5-14	1828
POA3071	15-19	825
POA3071	20-24	1030
POA3071	25-34	3851
POA3071	35-44	3370
POA3071	45-54	2685
POA3071	55-64	1856
POA3071	65-74	1233
POA3071	75-84	852
POA3071	85+	495
POA3072	0-4	1789
POA3072	5-14	3276
POA3072	15-19	1415
POA3072	20-24	2026
POA3072	25-34	6682
POA3072	35-44	5931
POA3072	45-54	4742
POA3072	55-64	3410
POA3072	65-74	2294
POA3072	75-84	1484
POA3072	85+	740
POA3073	0-4	3105
POA3073	5-14	4857
POA3073	15-19	2096
POA3073	20-24	3132
POA3073	25-34	9460
POA3073	35-44	8024
POA3073	45-54	6424
POA3073	55-64	5178
POA3073	65-74	4003
POA3073	75-84	3075
POA3073	85+	1753
POA3074	0-4	1121
POA3074	5-14	2035
POA3074	15-19	996
POA3074	20-24	1334
POA3074	25-34	3221
POA3074	35-44	2679
POA3074	45-54	2222
POA3074	55-64	2219
POA3074	65-74	2269
POA3074	75-84	1599
POA3074	85+	543
POA3075	0-4	1486
POA3075	5-14	2771
POA3075	15-19	1209
POA3075	20-24	1551
POA3075	25-34	3495
POA3075	35-44	3361
POA3075	45-54	2759
POA3075	55-64	2308
POA3075	65-74	2122
POA3075	75-84	1534
POA3075	85+	630
POA3076	0-4	2245
POA3076	5-14	4725
POA3076	15-19	1847
POA3076	20-24	2193
POA3076	25-34	5240
POA3076	35-44	5404
POA3076	45-54	4067
POA3076	55-64	3570
POA3076	65-74	2465
POA3076	75-84	1172
POA3076	85+	567
POA3078	0-4	611
POA3078	5-14	1271
POA3078	15-19	573
POA3078	20-24	766
POA3078	25-34	2149
POA3078	35-44	1921
POA3078	45-54	1741
POA3078	55-64	1519
POA3078	65-74	987
POA3078	75-84	477
POA3078	85+	215
POA3079	0-4	735
POA3079	5-14	1870
POA3079	15-19	1020
POA3079	20-24	1097
POA3079	25-34	2216
POA3079	35-44	2315
POA3079	45-54	2371
POA3079	55-64	2293
POA3079	65-74	1757
POA3079	75-84	906
POA3079	85+	464
POA3081	0-4	928
POA3081	5-14	1432
POA3081	15-19	626
POA3081	20-24	988
POA3081	25-34	2890
POA3081	35-44	2120
POA3081	45-54	1601
POA3081	55-64	1625
POA3081	65-74	1068
POA3081	75-84	487
POA3081	85+	245
POA3082	0-4	1427
POA3082	5-14	3013
POA3082	15-19	1649
POA3082	20-24	2003
POA3082	25-34	4165
POA3082	35-44	3668
POA3082	45-54	3752
POA3082	55-64	4461
POA3082	65-74	2946
POA3082	75-84	1212
POA3082	85+	417
POA3083	0-4	1526
POA3083	5-14	2959
POA3083	15-19	1874
POA3083	20-24	3061
POA3083	25-34	5214
POA3083	35-44	3901
POA3083	45-54	4030
POA3083	55-64	3456
POA3083	65-74	2736
POA3083	75-84	1963
POA3083	85+	812
POA3084	0-4	1309
POA3084	5-14	3633
POA3084	15-19	1500
POA3084	20-24	1406
POA3084	25-34	3020
POA3084	35-44	3867
POA3084	45-54	3732
POA3084	55-64	3180
POA3084	65-74	2586
POA3084	75-84	1864
POA3084	85+	952
POA3085	0-4	868
POA3085	5-14	1715
POA3085	15-19	847
POA3085	20-24	826
POA3085	25-34	1775
POA3085	35-44	2036
POA3085	45-54	1999
POA3085	55-64	1468
POA3085	65-74	1295
POA3085	75-84	768
POA3085	85+	453
POA3087	0-4	584
POA3087	5-14	1099
POA3087	15-19	458
POA3087	20-24	442
POA3087	25-34	1292
POA3087	35-44	1399
POA3087	45-54	1194
POA3087	55-64	1012
POA3087	65-74	884
POA3087	75-84	580
POA3087	85+	201
POA3088	0-4	1560
POA3088	5-14	3487
POA3088	15-19	1517
POA3088	20-24	1275
POA3088	25-34	2908
POA3088	35-44	4050
POA3088	45-54	3715
POA3088	55-64	3266
POA3088	65-74	3038
POA3088	75-84	1693
POA3088	85+	670
POA3089	0-4	739
POA3089	5-14	1680
POA3089	15-19	957
POA3089	20-24	827
POA3089	25-34	1401
POA3089	35-44	1618
POA3089	45-54	1910
POA3089	55-64	1729
POA3089	65-74	1069
POA3089	75-84	445
POA3089	85+	125
POA3090	0-4	78
POA3090	5-14	351
POA3090	15-19	220
POA3090	20-24	202
POA3090	25-34	180
POA3090	35-44	264
POA3090	45-54	464
POA3090	55-64	380
POA3090	65-74	209
POA3090	75-84	117
POA3090	85+	107
POA3091	0-4	42
POA3091	5-14	185
POA3091	15-19	129
POA3091	20-24	136
POA3091	25-34	114
POA3091	35-44	141
POA3091	45-54	281
POA3091	55-64	271
POA3091	65-74	174
POA3091	75-84	99
POA3091	85+	21
POA3093	0-4	191
POA3093	5-14	469
POA3093	15-19	233
POA3093	20-24	197
POA3093	25-34	378
POA3093	35-44	483
POA3093	45-54	584
POA3093	55-64	513
POA3093	65-74	466
POA3093	75-84	303
POA3093	85+	150
POA3094	0-4	579
POA3094	5-14	1277
POA3094	15-19	470
POA3094	20-24	392
POA3094	25-34	921
POA3094	35-44	1399
POA3094	45-54	1297
POA3094	55-64	1118
POA3094	65-74	1078
POA3094	75-84	570
POA3094	85+	148
POA3095	0-4	1475
POA3095	5-14	3896
POA3095	15-19	2009
POA3095	20-24	1583
POA3095	25-34	2281
POA3095	35-44	3491
POA3095	45-54	4433
POA3095	55-64	4172
POA3095	65-74	3297
POA3095	75-84	1356
POA3095	85+	366
POA3096	0-4	89
POA3096	5-14	231
POA3096	15-19	134
POA3096	20-24	144
POA3096	25-34	221
POA3096	35-44	195
POA3096	45-54	270
POA3096	55-64	296
POA3096	65-74	166
POA3096	75-84	108
POA3096	85+	57
POA3097	0-4	56
POA3097	5-14	208
POA3097	15-19	141
POA3097	20-24	92
POA3097	25-34	115
POA3097	35-44	161
POA3097	45-54	249
POA3097	55-64	240
POA3097	65-74	183
POA3097	75-84	80
POA3097	85+	13
POA3099	0-4	269
POA3099	5-14	666
POA3099	15-19	316
POA3099	20-24	300
POA3099	25-34	444
POA3099	35-44	574
POA3099	45-54	735
POA3099	55-64	800
POA3099	65-74	602
POA3099	75-84	247
POA3099	85+	46
POA3101	0-4	947
POA3101	5-14	2761
POA3101	15-19	1705
POA3101	20-24	1758
POA3101	25-34	3169
POA3101	35-44	2829
POA3101	45-54	3436
POA3101	55-64	3154
POA3101	65-74	2468
POA3101	75-84	1491
POA3101	85+	786
POA3102	0-4	303
POA3102	5-14	885
POA3102	15-19	482
POA3102	20-24	438
POA3102	25-34	664
POA3102	35-44	817
POA3102	45-54	978
POA3102	55-64	891
POA3102	65-74	618
POA3102	75-84	383
POA3102	85+	163
POA3103	0-4	522
POA3103	5-14	1963
POA3103	15-19	1106
POA3103	20-24	1051
POA3103	25-34	1535
POA3103	35-44	1915
POA3103	45-54	2175
POA3103	55-64	1944
POA3103	65-74	1649
POA3103	75-84	1132
POA3103	85+	624
POA3104	0-4	732
POA3104	5-14	3068
POA3104	15-19	1889
POA3104	20-24	1460
POA3104	25-34	1834
POA3104	35-44	2292
POA3104	45-54	3385
POA3104	55-64	2912
POA3104	65-74	1909
POA3104	75-84	1209
POA3104	85+	622
POA3105	0-4	485
POA3105	5-14	1118
POA3105	15-19	616
POA3105	20-24	659
POA3105	25-34	1235
POA3105	35-44	1332
POA3105	45-54	1533
POA3105	55-64	1449
POA3105	65-74	1104
POA3105	75-84	1077
POA3105	85+	512
POA3106	0-4	717
POA3106	5-14	1904
POA3106	15-19	1005
POA3106	20-24	938
POA3106	25-34	1571
POA3106	35-44	2010
POA3106	45-54	2112
POA3106	55-64	2459
POA3106	65-74	2113
POA3106	75-84	1447
POA3106	85+	696
POA3107	0-4	696
POA3107	5-14	1678
POA3107	15-19	832
POA3107	20-24	686
POA3107	25-34	1358
POA3107	35-44	1801
POA3107	45-54	2048
POA3107	55-64	1622
POA3107	65-74	1397
POA3107	75-84	1424
POA3107	85+	613
POA3108	0-4	1150
POA3108	5-14	2341
POA3108	15-19	1229
POA3108	20-24	1628
POA3108	25-34	3891
POA3108	35-44	3495
POA3108	45-54	2941
POA3108	55-64	2862
POA3108	65-74	2446
POA3108	75-84	2074
POA3108	85+	993
POA3109	0-4	1477
POA3109	5-14	4110
POA3109	15-19	1630
POA3109	20-24	1700
POA3109	25-34	3366
POA3109	35-44	4587
POA3109	45-54	3857
POA3109	55-64	3713
POA3109	65-74	3120
POA3109	75-84	2382
POA3109	85+	989
POA3111	0-4	527
POA3111	5-14	1552
POA3111	15-19	805
POA3111	20-24	728
POA3111	25-34	1059
POA3111	35-44	1526
POA3111	45-54	1816
POA3111	55-64	1648
POA3111	65-74	1357
POA3111	75-84	1040
POA3111	85+	584
POA3113	0-4	400
POA3113	5-14	1173
POA3113	15-19	746
POA3113	20-24	538
POA3113	25-34	572
POA3113	35-44	922
POA3113	45-54	1546
POA3113	55-64	1278
POA3113	65-74	899
POA3113	75-84	407
POA3113	85+	79
POA3114	0-4	114
POA3114	5-14	552
POA3114	15-19	381
POA3114	20-24	295
POA3114	25-34	212
POA3114	35-44	332
POA3114	45-54	708
POA3114	55-64	586
POA3114	65-74	381
POA3114	75-84	210
POA3114	85+	62
POA3115	0-4	124
POA3115	5-14	506
POA3115	15-19	311
POA3115	20-24	297
POA3115	25-34	278
POA3115	35-44	363
POA3115	45-54	634
POA3115	55-64	671
POA3115	65-74	438
POA3115	75-84	176
POA3115	85+	43
POA3116	0-4	805
POA3116	5-14	1502
POA3116	15-19	725
POA3116	20-24	694
POA3116	25-34	1536
POA3116	35-44	1629
POA3116	45-54	1502
POA3116	55-64	1362
POA3116	65-74	1174
POA3116	75-84	691
POA3116	85+	165
POA3121	0-4	1157
POA3121	5-14	1876
POA3121	15-19	888
POA3121	20-24	2441
POA3121	25-34	10056
POA3121	35-44	5200
POA3121	45-54	3581
POA3121	55-64	2896
POA3121	65-74	1998
POA3121	75-84	1036
POA3121	85+	411
POA3122	0-4	846
POA3122	5-14	1900
POA3122	15-19	1331
POA3122	20-24	2174
POA3122	25-34	4984
POA3122	35-44	3183
POA3122	45-54	2598
POA3122	55-64	2111
POA3122	65-74	1741
POA3122	75-84	1050
POA3122	85+	409
POA3123	0-4	619
POA3123	5-14	1586
POA3123	15-19	767
POA3123	20-24	1184
POA3123	25-34	2922
POA3123	35-44	2121
POA3123	45-54	1886
POA3123	55-64	1517
POA3123	65-74	1183
POA3123	75-84	745
POA3123	85+	319
POA3124	0-4	892
POA3124	5-14	2578
POA3124	15-19	1539
POA3124	20-24	1550
POA3124	25-34	2349
POA3124	35-44	2488
POA3124	45-54	3045
POA3124	55-64	2757
POA3124	65-74	2264
POA3124	75-84	1492
POA3124	85+	1008
POA3125	0-4	602
POA3125	5-14	1421
POA3125	15-19	1021
POA3125	20-24	1987
POA3125	25-34	2765
POA3125	35-44	1802
POA3125	45-54	1713
POA3125	55-64	1398
POA3125	65-74	1060
POA3125	75-84	838
POA3125	85+	545
POA3126	0-4	253
POA3126	5-14	982
POA3126	15-19	626
POA3126	20-24	523
POA3126	25-34	603
POA3126	35-44	795
POA3126	45-54	1095
POA3126	55-64	1083
POA3126	65-74	923
POA3126	75-84	570
POA3126	85+	323
POA3127	0-4	727
POA3127	5-14	2250
POA3127	15-19	1370
POA3127	20-24	1276
POA3127	25-34	1950
POA3127	35-44	2210
POA3127	45-54	2814
POA3127	55-64	2452
POA3127	65-74	2076
POA3127	75-84	994
POA3127	85+	494
POA3128	0-4	839
POA3128	5-14	1986
POA3128	15-19	1219
POA3128	20-24	2534
POA3128	25-34	4879
POA3128	35-44	3067
POA3128	45-54	2762
POA3128	55-64	2197
POA3128	65-74	1665
POA3128	75-84	1019
POA3128	85+	673
POA3129	0-4	890
POA3129	5-14	2165
POA3129	15-19	1145
POA3129	20-24	1216
POA3129	25-34	2479
POA3129	35-44	2481
POA3129	45-54	2520
POA3129	55-64	2115
POA3129	65-74	1580
POA3129	75-84	913
POA3129	85+	435
POA3130	0-4	1502
POA3130	5-14	4204
POA3130	15-19	2079
POA3130	20-24	2089
POA3130	25-34	3737
POA3130	35-44	4592
POA3130	45-54	4743
POA3130	55-64	3897
POA3130	65-74	2867
POA3130	75-84	2079
POA3130	85+	1241
POA3131	0-4	1289
POA3131	5-14	2644
POA3131	15-19	1222
POA3131	20-24	1322
POA3131	25-34	3038
POA3131	35-44	3478
POA3131	45-54	3115
POA3131	55-64	2491
POA3131	65-74	2085
POA3131	75-84	1625
POA3131	85+	895
POA3132	0-4	997
POA3132	5-14	1983
POA3132	15-19	874
POA3132	20-24	986
POA3132	25-34	2374
POA3132	35-44	2675
POA3132	45-54	2308
POA3132	55-64	1876
POA3132	65-74	1484
POA3132	75-84	909
POA3132	85+	326
POA3133	0-4	1011
POA3133	5-14	3017
POA3133	15-19	1487
POA3133	20-24	1310
POA3133	25-34	2031
POA3133	35-44	3069
POA3133	45-54	3171
POA3133	55-64	2602
POA3133	65-74	2617
POA3133	75-84	1864
POA3133	85+	758
POA3134	0-4	1870
POA3134	5-14	4217
POA3134	15-19	2137
POA3134	20-24	2036
POA3134	25-34	4504
POA3134	35-44	5004
POA3134	45-54	4788
POA3134	55-64	4082
POA3134	65-74	3141
POA3134	75-84	1964
POA3134	85+	863
POA3135	0-4	1276
POA3135	5-14	2718
POA3135	15-19	1190
POA3135	20-24	1093
POA3135	25-34	2545
POA3135	35-44	3153
POA3135	45-54	2906
POA3135	55-64	2329
POA3135	65-74	1856
POA3135	75-84	1160
POA3135	85+	476
POA3136	0-4	2866
POA3136	5-14	5617
POA3136	15-19	2430
POA3136	20-24	2549
POA3136	25-34	6097
POA3136	35-44	6632
POA3136	45-54	5903
POA3136	55-64	5477
POA3136	65-74	4606
POA3136	75-84	2886
POA3136	85+	1221
POA3137	0-4	930
POA3137	5-14	1706
POA3137	15-19	820
POA3137	20-24	872
POA3137	25-34	2071
POA3137	35-44	1974
POA3137	45-54	1783
POA3137	55-64	1799
POA3137	65-74	1343
POA3137	75-84	920
POA3137	85+	346
POA3138	0-4	1551
POA3138	5-14	3022
POA3138	15-19	1352
POA3138	20-24	1447
POA3138	25-34	3358
POA3138	35-44	3351
POA3138	45-54	2897
POA3138	55-64	2520
POA3138	65-74	2074
POA3138	75-84	1141
POA3138	85+	346
POA3139	0-4	906
POA3139	5-14	1863
POA3139	15-19	916
POA3139	20-24	836
POA3139	25-34	1888
POA3139	35-44	1701
POA3139	45-54	1973
POA3139	55-64	1945
POA3139	65-74	1416
POA3139	75-84	650
POA3139	85+	158
POA3140	0-4	967
POA3140	5-14	2011
POA3140	15-19	1077
POA3140	20-24	1065
POA3140	25-34	2302
POA3140	35-44	2132
POA3140	45-54	2405
POA3140	55-64	2194
POA3140	65-74	1708
POA3140	75-84	1068
POA3140	85+	425
POA3141	0-4	690
POA3141	5-14	1070
POA3141	15-19	745
POA3141	20-24	2184
POA3141	25-34	8542
POA3141	35-44	4185
POA3141	45-54	2443
POA3141	55-64	2095
POA3141	65-74	1692
POA3141	75-84	1024
POA3141	85+	360
POA3142	0-4	405
POA3142	5-14	992
POA3142	15-19	634
POA3142	20-24	863
POA3142	25-34	1870
