POA_CODE_2021	MotorVehicles.min	occupied_private_dwellings
POA3891	0	3
POA3891	1	19
POA3891	2	9
POA3891	3	14
POA3891	4	4
POA3892		13
POA3892	0	22
POA3892	1	188
POA3892	2	181
POA3892	3	70
POA3892	4	23
POA3893	2	5
POA3893	3	4
POA3893	4	3
POA3895	1	24
POA3895	2	38
POA3895	3	18
POA3895	4	9
POA3896	0	3
POA3896	1	44
POA3896	2	49
POA3896	3	28
POA3896	4	25
POA3898		17
POA3898	0	8
POA3898	1	75
POA3898	2	90
POA3898	3	47
POA3898	4	25
POA3900	0	5
POA3900	1	23
POA3900	2	20
POA3900	3	17
POA3900	4	13
POA3902	0	4
POA3902	1	54
POA3902	2	63
POA3902	3	23
POA3902	4	19
POA3903		10
POA3903	0	10
POA3903	1	101
POA3903	2	140
POA3903	3	50
POA3903	4	27
POA3904		9
POA3904	0	11
POA3904	1	253
POA3904	2	369
POA3904	3	116
POA3904	4	49
POA3909		97
POA3909	0	187
POA3909	1	1344
POA3909	2	1258
POA3909	3	427
POA3909	4	211
POA3910		74
POA3910	0	219
POA3910	1	2476
POA3910	2	3573
POA3910	3	1304
POA3910	4	884
POA3911		10
POA3911	0	41
POA3911	1	353
POA3911	2	463
POA3911	3	236
POA3911	4	193
POA3912		62
POA3912	0	152
POA3912	1	1411
POA3912	2	2251
POA3912	3	939
POA3912	4	787
POA3913		3
POA3913	0	21
POA3913	1	291
POA3913	2	521
POA3913	3	211
POA3913	4	191
POA3915		93
POA3915	0	274
POA3915	1	1754
POA3915	2	1475
POA3915	3	450
POA3915	4	257
POA3916		10
POA3916	0	7
POA3916	1	100
POA3916	2	190
POA3916	3	60
POA3916	4	40
POA3918		12
POA3918	0	27
POA3918	1	483
POA3918	2	609
POA3918	3	284
POA3918	4	201
POA3919		11
POA3919	0	32
POA3919	1	412
POA3919	2	513
POA3919	3	194
POA3919	4	116
POA3920	1	40
POA3920	2	53
POA3920	3	17
POA3921	0	6
POA3921	1	25
POA3921	2	12
POA3921	3	4
POA3922		80
POA3922	0	190
POA3922	1	1735
POA3922	2	1554
POA3922	3	428
POA3922	4	187
POA3923		8
POA3923	0	9
POA3923	1	102
POA3923	2	143
POA3923	3	47
POA3923	4	24
POA3925		18
POA3925	0	37
POA3925	1	593
POA3925	2	734
POA3925	3	228
POA3925	4	96
POA3926		16
POA3926	0	16
POA3926	1	322
POA3926	2	577
POA3926	3	195
POA3926	4	131
POA3927		10
POA3927	0	5
POA3927	1	199
POA3927	2	311
POA3927	3	108
POA3927	4	48
POA3928		3
POA3928	1	35
POA3928	2	70
POA3928	3	42
POA3928	4	27
POA3929		7
POA3929	0	3
POA3929	1	118
POA3929	2	204
POA3929	3	63
POA3929	4	34
POA3930		47
POA3930	0	126
POA3930	1	1385
POA3930	2	2963
POA3930	3	1064
POA3930	4	679
POA3931		129
POA3931	0	550
POA3931	1	4093
POA3931	2	4081
POA3931	3	1066
POA3931	4	558
POA3933		4
POA3933	0	6
POA3933	1	54
POA3933	2	110
POA3933	3	75
POA3933	4	97
POA3934		58
POA3934	0	149
POA3934	1	1964
POA3934	2	3252
POA3934	3	1019
POA3934	4	582
POA3936		74
POA3936	0	186
POA3936	1	1877
POA3936	2	2271
POA3936	3	645
POA3936	4	332
POA3937		6
POA3937	0	6
POA3937	1	127
POA3937	2	250
POA3937	3	110
POA3937	4	77
POA3938		27
POA3938	0	24
POA3938	1	382
POA3938	2	600
POA3938	3	200
POA3938	4	97
POA3939		107
POA3939	0	328
POA3939	1	2535
POA3939	2	2399
POA3939	3	736
POA3939	4	396
POA3940		60
POA3940	0	192
POA3940	1	1183
POA3940	2	680
POA3940	3	161
POA3940	4	66
POA3941		80
POA3941	0	168
POA3941	1	1838
POA3941	2	2315
POA3941	3	622
POA3941	4	301
POA3942		16
POA3942	0	21
POA3942	1	367
POA3942	2	549
POA3942	3	138
POA3942	4	51
POA3943		11
POA3943	0	21
POA3943	1	302
POA3943	2	356
POA3943	3	109
POA3943	4	34
POA3944		5
POA3944	0	3
POA3944	1	110
POA3944	2	151
POA3944	3	41
POA3944	4	24
POA3945		5
POA3945	0	5
POA3945	1	83
POA3945	2	168
POA3945	3	79
POA3945	4	63
POA3946	1	31
POA3946	2	47
POA3946	3	22
POA3946	4	14
POA3950		36
POA3950	0	100
POA3950	1	680
POA3950	2	755
POA3950	3	282
POA3950	4	186
POA3951		3
POA3951	0	3
POA3951	1	63
POA3951	2	142
POA3951	3	75
POA3951	4	72
POA3953		47
POA3953	0	147
POA3953	1	1050
POA3953	2	1186
POA3953	3	501
POA3953	4	289
POA3954	1	28
POA3954	2	66
POA3954	3	28
POA3954	4	23
POA3956		29
POA3956	0	19
POA3956	1	423
POA3956	2	501
POA3956	3	173
POA3956	4	119
POA3957	1	23
POA3957	2	56
POA3957	3	13
POA3957	4	14
POA3958	1	22
POA3958	2	36
POA3958	3	21
POA3958	4	22
POA3959		9
POA3959	1	149
POA3959	2	200
POA3959	3	78
POA3959	4	47
POA3960		22
POA3960	0	45
POA3960	1	458
POA3960	2	385
POA3960	3	158
POA3960	4	95
POA3962		8
POA3962	0	15
POA3962	1	152
POA3962	2	138
POA3962	3	55
POA3962	4	33
POA3964		9
POA3964	1	19
POA3964	2	36
POA3964	3	16
POA3964	4	4
POA3965	1	40
POA3965	2	47
POA3965	3	8
POA3965	4	5
POA3966		3
POA3966	1	55
POA3966	2	83
POA3966	3	46
POA3966	4	25
POA3967	1	11
POA3967	2	21
POA3967	3	5
POA3967	4	12
POA3971		37
POA3971	0	85
POA3971	1	563
POA3971	2	663
POA3971	3	255
POA3971	4	158
POA3975		72
POA3975	0	105
POA3975	1	1146
POA3975	2	2375
POA3975	3	821
POA3975	4	429
POA3976		158
POA3976	0	342
POA3976	1	2378
POA3976	2	3169
POA3976	3	1231
POA3976	4	642
POA3977		480
POA3977	0	996
POA3977	1	10188
POA3977	2	16386
POA3977	3	5537
POA3977	4	2888
POA3978		162
POA3978	0	131
POA3978	1	3255
POA3978	2	6928
POA3978	3	1798
POA3978	4	724
POA3979	1	18
POA3979	2	45
POA3979	3	27
POA3979	4	20
POA3980		8
POA3980	0	14
POA3980	1	225
POA3980	2	512
POA3980	3	265
POA3980	4	180
POA3981		24
POA3981	0	51
POA3981	1	425
POA3981	2	735
POA3981	3	344
POA3981	4	269
POA3984		67
POA3984	0	67
POA3984	1	883
POA3984	2	1162
POA3984	3	458
POA3984	4	274
POA3987		11
POA3987	0	3
POA3987	1	71
POA3987	2	183
POA3987	3	116
POA3987	4	125
POA3988		7
POA3988	0	3
POA3988	1	94
POA3988	2	136
POA3988	3	93
POA3988	4	76
POA3990	1	5
POA3990	2	15
POA3990	3	12
POA3990	4	8
POA3991		6
POA3991	0	9
POA3991	1	37
POA3991	2	53
POA3991	3	28
POA3991	4	21
POA3992		17
POA3992	0	4
POA3992	1	144
POA3992	2	211
POA3992	3	85
POA3992	4	42
POA3995		95
POA3995	0	327
POA3995	1	1919
POA3995	2	1682
POA3995	3	550
POA3995	4	305
POA3996		35
POA3996	0	66
POA3996	1	993
POA3996	2	1214
POA3996	3	285
POA3996	4	115
POA4000		151
POA4000	0	2967
POA4000	1	4257
POA4000	2	1132
POA4000	3	185
POA4000	4	85
POA4005		140
POA4005	0	1081
POA4005	1	4523
POA4005	2	2118
POA4005	3	412
POA4005	4	158
POA4006		178
POA4006	0	2847
POA4006	1	7182
POA4006	2	2091
POA4006	3	257
POA4006	4	104
POA4007		83
POA4007	0	545
POA4007	1	3204
POA4007	2	2203
POA4007	3	510
POA4007	4	268
POA4008	0	4
POA4008	1	43
POA4008	2	31
POA4008	3	17
POA4008	4	9
POA4009	1	3
POA4010		28
POA4010	0	184
POA4010	1	867
POA4010	2	468
POA4010	3	94
POA4010	4	40
POA4011		56
POA4011	0	467
POA4011	1	2932
POA4011	2	2215
POA4011	3	542
POA4011	4	283
POA4012		105
POA4012	0	970
POA4012	1	4354
POA4012	2	3405
POA4012	3	810
POA4012	4	334
POA4013		25
POA4013	0	192
POA4013	1	815
POA4013	2	628
POA4013	3	195
POA4013	4	96
POA4014		46
POA4014	0	229
POA4014	1	1542
POA4014	2	2014
POA4014	3	631
POA4014	4	246
POA4017		315
POA4017	0	712
POA4017	1	4535
POA4017	2	5575
POA4017	3	1751
POA4017	4	962
POA4018		94
POA4018	0	408
POA4018	1	2682
POA4018	2	1843
POA4018	3	399
POA4018	4	164
POA4019		130
POA4019	0	763
POA4019	1	3608
POA4019	2	2912
POA4019	3	912
POA4019	4	458
POA4020		168
POA4020	0	912
POA4020	1	4555
POA4020	2	3670
POA4020	3	1095
POA4020	4	571
POA4021		67
POA4021	0	334
POA4021	1	1394
POA4021	2	1225
POA4021	3	455
POA4021	4	209
POA4022		30
POA4022	0	185
POA4022	1	1213
POA4022	2	931
POA4022	3	318
POA4022	4	144
POA4025		4
POA4025	0	8
POA4025	1	15
POA4025	2	24
POA4025	3	3
POA4025	4	7
POA4030		99
POA4030	0	764
POA4030	1	3547
POA4030	2	2520
POA4030	3	589
POA4030	4	260
POA4031		51
POA4031	0	417
POA4031	1	2391
POA4031	2	2152
POA4031	3	541
POA4031	4	255
POA4032		114
POA4032	0	998
POA4032	1	3689
POA4032	2	2303
POA4032	3	517
POA4032	4	249
POA4034		227
POA4034	0	1356
POA4034	1	6755
POA4034	2	6678
POA4034	3	1866
POA4034	4	944
POA4035		77
POA4035	0	251
POA4035	1	2335
POA4035	2	4234
POA4035	3	1539
POA4035	4	926
POA4036		31
POA4036	0	68
POA4036	1	772
POA4036	2	1089
POA4036	3	334
POA4036	4	168
POA4037		12
POA4037	0	12
POA4037	1	413
POA4037	2	1196
POA4037	3	517
POA4037	4	324
POA4051		103
POA4051	0	871
POA4051	1	4433
POA4051	2	4102
POA4051	3	1139
POA4051	4	518
POA4053		158
POA4053	0	1000
POA4053	1	6420
POA4053	2	7512
POA4053	3	2064
POA4053	4	939
POA4054		47
POA4054	0	334
POA4054	1	1865
POA4054	2	2145
POA4054	3	631
POA4054	4	281
POA4055		39
POA4055	0	132
POA4055	1	2015
POA4055	2	3547
POA4055	3	1125
POA4055	4	615
POA4059		80
POA4059	0	736
POA4059	1	2570
POA4059	2	1506
POA4059	3	371
POA4059	4	200
POA4060		32
POA4060	0	233
POA4060	1	1646
POA4060	2	1824
POA4060	3	616
POA4060	4	289
POA4061		38
POA4061	0	137
POA4061	1	1846
POA4061	2	2681
POA4061	3	839
POA4061	4	373
POA4064		63
POA4064	0	474
POA4064	1	2195
POA4064	2	1587
POA4064	3	431
POA4064	4	239
POA4065		30
POA4065	0	120
POA4065	1	1162
POA4065	2	1527
POA4065	3	434
POA4065	4	197
POA4066		55
POA4066	0	896
POA4066	1	3858
POA4066	2	2283
POA4066	3	535
POA4066	4	244
POA4067		45
POA4067	0	501
POA4067	1	1924
POA4067	2	1105
POA4067	3	261
POA4067	4	107
POA4068		76
POA4068	0	875
POA4068	1	4506
POA4068	2	3306
POA4068	3	854
POA4068	4	358
POA4069		62
POA4069	0	290
POA4069	1	2954
POA4069	2	5481
POA4069	3	1820
POA4069	4	1043
POA4070		33
POA4070	0	56
POA4070	1	1093
POA4070	2	1843
POA4070	3	637
POA4070	4	339
POA4073		26
POA4073	0	88
POA4073	1	874
POA4073	2	1508
POA4073	3	459
POA4073	4	176
POA4074		62
POA4074	0	191
POA4074	1	2547
POA4074	2	3836
POA4074	3	1205
POA4074	4	572
POA4075		73
POA4075	0	590
POA4075	1	3608
POA4075	2	3700
POA4075	3	970
POA4075	4	462
POA4076		34
POA4076	0	131
POA4076	1	666
POA4076	2	617
POA4076	3	202
POA4076	4	90
POA4077		280
POA4077	0	1106
POA4077	1	4410
POA4077	2	3980
POA4077	3	1341
POA4077	4	581
POA4078		88
POA4078	0	331
POA4078	1	3075
POA4078	2	3633
POA4078	3	1187
POA4078	4	571
POA4101		187
POA4101	0	2499
POA4101	1	8240
POA4101	2	2988
POA4101	3	560
POA4101	4	264
POA4102		106
POA4102	0	699
POA4102	1	2123
POA4102	2	987
POA4102	3	252
POA4102	4	134
POA4103		71
POA4103	0	696
POA4103	1	2927
POA4103	2	1854
POA4103	3	497
POA4103	4	241
POA4104		40
POA4104	0	297
POA4104	1	1275
POA4104	2	957
POA4104	3	260
POA4104	4	144
POA4105		59
POA4105	0	456
POA4105	1	2372
POA4105	2	2066
POA4105	3	494
POA4105	4	233
POA4106		11
POA4106	0	46
POA4106	1	281
POA4106	2	193
POA4106	3	59
POA4106	4	43
POA4107		18
POA4107	0	128
POA4107	1	876
POA4107	2	1001
POA4107	3	286
POA4107	4	130
POA4108		38
POA4108	0	217
POA4108	1	905
POA4108	2	766
POA4108	3	220
POA4108	4	135
POA4109		226
POA4109	0	814
POA4109	1	4089
POA4109	2	4380
POA4109	3	1688
POA4109	4	882
POA4110		93
POA4110	0	269
POA4110	1	1683
POA4110	2	2296
POA4110	3	677
POA4110	4	306
POA4111		5
POA4111	0	17
POA4111	1	120
POA4111	2	126
POA4111	3	35
POA4111	4	21
POA4112		37
POA4112	0	44
POA4112	1	666
POA4112	2	1193
POA4112	3	412
POA4112	4	214
POA4113		144
POA4113	0	460
POA4113	1	3563
POA4113	2	3946
POA4113	3	1218
POA4113	4	619
POA4114		299
POA4114	0	1238
POA4114	1	3798
POA4114	2	2606
POA4114	3	983
POA4114	4	482
POA4115		58
POA4115	0	183
POA4115	1	1873
POA4115	2	2941
POA4115	3	987
POA4115	4	452
POA4116		90
POA4116	0	197
POA4116	1	2582
POA4116	2	3840
POA4116	3	1245
POA4116	4	588
POA4117		9
POA4117	0	15
POA4117	1	211
POA4117	2	376
POA4117	3	143
POA4117	4	41
POA4118		125
POA4118	0	324
POA4118	1	2830
POA4118	2	4231
POA4118	3	1679
POA4118	4	986
POA4119		24
POA4119	0	45
POA4119	1	599
POA4119	2	982
POA4119	3	296
POA4119	4	204
POA4120		55
POA4120	0	494
POA4120	1	2152
POA4120	2	1427
POA4120	3	341
POA4120	4	136
POA4121		70
POA4121	0	551
POA4121	1	3179
POA4121	2	3902
POA4121	3	1074
POA4121	4	505
POA4122		191
POA4122	0	1223
POA4122	1	6138
POA4122	2	6511
POA4122	3	1882
POA4122	4	906
POA4123		72
POA4123	0	190
POA4123	1	2156
POA4123	2	3501
POA4123	3	1133
POA4123	4	576
POA4124		91
POA4124	0	143
POA4124	1	1575
POA4124	2	2774
POA4124	3	1420
POA4124	4	1198
POA4125		97
POA4125	0	143
POA4125	1	1305
POA4125	2	1604
POA4125	3	646
POA4125	4	554
POA4127		162
POA4127	0	472
POA4127	1	3295
POA4127	2	3599
POA4127	3	1273
POA4127	4	711
POA4128		97
POA4128	0	122
POA4128	1	1447
POA4128	2	2461
POA4128	3	1028
POA4128	4	615
POA4129		34
POA4129	0	48
POA4129	1	599
POA4129	2	953
POA4129	3	372
POA4129	4	236
POA4130		31
POA4130	0	30
POA4130	1	669
POA4130	2	1228
POA4130	3	543
POA4130	4	498
POA4131		76
POA4131	0	297
POA4131	1	1393
POA4131	2	1295
POA4131	3	467
POA4131	4	220
POA4132		168
POA4132	0	371
POA4132	1	2627
POA4132	2	2853
POA4132	3	1159
POA4132	4	587
POA4133		141
POA4133	0	440
POA4133	1	2492
POA4133	2	2627
POA4133	3	924
POA4133	4	674
POA4151		79
POA4151	0	676
POA4151	1	3443
POA4151	2	2518
POA4151	3	648
POA4151	4	302
POA4152		218
POA4152	0	886
POA4152	1	6111
POA4152	2	7244
POA4152	3	2085
POA4152	4	1054
POA4153		9
POA4153	0	32
POA4153	1	366
POA4153	2	692
POA4153	3	237
POA4153	4	174
POA4154		20
POA4154	0	31
POA4154	1	757
POA4154	2	1821
POA4154	3	579
POA4154	4	351
POA4155		3
POA4155	0	3
POA4155	1	65
POA4155	2	143
POA4155	3	110
POA4155	4	115
POA4156		4
POA4156	0	11
POA4156	1	164
POA4156	2	467
POA4156	3	217
POA4156	4	166
POA4157		58
POA4157	0	354
POA4157	1	2175
POA4157	2	2784
POA4157	3	1098
POA4157	4	795
POA4158		23
POA4158	0	74
POA4158	1	680
POA4158	2	579
POA4158	3	179
POA4158	4	85
POA4159		52
POA4159	0	193
POA4159	1	1571
POA4159	2	2205
POA4159	3	803
POA4159	4	522
POA4160		40
POA4160	0	220
POA4160	1	2031
POA4160	2	2872
POA4160	3	1048
POA4160	4	616
POA4161		62
POA4161	0	213
POA4161	1	1682
POA4161	2	2408
POA4161	3	968
POA4161	4	527
POA4163		88
POA4163	0	512
POA4163	1	2554
POA4163	2	2244
POA4163	3	763
POA4163	4	426
POA4164		60
POA4164	0	137
POA4164	1	1483
POA4164	2	2954
POA4164	3	1118
POA4164	4	658
POA4165		142
POA4165	0	470
POA4165	1	3727
POA4165	2	5840
POA4165	3	2381
POA4165	4	1332
POA4169		113
POA4169	0	887
POA4169	1	3616
POA4169	2	2001
POA4169	3	461
POA4169	4	203
POA4170		101
POA4170	0	592
POA4170	1	4312
POA4170	2	4207
POA4170	3	1057
POA4170	4	506
POA4171		57
POA4171	0	297
POA4171	1	2574
POA4171	2	2545
POA4171	3	670
POA4171	4	335
POA4172		14
POA4172	0	96
POA4172	1	680
POA4172	2	754
POA4172	3	217
POA4172	4	99
POA4173		34
POA4173	0	99
POA4173	1	1191
POA4173	2	1301
POA4173	3	402
POA4173	4	205
POA4174		17
POA4174	0	26
POA4174	1	326
POA4174	2	454
POA4174	3	136
POA4174	4	62
POA4178		126
POA4178	0	767
POA4178	1	3752
POA4178	2	3831
POA4178	3	1213
POA4178	4	600
POA4179		81
POA4179	0	383
POA4179	1	2488
POA4179	2	3097
POA4179	3	968
POA4179	4	469
POA4183		29
POA4183	0	52
POA4183	1	336
POA4183	2	283
POA4183	3	102
POA4183	4	45
POA4184		96
POA4184	0	437
POA4184	1	2113
POA4184	2	1119
POA4184	3	268
POA4184	4	94
POA4205		65
POA4205	0	234
POA4205	1	1157
POA4205	2	715
POA4205	3	215
POA4205	4	102
POA4207		443
POA4207	0	1211
POA4207	1	8011
POA4207	2	8696
POA4207	3	3243
POA4207	4	2033
POA4208		95
POA4208	0	98
POA4208	1	1729
POA4208	2	3489
POA4208	3	1380
POA4208	4	855
POA4209		296
POA4209	0	344
POA4209	1	6474
POA4209	2	10601
POA4209	3	3531
POA4209	4	1691
POA4210		71
POA4210	0	110
POA4210	1	1635
POA4210	2	3199
POA4210	3	1343
POA4210	4	911
POA4211		307
POA4211	0	741
POA4211	1	6680
POA4211	2	8969
POA4211	3	3428
POA4211	4	2053
POA4212		131
POA4212	0	308
POA4212	1	3541
POA4212	2	5033
POA4212	3	1901
POA4212	4	1051
POA4213		96
POA4213	0	179
POA4213	1	2131
POA4213	2	4296
POA4213	3	1878
POA4213	4	1317
POA4214		170
POA4214	0	491
POA4214	1	4120
POA4214	2	5371
POA4214	3	2025
POA4214	4	1130
POA4215		453
POA4215	0	2591
POA4215	1	11870
POA4215	2	6530
POA4215	3	1530
POA4215	4	629
POA4216		275
POA4216	0	890
POA4216	1	7423
POA4216	2	5989
POA4216	3	1601
POA4216	4	757
POA4217		364
POA4217	0	1718
POA4217	1	8611
POA4217	2	5625
POA4217	3	1397
POA4217	4	744
POA4218		239
POA4218	0	878
POA4218	1	5818
POA4218	2	5130
POA4218	3	1426
POA4218	4	758
POA4220		195
POA4220	0	674
POA4220	1	4745
POA4220	2	5021
POA4220	3	1382
POA4220	4	706
POA4221		144
POA4221	0	532
POA4221	1	3746
POA4221	2	4443
POA4221	3	1397
POA4221	4	766
POA4223		79
POA4223	0	204
POA4223	1	1744
POA4223	2	2203
POA4223	3	803
POA4223	4	460
POA4224		33
POA4224	0	122
POA4224	1	983
POA4224	2	1065
POA4224	3	328
POA4224	4	152
POA4225		75
POA4225	0	307
POA4225	1	1806
POA4225	2	1203
POA4225	3	246
POA4225	4	135
POA4226		177
POA4226	0	495
POA4226	1	4819
POA4226	2	5614
POA4226	3	1706
POA4226	4	783
POA4227		103
POA4227	0	272
POA4227	1	3122
POA4227	2	3548
POA4227	3	1030
POA4227	4	470
POA4228		17
POA4228	0	21
POA4228	1	250
POA4228	2	648
POA4228	3	354
POA4228	4	322
POA4270		17
POA4270	0	11
POA4270	1	191
POA4270	2	515
POA4270	3	319
POA4270	4	298
POA4272		42
POA4272	0	55
POA4272	1	1001
POA4272	2	1206
POA4272	3	485
POA4272	4	250
POA4275		15
POA4275	0	7
POA4275	1	216
POA4275	2	536
POA4275	3	238
POA4275	4	212
POA4280		102
POA4280	0	52
POA4280	1	1115
POA4280	2	2444
POA4280	3	1324
POA4280	4	1251
POA4285		120
POA4285	0	259
POA4285	1	2128
POA4285	2	2699
POA4285	3	1341
POA4285	4	1001
POA4287		5
POA4287	0	9
POA4287	1	86
POA4287	2	105
POA4287	3	53
POA4287	4	32
POA4300		293
POA4300	0	712
POA4300	1	6813
POA4300	2	9825
POA4300	3	3028
POA4300	4	1396
POA4301		203
POA4301	0	473
POA4301	1	4018
POA4301	2	4512
POA4301	3	1495
POA4301	4	713
POA4303		44
POA4303	0	136
POA4303	1	630
POA4303	2	401
POA4303	3	146
POA4303	4	65
POA4304		98
POA4304	0	677
POA4304	1	2739
POA4304	2	2258
POA4304	3	770
POA4304	4	381
POA4305		346
POA4305	0	1675
POA4305	1	8850
POA4305	2	8515
POA4305	3	3040
POA4305	4	1553
POA4306		166
POA4306	0	169
POA4306	1	3223
POA4306	2	6183
POA4306	3	2620
POA4306	4	1916
POA4307		8
POA4307	0	5
POA4307	1	96
POA4307	2	204
POA4307	3	109
POA4307	4	118
POA4309		29
POA4309	0	14
POA4309	1	314
POA4309	2	475
POA4309	3	213
POA4309	4	170
POA4310		34
POA4310	0	72
POA4310	1	676
POA4310	2	882
POA4310	3	364
POA4310	4	268
POA4311		76
POA4311	0	94
POA4311	1	943
POA4311	2	1368
POA4311	3	695
POA4311	4	468
POA4312		27
POA4312	0	28
POA4312	1	388
POA4312	2	373
POA4312	3	175
POA4312	4	107
POA4313		20
POA4313	0	33
POA4313	1	315
POA4313	2	331
POA4313	3	156
POA4313	4	84
POA4314		34
POA4314	0	37
POA4314	1	526
POA4314	2	484
POA4314	3	203
POA4314	4	91
POA4340		38
POA4340	0	103
POA4340	1	596
POA4340	2	722
POA4340	3	348
POA4340	4	280
POA4341		165
POA4341	0	135
POA4341	1	1484
POA4341	2	2160
POA4341	3	1014
POA4341	4	686
POA4342		15
POA4342	0	19
POA4342	1	217
POA4342	2	364
POA4342	3	169
POA4342	4	160
POA4343		82
POA4343	0	183
POA4343	1	1276
POA4343	2	1405
POA4343	3	667
POA4343	4	479
POA4344		19
POA4344	0	10
POA4344	1	214
POA4344	2	345
POA4344	3	175
POA4344	4	142
POA4346		9
POA4346	0	4
POA4346	1	96
POA4346	2	150
POA4346	3	60
POA4346	4	56
POA4347		6
POA4347	0	9
POA4347	1	106
POA4347	2	196
POA4347	3	84
POA4347	4	68
POA4350		577
POA4350	0	3055
POA4350	1	17620
POA4350	2	15963
POA4350	3	4847
POA4350	4	2457
POA4352		74
POA4352	0	101
POA4352	1	2008
POA4352	2	4573
POA4352	3	2123
POA4352	4	1436
POA4353		5
POA4353	1	19
POA4353	2	49
POA4353	3	24
POA4353	4	12
POA4354		4
POA4354	0	8
POA4354	1	128
POA4354	2	192
POA4354	3	74
POA4354	4	54
POA4355		32
POA4355	0	55
POA4355	1	401
POA4355	2	402
POA4355	3	135
POA4355	4	80
POA4356		34
POA4356	0	54
POA4356	1	466
POA4356	2	667
POA4356	3	316
POA4356	4	245
POA4357		16
POA4357	0	32
POA4357	1	276
POA4357	2	354
POA4357	3	144
POA4357	4	111
POA4358		13
POA4358	0	11
POA4358	1	268
POA4358	2	435
POA4358	3	185
POA4358	4	127
POA4359		4
POA4359	0	5
POA4359	1	106
POA4359	2	213
POA4359	3	92
POA4359	4	60
POA4360	1	71
POA4360	2	76
POA4360	3	26
POA4360	4	32
POA4361		36
POA4361	0	19
POA4361	1	320
POA4361	2	383
POA4361	3	168
POA4361	4	119
POA4362		24
POA4362	0	26
POA4362	1	287
POA4362	2	367
POA4362	3	184
POA4362	4	111
POA4363		9
POA4363	1	38
POA4363	2	73
POA4363	3	49
POA4363	4	28
POA4364	1	19
POA4364	2	17
POA4364	3	15
POA4364	4	11
POA4365		5
POA4365	0	3
POA4365	1	64
POA4365	2	88
POA4365	3	41
POA4365	4	23
POA4370		148
POA4370	0	427
POA4370	1	2628
POA4370	2	2619
POA4370	3	950
POA4370	4	643
POA4371	0	3
POA4371	1	76
POA4371	2	110
POA4371	3	53
POA4371	4	33
POA4372	0	5
POA4372	1	15
POA4372	2	24
POA4372	3	10
POA4372	4	10
POA4373		11
POA4373	0	9
POA4373	1	145
POA4373	2	141
POA4373	3	61
POA4373	4	26
POA4374	1	51
POA4374	2	52
POA4374	3	35
POA4374	4	18
POA4375		3
POA4375	1	19
POA4375	2	31
POA4375	3	16
POA4375	4	5
POA4376	0	7
POA4376	1	42
POA4376	2	37
POA4376	3	26
POA4376	4	16
POA4377		8
POA4377	0	3
POA4377	1	59
POA4377	2	86
POA4377	3	47
POA4377	4	18
POA4378	1	49
POA4378	2	77
POA4378	3	38
POA4378	4	27
POA4380		65
POA4380	0	192
POA4380	1	1144
POA4380	2	1099
POA4380	3	430
POA4380	4	269
POA4381		6
POA4381	1	87
POA4381	2	98
POA4381	3	28
POA4381	4	24
POA4382	1	46
POA4382	2	85
POA4382	3	22
POA4382	4	28
POA4383		9
POA4383	0	13
POA4383	1	104
POA4383	2	99
POA4383	3	38
POA4383	4	13
POA4384	2	5
POA4384	3	10
POA4385		16
POA4385	0	30
POA4385	1	176
POA4385	2	164
POA4385	3	69
POA4385	4	39
POA4387		13
POA4387	0	31
POA4387	1	181
POA4387	2	181
POA4387	3	86
POA4387	4	46
POA4388		3
POA4388	0	8
POA4388	1	46
POA4388	2	53
POA4388	3	15
POA4388	4	19
POA4390		39
POA4390	0	94
POA4390	1	738
POA4390	2	911
POA4390	3	359
POA4390	4	220
POA4400		4
POA4400	0	10
POA4400	1	171
POA4400	2	311
POA4400	3	157
POA4400	4	85
POA4401		38
POA4401	0	85
POA4401	1	682
POA4401	2	733
POA4401	3	304
POA4401	4	207
POA4402		6
POA4402	1	29
POA4402	2	40
POA4402	3	19
POA4402	4	13
POA4403		11
POA4403	0	5
POA4403	1	66
POA4403	2	100
POA4403	3	59
POA4403	4	49
POA4404		4
POA4404	1	27
POA4404	2	53
POA4404	3	48
POA4404	4	27
POA4405		72
POA4405	0	262
POA4405	1	1675
POA4405	2	1890
POA4405	3	755
POA4405	4	432
POA4406		16
POA4406	0	9
POA4406	1	114
POA4406	2	201
POA4406	3	124
POA4406	4	114
POA4407		9
POA4407	0	7
POA4407	1	47
POA4407	2	77
POA4407	3	35
POA4407	4	21
POA4408		4
POA4408	0	3
POA4408	1	70
POA4408	2	71
POA4408	3	41
POA4408	4	19
POA4410		14
POA4410	0	19
POA4410	1	148
POA4410	2	140
POA4410	3	83
POA4410	4	50
POA4411	1	29
POA4411	2	27
POA4411	3	27
POA4411	4	17
POA4412		3
POA4412	1	16
POA4412	2	25
POA4412	3	12
POA4412	4	22
POA4413		59
POA4413	0	109
POA4413	1	925
POA4413	2	1078
POA4413	3	466
POA4413	4	267
POA4415		24
POA4415	0	35
POA4415	1	303
POA4415	2	264
POA4415	3	97
POA4415	4	66
POA4416	0	3
POA4416	1	31
POA4416	2	63
POA4416	3	34
POA4416	4	13
POA4417		8
POA4417	0	14
POA4417	1	79
POA4417	2	92
POA4417	3	42
POA4417	4	27
POA4418	1	10
POA4418	2	7
POA4418	3	3
POA4418	4	9
POA4419		11
POA4419	0	26
POA4419	1	86
POA4419	2	105
POA4419	3	70
POA4419	4	41
POA4420		18
POA4420	0	16
POA4420	1	108
