POA_CODE_2021	MotorVehicles.min	occupied_private_dwellings
POA2778	1	292
POA2778	2	395
POA2778	3	136
POA2778	4	82
POA2779		12
POA2779	0	80
POA2779	1	690
POA2779	2	709
POA2779	3	260
POA2779	4	136
POA2780		93
POA2780	0	711
POA2780	1	2901
POA2780	2	1693
POA2780	3	432
POA2780	4	204
POA2782		24
POA2782	0	115
POA2782	1	1065
POA2782	2	993
POA2782	3	267
POA2782	4	118
POA2783		8
POA2783	0	65
POA2783	1	450
POA2783	2	356
POA2783	3	131
POA2783	4	66
POA2784	0	21
POA2784	1	184
POA2784	2	178
POA2784	3	83
POA2784	4	33
POA2785		26
POA2785	0	167
POA2785	1	1027
POA2785	2	702
POA2785	3	175
POA2785	4	71
POA2786		6
POA2786	0	27
POA2786	1	238
POA2786	2	189
POA2786	3	46
POA2786	4	28
POA2787		33
POA2787	0	62
POA2787	1	542
POA2787	2	661
POA2787	3	261
POA2787	4	166
POA2790		135
POA2790	0	590
POA2790	1	2313
POA2790	2	1958
POA2790	3	747
POA2790	4	514
POA2791		4
POA2791	1	46
POA2791	2	46
POA2791	3	22
POA2791	4	12
POA2792	0	4
POA2792	1	41
POA2792	2	63
POA2792	3	25
POA2792	4	26
POA2793		3
POA2793	0	7
POA2793	1	121
POA2793	2	186
POA2793	3	55
POA2793	4	48
POA2794		90
POA2794	0	289
POA2794	1	1557
POA2794	2	1444
POA2794	3	555
POA2794	4	282
POA2795		225
POA2795	0	927
POA2795	1	5452
POA2795	2	6051
POA2795	3	2313
POA2795	4	1455
POA2797		7
POA2797	0	5
POA2797	1	31
POA2797	2	66
POA2797	3	35
POA2797	4	18
POA2798		10
POA2798	0	9
POA2798	1	143
POA2798	2	320
POA2798	3	151
POA2798	4	100
POA2799		22
POA2799	0	60
POA2799	1	528
POA2799	2	579
POA2799	3	260
POA2799	4	138
POA2800		287
POA2800	0	995
POA2800	1	6003
POA2800	2	6863
POA2800	3	2340
POA2800	4	1277
POA2803		4
POA2803	1	26
POA2803	2	49
POA2803	3	23
POA2803	4	18
POA2804		15
POA2804	0	35
POA2804	1	342
POA2804	2	405
POA2804	3	168
POA2804	4	106
POA2805		4
POA2805	0	9
POA2805	1	47
POA2805	2	58
POA2805	3	28
POA2805	4	22
POA2806		4
POA2806	1	86
POA2806	2	141
POA2806	3	53
POA2806	4	30
POA2807		10
POA2807	0	4
POA2807	1	57
POA2807	2	72
POA2807	3	30
POA2807	4	25
POA2808		3
POA2808	0	5
POA2808	1	27
POA2808	2	34
POA2808	3	14
POA2808	4	5
POA2809		5
POA2809	0	3
POA2809	1	17
POA2809	2	29
POA2809	3	15
POA2809	4	11
POA2810		18
POA2810	0	82
POA2810	1	442
POA2810	2	443
POA2810	3	206
POA2810	4	128
POA2817		3
POA2817	1	28
POA2817	2	55
POA2817	3	23
POA2817	4	17
POA2818	1	75
POA2818	2	122
POA2818	3	45
POA2818	4	50
POA2820		60
POA2820	0	181
POA2820	1	946
POA2820	2	792
POA2820	3	292
POA2820	4	178
POA2821		30
POA2821	0	86
POA2821	1	558
POA2821	2	587
POA2821	3	232
POA2821	4	171
POA2822		3
POA2822	0	4
POA2822	1	29
POA2822	2	54
POA2822	3	29
POA2822	4	25
POA2823		7
POA2823	0	30
POA2823	1	159
POA2823	2	146
POA2823	3	71
POA2823	4	65
POA2824		27
POA2824	0	54
POA2824	1	266
POA2824	2	264
POA2824	3	112
POA2824	4	61
POA2825		38
POA2825	0	48
POA2825	1	272
POA2825	2	273
POA2825	3	131
POA2825	4	79
POA2826	1	17
POA2826	2	18
POA2826	3	13
POA2826	4	13
POA2827		43
POA2827	0	92
POA2827	1	444
POA2827	2	490
POA2827	3	218
POA2827	4	95
POA2828		13
POA2828	0	17
POA2828	1	91
POA2828	2	88
POA2828	3	49
POA2828	4	37
POA2829		31
POA2829	0	91
POA2829	1	376
POA2829	2	324
POA2829	3	122
POA2829	4	80
POA2830		280
POA2830	0	843
POA2830	1	5461
POA2830	2	6114
POA2830	3	2109
POA2830	4	1155
POA2831		11
POA2831	0	7
POA2831	1	122
POA2831	2	247
POA2831	3	128
POA2831	4	68
POA2832		17
POA2832	0	43
POA2832	1	194
POA2832	2	180
POA2832	3	73
POA2832	4	52
POA2833		4
POA2833	0	36
POA2833	1	77
POA2833	2	48
POA2833	3	17
POA2833	4	12
POA2834		14
POA2834	0	50
POA2834	1	314
POA2834	2	253
POA2834	3	64
POA2834	4	45
POA2835		35
POA2835	0	89
POA2835	1	471
POA2835	2	472
POA2835	3	159
POA2835	4	95
POA2836		9
POA2836	0	53
POA2836	1	112
POA2836	2	54
POA2836	3	22
POA2836	4	24
POA2838		23
POA2838	0	13
POA2838	1	18
POA2838	2	12
POA2838	3	7
POA2838	4	8
POA2839		20
POA2839	0	81
POA2839	1	138
POA2839	2	89
POA2839	3	22
POA2839	4	28
POA2840		49
POA2840	0	79
POA2840	1	257
POA2840	2	232
POA2840	3	109
POA2840	4	74
POA2842		13
POA2842	0	7
POA2842	1	89
POA2842	2	103
POA2842	3	43
POA2842	4	29
POA2843		10
POA2843	0	13
POA2843	1	134
POA2843	2	157
POA2843	3	62
POA2843	4	50
POA2844		15
POA2844	0	28
POA2844	1	180
POA2844	2	166
POA2844	3	70
POA2844	4	61
POA2845		12
POA2845	0	22
POA2845	1	238
POA2845	2	282
POA2845	3	123
POA2845	4	77
POA2846		3
POA2846	0	3
POA2846	1	26
POA2846	2	45
POA2846	3	23
POA2846	4	9
POA2847		12
POA2847	0	54
POA2847	1	299
POA2847	2	327
POA2847	3	169
POA2847	4	97
POA2848		17
POA2848	0	53
POA2848	1	324
POA2848	2	213
POA2848	3	69
POA2848	4	41
POA2849		16
POA2849	0	18
POA2849	1	179
POA2849	2	228
POA2849	3	119
POA2849	4	83
POA2850		159
POA2850	0	299
POA2850	1	2020
POA2850	2	2754
POA2850	3	1122
POA2850	4	682
POA2852		23
POA2852	0	49
POA2852	1	407
POA2852	2	490
POA2852	3	231
POA2852	4	176
POA2864		3
POA2864	0	5
POA2864	1	72
POA2864	2	124
POA2864	3	60
POA2864	4	37
POA2865		12
POA2865	0	12
POA2865	1	81
POA2865	2	133
POA2865	3	65
POA2865	4	49
POA2866		25
POA2866	0	44
POA2866	1	323
POA2866	2	434
POA2866	3	190
POA2866	4	122
POA2867		6
POA2867	0	10
POA2867	1	52
POA2867	2	90
POA2867	3	42
POA2867	4	22
POA2868	0	4
POA2868	1	69
POA2868	2	78
POA2868	3	25
POA2868	4	24
POA2869		17
POA2869	0	48
POA2869	1	181
POA2869	2	197
POA2869	3	81
POA2869	4	47
POA2870		84
POA2870	0	285
POA2870	1	1587
POA2870	2	1658
POA2870	3	542
POA2870	4	388
POA2871		87
POA2871	0	183
POA2871	1	1204
POA2871	2	1245
POA2871	3	465
POA2871	4	249
POA2873	0	3
POA2873	1	70
POA2873	2	67
POA2873	3	47
POA2873	4	30
POA2874	0	10
POA2874	1	38
POA2874	2	38
POA2874	3	34
POA2874	4	19
POA2875		5
POA2875	0	13
POA2875	1	95
POA2875	2	91
POA2875	3	62
POA2875	4	49
POA2876	0	5
POA2876	1	37
POA2876	2	38
POA2876	3	38
POA2876	4	38
POA2877		22
POA2877	0	80
POA2877	1	434
POA2877	2	449
POA2877	3	176
POA2877	4	115
POA2878		3
POA2878	0	11
POA2878	1	26
POA2878	2	25
POA2878	3	12
POA2878	4	16
POA2879		13
POA2879	0	29
POA2879	1	93
POA2879	2	66
POA2879	3	17
POA2879	4	22
POA2880		161
POA2880	0	708
POA2880	1	3100
POA2880	2	2406
POA2880	3	752
POA2880	4	340
POA2898		3
POA2898	0	33
POA2898	1	83
POA2898	2	29
POA2898	3	3
POA2899		26
POA2899	0	23
POA2899	1	334
POA2899	2	334
POA2899	3	117
POA2899	4	61
POA2900		30
POA2900	0	180
POA2900	1	1209
POA2900	2	574
POA2900	3	88
POA2900	4	38
POA2902		59
POA2902	0	225
POA2902	1	1935
POA2902	2	2404
POA2902	3	796
POA2902	4	429
POA2903		27
POA2903	0	139
POA2903	1	1100
POA2903	2	1488
POA2903	3	498
POA2903	4	252
POA2904		37
POA2904	0	171
POA2904	1	1328
POA2904	2	2130
POA2904	3	737
POA2904	4	355
POA2905		93
POA2905	0	321
POA2905	1	3108
POA2905	2	4235
POA2905	3	1653
POA2905	4	899
POA2906		58
POA2906	0	193
POA2906	1	1907
POA2906	2	2650
POA2906	3	981
POA2906	4	614
POA2911		16
POA2911	0	40
POA2911	1	567
POA2911	2	840
POA2911	3	148
POA2911	4	75
POA2912		41
POA2912	0	237
POA2912	1	1496
POA2912	2	1070
POA2912	3	255
POA2912	4	124
POA2913		125
POA2913	0	437
POA2913	1	4825
POA2913	2	5885
POA2913	3	1665
POA2913	4	866
POA2914		97
POA2914	0	263
POA2914	1	3266
POA2914	2	5208
POA2914	3	1353
POA2914	4	665
POA3000		466
POA3000	0	15272
POA3000	1	5385
POA3000	2	529
POA3000	3	53
POA3000	4	44
POA3002		24
POA3002	0	452
POA3002	1	1263
POA3002	2	539
POA3002	3	71
POA3002	4	44
POA3003		63
POA3003	0	1383
POA3003	1	1943
POA3003	2	401
POA3003	3	55
POA3003	4	19
POA3004		59
POA3004	0	1178
POA3004	1	3533
POA3004	2	835
POA3004	3	93
POA3004	4	27
POA3006		156
POA3006	0	4766
POA3006	1	5947
POA3006	2	941
POA3006	3	79
POA3006	4	32
POA3008		92
POA3008	0	3044
POA3008	1	3514
POA3008	2	765
POA3008	3	96
POA3008	4	36
POA3011		140
POA3011	0	1787
POA3011	1	5110
POA3011	2	1949
POA3011	3	348
POA3011	4	122
POA3012		154
POA3012	0	1115
POA3012	1	4899
POA3012	2	3378
POA3012	3	724
POA3012	4	278
POA3013		55
POA3013	0	569
POA3013	1	2732
POA3013	2	2134
POA3013	3	430
POA3013	4	142
POA3015		60
POA3015	0	376
POA3015	1	2847
POA3015	2	2810
POA3015	3	563
POA3015	4	241
POA3016		57
POA3016	0	513
POA3016	1	2409
POA3016	2	2262
POA3016	3	598
POA3016	4	268
POA3018		60
POA3018	0	451
POA3018	1	2377
POA3018	2	2008
POA3018	3	472
POA3018	4	229
POA3019		80
POA3019	0	425
POA3019	1	1399
POA3019	2	1052
POA3019	3	314
POA3019	4	136
POA3020		327
POA3020	0	1524
POA3020	1	5951
POA3020	2	4900
POA3020	3	1696
POA3020	4	825
POA3021		410
POA3021	0	1583
POA3021	1	6675
POA3021	2	5978
POA3021	3	2251
POA3021	4	1042
POA3022		26
POA3022	0	99
POA3022	1	489
POA3022	2	356
POA3022	3	115
POA3022	4	57
POA3023		287
POA3023	0	727
POA3023	1	5674
POA3023	2	8340
POA3023	3	3048
POA3023	4	1616
POA3024		156
POA3024	0	353
POA3024	1	4130
POA3024	2	4188
POA3024	3	1111
POA3024	4	558
POA3025		84
POA3025	0	471
POA3025	1	1765
POA3025	2	1711
POA3025	3	449
POA3025	4	213
POA3026		38
POA3026	0	62
POA3026	1	519
POA3026	2	1160
POA3026	3	395
POA3026	4	198
POA3027		50
POA3027	0	77
POA3027	1	996
POA3027	2	1238
POA3027	3	312
POA3027	4	149
POA3028		167
POA3028	0	633
POA3028	1	4125
POA3028	2	3855
POA3028	3	1156
POA3028	4	589
POA3029		672
POA3029	0	1183
POA3029	1	12747
POA3029	2	16257
POA3029	3	4733
POA3029	4	2376
POA3030		534
POA3030	0	1650
POA3030	1	13705
POA3030	2	16233
POA3030	3	4483
POA3030	4	2112
POA3031		119
POA3031	0	1495
POA3031	1	4167
POA3031	2	1692
POA3031	3	277
POA3031	4	82
POA3032		154
POA3032	0	1235
POA3032	1	5740
POA3032	2	3691
POA3032	3	899
POA3032	4	355
POA3033		64
POA3033	0	260
POA3033	1	1751
POA3033	2	2369
POA3033	3	672
POA3033	4	337
POA3034		69
POA3034	0	298
POA3034	1	1580
POA3034	2	1743
POA3034	3	524
POA3034	4	274
POA3036		36
POA3036	0	97
POA3036	1	520
POA3036	2	937
POA3036	3	308
POA3036	4	252
POA3037		210
POA3037	0	499
POA3037	1	4106
POA3037	2	6346
POA3037	3	2740
POA3037	4	1893
POA3038		117
POA3038	0	320
POA3038	1	2182
POA3038	2	3497
POA3038	3	1674
POA3038	4	1136
POA3039		85
POA3039	0	1042
POA3039	1	3146
POA3039	2	1930
POA3039	3	436
POA3039	4	215
POA3040		84
POA3040	0	842
POA3040	1	4386
POA3040	2	3480
POA3040	3	1055
POA3040	4	617
POA3041		55
POA3041	0	266
POA3041	1	1710
POA3041	2	1912
POA3041	3	551
POA3041	4	324
POA3042		69
POA3042	0	388
POA3042	1	2527
POA3042	2	2614
POA3042	3	720
POA3042	4	353
POA3043		87
POA3043	0	364
POA3043	1	2579
POA3043	2	2654
POA3043	3	803
POA3043	4	371
POA3044		130
POA3044	0	807
POA3044	1	4582
POA3044	2	3955
POA3044	3	969
POA3044	4	490
POA3046		215
POA3046	0	1259
POA3046	1	5931
POA3046	2	4425
POA3046	3	1098
POA3046	4	617
POA3047		168
POA3047	0	794
POA3047	1	2569
POA3047	2	1959
POA3047	3	675
POA3047	4	375
POA3048		140
POA3048	0	345
POA3048	1	1776
POA3048	2	1878
POA3048	3	737
POA3048	4	411
POA3049		52
POA3049	0	154
POA3049	1	1048
POA3049	2	1459
POA3049	3	531
POA3049	4	283
POA3051		98
POA3051	0	2095
POA3051	1	3249
POA3051	2	879
POA3051	3	126
POA3051	4	43
POA3052		22
POA3052	0	381
POA3052	1	1203
POA3052	2	431
POA3052	3	80
POA3052	4	32
POA3053		143
POA3053	0	3294
POA3053	1	2708
POA3053	2	624
POA3053	3	103
POA3053	4	46
POA3054		33
POA3054	0	555
POA3054	1	1745
POA3054	2	892
POA3054	3	171
POA3054	4	66
POA3055		76
POA3055	0	992
POA3055	1	3457
POA3055	2	1585
POA3055	3	344
POA3055	4	156
POA3056		111
POA3056	0	2339
POA3056	1	5708
POA3056	2	2203
POA3056	3	510
POA3056	4	187
POA3057		54
POA3057	0	1191
POA3057	1	3633
POA3057	2	1142
POA3057	3	246
POA3057	4	90
POA3058		160
POA3058	0	1645
POA3058	1	6064
POA3058	2	3912
POA3058	3	1054
POA3058	4	461
POA3059		86
POA3059	0	94
POA3059	1	1188
POA3059	2	2860
POA3059	3	1225
POA3059	4	889
POA3060		87
POA3060	0	478
POA3060	1	1929
POA3060	2	1485
POA3060	3	470
POA3060	4	257
POA3061		38
POA3061	0	132
POA3061	1	594
POA3061	2	504
POA3061	3	199
POA3061	4	126
POA3063		3
POA3063	1	19
POA3063	2	47
POA3063	3	40
POA3063	4	55
POA3064		529
POA3064	0	952
POA3064	1	9519
POA3064	2	14254
POA3064	3	4696
POA3064	4	2577
POA3065		79
POA3065	0	1233
POA3065	1	2372
POA3065	2	724
POA3065	3	114
POA3065	4	46
POA3066		77
POA3066	0	1274
POA3066	1	2389
POA3066	2	630
POA3066	3	90
POA3066	4	34
POA3067		45
POA3067	0	928
POA3067	1	2482
POA3067	2	792
POA3067	3	126
POA3067	4	36
POA3068		90
POA3068	0	1334
POA3068	1	4195
POA3068	2	1984
POA3068	3	408
POA3068	4	134
POA3070		84
POA3070	0	1371
POA3070	1	5136
POA3070	2	2789
POA3070	3	595
POA3070	4	258
POA3071		79
POA3071	0	1148
POA3071	1	3771
POA3071	2	2283
POA3071	3	506
POA3071	4	207
POA3072		172
POA3072	0	1744
POA3072	1	6449
POA3072	2	3887
POA3072	3	951
POA3072	4	435
POA3073		373
POA3073	0	2243
POA3073	1	8984
POA3073	2	6182
POA3073	3	1621
POA3073	4	852
POA3074		108
POA3074	0	666
POA3074	1	2903
POA3074	2	2469
POA3074	3	802
POA3074	4	394
POA3075		139
POA3075	0	661
POA3075	1	2875
POA3075	2	2800
POA3075	3	971
POA3075	4	461
POA3076		170
POA3076	0	459
POA3076	1	3580
POA3076	2	4354
POA3076	3	1399
POA3076	4	732
POA3078		39
POA3078	0	524
POA3078	1	2345
POA3078	2	1569
POA3078	3	339
POA3078	4	172
POA3079		52
POA3079	0	441
POA3079	1	2657
POA3079	2	2468
POA3079	3	668
POA3079	4	348
POA3081		93
POA3081	0	624
POA3081	1	2343
POA3081	2	1923
POA3081	3	415
POA3081	4	168
POA3082		136
POA3082	0	363
POA3082	1	3108
POA3082	2	3923
POA3082	3	1588
POA3082	4	939
POA3083		163
POA3083	0	817
POA3083	1	4096
POA3083	2	4145
POA3083	3	1378
POA3083	4	761
POA3084		85
POA3084	0	598
POA3084	1	3902
POA3084	2	4036
POA3084	3	1045
POA3084	4	441
POA3085		46
POA3085	0	258
POA3085	1	1924
POA3085	2	2117
POA3085	3	582
POA3085	4	240
POA3087		38
POA3087	0	213
POA3087	1	1225
POA3087	2	1442
POA3087	3	375
POA3087	4	183
POA3088		86
POA3088	0	385
POA3088	1	3264
POA3088	2	4378
POA3088	3	1249
POA3088	4	680
POA3089		30
POA3089	0	75
POA3089	1	854
POA3089	2	1873
POA3089	3	763
POA3089	4	554
POA3090		6
POA3090	0	4
POA3090	1	80
POA3090	2	286
POA3090	3	176
POA3090	4	184
POA3091		9
POA3091	0	6
POA3091	1	45
POA3091	2	158
POA3091	3	123
POA3091	4	148
POA3093		14
POA3093	0	37
POA3093	1	457
POA3093	2	635
POA3093	3	170
POA3093	4	160
POA3094		32
POA3094	0	110
POA3094	1	1276
POA3094	2	1522
POA3094	3	393
POA3094	4	214
POA3095		55
POA3095	0	179
POA3095	1	2317
POA3095	2	4505
POA3095	3	1545
POA3095	4	1041
POA3096		3
POA3096	0	11
POA3096	1	99
POA3096	2	255
POA3096	3	123
POA3096	4	116
POA3097		6
POA3097	1	59
POA3097	2	172
POA3097	3	89
POA3097	4	106
POA3099		19
POA3099	0	37
POA3099	1	356
POA3099	2	652
POA3099	3	338
POA3099	4	307
POA3101		107
POA3101	0	553
POA3101	1	3667
POA3101	2	3398
POA3101	3	905
POA3101	4	444
POA3102		24
POA3102	0	100
POA3102	1	825
POA3102	2	1008
POA3102	3	256
POA3102	4	141
POA3103		51
POA3103	0	409
POA3103	1	2319
POA3103	2	2253
POA3103	3	588
POA3103	4	259
POA3104		61
POA3104	0	292
POA3104	1	2152
POA3104	2	3082
POA3104	3	1002
POA3104	4	503
POA3105		38
POA3105	0	256
POA3105	1	1374
POA3105	2	1748
POA3105	3	514
POA3105	4	284
POA3106		53
POA3106	0	166
POA3106	1	1488
POA3106	2	2546
POA3106	3	907
POA3106	4	550
POA3107		37
POA3107	0	180
POA3107	1	1668
POA3107	2	2261
POA3107	3	621
POA3107	4	315
POA3108		121
POA3108	0	696
POA3108	1	4346
POA3108	2	3560
POA3108	3	846
POA3108	4	380
POA3109		102
POA3109	0	458
POA3109	1	3951
POA3109	2	4608
POA3109	3	1205
POA3109	4	616
POA3111		39
POA3111	0	141
POA3111	1	1220
POA3111	2	1850
POA3111	3	651
POA3111	4	417
POA3113		13
POA3113	0	24
POA3113	1	479
POA3113	2	1237
POA3113	3	582
POA3113	4	437
POA3114		6
POA3114	0	9
POA3114	1	149
POA3114	2	476
POA3114	3	259
POA3114	4	257
POA3115		4
POA3115	0	11
POA3115	1	155
POA3115	2	509
POA3115	3	281
POA3115	4	268
POA3116		30
POA3116	0	92
POA3116	1	1051
POA3116	2	1863
POA3116	3	630
POA3116	4	406
POA3121		168
POA3121	0	2793
POA3121	1	7853
POA3121	2	3082
POA3121	3	587
POA3121	4	147
POA3122		107
POA3122	0	1368
POA3122	1	4874
POA3122	2	2541
POA3122	3	570
POA3122	4	247
POA3123		53
POA3123	0	674
POA3123	1	3031
POA3123	2	1879
POA3123	3	404
POA3123	4	206
POA3124		57
POA3124	0	478
POA3124	1	3102
POA3124	2	3031
POA3124	3	833
POA3124	4	403
POA3125		67
POA3125	0	585
POA3125	1	2148
POA3125	2	1940
POA3125	3	514
POA3125	4	203
POA3126		25
POA3126	0	144
POA3126	1	978
POA3126	2	1125
POA3126	3	341
POA3126	4	172
POA3127		38
POA3127	0	356
POA3127	1	2634
POA3127	2	2834
POA3127	3	720
POA3127	4	338
POA3128		132
POA3128	0	1620
POA3128	1	4252
POA3128	2	2278
POA3128	3	570
POA3128	4	245
POA3129		79
POA3129	0	449
POA3129	1	2578
POA3129	2	2569
POA3129	3	643
POA3129	4	277
POA3130		137
POA3130	0	847
POA3130	1	4743
POA3130	2	4782
POA3130	3	1138
POA3130	4	634
POA3131		164
POA3131	0	603
POA3131	1	3456
POA3131	2	3288
POA3131	3	788
POA3131	4	368
POA3132		49
POA3132	0	393
POA3132	1	2661
POA3132	2	2488
POA3132	3	578
POA3132	4	301
POA3133		65
POA3133	0	249
POA3133	1	2397
POA3133	2	3666
POA3133	3	1024
POA3133	4	492
POA3134		172
POA3134	0	745
POA3134	1	4511
POA3134	2	4977
POA3134	3	1462
POA3134	4	886
POA3135		56
POA3135	0	320
POA3135	1	2838
POA3135	2	3172
POA3135	3	837
POA3135	4	439
POA3136		152
POA3136	0	768
POA3136	1	6282
POA3136	2	7260
POA3136	3	1952
POA3136	4	1165
POA3137		57
POA3137	0	211
POA3137	1	1774
POA3137	2	2231
POA3137	3	743
POA3137	4	499
POA3138		51
POA3138	0	259
POA3138	1	2306
POA3138	2	3454
POA3138	3	1277
POA3138	4	697
POA3139		75
POA3139	0	87
POA3139	1	1003
POA3139	2	1948
POA3139	3	941
POA3139	4	877
POA3140		62
POA3140	0	290
POA3140	1	2073
POA3140	2	2581
POA3140	3	901
POA3140	4	648
POA3141		144
POA3141	0	3614
POA3141	1	6920
POA3141	2	1945
POA3141	3	326
POA3141	4	132
POA3142		63
POA3142	0	479
POA3142	1	2379
POA3142	2	1760
POA3142	3	503
POA3142	4	298
POA3143		45
POA3143	0	581
POA3143	1	2209
POA3143	2	1226
POA3143	3	205
POA3143	4	101
POA3144		47
POA3144	0	345
POA3144	1	1878
POA3144	2	1500
POA3144	3	367
POA3144	4	178
POA3145		98
POA3145	0	809
POA3145	1	3485
POA3145	2	3247
POA3145	3	845
POA3145	4	403
POA3146		110
POA3146	0	547
POA3146	1	3975
POA3146	2	3803
POA3146	3	992
POA3146	4	469
POA3147		69
POA3147	0	421
POA3147	1	2015
POA3147	2	2125
POA3147	3	530
POA3147	4	245
POA3148		59
POA3148	0	247
POA3148	1	1433
POA3148	2	1388
POA3148	3	357
POA3148	4	150
POA3149		120
POA3149	0	530
POA3149	1	4402
POA3149	2	5236
POA3149	3	1508
POA3149	4	689
POA3150		231
POA3150	0	1282
POA3150	1	7063
POA3150	2	9040
POA3150	3	2805
POA3150	4	1288
POA3151		50
POA3151	0	277
POA3151	1	1557
POA3151	2	1552
POA3151	3	390
POA3151	4	196
POA3152		126
POA3152	0	508
POA3152	1	3577
POA3152	2	5430
POA3152	3	1672
POA3152	4	855
POA3153		116
POA3153	0	429
POA3153	1	3128
POA3153	2	3209
POA3153	3	946
POA3153	4	428
POA3154		18
POA3154	0	42
POA3154	1	361
POA3154	2	714
POA3154	3	249
POA3154	4	164
POA3155		108
POA3155	0	457
POA3155	1	3604
POA3155	2	3676
POA3155	3	1046
POA3155	4	462
POA3156		136
POA3156	0	519
POA3156	1	4028
POA3156	2	5734
POA3156	3	2068
POA3156	4	1367
POA3158		22
POA3158	0	55
POA3158	1	582
POA3158	2	1117
POA3158	3	397
POA3158	4	237
POA3159		11
POA3159	0	9
POA3159	1	179
POA3159	2	370
POA3159	3	152
POA3159	4	132
POA3160		25
POA3160	0	75
POA3160	1	864
POA3160	2	1372
POA3160	3	535
POA3160	4	344
POA3161		86
POA3161	0	659
POA3161	1	3017
POA3161	2	2283
POA3161	3	480
POA3161	4	249
POA3162		65
POA3162	0	409
POA3162	1	2562
POA3162	2	2814
POA3162	3	591
POA3162	4	297
POA3163		160
POA3163	0	1742
POA3163	1	6967
POA3163	2	4064
POA3163	3	793
POA3163	4	382
POA3165		82
POA3165	0	502
POA3165	1	3757
POA3165	2	4761
POA3165	3	1165
POA3165	4	535
POA3166		120
POA3166	0	851
POA3166	1	3804
POA3166	2	3330
POA3166	3	864
POA3166	4	406
POA3167		36
POA3167	0	224
POA3167	1	1307
POA3167	2	1426
POA3167	3	395
POA3167	4	195
POA3168		121
POA3168	0	1124
POA3168	1	3242
POA3168	2	1966
POA3168	3	449
POA3168	4	243
POA3169		125
POA3169	0	609
POA3169	1	2892
POA3169	2	2512
POA3169	3	858
POA3169	4	362
POA3170		92
POA3170	0	258
POA3170	1	2032
POA3170	2	3090
POA3170	3	916
POA3170	4	460
POA3171		166
POA3171	0	719
POA3171	1	2724
POA3171	2	2257
POA3171	3	829
POA3171	4	467
POA3172		108
POA3172	0	337
POA3172	1	2225
POA3172	2	3140
POA3172	3	1200
POA3172	4	619
POA3173		94
POA3173	0	338
POA3173	1	2235
POA3173	2	4035
POA3173	3	1538
POA3173	4	860
POA3174		267
POA3174	0	1182
POA3174	1	5458
POA3174	2	4541
POA3174	3	1487
POA3174	4	744
POA3175		425
POA3175	0	1724
POA3175	1	7069
POA3175	2	5670
POA3175	3	1882
POA3175	4	1080
POA3177		114
POA3177	0	378
POA3177	1	1571
POA3177	2	1359
POA3177	3	396
POA3177	4	229
POA3178		78
POA3178	0	247
POA3178	1	2740
POA3178	2	5101
POA3178	3	1965
POA3178	4	1259
POA3179		16
POA3179	0	52
POA3179	1	570
POA3179	2	943
POA3179	3	318
POA3179	4	168
POA3180		20
POA3180	0	69
POA3180	1	929
POA3180	2	1259
POA3180	3	372
POA3180	4	189
POA3181		126
POA3181	0	2207
POA3181	1	5239
POA3181	2	1845
POA3181	3	299
POA3181	4	110
POA3182		172
POA3182	0	2835
POA3182	1	6503
POA3182	2	1872
POA3182	3	278
POA3182	4	121
POA3183		140
POA3183	0	1355
POA3183	1	4125
POA3183	2	1907
POA3183	3	289
POA3183	4	120
POA3184		74
POA3184	0	812
POA3184	1	4009
POA3184	2	1917
POA3184	3	319
POA3184	4	130
POA3185		58
POA3185	0	620
POA3185	1	2769
POA3185	2	1748
POA3185	3	332
POA3185	4	131
POA3186		88
POA3186	0	449
POA3186	1	3493
POA3186	2	3512
POA3186	3	951
POA3186	4	491
POA3187		61
POA3187	0	311
POA3187	1	2052
POA3187	2	2572
POA3187	3	685
POA3187	4	322
POA3188		71
POA3188	0	474
POA3188	1	2687
POA3188	2	2732
POA3188	3	738
POA3188	4	316
POA3189		36
POA3189	0	175
POA3189	1	940
POA3189	2	944
POA3189	3	242
POA3189	4	79
POA3190		54
POA3190	0	305
POA3190	1	2153
POA3190	2	1842
POA3190	3	329
POA3190	4	144
POA3191		45
POA3191	0	282
POA3191	1	1710
POA3191	2	1643
POA3191	3	392
POA3191	4	185
POA3192		99
POA3192	0	646
POA3192	1	3962
POA3192	2	3645
POA3192	3	795
POA3192	4	365
POA3193		63
POA3193	0	220
POA3193	1	2253
POA3193	2	3410
POA3193	3	977
POA3193	4	516
POA3194		39
POA3194	0	421
POA3194	1	2493
POA3194	2	2029
POA3194	3	430
POA3194	4	225
POA3195		95
POA3195	0	696
POA3195	1	4670
POA3195	2	5781
POA3195	3	1655
POA3195	4	833
POA3196		117
POA3196	0	663
POA3196	1	4463
POA3196	2	4338
POA3196	3	942
POA3196	4	398
POA3197		72
POA3197	0	286
POA3197	1	1662
POA3197	2	1992
POA3197	3	570
POA3197	4	285
POA3198		116
POA3198	0	518
POA3198	1	2939
POA3198	2	2662
POA3198	3	662
POA3198	4	284
POA3199		329
POA3199	0	1619
POA3199	1	8390
POA3199	2	8235
POA3199	3	2347
POA3199	4	1108
POA3200		40
POA3200	0	239
POA3200	1	926
POA3200	2	678
POA3200	3	185
POA3200	4	81
POA3201		98
POA3201	0	375
POA3201	1	3007
POA3201	2	3286
POA3201	3	1030
POA3201	4	500
POA3202		12
POA3202	0	31
POA3202	1	297
POA3202	2	466
POA3202	3	110
POA3202	4	47
POA3204		124
