POA_CODE_2021	OnlyEnglishSpokenHome	persons
POA0800	0	2526
POA0800	1	3727
POA0810	0	11834
POA0810	1	19933
POA0812	0	4994
POA0812	1	12014
POA0820	0	5109
POA0820	1	13167
POA0822	0	17111
POA0822	1	6307
POA0828	0	631
POA0828	1	833
POA0829	0	71
POA0829	1	679
POA0830	0	2854
POA0830	1	13584
POA0832	0	3828
POA0832	1	13416
POA0834	0	114
POA0834	1	1555
POA0835	0	168
POA0835	1	2756
POA0836	0	367
POA0836	1	6647
POA0837	0	25
POA0837	1	346
POA0838	0	55
POA0838	1	676
POA0839	0	87
POA0839	1	320
POA0840	0	9
POA0840	1	372
POA0841	0	17
POA0841	1	498
POA0845	0	33
POA0845	1	269
POA0846	0	7
POA0846	1	238
POA0847	0	107
POA0847	1	167
POA0850	0	1514
POA0850	1	5069
POA0852	0	5496
POA0852	1	2155
POA0853	0	41
POA0853	1	744
POA0854	0	122
POA0854	1	581
POA0860	0	1079
POA0860	1	1630
POA0862	0	167
POA0862	1	490
POA0870	0	5013
POA0870	1	13933
POA0872	0	10532
POA0872	1	2554
POA0873	0	709
POA0873	1	1730
POA0874	0	105
POA0874	1	425
POA0875	0	662
POA0875	1	1638
POA0880	0	1806
POA0880	1	2328
POA0885	0	62
POA0885	1	550
POA0886	0	133
POA0886	1	526
POA2000	0	16861
POA2000	1	8750
POA2007	0	4296
POA2007	1	2560
POA2008	0	4884
POA2008	1	4700
POA2009	0	5051
POA2009	1	6657
POA2010	0	6252
POA2010	1	18191
POA2011	0	3308
POA2011	1	13130
POA2015	0	2523
POA2015	1	8338
POA2016	0	3493
POA2016	1	8502
POA2017	0	12749
POA2017	1	14194
POA2018	0	9534
POA2018	1	9185
POA2019	0	3411
POA2019	1	9250
POA2020	0	12113
POA2020	1	8186
POA2021	0	1948
POA2021	1	12284
POA2022	0	3463
POA2022	1	9177
POA2023	0	1806
POA2023	1	8346
POA2024	0	1679
POA2024	1	8987
POA2025	0	1074
POA2025	1	5723
POA2026	0	6748
POA2026	1	23903
POA2027	0	1209
POA2027	1	6120
POA2028	0	778
POA2028	1	3728
POA2029	0	1955
POA2029	1	7388
POA2030	0	2779
POA2030	1	11016
POA2031	0	6605
POA2031	1	25440
POA2032	0	6245
POA2032	1	7622
POA2033	0	4615
POA2033	1	6606
POA2034	0	3614
POA2034	1	15557
POA2035	0	11968
POA2035	1	20856
POA2036	0	10434
POA2036	1	20316
POA2037	0	4188
POA2037	1	11427
POA2038	0	1305
POA2038	1	7675
POA2039	0	1160
POA2039	1	7127
POA2040	0	4245
POA2040	1	17580
POA2041	0	1792
POA2041	1	13166
POA2042	0	3241
POA2042	1	14508
POA2043	0	1903
POA2043	1	7394
POA2044	0	2190
POA2044	1	5771
POA2045	0	1745
POA2045	1	4580
POA2046	0	8116
POA2046	1	18057
POA2047	0	2603
POA2047	1	8861
POA2048	0	1462
POA2048	1	5847
POA2049	0	2555
POA2049	1	9014
POA2050	0	1950
POA2050	1	6863
POA2060	0	4074
POA2060	1	10222
POA2061	0	1562
POA2061	1	4113
POA2062	0	1240
POA2062	1	5635
POA2063	0	1319
POA2063	1	4968
POA2064	0	4281
POA2064	1	4764
POA2065	0	9207
POA2065	1	21361
POA2066	0	9688
POA2066	1	22994
POA2067	0	16154
POA2067	1	9825
POA2068	0	4552
POA2068	1	12425
POA2069	0	4373
POA2069	1	9828
POA2070	0	5446
POA2070	1	8845
POA2071	0	5893
POA2071	1	7214
POA2072	0	4288
POA2072	1	4226
POA2073	0	5640
POA2073	1	11157
POA2074	0	6042
POA2074	1	16852
POA2075	0	7230
POA2075	1	13970
POA2076	0	7324
POA2076	1	17270
POA2077	0	20462
POA2077	1	20769
POA2079	0	2009
POA2079	1	5666
POA2080	0	310
POA2080	1	1424
POA2081	0	736
POA2081	1	4576
POA2082	0	525
POA2082	1	4838
POA2083	0	112
POA2083	1	1455
POA2084	0	351
POA2084	1	3313
POA2085	0	1753
POA2085	1	9507
POA2086	0	2476
POA2086	1	11434
POA2087	0	3312
POA2087	1	9460
POA2088	0	4673
POA2088	1	22671
POA2089	0	2341
POA2089	1	8662
POA2090	0	2790
POA2090	1	10267
POA2092	0	1106
POA2092	1	6051
POA2093	0	3547
POA2093	1	19383
POA2094	0	641
POA2094	1	5289
POA2095	0	2586
POA2095	1	12968
POA2096	0	1875
POA2096	1	12598
POA2097	0	1883
POA2097	1	13590
POA2099	0	11071
POA2099	1	30106
POA2100	0	4076
POA2100	1	17215
POA2101	0	2006
POA2101	1	17065
POA2102	0	1099
POA2102	1	6766
POA2103	0	1090
POA2103	1	9273
POA2104	0	276
POA2104	1	3371
POA2105	0	164
POA2105	1	1738
POA2106	0	681
POA2106	1	8672
POA2107	0	973
POA2107	1	14009
POA2108	0	92
POA2108	1	1559
POA2110	0	1765
POA2110	1	7355
POA2111	0	3978
POA2111	1	10887
POA2112	0	18259
POA2112	1	18169
POA2113	0	13787
POA2113	1	12460
POA2114	0	13146
POA2114	1	11224
POA2115	0	5950
POA2115	1	6013
POA2116	0	3424
POA2116	1	3449
POA2117	0	11344
POA2117	1	9770
POA2118	0	17793
POA2118	1	9192
POA2119	0	4324
POA2119	1	7803
POA2120	0	6610
POA2120	1	13884
POA2121	0	21036
POA2121	1	12164
POA2122	0	18996
POA2122	1	10955
POA2125	0	6531
POA2125	1	9754
POA2126	0	9296
POA2126	1	9296
POA2127	0	14190
POA2127	1	7918
POA2128	0	1415
POA2128	1	730
POA2130	0	1901
POA2130	1	5088
POA2131	0	11360
POA2131	1	10593
POA2132	0	4810
POA2132	1	5500
POA2133	0	4752
POA2133	1	5759
POA2134	0	13498
POA2134	1	3602
POA2135	0	16891
POA2135	1	7630
POA2136	0	4145
POA2136	1	3215
POA2137	0	10756
POA2137	1	15955
POA2138	0	11899
POA2138	1	6815
POA2140	0	14784
POA2140	1	4626
POA2141	0	24081
POA2141	1	6409
POA2142	0	19014
POA2142	1	6315
POA2143	0	6610
POA2143	1	2632
POA2144	0	30942
POA2144	1	4811
POA2145	0	50145
POA2145	1	31510
POA2146	0	9884
POA2146	1	8561
POA2147	0	13397
POA2147	1	21885
POA2148	0	34286
POA2148	1	28910
POA2150	0	24580
POA2150	1	8273
POA2151	0	9498
POA2151	1	10624
POA2152	0	3731
POA2152	1	7069
POA2153	0	25458
POA2153	1	35449
POA2154	0	17283
POA2154	1	22216
POA2155	0	30872
POA2155	1	42695
POA2156	0	1977
POA2156	1	11116
POA2157	0	707
POA2157	1	3232
POA2158	0	2386
POA2158	1	6296
POA2159	0	509
POA2159	1	4441
POA2160	0	24434
POA2160	1	11055
POA2161	0	21496
POA2161	1	9385
POA2162	0	12921
POA2162	1	5537
POA2163	0	6553
POA2163	1	2457
POA2164	0	12995
POA2164	1	6992
POA2165	0	33027
POA2165	1	8379
POA2166	0	41504
POA2166	1	8895
POA2167	0	5541
POA2167	1	4260
POA2168	0	26512
POA2168	1	15065
POA2170	0	63776
POA2170	1	42010
POA2171	0	21195
POA2171	1	15899
POA2172	0	856
POA2172	1	1974
POA2173	0	4924
POA2173	1	9065
POA2174	0	7442
POA2174	1	3881
POA2175	0	688
POA2175	1	978
POA2176	0	33254
POA2176	1	13926
POA2177	0	11935
POA2177	1	4234
POA2178	0	1623
POA2178	1	2286
POA2179	0	8120
POA2179	1	7127
POA2190	0	18065
POA2190	1	7352
POA2191	0	3428
POA2191	1	2803
POA2192	0	8507
POA2192	1	3982
POA2193	0	8396
POA2193	1	8577
POA2194	0	18631
POA2194	1	5218
POA2195	0	19732
POA2195	1	4611
POA2196	0	22217
POA2196	1	9235
POA2197	0	5814
POA2197	1	3396
POA2198	0	4696
POA2198	1	4273
POA2199	0	12691
POA2199	1	5491
POA2200	0	34019
POA2200	1	10070
POA2203	0	3804
POA2203	1	9457
POA2204	0	8795
POA2204	1	16493
POA2205	0	15255
POA2205	1	8051
POA2206	0	9219
POA2206	1	9586
POA2207	0	15121
POA2207	1	11706
POA2208	0	7152
POA2208	1	5250
POA2209	0	9328
POA2209	1	5799
POA2210	0	14776
POA2210	1	16642
POA2211	0	7376
POA2211	1	9448
POA2212	0	8007
POA2212	1	8281
POA2213	0	7989
POA2213	1	14468
POA2214	0	812
POA2214	1	3160
POA2216	0	16152
POA2216	1	10012
POA2217	0	15738
POA2217	1	11154
POA2218	0	9971
POA2218	1	5397
POA2219	0	5148
POA2219	1	7798
POA2220	0	25125
POA2220	1	6951
POA2221	0	8158
POA2221	1	8215
POA2222	0	6574
POA2222	1	5377
POA2223	0	7276
POA2223	1	13398
POA2224	0	4235
