POA_CODE_2021	Age5yr	Indigenous	persons
POA2749	15-19	0	995
POA2749	15-19	1	126
POA2749	20-24		46
POA2749	20-24	0	964
POA2749	20-24	1	107
POA2749	25-29		67
POA2749	25-29	0	1105
POA2749	25-29	1	98
POA2749	30-34		58
POA2749	30-34	0	1148
POA2749	30-34	1	71
POA2749	35-39		65
POA2749	35-39	0	1117
POA2749	35-39	1	58
POA2749	40-44		50
POA2749	40-44	0	992
POA2749	40-44	1	42
POA2749	45-49		33
POA2749	45-49	0	989
POA2749	45-49	1	61
POA2749	50-54		39
POA2749	50-54	0	991
POA2749	50-54	1	47
POA2749	55-59		39
POA2749	55-59	0	980
POA2749	55-59	1	32
POA2749	60-64		28
POA2749	60-64	0	918
POA2749	60-64	1	16
POA2749	65+		54
POA2749	65+	0	1699
POA2749	65+	1	48
POA2750	0-4		134
POA2750	0-4	0	2439
POA2750	0-4	1	290
POA2750	5-9		141
POA2750	5-9	0	2459
POA2750	5-9	1	278
POA2750	10-14		153
POA2750	10-14	0	2608
POA2750	10-14	1	254
POA2750	15-19		94
POA2750	15-19	0	2348
POA2750	15-19	1	236
POA2750	20-24		209
POA2750	20-24	0	3117
POA2750	20-24	1	293
POA2750	25-29		223
POA2750	25-29	0	3465
POA2750	25-29	1	240
POA2750	30-34		186
POA2750	30-34	0	3200
POA2750	30-34	1	156
POA2750	35-39		184
POA2750	35-39	0	3161
POA2750	35-39	1	162
POA2750	40-44		176
POA2750	40-44	0	3045
POA2750	40-44	1	125
POA2750	45-49		124
POA2750	45-49	0	2861
POA2750	45-49	1	112
POA2750	50-54		124
POA2750	50-54	0	2533
POA2750	50-54	1	123
POA2750	55-59		115
POA2750	55-59	0	2451
POA2750	55-59	1	76
POA2750	60-64		97
POA2750	60-64	0	2388
POA2750	60-64	1	70
POA2750	65+		784
POA2750	65+	0	7815
POA2750	65+	1	142
POA2752	0-4		10
POA2752	0-4	0	414
POA2752	0-4	1	37
POA2752	5-9		11
POA2752	5-9	0	359
POA2752	5-9	1	32
POA2752	10-14		4
POA2752	10-14	0	378
POA2752	10-14	1	33
POA2752	15-19		19
POA2752	15-19	0	353
POA2752	15-19	1	30
POA2752	20-24		15
POA2752	20-24	0	323
POA2752	20-24	1	27
POA2752	25-29		11
POA2752	25-29	0	361
POA2752	25-29	1	18
POA2752	30-34		11
POA2752	30-34	0	400
POA2752	30-34	1	20
POA2752	35-39		9
POA2752	35-39	0	338
POA2752	35-39	1	16
POA2752	40-44		17
POA2752	40-44	0	348
POA2752	40-44	1	13
POA2752	45-49		16
POA2752	45-49	0	362
POA2752	45-49	1	23
POA2752	50-54		13
POA2752	50-54	0	365
POA2752	50-54	1	16
POA2752	55-59		7
POA2752	55-59	0	343
POA2752	55-59	1	6
POA2752	60-64		9
POA2752	60-64	0	329
POA2752	60-64	1	12
POA2752	65+		18
POA2752	65+	0	599
POA2752	65+	1	17
POA2753	0-4		40
POA2753	0-4	0	861
POA2753	0-4	1	79
POA2753	5-9		52
POA2753	5-9	0	837
POA2753	5-9	1	102
POA2753	10-14		49
POA2753	10-14	0	910
POA2753	10-14	1	78
POA2753	15-19		64
POA2753	15-19	0	1006
POA2753	15-19	1	85
POA2753	20-24		85
POA2753	20-24	0	1021
POA2753	20-24	1	97
POA2753	25-29		64
POA2753	25-29	0	1149
POA2753	25-29	1	77
POA2753	30-34		65
POA2753	30-34	0	1035
POA2753	30-34	1	61
POA2753	35-39		50
POA2753	35-39	0	921
POA2753	35-39	1	39
POA2753	40-44		44
POA2753	40-44	0	893
POA2753	40-44	1	31
POA2753	45-49		48
POA2753	45-49	0	1061
POA2753	45-49	1	33
POA2753	50-54		51
POA2753	50-54	0	1106
POA2753	50-54	1	35
POA2753	55-59		53
POA2753	55-59	0	1058
POA2753	55-59	1	39
POA2753	60-64		32
POA2753	60-64	0	992
POA2753	60-64	1	27
POA2753	65+		256
POA2753	65+	0	2951
POA2753	65+	1	53
POA2754	0-4		15
POA2754	0-4	0	393
POA2754	0-4	1	38
POA2754	5-9		19
POA2754	5-9	0	388
POA2754	5-9	1	33
POA2754	10-14		21
POA2754	10-14	0	405
POA2754	10-14	1	30
POA2754	15-19		15
POA2754	15-19	0	376
POA2754	15-19	1	24
POA2754	20-24		10
POA2754	20-24	0	360
POA2754	20-24	1	17
POA2754	25-29		17
POA2754	25-29	0	421
POA2754	25-29	1	29
POA2754	30-34		21
POA2754	30-34	0	454
POA2754	30-34	1	24
POA2754	35-39		19
POA2754	35-39	0	407
POA2754	35-39	1	20
POA2754	40-44		15
POA2754	40-44	0	370
POA2754	40-44	1	17
POA2754	45-49		13
POA2754	45-49	0	403
POA2754	45-49	1	14
POA2754	50-54		11
POA2754	50-54	0	411
POA2754	50-54	1	17
POA2754	55-59		8
POA2754	55-59	0	340
POA2754	55-59	1	13
POA2754	60-64		11
POA2754	60-64	0	342
POA2754	60-64	1	10
POA2754	65+		60
POA2754	65+	0	1442
POA2754	65+	1	37
POA2756	0-4		73
POA2756	0-4	0	2111
POA2756	0-4	1	272
POA2756	5-9		128
POA2756	5-9	0	2112
POA2756	5-9	1	237
POA2756	10-14		102
POA2756	10-14	0	2164
POA2756	10-14	1	228
POA2756	15-19		114
POA2756	15-19	0	2062
POA2756	15-19	1	210
POA2756	20-24		84
POA2756	20-24	0	2019
POA2756	20-24	1	165
POA2756	25-29		95
POA2756	25-29	0	2095
POA2756	25-29	1	150
POA2756	30-34		92
POA2756	30-34	0	2203
POA2756	30-34	1	147
POA2756	35-39		125
POA2756	35-39	0	2072
POA2756	35-39	1	104
POA2756	40-44		102
POA2756	40-44	0	2027
POA2756	40-44	1	62
POA2756	45-49		90
POA2756	45-49	0	2159
POA2756	45-49	1	75
POA2756	50-54		100
POA2756	50-54	0	2234
POA2756	50-54	1	91
POA2756	55-59		111
POA2756	55-59	0	2246
POA2756	55-59	1	84
POA2756	60-64		71
POA2756	60-64	0	1958
POA2756	60-64	1	64
POA2756	65+		176
POA2756	65+	0	4443
POA2756	65+	1	85
POA2757	0-4	0	43
POA2757	5-9		3
POA2757	5-9	0	39
POA2757	10-14		3
POA2757	10-14	0	56
POA2757	15-19	0	51
POA2757	15-19	1	6
POA2757	20-24	0	50
POA2757	20-24	1	4
POA2757	25-29		6
POA2757	25-29	0	55
POA2757	25-29	1	5
POA2757	30-34	0	43
POA2757	35-39	0	38
POA2757	40-44		5
POA2757	40-44	0	32
POA2757	45-49	0	68
POA2757	50-54	0	47
POA2757	55-59	0	62
POA2757	60-64	0	56
POA2757	65+		3
POA2757	65+	0	172
POA2758	0-4		10
POA2758	0-4	0	400
POA2758	0-4	1	34
POA2758	5-9		13
POA2758	5-9	0	496
POA2758	5-9	1	22
POA2758	10-14		11
POA2758	10-14	0	541
POA2758	10-14	1	49
POA2758	15-19		14
POA2758	15-19	0	584
POA2758	15-19	1	24
POA2758	20-24		10
POA2758	20-24	0	470
POA2758	20-24	1	36
POA2758	25-29		17
POA2758	25-29	0	368
POA2758	25-29	1	15
POA2758	30-34		14
POA2758	30-34	0	457
POA2758	30-34	1	4
POA2758	35-39		14
POA2758	35-39	0	403
POA2758	35-39	1	18
POA2758	40-44		10
POA2758	40-44	0	493
POA2758	40-44	1	15
POA2758	45-49		23
POA2758	45-49	0	626
POA2758	45-49	1	20
POA2758	50-54		12
POA2758	50-54	0	714
POA2758	50-54	1	19
POA2758	55-59		16
POA2758	55-59	0	656
POA2758	55-59	1	14
POA2758	60-64		11
POA2758	60-64	0	639
POA2758	60-64	1	13
POA2758	65+		35
POA2758	65+	0	1498
POA2758	65+	1	15
POA2759	0-4		71
POA2759	0-4	0	1539
POA2759	0-4	1	114
POA2759	5-9		88
POA2759	5-9	0	1633
POA2759	5-9	1	97
POA2759	10-14		94
POA2759	10-14	0	1634
POA2759	10-14	1	114
POA2759	15-19		68
POA2759	15-19	0	1589
POA2759	15-19	1	112
POA2759	20-24		72
POA2759	20-24	0	1520
POA2759	20-24	1	82
POA2759	25-29		100
POA2759	25-29	0	1689
POA2759	25-29	1	71
POA2759	30-34		92
POA2759	30-34	0	1775
POA2759	30-34	1	61
POA2759	35-39		77
POA2759	35-39	0	1717
POA2759	35-39	1	47
POA2759	40-44		81
POA2759	40-44	0	1638
POA2759	40-44	1	42
POA2759	45-49		65
POA2759	45-49	0	1463
POA2759	45-49	1	65
POA2759	50-54		58
POA2759	50-54	0	1575
POA2759	50-54	1	46
POA2759	55-59		56
POA2759	55-59	0	1701
POA2759	55-59	1	40
POA2759	60-64		44
POA2759	60-64	0	1861
POA2759	60-64	1	33
POA2759	65+		94
POA2759	65+	0	3104
POA2759	65+	1	36
POA2760	0-4		247
POA2760	0-4	0	2673
POA2760	0-4	1	238
POA2760	5-9		231
POA2760	5-9	0	2631
POA2760	5-9	1	233
POA2760	10-14		208
POA2760	10-14	0	2229
POA2760	10-14	1	213
POA2760	15-19		180
POA2760	15-19	0	1789
POA2760	15-19	1	190
POA2760	20-24		210
POA2760	20-24	0	2063
POA2760	20-24	1	185
POA2760	25-29		225
POA2760	25-29	0	2495
POA2760	25-29	1	183
POA2760	30-34		248
POA2760	30-34	0	2659
POA2760	30-34	1	134
POA2760	35-39		238
POA2760	35-39	0	2921
POA2760	35-39	1	92
POA2760	40-44		187
POA2760	40-44	0	2339
POA2760	40-44	1	91
POA2760	45-49		170
POA2760	45-49	0	1953
POA2760	45-49	1	88
POA2760	50-54		146
POA2760	50-54	0	1835
POA2760	50-54	1	84
POA2760	55-59		135
POA2760	55-59	0	1671
POA2760	55-59	1	77
POA2760	60-64		87
POA2760	60-64	0	1507
POA2760	60-64	1	51
POA2760	65+		380
POA2760	65+	0	4041
POA2760	65+	1	87
POA2761	0-4		118
POA2761	0-4	0	2228
POA2761	0-4	1	121
POA2761	5-9		144
POA2761	5-9	0	2524
POA2761	5-9	1	88
POA2761	10-14		133
POA2761	10-14	0	2501
POA2761	10-14	1	100
POA2761	15-19		111
POA2761	15-19	0	2272
POA2761	15-19	1	113
POA2761	20-24		106
POA2761	20-24	0	2373
POA2761	20-24	1	94
POA2761	25-29		121
POA2761	25-29	0	2192
POA2761	25-29	1	77
POA2761	30-34		105
POA2761	30-34	0	2340
POA2761	30-34	1	51
POA2761	35-39		116
POA2761	35-39	0	2502
POA2761	35-39	1	44
POA2761	40-44		109
POA2761	40-44	0	2372
POA2761	40-44	1	40
POA2761	45-49		99
POA2761	45-49	0	2208
POA2761	45-49	1	46
POA2761	50-54		75
POA2761	50-54	0	2139
POA2761	50-54	1	45
POA2761	55-59		55
POA2761	55-59	0	2007
POA2761	55-59	1	28
POA2761	60-64		65
POA2761	60-64	0	1708
POA2761	60-64	1	25
POA2761	65+		95
POA2761	65+	0	3009
POA2761	65+	1	23
POA2762	0-4		68
POA2762	0-4	0	2246
POA2762	0-4	1	43
POA2762	5-9		72
POA2762	5-9	0	2060
POA2762	5-9	1	35
POA2762	10-14		58
POA2762	10-14	0	1433
POA2762	10-14	1	25
POA2762	15-19		43
POA2762	15-19	0	1017
POA2762	15-19	1	33
POA2762	20-24		74
POA2762	20-24	0	1126
POA2762	20-24	1	41
POA2762	25-29		82
POA2762	25-29	0	1488
POA2762	25-29	1	37
POA2762	30-34		88
POA2762	30-34	0	2522
POA2762	30-34	1	29
POA2762	35-39		99
POA2762	35-39	0	3059
POA2762	35-39	1	18
POA2762	40-44		66
POA2762	40-44	0	2009
POA2762	40-44	1	14
POA2762	45-49		50
POA2762	45-49	0	1076
POA2762	45-49	1	11
POA2762	50-54		32
POA2762	50-54	0	728
POA2762	50-54	1	5
POA2762	55-59		24
POA2762	55-59	0	562
POA2762	55-59	1	5
POA2762	60-64		25
POA2762	60-64	0	479
POA2762	60-64	1	4
POA2762	65+		40
POA2762	65+	0	862
POA2762	65+	1	3
POA2763	0-4		80
POA2763	0-4	0	2358
POA2763	0-4	1	76
POA2763	5-9		85
POA2763	5-9	0	2586
POA2763	5-9	1	72
POA2763	10-14		93
POA2763	10-14	0	2159
POA2763	10-14	1	78
POA2763	15-19		65
POA2763	15-19	0	1772
POA2763	15-19	1	59
POA2763	20-24		66
POA2763	20-24	0	1973
POA2763	20-24	1	51
POA2763	25-29		80
POA2763	25-29	0	2061
POA2763	25-29	1	60
POA2763	30-34		84
POA2763	30-34	0	2603
POA2763	30-34	1	29
POA2763	35-39		127
POA2763	35-39	0	3243
POA2763	35-39	1	34
POA2763	40-44		76
POA2763	40-44	0	2579
POA2763	40-44	1	35
POA2763	45-49		69
POA2763	45-49	0	2084
POA2763	45-49	1	30
POA2763	50-54		51
POA2763	50-54	0	1791
POA2763	50-54	1	33
POA2763	55-59		34
POA2763	55-59	0	1662
POA2763	55-59	1	30
POA2763	60-64		41
POA2763	60-64	0	1444
POA2763	60-64	1	12
POA2763	65+		84
POA2763	65+	0	3209
POA2763	65+	1	25
POA2765	0-4		111
POA2765	0-4	0	4305
POA2765	0-4	1	150
POA2765	5-9		169
POA2765	5-9	0	3846
POA2765	5-9	1	135
POA2765	10-14		113
POA2765	10-14	0	2909
POA2765	10-14	1	108
POA2765	15-19		90
POA2765	15-19	0	2060
POA2765	15-19	1	86
POA2765	20-24		107
POA2765	20-24	0	2209
POA2765	20-24	1	127
POA2765	25-29		155
POA2765	25-29	0	3176
POA2765	25-29	1	156
POA2765	30-34		151
POA2765	30-34	0	4556
POA2765	30-34	1	151
POA2765	35-39		169
POA2765	35-39	0	5234
POA2765	35-39	1	99
POA2765	40-44		127
POA2765	40-44	0	3646
POA2765	40-44	1	62
POA2765	45-49		90
POA2765	45-49	0	2456
POA2765	45-49	1	47
POA2765	50-54		84
POA2765	50-54	0	1899
POA2765	50-54	1	56
POA2765	55-59		61
POA2765	55-59	0	1546
POA2765	55-59	1	27
POA2765	60-64		75
POA2765	60-64	0	1448
POA2765	60-64	1	18
POA2765	65+		188
POA2765	65+	0	3367
POA2765	65+	1	44
POA2766	0-4		41
POA2766	0-4	0	1078
POA2766	0-4	1	50
POA2766	5-9		56
POA2766	5-9	0	1071
POA2766	5-9	1	43
POA2766	10-14		61
POA2766	10-14	0	1038
POA2766	10-14	1	34
POA2766	15-19		34
POA2766	15-19	0	965
POA2766	15-19	1	39
POA2766	20-24		65
POA2766	20-24	0	1068
POA2766	20-24	1	34
POA2766	25-29		83
POA2766	25-29	0	1033
POA2766	25-29	1	29
POA2766	30-34		73
POA2766	30-34	0	1121
POA2766	30-34	1	18
POA2766	35-39		61
POA2766	35-39	0	1197
POA2766	35-39	1	18
POA2766	40-44		53
POA2766	40-44	0	1108
POA2766	40-44	1	9
POA2766	45-49		53
POA2766	45-49	0	985
POA2766	45-49	1	19
POA2766	50-54		41
POA2766	50-54	0	885
POA2766	50-54	1	16
POA2766	55-59		50
POA2766	55-59	0	870
POA2766	55-59	1	21
POA2766	60-64		51
POA2766	60-64	0	849
POA2766	60-64	1	8
POA2766	65+		365
POA2766	65+	0	2317
POA2766	65+	1	30
POA2767	0-4		64
POA2767	0-4	0	1316
POA2767	0-4	1	77
POA2767	5-9		91
POA2767	5-9	0	1375
POA2767	5-9	1	93
POA2767	10-14		113
POA2767	10-14	0	1493
POA2767	10-14	1	74
POA2767	15-19		80
POA2767	15-19	0	1329
POA2767	15-19	1	86
POA2767	20-24		73
POA2767	20-24	0	1479
POA2767	20-24	1	54
POA2767	25-29		89
POA2767	25-29	0	1520
POA2767	25-29	1	54
POA2767	30-34		84
POA2767	30-34	0	1484
POA2767	30-34	1	52
POA2767	35-39		97
POA2767	35-39	0	1769
POA2767	35-39	1	36
POA2767	40-44		82
POA2767	40-44	0	1538
POA2767	40-44	1	32
POA2767	45-49		75
POA2767	45-49	0	1444
POA2767	45-49	1	42
POA2767	50-54		74
POA2767	50-54	0	1369
POA2767	50-54	1	33
POA2767	55-59		48
POA2767	55-59	0	1302
POA2767	55-59	1	29
POA2767	60-64		45
POA2767	60-64	0	1283
POA2767	60-64	1	31
POA2767	65+		102
POA2767	65+	0	2835
POA2767	65+	1	47
POA2768	0-4		23
POA2768	0-4	0	1516
POA2768	0-4	1	11
POA2768	5-9		21
POA2768	5-9	0	2007
POA2768	5-9	1	11
POA2768	10-14		38
POA2768	10-14	0	2322
POA2768	10-14	1	20
POA2768	15-19		36
POA2768	15-19	0	2107
POA2768	15-19	1	38
POA2768	20-24		28
POA2768	20-24	0	1893
POA2768	20-24	1	64
POA2768	25-29		30
POA2768	25-29	0	1445
POA2768	25-29	1	70
POA2768	30-34		38
POA2768	30-34	0	1582
POA2768	30-34	1	71
POA2768	35-39		48
POA2768	35-39	0	2380
POA2768	35-39	1	45
POA2768	40-44		58
POA2768	40-44	0	2677
POA2768	40-44	1	42
POA2768	45-49		33
POA2768	45-49	0	2363
POA2768	45-49	1	42
POA2768	50-54		27
POA2768	50-54	0	1939
POA2768	50-54	1	26
POA2768	55-59		13
POA2768	55-59	0	1661
POA2768	55-59	1	7
POA2768	60-64		18
POA2768	60-64	0	1272
POA2768	60-64	1	5
POA2768	65+		56
POA2768	65+	0	2756
POA2768	65+	1	9
POA2769	0-4		29
POA2769	0-4	0	1217
POA2769	0-4	1	10
POA2769	5-9		26
POA2769	5-9	0	1810
POA2769	5-9	1	8
POA2769	10-14		32
POA2769	10-14	0	1647
POA2769	10-14	1	10
POA2769	15-19		23
POA2769	15-19	0	978
POA2769	15-19	1	10
POA2769	20-24		17
POA2769	20-24	0	639
POA2769	20-24	1	6
POA2769	25-29		17
POA2769	25-29	0	501
POA2769	25-29	1	5
POA2769	30-34		25
POA2769	30-34	0	961
POA2769	30-34	1	11
POA2769	35-39		40
POA2769	35-39	0	2003
POA2769	40-44		35
POA2769	40-44	0	1993
POA2769	40-44	1	4
POA2769	45-49		16
POA2769	45-49	0	1239
POA2769	45-49	1	8
POA2769	50-54		11
POA2769	50-54	0	728
POA2769	50-54	1	3
POA2769	55-59		10
POA2769	55-59	0	515
POA2769	55-59	1	8
POA2769	60-64		9
POA2769	60-64	0	370
POA2769	60-64	1	3
POA2769	65+		33
POA2769	65+	0	1302
POA2769	65+	1	8
POA2770	0-4		488
POA2770	0-4	0	3616
POA2770	0-4	1	677
POA2770	5-9		555
POA2770	5-9	0	3835
POA2770	5-9	1	695
POA2770	10-14		509
POA2770	10-14	0	3789
POA2770	10-14	1	658
POA2770	15-19		376
POA2770	15-19	0	3502
POA2770	15-19	1	515
POA2770	20-24		398
POA2770	20-24	0	3601
POA2770	20-24	1	393
POA2770	25-29		441
POA2770	25-29	0	3593
POA2770	25-29	1	379
POA2770	30-34		427
POA2770	30-34	0	3505
POA2770	30-34	1	291
POA2770	35-39		436
POA2770	35-39	0	3531
POA2770	35-39	1	236
POA2770	40-44		356
POA2770	40-44	0	3144
POA2770	40-44	1	204
POA2770	45-49		336
POA2770	45-49	0	3074
POA2770	45-49	1	207
POA2770	50-54		257
POA2770	50-54	0	3209
POA2770	50-54	1	236
POA2770	55-59		205
POA2770	55-59	0	3085
POA2770	55-59	1	156
POA2770	60-64		170
POA2770	60-64	0	2712
POA2770	60-64	1	126
POA2770	65+		473
POA2770	65+	0	6864
POA2770	65+	1	235
POA2773	0-4		12
POA2773	0-4	0	291
POA2773	0-4	1	3
POA2773	5-9		13
POA2773	5-9	0	371
POA2773	5-9	1	11
POA2773	10-14		9
POA2773	10-14	0	406
POA2773	10-14	1	9
POA2773	15-19		5
POA2773	15-19	0	412
POA2773	15-19	1	13
POA2773	20-24	0	310
POA2773	20-24	1	7
POA2773	25-29		9
POA2773	25-29	0	195
POA2773	30-34	0	227
POA2773	30-34	1	4
POA2773	35-39		5
POA2773	35-39	0	304
POA2773	35-39	1	3
POA2773	40-44		13
POA2773	40-44	0	360
POA2773	40-44	1	4
POA2773	45-49		12
POA2773	45-49	0	462
POA2773	45-49	1	10
POA2773	50-54		14
POA2773	50-54	0	410
POA2773	50-54	1	3
POA2773	55-59	0	431
POA2773	55-59	1	4
POA2773	60-64	0	425
POA2773	60-64	1	4
POA2773	65+		29
POA2773	65+	0	1181
POA2773	65+	1	14
POA2774	0-4		16
POA2774	0-4	0	782
POA2774	0-4	1	41
POA2774	5-9		31
POA2774	5-9	0	838
POA2774	5-9	1	42
POA2774	10-14		16
POA2774	10-14	0	879
POA2774	10-14	1	37
POA2774	15-19		18
POA2774	15-19	0	812
POA2774	15-19	1	46
POA2774	20-24		10
POA2774	20-24	0	573
POA2774	20-24	1	26
POA2774	25-29		12
POA2774	25-29	0	563
POA2774	25-29	1	16
POA2774	30-34		22
POA2774	30-34	0	722
POA2774	30-34	1	23
POA2774	35-39		22
POA2774	35-39	0	832
POA2774	35-39	1	21
POA2774	40-44		27
POA2774	40-44	0	906
POA2774	40-44	1	21
POA2774	45-49		21
POA2774	45-49	0	850
POA2774	45-49	1	13
POA2774	50-54		4
POA2774	50-54	0	816
POA2774	50-54	1	15
POA2774	55-59		9
POA2774	55-59	0	740
POA2774	55-59	1	16
POA2774	60-64		11
POA2774	60-64	0	769
POA2774	60-64	1	16
POA2774	65+		42
POA2774	65+	0	2326
POA2774	65+	1	14
POA2775	0-4		6
POA2775	0-4	0	37
POA2775	0-4	1	10
POA2775	5-9		10
POA2775	5-9	0	33
POA2775	5-9	1	4
POA2775	10-14		7
POA2775	10-14	0	62
POA2775	10-14	1	3
POA2775	15-19		5
POA2775	15-19	0	57
POA2775	20-24		3
POA2775	20-24	0	37
POA2775	20-24	1	3
POA2775	25-29		6
POA2775	25-29	0	40
POA2775	25-29	1	4
POA2775	30-34		7
POA2775	30-34	0	48
POA2775	30-34	1	4
POA2775	35-39		14
POA2775	35-39	0	55
POA2775	35-39	1	3
POA2775	40-44		12
POA2775	40-44	0	69
POA2775	40-44	1	3
POA2775	45-49		10
POA2775	45-49	0	104
POA2775	50-54		13
POA2775	50-54	0	138
POA2775	55-59		20
POA2775	55-59	0	141
POA2775	55-59	1	5
POA2775	60-64		15
POA2775	60-64	0	139
POA2775	60-64	1	5
POA2775	65+		29
POA2775	65+	0	347
POA2775	65+	1	10
POA2776	0-4		4
POA2776	0-4	0	241
POA2776	0-4	1	18
POA2776	5-9		3
POA2776	5-9	0	273
POA2776	5-9	1	24
POA2776	10-14		16
POA2776	10-14	0	277
POA2776	10-14	1	18
POA2776	15-19		3
POA2776	15-19	0	252
POA2776	15-19	1	6
POA2776	20-24		7
POA2776	20-24	0	171
POA2776	20-24	1	5
POA2776	25-29		3
POA2776	25-29	0	164
POA2776	25-29	1	8
POA2776	30-34		5
POA2776	30-34	0	223
POA2776	30-34	1	11
POA2776	35-39		10
POA2776	35-39	0	291
POA2776	35-39	1	13
POA2776	40-44		6
POA2776	40-44	0	254
POA2776	40-44	1	5
POA2776	45-49		8
POA2776	45-49	0	283
POA2776	45-49	1	5
POA2776	50-54		9
POA2776	50-54	0	278
POA2776	55-59		8
POA2776	55-59	0	264
POA2776	55-59	1	7
POA2776	60-64	0	281
POA2776	65+		16
POA2776	65+	0	676
POA2776	65+	1	8
POA2777	0-4		15
POA2777	0-4	0	851
POA2777	0-4	1	38
POA2777	5-9		22
POA2777	5-9	0	1058
POA2777	5-9	1	41
POA2777	10-14		24
POA2777	10-14	0	1178
POA2777	10-14	1	71
POA2777	15-19		16
POA2777	15-19	0	1048
POA2777	15-19	1	61
POA2777	20-24		9
POA2777	20-24	0	827
POA2777	20-24	1	35
POA2777	25-29		13
POA2777	25-29	0	670
POA2777	25-29	1	12
POA2777	30-34		17
POA2777	30-34	0	866
POA2777	30-34	1	28
POA2777	35-39		25
POA2777	35-39	0	1031
POA2777	35-39	1	22
POA2777	40-44		24
POA2777	40-44	0	1035
POA2777	40-44	1	41
POA2777	45-49		17
POA2777	45-49	0	1203
POA2777	45-49	1	28
POA2777	50-54		14
POA2777	50-54	0	1203
POA2777	50-54	1	27
POA2777	55-59		31
POA2777	55-59	0	1073
POA2777	55-59	1	13
POA2777	60-64		24
POA2777	60-64	0	1200
POA2777	60-64	1	9
POA2777	65+		192
POA2777	65+	0	3663
POA2777	65+	1	36
POA2778	0-4		5
POA2778	0-4	0	116
POA2778	5-9		4
POA2778	5-9	0	136
POA2778	5-9	1	5
POA2778	10-14		3
POA2778	10-14	0	119
POA2778	10-14	1	12
POA2778	15-19		3
POA2778	15-19	0	147
POA2778	15-19	1	8
POA2778	20-24	0	123
POA2778	20-24	1	3
POA2778	25-29	0	98
POA2778	25-29	1	5
POA2778	30-34		6
POA2778	30-34	0	130
POA2778	30-34	1	6
POA2778	35-39		3
POA2778	35-39	0	127
POA2778	40-44	0	135
POA2778	40-44	1	4
POA2778	45-49	0	164
POA2778	45-49	1	10
POA2778	50-54		5
POA2778	50-54	0	183
POA2778	50-54	1	5
POA2778	55-59		3
POA2778	55-59	0	190
POA2778	55-59	1	6
POA2778	60-64		7
POA2778	60-64	0	201
POA2778	60-64	1	10
POA2778	65+		15
POA2778	65+	0	437
POA2778	65+	1	5
POA2779	0-4		6
POA2779	0-4	0	244
POA2779	0-4	1	16
POA2779	5-9		11
POA2779	5-9	0	295
POA2779	5-9	1	32
POA2779	10-14		11
POA2779	10-14	0	338
POA2779	10-14	1	44
POA2779	15-19		11
POA2779	15-19	0	315
POA2779	15-19	1	19
POA2779	20-24	0	216
POA2779	20-24	1	19
POA2779	25-29		4
POA2779	25-29	0	205
POA2779	25-29	1	11
POA2779	30-34		15
POA2779	30-34	0	277
POA2779	30-34	1	14
POA2779	35-39		9
POA2779	35-39	0	287
POA2779	35-39	1	22
POA2779	40-44		6
POA2779	40-44	0	353
POA2779	40-44	1	6
POA2779	45-49		14
POA2779	45-49	0	367
POA2779	45-49	1	15
POA2779	50-54		12
POA2779	50-54	0	320
POA2779	50-54	1	10
POA2779	55-59		9
POA2779	55-59	0	324
POA2779	55-59	1	10
POA2779	60-64		3
POA2779	60-64	0	308
POA2779	60-64	1	3
POA2779	65+		23
POA2779	65+	0	859
POA2779	65+	1	7
POA2780	0-4		25
POA2780	0-4	0	423
POA2780	0-4	1	34
POA2780	5-9		27
POA2780	5-9	0	557
POA2780	5-9	1	38
POA2780	10-14		18
POA2780	10-14	0	580
POA2780	10-14	1	35
POA2780	15-19		32
POA2780	15-19	0	588
POA2780	15-19	1	31
POA2780	20-24		28
POA2780	20-24	0	467
POA2780	20-24	1	38
POA2780	25-29		31
POA2780	25-29	0	496
POA2780	25-29	1	23
POA2780	30-34		34
POA2780	30-34	0	618
POA2780	30-34	1	18
POA2780	35-39		28
POA2780	35-39	0	691
POA2780	35-39	1	19
POA2780	40-44		39
POA2780	40-44	0	720
POA2780	40-44	1	20
POA2780	45-49		35
POA2780	45-49	0	881
POA2780	45-49	1	16
POA2780	50-54		33
POA2780	50-54	0	952
POA2780	50-54	1	23
POA2780	55-59		39
POA2780	55-59	0	892
POA2780	55-59	1	17
POA2780	60-64		45
POA2780	60-64	0	1082
POA2780	60-64	1	21
POA2780	65+		137
POA2780	65+	0	3480
POA2780	65+	1	33
POA2782	0-4		21
POA2782	0-4	0	268
POA2782	0-4	1	17
POA2782	5-9		26
POA2782	5-9	0	308
POA2782	5-9	1	21
POA2782	10-14		20
POA2782	10-14	0	379
POA2782	10-14	1	18
POA2782	15-19		19
POA2782	15-19	0	294
POA2782	15-19	1	15
POA2782	20-24		21
POA2782	20-24	0	192
POA2782	20-24	1	5
POA2782	25-29		11
POA2782	25-29	0	175
POA2782	25-29	1	11
POA2782	30-34		22
POA2782	30-34	0	250
POA2782	30-34	1	10
POA2782	35-39		18
POA2782	35-39	0	300
POA2782	35-39	1	9
POA2782	40-44		11
POA2782	40-44	0	339
POA2782	40-44	1	7
POA2782	45-49		31
POA2782	45-49	0	384
POA2782	45-49	1	13
POA2782	50-54		21
POA2782	50-54	0	379
POA2782	50-54	1	4
POA2782	55-59		14
POA2782	55-59	0	415
POA2782	55-59	1	8
POA2782	60-64		24
