POA_CODE_2021	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
POA3930	85+		M	20
POA3930	85+	0	F	261
POA3930	85+	0	M	185
POA3930	85+	1	F	16
POA3930	85+	1	M	24
POA3931	15-19		F	42
POA3931	15-19		M	36
POA3931	15-19	0	F	583
POA3931	15-19	0	M	619
POA3931	15-19	1	F	38
POA3931	15-19	1	M	36
POA3931	20-24		F	27
POA3931	20-24		M	17
POA3931	20-24	0	F	499
POA3931	20-24	0	M	512
POA3931	20-24	1	F	40
POA3931	20-24	1	M	40
POA3931	25-34		F	48
POA3931	25-34		M	56
POA3931	25-34	0	F	895
POA3931	25-34	0	M	916
POA3931	25-34	1	F	105
POA3931	25-34	1	M	83
POA3931	35-44		F	54
POA3931	35-44		M	54
POA3931	35-44	0	F	1167
POA3931	35-44	0	M	1048
POA3931	35-44	1	F	248
POA3931	35-44	1	M	132
POA3931	45-54		F	67
POA3931	45-54		M	69
POA3931	45-54	0	F	1373
POA3931	45-54	0	M	1278
POA3931	45-54	1	F	411
POA3931	45-54	1	M	212
POA3931	55-64		F	62
POA3931	55-64		M	60
POA3931	55-64	0	F	1189
POA3931	55-64	0	M	1158
POA3931	55-64	1	F	438
POA3931	55-64	1	M	245
POA3931	65-74		F	120
POA3931	65-74		M	92
POA3931	65-74	0	F	1616
POA3931	65-74	0	M	1294
POA3931	65-74	1	F	366
POA3931	65-74	1	M	215
POA3931	75-84		F	162
POA3931	75-84		M	99
POA3931	75-84	0	F	1370
POA3931	75-84	0	M	1018
POA3931	75-84	1	F	187
POA3931	75-84	1	M	166
POA3931	85+		F	206
POA3931	85+		M	99
POA3931	85+	0	F	587
POA3931	85+	0	M	360
POA3931	85+	1	F	40
POA3931	85+	1	M	56
POA3933	15-19		F	4
POA3933	15-19		M	4
POA3933	15-19	0	F	44
POA3933	15-19	0	M	41
POA3933	15-19	1	M	6
POA3933	20-24		M	3
POA3933	20-24	0	F	22
POA3933	20-24	0	M	21
POA3933	20-24	1	F	5
POA3933	20-24	1	M	5
POA3933	25-34		F	6
POA3933	25-34	0	F	36
POA3933	25-34	0	M	25
POA3933	25-34	1	F	3
POA3933	25-34	1	M	7
POA3933	35-44		M	6
POA3933	35-44	0	F	30
POA3933	35-44	0	M	40
POA3933	35-44	1	F	9
POA3933	35-44	1	M	7
POA3933	45-54		F	7
POA3933	45-54		M	5
POA3933	45-54	0	F	80
POA3933	45-54	0	M	58
POA3933	45-54	1	F	14
POA3933	45-54	1	M	9
POA3933	55-64	0	F	51
POA3933	55-64	0	M	71
POA3933	55-64	1	F	21
POA3933	55-64	1	M	17
POA3933	65-74		F	3
POA3933	65-74		M	5
POA3933	65-74	0	F	41
POA3933	65-74	0	M	55
POA3933	65-74	1	F	12
POA3933	65-74	1	M	15
POA3933	75-84		M	3
POA3933	75-84	0	F	28
POA3933	75-84	0	M	33
POA3933	75-84	1	M	5
POA3933	85+	0	F	8
POA3933	85+	0	M	8
POA3933	85+	1	M	3
POA3934	15-19		F	23
POA3934	15-19		M	38
POA3934	15-19	0	F	612
POA3934	15-19	0	M	668
POA3934	15-19	1	F	33
POA3934	15-19	1	M	38
POA3934	20-24		F	10
POA3934	20-24		M	16
POA3934	20-24	0	F	381
POA3934	20-24	0	M	404
POA3934	20-24	1	F	30
POA3934	20-24	1	M	15
POA3934	25-34		F	23
POA3934	25-34		M	20
POA3934	25-34	0	F	515
POA3934	25-34	0	M	489
POA3934	25-34	1	F	61
POA3934	25-34	1	M	38
POA3934	35-44		F	44
POA3934	35-44		M	46
POA3934	35-44	0	F	988
POA3934	35-44	0	M	883
POA3934	35-44	1	F	185
POA3934	35-44	1	M	97
POA3934	45-54		F	66
POA3934	45-54		M	65
POA3934	45-54	0	F	1227
POA3934	45-54	0	M	1215
POA3934	45-54	1	F	368
POA3934	45-54	1	M	193
POA3934	55-64		F	44
POA3934	55-64		M	40
POA3934	55-64	0	F	906
POA3934	55-64	0	M	960
POA3934	55-64	1	F	367
POA3934	55-64	1	M	200
POA3934	65-74		F	53
POA3934	65-74		M	42
POA3934	65-74	0	F	1058
POA3934	65-74	0	M	906
POA3934	65-74	1	F	243
POA3934	65-74	1	M	142
POA3934	75-84		F	56
POA3934	75-84		M	33
POA3934	75-84	0	F	717
POA3934	75-84	0	M	666
POA3934	75-84	1	F	108
POA3934	75-84	1	M	82
POA3934	85+		F	40
POA3934	85+		M	21
POA3934	85+	0	F	291
POA3934	85+	0	M	209
POA3934	85+	1	F	26
POA3934	85+	1	M	31
POA3936	15-19		F	34
POA3936	15-19		M	23
POA3936	15-19	0	F	264
POA3936	15-19	0	M	303
POA3936	15-19	1	F	17
POA3936	15-19	1	M	25
POA3936	20-24		F	21
POA3936	20-24		M	17
POA3936	20-24	0	F	238
POA3936	20-24	0	M	268
POA3936	20-24	1	F	21
POA3936	20-24	1	M	16
POA3936	25-34		F	40
POA3936	25-34		M	32
POA3936	25-34	0	F	502
POA3936	25-34	0	M	467
POA3936	25-34	1	F	66
POA3936	25-34	1	M	29
POA3936	35-44		F	44
POA3936	35-44		M	51
POA3936	35-44	0	F	520
POA3936	35-44	0	M	499
POA3936	35-44	1	F	131
POA3936	35-44	1	M	81
POA3936	45-54		F	59
POA3936	45-54		M	69
POA3936	45-54	0	F	666
POA3936	45-54	0	M	692
POA3936	45-54	1	F	188
POA3936	45-54	1	M	134
POA3936	55-64		F	62
POA3936	55-64		M	53
POA3936	55-64	0	F	699
POA3936	55-64	0	M	731
POA3936	55-64	1	F	263
POA3936	55-64	1	M	147
POA3936	65-74		F	85
POA3936	65-74		M	75
POA3936	65-74	0	F	875
POA3936	65-74	0	M	846
POA3936	65-74	1	F	205
POA3936	65-74	1	M	137
POA3936	75-84		F	58
POA3936	75-84		M	67
POA3936	75-84	0	F	597
POA3936	75-84	0	M	556
POA3936	75-84	1	F	91
POA3936	75-84	1	M	81
POA3936	85+		F	51
POA3936	85+		M	27
POA3936	85+	0	F	178
POA3936	85+	0	M	167
POA3936	85+	1	F	7
POA3936	85+	1	M	21
POA3937	15-19		F	4
POA3937	15-19		M	4
POA3937	15-19	0	F	49
POA3937	15-19	0	M	39
POA3937	15-19	1	F	5
POA3937	20-24		M	3
POA3937	20-24	0	F	23
POA3937	20-24	0	M	32
POA3937	20-24	1	F	5
POA3937	25-34		F	3
POA3937	25-34		M	6
POA3937	25-34	0	F	38
POA3937	25-34	0	M	47
POA3937	25-34	1	F	8
POA3937	35-44		F	5
POA3937	35-44		M	8
POA3937	35-44	0	F	53
POA3937	35-44	0	M	54
POA3937	35-44	1	F	7
POA3937	35-44	1	M	15
POA3937	45-54		F	8
POA3937	45-54		M	10
POA3937	45-54	0	F	97
POA3937	45-54	0	M	100
POA3937	45-54	1	F	31
POA3937	45-54	1	M	11
POA3937	55-64		F	18
POA3937	55-64		M	13
POA3937	55-64	0	F	102
POA3937	55-64	0	M	112
POA3937	55-64	1	F	49
POA3937	55-64	1	M	35
POA3937	65-74		F	11
POA3937	65-74		M	11
POA3937	65-74	0	F	115
POA3937	65-74	0	M	131
POA3937	65-74	1	F	21
POA3937	65-74	1	M	22
POA3937	75-84		F	8
POA3937	75-84		M	3
POA3937	75-84	0	F	41
POA3937	75-84	0	M	54
POA3937	75-84	1	F	3
POA3937	75-84	1	M	4
POA3937	85+		F	4
POA3937	85+		M	9
POA3937	85+	0	F	20
POA3937	85+	0	M	8
POA3938	15-19		M	5
POA3938	15-19	0	F	48
POA3938	15-19	0	M	69
POA3938	15-19	1	F	5
POA3938	15-19	1	M	8
POA3938	20-24		F	6
POA3938	20-24		M	9
POA3938	20-24	0	F	64
POA3938	20-24	0	M	60
POA3938	20-24	1	F	3
POA3938	20-24	1	M	3
POA3938	25-34		F	5
POA3938	25-34		M	3
POA3938	25-34	0	F	110
POA3938	25-34	0	M	107
POA3938	25-34	1	F	16
POA3938	25-34	1	M	7
POA3938	35-44		F	11
POA3938	35-44		M	6
POA3938	35-44	0	F	114
POA3938	35-44	0	M	124
POA3938	35-44	1	F	24
POA3938	35-44	1	M	15
POA3938	45-54		F	9
POA3938	45-54		M	14
POA3938	45-54	0	F	156
POA3938	45-54	0	M	146
POA3938	45-54	1	F	49
POA3938	45-54	1	M	26
POA3938	55-64		F	12
POA3938	55-64		M	12
POA3938	55-64	0	F	202
POA3938	55-64	0	M	201
POA3938	55-64	1	F	74
POA3938	55-64	1	M	45
POA3938	65-74		F	26
POA3938	65-74		M	17
POA3938	65-74	0	F	255
POA3938	65-74	0	M	268
POA3938	65-74	1	F	70
POA3938	65-74	1	M	46
POA3938	75-84		F	16
POA3938	75-84		M	13
POA3938	75-84	0	F	158
POA3938	75-84	0	M	144
POA3938	75-84	1	F	26
POA3938	75-84	1	M	26
POA3938	85+		F	9
POA3938	85+		M	3
POA3938	85+	0	F	21
POA3938	85+	0	M	38
POA3938	85+	1	F	3
POA3938	85+	1	M	13
POA3939	15-19		F	46
POA3939	15-19		M	47
POA3939	15-19	0	F	345
POA3939	15-19	0	M	350
POA3939	15-19	1	F	17
POA3939	15-19	1	M	13
POA3939	20-24		F	39
POA3939	20-24		M	25
POA3939	20-24	0	F	259
POA3939	20-24	0	M	254
POA3939	20-24	1	F	35
POA3939	20-24	1	M	22
POA3939	25-34		F	69
POA3939	25-34		M	76
POA3939	25-34	0	F	621
POA3939	25-34	0	M	646
POA3939	25-34	1	F	82
POA3939	25-34	1	M	59
POA3939	35-44		F	67
POA3939	35-44		M	58
POA3939	35-44	0	F	632
POA3939	35-44	0	M	596
POA3939	35-44	1	F	184
POA3939	35-44	1	M	102
POA3939	45-54		F	73
POA3939	45-54		M	88
POA3939	45-54	0	F	711
POA3939	45-54	0	M	676
POA3939	45-54	1	F	243
POA3939	45-54	1	M	160
POA3939	55-64		F	73
POA3939	55-64		M	73
POA3939	55-64	0	F	826
POA3939	55-64	0	M	774
POA3939	55-64	1	F	340
POA3939	55-64	1	M	183
POA3939	65-74		F	79
POA3939	65-74		M	75
POA3939	65-74	0	F	972
POA3939	65-74	0	M	925
POA3939	65-74	1	F	224
POA3939	65-74	1	M	147
POA3939	75-84		F	106
POA3939	75-84		M	76
POA3939	75-84	0	F	683
POA3939	75-84	0	M	588
POA3939	75-84	1	F	107
POA3939	75-84	1	M	74
POA3939	85+		F	62
POA3939	85+		M	38
POA3939	85+	0	F	297
POA3939	85+	0	M	205
POA3939	85+	1	F	14
POA3939	85+	1	M	27
POA3940	15-19		F	12
POA3940	15-19		M	15
POA3940	15-19	0	F	71
POA3940	15-19	0	M	83
POA3940	15-19	1	F	5
POA3940	15-19	1	M	4
POA3940	20-24		F	9
POA3940	20-24		M	6
POA3940	20-24	0	F	55
POA3940	20-24	0	M	94
POA3940	20-24	1	F	12
POA3940	25-34		F	14
POA3940	25-34		M	15
POA3940	25-34	0	F	203
POA3940	25-34	0	M	193
POA3940	25-34	1	F	33
POA3940	25-34	1	M	14
POA3940	35-44		F	18
POA3940	35-44		M	17
POA3940	35-44	0	F	171
POA3940	35-44	0	M	161
POA3940	35-44	1	F	48
POA3940	35-44	1	M	16
POA3940	45-54		F	20
POA3940	45-54		M	24
POA3940	45-54	0	F	168
POA3940	45-54	0	M	185
POA3940	45-54	1	F	69
POA3940	45-54	1	M	40
POA3940	55-64		F	16
POA3940	55-64		M	15
POA3940	55-64	0	F	212
POA3940	55-64	0	M	180
POA3940	55-64	1	F	78
POA3940	55-64	1	M	41
POA3940	65-74		F	30
POA3940	65-74		M	30
POA3940	65-74	0	F	319
POA3940	65-74	0	M	288
POA3940	65-74	1	F	82
POA3940	65-74	1	M	52
POA3940	75-84		F	63
POA3940	75-84		M	55
POA3940	75-84	0	F	362
POA3940	75-84	0	M	265
POA3940	75-84	1	F	38
POA3940	75-84	1	M	34
POA3940	85+		F	81
POA3940	85+		M	43
POA3940	85+	0	F	310
POA3940	85+	0	M	183
POA3940	85+	1	F	20
POA3940	85+	1	M	22
POA3941	15-19		F	38
POA3941	15-19		M	30
POA3941	15-19	0	F	222
POA3941	15-19	0	M	267
POA3941	15-19	1	F	15
POA3941	15-19	1	M	10
POA3941	20-24		F	20
POA3941	20-24		M	22
POA3941	20-24	0	F	223
POA3941	20-24	0	M	210
POA3941	20-24	1	F	19
POA3941	20-24	1	M	10
POA3941	25-34		F	57
POA3941	25-34		M	63
POA3941	25-34	0	F	515
POA3941	25-34	0	M	505
POA3941	25-34	1	F	67
POA3941	25-34	1	M	37
POA3941	35-44		F	66
POA3941	35-44		M	67
POA3941	35-44	0	F	578
POA3941	35-44	0	M	540
POA3941	35-44	1	F	121
POA3941	35-44	1	M	73
POA3941	45-54		F	70
POA3941	45-54		M	71
POA3941	45-54	0	F	673
POA3941	45-54	0	M	757
POA3941	45-54	1	F	194
POA3941	45-54	1	M	132
POA3941	55-64		F	74
POA3941	55-64		M	94
POA3941	55-64	0	F	722
POA3941	55-64	0	M	764
POA3941	55-64	1	F	275
POA3941	55-64	1	M	163
POA3941	65-74		F	95
POA3941	65-74		M	77
POA3941	65-74	0	F	775
POA3941	65-74	0	M	872
POA3941	65-74	1	F	189
POA3941	65-74	1	M	113
POA3941	75-84		F	54
POA3941	75-84		M	54
POA3941	75-84	0	F	435
POA3941	75-84	0	M	469
POA3941	75-84	1	F	67
POA3941	75-84	1	M	65
POA3941	85+		F	33
POA3941	85+		M	26
POA3941	85+	0	F	163
POA3941	85+	0	M	135
POA3941	85+	1	F	13
POA3941	85+	1	M	26
POA3942	15-19		F	7
POA3942	15-19		M	7
POA3942	15-19	0	F	53
POA3942	15-19	0	M	33
POA3942	15-19	1	F	3
POA3942	20-24		F	8
POA3942	20-24		M	7
POA3942	20-24	0	F	36
POA3942	20-24	0	M	44
POA3942	20-24	1	F	7
POA3942	25-34		F	5
POA3942	25-34		M	6
POA3942	25-34	0	F	68
POA3942	25-34	0	M	65
POA3942	25-34	1	F	7
POA3942	25-34	1	M	6
POA3942	35-44		F	7
POA3942	35-44		M	13
POA3942	35-44	0	F	74
POA3942	35-44	0	M	93
POA3942	35-44	1	F	24
POA3942	35-44	1	M	11
POA3942	45-54		F	13
POA3942	45-54		M	11
POA3942	45-54	0	F	114
POA3942	45-54	0	M	116
POA3942	45-54	1	F	34
POA3942	45-54	1	M	32
POA3942	55-64		F	24
POA3942	55-64		M	14
POA3942	55-64	0	F	172
POA3942	55-64	0	M	161
POA3942	55-64	1	F	62
POA3942	55-64	1	M	40
POA3942	65-74		F	27
POA3942	65-74		M	22
POA3942	65-74	0	F	254
POA3942	65-74	0	M	239
POA3942	65-74	1	F	53
POA3942	65-74	1	M	38
POA3942	75-84		F	22
POA3942	75-84		M	8
POA3942	75-84	0	F	140
POA3942	75-84	0	M	146
POA3942	75-84	1	F	24
POA3942	75-84	1	M	17
POA3942	85+		F	6
POA3942	85+		M	9
POA3942	85+	0	F	27
POA3942	85+	0	M	28
POA3942	85+	1	F	3
POA3942	85+	1	M	6
POA3943	15-19		F	3
POA3943	15-19		M	5
POA3943	15-19	0	F	26
POA3943	15-19	0	M	21
POA3943	20-24		F	3
POA3943	20-24		M	5
POA3943	20-24	0	F	15
POA3943	20-24	0	M	24
POA3943	20-24	1	F	4
POA3943	20-24	1	M	5
POA3943	25-34		F	5
POA3943	25-34		M	5
POA3943	25-34	0	F	37
POA3943	25-34	0	M	37
POA3943	25-34	1	F	5
POA3943	25-34	1	M	3
POA3943	35-44		F	7
POA3943	35-44		M	6
POA3943	35-44	0	F	37
POA3943	35-44	0	M	53
POA3943	35-44	1	F	8
POA3943	35-44	1	M	5
POA3943	45-54		F	14
POA3943	45-54		M	6
POA3943	45-54	0	F	75
POA3943	45-54	0	M	70
POA3943	45-54	1	F	26
POA3943	45-54	1	M	7
POA3943	55-64		F	15
POA3943	55-64		M	14
POA3943	55-64	0	F	125
POA3943	55-64	0	M	112
POA3943	55-64	1	F	33
POA3943	55-64	1	M	34
POA3943	65-74		F	22
POA3943	65-74		M	29
POA3943	65-74	0	F	216
POA3943	65-74	0	M	226
POA3943	65-74	1	F	50
POA3943	65-74	1	M	36
POA3943	75-84		F	14
POA3943	75-84		M	15
POA3943	75-84	0	F	128
POA3943	75-84	0	M	143
POA3943	75-84	1	F	20
POA3943	75-84	1	M	12
POA3943	85+		F	5
POA3943	85+		M	6
POA3943	85+	0	F	29
POA3943	85+	0	M	28
POA3944	15-19	0	F	4
POA3944	15-19	0	M	3
POA3944	20-24	0	F	4
POA3944	20-24	0	M	7
POA3944	25-34	0	F	11
POA3944	25-34	0	M	15
POA3944	25-34	1	F	3
POA3944	35-44		M	5
POA3944	35-44	0	F	5
POA3944	35-44	0	M	7
POA3944	45-54		F	3
POA3944	45-54		M	3
POA3944	45-54	0	F	21
POA3944	45-54	0	M	25
POA3944	45-54	1	M	5
POA3944	55-64		F	7
POA3944	55-64		M	8
POA3944	55-64	0	F	63
POA3944	55-64	0	M	48
POA3944	55-64	1	F	16
POA3944	55-64	1	M	21
POA3944	65-74		F	8
POA3944	65-74		M	6
POA3944	65-74	0	F	97
POA3944	65-74	0	M	81
POA3944	65-74	1	F	31
POA3944	65-74	1	M	16
POA3944	75-84		F	10
POA3944	75-84		M	9
POA3944	75-84	0	F	59
POA3944	75-84	0	M	81
POA3944	75-84	1	F	11
POA3944	75-84	1	M	15
POA3944	85+	0	F	9
POA3944	85+	0	M	23
POA3944	85+	1	M	5
POA3945	15-19		F	3
POA3945	15-19	0	F	16
POA3945	15-19	0	M	15
POA3945	20-24	0	F	10
POA3945	20-24	0	M	13
POA3945	25-34	0	F	52
POA3945	25-34	0	M	43
POA3945	25-34	1	F	3
POA3945	25-34	1	M	7
POA3945	35-44		F	4
POA3945	35-44		M	9
POA3945	35-44	0	F	39
POA3945	35-44	0	M	54
POA3945	35-44	1	F	7
POA3945	35-44	1	M	4
POA3945	45-54		F	11
POA3945	45-54		M	5
POA3945	45-54	0	F	60
POA3945	45-54	0	M	52
POA3945	45-54	1	F	19
POA3945	45-54	1	M	6
POA3945	55-64		F	12
POA3945	55-64		M	8
POA3945	55-64	0	F	64
POA3945	55-64	0	M	75
POA3945	55-64	1	F	27
POA3945	55-64	1	M	14
POA3945	65-74		M	9
POA3945	65-74	0	F	60
POA3945	65-74	0	M	73
POA3945	65-74	1	F	13
POA3945	65-74	1	M	16
POA3945	75-84		F	5
POA3945	75-84	0	F	24
POA3945	75-84	0	M	30
POA3945	75-84	1	F	7
POA3945	75-84	1	M	4
POA3945	85+	0	F	4
POA3946	15-19		M	6
POA3946	15-19	0	F	5
POA3946	15-19	0	M	9
POA3946	20-24	0	F	7
POA3946	20-24	0	M	4
POA3946	25-34	0	F	16
POA3946	25-34	0	M	14
POA3946	25-34	1	F	6
POA3946	35-44	0	F	8
POA3946	35-44	0	M	16
POA3946	45-54	0	F	19
POA3946	45-54	0	M	16
POA3946	45-54	1	F	7
POA3946	55-64		M	4
POA3946	55-64	0	F	25
POA3946	55-64	0	M	23
POA3946	55-64	1	F	10
POA3946	55-64	1	M	6
POA3946	65-74		F	4
POA3946	65-74	0	F	16
POA3946	65-74	0	M	22
POA3946	65-74	1	F	4
POA3946	65-74	1	M	5
POA3946	75-84	0	F	3
POA3946	75-84	0	M	3
POA3946	85+	0	F	4
POA3950	15-19		F	7
POA3950	15-19		M	12
POA3950	15-19	0	F	112
POA3950	15-19	0	M	147
POA3950	15-19	1	F	11
POA3950	15-19	1	M	10
POA3950	20-24		F	9
POA3950	20-24		M	4
POA3950	20-24	0	F	86
POA3950	20-24	0	M	108
POA3950	20-24	1	F	8
POA3950	20-24	1	M	5
POA3950	25-34		F	13
POA3950	25-34		M	16
POA3950	25-34	0	F	225
POA3950	25-34	0	M	211
POA3950	25-34	1	F	38
POA3950	25-34	1	M	29
POA3950	35-44		F	21
POA3950	35-44		M	7
POA3950	35-44	0	F	194
POA3950	35-44	0	M	198
POA3950	35-44	1	F	56
POA3950	35-44	1	M	27
POA3950	45-54		F	22
POA3950	45-54		M	10
POA3950	45-54	0	F	255
POA3950	45-54	0	M	230
POA3950	45-54	1	F	83
POA3950	45-54	1	M	49
POA3950	55-64		F	18
POA3950	55-64		M	22
POA3950	55-64	0	F	273
POA3950	55-64	0	M	268
POA3950	55-64	1	F	94
POA3950	55-64	1	M	54
POA3950	65-74		F	21
POA3950	65-74		M	12
POA3950	65-74	0	F	276
POA3950	65-74	0	M	285
POA3950	65-74	1	F	66
POA3950	65-74	1	M	53
POA3950	75-84		F	17
POA3950	75-84		M	17
POA3950	75-84	0	F	171
POA3950	75-84	0	M	155
POA3950	75-84	1	F	27
POA3950	75-84	1	M	23
POA3950	85+		F	15
POA3950	85+		M	9
POA3950	85+	0	F	105
POA3950	85+	0	M	57
POA3950	85+	1	F	4
POA3950	85+	1	M	7
POA3951	15-19		F	6
POA3951	15-19		M	11
POA3951	15-19	0	F	30
POA3951	15-19	0	M	30
POA3951	20-24	0	F	17
POA3951	20-24	0	M	24
POA3951	25-34		F	5
POA3951	25-34		M	3
POA3951	25-34	0	F	25
POA3951	25-34	0	M	34
POA3951	35-44		M	4
POA3951	35-44	0	F	38
POA3951	35-44	0	M	32
POA3951	35-44	1	F	6
POA3951	35-44	1	M	3
POA3951	45-54		F	6
POA3951	45-54		M	6
POA3951	45-54	0	F	67
POA3951	45-54	0	M	63
POA3951	45-54	1	F	20
POA3951	45-54	1	M	12
POA3951	55-64		M	6
POA3951	55-64	0	F	64
POA3951	55-64	0	M	65
POA3951	55-64	1	F	25
POA3951	55-64	1	M	21
POA3951	65-74		F	8
POA3951	65-74		M	6
POA3951	65-74	0	F	68
POA3951	65-74	0	M	76
POA3951	65-74	1	F	12
POA3951	65-74	1	M	17
POA3951	75-84		F	3
POA3951	75-84		M	6
POA3951	75-84	0	F	18
POA3951	75-84	0	M	22
POA3951	85+	0	F	3
POA3953	15-19		F	25
POA3953	15-19		M	19
POA3953	15-19	0	F	221
POA3953	15-19	0	M	199
POA3953	15-19	1	F	21
POA3953	15-19	1	M	12
POA3953	20-24		F	6
POA3953	20-24		M	5
POA3953	20-24	0	F	120
POA3953	20-24	0	M	152
POA3953	20-24	1	F	14
POA3953	20-24	1	M	9
POA3953	25-34		F	28
POA3953	25-34		M	22
POA3953	25-34	0	F	295
POA3953	25-34	0	M	297
POA3953	25-34	1	F	50
POA3953	25-34	1	M	35
POA3953	35-44		F	38
POA3953	35-44		M	30
POA3953	35-44	0	F	369
POA3953	35-44	0	M	339
POA3953	35-44	1	F	76
POA3953	35-44	1	M	57
POA3953	45-54		F	24
POA3953	45-54		M	26
POA3953	45-54	0	F	374
POA3953	45-54	0	M	369
POA3953	45-54	1	F	116
POA3953	45-54	1	M	64
POA3953	55-64		F	27
POA3953	55-64		M	24
POA3953	55-64	0	F	395
POA3953	55-64	0	M	424
POA3953	55-64	1	F	155
POA3953	55-64	1	M	92
POA3953	65-74		F	41
POA3953	65-74		M	26
POA3953	65-74	0	F	483
POA3953	65-74	0	M	451
POA3953	65-74	1	F	107
POA3953	65-74	1	M	72
POA3953	75-84		F	37
POA3953	75-84		M	29
POA3953	75-84	0	F	290
POA3953	75-84	0	M	258
POA3953	75-84	1	F	47
POA3953	75-84	1	M	49
POA3953	85+		F	19
POA3953	85+		M	18
POA3953	85+	0	F	141
POA3953	85+	0	M	65
POA3953	85+	1	F	7
POA3953	85+	1	M	7
POA3954	15-19	0	F	11
POA3954	15-19	0	M	18
POA3954	20-24	0	F	6
POA3954	20-24	0	M	11
POA3954	25-34	0	F	7
POA3954	25-34	0	M	4
POA3954	35-44	0	F	14
POA3954	35-44	0	M	11
POA3954	35-44	1	M	3
POA3954	45-54	0	F	23
POA3954	45-54	0	M	27
POA3954	45-54	1	F	3
POA3954	45-54	1	M	3
POA3954	55-64		M	4
POA3954	55-64	0	F	36
POA3954	55-64	0	M	28
POA3954	55-64	1	F	9
POA3954	55-64	1	M	8
POA3954	65-74	0	F	23
POA3954	65-74	0	M	18
POA3954	65-74	1	F	7
POA3954	65-74	1	M	5
POA3954	75-84	0	F	10
POA3954	75-84	0	M	7
POA3954	75-84	1	M	5
POA3954	85+	0	F	5
POA3956	15-19		F	9
POA3956	15-19		M	3
POA3956	15-19	0	F	59
POA3956	15-19	0	M	51
POA3956	15-19	1	F	8
POA3956	15-19	1	M	10
POA3956	20-24		M	7
POA3956	20-24	0	F	26
POA3956	20-24	0	M	48
POA3956	20-24	1	F	3
POA3956	25-34		F	9
POA3956	25-34		M	14
POA3956	25-34	0	F	108
POA3956	25-34	0	M	87
POA3956	25-34	1	F	19
POA3956	25-34	1	M	14
POA3956	35-44		F	17
POA3956	35-44		M	10
POA3956	35-44	0	F	125
POA3956	35-44	0	M	122
POA3956	35-44	1	F	31
POA3956	35-44	1	M	15
POA3956	45-54		F	3
POA3956	45-54		M	16
POA3956	45-54	0	F	120
POA3956	45-54	0	M	163
POA3956	45-54	1	F	55
POA3956	45-54	1	M	25
POA3956	55-64		F	15
POA3956	55-64		M	19
POA3956	55-64	0	F	199
POA3956	55-64	0	M	209
POA3956	55-64	1	F	65
POA3956	55-64	1	M	44
POA3956	65-74		F	15
POA3956	65-74		M	17
POA3956	65-74	0	F	215
POA3956	65-74	0	M	231
POA3956	65-74	1	F	33
POA3956	65-74	1	M	33
POA3956	75-84		F	18
POA3956	75-84		M	11
POA3956	75-84	0	F	72
POA3956	75-84	0	M	85
POA3956	75-84	1	F	20
POA3956	75-84	1	M	19
POA3956	85+		M	8
POA3956	85+	0	F	18
POA3956	85+	0	M	28
POA3956	85+	1	M	3
POA3957	15-19	0	F	9
POA3957	15-19	0	M	5
POA3957	15-19	1	F	3
POA3957	20-24	0	F	4
POA3957	20-24	0	M	3
POA3957	25-34	0	F	16
POA3957	25-34	0	M	14
POA3957	25-34	1	F	4
POA3957	35-44	0	F	16
POA3957	35-44	0	M	20
POA3957	35-44	1	F	4
POA3957	45-54		M	3
POA3957	45-54	0	F	14
POA3957	45-54	0	M	13
POA3957	55-64		F	3
POA3957	55-64	0	F	17
POA3957	55-64	0	M	12
POA3957	55-64	1	F	7
POA3957	55-64	1	M	8
POA3957	65-74	0	F	15
POA3957	65-74	0	M	17
POA3957	65-74	1	F	4
POA3957	75-84	0	F	7
POA3957	75-84	0	M	9
POA3958	15-19		M	3
POA3958	15-19	0	F	11
POA3958	15-19	0	M	3
POA3958	15-19	1	F	3
POA3958	20-24	0	F	3
POA3958	20-24	0	M	5
POA3958	20-24	1	M	3
POA3958	25-34		F	5
POA3958	25-34	0	F	6
POA3958	25-34	0	M	8
POA3958	35-44		F	4
POA3958	35-44	0	F	8
POA3958	35-44	0	M	3
POA3958	35-44	1	F	4
POA3958	35-44	1	M	5
POA3958	45-54		M	5
POA3958	45-54	0	F	14
POA3958	45-54	0	M	19
POA3958	45-54	1	F	4
POA3958	55-64		F	3
POA3958	55-64	0	F	10
POA3958	55-64	0	M	16
POA3958	55-64	1	F	5
POA3958	55-64	1	M	5
POA3958	65-74		M	5
POA3958	65-74	0	F	14
POA3958	65-74	0	M	17
POA3958	65-74	1	F	3
POA3958	75-84		F	3
POA3958	75-84		M	3
POA3958	75-84	0	F	9
POA3958	75-84	0	M	5
POA3959	15-19		F	3
POA3959	15-19		M	6
POA3959	15-19	0	F	27
POA3959	15-19	0	M	34
POA3959	15-19	1	F	4
POA3959	20-24		M	3
POA3959	20-24	0	F	9
POA3959	20-24	0	M	22
POA3959	20-24	1	F	6
POA3959	25-34		M	6
POA3959	25-34	0	F	24
POA3959	25-34	0	M	26
POA3959	25-34	1	F	3
POA3959	35-44		F	3
POA3959	35-44	0	F	41
POA3959	35-44	0	M	52
POA3959	35-44	1	F	5
POA3959	35-44	1	M	5
POA3959	45-54		F	9
POA3959	45-54		M	14
POA3959	45-54	0	F	61
POA3959	45-54	0	M	54
POA3959	45-54	1	F	20
