POA_CODE_2021	PrivateDwelling	persons
POA3067	0	594
POA3067	1	8316
POA3068	0	917
POA3068	1	17957
POA3070	0	907
POA3070	1	23759
POA3071	0	710
POA3071	1	17980
POA3072	0	1504
POA3072	1	32165
POA3073	0	2710
POA3073	1	48053
POA3074	0	699
POA3074	1	19459
POA3075	0	1082
POA3075	1	22071
POA3076	0	2523
POA3076	1	31310
POA3078	0	618
POA3078	1	11351
POA3079	0	949
POA3079	1	16167
POA3081	0	832
POA3081	1	13089
POA3082	0	953
POA3082	1	27639
POA3083	0	2315
POA3083	1	29465
POA3084	0	1533
POA3084	1	25701
POA3085	0	907
POA3085	1	13157
POA3087	0	207
POA3087	1	8889
POA3088	0	815
POA3088	1	26008
POA3089	0	256
POA3089	1	12095
POA3090	0	163
POA3090	1	2384
POA3091	0	36
POA3091	1	1522
POA3093	0	285
POA3093	1	3677
POA3094	0	157
POA3094	1	8967
POA3095	0	748
POA3095	1	27261
POA3096	0	111
POA3096	1	1808
POA3097	0	145
POA3097	1	1358
POA3099	0	121
POA3099	1	4768
POA3101	0	1638
POA3101	1	22557
POA3102	0	143
POA3102	1	6390
POA3103	0	530
POA3103	1	14905
POA3104	0	498
POA3104	1	20612
POA3105	0	197
POA3105	1	10845
POA3106	0	874
POA3106	1	15958
POA3107	0	543
POA3107	1	13538
POA3108	0	818
POA3108	1	24064
POA3109	0	1000
POA3109	1	29791
POA3111	0	736
POA3111	1	11798
POA3113	0	185
POA3113	1	8249
POA3114	0	57
POA3114	1	3683
POA3115	0	59
POA3115	1	3675
POA3116	0	287
POA3116	1	11303
POA3121	0	2232
POA3121	1	29060
POA3122	0	1609
POA3122	1	20199
POA3123	0	601
POA3123	1	13953
POA3124	0	1335
POA3124	1	20348
POA3125	0	1641
POA3125	1	13441
POA3126	0	322
POA3126	1	7352
POA3127	0	640
POA3127	1	17665
POA3128	0	2078
POA3128	1	21113
POA3129	0	508
POA3129	1	17318
POA3130	0	1069
POA3130	1	31701
POA3131	0	1228
POA3131	1	21850
POA3132	0	378
POA3132	1	16298
POA3133	0	756
POA3133	1	21997
POA3134	0	1353
POA3134	1	32878
POA3135	0	944
POA3135	1	19720
POA3136	0	1690
POA3136	1	44013
POA3137	0	401
POA3137	1	13988
POA3138	0	682
POA3138	1	22143
POA3139	0	440
POA3139	1	13631
POA3140	0	622
POA3140	1	16552
POA3141	0	2244
POA3141	1	22366
POA3142	0	727
POA3142	1	11626
POA3143	0	395
POA3143	1	8715
POA3144	0	741
POA3144	1	10002
POA3145	0	1317
POA3145	1	22074
POA3146	0	756
POA3146	1	24993
POA3147	0	706
POA3147	1	14177
POA3148	0	376
POA3148	1	9101
POA3149	0	1168
POA3149	1	34091
POA3150	0	3060
POA3150	1	60116
POA3151	0	375
POA3151	1	10296
POA3152	0	1663
POA3152	1	33409
POA3153	0	1043
POA3153	1	20095
POA3154	0	253
POA3154	1	4184
POA3155	0	1108
POA3155	1	22425
POA3156	0	1403
POA3156	1	36864
POA3158	0	110
POA3158	1	6584
POA3159	0	110
POA3159	1	2434
POA3160	0	191
POA3160	1	8685
POA3161	0	907
POA3161	1	15698
POA3162	0	1080
POA3162	1	16946
POA3163	0	1241
POA3163	1	31193
POA3165	0	770
POA3165	1	29160
POA3166	0	1170
POA3166	1	23528
POA3167	0	310
POA3167	1	9451
POA3168	0	4592
POA3168	1	17728
POA3169	0	938
POA3169	1	19814
POA3170	0	881
POA3170	1	19023
POA3171	0	1048
POA3171	1	21068
POA3172	0	727
POA3172	1	22380
POA3173	0	799
POA3173	1	29095
POA3174	0	2514
POA3174	1	37039
POA3175	0	5002
POA3175	1	48947
POA3177	0	915
POA3177	1	10966
POA3178	0	663
POA3178	1	32647
POA3179	0	142
POA3179	1	5872
POA3180	0	165
POA3180	1	7414
POA3181	0	1584
POA3181	1	17807
POA3182	0	2233
POA3182	1	19826
POA3183	0	1160
POA3183	1	16596
POA3184	0	818
POA3184	1	13869
POA3185	0	475
POA3185	1	12708
POA3186	0	1227
POA3186	1	21563
POA3187	0	872
POA3187	1	15734
POA3188	0	675
POA3188	1	17576
POA3189	0	363
POA3189	1	6007
POA3190	0	459
POA3190	1	11403
POA3191	0	705
POA3191	1	10030
POA3192	0	989
POA3192	1	22920
POA3193	0	432
POA3193	1	19357
POA3194	0	459
POA3194	1	12635
POA3195	0	1098
POA3195	1	35842
POA3196	0	1180
POA3196	1	25300
POA3197	0	274
POA3197	1	11578
POA3198	0	872
POA3198	1	16163
POA3199	0	4274
POA3199	1	51724
POA3200	0	707
POA3200	1	4955
POA3201	0	1016
POA3201	1	20824
POA3202	0	346
POA3202	1	2680
POA3204	0	1080
POA3204	1	31746
POA3205	0	875
POA3205	1	10523
POA3206	0	341
POA3206	1	9393
POA3207	0	1136
POA3207	1	16144
POA3211	0	128
POA3211	1	1217
POA3212	0	1700
POA3212	1	17276
POA3213	0	176
POA3213	1	4518
POA3214	0	2425
POA3214	1	22038
POA3215	0	1320
POA3215	1	20508
POA3216	0	3962
POA3216	1	55435
POA3217	0	873
POA3217	1	19447
POA3218	0	456
POA3218	1	14311
POA3219	0	1319
POA3219	1	18785
POA3220	0	1917
POA3220	1	15823
POA3221	0	27
POA3221	1	781
POA3222	0	729
POA3222	1	17489
POA3223	0	770
POA3223	1	8610
POA3224	0	650
POA3224	1	14106
POA3225	0	647
POA3225	1	4806
POA3226	0	912
POA3226	1	16484
POA3227	0	448
POA3227	1	4929
POA3228	0	1290
POA3228	1	22228
POA3230	0	520
POA3230	1	2798
POA3231	0	353
POA3231	1	1391
POA3232	0	468
POA3232	1	1068
POA3233	0	576
POA3233	1	1983
POA3234	0	91
POA3234	1	198
POA3235	0	72
POA3235	1	409
POA3236	0	45
POA3236	1	196
POA3237	0	64
POA3237	1	211
POA3238	0	39
POA3238	1	222
POA3239	0	59
POA3239	1	419
POA3240	0	60
POA3240	1	2092
POA3241	0	248
POA3241	1	2819
POA3242	0	51
POA3242	1	866
POA3243	0	51
POA3243	1	350
POA3249	0	186
POA3249	1	3137
POA3250	0	819
POA3250	1	11752
POA3251	0	24
POA3251	1	500
POA3254	0	45
POA3254	1	306
POA3260	0	391
POA3260	1	4372
POA3264	0	147
POA3264	1	2064
POA3265	0	232
POA3265	1	2596
POA3266	0	222
POA3266	1	2766
POA3267	0	16
POA3267	1	196
POA3268	0	125
POA3268	1	2333
POA3269	0	81
POA3269	1	610
POA3270	0	25
POA3270	1	291
POA3271	0	30
POA3271	1	158
POA3272	0	135
POA3272	1	1465
POA3273	0	9
POA3273	1	127
POA3274	0	15
POA3274	1	228
POA3275	0	29
POA3275	1	440
POA3276	0	23
POA3276	1	410
POA3277	0	131
POA3277	1	1663
POA3278	0	16
POA3278	1	323
POA3279	0	25
POA3279	1	264
POA3280	0	2551
POA3280	1	30658
POA3281	0	38
POA3281	1	1798
POA3282	0	102
POA3282	1	2358
POA3283	0	58
POA3283	1	1342
POA3284	0	435
POA3284	1	3430
POA3285	0	91
POA3285	1	1151
POA3286	0	29
POA3286	1	495
POA3287	0	20
POA3287	1	394
POA3289	0	65
POA3289	1	738
POA3292	0	33
POA3292	1	143
POA3293	0	20
POA3293	1	311
POA3294	0	88
POA3294	1	889
POA3300	0	757
POA3300	1	9640
POA3301	0	73
POA3301	1	1190
POA3302	0	34
POA3302	1	331
POA3303	0	17
POA3303	1	258
POA3304	0	299
POA3304	1	2446
POA3305	0	1052
POA3305	1	12122
POA3309	0	3
POA3309	1	116
POA3310	0	18
POA3310	1	242
POA3311	0	184
POA3311	1	1517
POA3312	0	84
POA3312	1	931
POA3314	0	38
POA3314	1	533
POA3315	0	176
POA3315	1	1496
POA3317	0	13
POA3317	1	174
POA3318	0	136
POA3318	1	1102
POA3319	0	64
POA3319	1	337
POA3321	0	69
POA3321	1	1693
POA3322	0	5
POA3322	1	174
POA3323	0	3
POA3323	1	86
POA3324	0	44
POA3324	1	537
POA3325	0	37
POA3325	1	410
POA3328	0	75
POA3328	1	2190
POA3329	0	8
POA3329	1	298
POA3330	0	23
POA3330	1	188
POA3331	0	316
POA3331	1	6790
POA3332	0	61
POA3332	1	1085
POA3333	0	59
POA3333	1	805
POA3334	0	69
POA3334	1	484
POA3335	0	365
POA3335	1	5852
POA3336	0	534
POA3336	1	17206
POA3337	0	2461
POA3337	1	38016
POA3338	0	2318
POA3338	1	34716
POA3340	0	1226
POA3340	1	24167
POA3341	0	72
POA3341	1	1519
POA3342	0	192
POA3342	1	3695
POA3345	0	63
POA3345	1	1288
POA3350	0	4789
POA3350	1	61134
POA3351	0	461
POA3351	1	8556
POA3352	0	1168
POA3352	1	17506
POA3355	0	1103
POA3355	1	11870
POA3356	0	1137
POA3356	1	14357
POA3357	0	122
POA3357	1	3537
POA3358	0	63
POA3358	1	3326
POA3360	0	27
POA3360	1	767
POA3361	0	78
POA3361	1	599
POA3363	0	382
POA3363	1	3175
POA3364	0	161
POA3364	1	2065
POA3370	0	115
POA3370	1	1768
POA3371	0	167
POA3371	1	930
POA3373	0	212
POA3373	1	2197
POA3374	0	28
POA3374	1	387
POA3375	0	6
POA3375	1	238
POA3377	0	1495
POA3377	1	8077
POA3378	0	5
POA3378	1	118
POA3379	0	73
POA3379	1	683
POA3380	0	540
POA3380	1	5623
POA3381	0	421
POA3381	1	1132
POA3384	0	63
POA3384	1	521
POA3385	0	43
POA3385	1	506
POA3387	0	17
POA3387	1	266
POA3388	0	54
POA3388	1	505
POA3390	0	32
POA3390	1	912
POA3391	0	19
POA3391	1	161
POA3392	0	55
POA3392	1	514
POA3393	0	265
POA3393	1	2313
POA3395	0	22
POA3395	1	319
POA3396	0	58
POA3396	1	638
POA3400	0	1043
POA3400	1	14020
POA3401	0	365
POA3401	1	4260
POA3407	0	26
POA3407	1	391
POA3409	0	108
POA3409	1	874
POA3412	0	12
POA3412	1	283
POA3413	0	17
POA3413	1	174
POA3414	0	109
POA3414	1	1584
POA3415	1	39
POA3418	0	243
POA3418	1	2603
POA3419	0	65
POA3419	1	827
POA3420	0	30
POA3420	1	249
POA3423	0	35
POA3423	1	432
POA3424	0	67
POA3424	1	691
POA3427	0	254
POA3427	1	5387
POA3428	0	57
POA3428	1	614
POA3429	0	1461
POA3429	1	37310
POA3430	0	29
POA3430	1	267
POA3431	0	136
POA3431	1	4170
POA3432	0	8
POA3432	1	173
POA3433	0	13
POA3433	1	189
POA3434	0	233
POA3434	1	5823
POA3435	0	204
POA3435	1	3005
POA3437	0	404
POA3437	1	11122
POA3438	0	146
POA3438	1	2289
POA3440	0	102
POA3440	1	1950
POA3441	0	111
POA3441	1	1333
POA3442	0	489
POA3442	1	7966
POA3444	0	832
POA3444	1	9195
POA3446	0	112
POA3446	1	1022
POA3447	0	45
POA3447	1	482
POA3448	0	71
POA3448	1	917
POA3450	0	1186
POA3450	1	6403
POA3451	0	291
POA3451	1	5452
POA3453	0	118
POA3453	1	1697
POA3458	0	252
POA3458	1	2036
POA3460	0	358
POA3460	1	2465
POA3461	0	440
POA3461	1	4142
POA3462	0	98
POA3462	1	1149
POA3463	0	209
POA3463	1	2365
POA3464	0	44
POA3464	1	1115
POA3465	0	789
POA3465	1	9266
POA3467	0	134
POA3467	1	1208
POA3468	0	13
POA3468	1	259
POA3469	0	56
POA3469	1	210
POA3472	0	135
POA3472	1	1333
POA3475	0	33
POA3475	1	327
POA3477	0	68
POA3477	1	724
POA3478	0	222
POA3478	1	2356
POA3480	0	193
POA3480	1	1603
POA3482	0	44
POA3482	1	157
POA3483	0	61
POA3483	1	812
POA3485	0	52
POA3485	1	249
POA3487	0	14
POA3487	1	66
POA3488	0	5
POA3488	1	80
POA3489	1	59
POA3490	0	219
POA3490	1	1092
POA3491	0	19
POA3491	1	132
POA3494	0	69
POA3494	1	575
POA3496	0	568
POA3496	1	5788
POA3498	0	501
POA3498	1	5390
POA3500	0	3277
POA3500	1	31635
POA3501	0	134
POA3501	1	2029
POA3505	0	488
POA3505	1	4430
POA3506	0	11
POA3506	1	21
POA3507	0	42
POA3507	1	137
POA3509	0	24
POA3509	1	200
POA3512	0	39
POA3512	1	322
POA3515	0	95
POA3515	1	2400
POA3516	0	53
POA3516	1	656
POA3517	0	173
POA3517	1	1312
POA3518	0	161
POA3518	1	1132
POA3520	0	21
POA3520	1	137
POA3521	0	52
POA3521	1	706
POA3522	0	42
POA3522	1	296
POA3523	0	493
POA3523	1	3435
POA3525	0	185
POA3525	1	1199
POA3527	0	77
POA3527	1	675
POA3529	0	4
POA3529	1	120
POA3530	0	10
POA3530	1	103
POA3531	0	3
POA3531	1	192
POA3533	0	94
POA3533	1	681
POA3537	0	238
POA3537	1	862
POA3540	0	30
POA3540	1	229
POA3542	0	22
POA3542	1	119
POA3544	0	40
POA3544	1	215
POA3546	0	21
POA3546	1	324
POA3549	0	574
POA3549	1	3465
POA3550	0	3948
POA3550	1	38131
POA3551	0	1354
POA3551	1	33767
POA3555	0	1608
POA3555	1	19260
POA3556	0	735
POA3556	1	13221
POA3557	0	61
POA3557	1	786
POA3558	0	100
POA3558	1	852
POA3559	0	79
POA3559	1	499
POA3561	0	311
POA3561	1	4081
POA3562	0	34
POA3562	1	228
POA3563	0	79
POA3563	1	750
POA3564	0	1464
POA3564	1	15650
POA3565	0	5
POA3565	1	130
POA3566	0	50
POA3566	1	525
POA3567	0	36
POA3567	1	620
POA3568	0	230
POA3568	1	2646
POA3570	0	126
POA3570	1	705
POA3571	0	18
POA3571	1	287
POA3572	0	8
POA3572	1	126
POA3573	0	41
POA3573	1	296
POA3575	0	66
POA3575	1	775
POA3576	1	61
POA3579	0	511
POA3579	1	4898
POA3580	0	107
POA3580	1	1008
POA3581	0	8
POA3581	1	136
POA3583	0	15
POA3583	1	144
POA3584	0	122
POA3584	1	997
POA3585	0	1070
POA3585	1	10517
POA3586	0	77
POA3586	1	718
POA3588	0	23
POA3588	1	379
POA3589	0	52
POA3589	1	303
POA3590	0	44
POA3590	1	300
POA3591	0	13
POA3591	1	147
POA3594	0	69
POA3594	1	484
POA3595	0	118
POA3595	1	548
POA3596	0	23
POA3596	1	85
POA3597	0	36
POA3597	1	421
POA3599	0	27
POA3599	1	124
POA3607	0	15
POA3607	1	134
POA3608	0	282
POA3608	1	2541
POA3610	0	275
POA3610	1	1321
POA3612	0	205
POA3612	1	1572
POA3614	0	47
POA3614	1	870
POA3616	0	418
POA3616	1	5103
POA3617	0	15
POA3617	1	148
POA3618	0	59
POA3618	1	606
POA3620	0	519
POA3620	1	7720
POA3621	0	151
POA3621	1	2238
POA3622	0	40
POA3622	1	489
POA3623	0	33
POA3623	1	834
POA3624	0	41
POA3624	1	523
POA3629	0	989
POA3629	1	8425
POA3630	0	3122
POA3630	1	29035
POA3631	0	596
POA3631	1	13816
POA3633	0	25
POA3633	1	582
POA3634	0	126
POA3634	1	1744
POA3635	0	53
POA3635	1	493
POA3636	0	639
POA3636	1	4813
POA3637	0	54
POA3637	1	568
POA3638	0	157
POA3638	1	2039
POA3639	0	42
POA3639	1	438
POA3640	0	97
POA3640	1	929
POA3641	0	109
POA3641	1	1157
POA3644	0	773
POA3644	1	8496
POA3646	0	46
POA3646	1	538
POA3647	0	81
POA3647	1	8
POA3649	0	46
POA3649	1	432
POA3658	0	381
POA3658	1	5790
POA3659	0	24
POA3659	1	716
POA3660	0	809
POA3660	1	7052
POA3662	0	564
POA3662	1	726
POA3663	0	23
POA3663	1	147
POA3664	0	31
POA3664	1	1097
POA3665	0	44
POA3665	1	360
POA3666	0	559
POA3666	1	4561
POA3669	0	194
POA3669	1	1265
POA3670	0	34
POA3670	1	560
POA3672	0	1024
POA3672	1	9692
POA3673	0	154
POA3673	1	1659
POA3675	0	132
POA3675	1	1787
POA3677	0	1491
POA3677	1	17634
POA3678	0	417
POA3678	1	6079
POA3682	0	41
POA3682	1	596
POA3683	0	111
POA3683	1	1629
POA3685	0	193
POA3685	1	2678
POA3687	0	43
POA3687	1	1000
POA3688	0	88
POA3688	1	1212
POA3690	0	2024
POA3690	1	32679
POA3691	0	1244
POA3691	1	11336
POA3695	0	18
POA3695	1	474
POA3697	0	58
POA3697	1	511
POA3698	0	121
POA3698	1	910
POA3699	0	1445
POA3699	1	887
POA3700	0	150
POA3700	1	1222
POA3701	0	129
POA3701	1	937
POA3704	0	3
POA3704	1	21
POA3705	0	65
POA3705	1	181
POA3707	0	181
POA3707	1	1609
POA3708	0	7
POA3708	1	66
POA3709	0	48
POA3709	1	250
POA3711	0	79
POA3711	1	508
POA3712	0	42
POA3712	1	319
POA3713	0	194
POA3713	1	875
POA3714	0	308
POA3714	1	3453
POA3715	0	50
POA3715	1	331
POA3717	0	409
POA3717	1	3120
POA3718	0	7
POA3718	1	74
POA3719	0	37
POA3719	1	374
POA3720	0	80
POA3720	1	601
POA3722	0	457
POA3722	1	5231
POA3723	0	2532
POA3723	1	2722
POA3725	0	52
POA3725	1	578
POA3726	0	38
POA3726	1	373
POA3727	0	27
POA3727	1	274
POA3728	0	38
POA3728	1	655
POA3730	0	815
POA3730	1	8708
POA3732	0	52
POA3732	1	550
POA3733	0	18
POA3733	1	213
POA3735	0	32
POA3735	1	601
POA3737	0	278
POA3737	1	4084
POA3738	0	18
POA3738	1	177
POA3739	0	33
POA3739	1	195
POA3740	0	78
POA3740	1	1079
POA3741	0	1542
POA3741	1	2939
POA3744	0	44
POA3744	1	460
POA3746	0	19
POA3746	1	363
POA3747	0	467
POA3747	1	4493
POA3749	0	149
POA3749	1	1885
POA3750	0	696
POA3750	1	23671
POA3751	0	21
POA3751	1	128
POA3752	0	865
POA3752	1	24032
POA3753	0	189
POA3753	1	4408
POA3754	0	1150
POA3754	1	48972
POA3755	0	18
POA3755	1	225
POA3756	0	648
POA3756	1	15110
POA3757	0	744
POA3757	1	8853
POA3758	0	161
POA3758	1	2094
POA3759	0	41
POA3759	1	995
POA3760	0	10
POA3760	1	334
POA3761	0	62
POA3761	1	1108
POA3762	0	12
POA3762	1	104
POA3763	0	98
POA3763	1	1548
POA3764	0	829
POA3764	1	9744
POA3765	0	323
POA3765	1	6469
POA3766	0	36
POA3766	1	1190
POA3767	0	45
POA3767	1	1185
POA3770	0	172
POA3770	1	3084
POA3775	0	195
POA3775	1	3814
POA3777	0	741
POA3777	1	10063
POA3778	0	15
POA3778	1	179
POA3779	0	39
POA3779	1	456
POA3781	0	332
POA3781	1	4216
POA3782	0	318
POA3782	1	7553
POA3783	0	231
POA3783	1	2268
POA3785	1	62
POA3786	0	49
POA3786	1	1439
POA3787	0	36
POA3787	1	922
POA3788	0	127
POA3788	1	1616
POA3789	0	11
POA3789	1	279
POA3791	0	30
POA3791	1	1360
POA3792	0	20
POA3792	1	1003
POA3793	0	109
POA3793	1	3465
POA3795	0	34
POA3795	1	1266
POA3796	0	162
POA3796	1	9494
POA3797	0	349
POA3797	1	3354
POA3799	0	615
POA3799	1	5233
POA3802	0	1034
POA3802	1	23297
POA3803	0	828
POA3803	1	10464
POA3804	0	418
POA3804	1	8013
POA3805	0	2179
POA3805	1	56169
POA3806	0	2264
POA3806	1	48990
POA3807	0	207
POA3807	1	7353
POA3808	0	189
POA3808	1	2876
POA3809	0	545
POA3809	1	19017
POA3810	0	2393
POA3810	1	52899
POA3812	0	227
POA3812	1	2249
POA3813	0	67
POA3813	1	882
POA3814	0	149
POA3814	1	2419
POA3815	0	249
POA3815	1	3424
POA3816	0	261
POA3816	1	2912
POA3818	0	837
POA3818	1	16165
POA3820	0	1199
POA3820	1	18525
POA3821	0	210
POA3821	1	2850
POA3822	0	62
POA3822	1	932
POA3823	0	95
POA3823	1	2012
POA3824	0	264
POA3824	1	5023
POA3825	0	1569
POA3825	1	19193
POA3831	0	211
POA3831	1	1778
POA3832	0	5
POA3832	1	234
POA3833	0	126
POA3833	1	262
POA3835	0	27
POA3835	1	444
POA3840	0	1864
POA3840	1	15338
POA3842	0	397
POA3842	1	4478
POA3844	0	2865
POA3844	1	28664
POA3847	0	224
POA3847	1	2024
POA3850	0	1153
POA3850	1	14149
POA3851	0	1326
POA3851	1	4903
POA3852	0	300
POA3852	1	17
POA3854	0	67
POA3854	1	1387
POA3856	0	74
POA3856	1	987
POA3857	0	42
POA3857	1	344
POA3858	0	386
POA3858	1	2711
POA3859	0	79
POA3859	1	850
POA3860	0	502
POA3860	1	6760
POA3862	0	205
POA3862	1	3321
POA3864	0	28
POA3864	1	217
POA3865	0	49
POA3865	1	463
POA3869	0	82
POA3869	1	1624
POA3870	0	109
POA3870	1	1184
POA3871	0	246
POA3871	1	2727
POA3873	0	25
POA3873	1	297
POA3874	0	46
POA3874	1	550
POA3875	0	1574
POA3875	1	18315
POA3878	0	44
POA3878	1	1198
POA3880	0	266
POA3880	1	3860
POA3882	0	51
POA3882	1	1262
POA3885	0	131
POA3885	1	1709
POA3886	0	34
POA3886	1	364
POA3887	0	34
POA3887	1	214
POA3888	0	436
POA3888	1	3071
POA3889	0	37
POA3889	1	146
POA3890	0	55
POA3890	1	277
POA3891	0	23
POA3891	1	86
POA3892	0	245
POA3892	1	989
POA3893	1	24
POA3895	0	11
POA3895	1	181
POA3896	0	19
POA3896	1	314
POA3898	0	519
POA3898	1	544
POA3900	0	31
POA3900	1	138
POA3902	0	44
POA3902	1	384
POA3903	0	70
POA3903	1	790
POA3904	0	190
POA3904	1	1726
POA3909	0	1106
POA3909	1	7580
POA3910	0	828
POA3910	1	22610
POA3911	0	116
POA3911	1	3368
POA3912	0	553
POA3912	1	14865
POA3913	0	114
POA3913	1	3291
POA3915	0	725
POA3915	1	9845
POA3916	0	184
POA3916	1	901
POA3918	0	107
POA3918	1	4048
POA3919	0	153
POA3919	1	3141
POA3920	0	1078
POA3920	1	290
POA3921	0	25
POA3921	1	123
POA3922	0	1133
POA3922	1	8949
POA3923	0	70
POA3923	1	682
POA3925	0	635
POA3925	1	3933
POA3926	0	228
POA3926	1	3129
POA3927	0	226
POA3927	1	1642
POA3928	0	52
POA3928	1	420
POA3929	0	267
POA3929	1	909
POA3930	0	725
POA3930	1	17650
POA3931	0	1768
POA3931	1	23667
POA3933	0	45
POA3933	1	960
POA3934	0	909
POA3934	1	18531
POA3936	0	987
POA3936	1	12055
POA3937	0	216
POA3937	1	1516
POA3938	0	215
POA3938	1	3001
POA3939	0	1276
POA3939	1	14462
POA3940	0	725
POA3940	1	4539
POA3941	0	1570
POA3941	1	12064
POA3942	0	540
POA3942	1	2429
POA3943	0	496
POA3943	1	1725
POA3944	0	329
POA3944	1	645
POA3945	0	56
POA3945	1	994
POA3946	0	31
POA3946	1	275
POA3950	0	300
POA3950	1	4751
POA3951	0	66
POA3951	1	930
POA3953	0	514
POA3953	1	7580
POA3954	0	24
POA3954	1	351
POA3956	0	332
POA3956	1	2760
POA3957	0	10
POA3957	1	293
POA3958	0	40
POA3958	1	243
POA3959	0	191
POA3959	1	1117
POA3960	0	358
POA3960	1	2347
POA3962	0	90
POA3962	1	849
POA3964	0	10
POA3964	1	161
POA3965	0	31
POA3965	1	179
POA3966	0	32
POA3966	1	501
POA3967	0	6
POA3967	1	106
POA3971	0	381
POA3971	1	3783
POA3975	0	700
POA3975	1	17299
POA3976	0	1330
POA3976	1	24597
POA3977	0	4805
POA3977	1	111784
POA3978	0	1265
POA3978	1	41819
POA3979	0	40
POA3979	1	320
POA3980	0	181
POA3980	1	3290
POA3981	0	272
POA3981	1	5096
POA3984	0	474
POA3984	1	6811
POA3987	0	141
POA3987	1	1467
POA3988	0	62
POA3988	1	1027
POA3990	0	6
POA3990	1	111
POA3991	0	43
POA3991	1	348
POA3992	0	77
POA3992	1	1186
POA3995	0	812
POA3995	1	10668
POA3996	0	501
POA3996	1	6047
POA4000	0	7752
POA4000	1	16556
POA4005	0	1429
POA4005	1	16011
POA4006	0	3979
POA4006	1	21692
POA4007	0	1431
POA4007	1	14027
POA4008	0	818
POA4008	1	228
POA4009	0	3
POA4009	1	6
POA4010	0	213
POA4010	1	3182
POA4011	0	642
POA4011	1	14939
POA4012	0	774
POA4012	1	22373
POA4013	0	187
POA4013	1	4658
POA4014	0	479
POA4014	1	12503
POA4017	0	1307
POA4017	1	35989
POA4018	0	610
POA4018	1	13350
POA4019	0	1206
POA4019	1	19029
POA4020	0	1381
POA4020	1	24078
POA4021	0	705
POA4021	1	9037
POA4022	0	503
POA4022	1	7012
POA4025	0	445
POA4025	1	140
POA4030	0	995
POA4030	1	17343
POA4031	0	364
POA4031	1	13737
POA4032	0	2080
POA4032	1	16992
POA4034	0	2253
POA4034	1	44042
POA4035	0	403
POA4035	1	26527
POA4036	0	224
POA4036	1	6702
POA4037	0	64
POA4037	1	7647
POA4051	0	1481
POA4051	1	27568
POA4053	0	1489
POA4053	1	45461
POA4054	0	271
POA4054	1	13534
POA4055	0	459
POA4055	1	21594
POA4059	0	969
POA4059	1	12506
POA4060	0	448
POA4060	1	12850
POA4061	0	318
POA4061	1	16716
POA4064	0	451
POA4064	1	11490
POA4065	0	241
POA4065	1	9716
POA4066	0	1793
POA4066	1	17023
POA4067	0	2773
POA4067	1	9361
POA4068	0	917
POA4068	1	24309
POA4069	0	1000
POA4069	1	34119
POA4070	0	151
POA4070	1	11730
POA4073	0	480
POA4073	1	8737
POA4074	0	424
POA4074	1	23348
POA4075	0	851
POA4075	1	24443
POA4076	0	3876
POA4076	1	4592
POA4077	0	1886
POA4077	1	33696
POA4078	0	860
POA4078	1	25221
POA4101	0	6387
POA4101	1	30415
POA4102	0	2255
POA4102	1	9280
POA4103	0	565
POA4103	1	14165
POA4104	0	318
POA4104	1	6618
POA4105	0	389
POA4105	1	13273
POA4106	0	179
POA4106	1	1461
POA4107	0	283
POA4107	1	6406
POA4108	0	406
POA4108	1	5868
POA4109	0	1813
POA4109	1	35663
POA4110	0	816
POA4110	1	15624
POA4111	0	365
POA4111	1	723
POA4112	0	218
POA4112	1	8497
POA4113	0	1178
POA4113	1	28251
POA4114	0	3067
POA4114	1	26444
POA4115	0	789
POA4115	1	19263
POA4116	0	804
POA4116	1	26522
POA4117	0	179
POA4117	1	2770
POA4118	0	1547
POA4118	1	29742
POA4119	0	233
POA4119	1	6535
POA4120	0	838
POA4120	1	9758
POA4121	0	764
POA4121	1	24964
POA4122	0	2097
POA4122	1	44698
POA4123	0	484
POA4123	1	22259
POA4124	0	1053
POA4124	1	22140
POA4125	0	707
POA4125	1	12104
POA4127	0	1560
POA4127	1	25375
POA4128	0	391
POA4128	1	16308
POA4129	0	237
POA4129	1	6450
POA4130	0	283
POA4130	1	8796
POA4131	0	1455
POA4131	1	10589
POA4132	0	2066
POA4132	1	24776
POA4133	0	1743
POA4133	1	20519
POA4151	0	715
POA4151	1	17241
POA4152	0	1315
POA4152	1	45933
POA4153	0	110
POA4153	1	4356
POA4154	0	143
POA4154	1	11181
POA4155	0	27
POA4155	1	1428
POA4156	0	44
POA4156	1	3321
POA4157	0	658
POA4157	1	18895
POA4158	0	105
POA4158	1	3730
POA4159	0	524
POA4159	1	14111
POA4160	0	508
POA4160	1	18277
POA4161	0	533
POA4161	1	15747
POA4163	0	871
POA4163	1	14902
POA4164	0	586
POA4164	1	18533
POA4165	0	1189
POA4165	1	37654
POA4169	0	1574
POA4169	1	14340
POA4170	0	1073
POA4170	1	26512
POA4171	0	591
POA4171	1	16066
POA4172	0	160
POA4172	1	4754
POA4173	0	188
POA4173	1	8149
POA4174	0	93
POA4174	1	2720
POA4178	0	1222
POA4178	1	25367
POA4179	0	617
POA4179	1	19274
POA4183	0	740
POA4183	1	1824
POA4184	0	612
POA4184	1	7643
POA4205	0	829
POA4205	1	5469
POA4207	0	4353
POA4207	1	63543
POA4208	0	848
POA4208	1	23260
POA4209	0	4255
POA4209	1	69470
POA4210	0	637
POA4210	1	21728
POA4211	0	2656
POA4211	1	59544
POA4212	0	1909
