POA_CODE_2021	HomeCensusNight	Sex	persons
POA0875	0	F	63
POA0875	0	M	60
POA0875	1	F	1241
POA0875	1	M	1127
POA0880	0	F	197
POA0880	0	M	162
POA0880	1	F	2282
POA0880	1	M	2315
POA0885	0	F	29
POA0885	0	M	24
POA0885	1	F	330
POA0885	1	M	369
POA0886	0	F	30
POA0886	0	M	23
POA0886	1	F	336
POA0886	1	M	369
POA2000	0	F	595
POA2000	0	M	565
POA2000	1	F	13127
POA2000	1	M	13660
POA2007	0	F	133
POA2007	0	M	132
POA2007	1	F	3510
POA2007	1	M	3634
POA2008	0	F	277
POA2008	0	M	234
POA2008	1	F	4812
POA2008	1	M	5081
POA2009	0	F	239
POA2009	0	M	259
POA2009	1	F	6029
POA2009	1	M	6125
POA2010	0	F	664
POA2010	0	M	841
POA2010	1	F	10421
POA2010	1	M	14520
POA2011	0	F	555
POA2011	0	M	612
POA2011	1	F	7870
POA2011	1	M	9150
POA2015	0	F	235
POA2015	0	M	213
POA2015	1	F	5287
POA2015	1	M	5693
POA2016	0	F	317
POA2016	0	M	295
POA2016	1	F	5628
POA2016	1	M	6827
POA2017	0	F	457
POA2017	0	M	514
POA2017	1	F	13211
POA2017	1	M	14819
POA2018	0	F	251
POA2018	0	M	221
POA2018	1	F	9664
POA2018	1	M	9734
POA2019	0	F	173
POA2019	0	M	202
POA2019	1	F	6643
POA2019	1	M	6448
POA2020	0	F	261
POA2020	0	M	316
POA2020	1	F	10278
POA2020	1	M	10742
POA2021	0	F	565
POA2021	0	M	471
POA2021	1	F	7210
POA2021	1	M	6700
POA2022	0	F	270
POA2022	0	M	254
POA2022	1	F	6684
POA2022	1	M	6294
POA2023	0	F	283
POA2023	0	M	275
POA2023	1	F	5244
POA2023	1	M	4792
POA2024	0	F	289
POA2024	0	M	276
POA2024	1	F	5670
POA2024	1	M	5143
POA2025	0	F	302
POA2025	0	M	220
POA2025	1	F	3661
POA2025	1	M	3005
POA2026	0	F	777
POA2026	0	M	690
POA2026	1	F	15926
POA2026	1	M	15301
POA2027	0	F	297
POA2027	0	M	232
POA2027	1	F	3933
POA2027	1	M	3350
POA2028	0	F	129
POA2028	0	M	112
POA2028	1	F	2466
POA2028	1	M	1999
POA2029	0	F	205
POA2029	0	M	188
POA2029	1	F	5095
POA2029	1	M	4423
POA2030	0	F	284
POA2030	0	M	297
POA2030	1	F	7168
POA2030	1	M	6692
POA2031	0	F	906
POA2031	0	M	745
POA2031	1	F	16906
POA2031	1	M	15269
POA2032	0	F	233
POA2032	0	M	205
POA2032	1	F	7028
POA2032	1	M	7177
POA2033	0	F	277
POA2033	0	M	269
POA2033	1	F	5674
POA2033	1	M	5704
POA2034	0	F	423
POA2034	0	M	378
POA2034	1	F	10356
POA2034	1	M	9092
POA2035	0	F	441
POA2035	0	M	521
POA2035	1	F	17419
POA2035	1	M	16217
POA2036	0	F	427
POA2036	0	M	482
POA2036	1	F	16270
POA2036	1	M	16587
POA2037	0	F	490
POA2037	0	M	335
POA2037	1	F	8131
POA2037	1	M	7682
POA2038	0	F	210
POA2038	0	M	180
POA2038	1	F	4744
POA2038	1	M	4359
POA2039	0	F	160
POA2039	0	M	158
POA2039	1	F	4313
POA2039	1	M	3921
POA2040	0	F	382
POA2040	0	M	358
POA2040	1	F	11537
POA2040	1	M	10520
POA2041	0	F	348
POA2041	0	M	356
POA2041	1	F	7710
POA2041	1	M	7165
POA2042	0	F	481
POA2042	0	M	401
POA2042	1	F	8657
POA2042	1	M	9124
POA2043	0	F	178
POA2043	0	M	200
POA2043	1	F	4518
POA2043	1	M	4769
POA2044	0	F	125
POA2044	0	M	151
POA2044	1	F	3897
POA2044	1	M	4105
POA2045	0	F	84
POA2045	0	M	90
POA2045	1	F	3184
POA2045	1	M	3122
POA2046	0	F	380
POA2046	0	M	314
POA2046	1	F	13984
POA2046	1	M	12607
POA2047	0	F	213
POA2047	0	M	187
POA2047	1	F	6130
POA2047	1	M	5483
POA2048	0	F	163
POA2048	0	M	150
POA2048	1	F	3691
POA2048	1	M	3619
POA2049	0	F	228
POA2049	0	M	214
POA2049	1	F	6060
POA2049	1	M	5757
POA2050	0	F	327
POA2050	0	M	299
POA2050	1	F	4303
POA2050	1	M	4459
POA2060	0	F	375
POA2060	0	M	387
POA2060	1	F	7454
POA2060	1	M	6918
POA2061	0	F	204
POA2061	0	M	192
POA2061	1	F	3072
POA2061	1	M	2685
POA2062	0	F	159
POA2062	0	M	144
POA2062	1	F	3566
POA2062	1	M	3220
POA2063	0	F	100
POA2063	0	M	115
POA2063	1	F	3254
POA2063	1	M	3028
POA2064	0	F	144
POA2064	0	M	135
POA2064	1	F	4607
POA2064	1	M	4532
POA2065	0	F	581
POA2065	0	M	478
POA2065	1	F	15937
POA2065	1	M	14697
POA2066	0	F	576
POA2066	0	M	564
POA2066	1	F	16761
POA2066	1	M	15945
POA2067	0	F	357
POA2067	0	M	296
POA2067	1	F	13802
POA2067	1	M	12623
POA2068	0	F	311
POA2068	0	M	321
POA2068	1	F	8773
POA2068	1	M	8045
POA2069	0	F	196
POA2069	0	M	206
POA2069	1	F	7250
POA2069	1	M	6940
POA2070	0	F	177
POA2070	0	M	201
POA2070	1	F	7418
POA2070	1	M	6848
POA2071	0	F	166
POA2071	0	M	172
POA2071	1	F	6808
POA2071	1	M	6368
POA2072	0	F	126
POA2072	0	M	92
POA2072	1	F	4474
POA2072	1	M	4104
POA2073	0	F	272
POA2073	0	M	204
POA2073	1	F	8773
POA2073	1	M	7975
POA2074	0	F	314
POA2074	0	M	353
POA2074	1	F	11810
POA2074	1	M	10957
POA2075	0	F	212
POA2075	0	M	212
POA2075	1	F	11011
POA2075	1	M	10234
POA2076	0	F	400
POA2076	0	M	323
POA2076	1	F	12620
POA2076	1	M	11989
POA2077	0	F	448
POA2077	0	M	436
POA2077	1	F	21397
POA2077	1	M	20534
POA2079	0	F	70
POA2079	0	M	71
POA2079	1	F	3825
POA2079	1	M	3847
POA2080	0	F	23
POA2080	0	M	33
POA2080	1	F	860
POA2080	1	M	849
POA2081	0	F	59
POA2081	0	M	56
POA2081	1	F	2644
POA2081	1	M	2635
POA2082	0	F	78
POA2082	0	M	71
POA2082	1	F	2661
POA2082	1	M	2639
POA2083	0	F	43
POA2083	0	M	39
POA2083	1	F	773
POA2083	1	M	807
POA2084	0	F	61
POA2084	0	M	57
POA2084	1	F	1799
POA2084	1	M	1850
POA2085	0	F	109
POA2085	0	M	121
POA2085	1	F	5793
POA2085	1	M	5421
POA2086	0	F	189
POA2086	0	M	156
POA2086	1	F	6978
POA2086	1	M	6888
POA2087	0	F	136
POA2087	0	M	129
POA2087	1	F	6610
POA2087	1	M	6282
POA2088	0	F	740
POA2088	0	M	620
POA2088	1	F	14548
POA2088	1	M	12411
POA2089	0	F	322
POA2089	0	M	251
POA2089	1	F	5835
POA2089	1	M	5075
POA2090	0	F	304
POA2090	0	M	242
POA2090	1	F	6997
POA2090	1	M	5991
POA2092	0	F	113
POA2092	0	M	127
POA2092	1	F	3611
POA2092	1	M	3531
POA2093	0	F	356
POA2093	0	M	363
POA2093	1	F	11783
POA2093	1	M	11055
POA2094	0	F	140
POA2094	0	M	130
POA2094	1	F	3127
POA2094	1	M	2743
POA2095	0	F	417
POA2095	0	M	392
POA2095	1	F	7856
POA2095	1	M	7629
POA2096	0	F	326
POA2096	0	M	278
POA2096	1	F	7233
POA2096	1	M	7121
POA2097	0	F	215
POA2097	0	M	233
POA2097	1	F	7927
POA2097	1	M	7613
POA2099	0	F	546
POA2099	0	M	591
POA2099	1	F	21333
POA2099	1	M	20444
POA2100	0	F	245
POA2100	0	M	311
POA2100	1	F	10864
POA2100	1	M	10553
POA2101	0	F	288
POA2101	0	M	300
POA2101	1	F	9880
POA2101	1	M	9423
POA2102	0	F	102
POA2102	0	M	105
POA2102	1	F	4293
POA2102	1	M	3870
POA2103	0	F	186
POA2103	0	M	180
POA2103	1	F	5401
POA2103	1	M	5109
POA2104	0	F	72
POA2104	0	M	61
POA2104	1	F	1987
POA2104	1	M	1685
POA2105	0	F	57
POA2105	0	M	43
POA2105	1	F	924
POA2105	1	M	972
POA2106	0	F	175
POA2106	0	M	182
POA2106	1	F	4751
POA2106	1	M	4544
POA2107	0	F	331
POA2107	0	M	318
POA2107	1	F	7528
POA2107	1	M	7244
POA2108	0	F	71
POA2108	0	M	71
POA2108	1	F	800
POA2108	1	M	798
POA2110	0	F	382
POA2110	0	M	355
POA2110	1	F	4670
POA2110	1	M	4437
POA2111	0	F	248
POA2111	0	M	191
POA2111	1	F	7734
POA2111	1	M	7276
POA2112	0	F	469
POA2112	0	M	406
POA2112	1	F	19110
POA2112	1	M	18042
POA2113	0	F	436
POA2113	0	M	434
POA2113	1	F	13644
POA2113	1	M	13122
POA2114	0	F	278
POA2114	0	M	290
POA2114	1	F	12514
POA2114	1	M	12194
POA2115	0	F	117
POA2115	0	M	197
POA2115	1	F	6157
POA2115	1	M	6225
POA2116	0	F	64
POA2116	0	M	63
POA2116	1	F	3611
POA2116	1	M	3543
POA2117	0	F	238
POA2117	0	M	273
POA2117	1	F	10932
POA2117	1	M	10741
POA2118	0	F	269
POA2118	0	M	229
POA2118	1	F	13774
POA2118	1	M	13610
POA2119	0	F	172
POA2119	0	M	157
POA2119	1	F	6415
POA2119	1	M	5710
POA2120	0	F	230
POA2120	0	M	225
POA2120	1	F	10416
POA2120	1	M	10116
POA2121	0	F	291
POA2121	0	M	302
POA2121	1	F	17283
POA2121	1	M	16332
POA2122	0	F	378
POA2122	0	M	359
POA2122	1	F	15572
POA2122	1	M	14880
POA2125	0	F	173
POA2125	0	M	188
POA2125	1	F	8237
POA2125	1	M	8031
POA2126	0	F	136
POA2126	0	M	140
POA2126	1	F	9530
POA2126	1	M	9279
POA2127	0	F	225
POA2127	0	M	218
POA2127	1	F	11587
POA2127	1	M	11165
POA2128	0	F	12
POA2128	0	M	22
POA2128	1	F	1265
POA2128	1	M	2296
POA2130	0	F	147
POA2130	0	M	122
POA2130	1	F	3696
POA2130	1	M	3317
POA2131	0	F	303
POA2131	0	M	262
POA2131	1	F	11433
POA2131	1	M	11015
POA2132	0	F	137
POA2132	0	M	108
POA2132	1	F	5499
POA2132	1	M	5004
POA2133	0	F	138
POA2133	0	M	117
POA2133	1	F	5525
POA2133	1	M	5147
POA2134	0	F	231
POA2134	0	M	196
POA2134	1	F	9086
POA2134	1	M	8713
POA2135	0	F	255
POA2135	0	M	230
POA2135	1	F	12404
POA2135	1	M	13029
POA2136	0	F	61
POA2136	0	M	69
POA2136	1	F	3922
POA2136	1	M	3703
POA2137	0	F	288
POA2137	0	M	396
POA2137	1	F	14029
POA2137	1	M	13016
POA2138	0	F	171
POA2138	0	M	184
POA2138	1	F	9927
POA2138	1	M	9404
POA2140	0	F	194
POA2140	0	M	245
POA2140	1	F	9667
POA2140	1	M	10659
POA2141	0	F	285
POA2141	0	M	357
POA2141	1	F	15349
POA2141	1	M	16431
POA2142	0	F	259
POA2142	0	M	300
POA2142	1	F	12936
POA2142	1	M	14500
POA2143	0	F	114
POA2143	0	M	96
POA2143	1	F	4717
POA2143	1	M	4849
POA2144	0	F	284
POA2144	0	M	366
POA2144	1	F	17547
POA2144	1	M	21132
POA2145	0	F	683
POA2145	0	M	724
POA2145	1	F	42760
POA2145	1	M	43370
POA2146	0	F	164
POA2146	0	M	165
POA2146	1	F	9476
POA2146	1	M	9656
POA2147	0	F	329
POA2147	0	M	311
POA2147	1	F	18283
POA2147	1	M	18364
POA2148	0	F	574
POA2148	0	M	652
POA2148	1	F	32877
POA2148	1	M	33376
POA2150	0	F	363
POA2150	0	M	360
POA2150	1	F	16485
POA2150	1	M	18036
POA2151	0	F	238
POA2151	0	M	270
POA2151	1	F	10493
POA2151	1	M	10207
POA2152	0	F	127
POA2152	0	M	88
POA2152	1	F	5774
POA2152	1	M	5276
POA2153	0	F	597
POA2153	0	M	563
POA2153	1	F	31257
POA2153	1	M	30202
POA2154	0	F	363
POA2154	0	M	357
POA2154	1	F	20764
POA2154	1	M	19391
POA2155	0	F	487
POA2155	0	M	536
POA2155	1	F	37852
POA2155	1	M	36813
POA2156	0	F	168
POA2156	0	M	166
POA2156	1	F	6555
POA2156	1	M	6520
POA2157	0	F	35
POA2157	0	M	50
POA2157	1	F	1957
POA2157	1	M	2001
POA2158	0	F	94
POA2158	0	M	88
POA2158	1	F	4413
POA2158	1	M	4346
POA2159	0	F	54
POA2159	0	M	77
POA2159	1	F	2537
POA2159	1	M	2486
POA2160	0	F	304
POA2160	0	M	327
POA2160	1	F	19075
POA2160	1	M	19672
POA2161	0	F	254
POA2161	0	M	343
POA2161	1	F	16623
POA2161	1	M	17163
POA2162	0	F	183
POA2162	0	M	203
POA2162	1	F	9996
POA2162	1	M	9931
POA2163	0	F	111
POA2163	0	M	119
POA2163	1	F	4877
POA2163	1	M	5435
POA2164	0	F	171
POA2164	0	M	179
POA2164	1	F	10612
POA2164	1	M	10314
POA2165	0	F	428
POA2165	0	M	401
POA2165	1	F	22392
POA2165	1	M	21824
POA2166	0	F	781
POA2166	0	M	776
POA2166	1	F	26692
POA2166	1	M	25938
POA2167	0	F	111
POA2167	0	M	122
POA2167	1	F	5278
POA2167	1	M	5032
POA2168	0	F	386
POA2168	0	M	442
POA2168	1	F	22418
POA2168	1	M	21780
POA2170	0	F	1214
POA2170	0	M	1352
POA2170	1	F	56534
POA2170	1	M	55375
POA2171	0	F	238
POA2171	0	M	258
POA2171	1	F	19299
POA2171	1	M	19088
POA2172	0	F	27
POA2172	0	M	35
POA2172	1	F	1406
POA2172	1	M	1425
POA2173	0	F	111
POA2173	0	M	187
POA2173	1	F	6966
POA2173	1	M	7279
POA2174	0	F	75
POA2174	0	M	93
POA2174	1	F	5994
POA2174	1	M	5917
POA2175	0	F	15
POA2175	0	M	17
POA2175	1	F	872
POA2175	1	M	883
POA2176	0	F	477
POA2176	0	M	456
POA2176	1	F	24997
POA2176	1	M	24087
POA2177	0	F	165
POA2177	0	M	148
POA2177	1	F	8620
POA2177	1	M	8218
POA2178	0	F	53
POA2178	0	M	58
POA2178	1	F	1956
POA2178	1	M	2096
POA2179	0	F	148
POA2179	0	M	153
POA2179	1	F	7968
POA2179	1	M	7994
POA2190	0	F	260
POA2190	0	M	256
POA2190	1	F	13581
POA2190	1	M	13459
POA2191	0	F	60
POA2191	0	M	88
POA2191	1	F	3281
POA2191	1	M	3125
POA2192	0	F	211
POA2192	0	M	215
POA2192	1	F	6622
POA2192	1	M	6734
POA2193	0	F	256
POA2193	0	M	205
POA2193	1	F	8770
POA2193	1	M	8550
POA2194	0	F	301
POA2194	0	M	297
POA2194	1	F	12324
POA2194	1	M	13204
POA2195	0	F	214
POA2195	0	M	292
POA2195	1	F	12205
POA2195	1	M	14392
POA2196	0	F	294
POA2196	0	M	327
POA2196	1	F	16306
POA2196	1	M	16822
POA2197	0	F	86
POA2197	0	M	101
POA2197	1	F	5028
POA2197	1	M	4909
POA2198	0	F	87
POA2198	0	M	114
POA2198	1	F	4877
POA2198	1	M	4759
POA2199	0	F	197
POA2199	0	M	222
POA2199	1	F	9662
POA2199	1	M	9571
POA2200	0	F	487
POA2200	0	M	514
POA2200	1	F	23653
POA2200	1	M	23349
POA2203	0	F	230
POA2203	0	M	191
POA2203	1	F	7066
POA2203	1	M	6451
POA2204	0	F	485
POA2204	0	M	482
POA2204	1	F	13055
POA2204	1	M	12543
POA2205	0	F	253
POA2205	0	M	312
POA2205	1	F	12169
POA2205	1	M	12610
POA2206	0	F	211
POA2206	0	M	220
POA2206	1	F	9806
POA2206	1	M	9497
POA2207	0	F	246
POA2207	0	M	291
POA2207	1	F	14231
POA2207	1	M	13604
POA2208	0	F	159
POA2208	0	M	117
POA2208	1	F	6441
POA2208	1	M	6163
POA2209	0	F	157
POA2209	0	M	158
POA2209	1	F	7903
POA2209	1	M	7612
POA2210	0	F	380
POA2210	0	M	380
POA2210	1	F	16565
POA2210	1	M	15941
POA2211	0	F	176
POA2211	0	M	186
POA2211	1	F	8781
POA2211	1	M	8459
POA2212	0	F	182
POA2212	0	M	149
POA2212	1	F	8641
POA2212	1	M	8213
POA2213	0	F	269
POA2213	0	M	272
POA2213	1	F	11624
POA2213	1	M	11119
POA2214	0	F	38
POA2214	0	M	48
POA2214	1	F	2028
POA2214	1	M	1958
POA2216	0	F	292
POA2216	0	M	320
POA2216	1	F	13560
POA2216	1	M	13859
POA2217	0	F	403
POA2217	0	M	318
POA2217	1	F	14145
POA2217	1	M	13802
POA2218	0	F	158
POA2218	0	M	148
POA2218	1	F	7885
POA2218	1	M	7987
POA2219	0	F	142
POA2219	0	M	150
POA2219	1	F	7100
POA2219	1	M	6381
POA2220	0	F	335
POA2220	0	M	283
POA2220	1	F	16521
POA2220	1	M	16622
POA2221	0	F	178
POA2221	0	M	183
POA2221	1	F	8573
POA2221	1	M	8125
POA2222	0	F	148
POA2222	0	M	135
POA2222	1	F	6293
POA2222	1	M	6078
POA2223	0	F	269
POA2223	0	M	245
POA2223	1	F	10716
POA2223	1	M	10182
POA2224	0	F	158
POA2224	0	M	185
POA2224	1	F	7349
POA2224	1	M	6862
POA2225	0	F	75
POA2225	0	M	65
POA2225	1	F	2732
POA2225	1	M	2685
POA2226	0	F	157
POA2226	0	M	142
POA2226	1	F	6449
POA2226	1	M	6306
POA2227	0	F	226
POA2227	0	M	234
POA2227	1	F	7618
POA2227	1	M	7283
POA2228	0	F	235
POA2228	0	M	239
POA2228	1	F	10664
POA2228	1	M	9866
POA2229	0	F	355
POA2229	0	M	402
POA2229	1	F	15470
POA2229	1	M	14717
POA2230	0	F	521
POA2230	0	M	610
POA2230	1	F	15085
POA2230	1	M	14484
POA2231	0	F	26
POA2231	0	M	29
POA2231	1	F	1236
POA2231	1	M	1239
POA2232	0	F	440
POA2232	0	M	447
POA2232	1	F	17667
POA2232	1	M	16746
POA2233	0	F	328
POA2233	0	M	366
POA2233	1	F	15022
POA2233	1	M	14248
POA2234	0	F	302
POA2234	0	M	331
POA2234	1	F	15241
POA2234	1	M	14778
POA2250	0	F	920
POA2250	0	M	967
POA2250	1	F	35662
POA2250	1	M	33615
POA2251	0	F	510
POA2251	0	M	538
POA2251	1	F	17038
POA2251	1	M	15629
POA2256	0	F	261
POA2256	0	M	250
POA2256	1	F	8113
POA2256	1	M	7410
POA2257	0	F	485
POA2257	0	M	488
POA2257	1	F	15319
POA2257	1	M	14115
POA2258	0	F	51
POA2258	0	M	96
POA2258	1	F	2577
POA2258	1	M	2531
POA2259	0	F	844
POA2259	0	M	965
POA2259	1	F	33120
POA2259	1	M	31306
POA2260	0	F	402
POA2260	0	M	459
POA2260	1	F	12760
POA2260	1	M	12229
POA2261	0	F	802
POA2261	0	M	858
POA2261	1	F	27839
POA2261	1	M	25625
POA2262	0	F	331
POA2262	0	M	390
POA2262	1	F	10617
POA2262	1	M	10077
POA2263	0	F	389
POA2263	0	M	459
POA2263	1	F	12238
POA2263	1	M	11475
POA2264	0	F	311
POA2264	0	M	356
POA2264	1	F	8010
POA2264	1	M	7478
POA2265	0	F	143
POA2265	0	M	135
POA2265	1	F	3716
POA2265	1	M	3474
POA2267	0	F	80
POA2267	0	M	91
POA2267	1	F	1384
POA2267	1	M	1367
POA2278	0	F	46
POA2278	0	M	53
POA2278	1	F	1207
POA2278	1	M	1255
POA2280	0	F	412
POA2280	0	M	487
POA2280	1	F	13442
POA2280	1	M	12841
POA2281	0	F	286
POA2281	0	M	353
POA2281	1	F	7521
POA2281	1	M	7165
POA2282	0	F	275
POA2282	0	M	325
POA2282	1	F	8160
POA2282	1	M	7386
POA2283	0	F	545
POA2283	0	M	560
POA2283	1	F	11912
POA2283	1	M	11392
POA2284	0	F	239
POA2284	0	M	286
POA2284	1	F	6231
POA2284	1	M	5863
POA2285	0	F	474
POA2285	0	M	542
POA2285	1	F	16900
POA2285	1	M	15955
POA2286	0	F	81
POA2286	0	M	88
POA2286	1	F	2332
POA2286	1	M	2191
POA2287	0	F	653
POA2287	0	M	725
POA2287	1	F	20224
POA2287	1	M	19241
POA2289	0	F	293
POA2289	0	M	413
POA2289	1	F	9950
POA2289	1	M	9604
POA2290	0	F	572
POA2290	0	M	686
POA2290	1	F	17350
POA2290	1	M	16312
POA2291	0	F	339
POA2291	0	M	352
POA2291	1	F	6905
POA2291	1	M	6686
POA2292	0	F	77
POA2292	0	M	77
POA2292	1	F	1243
POA2292	1	M	1230
POA2293	0	F	84
POA2293	0	M	94
POA2293	1	F	1613
POA2293	1	M	1512
POA2294	0	F	61
POA2294	0	M	77
POA2294	1	F	983
POA2294	1	M	941
POA2295	0	F	139
POA2295	0	M	172
POA2295	1	F	3971
POA2295	1	M	3808
POA2296	0	F	50
POA2296	0	M	66
POA2296	1	F	973
POA2296	1	M	938
POA2297	0	F	36
POA2297	0	M	40
POA2297	1	F	867
POA2297	1	M	860
POA2298	0	F	180
POA2298	0	M	179
POA2298	1	F	5061
POA2298	1	M	4724
POA2299	0	F	224
POA2299	0	M	262
POA2299	1	F	5732
POA2299	1	M	5690
POA2300	0	F	444
POA2300	0	M	444
POA2300	1	F	5707
POA2300	1	M	5453
POA2302	0	F	27
POA2302	0	M	36
POA2302	1	F	664
POA2302	1	M	679
POA2303	0	F	227
POA2303	0	M	206
POA2303	1	F	4722
POA2303	1	M	4552
POA2304	0	F	284
POA2304	0	M	279
POA2304	1	F	7783
POA2304	1	M	7468
POA2305	0	F	248
POA2305	0	M	297
POA2305	1	F	6409
POA2305	1	M	6146
POA2306	0	F	56
POA2306	0	M	71
POA2306	1	F	1757
POA2306	1	M	1538
POA2307	0	F	83
POA2307	0	M	82
POA2307	1	F	2161
POA2307	1	M	2221
POA2308	0	F	185
POA2308	0	M	112
POA2308	1	F	574
POA2308	1	M	487
POA2311	0	F	17
POA2311	0	M	26
POA2311	1	F	442
POA2311	1	M	430
POA2312	0	F	31
POA2312	0	M	39
POA2312	1	F	723
POA2312	1	M	700
POA2315	0	F	385
POA2315	0	M	408
POA2315	1	F	7555
POA2315	1	M	6939
POA2316	0	F	151
POA2316	0	M	169
POA2316	1	F	3181
POA2316	1	M	3067
POA2317	0	F	166
POA2317	0	M	155
POA2317	1	F	3290
POA2317	1	M	2939
POA2318	0	F	282
POA2318	0	M	295
POA2318	1	F	6548
POA2318	1	M	6551
POA2319	0	F	121
POA2319	0	M	167
POA2319	1	F	3312
POA2319	1	M	3290
POA2320	0	F	576
POA2320	0	M	762
POA2320	1	F	19427
POA2320	1	M	18403
POA2321	0	F	277
POA2321	0	M	328
POA2321	1	F	9961
POA2321	1	M	9291
POA2322	0	F	374
POA2322	0	M	454
POA2322	1	F	11984
POA2322	1	M	11563
POA2323	0	F	437
POA2323	0	M	475
POA2323	1	F	12913
POA2323	1	M	12223
POA2324	0	F	477
POA2324	0	M	600
POA2324	1	F	12301
POA2324	1	M	12064
POA2325	0	F	563
POA2325	0	M	610
POA2325	1	F	14563
POA2325	1	M	15339
POA2326	0	F	140
POA2326	0	M	154
POA2326	1	F	3793
POA2326	1	M	3783
POA2327	0	F	133
POA2327	0	M	140
POA2327	1	F	3867
POA2327	1	M	3686
POA2328	0	F	44
POA2328	0	M	38
POA2328	1	F	1199
POA2328	1	M	1225
POA2329	0	F	41
POA2329	0	M	62
POA2329	1	F	1056
POA2329	1	M	987
POA2330	0	F	262
POA2330	0	M	375
POA2330	1	F	10380
POA2330	1	M	10439
POA2331	0	M	3
POA2331	1	F	18
POA2331	1	M	558
POA2333	0	F	198
POA2333	0	M	268
POA2333	1	F	6482
POA2333	1	M	6849
POA2334	0	F	65
POA2334	0	M	66
POA2334	1	F	1611
POA2334	1	M	1613
POA2335	0	F	104
POA2335	0	M	138
POA2335	1	F	3968
POA2335	1	M	3916
POA2336	0	F	46
POA2336	0	M	51
POA2336	1	F	1208
POA2336	1	M	1278
POA2337	0	F	128
POA2337	0	M	138
POA2337	1	F	3917
POA2337	1	M	3873
POA2338	0	F	23
POA2338	0	M	49
POA2338	1	F	684
POA2338	1	M	645
POA2339	0	F	18
POA2339	0	M	20
POA2339	1	F	326
POA2339	1	M	360
POA2340	0	F	879
POA2340	0	M	1047
POA2340	1	F	25952
POA2340	1	M	24567
POA2341	0	F	27
POA2341	0	M	39
POA2341	1	F	700
POA2341	1	M	712
POA2342	0	F	14
POA2342	0	M	12
POA2342	1	F	211
POA2342	1	M	227
POA2343	0	F	89
POA2343	0	M	121
POA2343	1	F	2363
POA2343	1	M	2286
POA2344	0	F	12
POA2344	0	M	19
POA2344	1	F	318
POA2344	1	M	320
POA2345	0	F	12
POA2345	0	M	16
POA2345	1	F	340
POA2345	1	M	343
POA2346	0	F	55
POA2346	0	M	79
POA2346	1	F	1464
POA2346	1	M	1436
POA2347	0	F	49
POA2347	0	M	39
POA2347	1	F	877
POA2347	1	M	895
POA2350	0	F	758
POA2350	0	M	667
POA2350	1	F	13303
POA2350	1	M	12180
POA2352	0	F	62
POA2352	0	M	55
POA2352	1	F	1457
POA2352	1	M	1377
