POA_CODE_2021	IndigenousStatus	persons
POA2530	Torres Strait Islander	18
POA2533	Aboriginal	374
POA2533	Both Aboriginal & Torres Strait Islander	7
POA2533	Non-indigenous	16796
POA2534	Aboriginal	133
POA2534	Both Aboriginal & Torres Strait Islander	4
POA2534	Non-indigenous	5625
POA2534	Torres Strait Islander	5
POA2535	Aboriginal	202
POA2535	Non-indigenous	7785
POA2535	Torres Strait Islander	6
POA2536	Aboriginal	1318
POA2536	Both Aboriginal & Torres Strait Islander	18
POA2536	Non-indigenous	17985
POA2536	Torres Strait Islander	12
POA2537	Aboriginal	583
POA2537	Both Aboriginal & Torres Strait Islander	5
POA2537	Non-indigenous	12390
POA2537	Torres Strait Islander	3
POA2538	Aboriginal	57
POA2538	Non-indigenous	2518
POA2538	Torres Strait Islander	5
POA2539	Aboriginal	775
POA2539	Both Aboriginal & Torres Strait Islander	14
POA2539	Non-indigenous	19498
POA2539	Torres Strait Islander	18
POA2540	Aboriginal	3230
POA2540	Both Aboriginal & Torres Strait Islander	69
POA2540	Non-indigenous	44914
POA2540	Torres Strait Islander	54
POA2541	Aboriginal	2693
POA2541	Both Aboriginal & Torres Strait Islander	45
POA2541	Non-indigenous	25240
POA2541	Torres Strait Islander	60
POA2545	Aboriginal	82
POA2545	Both Aboriginal & Torres Strait Islander	5
POA2545	Non-indigenous	1030
POA2546	Aboriginal	508
POA2546	Both Aboriginal & Torres Strait Islander	9
POA2546	Non-indigenous	9546
POA2546	Torres Strait Islander	3
POA2548	Aboriginal	189
POA2548	Both Aboriginal & Torres Strait Islander	3
POA2548	Non-indigenous	8220
POA2548	Torres Strait Islander	7
POA2549	Aboriginal	90
POA2549	Non-indigenous	4008
POA2549	Torres Strait Islander	3
POA2550	Aboriginal	709
POA2550	Both Aboriginal & Torres Strait Islander	11
POA2550	Non-indigenous	16205
POA2550	Torres Strait Islander	11
POA2551	Aboriginal	284
POA2551	Both Aboriginal & Torres Strait Islander	7
POA2551	Non-indigenous	3427
POA2555	Non-indigenous	168
POA2556	Aboriginal	57
POA2556	Non-indigenous	2376
POA2557	Aboriginal	405
POA2557	Both Aboriginal & Torres Strait Islander	6
POA2557	Non-indigenous	19686
POA2557	Torres Strait Islander	6
POA2558	Aboriginal	407
POA2558	Both Aboriginal & Torres Strait Islander	7
POA2558	Non-indigenous	10680
POA2558	Torres Strait Islander	5
POA2559	Aboriginal	167
POA2559	Both Aboriginal & Torres Strait Islander	9
POA2559	Non-indigenous	2815
POA2560	Aboriginal	4192
POA2560	Both Aboriginal & Torres Strait Islander	65
POA2560	Non-indigenous	78205
POA2560	Torres Strait Islander	81
POA2563	Aboriginal	13
POA2563	Non-indigenous	263
POA2564	Aboriginal	677
POA2564	Both Aboriginal & Torres Strait Islander	8
POA2564	Non-indigenous	13498
POA2564	Torres Strait Islander	15
POA2565	Aboriginal	585
POA2565	Both Aboriginal & Torres Strait Islander	16
POA2565	Non-indigenous	30982
POA2565	Torres Strait Islander	5
POA2566	Aboriginal	946
POA2566	Both Aboriginal & Torres Strait Islander	19
POA2566	Non-indigenous	26811
POA2566	Torres Strait Islander	20
POA2567	Aboriginal	1482
POA2567	Both Aboriginal & Torres Strait Islander	25
POA2567	Non-indigenous	39422
POA2567	Torres Strait Islander	22
POA2568	Aboriginal	17
POA2568	Non-indigenous	1235
POA2569	Aboriginal	56
POA2569	Non-indigenous	1330
POA2570	Aboriginal	2183
POA2570	Both Aboriginal & Torres Strait Islander	25
POA2570	Non-indigenous	61413
POA2570	Torres Strait Islander	42
POA2571	Aboriginal	445
POA2571	Both Aboriginal & Torres Strait Islander	7
POA2571	Non-indigenous	12717
POA2571	Torres Strait Islander	5
POA2572	Aboriginal	209
POA2572	Both Aboriginal & Torres Strait Islander	4
POA2572	Non-indigenous	5271
POA2573	Aboriginal	385
POA2573	Both Aboriginal & Torres Strait Islander	5
POA2573	Non-indigenous	5378
POA2573	Torres Strait Islander	9
POA2574	Aboriginal	318
POA2574	Both Aboriginal & Torres Strait Islander	5
POA2574	Non-indigenous	5604
POA2574	Torres Strait Islander	7
POA2575	Aboriginal	558
POA2575	Both Aboriginal & Torres Strait Islander	8
POA2575	Non-indigenous	17272
POA2575	Torres Strait Islander	8
POA2576	Aboriginal	133
POA2576	Both Aboriginal & Torres Strait Islander	4
POA2576	Non-indigenous	14048
POA2576	Torres Strait Islander	4
POA2577	Aboriginal	395
POA2577	Both Aboriginal & Torres Strait Islander	14
POA2577	Non-indigenous	16311
POA2577	Torres Strait Islander	4
POA2578	Aboriginal	32
POA2578	Non-indigenous	2814
POA2579	Aboriginal	154
POA2579	Non-indigenous	4484
POA2579	Torres Strait Islander	8
POA2580	Aboriginal	1509
POA2580	Both Aboriginal & Torres Strait Islander	13
POA2580	Non-indigenous	30057
POA2580	Torres Strait Islander	50
POA2581	Aboriginal	65
POA2581	Non-indigenous	2442
POA2582	Aboriginal	485
POA2582	Both Aboriginal & Torres Strait Islander	5
POA2582	Non-indigenous	13194
POA2582	Torres Strait Islander	9
POA2583	Aboriginal	147
POA2583	Non-indigenous	4454
POA2583	Torres Strait Islander	3
POA2584	Aboriginal	19
POA2584	Non-indigenous	531
POA2585	Aboriginal	16
POA2585	Non-indigenous	219
POA2586	Aboriginal	93
POA2586	Both Aboriginal & Torres Strait Islander	5
POA2586	Non-indigenous	2770
POA2586	Torres Strait Islander	3
POA2587	Aboriginal	196
POA2587	Both Aboriginal & Torres Strait Islander	3
POA2587	Non-indigenous	2727
POA2587	Torres Strait Islander	6
POA2588	Aboriginal	17
POA2588	Non-indigenous	282
POA2590	Aboriginal	508
POA2590	Both Aboriginal & Torres Strait Islander	21
POA2590	Non-indigenous	6612
POA2590	Torres Strait Islander	12
POA2594	Aboriginal	602
POA2594	Both Aboriginal & Torres Strait Islander	6
POA2594	Non-indigenous	11538
POA2594	Torres Strait Islander	4
POA2600	Aboriginal	79
POA2600	Both Aboriginal & Torres Strait Islander	6
POA2600	Non-indigenous	8166
POA2600	Torres Strait Islander	4
POA2601	Aboriginal	73
POA2601	Both Aboriginal & Torres Strait Islander	4
POA2601	Non-indigenous	7600
POA2601	Torres Strait Islander	3
POA2602	Aboriginal	515
POA2602	Both Aboriginal & Torres Strait Islander	22
POA2602	Non-indigenous	33987
POA2602	Torres Strait Islander	16
POA2603	Aboriginal	78
POA2603	Both Aboriginal & Torres Strait Islander	7
POA2603	Non-indigenous	10215
POA2603	Torres Strait Islander	6
POA2604	Aboriginal	228
POA2604	Both Aboriginal & Torres Strait Islander	11
POA2604	Non-indigenous	12792
POA2604	Torres Strait Islander	3
POA2605	Aboriginal	126
POA2605	Both Aboriginal & Torres Strait Islander	8
POA2605	Non-indigenous	12354
POA2606	Aboriginal	175
POA2606	Both Aboriginal & Torres Strait Islander	14
POA2606	Non-indigenous	11873
POA2606	Torres Strait Islander	9
POA2607	Aboriginal	207
POA2607	Both Aboriginal & Torres Strait Islander	6
POA2607	Non-indigenous	14496
POA2607	Torres Strait Islander	8
POA2609	Aboriginal	31
POA2609	Non-indigenous	1105
POA2611	Aboriginal	510
POA2611	Both Aboriginal & Torres Strait Islander	25
POA2611	Non-indigenous	35972
POA2611	Torres Strait Islander	28
POA2612	Aboriginal	198
POA2612	Both Aboriginal & Torres Strait Islander	8
POA2612	Non-indigenous	18746
POA2612	Torres Strait Islander	13
POA2614	Aboriginal	298
POA2614	Both Aboriginal & Torres Strait Islander	7
POA2614	Non-indigenous	20286
POA2614	Torres Strait Islander	4
POA2615	Aboriginal	1180
POA2615	Both Aboriginal & Torres Strait Islander	37
POA2615	Non-indigenous	46121
POA2615	Torres Strait Islander	18
POA2617	Aboriginal	630
POA2617	Both Aboriginal & Torres Strait Islander	14
POA2617	Non-indigenous	37413
POA2617	Torres Strait Islander	16
POA2618	Aboriginal	28
POA2618	Non-indigenous	1369
POA2619	Aboriginal	164
POA2619	Both Aboriginal & Torres Strait Islander	3
POA2619	Non-indigenous	9427
POA2619	Torres Strait Islander	7
POA2620	Aboriginal	1782
POA2620	Both Aboriginal & Torres Strait Islander	37
POA2620	Non-indigenous	43749
POA2620	Torres Strait Islander	36
POA2621	Aboriginal	178
POA2621	Both Aboriginal & Torres Strait Islander	3
POA2621	Non-indigenous	6507
POA2622	Aboriginal	95
POA2622	Both Aboriginal & Torres Strait Islander	5
POA2622	Non-indigenous	4041
POA2623	Aboriginal	38
POA2623	Non-indigenous	573
POA2624	Aboriginal	8
POA2624	Non-indigenous	154
POA2625	Aboriginal	11
POA2625	Non-indigenous	389
POA2626	Aboriginal	23
POA2626	Non-indigenous	492
POA2627	Aboriginal	79
POA2627	Non-indigenous	5175
POA2627	Torres Strait Islander	9
POA2628	Aboriginal	22
POA2628	Non-indigenous	2154
POA2629	Aboriginal	14
POA2629	Non-indigenous	520
POA2630	Aboriginal	341
POA2630	Both Aboriginal & Torres Strait Islander	5
POA2630	Non-indigenous	8505
POA2630	Torres Strait Islander	25
POA2631	Aboriginal	20
POA2631	Non-indigenous	609
POA2632	Aboriginal	60
POA2632	Non-indigenous	1832
POA2633	Aboriginal	12
POA2633	Both Aboriginal & Torres Strait Islander	6
POA2633	Non-indigenous	303
POA2640	Aboriginal	1285
POA2640	Both Aboriginal & Torres Strait Islander	38
POA2640	Non-indigenous	38535
POA2640	Torres Strait Islander	21
POA2641	Aboriginal	733
POA2641	Both Aboriginal & Torres Strait Islander	25
POA2641	Non-indigenous	15768
POA2641	Torres Strait Islander	24
POA2642	Aboriginal	141
POA2642	Both Aboriginal & Torres Strait Islander	7
POA2642	Non-indigenous	5324
POA2642	Torres Strait Islander	4
POA2643	Aboriginal	76
POA2643	Both Aboriginal & Torres Strait Islander	6
POA2643	Non-indigenous	2912
POA2643	Torres Strait Islander	3
POA2644	Aboriginal	79
POA2644	Non-indigenous	2358
POA2644	Torres Strait Islander	5
POA2645	Aboriginal	14
POA2645	Non-indigenous	325
POA2646	Aboriginal	144
POA2646	Both Aboriginal & Torres Strait Islander	7
POA2646	Non-indigenous	6686
POA2646	Torres Strait Islander	4
POA2647	Aboriginal	34
POA2647	Both Aboriginal & Torres Strait Islander	7
POA2647	Non-indigenous	2516
POA2648	Aboriginal	196
POA2648	Both Aboriginal & Torres Strait Islander	4
POA2648	Non-indigenous	2471
POA2649	Aboriginal	3
POA2649	Non-indigenous	27
POA2650	Aboriginal	3928
POA2650	Both Aboriginal & Torres Strait Islander	61
POA2650	Non-indigenous	57456
POA2650	Torres Strait Islander	66
POA2651	Aboriginal	248
POA2651	Both Aboriginal & Torres Strait Islander	5
POA2651	Non-indigenous	2823
POA2651	Torres Strait Islander	5
POA2652	Aboriginal	284
POA2652	Both Aboriginal & Torres Strait Islander	10
POA2652	Non-indigenous	4463
POA2653	Aboriginal	156
POA2653	Non-indigenous	2480
POA2655	Aboriginal	74
POA2655	Both Aboriginal & Torres Strait Islander	3
POA2655	Non-indigenous	1339
POA2656	Aboriginal	76
POA2656	Non-indigenous	1248
POA2656	Torres Strait Islander	3
POA2658	Aboriginal	62
POA2658	Non-indigenous	1426
POA2659	Aboriginal	30
POA2659	Non-indigenous	841
POA2660	Aboriginal	76
POA2660	Non-indigenous	1528
POA2660	Torres Strait Islander	3
POA2661	Aboriginal	32
POA2661	Non-indigenous	363
POA2663	Aboriginal	528
POA2663	Both Aboriginal & Torres Strait Islander	8
POA2663	Non-indigenous	4745
POA2665	Aboriginal	115
POA2665	Non-indigenous	1902
POA2666	Aboriginal	187
POA2666	Both Aboriginal & Torres Strait Islander	5
POA2666	Non-indigenous	5437
POA2666	Torres Strait Islander	7
POA2668	Aboriginal	18
POA2668	Non-indigenous	386
POA2669	Aboriginal	81
POA2669	Non-indigenous	1458
POA2671	Aboriginal	291
POA2671	Both Aboriginal & Torres Strait Islander	3
POA2671	Non-indigenous	3672
POA2671	Torres Strait Islander	3
POA2672	Aboriginal	309
POA2672	Non-indigenous	1202
POA2675	Aboriginal	165
POA2675	Non-indigenous	1494
POA2678	Aboriginal	9
POA2678	Non-indigenous	424
POA2680	Aboriginal	1317
POA2680	Both Aboriginal & Torres Strait Islander	14
POA2680	Non-indigenous	23986
POA2680	Torres Strait Islander	22
POA2681	Aboriginal	78
POA2681	Non-indigenous	1715
POA2700	Aboriginal	650
POA2700	Both Aboriginal & Torres Strait Islander	3
POA2700	Non-indigenous	4217
POA2700	Torres Strait Islander	3
POA2701	Aboriginal	114
POA2701	Non-indigenous	2378
POA2702	Aboriginal	55
POA2702	Non-indigenous	738
POA2703	Aboriginal	45
POA2703	Non-indigenous	695
POA2703	Torres Strait Islander	4
POA2705	Aboriginal	740
POA2705	Both Aboriginal & Torres Strait Islander	9
POA2705	Non-indigenous	9921
POA2705	Torres Strait Islander	17
POA2706	Aboriginal	182
POA2706	Non-indigenous	839
POA2706	Torres Strait Islander	9
POA2707	Aboriginal	49
POA2707	Non-indigenous	1118
POA2710	Aboriginal	479
POA2710	Both Aboriginal & Torres Strait Islander	10
POA2710	Non-indigenous	9248
POA2710	Torres Strait Islander	6
POA2711	Aboriginal	244
POA2711	Non-indigenous	2948
POA2711	Torres Strait Islander	5
POA2712	Aboriginal	36
POA2712	Non-indigenous	1339
POA2713	Aboriginal	108
POA2713	Both Aboriginal & Torres Strait Islander	4
POA2713	Non-indigenous	2631
POA2713	Torres Strait Islander	3
POA2714	Aboriginal	60
POA2714	Non-indigenous	2861
POA2715	Aboriginal	104
POA2715	Both Aboriginal & Torres Strait Islander	7
POA2715	Non-indigenous	1271
POA2716	Aboriginal	49
POA2716	Both Aboriginal & Torres Strait Islander	4
POA2716	Non-indigenous	935
POA2717	Aboriginal	238
POA2717	Both Aboriginal & Torres Strait Islander	10
POA2717	Non-indigenous	957
POA2720	Aboriginal	538
POA2720	Both Aboriginal & Torres Strait Islander	4
POA2720	Non-indigenous	7945
POA2720	Torres Strait Islander	14
POA2721	Aboriginal	8
POA2721	Both Aboriginal & Torres Strait Islander	6
POA2721	Non-indigenous	216
POA2722	Aboriginal	199
POA2722	Both Aboriginal & Torres Strait Islander	9
POA2722	Non-indigenous	3210
POA2725	Aboriginal	15
POA2725	Non-indigenous	332
POA2726	Aboriginal	6
POA2726	Non-indigenous	249
POA2727	Aboriginal	14
POA2727	Non-indigenous	334
POA2729	Aboriginal	53
POA2729	Non-indigenous	1569
POA2730	Aboriginal	59
POA2730	Both Aboriginal & Torres Strait Islander	3
POA2730	Non-indigenous	1273
POA2731	Aboriginal	291
POA2731	Non-indigenous	7155
POA2732	Aboriginal	56
POA2732	Non-indigenous	1821
POA2733	Aboriginal	12
POA2733	Non-indigenous	586
POA2734	Aboriginal	3
POA2734	Non-indigenous	469
POA2735	Aboriginal	19
POA2735	Non-indigenous	389
POA2736	Aboriginal	12
POA2736	Non-indigenous	407
POA2737	Aboriginal	23
POA2737	Both Aboriginal & Torres Strait Islander	5
POA2737	Non-indigenous	794
POA2738	Aboriginal	65
POA2738	Non-indigenous	2064
POA2738	Torres Strait Islander	3
POA2739	Aboriginal	95
POA2739	Non-indigenous	1313
POA2739	Torres Strait Islander	6
POA2745	Aboriginal	1070
POA2745	Both Aboriginal & Torres Strait Islander	14
POA2745	Non-indigenous	30750
POA2745	Torres Strait Islander	13
POA2747	Aboriginal	2791
POA2747	Both Aboriginal & Torres Strait Islander	45
POA2747	Non-indigenous	51504
POA2747	Torres Strait Islander	57
POA2748	Aboriginal	48
POA2748	Non-indigenous	1750
POA2749	Aboriginal	1127
POA2749	Both Aboriginal & Torres Strait Islander	11
POA2749	Non-indigenous	15882
POA2749	Torres Strait Islander	9
POA2750	Aboriginal	2470
POA2750	Both Aboriginal & Torres Strait Islander	34
POA2750	Non-indigenous	46649
POA2750	Torres Strait Islander	51
POA2752	Aboriginal	298
POA2752	Non-indigenous	5449
POA2753	Aboriginal	814
POA2753	Both Aboriginal & Torres Strait Islander	5
POA2753	Non-indigenous	16755
POA2753	Torres Strait Islander	13
POA2754	Aboriginal	298
POA2754	Both Aboriginal & Torres Strait Islander	3
POA2754	Non-indigenous	6758
POA2754	Torres Strait Islander	6
POA2756	Aboriginal	1895
POA2756	Both Aboriginal & Torres Strait Islander	26
POA2756	Non-indigenous	33369
POA2756	Torres Strait Islander	38
POA2757	Aboriginal	15
POA2757	Non-indigenous	835
POA2758	Aboriginal	299
POA2758	Non-indigenous	8549
POA2759	Aboriginal	931
POA2759	Both Aboriginal & Torres Strait Islander	15
POA2759	Non-indigenous	25474
POA2759	Torres Strait Islander	14
POA2760	Aboriginal	1854
POA2760	Both Aboriginal & Torres Strait Islander	52
POA2760	Non-indigenous	35695
POA2760	Torres Strait Islander	31
POA2761	Aboriginal	872
POA2761	Both Aboriginal & Torres Strait Islander	14
POA2761	Non-indigenous	33803
POA2761	Torres Strait Islander	13
POA2762	Aboriginal	301
POA2762	Non-indigenous	21472
POA2762	Torres Strait Islander	7
POA2763	Aboriginal	598
POA2763	Both Aboriginal & Torres Strait Islander	19
POA2763	Non-indigenous	32577
POA2763	Torres Strait Islander	3
POA2765	Aboriginal	1215
POA2765	Both Aboriginal & Torres Strait Islander	35
POA2765	Non-indigenous	44342
POA2765	Torres Strait Islander	21
POA2766	Aboriginal	358
POA2766	Non-indigenous	16683
POA2766	Torres Strait Islander	6
POA2767	Aboriginal	700
POA2767	Both Aboriginal & Torres Strait Islander	29
POA2767	Non-indigenous	22645
POA2767	Torres Strait Islander	10
POA2768	Aboriginal	437
POA2768	Both Aboriginal & Torres Strait Islander	17
POA2768	Non-indigenous	28403
POA2768	Torres Strait Islander	7
POA2769	Aboriginal	90
POA2769	Non-indigenous	16222
POA2769	Torres Strait Islander	3
POA2770	Aboriginal	4830
POA2770	Both Aboriginal & Torres Strait Islander	98
POA2770	Non-indigenous	56477
POA2770	Torres Strait Islander	89
POA2773	Aboriginal	86
POA2773	Non-indigenous	5892
POA2774	Aboriginal	326
POA2774	Both Aboriginal & Torres Strait Islander	6
POA2774	Non-indigenous	12678
POA2775	Aboriginal	56
POA2775	Both Aboriginal & Torres Strait Islander	4
POA2775	Non-indigenous	1458
POA2776	Aboriginal	118
POA2776	Both Aboriginal & Torres Strait Islander	4
POA2776	Non-indigenous	4028
POA2776	Torres Strait Islander	6
POA2777	Aboriginal	450
POA2777	Both Aboriginal & Torres Strait Islander	4
POA2777	Non-indigenous	17359
POA2777	Torres Strait Islander	3
POA2778	Aboriginal	68
POA2778	Non-indigenous	2357
POA2779	Aboriginal	222
POA2779	Both Aboriginal & Torres Strait Islander	4
POA2779	Non-indigenous	4851
POA2780	Aboriginal	346
POA2780	Both Aboriginal & Torres Strait Islander	4
POA2780	Non-indigenous	12988
POA2780	Torres Strait Islander	10
POA2782	Aboriginal	138
POA2782	Non-indigenous	6290
POA2783	Aboriginal	111
POA2783	Non-indigenous	2540
POA2784	Aboriginal	38
POA2784	Non-indigenous	1262
POA2785	Aboriginal	109
POA2785	Non-indigenous	4707
POA2785	Torres Strait Islander	6
POA2786	Aboriginal	34
POA2786	Non-indigenous	1144
POA2787	Aboriginal	207
POA2787	Both Aboriginal & Torres Strait Islander	18
POA2787	Non-indigenous	4371
POA2787	Torres Strait Islander	9
POA2790	Aboriginal	1145
POA2790	Both Aboriginal & Torres Strait Islander	18
POA2790	Non-indigenous	14259
POA2790	Torres Strait Islander	30
POA2791	Aboriginal	5
POA2791	Non-indigenous	317
POA2792	Aboriginal	20
POA2792	Non-indigenous	366
POA2793	Aboriginal	63
POA2793	Non-indigenous	1006
POA2793	Torres Strait Islander	5
POA2794	Aboriginal	976
POA2794	Both Aboriginal & Torres Strait Islander	16
POA2794	Non-indigenous	9502
POA2794	Torres Strait Islander	10
POA2795	Aboriginal	3092
POA2795	Both Aboriginal & Torres Strait Islander	74
POA2795	Non-indigenous	41873
POA2795	Torres Strait Islander	38
POA2797	Aboriginal	29
POA2797	Non-indigenous	405
POA2798	Aboriginal	83
POA2798	Non-indigenous	2110
POA2799	Aboriginal	274
POA2799	Non-indigenous	3874
POA2799	Torres Strait Islander	8
POA2800	Aboriginal	3377
POA2800	Both Aboriginal & Torres Strait Islander	77
POA2800	Non-indigenous	44783
POA2800	Torres Strait Islander	46
POA2803	Aboriginal	10
POA2803	Non-indigenous	276
POA2804	Aboriginal	108
POA2804	Both Aboriginal & Torres Strait Islander	3
POA2804	Non-indigenous	2709
POA2804	Torres Strait Islander	12
POA2805	Aboriginal	17
POA2805	Non-indigenous	391
POA2806	Aboriginal	62
POA2806	Non-indigenous	789
POA2806	Torres Strait Islander	11
POA2807	Aboriginal	32
POA2807	Non-indigenous	418
POA2808	Aboriginal	21
POA2808	Non-indigenous	195
POA2809	Aboriginal	11
POA2809	Non-indigenous	191
POA2810	Aboriginal	134
POA2810	Both Aboriginal & Torres Strait Islander	3
POA2810	Non-indigenous	2992
POA2810	Torres Strait Islander	3
POA2817	Aboriginal	7
POA2817	Non-indigenous	352
POA2818	Aboriginal	129
POA2818	Non-indigenous	720
POA2820	Aboriginal	1813
POA2820	Both Aboriginal & Torres Strait Islander	28
POA2820	Non-indigenous	5523
POA2820	Torres Strait Islander	14
POA2821	Aboriginal	946
POA2821	Both Aboriginal & Torres Strait Islander	47
POA2821	Non-indigenous	3770
POA2821	Torres Strait Islander	15
POA2822	Aboriginal	43
POA2822	Non-indigenous	387
POA2822	Torres Strait Islander	3
POA2823	Aboriginal	261
POA2823	Both Aboriginal & Torres Strait Islander	3
POA2823	Non-indigenous	1066
POA2823	Torres Strait Islander	10
POA2824	Aboriginal	352
POA2824	Both Aboriginal & Torres Strait Islander	6
POA2824	Non-indigenous	1693
POA2824	Torres Strait Islander	4
POA2825	Aboriginal	397
POA2825	Both Aboriginal & Torres Strait Islander	3
POA2825	Non-indigenous	1802
POA2826	Aboriginal	21
POA2826	Non-indigenous	157
POA2827	Aboriginal	571
POA2827	Both Aboriginal & Torres Strait Islander	3
POA2827	Non-indigenous	3099
POA2827	Torres Strait Islander	5
POA2828	Aboriginal	180
POA2828	Non-indigenous	614
POA2828	Torres Strait Islander	4
POA2829	Aboriginal	1058
POA2829	Both Aboriginal & Torres Strait Islander	14
POA2829	Non-indigenous	1884
POA2829	Torres Strait Islander	9
POA2830	Aboriginal	6769
POA2830	Both Aboriginal & Torres Strait Islander	120
POA2830	Non-indigenous	38044
POA2830	Torres Strait Islander	30
POA2831	Aboriginal	211
POA2831	Non-indigenous	1634
POA2832	Aboriginal	466
POA2832	Non-indigenous	1683
POA2833	Aboriginal	222
POA2833	Both Aboriginal & Torres Strait Islander	5
POA2833	Non-indigenous	407
POA2834	Aboriginal	394
POA2834	Non-indigenous	1587
POA2834	Torres Strait Islander	3
POA2835	Aboriginal	541
POA2835	Both Aboriginal & Torres Strait Islander	6
POA2835	Non-indigenous	3246
POA2836	Aboriginal	381
POA2836	Both Aboriginal & Torres Strait Islander	5
POA2836	Non-indigenous	509
POA2838	Aboriginal	136
POA2838	Non-indigenous	87
POA2839	Aboriginal	553
POA2839	Both Aboriginal & Torres Strait Islander	7
POA2839	Non-indigenous	519
POA2840	Aboriginal	702
POA2840	Both Aboriginal & Torres Strait Islander	18
POA2840	Non-indigenous	1666
POA2840	Torres Strait Islander	3
POA2842	Aboriginal	75
POA2842	Both Aboriginal & Torres Strait Islander	3
POA2842	Non-indigenous	642
POA2843	Aboriginal	99
POA2843	Non-indigenous	1163
POA2844	Aboriginal	114
POA2844	Both Aboriginal & Torres Strait Islander	5
POA2844	Non-indigenous	1193
POA2845	Aboriginal	167
POA2845	Both Aboriginal & Torres Strait Islander	16
POA2845	Non-indigenous	1826
POA2845	Torres Strait Islander	10
POA2846	Aboriginal	10
POA2846	Non-indigenous	243
POA2847	Aboriginal	199
POA2847	Non-indigenous	2242
POA2847	Torres Strait Islander	6
POA2848	Aboriginal	144
POA2848	Non-indigenous	1396
POA2849	Aboriginal	67
POA2849	Non-indigenous	1543
POA2850	Aboriginal	1253
POA2850	Both Aboriginal & Torres Strait Islander	25
POA2850	Non-indigenous	17852
POA2850	Torres Strait Islander	16
POA2852	Aboriginal	268
POA2852	Both Aboriginal & Torres Strait Islander	4
POA2852	Non-indigenous	3459
POA2852	Torres Strait Islander	3
POA2864	Aboriginal	19
POA2864	Non-indigenous	805
POA2865	Aboriginal	35
POA2865	Non-indigenous	892
POA2866	Aboriginal	207
POA2866	Both Aboriginal & Torres Strait Islander	4
POA2866	Non-indigenous	2894
POA2866	Torres Strait Islander	7
POA2867	Aboriginal	37
POA2867	Non-indigenous	599
POA2868	Aboriginal	62
POA2868	Non-indigenous	517
POA2869	Aboriginal	342
POA2869	Non-indigenous	1186
POA2870	Aboriginal	1460
POA2870	Both Aboriginal & Torres Strait Islander	13
POA2870	Non-indigenous	10557
POA2870	Torres Strait Islander	6
POA2871	Aboriginal	1188
POA2871	Both Aboriginal & Torres Strait Islander	18
POA2871	Non-indigenous	7739
POA2871	Torres Strait Islander	20
POA2873	Aboriginal	41
POA2873	Non-indigenous	519
POA2874	Aboriginal	27
POA2874	Non-indigenous	342
POA2875	Aboriginal	87
POA2875	Non-indigenous	715
POA2876	Aboriginal	26
POA2876	Non-indigenous	468
POA2877	Aboriginal	712
POA2877	Both Aboriginal & Torres Strait Islander	6
POA2877	Non-indigenous	2851
POA2877	Torres Strait Islander	6
POA2878	Aboriginal	63
POA2878	Non-indigenous	223
POA2879	Aboriginal	180
POA2879	Non-indigenous	397
POA2880	Aboriginal	1727
POA2880	Both Aboriginal & Torres Strait Islander	34
POA2880	Non-indigenous	16327
POA2880	Torres Strait Islander	9
POA2898	Aboriginal	5
POA2898	Non-indigenous	440
POA2899	Aboriginal	17
POA2899	Non-indigenous	2171
POA2900	Aboriginal	84
POA2900	Both Aboriginal & Torres Strait Islander	10
POA2900	Non-indigenous	4083
POA2902	Aboriginal	446
POA2902	Both Aboriginal & Torres Strait Islander	22
POA2902	Non-indigenous	15190
POA2902	Torres Strait Islander	12
POA2903	Aboriginal	311
POA2903	Both Aboriginal & Torres Strait Islander	11
POA2903	Non-indigenous	9261
POA2903	Torres Strait Islander	5
POA2904	Aboriginal	296
POA2904	Both Aboriginal & Torres Strait Islander	4
POA2904	Non-indigenous	12887
POA2904	Torres Strait Islander	9
POA2905	Aboriginal	895
POA2905	Both Aboriginal & Torres Strait Islander	35
POA2905	Non-indigenous	27781
POA2905	Torres Strait Islander	20
POA2906	Aboriginal	542
POA2906	Both Aboriginal & Torres Strait Islander	11
POA2906	Non-indigenous	17549
POA2906	Torres Strait Islander	5
POA2911	Aboriginal	85
POA2911	Non-indigenous	4719
POA2912	Aboriginal	145
POA2912	Both Aboriginal & Torres Strait Islander	3
POA2912	Non-indigenous	8452
POA2912	Torres Strait Islander	4
POA2913	Aboriginal	655
POA2913	Both Aboriginal & Torres Strait Islander	12
POA2913	Non-indigenous	38712
POA2913	Torres Strait Islander	17
POA2914	Aboriginal	481
POA2914	Both Aboriginal & Torres Strait Islander	22
POA2914	Non-indigenous	34063
POA2914	Torres Strait Islander	10
POA3000	Aboriginal	149
POA3000	Both Aboriginal & Torres Strait Islander	7
POA3000	Non-indigenous	42925
POA3000	Torres Strait Islander	3
POA3002	Aboriginal	13
POA3002	Non-indigenous	4883
POA3003	Aboriginal	63
POA3003	Both Aboriginal & Torres Strait Islander	3
POA3003	Non-indigenous	7951
POA3003	Torres Strait Islander	8
POA3004	Aboriginal	40
POA3004	Both Aboriginal & Torres Strait Islander	5
POA3004	Non-indigenous	11437
POA3006	Aboriginal	91
POA3006	Both Aboriginal & Torres Strait Islander	3
POA3006	Non-indigenous	22601
POA3006	Torres Strait Islander	4
POA3008	Aboriginal	44
POA3008	Both Aboriginal & Torres Strait Islander	3
POA3008	Non-indigenous	15442
POA3008	Torres Strait Islander	6
POA3011	Aboriginal	153
POA3011	Both Aboriginal & Torres Strait Islander	4
