GCCSA_NAME21	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Rest of NSW	1	0	0	7200	3840
Rest of NSW	1	0	0	9600	5035
Rest of NSW	1	0	0	12000	5859
Rest of NSW	1	0	0	14400	7160
Rest of NSW	1	0	0	16800	6311
Rest of NSW	1	0	0	19200	7373
Rest of NSW	1	0	0	21600	5031
Rest of NSW	1	0	0	24000	8382
Rest of NSW	1	0	0	26400	3510
Rest of NSW	1	0	0	28800	2427
Rest of NSW	1	0	0	31200	5714
Rest of NSW	1	0	0	36000	6168
Rest of NSW	1	0	0	48000	2340
Rest of NSW	1	0	0	60000	1856
Rest of NSW	1	1	0	0	1647
Rest of NSW	1	1	0	1800	461
Rest of NSW	1	1	0	3600	925
Rest of NSW	1	1	0	5400	833
Rest of NSW	1	1	0	7200	1608
Rest of NSW	1	1	0	9600	2424
Rest of NSW	1	1	0	12000	2912
Rest of NSW	1	1	0	14400	3736
Rest of NSW	1	1	0	16800	3289
Rest of NSW	1	1	0	19200	3715
Rest of NSW	1	1	0	21600	2443
Rest of NSW	1	1	0	24000	4661
Rest of NSW	1	1	0	26400	1560
Rest of NSW	1	1	0	28800	1078
Rest of NSW	1	1	0	31200	3073
Rest of NSW	1	1	0	36000	3644
Rest of NSW	1	1	0	48000	1491
Rest of NSW	1	1	0	60000	1129
Rest of NSW	1	1	1	0	2211
Rest of NSW	1	1	1	1800	460
Rest of NSW	1	1	1	3600	1014
Rest of NSW	1	1	1	5400	1181
Rest of NSW	1	1	1	7200	2594
Rest of NSW	1	1	1	9600	4344
Rest of NSW	1	1	1	12000	6472
Rest of NSW	1	1	1	14400	9324
Rest of NSW	1	1	1	16800	9517
Rest of NSW	1	1	1	19200	11618
Rest of NSW	1	1	1	21600	9517
Rest of NSW	1	1	1	24000	14442
Rest of NSW	1	1	1	26400	7121
Rest of NSW	1	1	1	28800	4807
Rest of NSW	1	1	1	31200	11802
Rest of NSW	1	1	1	36000	12598
Rest of NSW	1	1	1	48000	4258
Rest of NSW	1	1	1	60000	3141
Greater Melbourne		1	1	0	346
Greater Melbourne		1	1	1800	39
Greater Melbourne		1	1	3600	78
Greater Melbourne		1	1	5400	85
Greater Melbourne		1	1	7200	134
Greater Melbourne		1	1	9600	202
Greater Melbourne		1	1	12000	240
Greater Melbourne		1	1	14400	315
Greater Melbourne		1	1	16800	358
Greater Melbourne		1	1	19200	418
Greater Melbourne		1	1	21600	337
Greater Melbourne		1	1	24000	495
Greater Melbourne		1	1	26400	198
Greater Melbourne		1	1	28800	191
Greater Melbourne		1	1	31200	261
Greater Melbourne		1	1	36000	349
Greater Melbourne		1	1	48000	139
Greater Melbourne		1	1	60000	152
Greater Melbourne	0	1	0	0	1896
Greater Melbourne	0	1	0	1800	454
Greater Melbourne	0	1	0	3600	1002
Greater Melbourne	0	1	0	5400	873
Greater Melbourne	0	1	0	7200	1616
Greater Melbourne	0	1	0	9600	2036
Greater Melbourne	0	1	0	12000	2661
Greater Melbourne	0	1	0	14400	2966
Greater Melbourne	0	1	0	16800	2780
Greater Melbourne	0	1	0	19200	2791
Greater Melbourne	0	1	0	21600	1755
Greater Melbourne	0	1	0	24000	2968
Greater Melbourne	0	1	0	26400	1056
Greater Melbourne	0	1	0	28800	938
Greater Melbourne	0	1	0	31200	1454
Greater Melbourne	0	1	0	36000	2076
Greater Melbourne	0	1	0	48000	890
Greater Melbourne	0	1	0	60000	889
Greater Melbourne	0	1	1	0	921
Greater Melbourne	0	1	1	1800	199
Greater Melbourne	0	1	1	3600	400
Greater Melbourne	0	1	1	5400	434
Greater Melbourne	0	1	1	7200	707
Greater Melbourne	0	1	1	9600	1227
Greater Melbourne	0	1	1	12000	1739
Greater Melbourne	0	1	1	14400	2300
Greater Melbourne	0	1	1	16800	2482
Greater Melbourne	0	1	1	19200	2718
Greater Melbourne	0	1	1	21600	1947
Greater Melbourne	0	1	1	24000	3005
Greater Melbourne	0	1	1	26400	1241
Greater Melbourne	0	1	1	28800	1087
Greater Melbourne	0	1	1	31200	1644
Greater Melbourne	0	1	1	36000	2331
Greater Melbourne	0	1	1	48000	1010
Greater Melbourne	0	1	1	60000	1272
Greater Melbourne	1	0	0	0	6422
Greater Melbourne	1	0	0	1800	1393
Greater Melbourne	1	0	0	3600	2403
Greater Melbourne	1	0	0	5400	1945
Greater Melbourne	1	0	0	7200	3156
Greater Melbourne	1	0	0	9600	4106
Greater Melbourne	1	0	0	12000	5756
Greater Melbourne	1	0	0	14400	7411
Greater Melbourne	1	0	0	16800	8447
Greater Melbourne	1	0	0	19200	10116
Greater Melbourne	1	0	0	21600	9448
Greater Melbourne	1	0	0	24000	15942
Greater Melbourne	1	0	0	26400	8454
Greater Melbourne	1	0	0	28800	7437
Greater Melbourne	1	0	0	31200	10815
Greater Melbourne	1	0	0	36000	15743
Greater Melbourne	1	0	0	48000	6548
Greater Melbourne	1	0	0	60000	6127
Greater Melbourne	1	1	0	0	5061
Greater Melbourne	1	1	0	1800	1210
Greater Melbourne	1	1	0	3600	2103
Greater Melbourne	1	1	0	5400	1738
Greater Melbourne	1	1	0	7200	2834
Greater Melbourne	1	1	0	9600	3860
Greater Melbourne	1	1	0	12000	5256
Greater Melbourne	1	1	0	14400	5864
Greater Melbourne	1	1	0	16800	6018
Greater Melbourne	1	1	0	19200	6399
Greater Melbourne	1	1	0	21600	4594
Greater Melbourne	1	1	0	24000	10085
Greater Melbourne	1	1	0	26400	3647
Greater Melbourne	1	1	0	28800	3517
Greater Melbourne	1	1	0	31200	5877
Greater Melbourne	1	1	0	36000	9854
Greater Melbourne	1	1	0	48000	4759
Greater Melbourne	1	1	0	60000	5301
Greater Melbourne	1	1	1	0	6174
Greater Melbourne	1	1	1	1800	977
Greater Melbourne	1	1	1	3600	1704
Greater Melbourne	1	1	1	5400	1677
Greater Melbourne	1	1	1	7200	2900
Greater Melbourne	1	1	1	9600	4697
Greater Melbourne	1	1	1	12000	8226
Greater Melbourne	1	1	1	14400	11935
Greater Melbourne	1	1	1	16800	15742
Greater Melbourne	1	1	1	19200	20568
Greater Melbourne	1	1	1	21600	19958
Greater Melbourne	1	1	1	24000	33274
Greater Melbourne	1	1	1	26400	17744
Greater Melbourne	1	1	1	28800	15819
Greater Melbourne	1	1	1	31200	23146
Greater Melbourne	1	1	1	36000	36661
Greater Melbourne	1	1	1	48000	16067
Greater Melbourne	1	1	1	60000	17915
Rest of Vic.		1	1	0	49
Rest of Vic.		1	1	1800	15
Rest of Vic.		1	1	3600	39
Rest of Vic.		1	1	5400	46
Rest of Vic.		1	1	7200	72
Rest of Vic.		1	1	9600	116
Rest of Vic.		1	1	12000	141
Rest of Vic.		1	1	14400	153
Rest of Vic.		1	1	16800	128
Rest of Vic.		1	1	19200	104
Rest of Vic.		1	1	21600	48
Rest of Vic.		1	1	24000	71
Rest of Vic.		1	1	26400	26
Rest of Vic.		1	1	28800	11
Rest of Vic.		1	1	31200	28
Rest of Vic.		1	1	36000	36
Rest of Vic.		1	1	48000	9
Rest of Vic.		1	1	60000	3
Rest of Vic.	0	1	0	0	361
Rest of Vic.	0	1	0	1800	214
Rest of Vic.	0	1	0	3600	488
Rest of Vic.	0	1	0	5400	437
Rest of Vic.	0	1	0	7200	974
Rest of Vic.	0	1	0	9600	1123
Rest of Vic.	0	1	0	12000	1206
Rest of Vic.	0	1	0	14400	1158
Rest of Vic.	0	1	0	16800	789
Rest of Vic.	0	1	0	19200	701
Rest of Vic.	0	1	0	21600	308
Rest of Vic.	0	1	0	24000	471
Rest of Vic.	0	1	0	26400	127
Rest of Vic.	0	1	0	28800	74
Rest of Vic.	0	1	0	31200	185
Rest of Vic.	0	1	0	36000	190
Rest of Vic.	0	1	0	48000	87
Rest of Vic.	0	1	0	60000	66
Rest of Vic.	0	1	1	0	225
Rest of Vic.	0	1	1	1800	82
Rest of Vic.	0	1	1	3600	305
Rest of Vic.	0	1	1	5400	301
Rest of Vic.	0	1	1	7200	840
Rest of Vic.	0	1	1	9600	1157
Rest of Vic.	0	1	1	12000	1359
Rest of Vic.	0	1	1	14400	1551
Rest of Vic.	0	1	1	16800	1143
Rest of Vic.	0	1	1	19200	982
Rest of Vic.	0	1	1	21600	451
Rest of Vic.	0	1	1	24000	614
Rest of Vic.	0	1	1	26400	163
Rest of Vic.	0	1	1	28800	111
Rest of Vic.	0	1	1	31200	243
Rest of Vic.	0	1	1	36000	296
Rest of Vic.	0	1	1	48000	83
Rest of Vic.	0	1	1	60000	70
Rest of Vic.	1	0	0	0	2296
Rest of Vic.	1	0	0	1800	886
Rest of Vic.	1	0	0	3600	1741
Rest of Vic.	1	0	0	5400	1594
Rest of Vic.	1	0	0	7200	2945
Rest of Vic.	1	0	0	9600	3817
Rest of Vic.	1	0	0	12000	4588
Rest of Vic.	1	0	0	14400	5223
Rest of Vic.	1	0	0	16800	4605
Rest of Vic.	1	0	0	19200	4593
Rest of Vic.	1	0	0	21600	2749
Rest of Vic.	1	0	0	24000	4166
Rest of Vic.	1	0	0	26400	1451
Rest of Vic.	1	0	0	28800	948
Rest of Vic.	1	0	0	31200	2006
Rest of Vic.	1	0	0	36000	2260
Rest of Vic.	1	0	0	48000	847
Rest of Vic.	1	0	0	60000	728
Rest of Vic.	1	1	0	0	950
Rest of Vic.	1	1	0	1800	330
Rest of Vic.	1	1	0	3600	735
Rest of Vic.	1	1	0	5400	737
Rest of Vic.	1	1	0	7200	1318
Rest of Vic.	1	1	0	9600	1906
Rest of Vic.	1	1	0	12000	2289
Rest of Vic.	1	1	0	14400	2543
Rest of Vic.	1	1	0	16800	2051
Rest of Vic.	1	1	0	19200	2113
Rest of Vic.	1	1	0	21600	1251
Rest of Vic.	1	1	0	24000	2088
Rest of Vic.	1	1	0	26400	613
Rest of Vic.	1	1	0	28800	472
Rest of Vic.	1	1	0	31200	1152
Rest of Vic.	1	1	0	36000	1205
Rest of Vic.	1	1	0	48000	523
Rest of Vic.	1	1	0	60000	414
Rest of Vic.	1	1	1	0	1442
Rest of Vic.	1	1	1	1800	360
Rest of Vic.	1	1	1	3600	838
Rest of Vic.	1	1	1	5400	974
Rest of Vic.	1	1	1	7200	2457
Rest of Vic.	1	1	1	9600	4299
Rest of Vic.	1	1	1	12000	5824
Rest of Vic.	1	1	1	14400	7744
Rest of Vic.	1	1	1	16800	7531
Rest of Vic.	1	1	1	19200	8061
Rest of Vic.	1	1	1	21600	5559
Rest of Vic.	1	1	1	24000	7329
Rest of Vic.	1	1	1	26400	2905
Rest of Vic.	1	1	1	28800	1913
Rest of Vic.	1	1	1	31200	4031
Rest of Vic.	1	1	1	36000	4247
Rest of Vic.	1	1	1	48000	1566
Rest of Vic.	1	1	1	60000	1255
Greater Brisbane		1	1	0	124
Greater Brisbane		1	1	1800	19
Greater Brisbane		1	1	3600	50
Greater Brisbane		1	1	5400	34
Greater Brisbane		1	1	7200	89
Greater Brisbane		1	1	9600	127
Greater Brisbane		1	1	12000	173
Greater Brisbane		1	1	14400	257
Greater Brisbane		1	1	16800	230
Greater Brisbane		1	1	19200	237
Greater Brisbane		1	1	21600	165
Greater Brisbane		1	1	24000	267
Greater Brisbane		1	1	26400	103
Greater Brisbane		1	1	28800	63
Greater Brisbane		1	1	31200	134
Greater Brisbane		1	1	36000	147
Greater Brisbane		1	1	48000	40
Greater Brisbane		1	1	60000	33
Greater Brisbane	0	1	0	0	646
Greater Brisbane	0	1	0	1800	177
Greater Brisbane	0	1	0	3600	389
Greater Brisbane	0	1	0	5400	377
Greater Brisbane	0	1	0	7200	644
Greater Brisbane	0	1	0	9600	991
Greater Brisbane	0	1	0	12000	1269
Greater Brisbane	0	1	0	14400	1603
Greater Brisbane	0	1	0	16800	1485
Greater Brisbane	0	1	0	19200	1537
Greater Brisbane	0	1	0	21600	941
Greater Brisbane	0	1	0	24000	1400
Greater Brisbane	0	1	0	26400	493
Greater Brisbane	0	1	0	28800	323
Greater Brisbane	0	1	0	31200	710
Greater Brisbane	0	1	0	36000	810
Greater Brisbane	0	1	0	48000	239
Greater Brisbane	0	1	0	60000	196
Greater Brisbane	0	1	1	0	396
Greater Brisbane	0	1	1	1800	87
Greater Brisbane	0	1	1	3600	186
Greater Brisbane	0	1	1	5400	192
Greater Brisbane	0	1	1	7200	524
Greater Brisbane	0	1	1	9600	763
Greater Brisbane	0	1	1	12000	1185
Greater Brisbane	0	1	1	14400	1644
Greater Brisbane	0	1	1	16800	1804
Greater Brisbane	0	1	1	19200	1898
Greater Brisbane	0	1	1	21600	1323
Greater Brisbane	0	1	1	24000	1615
Greater Brisbane	0	1	1	26400	639
Greater Brisbane	0	1	1	28800	442
Greater Brisbane	0	1	1	31200	831
Greater Brisbane	0	1	1	36000	996
Greater Brisbane	0	1	1	48000	322
Greater Brisbane	0	1	1	60000	268
Greater Brisbane	1	0	0	0	3370
Greater Brisbane	1	0	0	1800	829
Greater Brisbane	1	0	0	3600	1528
Greater Brisbane	1	0	0	5400	1301
Greater Brisbane	1	0	0	7200	2225
Greater Brisbane	1	0	0	9600	3180
Greater Brisbane	1	0	0	12000	4412
Greater Brisbane	1	0	0	14400	6167
Greater Brisbane	1	0	0	16800	6480
Greater Brisbane	1	0	0	19200	8071
Greater Brisbane	1	0	0	21600	6268
Greater Brisbane	1	0	0	24000	9040
Greater Brisbane	1	0	0	26400	4163
Greater Brisbane	1	0	0	28800	3087
Greater Brisbane	1	0	0	31200	6023
Greater Brisbane	1	0	0	36000	6868
Greater Brisbane	1	0	0	48000	2564
Greater Brisbane	1	0	0	60000	1929
Greater Brisbane	1	1	0	0	1812
Greater Brisbane	1	1	0	1800	457
Greater Brisbane	1	1	0	3600	809
Greater Brisbane	1	1	0	5400	717
Greater Brisbane	1	1	0	7200	1251
Greater Brisbane	1	1	0	9600	1765
Greater Brisbane	1	1	0	12000	2389
Greater Brisbane	1	1	0	14400	3184
Greater Brisbane	1	1	0	16800	3182
Greater Brisbane	1	1	0	19200	3843
Greater Brisbane	1	1	0	21600	2753
Greater Brisbane	1	1	0	24000	5047
Greater Brisbane	1	1	0	26400	1971
Greater Brisbane	1	1	0	28800	1597
Greater Brisbane	1	1	0	31200	3298
Greater Brisbane	1	1	0	36000	4561
Greater Brisbane	1	1	0	48000	1941
Greater Brisbane	1	1	0	60000	1582
Greater Brisbane	1	1	1	0	2159
Greater Brisbane	1	1	1	1800	417
Greater Brisbane	1	1	1	3600	860
Greater Brisbane	1	1	1	5400	758
Greater Brisbane	1	1	1	7200	1479
Greater Brisbane	1	1	1	9600	2714
Greater Brisbane	1	1	1	12000	4741
Greater Brisbane	1	1	1	14400	7590
Greater Brisbane	1	1	1	16800	9797
Greater Brisbane	1	1	1	19200	12634
Greater Brisbane	1	1	1	21600	11011
Greater Brisbane	1	1	1	24000	16207
Greater Brisbane	1	1	1	26400	8226
Greater Brisbane	1	1	1	28800	6484
Greater Brisbane	1	1	1	31200	12339
Greater Brisbane	1	1	1	36000	15124
Greater Brisbane	1	1	1	48000	5762
Greater Brisbane	1	1	1	60000	4865
Rest of Qld		1	1	0	100
Rest of Qld		1	1	1800	20
Rest of Qld		1	1	3600	56
Rest of Qld		1	1	5400	40
Rest of Qld		1	1	7200	100
Rest of Qld		1	1	9600	156
Rest of Qld		1	1	12000	192
Rest of Qld		1	1	14400	199
Rest of Qld		1	1	16800	185
Rest of Qld		1	1	19200	183
Rest of Qld		1	1	21600	110
Rest of Qld		1	1	24000	177
Rest of Qld		1	1	26400	39
Rest of Qld		1	1	28800	38
Rest of Qld		1	1	31200	106
Rest of Qld		1	1	36000	74
Rest of Qld		1	1	48000	29
Rest of Qld		1	1	60000	26
Rest of Qld	0	1	0	0	611
Rest of Qld	0	1	0	1800	178
Rest of Qld	0	1	0	3600	421
Rest of Qld	0	1	0	5400	432
Rest of Qld	0	1	0	7200	805
Rest of Qld	0	1	0	9600	1229
Rest of Qld	0	1	0	12000	1334
Rest of Qld	0	1	0	14400	1670
Rest of Qld	0	1	0	16800	1350
Rest of Qld	0	1	0	19200	1401
Rest of Qld	0	1	0	21600	780
Rest of Qld	0	1	0	24000	1054
Rest of Qld	0	1	0	26400	357
Rest of Qld	0	1	0	28800	212
Rest of Qld	0	1	0	31200	553
Rest of Qld	0	1	0	36000	552
Rest of Qld	0	1	0	48000	217
Rest of Qld	0	1	0	60000	162
Rest of Qld	0	1	1	0	423
Rest of Qld	0	1	1	1800	115
Rest of Qld	0	1	1	3600	306
Rest of Qld	0	1	1	5400	369
Rest of Qld	0	1	1	7200	765
Rest of Qld	0	1	1	9600	1224
Rest of Qld	0	1	1	12000	1668
Rest of Qld	0	1	1	14400	2073
Rest of Qld	0	1	1	16800	1854
Rest of Qld	0	1	1	19200	1833
Rest of Qld	0	1	1	21600	1081
Rest of Qld	0	1	1	24000	1513
Rest of Qld	0	1	1	26400	555
Rest of Qld	0	1	1	28800	307
Rest of Qld	0	1	1	31200	743
Rest of Qld	0	1	1	36000	729
Rest of Qld	0	1	1	48000	250
Rest of Qld	0	1	1	60000	182
Rest of Qld	1	0	0	0	3972
Rest of Qld	1	0	0	1800	1160
Rest of Qld	1	0	0	3600	2205
Rest of Qld	1	0	0	5400	1959
Rest of Qld	1	0	0	7200	3792
Rest of Qld	1	0	0	9600	5076
Rest of Qld	1	0	0	12000	6463
Rest of Qld	1	0	0	14400	7929
Rest of Qld	1	0	0	16800	7143
Rest of Qld	1	0	0	19200	8088
Rest of Qld	1	0	0	21600	5392
Rest of Qld	1	0	0	24000	8439
Rest of Qld	1	0	0	26400	3329
Rest of Qld	1	0	0	28800	2083
Rest of Qld	1	0	0	31200	4833
Rest of Qld	1	0	0	36000	5356
Rest of Qld	1	0	0	48000	2090
Rest of Qld	1	0	0	60000	1594
Rest of Qld	1	1	0	0	1387
Rest of Qld	1	1	0	1800	370
Rest of Qld	1	1	0	3600	816
Rest of Qld	1	1	0	5400	747
Rest of Qld	1	1	0	7200	1399
Rest of Qld	1	1	0	9600	2009
Rest of Qld	1	1	0	12000	2483
Rest of Qld	1	1	0	14400	3202
Rest of Qld	1	1	0	16800	2976
Rest of Qld	1	1	0	19200	3633
Rest of Qld	1	1	0	21600	2517
Rest of Qld	1	1	0	24000	4278
Rest of Qld	1	1	0	26400	1599
Rest of Qld	1	1	0	28800	1117
Rest of Qld	1	1	0	31200	2779
Rest of Qld	1	1	0	36000	3217
Rest of Qld	1	1	0	48000	1216
Rest of Qld	1	1	0	60000	1001
Rest of Qld	1	1	1	0	1879
Rest of Qld	1	1	1	1800	431
Rest of Qld	1	1	1	3600	924
Rest of Qld	1	1	1	5400	1029
Rest of Qld	1	1	1	7200	2451
Rest of Qld	1	1	1	9600	4237
Rest of Qld	1	1	1	12000	6349
Rest of Qld	1	1	1	14400	9497
Rest of Qld	1	1	1	16800	9988
Rest of Qld	1	1	1	19200	12012
Rest of Qld	1	1	1	21600	9422
Rest of Qld	1	1	1	24000	13540
Rest of Qld	1	1	1	26400	6166
Rest of Qld	1	1	1	28800	4085
Rest of Qld	1	1	1	31200	8789
Rest of Qld	1	1	1	36000	8931
Rest of Qld	1	1	1	48000	3094
Rest of Qld	1	1	1	60000	2549
Greater Adelaide		1	1	0	84
Greater Adelaide		1	1	1800	22
Greater Adelaide		1	1	3600	63
Greater Adelaide		1	1	5400	36
Greater Adelaide		1	1	7200	83
Greater Adelaide		1	1	9600	108
Greater Adelaide		1	1	12000	141
Greater Adelaide		1	1	14400	173
Greater Adelaide		1	1	16800	156
Greater Adelaide		1	1	19200	143
Greater Adelaide		1	1	21600	89
Greater Adelaide		1	1	24000	94
Greater Adelaide		1	1	26400	29
Greater Adelaide		1	1	28800	20
Greater Adelaide		1	1	31200	49
Greater Adelaide		1	1	36000	49
Greater Adelaide		1	1	48000	21
Greater Adelaide		1	1	60000	22
Greater Adelaide	0	1	0	0	440
Greater Adelaide	0	1	0	1800	181
Greater Adelaide	0	1	0	3600	445
Greater Adelaide	0	1	0	5400	405
Greater Adelaide	0	1	0	7200	885
Greater Adelaide	0	1	0	9600	1118
Greater Adelaide	0	1	0	12000	1315
Greater Adelaide	0	1	0	14400	1442
Greater Adelaide	0	1	0	16800	1169
Greater Adelaide	0	1	0	19200	963
Greater Adelaide	0	1	0	21600	487
Greater Adelaide	0	1	0	24000	667
Greater Adelaide	0	1	0	26400	193
Greater Adelaide	0	1	0	28800	115
Greater Adelaide	0	1	0	31200	302
Greater Adelaide	0	1	0	36000	344
Greater Adelaide	0	1	0	48000	125
Greater Adelaide	0	1	0	60000	116
Greater Adelaide	0	1	1	0	224
Greater Adelaide	0	1	1	1800	77
Greater Adelaide	0	1	1	3600	157
Greater Adelaide	0	1	1	5400	158
Greater Adelaide	0	1	1	7200	443
Greater Adelaide	0	1	1	9600	838
Greater Adelaide	0	1	1	12000	1115
Greater Adelaide	0	1	1	14400	1430
Greater Adelaide	0	1	1	16800	1270
Greater Adelaide	0	1	1	19200	1137
Greater Adelaide	0	1	1	21600	624
Greater Adelaide	0	1	1	24000	747
Greater Adelaide	0	1	1	26400	270
Greater Adelaide	0	1	1	28800	136
Greater Adelaide	0	1	1	31200	311
Greater Adelaide	0	1	1	36000	354
Greater Adelaide	0	1	1	48000	140
Greater Adelaide	0	1	1	60000	101
Greater Adelaide	1	0	0	0	2114
Greater Adelaide	1	0	0	1800	706
