GCCSA_NAME21	Age.min	persons
Rest of SA	20	3438
Rest of SA	21	3471
Rest of SA	22	3592
Rest of SA	23	3607
Rest of SA	24	3787
Rest of SA	25	3843
Rest of SA	26	4062
Rest of SA	27	3983
Rest of SA	28	4137
Rest of SA	29	4000
Rest of SA	30	4284
Rest of SA	31	4161
Rest of SA	32	4211
Rest of SA	33	4115
Rest of SA	34	4150
Rest of SA	35	4282
Rest of SA	36	4276
Rest of SA	37	4252
Rest of SA	38	4226
Rest of SA	39	4200
Rest of SA	40	4108
Rest of SA	41	4041
Rest of SA	42	3914
Rest of SA	43	4097
Rest of SA	44	4086
Rest of SA	45	4319
Rest of SA	46	4310
Rest of SA	47	4426
Rest of SA	48	4710
Rest of SA	49	5029
Rest of SA	50	5484
Rest of SA	51	5213
Rest of SA	52	5307
Rest of SA	53	5201
Rest of SA	54	5087
Rest of SA	55	5144
Rest of SA	56	5387
Rest of SA	57	5590
Rest of SA	58	5993
Rest of SA	59	6037
Rest of SA	60	6210
Rest of SA	61	6069
Rest of SA	62	6037
Rest of SA	63	5863
Rest of SA	64	5890
Rest of SA	65	5903
Rest of SA	66	5743
Rest of SA	67	5732
Rest of SA	68	5828
Rest of SA	69	5550
Rest of SA	70	5487
Rest of SA	71	5452
Rest of SA	72	5227
Rest of SA	73	4936
Rest of SA	74	5381
Rest of SA	75	4343
Rest of SA	76	4216
Rest of SA	77	3804
Rest of SA	78	3363
Rest of SA	79	3172
Rest of SA	80	12130
Rest of SA	85	6696
Rest of SA	90	3298
Rest of SA	95	931
Rest of SA	100	119
No usual address (WA)	0	53
No usual address (WA)	1	58
No usual address (WA)	2	73
No usual address (WA)	3	53
No usual address (WA)	4	63
No usual address (WA)	5	60
No usual address (WA)	6	46
No usual address (WA)	7	53
No usual address (WA)	8	57
No usual address (WA)	9	49
No usual address (WA)	10	67
No usual address (WA)	11	40
No usual address (WA)	12	27
No usual address (WA)	13	44
No usual address (WA)	14	41
No usual address (WA)	15	38
No usual address (WA)	16	42
No usual address (WA)	17	52
No usual address (WA)	18	71
No usual address (WA)	19	65
No usual address (WA)	20	123
No usual address (WA)	21	88
No usual address (WA)	22	103
No usual address (WA)	23	102
No usual address (WA)	24	141
No usual address (WA)	25	148
No usual address (WA)	26	153
No usual address (WA)	27	136
No usual address (WA)	28	161
No usual address (WA)	29	139
No usual address (WA)	30	230
No usual address (WA)	31	128
No usual address (WA)	32	141
No usual address (WA)	33	141
No usual address (WA)	34	130
No usual address (WA)	35	240
No usual address (WA)	36	141
No usual address (WA)	37	128
No usual address (WA)	38	145
No usual address (WA)	39	113
No usual address (WA)	40	277
No usual address (WA)	41	126
No usual address (WA)	42	118
No usual address (WA)	43	117
No usual address (WA)	44	135
No usual address (WA)	45	195
No usual address (WA)	46	118
No usual address (WA)	47	107
No usual address (WA)	48	131
No usual address (WA)	49	132
No usual address (WA)	50	202
No usual address (WA)	51	97
No usual address (WA)	52	121
No usual address (WA)	53	118
No usual address (WA)	54	94
No usual address (WA)	55	133
No usual address (WA)	56	105
No usual address (WA)	57	89
No usual address (WA)	58	110
No usual address (WA)	59	114
No usual address (WA)	60	172
No usual address (WA)	61	84
No usual address (WA)	62	117
No usual address (WA)	63	107
No usual address (WA)	64	116
No usual address (WA)	65	128
No usual address (WA)	66	111
No usual address (WA)	67	67
No usual address (WA)	68	91
No usual address (WA)	69	83
No usual address (WA)	70	86
No usual address (WA)	71	71
No usual address (WA)	72	45
No usual address (WA)	73	48
No usual address (WA)	74	37
No usual address (WA)	75	41
No usual address (WA)	76	36
No usual address (WA)	77	17
No usual address (WA)	78	13
No usual address (WA)	79	7
No usual address (WA)	80	42
No usual address (WA)	85	17
No usual address (WA)	90	13
No usual address (WA)	95	4
Migratory - Offshore - Shipping (WA)	18	5
Migratory - Offshore - Shipping (WA)	21	6
Migratory - Offshore - Shipping (WA)	22	4
Migratory - Offshore - Shipping (WA)	23	7
Migratory - Offshore - Shipping (WA)	24	10
Migratory - Offshore - Shipping (WA)	25	6
Migratory - Offshore - Shipping (WA)	26	10
Migratory - Offshore - Shipping (WA)	27	10
Migratory - Offshore - Shipping (WA)	28	18
Migratory - Offshore - Shipping (WA)	29	12
Migratory - Offshore - Shipping (WA)	30	3
Migratory - Offshore - Shipping (WA)	31	10
Migratory - Offshore - Shipping (WA)	32	10
Migratory - Offshore - Shipping (WA)	33	11
Migratory - Offshore - Shipping (WA)	34	20
Migratory - Offshore - Shipping (WA)	35	17
Migratory - Offshore - Shipping (WA)	36	12
Migratory - Offshore - Shipping (WA)	37	34
Migratory - Offshore - Shipping (WA)	38	26
Migratory - Offshore - Shipping (WA)	39	8
Migratory - Offshore - Shipping (WA)	40	22
Migratory - Offshore - Shipping (WA)	41	14
Migratory - Offshore - Shipping (WA)	42	18
Migratory - Offshore - Shipping (WA)	43	22
Migratory - Offshore - Shipping (WA)	44	13
Migratory - Offshore - Shipping (WA)	45	5
Migratory - Offshore - Shipping (WA)	46	17
Migratory - Offshore - Shipping (WA)	47	17
Migratory - Offshore - Shipping (WA)	48	8
Migratory - Offshore - Shipping (WA)	49	11
Migratory - Offshore - Shipping (WA)	50	8
Migratory - Offshore - Shipping (WA)	51	13
Migratory - Offshore - Shipping (WA)	52	10
Migratory - Offshore - Shipping (WA)	53	9
Migratory - Offshore - Shipping (WA)	54	3
Migratory - Offshore - Shipping (WA)	55	4
Migratory - Offshore - Shipping (WA)	56	10
Migratory - Offshore - Shipping (WA)	58	11
Migratory - Offshore - Shipping (WA)	59	4
Migratory - Offshore - Shipping (WA)	60	12
Migratory - Offshore - Shipping (WA)	61	10
Migratory - Offshore - Shipping (WA)	62	7
Migratory - Offshore - Shipping (WA)	63	8
Migratory - Offshore - Shipping (WA)	65	4
Migratory - Offshore - Shipping (WA)	66	4
Migratory - Offshore - Shipping (WA)	67	3
Migratory - Offshore - Shipping (WA)	69	3
Migratory - Offshore - Shipping (WA)	70	3
Greater Perth	0	24898
Greater Perth	1	25476
Greater Perth	2	25818
Greater Perth	3	26343
Greater Perth	4	27076
Greater Perth	5	27722
Greater Perth	6	27131
Greater Perth	7	27114
Greater Perth	8	27397
Greater Perth	9	27051
Greater Perth	10	27237
Greater Perth	11	27074
Greater Perth	12	26698
Greater Perth	13	27296
Greater Perth	14	26921
Greater Perth	15	25906
Greater Perth	16	24753
Greater Perth	17	24293
Greater Perth	18	24064
Greater Perth	19	24299
Greater Perth	20	25700
Greater Perth	21	26454
Greater Perth	22	26774
Greater Perth	23	26623
Greater Perth	24	27069
Greater Perth	25	27777
Greater Perth	26	28680
Greater Perth	27	28922
Greater Perth	28	28911
Greater Perth	29	29560
Greater Perth	30	30933
Greater Perth	31	31741
Greater Perth	32	32155
Greater Perth	33	32406
Greater Perth	34	32823
Greater Perth	35	33110
Greater Perth	36	33197
Greater Perth	37	32835
Greater Perth	38	32712
Greater Perth	39	31581
Greater Perth	40	30868
Greater Perth	41	29218
Greater Perth	42	28497
Greater Perth	43	27722
Greater Perth	44	27177
Greater Perth	45	27339
Greater Perth	46	27261
Greater Perth	47	27172
Greater Perth	48	27723
Greater Perth	49	29020
Greater Perth	50	29489
Greater Perth	51	27579
Greater Perth	52	27596
Greater Perth	53	25996
Greater Perth	54	25395
Greater Perth	55	25056
Greater Perth	56	24989
Greater Perth	57	25481
Greater Perth	58	25420
Greater Perth	59	24773
Greater Perth	60	24330
Greater Perth	61	23655
Greater Perth	62	22852
Greater Perth	63	22124
Greater Perth	64	21517
Greater Perth	65	21706
Greater Perth	66	20769
Greater Perth	67	20011
Greater Perth	68	19605
Greater Perth	69	19035
Greater Perth	70	18488
Greater Perth	71	17968
Greater Perth	72	17417
Greater Perth	73	17098
Greater Perth	74	17859
Greater Perth	75	13774
Greater Perth	76	12992
Greater Perth	77	12473
Greater Perth	78	10852
Greater Perth	79	10769
Greater Perth	80	42242
Greater Perth	85	24962
Greater Perth	90	12083
Greater Perth	95	3350
Greater Perth	100	438
Rest of WA	0	5897
Rest of WA	1	6301
Rest of WA	2	6395
Rest of WA	3	6541
Rest of WA	4	6717
Rest of WA	5	7074
Rest of WA	6	7125
Rest of WA	7	7308
Rest of WA	8	7205
Rest of WA	9	7268
Rest of WA	10	7240
Rest of WA	11	7399
Rest of WA	12	7069
Rest of WA	13	7102
Rest of WA	14	7137
Rest of WA	15	6770
Rest of WA	16	6333
Rest of WA	17	6207
Rest of WA	18	5394
Rest of WA	19	4965
Rest of WA	20	4735
Rest of WA	21	4845
Rest of WA	22	5116
Rest of WA	23	5325
Rest of WA	24	5572
Rest of WA	25	5828
Rest of WA	26	6195
Rest of WA	27	6386
Rest of WA	28	6451
Rest of WA	29	6526
Rest of WA	30	6950
Rest of WA	31	7016
Rest of WA	32	7140
Rest of WA	33	7097
Rest of WA	34	7223
Rest of WA	35	7408
Rest of WA	36	7274
Rest of WA	37	7359
Rest of WA	38	7369
Rest of WA	39	7202
Rest of WA	40	7187
Rest of WA	41	6889
Rest of WA	42	6922
Rest of WA	43	6629
Rest of WA	44	6621
Rest of WA	45	6709
Rest of WA	46	6869
Rest of WA	47	6971
Rest of WA	48	7140
Rest of WA	49	7696
Rest of WA	50	7983
Rest of WA	51	7395
Rest of WA	52	7288
Rest of WA	53	7259
Rest of WA	54	6953
Rest of WA	55	7167
Rest of WA	56	7150
Rest of WA	57	7271
Rest of WA	58	7483
Rest of WA	59	7402
Rest of WA	60	7587
Rest of WA	61	7155
Rest of WA	62	7193
Rest of WA	63	6866
Rest of WA	64	6769
Rest of WA	65	6778
Rest of WA	66	6259
Rest of WA	67	5972
Rest of WA	68	5881
Rest of WA	69	5680
Rest of WA	70	5646
Rest of WA	71	5275
Rest of WA	72	5149
Rest of WA	73	4906
Rest of WA	74	5116
Rest of WA	75	3907
Rest of WA	76	3677
Rest of WA	77	3493
Rest of WA	78	2946
Rest of WA	79	3024
Rest of WA	80	10826
Rest of WA	85	5918
Rest of WA	90	2585
Rest of WA	95	658
Rest of WA	100	78
No usual address (Tas.)	0	3
No usual address (Tas.)	1	15
No usual address (Tas.)	2	11
No usual address (Tas.)	3	8
No usual address (Tas.)	4	6
No usual address (Tas.)	5	8
No usual address (Tas.)	6	8
No usual address (Tas.)	7	7
No usual address (Tas.)	8	12
No usual address (Tas.)	9	14
No usual address (Tas.)	10	13
No usual address (Tas.)	11	8
No usual address (Tas.)	12	5
No usual address (Tas.)	13	10
No usual address (Tas.)	14	4
No usual address (Tas.)	15	14
No usual address (Tas.)	16	11
No usual address (Tas.)	17	22
No usual address (Tas.)	18	20
No usual address (Tas.)	19	27
No usual address (Tas.)	20	38
No usual address (Tas.)	21	26
No usual address (Tas.)	22	16
No usual address (Tas.)	23	20
No usual address (Tas.)	24	15
No usual address (Tas.)	25	20
No usual address (Tas.)	26	30
No usual address (Tas.)	27	23
No usual address (Tas.)	28	23
No usual address (Tas.)	29	18
No usual address (Tas.)	30	34
No usual address (Tas.)	31	20
No usual address (Tas.)	32	24
No usual address (Tas.)	33	19
No usual address (Tas.)	34	16
No usual address (Tas.)	35	18
No usual address (Tas.)	36	15
No usual address (Tas.)	37	20
No usual address (Tas.)	38	6
No usual address (Tas.)	39	24
No usual address (Tas.)	40	29
No usual address (Tas.)	41	27
No usual address (Tas.)	42	20
No usual address (Tas.)	43	19
No usual address (Tas.)	44	14
No usual address (Tas.)	45	23
No usual address (Tas.)	46	20
No usual address (Tas.)	47	7
No usual address (Tas.)	48	20
No usual address (Tas.)	49	17
No usual address (Tas.)	50	35
No usual address (Tas.)	51	16
No usual address (Tas.)	52	22
No usual address (Tas.)	53	29
No usual address (Tas.)	54	15
No usual address (Tas.)	55	19
No usual address (Tas.)	56	22
No usual address (Tas.)	57	24
No usual address (Tas.)	58	17
No usual address (Tas.)	59	24
No usual address (Tas.)	60	28
No usual address (Tas.)	61	24
No usual address (Tas.)	62	14
No usual address (Tas.)	63	19
No usual address (Tas.)	64	17
No usual address (Tas.)	65	14
No usual address (Tas.)	66	14
No usual address (Tas.)	67	23
No usual address (Tas.)	68	18
No usual address (Tas.)	69	22
No usual address (Tas.)	70	13
No usual address (Tas.)	71	21
No usual address (Tas.)	72	10
No usual address (Tas.)	73	9
No usual address (Tas.)	74	13
No usual address (Tas.)	75	8
No usual address (Tas.)	76	5
No usual address (Tas.)	79	9
No usual address (Tas.)	80	6
No usual address (Tas.)	85	3
Greater Hobart	0	2555
Greater Hobart	1	2621
Greater Hobart	2	2541
Greater Hobart	3	2497
Greater Hobart	4	2639
Greater Hobart	5	2841
Greater Hobart	6	2747
Greater Hobart	7	2837
Greater Hobart	8	2840
Greater Hobart	9	2777
Greater Hobart	10	2990
Greater Hobart	11	2868
Greater Hobart	12	2940
Greater Hobart	13	2961
Greater Hobart	14	2915
Greater Hobart	15	2771
Greater Hobart	16	2780
Greater Hobart	17	2596
Greater Hobart	18	2551
Greater Hobart	19	2616
Greater Hobart	20	2799
Greater Hobart	21	2732
Greater Hobart	22	2944
Greater Hobart	23	3067
Greater Hobart	24	3274
Greater Hobart	25	3614
Greater Hobart	26	3946
Greater Hobart	27	4150
Greater Hobart	28	4089
Greater Hobart	29	4118
Greater Hobart	30	4227
Greater Hobart	31	4180
Greater Hobart	32	4002
Greater Hobart	33	3761
Greater Hobart	34	3667
Greater Hobart	35	3662
Greater Hobart	36	3564
Greater Hobart	37	3351
Greater Hobart	38	3288
Greater Hobart	39	3258
Greater Hobart	40	3091
Greater Hobart	41	3001
Greater Hobart	42	2872
Greater Hobart	43	2809
Greater Hobart	44	2757
Greater Hobart	45	2836
Greater Hobart	46	2836
Greater Hobart	47	3023
Greater Hobart	48	2917
Greater Hobart	49	3105
Greater Hobart	50	3212
Greater Hobart	51	3021
Greater Hobart	52	3052
Greater Hobart	53	2872
Greater Hobart	54	2776
Greater Hobart	55	2564
Greater Hobart	56	2851
Greater Hobart	57	3152
Greater Hobart	58	3074
Greater Hobart	59	3153
Greater Hobart	60	3171
Greater Hobart	61	3056
Greater Hobart	62	3026
Greater Hobart	63	2950
Greater Hobart	64	2936
Greater Hobart	65	2885
Greater Hobart	66	2758
Greater Hobart	67	2646
Greater Hobart	68	2736
Greater Hobart	69	2740
Greater Hobart	70	2584
Greater Hobart	71	2526
Greater Hobart	72	2308
Greater Hobart	73	2374
Greater Hobart	74	2581
Greater Hobart	75	1980
Greater Hobart	76	1803
Greater Hobart	77	1778
Greater Hobart	78	1554
Greater Hobart	79	1471
Greater Hobart	80	6011
Greater Hobart	85	3425
Greater Hobart	90	1700
Greater Hobart	95	447
Greater Hobart	100	58
Rest of Tas.	0	2929
Rest of Tas.	1	3013
Rest of Tas.	2	3110
Rest of Tas.	3	3123
Rest of Tas.	4	3210
Rest of Tas.	5	3284
Rest of Tas.	6	3344
Rest of Tas.	7	3452
Rest of Tas.	8	3492
Rest of Tas.	9	3486
Rest of Tas.	10	3563
Rest of Tas.	11	3541
Rest of Tas.	12	3868
Rest of Tas.	13	3705
Rest of Tas.	14	3809
Rest of Tas.	15	3702
Rest of Tas.	16	3458
Rest of Tas.	17	3317
Rest of Tas.	18	3158
Rest of Tas.	19	3015
Rest of Tas.	20	3063
Rest of Tas.	21	3240
Rest of Tas.	22	3256
Rest of Tas.	23	3136
Rest of Tas.	24	3388
Rest of Tas.	25	3496
Rest of Tas.	26	3809
Rest of Tas.	27	3819
Rest of Tas.	28	3816
Rest of Tas.	29	3778
Rest of Tas.	30	3755
Rest of Tas.	31	3677
Rest of Tas.	32	3529
Rest of Tas.	33	3518
Rest of Tas.	34	3474
Rest of Tas.	35	3485
Rest of Tas.	36	3570
Rest of Tas.	37	3544
Rest of Tas.	38	3397
Rest of Tas.	39	3496
Rest of Tas.	40	3415
Rest of Tas.	41	3201
Rest of Tas.	42	3422
Rest of Tas.	43	3324
Rest of Tas.	44	3240
Rest of Tas.	45	3426
Rest of Tas.	46	3512
Rest of Tas.	47	3517
Rest of Tas.	48	3874
Rest of Tas.	49	4093
Rest of Tas.	50	4370
Rest of Tas.	51	4164
Rest of Tas.	52	4205
Rest of Tas.	53	4094
Rest of Tas.	54	4080
Rest of Tas.	55	4089
Rest of Tas.	56	4178
Rest of Tas.	57	4438
Rest of Tas.	58	4562
Rest of Tas.	59	4825
Rest of Tas.	60	4849
Rest of Tas.	61	4705
Rest of Tas.	62	4616
Rest of Tas.	63	4520
Rest of Tas.	64	4460
Rest of Tas.	65	4462
Rest of Tas.	66	4305
Rest of Tas.	67	4237
Rest of Tas.	68	4174
Rest of Tas.	69	4095
Rest of Tas.	70	3996
Rest of Tas.	71	3984
Rest of Tas.	72	3794
Rest of Tas.	73	3700
Rest of Tas.	74	3936
Rest of Tas.	75	3100
Rest of Tas.	76	2905
Rest of Tas.	77	2794
Rest of Tas.	78	2324
Rest of Tas.	79	2294
Rest of Tas.	80	8596
Rest of Tas.	85	4712
Rest of Tas.	90	2098
Rest of Tas.	95	510
Rest of Tas.	100	45
No usual address (NT)	0	22
No usual address (NT)	1	35
No usual address (NT)	2	34
No usual address (NT)	3	44
No usual address (NT)	4	25
No usual address (NT)	5	42
No usual address (NT)	6	31
No usual address (NT)	7	35
No usual address (NT)	8	23
No usual address (NT)	9	40
No usual address (NT)	10	34
No usual address (NT)	11	29
No usual address (NT)	12	26
No usual address (NT)	13	15
No usual address (NT)	14	11
No usual address (NT)	15	18
No usual address (NT)	16	15
No usual address (NT)	17	8
No usual address (NT)	18	23
No usual address (NT)	19	31
No usual address (NT)	20	31
No usual address (NT)	21	32
No usual address (NT)	22	33
No usual address (NT)	23	42
No usual address (NT)	24	41
No usual address (NT)	25	67
No usual address (NT)	26	64
No usual address (NT)	27	72
No usual address (NT)	28	56
No usual address (NT)	29	70
No usual address (NT)	30	69
No usual address (NT)	31	67
No usual address (NT)	32	65
No usual address (NT)	33	71
No usual address (NT)	34	58
No usual address (NT)	35	57
No usual address (NT)	36	66
No usual address (NT)	37	60
No usual address (NT)	38	44
No usual address (NT)	39	65
No usual address (NT)	40	54
No usual address (NT)	41	69
No usual address (NT)	42	45
No usual address (NT)	43	56
No usual address (NT)	44	46
No usual address (NT)	45	64
No usual address (NT)	46	45
No usual address (NT)	47	62
No usual address (NT)	48	55
No usual address (NT)	49	69
No usual address (NT)	50	61
No usual address (NT)	51	62
No usual address (NT)	52	57
No usual address (NT)	53	62
No usual address (NT)	54	55
No usual address (NT)	55	46
No usual address (NT)	56	64
No usual address (NT)	57	51
No usual address (NT)	58	72
No usual address (NT)	59	57
No usual address (NT)	60	54
No usual address (NT)	61	61
No usual address (NT)	62	54
No usual address (NT)	63	50
No usual address (NT)	64	57
No usual address (NT)	65	51
No usual address (NT)	66	40
No usual address (NT)	67	45
No usual address (NT)	68	35
No usual address (NT)	69	38
No usual address (NT)	70	27
No usual address (NT)	71	23
No usual address (NT)	72	18
No usual address (NT)	73	19
No usual address (NT)	74	14
No usual address (NT)	75	8
No usual address (NT)	76	12
No usual address (NT)	77	6
No usual address (NT)	79	5
No usual address (NT)	80	13
No usual address (NT)	85	7
Migratory - Offshore - Shipping (NT)	17	7
Migratory - Offshore - Shipping (NT)	23	3
Migratory - Offshore - Shipping (NT)	28	3
Migratory - Offshore - Shipping (NT)	30	3
Migratory - Offshore - Shipping (NT)	31	3
Migratory - Offshore - Shipping (NT)	32	7
Migratory - Offshore - Shipping (NT)	33	5
Migratory - Offshore - Shipping (NT)	34	5
Migratory - Offshore - Shipping (NT)	36	4
Migratory - Offshore - Shipping (NT)	38	4
Migratory - Offshore - Shipping (NT)	39	3
Migratory - Offshore - Shipping (NT)	40	4
Migratory - Offshore - Shipping (NT)	44	6
Migratory - Offshore - Shipping (NT)	45	5
Migratory - Offshore - Shipping (NT)	50	3
Migratory - Offshore - Shipping (NT)	51	3
Migratory - Offshore - Shipping (NT)	57	3
Migratory - Offshore - Shipping (NT)	60	4
Migratory - Offshore - Shipping (NT)	61	3
Migratory - Offshore - Shipping (NT)	62	9
Greater Darwin	0	1926
Greater Darwin	1	1890
Greater Darwin	2	1918
Greater Darwin	3	1868
Greater Darwin	4	1941
Greater Darwin	5	1918
Greater Darwin	6	1960
Greater Darwin	7	1955
Greater Darwin	8	1946
Greater Darwin	9	1945
Greater Darwin	10	1809
Greater Darwin	11	1853
Greater Darwin	12	1764
Greater Darwin	13	1860
Greater Darwin	14	1725
Greater Darwin	15	1647
Greater Darwin	16	1606
Greater Darwin	17	1517
Greater Darwin	18	1520
Greater Darwin	19	1357
Greater Darwin	20	1554
Greater Darwin	21	1588
Greater Darwin	22	1801
Greater Darwin	23	1996
Greater Darwin	24	2104
Greater Darwin	25	2346
Greater Darwin	26	2488
Greater Darwin	27	2567
Greater Darwin	28	2628
Greater Darwin	29	2561
Greater Darwin	30	2786
Greater Darwin	31	2779
Greater Darwin	32	2615
Greater Darwin	33	2649
Greater Darwin	34	2531
Greater Darwin	35	2511
Greater Darwin	36	2389
Greater Darwin	37	2431
Greater Darwin	38	2318
Greater Darwin	39	2200
Greater Darwin	40	2158
Greater Darwin	41	2124
Greater Darwin	42	2091
Greater Darwin	43	1952
Greater Darwin	44	1937
Greater Darwin	45	1878
Greater Darwin	46	1854
Greater Darwin	47	1843
Greater Darwin	48	1887
Greater Darwin	49	1878
Greater Darwin	50	2015
Greater Darwin	51	1900
Greater Darwin	52	1799
Greater Darwin	53	1687
Greater Darwin	54	1663
Greater Darwin	55	1668
Greater Darwin	56	1575
Greater Darwin	57	1518
Greater Darwin	58	1609
Greater Darwin	59	1553
Greater Darwin	60	1522
Greater Darwin	61	1389
Greater Darwin	62	1347
Greater Darwin	63	1243
Greater Darwin	64	1212
Greater Darwin	65	1128
Greater Darwin	66	1123
Greater Darwin	67	1080
Greater Darwin	68	1002
Greater Darwin	69	922
Greater Darwin	70	925
Greater Darwin	71	882
Greater Darwin	72	787
Greater Darwin	73	754
Greater Darwin	74	769
Greater Darwin	75	575
Greater Darwin	76	492
Greater Darwin	77	452
Greater Darwin	78	392
Greater Darwin	79	395
Greater Darwin	80	1306
Greater Darwin	85	547
Greater Darwin	90	232
Greater Darwin	95	53
Greater Darwin	100	3
Rest of NT	0	1106
Rest of NT	1	1410
Rest of NT	2	1279
Rest of NT	3	1330
Rest of NT	4	1379
Rest of NT	5	1401
Rest of NT	6	1496
Rest of NT	7	1313
Rest of NT	8	1323
Rest of NT	9	1409
Rest of NT	10	1448
Rest of NT	11	1397
Rest of NT	12	1352
Rest of NT	13	1217
Rest of NT	14	1289
Rest of NT	15	1257
Rest of NT	16	1200
Rest of NT	17	1252
Rest of NT	18	1305
Rest of NT	19	1403
Rest of NT	20	1396
Rest of NT	21	1276
Rest of NT	22	1274
Rest of NT	23	1294
Rest of NT	24	1314
Rest of NT	25	1536
Rest of NT	26	1549
Rest of NT	27	1582
Rest of NT	28	1644
Rest of NT	29	1719
Rest of NT	30	1850
Rest of NT	31	1657
Rest of NT	32	1634
Rest of NT	33	1527
Rest of NT	34	1567
Rest of NT	35	1621
Rest of NT	36	1524
Rest of NT	37	1444
Rest of NT	38	1403
Rest of NT	39	1242
Rest of NT	40	1558
Rest of NT	41	1095
Rest of NT	42	1174
Rest of NT	43	1045
Rest of NT	44	1007
Rest of NT	45	1153
Rest of NT	46	984
Rest of NT	47	1077
Rest of NT	48	1094
Rest of NT	49	1113
Rest of NT	50	1298
Rest of NT	51	1115
Rest of NT	52	1084
Rest of NT	53	1033
Rest of NT	54	1017
Rest of NT	55	1031
Rest of NT	56	962
Rest of NT	57	976
Rest of NT	58	942
Rest of NT	59	940
Rest of NT	60	986
Rest of NT	61	781
Rest of NT	62	823
Rest of NT	63	790
Rest of NT	64	766
Rest of NT	65	749
Rest of NT	66	619
Rest of NT	67	592
Rest of NT	68	527
Rest of NT	69	476
Rest of NT	70	477
Rest of NT	71	424
Rest of NT	72	343
Rest of NT	73	307
Rest of NT	74	286
Rest of NT	75	244
Rest of NT	76	207
Rest of NT	77	179
Rest of NT	78	175
Rest of NT	79	147
Rest of NT	80	555
Rest of NT	85	211
Rest of NT	90	91
Rest of NT	95	19
Rest of NT	100	5
No usual address (ACT)	0	4
No usual address (ACT)	1	5
No usual address (ACT)	3	11
No usual address (ACT)	4	5
No usual address (ACT)	6	3
No usual address (ACT)	7	3
No usual address (ACT)	10	3
No usual address (ACT)	11	4
No usual address (ACT)	12	4
No usual address (ACT)	16	13
No usual address (ACT)	17	12
No usual address (ACT)	18	18
No usual address (ACT)	19	11
No usual address (ACT)	20	18
No usual address (ACT)	21	17
No usual address (ACT)	22	19
No usual address (ACT)	23	11
No usual address (ACT)	24	16
No usual address (ACT)	25	8
No usual address (ACT)	26	12
No usual address (ACT)	27	11
No usual address (ACT)	28	17
No usual address (ACT)	29	13
No usual address (ACT)	30	11
No usual address (ACT)	31	13
No usual address (ACT)	32	9
No usual address (ACT)	33	9
No usual address (ACT)	34	3
No usual address (ACT)	35	19
No usual address (ACT)	36	7
No usual address (ACT)	37	9
No usual address (ACT)	38	4
No usual address (ACT)	39	4
No usual address (ACT)	40	14
No usual address (ACT)	41	7
No usual address (ACT)	42	19
No usual address (ACT)	43	6
No usual address (ACT)	44	17
No usual address (ACT)	45	15
No usual address (ACT)	46	10
No usual address (ACT)	47	3
No usual address (ACT)	48	6
No usual address (ACT)	49	13
No usual address (ACT)	50	5
No usual address (ACT)	51	15
No usual address (ACT)	52	6
No usual address (ACT)	53	11
No usual address (ACT)	56	5
No usual address (ACT)	57	12
No usual address (ACT)	58	7
No usual address (ACT)	59	5
No usual address (ACT)	60	17
No usual address (ACT)	61	5
No usual address (ACT)	62	12
No usual address (ACT)	63	4
No usual address (ACT)	64	7
No usual address (ACT)	65	3
No usual address (ACT)	67	9
No usual address (ACT)	68	8
No usual address (ACT)	69	4
No usual address (ACT)	70	5
No usual address (ACT)	72	6
No usual address (ACT)	73	6
No usual address (ACT)	74	3
No usual address (ACT)	75	3
No usual address (ACT)	76	3
No usual address (ACT)	80	6
No usual address (ACT)	85	4
Australian Capital Territory	0	5117
Australian Capital Territory	1	5309
Australian Capital Territory	2	5322
Australian Capital Territory	3	5256
Australian Capital Territory	4	5659
Australian Capital Territory	5	5816
Australian Capital Territory	6	5897
Australian Capital Territory	7	5871
Australian Capital Territory	8	5888
Australian Capital Territory	9	5686
Australian Capital Territory	10	5628
Australian Capital Territory	11	5720
Australian Capital Territory	12	5365
Australian Capital Territory	13	5196
Australian Capital Territory	14	5173
Australian Capital Territory	15	5078
Australian Capital Territory	16	4721
Australian Capital Territory	17	4696
Australian Capital Territory	18	5691
Australian Capital Territory	19	6103
Australian Capital Territory	20	6298
Australian Capital Territory	21	6693
Australian Capital Territory	22	6857
Australian Capital Territory	23	7117
Australian Capital Territory	24	7211
Australian Capital Territory	25	7378
Australian Capital Territory	26	7833
Australian Capital Territory	27	7975
Australian Capital Territory	28	8077
Australian Capital Territory	29	7955
Australian Capital Territory	30	7921
Australian Capital Territory	31	7928
Australian Capital Territory	32	7612
Australian Capital Territory	33	7449
Australian Capital Territory	34	7505
Australian Capital Territory	35	7516
Australian Capital Territory	36	7571
Australian Capital Territory	37	7492
Australian Capital Territory	38	7320
Australian Capital Territory	39	7294
Australian Capital Territory	40	7056
Australian Capital Territory	41	6583
Australian Capital Territory	42	6417
Australian Capital Territory	43	6034
Australian Capital Territory	44	5999
Australian Capital Territory	45	5709
Australian Capital Territory	46	5962
Australian Capital Territory	47	5756
Australian Capital Territory	48	5884
Australian Capital Territory	49	5927
Australian Capital Territory	50	6047
Australian Capital Territory	51	5547
Australian Capital Territory	52	5344
Australian Capital Territory	53	5090
Australian Capital Territory	54	4857
Australian Capital Territory	55	4864
Australian Capital Territory	56	4794
Australian Capital Territory	57	4755
Australian Capital Territory	58	4680
Australian Capital Territory	59	4798
Australian Capital Territory	60	4601
Australian Capital Territory	61	4426
