GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
No usual address (Qld)	CHN	2018	12
No usual address (Qld)	CHN	2019	24
No usual address (Qld)	CHN	2020	4
No usual address (Qld)	CHN	2021	4
No usual address (Qld)	DEU		11
No usual address (Qld)	DEU	1951	4
No usual address (Qld)	DEU	1960	4
No usual address (Qld)	DEU	1970	14
No usual address (Qld)	DEU	1980	5
No usual address (Qld)	DEU	1990	4
No usual address (Qld)	DEU	2000	3
No usual address (Qld)	DEU	2010	6
No usual address (Qld)	DEU	2015	12
No usual address (Qld)	DEU	2016	6
No usual address (Qld)	DEU	2018	7
No usual address (Qld)	DEU	2019	26
No usual address (Qld)	DEU	2020	8
No usual address (Qld)	DEU	2021	3
No usual address (Qld)	FJI		3
No usual address (Qld)	FJI	1980	5
No usual address (Qld)	FJI	1990	4
No usual address (Qld)	FJI	2010	3
No usual address (Qld)	FJI	2015	3
No usual address (Qld)	GBR		42
No usual address (Qld)	GBR	1951	7
No usual address (Qld)	GBR	1960	40
No usual address (Qld)	GBR	1970	168
No usual address (Qld)	GBR	1980	110
No usual address (Qld)	GBR	1990	75
No usual address (Qld)	GBR	2000	29
No usual address (Qld)	GBR	2010	93
No usual address (Qld)	GBR	2015	44
No usual address (Qld)	GBR	2016	13
No usual address (Qld)	GBR	2017	3
No usual address (Qld)	GBR	2018	23
No usual address (Qld)	GBR	2019	52
No usual address (Qld)	GBR	2020	35
No usual address (Qld)	GBR	2021	15
No usual address (Qld)	HKG	1970	3
No usual address (Qld)	HKG	2010	4
No usual address (Qld)	HKG	2015	4
No usual address (Qld)	IDN	1960	3
No usual address (Qld)	IDN	1980	3
No usual address (Qld)	IDN	2018	5
No usual address (Qld)	IDN	2019	8
No usual address (Qld)	IDN	2020	4
No usual address (Qld)	IND	1990	3
No usual address (Qld)	IND	2000	3
No usual address (Qld)	IND	2010	6
No usual address (Qld)	IND	2015	8
No usual address (Qld)	IND	2016	3
No usual address (Qld)	IND	2018	8
No usual address (Qld)	IND	2019	3
No usual address (Qld)	IND	2020	6
No usual address (Qld)	IRL		6
No usual address (Qld)	IRL	1990	9
No usual address (Qld)	IRL	2010	8
No usual address (Qld)	IRL	2015	8
No usual address (Qld)	IRL	2018	6
No usual address (Qld)	IRL	2019	14
No usual address (Qld)	IRL	2020	5
No usual address (Qld)	IRN		3
No usual address (Qld)	IRQ	2015	3
No usual address (Qld)	ITA		4
No usual address (Qld)	ITA	1960	3
No usual address (Qld)	ITA	1990	4
No usual address (Qld)	ITA	2015	4
No usual address (Qld)	ITA	2016	3
No usual address (Qld)	ITA	2018	5
No usual address (Qld)	ITA	2019	17
No usual address (Qld)	ITA	2020	12
No usual address (Qld)	JPN	2010	3
No usual address (Qld)	JPN	2019	6
No usual address (Qld)	JPN	2020	4
No usual address (Qld)	JPN	2021	4
No usual address (Qld)	KOR	2010	3
No usual address (Qld)	KOR	2018	5
No usual address (Qld)	KOR	2019	6
No usual address (Qld)	KOR	2020	6
No usual address (Qld)	KOR	2021	4
No usual address (Qld)	LBN	1980	3
No usual address (Qld)	LKA	2015	3
No usual address (Qld)	MYS	1970	3
No usual address (Qld)	MYS	1990	5
No usual address (Qld)	MYS	2000	3
No usual address (Qld)	MYS	2010	3
No usual address (Qld)	MYS	2015	4
No usual address (Qld)	MYS	2016	4
No usual address (Qld)	MYS	2019	3
No usual address (Qld)	NLD		5
No usual address (Qld)	NLD	1960	23
No usual address (Qld)	NLD	1970	3
No usual address (Qld)	NLD	1980	4
No usual address (Qld)	NLD	1990	12
No usual address (Qld)	NLD	2000	3
No usual address (Qld)	NLD	2010	3
No usual address (Qld)	NLD	2019	6
No usual address (Qld)	NLD	2020	6
No usual address (Qld)	NLD	2021	5
No usual address (Qld)	NZL		69
No usual address (Qld)	NZL	1970	23
No usual address (Qld)	NZL	1980	81
No usual address (Qld)	NZL	1990	109
No usual address (Qld)	NZL	2000	94
No usual address (Qld)	NZL	2010	94
No usual address (Qld)	NZL	2015	45
No usual address (Qld)	NZL	2016	6
No usual address (Qld)	NZL	2018	8
No usual address (Qld)	NZL	2019	14
No usual address (Qld)	NZL	2020	7
No usual address (Qld)	NZL	2021	14
No usual address (Qld)	PAK	2010	3
No usual address (Qld)	PAK	2016	7
No usual address (Qld)	PAK	2021	6
No usual address (Qld)	PHL		9
No usual address (Qld)	PHL	1980	4
No usual address (Qld)	PHL	1990	8
No usual address (Qld)	PHL	2000	3
No usual address (Qld)	PHL	2010	16
No usual address (Qld)	PHL	2015	5
No usual address (Qld)	PHL	2016	5
No usual address (Qld)	PHL	2017	3
No usual address (Qld)	PHL	2018	4
No usual address (Qld)	PHL	2019	5
No usual address (Qld)	POL	1970	3
No usual address (Qld)	POL	1990	5
No usual address (Qld)	POL	2010	5
No usual address (Qld)	SGP	2000	4
No usual address (Qld)	THA	2010	6
No usual address (Qld)	THA	2015	11
No usual address (Qld)	THA	2019	6
No usual address (Qld)	THA	2021	3
No usual address (Qld)	TWN		3
No usual address (Qld)	TWN	2016	4
No usual address (Qld)	TWN	2017	3
No usual address (Qld)	TWN	2018	6
No usual address (Qld)	TWN	2019	16
No usual address (Qld)	TWN	2020	4
No usual address (Qld)	TWN	2021	3
No usual address (Qld)	USA		6
No usual address (Qld)	USA	1970	7
No usual address (Qld)	USA	1980	6
No usual address (Qld)	USA	1990	5
No usual address (Qld)	USA	2000	9
No usual address (Qld)	USA	2010	8
No usual address (Qld)	USA	2015	8
No usual address (Qld)	USA	2018	3
No usual address (Qld)	USA	2019	10
No usual address (Qld)	USA	2020	8
No usual address (Qld)	VNM	1990	3
No usual address (Qld)	VNM	2010	4
No usual address (Qld)	VNM	2015	3
No usual address (Qld)	VNM	2019	4
No usual address (Qld)	VNM	2020	3
No usual address (Qld)	ZAF	1970	6
No usual address (Qld)	ZAF	1980	7
No usual address (Qld)	ZAF	1990	7
No usual address (Qld)	ZAF	2000	9
No usual address (Qld)	ZAF	2010	30
No usual address (Qld)	ZAF	2020	3
No usual address (Qld)	ZAF	2021	22
Migratory - Offshore - Shipping (Qld)	ITA	2019	3
Migratory - Offshore - Shipping (Qld)	PHL	2016	6
Migratory - Offshore - Shipping (Qld)	PHL	2017	8
Greater Brisbane			2640
Greater Brisbane		1951	739
Greater Brisbane		1960	2028
Greater Brisbane		1970	5479
Greater Brisbane		1980	8688
Greater Brisbane		1990	12287
Greater Brisbane		2000	14802
Greater Brisbane		2010	28282
Greater Brisbane		2015	17501
Greater Brisbane		2016	4824
Greater Brisbane		2017	4462
Greater Brisbane		2018	5386
Greater Brisbane		2019	6567
Greater Brisbane		2020	2603
Greater Brisbane		2021	585
Greater Brisbane	AFG		98
Greater Brisbane	AFG	1980	7
Greater Brisbane	AFG	1990	85
Greater Brisbane	AFG	2000	294
Greater Brisbane	AFG	2010	1070
Greater Brisbane	AFG	2015	1651
Greater Brisbane	AFG	2016	239
Greater Brisbane	AFG	2017	229
Greater Brisbane	AFG	2018	152
Greater Brisbane	AFG	2019	212
Greater Brisbane	AFG	2020	138
Greater Brisbane	AFG	2021	115
Greater Brisbane	BGD		23
Greater Brisbane	BGD	1970	5
Greater Brisbane	BGD	1980	25
Greater Brisbane	BGD	1990	43
Greater Brisbane	BGD	2000	208
Greater Brisbane	BGD	2010	929
Greater Brisbane	BGD	2015	527
Greater Brisbane	BGD	2016	117
Greater Brisbane	BGD	2017	121
Greater Brisbane	BGD	2018	146
Greater Brisbane	BGD	2019	92
Greater Brisbane	BGD	2020	49
Greater Brisbane	BGD	2021	33
Greater Brisbane	CAN		94
Greater Brisbane	CAN	1951	15
Greater Brisbane	CAN	1960	49
Greater Brisbane	CAN	1970	294
Greater Brisbane	CAN	1980	586
Greater Brisbane	CAN	1990	689
Greater Brisbane	CAN	2000	740
Greater Brisbane	CAN	2010	1484
Greater Brisbane	CAN	2015	1012
Greater Brisbane	CAN	2016	180
Greater Brisbane	CAN	2017	205
Greater Brisbane	CAN	2018	278
Greater Brisbane	CAN	2019	238
Greater Brisbane	CAN	2020	142
Greater Brisbane	CAN	2021	77
Greater Brisbane	CHN		783
Greater Brisbane	CHN	1951	78
Greater Brisbane	CHN	1960	287
Greater Brisbane	CHN	1970	278
Greater Brisbane	CHN	1980	307
Greater Brisbane	CHN	1990	1945
Greater Brisbane	CHN	2000	3031
Greater Brisbane	CHN	2010	13468
Greater Brisbane	CHN	2015	8495
Greater Brisbane	CHN	2016	2462
Greater Brisbane	CHN	2017	2767
Greater Brisbane	CHN	2018	2714
Greater Brisbane	CHN	2019	3835
Greater Brisbane	CHN	2020	1318
Greater Brisbane	CHN	2021	213
Greater Brisbane	DEU		237
Greater Brisbane	DEU	1951	1093
Greater Brisbane	DEU	1960	1361
Greater Brisbane	DEU	1970	908
Greater Brisbane	DEU	1980	732
Greater Brisbane	DEU	1990	1269
Greater Brisbane	DEU	2000	820
Greater Brisbane	DEU	2010	1616
Greater Brisbane	DEU	2015	641
Greater Brisbane	DEU	2016	147
Greater Brisbane	DEU	2017	130
Greater Brisbane	DEU	2018	144
Greater Brisbane	DEU	2019	220
Greater Brisbane	DEU	2020	109
Greater Brisbane	DEU	2021	53
Greater Brisbane	EGY		41
Greater Brisbane	EGY	1951	37
Greater Brisbane	EGY	1960	119
Greater Brisbane	EGY	1970	137
Greater Brisbane	EGY	1980	66
Greater Brisbane	EGY	1990	105
Greater Brisbane	EGY	2000	116
Greater Brisbane	EGY	2010	408
Greater Brisbane	EGY	2015	243
Greater Brisbane	EGY	2016	59
Greater Brisbane	EGY	2017	64
Greater Brisbane	EGY	2018	54
Greater Brisbane	EGY	2019	92
Greater Brisbane	EGY	2020	67
Greater Brisbane	EGY	2021	19
Greater Brisbane	FJI		219
Greater Brisbane	FJI	1951	18
Greater Brisbane	FJI	1960	51
Greater Brisbane	FJI	1970	207
Greater Brisbane	FJI	1980	552
Greater Brisbane	FJI	1990	2415
Greater Brisbane	FJI	2000	2430
Greater Brisbane	FJI	2010	2771
Greater Brisbane	FJI	2015	1137
Greater Brisbane	FJI	2016	197
Greater Brisbane	FJI	2017	200
Greater Brisbane	FJI	2018	212
Greater Brisbane	FJI	2019	231
Greater Brisbane	FJI	2020	114
Greater Brisbane	FJI	2021	59
Greater Brisbane	GBR		2981
Greater Brisbane	GBR	1951	1996
Greater Brisbane	GBR	1960	6732
Greater Brisbane	GBR	1970	20196
Greater Brisbane	GBR	1980	15199
Greater Brisbane	GBR	1990	13367
Greater Brisbane	GBR	2000	10189
Greater Brisbane	GBR	2010	25632
Greater Brisbane	GBR	2015	10456
Greater Brisbane	GBR	2016	1640
Greater Brisbane	GBR	2017	1485
Greater Brisbane	GBR	2018	1308
Greater Brisbane	GBR	2019	1545
Greater Brisbane	GBR	2020	852
Greater Brisbane	GBR	2021	339
Greater Brisbane	GRC		133
Greater Brisbane	GRC	1951	107
Greater Brisbane	GRC	1960	593
Greater Brisbane	GRC	1970	704
Greater Brisbane	GRC	1980	234
Greater Brisbane	GRC	1990	135
Greater Brisbane	GRC	2000	82
Greater Brisbane	GRC	2010	77
Greater Brisbane	GRC	2015	121
Greater Brisbane	GRC	2016	14
Greater Brisbane	GRC	2017	19
Greater Brisbane	GRC	2018	20
Greater Brisbane	GRC	2019	15
Greater Brisbane	GRC	2020	3
Greater Brisbane	GRC	2021	5
Greater Brisbane	HKG		214
Greater Brisbane	HKG	1951	22
Greater Brisbane	HKG	1960	73
Greater Brisbane	HKG	1970	173
Greater Brisbane	HKG	1980	480
Greater Brisbane	HKG	1990	1670
Greater Brisbane	HKG	2000	2150
Greater Brisbane	HKG	2010	1694
Greater Brisbane	HKG	2015	1217
Greater Brisbane	HKG	2016	357
Greater Brisbane	HKG	2017	304
Greater Brisbane	HKG	2018	383
Greater Brisbane	HKG	2019	518
Greater Brisbane	HKG	2020	399
Greater Brisbane	HKG	2021	145
Greater Brisbane	HRV		47
Greater Brisbane	HRV	1951	12
Greater Brisbane	HRV	1960	139
Greater Brisbane	HRV	1970	648
Greater Brisbane	HRV	1980	240
Greater Brisbane	HRV	1990	128
Greater Brisbane	HRV	2000	518
Greater Brisbane	HRV	2010	149
Greater Brisbane	HRV	2015	54
Greater Brisbane	HRV	2016	7
Greater Brisbane	HRV	2017	9
Greater Brisbane	HRV	2018	8
Greater Brisbane	HRV	2019	6
Greater Brisbane	HRV	2020	7
Greater Brisbane	HRV	2021	4
Greater Brisbane	IDN		101
Greater Brisbane	IDN	1951	55
Greater Brisbane	IDN	1960	205
Greater Brisbane	IDN	1970	174
Greater Brisbane	IDN	1980	236
Greater Brisbane	IDN	1990	482
Greater Brisbane	IDN	2000	865
Greater Brisbane	IDN	2010	1392
Greater Brisbane	IDN	2015	672
Greater Brisbane	IDN	2016	171
Greater Brisbane	IDN	2017	195
Greater Brisbane	IDN	2018	215
Greater Brisbane	IDN	2019	275
Greater Brisbane	IDN	2020	183
Greater Brisbane	IDN	2021	25
Greater Brisbane	IND		828
Greater Brisbane	IND	1951	100
Greater Brisbane	IND	1960	101
Greater Brisbane	IND	1970	532
Greater Brisbane	IND	1980	616
Greater Brisbane	IND	1990	1095
Greater Brisbane	IND	2000	2087
Greater Brisbane	IND	2010	18544
Greater Brisbane	IND	2015	11715
Greater Brisbane	IND	2016	2650
Greater Brisbane	IND	2017	2894
Greater Brisbane	IND	2018	3886
Greater Brisbane	IND	2019	4611
Greater Brisbane	IND	2020	1606
Greater Brisbane	IND	2021	376
Greater Brisbane	IRL		170
Greater Brisbane	IRL	1951	48
Greater Brisbane	IRL	1960	202
Greater Brisbane	IRL	1970	481
Greater Brisbane	IRL	1980	639
Greater Brisbane	IRL	1990	1070
Greater Brisbane	IRL	2000	616
Greater Brisbane	IRL	2010	2176
Greater Brisbane	IRL	2015	1546
Greater Brisbane	IRL	2016	124
Greater Brisbane	IRL	2017	139
Greater Brisbane	IRL	2018	137
Greater Brisbane	IRL	2019	170
Greater Brisbane	IRL	2020	86
Greater Brisbane	IRL	2021	41
Greater Brisbane	IRN		116
Greater Brisbane	IRN	1951	4
Greater Brisbane	IRN	1960	16
Greater Brisbane	IRN	1970	18
Greater Brisbane	IRN	1980	64
Greater Brisbane	IRN	1990	356
Greater Brisbane	IRN	2000	373
Greater Brisbane	IRN	2010	1532
Greater Brisbane	IRN	2015	2447
Greater Brisbane	IRN	2016	298
Greater Brisbane	IRN	2017	279
Greater Brisbane	IRN	2018	288
Greater Brisbane	IRN	2019	310
Greater Brisbane	IRN	2020	118
Greater Brisbane	IRN	2021	77
Greater Brisbane	IRQ		57
Greater Brisbane	IRQ	1960	4
Greater Brisbane	IRQ	1970	16
Greater Brisbane	IRQ	1980	9
Greater Brisbane	IRQ	1990	33
Greater Brisbane	IRQ	2000	337
Greater Brisbane	IRQ	2010	705
Greater Brisbane	IRQ	2015	526
Greater Brisbane	IRQ	2016	437
Greater Brisbane	IRQ	2017	133
Greater Brisbane	IRQ	2018	87
Greater Brisbane	IRQ	2019	254
Greater Brisbane	IRQ	2020	67
Greater Brisbane	IRQ	2021	16
Greater Brisbane	ITA		268
Greater Brisbane	ITA	1951	280
Greater Brisbane	ITA	1960	1778
Greater Brisbane	ITA	1970	1454
Greater Brisbane	ITA	1980	429
Greater Brisbane	ITA	1990	203
Greater Brisbane	ITA	2000	211
Greater Brisbane	ITA	2010	502
Greater Brisbane	ITA	2015	756
Greater Brisbane	ITA	2016	147
Greater Brisbane	ITA	2017	145
Greater Brisbane	ITA	2018	123
Greater Brisbane	ITA	2019	172
Greater Brisbane	ITA	2020	61
Greater Brisbane	ITA	2021	11
Greater Brisbane	JPN		145
Greater Brisbane	JPN	1951	6
Greater Brisbane	JPN	1960	60
Greater Brisbane	JPN	1970	36
Greater Brisbane	JPN	1980	88
Greater Brisbane	JPN	1990	353
Greater Brisbane	JPN	2000	972
Greater Brisbane	JPN	2010	1854
Greater Brisbane	JPN	2015	827
Greater Brisbane	JPN	2016	172
Greater Brisbane	JPN	2017	224
Greater Brisbane	JPN	2018	252
Greater Brisbane	JPN	2019	357
Greater Brisbane	JPN	2020	223
Greater Brisbane	JPN	2021	75
Greater Brisbane	KOR		310
Greater Brisbane	KOR	1970	3
Greater Brisbane	KOR	1980	78
Greater Brisbane	KOR	1990	567
Greater Brisbane	KOR	2000	1272
Greater Brisbane	KOR	2010	5495
Greater Brisbane	KOR	2015	2694
Greater Brisbane	KOR	2016	509
Greater Brisbane	KOR	2017	523
Greater Brisbane	KOR	2018	628
Greater Brisbane	KOR	2019	845
Greater Brisbane	KOR	2020	311
Greater Brisbane	KOR	2021	64
Greater Brisbane	LBN		38
Greater Brisbane	LBN	1951	7
Greater Brisbane	LBN	1960	26
Greater Brisbane	LBN	1970	140
Greater Brisbane	LBN	1980	227
Greater Brisbane	LBN	1990	180
Greater Brisbane	LBN	2000	121
Greater Brisbane	LBN	2010	203
Greater Brisbane	LBN	2015	97
Greater Brisbane	LBN	2016	30
Greater Brisbane	LBN	2017	26
Greater Brisbane	LBN	2018	15
Greater Brisbane	LBN	2019	29
Greater Brisbane	LBN	2020	15
Greater Brisbane	LBN	2021	7
Greater Brisbane	LKA		131
Greater Brisbane	LKA	1951	20
Greater Brisbane	LKA	1960	89
Greater Brisbane	LKA	1970	272
Greater Brisbane	LKA	1980	396
Greater Brisbane	LKA	1990	893
Greater Brisbane	LKA	2000	1141
Greater Brisbane	LKA	2010	2707
Greater Brisbane	LKA	2015	1654
Greater Brisbane	LKA	2016	210
Greater Brisbane	LKA	2017	269
Greater Brisbane	LKA	2018	303
Greater Brisbane	LKA	2019	441
Greater Brisbane	LKA	2020	166
Greater Brisbane	LKA	2021	53
Greater Brisbane	MKD		17
Greater Brisbane	MKD	1951	4
Greater Brisbane	MKD	1960	5
Greater Brisbane	MKD	1970	90
Greater Brisbane	MKD	1980	161
Greater Brisbane	MKD	1990	136
Greater Brisbane	MKD	2000	147
Greater Brisbane	MKD	2010	78
Greater Brisbane	MKD	2015	38
Greater Brisbane	MKD	2016	9
Greater Brisbane	MKD	2017	12
Greater Brisbane	MKD	2019	5
Greater Brisbane	MKD	2020	6
Greater Brisbane	MYS		268
Greater Brisbane	MYS	1951	16
Greater Brisbane	MYS	1960	114
Greater Brisbane	MYS	1970	705
Greater Brisbane	MYS	1980	1072
Greater Brisbane	MYS	1990	1926
Greater Brisbane	MYS	2000	1191
Greater Brisbane	MYS	2010	2904
Greater Brisbane	MYS	2015	1659
Greater Brisbane	MYS	2016	390
Greater Brisbane	MYS	2017	372
Greater Brisbane	MYS	2018	469
Greater Brisbane	MYS	2019	403
Greater Brisbane	MYS	2020	267
Greater Brisbane	MYS	2021	67
Greater Brisbane	NLD		183
Greater Brisbane	NLD	1951	237
Greater Brisbane	NLD	1960	2380
Greater Brisbane	NLD	1970	728
Greater Brisbane	NLD	1980	520
Greater Brisbane	NLD	1990	676
Greater Brisbane	NLD	2000	394
Greater Brisbane	NLD	2010	645
Greater Brisbane	NLD	2015	309
Greater Brisbane	NLD	2016	67
Greater Brisbane	NLD	2017	44
Greater Brisbane	NLD	2018	73
Greater Brisbane	NLD	2019	81
Greater Brisbane	NLD	2020	41
Greater Brisbane	NLD	2021	20
Greater Brisbane	NPL		94
Greater Brisbane	NPL	1990	19
Greater Brisbane	NPL	2000	115
Greater Brisbane	NPL	2010	1442
Greater Brisbane	NPL	2015	1233
Greater Brisbane	NPL	2016	369
Greater Brisbane	NPL	2017	677
Greater Brisbane	NPL	2018	1125
Greater Brisbane	NPL	2019	1115
Greater Brisbane	NPL	2020	244
Greater Brisbane	NPL	2021	13
Greater Brisbane	NZL		3422
Greater Brisbane	NZL	1951	143
Greater Brisbane	NZL	1960	356
Greater Brisbane	NZL	1970	2502
Greater Brisbane	NZL	1980	9814
Greater Brisbane	NZL	1990	18362
Greater Brisbane	NZL	2000	19728
Greater Brisbane	NZL	2010	30238
Greater Brisbane	NZL	2015	16157
Greater Brisbane	NZL	2016	2199
Greater Brisbane	NZL	2017	1994
Greater Brisbane	NZL	2018	2380
Greater Brisbane	NZL	2019	2400
Greater Brisbane	NZL	2020	1009
Greater Brisbane	NZL	2021	943
Greater Brisbane	PAK		68
Greater Brisbane	PAK	1951	3
Greater Brisbane	PAK	1960	3
Greater Brisbane	PAK	1970	28
Greater Brisbane	PAK	1980	43
Greater Brisbane	PAK	1990	132
Greater Brisbane	PAK	2000	311
Greater Brisbane	PAK	2010	1237
Greater Brisbane	PAK	2015	1610
Greater Brisbane	PAK	2016	349
Greater Brisbane	PAK	2017	285
Greater Brisbane	PAK	2018	311
Greater Brisbane	PAK	2019	314
Greater Brisbane	PAK	2020	161
Greater Brisbane	PAK	2021	52
Greater Brisbane	PHL		600
Greater Brisbane	PHL	1951	9
Greater Brisbane	PHL	1960	13
Greater Brisbane	PHL	1970	96
Greater Brisbane	PHL	1980	705
Greater Brisbane	PHL	1990	4143
Greater Brisbane	PHL	2000	3529
Greater Brisbane	PHL	2010	7535
Greater Brisbane	PHL	2015	5179
Greater Brisbane	PHL	2016	1055
Greater Brisbane	PHL	2017	1102
Greater Brisbane	PHL	2018	1362
Greater Brisbane	PHL	2019	1886
Greater Brisbane	PHL	2020	518
Greater Brisbane	PHL	2021	173
Greater Brisbane	POL		61
Greater Brisbane	POL	1951	137
Greater Brisbane	POL	1960	85
Greater Brisbane	POL	1970	117
Greater Brisbane	POL	1980	274
Greater Brisbane	POL	1990	1167
Greater Brisbane	POL	2000	434
Greater Brisbane	POL	2010	455
Greater Brisbane	POL	2015	255
Greater Brisbane	POL	2016	63
Greater Brisbane	POL	2017	64
Greater Brisbane	POL	2018	50
Greater Brisbane	POL	2019	71
Greater Brisbane	POL	2020	24
Greater Brisbane	POL	2021	3
Greater Brisbane	SGP		111
Greater Brisbane	SGP	1951	6
Greater Brisbane	SGP	1960	39
Greater Brisbane	SGP	1970	154
Greater Brisbane	SGP	1980	484
Greater Brisbane	SGP	1990	562
Greater Brisbane	SGP	2000	637
Greater Brisbane	SGP	2010	1456
Greater Brisbane	SGP	2015	696
Greater Brisbane	SGP	2016	186
Greater Brisbane	SGP	2017	188
Greater Brisbane	SGP	2018	205
Greater Brisbane	SGP	2019	230
Greater Brisbane	SGP	2020	145
Greater Brisbane	SGP	2021	55
Greater Brisbane	THA		201
Greater Brisbane	THA	1960	9
Greater Brisbane	THA	1970	19
Greater Brisbane	THA	1980	144
Greater Brisbane	THA	1990	640
Greater Brisbane	THA	2000	759
Greater Brisbane	THA	2010	2304
Greater Brisbane	THA	2015	1525
Greater Brisbane	THA	2016	415
Greater Brisbane	THA	2017	401
Greater Brisbane	THA	2018	366
Greater Brisbane	THA	2019	489
Greater Brisbane	THA	2020	217
Greater Brisbane	THA	2021	41
Greater Brisbane	TWN		251
Greater Brisbane	TWN	1970	16
Greater Brisbane	TWN	1980	55
Greater Brisbane	TWN	1990	1468
Greater Brisbane	TWN	2000	3430
Greater Brisbane	TWN	2010	2946
Greater Brisbane	TWN	2015	1907
Greater Brisbane	TWN	2016	486
Greater Brisbane	TWN	2017	482
Greater Brisbane	TWN	2018	672
Greater Brisbane	TWN	2019	752
Greater Brisbane	TWN	2020	322
Greater Brisbane	TWN	2021	35
Greater Brisbane	USA		223
Greater Brisbane	USA	1951	44
Greater Brisbane	USA	1960	104
Greater Brisbane	USA	1970	498
Greater Brisbane	USA	1980	901
Greater Brisbane	USA	1990	900
Greater Brisbane	USA	2000	1263
Greater Brisbane	USA	2010	2664
Greater Brisbane	USA	2015	1706
Greater Brisbane	USA	2016	361
Greater Brisbane	USA	2017	388
Greater Brisbane	USA	2018	397
Greater Brisbane	USA	2019	470
Greater Brisbane	USA	2020	454
Greater Brisbane	USA	2021	154
Greater Brisbane	VNM		776
Greater Brisbane	VNM	1960	18
Greater Brisbane	VNM	1970	44
Greater Brisbane	VNM	1980	2416
Greater Brisbane	VNM	1990	5314
Greater Brisbane	VNM	2000	2975
Greater Brisbane	VNM	2010	3335
Greater Brisbane	VNM	2015	2498
Greater Brisbane	VNM	2016	557
Greater Brisbane	VNM	2017	605
Greater Brisbane	VNM	2018	542
Greater Brisbane	VNM	2019	724
Greater Brisbane	VNM	2020	403
Greater Brisbane	VNM	2021	106
Greater Brisbane	ZAF		336
Greater Brisbane	ZAF	1951	16
Greater Brisbane	ZAF	1960	77
Greater Brisbane	ZAF	1970	291
Greater Brisbane	ZAF	1980	1102
Greater Brisbane	ZAF	1990	2010
Greater Brisbane	ZAF	2000	3925
Greater Brisbane	ZAF	2010	11152
Greater Brisbane	ZAF	2015	3855
Greater Brisbane	ZAF	2016	758
Greater Brisbane	ZAF	2017	968
Greater Brisbane	ZAF	2018	848
Greater Brisbane	ZAF	2019	980
Greater Brisbane	ZAF	2020	395
Greater Brisbane	ZAF	2021	193
Rest of Qld			2317
Rest of Qld		1951	972
Rest of Qld		1960	2928
Rest of Qld		1970	5975
Rest of Qld		1980	7385
Rest of Qld		1990	7316
Rest of Qld		2000	7336
Rest of Qld		2010	15313
Rest of Qld		2015	10285
Rest of Qld		2016	2790
Rest of Qld		2017	3135
Rest of Qld		2018	3410
Rest of Qld		2019	5291
Rest of Qld		2020	2135
Rest of Qld		2021	897
Rest of Qld	AFG		16
Rest of Qld	AFG	1980	11
Rest of Qld	AFG	1990	18
Rest of Qld	AFG	2000	45
Rest of Qld	AFG	2010	107
Rest of Qld	AFG	2015	155
Rest of Qld	AFG	2016	20
Rest of Qld	AFG	2017	27
Rest of Qld	AFG	2018	18
Rest of Qld	AFG	2019	8
Rest of Qld	AFG	2020	3
Rest of Qld	AFG	2021	12
Rest of Qld	BGD		10
Rest of Qld	BGD	1970	5
Rest of Qld	BGD	1980	9
Rest of Qld	BGD	1990	14
Rest of Qld	BGD	2000	76
Rest of Qld	BGD	2010	378
Rest of Qld	BGD	2015	213
Rest of Qld	BGD	2016	35
Rest of Qld	BGD	2017	59
Rest of Qld	BGD	2018	64
Rest of Qld	BGD	2019	81
Rest of Qld	BGD	2020	36
Rest of Qld	BGD	2021	7
Rest of Qld	CAN		111
Rest of Qld	CAN	1951	21
Rest of Qld	CAN	1960	81
Rest of Qld	CAN	1970	370
Rest of Qld	CAN	1980	706
Rest of Qld	CAN	1990	712
Rest of Qld	CAN	2000	799
Rest of Qld	CAN	2010	1495
Rest of Qld	CAN	2015	1096
Rest of Qld	CAN	2016	209
Rest of Qld	CAN	2017	258
Rest of Qld	CAN	2018	273
Rest of Qld	CAN	2019	329
Rest of Qld	CAN	2020	214
Rest of Qld	CAN	2021	78
Rest of Qld	CHN		274
Rest of Qld	CHN	1951	60
Rest of Qld	CHN	1960	113
Rest of Qld	CHN	1970	106
Rest of Qld	CHN	1980	117
Rest of Qld	CHN	1990	673
Rest of Qld	CHN	2000	951
Rest of Qld	CHN	2010	3931
Rest of Qld	CHN	2015	2862
Rest of Qld	CHN	2016	831
Rest of Qld	CHN	2017	931
Rest of Qld	CHN	2018	1043
Rest of Qld	CHN	2019	1331
Rest of Qld	CHN	2020	446
Rest of Qld	CHN	2021	53
Rest of Qld	DEU		320
Rest of Qld	DEU	1951	917
Rest of Qld	DEU	1960	2191
Rest of Qld	DEU	1970	1446
Rest of Qld	DEU	1980	959
Rest of Qld	DEU	1990	1601
Rest of Qld	DEU	2000	924
Rest of Qld	DEU	2010	1605
Rest of Qld	DEU	2015	679
Rest of Qld	DEU	2016	120
Rest of Qld	DEU	2017	145
Rest of Qld	DEU	2018	157
Rest of Qld	DEU	2019	207
Rest of Qld	DEU	2020	105
Rest of Qld	DEU	2021	25
Rest of Qld	EGY		49
Rest of Qld	EGY	1951	62
Rest of Qld	EGY	1960	152
Rest of Qld	EGY	1970	203
Rest of Qld	EGY	1980	99
Rest of Qld	EGY	1990	97
Rest of Qld	EGY	2000	84
Rest of Qld	EGY	2010	185
