GCCSA_NAME21	Landlord	Rent.min	occupied_private_dwellings_being_rented
Greater Perth	Person not in same household	3937	176
Greater Perth	Person not in same household	5250	1491
Greater Perth	Person not in same household	7875	2218
Greater Perth	Person not in same household	10500	2643
Greater Perth	Person not in same household	11812	5391
Greater Perth	Person not in same household	14437	12880
Greater Perth	Person not in same household	18375	15148
Greater Perth	Person not in same household	23625	5370
Greater Perth	Person not in same household	28875	1770
Greater Perth	Person not in same household	34125	750
Greater Perth	Person not in same household	39375	404
Greater Perth	Person not in same household	44625	202
Greater Perth	Person not in same household	49875	357
Greater Perth	Real estate agent	52	131
Greater Perth	Real estate agent	3937	37
Greater Perth	Real estate agent	5250	434
Greater Perth	Real estate agent	7875	1406
Greater Perth	Real estate agent	10500	2652
Greater Perth	Real estate agent	11812	9460
Greater Perth	Real estate agent	14437	29164
Greater Perth	Real estate agent	18375	45865
Greater Perth	Real estate agent	23625	20167
Greater Perth	Real estate agent	28875	7253
Greater Perth	Real estate agent	34125	3173
Greater Perth	Real estate agent	39375	1672
Greater Perth	Real estate agent	44625	929
Greater Perth	Real estate agent	49875	1505
Greater Perth	State or territory housing authority	52	689
Greater Perth	State or territory housing authority	3937	1139
Greater Perth	State or territory housing authority	5250	7211
Greater Perth	State or territory housing authority	7875	3362
Greater Perth	State or territory housing authority	10500	1303
Greater Perth	State or territory housing authority	11812	1782
Greater Perth	State or territory housing authority	14437	1301
Greater Perth	State or territory housing authority	18375	560
Greater Perth	State or territory housing authority	23625	94
Greater Perth	State or territory housing authority	28875	18
Greater Perth	State or territory housing authority	34125	21
Greater Perth	State or territory housing authority	39375	19
Greater Perth	State or territory housing authority	44625	12
Greater Perth	State or territory housing authority	49875	8
Rest of WA		52	17
Rest of WA		3937	18
Rest of WA		5250	52
Rest of WA		7875	56
Rest of WA		10500	18
Rest of WA		11812	42
Rest of WA		14437	28
Rest of WA		18375	31
Rest of WA		23625	8
Rest of WA		28875	4
Rest of WA	(Other)	52	2144
Rest of WA	(Other)	3937	375
Rest of WA	(Other)	5250	1549
Rest of WA	(Other)	7875	920
Rest of WA	(Other)	10500	663
Rest of WA	(Other)	11812	877
Rest of WA	(Other)	14437	786
Rest of WA	(Other)	18375	453
Rest of WA	(Other)	23625	177
Rest of WA	(Other)	28875	76
Rest of WA	(Other)	34125	67
Rest of WA	(Other)	39375	39
Rest of WA	(Other)	44625	29
Rest of WA	(Other)	49875	76
Rest of WA	Co-op/church group etc	52	505
Rest of WA	Co-op/church group etc	3937	364
Rest of WA	Co-op/church group etc	5250	624
Rest of WA	Co-op/church group etc	7875	703
Rest of WA	Co-op/church group etc	10500	170
Rest of WA	Co-op/church group etc	11812	262
Rest of WA	Co-op/church group etc	14437	195
Rest of WA	Co-op/church group etc	18375	88
Rest of WA	Co-op/church group etc	23625	12
Rest of WA	Co-op/church group etc	28875	8
Rest of WA	Co-op/church group etc	39375	5
Rest of WA	Person not in same household	52	188
Rest of WA	Person not in same household	3937	115
Rest of WA	Person not in same household	5250	838
Rest of WA	Person not in same household	7875	1237
Rest of WA	Person not in same household	10500	1446
Rest of WA	Person not in same household	11812	2106
Rest of WA	Person not in same household	14437	3132
Rest of WA	Person not in same household	18375	2511
Rest of WA	Person not in same household	23625	672
Rest of WA	Person not in same household	28875	235
Rest of WA	Person not in same household	34125	120
Rest of WA	Person not in same household	39375	71
Rest of WA	Person not in same household	44625	44
Rest of WA	Person not in same household	49875	61
Rest of WA	Real estate agent	52	90
Rest of WA	Real estate agent	3937	31
Rest of WA	Real estate agent	5250	231
Rest of WA	Real estate agent	7875	779
Rest of WA	Real estate agent	10500	961
Rest of WA	Real estate agent	11812	2229
Rest of WA	Real estate agent	14437	4999
Rest of WA	Real estate agent	18375	5954
Rest of WA	Real estate agent	23625	2295
Rest of WA	Real estate agent	28875	937
Rest of WA	Real estate agent	34125	434
Rest of WA	Real estate agent	39375	248
Rest of WA	Real estate agent	44625	169
Rest of WA	Real estate agent	49875	248
Rest of WA	State or territory housing authority	52	790
Rest of WA	State or territory housing authority	3937	661
Rest of WA	State or territory housing authority	5250	2483
Rest of WA	State or territory housing authority	7875	1661
Rest of WA	State or territory housing authority	10500	853
Rest of WA	State or territory housing authority	11812	1248
Rest of WA	State or territory housing authority	14437	888
Rest of WA	State or territory housing authority	18375	261
Rest of WA	State or territory housing authority	23625	58
Rest of WA	State or territory housing authority	28875	19
Rest of WA	State or territory housing authority	34125	18
Rest of WA	State or territory housing authority	39375	11
Rest of WA	State or territory housing authority	44625	5
Greater Hobart		52	4
Greater Hobart		3937	3
Greater Hobart		5250	23
Greater Hobart		7875	20
Greater Hobart		10500	10
Greater Hobart		11812	20
Greater Hobart		14437	23
Greater Hobart		18375	29
Greater Hobart		23625	8
Greater Hobart		28875	4
Greater Hobart	(Other)	52	5
Greater Hobart	(Other)	3937	3
Greater Hobart	(Other)	5250	35
Greater Hobart	(Other)	7875	75
Greater Hobart	(Other)	10500	43
Greater Hobart	(Other)	11812	96
Greater Hobart	(Other)	14437	168
Greater Hobart	(Other)	18375	220
Greater Hobart	(Other)	23625	111
Greater Hobart	(Other)	28875	27
Greater Hobart	(Other)	34125	11
Greater Hobart	(Other)	39375	5
Greater Hobart	(Other)	44625	5
Greater Hobart	(Other)	49875	3
Greater Hobart	Co-op/church group etc	52	14
Greater Hobart	Co-op/church group etc	3937	33
Greater Hobart	Co-op/church group etc	5250	157
Greater Hobart	Co-op/church group etc	7875	401
Greater Hobart	Co-op/church group etc	10500	152
Greater Hobart	Co-op/church group etc	11812	186
Greater Hobart	Co-op/church group etc	14437	136
Greater Hobart	Co-op/church group etc	18375	54
Greater Hobart	Co-op/church group etc	23625	20
Greater Hobart	Co-op/church group etc	28875	3
Greater Hobart	Co-op/church group etc	34125	6
Greater Hobart	Person not in same household	52	36
Greater Hobart	Person not in same household	3937	29
Greater Hobart	Person not in same household	5250	202
Greater Hobart	Person not in same household	7875	441
Greater Hobart	Person not in same household	10500	434
Greater Hobart	Person not in same household	11812	804
Greater Hobart	Person not in same household	14437	1603
Greater Hobart	Person not in same household	18375	2073
Greater Hobart	Person not in same household	23625	954
Greater Hobart	Person not in same household	28875	343
Greater Hobart	Person not in same household	34125	142
Greater Hobart	Person not in same household	39375	51
Greater Hobart	Person not in same household	44625	23
Greater Hobart	Person not in same household	49875	44
Greater Hobart	Real estate agent	52	13
Greater Hobart	Real estate agent	3937	10
Greater Hobart	Real estate agent	5250	62
Greater Hobart	Real estate agent	7875	186
Greater Hobart	Real estate agent	10500	231
Greater Hobart	Real estate agent	11812	673
Greater Hobart	Real estate agent	14437	2294
Greater Hobart	Real estate agent	18375	4893
Greater Hobart	Real estate agent	23625	2817
Greater Hobart	Real estate agent	28875	1138
Greater Hobart	Real estate agent	34125	364
Greater Hobart	Real estate agent	39375	141
Greater Hobart	Real estate agent	44625	56
Greater Hobart	Real estate agent	49875	50
Greater Hobart	State or territory housing authority	52	126
Greater Hobart	State or territory housing authority	3937	213
Greater Hobart	State or territory housing authority	5250	1532
Greater Hobart	State or territory housing authority	7875	911
Greater Hobart	State or territory housing authority	10500	444
Greater Hobart	State or territory housing authority	11812	513
Greater Hobart	State or territory housing authority	14437	333
Greater Hobart	State or territory housing authority	18375	160
Greater Hobart	State or territory housing authority	23625	19
Greater Hobart	State or territory housing authority	28875	3
Greater Hobart	State or territory housing authority	34125	8
Greater Hobart	State or territory housing authority	39375	4
Greater Hobart	State or territory housing authority	44625	3
Rest of Tas.		52	6
Rest of Tas.		5250	34
Rest of Tas.		7875	45
Rest of Tas.		10500	22
Rest of Tas.		11812	40
Rest of Tas.		14437	35
Rest of Tas.		18375	17
Rest of Tas.		23625	4
Rest of Tas.	(Other)	52	160
Rest of Tas.	(Other)	3937	37
Rest of Tas.	(Other)	5250	208
Rest of Tas.	(Other)	7875	252
Rest of Tas.	(Other)	10500	175
Rest of Tas.	(Other)	11812	256
Rest of Tas.	(Other)	14437	231
Rest of Tas.	(Other)	18375	136
Rest of Tas.	(Other)	23625	21
Rest of Tas.	(Other)	28875	12
Rest of Tas.	(Other)	39375	4
Rest of Tas.	(Other)	49875	3
Rest of Tas.	Co-op/church group etc	52	35
Rest of Tas.	Co-op/church group etc	3937	76
Rest of Tas.	Co-op/church group etc	5250	282
Rest of Tas.	Co-op/church group etc	7875	468
Rest of Tas.	Co-op/church group etc	10500	270
Rest of Tas.	Co-op/church group etc	11812	310
Rest of Tas.	Co-op/church group etc	14437	72
Rest of Tas.	Co-op/church group etc	18375	21
Rest of Tas.	Co-op/church group etc	23625	7
Rest of Tas.	Co-op/church group etc	44625	3
Rest of Tas.	Person not in same household	52	130
Rest of Tas.	Person not in same household	3937	92
Rest of Tas.	Person not in same household	5250	597
Rest of Tas.	Person not in same household	7875	1148
Rest of Tas.	Person not in same household	10500	1286
Rest of Tas.	Person not in same household	11812	2008
Rest of Tas.	Person not in same household	14437	2221
Rest of Tas.	Person not in same household	18375	1067
Rest of Tas.	Person not in same household	23625	204
Rest of Tas.	Person not in same household	28875	44
Rest of Tas.	Person not in same household	34125	11
Rest of Tas.	Person not in same household	39375	7
Rest of Tas.	Person not in same household	44625	3
Rest of Tas.	Person not in same household	49875	13
Rest of Tas.	Real estate agent	52	16
Rest of Tas.	Real estate agent	3937	20
Rest of Tas.	Real estate agent	5250	198
Rest of Tas.	Real estate agent	7875	959
Rest of Tas.	Real estate agent	10500	985
Rest of Tas.	Real estate agent	11812	2828
Rest of Tas.	Real estate agent	14437	4340
Rest of Tas.	Real estate agent	18375	2807
Rest of Tas.	Real estate agent	23625	669
Rest of Tas.	Real estate agent	28875	153
Rest of Tas.	Real estate agent	34125	31
Rest of Tas.	Real estate agent	39375	10
Rest of Tas.	Real estate agent	44625	5
Rest of Tas.	Real estate agent	49875	4
Rest of Tas.	State or territory housing authority	52	118
Rest of Tas.	State or territory housing authority	3937	243
Rest of Tas.	State or territory housing authority	5250	1442
Rest of Tas.	State or territory housing authority	7875	956
Rest of Tas.	State or territory housing authority	10500	497
Rest of Tas.	State or territory housing authority	11812	618
Rest of Tas.	State or territory housing authority	14437	197
Rest of Tas.	State or territory housing authority	18375	38
Rest of Tas.	State or territory housing authority	23625	10
Rest of Tas.	State or territory housing authority	28875	7
Rest of Tas.	State or territory housing authority	34125	3
Rest of Tas.	State or territory housing authority	39375	3
Greater Darwin		3937	3
Greater Darwin		5250	4
Greater Darwin		7875	6
Greater Darwin		10500	3
Greater Darwin		11812	14
Greater Darwin		14437	12
Greater Darwin		18375	16
Greater Darwin		23625	15
Greater Darwin		28875	3
Greater Darwin		34125	3
Greater Darwin	(Other)	52	12
Greater Darwin	(Other)	3937	3
Greater Darwin	(Other)	5250	32
Greater Darwin	(Other)	7875	28
Greater Darwin	(Other)	10500	45
Greater Darwin	(Other)	11812	711
Greater Darwin	(Other)	14437	318
Greater Darwin	(Other)	18375	208
Greater Darwin	(Other)	23625	116
Greater Darwin	(Other)	28875	47
Greater Darwin	(Other)	34125	14
Greater Darwin	(Other)	39375	9
Greater Darwin	(Other)	44625	3
Greater Darwin	(Other)	49875	8
Greater Darwin	Co-op/church group etc	52	16
Greater Darwin	Co-op/church group etc	3937	7
Greater Darwin	Co-op/church group etc	5250	51
Greater Darwin	Co-op/church group etc	7875	27
Greater Darwin	Co-op/church group etc	10500	41
Greater Darwin	Co-op/church group etc	11812	44
Greater Darwin	Co-op/church group etc	14437	36
Greater Darwin	Co-op/church group etc	18375	19
Greater Darwin	Co-op/church group etc	23625	3
Greater Darwin	Person not in same household	52	9
Greater Darwin	Person not in same household	3937	8
Greater Darwin	Person not in same household	5250	71
Greater Darwin	Person not in same household	7875	136
Greater Darwin	Person not in same household	10500	185
Greater Darwin	Person not in same household	11812	291
Greater Darwin	Person not in same household	14437	709
Greater Darwin	Person not in same household	18375	1113
Greater Darwin	Person not in same household	23625	702
Greater Darwin	Person not in same household	28875	312
Greater Darwin	Person not in same household	34125	124
Greater Darwin	Person not in same household	39375	57
Greater Darwin	Person not in same household	44625	23
Greater Darwin	Person not in same household	49875	34
Greater Darwin	Real estate agent	52	6
Greater Darwin	Real estate agent	3937	9
Greater Darwin	Real estate agent	5250	33
Greater Darwin	Real estate agent	7875	104
Greater Darwin	Real estate agent	10500	162
Greater Darwin	Real estate agent	11812	658
Greater Darwin	Real estate agent	14437	1893
Greater Darwin	Real estate agent	18375	3364
Greater Darwin	Real estate agent	23625	2720
Greater Darwin	Real estate agent	28875	1667
Greater Darwin	Real estate agent	34125	716
Greater Darwin	Real estate agent	39375	279
Greater Darwin	Real estate agent	44625	126
Greater Darwin	Real estate agent	49875	113
Greater Darwin	State or territory housing authority	52	133
Greater Darwin	State or territory housing authority	3937	355
Greater Darwin	State or territory housing authority	5250	685
Greater Darwin	State or territory housing authority	7875	388
Greater Darwin	State or territory housing authority	10500	152
Greater Darwin	State or territory housing authority	11812	217
Greater Darwin	State or territory housing authority	14437	164
Greater Darwin	State or territory housing authority	18375	94
Greater Darwin	State or territory housing authority	23625	64
Greater Darwin	State or territory housing authority	28875	12
Greater Darwin	State or territory housing authority	34125	3
Greater Darwin	State or territory housing authority	44625	5
Greater Darwin	State or territory housing authority	49875	4
Rest of NT		52	47
Rest of NT		3937	13
Rest of NT		5250	7
Rest of NT		7875	9
Rest of NT		11812	5
Rest of NT		14437	4
Rest of NT		18375	4
Rest of NT		28875	3
Rest of NT	(Other)	52	383
Rest of NT	(Other)	3937	210
Rest of NT	(Other)	5250	261
Rest of NT	(Other)	7875	193
Rest of NT	(Other)	10500	127
Rest of NT	(Other)	11812	256
Rest of NT	(Other)	14437	116
Rest of NT	(Other)	18375	75
Rest of NT	(Other)	23625	74
Rest of NT	(Other)	28875	26
Rest of NT	(Other)	34125	8
Rest of NT	(Other)	39375	9
Rest of NT	(Other)	44625	5
Rest of NT	(Other)	49875	7
Rest of NT	Co-op/church group etc	52	860
Rest of NT	Co-op/church group etc	3937	307
Rest of NT	Co-op/church group etc	5250	293
Rest of NT	Co-op/church group etc	7875	159
Rest of NT	Co-op/church group etc	10500	68
Rest of NT	Co-op/church group etc	11812	47
Rest of NT	Co-op/church group etc	14437	37
Rest of NT	Co-op/church group etc	18375	13
Rest of NT	Co-op/church group etc	23625	4
Rest of NT	Person not in same household	52	14
Rest of NT	Person not in same household	3937	8
Rest of NT	Person not in same household	5250	34
Rest of NT	Person not in same household	7875	66
Rest of NT	Person not in same household	10500	53
Rest of NT	Person not in same household	11812	108
Rest of NT	Person not in same household	14437	172
Rest of NT	Person not in same household	18375	293
Rest of NT	Person not in same household	23625	247
Rest of NT	Person not in same household	28875	109
Rest of NT	Person not in same household	34125	35
Rest of NT	Person not in same household	39375	21
Rest of NT	Person not in same household	44625	10
Rest of NT	Person not in same household	49875	20
Rest of NT	Real estate agent	52	11
Rest of NT	Real estate agent	5250	15
Rest of NT	Real estate agent	7875	27
Rest of NT	Real estate agent	10500	29
Rest of NT	Real estate agent	11812	107
Rest of NT	Real estate agent	14437	400
Rest of NT	Real estate agent	18375	740
Rest of NT	Real estate agent	23625	577
Rest of NT	Real estate agent	28875	268
Rest of NT	Real estate agent	34125	118
Rest of NT	Real estate agent	39375	56
Rest of NT	Real estate agent	44625	21
Rest of NT	Real estate agent	49875	26
Rest of NT	State or territory housing authority	52	1430
Rest of NT	State or territory housing authority	3937	893
Rest of NT	State or territory housing authority	5250	914
Rest of NT	State or territory housing authority	7875	571
Rest of NT	State or territory housing authority	10500	207
Rest of NT	State or territory housing authority	11812	199
Rest of NT	State or territory housing authority	14437	81
Rest of NT	State or territory housing authority	18375	57
Rest of NT	State or territory housing authority	23625	23
Rest of NT	State or territory housing authority	28875	9
Australian Capital Territory		3937	3
Australian Capital Territory		5250	12
Australian Capital Territory		7875	9
Australian Capital Territory		10500	11
Australian Capital Territory		11812	3
Australian Capital Territory		14437	9
Australian Capital Territory		18375	13
Australian Capital Territory		23625	13
Australian Capital Territory		28875	13
Australian Capital Territory		34125	7
Australian Capital Territory		44625	3
Australian Capital Territory		49875	4
Australian Capital Territory	(Other)	52	16
Australian Capital Territory	(Other)	3937	7
Australian Capital Territory	(Other)	5250	35
Australian Capital Territory	(Other)	7875	73
Australian Capital Territory	(Other)	10500	45
Australian Capital Territory	(Other)	11812	506
Australian Capital Territory	(Other)	14437	545
Australian Capital Territory	(Other)	18375	629
Australian Capital Territory	(Other)	23625	350
Australian Capital Territory	(Other)	28875	207
Australian Capital Territory	(Other)	34125	79
Australian Capital Territory	(Other)	39375	32
Australian Capital Territory	(Other)	44625	14
Australian Capital Territory	(Other)	49875	13
Australian Capital Territory	Co-op/church group etc	52	19
Australian Capital Territory	Co-op/church group etc	3937	41
Australian Capital Territory	Co-op/church group etc	5250	113
Australian Capital Territory	Co-op/church group etc	7875	170
Australian Capital Territory	Co-op/church group etc	10500	71
Australian Capital Territory	Co-op/church group etc	11812	108
Australian Capital Territory	Co-op/church group etc	14437	179
Australian Capital Territory	Co-op/church group etc	18375	185
Australian Capital Territory	Co-op/church group etc	23625	45
Australian Capital Territory	Co-op/church group etc	28875	16
Australian Capital Territory	Co-op/church group etc	34125	8
Australian Capital Territory	Co-op/church group etc	39375	3
Australian Capital Territory	Co-op/church group etc	49875	3
Australian Capital Territory	Person not in same household	52	38
Australian Capital Territory	Person not in same household	3937	23
Australian Capital Territory	Person not in same household	5250	164
Australian Capital Territory	Person not in same household	7875	301
Australian Capital Territory	Person not in same household	10500	288
Australian Capital Territory	Person not in same household	11812	460
Australian Capital Territory	Person not in same household	14437	898
Australian Capital Territory	Person not in same household	18375	2587
Australian Capital Territory	Person not in same household	23625	2670
Australian Capital Territory	Person not in same household	28875	1507
Australian Capital Territory	Person not in same household	34125	623
Australian Capital Territory	Person not in same household	39375	296
Australian Capital Territory	Person not in same household	44625	97
Australian Capital Territory	Person not in same household	49875	153
Australian Capital Territory	Real estate agent	52	12
Australian Capital Territory	Real estate agent	5250	37
Australian Capital Territory	Real estate agent	7875	94
Australian Capital Territory	Real estate agent	10500	76
Australian Capital Territory	Real estate agent	11812	289
Australian Capital Territory	Real estate agent	14437	1099
Australian Capital Territory	Real estate agent	18375	6679
Australian Capital Territory	Real estate agent	23625	9594
Australian Capital Territory	Real estate agent	28875	5891
Australian Capital Territory	Real estate agent	34125	2539
Australian Capital Territory	Real estate agent	39375	958
Australian Capital Territory	Real estate agent	44625	411
Australian Capital Territory	Real estate agent	49875	564
Australian Capital Territory	State or territory housing authority	52	419
Australian Capital Territory	State or territory housing authority	3937	468
Australian Capital Territory	State or territory housing authority	5250	3212
Australian Capital Territory	State or territory housing authority	7875	1185
Australian Capital Territory	State or territory housing authority	10500	597
Australian Capital Territory	State or territory housing authority	11812	638
Australian Capital Territory	State or territory housing authority	14437	599
Australian Capital Territory	State or territory housing authority	18375	648
Australian Capital Territory	State or territory housing authority	23625	248
Australian Capital Territory	State or territory housing authority	28875	42
Australian Capital Territory	State or territory housing authority	34125	14
Australian Capital Territory	State or territory housing authority	39375	11
Australian Capital Territory	State or territory housing authority	44625	10
Australian Capital Territory	State or territory housing authority	49875	4
Other Territories	(Other)	52	35
Other Territories	(Other)	3937	7
Other Territories	(Other)	5250	9
Other Territories	(Other)	7875	13
Other Territories	(Other)	11812	7
Other Territories	(Other)	14437	4
Other Territories	(Other)	18375	4
Other Territories	(Other)	23625	4
Other Territories	(Other)	28875	4
Other Territories	Co-op/church group etc	52	24
Other Territories	Co-op/church group etc	3937	6
Other Territories	Co-op/church group etc	5250	3
Other Territories	Co-op/church group etc	11812	3
Other Territories	Co-op/church group etc	23625	3
Other Territories	Person not in same household	52	5
Other Territories	Person not in same household	3937	7
Other Territories	Person not in same household	5250	23
Other Territories	Person not in same household	7875	25
Other Territories	Person not in same household	10500	36
Other Territories	Person not in same household	11812	33
Other Territories	Person not in same household	14437	30
Other Territories	Person not in same household	18375	20
Other Territories	Person not in same household	23625	7
Other Territories	Person not in same household	28875	3
Other Territories	Real estate agent	7875	15
Other Territories	Real estate agent	10500	8
Other Territories	Real estate agent	11812	18
Other Territories	Real estate agent	14437	35
Other Territories	Real estate agent	18375	21
Other Territories	Real estate agent	23625	6
Other Territories	Real estate agent	28875	4
Other Territories	State or territory housing authority	52	16
Other Territories	State or territory housing authority	3937	19
Other Territories	State or territory housing authority	5250	28
Other Territories	State or territory housing authority	7875	29
Other Territories	State or territory housing authority	11812	14
Other Territories	State or territory housing authority	14437	8
