GCCSA_NAME21	Age	IncomeTotPersonal.max	Sex	adults
Rest of SA	75-84	65625	M	597
Rest of SA	75-84	78750	F	152
Rest of SA	75-84	78750	M	258
Rest of SA	75-84	91875	F	202
Rest of SA	75-84	91875	M	248
Rest of SA	75-84	105000	F	65
Rest of SA	75-84	105000	M	110
Rest of SA	75-84	157500	F	101
Rest of SA	75-84	157500	M	158
Rest of SA	75-84	183750	F	33
Rest of SA	75-84	183750	M	31
Rest of SA	75-84	Inf	F	104
Rest of SA	75-84	Inf	M	114
Rest of SA	85+		F	1111
Rest of SA	85+		M	636
Rest of SA	85+	0	F	197
Rest of SA	85+	0	M	129
Rest of SA	85+	7875	F	92
Rest of SA	85+	7875	M	69
Rest of SA	85+	15750	F	251
Rest of SA	85+	15750	M	203
Rest of SA	85+	21000	F	872
Rest of SA	85+	21000	M	994
Rest of SA	85+	26250	F	2297
Rest of SA	85+	26250	M	1153
Rest of SA	85+	34125	F	923
Rest of SA	85+	34125	M	493
Rest of SA	85+	42000	F	366
Rest of SA	85+	42000	M	309
Rest of SA	85+	52500	F	168
Rest of SA	85+	52500	M	217
Rest of SA	85+	65625	F	105
Rest of SA	85+	65625	M	94
Rest of SA	85+	78750	F	49
Rest of SA	85+	78750	M	40
Rest of SA	85+	91875	F	54
Rest of SA	85+	91875	M	60
Rest of SA	85+	105000	F	13
Rest of SA	85+	105000	M	26
Rest of SA	85+	157500	F	25
Rest of SA	85+	157500	M	28
Rest of SA	85+	183750	M	11
Rest of SA	85+	Inf	F	30
Rest of SA	85+	Inf	M	33
No usual address (WA)	15-19		F	25
No usual address (WA)	15-19		M	27
No usual address (WA)	15-19	0	F	33
No usual address (WA)	15-19	0	M	35
No usual address (WA)	15-19	7875	F	13
No usual address (WA)	15-19	7875	M	13
No usual address (WA)	15-19	15750	F	46
No usual address (WA)	15-19	15750	M	20
No usual address (WA)	15-19	21000	F	17
No usual address (WA)	15-19	21000	M	3
No usual address (WA)	15-19	26250	F	6
No usual address (WA)	15-19	26250	M	4
No usual address (WA)	15-19	34125	F	5
No usual address (WA)	15-19	34125	M	5
No usual address (WA)	15-19	42000	F	4
No usual address (WA)	15-19	52500	M	4
No usual address (WA)	15-19	65625	F	3
No usual address (WA)	20-24		F	66
No usual address (WA)	20-24		M	74
No usual address (WA)	20-24	0	F	13
No usual address (WA)	20-24	0	M	18
No usual address (WA)	20-24	7875	F	9
No usual address (WA)	20-24	7875	M	10
No usual address (WA)	20-24	15750	F	31
No usual address (WA)	20-24	15750	M	61
No usual address (WA)	20-24	21000	F	22
No usual address (WA)	20-24	21000	M	21
No usual address (WA)	20-24	26250	F	23
No usual address (WA)	20-24	26250	M	18
No usual address (WA)	20-24	34125	F	14
No usual address (WA)	20-24	34125	M	21
No usual address (WA)	20-24	42000	F	24
No usual address (WA)	20-24	42000	M	19
No usual address (WA)	20-24	52500	F	19
No usual address (WA)	20-24	52500	M	19
No usual address (WA)	20-24	65625	F	20
No usual address (WA)	20-24	65625	M	12
No usual address (WA)	20-24	78750	F	4
No usual address (WA)	20-24	78750	M	10
No usual address (WA)	20-24	91875	F	5
No usual address (WA)	20-24	91875	M	3
No usual address (WA)	20-24	157500	M	3
No usual address (WA)	20-24	Inf	F	3
No usual address (WA)	20-24	Inf	M	6
No usual address (WA)	25-34		F	158
No usual address (WA)	25-34		M	233
No usual address (WA)	25-34	0	F	41
No usual address (WA)	25-34	0	M	36
No usual address (WA)	25-34	7875	F	14
No usual address (WA)	25-34	7875	M	10
No usual address (WA)	25-34	15750	F	62
No usual address (WA)	25-34	15750	M	106
No usual address (WA)	25-34	21000	F	63
No usual address (WA)	25-34	21000	M	71
No usual address (WA)	25-34	26250	F	37
No usual address (WA)	25-34	26250	M	27
No usual address (WA)	25-34	34125	F	49
No usual address (WA)	25-34	34125	M	33
No usual address (WA)	25-34	42000	F	59
No usual address (WA)	25-34	42000	M	30
No usual address (WA)	25-34	52500	F	57
No usual address (WA)	25-34	52500	M	41
No usual address (WA)	25-34	65625	F	58
No usual address (WA)	25-34	65625	M	64
No usual address (WA)	25-34	78750	F	29
No usual address (WA)	25-34	78750	M	33
No usual address (WA)	25-34	91875	F	17
No usual address (WA)	25-34	91875	M	34
No usual address (WA)	25-34	105000	F	18
No usual address (WA)	25-34	105000	M	26
No usual address (WA)	25-34	157500	F	21
No usual address (WA)	25-34	157500	M	47
No usual address (WA)	25-34	183750	M	16
No usual address (WA)	25-34	Inf	F	6
No usual address (WA)	25-34	Inf	M	12
No usual address (WA)	35-44		F	132
No usual address (WA)	35-44		M	287
No usual address (WA)	35-44	0	F	36
No usual address (WA)	35-44	0	M	36
No usual address (WA)	35-44	7875	F	20
No usual address (WA)	35-44	7875	M	22
No usual address (WA)	35-44	15750	F	102
No usual address (WA)	35-44	15750	M	143
No usual address (WA)	35-44	21000	F	94
No usual address (WA)	35-44	21000	M	116
No usual address (WA)	35-44	26250	F	31
No usual address (WA)	35-44	26250	M	45
No usual address (WA)	35-44	34125	F	37
No usual address (WA)	35-44	34125	M	25
No usual address (WA)	35-44	42000	F	23
No usual address (WA)	35-44	42000	M	16
No usual address (WA)	35-44	52500	F	24
No usual address (WA)	35-44	52500	M	23
No usual address (WA)	35-44	65625	F	26
No usual address (WA)	35-44	65625	M	35
No usual address (WA)	35-44	78750	F	28
No usual address (WA)	35-44	78750	M	28
No usual address (WA)	35-44	91875	F	15
No usual address (WA)	35-44	91875	M	36
No usual address (WA)	35-44	105000	F	12
No usual address (WA)	35-44	105000	M	20
No usual address (WA)	35-44	157500	F	21
No usual address (WA)	35-44	157500	M	51
No usual address (WA)	35-44	183750	F	3
No usual address (WA)	35-44	183750	M	13
No usual address (WA)	35-44	Inf	F	13
No usual address (WA)	35-44	Inf	M	21
No usual address (WA)	45-54		F	119
No usual address (WA)	45-54		M	287
No usual address (WA)	45-54	0	F	37
No usual address (WA)	45-54	0	M	41
No usual address (WA)	45-54	7875	F	10
No usual address (WA)	45-54	7875	M	13
No usual address (WA)	45-54	15750	F	72
No usual address (WA)	45-54	15750	M	136
No usual address (WA)	45-54	21000	F	68
No usual address (WA)	45-54	21000	M	110
No usual address (WA)	45-54	26250	F	47
No usual address (WA)	45-54	26250	M	31
No usual address (WA)	45-54	34125	F	29
No usual address (WA)	45-54	34125	M	28
No usual address (WA)	45-54	42000	F	15
No usual address (WA)	45-54	42000	M	15
No usual address (WA)	45-54	52500	F	16
No usual address (WA)	45-54	52500	M	23
No usual address (WA)	45-54	65625	F	22
No usual address (WA)	45-54	65625	M	29
No usual address (WA)	45-54	78750	F	15
No usual address (WA)	45-54	78750	M	20
No usual address (WA)	45-54	91875	F	15
No usual address (WA)	45-54	91875	M	25
No usual address (WA)	45-54	105000	F	4
No usual address (WA)	45-54	105000	M	18
No usual address (WA)	45-54	157500	F	9
No usual address (WA)	45-54	157500	M	45
No usual address (WA)	45-54	183750	M	7
No usual address (WA)	45-54	Inf	M	18
No usual address (WA)	55-64		F	125
No usual address (WA)	55-64		M	198
No usual address (WA)	55-64	0	F	53
No usual address (WA)	55-64	0	M	29
No usual address (WA)	55-64	7875	F	22
No usual address (WA)	55-64	7875	M	25
No usual address (WA)	55-64	15750	F	41
No usual address (WA)	55-64	15750	M	77
No usual address (WA)	55-64	21000	F	47
No usual address (WA)	55-64	21000	M	100
No usual address (WA)	55-64	26250	F	41
No usual address (WA)	55-64	26250	M	36
No usual address (WA)	55-64	34125	F	36
No usual address (WA)	55-64	34125	M	30
No usual address (WA)	55-64	42000	F	18
No usual address (WA)	55-64	42000	M	18
No usual address (WA)	55-64	52500	F	23
No usual address (WA)	55-64	52500	M	25
No usual address (WA)	55-64	65625	F	29
No usual address (WA)	55-64	65625	M	29
No usual address (WA)	55-64	78750	F	13
No usual address (WA)	55-64	78750	M	18
No usual address (WA)	55-64	91875	F	13
No usual address (WA)	55-64	91875	M	20
No usual address (WA)	55-64	105000	F	10
No usual address (WA)	55-64	105000	M	17
No usual address (WA)	55-64	157500	F	3
No usual address (WA)	55-64	157500	M	20
No usual address (WA)	55-64	183750	F	4
No usual address (WA)	55-64	183750	M	11
No usual address (WA)	55-64	Inf	M	7
No usual address (WA)	65-74		F	81
No usual address (WA)	65-74		M	120
No usual address (WA)	65-74	0	F	23
No usual address (WA)	65-74	0	M	22
No usual address (WA)	65-74	7875	F	8
No usual address (WA)	65-74	7875	M	8
No usual address (WA)	65-74	15750	F	22
No usual address (WA)	65-74	15750	M	27
No usual address (WA)	65-74	21000	F	65
No usual address (WA)	65-74	21000	M	80
No usual address (WA)	65-74	26250	F	53
No usual address (WA)	65-74	26250	M	74
No usual address (WA)	65-74	34125	F	24
No usual address (WA)	65-74	34125	M	39
No usual address (WA)	65-74	42000	F	13
No usual address (WA)	65-74	42000	M	16
No usual address (WA)	65-74	52500	F	12
No usual address (WA)	65-74	52500	M	16
No usual address (WA)	65-74	65625	F	7
No usual address (WA)	65-74	65625	M	14
No usual address (WA)	65-74	78750	F	3
No usual address (WA)	65-74	78750	M	14
No usual address (WA)	65-74	91875	M	5
No usual address (WA)	65-74	105000	F	3
No usual address (WA)	65-74	105000	M	5
No usual address (WA)	65-74	157500	M	8
No usual address (WA)	65-74	Inf	M	4
No usual address (WA)	75-84		F	11
No usual address (WA)	75-84		M	30
No usual address (WA)	75-84	0	M	3
No usual address (WA)	75-84	15750	F	3
No usual address (WA)	75-84	15750	M	7
No usual address (WA)	75-84	21000	F	10
No usual address (WA)	75-84	21000	M	28
No usual address (WA)	75-84	26250	F	10
No usual address (WA)	75-84	26250	M	19
No usual address (WA)	75-84	34125	F	8
No usual address (WA)	75-84	34125	M	17
No usual address (WA)	75-84	42000	M	4
No usual address (WA)	75-84	52500	M	11
No usual address (WA)	85+		F	10
No usual address (WA)	85+		M	11
No usual address (WA)	85+	0	M	3
No usual address (WA)	85+	15750	F	4
No usual address (WA)	85+	26250	F	3
No usual address (WA)	85+	52500	M	5
Migratory - Offshore - Shipping (WA)	15-19		M	3
Migratory - Offshore - Shipping (WA)	20-24		F	6
Migratory - Offshore - Shipping (WA)	20-24		M	13
Migratory - Offshore - Shipping (WA)	20-24	65625	F	3
Migratory - Offshore - Shipping (WA)	20-24	78750	M	3
Migratory - Offshore - Shipping (WA)	20-24	105000	M	3
Migratory - Offshore - Shipping (WA)	20-24	183750	M	3
Migratory - Offshore - Shipping (WA)	25-34		F	3
Migratory - Offshore - Shipping (WA)	25-34		M	44
Migratory - Offshore - Shipping (WA)	25-34	52500	F	4
Migratory - Offshore - Shipping (WA)	25-34	65625	M	6
Migratory - Offshore - Shipping (WA)	25-34	78750	F	7
Migratory - Offshore - Shipping (WA)	25-34	78750	M	3
Migratory - Offshore - Shipping (WA)	25-34	91875	M	8
Migratory - Offshore - Shipping (WA)	25-34	105000	M	3
Migratory - Offshore - Shipping (WA)	25-34	157500	M	17
Migratory - Offshore - Shipping (WA)	25-34	183750	M	3
Migratory - Offshore - Shipping (WA)	25-34	Inf	M	9
Migratory - Offshore - Shipping (WA)	35-44		F	3
Migratory - Offshore - Shipping (WA)	35-44		M	71
Migratory - Offshore - Shipping (WA)	35-44	26250	M	3
Migratory - Offshore - Shipping (WA)	35-44	65625	M	3
Migratory - Offshore - Shipping (WA)	35-44	78750	M	4
Migratory - Offshore - Shipping (WA)	35-44	91875	M	5
Migratory - Offshore - Shipping (WA)	35-44	105000	M	5
Migratory - Offshore - Shipping (WA)	35-44	157500	M	31
Migratory - Offshore - Shipping (WA)	35-44	183750	M	14
Migratory - Offshore - Shipping (WA)	35-44	Inf	M	17
Migratory - Offshore - Shipping (WA)	45-54		F	8
Migratory - Offshore - Shipping (WA)	45-54		M	42
Migratory - Offshore - Shipping (WA)	45-54	34125	M	7
Migratory - Offshore - Shipping (WA)	45-54	78750	F	4
Migratory - Offshore - Shipping (WA)	45-54	91875	M	7
Migratory - Offshore - Shipping (WA)	45-54	105000	M	9
Migratory - Offshore - Shipping (WA)	45-54	157500	M	12
Migratory - Offshore - Shipping (WA)	45-54	Inf	M	16
Migratory - Offshore - Shipping (WA)	55-64		M	20
Migratory - Offshore - Shipping (WA)	55-64	65625	M	3
Migratory - Offshore - Shipping (WA)	55-64	105000	M	3
Migratory - Offshore - Shipping (WA)	55-64	157500	M	14
Migratory - Offshore - Shipping (WA)	55-64	Inf	M	4
Migratory - Offshore - Shipping (WA)	65-74		M	7
Greater Perth	15-19		F	2873
Greater Perth	15-19		M	3094
Greater Perth	15-19	0	F	23196
Greater Perth	15-19	0	M	27786
Greater Perth	15-19	7875	F	14400
Greater Perth	15-19	7875	M	12128
Greater Perth	15-19	15750	F	8592
Greater Perth	15-19	15750	M	6887
Greater Perth	15-19	21000	F	3637
Greater Perth	15-19	21000	M	2804
Greater Perth	15-19	26250	F	2451
Greater Perth	15-19	26250	M	2571
Greater Perth	15-19	34125	F	2169
Greater Perth	15-19	34125	M	2987
Greater Perth	15-19	42000	F	1295
Greater Perth	15-19	42000	M	1997
Greater Perth	15-19	52500	F	835
Greater Perth	15-19	52500	M	1416
Greater Perth	15-19	65625	F	387
Greater Perth	15-19	65625	M	774
Greater Perth	15-19	78750	F	170
Greater Perth	15-19	78750	M	306
Greater Perth	15-19	91875	F	79
Greater Perth	15-19	91875	M	164
Greater Perth	15-19	105000	F	26
Greater Perth	15-19	105000	M	89
Greater Perth	15-19	157500	F	30
Greater Perth	15-19	157500	M	85
Greater Perth	15-19	183750	F	11
Greater Perth	15-19	183750	M	18
Greater Perth	15-19	Inf	F	32
Greater Perth	15-19	Inf	M	42
Greater Perth	20-24		F	3709
Greater Perth	20-24		M	4955
Greater Perth	20-24	0	F	4869
Greater Perth	20-24	0	M	5644
Greater Perth	20-24	7875	F	3054
Greater Perth	20-24	7875	M	2728
Greater Perth	20-24	15750	F	6627
Greater Perth	20-24	15750	M	5742
Greater Perth	20-24	21000	F	6245
Greater Perth	20-24	21000	M	5079
Greater Perth	20-24	26250	F	5730
Greater Perth	20-24	26250	M	4467
Greater Perth	20-24	34125	F	7491
Greater Perth	20-24	34125	M	6085
Greater Perth	20-24	42000	F	6978
Greater Perth	20-24	42000	M	6846
Greater Perth	20-24	52500	F	7336
Greater Perth	20-24	52500	M	7826
Greater Perth	20-24	65625	F	6179
Greater Perth	20-24	65625	M	7211
Greater Perth	20-24	78750	F	3777
Greater Perth	20-24	78750	M	4314
Greater Perth	20-24	91875	F	1855
Greater Perth	20-24	91875	M	2630
Greater Perth	20-24	105000	F	648
Greater Perth	20-24	105000	M	1413
Greater Perth	20-24	157500	F	663
Greater Perth	20-24	157500	M	1851
Greater Perth	20-24	183750	F	92
Greater Perth	20-24	183750	M	283
Greater Perth	20-24	Inf	F	98
Greater Perth	20-24	Inf	M	219
Greater Perth	25-34		F	8813
Greater Perth	25-34		M	12797
Greater Perth	25-34	0	F	13591
Greater Perth	25-34	0	M	4606
Greater Perth	25-34	7875	F	3282
Greater Perth	25-34	7875	M	1016
Greater Perth	25-34	15750	F	5855
Greater Perth	25-34	15750	M	3259
Greater Perth	25-34	21000	F	6902
Greater Perth	25-34	21000	M	4582
Greater Perth	25-34	26250	F	7464
Greater Perth	25-34	26250	M	3864
Greater Perth	25-34	34125	F	11901
Greater Perth	25-34	34125	M	5434
Greater Perth	25-34	42000	F	13054
Greater Perth	25-34	42000	M	6944
Greater Perth	25-34	52500	F	15896
Greater Perth	25-34	52500	M	12877
Greater Perth	25-34	65625	F	18353
Greater Perth	25-34	65625	M	19272
Greater Perth	25-34	78750	F	15303
Greater Perth	25-34	78750	M	16778
Greater Perth	25-34	91875	F	13169
Greater Perth	25-34	91875	M	15328
Greater Perth	25-34	105000	F	8358
Greater Perth	25-34	105000	M	11502
Greater Perth	25-34	157500	F	9970
Greater Perth	25-34	157500	M	21279
Greater Perth	25-34	183750	F	1481
Greater Perth	25-34	183750	M	4994
Greater Perth	25-34	Inf	F	1260
Greater Perth	25-34	Inf	M	4733
Greater Perth	35-44		F	7196
Greater Perth	35-44		M	11675
Greater Perth	35-44	0	F	15372
Greater Perth	35-44	0	M	3260
Greater Perth	35-44	7875	F	4094
Greater Perth	35-44	7875	M	702
Greater Perth	35-44	15750	F	6075
Greater Perth	35-44	15750	M	2259
Greater Perth	35-44	21000	F	6979
Greater Perth	35-44	21000	M	3301
Greater Perth	35-44	26250	F	7391
Greater Perth	35-44	26250	M	2668
Greater Perth	35-44	34125	F	11281
Greater Perth	35-44	34125	M	3431
Greater Perth	35-44	42000	F	12552
Greater Perth	35-44	42000	M	4480
Greater Perth	35-44	52500	F	14246
Greater Perth	35-44	52500	M	8305
Greater Perth	35-44	65625	F	15944
Greater Perth	35-44	65625	M	14236
Greater Perth	35-44	78750	F	12766
Greater Perth	35-44	78750	M	13832
Greater Perth	35-44	91875	F	11502
Greater Perth	35-44	91875	M	14758
Greater Perth	35-44	105000	F	8443
Greater Perth	35-44	105000	M	13302
Greater Perth	35-44	157500	F	14328
Greater Perth	35-44	157500	M	30982
Greater Perth	35-44	183750	F	2742
Greater Perth	35-44	183750	M	9451
Greater Perth	35-44	Inf	F	4152
Greater Perth	35-44	Inf	M	15206
Greater Perth	45-54		F	6131
Greater Perth	45-54		M	9787
Greater Perth	45-54	0	F	11567
Greater Perth	45-54	0	M	3600
Greater Perth	45-54	7875	F	3111
Greater Perth	45-54	7875	M	830
Greater Perth	45-54	15750	F	4960
Greater Perth	45-54	15750	M	2501
Greater Perth	45-54	21000	F	6624
Greater Perth	45-54	21000	M	3641
Greater Perth	45-54	26250	F	6868
Greater Perth	45-54	26250	M	3119
Greater Perth	45-54	34125	F	9835
Greater Perth	45-54	34125	M	3506
Greater Perth	45-54	42000	F	10780
Greater Perth	45-54	42000	M	3675
Greater Perth	45-54	52500	F	13146
Greater Perth	45-54	52500	M	7031
Greater Perth	45-54	65625	F	14871
Greater Perth	45-54	65625	M	11495
Greater Perth	45-54	78750	F	11713
Greater Perth	45-54	78750	M	10928
Greater Perth	45-54	91875	F	10603
Greater Perth	45-54	91875	M	11989
Greater Perth	45-54	105000	F	7887
Greater Perth	45-54	105000	M	11220
Greater Perth	45-54	157500	F	13524
Greater Perth	45-54	157500	M	26622
Greater Perth	45-54	183750	F	2572
Greater Perth	45-54	183750	M	8478
Greater Perth	45-54	Inf	F	4565
Greater Perth	45-54	Inf	M	17400
Greater Perth	55-64		F	5227
Greater Perth	55-64		M	7411
Greater Perth	55-64	0	F	15535
Greater Perth	55-64	0	M	5776
Greater Perth	55-64	7875	F	4180
Greater Perth	55-64	7875	M	1648
Greater Perth	55-64	15750	F	6415
Greater Perth	55-64	15750	M	3482
Greater Perth	55-64	21000	F	8773
Greater Perth	55-64	21000	M	5168
Greater Perth	55-64	26250	F	8318
Greater Perth	55-64	26250	M	4425
Greater Perth	55-64	34125	F	9558
Greater Perth	55-64	34125	M	4434
Greater Perth	55-64	42000	F	9196
Greater Perth	55-64	42000	M	4571
Greater Perth	55-64	52500	F	10163
Greater Perth	55-64	52500	M	7059
Greater Perth	55-64	65625	F	11849
Greater Perth	55-64	65625	M	11001
Greater Perth	55-64	78750	F	8831
Greater Perth	55-64	78750	M	9484
Greater Perth	55-64	91875	F	7620
Greater Perth	55-64	91875	M	9995
Greater Perth	55-64	105000	F	5205
Greater Perth	55-64	105000	M	8218
Greater Perth	55-64	157500	F	8197
Greater Perth	55-64	157500	M	18223
Greater Perth	55-64	183750	F	1603
Greater Perth	55-64	183750	M	5250
Greater Perth	55-64	Inf	F	2480
Greater Perth	55-64	Inf	M	10903
Greater Perth	65-74		F	5157
Greater Perth	65-74		M	4973
Greater Perth	65-74	0	F	10208
Greater Perth	65-74	0	M	6323
Greater Perth	65-74	7875	F	3952
Greater Perth	65-74	7875	M	2552
Greater Perth	65-74	15750	F	7282
Greater Perth	65-74	15750	M	5077
Greater Perth	65-74	21000	F	16361
Greater Perth	65-74	21000	M	12490
Greater Perth	65-74	26250	F	16674
Greater Perth	65-74	26250	M	10458
Greater Perth	65-74	34125	F	11804
Greater Perth	65-74	34125	M	9052
Greater Perth	65-74	42000	F	7669
Greater Perth	65-74	42000	M	6755
Greater Perth	65-74	52500	F	5789
Greater Perth	65-74	52500	M	6397
Greater Perth	65-74	65625	F	4691
Greater Perth	65-74	65625	M	6810
Greater Perth	65-74	78750	F	2835
Greater Perth	65-74	78750	M	4647
Greater Perth	65-74	91875	F	2212
Greater Perth	65-74	91875	M	3740
Greater Perth	65-74	105000	F	1382
Greater Perth	65-74	105000	M	2559
Greater Perth	65-74	157500	F	1909
Greater Perth	65-74	157500	M	4488
Greater Perth	65-74	183750	F	471
Greater Perth	65-74	183750	M	1326
Greater Perth	65-74	Inf	F	914
Greater Perth	65-74	Inf	M	3006
Greater Perth	75-84		F	5189
Greater Perth	75-84		M	3854
Greater Perth	75-84	0	F	3193
Greater Perth	75-84	0	M	2590
Greater Perth	75-84	7875	F	1434
Greater Perth	75-84	7875	M	1049
Greater Perth	75-84	15750	F	3629
Greater Perth	75-84	15750	M	2893
Greater Perth	75-84	21000	F	10624
Greater Perth	75-84	21000	M	10411
Greater Perth	75-84	26250	F	13569
Greater Perth	75-84	26250	M	7699
Greater Perth	75-84	34125	F	7182
Greater Perth	75-84	34125	M	5787
Greater Perth	75-84	42000	F	3830
Greater Perth	75-84	42000	M	4115
Greater Perth	75-84	52500	F	2321
Greater Perth	75-84	52500	M	2792
Greater Perth	75-84	65625	F	1338
Greater Perth	75-84	65625	M	2296
Greater Perth	75-84	78750	F	698
Greater Perth	75-84	78750	M	1288
Greater Perth	75-84	91875	F	617
Greater Perth	75-84	91875	M	971
Greater Perth	75-84	105000	F	319
Greater Perth	75-84	105000	M	514
Greater Perth	75-84	157500	F	432
Greater Perth	75-84	157500	M	825
Greater Perth	75-84	183750	F	179
Greater Perth	75-84	183750	M	256
Greater Perth	75-84	Inf	F	436
Greater Perth	75-84	Inf	M	767
Greater Perth	85+		F	5061
Greater Perth	85+		M	2646
Greater Perth	85+	0	F	1277
Greater Perth	85+	0	M	727
Greater Perth	85+	7875	F	493
Greater Perth	85+	7875	M	330
Greater Perth	85+	15750	F	1196
Greater Perth	85+	15750	M	831
Greater Perth	85+	21000	F	2853
Greater Perth	85+	21000	M	3208
Greater Perth	85+	26250	F	7096
Greater Perth	85+	26250	M	2938
Greater Perth	85+	34125	F	3175
Greater Perth	85+	34125	M	1607
Greater Perth	85+	42000	F	1466
Greater Perth	85+	42000	M	1176
Greater Perth	85+	52500	F	942
Greater Perth	85+	52500	M	753
Greater Perth	85+	65625	F	486
Greater Perth	85+	65625	M	512
Greater Perth	85+	78750	F	243
Greater Perth	85+	78750	M	251
Greater Perth	85+	91875	F	273
Greater Perth	85+	91875	M	267
Greater Perth	85+	105000	F	102
Greater Perth	85+	105000	M	127
Greater Perth	85+	157500	F	171
Greater Perth	85+	157500	M	189
Greater Perth	85+	183750	F	65
Greater Perth	85+	183750	M	62
Greater Perth	85+	Inf	F	152
Greater Perth	85+	Inf	M	172
Rest of WA	15-19		F	1556
Rest of WA	15-19		M	1823
Rest of WA	15-19	0	F	4495
Rest of WA	15-19	0	M	5317
Rest of WA	15-19	7875	F	3242
Rest of WA	15-19	7875	M	2607
Rest of WA	15-19	15750	F	1609
Rest of WA	15-19	15750	M	1421
Rest of WA	15-19	21000	F	670
Rest of WA	15-19	21000	M	547
Rest of WA	15-19	26250	F	617
Rest of WA	15-19	26250	M	683
Rest of WA	15-19	34125	F	761
Rest of WA	15-19	34125	M	1008
Rest of WA	15-19	42000	F	570
Rest of WA	15-19	42000	M	724
Rest of WA	15-19	52500	F	363
Rest of WA	15-19	52500	M	553
Rest of WA	15-19	65625	F	198
Rest of WA	15-19	65625	M	347
Rest of WA	15-19	78750	F	71
Rest of WA	15-19	78750	M	160
Rest of WA	15-19	91875	F	43
Rest of WA	15-19	91875	M	103
Rest of WA	15-19	105000	F	19
Rest of WA	15-19	105000	M	46
Rest of WA	15-19	157500	F	20
Rest of WA	15-19	157500	M	49
Rest of WA	15-19	183750	M	8
Rest of WA	15-19	Inf	F	8
Rest of WA	15-19	Inf	M	21
Rest of WA	20-24		F	1443
Rest of WA	20-24		M	2020
Rest of WA	20-24	0	F	697
Rest of WA	20-24	0	M	671
Rest of WA	20-24	7875	F	315
Rest of WA	20-24	7875	M	193
Rest of WA	20-24	15750	F	831
Rest of WA	20-24	15750	M	806
Rest of WA	20-24	21000	F	752
Rest of WA	20-24	21000	M	617
Rest of WA	20-24	26250	F	716
Rest of WA	20-24	26250	M	519
Rest of WA	20-24	34125	F	1179
Rest of WA	20-24	34125	M	828
Rest of WA	20-24	42000	F	1416
Rest of WA	20-24	42000	M	1274
Rest of WA	20-24	52500	F	1581
Rest of WA	20-24	52500	M	1695
Rest of WA	20-24	65625	F	1313
Rest of WA	20-24	65625	M	1555
Rest of WA	20-24	78750	F	874
Rest of WA	20-24	78750	M	995
Rest of WA	20-24	91875	F	489
Rest of WA	20-24	91875	M	758
Rest of WA	20-24	105000	F	202
Rest of WA	20-24	105000	M	546
Rest of WA	20-24	157500	F	221
Rest of WA	20-24	157500	M	796
Rest of WA	20-24	183750	F	26
Rest of WA	20-24	183750	M	138
Rest of WA	20-24	Inf	F	28
Rest of WA	20-24	Inf	M	97
Rest of WA	25-34		F	3700
Rest of WA	25-34		M	5741
Rest of WA	25-34	0	F	2703
Rest of WA	25-34	0	M	707
Rest of WA	25-34	7875	F	841
Rest of WA	25-34	7875	M	154
Rest of WA	25-34	15750	F	1665
Rest of WA	25-34	15750	M	1037
Rest of WA	25-34	21000	F	1717
Rest of WA	25-34	21000	M	989
Rest of WA	25-34	26250	F	1812
Rest of WA	25-34	26250	M	727
Rest of WA	25-34	34125	F	2690
Rest of WA	25-34	34125	M	918
Rest of WA	25-34	42000	F	2852
Rest of WA	25-34	42000	M	1308
Rest of WA	25-34	52500	F	3169
Rest of WA	25-34	52500	M	2369
Rest of WA	25-34	65625	F	3407
Rest of WA	25-34	65625	M	3449
Rest of WA	25-34	78750	F	2523
Rest of WA	25-34	78750	M	2847
Rest of WA	25-34	91875	F	2242
Rest of WA	25-34	91875	M	2925
Rest of WA	25-34	105000	F	1495
Rest of WA	25-34	105000	M	2524
Rest of WA	25-34	157500	F	1699
Rest of WA	25-34	157500	M	5267
Rest of WA	25-34	183750	F	278
Rest of WA	25-34	183750	M	1519
Rest of WA	25-34	Inf	F	239
Rest of WA	25-34	Inf	M	1303
Rest of WA	35-44		F	3530
Rest of WA	35-44		M	5550
Rest of WA	35-44	0	F	2286
Rest of WA	35-44	0	M	635
Rest of WA	35-44	7875	F	892
Rest of WA	35-44	7875	M	192
Rest of WA	35-44	15750	F	1732
Rest of WA	35-44	15750	M	960
Rest of WA	35-44	21000	F	1860
Rest of WA	35-44	21000	M	908
Rest of WA	35-44	26250	F	1980
Rest of WA	35-44	26250	M	734
Rest of WA	35-44	34125	F	3003
Rest of WA	35-44	34125	M	841
Rest of WA	35-44	42000	F	3154
Rest of WA	35-44	42000	M	932
Rest of WA	35-44	52500	F	3410
Rest of WA	35-44	52500	M	1734
Rest of WA	35-44	65625	F	3458
Rest of WA	35-44	65625	M	2896
Rest of WA	35-44	78750	F	2584
Rest of WA	35-44	78750	M	2699
Rest of WA	35-44	91875	F	2242
Rest of WA	35-44	91875	M	3017
Rest of WA	35-44	105000	F	1612
Rest of WA	35-44	105000	M	2872
Rest of WA	35-44	157500	F	2401
Rest of WA	35-44	157500	M	6985
Rest of WA	35-44	183750	F	402
Rest of WA	35-44	183750	M	2164
Rest of WA	35-44	Inf	F	537
Rest of WA	35-44	Inf	M	2663
Rest of WA	45-54		F	3363
Rest of WA	45-54		M	5350
Rest of WA	45-54	0	F	2087
Rest of WA	45-54	0	M	842
Rest of WA	45-54	7875	F	656
Rest of WA	45-54	7875	M	251
