GCCSA_NAME21	CountryOfBirth	Sex	persons
Rest of Qld	KHM	M	205
Rest of Qld	KOR	F	3488
Rest of Qld	KOR	M	2828
Rest of Qld	LBN	F	229
Rest of Qld	LBN	M	268
Rest of Qld	LKA	F	1551
Rest of Qld	LKA	M	1698
Rest of Qld	MKD	F	209
Rest of Qld	MKD	M	216
Rest of Qld	MLT	F	742
Rest of Qld	MLT	M	800
Rest of Qld	MMR	F	407
Rest of Qld	MMR	M	482
Rest of Qld	MUS	F	439
Rest of Qld	MUS	M	423
Rest of Qld	MYS	F	2683
Rest of Qld	MYS	M	2084
Rest of Qld	NLD	F	3566
Rest of Qld	NLD	M	3709
Rest of Qld	NPL	F	2121
Rest of Qld	NPL	M	2223
Rest of Qld	NZL	F	48920
Rest of Qld	NZL	M	47435
Rest of Qld	PAK	F	609
Rest of Qld	PAK	M	905
Rest of Qld	PHL	F	16355
Rest of Qld	PHL	M	7197
Rest of Qld	PNG	F	4629
Rest of Qld	PNG	M	3369
Rest of Qld	POL	F	1447
Rest of Qld	POL	M	1021
Rest of Qld	SGP	F	1321
Rest of Qld	SGP	M	1046
Rest of Qld	THA	F	4828
Rest of Qld	THA	M	1505
Rest of Qld	TUR	F	371
Rest of Qld	TUR	M	503
Rest of Qld	TWN	F	2322
Rest of Qld	TWN	M	1411
Rest of Qld	USA	F	5091
Rest of Qld	USA	M	4587
Rest of Qld	VNM	F	2439
Rest of Qld	VNM	M	1679
Rest of Qld	WSM	F	471
Rest of Qld	WSM	M	556
Rest of Qld	ZAF	F	11522
Rest of Qld	ZAF	M	11170
Rest of Qld	ZWE	F	2432
Rest of Qld	ZWE	M	2304
No usual address (SA)		F	285
No usual address (SA)		M	389
No usual address (SA)	AUS	F	1010
No usual address (SA)	AUS	M	1248
No usual address (SA)	CHN	F	7
No usual address (SA)	CHN	M	10
No usual address (SA)	DEU	F	5
No usual address (SA)	DEU	M	8
No usual address (SA)	EGY	M	3
No usual address (SA)	FJI	F	4
No usual address (SA)	FRA	F	9
No usual address (SA)	FRA	M	4
No usual address (SA)	GBR	F	73
No usual address (SA)	GBR	M	97
No usual address (SA)	HKG	F	11
No usual address (SA)	HKG	M	4
No usual address (SA)	IDN	M	4
No usual address (SA)	IND	F	10
No usual address (SA)	IND	M	15
No usual address (SA)	IRL	F	5
No usual address (SA)	IRN	M	6
No usual address (SA)	ITA	F	9
No usual address (SA)	MYS	F	3
No usual address (SA)	MYS	M	3
No usual address (SA)	NLD	F	7
No usual address (SA)	NLD	M	10
No usual address (SA)	NPL	M	3
No usual address (SA)	NZL	F	28
No usual address (SA)	NZL	M	25
No usual address (SA)	PHL	F	3
No usual address (SA)	TWN	M	6
No usual address (SA)	USA	F	8
No usual address (SA)	USA	M	8
No usual address (SA)	VNM	M	3
No usual address (SA)	ZAF	F	3
No usual address (SA)	ZAF	M	3
Migratory - Offshore - Shipping (SA)		M	5
Greater Adelaide		F	47551
Greater Adelaide		M	46833
Greater Adelaide	AFG	F	3453
Greater Adelaide	AFG	M	4458
Greater Adelaide	AUS	F	483351
Greater Adelaide	AUS	M	469853
Greater Adelaide	BGD	F	1021
Greater Adelaide	BGD	M	1145
Greater Adelaide	BIH	F	1129
Greater Adelaide	BIH	M	1019
Greater Adelaide	BRA	F	1032
Greater Adelaide	BRA	M	908
Greater Adelaide	CAN	F	1224
Greater Adelaide	CAN	M	1083
Greater Adelaide	CHL	F	420
Greater Adelaide	CHL	M	363
Greater Adelaide	CHN	F	14127
Greater Adelaide	CHN	M	10796
Greater Adelaide	DEU	F	4185
Greater Adelaide	DEU	M	3488
Greater Adelaide	EGY	F	755
Greater Adelaide	EGY	M	852
Greater Adelaide	FJI	F	620
Greater Adelaide	FJI	M	544
Greater Adelaide	FRA	F	728
Greater Adelaide	FRA	M	654
Greater Adelaide	GBR	F	46108
Greater Adelaide	GBR	M	44103
Greater Adelaide	GRC	F	4022
Greater Adelaide	GRC	M	3570
Greater Adelaide	HKG	F	2035
Greater Adelaide	HKG	M	2085
Greater Adelaide	HRV	F	1312
Greater Adelaide	HRV	M	1209
Greater Adelaide	IDN	F	1273
Greater Adelaide	IDN	M	810
Greater Adelaide	IND	F	19724
Greater Adelaide	IND	M	23208
Greater Adelaide	IRL	F	1396
Greater Adelaide	IRL	M	1508
Greater Adelaide	IRN	F	2494
Greater Adelaide	IRN	M	2650
Greater Adelaide	IRQ	F	729
Greater Adelaide	IRQ	M	854
Greater Adelaide	ITA	F	8091
Greater Adelaide	ITA	M	7577
Greater Adelaide	JPN	F	1097
Greater Adelaide	JPN	M	430
Greater Adelaide	KHM	F	1975
Greater Adelaide	KHM	M	1624
Greater Adelaide	KOR	F	2019
Greater Adelaide	KOR	M	1677
Greater Adelaide	LBN	F	894
Greater Adelaide	LBN	M	897
Greater Adelaide	LKA	F	2418
Greater Adelaide	LKA	M	2576
Greater Adelaide	MKD	F	182
Greater Adelaide	MKD	M	157
Greater Adelaide	MLT	F	615
Greater Adelaide	MLT	M	579
Greater Adelaide	MMR	F	1010
Greater Adelaide	MMR	M	1089
Greater Adelaide	MUS	F	139
Greater Adelaide	MUS	M	124
Greater Adelaide	MYS	F	4701
Greater Adelaide	MYS	M	3809
Greater Adelaide	NLD	F	2316
Greater Adelaide	NLD	M	2241
Greater Adelaide	NPL	F	3460
Greater Adelaide	NPL	M	3597
Greater Adelaide	NZL	F	5082
Greater Adelaide	NZL	M	5159
Greater Adelaide	PAK	F	2368
Greater Adelaide	PAK	M	3059
Greater Adelaide	PHL	F	8156
Greater Adelaide	PHL	M	4670
Greater Adelaide	PNG	F	448
Greater Adelaide	PNG	M	435
Greater Adelaide	POL	F	2575
Greater Adelaide	POL	M	1985
Greater Adelaide	SGP	F	1467
Greater Adelaide	SGP	M	1213
Greater Adelaide	THA	F	2065
Greater Adelaide	THA	M	933
Greater Adelaide	TUR	F	310
Greater Adelaide	TUR	M	335
Greater Adelaide	TWN	F	956
Greater Adelaide	TWN	M	614
Greater Adelaide	USA	F	2264
Greater Adelaide	USA	M	2241
Greater Adelaide	VNM	F	9323
Greater Adelaide	VNM	M	7239
Greater Adelaide	WSM	F	50
Greater Adelaide	WSM	M	63
Greater Adelaide	ZAF	F	3619
Greater Adelaide	ZAF	M	3358
Greater Adelaide	ZWE	F	695
Greater Adelaide	ZWE	M	632
Rest of SA		F	15085
Rest of SA		M	16591
Rest of SA	AFG	F	80
Rest of SA	AFG	M	221
Rest of SA	AUS	F	157598
Rest of SA	AUS	M	160289
Rest of SA	BGD	F	40
Rest of SA	BGD	M	42
Rest of SA	BIH	F	16
Rest of SA	BIH	M	22
Rest of SA	BRA	F	43
Rest of SA	BRA	M	44
Rest of SA	CAN	F	185
Rest of SA	CAN	M	122
Rest of SA	CHL	F	22
Rest of SA	CHL	M	22
Rest of SA	CHN	F	447
Rest of SA	CHN	M	322
Rest of SA	DEU	F	932
Rest of SA	DEU	M	859
Rest of SA	EGY	F	37
Rest of SA	EGY	M	44
Rest of SA	FJI	F	72
Rest of SA	FJI	M	71
Rest of SA	FRA	F	109
Rest of SA	FRA	M	105
Rest of SA	GBR	F	10086
Rest of SA	GBR	M	9005
Rest of SA	GRC	F	264
Rest of SA	GRC	M	290
Rest of SA	HKG	F	68
Rest of SA	HKG	M	47
Rest of SA	HRV	F	114
Rest of SA	HRV	M	190
Rest of SA	IDN	F	169
Rest of SA	IDN	M	110
Rest of SA	IND	F	852
Rest of SA	IND	M	1072
Rest of SA	IRL	F	208
Rest of SA	IRL	M	174
Rest of SA	IRN	F	23
Rest of SA	IRN	M	36
Rest of SA	IRQ	F	19
Rest of SA	IRQ	M	23
Rest of SA	ITA	F	437
Rest of SA	ITA	M	539
Rest of SA	JPN	F	85
Rest of SA	JPN	M	23
Rest of SA	KHM	F	65
Rest of SA	KHM	M	50
Rest of SA	KOR	F	77
Rest of SA	KOR	M	60
Rest of SA	LBN	F	18
Rest of SA	LBN	M	15
Rest of SA	LKA	F	145
Rest of SA	LKA	M	176
Rest of SA	MKD	F	17
Rest of SA	MKD	M	11
Rest of SA	MLT	F	57
Rest of SA	MLT	M	66
Rest of SA	MMR	F	125
Rest of SA	MMR	M	124
Rest of SA	MUS	F	12
Rest of SA	MUS	M	8
Rest of SA	MYS	F	297
Rest of SA	MYS	M	286
Rest of SA	NLD	F	819
Rest of SA	NLD	M	755
Rest of SA	NPL	F	88
Rest of SA	NPL	M	98
Rest of SA	NZL	F	1526
Rest of SA	NZL	M	1640
Rest of SA	PAK	F	80
Rest of SA	PAK	M	151
Rest of SA	PHL	F	1798
Rest of SA	PHL	M	868
Rest of SA	PNG	F	101
Rest of SA	PNG	M	72
Rest of SA	POL	F	131
Rest of SA	POL	M	89
Rest of SA	SGP	F	81
Rest of SA	SGP	M	29
Rest of SA	THA	F	422
Rest of SA	THA	M	179
Rest of SA	TUR	F	38
Rest of SA	TUR	M	49
Rest of SA	TWN	F	116
Rest of SA	TWN	M	47
Rest of SA	USA	F	392
Rest of SA	USA	M	327
Rest of SA	VNM	F	251
Rest of SA	VNM	M	208
Rest of SA	WSM	F	3
Rest of SA	WSM	M	43
Rest of SA	ZAF	F	629
Rest of SA	ZAF	M	595
Rest of SA	ZWE	F	146
Rest of SA	ZWE	M	158
No usual address (WA)		F	773
No usual address (WA)		M	1258
No usual address (WA)	AFG	F	13
No usual address (WA)	AFG	M	11
No usual address (WA)	AUS	F	2061
No usual address (WA)	AUS	M	2708
No usual address (WA)	BIH	M	3
No usual address (WA)	BRA	F	5
No usual address (WA)	CAN	F	13
No usual address (WA)	CAN	M	9
No usual address (WA)	CHL	F	6
No usual address (WA)	CHL	M	3
No usual address (WA)	CHN	F	8
No usual address (WA)	CHN	M	9
No usual address (WA)	DEU	F	18
No usual address (WA)	DEU	M	29
No usual address (WA)	EGY	M	4
No usual address (WA)	FRA	F	15
No usual address (WA)	FRA	M	16
No usual address (WA)	GBR	F	179
No usual address (WA)	GBR	M	235
No usual address (WA)	HKG	F	5
No usual address (WA)	HRV	M	7
No usual address (WA)	IDN	F	9
No usual address (WA)	IDN	M	8
No usual address (WA)	IND	F	10
No usual address (WA)	IND	M	16
No usual address (WA)	IRL	F	20
No usual address (WA)	IRL	M	16
No usual address (WA)	IRN	M	11
No usual address (WA)	IRQ	M	6
No usual address (WA)	ITA	F	20
No usual address (WA)	ITA	M	23
No usual address (WA)	KHM	F	4
No usual address (WA)	KOR	F	3
No usual address (WA)	MLT	M	4
No usual address (WA)	MMR	F	7
No usual address (WA)	MMR	M	8
No usual address (WA)	MUS	F	4
No usual address (WA)	MYS	F	5
No usual address (WA)	MYS	M	12
No usual address (WA)	NLD	F	10
No usual address (WA)	NLD	M	12
No usual address (WA)	NPL	M	4
No usual address (WA)	NZL	F	114
No usual address (WA)	NZL	M	145
No usual address (WA)	PAK	M	3
No usual address (WA)	PHL	F	21
No usual address (WA)	PHL	M	12
No usual address (WA)	PNG	M	3
No usual address (WA)	POL	F	5
No usual address (WA)	POL	M	3
No usual address (WA)	SGP	F	7
No usual address (WA)	SGP	M	3
No usual address (WA)	THA	F	5
No usual address (WA)	TWN	F	7
No usual address (WA)	USA	F	21
No usual address (WA)	USA	M	21
No usual address (WA)	VNM	F	7
No usual address (WA)	VNM	M	5
No usual address (WA)	ZAF	F	23
No usual address (WA)	ZAF	M	35
No usual address (WA)	ZWE	F	3
No usual address (WA)	ZWE	M	6
Migratory - Offshore - Shipping (WA)		F	19
Migratory - Offshore - Shipping (WA)		M	211
Migratory - Offshore - Shipping (WA)	AUS	F	24
Migratory - Offshore - Shipping (WA)	AUS	M	131
Migratory - Offshore - Shipping (WA)	BRA	M	4
Migratory - Offshore - Shipping (WA)	FRA	M	4
Migratory - Offshore - Shipping (WA)	GBR	F	3
Migratory - Offshore - Shipping (WA)	GBR	M	30
Migratory - Offshore - Shipping (WA)	IDN	M	7
Migratory - Offshore - Shipping (WA)	IND	M	4
Migratory - Offshore - Shipping (WA)	IRL	M	4
Migratory - Offshore - Shipping (WA)	KHM	M	3
Migratory - Offshore - Shipping (WA)	NLD	M	3
Migratory - Offshore - Shipping (WA)	NZL	M	25
Migratory - Offshore - Shipping (WA)	PHL	F	3
Migratory - Offshore - Shipping (WA)	PHL	M	25
Migratory - Offshore - Shipping (WA)	POL	M	3
Migratory - Offshore - Shipping (WA)	THA	M	4
Migratory - Offshore - Shipping (WA)	USA	M	4
Migratory - Offshore - Shipping (WA)	ZAF	M	3
Greater Perth		F	85393
Greater Perth		M	90513
Greater Perth	AFG	F	2304
Greater Perth	AFG	M	3088
Greater Perth	AUS	F	633260
Greater Perth	AUS	M	625249
Greater Perth	BGD	F	1270
Greater Perth	BGD	M	1409
Greater Perth	BIH	F	1516
Greater Perth	BIH	M	1370
Greater Perth	BRA	F	2485
Greater Perth	BRA	M	1804
Greater Perth	CAN	F	2970
Greater Perth	CAN	M	2325
Greater Perth	CHL	F	965
Greater Perth	CHL	M	864
Greater Perth	CHN	F	15545
Greater Perth	CHN	M	11689
Greater Perth	DEU	F	4961
Greater Perth	DEU	M	4092
Greater Perth	EGY	F	1121
Greater Perth	EGY	M	1262
Greater Perth	FJI	F	570
Greater Perth	FJI	M	508
Greater Perth	FRA	F	1808
Greater Perth	FRA	M	1772
Greater Perth	GBR	F	99495
Greater Perth	GBR	M	99597
Greater Perth	GRC	F	1038
Greater Perth	GRC	M	979
Greater Perth	HKG	F	3348
Greater Perth	HKG	M	2921
Greater Perth	HRV	F	2198
Greater Perth	HRV	M	2099
Greater Perth	IDN	F	8052
Greater Perth	IDN	M	4982
Greater Perth	IND	F	27993
Greater Perth	IND	M	30243
Greater Perth	IRL	F	7860
Greater Perth	IRL	M	8553
Greater Perth	IRN	F	3009
Greater Perth	IRN	M	3214
Greater Perth	IRQ	F	1676
Greater Perth	IRQ	M	1860
Greater Perth	ITA	F	8010
Greater Perth	ITA	M	8522
Greater Perth	JPN	F	3125
Greater Perth	JPN	M	1252
Greater Perth	KHM	F	838
Greater Perth	KHM	M	554
Greater Perth	KOR	F	3350
Greater Perth	KOR	M	2692
Greater Perth	LBN	F	543
Greater Perth	LBN	M	616
Greater Perth	LKA	F	4177
Greater Perth	LKA	M	4448
Greater Perth	MKD	F	1699
Greater Perth	MKD	M	1625
Greater Perth	MLT	F	375
Greater Perth	MLT	M	397
Greater Perth	MMR	F	4728
Greater Perth	MMR	M	4152
Greater Perth	MUS	F	2544
Greater Perth	MUS	M	2435
Greater Perth	MYS	F	17165
Greater Perth	MYS	M	14102
Greater Perth	NLD	F	3602
Greater Perth	NLD	M	3480
Greater Perth	NPL	F	2051
Greater Perth	NPL	M	2157
Greater Perth	NZL	F	28522
Greater Perth	NZL	M	30932
Greater Perth	PAK	F	2774
Greater Perth	PAK	M	4451
Greater Perth	PHL	F	17906
Greater Perth	PHL	M	12902
Greater Perth	PNG	F	795
Greater Perth	PNG	M	675
Greater Perth	POL	F	3016
Greater Perth	POL	M	2201
Greater Perth	SGP	F	8417
Greater Perth	SGP	M	6970
Greater Perth	THA	F	6146
Greater Perth	THA	M	2227
Greater Perth	TUR	F	648
Greater Perth	TUR	M	736
Greater Perth	TWN	F	2245
Greater Perth	TWN	M	1157
Greater Perth	USA	F	4494
Greater Perth	USA	M	4343
Greater Perth	VNM	F	9805
Greater Perth	VNM	M	7368
Greater Perth	WSM	F	204
Greater Perth	WSM	M	282
Greater Perth	ZAF	F	19913
Greater Perth	ZAF	M	18883
Greater Perth	ZWE	F	5541
Greater Perth	ZWE	M	5205
Rest of WA		F	27862
Rest of WA		M	34297
Rest of WA	AFG	F	94
Rest of WA	AFG	M	213
Rest of WA	AUS	F	189302
Rest of WA	AUS	M	196061
Rest of WA	BGD	F	61
Rest of WA	BGD	M	79
Rest of WA	BIH	F	36
Rest of WA	BIH	M	36
Rest of WA	BRA	F	174
Rest of WA	BRA	M	137
Rest of WA	CAN	F	593
Rest of WA	CAN	M	370
Rest of WA	CHL	F	105
Rest of WA	CHL	M	89
Rest of WA	CHN	F	663
Rest of WA	CHN	M	492
Rest of WA	DEU	F	1340
Rest of WA	DEU	M	925
Rest of WA	EGY	F	54
Rest of WA	EGY	M	91
Rest of WA	FJI	F	168
Rest of WA	FJI	M	235
Rest of WA	FRA	F	379
Rest of WA	FRA	M	394
Rest of WA	GBR	F	15594
Rest of WA	GBR	M	14580
Rest of WA	GRC	F	52
Rest of WA	GRC	M	65
Rest of WA	HKG	F	143
Rest of WA	HKG	M	111
Rest of WA	HRV	F	85
Rest of WA	HRV	M	119
Rest of WA	IDN	F	700
Rest of WA	IDN	M	311
Rest of WA	IND	F	1265
Rest of WA	IND	M	1557
Rest of WA	IRL	F	826
Rest of WA	IRL	M	873
Rest of WA	IRN	F	71
Rest of WA	IRN	M	141
Rest of WA	IRQ	F	36
Rest of WA	IRQ	M	62
Rest of WA	ITA	F	715
Rest of WA	ITA	M	879
Rest of WA	JPN	F	246
Rest of WA	JPN	M	86
Rest of WA	KHM	F	66
Rest of WA	KHM	M	29
Rest of WA	KOR	F	199
Rest of WA	KOR	M	180
Rest of WA	LBN	F	33
Rest of WA	LBN	M	54
Rest of WA	LKA	F	228
Rest of WA	LKA	M	292
Rest of WA	MKD	F	46
Rest of WA	MKD	M	57
Rest of WA	MLT	F	45
Rest of WA	MLT	M	66
Rest of WA	MMR	F	231
Rest of WA	MMR	M	227
Rest of WA	MUS	F	112
Rest of WA	MUS	M	110
Rest of WA	MYS	F	529
Rest of WA	MYS	M	470
Rest of WA	NLD	F	861
Rest of WA	NLD	M	870
Rest of WA	NPL	F	104
Rest of WA	NPL	M	134
Rest of WA	NZL	F	7385
Rest of WA	NZL	M	8462
Rest of WA	PAK	F	163
Rest of WA	PAK	M	230
Rest of WA	PHL	F	3816
Rest of WA	PHL	M	2843
Rest of WA	PNG	F	214
Rest of WA	PNG	M	252
Rest of WA	POL	F	223
Rest of WA	POL	M	161
Rest of WA	SGP	F	353
Rest of WA	SGP	M	247
Rest of WA	THA	F	1280
Rest of WA	THA	M	338
Rest of WA	TUR	F	17
Rest of WA	TUR	M	45
Rest of WA	TWN	F	412
Rest of WA	TWN	M	184
Rest of WA	USA	F	782
Rest of WA	USA	M	692
Rest of WA	VNM	F	505
Rest of WA	VNM	M	387
Rest of WA	WSM	F	37
Rest of WA	WSM	M	57
Rest of WA	ZAF	F	3077
Rest of WA	ZAF	M	2953
Rest of WA	ZWE	F	954
Rest of WA	ZWE	M	1026
No usual address (Tas.)		F	120
No usual address (Tas.)		M	146
No usual address (Tas.)	AUS	F	428
No usual address (Tas.)	AUS	M	551
No usual address (Tas.)	BRA	F	3
No usual address (Tas.)	CHL	F	3
No usual address (Tas.)	CHN	M	5
No usual address (Tas.)	GBR	F	25
No usual address (Tas.)	GBR	M	28
No usual address (Tas.)	HKG	F	4
No usual address (Tas.)	MYS	M	3
No usual address (Tas.)	NLD	F	4
No usual address (Tas.)	NPL	F	3
No usual address (Tas.)	NPL	M	3
No usual address (Tas.)	NZL	F	10
No usual address (Tas.)	NZL	M	10
No usual address (Tas.)	PAK	M	6
Migratory - Offshore - Shipping (Tas.)		M	3
Migratory - Offshore - Shipping (Tas.)	AUS	M	9
Greater Hobart		F	8005
Greater Hobart		M	7706
Greater Hobart	AFG	F	58
Greater Hobart	AFG	M	52
Greater Hobart	AUS	F	97107
Greater Hobart	AUS	M	92113
Greater Hobart	BGD	F	177
Greater Hobart	BGD	M	298
Greater Hobart	BIH	F	31
Greater Hobart	BIH	M	41
Greater Hobart	BRA	F	190
Greater Hobart	BRA	M	156
Greater Hobart	CAN	F	276
Greater Hobart	CAN	M	246
Greater Hobart	CHL	F	85
Greater Hobart	CHL	M	84
Greater Hobart	CHN	F	3109
Greater Hobart	CHN	M	2434
Greater Hobart	DEU	F	550
Greater Hobart	DEU	M	484
Greater Hobart	EGY	F	49
Greater Hobart	EGY	M	51
Greater Hobart	FJI	F	94
Greater Hobart	FJI	M	59
Greater Hobart	FRA	F	122
Greater Hobart	FRA	M	108
Greater Hobart	GBR	F	4674
Greater Hobart	GBR	M	4743
Greater Hobart	GRC	F	193
Greater Hobart	GRC	M	180
Greater Hobart	HKG	F	322
Greater Hobart	HKG	M	292
Greater Hobart	HRV	F	81
Greater Hobart	HRV	M	81
Greater Hobart	IDN	F	220
Greater Hobart	IDN	M	142
Greater Hobart	IND	F	1712
Greater Hobart	IND	M	2359
Greater Hobart	IRL	F	201
Greater Hobart	IRL	M	172
Greater Hobart	IRN	F	129
Greater Hobart	IRN	M	141
Greater Hobart	IRQ	F	41
Greater Hobart	IRQ	M	31
Greater Hobart	ITA	F	223
Greater Hobart	ITA	M	277
Greater Hobart	JPN	F	225
Greater Hobart	JPN	M	84
Greater Hobart	KHM	F	31
Greater Hobart	KHM	M	24
Greater Hobart	KOR	F	285
Greater Hobart	KOR	M	248
Greater Hobart	LBN	F	27
Greater Hobart	LBN	M	38
Greater Hobart	LKA	F	388
Greater Hobart	LKA	M	451
Greater Hobart	MKD	F	3
Greater Hobart	MKD	M	12
Greater Hobart	MLT	F	19
Greater Hobart	MLT	M	28
Greater Hobart	MMR	F	69
Greater Hobart	MMR	M	51
Greater Hobart	MUS	F	25
Greater Hobart	MUS	M	29
Greater Hobart	MYS	F	518
Greater Hobart	MYS	M	363
Greater Hobart	NLD	F	392
Greater Hobart	NLD	M	387
Greater Hobart	NPL	F	1868
Greater Hobart	NPL	M	2240
Greater Hobart	NZL	F	1087
Greater Hobart	NZL	M	1025
Greater Hobart	PAK	F	266
Greater Hobart	PAK	M	588
Greater Hobart	PHL	F	781
Greater Hobart	PHL	M	386
Greater Hobart	PNG	F	98
Greater Hobart	PNG	M	63
Greater Hobart	POL	F	215
Greater Hobart	POL	M	139
Greater Hobart	SGP	F	210
Greater Hobart	SGP	M	145
Greater Hobart	THA	F	348
Greater Hobart	THA	M	141
Greater Hobart	TUR	F	21
Greater Hobart	TUR	M	29
Greater Hobart	TWN	F	220
Greater Hobart	TWN	M	170
Greater Hobart	USA	F	574
Greater Hobart	USA	M	514
Greater Hobart	VNM	F	572
Greater Hobart	VNM	M	443
Greater Hobart	WSM	F	4
Greater Hobart	WSM	M	15
Greater Hobart	ZAF	F	569
Greater Hobart	ZAF	M	540
Greater Hobart	ZWE	F	106
Greater Hobart	ZWE	M	112
Rest of Tas.		F	11617
Rest of Tas.		M	12088
Rest of Tas.	AFG	F	88
Rest of Tas.	AFG	M	82
Rest of Tas.	AUS	F	127308
Rest of Tas.	AUS	M	123305
Rest of Tas.	BGD	F	50
Rest of Tas.	BGD	M	69
Rest of Tas.	BIH	F	16
Rest of Tas.	BIH	M	19
Rest of Tas.	BRA	F	49
Rest of Tas.	BRA	M	45
Rest of Tas.	CAN	F	278
Rest of Tas.	CAN	M	215
Rest of Tas.	CHL	F	65
Rest of Tas.	CHL	M	62
Rest of Tas.	CHN	F	757
Rest of Tas.	CHN	M	527
Rest of Tas.	DEU	F	528
Rest of Tas.	DEU	M	513
Rest of Tas.	EGY	F	39
Rest of Tas.	EGY	M	55
Rest of Tas.	FJI	F	64
Rest of Tas.	FJI	M	56
Rest of Tas.	FRA	F	101
Rest of Tas.	FRA	M	111
Rest of Tas.	GBR	F	6256
Rest of Tas.	GBR	M	6453
Rest of Tas.	GRC	F	33
Rest of Tas.	GRC	M	43
Rest of Tas.	HKG	F	130
Rest of Tas.	HKG	M	111
Rest of Tas.	HRV	F	23
Rest of Tas.	HRV	M	40
Rest of Tas.	IDN	F	151
Rest of Tas.	IDN	M	90
Rest of Tas.	IND	F	826
Rest of Tas.	IND	M	1241
Rest of Tas.	IRL	F	184
Rest of Tas.	IRL	M	186
Rest of Tas.	IRN	F	138
Rest of Tas.	IRN	M	145
Rest of Tas.	IRQ	F	24
Rest of Tas.	IRQ	M	27
Rest of Tas.	ITA	F	155
Rest of Tas.	ITA	M	216
Rest of Tas.	JPN	F	116
Rest of Tas.	JPN	M	35
Rest of Tas.	KHM	F	11
Rest of Tas.	KHM	M	10
Rest of Tas.	KOR	F	134
Rest of Tas.	KOR	M	105
Rest of Tas.	LBN	F	16
Rest of Tas.	LBN	M	25
Rest of Tas.	LKA	F	248
Rest of Tas.	LKA	M	274
Rest of Tas.	MKD	F	6
Rest of Tas.	MKD	M	7
Rest of Tas.	MLT	F	31
Rest of Tas.	MLT	M	49
Rest of Tas.	MMR	F	123
Rest of Tas.	MMR	M	103
Rest of Tas.	MUS	F	22
Rest of Tas.	MUS	M	16
Rest of Tas.	MYS	F	320
Rest of Tas.	MYS	M	249
Rest of Tas.	NLD	F	675
Rest of Tas.	NLD	M	680
Rest of Tas.	NPL	F	998
Rest of Tas.	NPL	M	1106
Rest of Tas.	NZL	F	1662
Rest of Tas.	NZL	M	1689
Rest of Tas.	PAK	F	152
Rest of Tas.	PAK	M	467
Rest of Tas.	PHL	F	999
Rest of Tas.	PHL	M	274
Rest of Tas.	PNG	F	106
Rest of Tas.	PNG	M	83
Rest of Tas.	POL	F	133
Rest of Tas.	POL	M	95
Rest of Tas.	SGP	F	126
Rest of Tas.	SGP	M	99
Rest of Tas.	THA	F	299
Rest of Tas.	THA	M	77
Rest of Tas.	TUR	F	18
Rest of Tas.	TUR	M	26
Rest of Tas.	TWN	F	192
Rest of Tas.	TWN	M	114
Rest of Tas.	USA	F	501
Rest of Tas.	USA	M	461
Rest of Tas.	VNM	F	221
Rest of Tas.	VNM	M	148
Rest of Tas.	WSM	F	12
Rest of Tas.	WSM	M	32
Rest of Tas.	ZAF	F	511
Rest of Tas.	ZAF	M	462
Rest of Tas.	ZWE	F	94
Rest of Tas.	ZWE	M	92
No usual address (NT)		F	470
No usual address (NT)		M	518
No usual address (NT)	AUS	F	1001
No usual address (NT)	AUS	M	1102
No usual address (NT)	CHL	F	5
No usual address (NT)	CHN	F	9
No usual address (NT)	CHN	M	3
No usual address (NT)	DEU	F	11
No usual address (NT)	DEU	M	14
No usual address (NT)	FJI	F	3
No usual address (NT)	FRA	F	14
No usual address (NT)	FRA	M	15
No usual address (NT)	GBR	F	72
No usual address (NT)	GBR	M	75
No usual address (NT)	GRC	M	3
No usual address (NT)	HKG	M	5
No usual address (NT)	IND	F	5
No usual address (NT)	IND	M	4
No usual address (NT)	IRL	F	3
No usual address (NT)	IRL	M	3
No usual address (NT)	ITA	F	10
No usual address (NT)	ITA	M	7
No usual address (NT)	LKA	M	4
No usual address (NT)	MYS	F	7
No usual address (NT)	NLD	F	8
No usual address (NT)	NLD	M	3
No usual address (NT)	NZL	F	39
No usual address (NT)	NZL	M	41
No usual address (NT)	PHL	F	4
No usual address (NT)	PNG	F	5
No usual address (NT)	THA	F	5
No usual address (NT)	USA	F	6
No usual address (NT)	USA	M	5
No usual address (NT)	ZAF	F	4
No usual address (NT)	ZAF	M	4
No usual address (NT)	ZWE	M	3
Migratory - Offshore - Shipping (NT)		M	22
Migratory - Offshore - Shipping (NT)	AUS	F	8
Migratory - Offshore - Shipping (NT)	AUS	M	45
Migratory - Offshore - Shipping (NT)	GBR	M	8
Migratory - Offshore - Shipping (NT)	IDN	M	5
Migratory - Offshore - Shipping (NT)	NZL	M	7
Migratory - Offshore - Shipping (NT)	PNG	M	3
Greater Darwin		F	7773
Greater Darwin		M	8461
Greater Darwin	AFG	F	6
Greater Darwin	AFG	M	23
Greater Darwin	AUS	F	43262
Greater Darwin	AUS	M	45999
Greater Darwin	BGD	F	250
Greater Darwin	BGD	M	388
Greater Darwin	BIH	F	20
Greater Darwin	BIH	M	22
Greater Darwin	BRA	F	94
Greater Darwin	BRA	M	73
Greater Darwin	CAN	F	139
Greater Darwin	CAN	M	119
Greater Darwin	CHL	F	33
Greater Darwin	CHL	M	23
Greater Darwin	CHN	F	850
Greater Darwin	CHN	M	555
Greater Darwin	DEU	F	337
Greater Darwin	DEU	M	255
