GCCSA_NAME21	Age.min	Sex	persons
Greater Adelaide	22	M	9346
Greater Adelaide	23	F	8993
Greater Adelaide	23	M	9503
Greater Adelaide	24	F	9279
Greater Adelaide	24	M	9691
Greater Adelaide	25	F	9455
Greater Adelaide	25	M	9964
Greater Adelaide	26	F	9503
Greater Adelaide	26	M	10210
Greater Adelaide	27	F	9547
Greater Adelaide	27	M	9597
Greater Adelaide	28	F	9606
Greater Adelaide	28	M	9710
Greater Adelaide	29	F	9685
Greater Adelaide	29	M	9573
Greater Adelaide	30	F	9760
Greater Adelaide	30	M	9551
Greater Adelaide	31	F	9897
Greater Adelaide	31	M	9567
Greater Adelaide	32	F	9737
Greater Adelaide	32	M	9577
Greater Adelaide	33	F	9937
Greater Adelaide	33	M	9438
Greater Adelaide	34	F	9967
Greater Adelaide	34	M	9430
Greater Adelaide	35	F	10065
Greater Adelaide	35	M	9636
Greater Adelaide	36	F	10019
Greater Adelaide	36	M	9643
Greater Adelaide	37	F	10091
Greater Adelaide	37	M	9711
Greater Adelaide	38	F	9905
Greater Adelaide	38	M	9663
Greater Adelaide	39	F	9550
Greater Adelaide	39	M	9186
Greater Adelaide	40	F	9377
Greater Adelaide	40	M	9135
Greater Adelaide	41	F	8869
Greater Adelaide	41	M	8717
Greater Adelaide	42	F	8749
Greater Adelaide	42	M	8586
Greater Adelaide	43	F	8509
Greater Adelaide	43	M	8184
Greater Adelaide	44	F	8603
Greater Adelaide	44	M	8462
Greater Adelaide	45	F	8289
Greater Adelaide	45	M	8295
Greater Adelaide	46	F	8479
Greater Adelaide	46	M	8445
Greater Adelaide	47	F	8734
Greater Adelaide	47	M	8447
Greater Adelaide	48	F	8921
Greater Adelaide	48	M	8625
Greater Adelaide	49	F	9415
Greater Adelaide	49	M	9036
Greater Adelaide	50	F	9483
Greater Adelaide	50	M	9250
Greater Adelaide	51	F	9057
Greater Adelaide	51	M	8865
Greater Adelaide	52	F	9030
Greater Adelaide	52	M	8672
Greater Adelaide	53	F	8844
Greater Adelaide	53	M	8462
Greater Adelaide	54	F	8574
Greater Adelaide	54	M	8137
Greater Adelaide	55	F	8681
Greater Adelaide	55	M	8258
Greater Adelaide	56	F	8792
Greater Adelaide	56	M	8361
Greater Adelaide	57	F	8896
Greater Adelaide	57	M	8464
Greater Adelaide	58	F	8873
Greater Adelaide	58	M	8449
Greater Adelaide	59	F	8899
Greater Adelaide	59	M	8241
Greater Adelaide	60	F	8958
Greater Adelaide	60	M	8454
Greater Adelaide	61	F	8720
Greater Adelaide	61	M	8059
Greater Adelaide	62	F	8691
Greater Adelaide	62	M	7894
Greater Adelaide	63	F	8290
Greater Adelaide	63	M	7698
Greater Adelaide	64	F	8374
Greater Adelaide	64	M	7375
Greater Adelaide	65	F	8103
Greater Adelaide	65	M	7209
Greater Adelaide	66	F	7806
Greater Adelaide	66	M	7144
Greater Adelaide	67	F	7798
Greater Adelaide	67	M	6763
Greater Adelaide	68	F	7663
Greater Adelaide	68	M	6788
Greater Adelaide	69	F	7430
Greater Adelaide	69	M	6631
Greater Adelaide	70	F	7456
Greater Adelaide	70	M	6436
Greater Adelaide	71	F	7164
Greater Adelaide	71	M	6414
Greater Adelaide	72	F	7043
Greater Adelaide	72	M	6097
Greater Adelaide	73	F	6909
Greater Adelaide	73	M	6043
Greater Adelaide	74	F	7289
Greater Adelaide	74	M	6566
Greater Adelaide	75	F	5977
Greater Adelaide	75	M	5168
Greater Adelaide	76	F	5592
Greater Adelaide	76	M	4739
Greater Adelaide	77	F	5110
Greater Adelaide	77	M	4442
Greater Adelaide	78	F	4757
Greater Adelaide	78	M	3977
Greater Adelaide	79	F	4461
Greater Adelaide	79	M	3819
Greater Adelaide	80	F	18937
Greater Adelaide	80	M	14579
Greater Adelaide	85	F	12460
Greater Adelaide	90	M	3992
Greater Adelaide	95	F	2447
Greater Adelaide	95	M	971
Greater Adelaide	100	F	337
Greater Adelaide	100	M	116
Rest of SA	0	F	1803
Rest of SA	0	M	1920
Rest of SA	1	F	1818
Rest of SA	1	M	1850
Rest of SA	2	F	1949
Rest of SA	2	M	1979
Rest of SA	3	F	1949
Rest of SA	3	M	2044
Rest of SA	4	F	1992
Rest of SA	4	M	2036
Rest of SA	5	F	2155
Rest of SA	5	M	2139
Rest of SA	6	F	2062
Rest of SA	6	M	2166
Rest of SA	7	F	2182
Rest of SA	7	M	2292
Rest of SA	8	F	2171
Rest of SA	8	M	2342
Rest of SA	9	F	2267
Rest of SA	9	M	2389
Rest of SA	10	F	2184
Rest of SA	10	M	2417
Rest of SA	11	F	2305
Rest of SA	11	M	2432
Rest of SA	12	F	2315
Rest of SA	12	M	2480
Rest of SA	13	F	2347
Rest of SA	13	M	2437
Rest of SA	14	F	2322
Rest of SA	14	M	2454
Rest of SA	15	F	2158
Rest of SA	15	M	2383
Rest of SA	16	F	2121
Rest of SA	16	M	2290
Rest of SA	17	F	2000
Rest of SA	17	M	2189
Rest of SA	18	F	1774
Rest of SA	18	M	2043
Rest of SA	19	F	1763
Rest of SA	19	M	1971
Rest of SA	20	F	1598
Rest of SA	20	M	1842
Rest of SA	21	F	1577
Rest of SA	21	M	1897
Rest of SA	22	F	1720
Rest of SA	22	M	1874
Rest of SA	23	F	1742
Rest of SA	23	M	1863
Rest of SA	24	F	1814
Rest of SA	24	M	1971
Rest of SA	25	F	1803
Rest of SA	25	M	2040
Rest of SA	26	F	2012
Rest of SA	26	M	2052
Rest of SA	27	F	1963
Rest of SA	27	M	2024
Rest of SA	28	F	2055
Rest of SA	28	M	2084
Rest of SA	29	F	2053
Rest of SA	29	M	1944
Rest of SA	30	F	2083
Rest of SA	30	M	2204
Rest of SA	31	F	2062
Rest of SA	31	M	2094
Rest of SA	32	F	2034
Rest of SA	32	M	2179
Rest of SA	33	F	2065
Rest of SA	33	M	2053
Rest of SA	34	F	2088
Rest of SA	34	M	2058
Rest of SA	35	F	2202
Rest of SA	35	M	2078
Rest of SA	36	F	2112
Rest of SA	36	M	2166
Rest of SA	37	F	2141
Rest of SA	37	M	2109
Rest of SA	38	F	2101
Rest of SA	38	M	2126
Rest of SA	39	F	2114
Rest of SA	39	M	2080
Rest of SA	40	F	2070
Rest of SA	40	M	2040
Rest of SA	41	F	2037
Rest of SA	41	M	2004
Rest of SA	42	F	1914
Rest of SA	42	M	1994
Rest of SA	43	F	2030
Rest of SA	43	M	2069
Rest of SA	44	F	2085
Rest of SA	44	M	2001
Rest of SA	45	F	2207
Rest of SA	45	M	2115
Rest of SA	46	F	2165
Rest of SA	46	M	2148
Rest of SA	47	F	2193
Rest of SA	47	M	2234
Rest of SA	48	F	2400
Rest of SA	48	M	2310
Rest of SA	49	F	2573
Rest of SA	49	M	2450
Rest of SA	50	F	2757
Rest of SA	50	M	2726
Rest of SA	51	F	2670
Rest of SA	51	M	2540
Rest of SA	52	F	2593
Rest of SA	52	M	2718
Rest of SA	53	F	2528
Rest of SA	53	M	2667
Rest of SA	54	F	2508
Rest of SA	54	M	2577
Rest of SA	55	F	2582
Rest of SA	55	M	2557
Rest of SA	56	F	2668
Rest of SA	56	M	2717
Rest of SA	57	F	2789
Rest of SA	57	M	2805
Rest of SA	58	F	3017
Rest of SA	58	M	2974
Rest of SA	59	F	2972
Rest of SA	59	M	3066
Rest of SA	60	F	3118
Rest of SA	60	M	3097
Rest of SA	61	F	3035
Rest of SA	61	M	3030
Rest of SA	62	F	3058
Rest of SA	62	M	2983
Rest of SA	63	F	2882
Rest of SA	63	M	2984
Rest of SA	64	F	2903
Rest of SA	64	M	2984
Rest of SA	65	F	2964
Rest of SA	65	M	2940
Rest of SA	66	F	2804
Rest of SA	66	M	2941
Rest of SA	67	F	2774
Rest of SA	67	M	2953
Rest of SA	68	F	2842
Rest of SA	68	M	2989
Rest of SA	69	F	2769
Rest of SA	69	M	2785
Rest of SA	70	F	2731
Rest of SA	70	M	2758
Rest of SA	71	F	2685
Rest of SA	71	M	2769
Rest of SA	72	F	2537
Rest of SA	72	M	2687
Rest of SA	73	F	2466
Rest of SA	73	M	2472
Rest of SA	74	F	2702
Rest of SA	74	M	2674
Rest of SA	75	F	2147
Rest of SA	75	M	2197
Rest of SA	76	F	2121
Rest of SA	76	M	2093
Rest of SA	77	F	1903
Rest of SA	77	M	1902
Rest of SA	78	F	1722
Rest of SA	78	M	1633
Rest of SA	79	F	1645
Rest of SA	79	M	1531
Rest of SA	80	F	6318
Rest of SA	80	M	5811
Rest of SA	85	F	3757
Rest of SA	90	M	1239
Rest of SA	95	F	654
Rest of SA	95	M	277
Rest of SA	100	F	95
Rest of SA	100	M	29
No usual address (WA)	0	F	32
No usual address (WA)	0	M	24
No usual address (WA)	1	F	31
No usual address (WA)	1	M	27
No usual address (WA)	2	F	31
No usual address (WA)	2	M	45
No usual address (WA)	3	F	32
No usual address (WA)	3	M	23
No usual address (WA)	4	F	24
No usual address (WA)	4	M	29
No usual address (WA)	5	F	28
No usual address (WA)	5	M	30
No usual address (WA)	6	F	24
No usual address (WA)	6	M	21
No usual address (WA)	7	F	25
No usual address (WA)	7	M	27
No usual address (WA)	8	F	27
No usual address (WA)	8	M	28
No usual address (WA)	9	F	20
No usual address (WA)	9	M	25
No usual address (WA)	10	F	35
No usual address (WA)	10	M	38
No usual address (WA)	11	F	24
No usual address (WA)	11	M	13
No usual address (WA)	12	F	15
No usual address (WA)	12	M	15
No usual address (WA)	13	F	12
No usual address (WA)	13	M	33
No usual address (WA)	14	F	20
No usual address (WA)	14	M	21
No usual address (WA)	15	F	20
No usual address (WA)	15	M	17
No usual address (WA)	16	F	25
No usual address (WA)	16	M	11
No usual address (WA)	17	F	28
No usual address (WA)	17	M	20
No usual address (WA)	18	F	44
No usual address (WA)	18	M	22
No usual address (WA)	19	F	30
No usual address (WA)	19	M	36
No usual address (WA)	20	F	63
No usual address (WA)	20	M	65
No usual address (WA)	21	F	40
No usual address (WA)	21	M	48
No usual address (WA)	22	F	38
No usual address (WA)	22	M	66
No usual address (WA)	23	F	41
No usual address (WA)	23	M	62
No usual address (WA)	24	F	84
No usual address (WA)	24	M	63
No usual address (WA)	25	F	66
No usual address (WA)	25	M	79
No usual address (WA)	26	F	69
No usual address (WA)	26	M	82
No usual address (WA)	27	F	64
No usual address (WA)	27	M	74
No usual address (WA)	28	F	81
No usual address (WA)	28	M	77
No usual address (WA)	29	F	71
No usual address (WA)	29	M	69
No usual address (WA)	30	F	91
No usual address (WA)	30	M	137
No usual address (WA)	31	F	76
No usual address (WA)	31	M	55
No usual address (WA)	32	F	60
No usual address (WA)	32	M	82
No usual address (WA)	33	F	50
No usual address (WA)	33	M	89
No usual address (WA)	34	F	61
No usual address (WA)	34	M	70
No usual address (WA)	35	F	107
No usual address (WA)	35	M	130
No usual address (WA)	36	F	50
No usual address (WA)	36	M	89
No usual address (WA)	37	F	54
No usual address (WA)	37	M	78
No usual address (WA)	38	F	61
No usual address (WA)	38	M	85
No usual address (WA)	39	F	43
No usual address (WA)	39	M	69
No usual address (WA)	40	F	111
No usual address (WA)	40	M	169
No usual address (WA)	41	F	56
No usual address (WA)	41	M	64
No usual address (WA)	42	F	39
No usual address (WA)	42	M	80
No usual address (WA)	43	F	47
No usual address (WA)	43	M	75
No usual address (WA)	44	F	38
No usual address (WA)	44	M	95
No usual address (WA)	45	F	55
No usual address (WA)	45	M	145
No usual address (WA)	46	F	58
No usual address (WA)	46	M	64
No usual address (WA)	47	F	46
No usual address (WA)	47	M	65
No usual address (WA)	48	F	60
No usual address (WA)	48	M	75
No usual address (WA)	49	F	35
No usual address (WA)	49	M	99
No usual address (WA)	50	F	65
No usual address (WA)	50	M	134
No usual address (WA)	51	F	24
No usual address (WA)	51	M	68
No usual address (WA)	52	F	44
No usual address (WA)	52	M	80
No usual address (WA)	53	F	54
No usual address (WA)	53	M	68
No usual address (WA)	54	F	43
No usual address (WA)	54	M	55
No usual address (WA)	55	F	39
No usual address (WA)	55	M	95
No usual address (WA)	56	F	47
No usual address (WA)	56	M	55
No usual address (WA)	57	F	49
No usual address (WA)	57	M	41
No usual address (WA)	58	F	45
No usual address (WA)	58	M	63
No usual address (WA)	59	F	46
No usual address (WA)	59	M	69
No usual address (WA)	60	F	64
No usual address (WA)	60	M	99
No usual address (WA)	61	F	37
No usual address (WA)	61	M	47
No usual address (WA)	62	F	49
No usual address (WA)	62	M	65
No usual address (WA)	63	F	45
No usual address (WA)	63	M	64
No usual address (WA)	64	F	48
No usual address (WA)	64	M	66
No usual address (WA)	65	F	64
No usual address (WA)	65	M	69
No usual address (WA)	66	F	47
No usual address (WA)	66	M	61
No usual address (WA)	67	F	27
No usual address (WA)	67	M	40
No usual address (WA)	68	F	37
No usual address (WA)	68	M	51
No usual address (WA)	69	F	32
No usual address (WA)	69	M	49
No usual address (WA)	70	F	39
No usual address (WA)	70	M	50
No usual address (WA)	71	F	29
No usual address (WA)	71	M	37
No usual address (WA)	72	F	14
No usual address (WA)	72	M	31
No usual address (WA)	73	F	17
No usual address (WA)	73	M	28
No usual address (WA)	74	F	7
No usual address (WA)	74	M	24
No usual address (WA)	75	F	14
No usual address (WA)	75	M	25
No usual address (WA)	76	F	10
No usual address (WA)	76	M	27
No usual address (WA)	77	F	4
No usual address (WA)	77	M	20
No usual address (WA)	78	F	4
No usual address (WA)	78	M	10
No usual address (WA)	79	M	6
No usual address (WA)	80	F	15
No usual address (WA)	80	M	29
No usual address (WA)	85	F	12
No usual address (WA)	90	M	3
No usual address (WA)	95	M	4
Migratory - Offshore - Shipping (WA)	18	F	3
Migratory - Offshore - Shipping (WA)	18	M	4
Migratory - Offshore - Shipping (WA)	21	F	3
Migratory - Offshore - Shipping (WA)	21	M	4
Migratory - Offshore - Shipping (WA)	22	F	3
Migratory - Offshore - Shipping (WA)	23	M	9
Migratory - Offshore - Shipping (WA)	24	F	3
Migratory - Offshore - Shipping (WA)	24	M	9
Migratory - Offshore - Shipping (WA)	25	M	4
Migratory - Offshore - Shipping (WA)	26	M	10
Migratory - Offshore - Shipping (WA)	27	M	9
Migratory - Offshore - Shipping (WA)	28	M	15
Migratory - Offshore - Shipping (WA)	29	F	3
Migratory - Offshore - Shipping (WA)	29	M	10
Migratory - Offshore - Shipping (WA)	30	M	6
Migratory - Offshore - Shipping (WA)	31	M	9
Migratory - Offshore - Shipping (WA)	32	M	10
Migratory - Offshore - Shipping (WA)	33	M	11
Migratory - Offshore - Shipping (WA)	34	F	5
Migratory - Offshore - Shipping (WA)	34	M	19
Migratory - Offshore - Shipping (WA)	35	M	17
Migratory - Offshore - Shipping (WA)	36	F	3
Migratory - Offshore - Shipping (WA)	36	M	6
Migratory - Offshore - Shipping (WA)	37	F	9
Migratory - Offshore - Shipping (WA)	37	M	25
Migratory - Offshore - Shipping (WA)	38	M	26
Migratory - Offshore - Shipping (WA)	39	M	8
Migratory - Offshore - Shipping (WA)	40	M	22
Migratory - Offshore - Shipping (WA)	41	M	14
Migratory - Offshore - Shipping (WA)	42	M	13
Migratory - Offshore - Shipping (WA)	43	M	22
Migratory - Offshore - Shipping (WA)	44	M	13
Migratory - Offshore - Shipping (WA)	45	M	5
Migratory - Offshore - Shipping (WA)	46	M	17
Migratory - Offshore - Shipping (WA)	47	F	4
Migratory - Offshore - Shipping (WA)	47	M	13
Migratory - Offshore - Shipping (WA)	48	M	8
Migratory - Offshore - Shipping (WA)	49	M	13
Migratory - Offshore - Shipping (WA)	50	M	9
Migratory - Offshore - Shipping (WA)	51	M	13
Migratory - Offshore - Shipping (WA)	52	M	10
Migratory - Offshore - Shipping (WA)	53	M	9
Migratory - Offshore - Shipping (WA)	54	F	4
Migratory - Offshore - Shipping (WA)	54	M	3
Migratory - Offshore - Shipping (WA)	55	M	4
Migratory - Offshore - Shipping (WA)	56	M	10
Migratory - Offshore - Shipping (WA)	58	M	11
Migratory - Offshore - Shipping (WA)	59	M	4
Migratory - Offshore - Shipping (WA)	60	M	11
Migratory - Offshore - Shipping (WA)	61	M	10
Migratory - Offshore - Shipping (WA)	62	F	3
Migratory - Offshore - Shipping (WA)	62	M	6
Migratory - Offshore - Shipping (WA)	63	M	5
Migratory - Offshore - Shipping (WA)	65	M	4
Migratory - Offshore - Shipping (WA)	67	M	5
Migratory - Offshore - Shipping (WA)	69	M	5
Greater Perth	0	F	12130
Greater Perth	0	M	12764
Greater Perth	1	F	12405
Greater Perth	1	M	13067
Greater Perth	2	F	12528
Greater Perth	2	M	13294
Greater Perth	3	F	12768
Greater Perth	3	M	13570
Greater Perth	4	F	13062
Greater Perth	4	M	14009
Greater Perth	5	F	13395
Greater Perth	5	M	14331
Greater Perth	6	F	13122
Greater Perth	6	M	14006
Greater Perth	7	F	13322
Greater Perth	7	M	13795
Greater Perth	8	F	13364
Greater Perth	8	M	14028
Greater Perth	9	F	13322
Greater Perth	9	M	13729
Greater Perth	10	F	13347
Greater Perth	10	M	13886
Greater Perth	11	F	13153
Greater Perth	11	M	13924
Greater Perth	12	F	12789
Greater Perth	12	M	13901
Greater Perth	13	F	13314
Greater Perth	13	M	13982
Greater Perth	14	F	12985
Greater Perth	14	M	13933
Greater Perth	15	F	12596
Greater Perth	15	M	13309
Greater Perth	16	F	11988
Greater Perth	16	M	12768
Greater Perth	17	F	11723
Greater Perth	17	M	12570
Greater Perth	18	F	11937
Greater Perth	18	M	12130
Greater Perth	19	F	11936
Greater Perth	19	M	12362
Greater Perth	20	F	12557
Greater Perth	20	M	13144
Greater Perth	21	F	13106
Greater Perth	21	M	13354
Greater Perth	22	F	13155
Greater Perth	22	M	13621
Greater Perth	23	F	13104
Greater Perth	23	M	13523
Greater Perth	24	F	13424
Greater Perth	24	M	13645
Greater Perth	25	F	13661
Greater Perth	25	M	14117
Greater Perth	26	F	14194
Greater Perth	26	M	14488
Greater Perth	27	F	14583
Greater Perth	27	M	14338
Greater Perth	28	F	14830
Greater Perth	28	M	14078
Greater Perth	29	F	15020
Greater Perth	29	M	14540
Greater Perth	30	F	15968
Greater Perth	30	M	14961
Greater Perth	31	F	16186
Greater Perth	31	M	15553
Greater Perth	32	F	16658
Greater Perth	32	M	15497
Greater Perth	33	F	16675
Greater Perth	33	M	15732
Greater Perth	34	F	16867
Greater Perth	34	M	15960
Greater Perth	35	F	16889
Greater Perth	35	M	16219
Greater Perth	36	F	16835
Greater Perth	36	M	16361
Greater Perth	37	F	16714
Greater Perth	37	M	16124
Greater Perth	38	F	16476
Greater Perth	38	M	16232
Greater Perth	39	F	15822
Greater Perth	39	M	15757
Greater Perth	40	F	15552
Greater Perth	40	M	15313
Greater Perth	41	F	14699
Greater Perth	41	M	14518
Greater Perth	42	F	14443
Greater Perth	42	M	14059
Greater Perth	43	F	13857
Greater Perth	43	M	13868
Greater Perth	44	F	13783
Greater Perth	44	M	13397
Greater Perth	45	F	13748
Greater Perth	45	M	13593
Greater Perth	46	F	13848
Greater Perth	46	M	13409
Greater Perth	47	F	13753
Greater Perth	47	M	13414
Greater Perth	48	F	14006
Greater Perth	48	M	13717
Greater Perth	49	F	14700
Greater Perth	49	M	14325
Greater Perth	50	F	14905
Greater Perth	50	M	14579
Greater Perth	51	F	13929
Greater Perth	51	M	13650
Greater Perth	52	F	13895
Greater Perth	52	M	13701
Greater Perth	53	F	13117
Greater Perth	53	M	12876
Greater Perth	54	F	12839
Greater Perth	54	M	12557
Greater Perth	55	F	12750
Greater Perth	55	M	12308
Greater Perth	56	F	12774
Greater Perth	56	M	12215
Greater Perth	57	F	12954
Greater Perth	57	M	12528
Greater Perth	58	F	12888
Greater Perth	58	M	12533
Greater Perth	59	F	12617
Greater Perth	59	M	12155
Greater Perth	60	F	12414
Greater Perth	60	M	11912
Greater Perth	61	F	12230
Greater Perth	61	M	11425
Greater Perth	62	F	11866
Greater Perth	62	M	10985
Greater Perth	63	F	11444
Greater Perth	63	M	10679
Greater Perth	64	F	11211
Greater Perth	64	M	10303
Greater Perth	65	F	11234
Greater Perth	65	M	10474
Greater Perth	66	F	11016
Greater Perth	66	M	9756
Greater Perth	67	F	10638
Greater Perth	67	M	9372
Greater Perth	68	F	10304
Greater Perth	68	M	9301
Greater Perth	69	F	9947
Greater Perth	69	M	9090
Greater Perth	70	F	9559
Greater Perth	70	M	8932
Greater Perth	71	F	9348
Greater Perth	71	M	8614
Greater Perth	72	F	9197
Greater Perth	72	M	8229
Greater Perth	73	F	8818
Greater Perth	73	M	8278
Greater Perth	74	F	9244
Greater Perth	74	M	8607
Greater Perth	75	F	7098
Greater Perth	75	M	6676
Greater Perth	76	F	6746
Greater Perth	76	M	6247
Greater Perth	77	F	6506
Greater Perth	77	M	5969
Greater Perth	78	F	5740
Greater Perth	78	M	5111
Greater Perth	79	F	5642
Greater Perth	79	M	5125
Greater Perth	80	F	23261
Greater Perth	80	M	18974
Greater Perth	85	F	14660
Greater Perth	90	M	4377
Greater Perth	95	F	2327
Greater Perth	95	M	1025
Greater Perth	100	F	353
Greater Perth	100	M	84
Rest of WA	0	F	2851
Rest of WA	0	M	3043
Rest of WA	1	F	3058
Rest of WA	1	M	3248
Rest of WA	2	F	3067
Rest of WA	2	M	3337
Rest of WA	3	F	3193
Rest of WA	3	M	3351
Rest of WA	4	F	3289
Rest of WA	4	M	3428
Rest of WA	5	F	3421
Rest of WA	5	M	3649
Rest of WA	6	F	3430
Rest of WA	6	M	3696
Rest of WA	7	F	3550
Rest of WA	7	M	3759
Rest of WA	8	F	3477
Rest of WA	8	M	3724
Rest of WA	9	F	3500
Rest of WA	9	M	3765
Rest of WA	10	F	3436
Rest of WA	10	M	3799
Rest of WA	11	F	3651
Rest of WA	11	M	3749
Rest of WA	12	F	3474
Rest of WA	12	M	3594
Rest of WA	13	F	3463
Rest of WA	13	M	3631
Rest of WA	14	F	3517
Rest of WA	14	M	3622
Rest of WA	15	F	3352
Rest of WA	15	M	3414
Rest of WA	16	F	3026
Rest of WA	16	M	3303
Rest of WA	17	F	2969
Rest of WA	17	M	3234
Rest of WA	18	F	2552
Rest of WA	18	M	2841
Rest of WA	19	F	2350
Rest of WA	19	M	2613
Rest of WA	20	F	2179
Rest of WA	20	M	2557
Rest of WA	21	F	2245
Rest of WA	21	M	2599
Rest of WA	22	F	2407
Rest of WA	22	M	2708
Rest of WA	23	F	2565
Rest of WA	23	M	2769
Rest of WA	24	F	2690
Rest of WA	24	M	2880
Rest of WA	25	F	2781
Rest of WA	25	M	3047
Rest of WA	26	F	3026
Rest of WA	26	M	3176
Rest of WA	27	F	3115
Rest of WA	27	M	3270
Rest of WA	28	F	3229
Rest of WA	28	M	3222
Rest of WA	29	F	3181
Rest of WA	29	M	3347
Rest of WA	30	F	3451
Rest of WA	30	M	3497
Rest of WA	31	F	3566
Rest of WA	31	M	3449
Rest of WA	32	F	3546
Rest of WA	32	M	3595
Rest of WA	33	F	3537
Rest of WA	33	M	3554
Rest of WA	34	F	3607
Rest of WA	34	M	3618
Rest of WA	35	F	3686
Rest of WA	35	M	3719
Rest of WA	36	F	3713
Rest of WA	36	M	3569
Rest of WA	37	F	3637
Rest of WA	37	M	3720
Rest of WA	38	F	3670
Rest of WA	38	M	3700
Rest of WA	39	F	3595
Rest of WA	39	M	3600
Rest of WA	40	F	3520
Rest of WA	40	M	3671
Rest of WA	41	F	3397
Rest of WA	41	M	3492
Rest of WA	42	F	3434
Rest of WA	42	M	3486
Rest of WA	43	F	3227
Rest of WA	43	M	3401
Rest of WA	44	F	3189
Rest of WA	44	M	3431
Rest of WA	45	F	3251
Rest of WA	45	M	3462
Rest of WA	46	F	3445
Rest of WA	46	M	3424
Rest of WA	47	F	3446
Rest of WA	47	M	3525
Rest of WA	48	F	3397
Rest of WA	48	M	3744
Rest of WA	49	F	3734
Rest of WA	49	M	3965
Rest of WA	50	F	3913
Rest of WA	50	M	4068
Rest of WA	51	F	3570
Rest of WA	51	M	3823
Rest of WA	52	F	3602
Rest of WA	52	M	3686
Rest of WA	53	F	3565
Rest of WA	53	M	3694
Rest of WA	54	F	3365
Rest of WA	54	M	3589
Rest of WA	55	F	3461
Rest of WA	55	M	3709
Rest of WA	56	F	3475
Rest of WA	56	M	3684
Rest of WA	57	F	3518
Rest of WA	57	M	3756
Rest of WA	58	F	3629
Rest of WA	58	M	3854
Rest of WA	59	F	3685
Rest of WA	59	M	3717
Rest of WA	60	F	3718
Rest of WA	60	M	3872
Rest of WA	61	F	3492
Rest of WA	61	M	3667
Rest of WA	62	F	3577
Rest of WA	62	M	3616
Rest of WA	63	F	3422
Rest of WA	63	M	3449
Rest of WA	64	F	3237
Rest of WA	64	M	3529
Rest of WA	65	F	3310
Rest of WA	65	M	3461
Rest of WA	66	F	3066
Rest of WA	66	M	3196
Rest of WA	67	F	2878
Rest of WA	67	M	3095
Rest of WA	68	F	2918
Rest of WA	68	M	2960
Rest of WA	69	F	2808
Rest of WA	69	M	2872
Rest of WA	70	F	2712
Rest of WA	70	M	2934
Rest of WA	71	F	2541
Rest of WA	71	M	2733
Rest of WA	72	F	2448
Rest of WA	72	M	2702
Rest of WA	73	F	2347
Rest of WA	73	M	2560
Rest of WA	74	F	2458
Rest of WA	74	M	2654
Rest of WA	75	F	1938
Rest of WA	75	M	1973
Rest of WA	76	F	1782
Rest of WA	76	M	1887
Rest of WA	77	F	1723
Rest of WA	77	M	1761
Rest of WA	78	F	1495
Rest of WA	78	M	1453
Rest of WA	79	F	1499
Rest of WA	79	M	1518
Rest of WA	80	F	5565
Rest of WA	80	M	5268
Rest of WA	85	F	3325
Rest of WA	90	M	1012
Rest of WA	95	F	436
Rest of WA	95	M	219
Rest of WA	100	F	60
Rest of WA	100	M	18
No usual address (Tas.)	0	F	5
No usual address (Tas.)	1	F	7
No usual address (Tas.)	1	M	5
No usual address (Tas.)	2	F	7
No usual address (Tas.)	2	M	3
No usual address (Tas.)	3	M	3
No usual address (Tas.)	4	M	5
No usual address (Tas.)	5	F	7
No usual address (Tas.)	5	M	4
No usual address (Tas.)	6	F	5
No usual address (Tas.)	6	M	9
No usual address (Tas.)	7	F	3
No usual address (Tas.)	7	M	3
No usual address (Tas.)	8	F	6
No usual address (Tas.)	8	M	11
No usual address (Tas.)	9	F	3
No usual address (Tas.)	9	M	4
No usual address (Tas.)	10	F	8
No usual address (Tas.)	10	M	7
No usual address (Tas.)	11	F	3
No usual address (Tas.)	11	M	4
No usual address (Tas.)	12	M	3
No usual address (Tas.)	13	F	7
No usual address (Tas.)	13	M	6
No usual address (Tas.)	15	F	6
No usual address (Tas.)	15	M	3
No usual address (Tas.)	16	F	4
No usual address (Tas.)	16	M	8
No usual address (Tas.)	17	F	10
No usual address (Tas.)	17	M	12
No usual address (Tas.)	18	F	13
No usual address (Tas.)	18	M	12
No usual address (Tas.)	19	F	14
No usual address (Tas.)	19	M	17
No usual address (Tas.)	20	F	18
No usual address (Tas.)	20	M	20
No usual address (Tas.)	21	F	16
No usual address (Tas.)	21	M	17
No usual address (Tas.)	22	F	4
No usual address (Tas.)	22	M	13
No usual address (Tas.)	23	F	7
No usual address (Tas.)	23	M	15
No usual address (Tas.)	24	F	8
No usual address (Tas.)	24	M	11
No usual address (Tas.)	25	F	8
No usual address (Tas.)	25	M	12
No usual address (Tas.)	26	F	13
No usual address (Tas.)	26	M	18
No usual address (Tas.)	27	F	8
No usual address (Tas.)	27	M	5
No usual address (Tas.)	28	F	7
No usual address (Tas.)	28	M	16
No usual address (Tas.)	29	F	8
No usual address (Tas.)	29	M	11
No usual address (Tas.)	30	F	15
No usual address (Tas.)	30	M	24
No usual address (Tas.)	31	F	10
No usual address (Tas.)	31	M	10
No usual address (Tas.)	32	F	4
No usual address (Tas.)	32	M	20
No usual address (Tas.)	33	F	4
No usual address (Tas.)	33	M	12
No usual address (Tas.)	34	F	11
No usual address (Tas.)	34	M	6
No usual address (Tas.)	35	F	8
