GCCSA_NAME21	Age5yr	Indigenous	Sex	persons
Rest of Qld	5-9	0	F	65605
Rest of Qld	5-9	0	M	69346
Rest of Qld	5-9	1	F	8897
Rest of Qld	5-9	1	M	9239
Rest of Qld	10-14		F	4981
Rest of Qld	10-14		M	5568
Rest of Qld	10-14	0	F	70290
Rest of Qld	10-14	0	M	74435
Rest of Qld	10-14	1	F	9168
Rest of Qld	10-14	1	M	9739
Rest of Qld	15-19		F	4588
Rest of Qld	15-19		M	5027
Rest of Qld	15-19	0	F	63448
Rest of Qld	15-19	0	M	66923
Rest of Qld	15-19	1	F	7881
Rest of Qld	15-19	1	M	7962
Rest of Qld	20-24		F	5279
Rest of Qld	20-24		M	6332
Rest of Qld	20-24	0	F	61774
Rest of Qld	20-24	0	M	61656
Rest of Qld	20-24	1	F	6544
Rest of Qld	20-24	1	M	6565
Rest of Qld	25-29		F	6172
Rest of Qld	25-29		M	7391
Rest of Qld	25-29	0	F	69502
Rest of Qld	25-29	0	M	66508
Rest of Qld	25-29	1	F	5860
Rest of Qld	25-29	1	M	5805
Rest of Qld	30-34		F	5880
Rest of Qld	30-34		M	7118
Rest of Qld	30-34	0	F	73539
Rest of Qld	30-34	0	M	67268
Rest of Qld	30-34	1	F	5106
Rest of Qld	30-34	1	M	4800
Rest of Qld	35-39		F	5549
Rest of Qld	35-39		M	6837
Rest of Qld	35-39	0	F	76166
Rest of Qld	35-39	0	M	68991
Rest of Qld	35-39	1	F	4664
Rest of Qld	35-39	1	M	4254
Rest of Qld	40-44		F	4979
Rest of Qld	40-44		M	6342
Rest of Qld	40-44	0	F	72734
Rest of Qld	40-44	0	M	66801
Rest of Qld	40-44	1	F	4245
Rest of Qld	40-44	1	M	3778
Rest of Qld	45-49		F	5286
Rest of Qld	45-49		M	6864
Rest of Qld	45-49	0	F	77766
Rest of Qld	45-49	0	M	72132
Rest of Qld	45-49	1	F	4377
Rest of Qld	45-49	1	M	3865
Rest of Qld	50-54		F	5142
Rest of Qld	50-54		M	6848
Rest of Qld	50-54	0	F	79175
Rest of Qld	50-54	0	M	73732
Rest of Qld	50-54	1	F	4146
Rest of Qld	50-54	1	M	3773
Rest of Qld	55-59		F	5123
Rest of Qld	55-59		M	6463
Rest of Qld	55-59	0	F	79521
Rest of Qld	55-59	0	M	73723
Rest of Qld	55-59	1	F	3519
Rest of Qld	55-59	1	M	3191
Rest of Qld	60-64		F	4482
Rest of Qld	60-64		M	5751
Rest of Qld	60-64	0	F	78356
Rest of Qld	60-64	0	M	73436
Rest of Qld	60-64	1	F	2821
Rest of Qld	60-64	1	M	2636
Rest of Qld	65+		F	15116
Rest of Qld	65+		M	15109
Rest of Qld	65+	0	F	238938
Rest of Qld	65+	0	M	221447
Rest of Qld	65+	1	F	5045
Rest of Qld	65+	1	M	4252
No usual address (SA)	0-4		F	4
No usual address (SA)	0-4		M	16
No usual address (SA)	0-4	0	F	40
No usual address (SA)	0-4	0	M	48
No usual address (SA)	0-4	1	F	13
No usual address (SA)	0-4	1	M	18
No usual address (SA)	5-9		F	11
No usual address (SA)	5-9		M	17
No usual address (SA)	5-9	0	F	50
No usual address (SA)	5-9	0	M	43
No usual address (SA)	5-9	1	F	9
No usual address (SA)	5-9	1	M	17
No usual address (SA)	10-14		F	11
No usual address (SA)	10-14		M	11
No usual address (SA)	10-14	0	F	45
No usual address (SA)	10-14	0	M	30
No usual address (SA)	10-14	1	F	14
No usual address (SA)	10-14	1	M	11
No usual address (SA)	15-19		F	18
No usual address (SA)	15-19		M	14
No usual address (SA)	15-19	0	F	82
No usual address (SA)	15-19	0	M	50
No usual address (SA)	15-19	1	F	15
No usual address (SA)	15-19	1	M	14
No usual address (SA)	20-24		F	16
No usual address (SA)	20-24		M	16
No usual address (SA)	20-24	0	F	71
No usual address (SA)	20-24	0	M	85
No usual address (SA)	20-24	1	F	9
No usual address (SA)	20-24	1	M	15
No usual address (SA)	25-29		F	28
No usual address (SA)	25-29		M	30
No usual address (SA)	25-29	0	F	112
No usual address (SA)	25-29	0	M	108
No usual address (SA)	25-29	1	F	19
No usual address (SA)	25-29	1	M	20
No usual address (SA)	30-34		F	24
No usual address (SA)	30-34		M	28
No usual address (SA)	30-34	0	F	101
No usual address (SA)	30-34	0	M	122
No usual address (SA)	30-34	1	F	21
No usual address (SA)	30-34	1	M	15
No usual address (SA)	35-39		F	25
No usual address (SA)	35-39		M	24
No usual address (SA)	35-39	0	F	92
No usual address (SA)	35-39	0	M	108
No usual address (SA)	35-39	1	F	28
No usual address (SA)	35-39	1	M	24
No usual address (SA)	40-44		F	18
No usual address (SA)	40-44		M	20
No usual address (SA)	40-44	0	F	65
No usual address (SA)	40-44	0	M	99
No usual address (SA)	40-44	1	F	16
No usual address (SA)	40-44	1	M	20
No usual address (SA)	45-49		F	11
No usual address (SA)	45-49		M	25
No usual address (SA)	45-49	0	F	54
No usual address (SA)	45-49	0	M	106
No usual address (SA)	45-49	1	F	11
No usual address (SA)	45-49	1	M	26
No usual address (SA)	50-54		F	11
No usual address (SA)	50-54		M	24
No usual address (SA)	50-54	0	F	66
No usual address (SA)	50-54	0	M	114
No usual address (SA)	50-54	1	F	19
No usual address (SA)	50-54	1	M	11
No usual address (SA)	55-59		F	14
No usual address (SA)	55-59		M	36
No usual address (SA)	55-59	0	F	76
No usual address (SA)	55-59	0	M	104
No usual address (SA)	55-59	1	F	9
No usual address (SA)	55-59	1	M	12
No usual address (SA)	60-64		F	10
No usual address (SA)	60-64		M	24
No usual address (SA)	60-64	0	F	86
No usual address (SA)	60-64	0	M	127
No usual address (SA)	60-64	1	F	7
No usual address (SA)	60-64	1	M	12
No usual address (SA)	65+		F	21
No usual address (SA)	65+		M	44
No usual address (SA)	65+	0	F	152
No usual address (SA)	65+	0	M	215
No usual address (SA)	65+	1	M	6
Migratory - Offshore - Shipping (SA)	45-49		M	4
Migratory - Offshore - Shipping (SA)	50-54	0	M	3
Greater Adelaide	0-4		F	1112
Greater Adelaide	0-4		M	1076
Greater Adelaide	0-4	0	F	34000
Greater Adelaide	0-4	0	M	36009
Greater Adelaide	0-4	1	F	1195
Greater Adelaide	0-4	1	M	1354
Greater Adelaide	5-9		F	1270
Greater Adelaide	5-9		M	1287
Greater Adelaide	5-9	0	F	36972
Greater Adelaide	5-9	0	M	39253
Greater Adelaide	5-9	1	F	1293
Greater Adelaide	5-9	1	M	1358
Greater Adelaide	10-14		F	1167
Greater Adelaide	10-14		M	1324
Greater Adelaide	10-14	0	F	37233
Greater Adelaide	10-14	0	M	38949
Greater Adelaide	10-14	1	F	1293
Greater Adelaide	10-14	1	M	1386
Greater Adelaide	15-19		F	1158
Greater Adelaide	15-19		M	1248
Greater Adelaide	15-19	0	F	35807
Greater Adelaide	15-19	0	M	37715
Greater Adelaide	15-19	1	F	1147
Greater Adelaide	15-19	1	M	1203
Greater Adelaide	20-24		F	1455
Greater Adelaide	20-24		M	1600
Greater Adelaide	20-24	0	F	41902
Greater Adelaide	20-24	0	M	43870
Greater Adelaide	20-24	1	F	1111
Greater Adelaide	20-24	1	M	1129
Greater Adelaide	25-29		F	1618
Greater Adelaide	25-29		M	1885
Greater Adelaide	25-29	0	F	45177
Greater Adelaide	25-29	0	M	46178
Greater Adelaide	25-29	1	F	1007
Greater Adelaide	25-29	1	M	993
Greater Adelaide	30-34		F	1580
Greater Adelaide	30-34		M	1750
Greater Adelaide	30-34	0	F	46845
Greater Adelaide	30-34	0	M	45013
Greater Adelaide	30-34	1	F	871
Greater Adelaide	30-34	1	M	791
Greater Adelaide	35-39		F	1521
Greater Adelaide	35-39		M	1791
Greater Adelaide	35-39	0	F	47391
Greater Adelaide	35-39	0	M	45390
Greater Adelaide	35-39	1	F	711
Greater Adelaide	35-39	1	M	661
Greater Adelaide	40-44		F	1299
Greater Adelaide	40-44		M	1623
Greater Adelaide	40-44	0	F	42220
Greater Adelaide	40-44	0	M	40950
Greater Adelaide	40-44	1	F	585
Greater Adelaide	40-44	1	M	501
Greater Adelaide	45-49		F	1288
Greater Adelaide	45-49		M	1602
Greater Adelaide	45-49	0	F	41923
Greater Adelaide	45-49	0	M	40722
Greater Adelaide	45-49	1	F	631
Greater Adelaide	45-49	1	M	526
Greater Adelaide	50-54		F	1232
Greater Adelaide	50-54		M	1559
Greater Adelaide	50-54	0	F	43127
Greater Adelaide	50-54	0	M	41299
Greater Adelaide	50-54	1	F	635
Greater Adelaide	50-54	1	M	528
Greater Adelaide	55-59		F	1206
Greater Adelaide	55-59		M	1469
Greater Adelaide	55-59	0	F	42429
Greater Adelaide	55-59	0	M	39908
Greater Adelaide	55-59	1	F	500
Greater Adelaide	55-59	1	M	385
Greater Adelaide	60-64		F	1165
Greater Adelaide	60-64		M	1313
Greater Adelaide	60-64	0	F	41435
Greater Adelaide	60-64	0	M	37818
Greater Adelaide	60-64	1	F	419
Greater Adelaide	60-64	1	M	345
Greater Adelaide	65+		F	4864
Greater Adelaide	65+		M	3968
Greater Adelaide	65+	0	F	136526
Greater Adelaide	65+	0	M	112010
Greater Adelaide	65+	1	F	637
Greater Adelaide	65+	1	M	561
Rest of SA	0-4		F	499
Rest of SA	0-4		M	519
Rest of SA	0-4	0	F	8043
Rest of SA	0-4	0	M	8329
Rest of SA	0-4	1	F	973
Rest of SA	0-4	1	M	990
Rest of SA	5-9		F	651
Rest of SA	5-9		M	686
Rest of SA	5-9	0	F	9233
Rest of SA	5-9	0	M	9627
Rest of SA	5-9	1	F	960
Rest of SA	5-9	1	M	1007
Rest of SA	10-14		F	731
Rest of SA	10-14		M	757
Rest of SA	10-14	0	F	9711
Rest of SA	10-14	0	M	10463
Rest of SA	10-14	1	F	1027
Rest of SA	10-14	1	M	996
Rest of SA	15-19		F	623
Rest of SA	15-19		M	681
Rest of SA	15-19	0	F	8381
Rest of SA	15-19	0	M	9292
Rest of SA	15-19	1	F	812
Rest of SA	15-19	1	M	906
Rest of SA	20-24		F	487
Rest of SA	20-24		M	622
Rest of SA	20-24	0	F	7256
Rest of SA	20-24	0	M	8119
Rest of SA	20-24	1	F	704
Rest of SA	20-24	1	M	707
Rest of SA	25-29		F	584
Rest of SA	25-29		M	671
Rest of SA	25-29	0	F	8638
Rest of SA	25-29	0	M	8797
Rest of SA	25-29	1	F	672
Rest of SA	25-29	1	M	674
Rest of SA	30-34		F	598
Rest of SA	30-34		M	722
Rest of SA	30-34	0	F	9093
Rest of SA	30-34	0	M	9234
Rest of SA	30-34	1	F	642
Rest of SA	30-34	1	M	636
Rest of SA	35-39		F	630
Rest of SA	35-39		M	691
Rest of SA	35-39	0	F	9512
Rest of SA	35-39	0	M	9312
Rest of SA	35-39	1	F	531
Rest of SA	35-39	1	M	554
Rest of SA	40-44		F	599
Rest of SA	40-44		M	698
Rest of SA	40-44	0	F	9069
Rest of SA	40-44	0	M	8952
Rest of SA	40-44	1	F	457
Rest of SA	40-44	1	M	462
Rest of SA	45-49		F	743
Rest of SA	45-49		M	789
Rest of SA	45-49	0	F	10298
Rest of SA	45-49	0	M	10030
Rest of SA	45-49	1	F	504
Rest of SA	45-49	1	M	437
Rest of SA	50-54		F	704
Rest of SA	50-54		M	921
Rest of SA	50-54	0	F	11848
Rest of SA	50-54	0	M	11831
Rest of SA	50-54	1	F	509
Rest of SA	50-54	1	M	477
Rest of SA	55-59		F	759
Rest of SA	55-59		M	944
Rest of SA	55-59	0	F	12823
Rest of SA	55-59	0	M	12768
Rest of SA	55-59	1	F	448
Rest of SA	55-59	1	M	415
Rest of SA	60-64		F	812
Rest of SA	60-64		M	906
Rest of SA	60-64	0	F	13820
Rest of SA	60-64	0	M	13795
Rest of SA	60-64	1	F	361
Rest of SA	60-64	1	M	377
Rest of SA	65+		F	2857
Rest of SA	65+		M	2757
Rest of SA	65+	0	F	46232
Rest of SA	65+	0	M	44278
Rest of SA	65+	1	F	612
Rest of SA	65+	1	M	576
No usual address (WA)	0-4		F	16
No usual address (WA)	0-4		M	25
No usual address (WA)	0-4	0	F	91
No usual address (WA)	0-4	0	M	92
No usual address (WA)	0-4	1	F	37
No usual address (WA)	0-4	1	M	36
No usual address (WA)	5-9		F	11
No usual address (WA)	5-9		M	8
No usual address (WA)	5-9	0	F	86
No usual address (WA)	5-9	0	M	103
No usual address (WA)	5-9	1	F	30
No usual address (WA)	5-9	1	M	17
No usual address (WA)	10-14		F	7
No usual address (WA)	10-14		M	13
No usual address (WA)	10-14	0	F	76
No usual address (WA)	10-14	0	M	83
No usual address (WA)	10-14	1	F	14
No usual address (WA)	10-14	1	M	18
No usual address (WA)	15-19		F	13
No usual address (WA)	15-19		M	18
No usual address (WA)	15-19	0	F	91
No usual address (WA)	15-19	0	M	74
No usual address (WA)	15-19	1	F	42
No usual address (WA)	15-19	1	M	28
No usual address (WA)	20-24		F	51
No usual address (WA)	20-24		M	43
No usual address (WA)	20-24	0	F	145
No usual address (WA)	20-24	0	M	194
No usual address (WA)	20-24	1	F	61
No usual address (WA)	20-24	1	M	61
No usual address (WA)	25-29		F	59
No usual address (WA)	25-29		M	77
No usual address (WA)	25-29	0	F	244
No usual address (WA)	25-29	0	M	248
No usual address (WA)	25-29	1	F	59
No usual address (WA)	25-29	1	M	59
No usual address (WA)	30-34		F	43
No usual address (WA)	30-34		M	80
No usual address (WA)	30-34	0	F	226
No usual address (WA)	30-34	0	M	291
No usual address (WA)	30-34	1	F	66
No usual address (WA)	30-34	1	M	61
No usual address (WA)	35-39		F	37
No usual address (WA)	35-39		M	74
No usual address (WA)	35-39	0	F	210
No usual address (WA)	35-39	0	M	286
No usual address (WA)	35-39	1	F	72
No usual address (WA)	35-39	1	M	87
No usual address (WA)	40-44		F	30
No usual address (WA)	40-44		M	76
No usual address (WA)	40-44	0	F	192
No usual address (WA)	40-44	0	M	277
No usual address (WA)	40-44	1	F	79
No usual address (WA)	40-44	1	M	121
No usual address (WA)	45-49		F	36
No usual address (WA)	45-49		M	83
No usual address (WA)	45-49	0	F	139
No usual address (WA)	45-49	0	M	260
No usual address (WA)	45-49	1	F	67
No usual address (WA)	45-49	1	M	99
No usual address (WA)	50-54		F	27
No usual address (WA)	50-54		M	71
No usual address (WA)	50-54	0	F	150
No usual address (WA)	50-54	0	M	249
No usual address (WA)	50-54	1	F	51
No usual address (WA)	50-54	1	M	87
No usual address (WA)	55-59		F	35
No usual address (WA)	55-59		M	60
No usual address (WA)	55-59	0	F	164
No usual address (WA)	55-59	0	M	227
No usual address (WA)	55-59	1	F	30
No usual address (WA)	55-59	1	M	43
No usual address (WA)	60-64		F	38
No usual address (WA)	60-64		M	59
No usual address (WA)	60-64	0	F	177
No usual address (WA)	60-64	0	M	231
No usual address (WA)	60-64	1	F	32
No usual address (WA)	60-64	1	M	47
No usual address (WA)	65+		F	53
No usual address (WA)	65+		M	94
No usual address (WA)	65+	0	F	281
No usual address (WA)	65+	0	M	434
No usual address (WA)	65+	1	F	40
No usual address (WA)	65+	1	M	46
Migratory - Offshore - Shipping (WA)	15-19		M	3
Migratory - Offshore - Shipping (WA)	15-19	0	M	3
Migratory - Offshore - Shipping (WA)	20-24		F	5
Migratory - Offshore - Shipping (WA)	20-24		M	13
Migratory - Offshore - Shipping (WA)	20-24	0	F	5
Migratory - Offshore - Shipping (WA)	20-24	0	M	9
Migratory - Offshore - Shipping (WA)	25-29		F	3
Migratory - Offshore - Shipping (WA)	25-29		M	22
Migratory - Offshore - Shipping (WA)	25-29	0	F	8
Migratory - Offshore - Shipping (WA)	25-29	0	M	26
Migratory - Offshore - Shipping (WA)	30-34		M	22
Migratory - Offshore - Shipping (WA)	30-34	0	F	5
Migratory - Offshore - Shipping (WA)	30-34	0	M	28
Migratory - Offshore - Shipping (WA)	35-39		F	3
Migratory - Offshore - Shipping (WA)	35-39		M	40
Migratory - Offshore - Shipping (WA)	35-39	0	F	4
Migratory - Offshore - Shipping (WA)	35-39	0	M	44
Migratory - Offshore - Shipping (WA)	35-39	1	M	4
Migratory - Offshore - Shipping (WA)	40-44		M	33
Migratory - Offshore - Shipping (WA)	40-44	0	M	46
Migratory - Offshore - Shipping (WA)	45-49		M	22
Migratory - Offshore - Shipping (WA)	45-49	0	M	30
Migratory - Offshore - Shipping (WA)	50-54		M	24
Migratory - Offshore - Shipping (WA)	50-54	0	M	28
Migratory - Offshore - Shipping (WA)	50-54	1	M	4
Migratory - Offshore - Shipping (WA)	55-59		M	11
Migratory - Offshore - Shipping (WA)	55-59	0	M	15
Migratory - Offshore - Shipping (WA)	60-64		M	11
Migratory - Offshore - Shipping (WA)	60-64	0	F	5
Migratory - Offshore - Shipping (WA)	60-64	0	M	18
Migratory - Offshore - Shipping (WA)	65+		M	7
Migratory - Offshore - Shipping (WA)	65+	0	F	5
Migratory - Offshore - Shipping (WA)	65+	0	M	6
Greater Perth	0-4		F	1950
Greater Perth	0-4		M	2127
Greater Perth	0-4	0	F	58684
Greater Perth	0-4	0	M	62134
Greater Perth	0-4	1	F	2264
Greater Perth	0-4	1	M	2439
Greater Perth	5-9		F	2323
Greater Perth	5-9		M	2379
Greater Perth	5-9	0	F	61960
Greater Perth	5-9	0	M	65018
Greater Perth	5-9	1	F	2243
Greater Perth	5-9	1	M	2492
Greater Perth	10-14		F	2168
Greater Perth	10-14		M	2345
Greater Perth	10-14	0	F	61077
Greater Perth	10-14	0	M	64886
Greater Perth	10-14	1	F	2351
Greater Perth	10-14	1	M	2398
Greater Perth	15-19		F	1974
Greater Perth	15-19		M	2095
Greater Perth	15-19	0	F	56191
Greater Perth	15-19	0	M	58923
Greater Perth	15-19	1	F	2015
Greater Perth	15-19	1	M	2122
Greater Perth	20-24		F	2618
Greater Perth	20-24		M	3218
Greater Perth	20-24	0	F	60912
Greater Perth	20-24	0	M	62069
Greater Perth	20-24	1	F	1817
Greater Perth	20-24	1	M	1996
Greater Perth	25-29		F	3418
Greater Perth	25-29		M	4206
Greater Perth	25-29	0	F	67105
Greater Perth	25-29	0	M	65512
Greater Perth	25-29	1	F	1767
Greater Perth	25-29	1	M	1846
Greater Perth	30-34		F	3314
Greater Perth	30-34		M	4736
Greater Perth	30-34	0	F	77505
Greater Perth	30-34	0	M	71319
Greater Perth	30-34	1	F	1527
Greater Perth	30-34	1	M	1650
Greater Perth	35-39		F	3195
Greater Perth	35-39		M	4544
Greater Perth	35-39	0	F	78299
Greater Perth	35-39	0	M	74840
Greater Perth	35-39	1	F	1246
Greater Perth	35-39	1	M	1308
Greater Perth	40-44		F	2370
Greater Perth	40-44		M	4019
Greater Perth	40-44	0	F	68940
Greater Perth	40-44	0	M	66090
Greater Perth	40-44	1	F	1013
Greater Perth	40-44	1	M	1046
Greater Perth	45-49		F	2418
Greater Perth	45-49		M	3762
Greater Perth	45-49	0	F	66634
Greater Perth	45-49	0	M	63691
Greater Perth	45-49	1	F	1008
Greater Perth	45-49	1	M	1010
Greater Perth	50-54		F	2227
Greater Perth	50-54		M	3672
Greater Perth	50-54	0	F	65468
Greater Perth	50-54	0	M	62848
Greater Perth	50-54	1	F	995
Greater Perth	50-54	1	M	839
Greater Perth	55-59		F	2087
Greater Perth	55-59		M	3200
Greater Perth	55-59	0	F	61056
Greater Perth	55-59	0	M	57782
Greater Perth	55-59	1	F	838
Greater Perth	55-59	1	M	755
Greater Perth	60-64		F	1847
Greater Perth	60-64		M	2554
Greater Perth	60-64	0	F	56690
Greater Perth	60-64	0	M	52200
Greater Perth	60-64	1	F	635
Greater Perth	60-64	1	M	547
Greater Perth	65+		F	7176
Greater Perth	65+		M	6409
Greater Perth	65+	0	F	171090
Greater Perth	65+	0	M	147290
Greater Perth	65+	1	F	1078
Greater Perth	65+	1	M	847
Rest of WA	0-4		F	1172
Rest of WA	0-4		M	1285
Rest of WA	0-4	0	F	12177
Rest of WA	0-4	0	M	12732
Rest of WA	0-4	1	F	2105
Rest of WA	0-4	1	M	2380
Rest of WA	5-9		F	1567
Rest of WA	5-9		M	1627
Rest of WA	5-9	0	F	13549
Rest of WA	5-9	0	M	14475
Rest of WA	5-9	1	F	2264
Rest of WA	5-9	1	M	2485
Rest of WA	10-14		F	1519
Rest of WA	10-14		M	1601
Rest of WA	10-14	0	F	13580
Rest of WA	10-14	0	M	14396
Rest of WA	10-14	1	F	2448
Rest of WA	10-14	1	M	2403
Rest of WA	15-19		F	1136
Rest of WA	15-19		M	1276
Rest of WA	15-19	0	F	10996
Rest of WA	15-19	0	M	11939
Rest of WA	15-19	1	F	2124
Rest of WA	15-19	1	M	2200
Rest of WA	20-24		F	1201
Rest of WA	20-24		M	1526
Rest of WA	20-24	0	F	9169
Rest of WA	20-24	0	M	10166
Rest of WA	20-24	1	F	1716
Rest of WA	20-24	1	M	1820
Rest of WA	25-29		F	1522
Rest of WA	25-29		M	2141
Rest of WA	25-29	0	F	12174
Rest of WA	25-29	0	M	12230
Rest of WA	25-29	1	F	1633
Rest of WA	25-29	1	M	1685
Rest of WA	30-34		F	1687
Rest of WA	30-34		M	2227
Rest of WA	30-34	0	F	14498
Rest of WA	30-34	0	M	13864
Rest of WA	30-34	1	F	1523
Rest of WA	30-34	1	M	1632
Rest of WA	35-39		F	1643
Rest of WA	35-39		M	2280
Rest of WA	35-39	0	F	15222
Rest of WA	35-39	0	M	14597
Rest of WA	35-39	1	F	1434
Rest of WA	35-39	1	M	1427
Rest of WA	40-44		F	1445
Rest of WA	40-44		M	2140
Rest of WA	40-44	0	F	14011
Rest of WA	40-44	0	M	14044
Rest of WA	40-44	1	F	1318
Rest of WA	40-44	1	M	1291
Rest of WA	45-49		F	1434
Rest of WA	45-49		M	2205
Rest of WA	45-49	0	F	14607
Rest of WA	45-49	0	M	14700
Rest of WA	45-49	1	F	1224
Rest of WA	45-49	1	M	1218
Rest of WA	50-54		F	1502
Rest of WA	50-54		M	2278
Rest of WA	50-54	0	F	15248
Rest of WA	50-54	0	M	15499
Rest of WA	50-54	1	F	1263
Rest of WA	50-54	1	M	1093
Rest of WA	55-59		F	1445
Rest of WA	55-59		M	2080
Rest of WA	55-59	0	F	15239
Rest of WA	55-59	0	M	15671
Rest of WA	55-59	1	F	1076
Rest of WA	55-59	1	M	969
Rest of WA	60-64		F	1241
Rest of WA	60-64		M	1801
Rest of WA	60-64	0	F	15346
Rest of WA	60-64	0	M	15523
Rest of WA	60-64	1	F	856
Rest of WA	60-64	1	M	810
Rest of WA	65+		F	3549
Rest of WA	65+		M	3816
Rest of WA	65+	0	F	41827
Rest of WA	65+	0	M	41865
Rest of WA	65+	1	F	1515
Rest of WA	65+	1	M	1187
No usual address (Tas.)	0-4	0	F	19
No usual address (Tas.)	0-4	0	M	14
No usual address (Tas.)	5-9		M	6
No usual address (Tas.)	5-9	0	F	19
No usual address (Tas.)	5-9	0	M	21
No usual address (Tas.)	10-14	0	F	9
No usual address (Tas.)	10-14	0	M	13
No usual address (Tas.)	10-14	1	F	3
No usual address (Tas.)	10-14	1	M	3
No usual address (Tas.)	15-19		F	5
No usual address (Tas.)	15-19		M	6
No usual address (Tas.)	15-19	0	F	34
No usual address (Tas.)	15-19	0	M	24
No usual address (Tas.)	15-19	1	F	14
No usual address (Tas.)	15-19	1	M	15
No usual address (Tas.)	20-24		F	8
No usual address (Tas.)	20-24		M	10
No usual address (Tas.)	20-24	0	F	38
No usual address (Tas.)	20-24	0	M	54
No usual address (Tas.)	20-24	1	F	4
No usual address (Tas.)	20-24	1	M	9
No usual address (Tas.)	25-29		F	3
No usual address (Tas.)	25-29		M	4
No usual address (Tas.)	25-29	0	F	38
No usual address (Tas.)	25-29	0	M	51
No usual address (Tas.)	25-29	1	F	5
No usual address (Tas.)	25-29	1	M	6
No usual address (Tas.)	30-34		M	9
No usual address (Tas.)	30-34	0	F	40
No usual address (Tas.)	30-34	0	M	51
No usual address (Tas.)	30-34	1	M	9
No usual address (Tas.)	35-39		F	5
No usual address (Tas.)	35-39	0	F	32
No usual address (Tas.)	35-39	0	M	33
No usual address (Tas.)	35-39	1	F	3
No usual address (Tas.)	35-39	1	M	5
No usual address (Tas.)	40-44		F	7
No usual address (Tas.)	40-44		M	9
No usual address (Tas.)	40-44	0	F	39
No usual address (Tas.)	40-44	0	M	42
No usual address (Tas.)	40-44	1	F	6
No usual address (Tas.)	40-44	1	M	8
No usual address (Tas.)	45-49		F	4
No usual address (Tas.)	45-49		M	8
No usual address (Tas.)	45-49	0	F	22
No usual address (Tas.)	45-49	0	M	44
No usual address (Tas.)	45-49	1	F	7
No usual address (Tas.)	45-49	1	M	9
No usual address (Tas.)	50-54		F	7
No usual address (Tas.)	50-54		M	5
No usual address (Tas.)	50-54	0	F	39
No usual address (Tas.)	50-54	0	M	54
No usual address (Tas.)	50-54	1	F	5
No usual address (Tas.)	50-54	1	M	8
No usual address (Tas.)	55-59		F	14
No usual address (Tas.)	55-59		M	12
No usual address (Tas.)	55-59	0	F	40
No usual address (Tas.)	55-59	0	M	39
No usual address (Tas.)	55-59	1	F	3
No usual address (Tas.)	60-64		F	14
No usual address (Tas.)	60-64		M	9
No usual address (Tas.)	60-64	0	F	30
No usual address (Tas.)	60-64	0	M	38
No usual address (Tas.)	65+		F	33
No usual address (Tas.)	65+		M	40
No usual address (Tas.)	65+	0	F	55
No usual address (Tas.)	65+	0	M	62
No usual address (Tas.)	65+	1	M	4
Migratory - Offshore - Shipping (Tas.)	45-49	0	M	3
Greater Hobart	0-4		F	214
Greater Hobart	0-4		M	225
Greater Hobart	0-4	0	F	5503
Greater Hobart	0-4	0	M	5818
Greater Hobart	0-4	1	F	500
Greater Hobart	0-4	1	M	585
Greater Hobart	5-9		F	306
Greater Hobart	5-9		M	305
Greater Hobart	5-9	0	F	6034
Greater Hobart	5-9	0	M	6223
Greater Hobart	5-9	1	F	578
Greater Hobart	5-9	1	M	593
Greater Hobart	10-14		F	264
Greater Hobart	10-14		M	301
Greater Hobart	10-14	0	F	6191
Greater Hobart	10-14	0	M	6613
Greater Hobart	10-14	1	F	638
Greater Hobart	10-14	1	M	671
Greater Hobart	15-19		F	262
Greater Hobart	15-19		M	280
Greater Hobart	15-19	0	F	5676
Greater Hobart	15-19	0	M	6028
Greater Hobart	15-19	1	F	518
Greater Hobart	15-19	1	M	563
Greater Hobart	20-24		F	290
Greater Hobart	20-24		M	274
Greater Hobart	20-24	0	F	6581
Greater Hobart	20-24	0	M	6710
Greater Hobart	20-24	1	F	472
Greater Hobart	20-24	1	M	489
Greater Hobart	25-29		F	407
Greater Hobart	25-29		M	365
Greater Hobart	25-29	0	F	9034
Greater Hobart	25-29	0	M	9277
Greater Hobart	25-29	1	F	442
Greater Hobart	25-29	1	M	399
Greater Hobart	30-34		F	354
Greater Hobart	30-34		M	404
Greater Hobart	30-34	0	F	9147
Greater Hobart	30-34	0	M	9105
Greater Hobart	30-34	1	F	452
Greater Hobart	30-34	1	M	367
Greater Hobart	35-39		F	342
Greater Hobart	35-39		M	334
Greater Hobart	35-39	0	F	8039
Greater Hobart	35-39	0	M	7712
Greater Hobart	35-39	1	F	367
Greater Hobart	35-39	1	M	331
Greater Hobart	40-44		F	255
Greater Hobart	40-44		M	271
Greater Hobart	40-44	0	F	6944
Greater Hobart	40-44	0	M	6500
Greater Hobart	40-44	1	F	303
Greater Hobart	40-44	1	M	257
Greater Hobart	45-49		F	261
Greater Hobart	45-49		M	282
Greater Hobart	45-49	0	F	7126
Greater Hobart	45-49	0	M	6531
Greater Hobart	45-49	1	F	264
Greater Hobart	45-49	1	M	253
Greater Hobart	50-54		F	271
Greater Hobart	50-54		M	294
Greater Hobart	50-54	0	F	7224
Greater Hobart	50-54	0	M	6606
Greater Hobart	50-54	1	F	290
Greater Hobart	50-54	1	M	250
Greater Hobart	55-59		F	265
Greater Hobart	55-59		M	272
Greater Hobart	55-59	0	F	7184
Greater Hobart	55-59	0	M	6591
