SA2_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Karabar	65-74		F	22
Karabar	65-74		M	18
Karabar	65-74	0	F	288
Karabar	65-74	0	M	307
Karabar	65-74	1	F	70
Karabar	65-74	1	M	52
Karabar	75-84		F	15
Karabar	75-84		M	9
Karabar	75-84	0	F	182
Karabar	75-84	0	M	138
Karabar	75-84	1	F	28
Karabar	75-84	1	M	13
Karabar	85+		F	4
Karabar	85+		M	4
Karabar	85+	0	F	54
Karabar	85+	0	M	30
Karabar	85+	1	F	5
Karabar	85+	1	M	7
Queanbeyan	15-19		F	8
Queanbeyan	15-19		M	14
Queanbeyan	15-19	0	F	162
Queanbeyan	15-19	0	M	229
Queanbeyan	15-19	1	F	12
Queanbeyan	15-19	1	M	9
Queanbeyan	20-24		F	16
Queanbeyan	20-24		M	12
Queanbeyan	20-24	0	F	293
Queanbeyan	20-24	0	M	319
Queanbeyan	20-24	1	F	23
Queanbeyan	20-24	1	M	22
Queanbeyan	25-34		F	72
Queanbeyan	25-34		M	82
Queanbeyan	25-34	0	F	1025
Queanbeyan	25-34	0	M	1043
Queanbeyan	25-34	1	F	90
Queanbeyan	25-34	1	M	53
Queanbeyan	35-44		F	43
Queanbeyan	35-44		M	45
Queanbeyan	35-44	0	F	652
Queanbeyan	35-44	0	M	713
Queanbeyan	35-44	1	F	112
Queanbeyan	35-44	1	M	85
Queanbeyan	45-54		F	31
Queanbeyan	45-54		M	45
Queanbeyan	45-54	0	F	483
Queanbeyan	45-54	0	M	612
Queanbeyan	45-54	1	F	124
Queanbeyan	45-54	1	M	95
Queanbeyan	55-64		F	36
Queanbeyan	55-64		M	40
Queanbeyan	55-64	0	F	436
Queanbeyan	55-64	0	M	511
Queanbeyan	55-64	1	F	134
Queanbeyan	55-64	1	M	105
Queanbeyan	65-74		F	39
Queanbeyan	65-74		M	29
Queanbeyan	65-74	0	F	373
Queanbeyan	65-74	0	M	370
Queanbeyan	65-74	1	F	69
Queanbeyan	65-74	1	M	45
Queanbeyan	75-84		F	24
Queanbeyan	75-84		M	16
Queanbeyan	75-84	0	F	274
Queanbeyan	75-84	0	M	190
Queanbeyan	75-84	1	F	22
Queanbeyan	75-84	1	M	23
Queanbeyan	85+		F	33
Queanbeyan	85+		M	18
Queanbeyan	85+	0	F	185
Queanbeyan	85+	0	M	87
Queanbeyan	85+	1	F	8
Queanbeyan	85+	1	M	10
Queanbeyan - East	15-19		M	4
Queanbeyan - East	15-19	0	F	76
Queanbeyan - East	15-19	0	M	92
Queanbeyan - East	15-19	1	F	5
Queanbeyan - East	15-19	1	M	4
Queanbeyan - East	20-24		F	9
Queanbeyan - East	20-24		M	10
Queanbeyan - East	20-24	0	F	167
Queanbeyan - East	20-24	0	M	145
Queanbeyan - East	20-24	1	F	8
Queanbeyan - East	20-24	1	M	7
Queanbeyan - East	25-34		F	38
Queanbeyan - East	25-34		M	43
Queanbeyan - East	25-34	0	F	449
Queanbeyan - East	25-34	0	M	489
Queanbeyan - East	25-34	1	F	42
Queanbeyan - East	25-34	1	M	35
Queanbeyan - East	35-44		F	17
Queanbeyan - East	35-44		M	19
Queanbeyan - East	35-44	0	F	297
Queanbeyan - East	35-44	0	M	319
Queanbeyan - East	35-44	1	F	49
Queanbeyan - East	35-44	1	M	47
Queanbeyan - East	45-54		F	12
Queanbeyan - East	45-54		M	25
Queanbeyan - East	45-54	0	F	250
Queanbeyan - East	45-54	0	M	284
Queanbeyan - East	45-54	1	F	55
Queanbeyan - East	45-54	1	M	36
Queanbeyan - East	55-64		F	20
Queanbeyan - East	55-64		M	29
Queanbeyan - East	55-64	0	F	205
Queanbeyan - East	55-64	0	M	262
Queanbeyan - East	55-64	1	F	54
Queanbeyan - East	55-64	1	M	46
Queanbeyan - East	65-74		F	8
Queanbeyan - East	65-74		M	9
Queanbeyan - East	65-74	0	F	146
Queanbeyan - East	65-74	0	M	174
Queanbeyan - East	65-74	1	F	27
Queanbeyan - East	65-74	1	M	24
Queanbeyan - East	75-84		F	11
Queanbeyan - East	75-84	0	F	80
Queanbeyan - East	75-84	0	M	90
Queanbeyan - East	75-84	1	F	19
Queanbeyan - East	75-84	1	M	10
Queanbeyan - East	85+		M	3
Queanbeyan - East	85+	0	F	32
Queanbeyan - East	85+	0	M	16
Queanbeyan - East	85+	1	M	9
Queanbeyan West - Jerrabomberra	15-19		F	6
Queanbeyan West - Jerrabomberra	15-19		M	13
Queanbeyan West - Jerrabomberra	15-19	0	F	429
Queanbeyan West - Jerrabomberra	15-19	0	M	447
Queanbeyan West - Jerrabomberra	15-19	1	F	23
Queanbeyan West - Jerrabomberra	15-19	1	M	12
Queanbeyan West - Jerrabomberra	20-24		F	11
Queanbeyan West - Jerrabomberra	20-24		M	19
Queanbeyan West - Jerrabomberra	20-24	0	F	329
Queanbeyan West - Jerrabomberra	20-24	0	M	351
Queanbeyan West - Jerrabomberra	20-24	1	F	23
Queanbeyan West - Jerrabomberra	20-24	1	M	19
Queanbeyan West - Jerrabomberra	25-34		F	35
Queanbeyan West - Jerrabomberra	25-34		M	47
Queanbeyan West - Jerrabomberra	25-34	0	F	679
Queanbeyan West - Jerrabomberra	25-34	0	M	637
Queanbeyan West - Jerrabomberra	25-34	1	F	55
Queanbeyan West - Jerrabomberra	25-34	1	M	34
Queanbeyan West - Jerrabomberra	35-44		F	34
Queanbeyan West - Jerrabomberra	35-44		M	39
Queanbeyan West - Jerrabomberra	35-44	0	F	763
Queanbeyan West - Jerrabomberra	35-44	0	M	747
Queanbeyan West - Jerrabomberra	35-44	1	F	124
Queanbeyan West - Jerrabomberra	35-44	1	M	99
Queanbeyan West - Jerrabomberra	45-54		F	26
Queanbeyan West - Jerrabomberra	45-54		M	33
Queanbeyan West - Jerrabomberra	45-54	0	F	883
Queanbeyan West - Jerrabomberra	45-54	0	M	860
Queanbeyan West - Jerrabomberra	45-54	1	F	233
Queanbeyan West - Jerrabomberra	45-54	1	M	129
Queanbeyan West - Jerrabomberra	55-64		F	21
Queanbeyan West - Jerrabomberra	55-64		M	31
Queanbeyan West - Jerrabomberra	55-64	0	F	622
Queanbeyan West - Jerrabomberra	55-64	0	M	676
Queanbeyan West - Jerrabomberra	55-64	1	F	168
Queanbeyan West - Jerrabomberra	55-64	1	M	153
Queanbeyan West - Jerrabomberra	65-74		F	16
Queanbeyan West - Jerrabomberra	65-74		M	11
Queanbeyan West - Jerrabomberra	65-74	0	F	324
Queanbeyan West - Jerrabomberra	65-74	0	M	339
Queanbeyan West - Jerrabomberra	65-74	1	F	79
Queanbeyan West - Jerrabomberra	65-74	1	M	52
Queanbeyan West - Jerrabomberra	75-84		F	12
Queanbeyan West - Jerrabomberra	75-84		M	7
Queanbeyan West - Jerrabomberra	75-84	0	F	128
Queanbeyan West - Jerrabomberra	75-84	0	M	138
Queanbeyan West - Jerrabomberra	75-84	1	F	38
Queanbeyan West - Jerrabomberra	75-84	1	M	17
Queanbeyan West - Jerrabomberra	85+	0	F	31
Queanbeyan West - Jerrabomberra	85+	0	M	27
Queanbeyan West - Jerrabomberra	85+	1	F	6
Queanbeyan West - Jerrabomberra	85+	1	M	12
Googong	15-19		F	4
Googong	15-19		M	9
Googong	15-19	0	F	111
Googong	15-19	0	M	129
Googong	15-19	1	F	3
Googong	15-19	1	M	5
Googong	20-24		F	4
Googong	20-24		M	8
Googong	20-24	0	F	94
Googong	20-24	0	M	108
Googong	20-24	1	F	12
Googong	20-24	1	M	5
Googong	25-34		F	24
Googong	25-34		M	17
Googong	25-34	0	F	641
Googong	25-34	0	M	531
Googong	25-34	1	F	58
Googong	25-34	1	M	25
Googong	35-44		F	33
Googong	35-44		M	33
Googong	35-44	0	F	549
Googong	35-44	0	M	590
Googong	35-44	1	F	87
Googong	35-44	1	M	59
Googong	45-54		F	8
Googong	45-54		M	16
Googong	45-54	0	F	283
Googong	45-54	0	M	301
Googong	45-54	1	F	55
Googong	45-54	1	M	44
Googong	55-64		F	8
Googong	55-64		M	6
Googong	55-64	0	F	116
Googong	55-64	0	M	124
Googong	55-64	1	F	29
Googong	55-64	1	M	14
Googong	65-74		F	3
Googong	65-74		M	8
Googong	65-74	0	F	67
Googong	65-74	0	M	69
Googong	65-74	1	F	7
Googong	65-74	1	M	5
Googong	75-84	0	F	14
Googong	75-84	0	M	20
Googong	75-84	1	F	3
Googong	75-84	1	M	3
Googong	85+	0	F	3
Googong	85+	0	M	4
Queanbeyan Surrounds	15-19		F	34
Queanbeyan Surrounds	15-19		M	34
Queanbeyan Surrounds	15-19	0	F	444
Queanbeyan Surrounds	15-19	0	M	481
Queanbeyan Surrounds	15-19	1	F	21
Queanbeyan Surrounds	15-19	1	M	25
Queanbeyan Surrounds	20-24		F	31
Queanbeyan Surrounds	20-24		M	23
Queanbeyan Surrounds	20-24	0	F	328
Queanbeyan Surrounds	20-24	0	M	377
Queanbeyan Surrounds	20-24	1	F	30
Queanbeyan Surrounds	20-24	1	M	19
Queanbeyan Surrounds	25-34		F	57
Queanbeyan Surrounds	25-34		M	62
Queanbeyan Surrounds	25-34	0	F	682
Queanbeyan Surrounds	25-34	0	M	691
Queanbeyan Surrounds	25-34	1	F	93
Queanbeyan Surrounds	25-34	1	M	48
Queanbeyan Surrounds	35-44		F	58
Queanbeyan Surrounds	35-44		M	55
Queanbeyan Surrounds	35-44	0	F	863
Queanbeyan Surrounds	35-44	0	M	832
Queanbeyan Surrounds	35-44	1	F	150
Queanbeyan Surrounds	35-44	1	M	105
Queanbeyan Surrounds	45-54		F	71
Queanbeyan Surrounds	45-54		M	68
Queanbeyan Surrounds	45-54	0	F	1046
Queanbeyan Surrounds	45-54	0	M	1076
Queanbeyan Surrounds	45-54	1	F	272
Queanbeyan Surrounds	45-54	1	M	169
Queanbeyan Surrounds	55-64		F	73
Queanbeyan Surrounds	55-64		M	106
Queanbeyan Surrounds	55-64	0	F	875
Queanbeyan Surrounds	55-64	0	M	1025
Queanbeyan Surrounds	55-64	1	F	290
Queanbeyan Surrounds	55-64	1	M	200
Queanbeyan Surrounds	65-74		F	39
Queanbeyan Surrounds	65-74		M	70
Queanbeyan Surrounds	65-74	0	F	621
Queanbeyan Surrounds	65-74	0	M	752
Queanbeyan Surrounds	65-74	1	F	150
Queanbeyan Surrounds	65-74	1	M	119
Queanbeyan Surrounds	75-84		F	18
Queanbeyan Surrounds	75-84		M	17
Queanbeyan Surrounds	75-84	0	F	232
Queanbeyan Surrounds	75-84	0	M	289
Queanbeyan Surrounds	75-84	1	F	60
Queanbeyan Surrounds	75-84	1	M	52
Queanbeyan Surrounds	85+		F	4
Queanbeyan Surrounds	85+	0	F	46
Queanbeyan Surrounds	85+	0	M	47
Queanbeyan Surrounds	85+	1	F	4
Queanbeyan Surrounds	85+	1	M	4
Bombala	15-19		F	9
Bombala	15-19		M	4
Bombala	15-19	0	F	47
Bombala	15-19	0	M	45
Bombala	15-19	1	F	5
Bombala	20-24		F	10
Bombala	20-24		M	5
Bombala	20-24	0	F	46
Bombala	20-24	0	M	39
Bombala	25-34		F	12
Bombala	25-34		M	7
Bombala	25-34	0	F	86
Bombala	25-34	0	M	108
Bombala	25-34	1	F	10
Bombala	25-34	1	M	4
Bombala	35-44		F	10
Bombala	35-44		M	17
Bombala	35-44	0	F	96
Bombala	35-44	0	M	89
Bombala	35-44	1	F	31
Bombala	35-44	1	M	16
Bombala	45-54		F	11
Bombala	45-54		M	15
Bombala	45-54	0	F	105
Bombala	45-54	0	M	108
Bombala	45-54	1	F	35
Bombala	45-54	1	M	21
Bombala	55-64		F	19
Bombala	55-64		M	20
Bombala	55-64	0	F	140
Bombala	55-64	0	M	152
Bombala	55-64	1	F	35
Bombala	55-64	1	M	28
Bombala	65-74		F	18
Bombala	65-74		M	14
Bombala	65-74	0	F	143
Bombala	65-74	0	M	165
Bombala	65-74	1	F	24
Bombala	65-74	1	M	23
Bombala	75-84		F	13
Bombala	75-84		M	11
Bombala	75-84	0	F	71
Bombala	75-84	0	M	94
Bombala	75-84	1	F	9
Bombala	75-84	1	M	8
Bombala	85+		F	4
Bombala	85+	0	F	48
Bombala	85+	0	M	18
Cooma	15-19		F	11
Cooma	15-19		M	17
Cooma	15-19	0	F	132
Cooma	15-19	0	M	140
Cooma	15-19	1	F	4
Cooma	15-19	1	M	18
Cooma	20-24		F	11
Cooma	20-24		M	13
Cooma	20-24	0	F	133
Cooma	20-24	0	M	155
Cooma	20-24	1	F	3
Cooma	20-24	1	M	15
Cooma	25-34		F	18
Cooma	25-34		M	99
Cooma	25-34	0	F	318
Cooma	25-34	0	M	351
Cooma	25-34	1	F	47
Cooma	25-34	1	M	29
Cooma	35-44		F	24
Cooma	35-44		M	100
Cooma	35-44	0	F	297
Cooma	35-44	0	M	282
Cooma	35-44	1	F	66
Cooma	35-44	1	M	46
Cooma	45-54		F	27
Cooma	45-54		M	69
Cooma	45-54	0	F	283
Cooma	45-54	0	M	306
Cooma	45-54	1	F	90
Cooma	45-54	1	M	53
Cooma	55-64		F	21
Cooma	55-64		M	46
Cooma	55-64	0	F	351
Cooma	55-64	0	M	351
Cooma	55-64	1	F	112
Cooma	55-64	1	M	64
Cooma	65-74		F	34
Cooma	65-74		M	24
Cooma	65-74	0	F	305
Cooma	65-74	0	M	303
Cooma	65-74	1	F	60
Cooma	65-74	1	M	43
Cooma	75-84		F	20
Cooma	75-84		M	22
Cooma	75-84	0	F	243
Cooma	75-84	0	M	192
Cooma	75-84	1	F	39
Cooma	75-84	1	M	27
Cooma	85+		F	16
Cooma	85+		M	4
Cooma	85+	0	F	119
Cooma	85+	0	M	81
Cooma	85+	1	F	6
Cooma	85+	1	M	9
Cooma Surrounds	15-19		F	8
Cooma Surrounds	15-19		M	4
Cooma Surrounds	15-19	0	F	76
Cooma Surrounds	15-19	0	M	79
Cooma Surrounds	15-19	1	F	3
Cooma Surrounds	15-19	1	M	6
Cooma Surrounds	20-24		F	8
Cooma Surrounds	20-24		M	3
Cooma Surrounds	20-24	0	F	51
Cooma Surrounds	20-24	0	M	60
Cooma Surrounds	20-24	1	F	3
Cooma Surrounds	20-24	1	M	3
Cooma Surrounds	25-34		F	17
Cooma Surrounds	25-34		M	21
Cooma Surrounds	25-34	0	F	104
Cooma Surrounds	25-34	0	M	110
Cooma Surrounds	25-34	1	F	24
Cooma Surrounds	25-34	1	M	11
Cooma Surrounds	35-44		F	19
Cooma Surrounds	35-44		M	20
Cooma Surrounds	35-44	0	F	116
Cooma Surrounds	35-44	0	M	123
Cooma Surrounds	35-44	1	F	29
Cooma Surrounds	35-44	1	M	14
Cooma Surrounds	45-54		F	23
Cooma Surrounds	45-54		M	21
Cooma Surrounds	45-54	0	F	215
Cooma Surrounds	45-54	0	M	198
Cooma Surrounds	45-54	1	F	53
Cooma Surrounds	45-54	1	M	46
Cooma Surrounds	55-64		F	31
Cooma Surrounds	55-64		M	29
Cooma Surrounds	55-64	0	F	207
Cooma Surrounds	55-64	0	M	260
Cooma Surrounds	55-64	1	F	61
Cooma Surrounds	55-64	1	M	47
Cooma Surrounds	65-74		F	21
Cooma Surrounds	65-74		M	29
Cooma Surrounds	65-74	0	F	166
Cooma Surrounds	65-74	0	M	205
Cooma Surrounds	65-74	1	F	28
Cooma Surrounds	65-74	1	M	31
Cooma Surrounds	75-84		F	18
Cooma Surrounds	75-84		M	21
Cooma Surrounds	75-84	0	F	94
Cooma Surrounds	75-84	0	M	119
Cooma Surrounds	75-84	1	F	11
Cooma Surrounds	75-84	1	M	17
Cooma Surrounds	85+		F	11
Cooma Surrounds	85+		M	6
Cooma Surrounds	85+	0	F	20
Cooma Surrounds	85+	0	M	27
Jindabyne - Berridale	15-19		F	21
Jindabyne - Berridale	15-19		M	18
Jindabyne - Berridale	15-19	0	F	228
Jindabyne - Berridale	15-19	0	M	244
Jindabyne - Berridale	15-19	1	F	8
Jindabyne - Berridale	15-19	1	M	7
Jindabyne - Berridale	20-24		F	23
Jindabyne - Berridale	20-24		M	36
Jindabyne - Berridale	20-24	0	F	227
Jindabyne - Berridale	20-24	0	M	251
Jindabyne - Berridale	20-24	1	F	7
Jindabyne - Berridale	20-24	1	M	10
Jindabyne - Berridale	25-34		F	77
Jindabyne - Berridale	25-34		M	75
Jindabyne - Berridale	25-34	0	F	540
Jindabyne - Berridale	25-34	0	M	590
Jindabyne - Berridale	25-34	1	F	25
Jindabyne - Berridale	25-34	1	M	15
Jindabyne - Berridale	35-44		F	33
Jindabyne - Berridale	35-44		M	34
Jindabyne - Berridale	35-44	0	F	387
Jindabyne - Berridale	35-44	0	M	402
Jindabyne - Berridale	35-44	1	F	61
Jindabyne - Berridale	35-44	1	M	22
Jindabyne - Berridale	45-54		F	41
Jindabyne - Berridale	45-54		M	38
Jindabyne - Berridale	45-54	0	F	460
Jindabyne - Berridale	45-54	0	M	521
Jindabyne - Berridale	45-54	1	F	85
Jindabyne - Berridale	45-54	1	M	57
Jindabyne - Berridale	55-64		F	30
Jindabyne - Berridale	55-64		M	41
Jindabyne - Berridale	55-64	0	F	371
Jindabyne - Berridale	55-64	0	M	462
Jindabyne - Berridale	55-64	1	F	97
Jindabyne - Berridale	55-64	1	M	65
Jindabyne - Berridale	65-74		F	24
Jindabyne - Berridale	65-74		M	36
Jindabyne - Berridale	65-74	0	F	256
Jindabyne - Berridale	65-74	0	M	367
Jindabyne - Berridale	65-74	1	F	39
Jindabyne - Berridale	65-74	1	M	23
Jindabyne - Berridale	75-84		F	8
Jindabyne - Berridale	75-84		M	9
Jindabyne - Berridale	75-84	0	F	111
Jindabyne - Berridale	75-84	0	M	136
Jindabyne - Berridale	75-84	1	F	11
Jindabyne - Berridale	75-84	1	M	7
Jindabyne - Berridale	85+		F	4
Jindabyne - Berridale	85+		M	3
Jindabyne - Berridale	85+	0	F	41
Jindabyne - Berridale	85+	0	M	36
Jindabyne - Berridale	85+	1	F	3
Batemans Bay	15-19		F	26
Batemans Bay	15-19		M	30
Batemans Bay	15-19	0	F	163
Batemans Bay	15-19	0	M	181
Batemans Bay	15-19	1	F	16
Batemans Bay	15-19	1	M	15
Batemans Bay	20-24		F	16
Batemans Bay	20-24		M	19
Batemans Bay	20-24	0	F	133
Batemans Bay	20-24	0	M	144
Batemans Bay	20-24	1	F	6
Batemans Bay	20-24	1	M	6
Batemans Bay	25-34		F	42
Batemans Bay	25-34		M	30
Batemans Bay	25-34	0	F	324
Batemans Bay	25-34	0	M	287
Batemans Bay	25-34	1	F	38
Batemans Bay	25-34	1	M	30
Batemans Bay	35-44		F	39
Batemans Bay	35-44		M	19
Batemans Bay	35-44	0	F	289
Batemans Bay	35-44	0	M	320
Batemans Bay	35-44	1	F	75
Batemans Bay	35-44	1	M	39
Batemans Bay	45-54		F	32
Batemans Bay	45-54		M	40
Batemans Bay	45-54	0	F	360
Batemans Bay	45-54	0	M	404
Batemans Bay	45-54	1	F	97
Batemans Bay	45-54	1	M	64
Batemans Bay	55-64		F	41
Batemans Bay	55-64		M	49
Batemans Bay	55-64	0	F	530
Batemans Bay	55-64	0	M	495
Batemans Bay	55-64	1	F	122
Batemans Bay	55-64	1	M	91
Batemans Bay	65-74		F	43
Batemans Bay	65-74		M	39
Batemans Bay	65-74	0	F	587
Batemans Bay	65-74	0	M	612
Batemans Bay	65-74	1	F	107
Batemans Bay	65-74	1	M	92
Batemans Bay	75-84		F	42
Batemans Bay	75-84		M	43
Batemans Bay	75-84	0	F	342
Batemans Bay	75-84	0	M	296
Batemans Bay	75-84	1	F	51
Batemans Bay	75-84	1	M	58
Batemans Bay	85+		F	13
Batemans Bay	85+		M	3
Batemans Bay	85+	0	F	178
Batemans Bay	85+	0	M	104
Batemans Bay	85+	1	F	3
Batemans Bay	85+	1	M	10
Batemans Bay - South	15-19		F	19
Batemans Bay - South	15-19		M	22
Batemans Bay - South	15-19	0	F	157
Batemans Bay - South	15-19	0	M	188
Batemans Bay - South	15-19	1	F	19
Batemans Bay - South	15-19	1	M	10
Batemans Bay - South	20-24		F	5
Batemans Bay - South	20-24		M	20
Batemans Bay - South	20-24	0	F	130
Batemans Bay - South	20-24	0	M	129
Batemans Bay - South	20-24	1	F	14
Batemans Bay - South	20-24	1	M	11
Batemans Bay - South	25-34		F	34
Batemans Bay - South	25-34		M	27
Batemans Bay - South	25-34	0	F	278
Batemans Bay - South	25-34	0	M	300
Batemans Bay - South	25-34	1	F	29
Batemans Bay - South	25-34	1	M	19
Batemans Bay - South	35-44		F	36
Batemans Bay - South	35-44		M	33
Batemans Bay - South	35-44	0	F	303
Batemans Bay - South	35-44	0	M	278
Batemans Bay - South	35-44	1	F	71
Batemans Bay - South	35-44	1	M	47
Batemans Bay - South	45-54		F	45
Batemans Bay - South	45-54		M	59
Batemans Bay - South	45-54	0	F	394
Batemans Bay - South	45-54	0	M	398
Batemans Bay - South	45-54	1	F	123
Batemans Bay - South	45-54	1	M	64
Batemans Bay - South	55-64		F	46
Batemans Bay - South	55-64		M	34
Batemans Bay - South	55-64	0	F	602
Batemans Bay - South	55-64	0	M	488
Batemans Bay - South	55-64	1	F	161
Batemans Bay - South	55-64	1	M	98
Batemans Bay - South	65-74		F	46
Batemans Bay - South	65-74		M	57
Batemans Bay - South	65-74	0	F	710
Batemans Bay - South	65-74	0	M	671
Batemans Bay - South	65-74	1	F	116
Batemans Bay - South	65-74	1	M	96
Batemans Bay - South	75-84		F	45
Batemans Bay - South	75-84		M	31
Batemans Bay - South	75-84	0	F	405
Batemans Bay - South	75-84	0	M	391
Batemans Bay - South	75-84	1	F	61
Batemans Bay - South	75-84	1	M	45
Batemans Bay - South	85+		F	18
Batemans Bay - South	85+		M	10
Batemans Bay - South	85+	0	F	176
Batemans Bay - South	85+	0	M	110
Batemans Bay - South	85+	1	F	14
Batemans Bay - South	85+	1	M	9
Bega - Tathra	15-19		F	23
Bega - Tathra	15-19		M	19
Bega - Tathra	15-19	0	F	213
Bega - Tathra	15-19	0	M	177
Bega - Tathra	15-19	1	F	13
Bega - Tathra	15-19	1	M	18
Bega - Tathra	20-24		F	14
Bega - Tathra	20-24		M	13
Bega - Tathra	20-24	0	F	163
Bega - Tathra	20-24	0	M	163
Bega - Tathra	20-24	1	F	19
Bega - Tathra	20-24	1	M	8
Bega - Tathra	25-34		F	31
Bega - Tathra	25-34		M	32
Bega - Tathra	25-34	0	F	351
Bega - Tathra	25-34	0	M	360
Bega - Tathra	25-34	1	F	52
Bega - Tathra	25-34	1	M	24
Bega - Tathra	35-44		F	33
Bega - Tathra	35-44		M	39
Bega - Tathra	35-44	0	F	367
Bega - Tathra	35-44	0	M	378
Bega - Tathra	35-44	1	F	106
Bega - Tathra	35-44	1	M	48
Bega - Tathra	45-54		F	30
Bega - Tathra	45-54		M	31
Bega - Tathra	45-54	0	F	393
Bega - Tathra	45-54	0	M	394
Bega - Tathra	45-54	1	F	141
Bega - Tathra	45-54	1	M	74
Bega - Tathra	55-64		F	40
Bega - Tathra	55-64		M	43
Bega - Tathra	55-64	0	F	536
Bega - Tathra	55-64	0	M	519
Bega - Tathra	55-64	1	F	175
Bega - Tathra	55-64	1	M	102
Bega - Tathra	65-74		F	29
Bega - Tathra	65-74		M	38
Bega - Tathra	65-74	0	F	464
Bega - Tathra	65-74	0	M	460
Bega - Tathra	65-74	1	F	117
Bega - Tathra	65-74	1	M	72
Bega - Tathra	75-84		F	33
Bega - Tathra	75-84		M	40
Bega - Tathra	75-84	0	F	277
Bega - Tathra	75-84	0	M	270
Bega - Tathra	75-84	1	F	47
Bega - Tathra	75-84	1	M	36
Bega - Tathra	85+		F	53
Bega - Tathra	85+		M	25
Bega - Tathra	85+	0	F	110
Bega - Tathra	85+	0	M	79
Bega - Tathra	85+	1	F	6
Bega - Tathra	85+	1	M	13
Bega-Eden Hinterland	15-19		F	20
Bega-Eden Hinterland	15-19		M	47
Bega-Eden Hinterland	15-19	0	F	195
Bega-Eden Hinterland	15-19	0	M	214
Bega-Eden Hinterland	15-19	1	F	18
Bega-Eden Hinterland	15-19	1	M	12
Bega-Eden Hinterland	20-24		F	9
Bega-Eden Hinterland	20-24		M	20
Bega-Eden Hinterland	20-24	0	F	116
Bega-Eden Hinterland	20-24	0	M	163
Bega-Eden Hinterland	20-24	1	F	14
Bega-Eden Hinterland	20-24	1	M	14
Bega-Eden Hinterland	25-34		F	29
Bega-Eden Hinterland	25-34		M	43
Bega-Eden Hinterland	25-34	0	F	310
Bega-Eden Hinterland	25-34	0	M	313
Bega-Eden Hinterland	25-34	1	F	58
Bega-Eden Hinterland	25-34	1	M	27
Bega-Eden Hinterland	35-44		F	35
Bega-Eden Hinterland	35-44		M	28
Bega-Eden Hinterland	35-44	0	F	346
Bega-Eden Hinterland	35-44	0	M	343
Bega-Eden Hinterland	35-44	1	F	78
Bega-Eden Hinterland	35-44	1	M	62
Bega-Eden Hinterland	45-54		F	65
Bega-Eden Hinterland	45-54		M	52
Bega-Eden Hinterland	45-54	0	F	485
Bega-Eden Hinterland	45-54	0	M	456
Bega-Eden Hinterland	45-54	1	F	128
Bega-Eden Hinterland	45-54	1	M	78
