SA2_NAME16	Sex	persons
Berowra - Brooklyn - Cowan	M	5869
Normanhurst - Thornleigh - Westleigh	F	9675
Normanhurst - Thornleigh - Westleigh	M	9479
Hornsby - East	F	6068
Hornsby - East	M	5874
Hornsby - West	F	5403
Hornsby - West	M	5225
Wahroonga (West) - Waitara	F	6175
Wahroonga (West) - Waitara	M	5701
Gordon - Killara	F	11637
Gordon - Killara	M	10798
Lindfield - Roseville	F	12661
Lindfield - Roseville	M	11933
Pymble	F	9045
Pymble	M	8174
St Ives	F	11222
St Ives	M	10445
Turramurra	F	10517
Turramurra	M	9740
Wahroonga (East) - Warrawee	F	9302
Wahroonga (East) - Warrawee	M	8891
Cremorne - Cammeray	F	10102
Cremorne - Cammeray	M	8800
Crows Nest - Waverton	F	9540
Crows Nest - Waverton	M	8375
Neutral Bay - Kirribilli	F	9225
Neutral Bay - Kirribilli	M	7961
North Sydney - Lavender Bay	F	6365
North Sydney - Lavender Bay	M	6078
Mosman - North	F	7443
Mosman - North	M	6318
Mosman - South	F	7848
Mosman - South	M	6719
Balgowlah - Clontarf - Seaforth	F	10671
Balgowlah - Clontarf - Seaforth	M	10061
Manly - Fairlight	F	11542
Manly - Fairlight	M	10896
Avalon - Palm Beach	F	6657
Avalon - Palm Beach	M	6391
Bayview - Elanora Heights	F	5767
Bayview - Elanora Heights	M	5475
Newport - Bilgola	F	6960
Newport - Bilgola	M	6719
Mona Vale - Warriewood (North)	F	7605
Mona Vale - Warriewood (North)	M	7033
North Narrabeen - Warriewood (South)	F	5521
North Narrabeen - Warriewood (South)	M	5355
Beacon Hill - Narraweena	F	7429
Beacon Hill - Narraweena	M	7117
Cromer	F	4125
Cromer	M	3917
Forestville - Killarney Heights	F	6747
Forestville - Killarney Heights	M	6412
Freshwater - Brookvale	F	11043
Freshwater - Brookvale	M	10783
Manly Vale - Allambie Heights	F	8912
Manly Vale - Allambie Heights	M	8641
Terrey Hills - Duffys Forest	F	1863
Terrey Hills - Duffys Forest	M	1925
Belrose	F	4502
Belrose	M	4155
Collaroy - Collaroy Plateau	F	7099
Collaroy - Collaroy Plateau	M	6876
Dee Why (South) - North Curl Curl	F	4604
Dee Why (South) - North Curl Curl	M	4509
Dee Why - North	F	9077
Dee Why - North	M	8747
Frenchs Forest - Oxford Falls	F	8635
Frenchs Forest - Oxford Falls	M	8537
Narrabeen - Wheeler Heights	F	5863
Narrabeen - Wheeler Heights	M	5382
Camden - Ellis Lane	F	6985
Camden - Ellis Lane	M	6314
Currans Hill	F	3282
Currans Hill	M	3166
Elderslie - Narellan	F	7178
Elderslie - Narellan	M	6839
Harrington Park	F	5682
Harrington Park	M	5559
Mount Annan	F	9671
Mount Annan	M	9369
Spring Farm	F	4916
Spring Farm	M	4621
Bradbury - Wedderburn	F	10320
Bradbury - Wedderburn	M	9695
Campbelltown - Woodbine	F	11170
Campbelltown - Woodbine	M	10917
Claymore - Eagle Vale - Raby	F	10311
Claymore - Eagle Vale - Raby	M	9924
Holsworthy Military Area	F	4
Leumeah - Minto Heights	F	8390
Leumeah - Minto Heights	M	8340
Minto - St Andrews	F	10735
Minto - St Andrews	M	10597
Rosemeadow - Glen Alpine	F	10837
Rosemeadow - Glen Alpine	M	10325
Denham Court - Bardia	F	7555
Denham Court - Bardia	M	7317
Glenfield	F	5389
Glenfield	M	5147
Ingleburn	F	8439
Ingleburn	M	8278
Macquarie Fields	F	7353
Macquarie Fields	M	6840
Bargo	F	2965
Bargo	M	2967
Douglas Park - Appin	F	5480
Douglas Park - Appin	M	5626
Picton - Tahmoor - Buxton	F	9640
Picton - Tahmoor - Buxton	M	9347
The Oaks - Oakdale	F	4825
The Oaks - Oakdale	M	4979
Blackheath - Megalong Valley	F	2983
Blackheath - Megalong Valley	M	2780
Blaxland - Warrimoo - Lapstone	F	9646
Blaxland - Warrimoo - Lapstone	M	9348
Blue Mountains - North	F	3
Blue Mountains - North	M	4
Katoomba - Leura	F	6969
Katoomba - Leura	M	6373
Lawson - Hazelbrook - Linden	F	5870
Lawson - Hazelbrook - Linden	M	5584
Springwood - Winmalee	F	11325
Springwood - Winmalee	M	10639
Wentworth Falls	F	3392
Wentworth Falls	M	3044
Blue Mountains - South	M	8
Cambridge Park	F	8114
Cambridge Park	M	7890
Emu Plains - Leonay	F	7070
Emu Plains - Leonay	M	6845
Glenmore Park - Regentville	F	10766
Glenmore Park - Regentville	M	10235
Jamisontown - South Penrith	F	8798
Jamisontown - South Penrith	M	8526
Kingswood - Werrington	F	12627
Kingswood - Werrington	M	11998
Mulgoa - Luddenham - Orchard Hills	F	6051
Mulgoa - Luddenham - Orchard Hills	M	5991
Penrith	F	9297
Penrith	M	8666
Warragamba - Silverdale	F	2929
Warragamba - Silverdale	M	3093
Cranebrook - Castlereagh	F	8695
Cranebrook - Castlereagh	M	8334
Jordan Springs - Llandilo	F	6770
Jordan Springs - Llandilo	M	6614
Richmond - Clarendon	F	7952
Richmond - Clarendon	M	7290
Windsor - Bligh Park	F	7758
Windsor - Bligh Park	M	7507
Yarramundi - Londonderry	F	3435
Yarramundi - Londonderry	M	4063
Erskine Park	F	3208
Erskine Park	M	3278
St Clair	F	9979
St Clair	M	9968
Colyton - Oxley Park	F	6585
Colyton - Oxley Park	M	6444
St Marys - North St Marys	F	8648
St Marys - North St Marys	M	8682
Rookwood Cemetery	F	4
Auburn - Central	F	8819
Auburn - Central	M	10665
Auburn - North	F	4568
Auburn - North	M	6020
Auburn - South	F	4256
Auburn - South	M	4601
Berala	F	4132
Berala	M	4478
Lidcombe	F	10148
Lidcombe	M	11051
Regents Park	F	2490
Regents Park	M	2652
Silverwater - Newington	F	4137
Silverwater - Newington	M	5106
Wentworth Point - Sydney Olympic Park	F	10426
Wentworth Point - Sydney Olympic Park	M	9986
Ermington - Rydalmere	F	12298
Ermington - Rydalmere	M	12344
Oatlands - Dundas Valley	F	9333
Oatlands - Dundas Valley	M	9175
Carlingford - East	F	5952
Carlingford - East	M	5673
Carlingford - West	F	9614
Carlingford - West	M	9630
Chester Hill - Sefton	F	10223
Chester Hill - Sefton	M	10613
Fairfield - East	F	7725
Fairfield - East	M	8013
Granville - Clyde	F	10979
Granville - Clyde	M	12267
Guildford - South Granville	F	11026
Guildford - South Granville	M	11359
Guildford West - Merrylands West	F	11403
Guildford West - Merrylands West	M	11528
Smithfield Industrial	F	3
Smithfield Industrial	M	9
Yennora Industrial	F	7
Yennora Industrial	M	9
Greystanes - South	F	8414
Greystanes - South	M	8226
Merrylands - Holroyd	F	11608
Merrylands - Holroyd	M	12197
Pemulwuy - Greystanes (North)	F	5615
Pemulwuy - Greystanes (North)	M	5281
South Wentworthville	F	3660
South Wentworthville	M	3648
North Parramatta	F	11510
North Parramatta	M	11363
North Rocks	F	4322
North Rocks	M	4125
Northmead	F	10244
Northmead	M	10028
Toongabbie - Constitution Hill	F	11499
Toongabbie - Constitution Hill	M	11360
Winston Hills	F	5722
Winston Hills	M	5484
Pendle Hill - Girraween	F	6878
Pendle Hill - Girraween	M	7062
Wentworthville - Westmead	F	10456
Wentworthville - Westmead	M	11104
Parramatta - North	F	5732
Parramatta - North	M	6332
Parramatta - South	F	4545
Parramatta - South	M	5320
Rosehill - Harris Park	F	4169
Rosehill - Harris Park	M	4862
Pennant Hills - Cheltenham	F	11341
Pennant Hills - Cheltenham	M	10398
Epping (East) - North Epping	F	7370
Epping (East) - North Epping	M	7029
Epping (NSW) - West	F	9637
Epping (NSW) - West	M	9047
Gladesville - Huntleys Point	F	7983
Gladesville - Huntleys Point	M	7470
Hunters Hill - Woolwich	F	5054
Hunters Hill - Woolwich	M	4795
Macquarie Park - Marsfield	F	12277
Macquarie Park - Marsfield	M	11536
North Ryde - East Ryde	F	7900
North Ryde - East Ryde	M	7720
West Ryde - Meadowbank	F	10183
West Ryde - Meadowbank	M	9919
Putney	F	2139
Putney	M	2027
Denistone	F	3519
Denistone	M	3448
Eastwood	F	9635
Eastwood	M	9344
Ryde - North	F	10439
Ryde - North	M	9853
Ryde - South	F	6183
Ryde - South	M	5784
Ashcroft - Busby - Miller	F	9085
Ashcroft - Busby - Miller	M	8879
Austral - Greendale	F	6077
Austral - Greendale	M	6456
Badgerys Creek	F	11
Badgerys Creek	M	10
Cecil Hills	F	3434
Cecil Hills	M	3472
Green Valley	F	6538
Green Valley	M	6385
Hinchinbrook	F	6638
Hinchinbrook	M	6394
Hoxton Park - Carnes Hill - Horningsea Park	F	6698
Hoxton Park - Carnes Hill - Horningsea Park	M	6568
West Hoxton - Middleton Grange	F	8653
West Hoxton - Middleton Grange	M	8542
Cobbitty - Bringelly	F	2441
Cobbitty - Bringelly	M	2318
Gledswood Hills - Gregory Hills	F	7220
Gledswood Hills - Gregory Hills	M	7080
Leppington - Catherine Field	F	6308
Leppington - Catherine Field	M	6254
Oran Park	F	8904
Oran Park	M	8719
Bonnyrigg Heights - Bonnyrigg	F	8785
Bonnyrigg Heights - Bonnyrigg	M	8369
Bossley Park - Abbotsbury	F	9948
Bossley Park - Abbotsbury	M	9739
Cabramatta - Lansvale	F	12168
Cabramatta - Lansvale	M	11933
Cabramatta West - Mount Pritchard	F	9169
Cabramatta West - Mount Pritchard	M	9087
Canley Vale - Canley Heights	F	11300
Canley Vale - Canley Heights	M	10956
Edensor Park	F	5325
Edensor Park	M	4952
Fairfield	F	9244
Fairfield	M	9000
Fairfield - West	F	10842
Fairfield - West	M	10409
Greenfield Park - Prairiewood	F	4449
Greenfield Park - Prairiewood	M	4401
Horsley Park - Kemps Creek	F	2121
Horsley Park - Kemps Creek	M	2219
Smithfield - Wetherill Park	F	9918
Smithfield - Wetherill Park	M	9592
St Johns Park - Wakeley	F	5753
St Johns Park - Wakeley	M	5443
Wetherill Park Industrial	F	18
Wetherill Park Industrial	M	23
Casula	F	8441
Casula	M	8146
Chipping Norton - Moorebank	F	10515
Chipping Norton - Moorebank	M	10298
Holsworthy - Wattle Grove	F	10425
Holsworthy - Wattle Grove	M	10704
Lurnea - Cartwright	F	6333
Lurnea - Cartwright	M	6340
Warwick Farm	F	2959
Warwick Farm	M	2975
Edmondson Park	F	6073
Edmondson Park	M	6007
Liverpool - East	F	8829
Liverpool - East	M	8707
Liverpool - West	F	6909
Liverpool - West	M	6835
Prestons	F	7971
Prestons	M	7728
Gymea - Grays Point	F	9241
Gymea - Grays Point	M	8917
Miranda - Yowie Bay	F	10737
Miranda - Yowie Bay	M	9973
Sylvania - Taren Point	F	8535
Sylvania - Taren Point	M	7900
Caringbah	F	6589
Caringbah	M	6268
Caringbah South	F	6617
Caringbah South	M	6406
Cronulla - Kurnell - Bundeena	F	12362
Cronulla - Kurnell - Bundeena	M	12015
Lilli Pilli - Port Hacking - Dolans Bay	F	1709
Lilli Pilli - Port Hacking - Dolans Bay	M	1661
Woolooware - Burraneer	F	4557
Woolooware - Burraneer	M	4395
Heathcote - Waterfall	F	3470
Heathcote - Waterfall	M	3203
Illawong - Alfords Point	F	5309
Illawong - Alfords Point	M	5248
Menai - Lucas Heights - Woronora	F	10640
Menai - Lucas Heights - Woronora	M	10284
Oyster Bay - Como - Jannali	F	11146
Oyster Bay - Como - Jannali	M	10916
Royal National Park	F	23
Royal National Park	M	28
Sutherland - Kirrawee	F	12041
Sutherland - Kirrawee	M	11196
Engadine	F	8874
Engadine	M	8482
Loftus - Yarrawarrah	F	3725
Loftus - Yarrawarrah	M	3629
Woronora Heights	F	1795
Woronora Heights	M	1747
No usual address (NSW)	F	4997
No usual address (NSW)	M	6375
Alfredton	F	8648
Alfredton	M	8188
Ballarat	F	6420
Ballarat	M	5711
Buninyong	F	3664
Buninyong	M	3594
Delacombe	F	5553
Delacombe	M	5111
Smythes Creek	F	2055
Smythes Creek	M	2172
Wendouree - Miners Rest	F	7863
Wendouree - Miners Rest	M	7473
Ballarat East - Warrenheip	F	5111
Ballarat East - Warrenheip	M	4580
Ballarat North - Invermay	F	7648
Ballarat North - Invermay	M	7099
Canadian - Mount Clear	F	6299
Canadian - Mount Clear	M	5923
Sebastopol - Redan	F	6965
Sebastopol - Redan	M	6122
Bacchus Marsh Surrounds	F	3273
Bacchus Marsh Surrounds	M	3286
Creswick - Clunes	F	4045
Creswick - Clunes	M	4037
Daylesford	F	5077
Daylesford	M	4878
Gordon (Vic.)	F	3102
Gordon (Vic.)	M	3274
Avoca	F	1717
Avoca	M	1813
Beaufort	F	2185
Beaufort	M	2463
Golden Plains - North	F	2348
Golden Plains - North	M	2549
Maryborough (Vic.)	F	4254
Maryborough (Vic.)	M	3911
Maryborough Surrounds	F	2676
Maryborough Surrounds	M	2854
Bendigo	F	7669
Bendigo	M	7258
California Gully - Eaglehawk	F	6745
California Gully - Eaglehawk	M	6202
East Bendigo - Kennington	F	7355
East Bendigo - Kennington	M	6634
Flora Hill - Spring Gully	F	5022
Flora Hill - Spring Gully	M	4423
Kangaroo Flat - Golden Square	F	11117
Kangaroo Flat - Golden Square	M	9923
Maiden Gully	F	2754
Maiden Gully	M	2756
Strathfieldsaye	F	5404
Strathfieldsaye	M	5313
White Hills - Ascot	F	7498
White Hills - Ascot	M	6948
Bendigo Surrounds - South	F	4100
Bendigo Surrounds - South	M	4244
Castlemaine	F	5759
Castlemaine	M	5598
Castlemaine Surrounds	F	4553
Castlemaine Surrounds	M	4667
Heathcote	F	2422
Heathcote	M	2638
Kyneton	F	5428
Kyneton	M	5136
Woodend	F	4071
Woodend	M	3882
Bendigo Surrounds - North	F	2447
Bendigo Surrounds - North	M	2493
Loddon	F	3608
Loddon	M	3676
Bannockburn	F	3839
Bannockburn	M	3914
Golden Plains - South	F	3966
Golden Plains - South	M	4140
Winchelsea	F	3311
Winchelsea	M	3301
Belmont	F	7720
Belmont	M	7307
Geelong	F	7020
Geelong	M	6485
Geelong West - Hamlyn Heights	F	11041
Geelong West - Hamlyn Heights	M	10153
Highton	F	12248
Highton	M	11785
Lara	F	9980
Lara	M	10830
Leopold	F	6837
Leopold	M	6436
Newcomb - Moolap	F	8076
Newcomb - Moolap	M	7391
Newtown (Vic.)	F	5375
Newtown (Vic.)	M	5070
North Geelong - Bell Park	F	8138
North Geelong - Bell Park	M	7662
Charlemont	F	5402
Charlemont	M	4897
Corio - Lovely Banks	F	9258
Corio - Lovely Banks	M	9066
Grovedale - Mount Duneed	F	12797
Grovedale - Mount Duneed	M	11971
Norlane	F	4629
Norlane	M	4419
Clifton Springs	F	8700
Clifton Springs	M	8103
Lorne - Anglesea	F	3115
Lorne - Anglesea	M	3115
Portarlington	F	4901
Portarlington	M	4632
Point Lonsdale - Queenscliff	F	2931
Point Lonsdale - Queenscliff	M	2583
Torquay	F	12542
Torquay	M	12063
Barwon Heads - Armstrong Creek	F	5812
Barwon Heads - Armstrong Creek	M	5530
Ocean Grove	F	10185
Ocean Grove	M	9204
Alexandra	F	3360
Alexandra	M	3465
Euroa	F	3539
Euroa	M	3387
Kilmore - Broadford	F	7897
Kilmore - Broadford	M	7664
Mansfield (Vic.)	F	5338
Mansfield (Vic.)	M	5183
Nagambie	F	2240
Nagambie	M	2300
Seymour	F	3312
Seymour	M	3257
Seymour Surrounds	F	2119
Seymour Surrounds	M	2521
Upper Yarra Valley	F	110
Upper Yarra Valley	M	129
Yea	F	2031
Yea	M	2151
Benalla	F	5681
Benalla	M	5141
Benalla Surrounds	F	1830
Benalla Surrounds	M	1954
Rutherglen	F	2045
Rutherglen	M	2005
Wangaratta	F	10488
Wangaratta	M	9395
Wangaratta Surrounds	F	4935
Wangaratta Surrounds	M	4992
Beechworth	F	2528
Beechworth	M	2459
Bright - Mount Beauty	F	4440
Bright - Mount Beauty	M	4459
Chiltern - Indigo Valley	F	1607
Chiltern - Indigo Valley	M	1572
Myrtleford	F	2415
Myrtleford	M	2333
Towong	F	3044
Towong	M	3152
West Wodonga	F	7959
West Wodonga	M	7432
Yackandandah	F	2640
Yackandandah	M	2583
Baranduda - Leneva	F	6454
Baranduda - Leneva	M	6321
Wodonga	F	7765
Wodonga	M	7316
Drouin	F	10197
Drouin	M	9576
Mount Baw Baw Region	F	3218
Mount Baw Baw Region	M	3372
Trafalgar (Vic.)	F	4251
Trafalgar (Vic.)	M	4109
Warragul	F	12002
Warragul	M	11051
Bairnsdale	F	8232
Bairnsdale	M	7449
Bruthen - Omeo	F	4063
Bruthen - Omeo	M	4227
Lakes Entrance	F	5611
Lakes Entrance	M	5547
Orbost	F	3298
Orbost	M	3428
Paynesville	F	3619
Paynesville	M	3349
Foster	F	4693
Foster	M	4750
French Island	F	73
French Island	M	70
Korumburra	F	4957
Korumburra	M	4882
Leongatha	F	5907
Leongatha	M	5601
Phillip Island	F	7132
Phillip Island	M	6666
Wilsons Promontory	F	10
Wilsons Promontory	M	7
Wonthaggi - Inverloch	F	13732
Wonthaggi - Inverloch	M	13065
Churchill	F	5980
Churchill	M	5934
Moe - Newborough	F	8849
Moe - Newborough	M	8444
Morwell	F	7294
Morwell	M	7136
Yallourn North - Glengarry	F	2355
Yallourn North - Glengarry	M	2358
Traralgon - East	F	6232
Traralgon - East	M	5773
Traralgon - West	F	8720
Traralgon - West	M	8094
Alps - West	F	10
Alps - West	M	14
Longford - Loch Sport	F	2284
Longford - Loch Sport	M	2634
Maffra	F	7444
Maffra	M	7308
Rosedale	F	2059
Rosedale	M	2860
Sale	F	7973
Sale	M	7328
Yarram	F	2825
Yarram	M	2777
Brunswick East	F	6792
Brunswick East	M	5946
Brunswick West	F	7522
Brunswick West	M	6795
Pascoe Vale South	F	5378
Pascoe Vale South	M	5010
Brunswick - North	F	6658
Brunswick - North	M	6231
Brunswick - South	F	6685
Brunswick - South	M	6292
Coburg - East	F	6494
Coburg - East	M	6038
Coburg - West	F	7211
Coburg - West	M	6822
Alphington - Fairfield	F	4735
Alphington - Fairfield	M	4257
Thornbury	F	9892
Thornbury	M	9024
Northcote - East	F	7886
Northcote - East	M	7180
Northcote - West	F	5486
Northcote - West	M	4814
Ascot Vale	F	7728
Ascot Vale	M	7466
Flemington	F	4727
Flemington	M	4336
Moonee Ponds	F	8401
Moonee Ponds	M	7821
Essendon (West) - Aberfeldie	F	8273
Essendon (West) - Aberfeldie	M	7771
Essendon - East	F	6294
Essendon - East	M	5894
Carlton	F	8463
Carlton	M	8191
Docklands	F	7459
Docklands	M	8037
East Melbourne	F	2545
East Melbourne	M	2353
Flemington Racecourse	F	31
Flemington Racecourse	M	47
Kensington (Vic.)	F	5505
Kensington (Vic.)	M	5239
Parkville	F	3826
Parkville	M	3469
South Yarra - West	F	3373
South Yarra - West	M	3046
Melbourne CBD - East	F	4874
Melbourne CBD - East	M	4971
Melbourne CBD - North	F	8608
Melbourne CBD - North	M	8256
Melbourne CBD - West	F	7727
Melbourne CBD - West	M	7925
North Melbourne	F	8034
North Melbourne	M	7607
Southbank (West) - South Wharf	F	3180
Southbank (West) - South Wharf	M	3280
Southbank - East	F	7937
Southbank - East	M	8165
West Melbourne - Residential	F	3620
West Melbourne - Residential	M	3822
Albert Park	F	8159
Albert Park	M	7665
Elwood	F	7824
Elwood	M	6993
Port Melbourne	F	8530
Port Melbourne	M	7663
St Kilda East	F	8040
St Kilda East	M	7774
Port Melbourne Industrial	F	912
Port Melbourne Industrial	M	999
South Melbourne	F	5966
South Melbourne	M	5730
St Kilda - Central	F	5879
St Kilda - Central	M	5979
St Kilda - West	F	6947
St Kilda - West	M	6912
Armadale	F	5087
Armadale	M	4253
Prahran - Windsor	F	9747
Prahran - Windsor	M	9365
Toorak	F	6932
Toorak	M	6021
South Yarra - North	F	5831
South Yarra - North	M	5364
South Yarra - South	F	5268
South Yarra - South	M	4670
Abbotsford	F	4457
Abbotsford	M	4637
Carlton North - Princes Hill	F	4343
Carlton North - Princes Hill	M	3845
Collingwood	F	4476
Collingwood	M	4701
Fitzroy	F	5359
Fitzroy	M	5072
Fitzroy North	F	6837
Fitzroy North	M	5945
Clifton Hill - Alphington	F	5018
Clifton Hill - Alphington	M	4832
Richmond (South) - Cremorne	F	9012
Richmond (South) - Cremorne	M	8660
Richmond - North	F	7121
Richmond - North	M	6748
Ashburton (Vic.)	F	4012
Ashburton (Vic.)	M	3940
Balwyn	F	8646
Balwyn	M	7522
Balwyn North	F	10760
Balwyn North	M	10361
Camberwell	F	11255
Camberwell	M	9983
Glen Iris - East	F	8653
Glen Iris - East	M	8185
Hawthorn East	F	8246
Hawthorn East	M	7436
Kew East	F	3296
Kew East	M	3190
Surrey Hills (West) - Canterbury	F	8410
Surrey Hills (West) - Canterbury	M	7533
Hawthorn - North	F	5118
Hawthorn - North	M	4766
Hawthorn - South	F	6187
Hawthorn - South	M	5773
Kew - South	F	6083
Kew - South	M	5519
Kew - West	F	6731
Kew - West	M	6308
Bulleen	F	5783
Bulleen	M	5507
Doncaster	F	12876
Doncaster	M	11942
Templestowe	F	8762
Templestowe	M	8199
Templestowe Lower	F	7406
Templestowe Lower	M	6790
Doncaster East - North	F	8034
Doncaster East - North	M	7638
Doncaster East - South	F	8099
Doncaster East - South	M	7349
Blackburn	F	11320
Blackburn	M	10782
Blackburn South	F	5605
Blackburn South	M	5334
Box Hill	F	11849
Box Hill	M	10992
Box Hill North	F	9335
Box Hill North	M	8787
Burwood (Vic.)	F	6457
Burwood (Vic.)	M	5881
Burwood East	F	5432
Burwood East	M	5243
Surrey Hills (East) - Mont Albert	F	5312
Surrey Hills (East) - Mont Albert	M	4849
Beaumaris	F	7288
Beaumaris	M	6733
Brighton (Vic.)	F	12035
Brighton (Vic.)	M	10715
Brighton East	F	8548
Brighton East	M	7994
Highett (West) - Cheltenham	F	6523
Highett (West) - Cheltenham	M	5914
Hampton	F	9407
Hampton	M	8793
Sandringham - Black Rock	F	9127
Sandringham - Black Rock	M	8228
Bentleigh - McKinnon	F	12899
Bentleigh - McKinnon	M	11993
Carnegie	F	9545
Carnegie	M	8991
Caulfield - North	F	11560
Caulfield - North	M	10803
Caulfield - South	F	9319
Caulfield - South	M	8756
Elsternwick	F	6302
Elsternwick	M	5594
Hughesdale	F	3904
Hughesdale	M	3657
Murrumbeena	F	4770
Murrumbeena	M	4602
Ormond - Glen Huntly	F	6641
Ormond - Glen Huntly	M	6485
Bentleigh East - North	F	8507
Bentleigh East - North	M	8079
Bentleigh East - South	F	7146
Bentleigh East - South	M	6913
Aspendale Gardens - Waterways	F	4435
Aspendale Gardens - Waterways	M	4420
Braeside	F	10
Braeside	M	21
Carrum - Patterson Lakes	F	6228
Carrum - Patterson Lakes	M	5801
Chelsea - Bonbeach	F	8058
Chelsea - Bonbeach	M	7144
Chelsea Heights	F	2794
Chelsea Heights	M	2596
Highett (East) - Cheltenham	F	12591
Highett (East) - Cheltenham	M	11499
Edithvale - Aspendale	F	6965
Edithvale - Aspendale	M	6597
Mentone	F	6943
Mentone	M	6257
Moorabbin - Heatherton	F	4639
Moorabbin - Heatherton	M	4480
Moorabbin Airport	M	22
Mordialloc - Parkdale	F	11157
Mordialloc - Parkdale	M	10036
Malvern - Glen Iris	F	10718
Malvern - Glen Iris	M	9523
Malvern East	F	11227
Malvern East	M	10692
Bundoora - East	F	4784
Bundoora - East	M	5051
Greensborough	F	10725
Greensborough	M	10082
Heidelberg - Rosanna	F	8358
Heidelberg - Rosanna	M	7685
Heidelberg West	F	7525
Heidelberg West	M	7325
Ivanhoe	F	6612
Ivanhoe	M	5840
Ivanhoe East - Eaglemont	F	3950
Ivanhoe East - Eaglemont	M	3790
Montmorency - Briar Hill	F	8618
Montmorency - Briar Hill	M	7923
Viewbank - Yallambie	F	9555
Viewbank - Yallambie	M	9174
Watsonia	F	4709
Watsonia	M	4527
Kingsbury	F	5193
Kingsbury	M	5213
Preston - East	F	10663
Preston - East	M	10052
Preston - West	F	6526
Preston - West	M	6166
Reservoir - North East	F	7562
Reservoir - North East	M	7234
Reservoir - North West	F	4884
Reservoir - North West	M	4921
Reservoir - South East	F	6486
Reservoir - South East	M	6310
Reservoir - South West	F	7093
Reservoir - South West	M	6992
Eltham	F	11977
Eltham	M	11472
Hurstbridge	F	1777
Hurstbridge	M	1781
Kinglake	F	1991
Kinglake	M	2213
Panton Hill - St Andrews	F	2529
Panton Hill - St Andrews	M	2561
Plenty - Yarrambat	F	4733
Plenty - Yarrambat	M	4725
Research - North Warrandyte	F	3484
Research - North Warrandyte	M	3447
Wattle Glen - Diamond Creek	F	7297
Wattle Glen - Diamond Creek	M	7116
Bundoora - North	F	3689
Bundoora - North	M	3659
Bundoora - West	F	3009
Bundoora - West	M	3179
Mill Park - North	F	8891
Mill Park - North	M	8580
Mill Park - South	F	5616
Mill Park - South	M	5625
Thomastown	F	9936
Thomastown	M	10060
Wallan	F	11182
Wallan	M	11445
Whittlesea	F	5375
Whittlesea	M	5289
Epping - East	F	6627
Epping - East	M	6518
Epping - South	F	4110
Epping - South	M	4092
Epping (Vic.) - West	F	6074
Epping (Vic.) - West	M	6068
South Morang - North	F	6388
South Morang - North	M	6207
South Morang - South	F	6319
South Morang - South	M	6076
Wollert	F	12108
Wollert	M	12295
Doreen - North	F	8346
Doreen - North	M	7956
Doreen - South	F	5396
Doreen - South	M	5075
Lalor - East	F	4922
Lalor - East	M	5030
Lalor - West	F	6826
Lalor - West	M	6682
Mernda - North	F	5866
Mernda - North	M	5559
Mernda - South	F	6069
Mernda - South	M	5874
Airport West	F	4191
Airport West	M	3979
Essendon Airport	F	6
Essendon Airport	M	5
Keilor	F	4333
Keilor	M	4216
Niddrie - Essendon West	F	3865
Niddrie - Essendon West	M	3595
Strathmore	F	5037
Strathmore	M	4993
Avondale Heights	F	6357
Avondale Heights	M	6032
Keilor East	F	7780
Keilor East	M	7292
Gisborne	F	7201
Gisborne	M	7018
Macedon	F	1688
Macedon	M	1835
Riddells Creek	F	2308
Riddells Creek	M	2154
Romsey	F	5422
Romsey	M	5344
Coburg North	F	4277
Coburg North	M	4149
Fawkner	F	6871
Fawkner	M	7133
Gowanbrae	F	1612
Gowanbrae	M	1502
Hadfield	F	3195
Hadfield	M	3045
Glenroy - East	F	7439
Glenroy - East	M	7345
Glenroy - West	F	4373
Glenroy - West	M	4486
Oak Park	F	4004
Oak Park	M	3899
Pascoe Vale	F	8914
Pascoe Vale	M	8303
Sunbury	F	6843
Sunbury	M	6829
Diggers Rest	F	2623
Diggers Rest	M	2617
Sunbury - South	F	7816
Sunbury - South	M	7172
Sunbury - West	F	5694
Sunbury - West	M	5476
Broadmeadows	F	6490
Broadmeadows	M	7367
Campbellfield - Coolaroo	F	7842
Campbellfield - Coolaroo	M	8214
Gladstone Park - Westmeadows	F	9163
Gladstone Park - Westmeadows	M	8865
Greenvale - Bulla	F	11073
Greenvale - Bulla	M	11025
Meadow Heights	F	7576
Meadow Heights	M	7313
Melbourne Airport	F	59
Melbourne Airport	M	72
Tullamarine	F	3320
Tullamarine	M	3253
Craigieburn - Central	F	4047
Craigieburn - Central	M	4056
Craigieburn - North	F	6154
Craigieburn - North	M	6160
Craigieburn - South	F	10706
Craigieburn - South	M	10969
Mickleham - Yuroke	F	11594
Mickleham - Yuroke	M	11779
Craigieburn - North West	F	4825
Craigieburn - North West	M	5018
Craigieburn - West	F	6545
Craigieburn - West	M	6453
Roxburgh Park (South) - Somerton	F	4746
Roxburgh Park (South) - Somerton	M	4734
Roxburgh Park - North	F	7401
Roxburgh Park - North	M	7255
Bayswater	F	6400
Bayswater	M	6190
Knoxfield - Scoresby	F	8369
Knoxfield - Scoresby	M	8229
Lysterfield	F	3301
Lysterfield	M	3290
Rowville - Central	F	7860
Rowville - Central	M	7556
Rowville - North	F	4038
Rowville - North	M	3874
Rowville - South	F	5203
Rowville - South	M	5175
Wantirna	F	7368
Wantirna	M	6974
Wantirna South	F	9323
Wantirna South	M	8622
Boronia	F	12114
Boronia	M	11444
Ferntree Gully - North	F	7247
