SA2_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Braidwood					15
Braidwood	0	0	0	1	39
Braidwood	0	0	1	0	9
Braidwood	0	1	0	0	53
Braidwood	0	1	0	1	8
Braidwood	0	1	1	0	13
Braidwood	0	1	1	1	4
Braidwood	1	0	0	1	81
Braidwood	1	0	1	0	16
Braidwood	1	0	1	1	19
Braidwood	1	1	0	0	213
Braidwood	1	1	0	1	12
Braidwood	1	1	1	0	38
Karabar					38
Karabar	0	0	0	1	185
Karabar	0	0	1	0	24
Karabar	0	0	1	1	14
Karabar	0	1	0	0	188
Karabar	0	1	0	1	23
Karabar	0	1	1	0	24
Karabar	0	1	1	1	10
Karabar	1	0	0	1	242
Karabar	1	0	1	0	73
Karabar	1	0	1	1	56
Karabar	1	1	0	0	530
Karabar	1	1	0	1	36
Karabar	1	1	1	0	81
Karabar	1	1	1	1	8
Queanbeyan					71
Queanbeyan	0	0	0	1	192
Queanbeyan	0	0	1	0	42
Queanbeyan	0	0	1	1	18
Queanbeyan	0	1	0	0	207
Queanbeyan	0	1	0	1	20
Queanbeyan	0	1	1	0	17
Queanbeyan	0	1	1	1	3
Queanbeyan	1	0	0	1	167
Queanbeyan	1	0	1	0	57
Queanbeyan	1	0	1	1	28
Queanbeyan	1	1	0	0	673
Queanbeyan	1	1	0	1	35
Queanbeyan	1	1	1	0	70
Queanbeyan	1	1	1	1	16
Queanbeyan - East					34
Queanbeyan - East	0	0	0	1	66
Queanbeyan - East	0	0	1	0	13
Queanbeyan - East	0	0	1	1	8
Queanbeyan - East	0	1	0	0	106
Queanbeyan - East	0	1	0	1	7
Queanbeyan - East	0	1	1	0	10
Queanbeyan - East	0	1	1	1	6
Queanbeyan - East	1	0	0	1	79
Queanbeyan - East	1	0	1	0	39
Queanbeyan - East	1	0	1	1	13
Queanbeyan - East	1	1	0	0	324
Queanbeyan - East	1	1	0	1	12
Queanbeyan - East	1	1	1	0	33
Queanbeyan - East	1	1	1	1	7
Queanbeyan West - Jerrabomberra					27
Queanbeyan West - Jerrabomberra	0	0	0	1	167
Queanbeyan West - Jerrabomberra	0	0	1	0	49
Queanbeyan West - Jerrabomberra	0	0	1	1	19
Queanbeyan West - Jerrabomberra	0	1	0	0	181
Queanbeyan West - Jerrabomberra	0	1	0	1	11
Queanbeyan West - Jerrabomberra	0	1	1	0	40
Queanbeyan West - Jerrabomberra	1	0	0	1	341
Queanbeyan West - Jerrabomberra	1	0	1	0	199
Queanbeyan West - Jerrabomberra	1	0	1	1	126
Queanbeyan West - Jerrabomberra	1	1	0	0	1022
Queanbeyan West - Jerrabomberra	1	1	0	1	49
Queanbeyan West - Jerrabomberra	1	1	1	0	207
Queanbeyan West - Jerrabomberra	1	1	1	1	42
