SA2_NAME16	AustCitizen	Sex	persons
Eden	1	F	1543
Eden	1	M	1462
Eurobodalla Hinterland	0	F	210
Eurobodalla Hinterland	0	M	195
Eurobodalla Hinterland	1	F	1512
Eurobodalla Hinterland	1	M	1606
Merimbula - Tura Beach	0	F	545
Merimbula - Tura Beach	0	M	485
Merimbula - Tura Beach	1	F	5432
Merimbula - Tura Beach	1	M	5051
Moruya - Tuross Head	0	F	456
Moruya - Tuross Head	0	M	465
Moruya - Tuross Head	1	F	3851
Moruya - Tuross Head	1	M	3827
Narooma - Bermagui	0	F	536
Narooma - Bermagui	0	M	504
Narooma - Bermagui	1	F	4546
Narooma - Bermagui	1	M	4300
Goulburn	0	F	1237
Goulburn	0	M	1747
Goulburn	1	F	11118
Goulburn	1	M	10465
Goulburn Surrounds	0	F	687
Goulburn Surrounds	0	M	764
Goulburn Surrounds	1	F	6028
Goulburn Surrounds	1	M	6364
Yass	0	F	250
Yass	0	M	254
Yass	1	F	3243
Yass	1	M	3017
Yass Surrounds	0	F	471
Yass Surrounds	0	M	492
Yass Surrounds	1	F	5910
Yass Surrounds	1	M	5838
Young	0	F	565
Young	0	M	531
Young	1	F	5150
Young	1	M	4760
Young Surrounds	0	F	409
Young Surrounds	0	M	416
Young Surrounds	1	F	3368
Young Surrounds	1	M	3482
Avoca Beach - Copacabana	0	F	320
Avoca Beach - Copacabana	0	M	299
Avoca Beach - Copacabana	1	F	3461
Avoca Beach - Copacabana	1	M	3430
Box Head - MacMasters Beach	0	F	426
Box Head - MacMasters Beach	0	M	423
Box Head - MacMasters Beach	1	F	5195
Box Head - MacMasters Beach	1	M	4994
Calga - Kulnura	0	F	285
Calga - Kulnura	0	M	331
Calga - Kulnura	1	F	1989
Calga - Kulnura	1	M	2114
Erina - Green Point	0	F	821
Erina - Green Point	0	M	663
Erina - Green Point	1	F	7040
Erina - Green Point	1	M	6234
Gosford - Springfield	0	F	1773
Gosford - Springfield	0	M	1751
Gosford - Springfield	1	F	9130
Gosford - Springfield	1	M	8558
Kariong	0	F	283
Kariong	0	M	285
Kariong	1	F	2928
Kariong	1	M	2987
Kincumber - Picketts Valley	0	F	380
Kincumber - Picketts Valley	0	M	292
Kincumber - Picketts Valley	1	F	3769
Kincumber - Picketts Valley	1	M	3173
Narara	0	F	319
Narara	0	M	283
Narara	1	F	3339
Narara	1	M	3216
Niagara Park - Lisarow	0	F	334
Niagara Park - Lisarow	0	M	264
Niagara Park - Lisarow	1	F	3842
Niagara Park - Lisarow	1	M	3762
Point Clare - Koolewong	0	F	360
Point Clare - Koolewong	0	M	308
Point Clare - Koolewong	1	F	3002
Point Clare - Koolewong	1	M	2894
Saratoga - Davistown	0	F	253
Saratoga - Davistown	0	M	250
Saratoga - Davistown	1	F	3409
Saratoga - Davistown	1	M	3250
Terrigal - North Avoca	0	F	798
Terrigal - North Avoca	0	M	801
Terrigal - North Avoca	1	F	6736
Terrigal - North Avoca	1	M	6514
Umina - Booker Bay - Patonga	0	F	1412
Umina - Booker Bay - Patonga	0	M	1334
Umina - Booker Bay - Patonga	1	F	11515
Umina - Booker Bay - Patonga	1	M	10432
Wamberal - Forresters Beach	0	F	410
Wamberal - Forresters Beach	0	M	386
Wamberal - Forresters Beach	1	F	5059
Wamberal - Forresters Beach	1	M	4819
Woy Woy - Blackwall	0	F	896
Woy Woy - Blackwall	0	M	770
Woy Woy - Blackwall	1	F	6612
Woy Woy - Blackwall	1	M	6065
Wyoming	0	F	660
Wyoming	0	M	565
Wyoming	1	F	5280
Wyoming	1	M	4916
Bateau Bay - Killarney Vale	0	F	1127
Bateau Bay - Killarney Vale	0	M	969
Bateau Bay - Killarney Vale	1	F	10815
Bateau Bay - Killarney Vale	1	M	9915
Blue Haven - San Remo	0	F	469
Blue Haven - San Remo	0	M	426
Blue Haven - San Remo	1	F	5300
Blue Haven - San Remo	1	M	5095
Budgewoi - Buff Point - Halekulani	0	F	458
Budgewoi - Buff Point - Halekulani	0	M	404
Budgewoi - Buff Point - Halekulani	1	F	4511
Budgewoi - Buff Point - Halekulani	1	M	4355
Chittaway Bay - Tumbi Umbi	0	F	620
Chittaway Bay - Tumbi Umbi	0	M	569
Chittaway Bay - Tumbi Umbi	1	F	7653
Chittaway Bay - Tumbi Umbi	1	M	7167
Gorokan - Kanwal - Charmhaven	0	F	1332
Gorokan - Kanwal - Charmhaven	0	M	1152
Gorokan - Kanwal - Charmhaven	1	F	10239
Gorokan - Kanwal - Charmhaven	1	M	9638
Jilliby - Yarramalong	0	F	120
Jilliby - Yarramalong	0	M	148
Jilliby - Yarramalong	1	F	1564
Jilliby - Yarramalong	1	M	1584
Lake Munmorah - Mannering Park	0	F	492
Lake Munmorah - Mannering Park	0	M	436
Lake Munmorah - Mannering Park	1	F	5204
Lake Munmorah - Mannering Park	1	M	4827
Ourimbah - Fountaindale	0	F	210
Ourimbah - Fountaindale	0	M	218
Ourimbah - Fountaindale	1	F	2249
Ourimbah - Fountaindale	1	M	2242
Summerland Point - Gwandalan	0	F	238
Summerland Point - Gwandalan	0	M	229
Summerland Point - Gwandalan	1	F	2997
Summerland Point - Gwandalan	1	M	3029
The Entrance	0	F	990
The Entrance	0	M	890
The Entrance	1	F	7217
The Entrance	1	M	6740
Toukley - Norah Head	0	F	487
Toukley - Norah Head	0	M	456
Toukley - Norah Head	1	F	4561
Toukley - Norah Head	1	M	4412
Tuggerah - Kangy Angy	0	F	264
Tuggerah - Kangy Angy	0	M	246
Tuggerah - Kangy Angy	1	F	2468
Tuggerah - Kangy Angy	1	M	2254
Warnervale - Wadalba	0	F	1055
Warnervale - Wadalba	0	M	994
Warnervale - Wadalba	1	F	9360
Warnervale - Wadalba	1	M	8646
Wyong	0	F	630
Wyong	0	M	618
Wyong	1	F	3933
Wyong	1	M	3939
Bathurst - East	0	F	500
Bathurst - East	0	M	442
Bathurst - East	1	F	5735
Bathurst - East	1	M	5654
Bathurst Surrounds	0	F	263
Bathurst Surrounds	0	M	484
Bathurst Surrounds	1	F	3014
Bathurst Surrounds	1	M	3150
Oberon	0	F	357
Oberon	0	M	504
Oberon	1	F	1950
Oberon	1	M	2027
Bathurst - South	0	F	663
Bathurst - South	0	M	1429
Bathurst - South	1	F	4526
Bathurst - South	1	M	4136
Bathurst - West	0	F	595
Bathurst - West	0	M	527
Bathurst - West	1	F	6772
Bathurst - West	1	M	6419
Condobolin	0	F	477
Condobolin	0	M	451
Condobolin	1	F	2710
Condobolin	1	M	2740
Cowra	0	F	401
Cowra	0	M	425
Cowra	1	F	4345
Cowra	1	M	4101
Cowra Surrounds	0	F	360
Cowra Surrounds	0	M	365
Cowra Surrounds	1	F	2502
Cowra Surrounds	1	M	2495
Forbes	0	F	532
Forbes	0	M	537
Forbes	1	F	4520
Forbes	1	M	4433
Grenfell	0	F	157
Grenfell	0	M	146
Grenfell	1	F	1596
Grenfell	1	M	1694
Parkes (NSW)	0	F	489
Parkes (NSW)	0	M	514
Parkes (NSW)	1	F	5078
Parkes (NSW)	1	M	4836
Parkes Surrounds	0	F	181
Parkes Surrounds	0	M	178
Parkes Surrounds	1	F	1360
Parkes Surrounds	1	M	1537
West Wyalong	0	F	304
West Wyalong	0	M	321
West Wyalong	1	F	2440
West Wyalong	1	M	2455
Lithgow	0	F	581
Lithgow	0	M	873
Lithgow	1	F	5582
Lithgow	1	M	5353
Lithgow Surrounds	0	F	470
Lithgow Surrounds	0	M	441
Lithgow Surrounds	1	F	3680
Lithgow Surrounds	1	M	3858
Mudgee	0	F	598
Mudgee	0	M	575
Mudgee	1	F	5835
Mudgee	1	M	5559
Mudgee Surrounds - East	0	F	205
Mudgee Surrounds - East	0	M	211
Mudgee Surrounds - East	1	F	1446
Mudgee Surrounds - East	1	M	1538
Mudgee Surrounds - West	0	F	599
Mudgee Surrounds - West	0	M	666
Mudgee Surrounds - West	1	F	4742
Mudgee Surrounds - West	1	M	5060
Wollangambe - Wollemi	0	F	0
Wollangambe - Wollemi	0	M	0
Wollangambe - Wollemi	1	F	0
Wollangambe - Wollemi	1	M	0
Blayney	0	F	313
Blayney	0	M	312
Blayney	1	F	3470
Blayney	1	M	3423
Orange	0	F	1071
Orange	0	M	1021
Orange	1	F	8769
Orange	1	M	8164
Orange - North	0	F	1082
Orange - North	0	M	1033
Orange - North	1	F	10662
Orange - North	1	M	10117
Orange Surrounds	0	F	479
Orange Surrounds	0	M	471
Orange Surrounds	1	F	5363
Orange Surrounds	1	M	5519
Grafton	0	F	823
Grafton	0	M	793
Grafton	1	F	9160
Grafton	1	M	8480
Grafton Surrounds	0	F	876
Grafton Surrounds	0	M	1688
Grafton Surrounds	1	F	7010
Grafton Surrounds	1	M	7298
Maclean - Yamba - Iluka	0	F	767
Maclean - Yamba - Iluka	0	M	779
Maclean - Yamba - Iluka	1	F	8202
Maclean - Yamba - Iluka	1	M	7780
Bellingen	0	F	391
Bellingen	0	M	372
Bellingen	1	F	2813
Bellingen	1	M	2586
Coffs Harbour - North	0	F	1280
Coffs Harbour - North	0	M	1184
Coffs Harbour - North	1	F	8193
Coffs Harbour - North	1	M	7444
Coffs Harbour - South	0	F	1093
Coffs Harbour - South	0	M	946
Coffs Harbour - South	1	F	4945
Coffs Harbour - South	1	M	4320
Coramba - Nana Glen - Bucca	0	F	211
Coramba - Nana Glen - Bucca	0	M	217
Coramba - Nana Glen - Bucca	1	F	1727
Coramba - Nana Glen - Bucca	1	M	1799
Dorrigo	0	F	193
Dorrigo	0	M	198
Dorrigo	1	F	1417
Dorrigo	1	M	1438
Korora - Emerald Beach	0	F	461
Korora - Emerald Beach	0	M	412
Korora - Emerald Beach	1	F	4792
Korora - Emerald Beach	1	M	4592
Sawtell - Boambee	0	F	923
Sawtell - Boambee	0	M	867
Sawtell - Boambee	1	F	9491
Sawtell - Boambee	1	M	8778
Urunga	0	F	234
Urunga	0	M	211
Urunga	1	F	2269
Urunga	1	M	2193
Woolgoolga - Arrawarra	0	F	1040
Woolgoolga - Arrawarra	0	M	991
Woolgoolga - Arrawarra	1	F	6307
Woolgoolga - Arrawarra	1	M	6126
Bourke - Brewarrina	0	F	351
Bourke - Brewarrina	0	M	333
Bourke - Brewarrina	1	F	1379
Bourke - Brewarrina	1	M	1364
Cobar	0	F	400
Cobar	0	M	392
Cobar	1	F	1631
Cobar	1	M	1707
Coonamble	0	F	314
Coonamble	0	M	297
Coonamble	1	F	1644
Coonamble	1	M	1678
Nyngan - Warren	0	F	296
Nyngan - Warren	0	M	287
Nyngan - Warren	1	F	2020
Nyngan - Warren	1	M	1988
Walgett - Lightning Ridge	0	F	815
Walgett - Lightning Ridge	0	M	768
Walgett - Lightning Ridge	1	F	1907
Walgett - Lightning Ridge	1	M	2041
Broken Hill	0	F	986
Broken Hill	0	M	931
Broken Hill	1	F	8034
Broken Hill	1	M	7634
Far West	0	F	220
Far West	0	M	224
Far West	1	F	887
Far West	1	M	958
Coonabarabran	0	F	645
Coonabarabran	0	M	612
Coonabarabran	1	F	3318
Coonabarabran	1	M	3339
Dubbo - East	0	F	775
Dubbo - East	0	M	821
Dubbo - East	1	F	4671
Dubbo - East	1	M	4365
Dubbo - South	0	F	1563
Dubbo - South	0	M	1543
Dubbo - South	1	F	8791
Dubbo - South	1	M	7728
Dubbo - West	0	F	726
Dubbo - West	0	M	778
Dubbo - West	1	F	4531
Dubbo - West	1	M	4282
Dubbo Surrounds	0	F	281
Dubbo Surrounds	0	M	329
Dubbo Surrounds	1	F	2596
Dubbo Surrounds	1	M	2751
Gilgandra	0	F	282
Gilgandra	0	M	271
Gilgandra	1	F	1936
Gilgandra	1	M	1905
Narromine	0	F	480
Narromine	0	M	466
Narromine	1	F	2709
Narromine	1	M	2807
Wellington	0	F	593
Wellington	0	M	1284
Wellington	1	F	3463
Wellington	1	M	3429
Branxton - Greta - Pokolbin	0	F	427
Branxton - Greta - Pokolbin	0	M	411
Branxton - Greta - Pokolbin	1	F	5960
Branxton - Greta - Pokolbin	1	M	5971
Cessnock	0	F	929
Cessnock	0	M	2334
Cessnock	1	F	10470
Cessnock	1	M	9763
Cessnock Surrounds	0	F	329
Cessnock Surrounds	0	M	387
Cessnock Surrounds	1	F	4202
Cessnock Surrounds	1	M	4227
Dungog	0	F	259
Dungog	0	M	254
Dungog	1	F	4522
Dungog	1	M	4507
Kurri Kurri - Abermain	0	F	683
Kurri Kurri - Abermain	0	M	681
Kurri Kurri - Abermain	1	F	9805
Kurri Kurri - Abermain	1	M	9458
Singleton	0	F	731
Singleton	0	M	944
Singleton	1	F	7488
Singleton	1	M	7856
Singleton Surrounds	0	F	253
Singleton Surrounds	0	M	283
Singleton Surrounds	1	F	2337
Singleton Surrounds	1	M	2451
Maitland	0	F	329
Maitland	0	M	313
Maitland	1	F	4059
Maitland	1	M	3915
Maitland - North	0	F	242
Maitland - North	0	M	217
Maitland - North	1	F	4268
Maitland - North	1	M	4003
East Maitland - Metford	0	F	780
East Maitland - Metford	0	M	714
East Maitland - Metford	1	F	8424
East Maitland - Metford	1	M	8060
Rutherford (North) - Aberglasslyn	0	F	654
Rutherford (North) - Aberglasslyn	0	M	652
Rutherford (North) - Aberglasslyn	1	F	8459
Rutherford (North) - Aberglasslyn	1	M	7963
Rutherford (South) - Telarah	0	F	336
Rutherford (South) - Telarah	0	M	324
Rutherford (South) - Telarah	1	F	3715
Rutherford (South) - Telarah	1	M	3599
Tenambit - East Maitland	0	F	298
Tenambit - East Maitland	0	M	327
Tenambit - East Maitland	1	F	4986
Tenambit - East Maitland	1	M	4479
Thornton - Millers Forest	0	F	551
Thornton - Millers Forest	0	M	517
Thornton - Millers Forest	1	F	7514
Thornton - Millers Forest	1	M	7310
Anna Bay	0	F	301
Anna Bay	0	M	296
Anna Bay	1	F	2965
Anna Bay	1	M	2882
Lemon Tree Passage - Tanilba Bay	0	F	306
Lemon Tree Passage - Tanilba Bay	0	M	285
Lemon Tree Passage - Tanilba Bay	1	F	3129
Lemon Tree Passage - Tanilba Bay	1	M	3171
Nelson Bay Peninsula	0	F	1116
Nelson Bay Peninsula	0	M	1040
Nelson Bay Peninsula	1	F	10351
Nelson Bay Peninsula	1	M	9465
Raymond Terrace	0	F	637
Raymond Terrace	0	M	671
Raymond Terrace	1	F	6718
Raymond Terrace	1	M	6569
Seaham - Woodville	0	F	152
Seaham - Woodville	0	M	171
Seaham - Woodville	1	F	2678
Seaham - Woodville	1	M	2689
Tea Gardens - Hawks Nest	0	F	316
Tea Gardens - Hawks Nest	0	M	314
Tea Gardens - Hawks Nest	1	F	2601
Tea Gardens - Hawks Nest	1	M	2572
Williamtown - Medowie - Karuah	0	F	514
Williamtown - Medowie - Karuah	0	M	512
Williamtown - Medowie - Karuah	1	F	6931
Williamtown - Medowie - Karuah	1	M	7065
Muswellbrook	0	F	588
Muswellbrook	0	M	856
Muswellbrook	1	F	5380
Muswellbrook	1	M	5452
Muswellbrook Surrounds	0	F	198
Muswellbrook Surrounds	0	M	214
Muswellbrook Surrounds	1	F	1792
Muswellbrook Surrounds	1	M	1877
Scone	0	F	331
Scone	0	M	409
Scone	1	F	2726
Scone	1	M	2568
Scone Surrounds	0	F	408
Scone Surrounds	0	M	401
Scone Surrounds	1	F	3650
Scone Surrounds	1	M	3736
Dapto - Avondale	0	F	1031
Dapto - Avondale	0	M	1004
Dapto - Avondale	1	F	11345
Dapto - Avondale	1	M	10815
Horsley - Kembla Grange	0	F	471
Horsley - Kembla Grange	0	M	431
Horsley - Kembla Grange	1	F	5695
Horsley - Kembla Grange	1	M	5564
Port Kembla Industrial	0	F	0
Port Kembla Industrial	0	M	0
Port Kembla Industrial	1	F	0
Port Kembla Industrial	1	M	5
Unanderra - Mount Kembla	0	F	728
Unanderra - Mount Kembla	0	M	579
Unanderra - Mount Kembla	1	F	7133
Unanderra - Mount Kembla	1	M	6838
Berkeley - Lake Heights - Cringila	0	F	794
Berkeley - Lake Heights - Cringila	0	M	806
Berkeley - Lake Heights - Cringila	1	F	6366
Berkeley - Lake Heights - Cringila	1	M	6237
Port Kembla - Warrawong	0	F	678
Port Kembla - Warrawong	0	M	682
Port Kembla - Warrawong	1	F	4222
Port Kembla - Warrawong	1	M	4158
Windang - Primbee	0	F	223
Windang - Primbee	0	M	188
Windang - Primbee	1	F	1885
Windang - Primbee	1	M	1945
Illawarra Catchment Reserve	0	F	0
Illawarra Catchment Reserve	0	M	0
Illawarra Catchment Reserve	1	F	0
Illawarra Catchment Reserve	1	M	5
Albion Park - Macquarie Pass	0	F	680
Albion Park - Macquarie Pass	0	M	665
Albion Park - Macquarie Pass	1	F	9001
Albion Park - Macquarie Pass	1	M	8681
Albion Park Rail	0	F	304
Albion Park Rail	0	M	301
Albion Park Rail	1	F	3267
Albion Park Rail	1	M	3039
Kiama	0	F	435
Kiama	0	M	373
Kiama	1	F	4127
Kiama	1	M	3851
Kiama Downs - Minnamurra	0	F	221
Kiama Downs - Minnamurra	0	M	228
Kiama Downs - Minnamurra	1	F	2837
Kiama Downs - Minnamurra	1	M	2776
Kiama Hinterland - Gerringong	0	F	330
Kiama Hinterland - Gerringong	0	M	317
Kiama Hinterland - Gerringong	1	F	3864
Kiama Hinterland - Gerringong	1	M	3627
Shellharbour - Flinders	0	F	706
Shellharbour - Flinders	0	M	657
Shellharbour - Flinders	1	F	9061
Shellharbour - Flinders	1	M	8915
Shellharbour - Oak Flats	0	F	523
Shellharbour - Oak Flats	0	M	485
Shellharbour - Oak Flats	1	F	4970
Shellharbour - Oak Flats	1	M	4606
Warilla	0	F	1248
Warilla	0	M	1050
Warilla	1	F	9233
Warilla	1	M	8868
Balgownie - Fairy Meadow	0	F	1188
Balgownie - Fairy Meadow	0	M	1257
Balgownie - Fairy Meadow	1	F	9743
Balgownie - Fairy Meadow	1	M	9333
Corrimal - Tarrawanna - Bellambi	0	F	851
Corrimal - Tarrawanna - Bellambi	0	M	736
Corrimal - Tarrawanna - Bellambi	1	F	7478
Corrimal - Tarrawanna - Bellambi	1	M	6975
Figtree - Keiraville	0	F	1451
Figtree - Keiraville	0	M	1604
Figtree - Keiraville	1	F	10034
Figtree - Keiraville	1	M	9681
Helensburgh	0	F	356
Helensburgh	0	M	310
Helensburgh	1	F	4188
Helensburgh	1	M	4280
Thirroul - Austinmer - Coalcliff	0	F	457
Thirroul - Austinmer - Coalcliff	0	M	411
Thirroul - Austinmer - Coalcliff	1	F	5555
Thirroul - Austinmer - Coalcliff	1	M	5536
Woonona - Bulli - Russell Vale	0	F	767
Woonona - Bulli - Russell Vale	0	M	718
Woonona - Bulli - Russell Vale	1	F	10006
Woonona - Bulli - Russell Vale	1	M	9271
Wollongong - East	0	F	1573
Wollongong - East	0	M	1583
Wollongong - East	1	F	6575
Wollongong - East	1	M	6287
Wollongong - West	0	F	1513
Wollongong - West	0	M	1709
Wollongong - West	1	F	6642
Wollongong - West	1	M	6690
Bulahdelah - Stroud	0	F	292
Bulahdelah - Stroud	0	M	275
Bulahdelah - Stroud	1	F	2305
Bulahdelah - Stroud	1	M	2356
Forster	0	F	720
Forster	0	M	627
Forster	1	F	7057
Forster	1	M	6310
Forster-Tuncurry Surrounds	0	F	410
Forster-Tuncurry Surrounds	0	M	418
Forster-Tuncurry Surrounds	1	F	3024
Forster-Tuncurry Surrounds	1	M	3138
Tuncurry	0	F	281
Tuncurry	0	M	211
Tuncurry	1	F	3088
Tuncurry	1	M	2797
Kempsey	0	F	803
Kempsey	0	M	1434
Kempsey	1	F	6977
Kempsey	1	M	6443
Kempsey Surrounds	0	F	513
Kempsey Surrounds	0	M	513
Kempsey Surrounds	1	F	4123
Kempsey Surrounds	1	M	4317
Macksville - Scotts Head	0	F	230
Macksville - Scotts Head	0	M	215
Macksville - Scotts Head	1	F	2429
Macksville - Scotts Head	1	M	2313
Nambucca Heads	0	F	392
Nambucca Heads	0	M	411
Nambucca Heads	1	F	3295
Nambucca Heads	1	M	3014
Nambucca Heads Surrounds	0	F	448
Nambucca Heads Surrounds	0	M	415
Nambucca Heads Surrounds	1	F	3667
Nambucca Heads Surrounds	1	M	3572
South West Rocks	0	F	253
South West Rocks	0	M	214
South West Rocks	1	F	2623
South West Rocks	1	M	2538
Lord Howe Island	0	F	40
Lord Howe Island	0	M	38
Lord Howe Island	1	F	192
Lord Howe Island	1	M	182
Laurieton - Bonny Hills	0	F	640
Laurieton - Bonny Hills	0	M	604
Laurieton - Bonny Hills	1	F	8872
Laurieton - Bonny Hills	1	M	8373
Port Macquarie - West	0	F	1139
Port Macquarie - West	0	M	1025
Port Macquarie - West	1	F	10189
Port Macquarie - West	1	M	8797
Port Macquarie Surrounds	0	F	242
Port Macquarie Surrounds	0	M	251
Port Macquarie Surrounds	1	F	2325
Port Macquarie Surrounds	1	M	2481
Wauchope	0	F	451
Wauchope	0	M	445
Wauchope	1	F	6208
Wauchope	1	M	5698
Port Macquarie - East	0	F	580
Port Macquarie - East	0	M	573
Port Macquarie - East	1	F	5467
Port Macquarie - East	1	M	5143
Port Macquarie - South	0	F	608
Port Macquarie - South	0	M	567
Port Macquarie - South	1	F	8479
Port Macquarie - South	1	M	7625
Gloucester	0	F	222
Gloucester	0	M	199
Gloucester	1	F	2452
Gloucester	1	M	2430
Old Bar - Manning Point - Red Head	0	F	510
Old Bar - Manning Point - Red Head	0	M	517
Old Bar - Manning Point - Red Head	1	F	5877
Old Bar - Manning Point - Red Head	1	M	5573
Taree	0	F	1151
Taree	0	M	1131
Taree	1	F	9910
Taree	1	M	8929
Taree Surrounds	0	F	570
Taree Surrounds	0	M	546
Taree Surrounds	1	F	5878
Taree Surrounds	1	M	6045
Wingham	0	F	229
Wingham	0	M	216
Wingham	1	F	2542
Wingham	1	M	2405
Albury - East	0	F	682
Albury - East	0	M	684
Albury - East	1	F	8476
Albury - East	1	M	7990
Albury - North	0	F	616
Albury - North	0	M	677
Albury - North	1	F	4845
Albury - North	1	M	4386
Albury - South	0	F	631
Albury - South	0	M	643
Albury - South	1	F	4829
Albury - South	1	M	4418
Albury Surrounds	0	F	609
Albury Surrounds	0	M	601
Albury Surrounds	1	F	5572
Albury Surrounds	1	M	5724
Lavington	0	F	1119
Lavington	0	M	1080
Lavington	1	F	7029
Lavington	1	M	6434
Hay	0	F	216
Hay	0	M	229
Hay	1	F	1227
Hay	1	M	1225
Wentworth - Buronga	0	F	460
Wentworth - Buronga	0	M	479
Wentworth - Buronga	1	F	2721
Wentworth - Buronga	1	M	2851
Wentworth-Balranald Region	0	F	344
Wentworth-Balranald Region	0	M	427
Wentworth-Balranald Region	1	F	1368
Wentworth-Balranald Region	1	M	1511
Corowa	0	F	233
Corowa	0	M	223
Corowa	1	F	2650
Corowa	1	M	2496
Corowa Surrounds	0	F	369
Corowa Surrounds	0	M	401
Corowa Surrounds	1	F	3195
Corowa Surrounds	1	M	3298
Deniliquin	0	F	419
Deniliquin	0	M	426
Deniliquin	1	F	3218
Deniliquin	1	M	2973
Deniliquin Surrounds	0	F	359
Deniliquin Surrounds	0	M	403
Deniliquin Surrounds	1	F	2947
Deniliquin Surrounds	1	M	3125
Moama	0	F	335
Moama	0	M	311
Moama	1	F	3237
Moama	1	M	3049
Tocumwal - Finley - Jerilderie	0	F	636
Tocumwal - Finley - Jerilderie	0	M	628
Tocumwal - Finley - Jerilderie	1	F	4296
Tocumwal - Finley - Jerilderie	1	M	4219
Armidale	0	F	2430
Armidale	0	M	2142
Armidale	1	F	10177
Armidale	1	M	9216
Armidale Surrounds - North	0	F	333
Armidale Surrounds - North	0	M	358
Armidale Surrounds - North	1	F	1871
Armidale Surrounds - North	1	M	1972
Armidale Surrounds - South	0	F	246
Armidale Surrounds - South	0	M	207
Armidale Surrounds - South	1	F	2806
Armidale Surrounds - South	1	M	2630
Walcha	0	F	170
Walcha	0	M	185
Walcha	1	F	1387
Walcha	1	M	1402
Glen Innes	0	F	553
Glen Innes	0	M	634
Glen Innes	1	F	3965
Glen Innes	1	M	3775
Inverell	0	F	721
Inverell	0	M	708
Inverell	1	F	5530
Inverell	1	M	5097
Inverell Surrounds - East	0	F	307
Inverell Surrounds - East	0	M	367
Inverell Surrounds - East	1	F	2221
Inverell Surrounds - East	1	M	2310
Inverell Surrounds - West	0	F	302
Inverell Surrounds - West	0	M	298
Inverell Surrounds - West	1	F	2560
Inverell Surrounds - West	1	M	2571
Tenterfield	0	F	415
Tenterfield	0	M	404
Tenterfield	1	F	3067
Tenterfield	1	M	2930
Moree	0	F	859
Moree	0	M	803
Moree	1	F	3137
Moree	1	M	3048
Moree Surrounds	0	F	695
Moree Surrounds	0	M	755
Moree Surrounds	1	F	1899
Moree Surrounds	1	M	2007
Narrabri	0	F	332
Narrabri	0	M	358
Narrabri	1	F	3157
Narrabri	1	M	3056
Narrabri Surrounds	0	F	346
Narrabri Surrounds	0	M	374
Narrabri Surrounds	1	F	1880
Narrabri Surrounds	1	M	2011
Gunnedah	0	F	544
Gunnedah	0	M	542
Gunnedah	1	F	4405
Gunnedah	1	M	4252
Gunnedah Surrounds	0	F	232
Gunnedah Surrounds	0	M	280
Gunnedah Surrounds	1	F	1898
Gunnedah Surrounds	1	M	1961
Quirindi	0	F	487
Quirindi	0	M	486
Quirindi	1	F	3274
Quirindi	1	M	3303
Tamworth - East	0	F	1144
Tamworth - East	0	M	1281
Tamworth - East	1	F	9605
Tamworth - East	1	M	9328
Tamworth - North	0	F	1195
Tamworth - North	0	M	1168
Tamworth - North	1	F	7552
Tamworth - North	1	M	6600
Tamworth - West	0	F	528
Tamworth - West	0	M	503
Tamworth - West	1	F	2545
