SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Laurieton - Bonny Hills	2	2878
Laurieton - Bonny Hills	3	862
Laurieton - Bonny Hills	4	516
Port Macquarie - West		162
Port Macquarie - West	0	708
Port Macquarie - West	1	3862
Port Macquarie - West	2	2795
Port Macquarie - West	3	791
Port Macquarie - West	4	383
Port Macquarie Surrounds		36
Port Macquarie Surrounds	0	30
Port Macquarie Surrounds	1	473
Port Macquarie Surrounds	2	736
Port Macquarie Surrounds	3	355
Port Macquarie Surrounds	4	254
Wauchope		70
Wauchope	0	180
Wauchope	1	1444
Wauchope	2	1766
Wauchope	3	703
Wauchope	4	457
Port Macquarie - East		80
Port Macquarie - East	0	336
Port Macquarie - East	1	2136
Port Macquarie - East	2	1755
Port Macquarie - East	3	476
Port Macquarie - East	4	204
Port Macquarie - South		90
Port Macquarie - South	0	342
Port Macquarie - South	1	2678
Port Macquarie - South	2	2615
Port Macquarie - South	3	787
Port Macquarie - South	4	343
Gloucester		40
Gloucester	0	81
Gloucester	1	806
Gloucester	2	820
Gloucester	3	279
Gloucester	4	171
Old Bar - Manning Point - Red Head		145
Old Bar - Manning Point - Red Head	0	111
Old Bar - Manning Point - Red Head	1	1794
Old Bar - Manning Point - Red Head	2	2023
Old Bar - Manning Point - Red Head	3	608
Old Bar - Manning Point - Red Head	4	327
Taree		239
Taree	0	736
Taree	1	3431
Taree	2	2544
Taree	3	870
Taree	4	473
Taree Surrounds		100
Taree Surrounds	0	110
Taree Surrounds	1	1681
Taree Surrounds	2	2069
Taree Surrounds	3	791
Taree Surrounds	4	477
Wingham		55
Wingham	0	119
Wingham	1	793
Wingham	2	768
Wingham	3	230
Wingham	4	162
Albury - East		65
Albury - East	0	276
Albury - East	1	2155
Albury - East	2	2814
Albury - East	3	867
Albury - East	4	412
Albury - North		59
Albury - North	0	300
Albury - North	1	1621
Albury - North	2	1511
Albury - North	3	421
Albury - North	4	219
Albury - South		72
Albury - South	0	476
Albury - South	1	1866
Albury - South	2	1507
Albury - South	3	414
Albury - South	4	173
Albury Surrounds		70
Albury Surrounds	0	111
Albury Surrounds	1	1092
Albury Surrounds	2	1643
Albury Surrounds	3	836
Albury Surrounds	4	603
Lavington		151
Lavington	0	563
Lavington	1	2777
Lavington	2	2028
Lavington	3	619
Lavington	4	332
Hay		29
Hay	0	67
Hay	1	401
Hay	2	387
Hay	3	148
Hay	4	95
Wentworth - Buronga		93
Wentworth - Buronga	0	114
Wentworth - Buronga	1	606
Wentworth - Buronga	2	880
Wentworth - Buronga	3	367
Wentworth - Buronga	4	200
Wentworth-Balranald Region		37
Wentworth-Balranald Region	0	56
Wentworth-Balranald Region	1	329
Wentworth-Balranald Region	2	446
Wentworth-Balranald Region	3	199
Wentworth-Balranald Region	4	118
Corowa		44
Corowa	0	149
Corowa	1	987
Corowa	2	856
Corowa	3	251
Corowa	4	120
Corowa Surrounds		55
Corowa Surrounds	0	96
Corowa Surrounds	1	919
Corowa Surrounds	2	1097
Corowa Surrounds	3	386
Corowa Surrounds	4	254
Deniliquin		65
Deniliquin	0	175
Deniliquin	1	1093
Deniliquin	2	1056
Deniliquin	3	313
Deniliquin	4	155
Deniliquin Surrounds		60
Deniliquin Surrounds	0	100
Deniliquin Surrounds	1	683
Deniliquin Surrounds	2	976
Deniliquin Surrounds	3	454
Deniliquin Surrounds	4	285
Moama		49
Moama	0	109
Moama	1	915
Moama	2	1062
Moama	3	327
Moama	4	153
Tocumwal - Finley - Jerilderie		113
Tocumwal - Finley - Jerilderie	0	142
Tocumwal - Finley - Jerilderie	1	1322
Tocumwal - Finley - Jerilderie	2	1411
Tocumwal - Finley - Jerilderie	3	526
Tocumwal - Finley - Jerilderie	4	289
Armidale		126
Armidale	0	717
Armidale	1	3646
Armidale	2	2956
Armidale	3	900
Armidale	4	441
Armidale Surrounds - North		51
Armidale Surrounds - North	0	50
Armidale Surrounds - North	1	456
Armidale Surrounds - North	2	618
Armidale Surrounds - North	3	285
Armidale Surrounds - North	4	160
Armidale Surrounds - South		31
Armidale Surrounds - South	0	79
Armidale Surrounds - South	1	634
Armidale Surrounds - South	2	917
Armidale Surrounds - South	3	361
Armidale Surrounds - South	4	239
Walcha		30
Walcha	0	50
Walcha	1	342
Walcha	2	476
Walcha	3	194
Walcha	4	141
Glen Innes		81
Glen Innes	0	241
Glen Innes	1	1375
Glen Innes	2	1186
Glen Innes	3	474
Glen Innes	4	279
Inverell		133
Inverell	0	344
Inverell	1	1711
Inverell	2	1586
Inverell	3	557
Inverell	4	305
Inverell Surrounds - East		49
Inverell Surrounds - East	0	50
Inverell Surrounds - East	1	497
Inverell Surrounds - East	2	683
Inverell Surrounds - East	3	326
Inverell Surrounds - East	4	214
Inverell Surrounds - West		53
Inverell Surrounds - West	0	69
Inverell Surrounds - West	1	693
Inverell Surrounds - West	2	777
Inverell Surrounds - West	3	345
Inverell Surrounds - West	4	233
Tenterfield		92
Tenterfield	0	150
Tenterfield	1	1073
Tenterfield	2	954
Tenterfield	3	384
Tenterfield	4	218
Moree		105
Moree	0	232
Moree	1	980
Moree	2	913
Moree	3	281
Moree	4	156
Moree Surrounds		45
Moree Surrounds	0	86
Moree Surrounds	1	407
Moree Surrounds	2	517
Moree Surrounds	3	249
Moree Surrounds	4	202
Narrabri		56
Narrabri	0	160
Narrabri	1	879
Narrabri	2	962
Narrabri	3	355
Narrabri	4	194
Narrabri Surrounds		31
Narrabri Surrounds	0	56
Narrabri Surrounds	1	383
Narrabri Surrounds	2	575
Narrabri Surrounds	3	284
Narrabri Surrounds	4	186
Gunnedah		63
Gunnedah	0	213
Gunnedah	1	1302
Gunnedah	2	1357
Gunnedah	3	460
Gunnedah	4	223
Gunnedah Surrounds		36
Gunnedah Surrounds	0	24
Gunnedah Surrounds	1	381
Gunnedah Surrounds	2	568
Gunnedah Surrounds	3	290
Gunnedah Surrounds	4	227
Quirindi		64
Quirindi	0	160
Quirindi	1	922
Quirindi	2	1015
Quirindi	3	417
Quirindi	4	275
Tamworth - East		135
Tamworth - East	0	567
Tamworth - East	1	3046
Tamworth - East	2	2982
Tamworth - East	3	945
Tamworth - East	4	554
Tamworth - North		98
Tamworth - North	0	462
Tamworth - North	1	2511
Tamworth - North	2	2347
Tamworth - North	3	649
Tamworth - North	4	323
Tamworth - West		55
Tamworth - West	0	171
Tamworth - West	1	779
Tamworth - West	2	642
Tamworth - West	3	199
Tamworth - West	4	86
Tamworth Surrounds		119
Tamworth Surrounds	0	193
Tamworth Surrounds	1	1854
Tamworth Surrounds	2	2696
Tamworth Surrounds	3	1226
Tamworth Surrounds	4	913
Belmont - Bennetts Green		94
Belmont - Bennetts Green	0	465
Belmont - Bennetts Green	1	2278
Belmont - Bennetts Green	2	2634
Belmont - Bennetts Green	3	908
Belmont - Bennetts Green	4	550
Belmont South - Blacksmiths		29
Belmont South - Blacksmiths	0	182
Belmont South - Blacksmiths	1	915
Belmont South - Blacksmiths	2	814
Belmont South - Blacksmiths	3	286
Belmont South - Blacksmiths	4	151
Charlestown - Dudley		102
Charlestown - Dudley	0	572
Charlestown - Dudley	1	3294
Charlestown - Dudley	2	3940
Charlestown - Dudley	3	1146
Charlestown - Dudley	4	581
Glendale - Cardiff - Hillsborough		79
Glendale - Cardiff - Hillsborough	0	420
Glendale - Cardiff - Hillsborough	1	2969
Glendale - Cardiff - Hillsborough	2	3867
Glendale - Cardiff - Hillsborough	3	1208
Glendale - Cardiff - Hillsborough	4	658
Mount Hutton - Windale		65
Mount Hutton - Windale	0	388
Mount Hutton - Windale	1	1477
Mount Hutton - Windale	2	1186
Mount Hutton - Windale	3	337
Mount Hutton - Windale	4	208
Redhead		29
Redhead	0	83
Redhead	1	484
Redhead	2	546
Redhead	3	170
Redhead	4	109
Swansea - Caves Beach		71
Swansea - Caves Beach	0	290
Swansea - Caves Beach	1	1684
Swansea - Caves Beach	2	1983
Swansea - Caves Beach	3	593
Swansea - Caves Beach	4	340
Valentine - Eleebana		20
Valentine - Eleebana	0	69
Valentine - Eleebana	1	1141
Valentine - Eleebana	2	2074
Valentine - Eleebana	3	702
Valentine - Eleebana	4	468
Warners Bay - Boolaroo		56
Warners Bay - Boolaroo	0	258
Warners Bay - Boolaroo	1	2087
Warners Bay - Boolaroo	2	2274
Warners Bay - Boolaroo	3	761
Warners Bay - Boolaroo	4	410
Bolton Point - Teralba		49
Bolton Point - Teralba	0	177
Bolton Point - Teralba	1	1266
Bolton Point - Teralba	2	1396
Bolton Point - Teralba	3	516
Bolton Point - Teralba	4	270
Bonnells Bay - Silverwater		37
Bonnells Bay - Silverwater	0	92
Bonnells Bay - Silverwater	1	1151
Bonnells Bay - Silverwater	2	1566
Bonnells Bay - Silverwater	3	527
Bonnells Bay - Silverwater	4	285
Edgeworth - Cameron Park		46
Edgeworth - Cameron Park	0	254
Edgeworth - Cameron Park	1	1475
Edgeworth - Cameron Park	2	2431
Edgeworth - Cameron Park	3	876
Edgeworth - Cameron Park	4	506
Morisset - Cooranbong		113
Morisset - Cooranbong	0	347
Morisset - Cooranbong	1	2349
Morisset - Cooranbong	2	2200
Morisset - Cooranbong	3	908
Morisset - Cooranbong	4	771
Toronto - Awaba		68
Toronto - Awaba	0	350
Toronto - Awaba	1	1930
Toronto - Awaba	2	2061
Toronto - Awaba	3	688
Toronto - Awaba	4	409
Wangi Wangi - Rathmines		34
Wangi Wangi - Rathmines	0	88
Wangi Wangi - Rathmines	1	1093
Wangi Wangi - Rathmines	2	1481
Wangi Wangi - Rathmines	3	607
Wangi Wangi - Rathmines	4	335
West Wallsend - Barnsley - Killingworth		23
West Wallsend - Barnsley - Killingworth	0	55
West Wallsend - Barnsley - Killingworth	1	678
West Wallsend - Barnsley - Killingworth	2	1021
West Wallsend - Barnsley - Killingworth	3	455
West Wallsend - Barnsley - Killingworth	4	349
Adamstown - Kotara		49
Adamstown - Kotara	0	358
Adamstown - Kotara	1	2059
Adamstown - Kotara	2	2631
Adamstown - Kotara	3	747
Adamstown - Kotara	4	387
Beresfield - Hexham		55
Beresfield - Hexham	0	193
Beresfield - Hexham	1	1335
Beresfield - Hexham	2	1113
Beresfield - Hexham	3	381
Beresfield - Hexham	4	256
Hamilton - Broadmeadow		75
Hamilton - Broadmeadow	0	694
Hamilton - Broadmeadow	1	2085
Hamilton - Broadmeadow	2	1700
Hamilton - Broadmeadow	3	476
Hamilton - Broadmeadow	4	234
Lambton - New Lambton		71
Lambton - New Lambton	0	490
Lambton - New Lambton	1	2535
Lambton - New Lambton	2	2602
Lambton - New Lambton	3	736
Lambton - New Lambton	4	353
Maryland - Fletcher - Minmi		31
Maryland - Fletcher - Minmi	0	106
Maryland - Fletcher - Minmi	1	1345
Maryland - Fletcher - Minmi	2	2578
Maryland - Fletcher - Minmi	3	848
Maryland - Fletcher - Minmi	4	483
Mayfield - Warabrook		97
Mayfield - Warabrook	0	619
Mayfield - Warabrook	1	2511
Mayfield - Warabrook	2	2339
Mayfield - Warabrook	3	572
Mayfield - Warabrook	4	220
Merewether - The Junction		47
Merewether - The Junction	0	367
Merewether - The Junction	1	1847
Merewether - The Junction	2	2273
Merewether - The Junction	3	675
Merewether - The Junction	4	373
Newcastle - Cooks Hill		62
Newcastle - Cooks Hill	0	767
Newcastle - Cooks Hill	1	3039
Newcastle - Cooks Hill	2	1762
Newcastle - Cooks Hill	3	354
Newcastle - Cooks Hill	4	146
Newcastle Port - Kooragang	1	3
Newcastle Port - Kooragang	2	3
Newcastle Port - Kooragang	3	3
Shortland - Jesmond		75
Shortland - Jesmond	0	451
Shortland - Jesmond	1	1721
Shortland - Jesmond	2	1351
Shortland - Jesmond	3	422
Shortland - Jesmond	4	230
Stockton - Fullerton Cove		50
Stockton - Fullerton Cove	0	222
Stockton - Fullerton Cove	1	1432
Stockton - Fullerton Cove	2	1298
Stockton - Fullerton Cove	3	360
Stockton - Fullerton Cove	4	188
Wallsend - Elermore Vale		90
Wallsend - Elermore Vale	0	601
Wallsend - Elermore Vale	1	3133
Wallsend - Elermore Vale	2	2989
Wallsend - Elermore Vale	3	883
Wallsend - Elermore Vale	4	477
Waratah - North Lambton		91
Waratah - North Lambton	0	424
Waratah - North Lambton	1	1929
Waratah - North Lambton	2	1806
Waratah - North Lambton	3	513
Waratah - North Lambton	4	226
Wickham - Carrington - Tighes Hill		39
Wickham - Carrington - Tighes Hill	0	292
Wickham - Carrington - Tighes Hill	1	1712
Wickham - Carrington - Tighes Hill	2	1452
Wickham - Carrington - Tighes Hill	3	321
Wickham - Carrington - Tighes Hill	4	129
Ballina		169
Ballina	0	637
Ballina	1	3617
Ballina	2	2673
Ballina	3	686
Ballina	4	295
Ballina Surrounds		104
Ballina Surrounds	0	193
Ballina Surrounds	1	2003
Ballina Surrounds	2	2833
Ballina Surrounds	3	1052
Ballina Surrounds	4	637
Bangalow		45
Bangalow	0	20
Bangalow	1	601
Bangalow	2	962
Bangalow	3	371
Bangalow	4	260
Brunswick Heads - Ocean Shores		72
Brunswick Heads - Ocean Shores	0	108
Brunswick Heads - Ocean Shores	1	1254
Brunswick Heads - Ocean Shores	2	1418
Brunswick Heads - Ocean Shores	3	474
Brunswick Heads - Ocean Shores	4	203
Byron Bay		91
Byron Bay	0	204
Byron Bay	1	1485
Byron Bay	2	1418
Byron Bay	3	483
Byron Bay	4	270
Evans Head		53
Evans Head	0	93
Evans Head	1	867
Evans Head	2	824
Evans Head	3	294
Evans Head	4	124
Lennox Head - Skennars Head		31
Lennox Head - Skennars Head	0	45
Lennox Head - Skennars Head	1	1029
Lennox Head - Skennars Head	2	1523
Lennox Head - Skennars Head	3	463
Lennox Head - Skennars Head	4	254
Mullumbimby		70
Mullumbimby	0	90
Mullumbimby	1	1066
Mullumbimby	2	1159
Mullumbimby	3	403
Mullumbimby	4	288
Casino		98
Casino	0	337
Casino	1	1877
Casino	2	1545
Casino	3	541
Casino	4	298
Casino Surrounds		55
Casino Surrounds	0	54
Casino Surrounds	1	728
Casino Surrounds	2	984
Casino Surrounds	3	463
Casino Surrounds	4	274
Goonellabah		74
Goonellabah	0	299
Goonellabah	1	2036
Goonellabah	2	2017
Goonellabah	3	650
Goonellabah	4	288
Kyogle		65
Kyogle	0	111
Kyogle	1	1157
Kyogle	2	1105
Kyogle	3	377
Kyogle	4	213
Lismore		104
Lismore	0	525
Lismore	1	2744
Lismore	2	1956
Lismore	3	604
Lismore	4	281
Lismore Surrounds		108
Lismore Surrounds	0	87
Lismore Surrounds	1	1511
Lismore Surrounds	2	2366
Lismore Surrounds	3	973
Lismore Surrounds	4	643
Kingscliff - Fingal Head		78
Kingscliff - Fingal Head	0	279
Kingscliff - Fingal Head	1	2175
Kingscliff - Fingal Head	2	2180
Kingscliff - Fingal Head	3	608
Kingscliff - Fingal Head	4	302
Murwillumbah		59
Murwillumbah	0	261
Murwillumbah	1	1482
Murwillumbah	2	1295
Murwillumbah	3	381
Murwillumbah	4	191
Murwillumbah Surrounds		65
Murwillumbah Surrounds	0	59
Murwillumbah Surrounds	1	942
Murwillumbah Surrounds	2	1457
Murwillumbah Surrounds	3	581
Murwillumbah Surrounds	4	414
Pottsville		62
Pottsville	0	142
Pottsville	1	1717
Pottsville	2	2188
Pottsville	3	595
Pottsville	4	326
Tweed Heads		179
Tweed Heads	0	710
Tweed Heads	1	3746
Tweed Heads	2	2753
Tweed Heads	3	827
Tweed Heads	4	415
Banora Point		92
Banora Point	0	329
Banora Point	1	2430
Banora Point	2	2407
Banora Point	3	740
Banora Point	4	369
Terranora - North Tumbulgum		15
Terranora - North Tumbulgum	0	8
Terranora - North Tumbulgum	1	182
Terranora - North Tumbulgum	2	465
Terranora - North Tumbulgum	3	217
Terranora - North Tumbulgum	4	162
Tweed Heads South		94
Tweed Heads South	0	395
Tweed Heads South	1	1848
Tweed Heads South	2	1006
Tweed Heads South	3	262
Tweed Heads South	4	117
Griffith (NSW)		155
Griffith (NSW)	0	422
Griffith (NSW)	1	2431
Griffith (NSW)	2	2654
Griffith (NSW)	3	941
Griffith (NSW)	4	579
Griffith Surrounds		94
Griffith Surrounds	0	127
Griffith Surrounds	1	1057
Griffith Surrounds	2	1568
Griffith Surrounds	3	799
Griffith Surrounds	4	615
Leeton		73
Leeton	0	171
Leeton	1	1147
Leeton	2	1317
Leeton	3	559
Leeton	4	357
Narrandera		45
Narrandera	0	136
Narrandera	1	750
Narrandera	2	756
Narrandera	3	297
Narrandera	4	219
Tumbarumba		26
Tumbarumba	0	42
Tumbarumba	1	383
Tumbarumba	2	510
Tumbarumba	3	224
Tumbarumba	4	112
Tumut		39
Tumut	0	168
Tumut	1	996
Tumut	2	943
Tumut	3	323
Tumut	4	149
Tumut Surrounds		33
Tumut Surrounds	0	45
Tumut Surrounds	1	508
Tumut Surrounds	2	619
Tumut Surrounds	3	334
Tumut Surrounds	4	233
Cootamundra		62
Cootamundra	0	254
Cootamundra	1	1194
Cootamundra	2	1086
Cootamundra	3	367
Cootamundra	4	208
Gundagai		30
Gundagai	0	57
Gundagai	1	406
Gundagai	2	482
Gundagai	3	213
Gundagai	4	148
Junee		59
Junee	0	111
Junee	1	654
Junee	2	719
Junee	3	325
Junee	4	208
Temora		50
Temora	0	161
Temora	1	874
Temora	2	910
Temora	3	381
Temora	4	250
Wagga Wagga - East		87
Wagga Wagga - East	0	249
Wagga Wagga - East	1	2073
Wagga Wagga - East	2	2541
Wagga Wagga - East	3	884
Wagga Wagga - East	4	482
Wagga Wagga - North		21
Wagga Wagga - North	0	66
Wagga Wagga - North	1	508
Wagga Wagga - North	2	760
Wagga Wagga - North	3	281
Wagga Wagga - North	4	137
Wagga Wagga - South		109
Wagga Wagga - South	0	504
Wagga Wagga - South	1	2971
Wagga Wagga - South	2	3203
Wagga Wagga - South	3	1050
Wagga Wagga - South	4	518
Wagga Wagga - West		107
Wagga Wagga - West	0	630
Wagga Wagga - West	1	2225
Wagga Wagga - West	2	1443
Wagga Wagga - West	3	394
Wagga Wagga - West	4	181
Wagga Wagga Surrounds		116
Wagga Wagga Surrounds	0	155
Wagga Wagga Surrounds	1	1447
Wagga Wagga Surrounds	2	2408
Wagga Wagga Surrounds	3	1097
Wagga Wagga Surrounds	4	755
Berry - Kangaroo Valley		62
Berry - Kangaroo Valley	0	128
Berry - Kangaroo Valley	1	1386
Berry - Kangaroo Valley	2	1498
Berry - Kangaroo Valley	3	513
Berry - Kangaroo Valley	4	303
Callala Bay - Currarong		9
Callala Bay - Currarong	0	29
Callala Bay - Currarong	1	552
Callala Bay - Currarong	2	610
Callala Bay - Currarong	3	191
Callala Bay - Currarong	4	105
Culburra Beach		40
Culburra Beach	0	88
Culburra Beach	1	854
Culburra Beach	2	841
Culburra Beach	3	254
Culburra Beach	4	114
Ettrema - Sassafras - Budawang	1	7
Ettrema - Sassafras - Budawang	2	12
Ettrema - Sassafras - Budawang	3	5
Huskisson - Vincentia		14
Huskisson - Vincentia	0	77
Huskisson - Vincentia	1	761
Huskisson - Vincentia	2	847
Huskisson - Vincentia	3	209
Huskisson - Vincentia	4	113
North Nowra - Bomaderry		69
North Nowra - Bomaderry	0	324
North Nowra - Bomaderry	1	2255
North Nowra - Bomaderry	2	2346
North Nowra - Bomaderry	3	785
North Nowra - Bomaderry	4	463
Nowra		168
Nowra	0	555
Nowra	1	2930
Nowra	2	2774
Nowra	3	881
Nowra	4	548
St Georges Basin - Erowal Bay		96
St Georges Basin - Erowal Bay	0	208
St Georges Basin - Erowal Bay	1	2579
St Georges Basin - Erowal Bay	2	2245
St Georges Basin - Erowal Bay	3	704
St Georges Basin - Erowal Bay	4	369
Sussex Inlet - Berrara		79
Sussex Inlet - Berrara	0	109
Sussex Inlet - Berrara	1	882
Sussex Inlet - Berrara	2	682
Sussex Inlet - Berrara	3	218
Sussex Inlet - Berrara	4	115
Tomerong - Wandandian - Woollamia		8
Tomerong - Wandandian - Woollamia	0	3
Tomerong - Wandandian - Woollamia	1	247
Tomerong - Wandandian - Woollamia	2	512
Tomerong - Wandandian - Woollamia	3	265
Tomerong - Wandandian - Woollamia	4	227
Ulladulla		105
Ulladulla	0	299
Ulladulla	1	2777
Ulladulla	2	2682
Ulladulla	3	737
Ulladulla	4	368
Ulladulla Surrounds		42
Ulladulla Surrounds	0	39
Ulladulla Surrounds	1	805
Ulladulla Surrounds	2	920
Ulladulla Surrounds	3	340
Ulladulla Surrounds	4	199
Bowral		65
Bowral	0	210
Bowral	1	2187
Bowral	2	2110
Bowral	3	633
Bowral	4	355
Hill Top - Colo Vale		25
Hill Top - Colo Vale	0	32
Hill Top - Colo Vale	1	479
Hill Top - Colo Vale	2	883
Hill Top - Colo Vale	3	410
Hill Top - Colo Vale	4	342
Mittagong		54
Mittagong	0	160
Mittagong	1	1463
Mittagong	2	1619
Mittagong	3	539
Mittagong	4	325
Moss Vale - Berrima		57
Moss Vale - Berrima	0	198
Moss Vale - Berrima	1	1414
Moss Vale - Berrima	2	1534
Moss Vale - Berrima	3	555
Moss Vale - Berrima	4	328
Robertson - Fitzroy Falls		24
Robertson - Fitzroy Falls	0	12
Robertson - Fitzroy Falls	1	329
Robertson - Fitzroy Falls	2	594
Robertson - Fitzroy Falls	3	265
Robertson - Fitzroy Falls	4	181
Southern Highlands		37
Southern Highlands	0	50
Southern Highlands	1	873
Southern Highlands	2	1038
Southern Highlands	3	454
Southern Highlands	4	343
Baulkham Hills - East		79
Baulkham Hills - East	0	301
Baulkham Hills - East	1	3193
Baulkham Hills - East	2	3434
Baulkham Hills - East	3	846
Baulkham Hills - East	4	465
Baulkham Hills (West) - Bella Vista		44
Baulkham Hills (West) - Bella Vista	0	148
Baulkham Hills (West) - Bella Vista	1	1916
Baulkham Hills (West) - Bella Vista	2	3039
Baulkham Hills (West) - Bella Vista	3	1087
Baulkham Hills (West) - Bella Vista	4	633
Glenhaven		21
Glenhaven	0	57
Glenhaven	1	582
Glenhaven	2	848
Glenhaven	3	356
Glenhaven	4	294
West Pennant Hills		19
West Pennant Hills	0	83
West Pennant Hills	1	819
West Pennant Hills	2	1879
West Pennant Hills	3	751
West Pennant Hills	4	416
Castle Hill - Central		14
Castle Hill - Central	0	109
Castle Hill - Central	1	1054
Castle Hill - Central	2	1030
Castle Hill - Central	3	279
Castle Hill - Central	4	138
Castle Hill - East		31
Castle Hill - East	0	217
Castle Hill - East	1	588
Castle Hill - East	2	607
Castle Hill - East	3	222
Castle Hill - East	4	141
Castle Hill - North		38
Castle Hill - North	0	126
Castle Hill - North	1	1060
Castle Hill - North	2	1698
Castle Hill - North	3	607
Castle Hill - North	4	349
Castle Hill - South		30
Castle Hill - South	0	161
Castle Hill - South	1	1241
Castle Hill - South	2	1366
Castle Hill - South	3	418
Castle Hill - South	4	240
Castle Hill - West		5
Castle Hill - West	0	17
Castle Hill - West	1	362
Castle Hill - West	2	705
Castle Hill - West	3	295
Castle Hill - West	4	168
Cherrybrook		42
Cherrybrook	0	142
Cherrybrook	1	1840
Cherrybrook	2	2747
Cherrybrook	3	779
Cherrybrook	4	387
Kellyville - East		34
Kellyville - East	0	94
Kellyville - East	1	1154
Kellyville - East	2	2449
Kellyville - East	3	973
Kellyville - East	4	545
Kellyville - West		39
Kellyville - West	0	92
Kellyville - West	1	1201
Kellyville - West	2	1500
Kellyville - West	3	469
Kellyville - West	4	216
Dural - Kenthurst - Wisemans Ferry		83
Dural - Kenthurst - Wisemans Ferry	0	125
Dural - Kenthurst - Wisemans Ferry	1	1213
Dural - Kenthurst - Wisemans Ferry	2	2426
Dural - Kenthurst - Wisemans Ferry	3	1249
Dural - Kenthurst - Wisemans Ferry	4	1716
Galston - Laughtondale		21
Galston - Laughtondale	0	53
Galston - Laughtondale	1	379
Galston - Laughtondale	2	604
Galston - Laughtondale	3	337
Galston - Laughtondale	4	376
Bilpin - Colo - St Albans		18
Bilpin - Colo - St Albans	0	8
Bilpin - Colo - St Albans	1	226
Bilpin - Colo - St Albans	2	394
Bilpin - Colo - St Albans	3	178
Bilpin - Colo - St Albans	4	173
Kurrajong Heights - Ebenezer		71
Kurrajong Heights - Ebenezer	0	66
Kurrajong Heights - Ebenezer	1	1205
Kurrajong Heights - Ebenezer	2	2695
Kurrajong Heights - Ebenezer	3	1478
Kurrajong Heights - Ebenezer	4	1632
Pitt Town - McGraths Hill		30
Pitt Town - McGraths Hill	0	80
Pitt Town - McGraths Hill	1	653
Pitt Town - McGraths Hill	2	1296
Pitt Town - McGraths Hill	3	705
Pitt Town - McGraths Hill	4	803
Box Hill - Nelson		36
Box Hill - Nelson	0	22
