SA2_NAME16	BornAust	persons
Far West	1	1778
Coonabarabran	0	463
Coonabarabran	1	6280
Dubbo - East	0	941
Dubbo - East	1	8764
Dubbo - South	0	2463
Dubbo - South	1	15684
Dubbo - West	0	1027
Dubbo - West	1	8351
Dubbo Surrounds	0	233
Dubbo Surrounds	1	5110
Gilgandra	0	147
Gilgandra	1	3700
Narromine	0	254
Narromine	1	5278
Wellington	0	654
Wellington	1	7161
Branxton - Greta - Pokolbin	0	1145
Branxton - Greta - Pokolbin	1	11124
Cessnock	0	1742
Cessnock	1	20527
Cessnock Surrounds	0	752
Cessnock Surrounds	1	7859
Dungog	0	521
Dungog	1	8492
Kurri Kurri - Abermain	0	1122
Kurri Kurri - Abermain	1	18535
Singleton	0	1566
Singleton	1	14527
Singleton Surrounds	0	348
Singleton Surrounds	1	4500
Maitland	0	772
Maitland	1	7508
Maitland - North	0	654
Maitland - North	1	7818
East Maitland - Metford	0	1891
East Maitland - Metford	1	15318
Rutherford (North) - Aberglasslyn	0	1624
Rutherford (North) - Aberglasslyn	1	15333
Rutherford (South) - Telarah	0	561
Rutherford (South) - Telarah	1	6957
Tenambit - East Maitland	0	753
Tenambit - East Maitland	1	8947
Thornton - Millers Forest	0	1783
Thornton - Millers Forest	1	13778
Anna Bay	0	921
Anna Bay	1	5162
Lemon Tree Passage - Tanilba Bay	0	766
Lemon Tree Passage - Tanilba Bay	1	5759
Nelson Bay Peninsula	0	3847
Nelson Bay Peninsula	1	17085
Raymond Terrace	0	1178
Raymond Terrace	1	12486
Seaham - Woodville	0	383
Seaham - Woodville	1	5106
Tea Gardens - Hawks Nest	0	919
Tea Gardens - Hawks Nest	1	4369
Williamtown - Medowie - Karuah	0	1390
Williamtown - Medowie - Karuah	1	13004
Muswellbrook	0	1091
Muswellbrook	1	10391
Muswellbrook Surrounds	0	294
Muswellbrook Surrounds	1	3479
Scone	0	687
Scone	1	5021
Scone Surrounds	0	619
Scone Surrounds	1	6928
Dapto - Avondale	0	3969
Dapto - Avondale	1	19295
Horsley - Kembla Grange	0	2022
Horsley - Kembla Grange	1	9858
Port Kembla Industrial	0	4
Port Kembla Industrial	1	3
Unanderra - Mount Kembla	0	3012
Unanderra - Mount Kembla	1	11753
Berkeley - Lake Heights - Cringila	0	3786
Berkeley - Lake Heights - Cringila	1	9660
Port Kembla - Warrawong	0	2745
Port Kembla - Warrawong	1	6253
Windang - Primbee	0	641
Windang - Primbee	1	3328
Illawarra Catchment Reserve	1	7
Albion Park - Macquarie Pass	0	2390
Albion Park - Macquarie Pass	1	16037
Albion Park Rail	0	1036
Albion Park Rail	1	5553
Kiama	0	1606
Kiama	1	6843
Kiama Downs - Minnamurra	0	749
Kiama Downs - Minnamurra	1	5074
Kiama Hinterland - Gerringong	0	981
Kiama Hinterland - Gerringong	1	6787
Shellharbour - Flinders	0	3114
Shellharbour - Flinders	1	15646
Shellharbour - Oak Flats	0	2078
Shellharbour - Oak Flats	1	8001
Warilla	0	3661
Warilla	1	15313
Balgownie - Fairy Meadow	0	4724
Balgownie - Fairy Meadow	1	15885
Corrimal - Tarrawanna - Bellambi	0	2962
Corrimal - Tarrawanna - Bellambi	1	12362
Figtree - Keiraville	0	5303
Figtree - Keiraville	1	16577
Helensburgh	0	1197
Helensburgh	1	7720
Thirroul - Austinmer - Coalcliff	0	1987
Thirroul - Austinmer - Coalcliff	1	9649
Woonona - Bulli - Russell Vale	0	2941
Woonona - Bulli - Russell Vale	1	17160
Wollongong - East	0	4711
Wollongong - East	1	10560
Wollongong - West	0	5079
Wollongong - West	1	10600
Bulahdelah - Stroud	0	449
Bulahdelah - Stroud	1	4280
Forster	0	1706
Forster	1	11999
Forster-Tuncurry Surrounds	0	838
Forster-Tuncurry Surrounds	1	5494
Tuncurry	0	668
Tuncurry	1	5325
Kempsey	0	1026
Kempsey	1	13215
Kempsey Surrounds	0	829
Kempsey Surrounds	1	7723
Macksville - Scotts Head	0	445
Macksville - Scotts Head	1	4360
Nambucca Heads	0	814
Nambucca Heads	1	5588
Nambucca Heads Surrounds	0	781
Nambucca Heads Surrounds	1	6567
South West Rocks	0	551
South West Rocks	1	4702
Lord Howe Island	0	77
Lord Howe Island	1	333
Laurieton - Bonny Hills	0	1996
Laurieton - Bonny Hills	1	15613
Port Macquarie - West	0	3095
Port Macquarie - West	1	16783
Port Macquarie Surrounds	0	457
Port Macquarie Surrounds	1	4412
Wauchope	0	1027
Wauchope	1	11089
Port Macquarie - East	0	1717
Port Macquarie - East	1	9507
Port Macquarie - South	0	2385
Port Macquarie - South	1	14337
Gloucester	0	432
Gloucester	1	4479
Old Bar - Manning Point - Red Head	0	1404
Old Bar - Manning Point - Red Head	1	10292
Taree	0	1781
Taree	1	17513
Taree Surrounds	0	1194
Taree Surrounds	1	10829
Wingham	0	358
Wingham	1	4659
Albury - East	0	1946
Albury - East	1	15251
Albury - North	0	1182
Albury - North	1	8517
Albury - South	0	1382
Albury - South	1	8482
Albury Surrounds	0	771
Albury Surrounds	1	10651
Lavington	0	2376
Lavington	1	12229
Hay	0	197
Hay	1	2318
Wentworth - Buronga	0	410
Wentworth - Buronga	1	5252
Wentworth-Balranald Region	0	331
Wentworth-Balranald Region	1	2787
Corowa	0	438
Corowa	1	4797
Corowa Surrounds	0	500
Corowa Surrounds	1	6097
Deniliquin	0	425
Deniliquin	1	5879
Deniliquin Surrounds	0	368
Deniliquin Surrounds	1	5753
Moama	0	557
Moama	1	5885
Tocumwal - Finley - Jerilderie	0	775
Tocumwal - Finley - Jerilderie	1	8028
Armidale	0	3937
Armidale	1	17731
Armidale Surrounds - North	0	350
Armidale Surrounds - North	1	3610
Armidale Surrounds - South	0	451
Armidale Surrounds - South	1	5054
Walcha	0	170
Walcha	1	2622
Glen Innes	0	670
Glen Innes	1	7287
Inverell	0	882
Inverell	1	10055
Inverell Surrounds - East	0	358
Inverell Surrounds - East	1	4224
Inverell Surrounds - West	0	233
Inverell Surrounds - West	1	4903
Tenterfield	0	590
Tenterfield	1	5497
Moree	0	514
Moree	1	5877
Moree Surrounds	0	215
Moree Surrounds	1	3783
Narrabri	0	345
Narrabri	1	5958
Narrabri Surrounds	0	175
Narrabri Surrounds	1	3741
Gunnedah	0	557
Gunnedah	1	8332
Gunnedah Surrounds	0	171
Gunnedah Surrounds	1	3705
Quirindi	0	356
Quirindi	1	6276
Tamworth - East	0	1731
Tamworth - East	1	18196
Tamworth - North	0	1993
Tamworth - North	1	13446
Tamworth - West	0	534
Tamworth - West	1	4713
Tamworth Surrounds	0	1026
Tamworth Surrounds	1	16702
Belmont - Bennetts Green	0	1643
Belmont - Bennetts Green	1	15574
Belmont South - Blacksmiths	0	425
Belmont South - Blacksmiths	1	4982
Charlestown - Dudley	0	2762
Charlestown - Dudley	1	21685
Glendale - Cardiff - Hillsborough	0	2601
Glendale - Cardiff - Hillsborough	1	21300
Mount Hutton - Windale	0	828
Mount Hutton - Windale	1	7981
Redhead	0	381
Redhead	1	3234
Swansea - Caves Beach	0	1382
Swansea - Caves Beach	1	10684
Valentine - Eleebana	0	1548
Valentine - Eleebana	1	10776
Warners Bay - Boolaroo	0	1742
Warners Bay - Boolaroo	1	12473
Bolton Point - Teralba	0	946
Bolton Point - Teralba	1	8641
Bonnells Bay - Silverwater	0	1167
Bonnells Bay - Silverwater	1	8183
Edgeworth - Cameron Park	0	1939
Edgeworth - Cameron Park	1	13954
Morisset - Cooranbong	0	2454
Morisset - Cooranbong	1	14924
Toronto - Awaba	0	1559
Toronto - Awaba	1	11811
Wangi Wangi - Rathmines	0	1029
Wangi Wangi - Rathmines	1	8026
West Wallsend - Barnsley - Killingworth	0	414
West Wallsend - Barnsley - Killingworth	1	6606
Adamstown - Kotara	0	2069
Adamstown - Kotara	1	14097
Beresfield - Hexham	0	716
Beresfield - Hexham	1	7424
Hamilton - Broadmeadow	0	1920
Hamilton - Broadmeadow	1	10026
Lambton - New Lambton	0	2186
Lambton - New Lambton	1	14594
Maryland - Fletcher - Minmi	0	2973
Maryland - Fletcher - Minmi	1	13032
Mayfield - Warabrook	0	2192
Mayfield - Warabrook	1	12691
Merewether - The Junction	0	1771
Merewether - The Junction	1	12323
Newcastle - Cooks Hill	0	2199
Newcastle - Cooks Hill	1	10010
Newcastle Port - Kooragang	0	5
Newcastle Port - Kooragang	1	21
Shortland - Jesmond	0	2930
Shortland - Jesmond	1	8384
Stockton - Fullerton Cove	0	952
Stockton - Fullerton Cove	1	7385
Wallsend - Elermore Vale	0	3090
Wallsend - Elermore Vale	1	17038
Waratah - North Lambton	0	1892
Waratah - North Lambton	1	10320
Wickham - Carrington - Tighes Hill	0	1199
Wickham - Carrington - Tighes Hill	1	7649
Ballina	0	2304
Ballina	1	14996
Ballina Surrounds	0	2201
Ballina Surrounds	1	15185
Bangalow	0	1355
Bangalow	1	4804
Brunswick Heads - Ocean Shores	0	1725
Brunswick Heads - Ocean Shores	1	6680
Byron Bay	0	3032
Byron Bay	1	6942
Evans Head	0	408
Evans Head	1	4634
Lennox Head - Skennars Head	0	1363
Lennox Head - Skennars Head	1	7437
Mullumbimby	0	1786
Mullumbimby	1	5898
Casino	0	688
Casino	1	10481
Casino Surrounds	0	517
Casino Surrounds	1	5952
Goonellabah	0	1325
Goonellabah	1	11538
Kyogle	0	748
Kyogle	1	6097
Lismore	0	1522
Lismore	1	12519
Lismore Surrounds	0	1799
Lismore Surrounds	1	12397
Kingscliff - Fingal Head	0	2236
Kingscliff - Fingal Head	1	11822
Murwillumbah	0	1197
Murwillumbah	1	7696
Murwillumbah Surrounds	0	1294
Murwillumbah Surrounds	1	7759
Pottsville	0	1934
Pottsville	1	11197
Tweed Heads	0	3805
Tweed Heads	1	15104
Banora Point	0	2445
Banora Point	1	13074
Terranora - North Tumbulgum	0	446
Terranora - North Tumbulgum	1	2746
Tweed Heads South	0	1664
Tweed Heads South	1	6236
Griffith (NSW)	0	5450
Griffith (NSW)	1	13751
Griffith Surrounds	0	1227
Griffith Surrounds	1	9919
Leeton	0	1181
Leeton	1	8383
Narrandera	0	326
Narrandera	1	4966
Tumbarumba	0	342
Tumbarumba	1	2860
Tumut	0	629
Tumut	1	5557
Tumut Surrounds	0	398
Tumut Surrounds	1	3883
Cootamundra	0	528
Cootamundra	1	6600
Gundagai	0	249
Gundagai	1	3027
Junee	0	545
Junee	1	5398
Temora	0	360
Temora	1	5842
Wagga Wagga - East	0	1685
Wagga Wagga - East	1	14560
Wagga Wagga - North	0	788
Wagga Wagga - North	1	4508
Wagga Wagga - South	0	2819
Wagga Wagga - South	1	18600
Wagga Wagga - West	0	1495
Wagga Wagga - West	1	9590
Wagga Wagga Surrounds	0	1213
Wagga Wagga Surrounds	1	15193
Berry - Kangaroo Valley	0	1510
Berry - Kangaroo Valley	1	7444
Callala Bay - Currarong	0	552
Callala Bay - Currarong	1	2922
Culburra Beach	0	593
Culburra Beach	1	4255
Ettrema - Sassafras - Budawang	0	8
Ettrema - Sassafras - Budawang	1	53
Huskisson - Vincentia	0	917
Huskisson - Vincentia	1	3689
North Nowra - Bomaderry	0	2226
North Nowra - Bomaderry	1	13010
Nowra	0	2784
Nowra	1	17989
St Georges Basin - Erowal Bay	0	2090
St Georges Basin - Erowal Bay	1	12155
Sussex Inlet - Berrara	0	574
Sussex Inlet - Berrara	1	3683
Tomerong - Wandandian - Woollamia	0	438
Tomerong - Wandandian - Woollamia	1	2984
Ulladulla	0	2203
Ulladulla	1	13771
Ulladulla Surrounds	0	714
Ulladulla Surrounds	1	4687
Bowral	0	2902
Bowral	1	10009
Hill Top - Colo Vale	0	753
Hill Top - Colo Vale	1	5451
Mittagong	0	2211
Mittagong	1	8237
Moss Vale - Berrima	0	1786
Moss Vale - Berrima	1	8205
Robertson - Fitzroy Falls	0	553
Robertson - Fitzroy Falls	1	3016
Southern Highlands	0	1282
Southern Highlands	1	5505
Baulkham Hills - East	0	10357
Baulkham Hills - East	1	13817
Baulkham Hills (West) - Bella Vista	0	9407
Baulkham Hills (West) - Bella Vista	1	11780
Glenhaven	0	1614
Glenhaven	1	4632
West Pennant Hills	0	5511
West Pennant Hills	1	6958
Castle Hill - Central	0	3481
Castle Hill - Central	1	4013
Castle Hill - East	0	2528
Castle Hill - East	1	2983
Castle Hill - North	0	5098
Castle Hill - North	1	6793
Castle Hill - South	0	4746
Castle Hill - South	1	5418
Castle Hill - West	0	2390
Castle Hill - West	1	2730
Cherrybrook	0	9954
Cherrybrook	1	8859
Kellyville - East	0	6867
Kellyville - East	1	10555
Kellyville - West	0	5628
Kellyville - West	1	5541
Dural - Kenthurst - Wisemans Ferry	0	5391
Dural - Kenthurst - Wisemans Ferry	1	16435
Galston - Laughtondale	0	1023
Galston - Laughtondale	1	4196
Bilpin - Colo - St Albans	0	399
Bilpin - Colo - St Albans	1	2160
Kurrajong Heights - Ebenezer	0	2614
Kurrajong Heights - Ebenezer	1	18968
Pitt Town - McGraths Hill	0	1453
Pitt Town - McGraths Hill	1	9534
Box Hill - Nelson	0	4209
Box Hill - Nelson	1	5843
North Kellyville	0	7522
North Kellyville	1	9399
Rouse Hill - Beaumont Hills	0	6945
Rouse Hill - Beaumont Hills	1	10389
Blacktown (East) - Kings Park	0	8752
Blacktown (East) - Kings Park	1	7197
Blacktown (North) - Marayong	0	9657
Blacktown (North) - Marayong	1	9804
Doonside - Woodcroft	0	11715
Doonside - Woodcroft	1	10439
Lalor Park - Kings Langley	0	8256
Lalor Park - Kings Langley	1	15810
Blacktown - South	0	5893
Blacktown - South	1	6083
Blacktown - West	0	8054
Blacktown - West	1	8046
Seven Hills - Prospect	0	6894
Seven Hills - Prospect	1	7322
Toongabbie - West	0	6046
Toongabbie - West	1	4964
Glenwood	0	7947
Glenwood	1	7633
Acacia Gardens	0	1656
Acacia Gardens	1	1985
Quakers Hill	0	10779
Quakers Hill	1	13082
Kellyville Ridge - The Ponds	0	9580
Kellyville Ridge - The Ponds	1	11036
Marsden Park - Shanes Park	0	8204
Marsden Park - Shanes Park	1	6741
Riverstone	0	4487
Riverstone	1	8635
Schofields (West) - Colebee	0	5018
Schofields (West) - Colebee	1	4653
Schofields - East	0	13572
Schofields - East	1	10472
Stanhope Gardens - Parklea	0	5997
Stanhope Gardens - Parklea	1	6636
Bidwill - Hebersham - Emerton	0	5596
Bidwill - Hebersham - Emerton	1	10817
Glendenning - Dean Park	0	3594
Glendenning - Dean Park	1	4436
Hassall Grove - Plumpton	0	9730
Hassall Grove - Plumpton	1	10683
Lethbridge Park - Tregear	0	6273
Lethbridge Park - Tregear	1	13287
Mount Druitt - Whalan	0	10644
Mount Druitt - Whalan	1	10519
Prospect Reservoir	0	6
Prospect Reservoir	1	6
Rooty Hill - Minchinbury	0	10479
Rooty Hill - Minchinbury	1	10977
Banksmeadow	0	253
Banksmeadow	1	168
Botany	0	4208
Botany	1	8157
Pagewood - Hillsdale - Daceyville	0	6763
Pagewood - Hillsdale - Daceyville	1	7144
Port Botany Industrial	1	4
Sydney Airport	0	12
Sydney Airport	1	3
Eastlakes	0	4458
Eastlakes	1	4024
Mascot	0	12908
Mascot	1	7570
Petersham - Stanmore	0	5555
Petersham - Stanmore	1	13393
Sydenham - Tempe - St Peters	0	2814
Sydenham - Tempe - St Peters	1	5174
Marrickville - North	0	4068
Marrickville - North	1	7695
Marrickville - South	0	5272
Marrickville - South	1	8380
Darlinghurst	0	4291
Darlinghurst	1	5597
Erskineville - Alexandria	0	6930
Erskineville - Alexandria	1	11406
Glebe - Forest Lodge	0	7741
Glebe - Forest Lodge	1	11242
Potts Point - Woolloomooloo	0	6779
Potts Point - Woolloomooloo	1	9792
Surry Hills	0	6994
Surry Hills	1	7715
Camperdown - Darlington	0	2810
Camperdown - Darlington	1	5123
Chippendale	0	4822
Chippendale	1	2340
Newtown (NSW)	0	4526
Newtown (NSW)	1	9471
Pyrmont	0	6591
Pyrmont	1	5147
Redfern	0	5490
Redfern	1	7131
Rosebery - Beaconsfield	0	6233
Rosebery - Beaconsfield	1	5401
Sydney (North) - Millers Point	0	4335
Sydney (North) - Millers Point	1	3062
Sydney (South) - Haymarket	0	15325
Sydney (South) - Haymarket	1	3170
Ultimo	0	4903
Ultimo	1	1981
Waterloo	0	8876
Waterloo	1	6090
Zetland	0	7952
Zetland	1	4075
Bondi - Tamarama - Bronte	0	7484
Bondi - Tamarama - Bronte	1	10548
Bondi Beach - North Bondi	0	8586
Bondi Beach - North Bondi	1	10969
Bondi Junction - Waverly	0	7748
Bondi Junction - Waverly	1	8891
Dover Heights	0	4765
Dover Heights	1	5924
Paddington - Moore Park	0	4608
Paddington - Moore Park	1	9595
Rose Bay - Vaucluse - Watsons Bay	0	4259
Rose Bay - Vaucluse - Watsons Bay	1	7058
Woollahra	0	2458
Woollahra	1	4721
Bellevue Hill	0	5149
Bellevue Hill	1	8697
Double Bay - Darling Point	0	3521
Double Bay - Darling Point	1	5915
Kensington (NSW)	0	5313
Kensington (NSW)	1	5830
Kingsford	0	6691
Kingsford	1	6328
Maroubra - North	0	3808
Maroubra - North	1	5645
Maroubra - South	0	4308
Maroubra - South	1	6077
Maroubra - West	0	4830
Maroubra - West	1	4711
Randwick - North	0	6205
Randwick - North	1	9403
Randwick - South	0	5429
Randwick - South	1	6638
Coogee - Clovelly	0	7071
Coogee - Clovelly	1	11623
Malabar - La Perouse	0	3288
Malabar - La Perouse	1	6775
Matraville - Chifley	0	4419
Matraville - Chifley	1	8272
South Coogee	0	1817
South Coogee	1	3455
Bass Hill - Georges Hall	0	8040
Bass Hill - Georges Hall	1	13808
Chullora	0	717
Chullora	1	664
Condell Park	0	5112
Condell Park	1	6740
Padstow	0	6154
Padstow	1	10321
Revesby	0	6737
Revesby	1	10133
Yagoona - Birrong	0	9959
Yagoona - Birrong	1	11055
Bankstown - North	0	9588
Bankstown - North	1	6214
Bankstown - South	0	10389
Bankstown - South	1	6625
Greenacre - North	0	5908
Greenacre - North	1	7680
Greenacre - South	0	5392
Greenacre - South	1	7090
Panania (North) - Milperra	0	3081
Panania (North) - Milperra	1	7907
Panania (South) - Picnic Point	0	4272
Panania (South) - Picnic Point	1	11234
Belmore - Belfield	0	9158
Belmore - Belfield	1	9827
Punchbowl	0	10226
Punchbowl	1	9788
Roselands	0	5737
Roselands	1	8191
Lakemba	0	10241
Lakemba	1	5471
Wiley Park	0	5872
Wiley Park	1	3446
Campsie - North	0	7969
Campsie - North	1	3310
Campsie - South	0	5996
Campsie - South	1	2188
Canterbury - South	0	6031
Canterbury - South	1	5410
Earlwood	0	6226
Earlwood	1	11123
Kingsgrove - North	0	2377
Kingsgrove - North	1	3621
Narwee - Beverly Hills	0	6653
Narwee - Beverly Hills	1	6574
Oatley - Hurstville Grove	0	4027
Oatley - Hurstville Grove	1	8251
Peakhurst - Lugarno	0	5647
Peakhurst - Lugarno	1	13856
Riverwood	0	6452
Riverwood	1	4384
South Hurstville - Blakehurst	0	12156
South Hurstville - Blakehurst	1	12136
Hurstville - Central	0	8845
Hurstville - Central	1	2681
Hurstville - North	0	6971
Hurstville - North	1	4758
Mortdale - Oatley	0	4953
Mortdale - Oatley	1	9336
Penshurst	0	4952
Penshurst	1	4076
Kingsgrove (South) - Bardwell Park	0	5064
Kingsgrove (South) - Bardwell Park	1	7504
Kogarah	0	7391
Kogarah	1	4978
Kogarah Bay - Carlton - Allawah	0	7886
Kogarah Bay - Carlton - Allawah	1	7659
Monterey - Brighton-le-Sands - Kyeemagh	0	5635
Monterey - Brighton-le-Sands - Kyeemagh	1	7450
Rockdale - Banksia	0	11472
Rockdale - Banksia	1	7380
Sans Souci - Ramsgate	0	5173
Sans Souci - Ramsgate	1	10615
Arncliffe - Bardwell Valley	0	7604
Arncliffe - Bardwell Valley	1	7822
Bexley - North	0	3994
Bexley - North	1	5774
Bexley - South	0	8335
Bexley - South	1	6876
Wolli Creek	0	7620
Wolli Creek	1	2493
Concord - Mortlake - Cabarita	0	8133
Concord - Mortlake - Cabarita	1	14232
Drummoyne - Rodd Point	0	5166
Drummoyne - Rodd Point	1	12493
Five Dock - Abbotsford	0	6784
Five Dock - Abbotsford	1	13415
Concord West - North Strathfield	0	5532
Concord West - North Strathfield	1	6690
Rhodes	0	8266
Rhodes	1	2697
Balmain	0	4702
Balmain	1	10280
Lilyfield - Rozelle	0	3969
Lilyfield - Rozelle	1	9293
Annandale (NSW)	0	2452
Annandale (NSW)	1	6531
Leichhardt	0	5049
Leichhardt	1	11885
Canterbury (North) - Ashbury	0	5077
Canterbury (North) - Ashbury	1	6532
Croydon Park - Enfield	0	6790
Croydon Park - Enfield	1	9821
Dulwich Hill - Lewisham	0	5713
Dulwich Hill - Lewisham	1	11326
Haberfield - Summer Hill	0	4095
Haberfield - Summer Hill	1	9034
Homebush	0	14042
Homebush	1	5618
Strathfield South	0	1706
Strathfield South	1	1823
Ashfield - North	0	5891
Ashfield - North	1	5118
Ashfield - South	0	6010
Ashfield - South	1	5802
Burwood (NSW)	0	11299
Burwood (NSW)	1	3720
Croydon	0	5061
Croydon	1	5541
Strathfield - East	0	11211
Strathfield - East	1	4353
Strathfield - West	0	4279
Strathfield - West	1	4648
Chatswood (West) - Lane Cove North	0	10099
Chatswood (West) - Lane Cove North	1	10478
St Leonards - Naremburn	0	5621
St Leonards - Naremburn	1	5836
Artarmon	0	4668
Artarmon	1	4398
Castle Cove - Northbridge	0	4356
Castle Cove - Northbridge	1	8761
Chatswood - East	0	12291
Chatswood - East	1	6586
Greenwich - Riverview	0	4155
Greenwich - Riverview	1	8458
Lane Cove	0	6181
Lane Cove	1	9260
Willoughby	0	4428
Willoughby	1	8237
Asquith - Mount Colah	0	8030
Asquith - Mount Colah	1	13627
Berowra - Brooklyn - Cowan	0	2758
Berowra - Brooklyn - Cowan	1	8887
Normanhurst - Thornleigh - Westleigh	0	6756
Normanhurst - Thornleigh - Westleigh	1	12105
Hornsby - East	0	7109
Hornsby - East	1	4421
Hornsby - West	0	4466
Hornsby - West	1	5852
