SA2_NAME16	Age	MaritalStatus	Registered	adults
Queanbeyan Surrounds	35-44	Married	1	1337
Queanbeyan Surrounds	35-44	Never married		264
Queanbeyan Surrounds	45-54	Married	0	341
Queanbeyan Surrounds	45-54	Married	1	1800
Queanbeyan Surrounds	45-54	Never married		350
Queanbeyan Surrounds	55-64	Married	0	279
Queanbeyan Surrounds	55-64	Married	1	1603
Queanbeyan Surrounds	55-64	Never married		391
Queanbeyan Surrounds	65-74	Married	0	111
Queanbeyan Surrounds	65-74	Married	1	1144
Queanbeyan Surrounds	65-74	Never married		301
Queanbeyan Surrounds	75-84	Married	0	17
Queanbeyan Surrounds	75-84	Married	1	414
Queanbeyan Surrounds	75-84	Never married		176
Queanbeyan Surrounds	85+	Married	1	36
Queanbeyan Surrounds	85+	Never married		52
Bombala	15-19	Married	0	3
Bombala	15-19	Never married		90
Bombala	20-24	Married	0	24
Bombala	20-24	Married	1	5
Bombala	20-24	Never married		60
Bombala	25-34	Married	0	83
Bombala	25-34	Married	1	51
Bombala	25-34	Never married		70
Bombala	35-44	Married	0	58
Bombala	35-44	Married	1	108
Bombala	35-44	Never married		69
Bombala	45-54	Married	0	49
Bombala	45-54	Married	1	130
Bombala	45-54	Never married		75
Bombala	55-64	Married	0	39
Bombala	55-64	Married	1	193
Bombala	55-64	Never married		103
Bombala	65-74	Married	0	19
Bombala	65-74	Married	1	188
Bombala	65-74	Never married		129
Bombala	75-84	Married	0	5
Bombala	75-84	Married	1	104
Bombala	75-84	Never married		59
Bombala	85+	Married	0	5
Bombala	85+	Married	1	9
Bombala	85+	Never married		22
Cooma	15-19	Married	0	4
Cooma	15-19	Never married		288
Cooma	20-24	Married	0	66
Cooma	20-24	Married	1	3
Cooma	20-24	Never married		224
Cooma	25-34	Married	0	221
Cooma	25-34	Married	1	216
Cooma	25-34	Never married		268
Cooma	35-44	Married	0	128
Cooma	35-44	Married	1	352
Cooma	35-44	Never married		206
Cooma	45-54	Married	0	102
Cooma	45-54	Married	1	331
Cooma	45-54	Never married		276
Cooma	55-64	Married	0	65
Cooma	55-64	Married	1	493
Cooma	55-64	Never married		303
Cooma	65-74	Married	0	34
Cooma	65-74	Married	1	389
Cooma	65-74	Never married		259
Cooma	75-84	Married	0	12
Cooma	75-84	Married	1	278
Cooma	75-84	Never married		195
Cooma	85+	Married	0	4
Cooma	85+	Married	1	65
Cooma	85+	Never married		108
Cooma Surrounds	15-19	Married	0	4
Cooma Surrounds	15-19	Never married		162
Cooma Surrounds	20-24	Married	0	18
Cooma Surrounds	20-24	Married	1	9
Cooma Surrounds	20-24	Never married		78
Cooma Surrounds	25-34	Married	0	77
Cooma Surrounds	25-34	Married	1	89
Cooma Surrounds	25-34	Never married		65
Cooma Surrounds	35-44	Married	0	44
Cooma Surrounds	35-44	Married	1	167
Cooma Surrounds	35-44	Never married		60
Cooma Surrounds	45-54	Married	0	81
Cooma Surrounds	45-54	Married	1	322
Cooma Surrounds	45-54	Never married		90
Cooma Surrounds	55-64	Married	0	67
Cooma Surrounds	55-64	Married	1	321
Cooma Surrounds	55-64	Never married		141
Cooma Surrounds	65-74	Married	0	33
Cooma Surrounds	65-74	Married	1	248
Cooma Surrounds	65-74	Never married		115
Cooma Surrounds	75-84	Married	0	8
Cooma Surrounds	75-84	Married	1	144
Cooma Surrounds	75-84	Never married		77
Cooma Surrounds	85+	Married	1	18
Cooma Surrounds	85+	Never married		30
Jindabyne - Berridale	15-19	Married	0	5
Jindabyne - Berridale	15-19	Never married		429
Jindabyne - Berridale	20-24	Married	0	56
Jindabyne - Berridale	20-24	Never married		359
Jindabyne - Berridale	25-34	Married	0	284
Jindabyne - Berridale	25-34	Married	1	154
Jindabyne - Berridale	25-34	Never married		569
Jindabyne - Berridale	35-44	Married	0	152
Jindabyne - Berridale	35-44	Married	1	474
Jindabyne - Berridale	35-44	Never married		168
Jindabyne - Berridale	45-54	Married	0	136
Jindabyne - Berridale	45-54	Married	1	658
Jindabyne - Berridale	45-54	Never married		222
Jindabyne - Berridale	55-64	Married	0	123
Jindabyne - Berridale	55-64	Married	1	488
Jindabyne - Berridale	55-64	Never married		279
Jindabyne - Berridale	65-74	Married	0	51
Jindabyne - Berridale	65-74	Married	1	372
Jindabyne - Berridale	65-74	Never married		189
Jindabyne - Berridale	75-84	Married	0	14
Jindabyne - Berridale	75-84	Married	1	145
Jindabyne - Berridale	75-84	Never married		103
Jindabyne - Berridale	85+	Married	1	30
Jindabyne - Berridale	85+	Never married		49
Batemans Bay	15-19	Married	0	4
Batemans Bay	15-19	Never married		376
Batemans Bay	20-24	Married	0	58
Batemans Bay	20-24	Married	1	9
Batemans Bay	20-24	Never married		214
Batemans Bay	25-34	Married	0	171
Batemans Bay	25-34	Married	1	179
Batemans Bay	25-34	Never married		318
Batemans Bay	35-44	Married	0	115
Batemans Bay	35-44	Married	1	344
Batemans Bay	35-44	Never married		246
Batemans Bay	45-54	Married	0	121
Batemans Bay	45-54	Married	1	433
Batemans Bay	45-54	Never married		339
Batemans Bay	55-64	Married	0	127
Batemans Bay	55-64	Married	1	628
Batemans Bay	55-64	Never married		409
Batemans Bay	65-74	Married	0	85
Batemans Bay	65-74	Married	1	828
Batemans Bay	65-74	Never married		420
Batemans Bay	75-84	Married	0	18
Batemans Bay	75-84	Married	1	420
Batemans Bay	75-84	Never married		277
Batemans Bay	85+	Married	0	3
Batemans Bay	85+	Married	1	89
Batemans Bay	85+	Never married		132
Batemans Bay - South	15-19	Married	0	8
Batemans Bay - South	15-19	Never married		370
Batemans Bay - South	20-24	Married	0	60
Batemans Bay - South	20-24	Married	1	14
Batemans Bay - South	20-24	Never married		185
Batemans Bay - South	25-34	Married	0	184
Batemans Bay - South	25-34	Married	1	169
Batemans Bay - South	25-34	Never married		253
Batemans Bay - South	35-44	Married	0	135
Batemans Bay - South	35-44	Married	1	320
Batemans Bay - South	35-44	Never married		223
Batemans Bay - South	45-54	Married	0	143
Batemans Bay - South	45-54	Married	1	448
Batemans Bay - South	45-54	Never married		354
Batemans Bay - South	55-64	Married	0	178
Batemans Bay - South	55-64	Married	1	699
Batemans Bay - South	55-64	Never married		396
Batemans Bay - South	65-74	Married	0	106
Batemans Bay - South	65-74	Married	1	1003
Batemans Bay - South	65-74	Never married		409
Batemans Bay - South	75-84	Married	0	43
Batemans Bay - South	75-84	Married	1	516
Batemans Bay - South	75-84	Never married		304
Batemans Bay - South	85+	Married	0	7
Batemans Bay - South	85+	Married	1	91
Batemans Bay - South	85+	Never married		125
Bega - Tathra	15-19	Married	0	13
Bega - Tathra	15-19	Never married		403
Bega - Tathra	20-24	Married	0	75
Bega - Tathra	20-24	Married	1	10
Bega - Tathra	20-24	Never married		239
Bega - Tathra	25-34	Married	0	219
Bega - Tathra	25-34	Married	1	239
Bega - Tathra	25-34	Never married		300
Bega - Tathra	35-44	Married	0	183
Bega - Tathra	35-44	Married	1	429
Bega - Tathra	35-44	Never married		251
Bega - Tathra	45-54	Married	0	153
Bega - Tathra	45-54	Married	1	478
Bega - Tathra	45-54	Never married		350
Bega - Tathra	55-64	Married	0	144
Bega - Tathra	55-64	Married	1	697
Bega - Tathra	55-64	Never married		430
Bega - Tathra	65-74	Married	0	84
Bega - Tathra	65-74	Married	1	611
Bega - Tathra	65-74	Never married		361
Bega - Tathra	75-84	Married	0	25
Bega - Tathra	75-84	Married	1	339
Bega - Tathra	75-84	Never married		263
Bega - Tathra	85+	Married	0	3
Bega - Tathra	85+	Married	1	77
Bega - Tathra	85+	Never married		135
Bega-Eden Hinterland	15-19	Married	0	3
Bega-Eden Hinterland	15-19	Never married		449
Bega-Eden Hinterland	20-24	Married	0	58
Bega-Eden Hinterland	20-24	Married	1	19
Bega-Eden Hinterland	20-24	Never married		208
Bega-Eden Hinterland	25-34	Married	0	215
Bega-Eden Hinterland	25-34	Married	1	196
Bega-Eden Hinterland	25-34	Never married		269
Bega-Eden Hinterland	35-44	Married	0	201
Bega-Eden Hinterland	35-44	Married	1	424
Bega-Eden Hinterland	35-44	Never married		180
Bega-Eden Hinterland	45-54	Married	0	234
Bega-Eden Hinterland	45-54	Married	1	621
Bega-Eden Hinterland	45-54	Never married		264
Bega-Eden Hinterland	55-64	Married	0	277
Bega-Eden Hinterland	55-64	Married	1	980
Bega-Eden Hinterland	55-64	Never married		489
Bega-Eden Hinterland	65-74	Married	0	150
Bega-Eden Hinterland	65-74	Married	1	882
Bega-Eden Hinterland	65-74	Never married		452
Bega-Eden Hinterland	75-84	Married	0	17
Bega-Eden Hinterland	75-84	Married	1	292
Bega-Eden Hinterland	75-84	Never married		178
Bega-Eden Hinterland	85+	Married	1	52
Bega-Eden Hinterland	85+	Never married		69
Broulee - Tomakin	15-19	Married	0	3
Broulee - Tomakin	15-19	Never married		186
Broulee - Tomakin	20-24	Married	0	15
Broulee - Tomakin	20-24	Never married		91
Broulee - Tomakin	25-34	Married	0	100
Broulee - Tomakin	25-34	Married	1	57
Broulee - Tomakin	25-34	Never married		120
Broulee - Tomakin	35-44	Married	0	56
Broulee - Tomakin	35-44	Married	1	190
Broulee - Tomakin	35-44	Never married		78
Broulee - Tomakin	45-54	Married	0	60
Broulee - Tomakin	45-54	Married	1	225
Broulee - Tomakin	45-54	Never married		118
Broulee - Tomakin	55-64	Married	0	53
Broulee - Tomakin	55-64	Married	1	324
Broulee - Tomakin	55-64	Never married		160
Broulee - Tomakin	65-74	Married	0	36
Broulee - Tomakin	65-74	Married	1	408
Broulee - Tomakin	65-74	Never married		149
Broulee - Tomakin	75-84	Married	0	4
Broulee - Tomakin	75-84	Married	1	193
Broulee - Tomakin	75-84	Never married		112
Broulee - Tomakin	85+	Married	1	45
Broulee - Tomakin	85+	Never married		76
Deua - Wadbilliga	45-54	Married	0	3
Deua - Wadbilliga	45-54	Married	1	5
Deua - Wadbilliga	55-64	Married	0	3
Deua - Wadbilliga	65-74	Married	1	4
Deua - Wadbilliga	65-74	Never married		3
Eden	15-19	Married	0	10
Eden	15-19	Never married		131
Eden	20-24	Married	0	23
Eden	20-24	Never married		84
Eden	25-34	Married	0	74
Eden	25-34	Married	1	65
Eden	25-34	Never married		75
Eden	35-44	Married	0	58
Eden	35-44	Married	1	107
Eden	35-44	Never married		87
Eden	45-54	Married	0	73
Eden	45-54	Married	1	166
Eden	45-54	Never married		127
Eden	55-64	Married	0	54
Eden	55-64	Married	1	245
Eden	55-64	Never married		176
Eden	65-74	Married	0	28
Eden	65-74	Married	1	314
Eden	65-74	Never married		180
Eden	75-84	Married	0	6
Eden	75-84	Married	1	142
Eden	75-84	Never married		131
Eden	85+	Married	0	3
Eden	85+	Married	1	26
Eden	85+	Never married		54
Eurobodalla Hinterland	15-19	Married	0	5
Eurobodalla Hinterland	15-19	Never married		149
Eurobodalla Hinterland	20-24	Married	0	29
Eurobodalla Hinterland	20-24	Never married		91
Eurobodalla Hinterland	25-34	Married	0	78
Eurobodalla Hinterland	25-34	Married	1	60
Eurobodalla Hinterland	25-34	Never married		102
Eurobodalla Hinterland	35-44	Married	0	54
Eurobodalla Hinterland	35-44	Married	1	134
Eurobodalla Hinterland	35-44	Never married		75
Eurobodalla Hinterland	45-54	Married	0	84
Eurobodalla Hinterland	45-54	Married	1	213
Eurobodalla Hinterland	45-54	Never married		114
Eurobodalla Hinterland	55-64	Married	0	105
Eurobodalla Hinterland	55-64	Married	1	317
Eurobodalla Hinterland	55-64	Never married		171
Eurobodalla Hinterland	65-74	Married	0	51
Eurobodalla Hinterland	65-74	Married	1	368
Eurobodalla Hinterland	65-74	Never married		158
Eurobodalla Hinterland	75-84	Married	0	8
Eurobodalla Hinterland	75-84	Married	1	158
Eurobodalla Hinterland	75-84	Never married		66
Eurobodalla Hinterland	85+	Married	1	22
Eurobodalla Hinterland	85+	Never married		15
Merimbula - Tura Beach	15-19	Married	0	12
Merimbula - Tura Beach	15-19	Never married		460
Merimbula - Tura Beach	20-24	Married	0	77
Merimbula - Tura Beach	20-24	Married	1	9
Merimbula - Tura Beach	20-24	Never married		240
Merimbula - Tura Beach	25-34	Married	0	272
Merimbula - Tura Beach	25-34	Married	1	231
Merimbula - Tura Beach	25-34	Never married		345
Merimbula - Tura Beach	35-44	Married	0	214
Merimbula - Tura Beach	35-44	Married	1	465
Merimbula - Tura Beach	35-44	Never married		240
Merimbula - Tura Beach	45-54	Married	0	191
Merimbula - Tura Beach	45-54	Married	1	686
Merimbula - Tura Beach	45-54	Never married		342
Merimbula - Tura Beach	55-64	Married	0	179
Merimbula - Tura Beach	55-64	Married	1	970
Merimbula - Tura Beach	55-64	Never married		508
Merimbula - Tura Beach	65-74	Married	0	156
Merimbula - Tura Beach	65-74	Married	1	1211
Merimbula - Tura Beach	65-74	Never married		512
Merimbula - Tura Beach	75-84	Married	0	50
Merimbula - Tura Beach	75-84	Married	1	658
Merimbula - Tura Beach	75-84	Never married		386
Merimbula - Tura Beach	85+	Married	0	8
Merimbula - Tura Beach	85+	Married	1	105
Merimbula - Tura Beach	85+	Never married		197
Moruya - Tuross Head	15-19	Married	0	7
Moruya - Tuross Head	15-19	Never married		321
Moruya - Tuross Head	20-24	Married	0	47
Moruya - Tuross Head	20-24	Married	1	6
Moruya - Tuross Head	20-24	Never married		179
Moruya - Tuross Head	25-34	Married	0	171
Moruya - Tuross Head	25-34	Married	1	172
Moruya - Tuross Head	25-34	Never married		228
Moruya - Tuross Head	35-44	Married	0	139
Moruya - Tuross Head	35-44	Married	1	287
Moruya - Tuross Head	35-44	Never married		210
Moruya - Tuross Head	45-54	Married	0	154
Moruya - Tuross Head	45-54	Married	1	453
Moruya - Tuross Head	45-54	Never married		285
Moruya - Tuross Head	55-64	Married	0	233
Moruya - Tuross Head	55-64	Married	1	761
Moruya - Tuross Head	55-64	Never married		472
Moruya - Tuross Head	65-74	Married	0	109
Moruya - Tuross Head	65-74	Married	1	1001
Moruya - Tuross Head	65-74	Never married		396
Moruya - Tuross Head	75-84	Married	0	31
Moruya - Tuross Head	75-84	Married	1	464
Moruya - Tuross Head	75-84	Never married		255
Moruya - Tuross Head	85+	Married	0	5
Moruya - Tuross Head	85+	Married	1	90
Moruya - Tuross Head	85+	Never married		137
Narooma - Bermagui	15-19	Married	0	9
Narooma - Bermagui	15-19	Never married		343
Narooma - Bermagui	20-24	Married	0	47
Narooma - Bermagui	20-24	Married	1	12
Narooma - Bermagui	20-24	Never married		136
Narooma - Bermagui	25-34	Married	0	198
Narooma - Bermagui	25-34	Married	1	158
Narooma - Bermagui	25-34	Never married		242
Narooma - Bermagui	35-44	Married	0	154
Narooma - Bermagui	35-44	Married	1	318
Narooma - Bermagui	35-44	Never married		226
Narooma - Bermagui	45-54	Married	0	187
Narooma - Bermagui	45-54	Married	1	412
Narooma - Bermagui	45-54	Never married		286
Narooma - Bermagui	55-64	Married	0	228
Narooma - Bermagui	55-64	Married	1	825
Narooma - Bermagui	55-64	Never married		471
Narooma - Bermagui	65-74	Married	0	211
Narooma - Bermagui	65-74	Married	1	1171
Narooma - Bermagui	65-74	Never married		589
Narooma - Bermagui	75-84	Married	0	56
Narooma - Bermagui	75-84	Married	1	534
Narooma - Bermagui	75-84	Never married		324
Narooma - Bermagui	85+	Married	0	4
Narooma - Bermagui	85+	Married	1	111
Narooma - Bermagui	85+	Never married		183
Goulburn	15-19	Married	0	27
Goulburn	15-19	Never married		1143
Goulburn	20-24	Married	0	304
Goulburn	20-24	Married	1	40
Goulburn	20-24	Never married		848
Goulburn	25-34	Married	0	754
Goulburn	25-34	Married	1	1003
Goulburn	25-34	Never married		1127
Goulburn	35-44	Married	0	388
Goulburn	35-44	Married	1	1387
Goulburn	35-44	Never married		772
Goulburn	45-54	Married	0	328
Goulburn	45-54	Married	1	1325
Goulburn	45-54	Never married		936
Goulburn	55-64	Married	0	199
Goulburn	55-64	Married	1	1526
Goulburn	55-64	Never married		1023
Goulburn	65-74	Married	0	119
Goulburn	65-74	Married	1	1338
Goulburn	65-74	Never married		979
Goulburn	75-84	Married	0	36
Goulburn	75-84	Married	1	722
Goulburn	75-84	Never married		702
Goulburn	85+	Married	0	3
Goulburn	85+	Married	1	171
Goulburn	85+	Never married		303
Goulburn Surrounds	15-19	Married	0	17
Goulburn Surrounds	15-19	Never married		711
Goulburn Surrounds	20-24	Married	0	80
Goulburn Surrounds	20-24	Married	1	15
Goulburn Surrounds	20-24	Never married		359
Goulburn Surrounds	25-34	Married	0	295
Goulburn Surrounds	25-34	Married	1	372
Goulburn Surrounds	25-34	Never married		373
Goulburn Surrounds	35-44	Married	0	209
Goulburn Surrounds	35-44	Married	1	826
Goulburn Surrounds	35-44	Never married		231
Goulburn Surrounds	45-54	Married	0	255
Goulburn Surrounds	45-54	Married	1	1080
Goulburn Surrounds	45-54	Never married		357
Goulburn Surrounds	55-64	Married	0	227
Goulburn Surrounds	55-64	Married	1	1395
Goulburn Surrounds	55-64	Never married		504
Goulburn Surrounds	65-74	Married	0	121
Goulburn Surrounds	65-74	Married	1	1153
Goulburn Surrounds	65-74	Never married		488
Goulburn Surrounds	75-84	Married	0	22
Goulburn Surrounds	75-84	Married	1	480
Goulburn Surrounds	75-84	Never married		342
Goulburn Surrounds	85+	Married	0	7
Goulburn Surrounds	85+	Married	1	86
Goulburn Surrounds	85+	Never married		140
Yass	15-19	Married	0	6
Yass	15-19	Never married		344
Yass	20-24	Married	0	60
Yass	20-24	Married	1	7
Yass	20-24	Never married		214
Yass	25-34	Married	0	212
Yass	25-34	Married	1	241
Yass	25-34	Never married		234
Yass	35-44	Married	0	138
Yass	35-44	Married	1	463
Yass	35-44	Never married		179
Yass	45-54	Married	0	118
Yass	45-54	Married	1	468
Yass	45-54	Never married		225
Yass	55-64	Married	0	77
Yass	55-64	Married	1	459
Yass	55-64	Never married		220
Yass	65-74	Married	0	42
Yass	65-74	Married	1	433
Yass	65-74	Never married		217
Yass	75-84	Married	0	14
Yass	75-84	Married	1	192
Yass	75-84	Never married		155
Yass	85+	Married	0	4
Yass	85+	Married	1	50
Yass	85+	Never married		89
Yass Surrounds	15-19	Married	0	4
Yass Surrounds	15-19	Never married		788
Yass Surrounds	20-24	Married	0	74
Yass Surrounds	20-24	Married	1	10
Yass Surrounds	20-24	Never married		389
Yass Surrounds	25-34	Married	0	237
Yass Surrounds	25-34	Married	1	425
Yass Surrounds	25-34	Never married		313
Yass Surrounds	35-44	Married	0	247
Yass Surrounds	35-44	Married	1	989
Yass Surrounds	35-44	Never married		211
Yass Surrounds	45-54	Married	0	279
Yass Surrounds	45-54	Married	1	1434
Yass Surrounds	45-54	Never married		298
Yass Surrounds	55-64	Married	0	171
Yass Surrounds	55-64	Married	1	1151
Yass Surrounds	55-64	Never married		297
Yass Surrounds	65-74	Married	0	90
Yass Surrounds	65-74	Married	1	846
Yass Surrounds	65-74	Never married		293
Yass Surrounds	75-84	Married	0	19
Yass Surrounds	75-84	Married	1	369
Yass Surrounds	75-84	Never married		169
Yass Surrounds	85+	Married	0	4
Yass Surrounds	85+	Married	1	45
Yass Surrounds	85+	Never married		75
Young	15-19	Married	0	18
Young	15-19	Never married		630
Young	20-24	Married	0	119
Young	20-24	Married	1	31
Young	20-24	Never married		329
Young	25-34	Married	0	306
Young	25-34	Married	1	321
Young	25-34	Never married		425
Young	35-44	Married	0	179
Young	35-44	Married	1	607
Young	35-44	Never married		332
Young	45-54	Married	0	129
Young	45-54	Married	1	619
Young	45-54	Never married		365
Young	55-64	Married	0	98
Young	55-64	Married	1	750
Young	55-64	Never married		408
Young	65-74	Married	0	44
Young	65-74	Married	1	731
Young	65-74	Never married		408
Young	75-84	Married	0	20
Young	75-84	Married	1	404
Young	75-84	Never married		299
Young	85+	Married	1	58
Young	85+	Never married		172
Young Surrounds	15-19	Married	0	6
Young Surrounds	15-19	Never married		322
Young Surrounds	20-24	Married	0	67
Young Surrounds	20-24	Married	1	5
Young Surrounds	20-24	Never married		184
Young Surrounds	25-34	Married	0	190
Young Surrounds	25-34	Married	1	226
Young Surrounds	25-34	Never married		219
Young Surrounds	35-44	Married	0	79
Young Surrounds	35-44	Married	1	395
Young Surrounds	35-44	Never married		129
Young Surrounds	45-54	Married	0	136
Young Surrounds	45-54	Married	1	503
Young Surrounds	45-54	Never married		236
Young Surrounds	55-64	Married	0	93
Young Surrounds	55-64	Married	1	649
Young Surrounds	55-64	Never married		345
Young Surrounds	65-74	Married	0	45
Young Surrounds	65-74	Married	1	640
Young Surrounds	65-74	Never married		349
Young Surrounds	75-84	Married	0	15
Young Surrounds	75-84	Married	1	318
Young Surrounds	75-84	Never married		222
Young Surrounds	85+	Married	1	55
Young Surrounds	85+	Never married		71
Avoca Beach - Copacabana	15-19	Never married		521
Avoca Beach - Copacabana	20-24	Married	0	40
Avoca Beach - Copacabana	20-24	Married	1	4
Avoca Beach - Copacabana	20-24	Never married		312
Avoca Beach - Copacabana	25-34	Married	0	114
Avoca Beach - Copacabana	25-34	Married	1	154
Avoca Beach - Copacabana	25-34	Never married		198
Avoca Beach - Copacabana	35-44	Married	0	144
Avoca Beach - Copacabana	35-44	Married	1	594
Avoca Beach - Copacabana	35-44	Never married		146
Avoca Beach - Copacabana	45-54	Married	0	129
Avoca Beach - Copacabana	45-54	Married	1	751
Avoca Beach - Copacabana	45-54	Never married		239
Avoca Beach - Copacabana	55-64	Married	0	95
Avoca Beach - Copacabana	55-64	Married	1	684
Avoca Beach - Copacabana	55-64	Never married		221
Avoca Beach - Copacabana	65-74	Married	0	53
Avoca Beach - Copacabana	65-74	Married	1	523
Avoca Beach - Copacabana	65-74	Never married		173
Avoca Beach - Copacabana	75-84	Married	0	15
Avoca Beach - Copacabana	75-84	Married	1	205
Avoca Beach - Copacabana	75-84	Never married		102
Avoca Beach - Copacabana	85+	Married	1	23
Avoca Beach - Copacabana	85+	Never married		41
