SA2_NAME21	CountryOfBirth	persons
Queanbeyan West - Jerrabomberra	MLT	12
Queanbeyan West - Jerrabomberra	MMR	3
Queanbeyan West - Jerrabomberra	MYS	32
Queanbeyan West - Jerrabomberra	NLD	20
Queanbeyan West - Jerrabomberra	NPL	52
Queanbeyan West - Jerrabomberra	NZL	176
Queanbeyan West - Jerrabomberra	PAK	19
Queanbeyan West - Jerrabomberra	PHL	96
Queanbeyan West - Jerrabomberra	PNG	16
Queanbeyan West - Jerrabomberra	POL	15
Queanbeyan West - Jerrabomberra	SGP	15
Queanbeyan West - Jerrabomberra	THA	30
Queanbeyan West - Jerrabomberra	TUR	18
Queanbeyan West - Jerrabomberra	TWN	3
Queanbeyan West - Jerrabomberra	USA	86
Queanbeyan West - Jerrabomberra	VNM	14
Queanbeyan West - Jerrabomberra	WSM	7
Queanbeyan West - Jerrabomberra	ZAF	87
Queanbeyan West - Jerrabomberra	ZWE	18
Googong		307
Googong	AFG	5
Googong	AUS	4808
Googong	BGD	16
Googong	BIH	3
Googong	BRA	7
Googong	CAN	15
Googong	CHL	4
Googong	CHN	20
Googong	DEU	11
Googong	EGY	11
Googong	FJI	44
Googong	FRA	14
Googong	GBR	160
Googong	GRC	6
Googong	HKG	3
Googong	HRV	4
Googong	IDN	5
Googong	IND	270
Googong	IRL	3
Googong	IRN	11
Googong	IRQ	9
Googong	ITA	11
Googong	KOR	20
Googong	LBN	5
Googong	LKA	21
Googong	MKD	38
Googong	MUS	4
Googong	MYS	21
Googong	NLD	3
Googong	NPL	12
Googong	NZL	64
Googong	PAK	25
Googong	PHL	95
Googong	SGP	21
Googong	THA	11
Googong	TUR	5
Googong	USA	28
Googong	VNM	14
Googong	WSM	6
Googong	ZAF	74
Googong	ZWE	5
Queanbeyan Surrounds		1195
Queanbeyan Surrounds	AUS	13507
Queanbeyan Surrounds	BIH	5
Queanbeyan Surrounds	BRA	7
Queanbeyan Surrounds	CAN	41
Queanbeyan Surrounds	CHL	19
Queanbeyan Surrounds	CHN	20
Queanbeyan Surrounds	DEU	84
Queanbeyan Surrounds	FJI	9
Queanbeyan Surrounds	FRA	15
Queanbeyan Surrounds	GBR	736
Queanbeyan Surrounds	GRC	10
Queanbeyan Surrounds	HKG	14
Queanbeyan Surrounds	HRV	26
Queanbeyan Surrounds	IDN	12
Queanbeyan Surrounds	IND	35
Queanbeyan Surrounds	IRL	32
Queanbeyan Surrounds	IRN	3
Queanbeyan Surrounds	ITA	73
Queanbeyan Surrounds	JPN	9
Queanbeyan Surrounds	KHM	3
Queanbeyan Surrounds	LBN	6
Queanbeyan Surrounds	LKA	16
Queanbeyan Surrounds	MKD	16
Queanbeyan Surrounds	MLT	19
Queanbeyan Surrounds	MUS	3
Queanbeyan Surrounds	MYS	26
Queanbeyan Surrounds	NLD	42
Queanbeyan Surrounds	NZL	208
Queanbeyan Surrounds	PAK	6
Queanbeyan Surrounds	PHL	33
Queanbeyan Surrounds	PNG	34
Queanbeyan Surrounds	POL	15
Queanbeyan Surrounds	SGP	16
Queanbeyan Surrounds	THA	16
Queanbeyan Surrounds	TWN	6
Queanbeyan Surrounds	USA	114
Queanbeyan Surrounds	VNM	11
Queanbeyan Surrounds	ZAF	67
Queanbeyan Surrounds	ZWE	17
Bombala		290
Bombala	AUS	2005
Bombala	CHN	3
Bombala	DEU	16
Bombala	FJI	3
Bombala	GBR	48
Bombala	HRV	4
Bombala	IND	4
Bombala	IRL	6
Bombala	KOR	8
Bombala	MLT	3
Bombala	NLD	3
Bombala	NPL	5
Bombala	NZL	24
Bombala	PHL	6
Bombala	USA	14
Bombala	VNM	5
Bombala	ZAF	3
Cooma		544
Cooma	AUS	5264
Cooma	BGD	5
Cooma	BRA	3
Cooma	CAN	9
Cooma	CHL	3
Cooma	CHN	28
Cooma	DEU	87
Cooma	EGY	4
Cooma	FJI	4
Cooma	FRA	5
Cooma	GBR	178
Cooma	GRC	11
Cooma	HKG	4
Cooma	HRV	5
Cooma	IDN	15
Cooma	IND	73
Cooma	IRL	18
Cooma	IRN	9
Cooma	ITA	59
Cooma	JPN	5
Cooma	KOR	5
Cooma	LBN	20
Cooma	LKA	25
Cooma	MLT	3
Cooma	MYS	15
Cooma	NLD	39
Cooma	NPL	28
Cooma	NZL	110
Cooma	PAK	32
Cooma	PHL	44
Cooma	PNG	4
Cooma	POL	8
Cooma	SGP	11
Cooma	THA	27
Cooma	TWN	4
Cooma	USA	19
Cooma	VNM	6
Cooma	ZAF	29
Cooma	ZWE	11
Cooma Surrounds		386
Cooma Surrounds	AUS	2749
Cooma Surrounds	CAN	5
Cooma Surrounds	CHN	7
Cooma Surrounds	DEU	35
Cooma Surrounds	EGY	4
Cooma Surrounds	FJI	4
Cooma Surrounds	FRA	3
Cooma Surrounds	GBR	146
Cooma Surrounds	HKG	4
Cooma Surrounds	IDN	3
Cooma Surrounds	IND	5
Cooma Surrounds	IRL	3
Cooma Surrounds	ITA	9
Cooma Surrounds	LBN	4
Cooma Surrounds	MLT	5
Cooma Surrounds	NLD	12
Cooma Surrounds	NPL	3
Cooma Surrounds	NZL	28
Cooma Surrounds	POL	8
Cooma Surrounds	SGP	4
Cooma Surrounds	THA	3
Cooma Surrounds	USA	21
Cooma Surrounds	ZAF	13
Cooma Surrounds	ZWE	6
Jindabyne - Berridale		734
Jindabyne - Berridale	AUS	6316
Jindabyne - Berridale	BRA	8
Jindabyne - Berridale	CAN	40
Jindabyne - Berridale	CHL	15
Jindabyne - Berridale	CHN	41
Jindabyne - Berridale	DEU	37
Jindabyne - Berridale	FJI	4
Jindabyne - Berridale	FRA	30
Jindabyne - Berridale	GBR	345
Jindabyne - Berridale	HKG	4
Jindabyne - Berridale	HRV	5
Jindabyne - Berridale	IDN	3
Jindabyne - Berridale	IRL	6
Jindabyne - Berridale	IRN	6
Jindabyne - Berridale	ITA	16
Jindabyne - Berridale	JPN	6
Jindabyne - Berridale	KOR	10
Jindabyne - Berridale	MKD	3
Jindabyne - Berridale	MLT	3
Jindabyne - Berridale	MYS	4
Jindabyne - Berridale	NLD	23
Jindabyne - Berridale	NZL	127
Jindabyne - Berridale	PHL	14
Jindabyne - Berridale	PNG	11
Jindabyne - Berridale	POL	9
Jindabyne - Berridale	SGP	3
Jindabyne - Berridale	THA	35
Jindabyne - Berridale	TUR	7
Jindabyne - Berridale	TWN	71
Jindabyne - Berridale	USA	43
Jindabyne - Berridale	ZAF	38
Jindabyne - Berridale	ZWE	4
Batemans Bay		764
Batemans Bay	AUS	6678
Batemans Bay	CAN	18
Batemans Bay	CHL	9
Batemans Bay	CHN	24
Batemans Bay	DEU	59
Batemans Bay	EGY	3
Batemans Bay	FJI	3
Batemans Bay	FRA	11
Batemans Bay	GBR	484
Batemans Bay	GRC	25
Batemans Bay	HKG	4
Batemans Bay	HRV	23
Batemans Bay	IDN	6
Batemans Bay	IND	40
Batemans Bay	IRL	22
Batemans Bay	ITA	27
Batemans Bay	JPN	4
Batemans Bay	KOR	4
Batemans Bay	LBN	4
Batemans Bay	LKA	5
Batemans Bay	MKD	3
Batemans Bay	MLT	19
Batemans Bay	MYS	16
Batemans Bay	NLD	41
Batemans Bay	NPL	19
Batemans Bay	NZL	114
Batemans Bay	PHL	36
Batemans Bay	PNG	9
Batemans Bay	POL	16
Batemans Bay	SGP	3
Batemans Bay	THA	15
Batemans Bay	TUR	4
Batemans Bay	USA	20
Batemans Bay	VNM	12
Batemans Bay	WSM	3
Batemans Bay	ZAF	30
Batemans Bay	ZWE	8
Batemans Bay - South		890
Batemans Bay - South	AUS	6762
Batemans Bay - South	BRA	3
Batemans Bay - South	CAN	17
Batemans Bay - South	CHL	7
Batemans Bay - South	CHN	26
Batemans Bay - South	DEU	58
Batemans Bay - South	EGY	4
Batemans Bay - South	FJI	3
Batemans Bay - South	FRA	10
Batemans Bay - South	GBR	514
Batemans Bay - South	GRC	11
Batemans Bay - South	HKG	6
Batemans Bay - South	HRV	58
Batemans Bay - South	IDN	6
Batemans Bay - South	IND	49
Batemans Bay - South	IRL	23
Batemans Bay - South	ITA	36
Batemans Bay - South	JPN	10
Batemans Bay - South	KHM	4
Batemans Bay - South	LKA	7
Batemans Bay - South	MKD	4
Batemans Bay - South	MLT	5
Batemans Bay - South	MUS	6
Batemans Bay - South	MYS	8
Batemans Bay - South	NLD	29
Batemans Bay - South	NPL	15
Batemans Bay - South	NZL	152
Batemans Bay - South	PHL	51
Batemans Bay - South	PNG	13
Batemans Bay - South	POL	11
Batemans Bay - South	SGP	8
Batemans Bay - South	THA	21
Batemans Bay - South	TUR	3
Batemans Bay - South	TWN	4
Batemans Bay - South	USA	37
Batemans Bay - South	VNM	8
Batemans Bay - South	WSM	3
Batemans Bay - South	ZAF	40
Batemans Bay - South	ZWE	5
Bega - Tathra		757
Bega - Tathra	AUS	7348
Bega - Tathra	BGD	4
Bega - Tathra	BRA	5
Bega - Tathra	CAN	22
Bega - Tathra	CHL	5
Bega - Tathra	CHN	13
Bega - Tathra	DEU	52
Bega - Tathra	FJI	7
Bega - Tathra	FRA	10
Bega - Tathra	GBR	276
Bega - Tathra	GRC	3
Bega - Tathra	HKG	6
Bega - Tathra	HRV	6
Bega - Tathra	IDN	3
Bega - Tathra	IND	43
Bega - Tathra	IRL	4
Bega - Tathra	IRN	4
Bega - Tathra	ITA	6
Bega - Tathra	JPN	6
Bega - Tathra	LKA	8
Bega - Tathra	MLT	5
Bega - Tathra	MYS	9
Bega - Tathra	NLD	31
Bega - Tathra	NPL	18
Bega - Tathra	NZL	83
Bega - Tathra	PHL	32
Bega - Tathra	SGP	5
Bega - Tathra	THA	26
Bega - Tathra	TUR	3
Bega - Tathra	USA	51
Bega - Tathra	VNM	6
Bega - Tathra	WSM	5
Bega - Tathra	ZAF	15
Bega - Tathra	ZWE	8
Bega-Eden Hinterland		871
Bega-Eden Hinterland	AUS	7727
Bega-Eden Hinterland	CAN	17
Bega-Eden Hinterland	DEU	70
Bega-Eden Hinterland	FJI	4
Bega-Eden Hinterland	FRA	6
Bega-Eden Hinterland	GBR	439
Bega-Eden Hinterland	GRC	4
Bega-Eden Hinterland	HKG	9
Bega-Eden Hinterland	IDN	5
Bega-Eden Hinterland	IND	7
Bega-Eden Hinterland	IRL	20
Bega-Eden Hinterland	ITA	14
Bega-Eden Hinterland	JPN	3
Bega-Eden Hinterland	LBN	3
Bega-Eden Hinterland	LKA	3
Bega-Eden Hinterland	MLT	6
Bega-Eden Hinterland	MYS	4
Bega-Eden Hinterland	NLD	47
Bega-Eden Hinterland	NPL	3
Bega-Eden Hinterland	NZL	137
Bega-Eden Hinterland	PHL	20
Bega-Eden Hinterland	PNG	6
Bega-Eden Hinterland	POL	9
Bega-Eden Hinterland	SGP	4
Bega-Eden Hinterland	THA	19
Bega-Eden Hinterland	TWN	4
Bega-Eden Hinterland	USA	44
Bega-Eden Hinterland	VNM	7
Bega-Eden Hinterland	ZAF	29
Bega-Eden Hinterland	ZWE	5
Broulee - Tomakin		281
Broulee - Tomakin	AUS	3081
Broulee - Tomakin	CAN	5
Broulee - Tomakin	CHN	5
Broulee - Tomakin	DEU	35
Broulee - Tomakin	FRA	3
Broulee - Tomakin	GBR	190
Broulee - Tomakin	HKG	3
Broulee - Tomakin	HRV	3
Broulee - Tomakin	IDN	4
Broulee - Tomakin	IND	6
Broulee - Tomakin	IRL	8
Broulee - Tomakin	ITA	7
Broulee - Tomakin	JPN	5
Broulee - Tomakin	LKA	3
Broulee - Tomakin	MLT	3
Broulee - Tomakin	NLD	27
Broulee - Tomakin	NPL	7
Broulee - Tomakin	NZL	48
Broulee - Tomakin	PHL	8
Broulee - Tomakin	PNG	5
Broulee - Tomakin	POL	4
Broulee - Tomakin	SGP	3
Broulee - Tomakin	THA	3
Broulee - Tomakin	TUR	9
Broulee - Tomakin	USA	10
Broulee - Tomakin	ZAF	19
Deua - Wadbilliga		15
Deua - Wadbilliga	AUS	28
Eden		376
Eden	AUS	2692
Eden	CAN	8
Eden	CHN	10
Eden	DEU	28
Eden	FJI	7
Eden	FRA	10
Eden	GBR	132
Eden	GRC	7
Eden	HRV	5
Eden	IND	11
Eden	IRL	5
Eden	ITA	4
Eden	MLT	3
Eden	MYS	7
Eden	NLD	17
Eden	NPL	5
Eden	NZL	42
Eden	PHL	20
Eden	PNG	4
Eden	POL	3
Eden	SGP	3
Eden	THA	5
Eden	TUR	3
Eden	USA	6
Eden	ZAF	12
Eden	ZWE	3
Eurobodalla Hinterland		446
Eurobodalla Hinterland	AUS	2753
Eurobodalla Hinterland	CAN	11
Eurobodalla Hinterland	DEU	28
Eurobodalla Hinterland	EGY	7
Eurobodalla Hinterland	GBR	147
Eurobodalla Hinterland	GRC	6
Eurobodalla Hinterland	IDN	9
Eurobodalla Hinterland	IND	6
Eurobodalla Hinterland	ITA	10
Eurobodalla Hinterland	JPN	4
Eurobodalla Hinterland	MLT	5
Eurobodalla Hinterland	NLD	14
Eurobodalla Hinterland	NZL	46
Eurobodalla Hinterland	PHL	3
Eurobodalla Hinterland	THA	5
Eurobodalla Hinterland	USA	19
Eurobodalla Hinterland	ZAF	8
Merimbula - Tura Beach		848
Merimbula - Tura Beach	AUS	9158
Merimbula - Tura Beach	BGD	3
Merimbula - Tura Beach	BRA	4
Merimbula - Tura Beach	CAN	22
Merimbula - Tura Beach	CHL	13
Merimbula - Tura Beach	CHN	15
Merimbula - Tura Beach	DEU	76
Merimbula - Tura Beach	EGY	9
Merimbula - Tura Beach	FRA	21
Merimbula - Tura Beach	GBR	683
Merimbula - Tura Beach	HKG	13
Merimbula - Tura Beach	HRV	3
Merimbula - Tura Beach	IDN	4
Merimbula - Tura Beach	IND	30
Merimbula - Tura Beach	IRL	30
Merimbula - Tura Beach	IRN	3
Merimbula - Tura Beach	ITA	26
Merimbula - Tura Beach	JPN	16
Merimbula - Tura Beach	KOR	8
Merimbula - Tura Beach	LKA	4
Merimbula - Tura Beach	MLT	11
Merimbula - Tura Beach	MUS	3
Merimbula - Tura Beach	MYS	18
Merimbula - Tura Beach	NLD	76
Merimbula - Tura Beach	NPL	20
Merimbula - Tura Beach	NZL	128
Merimbula - Tura Beach	PHL	63
Merimbula - Tura Beach	PNG	7
Merimbula - Tura Beach	POL	4
Merimbula - Tura Beach	SGP	8
Merimbula - Tura Beach	THA	35
Merimbula - Tura Beach	TWN	3
Merimbula - Tura Beach	USA	49
Merimbula - Tura Beach	VNM	5
Merimbula - Tura Beach	ZAF	63
Merimbula - Tura Beach	ZWE	9
Moruya - Tuross Head		881
Moruya - Tuross Head	AUS	6785
Moruya - Tuross Head	CAN	17
Moruya - Tuross Head	CHL	5
Moruya - Tuross Head	CHN	3
Moruya - Tuross Head	DEU	55
Moruya - Tuross Head	FJI	6
Moruya - Tuross Head	FRA	12
Moruya - Tuross Head	GBR	441
Moruya - Tuross Head	GRC	6
Moruya - Tuross Head	HRV	18
Moruya - Tuross Head	IDN	4
Moruya - Tuross Head	IND	31
Moruya - Tuross Head	IRL	22
Moruya - Tuross Head	ITA	16
Moruya - Tuross Head	MLT	5
Moruya - Tuross Head	MYS	8
Moruya - Tuross Head	NLD	41
Moruya - Tuross Head	NZL	107
Moruya - Tuross Head	PHL	29
Moruya - Tuross Head	PNG	4
Moruya - Tuross Head	POL	3
Moruya - Tuross Head	SGP	3
Moruya - Tuross Head	THA	9
Moruya - Tuross Head	USA	34
Moruya - Tuross Head	VNM	19
Moruya - Tuross Head	ZAF	12
Moruya - Tuross Head	ZWE	3
Narooma - Bermagui		953
Narooma - Bermagui	AUS	7644
Narooma - Bermagui	BRA	7
Narooma - Bermagui	CAN	32
Narooma - Bermagui	CHL	10
Narooma - Bermagui	CHN	12
Narooma - Bermagui	DEU	90
Narooma - Bermagui	EGY	5
Narooma - Bermagui	FJI	6
Narooma - Bermagui	FRA	7
Narooma - Bermagui	GBR	610
Narooma - Bermagui	GRC	11
Narooma - Bermagui	HKG	3
Narooma - Bermagui	HRV	15
Narooma - Bermagui	IDN	5
Narooma - Bermagui	IND	35
Narooma - Bermagui	IRL	21
Narooma - Bermagui	ITA	24
Narooma - Bermagui	JPN	3
Narooma - Bermagui	LBN	6
Narooma - Bermagui	LKA	6
Narooma - Bermagui	MKD	3
Narooma - Bermagui	MLT	20
Narooma - Bermagui	MYS	13
Narooma - Bermagui	NLD	52
Narooma - Bermagui	NPL	11
Narooma - Bermagui	NZL	112
Narooma - Bermagui	PAK	8
Narooma - Bermagui	PHL	39
Narooma - Bermagui	PNG	9
Narooma - Bermagui	POL	11
Narooma - Bermagui	THA	12
Narooma - Bermagui	USA	49
Narooma - Bermagui	VNM	11
Narooma - Bermagui	WSM	5
Narooma - Bermagui	ZAF	31
Narooma - Bermagui	ZWE	7
Goulburn		1760
Goulburn	AFG	9
Goulburn	AUS	20465
Goulburn	BGD	32
Goulburn	BIH	4
Goulburn	BRA	22
Goulburn	CAN	15
Goulburn	CHL	11
Goulburn	CHN	124
Goulburn	DEU	49
Goulburn	EGY	14
Goulburn	FJI	55
Goulburn	FRA	20
Goulburn	GBR	546
Goulburn	GRC	32
Goulburn	HKG	13
Goulburn	HRV	14
Goulburn	IDN	33
Goulburn	IND	226
Goulburn	IRL	32
Goulburn	IRN	18
Goulburn	IRQ	8
Goulburn	ITA	30
Goulburn	JPN	7
Goulburn	KHM	10
Goulburn	KOR	48
Goulburn	LBN	25
Goulburn	LKA	18
Goulburn	MKD	6
Goulburn	MLT	7
Goulburn	MMR	8
Goulburn	MUS	7
Goulburn	MYS	32
Goulburn	NLD	34
Goulburn	NPL	144
Goulburn	NZL	239
Goulburn	PAK	26
Goulburn	PHL	178
Goulburn	PNG	12
Goulburn	POL	16
Goulburn	SGP	10
Goulburn	THA	44
Goulburn	TUR	8
Goulburn	TWN	13
Goulburn	USA	46
Goulburn	VNM	24
Goulburn	WSM	8
Goulburn	ZAF	37
Goulburn	ZWE	16
Goulburn Surrounds		1381
Goulburn Surrounds	AUS	11310
Goulburn Surrounds	BGD	5
Goulburn Surrounds	CAN	21
Goulburn Surrounds	CHL	14
Goulburn Surrounds	CHN	13
Goulburn Surrounds	DEU	57
Goulburn Surrounds	EGY	8
Goulburn Surrounds	FJI	7
Goulburn Surrounds	FRA	4
Goulburn Surrounds	GBR	467
Goulburn Surrounds	GRC	17
Goulburn Surrounds	HKG	8
Goulburn Surrounds	HRV	12
Goulburn Surrounds	IDN	3
Goulburn Surrounds	IND	25
Goulburn Surrounds	IRL	18
Goulburn Surrounds	IRQ	7
Goulburn Surrounds	ITA	34
Goulburn Surrounds	KOR	4
Goulburn Surrounds	LBN	33
Goulburn Surrounds	LKA	4
Goulburn Surrounds	MKD	8
Goulburn Surrounds	MLT	25
Goulburn Surrounds	MYS	12
Goulburn Surrounds	NLD	50
Goulburn Surrounds	NPL	7
Goulburn Surrounds	NZL	135
Goulburn Surrounds	PAK	3
Goulburn Surrounds	PHL	33
Goulburn Surrounds	PNG	7
Goulburn Surrounds	POL	5
Goulburn Surrounds	SGP	5
Goulburn Surrounds	THA	9
Goulburn Surrounds	TUR	6
Goulburn Surrounds	TWN	5
Goulburn Surrounds	USA	24
Goulburn Surrounds	VNM	3
Goulburn Surrounds	WSM	3
Goulburn Surrounds	ZAF	36
Goulburn Surrounds	ZWE	5
Yass		393
Yass	AUS	5796
Yass	BGD	8
Yass	BRA	4
Yass	CAN	14
Yass	CHN	6
Yass	DEU	28
Yass	FJI	3
Yass	FRA	4
Yass	GBR	211
Yass	HKG	3
Yass	HRV	6
Yass	IDN	4
Yass	IND	31
Yass	IRL	27
Yass	ITA	3
Yass	KOR	4
Yass	LBN	3
Yass	LKA	12
Yass	MLT	3
Yass	MYS	5
Yass	NLD	10
Yass	NPL	8
Yass	NZL	56
Yass	PAK	8
Yass	PHL	20
Yass	PNG	6
Yass	POL	3
Yass	SGP	4
Yass	THA	12
Yass	USA	19
Yass	VNM	15
Yass	ZAF	21
Yass Surrounds		899
Yass Surrounds	AUS	10538
Yass Surrounds	BRA	3
Yass Surrounds	CAN	29
Yass Surrounds	CHL	5
Yass Surrounds	CHN	24
Yass Surrounds	DEU	51
Yass Surrounds	EGY	12
Yass Surrounds	FJI	6
Yass Surrounds	FRA	4
Yass Surrounds	GBR	538
Yass Surrounds	GRC	15
Yass Surrounds	HKG	5
Yass Surrounds	HRV	25
Yass Surrounds	IDN	11
Yass Surrounds	IND	27
Yass Surrounds	IRL	24
Yass Surrounds	IRN	6
Yass Surrounds	ITA	27
Yass Surrounds	KHM	4
Yass Surrounds	KOR	8
Yass Surrounds	LBN	4
Yass Surrounds	LKA	11
Yass Surrounds	MLT	5
Yass Surrounds	MYS	17
Yass Surrounds	NLD	27
Yass Surrounds	NZL	138
Yass Surrounds	PAK	4
Yass Surrounds	PHL	31
Yass Surrounds	PNG	24
Yass Surrounds	POL	15
Yass Surrounds	SGP	3
Yass Surrounds	THA	17
Yass Surrounds	TWN	6
Yass Surrounds	USA	77
Yass Surrounds	VNM	5
Yass Surrounds	ZAF	40
Yass Surrounds	ZWE	6
Young		871
Young	AFG	3
Young	AUS	9329
Young	BGD	9
Young	BIH	4
Young	CAN	7
Young	CHL	6
Young	CHN	56
Young	DEU	23
Young	FJI	9
Young	GBR	177
Young	GRC	3
Young	HKG	5
Young	IDN	3
Young	IND	58
Young	IRL	14
Young	IRN	4
Young	IRQ	5
Young	ITA	12
Young	LBN	67
Young	LKA	8
Young	MLT	9
Young	MYS	10
Young	NLD	25
Young	NPL	11
Young	NZL	92
Young	PAK	14
Young	PHL	81
Young	PNG	9
Young	POL	6
Young	THA	12
Young	TUR	4
Young	TWN	12
Young	USA	23
Young	VNM	10
Young	ZAF	10
Young	ZWE	5
Young Surrounds		822
Young Surrounds	AUS	6402
Young Surrounds	CAN	8
Young Surrounds	CHN	8
Young Surrounds	DEU	19
Young Surrounds	FJI	5
Young Surrounds	GBR	159
Young Surrounds	GRC	7
Young Surrounds	HRV	4
Young Surrounds	IDN	6
Young Surrounds	IND	9
Young Surrounds	IRL	10
Young Surrounds	ITA	7
Young Surrounds	JPN	3
Young Surrounds	LBN	12
Young Surrounds	MMR	9
Young Surrounds	NLD	12
Young Surrounds	NZL	70
