SA2_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Wickham - Carrington - Tighes Hill	Flat/apartment	4-8 storey block	2	62
Wickham - Carrington - Tighes Hill	Flat/apartment	4-8 storey block	3	13
Wickham - Carrington - Tighes Hill	Flat/apartment	9 or more storey block	1	79
Wickham - Carrington - Tighes Hill	Flat/apartment	9 or more storey block	2	129
Wickham - Carrington - Tighes Hill	Flat/apartment	9 or more storey block	3	9
Wickham - Carrington - Tighes Hill	Flat/apartment	Attached to a house	2	4
Wickham - Carrington - Tighes Hill	Flat/apartment	Attached to a house	3	4
Wickham - Carrington - Tighes Hill	Separate house			26
Wickham - Carrington - Tighes Hill	Separate house		0	8
Wickham - Carrington - Tighes Hill	Separate house		1	56
Wickham - Carrington - Tighes Hill	Separate house		2	629
Wickham - Carrington - Tighes Hill	Separate house		3	1187
Wickham - Carrington - Tighes Hill	Separate house		4	277
Wickham - Carrington - Tighes Hill	Separate house		5	34
Wickham - Carrington - Tighes Hill	Separate house		6	11
Ballina				3
Ballina			0	6
Ballina			1	25
Ballina			2	12
Ballina			3	3
Ballina		1 storey		32
Ballina		1 storey	0	5
Ballina		1 storey	1	57
Ballina		1 storey	2	625
Ballina		1 storey	3	551
Ballina		1 storey	4	33
Ballina		2 storeys or more		18
Ballina		2 storeys or more	0	3
Ballina		2 storeys or more	1	107
Ballina		2 storeys or more	2	453
Ballina		2 storeys or more	3	482
Ballina		2 storeys or more	4	43
Ballina		2 storeys or more	5	4
Ballina	(Other)			33
Ballina	(Other)		0	6
Ballina	(Other)		1	78
Ballina	(Other)		2	158
Ballina	(Other)		3	36
Ballina	(Other)		4	6
Ballina	Flat/apartment	1 or 2 storey block		10
Ballina	Flat/apartment	1 or 2 storey block	1	68
Ballina	Flat/apartment	1 or 2 storey block	2	254
Ballina	Flat/apartment	1 or 2 storey block	3	69
Ballina	Flat/apartment	3 storey block		3
Ballina	Flat/apartment	3 storey block	1	4
Ballina	Flat/apartment	3 storey block	2	102
Ballina	Flat/apartment	3 storey block	3	43
Ballina	Flat/apartment	4-8 storey block	1	10
Ballina	Flat/apartment	4-8 storey block	2	25
Ballina	Flat/apartment	4-8 storey block	3	37
Ballina	Flat/apartment	9 or more storey block	2	12
Ballina	Flat/apartment	9 or more storey block	3	3
Ballina	Flat/apartment	Attached to a house	1	4
Ballina	Flat/apartment	Attached to a house	2	4
Ballina	Separate house			67
Ballina	Separate house		0	9
Ballina	Separate house		1	54
Ballina	Separate house		2	696
Ballina	Separate house		3	2230
Ballina	Separate house		4	1330
Ballina	Separate house		5	223
Ballina	Separate house		6	29
Ballina Surrounds			3	3
Ballina Surrounds		1 storey		13
Ballina Surrounds		1 storey	1	49
Ballina Surrounds		1 storey	2	332
Ballina Surrounds		1 storey	3	198
Ballina Surrounds		1 storey	4	25
Ballina Surrounds		2 storeys or more	1	4
Ballina Surrounds		2 storeys or more	2	45
Ballina Surrounds		2 storeys or more	3	27
Ballina Surrounds		2 storeys or more	4	3
Ballina Surrounds		2 storeys or more	5	3
Ballina Surrounds	(Other)			3
Ballina Surrounds	(Other)		0	6
Ballina Surrounds	(Other)		1	25
Ballina Surrounds	(Other)		2	19
Ballina Surrounds	(Other)		3	5
Ballina Surrounds	Flat/apartment	1 or 2 storey block	1	9
Ballina Surrounds	Flat/apartment	1 or 2 storey block	2	82
Ballina Surrounds	Flat/apartment	1 or 2 storey block	3	43
Ballina Surrounds	Flat/apartment	Attached to a house	1	5
Ballina Surrounds	Flat/apartment	Attached to a house	4	4
Ballina Surrounds	Separate house			89
Ballina Surrounds	Separate house		0	22
Ballina Surrounds	Separate house		1	98
Ballina Surrounds	Separate house		2	463
Ballina Surrounds	Separate house		3	2396
Ballina Surrounds	Separate house		4	2221
Ballina Surrounds	Separate house		5	476
Ballina Surrounds	Separate house		6	135
Bangalow			1	4
Bangalow		1 storey	2	12
Bangalow		1 storey	3	6
Bangalow		2 storeys or more	3	8
Bangalow		2 storeys or more	5	5
Bangalow	(Other)			3
Bangalow	(Other)		1	16
Bangalow	(Other)		2	3
Bangalow	Flat/apartment	1 or 2 storey block	2	9
Bangalow	Flat/apartment	Attached to a house	1	10
Bangalow	Flat/apartment	Attached to a house	3	3
Bangalow	Flat/apartment	Attached to a house	4	4
Bangalow	Separate house			38
Bangalow	Separate house		0	11
Bangalow	Separate house		1	157
Bangalow	Separate house		2	259
Bangalow	Separate house		3	817
Bangalow	Separate house		4	669
Bangalow	Separate house		5	154
Bangalow	Separate house		6	66
Brunswick Heads - Ocean Shores			1	8
Brunswick Heads - Ocean Shores			2	3
Brunswick Heads - Ocean Shores		1 storey	1	9
Brunswick Heads - Ocean Shores		1 storey	2	37
Brunswick Heads - Ocean Shores		1 storey	3	63
Brunswick Heads - Ocean Shores		1 storey	4	9
Brunswick Heads - Ocean Shores		2 storeys or more		3
Brunswick Heads - Ocean Shores		2 storeys or more	1	16
Brunswick Heads - Ocean Shores		2 storeys or more	2	37
Brunswick Heads - Ocean Shores		2 storeys or more	3	90
Brunswick Heads - Ocean Shores		2 storeys or more	4	3
Brunswick Heads - Ocean Shores	(Other)			4
Brunswick Heads - Ocean Shores	(Other)		0	11
Brunswick Heads - Ocean Shores	(Other)		1	37
Brunswick Heads - Ocean Shores	(Other)		2	52
Brunswick Heads - Ocean Shores	(Other)		3	8
Brunswick Heads - Ocean Shores	Flat/apartment		0	6
Brunswick Heads - Ocean Shores	Flat/apartment	1 or 2 storey block		3
Brunswick Heads - Ocean Shores	Flat/apartment	1 or 2 storey block	0	11
Brunswick Heads - Ocean Shores	Flat/apartment	1 or 2 storey block	1	69
Brunswick Heads - Ocean Shores	Flat/apartment	1 or 2 storey block	2	101
Brunswick Heads - Ocean Shores	Flat/apartment	1 or 2 storey block	3	46
Brunswick Heads - Ocean Shores	Flat/apartment	1 or 2 storey block	4	14
Brunswick Heads - Ocean Shores	Flat/apartment	3 storey block		4
Brunswick Heads - Ocean Shores	Flat/apartment	3 storey block	1	12
Brunswick Heads - Ocean Shores	Flat/apartment	3 storey block	2	31
Brunswick Heads - Ocean Shores	Flat/apartment	Attached to a house	1	19
Brunswick Heads - Ocean Shores	Flat/apartment	Attached to a house	2	13
Brunswick Heads - Ocean Shores	Flat/apartment	Attached to a house	3	9
Brunswick Heads - Ocean Shores	Flat/apartment	Attached to a house	4	4
Brunswick Heads - Ocean Shores	Separate house			56
Brunswick Heads - Ocean Shores	Separate house		0	17
Brunswick Heads - Ocean Shores	Separate house		1	75
Brunswick Heads - Ocean Shores	Separate house		2	302
Brunswick Heads - Ocean Shores	Separate house		3	1405
Brunswick Heads - Ocean Shores	Separate house		4	771
Brunswick Heads - Ocean Shores	Separate house		5	139
Brunswick Heads - Ocean Shores	Separate house		6	24
Byron Bay				8
Byron Bay			0	3
Byron Bay			1	10
Byron Bay			2	10
Byron Bay			3	5
Byron Bay			4	3
Byron Bay			5	5
Byron Bay			6	3
Byron Bay		1 storey		10
Byron Bay		1 storey	1	28
Byron Bay		1 storey	2	147
Byron Bay		1 storey	3	148
Byron Bay		1 storey	4	12
Byron Bay		2 storeys or more		17
Byron Bay		2 storeys or more	0	5
Byron Bay		2 storeys or more	1	45
Byron Bay		2 storeys or more	2	173
Byron Bay		2 storeys or more	3	376
Byron Bay		2 storeys or more	4	45
Byron Bay		2 storeys or more	5	7
Byron Bay	(Other)			6
Byron Bay	(Other)		0	31
Byron Bay	(Other)		1	67
Byron Bay	(Other)		2	41
Byron Bay	(Other)		3	13
Byron Bay	(Other)		4	3
Byron Bay	Flat/apartment		0	3
Byron Bay	Flat/apartment	1 or 2 storey block		10
Byron Bay	Flat/apartment	1 or 2 storey block	0	3
Byron Bay	Flat/apartment	1 or 2 storey block	1	82
Byron Bay	Flat/apartment	1 or 2 storey block	2	83
Byron Bay	Flat/apartment	1 or 2 storey block	3	66
Byron Bay	Flat/apartment	1 or 2 storey block	4	3
Byron Bay	Flat/apartment	3 storey block	1	3
Byron Bay	Flat/apartment	3 storey block	2	6
Byron Bay	Flat/apartment	3 storey block	3	18
Byron Bay	Flat/apartment	3 storey block	4	4
Byron Bay	Flat/apartment	Attached to a house	1	16
Byron Bay	Flat/apartment	Attached to a house	2	6
Byron Bay	Flat/apartment	Attached to a house	5	5
Byron Bay	Separate house			38
Byron Bay	Separate house		0	31
Byron Bay	Separate house		1	130
Byron Bay	Separate house		2	245
Byron Bay	Separate house		3	981
Byron Bay	Separate house		4	794
Byron Bay	Separate house		5	177
Byron Bay	Separate house		6	51
Evans Head			0	3
Evans Head			1	10
Evans Head			2	3
Evans Head			3	4
Evans Head		1 storey		4
Evans Head		1 storey	0	5
Evans Head		1 storey	1	27
Evans Head		1 storey	2	113
Evans Head		1 storey	3	107
Evans Head		1 storey	4	8
Evans Head		2 storeys or more	1	14
Evans Head		2 storeys or more	2	78
Evans Head		2 storeys or more	3	81
Evans Head		2 storeys or more	4	10
Evans Head		2 storeys or more	5	8
Evans Head	(Other)			5
Evans Head	(Other)		0	17
Evans Head	(Other)		1	48
Evans Head	(Other)		2	33
Evans Head	(Other)		3	12
Evans Head	Flat/apartment	1 or 2 storey block		9
Evans Head	Flat/apartment	1 or 2 storey block	1	15
Evans Head	Flat/apartment	1 or 2 storey block	2	45
Evans Head	Flat/apartment	1 or 2 storey block	3	16
Evans Head	Flat/apartment	3 storey block	2	3
Evans Head	Separate house			28
Evans Head	Separate house		0	13
Evans Head	Separate house		1	28
Evans Head	Separate house		2	279
Evans Head	Separate house		3	715
Evans Head	Separate house		4	426
Evans Head	Separate house		5	77
Evans Head	Separate house		6	21
Lennox Head - Skennars Head		1 storey		4
Lennox Head - Skennars Head		1 storey	2	63
Lennox Head - Skennars Head		1 storey	3	205
Lennox Head - Skennars Head		1 storey	4	30
Lennox Head - Skennars Head		1 storey	5	3
Lennox Head - Skennars Head		2 storeys or more	1	3
Lennox Head - Skennars Head		2 storeys or more	2	70
Lennox Head - Skennars Head		2 storeys or more	3	206
Lennox Head - Skennars Head		2 storeys or more	4	39
Lennox Head - Skennars Head		2 storeys or more	5	7
Lennox Head - Skennars Head	(Other)		1	3
Lennox Head - Skennars Head	(Other)		3	3
Lennox Head - Skennars Head	Flat/apartment	1 or 2 storey block	1	3
Lennox Head - Skennars Head	Flat/apartment	1 or 2 storey block	2	48
Lennox Head - Skennars Head	Flat/apartment	1 or 2 storey block	3	39
Lennox Head - Skennars Head	Flat/apartment	1 or 2 storey block	4	7
Lennox Head - Skennars Head	Flat/apartment	3 storey block	3	9
Lennox Head - Skennars Head	Flat/apartment	Attached to a house	1	9
Lennox Head - Skennars Head	Flat/apartment	Attached to a house	2	3
Lennox Head - Skennars Head	Flat/apartment	Attached to a house	3	7
Lennox Head - Skennars Head	Separate house			25
Lennox Head - Skennars Head	Separate house		0	7
Lennox Head - Skennars Head	Separate house		1	49
Lennox Head - Skennars Head	Separate house		2	228
Lennox Head - Skennars Head	Separate house		3	872
Lennox Head - Skennars Head	Separate house		4	1080
Lennox Head - Skennars Head	Separate house		5	248
Lennox Head - Skennars Head	Separate house		6	34
Mullumbimby			0	4
Mullumbimby			1	5
Mullumbimby			3	3
Mullumbimby		1 storey	2	23
Mullumbimby		1 storey	3	12
Mullumbimby		1 storey	4	3
Mullumbimby		1 storey	5	4
Mullumbimby		2 storeys or more	1	6
Mullumbimby		2 storeys or more	2	11
Mullumbimby		2 storeys or more	3	3
Mullumbimby	(Other)			4
Mullumbimby	(Other)		0	3
Mullumbimby	(Other)		1	31
Mullumbimby	(Other)		2	10
Mullumbimby	(Other)		3	9
Mullumbimby	Flat/apartment	1 or 2 storey block	0	3
Mullumbimby	Flat/apartment	1 or 2 storey block	1	25
Mullumbimby	Flat/apartment	1 or 2 storey block	2	20
Mullumbimby	Flat/apartment	1 or 2 storey block	3	7
Mullumbimby	Flat/apartment	3 storey block	2	4
Mullumbimby	Flat/apartment	Attached to a house	1	17
Mullumbimby	Flat/apartment	Attached to a house	2	10
Mullumbimby	Flat/apartment	Attached to a house	3	4
Mullumbimby	Flat/apartment	Attached to a house	4	6
Mullumbimby	Flat/apartment	Attached to a house	5	3
Mullumbimby	Separate house			45
Mullumbimby	Separate house		0	51
Mullumbimby	Separate house		1	242
Mullumbimby	Separate house		2	488
Mullumbimby	Separate house		3	1159
Mullumbimby	Separate house		4	618
Mullumbimby	Separate house		5	160
Mullumbimby	Separate house		6	63
Casino			1	3
Casino		1 storey		14
Casino		1 storey	0	5
Casino		1 storey	1	29
Casino		1 storey	2	197
Casino		1 storey	3	56
Casino		1 storey	4	6
Casino		2 storeys or more	2	20
Casino		2 storeys or more	3	17
Casino	(Other)			9
Casino	(Other)		0	15
Casino	(Other)		1	34
Casino	(Other)		2	9
Casino	(Other)		3	7
Casino	(Other)		4	4
Casino	Flat/apartment	1 or 2 storey block		8
Casino	Flat/apartment	1 or 2 storey block	1	44
Casino	Flat/apartment	1 or 2 storey block	2	135
Casino	Flat/apartment	1 or 2 storey block	3	27
Casino	Flat/apartment	Attached to a house	2	7
Casino	Flat/apartment	Attached to a house	3	3
Casino	Separate house			84
Casino	Separate house		0	9
Casino	Separate house		1	41
Casino	Separate house		2	507
Casino	Separate house		3	2051
Casino	Separate house		4	1133
Casino	Separate house		5	182
Casino	Separate house		6	40
Casino Surrounds			1	5
Casino Surrounds			3	9
Casino Surrounds		1 storey	2	10
Casino Surrounds		2 storeys or more	2	6
Casino Surrounds	(Other)			3
Casino Surrounds	(Other)		0	10
Casino Surrounds	(Other)		1	7
Casino Surrounds	(Other)		2	5
Casino Surrounds	(Other)		3	6
Casino Surrounds	(Other)		4	3
Casino Surrounds	Separate house			55
Casino Surrounds	Separate house		0	30
Casino Surrounds	Separate house		1	113
Casino Surrounds	Separate house		2	348
Casino Surrounds	Separate house		3	1078
Casino Surrounds	Separate house		4	674
Casino Surrounds	Separate house		5	139
Casino Surrounds	Separate house		6	51
Goonellabah		1 storey		18
Goonellabah		1 storey	0	3
Goonellabah		1 storey	1	70
Goonellabah		1 storey	2	459
Goonellabah		1 storey	3	189
Goonellabah		1 storey	4	11
Goonellabah		2 storeys or more		3
Goonellabah		2 storeys or more	1	7
Goonellabah		2 storeys or more	2	91
Goonellabah		2 storeys or more	3	86
Goonellabah		2 storeys or more	4	5
Goonellabah		2 storeys or more	5	5
Goonellabah	Flat/apartment	1 or 2 storey block	0	3
Goonellabah	Flat/apartment	1 or 2 storey block	1	27
Goonellabah	Flat/apartment	1 or 2 storey block	2	97
Goonellabah	Flat/apartment	1 or 2 storey block	3	73
Goonellabah	Flat/apartment	1 or 2 storey block	4	11
Goonellabah	Flat/apartment	3 storey block	3	3
Goonellabah	Flat/apartment	Attached to a house	2	5
Goonellabah	Flat/apartment	Attached to a house	4	3
Goonellabah	Separate house			47
Goonellabah	Separate house		0	4
Goonellabah	Separate house		1	20
Goonellabah	Separate house		2	173
Goonellabah	Separate house		3	2035
Goonellabah	Separate house		4	1559
Goonellabah	Separate house		5	298
Goonellabah	Separate house		6	52
Kyogle			2	9
Kyogle			4	5
Kyogle		1 storey	2	5
Kyogle		1 storey	3	7
Kyogle	(Other)		0	16
Kyogle	(Other)		1	11
Kyogle	(Other)		2	9
Kyogle	(Other)		3	9
Kyogle	Flat/apartment	1 or 2 storey block		6
Kyogle	Flat/apartment	1 or 2 storey block	0	4
Kyogle	Flat/apartment	1 or 2 storey block	1	15
Kyogle	Flat/apartment	1 or 2 storey block	2	57
Kyogle	Flat/apartment	1 or 2 storey block	3	10
Kyogle	Flat/apartment	3 storey block	2	3
Kyogle	Separate house			55
Kyogle	Separate house		0	30
Kyogle	Separate house		1	162
Kyogle	Separate house		2	566
Kyogle	Separate house		3	1267
Kyogle	Separate house		4	663
Kyogle	Separate house		5	99
Kyogle	Separate house		6	30
Lismore				3
Lismore			1	4
Lismore			2	10
Lismore			3	5
Lismore		1 storey		8
Lismore		1 storey	0	3
Lismore		1 storey	1	77
Lismore		1 storey	2	249
Lismore		1 storey	3	59
Lismore		1 storey	4	5
Lismore		2 storeys or more		9
Lismore		2 storeys or more	0	7
Lismore		2 storeys or more	1	53
Lismore		2 storeys or more	2	136
Lismore		2 storeys or more	3	86
Lismore		2 storeys or more	4	7
Lismore		2 storeys or more	5	4
Lismore		2 storeys or more	6	6
Lismore	(Other)			10
Lismore	(Other)		0	39
Lismore	(Other)		1	103
Lismore	(Other)		2	47
Lismore	(Other)		3	7
Lismore	Flat/apartment	1 or 2 storey block		9
Lismore	Flat/apartment	1 or 2 storey block	0	7
Lismore	Flat/apartment	1 or 2 storey block	1	100
Lismore	Flat/apartment	1 or 2 storey block	2	248
Lismore	Flat/apartment	1 or 2 storey block	3	44
Lismore	Flat/apartment	1 or 2 storey block	4	16
Lismore	Flat/apartment	3 storey block	1	6
Lismore	Flat/apartment	3 storey block	2	64
Lismore	Flat/apartment	Attached to a house	1	3
Lismore	Separate house			62
Lismore	Separate house		0	16
Lismore	Separate house		1	70
Lismore	Separate house		2	721
Lismore	Separate house		3	2593
Lismore	Separate house		4	1036
Lismore	Separate house		5	213
Lismore	Separate house		6	47
Lismore Surrounds			0	3
Lismore Surrounds			1	7
Lismore Surrounds			2	7
Lismore Surrounds			3	4
Lismore Surrounds			4	5
Lismore Surrounds		1 storey		5
Lismore Surrounds		1 storey	3	9
Lismore Surrounds		1 storey	4	7
Lismore Surrounds		2 storeys or more	5	5
Lismore Surrounds	(Other)			4
Lismore Surrounds	(Other)		0	7
Lismore Surrounds	(Other)		1	28
Lismore Surrounds	(Other)		2	8
Lismore Surrounds	(Other)		3	8
Lismore Surrounds	(Other)		4	3
Lismore Surrounds	(Other)		6	5
Lismore Surrounds	Flat/apartment		0	4
Lismore Surrounds	Flat/apartment	1 or 2 storey block	2	8
Lismore Surrounds	Flat/apartment	1 or 2 storey block	3	3
Lismore Surrounds	Flat/apartment	Attached to a house	1	11
Lismore Surrounds	Flat/apartment	Attached to a house	2	27
Lismore Surrounds	Flat/apartment	Attached to a house	3	19
Lismore Surrounds	Flat/apartment	Attached to a house	4	4
Lismore Surrounds	Separate house			97
Lismore Surrounds	Separate house		0	77
Lismore Surrounds	Separate house		1	357
Lismore Surrounds	Separate house		2	739
Lismore Surrounds	Separate house		3	2072
Lismore Surrounds	Separate house		4	1659
Lismore Surrounds	Separate house		5	388
Lismore Surrounds	Separate house		6	95
Kingscliff - Fingal Head			0	3
Kingscliff - Fingal Head			1	10
Kingscliff - Fingal Head			2	5
Kingscliff - Fingal Head			3	6
Kingscliff - Fingal Head		1 storey		3
Kingscliff - Fingal Head		1 storey	1	7
Kingscliff - Fingal Head		1 storey	2	165
Kingscliff - Fingal Head		1 storey	3	157
Kingscliff - Fingal Head		1 storey	4	5
Kingscliff - Fingal Head		2 storeys or more		3
Kingscliff - Fingal Head		2 storeys or more	1	14
Kingscliff - Fingal Head		2 storeys or more	2	153
Kingscliff - Fingal Head		2 storeys or more	3	260
Kingscliff - Fingal Head		2 storeys or more	4	19
Kingscliff - Fingal Head		2 storeys or more	5	8
Kingscliff - Fingal Head	(Other)			13
Kingscliff - Fingal Head	(Other)		0	18
Kingscliff - Fingal Head	(Other)		1	213
Kingscliff - Fingal Head	(Other)		2	171
Kingscliff - Fingal Head	(Other)		3	11
Kingscliff - Fingal Head	(Other)		4	6
Kingscliff - Fingal Head	(Other)		5	5
Kingscliff - Fingal Head	Flat/apartment	1 or 2 storey block		3
Kingscliff - Fingal Head	Flat/apartment	1 or 2 storey block	1	54
Kingscliff - Fingal Head	Flat/apartment	1 or 2 storey block	2	111
Kingscliff - Fingal Head	Flat/apartment	1 or 2 storey block	3	69
Kingscliff - Fingal Head	Flat/apartment	1 or 2 storey block	4	5
Kingscliff - Fingal Head	Flat/apartment	3 storey block		3
Kingscliff - Fingal Head	Flat/apartment	3 storey block	1	25
Kingscliff - Fingal Head	Flat/apartment	3 storey block	2	234
Kingscliff - Fingal Head	Flat/apartment	3 storey block	3	171
Kingscliff - Fingal Head	Flat/apartment	3 storey block	4	8
Kingscliff - Fingal Head	Flat/apartment	4-8 storey block		3
Kingscliff - Fingal Head	Flat/apartment	4-8 storey block	1	8
Kingscliff - Fingal Head	Flat/apartment	4-8 storey block	2	70
Kingscliff - Fingal Head	Flat/apartment	4-8 storey block	3	51
Kingscliff - Fingal Head	Flat/apartment	Attached to a house	1	7
Kingscliff - Fingal Head	Separate house			39
Kingscliff - Fingal Head	Separate house		0	9
Kingscliff - Fingal Head	Separate house		1	111
Kingscliff - Fingal Head	Separate house		2	464
Kingscliff - Fingal Head	Separate house		3	1153
Kingscliff - Fingal Head	Separate house		4	1343
Kingscliff - Fingal Head	Separate house		5	360
Kingscliff - Fingal Head	Separate house		6	66
Murwillumbah				3
Murwillumbah			0	4
Murwillumbah			3	4
Murwillumbah		1 storey	0	4
Murwillumbah		1 storey	1	13
Murwillumbah		1 storey	2	93
Murwillumbah		1 storey	3	48
Murwillumbah		1 storey	4	11
Murwillumbah		2 storeys or more	1	6
Murwillumbah		2 storeys or more	2	22
Murwillumbah		2 storeys or more	3	30
Murwillumbah	(Other)			6
Murwillumbah	(Other)		0	4
Murwillumbah	(Other)		1	9
Murwillumbah	(Other)		3	3
Murwillumbah	(Other)		4	3
Murwillumbah	Flat/apartment	1 or 2 storey block		15
Murwillumbah	Flat/apartment	1 or 2 storey block	0	11
Murwillumbah	Flat/apartment	1 or 2 storey block	1	75
Murwillumbah	Flat/apartment	1 or 2 storey block	2	281
Murwillumbah	Flat/apartment	1 or 2 storey block	3	46
Murwillumbah	Flat/apartment	1 or 2 storey block	4	6
Murwillumbah	Flat/apartment	1 or 2 storey block	5	4
Murwillumbah	Flat/apartment	1 or 2 storey block	6	3
Murwillumbah	Flat/apartment	3 storey block	1	6
Murwillumbah	Flat/apartment	3 storey block	2	30
Murwillumbah	Flat/apartment	3 storey block	3	3
Murwillumbah	Flat/apartment	4-8 storey block	2	11
Murwillumbah	Flat/apartment	4-8 storey block	3	4
Murwillumbah	Flat/apartment	Attached to a house	1	3
Murwillumbah	Flat/apartment	Attached to a house	3	3
Murwillumbah	Separate house			28
Murwillumbah	Separate house		0	10
Murwillumbah	Separate house		1	30
Murwillumbah	Separate house		2	325
Murwillumbah	Separate house		3	1475
Murwillumbah	Separate house		4	844
Murwillumbah	Separate house		5	145
Murwillumbah	Separate house		6	33
Murwillumbah Surrounds			0	4
Murwillumbah Surrounds			1	3
Murwillumbah Surrounds			2	3
Murwillumbah Surrounds			3	5
Murwillumbah Surrounds	(Other)		0	9
Murwillumbah Surrounds	(Other)		1	21
Murwillumbah Surrounds	(Other)		2	7
Murwillumbah Surrounds	(Other)		3	3
Murwillumbah Surrounds	Separate house			62
Murwillumbah Surrounds	Separate house		0	64
Murwillumbah Surrounds	Separate house		1	207
Murwillumbah Surrounds	Separate house		2	526
Murwillumbah Surrounds	Separate house		3	1377
Murwillumbah Surrounds	Separate house		4	901
Murwillumbah Surrounds	Separate house		5	230
Murwillumbah Surrounds	Separate house		6	71
Pottsville			2	3
Pottsville			4	5
Pottsville		1 storey		8
Pottsville		1 storey	0	3
Pottsville		1 storey	1	14
Pottsville		1 storey	2	139
Pottsville		1 storey	3	269
Pottsville		1 storey	4	17
Pottsville		1 storey	5	4
Pottsville		2 storeys or more		5
Pottsville		2 storeys or more	1	16
Pottsville		2 storeys or more	2	26
Pottsville		2 storeys or more	3	285
Pottsville		2 storeys or more	4	8
Pottsville	(Other)		0	10
Pottsville	(Other)		1	22
Pottsville	(Other)		2	39
Pottsville	(Other)		3	8
Pottsville	(Other)		4	4
Pottsville	Flat/apartment	1 or 2 storey block		10
Pottsville	Flat/apartment	1 or 2 storey block	0	8
Pottsville	Flat/apartment	1 or 2 storey block	1	23
Pottsville	Flat/apartment	1 or 2 storey block	2	77
Pottsville	Flat/apartment	1 or 2 storey block	3	27
Pottsville	Flat/apartment	1 or 2 storey block	4	5
Pottsville	Flat/apartment	3 storey block	1	16
Pottsville	Flat/apartment	3 storey block	2	127
Pottsville	Flat/apartment	3 storey block	3	20
Pottsville	Flat/apartment	Attached to a house	1	10
Pottsville	Flat/apartment	Attached to a house	3	3
Pottsville	Flat/apartment	Attached to a house	4	4
Pottsville	Flat/apartment	Attached to a house	5	4
Pottsville	Separate house			54
Pottsville	Separate house		0	17
Pottsville	Separate house		1	97
Pottsville	Separate house		2	314
Pottsville	Separate house		3	1607
Pottsville	Separate house		4	1436
Pottsville	Separate house		5	253
Pottsville	Separate house		6	54
Tweed Heads				5
Tweed Heads			0	3
Tweed Heads			1	6
Tweed Heads			2	14
Tweed Heads			3	3
Tweed Heads			6	3
Tweed Heads		1 storey		15
Tweed Heads		1 storey	1	32
Tweed Heads		1 storey	2	413
Tweed Heads		1 storey	3	338
Tweed Heads		1 storey	4	11
Tweed Heads		1 storey	5	3
Tweed Heads		1 storey	6	3
Tweed Heads		2 storeys or more		22
Tweed Heads		2 storeys or more	0	3
Tweed Heads		2 storeys or more	1	100
Tweed Heads		2 storeys or more	2	515
Tweed Heads		2 storeys or more	3	417
Tweed Heads		2 storeys or more	4	26
Tweed Heads		2 storeys or more	5	4
Tweed Heads		2 storeys or more	6	3
Tweed Heads	(Other)		0	8
Tweed Heads	(Other)		1	8
Tweed Heads	(Other)		2	26
Tweed Heads	(Other)		3	3
Tweed Heads	Flat/apartment	1 or 2 storey block		25
Tweed Heads	Flat/apartment	1 or 2 storey block	0	23
Tweed Heads	Flat/apartment	1 or 2 storey block	1	79
Tweed Heads	Flat/apartment	1 or 2 storey block	2	518
Tweed Heads	Flat/apartment	1 or 2 storey block	3	163
Tweed Heads	Flat/apartment	1 or 2 storey block	4	9
Tweed Heads	Flat/apartment	3 storey block		13
Tweed Heads	Flat/apartment	3 storey block	1	17
Tweed Heads	Flat/apartment	3 storey block	2	549
Tweed Heads	Flat/apartment	3 storey block	3	108
Tweed Heads	Flat/apartment	4-8 storey block		16
Tweed Heads	Flat/apartment	4-8 storey block	1	52
Tweed Heads	Flat/apartment	4-8 storey block	2	284
Tweed Heads	Flat/apartment	4-8 storey block	3	109
Tweed Heads	Flat/apartment	4-8 storey block	4	7
Tweed Heads	Flat/apartment	9 or more storey block		9
Tweed Heads	Flat/apartment	9 or more storey block	1	46
Tweed Heads	Flat/apartment	9 or more storey block	2	326
Tweed Heads	Flat/apartment	9 or more storey block	3	81
Tweed Heads	Flat/apartment	Attached to a house	1	6
Tweed Heads	Flat/apartment	Attached to a house	2	8
Tweed Heads	Separate house			72
Tweed Heads	Separate house		0	18
Tweed Heads	Separate house		1	114
Tweed Heads	Separate house		2	604
Tweed Heads	Separate house		3	1811
Tweed Heads	Separate house		4	1264
Tweed Heads	Separate house		5	254
Tweed Heads	Separate house		6	76
Banora Point			1	3
Banora Point		1 storey		28
Banora Point		1 storey	1	92
Banora Point		1 storey	2	565
Banora Point		1 storey	3	949
Banora Point		1 storey	4	25
Banora Point		1 storey	5	3
Banora Point		2 storeys or more		4
Banora Point		2 storeys or more	1	5
Banora Point		2 storeys or more	2	147
Banora Point		2 storeys or more	3	282
Banora Point		2 storeys or more	4	25
Banora Point	Flat/apartment	1 or 2 storey block		6
Banora Point	Flat/apartment	1 or 2 storey block	0	3
Banora Point	Flat/apartment	1 or 2 storey block	1	43
Banora Point	Flat/apartment	1 or 2 storey block	2	77
Banora Point	Flat/apartment	1 or 2 storey block	3	29
Banora Point	Flat/apartment	1 or 2 storey block	4	3
Banora Point	Flat/apartment	3 storey block	1	20
Banora Point	Flat/apartment	3 storey block	2	16
Banora Point	Flat/apartment	Attached to a house	1	5
Banora Point	Flat/apartment	Attached to a house	2	3
Banora Point	Separate house			51
Banora Point	Separate house		0	4
Banora Point	Separate house		1	22
Banora Point	Separate house		2	134
Banora Point	Separate house		3	1660
