SA2_NAME21	MaxSchoolingCompleted	adults
Cranbourne	Year 9	1287
Cranbourne	Year 10	3041
Cranbourne	Year 11	2152
Cranbourne	Year 12	7790
Cranbourne South	Did not go to school	77
Cranbourne South	Year 8	477
Cranbourne South	Year 9	787
Cranbourne South	Year 10	2023
Cranbourne South	Year 11	1730
Cranbourne South	Year 12	7478
Cranbourne West	Did not go to school	361
Cranbourne West	Year 8	654
Cranbourne West	Year 9	873
Cranbourne West	Year 10	2202
Cranbourne West	Year 11	1620
Cranbourne West	Year 12	9353
Lynbrook - Lyndhurst	Did not go to school	361
Lynbrook - Lyndhurst	Year 8	563
Lynbrook - Lyndhurst	Year 9	536
Lynbrook - Lyndhurst	Year 10	1240
Lynbrook - Lyndhurst	Year 11	968
Lynbrook - Lyndhurst	Year 12	9171
Pearcedale - Tooradin	Did not go to school	15
Pearcedale - Tooradin	Year 8	284
Pearcedale - Tooradin	Year 9	572
Pearcedale - Tooradin	Year 10	1442
Pearcedale - Tooradin	Year 11	1115
Pearcedale - Tooradin	Year 12	2660
Narre Warren South - East	Did not go to school	234
Narre Warren South - East	Year 8	406
Narre Warren South - East	Year 9	570
Narre Warren South - East	Year 10	1412
Narre Warren South - East	Year 11	1368
Narre Warren South - East	Year 12	6116
Narre Warren South - West	Did not go to school	573
Narre Warren South - West	Year 8	643
Narre Warren South - West	Year 9	718
Narre Warren South - West	Year 10	1696
Narre Warren South - West	Year 11	1405
Narre Warren South - West	Year 12	7400
Clyde North - North	Did not go to school	69
Clyde North - North	Year 8	156
Clyde North - North	Year 9	280
Clyde North - North	Year 10	681
Clyde North - North	Year 11	610
Clyde North - North	Year 12	5398
Clyde North - South	Did not go to school	148
Clyde North - South	Year 8	252
Clyde North - South	Year 9	333
Clyde North - South	Year 10	947
Clyde North - South	Year 11	735
Clyde North - South	Year 12	7623
Cranbourne East - North	Did not go to school	357
Cranbourne East - North	Year 8	611
Cranbourne East - North	Year 9	913
Cranbourne East - North	Year 10	2304
Cranbourne East - North	Year 11	1621
Cranbourne East - North	Year 12	10380
Cranbourne East - South	Did not go to school	147
Cranbourne East - South	Year 8	336
Cranbourne East - South	Year 9	454
Cranbourne East - South	Year 10	1101
Cranbourne East - South	Year 11	757
Cranbourne East - South	Year 12	5668
Cranbourne North - East	Did not go to school	261
Cranbourne North - East	Year 8	306
Cranbourne North - East	Year 9	405
Cranbourne North - East	Year 10	903
Cranbourne North - East	Year 11	765
Cranbourne North - East	Year 12	6062
Cranbourne North - West	Did not go to school	238
Cranbourne North - West	Year 8	432
Cranbourne North - West	Year 9	716
Cranbourne North - West	Year 10	1571
Cranbourne North - West	Year 11	1096
Cranbourne North - West	Year 12	4631
Hampton Park - East	Did not go to school	467
Hampton Park - East	Year 8	596
Hampton Park - East	Year 9	510
Hampton Park - East	Year 10	1312
Hampton Park - East	Year 11	913
Hampton Park - East	Year 12	5421
Hampton Park - West	Did not go to school	475
Hampton Park - West	Year 8	711
Hampton Park - West	Year 9	654
Hampton Park - West	Year 10	1390
Hampton Park - West	Year 11	1076
Hampton Park - West	Year 12	5521
Clarinda - Oakleigh South	Did not go to school	321
Clarinda - Oakleigh South	Year 8	846
Clarinda - Oakleigh South	Year 9	431
Clarinda - Oakleigh South	Year 10	996
Clarinda - Oakleigh South	Year 11	770
Clarinda - Oakleigh South	Year 12	5886
Clayton South	Did not go to school	419
Clayton South	Year 8	856
Clayton South	Year 9	405
Clayton South	Year 10	853
Clayton South	Year 11	662
Clayton South	Year 12	7667
Dandenong North	Did not go to school	682
Dandenong North	Year 8	1370
Dandenong North	Year 9	971
Dandenong North	Year 10	2209
Dandenong North	Year 11	1588
Dandenong North	Year 12	10424
Dingley Village	Did not go to school	61
Dingley Village	Year 8	381
Dingley Village	Year 9	497
Dingley Village	Year 10	1213
Dingley Village	Year 11	1140
Dingley Village	Year 12	5059
Noble Park North	Did not go to school	202
Noble Park North	Year 8	478
Noble Park North	Year 9	355
Noble Park North	Year 10	738
Noble Park North	Year 11	572
Noble Park North	Year 12	3496
Springvale	Did not go to school	1421
Springvale	Year 8	1670
Springvale	Year 9	921
Springvale	Year 10	1563
Springvale	Year 11	1071
Springvale	Year 12	11110
Springvale South	Did not go to school	836
Springvale South	Year 8	996
Springvale South	Year 9	628
Springvale South	Year 10	1183
Springvale South	Year 11	750
Springvale South	Year 12	5614
Noble Park - East	Did not go to school	320
Noble Park - East	Year 8	732
Noble Park - East	Year 9	442
Noble Park - East	Year 10	948
Noble Park - East	Year 11	710
Noble Park - East	Year 12	6677
Noble Park - West	Did not go to school	924
Noble Park - West	Year 8	1318
Noble Park - West	Year 9	848
Noble Park - West	Year 10	1709
Noble Park - West	Year 11	1224
Noble Park - West	Year 12	9422
Dandenong - North	Did not go to school	1149
Dandenong - North	Year 8	1410
Dandenong - North	Year 9	773
Dandenong - North	Year 10	1673
Dandenong - North	Year 11	1182
Dandenong - North	Year 12	9564
Dandenong - South	Did not go to school	681
Dandenong - South	Year 8	853
Dandenong - South	Year 9	436
Dandenong - South	Year 10	810
Dandenong - South	Year 11	469
Dandenong - South	Year 12	3474
Keysborough - North	Did not go to school	634
Keysborough - North	Year 8	1051
Keysborough - North	Year 9	756
Keysborough - North	Year 10	1572
Keysborough - North	Year 11	1100
Keysborough - North	Year 12	6885
Keysborough - South	Did not go to school	314
Keysborough - South	Year 8	470
Keysborough - South	Year 9	401
Keysborough - South	Year 10	915
Keysborough - South	Year 11	721
Keysborough - South	Year 12	8581
Ashwood - Chadstone	Did not go to school	233
Ashwood - Chadstone	Year 8	681
Ashwood - Chadstone	Year 9	589
Ashwood - Chadstone	Year 10	1162
Ashwood - Chadstone	Year 11	1141
Ashwood - Chadstone	Year 12	11690
Glen Waverley - East	Did not go to school	173
Glen Waverley - East	Year 8	576
Glen Waverley - East	Year 9	651
Glen Waverley - East	Year 10	1398
Glen Waverley - East	Year 11	1321
Glen Waverley - East	Year 12	13180
Glen Waverley - West	Did not go to school	242
Glen Waverley - West	Year 8	648
Glen Waverley - West	Year 9	652
Glen Waverley - West	Year 10	1269
Glen Waverley - West	Year 11	1145
Glen Waverley - West	Year 12	12729
Mount Waverley - North	Did not go to school	116
Mount Waverley - North	Year 8	434
Mount Waverley - North	Year 9	461
Mount Waverley - North	Year 10	938
Mount Waverley - North	Year 11	985
Mount Waverley - North	Year 12	9948
Mount Waverley - South	Did not go to school	159
Mount Waverley - South	Year 8	640
Mount Waverley - South	Year 9	579
Mount Waverley - South	Year 10	1179
Mount Waverley - South	Year 11	1188
Mount Waverley - South	Year 12	11549
Mulgrave	Did not go to school	290
Mulgrave	Year 8	959
Mulgrave	Year 9	734
Mulgrave	Year 10	1576
Mulgrave	Year 11	1360
Mulgrave	Year 12	10795
Oakleigh - Huntingdale	Did not go to school	290
Oakleigh - Huntingdale	Year 8	1242
Oakleigh - Huntingdale	Year 9	693
Oakleigh - Huntingdale	Year 10	1370
Oakleigh - Huntingdale	Year 11	1399
Oakleigh - Huntingdale	Year 12	13473
Wheelers Hill	Did not go to school	202
Wheelers Hill	Year 8	901
Wheelers Hill	Year 9	751
Wheelers Hill	Year 10	1574
Wheelers Hill	Year 11	1555
Wheelers Hill	Year 12	11514
Clayton (North) - Notting Hill	Did not go to school	74
Clayton (North) - Notting Hill	Year 8	170
Clayton (North) - Notting Hill	Year 9	121
Clayton (North) - Notting Hill	Year 10	287
Clayton (North) - Notting Hill	Year 11	314
Clayton (North) - Notting Hill	Year 12	7297
Clayton - Central	Did not go to school	189
Clayton - Central	Year 8	477
Clayton - Central	Year 9	272
Clayton - Central	Year 10	504
Clayton - Central	Year 11	440
Clayton - Central	Year 12	8062
Ardeer - Albion	Did not go to school	237
Ardeer - Albion	Year 8	419
Ardeer - Albion	Year 9	321
Ardeer - Albion	Year 10	598
Ardeer - Albion	Year 11	476
Ardeer - Albion	Year 12	3664
Cairnlea	Did not go to school	329
Cairnlea	Year 8	561
Cairnlea	Year 9	349
Cairnlea	Year 10	738
Cairnlea	Year 11	597
Cairnlea	Year 12	5181
Delahey	Did not go to school	280
Delahey	Year 8	605
Delahey	Year 9	385
Delahey	Year 10	776
Delahey	Year 11	635
Delahey	Year 12	3711
Keilor Downs	Did not go to school	279
Keilor Downs	Year 8	974
Keilor Downs	Year 9	607
Keilor Downs	Year 10	1338
Keilor Downs	Year 11	1166
Keilor Downs	Year 12	6047
Kings Park (Vic.)	Did not go to school	711
Kings Park (Vic.)	Year 8	1272
Kings Park (Vic.)	Year 9	696
Kings Park (Vic.)	Year 10	1393
Kings Park (Vic.)	Year 11	940
Kings Park (Vic.)	Year 12	5564
St Albans - North	Did not go to school	817
St Albans - North	Year 8	1740
St Albans - North	Year 9	922
St Albans - North	Year 10	1722
St Albans - North	Year 11	1330
St Albans - North	Year 12	8807
St Albans - South	Did not go to school	754
St Albans - South	Year 8	1461
St Albans - South	Year 9	765
St Albans - South	Year 10	1450
St Albans - South	Year 11	941
St Albans - South	Year 12	7628
Sunshine	Did not go to school	256
Sunshine	Year 8	515
Sunshine	Year 9	425
Sunshine	Year 10	686
Sunshine	Year 11	571
Sunshine	Year 12	4845
Sunshine North	Did not go to school	572
Sunshine North	Year 8	1018
Sunshine North	Year 9	523
Sunshine North	Year 10	984
Sunshine North	Year 11	732
Sunshine North	Year 12	5443
Sunshine West	Did not go to school	709
Sunshine West	Year 8	1720
Sunshine West	Year 9	777
Sunshine West	Year 10	1633
Sunshine West	Year 11	1169
Sunshine West	Year 12	8243
Sydenham	Did not go to school	169
Sydenham	Year 8	628
Sydenham	Year 9	496
Sydenham	Year 10	1103
Sydenham	Year 11	951
Sydenham	Year 12	5903
Taylors Lakes	Did not go to school	198
Taylors Lakes	Year 8	893
Taylors Lakes	Year 9	717
Taylors Lakes	Year 10	1748
Taylors Lakes	Year 11	1831
Taylors Lakes	Year 12	8635
Deer Park	Did not go to school	537
Deer Park	Year 8	1270
Deer Park	Year 9	729
Deer Park	Year 10	1626
Deer Park	Year 11	1191
Deer Park	Year 12	7822
Derrimut	Did not go to school	172
Derrimut	Year 8	269
Derrimut	Year 9	250
Derrimut	Year 10	579
Derrimut	Year 11	438
Derrimut	Year 12	4198
Altona	Did not go to school	86
Altona	Year 8	576
Altona	Year 9	628
Altona	Year 10	1364
Altona	Year 11	1259
Altona	Year 12	6675
Altona Meadows	Did not go to school	275
Altona Meadows	Year 8	1083
Altona Meadows	Year 9	932
Altona Meadows	Year 10	2158
Altona Meadows	Year 11	1825
Altona Meadows	Year 12	8286
Altona North	Did not go to school	442
Altona North	Year 8	1149
Altona North	Year 9	557
Altona North	Year 10	1172
Altona North	Year 11	957
Altona North	Year 12	6923
Newport	Did not go to school	144
Newport	Year 8	485
Newport	Year 9	486
Newport	Year 10	1184
Newport	Year 11	1320
Newport	Year 12	10397
Seabrook	Did not go to school	39
Seabrook	Year 8	181
Seabrook	Year 9	206
Seabrook	Year 10	468
Seabrook	Year 11	480
Seabrook	Year 12	2355
Williamstown	Did not go to school	81
Williamstown	Year 8	429
Williamstown	Year 9	557
Williamstown	Year 10	1289
Williamstown	Year 11	1338
Williamstown	Year 12	8914
Braybrook	Did not go to school	563
Braybrook	Year 8	872
Braybrook	Year 9	678
Braybrook	Year 10	1281
Braybrook	Year 11	1006
Braybrook	Year 12	10465
Footscray	Did not go to school	297
Footscray	Year 8	576
Footscray	Year 9	339
Footscray	Year 10	858
Footscray	Year 11	788
Footscray	Year 12	11012
Maribyrnong	Did not go to school	168
Maribyrnong	Year 8	361
Maribyrnong	Year 9	331
Maribyrnong	Year 10	789
Maribyrnong	Year 11	768
Maribyrnong	Year 12	8007
Seddon - Kingsville	Did not go to school	119
Seddon - Kingsville	Year 8	301
Seddon - Kingsville	Year 9	226
Seddon - Kingsville	Year 10	445
Seddon - Kingsville	Year 11	473
Seddon - Kingsville	Year 12	5613
West Footscray - Tottenham	Did not go to school	146
West Footscray - Tottenham	Year 8	497
West Footscray - Tottenham	Year 9	297
West Footscray - Tottenham	Year 10	719
West Footscray - Tottenham	Year 11	655
West Footscray - Tottenham	Year 12	6740
Yarraville	Did not go to school	150
Yarraville	Year 8	552
Yarraville	Year 9	404
Yarraville	Year 10	897
Yarraville	Year 11	882
Yarraville	Year 12	9120
Bacchus Marsh	Did not go to school	88
Bacchus Marsh	Year 8	915
Bacchus Marsh	Year 9	1488
Bacchus Marsh	Year 10	3515
Bacchus Marsh	Year 11	2965
Bacchus Marsh	Year 12	9684
Melton West	Did not go to school	204
Melton West	Year 8	761
Melton West	Year 9	1144
Melton West	Year 10	2774
Melton West	Year 11	2014
Melton West	Year 12	7799
Rockbank - Mount Cottrell	Did not go to school	140
Rockbank - Mount Cottrell	Year 8	316
Rockbank - Mount Cottrell	Year 9	373
Rockbank - Mount Cottrell	Year 10	2522
Rockbank - Mount Cottrell	Year 11	660
Rockbank - Mount Cottrell	Year 12	7951
Taylors Hill	Did not go to school	209
Taylors Hill	Year 8	642
Taylors Hill	Year 9	656
Taylors Hill	Year 10	1617
Taylors Hill	Year 11	1373
Taylors Hill	Year 12	9581
Burnside	Did not go to school	100
Burnside	Year 8	336
Burnside	Year 9	242
Burnside	Year 10	509
Burnside	Year 11	397
Burnside	Year 12	2696
Burnside Heights	Did not go to school	113
Burnside Heights	Year 8	189
Burnside Heights	Year 9	175
Burnside Heights	Year 10	389
Burnside Heights	Year 11	338
Burnside Heights	Year 12	3196
Caroline Springs	Did not go to school	250
Caroline Springs	Year 8	665
Caroline Springs	Year 9	686
Caroline Springs	Year 10	1687
Caroline Springs	Year 11	1504
Caroline Springs	Year 12	10283
Brookfield	Did not go to school	135
Brookfield	Year 8	372
Brookfield	Year 9	506
Brookfield	Year 10	1179
Brookfield	Year 11	918
Brookfield	Year 12	3763
Cobblebank - Strathtulloh	Did not go to school	50
Cobblebank - Strathtulloh	Year 8	127
Cobblebank - Strathtulloh	Year 9	166
Cobblebank - Strathtulloh	Year 10	516
Cobblebank - Strathtulloh	Year 11	351
Cobblebank - Strathtulloh	Year 12	3717
Eynesbury - Exford	Year 8	52
Eynesbury - Exford	Year 9	140
Eynesbury - Exford	Year 10	340
Eynesbury - Exford	Year 11	284
Eynesbury - Exford	Year 12	1245
Fraser Rise - Plumpton	Did not go to school	83
Fraser Rise - Plumpton	Year 8	259
Fraser Rise - Plumpton	Year 9	257
Fraser Rise - Plumpton	Year 10	678
Fraser Rise - Plumpton	Year 11	599
Fraser Rise - Plumpton	Year 12	5160
Hillside	Did not go to school	138
Hillside	Year 8	594
Hillside	Year 9	683
Hillside	Year 10	1666
Hillside	Year 11	1611
Hillside	Year 12	7868
Kurunjang - Toolern Vale	Did not go to school	99
Kurunjang - Toolern Vale	Year 8	449
Kurunjang - Toolern Vale	Year 9	753
Kurunjang - Toolern Vale	Year 10	1695
Kurunjang - Toolern Vale	Year 11	1347
Kurunjang - Toolern Vale	Year 12	4160
Melton	Did not go to school	91
Melton	Year 8	503
Melton	Year 9	553
Melton	Year 10	1262
Melton	Year 11	823
Melton	Year 12	2472
Melton South - Weir Views	Did not go to school	272
Melton South - Weir Views	Year 8	694
Melton South - Weir Views	Year 9	903
Melton South - Weir Views	Year 10	2000
Melton South - Weir Views	Year 11	1419
Melton South - Weir Views	Year 12	5722
Hoppers Crossing - North	Did not go to school	228
Hoppers Crossing - North	Year 8	763
Hoppers Crossing - North	Year 9	900
Hoppers Crossing - North	Year 10	2318
Hoppers Crossing - North	Year 11	1896
Hoppers Crossing - North	Year 12	8096
Hoppers Crossing - South	Did not go to school	309
Hoppers Crossing - South	Year 8	819
Hoppers Crossing - South	Year 9	976
Hoppers Crossing - South	Year 10	2302
Hoppers Crossing - South	Year 11	1683
Hoppers Crossing - South	Year 12	7963
Laverton	Did not go to school	164
Laverton	Year 8	255
Laverton	Year 9	347
Laverton	Year 10	709
Laverton	Year 11	565
Laverton	Year 12	6357
Werribee - South	Did not go to school	226
Werribee - South	Year 8	686
Werribee - South	Year 9	828
Werribee - South	Year 10	1883
Werribee - South	Year 11	1507
Werribee - South	Year 12	7490
Point Cook - East	Did not go to school	86
Point Cook - East	Year 8	249
Point Cook - East	Year 9	461
Point Cook - East	Year 10	1175
Point Cook - East	Year 11	1085
Point Cook - East	Year 12	10177
Point Cook - South	Did not go to school	97
Point Cook - South	Year 8	203
Point Cook - South	Year 9	361
Point Cook - South	Year 10	849
Point Cook - South	Year 11	773
Point Cook - South	Year 12	10147
Werribee - East	Did not go to school	440
Werribee - East	Year 8	991
Werribee - East	Year 9	1137
Werribee - East	Year 10	2352
Werribee - East	Year 11	1796
Werribee - East	Year 12	7362
Werribee - West	Did not go to school	213
Werribee - West	Year 8	580
Werribee - West	Year 9	904
Werribee - West	Year 10	2396
Werribee - West	Year 11	1983
Werribee - West	Year 12	10108
Manor Lakes - Quandong	Did not go to school	72
Manor Lakes - Quandong	Year 8	161
Manor Lakes - Quandong	Year 9	285
Manor Lakes - Quandong	Year 10	665
Manor Lakes - Quandong	Year 11	556
Manor Lakes - Quandong	Year 12	5311
Point Cook - North East	Did not go to school	113
Point Cook - North East	Year 8	342
Point Cook - North East	Year 9	484
Point Cook - North East	Year 10	1186
Point Cook - North East	Year 11	1066
Point Cook - North East	Year 12	7287
Point Cook - North West	Did not go to school	68
Point Cook - North West	Year 8	169
Point Cook - North West	Year 9	267
Point Cook - North West	Year 10	642
Point Cook - North West	Year 11	499
Point Cook - North West	Year 12	5172
Tarneit (West) - Mount Cottrell	Did not go to school	97
Tarneit (West) - Mount Cottrell	Year 8	145
Tarneit (West) - Mount Cottrell	Year 9	152
Tarneit (West) - Mount Cottrell	Year 10	399
Tarneit (West) - Mount Cottrell	Year 11	323
Tarneit (West) - Mount Cottrell	Year 12	5312
Tarneit - Central	Did not go to school	233
Tarneit - Central	Year 8	550
Tarneit - Central	Year 9	669
Tarneit - Central	Year 10	1650
Tarneit - Central	Year 11	1237
Tarneit - Central	Year 12	14527
Tarneit - North	Did not go to school	51
Tarneit - North	Year 8	81
Tarneit - North	Year 9	101
Tarneit - North	Year 10	248
Tarneit - North	Year 11	196
Tarneit - North	Year 12	4006
Tarneit - South	Did not go to school	115
Tarneit - South	Year 8	279
Tarneit - South	Year 9	348
Tarneit - South	Year 10	843
Tarneit - South	Year 11	629
Tarneit - South	Year 12	5304
Truganina - North	Did not go to school	59
Truganina - North	Year 8	100
Truganina - North	Year 9	98
Truganina - North	Year 10	1050
Truganina - North	Year 11	222
Truganina - North	Year 12	4867
Truganina - South East	Did not go to school	71
Truganina - South East	Year 8	102
Truganina - South East	Year 9	124
Truganina - South East	Year 10	348
Truganina - South East	Year 11	301
Truganina - South East	Year 12	5508
Truganina - South West	Did not go to school	170
Truganina - South West	Year 8	347
Truganina - South West	Year 9	438
Truganina - South West	Year 10	1020
Truganina - South West	Year 11	726
Truganina - South West	Year 12	9450
Wyndham Vale - North	Did not go to school	116
Wyndham Vale - North	Year 8	181
Wyndham Vale - North	Year 9	280
Wyndham Vale - North	Year 10	770
Wyndham Vale - North	Year 11	586
Wyndham Vale - North	Year 12	4172
Wyndham Vale - South	Did not go to school	264
Wyndham Vale - South	Year 8	466
Wyndham Vale - South	Year 9	666
Wyndham Vale - South	Year 10	1599
Wyndham Vale - South	Year 11	1251
Wyndham Vale - South	Year 12	5476
Carrum Downs	Did not go to school	123
Carrum Downs	Year 8	790
Carrum Downs	Year 9	1253
Carrum Downs	Year 10	3210
Carrum Downs	Year 11	2488
Carrum Downs	Year 12	8901
Frankston	Did not go to school	88
Frankston	Year 8	745
Frankston	Year 9	1201
Frankston	Year 10	2998
Frankston	Year 11	2552
Frankston	Year 12	10544
Frankston North	Did not go to school	83
Frankston North	Year 8	831
Frankston North	Year 9	1280
Frankston North	Year 10	2894
Frankston North	Year 11	2169
Frankston North	Year 12	7213
Frankston South	Did not go to school	55
Frankston South	Year 8	546
Frankston South	Year 9	827
Frankston South	Year 10	2052
Frankston South	Year 11	2101
Frankston South	Year 12	8901
Langwarrin	Did not go to school	86
Langwarrin	Year 8	757
Langwarrin	Year 9	1400
Langwarrin	Year 10	3702
Langwarrin	Year 11	3224
Langwarrin	Year 12	10030
Seaford (Vic.)	Did not go to school	60
Seaford (Vic.)	Year 8	541
Seaford (Vic.)	Year 9	955
Seaford (Vic.)	Year 10	2329
Seaford (Vic.)	Year 11	1946
Seaford (Vic.)	Year 12	7392
Skye - Sandhurst	Did not go to school	40
Skye - Sandhurst	Year 8	295
Skye - Sandhurst	Year 9	652
Skye - Sandhurst	Year 10	1687
Skye - Sandhurst	Year 11	1473
Skye - Sandhurst	Year 12	5947
Dromana	Did not go to school	66
Dromana	Year 8	559
Dromana	Year 9	741
Dromana	Year 10	2045
Dromana	Year 11	1725
Dromana	Year 12	5511
Flinders	Did not go to school	23
Flinders	Year 8	93
Flinders	Year 9	191
Flinders	Year 10	557
Flinders	Year 11	620
Flinders	Year 12	3316
Hastings - Somers	Did not go to school	53
Hastings - Somers	Year 8	899
Hastings - Somers	Year 9	1508
Hastings - Somers	Year 10	3733
Hastings - Somers	Year 11	2908
Hastings - Somers	Year 12	9344
Mount Eliza	Did not go to school	28
Mount Eliza	Year 8	297
Mount Eliza	Year 9	670
Mount Eliza	Year 10	1636
Mount Eliza	Year 11	1789
Mount Eliza	Year 12	9839
Mount Martha	Did not go to school	50
Mount Martha	Year 8	439
Mount Martha	Year 9	860
Mount Martha	Year 10	2283
Mount Martha	Year 11	2215
Mount Martha	Year 12	9516
Point Nepean	Did not go to school	60
Point Nepean	Year 8	612
Point Nepean	Year 9	967
Point Nepean	Year 10	2430
Point Nepean	Year 11	2450
Point Nepean	Year 12	8826
Rosebud - McCrae	Did not go to school	103
Rosebud - McCrae	Year 8	1153
Rosebud - McCrae	Year 9	1645
Rosebud - McCrae	Year 10	3754
Rosebud - McCrae	Year 11	3067
Rosebud - McCrae	Year 12	8302
Somerville	Did not go to school	67
Somerville	Year 8	623
Somerville	Year 9	1207
Somerville	Year 10	2882
Somerville	Year 11	2429
Somerville	Year 12	7350
Mornington - East	Did not go to school	41
Mornington - East	Year 8	597
Mornington - East	Year 9	973
Mornington - East	Year 10	2216
Mornington - East	Year 11	1858
Mornington - East	Year 12	6130
Mornington - West	Did not go to school	14
Mornington - West	Year 8	305
Mornington - West	Year 9	479
Mornington - West	Year 10	1345
Mornington - West	Year 11	1387
Mornington - West	Year 12	5168
Ararat	Did not go to school	70
Ararat	Year 8	458
Ararat	Year 9	639
Ararat	Year 10	1789
Ararat	Year 11	1154
Ararat	Year 12	2518
Ararat Surrounds	Did not go to school	9
Ararat Surrounds	Year 8	109
Ararat Surrounds	Year 9	197
Ararat Surrounds	Year 10	446
Ararat Surrounds	Year 11	516
Ararat Surrounds	Year 12	1115
Horsham	Did not go to school	56
Horsham	Year 8	902
Horsham	Year 9	1116
Horsham	Year 10	2501
Horsham	Year 11	2697
Horsham	Year 12	5621
Horsham Surrounds	Did not go to school	9
Horsham Surrounds	Year 8	108
Horsham Surrounds	Year 9	209
Horsham Surrounds	Year 10	506
Horsham Surrounds	Year 11	578
Horsham Surrounds	Year 12	1229
Nhill Region	Did not go to school	82
Nhill Region	Year 8	495
Nhill Region	Year 9	542
Nhill Region	Year 10	1157
Nhill Region	Year 11	1107
Nhill Region	Year 12	1999
St Arnaud	Did not go to school	18
St Arnaud	Year 8	210
St Arnaud	Year 9	293
St Arnaud	Year 10	590
St Arnaud	Year 11	504
St Arnaud	Year 12	1010
Stawell	Did not go to school	42
Stawell	Year 8	425
Stawell	Year 9	618
Stawell	Year 10	1314
Stawell	Year 11	1178
Stawell	Year 12	2836
West Wimmera	Did not go to school	10
West Wimmera	Year 8	147
West Wimmera	Year 9	177
West Wimmera	Year 10	492
West Wimmera	Year 11	411
West Wimmera	Year 12	819
Yarriambiack	Did not go to school	38
Yarriambiack	Year 8	412
Yarriambiack	Year 9	540
Yarriambiack	Year 10	1082
Yarriambiack	Year 11	1075
Yarriambiack	Year 12	1786
Irymple	Did not go to school	42
Irymple	Year 8	360
Irymple	Year 9	516
Irymple	Year 10	1203
Irymple	Year 11	981
Irymple	Year 12	2450
Merbein	Did not go to school	19
Merbein	Year 8	284
Merbein	Year 9	370
Merbein	Year 10	912
Merbein	Year 11	625
Merbein	Year 12	1329
Mildura Surrounds	Did not go to school	12
Mildura Surrounds	Year 8	228
Mildura Surrounds	Year 9	288
Mildura Surrounds	Year 10	653
Mildura Surrounds	Year 11	546
Mildura Surrounds	Year 12	1016
Red Cliffs	Did not go to school	35
Red Cliffs	Year 8	366
Red Cliffs	Year 9	512
Red Cliffs	Year 10	1069
Red Cliffs	Year 11	761
Red Cliffs	Year 12	1689
Mildura - North	Did not go to school	303
Mildura - North	Year 8	1132
Mildura - North	Year 9	1327
Mildura - North	Year 10	2773
Mildura - North	Year 11	2011
Mildura - North	Year 12	5810
Mildura - South	Did not go to school	243
Mildura - South	Year 8	1024
Mildura - South	Year 9	1094
Mildura - South	Year 10	2482
Mildura - South	Year 11	1865
Mildura - South	Year 12	5541
Buloke	Did not go to school	10
Buloke	Year 8	394
Buloke	Year 9	470
Buloke	Year 10	990
Buloke	Year 11	947
Buloke	Year 12	1850
Gannawarra	Did not go to school	13
Gannawarra	Year 8	440
Gannawarra	Year 9	656
Gannawarra	Year 10	1365
Gannawarra	Year 11	1011
Gannawarra	Year 12	1632
Kerang	Did not go to school	16
Kerang	Year 8	286
Kerang	Year 9	385
Kerang	Year 10	705
Kerang	Year 11	611
Kerang	Year 12	996
Robinvale	Did not go to school	138
Robinvale	Year 8	279
Robinvale	Year 9	252
Robinvale	Year 10	442
Robinvale	Year 11	305
Robinvale	Year 12	1164
Swan Hill	Did not go to school	151
Swan Hill	Year 8	601
Swan Hill	Year 9	697
Swan Hill	Year 10	1584
Swan Hill	Year 11	1429
Swan Hill	Year 12	3847
Swan Hill Surrounds	Did not go to school	46
Swan Hill Surrounds	Year 8	321
Swan Hill Surrounds	Year 9	512
Swan Hill Surrounds	Year 10	1057
Swan Hill Surrounds	Year 11	896
Swan Hill Surrounds	Year 12	1871
Echuca	Did not go to school	67
Echuca	Year 8	824
Echuca	Year 9	1295
Echuca	Year 10	2686
Echuca	Year 11	2271
Echuca	Year 12	4892
Kyabram	Did not go to school	25
Kyabram	Year 8	676
Kyabram	Year 9	935
Kyabram	Year 10	2004
Kyabram	Year 11	1564
Kyabram	Year 12	3136
Lockington - Gunbower	Did not go to school	6
Lockington - Gunbower	Year 8	151
Lockington - Gunbower	Year 9	298
Lockington - Gunbower	Year 10	697
Lockington - Gunbower	Year 11	621
Lockington - Gunbower	Year 12	1068
Rochester	Did not go to school	16
Rochester	Year 8	259
Rochester	Year 9	384
Rochester	Year 10	778
Rochester	Year 11	590
Rochester	Year 12	1035
Rushworth	Did not go to school	9
Rushworth	Year 8	284
Rushworth	Year 9	398
Rushworth	Year 10	734
Rushworth	Year 11	589
Rushworth	Year 12	1124
Cobram	Did not go to school	54
Cobram	Year 8	499
Cobram	Year 9	544
Cobram	Year 10	1162
Cobram	Year 11	875
Cobram	Year 12	1790
Moira	Did not go to school	4
Moira	Year 8	117
Moira	Year 9	202
Moira	Year 10	546
Moira	Year 11	397
Moira	Year 12	839
Numurkah	Did not go to school	47
Numurkah	Year 8	685
Numurkah	Year 9	1077
Numurkah	Year 10	2335
Numurkah	Year 11	1715
Numurkah	Year 12	3520
Yarrawonga	Did not go to school	20
Yarrawonga	Year 8	520
Yarrawonga	Year 9	713
Yarrawonga	Year 10	1724
Yarrawonga	Year 11	1240
Yarrawonga	Year 12	2528
Mooroopna	Did not go to school	76
Mooroopna	Year 8	513
Mooroopna	Year 9	670
Mooroopna	Year 10	1402
Mooroopna	Year 11	1061
Mooroopna	Year 12	2283
Shepparton - North	Did not go to school	159
Shepparton - North	Year 8	903
