SA2_NAME21	AgeStudent	Sex	students
Queanbeyan Surrounds	25+	M	203
Bombala	0-4	F	18
Bombala	0-4	M	10
Bombala	5-14	F	129
Bombala	5-14	M	148
Bombala	15-19	F	34
Bombala	15-19	M	33
Bombala	20-24	F	14
Bombala	20-24	M	11
Bombala	25+	F	36
Bombala	25+	M	14
Cooma	0-4	F	55
Cooma	0-4	M	70
Cooma	5-14	F	310
Cooma	5-14	M	356
Cooma	15-19	F	110
Cooma	15-19	M	112
Cooma	20-24	F	42
Cooma	20-24	M	33
Cooma	25+	F	177
Cooma	25+	M	77
Cooma Surrounds	0-4	F	17
Cooma Surrounds	0-4	M	23
Cooma Surrounds	5-14	F	169
Cooma Surrounds	5-14	M	199
Cooma Surrounds	15-19	F	64
Cooma Surrounds	15-19	M	60
Cooma Surrounds	20-24	F	17
Cooma Surrounds	20-24	M	20
Cooma Surrounds	25+	F	48
Cooma Surrounds	25+	M	31
Jindabyne - Berridale	0-4	F	60
Jindabyne - Berridale	0-4	M	54
Jindabyne - Berridale	5-14	F	422
Jindabyne - Berridale	5-14	M	503
Jindabyne - Berridale	15-19	F	173
Jindabyne - Berridale	15-19	M	186
Jindabyne - Berridale	20-24	F	78
Jindabyne - Berridale	20-24	M	53
Jindabyne - Berridale	25+	F	236
Jindabyne - Berridale	25+	M	120
Batemans Bay	0-4	F	54
Batemans Bay	0-4	M	65
Batemans Bay	5-14	F	443
Batemans Bay	5-14	M	409
Batemans Bay	15-19	F	127
Batemans Bay	15-19	M	146
Batemans Bay	20-24	F	27
Batemans Bay	20-24	M	25
Batemans Bay	25+	F	173
Batemans Bay	25+	M	57
Batemans Bay - South	0-4	F	56
Batemans Bay - South	0-4	M	44
Batemans Bay - South	5-14	F	382
Batemans Bay - South	5-14	M	394
Batemans Bay - South	15-19	F	139
Batemans Bay - South	15-19	M	140
Batemans Bay - South	20-24	F	37
Batemans Bay - South	20-24	M	34
Batemans Bay - South	25+	F	141
Batemans Bay - South	25+	M	72
Bega - Tathra	0-4	F	60
Bega - Tathra	0-4	M	55
Bega - Tathra	5-14	F	488
Bega - Tathra	5-14	M	549
Bega - Tathra	15-19	F	169
Bega - Tathra	15-19	M	141
Bega - Tathra	20-24	F	46
Bega - Tathra	20-24	M	28
Bega - Tathra	25+	F	203
Bega - Tathra	25+	M	85
Bega-Eden Hinterland	0-4	F	53
Bega-Eden Hinterland	0-4	M	57
Bega-Eden Hinterland	5-14	F	481
Bega-Eden Hinterland	5-14	M	507
Bega-Eden Hinterland	15-19	F	178
Bega-Eden Hinterland	15-19	M	164
Bega-Eden Hinterland	20-24	F	27
Bega-Eden Hinterland	20-24	M	25
Bega-Eden Hinterland	25+	F	167
Bega-Eden Hinterland	25+	M	73
Broulee - Tomakin	0-4	F	25
Broulee - Tomakin	0-4	M	20
Broulee - Tomakin	5-14	F	192
Broulee - Tomakin	5-14	M	188
Broulee - Tomakin	15-19	F	77
Broulee - Tomakin	15-19	M	72
Broulee - Tomakin	20-24	F	20
Broulee - Tomakin	20-24	M	22
Broulee - Tomakin	25+	F	74
Broulee - Tomakin	25+	M	38
Eden	0-4	F	26
Eden	0-4	M	20
Eden	5-14	F	149
Eden	5-14	M	170
Eden	15-19	F	38
Eden	15-19	M	60
Eden	20-24	F	13
Eden	20-24	M	10
Eden	25+	F	54
Eden	25+	M	25
Eurobodalla Hinterland	0-4	F	21
Eurobodalla Hinterland	0-4	M	14
Eurobodalla Hinterland	5-14	F	128
Eurobodalla Hinterland	5-14	M	152
Eurobodalla Hinterland	15-19	F	48
Eurobodalla Hinterland	15-19	M	59
Eurobodalla Hinterland	20-24	F	9
Eurobodalla Hinterland	20-24	M	15
Eurobodalla Hinterland	25+	F	71
Eurobodalla Hinterland	25+	M	23
Merimbula - Tura Beach	0-4	F	55
Merimbula - Tura Beach	0-4	M	66
Merimbula - Tura Beach	5-14	F	526
Merimbula - Tura Beach	5-14	M	514
Merimbula - Tura Beach	15-19	F	181
Merimbula - Tura Beach	15-19	M	219
Merimbula - Tura Beach	20-24	F	63
Merimbula - Tura Beach	20-24	M	27
Merimbula - Tura Beach	25+	F	191
Merimbula - Tura Beach	25+	M	93
Moruya - Tuross Head	0-4	F	40
Moruya - Tuross Head	0-4	M	65
Moruya - Tuross Head	5-14	F	326
Moruya - Tuross Head	5-14	M	381
Moruya - Tuross Head	15-19	F	114
Moruya - Tuross Head	15-19	M	137
Moruya - Tuross Head	20-24	F	36
Moruya - Tuross Head	20-24	M	26
Moruya - Tuross Head	25+	F	133
Moruya - Tuross Head	25+	M	67
Narooma - Bermagui	0-4	F	57
Narooma - Bermagui	0-4	M	57
Narooma - Bermagui	5-14	F	360
Narooma - Bermagui	5-14	M	416
Narooma - Bermagui	15-19	F	110
Narooma - Bermagui	15-19	M	159
Narooma - Bermagui	20-24	F	25
Narooma - Bermagui	20-24	M	18
Narooma - Bermagui	25+	F	130
Narooma - Bermagui	25+	M	58
Goulburn	0-4	F	198
Goulburn	0-4	M	231
Goulburn	5-14	F	1377
Goulburn	5-14	M	1405
Goulburn	15-19	F	422
Goulburn	15-19	M	448
Goulburn	20-24	F	169
Goulburn	20-24	M	150
Goulburn	25+	F	545
Goulburn	25+	M	325
Goulburn Surrounds	0-4	F	104
Goulburn Surrounds	0-4	M	88
Goulburn Surrounds	5-14	F	644
Goulburn Surrounds	5-14	M	773
Goulburn Surrounds	15-19	F	296
Goulburn Surrounds	15-19	M	283
Goulburn Surrounds	20-24	F	79
Goulburn Surrounds	20-24	M	56
Goulburn Surrounds	25+	F	213
Goulburn Surrounds	25+	M	121
Yass	0-4	F	60
Yass	0-4	M	63
Yass	5-14	F	434
Yass	5-14	M	455
Yass	15-19	F	136
Yass	15-19	M	145
Yass	20-24	F	50
Yass	20-24	M	36
Yass	25+	F	158
Yass	25+	M	76
Yass Surrounds	0-4	F	102
Yass Surrounds	0-4	M	101
Yass Surrounds	5-14	F	869
Yass Surrounds	5-14	M	881
Yass Surrounds	15-19	F	355
Yass Surrounds	15-19	M	346
Yass Surrounds	20-24	F	116
Yass Surrounds	20-24	M	98
Yass Surrounds	25+	F	301
Yass Surrounds	25+	M	148
Young	0-4	F	89
Young	0-4	M	95
Young	5-14	F	721
Young	5-14	M	707
Young	15-19	F	237
Young	15-19	M	238
Young	20-24	F	61
Young	20-24	M	30
Young	25+	F	190
Young	25+	M	72
Young Surrounds	0-4	F	55
Young Surrounds	0-4	M	74
Young Surrounds	5-14	F	357
Young Surrounds	5-14	M	434
Young Surrounds	15-19	F	132
Young Surrounds	15-19	M	126
Young Surrounds	20-24	F	44
Young Surrounds	20-24	M	26
Young Surrounds	25+	F	125
Young Surrounds	25+	M	45
Avoca Beach - Copacabana	0-4	F	101
Avoca Beach - Copacabana	0-4	M	77
Avoca Beach - Copacabana	5-14	F	489
Avoca Beach - Copacabana	5-14	M	570
Avoca Beach - Copacabana	15-19	F	233
Avoca Beach - Copacabana	15-19	M	232
Avoca Beach - Copacabana	20-24	F	89
Avoca Beach - Copacabana	20-24	M	102
Avoca Beach - Copacabana	25+	F	191
Avoca Beach - Copacabana	25+	M	84
Box Head - MacMasters Beach	0-4	F	94
Box Head - MacMasters Beach	0-4	M	90
Box Head - MacMasters Beach	5-14	F	633
Box Head - MacMasters Beach	5-14	M	655
Box Head - MacMasters Beach	15-19	F	216
Box Head - MacMasters Beach	15-19	M	259
Box Head - MacMasters Beach	20-24	F	96
Box Head - MacMasters Beach	20-24	M	81
Box Head - MacMasters Beach	25+	F	191
Box Head - MacMasters Beach	25+	M	118
Calga - Kulnura	0-4	F	26
Calga - Kulnura	0-4	M	27
Calga - Kulnura	5-14	F	227
Calga - Kulnura	5-14	M	210
Calga - Kulnura	15-19	F	111
Calga - Kulnura	15-19	M	92
Calga - Kulnura	20-24	F	46
Calga - Kulnura	20-24	M	37
Calga - Kulnura	25+	F	96
Calga - Kulnura	25+	M	43
Erina - Green Point	0-4	F	115
Erina - Green Point	0-4	M	145
Erina - Green Point	5-14	F	778
Erina - Green Point	5-14	M	828
Erina - Green Point	15-19	F	344
Erina - Green Point	15-19	M	340
Erina - Green Point	20-24	F	144
Erina - Green Point	20-24	M	147
Erina - Green Point	25+	F	306
Erina - Green Point	25+	M	148
Gosford - Springfield	0-4	F	155
Gosford - Springfield	0-4	M	155
Gosford - Springfield	5-14	F	928
Gosford - Springfield	5-14	M	1015
Gosford - Springfield	15-19	F	377
Gosford - Springfield	15-19	M	386
Gosford - Springfield	20-24	F	289
Gosford - Springfield	20-24	M	221
Gosford - Springfield	25+	F	694
Gosford - Springfield	25+	M	424
Kariong	0-4	F	73
Kariong	0-4	M	80
Kariong	5-14	F	454
Kariong	5-14	M	513
Kariong	15-19	F	183
Kariong	15-19	M	208
Kariong	20-24	F	80
Kariong	20-24	M	58
Kariong	25+	F	140
Kariong	25+	M	90
Kincumber - Picketts Valley	0-4	F	71
Kincumber - Picketts Valley	0-4	M	88
Kincumber - Picketts Valley	5-14	F	449
Kincumber - Picketts Valley	5-14	M	445
Kincumber - Picketts Valley	15-19	F	165
Kincumber - Picketts Valley	15-19	M	164
Kincumber - Picketts Valley	20-24	F	73
Kincumber - Picketts Valley	20-24	M	67
Kincumber - Picketts Valley	25+	F	143
Kincumber - Picketts Valley	25+	M	78
Narara	0-4	F	76
Narara	0-4	M	78
Narara	5-14	F	486
Narara	5-14	M	519
Narara	15-19	F	165
Narara	15-19	M	170
Narara	20-24	F	68
Narara	20-24	M	55
Narara	25+	F	183
Narara	25+	M	83
Niagara Park - Lisarow	0-4	F	83
Niagara Park - Lisarow	0-4	M	82
Niagara Park - Lisarow	5-14	F	560
Niagara Park - Lisarow	5-14	M	610
Niagara Park - Lisarow	15-19	F	234
Niagara Park - Lisarow	15-19	M	230
Niagara Park - Lisarow	20-24	F	103
Niagara Park - Lisarow	20-24	M	89
Niagara Park - Lisarow	25+	F	192
Niagara Park - Lisarow	25+	M	97
Point Clare - Koolewong	0-4	F	60
Point Clare - Koolewong	0-4	M	70
Point Clare - Koolewong	5-14	F	396
Point Clare - Koolewong	5-14	M	349
Point Clare - Koolewong	15-19	F	138
Point Clare - Koolewong	15-19	M	158
Point Clare - Koolewong	20-24	F	66
Point Clare - Koolewong	20-24	M	64
Point Clare - Koolewong	25+	F	142
Point Clare - Koolewong	25+	M	98
Saratoga - Davistown	0-4	F	54
Saratoga - Davistown	0-4	M	76
Saratoga - Davistown	5-14	F	426
Saratoga - Davistown	5-14	M	467
Saratoga - Davistown	15-19	F	178
Saratoga - Davistown	15-19	M	164
Saratoga - Davistown	20-24	F	64
Saratoga - Davistown	20-24	M	68
Saratoga - Davistown	25+	F	141
Saratoga - Davistown	25+	M	63
Terrigal - North Avoca	0-4	F	116
Terrigal - North Avoca	0-4	M	160
Terrigal - North Avoca	5-14	F	898
Terrigal - North Avoca	5-14	M	956
Terrigal - North Avoca	15-19	F	382
Terrigal - North Avoca	15-19	M	408
Terrigal - North Avoca	20-24	F	189
Terrigal - North Avoca	20-24	M	172
Terrigal - North Avoca	25+	F	335
Terrigal - North Avoca	25+	M	170
Umina - Booker Bay - Patonga	0-4	F	214
Umina - Booker Bay - Patonga	0-4	M	236
Umina - Booker Bay - Patonga	5-14	F	1186
Umina - Booker Bay - Patonga	5-14	M	1341
Umina - Booker Bay - Patonga	15-19	F	404
Umina - Booker Bay - Patonga	15-19	M	413
Umina - Booker Bay - Patonga	20-24	F	170
Umina - Booker Bay - Patonga	20-24	M	156
Umina - Booker Bay - Patonga	25+	F	519
Umina - Booker Bay - Patonga	25+	M	236
Wamberal - Forresters Beach	0-4	F	116
Wamberal - Forresters Beach	0-4	M	107
Wamberal - Forresters Beach	5-14	F	726
Wamberal - Forresters Beach	5-14	M	778
Wamberal - Forresters Beach	15-19	F	312
Wamberal - Forresters Beach	15-19	M	310
Wamberal - Forresters Beach	20-24	F	143
Wamberal - Forresters Beach	20-24	M	115
Wamberal - Forresters Beach	25+	F	227
Wamberal - Forresters Beach	25+	M	124
Woy Woy - Blackwall	0-4	F	105
Woy Woy - Blackwall	0-4	M	102
Woy Woy - Blackwall	5-14	F	633
Woy Woy - Blackwall	5-14	M	698
Woy Woy - Blackwall	15-19	F	241
Woy Woy - Blackwall	15-19	M	221
Woy Woy - Blackwall	20-24	F	102
Woy Woy - Blackwall	20-24	M	90
Woy Woy - Blackwall	25+	F	300
Woy Woy - Blackwall	25+	M	173
Wyoming	0-4	F	99
Wyoming	0-4	M	135
Wyoming	5-14	F	652
Wyoming	5-14	M	722
Wyoming	15-19	F	231
Wyoming	15-19	M	240
Wyoming	20-24	F	100
Wyoming	20-24	M	88
Wyoming	25+	F	263
Wyoming	25+	M	172
Bateau Bay - Killarney Vale	0-4	F	234
Bateau Bay - Killarney Vale	0-4	M	245
Bateau Bay - Killarney Vale	5-14	F	1370
Bateau Bay - Killarney Vale	5-14	M	1501
Bateau Bay - Killarney Vale	15-19	F	443
Bateau Bay - Killarney Vale	15-19	M	470
Bateau Bay - Killarney Vale	20-24	F	165
Bateau Bay - Killarney Vale	20-24	M	169
Bateau Bay - Killarney Vale	25+	F	458
Bateau Bay - Killarney Vale	25+	M	252
Blue Haven - San Remo	0-4	F	121
Blue Haven - San Remo	0-4	M	125
Blue Haven - San Remo	5-14	F	762
Blue Haven - San Remo	5-14	M	815
Blue Haven - San Remo	15-19	F	253
Blue Haven - San Remo	15-19	M	246
Blue Haven - San Remo	20-24	F	91
Blue Haven - San Remo	20-24	M	67
Blue Haven - San Remo	25+	F	252
Blue Haven - San Remo	25+	M	108
Budgewoi - Buff Point - Halekulani	0-4	F	79
Budgewoi - Buff Point - Halekulani	0-4	M	99
Budgewoi - Buff Point - Halekulani	5-14	F	482
Budgewoi - Buff Point - Halekulani	5-14	M	538
Budgewoi - Buff Point - Halekulani	15-19	F	174
Budgewoi - Buff Point - Halekulani	15-19	M	176
Budgewoi - Buff Point - Halekulani	20-24	F	66
Budgewoi - Buff Point - Halekulani	20-24	M	51
Budgewoi - Buff Point - Halekulani	25+	F	194
Budgewoi - Buff Point - Halekulani	25+	M	106
Chittaway Bay - Tumbi Umbi	0-4	F	140
Chittaway Bay - Tumbi Umbi	0-4	M	175
Chittaway Bay - Tumbi Umbi	5-14	F	995
Chittaway Bay - Tumbi Umbi	5-14	M	1009
Chittaway Bay - Tumbi Umbi	15-19	F	371
Chittaway Bay - Tumbi Umbi	15-19	M	363
Chittaway Bay - Tumbi Umbi	20-24	F	170
Chittaway Bay - Tumbi Umbi	20-24	M	142
Chittaway Bay - Tumbi Umbi	25+	F	325
Chittaway Bay - Tumbi Umbi	25+	M	158
Gorokan - Kanwal - Charmhaven	0-4	F	191
Gorokan - Kanwal - Charmhaven	0-4	M	201
Gorokan - Kanwal - Charmhaven	5-14	F	1081
Gorokan - Kanwal - Charmhaven	5-14	M	1257
Gorokan - Kanwal - Charmhaven	15-19	F	433
Gorokan - Kanwal - Charmhaven	15-19	M	420
Gorokan - Kanwal - Charmhaven	20-24	F	187
Gorokan - Kanwal - Charmhaven	20-24	M	157
Gorokan - Kanwal - Charmhaven	25+	F	463
Gorokan - Kanwal - Charmhaven	25+	M	216
Jilliby - Yarramalong	0-4	F	20
Jilliby - Yarramalong	0-4	M	24
Jilliby - Yarramalong	5-14	F	197
Jilliby - Yarramalong	5-14	M	243
Jilliby - Yarramalong	15-19	F	122
Jilliby - Yarramalong	15-19	M	84
Jilliby - Yarramalong	20-24	F	50
Jilliby - Yarramalong	20-24	M	34
Jilliby - Yarramalong	25+	F	65
Jilliby - Yarramalong	25+	M	32
Lake Munmorah - Mannering Park	0-4	F	88
Lake Munmorah - Mannering Park	0-4	M	92
Lake Munmorah - Mannering Park	5-14	F	496
Lake Munmorah - Mannering Park	5-14	M	537
Lake Munmorah - Mannering Park	15-19	F	183
Lake Munmorah - Mannering Park	15-19	M	182
Lake Munmorah - Mannering Park	20-24	F	70
Lake Munmorah - Mannering Park	20-24	M	59
Lake Munmorah - Mannering Park	25+	F	170
Lake Munmorah - Mannering Park	25+	M	86
Ourimbah - Fountaindale	0-4	F	53
Ourimbah - Fountaindale	0-4	M	50
Ourimbah - Fountaindale	5-14	F	274
Ourimbah - Fountaindale	5-14	M	326
Ourimbah - Fountaindale	15-19	F	136
Ourimbah - Fountaindale	15-19	M	136
Ourimbah - Fountaindale	20-24	F	50
Ourimbah - Fountaindale	20-24	M	70
Ourimbah - Fountaindale	25+	F	130
Ourimbah - Fountaindale	25+	M	73
Summerland Point - Gwandalan	0-4	F	59
Summerland Point - Gwandalan	0-4	M	67
Summerland Point - Gwandalan	5-14	F	383
Summerland Point - Gwandalan	5-14	M	344
Summerland Point - Gwandalan	15-19	F	115
Summerland Point - Gwandalan	15-19	M	135
Summerland Point - Gwandalan	20-24	F	56
Summerland Point - Gwandalan	20-24	M	33
Summerland Point - Gwandalan	25+	F	115
Summerland Point - Gwandalan	25+	M	52
The Entrance	0-4	F	89
The Entrance	0-4	M	119
The Entrance	5-14	F	667
The Entrance	5-14	M	690
The Entrance	15-19	F	271
The Entrance	15-19	M	259
The Entrance	20-24	F	133
The Entrance	20-24	M	112
The Entrance	25+	F	323
The Entrance	25+	M	175
Toukley - Norah Head	0-4	F	81
Toukley - Norah Head	0-4	M	86
Toukley - Norah Head	5-14	F	442
Toukley - Norah Head	5-14	M	517
Toukley - Norah Head	15-19	F	154
Toukley - Norah Head	15-19	M	165
Toukley - Norah Head	20-24	F	74
Toukley - Norah Head	20-24	M	63
Toukley - Norah Head	25+	F	200
Toukley - Norah Head	25+	M	89
Tuggerah - Kangy Angy	0-4	F	53
Tuggerah - Kangy Angy	0-4	M	67
Tuggerah - Kangy Angy	5-14	F	350
Tuggerah - Kangy Angy	5-14	M	335
Tuggerah - Kangy Angy	15-19	F	145
Tuggerah - Kangy Angy	15-19	M	136
Tuggerah - Kangy Angy	20-24	F	70
Tuggerah - Kangy Angy	20-24	M	55
Tuggerah - Kangy Angy	25+	F	120
Tuggerah - Kangy Angy	25+	M	62
Warnervale - Wadalba	0-4	F	256
Warnervale - Wadalba	0-4	M	234
Warnervale - Wadalba	5-14	F	1581
Warnervale - Wadalba	5-14	M	1540
Warnervale - Wadalba	15-19	F	551
Warnervale - Wadalba	15-19	M	577
Warnervale - Wadalba	20-24	F	206
Warnervale - Wadalba	20-24	M	158
Warnervale - Wadalba	25+	F	441
Warnervale - Wadalba	25+	M	216
Wyong	0-4	F	93
Wyong	0-4	M	69
Wyong	5-14	F	477
Wyong	5-14	M	510
Wyong	15-19	F	187
Wyong	15-19	M	185
Wyong	20-24	F	82
Wyong	20-24	M	63
Wyong	25+	F	222
Wyong	25+	M	103
Bathurst - East	0-4	F	136
Bathurst - East	0-4	M	135
Bathurst - East	5-14	F	850
Bathurst - East	5-14	M	949
Bathurst - East	15-19	F	367
Bathurst - East	15-19	M	379
Bathurst - East	20-24	F	111
Bathurst - East	20-24	M	78
Bathurst - East	25+	F	276
Bathurst - East	25+	M	157
Bathurst Surrounds	0-4	F	56
Bathurst Surrounds	0-4	M	52
Bathurst Surrounds	5-14	F	379
Bathurst Surrounds	5-14	M	424
Bathurst Surrounds	15-19	F	150
Bathurst Surrounds	15-19	M	161
Bathurst Surrounds	20-24	F	52
Bathurst Surrounds	20-24	M	33
Bathurst Surrounds	25+	F	109
Bathurst Surrounds	25+	M	51
Oberon	0-4	F	25
Oberon	0-4	M	26
Oberon	5-14	F	243
Oberon	5-14	M	236
Oberon	15-19	F	59
Oberon	15-19	M	56
Oberon	20-24	F	25
Oberon	20-24	M	21
Oberon	25+	F	70
Oberon	25+	M	28
Bathurst - South	0-4	F	71
Bathurst - South	0-4	M	59
Bathurst - South	5-14	F	428
Bathurst - South	5-14	M	382
Bathurst - South	15-19	F	198
Bathurst - South	15-19	M	185
Bathurst - South	20-24	F	233
Bathurst - South	20-24	M	190
Bathurst - South	25+	F	277
Bathurst - South	25+	M	173
Bathurst - West	0-4	F	145
Bathurst - West	0-4	M	175
Bathurst - West	5-14	F	974
Bathurst - West	5-14	M	1039
Bathurst - West	15-19	F	364
Bathurst - West	15-19	M	364
Bathurst - West	20-24	F	146
Bathurst - West	20-24	M	112
Bathurst - West	25+	F	353
Bathurst - West	25+	M	156
Condobolin	0-4	F	63
Condobolin	0-4	M	46
Condobolin	5-14	F	373
Condobolin	5-14	M	424
Condobolin	15-19	F	86
Condobolin	15-19	M	95
Condobolin	20-24	F	42
Condobolin	20-24	M	21
Condobolin	25+	F	92
Condobolin	25+	M	28
Cowra	0-4	F	77
Cowra	0-4	M	80
Cowra	5-14	F	483
Cowra	5-14	M	539
Cowra	15-19	F	169
Cowra	15-19	M	169
Cowra	20-24	F	58
Cowra	20-24	M	39
Cowra	25+	F	145
Cowra	25+	M	66
Cowra Surrounds	0-4	F	45
Cowra Surrounds	0-4	M	27
Cowra Surrounds	5-14	F	286
Cowra Surrounds	5-14	M	269
Cowra Surrounds	15-19	F	96
Cowra Surrounds	15-19	M	99
Cowra Surrounds	20-24	F	20
Cowra Surrounds	20-24	M	29
Cowra Surrounds	25+	F	82
Cowra Surrounds	25+	M	33
Forbes	0-4	F	96
Forbes	0-4	M	87
Forbes	5-14	F	632
Forbes	5-14	M	607
Forbes	15-19	F	174
Forbes	15-19	M	192
Forbes	20-24	F	63
Forbes	20-24	M	40
Forbes	25+	F	168
Forbes	25+	M	57
Grenfell	0-4	F	26
Grenfell	0-4	M	26
Grenfell	5-14	F	181
Grenfell	5-14	M	183
Grenfell	15-19	F	72
Grenfell	15-19	M	72
Grenfell	20-24	F	21
Grenfell	20-24	M	13
Grenfell	25+	F	57
Grenfell	25+	M	21
Parkes (NSW)	0-4	F	83
Parkes (NSW)	0-4	M	91
Parkes (NSW)	5-14	F	692
Parkes (NSW)	5-14	M	725
Parkes (NSW)	15-19	F	225
Parkes (NSW)	15-19	M	218
Parkes (NSW)	20-24	F	80
Parkes (NSW)	20-24	M	47
Parkes (NSW)	25+	F	168
Parkes (NSW)	25+	M	92
Parkes Surrounds	0-4	F	28
Parkes Surrounds	0-4	M	30
Parkes Surrounds	5-14	F	192
Parkes Surrounds	5-14	M	203
Parkes Surrounds	15-19	F	52
Parkes Surrounds	15-19	M	72
Parkes Surrounds	20-24	F	14
Parkes Surrounds	20-24	M	15
Parkes Surrounds	25+	F	36
Parkes Surrounds	25+	M	13
West Wyalong	0-4	F	47
West Wyalong	0-4	M	47
West Wyalong	5-14	F	313
West Wyalong	5-14	M	339
West Wyalong	15-19	F	102
West Wyalong	15-19	M	86
West Wyalong	20-24	F	34
West Wyalong	20-24	M	15
West Wyalong	25+	F	86
West Wyalong	25+	M	30
Lithgow	0-4	F	76
Lithgow	0-4	M	72
Lithgow	5-14	F	614
Lithgow	5-14	M	676
Lithgow	15-19	F	207
Lithgow	15-19	M	204
Lithgow	20-24	F	61
Lithgow	20-24	M	56
Lithgow	25+	F	234
Lithgow	25+	M	118
Lithgow Surrounds	0-4	F	51
Lithgow Surrounds	0-4	M	60
Lithgow Surrounds	5-14	F	481
Lithgow Surrounds	5-14	M	454
Lithgow Surrounds	15-19	F	148
Lithgow Surrounds	15-19	M	160
Lithgow Surrounds	20-24	F	48
Lithgow Surrounds	20-24	M	48
Lithgow Surrounds	25+	F	137
Lithgow Surrounds	25+	M	65
Mudgee	0-4	F	125
Mudgee	0-4	M	128
Mudgee	5-14	F	820
Mudgee	5-14	M	832
Mudgee	15-19	F	220
Mudgee	15-19	M	228
Mudgee	20-24	F	73
Mudgee	20-24	M	60
Mudgee	25+	F	288
Mudgee	25+	M	142
Mudgee Surrounds - East	0-4	F	11
Mudgee Surrounds - East	0-4	M	19
Mudgee Surrounds - East	5-14	F	150
Mudgee Surrounds - East	5-14	M	156
Mudgee Surrounds - East	15-19	F	57
Mudgee Surrounds - East	15-19	M	52
Mudgee Surrounds - East	20-24	F	14
Mudgee Surrounds - East	20-24	M	17
Mudgee Surrounds - East	25+	F	47
Mudgee Surrounds - East	25+	M	23
Mudgee Surrounds - West	0-4	F	89
Mudgee Surrounds - West	0-4	M	73
Mudgee Surrounds - West	5-14	F	675
Mudgee Surrounds - West	5-14	M	756
Mudgee Surrounds - West	15-19	F	220
Mudgee Surrounds - West	15-19	M	217
Mudgee Surrounds - West	20-24	F	35
Mudgee Surrounds - West	20-24	M	51
Mudgee Surrounds - West	25+	F	182
Mudgee Surrounds - West	25+	M	77
Blayney	0-4	F	73
Blayney	0-4	M	74
Blayney	5-14	F	498
Blayney	5-14	M	498
Blayney	15-19	F	163
Blayney	15-19	M	171
Blayney	20-24	F	54
Blayney	20-24	M	34
Blayney	25+	F	163
Blayney	25+	M	66
Orange	0-4	F	145
Orange	0-4	M	172
Orange	5-14	F	1050
Orange	5-14	M	1170
Orange	15-19	F	385
Orange	15-19	M	400
Orange	20-24	F	152
Orange	20-24	M	94
Orange	25+	F	449
Orange	25+	M	277
Orange - North	0-4	F	265
Orange - North	0-4	M	262
Orange - North	5-14	F	1709
Orange - North	5-14	M	1777
Orange - North	15-19	F	517
Orange - North	15-19	M	526
Orange - North	20-24	F	241
Orange - North	20-24	M	162
Orange - North	25+	F	596
Orange - North	25+	M	365
Orange Surrounds	0-4	F	89
Orange Surrounds	0-4	M	106
Orange Surrounds	5-14	F	771
Orange Surrounds	5-14	M	895
Orange Surrounds	15-19	F	285
Orange Surrounds	15-19	M	283
Orange Surrounds	20-24	F	87
