SA2_NAME16	EduInstitutionType	Sex	students
Googong	Secondary	M	182
Googong	Technical or Further Educational Institution	F	75
Googong	Technical or Further Educational Institution	M	70
Googong	University or other tertiary	F	160
Googong	University or other tertiary	M	141
Queanbeyan Surrounds		F	471
Queanbeyan Surrounds		M	533
Queanbeyan Surrounds	Infants/Primary	F	707
Queanbeyan Surrounds	Infants/Primary	M	772
Queanbeyan Surrounds	Pre-school	F	167
Queanbeyan Surrounds	Pre-school	M	132
Queanbeyan Surrounds	Secondary	F	597
Queanbeyan Surrounds	Secondary	M	652
Queanbeyan Surrounds	Technical or Further Educational Institution	F	203
Queanbeyan Surrounds	Technical or Further Educational Institution	M	204
Queanbeyan Surrounds	University or other tertiary	F	391
Queanbeyan Surrounds	University or other tertiary	M	216
Bombala		F	132
Bombala		M	108
Bombala	Infants/Primary	F	87
Bombala	Infants/Primary	M	104
Bombala	Pre-school	F	17
Bombala	Pre-school	M	19
Bombala	Secondary	F	66
Bombala	Secondary	M	59
Bombala	Technical or Further Educational Institution	F	16
Bombala	Technical or Further Educational Institution	M	13
Bombala	University or other tertiary	F	26
Bombala	University or other tertiary	M	10
Cooma		F	217
Cooma		M	420
Cooma	Infants/Primary	F	212
Cooma	Infants/Primary	M	260
Cooma	Pre-school	F	76
Cooma	Pre-school	M	78
Cooma	Secondary	F	150
Cooma	Secondary	M	177
Cooma	Technical or Further Educational Institution	F	122
Cooma	Technical or Further Educational Institution	M	62
Cooma	University or other tertiary	F	100
Cooma	University or other tertiary	M	48
Cooma Surrounds		F	159
Cooma Surrounds		M	182
Cooma Surrounds	Infants/Primary	F	103
Cooma Surrounds	Infants/Primary	M	134
Cooma Surrounds	Pre-school	F	22
Cooma Surrounds	Pre-school	M	29
Cooma Surrounds	Secondary	F	107
Cooma Surrounds	Secondary	M	107
Cooma Surrounds	Technical or Further Educational Institution	F	35
Cooma Surrounds	Technical or Further Educational Institution	M	29
Cooma Surrounds	University or other tertiary	F	41
Cooma Surrounds	University or other tertiary	M	23
Jindabyne - Berridale		F	297
Jindabyne - Berridale		M	333
Jindabyne - Berridale	Infants/Primary	F	284
Jindabyne - Berridale	Infants/Primary	M	320
Jindabyne - Berridale	Pre-school	F	67
Jindabyne - Berridale	Pre-school	M	72
Jindabyne - Berridale	Secondary	F	288
Jindabyne - Berridale	Secondary	M	320
Jindabyne - Berridale	Technical or Further Educational Institution	F	143
Jindabyne - Berridale	Technical or Further Educational Institution	M	118
Jindabyne - Berridale	University or other tertiary	F	176
Jindabyne - Berridale	University or other tertiary	M	77
Batemans Bay		F	321
Batemans Bay		M	318
Batemans Bay	Infants/Primary	F	313
Batemans Bay	Infants/Primary	M	285
Batemans Bay	Pre-school	F	60
Batemans Bay	Pre-school	M	69
Batemans Bay	Secondary	F	228
Batemans Bay	Secondary	M	216
Batemans Bay	Technical or Further Educational Institution	F	119
Batemans Bay	Technical or Further Educational Institution	M	77
Batemans Bay	University or other tertiary	F	78
Batemans Bay	University or other tertiary	M	29
Batemans Bay - South		F	321
Batemans Bay - South		M	354
Batemans Bay - South	Infants/Primary	F	253
Batemans Bay - South	Infants/Primary	M	282
Batemans Bay - South	Pre-school	F	64
Batemans Bay - South	Pre-school	M	56
Batemans Bay - South	Secondary	F	246
Batemans Bay - South	Secondary	M	224
Batemans Bay - South	Technical or Further Educational Institution	F	85
Batemans Bay - South	Technical or Further Educational Institution	M	82
Batemans Bay - South	University or other tertiary	F	93
Batemans Bay - South	University or other tertiary	M	37
Bega - Tathra		F	360
Bega - Tathra		M	316
Bega - Tathra	Infants/Primary	F	335
Bega - Tathra	Infants/Primary	M	408
Bega - Tathra	Pre-school	F	78
Bega - Tathra	Pre-school	M	76
Bega - Tathra	Secondary	F	270
Bega - Tathra	Secondary	M	237
Bega - Tathra	Technical or Further Educational Institution	F	108
Bega - Tathra	Technical or Further Educational Institution	M	85
Bega - Tathra	University or other tertiary	F	139
Bega - Tathra	University or other tertiary	M	43
Bega-Eden Hinterland		F	352
Bega-Eden Hinterland		M	411
Bega-Eden Hinterland	Infants/Primary	F	325
Bega-Eden Hinterland	Infants/Primary	M	335
Bega-Eden Hinterland	Pre-school	F	67
Bega-Eden Hinterland	Pre-school	M	71
Bega-Eden Hinterland	Secondary	F	276
Bega-Eden Hinterland	Secondary	M	261
Bega-Eden Hinterland	Technical or Further Educational Institution	F	112
Bega-Eden Hinterland	Technical or Further Educational Institution	M	86
Bega-Eden Hinterland	University or other tertiary	F	110
Bega-Eden Hinterland	University or other tertiary	M	37
Broulee - Tomakin		F	136
Broulee - Tomakin		M	105
Broulee - Tomakin	Infants/Primary	F	134
Broulee - Tomakin	Infants/Primary	M	131
Broulee - Tomakin	Pre-school	F	27
Broulee - Tomakin	Pre-school	M	24
Broulee - Tomakin	Secondary	F	119
Broulee - Tomakin	Secondary	M	111
Broulee - Tomakin	Technical or Further Educational Institution	F	24
Broulee - Tomakin	Technical or Further Educational Institution	M	47
Broulee - Tomakin	University or other tertiary	F	58
Broulee - Tomakin	University or other tertiary	M	27
Deua - Wadbilliga		M	9
Eden		F	170
Eden		M	178
Eden	Infants/Primary	F	105
Eden	Infants/Primary	M	119
Eden	Pre-school	F	30
Eden	Pre-school	M	34
Eden	Secondary	F	72
Eden	Secondary	M	95
Eden	Technical or Further Educational Institution	F	34
Eden	Technical or Further Educational Institution	M	29
Eden	University or other tertiary	F	27
Eden	University or other tertiary	M	9
Eurobodalla Hinterland		F	189
Eurobodalla Hinterland		M	181
Eurobodalla Hinterland	Infants/Primary	F	83
Eurobodalla Hinterland	Infants/Primary	M	99
Eurobodalla Hinterland	Pre-school	F	23
Eurobodalla Hinterland	Pre-school	M	25
Eurobodalla Hinterland	Secondary	F	84
Eurobodalla Hinterland	Secondary	M	89
Eurobodalla Hinterland	Technical or Further Educational Institution	F	46
Eurobodalla Hinterland	Technical or Further Educational Institution	M	23
Eurobodalla Hinterland	University or other tertiary	F	39
Eurobodalla Hinterland	University or other tertiary	M	10
Merimbula - Tura Beach		F	350
Merimbula - Tura Beach		M	317
Merimbula - Tura Beach	Infants/Primary	F	366
Merimbula - Tura Beach	Infants/Primary	M	349
Merimbula - Tura Beach	Pre-school	F	64
Merimbula - Tura Beach	Pre-school	M	86
Merimbula - Tura Beach	Secondary	F	289
Merimbula - Tura Beach	Secondary	M	323
Merimbula - Tura Beach	Technical or Further Educational Institution	F	111
Merimbula - Tura Beach	Technical or Further Educational Institution	M	113
Merimbula - Tura Beach	University or other tertiary	F	145
Merimbula - Tura Beach	University or other tertiary	M	38
Moruya - Tuross Head		F	390
Moruya - Tuross Head		M	400
Moruya - Tuross Head	Infants/Primary	F	228
Moruya - Tuross Head	Infants/Primary	M	267
Moruya - Tuross Head	Pre-school	F	42
Moruya - Tuross Head	Pre-school	M	73
Moruya - Tuross Head	Secondary	F	185
Moruya - Tuross Head	Secondary	M	201
Moruya - Tuross Head	Technical or Further Educational Institution	F	89
Moruya - Tuross Head	Technical or Further Educational Institution	M	79
Moruya - Tuross Head	University or other tertiary	F	80
Moruya - Tuross Head	University or other tertiary	M	31
Narooma - Bermagui		F	444
Narooma - Bermagui		M	386
Narooma - Bermagui	Infants/Primary	F	241
Narooma - Bermagui	Infants/Primary	M	263
Narooma - Bermagui	Pre-school	F	72
Narooma - Bermagui	Pre-school	M	76
Narooma - Bermagui	Secondary	F	189
Narooma - Bermagui	Secondary	M	255
Narooma - Bermagui	Technical or Further Educational Institution	F	94
Narooma - Bermagui	Technical or Further Educational Institution	M	66
Narooma - Bermagui	University or other tertiary	F	67
Narooma - Bermagui	University or other tertiary	M	39
Goulburn		F	773
Goulburn		M	1223
Goulburn	Infants/Primary	F	981
Goulburn	Infants/Primary	M	988
Goulburn	Pre-school	F	246
Goulburn	Pre-school	M	274
Goulburn	Secondary	F	650
Goulburn	Secondary	M	706
Goulburn	Technical or Further Educational Institution	F	361
Goulburn	Technical or Further Educational Institution	M	307
Goulburn	University or other tertiary	F	378
Goulburn	University or other tertiary	M	219
Goulburn Surrounds		F	580
Goulburn Surrounds		M	649
Goulburn Surrounds	Infants/Primary	F	433
Goulburn Surrounds	Infants/Primary	M	525
Goulburn Surrounds	Pre-school	F	122
Goulburn Surrounds	Pre-school	M	119
Goulburn Surrounds	Secondary	F	405
Goulburn Surrounds	Secondary	M	416
Goulburn Surrounds	Technical or Further Educational Institution	F	155
Goulburn Surrounds	Technical or Further Educational Institution	M	145
Goulburn Surrounds	University or other tertiary	F	170
Goulburn Surrounds	University or other tertiary	M	87
Yass		F	168
Yass		M	199
Yass	Infants/Primary	F	306
Yass	Infants/Primary	M	323
Yass	Pre-school	F	66
Yass	Pre-school	M	77
Yass	Secondary	F	221
Yass	Secondary	M	220
Yass	Technical or Further Educational Institution	F	93
Yass	Technical or Further Educational Institution	M	77
Yass	University or other tertiary	F	111
Yass	University or other tertiary	M	54
Yass Surrounds		F	390
Yass Surrounds		M	396
Yass Surrounds	Infants/Primary	F	606
Yass Surrounds	Infants/Primary	M	626
Yass Surrounds	Pre-school	F	133
Yass Surrounds	Pre-school	M	123
Yass Surrounds	Secondary	F	497
Yass Surrounds	Secondary	M	486
Yass Surrounds	Technical or Further Educational Institution	F	183
Yass Surrounds	Technical or Further Educational Institution	M	152
Yass Surrounds	University or other tertiary	F	283
Yass Surrounds	University or other tertiary	M	145
Young		F	396
Young		M	379
Young	Infants/Primary	F	499
Young	Infants/Primary	M	486
Young	Pre-school	F	116
Young	Pre-school	M	126
Young	Secondary	F	392
Young	Secondary	M	368
Young	Technical or Further Educational Institution	F	170
Young	Technical or Further Educational Institution	M	110
Young	University or other tertiary	F	104
Young	University or other tertiary	M	31
Young Surrounds		F	349
Young Surrounds		M	359
Young Surrounds	Infants/Primary	F	268
Young Surrounds	Infants/Primary	M	319
Young Surrounds	Pre-school	F	70
Young Surrounds	Pre-school	M	90
Young Surrounds	Secondary	F	198
Young Surrounds	Secondary	M	200
Young Surrounds	Technical or Further Educational Institution	F	91
Young Surrounds	Technical or Further Educational Institution	M	51
Young Surrounds	University or other tertiary	F	82
Young Surrounds	University or other tertiary	M	33
Avoca Beach - Copacabana		F	149
Avoca Beach - Copacabana		M	142
Avoca Beach - Copacabana	Infants/Primary	F	322
Avoca Beach - Copacabana	Infants/Primary	M	395
Avoca Beach - Copacabana	Pre-school	F	114
Avoca Beach - Copacabana	Pre-school	M	111
Avoca Beach - Copacabana	Secondary	F	314
Avoca Beach - Copacabana	Secondary	M	316
Avoca Beach - Copacabana	Technical or Further Educational Institution	F	96
Avoca Beach - Copacabana	Technical or Further Educational Institution	M	99
Avoca Beach - Copacabana	University or other tertiary	F	210
Avoca Beach - Copacabana	University or other tertiary	M	122
Box Head - MacMasters Beach		F	247
Box Head - MacMasters Beach		M	221
Box Head - MacMasters Beach	Infants/Primary	F	444
Box Head - MacMasters Beach	Infants/Primary	M	457
Box Head - MacMasters Beach	Pre-school	F	112
Box Head - MacMasters Beach	Pre-school	M	126
Box Head - MacMasters Beach	Secondary	F	341
Box Head - MacMasters Beach	Secondary	M	337
Box Head - MacMasters Beach	Technical or Further Educational Institution	F	93
Box Head - MacMasters Beach	Technical or Further Educational Institution	M	131
Box Head - MacMasters Beach	University or other tertiary	F	215
Box Head - MacMasters Beach	University or other tertiary	M	138
Calga - Kulnura		F	215
Calga - Kulnura		M	220
Calga - Kulnura	Infants/Primary	F	163
Calga - Kulnura	Infants/Primary	M	141
Calga - Kulnura	Pre-school	F	30
Calga - Kulnura	Pre-school	M	37
Calga - Kulnura	Secondary	F	140
Calga - Kulnura	Secondary	M	131
Calga - Kulnura	Technical or Further Educational Institution	F	57
Calga - Kulnura	Technical or Further Educational Institution	M	47
Calga - Kulnura	University or other tertiary	F	103
Calga - Kulnura	University or other tertiary	M	46
Erina - Green Point		F	679
Erina - Green Point		M	419
Erina - Green Point	Infants/Primary	F	541
Erina - Green Point	Infants/Primary	M	548
Erina - Green Point	Pre-school	F	148
Erina - Green Point	Pre-school	M	189
Erina - Green Point	Secondary	F	448
Erina - Green Point	Secondary	M	492
Erina - Green Point	Technical or Further Educational Institution	F	179
Erina - Green Point	Technical or Further Educational Institution	M	128
Erina - Green Point	University or other tertiary	F	319
Erina - Green Point	University or other tertiary	M	216
Gosford - Springfield		F	704
Gosford - Springfield		M	677
Gosford - Springfield	Infants/Primary	F	602
Gosford - Springfield	Infants/Primary	M	728
Gosford - Springfield	Pre-school	F	197
Gosford - Springfield	Pre-school	M	193
Gosford - Springfield	Secondary	F	549
Gosford - Springfield	Secondary	M	539
Gosford - Springfield	Technical or Further Educational Institution	F	397
Gosford - Springfield	Technical or Further Educational Institution	M	297
Gosford - Springfield	University or other tertiary	F	601
Gosford - Springfield	University or other tertiary	M	389
Kariong		F	116
Kariong		M	123
Kariong	Infants/Primary	F	301
Kariong	Infants/Primary	M	362
Kariong	Pre-school	F	88
Kariong	Pre-school	M	97
Kariong	Secondary	F	277
Kariong	Secondary	M	293
Kariong	Technical or Further Educational Institution	F	108
Kariong	Technical or Further Educational Institution	M	97
Kariong	University or other tertiary	F	138
Kariong	University or other tertiary	M	83
Kincumber - Picketts Valley		F	246
Kincumber - Picketts Valley		M	163
Kincumber - Picketts Valley	Infants/Primary	F	293
Kincumber - Picketts Valley	Infants/Primary	M	293
Kincumber - Picketts Valley	Pre-school	F	86
Kincumber - Picketts Valley	Pre-school	M	105
Kincumber - Picketts Valley	Secondary	F	251
Kincumber - Picketts Valley	Secondary	M	251
Kincumber - Picketts Valley	Technical or Further Educational Institution	F	99
Kincumber - Picketts Valley	Technical or Further Educational Institution	M	74
Kincumber - Picketts Valley	University or other tertiary	F	154
Kincumber - Picketts Valley	University or other tertiary	M	92
Narara		F	122
Narara		M	102
Narara	Infants/Primary	F	334
Narara	Infants/Primary	M	358
Narara	Pre-school	F	95
Narara	Pre-school	M	97
Narara	Secondary	F	257
Narara	Secondary	M	268
Narara	Technical or Further Educational Institution	F	106
Narara	Technical or Further Educational Institution	M	69
Narara	University or other tertiary	F	164
Narara	University or other tertiary	M	90
Niagara Park - Lisarow		F	151
Niagara Park - Lisarow		M	132
Niagara Park - Lisarow	Infants/Primary	F	365
Niagara Park - Lisarow	Infants/Primary	M	418
Niagara Park - Lisarow	Pre-school	F	115
Niagara Park - Lisarow	Pre-school	M	110
Niagara Park - Lisarow	Secondary	F	339
Niagara Park - Lisarow	Secondary	M	355
Niagara Park - Lisarow	Technical or Further Educational Institution	F	125
Niagara Park - Lisarow	Technical or Further Educational Institution	M	81
Niagara Park - Lisarow	University or other tertiary	F	205
Niagara Park - Lisarow	University or other tertiary	M	134
Point Clare - Koolewong		F	160
Point Clare - Koolewong		M	124
Point Clare - Koolewong	Infants/Primary	F	281
Point Clare - Koolewong	Infants/Primary	M	254
Point Clare - Koolewong	Pre-school	F	70
Point Clare - Koolewong	Pre-school	M	81
Point Clare - Koolewong	Secondary	F	197
Point Clare - Koolewong	Secondary	M	202
Point Clare - Koolewong	Technical or Further Educational Institution	F	97
Point Clare - Koolewong	Technical or Further Educational Institution	M	89
Point Clare - Koolewong	University or other tertiary	F	143
Point Clare - Koolewong	University or other tertiary	M	111
Saratoga - Davistown		F	166
Saratoga - Davistown		M	142
Saratoga - Davistown	Infants/Primary	F	294
Saratoga - Davistown	Infants/Primary	M	338
Saratoga - Davistown	Pre-school	F	72
Saratoga - Davistown	Pre-school	M	105
Saratoga - Davistown	Secondary	F	244
Saratoga - Davistown	Secondary	M	225
Saratoga - Davistown	Technical or Further Educational Institution	F	77
Saratoga - Davistown	Technical or Further Educational Institution	M	83
Saratoga - Davistown	University or other tertiary	F	155
Saratoga - Davistown	University or other tertiary	M	78
Terrigal - North Avoca		F	368
Terrigal - North Avoca		M	375
Terrigal - North Avoca	Infants/Primary	F	601
Terrigal - North Avoca	Infants/Primary	M	680
Terrigal - North Avoca	Pre-school	F	149
Terrigal - North Avoca	Pre-school	M	203
Terrigal - North Avoca	Secondary	F	558
Terrigal - North Avoca	Secondary	M	524
Terrigal - North Avoca	Technical or Further Educational Institution	F	160
Terrigal - North Avoca	Technical or Further Educational Institution	M	182
Terrigal - North Avoca	University or other tertiary	F	407
Terrigal - North Avoca	University or other tertiary	M	244
Umina - Booker Bay - Patonga		F	894
Umina - Booker Bay - Patonga		M	790
Umina - Booker Bay - Patonga	Infants/Primary	F	816
Umina - Booker Bay - Patonga	Infants/Primary	M	939
Umina - Booker Bay - Patonga	Pre-school	F	265
Umina - Booker Bay - Patonga	Pre-school	M	306
Umina - Booker Bay - Patonga	Secondary	F	629
Umina - Booker Bay - Patonga	Secondary	M	645
Umina - Booker Bay - Patonga	Technical or Further Educational Institution	F	316
Umina - Booker Bay - Patonga	Technical or Further Educational Institution	M	229
Umina - Booker Bay - Patonga	University or other tertiary	F	383
Umina - Booker Bay - Patonga	University or other tertiary	M	215
Wamberal - Forresters Beach		F	237
Wamberal - Forresters Beach		M	206
Wamberal - Forresters Beach	Infants/Primary	F	498
Wamberal - Forresters Beach	Infants/Primary	M	515
Wamberal - Forresters Beach	Pre-school	F	155
Wamberal - Forresters Beach	Pre-school	M	146
Wamberal - Forresters Beach	Secondary	F	418
Wamberal - Forresters Beach	Secondary	M	455
Wamberal - Forresters Beach	Technical or Further Educational Institution	F	135
Wamberal - Forresters Beach	Technical or Further Educational Institution	M	137
Wamberal - Forresters Beach	University or other tertiary	F	290
Wamberal - Forresters Beach	University or other tertiary	M	156
Woy Woy - Blackwall		F	510
Woy Woy - Blackwall		M	448
Woy Woy - Blackwall	Infants/Primary	F	456
Woy Woy - Blackwall	Infants/Primary	M	504
Woy Woy - Blackwall	Pre-school	F	120
Woy Woy - Blackwall	Pre-school	M	130
Woy Woy - Blackwall	Secondary	F	337
Woy Woy - Blackwall	Secondary	M	339
Woy Woy - Blackwall	Technical or Further Educational Institution	F	200
Woy Woy - Blackwall	Technical or Further Educational Institution	M	156
Woy Woy - Blackwall	University or other tertiary	F	208
Woy Woy - Blackwall	University or other tertiary	M	136
Wyoming		F	354
Wyoming		M	300
Wyoming	Infants/Primary	F	455
Wyoming	Infants/Primary	M	496
Wyoming	Pre-school	F	112
Wyoming	Pre-school	M	159
Wyoming	Secondary	F	358
Wyoming	Secondary	M	384
Wyoming	Technical or Further Educational Institution	F	154
Wyoming	Technical or Further Educational Institution	M	157
Wyoming	University or other tertiary	F	235
Wyoming	University or other tertiary	M	145
Bateau Bay - Killarney Vale		F	902
Bateau Bay - Killarney Vale		M	698
Bateau Bay - Killarney Vale	Infants/Primary	F	962
Bateau Bay - Killarney Vale	Infants/Primary	M	1048
Bateau Bay - Killarney Vale	Pre-school	F	295
Bateau Bay - Killarney Vale	Pre-school	M	307
Bateau Bay - Killarney Vale	Secondary	F	683
Bateau Bay - Killarney Vale	Secondary	M	741
Bateau Bay - Killarney Vale	Technical or Further Educational Institution	F	290
Bateau Bay - Killarney Vale	Technical or Further Educational Institution	M	284
Bateau Bay - Killarney Vale	University or other tertiary	F	380
Bateau Bay - Killarney Vale	University or other tertiary	M	214
Blue Haven - San Remo		F	298
Blue Haven - San Remo		M	287
Blue Haven - San Remo	Infants/Primary	F	521
Blue Haven - San Remo	Infants/Primary	M	576
Blue Haven - San Remo	Pre-school	F	155
Blue Haven - San Remo	Pre-school	M	157
Blue Haven - San Remo	Secondary	F	394
Blue Haven - San Remo	Secondary	M	405
Blue Haven - San Remo	Technical or Further Educational Institution	F	182
Blue Haven - San Remo	Technical or Further Educational Institution	M	124
Blue Haven - San Remo	University or other tertiary	F	188
Blue Haven - San Remo	University or other tertiary	M	85
Budgewoi - Buff Point - Halekulani		F	327
Budgewoi - Buff Point - Halekulani		M	332
Budgewoi - Buff Point - Halekulani	Infants/Primary	F	339
Budgewoi - Buff Point - Halekulani	Infants/Primary	M	388
Budgewoi - Buff Point - Halekulani	Pre-school	F	97
Budgewoi - Buff Point - Halekulani	Pre-school	M	121
Budgewoi - Buff Point - Halekulani	Secondary	F	249
Budgewoi - Buff Point - Halekulani	Secondary	M	264
Budgewoi - Buff Point - Halekulani	Technical or Further Educational Institution	F	135
Budgewoi - Buff Point - Halekulani	Technical or Further Educational Institution	M	117
Budgewoi - Buff Point - Halekulani	University or other tertiary	F	146
Budgewoi - Buff Point - Halekulani	University or other tertiary	M	68
Chittaway Bay - Tumbi Umbi		F	352
Chittaway Bay - Tumbi Umbi		M	303
Chittaway Bay - Tumbi Umbi	Infants/Primary	F	688
Chittaway Bay - Tumbi Umbi	Infants/Primary	M	696
Chittaway Bay - Tumbi Umbi	Pre-school	F	186
Chittaway Bay - Tumbi Umbi	Pre-school	M	230
Chittaway Bay - Tumbi Umbi	Secondary	F	530
Chittaway Bay - Tumbi Umbi	Secondary	M	520
Chittaway Bay - Tumbi Umbi	Technical or Further Educational Institution	F	217
Chittaway Bay - Tumbi Umbi	Technical or Further Educational Institution	M	192
Chittaway Bay - Tumbi Umbi	University or other tertiary	F	314
Chittaway Bay - Tumbi Umbi	University or other tertiary	M	174
Gorokan - Kanwal - Charmhaven		F	968
Gorokan - Kanwal - Charmhaven		M	834
Gorokan - Kanwal - Charmhaven	Infants/Primary	F	741
Gorokan - Kanwal - Charmhaven	Infants/Primary	M	844
Gorokan - Kanwal - Charmhaven	Pre-school	F	218
Gorokan - Kanwal - Charmhaven	Pre-school	M	256
Gorokan - Kanwal - Charmhaven	Secondary	F	633
Gorokan - Kanwal - Charmhaven	Secondary	M	680
Gorokan - Kanwal - Charmhaven	Technical or Further Educational Institution	F	321
Gorokan - Kanwal - Charmhaven	Technical or Further Educational Institution	M	235
Gorokan - Kanwal - Charmhaven	University or other tertiary	F	365
Gorokan - Kanwal - Charmhaven	University or other tertiary	M	190
Jilliby - Yarramalong		F	83
Jilliby - Yarramalong		M	99
Jilliby - Yarramalong	Infants/Primary	F	128
Jilliby - Yarramalong	Infants/Primary	M	167
Jilliby - Yarramalong	Pre-school	F	30
Jilliby - Yarramalong	Pre-school	M	36
Jilliby - Yarramalong	Secondary	F	140
Jilliby - Yarramalong	Secondary	M	117
Jilliby - Yarramalong	Technical or Further Educational Institution	F	49
Jilliby - Yarramalong	Technical or Further Educational Institution	M	51
Jilliby - Yarramalong	University or other tertiary	F	97
Jilliby - Yarramalong	University or other tertiary	M	41
Lake Munmorah - Mannering Park		F	364
Lake Munmorah - Mannering Park		M	305
Lake Munmorah - Mannering Park	Infants/Primary	F	331
Lake Munmorah - Mannering Park	Infants/Primary	M	374
Lake Munmorah - Mannering Park	Pre-school	F	98
Lake Munmorah - Mannering Park	Pre-school	M	106
Lake Munmorah - Mannering Park	Secondary	F	279
Lake Munmorah - Mannering Park	Secondary	M	291
Lake Munmorah - Mannering Park	Technical or Further Educational Institution	F	127
Lake Munmorah - Mannering Park	Technical or Further Educational Institution	M	92
Lake Munmorah - Mannering Park	University or other tertiary	F	133
Lake Munmorah - Mannering Park	University or other tertiary	M	77
Ourimbah - Fountaindale		F	111
Ourimbah - Fountaindale		M	127
Ourimbah - Fountaindale	Infants/Primary	F	175
Ourimbah - Fountaindale	Infants/Primary	M	229
Ourimbah - Fountaindale	Pre-school	F	62
Ourimbah - Fountaindale	Pre-school	M	55
Ourimbah - Fountaindale	Secondary	F	176
Ourimbah - Fountaindale	Secondary	M	194
Ourimbah - Fountaindale	Technical or Further Educational Institution	F	75
Ourimbah - Fountaindale	Technical or Further Educational Institution	M	81
Ourimbah - Fountaindale	University or other tertiary	F	122
Ourimbah - Fountaindale	University or other tertiary	M	89
Summerland Point - Gwandalan		F	177
Summerland Point - Gwandalan		M	184
Summerland Point - Gwandalan	Infants/Primary	F	254
Summerland Point - Gwandalan	Infants/Primary	M	242
Summerland Point - Gwandalan	Pre-school	F	71
Summerland Point - Gwandalan	Pre-school	M	84
Summerland Point - Gwandalan	Secondary	F	206
Summerland Point - Gwandalan	Secondary	M	185
Summerland Point - Gwandalan	Technical or Further Educational Institution	F	87
Summerland Point - Gwandalan	Technical or Further Educational Institution	M	71
Summerland Point - Gwandalan	University or other tertiary	F	95
Summerland Point - Gwandalan	University or other tertiary	M	48
The Entrance		F	610
The Entrance		M	570
The Entrance	Infants/Primary	F	444
The Entrance	Infants/Primary	M	486
The Entrance	Pre-school	F	126
The Entrance	Pre-school	M	145
The Entrance	Secondary	F	406
The Entrance	Secondary	M	373
The Entrance	Technical or Further Educational Institution	F	222
The Entrance	Technical or Further Educational Institution	M	173
The Entrance	University or other tertiary	F	238
The Entrance	University or other tertiary	M	137
Toukley - Norah Head		F	344
Toukley - Norah Head		M	333
Toukley - Norah Head	Infants/Primary	F	313
Toukley - Norah Head	Infants/Primary	M	357
Toukley - Norah Head	Pre-school	F	93
Toukley - Norah Head	Pre-school	M	107
Toukley - Norah Head	Secondary	F	225
Toukley - Norah Head	Secondary	M	253
Toukley - Norah Head	Technical or Further Educational Institution	F	143
Toukley - Norah Head	Technical or Further Educational Institution	M	97
Toukley - Norah Head	University or other tertiary	F	138
Toukley - Norah Head	University or other tertiary	M	77
Tuggerah - Kangy Angy		F	130
Tuggerah - Kangy Angy		M	119
Tuggerah - Kangy Angy	Infants/Primary	F	264
Tuggerah - Kangy Angy	Infants/Primary	M	229
