SA2_NAME21	Landlord	Rent.min	occupied_private_dwellings_being_rented
Box Hill - Nelson	Person not in same household	11812	4
Box Hill - Nelson	Person not in same household	14437	8
Box Hill - Nelson	Person not in same household	18375	11
Box Hill - Nelson	Person not in same household	23625	5
Box Hill - Nelson	Person not in same household	28875	10
Box Hill - Nelson	Person not in same household	34125	3
Box Hill - Nelson	Real estate agent	5250	4
Box Hill - Nelson	Real estate agent	11812	5
Box Hill - Nelson	Real estate agent	14437	18
Box Hill - Nelson	Real estate agent	18375	38
Box Hill - Nelson	Real estate agent	23625	76
Box Hill - Nelson	Real estate agent	28875	237
Box Hill - Nelson	Real estate agent	34125	124
Box Hill - Nelson	Real estate agent	39375	26
Box Hill - Nelson	Real estate agent	44625	10
Box Hill - Nelson	Real estate agent	49875	4
North Kellyville	(Other)	11812	10
North Kellyville	(Other)	14437	14
North Kellyville	(Other)	18375	6
North Kellyville	Person not in same household	14437	9
North Kellyville	Person not in same household	18375	17
North Kellyville	Person not in same household	23625	23
North Kellyville	Person not in same household	28875	14
North Kellyville	Person not in same household	34125	16
North Kellyville	Person not in same household	49875	4
North Kellyville	Real estate agent	11812	8
North Kellyville	Real estate agent	14437	15
North Kellyville	Real estate agent	18375	153
North Kellyville	Real estate agent	23625	249
North Kellyville	Real estate agent	28875	313
North Kellyville	Real estate agent	34125	348
North Kellyville	Real estate agent	39375	89
North Kellyville	Real estate agent	44625	40
North Kellyville	Real estate agent	49875	19
Rouse Hill - Beaumont Hills	(Other)	11812	9
Rouse Hill - Beaumont Hills	(Other)	14437	9
Rouse Hill - Beaumont Hills	(Other)	18375	3
Rouse Hill - Beaumont Hills	Co-op/church group etc	7875	3
Rouse Hill - Beaumont Hills	Co-op/church group etc	10500	5
Rouse Hill - Beaumont Hills	Co-op/church group etc	11812	5
Rouse Hill - Beaumont Hills	Co-op/church group etc	14437	3
Rouse Hill - Beaumont Hills	Co-op/church group etc	18375	5
Rouse Hill - Beaumont Hills	Person not in same household	52	3
Rouse Hill - Beaumont Hills	Person not in same household	7875	3
Rouse Hill - Beaumont Hills	Person not in same household	10500	3
Rouse Hill - Beaumont Hills	Person not in same household	11812	4
Rouse Hill - Beaumont Hills	Person not in same household	18375	9
Rouse Hill - Beaumont Hills	Person not in same household	23625	16
Rouse Hill - Beaumont Hills	Person not in same household	28875	33
Rouse Hill - Beaumont Hills	Person not in same household	34125	24
Rouse Hill - Beaumont Hills	Person not in same household	39375	6
Rouse Hill - Beaumont Hills	Real estate agent	14437	7
Rouse Hill - Beaumont Hills	Real estate agent	18375	17
Rouse Hill - Beaumont Hills	Real estate agent	23625	122
Rouse Hill - Beaumont Hills	Real estate agent	28875	401
Rouse Hill - Beaumont Hills	Real estate agent	34125	217
Rouse Hill - Beaumont Hills	Real estate agent	39375	83
Rouse Hill - Beaumont Hills	Real estate agent	44625	28
Rouse Hill - Beaumont Hills	Real estate agent	49875	12
Rouse Hill - Beaumont Hills	State or territory housing authority	11812	4
Rouse Hill - Beaumont Hills	State or territory housing authority	14437	5
Rouse Hill - Beaumont Hills	State or territory housing authority	18375	7
Blacktown (East) - Kings Park		14437	3
Blacktown (East) - Kings Park		18375	3
Blacktown (East) - Kings Park	(Other)	5250	6
Blacktown (East) - Kings Park	(Other)	7875	6
Blacktown (East) - Kings Park	(Other)	14437	5
Blacktown (East) - Kings Park	(Other)	18375	27
Blacktown (East) - Kings Park	(Other)	23625	13
Blacktown (East) - Kings Park	Co-op/church group etc	3937	3
Blacktown (East) - Kings Park	Co-op/church group etc	5250	11
Blacktown (East) - Kings Park	Co-op/church group etc	7875	15
Blacktown (East) - Kings Park	Co-op/church group etc	10500	10
Blacktown (East) - Kings Park	Co-op/church group etc	11812	12
Blacktown (East) - Kings Park	Co-op/church group etc	14437	20
Blacktown (East) - Kings Park	Co-op/church group etc	18375	8
Blacktown (East) - Kings Park	Person not in same household	52	3
Blacktown (East) - Kings Park	Person not in same household	5250	13
Blacktown (East) - Kings Park	Person not in same household	7875	20
Blacktown (East) - Kings Park	Person not in same household	10500	15
Blacktown (East) - Kings Park	Person not in same household	11812	10
Blacktown (East) - Kings Park	Person not in same household	14437	48
Blacktown (East) - Kings Park	Person not in same household	18375	153
Blacktown (East) - Kings Park	Person not in same household	23625	50
Blacktown (East) - Kings Park	Person not in same household	28875	5
Blacktown (East) - Kings Park	Person not in same household	39375	3
Blacktown (East) - Kings Park	Real estate agent	5250	4
Blacktown (East) - Kings Park	Real estate agent	7875	12
Blacktown (East) - Kings Park	Real estate agent	10500	18
Blacktown (East) - Kings Park	Real estate agent	11812	42
Blacktown (East) - Kings Park	Real estate agent	14437	336
Blacktown (East) - Kings Park	Real estate agent	18375	1260
Blacktown (East) - Kings Park	Real estate agent	23625	415
Blacktown (East) - Kings Park	Real estate agent	28875	68
Blacktown (East) - Kings Park	Real estate agent	34125	18
Blacktown (East) - Kings Park	Real estate agent	39375	3
Blacktown (East) - Kings Park	Real estate agent	44625	7
Blacktown (East) - Kings Park	Real estate agent	49875	5
Blacktown (East) - Kings Park	State or territory housing authority	52	6
Blacktown (East) - Kings Park	State or territory housing authority	3937	25
Blacktown (East) - Kings Park	State or territory housing authority	5250	81
Blacktown (East) - Kings Park	State or territory housing authority	7875	18
Blacktown (East) - Kings Park	State or territory housing authority	10500	10
Blacktown (East) - Kings Park	State or territory housing authority	11812	14
Blacktown (East) - Kings Park	State or territory housing authority	14437	10
Blacktown (East) - Kings Park	State or territory housing authority	18375	11
Blacktown (North) - Marayong		18375	4
Blacktown (North) - Marayong	(Other)	5250	3
Blacktown (North) - Marayong	(Other)	7875	5
Blacktown (North) - Marayong	(Other)	11812	3
Blacktown (North) - Marayong	(Other)	14437	7
Blacktown (North) - Marayong	(Other)	18375	34
Blacktown (North) - Marayong	(Other)	23625	13
Blacktown (North) - Marayong	Co-op/church group etc	5250	5
Blacktown (North) - Marayong	Co-op/church group etc	7875	3
Blacktown (North) - Marayong	Co-op/church group etc	11812	3
Blacktown (North) - Marayong	Co-op/church group etc	14437	4
Blacktown (North) - Marayong	Co-op/church group etc	18375	8
Blacktown (North) - Marayong	Person not in same household	3937	4
Blacktown (North) - Marayong	Person not in same household	5250	9
Blacktown (North) - Marayong	Person not in same household	7875	13
Blacktown (North) - Marayong	Person not in same household	10500	10
Blacktown (North) - Marayong	Person not in same household	11812	21
Blacktown (North) - Marayong	Person not in same household	14437	36
Blacktown (North) - Marayong	Person not in same household	18375	143
Blacktown (North) - Marayong	Person not in same household	23625	49
Blacktown (North) - Marayong	Person not in same household	28875	11
Blacktown (North) - Marayong	Person not in same household	34125	3
Blacktown (North) - Marayong	Real estate agent	52	4
Blacktown (North) - Marayong	Real estate agent	5250	5
Blacktown (North) - Marayong	Real estate agent	7875	4
Blacktown (North) - Marayong	Real estate agent	10500	13
Blacktown (North) - Marayong	Real estate agent	11812	21
Blacktown (North) - Marayong	Real estate agent	14437	153
Blacktown (North) - Marayong	Real estate agent	18375	850
Blacktown (North) - Marayong	Real estate agent	23625	468
Blacktown (North) - Marayong	Real estate agent	28875	154
Blacktown (North) - Marayong	Real estate agent	34125	39
Blacktown (North) - Marayong	Real estate agent	44625	4
Blacktown (North) - Marayong	State or territory housing authority	52	9
Blacktown (North) - Marayong	State or territory housing authority	3937	25
Blacktown (North) - Marayong	State or territory housing authority	5250	186
Blacktown (North) - Marayong	State or territory housing authority	7875	87
Blacktown (North) - Marayong	State or territory housing authority	10500	48
Blacktown (North) - Marayong	State or territory housing authority	11812	36
Blacktown (North) - Marayong	State or territory housing authority	14437	20
Blacktown (North) - Marayong	State or territory housing authority	18375	32
Blacktown (North) - Marayong	State or territory housing authority	23625	26
Doonside - Woodcroft		5250	4
Doonside - Woodcroft		18375	6
Doonside - Woodcroft		23625	4
Doonside - Woodcroft	(Other)	14437	4
Doonside - Woodcroft	(Other)	18375	14
Doonside - Woodcroft	(Other)	23625	11
Doonside - Woodcroft	Co-op/church group etc	52	5
Doonside - Woodcroft	Co-op/church group etc	5250	4
Doonside - Woodcroft	Co-op/church group etc	7875	3
Doonside - Woodcroft	Co-op/church group etc	10500	5
Doonside - Woodcroft	Co-op/church group etc	11812	3
Doonside - Woodcroft	Co-op/church group etc	14437	3
Doonside - Woodcroft	Co-op/church group etc	18375	23
Doonside - Woodcroft	Co-op/church group etc	23625	4
Doonside - Woodcroft	Co-op/church group etc	28875	4
Doonside - Woodcroft	Person not in same household	7875	15
Doonside - Woodcroft	Person not in same household	10500	5
Doonside - Woodcroft	Person not in same household	11812	18
Doonside - Woodcroft	Person not in same household	14437	38
Doonside - Woodcroft	Person not in same household	18375	101
Doonside - Woodcroft	Person not in same household	23625	54
Doonside - Woodcroft	Person not in same household	28875	13
Doonside - Woodcroft	Person not in same household	34125	8
Doonside - Woodcroft	Real estate agent	52	5
Doonside - Woodcroft	Real estate agent	7875	4
Doonside - Woodcroft	Real estate agent	10500	11
Doonside - Woodcroft	Real estate agent	11812	23
Doonside - Woodcroft	Real estate agent	14437	106
Doonside - Woodcroft	Real estate agent	18375	561
Doonside - Woodcroft	Real estate agent	23625	313
Doonside - Woodcroft	Real estate agent	28875	125
Doonside - Woodcroft	Real estate agent	34125	24
Doonside - Woodcroft	Real estate agent	39375	3
Doonside - Woodcroft	Real estate agent	49875	5
Doonside - Woodcroft	State or territory housing authority	52	21
Doonside - Woodcroft	State or territory housing authority	3937	36
Doonside - Woodcroft	State or territory housing authority	5250	274
Doonside - Woodcroft	State or territory housing authority	7875	147
Doonside - Woodcroft	State or territory housing authority	10500	59
Doonside - Woodcroft	State or territory housing authority	11812	86
Doonside - Woodcroft	State or territory housing authority	14437	89
Doonside - Woodcroft	State or territory housing authority	18375	143
Doonside - Woodcroft	State or territory housing authority	23625	22
Lalor Park - Kings Langley		5250	3
Lalor Park - Kings Langley		18375	6
Lalor Park - Kings Langley	(Other)	14437	4
Lalor Park - Kings Langley	(Other)	18375	17
Lalor Park - Kings Langley	(Other)	23625	5
Lalor Park - Kings Langley	Co-op/church group etc	5250	13
Lalor Park - Kings Langley	Co-op/church group etc	7875	14
Lalor Park - Kings Langley	Co-op/church group etc	10500	3
Lalor Park - Kings Langley	Co-op/church group etc	11812	12
Lalor Park - Kings Langley	Co-op/church group etc	14437	8
Lalor Park - Kings Langley	Co-op/church group etc	18375	8
Lalor Park - Kings Langley	Co-op/church group etc	28875	4
Lalor Park - Kings Langley	Person not in same household	52	3
Lalor Park - Kings Langley	Person not in same household	5250	8
Lalor Park - Kings Langley	Person not in same household	7875	16
Lalor Park - Kings Langley	Person not in same household	10500	16
Lalor Park - Kings Langley	Person not in same household	11812	17
Lalor Park - Kings Langley	Person not in same household	14437	49
Lalor Park - Kings Langley	Person not in same household	18375	117
Lalor Park - Kings Langley	Person not in same household	23625	58
Lalor Park - Kings Langley	Person not in same household	28875	27
Lalor Park - Kings Langley	Person not in same household	34125	4
Lalor Park - Kings Langley	Real estate agent	52	5
Lalor Park - Kings Langley	Real estate agent	5250	3
Lalor Park - Kings Langley	Real estate agent	7875	9
Lalor Park - Kings Langley	Real estate agent	10500	6
Lalor Park - Kings Langley	Real estate agent	11812	35
Lalor Park - Kings Langley	Real estate agent	14437	133
Lalor Park - Kings Langley	Real estate agent	18375	675
Lalor Park - Kings Langley	Real estate agent	23625	323
Lalor Park - Kings Langley	Real estate agent	28875	170
Lalor Park - Kings Langley	Real estate agent	34125	54
Lalor Park - Kings Langley	Real estate agent	39375	10
Lalor Park - Kings Langley	Real estate agent	44625	4
Lalor Park - Kings Langley	Real estate agent	49875	4
Lalor Park - Kings Langley	State or territory housing authority	52	37
Lalor Park - Kings Langley	State or territory housing authority	3937	66
Lalor Park - Kings Langley	State or territory housing authority	5250	266
Lalor Park - Kings Langley	State or territory housing authority	7875	90
Lalor Park - Kings Langley	State or territory housing authority	10500	47
Lalor Park - Kings Langley	State or territory housing authority	11812	48
Lalor Park - Kings Langley	State or territory housing authority	14437	38
Lalor Park - Kings Langley	State or territory housing authority	18375	59
Lalor Park - Kings Langley	State or territory housing authority	23625	13
Blacktown - South		18375	3
Blacktown - South	(Other)	11812	4
Blacktown - South	(Other)	14437	4
Blacktown - South	(Other)	18375	21
Blacktown - South	(Other)	23625	9
Blacktown - South	(Other)	28875	3
Blacktown - South	Co-op/church group etc	3937	4
Blacktown - South	Co-op/church group etc	5250	5
Blacktown - South	Co-op/church group etc	7875	4
Blacktown - South	Co-op/church group etc	11812	3
Blacktown - South	Co-op/church group etc	18375	3
Blacktown - South	Person not in same household	5250	6
Blacktown - South	Person not in same household	7875	8
Blacktown - South	Person not in same household	10500	8
Blacktown - South	Person not in same household	11812	13
Blacktown - South	Person not in same household	14437	26
Blacktown - South	Person not in same household	18375	82
Blacktown - South	Person not in same household	23625	40
Blacktown - South	Person not in same household	28875	5
Blacktown - South	Real estate agent	5250	4
Blacktown - South	Real estate agent	7875	9
Blacktown - South	Real estate agent	10500	8
Blacktown - South	Real estate agent	11812	17
Blacktown - South	Real estate agent	14437	77
Blacktown - South	Real estate agent	18375	538
Blacktown - South	Real estate agent	23625	255
Blacktown - South	Real estate agent	28875	41
Blacktown - South	Real estate agent	34125	18
Blacktown - South	Real estate agent	39375	3
Blacktown - South	State or territory housing authority	52	5
Blacktown - South	State or territory housing authority	3937	11
Blacktown - South	State or territory housing authority	5250	70
Blacktown - South	State or territory housing authority	7875	33
Blacktown - South	State or territory housing authority	10500	13
Blacktown - South	State or territory housing authority	11812	15
Blacktown - South	State or territory housing authority	14437	23
Blacktown - South	State or territory housing authority	18375	13
Blacktown - South	State or territory housing authority	23625	4
Blacktown - West		7875	3
Blacktown - West	(Other)	18375	22
Blacktown - West	(Other)	23625	13
Blacktown - West	(Other)	28875	6
Blacktown - West	Co-op/church group etc	5250	4
Blacktown - West	Co-op/church group etc	7875	3
Blacktown - West	Co-op/church group etc	11812	5
Blacktown - West	Co-op/church group etc	23625	6
Blacktown - West	Person not in same household	52	3
Blacktown - West	Person not in same household	5250	5
Blacktown - West	Person not in same household	7875	6
Blacktown - West	Person not in same household	10500	9
Blacktown - West	Person not in same household	11812	12
Blacktown - West	Person not in same household	14437	39
Blacktown - West	Person not in same household	18375	106
Blacktown - West	Person not in same household	23625	54
Blacktown - West	Person not in same household	28875	11
Blacktown - West	Person not in same household	34125	5
Blacktown - West	Person not in same household	39375	4
Blacktown - West	Real estate agent	5250	3
Blacktown - West	Real estate agent	7875	15
Blacktown - West	Real estate agent	10500	8
Blacktown - West	Real estate agent	11812	30
Blacktown - West	Real estate agent	14437	104
Blacktown - West	Real estate agent	18375	765
Blacktown - West	Real estate agent	23625	451
Blacktown - West	Real estate agent	28875	98
Blacktown - West	Real estate agent	34125	16
Blacktown - West	Real estate agent	39375	7
Blacktown - West	Real estate agent	49875	6
Blacktown - West	State or territory housing authority	3937	3
Blacktown - West	State or territory housing authority	5250	42
Blacktown - West	State or territory housing authority	7875	11
Blacktown - West	State or territory housing authority	10500	7
Blacktown - West	State or territory housing authority	14437	5
Blacktown - West	State or territory housing authority	18375	3
Seven Hills - Prospect	(Other)	10500	5
Seven Hills - Prospect	(Other)	18375	6
Seven Hills - Prospect	(Other)	23625	5
Seven Hills - Prospect	Co-op/church group etc	7875	10
Seven Hills - Prospect	Co-op/church group etc	11812	4
Seven Hills - Prospect	Co-op/church group etc	18375	3
Seven Hills - Prospect	Person not in same household	52	5
Seven Hills - Prospect	Person not in same household	5250	8
Seven Hills - Prospect	Person not in same household	7875	17
Seven Hills - Prospect	Person not in same household	10500	3
Seven Hills - Prospect	Person not in same household	11812	11
Seven Hills - Prospect	Person not in same household	14437	23
Seven Hills - Prospect	Person not in same household	18375	75
Seven Hills - Prospect	Person not in same household	23625	41
Seven Hills - Prospect	Person not in same household	28875	15
Seven Hills - Prospect	Person not in same household	34125	5
Seven Hills - Prospect	Real estate agent	52	5
Seven Hills - Prospect	Real estate agent	10500	5
Seven Hills - Prospect	Real estate agent	11812	22
Seven Hills - Prospect	Real estate agent	14437	47
Seven Hills - Prospect	Real estate agent	18375	422
Seven Hills - Prospect	Real estate agent	23625	391
Seven Hills - Prospect	Real estate agent	28875	103
Seven Hills - Prospect	Real estate agent	34125	24
Seven Hills - Prospect	Real estate agent	39375	6
Seven Hills - Prospect	State or territory housing authority	52	12
Seven Hills - Prospect	State or territory housing authority	3937	17
Seven Hills - Prospect	State or territory housing authority	5250	79
Seven Hills - Prospect	State or territory housing authority	7875	24
Seven Hills - Prospect	State or territory housing authority	10500	15
Seven Hills - Prospect	State or territory housing authority	11812	6
Seven Hills - Prospect	State or territory housing authority	14437	5
Seven Hills - Prospect	State or territory housing authority	18375	9
Toongabbie - West	(Other)	7875	4
Toongabbie - West	(Other)	18375	5
Toongabbie - West	Co-op/church group etc	5250	10
Toongabbie - West	Co-op/church group etc	7875	6
Toongabbie - West	Co-op/church group etc	10500	7
Toongabbie - West	Co-op/church group etc	11812	10
Toongabbie - West	Co-op/church group etc	14437	7
Toongabbie - West	Co-op/church group etc	18375	7
Toongabbie - West	Person not in same household	7875	5
Toongabbie - West	Person not in same household	10500	10
Toongabbie - West	Person not in same household	11812	4
Toongabbie - West	Person not in same household	14437	8
Toongabbie - West	Person not in same household	18375	35
Toongabbie - West	Person not in same household	23625	21
Toongabbie - West	Person not in same household	28875	4
Toongabbie - West	Real estate agent	7875	3
Toongabbie - West	Real estate agent	10500	4
Toongabbie - West	Real estate agent	11812	9
Toongabbie - West	Real estate agent	14437	42
Toongabbie - West	Real estate agent	18375	405
Toongabbie - West	Real estate agent	23625	319
Toongabbie - West	Real estate agent	28875	105
Toongabbie - West	Real estate agent	34125	14
Toongabbie - West	State or territory housing authority	52	9
Toongabbie - West	State or territory housing authority	3937	14
Toongabbie - West	State or territory housing authority	5250	76
Toongabbie - West	State or territory housing authority	7875	45
Toongabbie - West	State or territory housing authority	10500	31
Toongabbie - West	State or territory housing authority	11812	25
Toongabbie - West	State or territory housing authority	14437	23
Toongabbie - West	State or territory housing authority	18375	31
Toongabbie - West	State or territory housing authority	23625	13
Glenwood	(Other)	11812	5
Glenwood	(Other)	14437	3
Glenwood	(Other)	23625	5
Glenwood	Person not in same household	10500	6
Glenwood	Person not in same household	11812	4
Glenwood	Person not in same household	14437	6
Glenwood	Person not in same household	18375	12
Glenwood	Person not in same household	23625	27
Glenwood	Person not in same household	28875	28
Glenwood	Person not in same household	34125	8
Glenwood	Real estate agent	18375	17
Glenwood	Real estate agent	23625	151
Glenwood	Real estate agent	28875	363
Glenwood	Real estate agent	34125	171
Glenwood	Real estate agent	39375	17
Glenwood	Real estate agent	44625	5
Acacia Gardens	(Other)	11812	3
Acacia Gardens	Person not in same household	14437	4
Acacia Gardens	Person not in same household	18375	6
Acacia Gardens	Person not in same household	23625	8
Acacia Gardens	Person not in same household	28875	3
Acacia Gardens	Real estate agent	11812	3
Acacia Gardens	Real estate agent	14437	4
Acacia Gardens	Real estate agent	18375	10
Acacia Gardens	Real estate agent	23625	74
Acacia Gardens	Real estate agent	28875	78
Acacia Gardens	Real estate agent	34125	15
Acacia Gardens	Real estate agent	39375	4
Quakers Hill		18375	5
Quakers Hill		23625	3
Quakers Hill	(Other)	11812	11
Quakers Hill	(Other)	14437	3
Quakers Hill	(Other)	18375	10
Quakers Hill	(Other)	23625	10
Quakers Hill	Person not in same household	5250	3
Quakers Hill	Person not in same household	7875	6
Quakers Hill	Person not in same household	10500	4
Quakers Hill	Person not in same household	11812	6
Quakers Hill	Person not in same household	14437	30
Quakers Hill	Person not in same household	18375	64
Quakers Hill	Person not in same household	23625	64
Quakers Hill	Person not in same household	28875	19
Quakers Hill	Person not in same household	34125	3
Quakers Hill	Person not in same household	39375	6
Quakers Hill	Real estate agent	5250	5
Quakers Hill	Real estate agent	10500	8
Quakers Hill	Real estate agent	11812	3
Quakers Hill	Real estate agent	14437	35
Quakers Hill	Real estate agent	18375	610
Quakers Hill	Real estate agent	23625	872
Quakers Hill	Real estate agent	28875	257
Quakers Hill	Real estate agent	34125	28
Quakers Hill	Real estate agent	39375	6
Quakers Hill	Real estate agent	44625	4
Quakers Hill	Real estate agent	49875	3
Quakers Hill	State or territory housing authority	3937	8
Quakers Hill	State or territory housing authority	5250	43
Quakers Hill	State or territory housing authority	7875	30
Quakers Hill	State or territory housing authority	10500	11
Quakers Hill	State or territory housing authority	11812	14
Quakers Hill	State or territory housing authority	14437	15
Quakers Hill	State or territory housing authority	18375	14
Quakers Hill	State or territory housing authority	23625	9
Kellyville Ridge - The Ponds	(Other)	11812	28
Kellyville Ridge - The Ponds	(Other)	14437	21
Kellyville Ridge - The Ponds	Co-op/church group etc	5250	3
Kellyville Ridge - The Ponds	Person not in same household	10500	6
Kellyville Ridge - The Ponds	Person not in same household	14437	9
Kellyville Ridge - The Ponds	Person not in same household	18375	4
Kellyville Ridge - The Ponds	Person not in same household	23625	22
Kellyville Ridge - The Ponds	Person not in same household	28875	30
Kellyville Ridge - The Ponds	Person not in same household	34125	22
Kellyville Ridge - The Ponds	Person not in same household	39375	5
Kellyville Ridge - The Ponds	Person not in same household	49875	3
Kellyville Ridge - The Ponds	Real estate agent	10500	3
Kellyville Ridge - The Ponds	Real estate agent	14437	4
Kellyville Ridge - The Ponds	Real estate agent	18375	121
Kellyville Ridge - The Ponds	Real estate agent	23625	169
Kellyville Ridge - The Ponds	Real estate agent	28875	437
Kellyville Ridge - The Ponds	Real estate agent	34125	328
Kellyville Ridge - The Ponds	Real estate agent	39375	60
Kellyville Ridge - The Ponds	Real estate agent	44625	7
Kellyville Ridge - The Ponds	Real estate agent	49875	6
Kellyville Ridge - The Ponds	State or territory housing authority	18375	3
Marsden Park - Shanes Park	(Other)	7875	9
Marsden Park - Shanes Park	(Other)	23625	4
Marsden Park - Shanes Park	Person not in same household	10500	3
Marsden Park - Shanes Park	Person not in same household	11812	4
Marsden Park - Shanes Park	Person not in same household	14437	9
Marsden Park - Shanes Park	Person not in same household	18375	11
Marsden Park - Shanes Park	Person not in same household	23625	22
Marsden Park - Shanes Park	Person not in same household	28875	22
Marsden Park - Shanes Park	Person not in same household	34125	3
Marsden Park - Shanes Park	Real estate agent	14437	20
Marsden Park - Shanes Park	Real estate agent	18375	28
Marsden Park - Shanes Park	Real estate agent	23625	169
Marsden Park - Shanes Park	Real estate agent	28875	400
Marsden Park - Shanes Park	Real estate agent	34125	100
Marsden Park - Shanes Park	Real estate agent	39375	6
Marsden Park - Shanes Park	Real estate agent	49875	8
Riverstone	(Other)	11812	5
Riverstone	(Other)	14437	4
Riverstone	(Other)	18375	5
Riverstone	(Other)	23625	9
Riverstone	(Other)	28875	6
Riverstone	Co-op/church group etc	5250	7
Riverstone	Co-op/church group etc	7875	9
Riverstone	Co-op/church group etc	10500	8
Riverstone	Co-op/church group etc	11812	11
Riverstone	Co-op/church group etc	14437	14
Riverstone	Co-op/church group etc	18375	12
Riverstone	Co-op/church group etc	23625	4
Riverstone	Person not in same household	5250	7
Riverstone	Person not in same household	7875	4
Riverstone	Person not in same household	11812	9
Riverstone	Person not in same household	14437	16
Riverstone	Person not in same household	18375	42
Riverstone	Person not in same household	23625	34
Riverstone	Person not in same household	28875	12
Riverstone	Person not in same household	34125	3
Riverstone	Real estate agent	7875	10
Riverstone	Real estate agent	10500	17
Riverstone	Real estate agent	11812	18
Riverstone	Real estate agent	14437	42
Riverstone	Real estate agent	18375	248
Riverstone	Real estate agent	23625	399
Riverstone	Real estate agent	28875	353
Riverstone	Real estate agent	34125	34
Riverstone	Real estate agent	39375	4
Riverstone	Real estate agent	44625	3
Riverstone	State or territory housing authority	7875	15
Riverstone	State or territory housing authority	10500	9
Riverstone	State or territory housing authority	11812	18
Riverstone	State or territory housing authority	14437	9
Riverstone	State or territory housing authority	18375	20
Riverstone	State or territory housing authority	23625	7
Schofields (West) - Colebee	(Other)	11812	19
Schofields (West) - Colebee	(Other)	14437	4
Schofields (West) - Colebee	Person not in same household	11812	3
Schofields (West) - Colebee	Person not in same household	14437	3
Schofields (West) - Colebee	Person not in same household	18375	12
Schofields (West) - Colebee	Person not in same household	23625	18
Schofields (West) - Colebee	Person not in same household	28875	16
Schofields (West) - Colebee	Person not in same household	34125	4
Schofields (West) - Colebee	Person not in same household	39375	5
Schofields (West) - Colebee	Real estate agent	14437	13
Schofields (West) - Colebee	Real estate agent	18375	46
Schofields (West) - Colebee	Real estate agent	23625	97
Schofields (West) - Colebee	Real estate agent	28875	251
Schofields (West) - Colebee	Real estate agent	34125	114
Schofields (West) - Colebee	Real estate agent	39375	14
Schofields (West) - Colebee	Real estate agent	44625	10
Schofields (West) - Colebee	Real estate agent	49875	3
Schofields - East	(Other)	11812	9
Schofields - East	(Other)	14437	4
Schofields - East	(Other)	18375	5
Schofields - East	(Other)	23625	10
Schofields - East	(Other)	28875	4
Schofields - East	(Other)	34125	3
Schofields - East	Person not in same household	5250	4
Schofields - East	Person not in same household	7875	4
Schofields - East	Person not in same household	10500	3
Schofields - East	Person not in same household	14437	22
Schofields - East	Person not in same household	18375	23
Schofields - East	Person not in same household	23625	39
Schofields - East	Person not in same household	28875	33
Schofields - East	Person not in same household	34125	17
Schofields - East	Real estate agent	5250	3
Schofields - East	Real estate agent	11812	16
Schofields - East	Real estate agent	14437	38
Schofields - East	Real estate agent	18375	536
Schofields - East	Real estate agent	23625	657
Schofields - East	Real estate agent	28875	1043
Schofields - East	Real estate agent	34125	338
Schofields - East	Real estate agent	39375	53
Schofields - East	Real estate agent	44625	10
Schofields - East	Real estate agent	49875	7
Stanhope Gardens - Parklea	(Other)	7875	11
Stanhope Gardens - Parklea	(Other)	11812	4
Stanhope Gardens - Parklea	(Other)	14437	5
Stanhope Gardens - Parklea	(Other)	18375	4
Stanhope Gardens - Parklea	Person not in same household	7875	3
Stanhope Gardens - Parklea	Person not in same household	11812	7
Stanhope Gardens - Parklea	Person not in same household	14437	7
Stanhope Gardens - Parklea	Person not in same household	18375	3
Stanhope Gardens - Parklea	Person not in same household	23625	24
Stanhope Gardens - Parklea	Person not in same household	28875	17
Stanhope Gardens - Parklea	Person not in same household	34125	12
Stanhope Gardens - Parklea	Person not in same household	39375	4
Stanhope Gardens - Parklea	Real estate agent	14437	14
Stanhope Gardens - Parklea	Real estate agent	18375	17
Stanhope Gardens - Parklea	Real estate agent	23625	155
Stanhope Gardens - Parklea	Real estate agent	28875	271
Stanhope Gardens - Parklea	Real estate agent	34125	122
Stanhope Gardens - Parklea	Real estate agent	39375	19
Stanhope Gardens - Parklea	Real estate agent	44625	3
Stanhope Gardens - Parklea	Real estate agent	49875	7
Bidwill - Hebersham - Emerton		14437	3
Bidwill - Hebersham - Emerton	(Other)	14437	15
Bidwill - Hebersham - Emerton	(Other)	18375	15
Bidwill - Hebersham - Emerton	(Other)	23625	10
Bidwill - Hebersham - Emerton	Co-op/church group etc	5250	11
Bidwill - Hebersham - Emerton	Co-op/church group etc	7875	34
Bidwill - Hebersham - Emerton	Co-op/church group etc	10500	5
Bidwill - Hebersham - Emerton	Co-op/church group etc	11812	11
Bidwill - Hebersham - Emerton	Co-op/church group etc	14437	14
Bidwill - Hebersham - Emerton	Co-op/church group etc	18375	3
Bidwill - Hebersham - Emerton	Person not in same household	52	3
Bidwill - Hebersham - Emerton	Person not in same household	5250	5
Bidwill - Hebersham - Emerton	Person not in same household	10500	6
Bidwill - Hebersham - Emerton	Person not in same household	11812	17
Bidwill - Hebersham - Emerton	Person not in same household	14437	60
Bidwill - Hebersham - Emerton	Person not in same household	18375	104
Bidwill - Hebersham - Emerton	Person not in same household	23625	21
Bidwill - Hebersham - Emerton	Person not in same household	28875	3
Bidwill - Hebersham - Emerton	Real estate agent	10500	6
Bidwill - Hebersham - Emerton	Real estate agent	11812	48
