SA2_NAME16	OnlyEnglishSpokenHome	persons
Turramurra	0	5119
Turramurra	1	14687
Wahroonga (East) - Warrawee	0	4954
Wahroonga (East) - Warrawee	1	12769
Cremorne - Cammeray	0	3655
Cremorne - Cammeray	1	14616
Crows Nest - Waverton	0	4450
Crows Nest - Waverton	1	12867
Neutral Bay - Kirribilli	0	3423
Neutral Bay - Kirribilli	1	12866
North Sydney - Lavender Bay	0	3813
North Sydney - Lavender Bay	1	7876
Mosman - North	0	2607
Mosman - North	1	10636
Mosman - South	0	2072
Mosman - South	1	12039
Balgowlah - Clontarf - Seaforth	0	2892
Balgowlah - Clontarf - Seaforth	1	17307
Manly - Fairlight	0	3227
Manly - Fairlight	1	18257
Avalon - Palm Beach	0	789
Avalon - Palm Beach	1	11830
Bayview - Elanora Heights	0	980
Bayview - Elanora Heights	1	9825
Newport - Bilgola	0	944
Newport - Bilgola	1	12340
Mona Vale - Warriewood (North)	0	1575
Mona Vale - Warriewood (North)	1	12208
North Narrabeen - Warriewood (South)	0	1204
North Narrabeen - Warriewood (South)	1	9259
Beacon Hill - Narraweena	0	3171
Beacon Hill - Narraweena	1	10847
Cromer	0	1012
Cromer	1	6757
Forestville - Killarney Heights	0	3312
Forestville - Killarney Heights	1	9460
Freshwater - Brookvale	0	3468
Freshwater - Brookvale	1	17569
Manly Vale - Allambie Heights	0	2715
Manly Vale - Allambie Heights	1	14359
Terrey Hills - Duffys Forest	0	355
Terrey Hills - Duffys Forest	1	3334
Belrose	0	1408
Belrose	1	7080
Collaroy - Collaroy Plateau	0	1809
Collaroy - Collaroy Plateau	1	11685
Dee Why (South) - North Curl Curl	0	1473
Dee Why (South) - North Curl Curl	1	7305
Dee Why - North	0	6730
Dee Why - North	1	10332
Frenchs Forest - Oxford Falls	0	2834
Frenchs Forest - Oxford Falls	1	14001
Narrabeen - Wheeler Heights	0	1163
Narrabeen - Wheeler Heights	1	9608
Camden - Ellis Lane	0	740
Camden - Ellis Lane	1	12097
Currans Hill	0	1131
Currans Hill	1	5108
Elderslie - Narellan	0	1466
Elderslie - Narellan	1	12099
Harrington Park	0	2023
Harrington Park	1	8936
Mount Annan	0	2581
Mount Annan	1	15926
Spring Farm	0	1477
Spring Farm	1	7831
Bradbury - Wedderburn	0	4471
Bradbury - Wedderburn	1	14240
Campbelltown - Woodbine	0	7616
Campbelltown - Woodbine	1	12913
Claymore - Eagle Vale - Raby	0	5781
Claymore - Eagle Vale - Raby	1	13265
Holsworthy Military Area	0	5
Leumeah - Minto Heights	0	4298
Leumeah - Minto Heights	1	11520
Minto - St Andrews	0	9526
Minto - St Andrews	1	10362
Rosemeadow - Glen Alpine	0	4888
Rosemeadow - Glen Alpine	1	14857
Denham Court - Bardia	0	8260
Denham Court - Bardia	1	5962
Glenfield	0	5541
Glenfield	1	4260
Ingleburn	0	7039
Ingleburn	1	8693
Macquarie Fields	0	6147
Macquarie Fields	1	6917
Bargo	0	329
Bargo	1	5348
Douglas Park - Appin	0	596
Douglas Park - Appin	1	9870
Picton - Tahmoor - Buxton	0	975
Picton - Tahmoor - Buxton	1	17106
The Oaks - Oakdale	0	599
The Oaks - Oakdale	1	8699
Blackheath - Megalong Valley	0	407
Blackheath - Megalong Valley	1	5027
Blaxland - Warrimoo - Lapstone	0	1083
Blaxland - Warrimoo - Lapstone	1	17505
Blue Mountains - North	1	7
Katoomba - Leura	0	1305
Katoomba - Leura	1	11432
Lawson - Hazelbrook - Linden	0	714
Lawson - Hazelbrook - Linden	1	10417
Springwood - Winmalee	0	1105
Springwood - Winmalee	1	20241
Wentworth Falls	0	440
Wentworth Falls	1	5639
Blue Mountains - South	1	4
Cambridge Park	0	1685
Cambridge Park	1	13407
Emu Plains - Leonay	0	919
Emu Plains - Leonay	1	12516
Glenmore Park - Regentville	0	3166
Glenmore Park - Regentville	1	17296
Jamisontown - South Penrith	0	1993
Jamisontown - South Penrith	1	14529
Kingswood - Werrington	0	7248
Kingswood - Werrington	1	15596
Mulgoa - Luddenham - Orchard Hills	0	2228
Mulgoa - Luddenham - Orchard Hills	1	9457
Penrith	0	3266
Penrith	1	12922
Warragamba - Silverdale	0	480
Warragamba - Silverdale	1	5336
Cranebrook - Castlereagh	0	1662
Cranebrook - Castlereagh	1	14576
Jordan Springs - Llandilo	0	4207
Jordan Springs - Llandilo	1	8754
Richmond - Clarendon	0	1393
Richmond - Clarendon	1	12938
Windsor - Bligh Park	0	1143
Windsor - Bligh Park	1	13317
Yarramundi - Londonderry	0	759
Yarramundi - Londonderry	1	5278
Erskine Park	0	1465
Erskine Park	1	4761
St Clair	0	4875
St Clair	1	14150
Colyton - Oxley Park	0	3978
Colyton - Oxley Park	1	8022
St Marys - North St Marys	0	4779
St Marys - North St Marys	1	10606
Rookwood Cemetery	1	3
Auburn - Central	0	15322
Auburn - Central	1	2236
Auburn - North	0	8869
Auburn - North	1	935
Auburn - South	0	6450
Auburn - South	1	1588
Berala	0	6247
Berala	1	1825
Lidcombe	0	15857
Lidcombe	1	4137
Regents Park	0	3585
Regents Park	1	1297
Silverwater - Newington	0	4377
Silverwater - Newington	1	3271
Wentworth Point - Sydney Olympic Park	0	13409
Wentworth Point - Sydney Olympic Park	1	5821
Ermington - Rydalmere	0	11734
Ermington - Rydalmere	1	11613
Oatlands - Dundas Valley	0	9668
Oatlands - Dundas Valley	1	7869
Carlingford - East	0	6646
Carlingford - East	1	4653
Carlingford - West	0	12298
Carlingford - West	1	6317
Chester Hill - Sefton	0	13033
Chester Hill - Sefton	1	5511
Fairfield - East	0	10520
Fairfield - East	1	3642
Granville - Clyde	0	15965
Granville - Clyde	1	5154
Guildford - South Granville	0	14561
Guildford - South Granville	1	5185
Guildford West - Merrylands West	0	12965
Guildford West - Merrylands West	1	7971
Smithfield Industrial	0	10
Smithfield Industrial	1	5
Yennora Industrial	0	7
Yennora Industrial	1	3
Greystanes - South	0	6360
Greystanes - South	1	9454
Merrylands - Holroyd	0	14962
Merrylands - Holroyd	1	6376
Pemulwuy - Greystanes (North)	0	4612
Pemulwuy - Greystanes (North)	1	5701
South Wentworthville	0	4008
South Wentworthville	1	2719
North Parramatta	0	12158
North Parramatta	1	9110
North Rocks	0	3478
North Rocks	1	4734
Northmead	0	10288
Northmead	1	8862
Toongabbie - Constitution Hill	0	10375
Toongabbie - Constitution Hill	1	11233
Winston Hills	0	3222
Winston Hills	1	7797
Pendle Hill - Girraween	0	9354
Pendle Hill - Girraween	1	3571
Wentworthville - Westmead	0	15218
Wentworthville - Westmead	1	4681
Parramatta - North	0	8852
Parramatta - North	1	2381
Parramatta - South	0	7166
Parramatta - South	1	2071
Rosehill - Harris Park	0	6460
Rosehill - Harris Park	1	1970
Pennant Hills - Cheltenham	0	7403
Pennant Hills - Cheltenham	1	13715
Epping (East) - North Epping	0	8033
Epping (East) - North Epping	1	5949
Epping (NSW) - West	0	12325
Epping (NSW) - West	1	5814
Gladesville - Huntleys Point	0	3978
Gladesville - Huntleys Point	1	10887
Hunters Hill - Woolwich	0	1765
Hunters Hill - Woolwich	1	7349
Macquarie Park - Marsfield	0	13568
Macquarie Park - Marsfield	1	9141
North Ryde - East Ryde	0	6631
North Ryde - East Ryde	1	8207
West Ryde - Meadowbank	0	10818
West Ryde - Meadowbank	1	8540
Putney	0	1299
Putney	1	2745
Denistone	0	3157
Denistone	1	3637
Eastwood	0	12549
Eastwood	1	5702
Ryde - North	0	9399
Ryde - North	1	10072
Ryde - South	0	6615
Ryde - South	1	4750
Ashcroft - Busby - Miller	0	9358
Ashcroft - Busby - Miller	1	6740
Austral - Greendale	0	5669
Austral - Greendale	1	5800
Badgerys Creek	0	7
Badgerys Creek	1	19
Cecil Hills	0	3995
Cecil Hills	1	2617
Green Valley	0	8670
Green Valley	1	3547
Hinchinbrook	0	7969
Hinchinbrook	1	4435
Hoxton Park - Carnes Hill - Horningsea Park	0	7508
Hoxton Park - Carnes Hill - Horningsea Park	1	5118
West Hoxton - Middleton Grange	0	8863
West Hoxton - Middleton Grange	1	7541
Cobbitty - Bringelly	0	673
Cobbitty - Bringelly	1	3876
Gledswood Hills - Gregory Hills	0	5047
Gledswood Hills - Gregory Hills	1	8716
Leppington - Catherine Field	0	5583
Leppington - Catherine Field	1	6469
Oran Park	0	6859
Oran Park	1	9946
Bonnyrigg Heights - Bonnyrigg	0	11935
Bonnyrigg Heights - Bonnyrigg	1	4234
Bossley Park - Abbotsbury	0	11755
Bossley Park - Abbotsbury	1	6750
Cabramatta - Lansvale	0	18744
Cabramatta - Lansvale	1	3600
Cabramatta West - Mount Pritchard	0	12000
Cabramatta West - Mount Pritchard	1	4948
Canley Vale - Canley Heights	0	16980
Canley Vale - Canley Heights	1	3800
Edensor Park	0	6797
Edensor Park	1	2884
Fairfield	0	13806
Fairfield	1	2885
Fairfield - West	0	15298
Fairfield - West	1	4332
Greenfield Park - Prairiewood	0	6371
Greenfield Park - Prairiewood	1	1946
Horsley Park - Kemps Creek	0	1659
Horsley Park - Kemps Creek	1	2421
Smithfield - Wetherill Park	0	12157
Smithfield - Wetherill Park	1	6179
St Johns Park - Wakeley	0	8333
St Johns Park - Wakeley	1	2355
Wetherill Park Industrial	0	22
Wetherill Park Industrial	1	10
Casula	0	9321
Casula	1	6298
Chipping Norton - Moorebank	0	8841
Chipping Norton - Moorebank	1	11072
Holsworthy - Wattle Grove	0	6635
Holsworthy - Wattle Grove	1	13426
Lurnea - Cartwright	0	7270
Lurnea - Cartwright	1	4216
Warwick Farm	0	3599
Warwick Farm	1	1715
Edmondson Park	0	7442
Edmondson Park	1	3881
Liverpool - East	0	11367
Liverpool - East	1	4079
Liverpool - West	0	8947
Liverpool - West	1	3601
Prestons	0	8700
Prestons	1	6176
Gymea - Grays Point	0	1865
Gymea - Grays Point	1	15845
Miranda - Yowie Bay	0	4454
Miranda - Yowie Bay	1	15393
Sylvania - Taren Point	0	4648
Sylvania - Taren Point	1	11011
Caringbah	0	1933
Caringbah	1	10328
Caringbah South	0	1075
Caringbah South	1	11548
Cronulla - Kurnell - Bundeena	0	2097
Cronulla - Kurnell - Bundeena	1	21132
Lilli Pilli - Port Hacking - Dolans Bay	0	288
Lilli Pilli - Port Hacking - Dolans Bay	1	3021
Woolooware - Burraneer	0	844
Woolooware - Burraneer	1	7898
Heathcote - Waterfall	0	315
Heathcote - Waterfall	1	6045
Illawong - Alfords Point	0	2638
Illawong - Alfords Point	1	7699
Menai - Lucas Heights - Woronora	0	3004
Menai - Lucas Heights - Woronora	1	17472
Oyster Bay - Como - Jannali	0	2711
Oyster Bay - Como - Jannali	1	18764
Royal National Park	1	31
Sutherland - Kirrawee	0	4070
Sutherland - Kirrawee	1	18127
Engadine	0	1092
Engadine	1	15857
Loftus - Yarrawarrah	0	418
Loftus - Yarrawarrah	1	6792
Woronora Heights	0	223
Woronora Heights	1	3261
No usual address (NSW)	0	1150
No usual address (NSW)	1	6417
Alfredton	0	2200
Alfredton	1	14103
Ballarat	0	952
Ballarat	1	10595
Buninyong	0	257
Buninyong	1	6702
Delacombe	0	817
Delacombe	1	9371
Smythes Creek	0	102
Smythes Creek	1	4044
Wendouree - Miners Rest	0	796
Wendouree - Miners Rest	1	13628
Ballarat East - Warrenheip	0	520
Ballarat East - Warrenheip	1	8623
Ballarat North - Invermay	0	700
Ballarat North - Invermay	1	13490
Canadian - Mount Clear	0	1007
Canadian - Mount Clear	1	10520
Sebastopol - Redan	0	678
Sebastopol - Redan	1	11494
Bacchus Marsh Surrounds	0	263
Bacchus Marsh Surrounds	1	5879
Creswick - Clunes	0	241
Creswick - Clunes	1	7256
Daylesford	0	617
Daylesford	1	8565
Gordon (Vic.)	0	217
Gordon (Vic.)	1	5711
Avoca	0	76
Avoca	1	3129
Beaufort	0	98
Beaufort	1	3853
Golden Plains - North	0	129
Golden Plains - North	1	4416
Maryborough (Vic.)	0	268
Maryborough (Vic.)	1	7411
Maryborough Surrounds	0	136
Maryborough Surrounds	1	4875
Bendigo	0	1270
Bendigo	1	12543
California Gully - Eaglehawk	0	919
California Gully - Eaglehawk	1	11298
East Bendigo - Kennington	0	1127
East Bendigo - Kennington	1	12151
Flora Hill - Spring Gully	0	644
Flora Hill - Spring Gully	1	8400
Kangaroo Flat - Golden Square	0	1582
Kangaroo Flat - Golden Square	1	18133
Maiden Gully	0	174
Maiden Gully	1	5198
Strathfieldsaye	0	469
Strathfieldsaye	1	9907
White Hills - Ascot	0	1239
White Hills - Ascot	1	12538
Bendigo Surrounds - South	0	192
Bendigo Surrounds - South	1	7738
Castlemaine	0	426
Castlemaine	1	9578
Castlemaine Surrounds	0	251
Castlemaine Surrounds	1	8321
Heathcote	0	153
Heathcote	1	4354
Kyneton	0	534
Kyneton	1	9364
Woodend	0	371
Woodend	1	7219
Bendigo Surrounds - North	0	103
Bendigo Surrounds - North	1	4363
Loddon	0	232
Loddon	1	6263
Bannockburn	0	299
Bannockburn	1	7162
Golden Plains - South	0	226
Golden Plains - South	1	7429
Winchelsea	0	149
Winchelsea	1	6049
Belmont	0	1685
Belmont	1	12707
Geelong	0	1627
Geelong	1	11158
Geelong West - Hamlyn Heights	0	2454
Geelong West - Hamlyn Heights	1	18011
Highton	0	2984
Highton	1	20248
Lara	0	2232
Lara	1	16701
Leopold	0	883
Leopold	1	11871
Newcomb - Moolap	0	1239
Newcomb - Moolap	1	13135
Newtown (Vic.)	0	922
Newtown (Vic.)	1	9180
North Geelong - Bell Park	0	4248
North Geelong - Bell Park	1	10752
Charlemont	0	1428
Charlemont	1	8437
Corio - Lovely Banks	0	4143
Corio - Lovely Banks	1	12782
Grovedale - Mount Duneed	0	2961
Grovedale - Mount Duneed	1	20927
Norlane	0	1957
Norlane	1	6111
Clifton Springs	0	800
Clifton Springs	1	15447
Lorne - Anglesea	0	277
Lorne - Anglesea	1	5520
Portarlington	0	653
Portarlington	1	8160
Point Lonsdale - Queenscliff	0	193
Point Lonsdale - Queenscliff	1	4999
Torquay	0	1124
Torquay	1	22396
Barwon Heads - Armstrong Creek	0	856
Barwon Heads - Armstrong Creek	1	9955
Ocean Grove	0	665
Ocean Grove	1	17914
Alexandra	0	234
Alexandra	1	6185
Euroa	0	213
Euroa	1	6044
Kilmore - Broadford	0	950
Kilmore - Broadford	1	13744
Mansfield (Vic.)	0	451
Mansfield (Vic.)	1	9186
Nagambie	0	212
Nagambie	1	3970
Seymour	0	432
Seymour	1	5573
Seymour Surrounds	0	204
Seymour Surrounds	1	4106
Upper Yarra Valley	0	3
Upper Yarra Valley	1	186
Yea	0	152
Yea	1	3538
Benalla	0	459
Benalla	1	9482
Benalla Surrounds	0	82
Benalla Surrounds	1	3376
Rutherglen	0	67
Rutherglen	1	3780
Wangaratta	0	1200
Wangaratta	1	17592
Wangaratta Surrounds	0	356
Wangaratta Surrounds	1	8940
Beechworth	0	207
Beechworth	1	4431
Bright - Mount Beauty	0	476
Bright - Mount Beauty	1	7696
Chiltern - Indigo Valley	0	50
Chiltern - Indigo Valley	1	2929
Myrtleford	0	485
Myrtleford	1	4018
Towong	0	175
Towong	1	5489
West Wodonga	0	768
West Wodonga	1	13803
Yackandandah	0	77
Yackandandah	1	4823
Baranduda - Leneva	0	1005
Baranduda - Leneva	1	11374
Wodonga	0	1220
Wodonga	1	12917
Drouin	0	910
Drouin	1	17787
Mount Baw Baw Region	0	203
Mount Baw Baw Region	1	5910
Trafalgar (Vic.)	0	322
Trafalgar (Vic.)	1	7584
Warragul	0	1396
Warragul	1	20436
Bairnsdale	0	831
Bairnsdale	1	13721
Bruthen - Omeo	0	253
Bruthen - Omeo	1	7409
Lakes Entrance	0	463
Lakes Entrance	1	9760
Orbost	0	208
Orbost	1	5821
Paynesville	0	214
Paynesville	1	6460
Foster	0	357
Foster	1	8353
French Island	0	16
French Island	1	111
Korumburra	0	359
Korumburra	1	8904
Leongatha	0	473
Leongatha	1	10321
Phillip Island	0	840
Phillip Island	1	11891
Wilsons Promontory	0	3
Wilsons Promontory	1	10
Wonthaggi - Inverloch	0	1220
Wonthaggi - Inverloch	1	23917
Churchill	0	454
Churchill	1	10638
Moe - Newborough	0	1005
Moe - Newborough	1	14991
Morwell	0	1527
Morwell	1	11301
Yallourn North - Glengarry	0	90
Yallourn North - Glengarry	1	4342
Traralgon - East	0	797
Traralgon - East	1	10383
Traralgon - West	0	1242
Traralgon - West	1	14707
Alps - West	1	19
Longford - Loch Sport	0	163
Longford - Loch Sport	1	4435
Maffra	0	383
Maffra	1	13360
Rosedale	0	126
Rosedale	1	3539
Sale	0	965
Sale	1	13388
Yarram	0	159
Yarram	1	4980
Brunswick East	0	2949
Brunswick East	1	9290
Brunswick West	0	3966
Brunswick West	1	9869
Pascoe Vale South	0	2957
Pascoe Vale South	1	7146
Brunswick - North	0	3302
Brunswick - North	1	9222
Brunswick - South	0	2813
Brunswick - South	1	9697
Coburg - East	0	4128
Coburg - East	1	7958
Coburg - West	0	4291
Coburg - West	1	9355
Alphington - Fairfield	0	1732
Alphington - Fairfield	1	6980
Thornbury	0	4793
Thornbury	1	13555
Northcote - East	0	3010
Northcote - East	1	11538
Northcote - West	0	1893
Northcote - West	1	8049
Ascot Vale	0	3857
Ascot Vale	1	10522
Flemington	0	3078
Flemington	1	5294
Moonee Ponds	0	3972
Moonee Ponds	1	11741
Essendon (West) - Aberfeldie	0	3870
Essendon (West) - Aberfeldie	1	11649
Essendon - East	0	2872
Essendon - East	1	8868
Carlton	0	7919
Carlton	1	7606
Docklands	0	8259
Docklands	1	5804
East Melbourne	0	689
East Melbourne	1	3933
Flemington Racecourse	0	22
Flemington Racecourse	1	51
Kensington (Vic.)	0	2654
Kensington (Vic.)	1	7680
Parkville	0	2076
Parkville	1	4764
South Yarra - West	0	1251
South Yarra - West	1	4641
Melbourne CBD - East	0	4782
Melbourne CBD - East	1	3967
Melbourne CBD - North	0	11582
Melbourne CBD - North	1	3845
Melbourne CBD - West	0	9313
Melbourne CBD - West	1	4985
North Melbourne	0	5888
North Melbourne	1	8376
Southbank (West) - South Wharf	0	3000
Southbank (West) - South Wharf	1	2988
Southbank - East	0	8022
Southbank - East	1	7222
West Melbourne - Residential	0	3411
West Melbourne - Residential	1	3486
Albert Park	0	3821
Albert Park	1	11290
Elwood	0	2146
Elwood	1	11813
Port Melbourne	0	3174
Port Melbourne	1	12117
St Kilda East	0	3390
St Kilda East	1	11490
Port Melbourne Industrial	0	608
Port Melbourne Industrial	1	1029
South Melbourne	0	2762
South Melbourne	1	8270
St Kilda - Central	0	2570
St Kilda - Central	1	8382
St Kilda - West	0	2983
St Kilda - West	1	9512
Armadale	0	1766
Armadale	1	7182
Prahran - Windsor	0	3809
Prahran - Windsor	1	14316
Toorak	0	2587
Toorak	1	9590
South Yarra - North	0	3093
South Yarra - North	1	7253
South Yarra - South	0	2474
South Yarra - South	1	6846
Abbotsford	0	2130
Abbotsford	1	6449
Carlton North - Princes Hill	0	1166
Carlton North - Princes Hill	1	6716
Collingwood	0	2277
Collingwood	1	6269
Fitzroy	0	2399
Fitzroy	1	7157
Fitzroy North	0	2039
Fitzroy North	1	10198
Clifton Hill - Alphington	0	1344
Clifton Hill - Alphington	1	8149
Richmond (South) - Cremorne	0	2451
Richmond (South) - Cremorne	1	14441
Richmond - North	0	4448
Richmond - North	1	8658
Ashburton (Vic.)	0	1806
Ashburton (Vic.)	1	5892
Balwyn	0	7102
Balwyn	1	8594
Balwyn North	0	10071
Balwyn North	1	10522
Camberwell	0	5445
Camberwell	1	15152
Glen Iris - East	0	3608
Glen Iris - East	1	12790
Hawthorn East	0	3834
Hawthorn East	1	11335
Kew East	0	1761
Kew East	1	4563
Surrey Hills (West) - Canterbury	0	3570
Surrey Hills (West) - Canterbury	1	11915
Hawthorn - North	0	1733
Hawthorn - North	1	7756
Hawthorn - South	0	2794
Hawthorn - South	1	8714
Kew - South	0	2953
Kew - South	1	8340
Kew - West	0	3535
Kew - West	1	8986
Bulleen	0	5518
Bulleen	1	5493
Doncaster	0	14469
Doncaster	1	9485
Templestowe	0	7638
Templestowe	1	8747
Templestowe Lower	0	6393
Templestowe Lower	1	7381
Doncaster East - North	0	8787
Doncaster East - North	1	6527
Doncaster East - South	0	9103
Doncaster East - South	1	5816
Blackburn	0	6969
Blackburn	1	14547
Blackburn South	0	3995
Blackburn South	1	6620
Box Hill	0	11893
Box Hill	1	9629
Box Hill North	0	7844
Box Hill North	1	9732
Burwood (Vic.)	0	5719
Burwood (Vic.)	1	5943
Burwood East	0	5873
Burwood East	1	4528
Surrey Hills (East) - Mont Albert	0	2471
Surrey Hills (East) - Mont Albert	1	7397
Beaumaris	0	1476
Beaumaris	1	12186
Brighton (Vic.)	0	3588
Brighton (Vic.)	1	18311
Brighton East	0	3443
Brighton East	1	12479
Highett (West) - Cheltenham	0	2224
Highett (West) - Cheltenham	1	9840
Hampton	0	2868
Hampton	1	14641
Sandringham - Black Rock	0	2046
Sandringham - Black Rock	1	14676
Bentleigh - McKinnon	0	7809
Bentleigh - McKinnon	1	16255
Carnegie	0	7117
Carnegie	1	10807
Caulfield - North	0	5741
Caulfield - North	1	15599
Caulfield - South	0	4840
Caulfield - South	1	12580
Elsternwick	0	2349
Elsternwick	1	9155
Hughesdale	0	3058
Hughesdale	1	4280
Murrumbeena	0	2890
Murrumbeena	1	6226
Ormond - Glen Huntly	0	4893
Ormond - Glen Huntly	1	7748
Bentleigh East - North	0	6208
Bentleigh East - North	1	9857
Bentleigh East - South	0	4208
Bentleigh East - South	1	9496
Aspendale Gardens - Waterways	0	2800
Aspendale Gardens - Waterways	1	5869
Braeside	0	3
Braeside	1	22
Carrum - Patterson Lakes	0	1881
Carrum - Patterson Lakes	1	9794
Chelsea - Bonbeach	0	1996
Chelsea - Bonbeach	1	12506
Chelsea Heights	0	896
Chelsea Heights	1	4307
Highett (East) - Cheltenham	0	6223
Highett (East) - Cheltenham	1	16965
Edithvale - Aspendale	0	1405
Edithvale - Aspendale	1	11754
Mentone	0	2614
Mentone	1	10225
Moorabbin - Heatherton	0	2642
Moorabbin - Heatherton	1	6063
Moorabbin Airport	0	20
Moorabbin Airport	1	3
Mordialloc - Parkdale	0	3218
Mordialloc - Parkdale	1	17372
Malvern - Glen Iris	0	3886
Malvern - Glen Iris	1	15721
Malvern East	0	5586
Malvern East	1	15625
Bundoora - East	0	3366
Bundoora - East	1	6117
Greensborough	0	3096
Greensborough	1	17184
Heidelberg - Rosanna	0	3775
Heidelberg - Rosanna	1	11786
Heidelberg West	0	4701
Heidelberg West	1	9227
Ivanhoe	0	2878
Ivanhoe	1	9202
Ivanhoe East - Eaglemont	0	1509
Ivanhoe East - Eaglemont	1	6022
Montmorency - Briar Hill	0	1733
Montmorency - Briar Hill	1	14348
Viewbank - Yallambie	0	4697
Viewbank - Yallambie	1	13576
Watsonia	0	1798
Watsonia	1	7172
Kingsbury	0	4412
Kingsbury	1	5464
Preston - East	0	7294
Preston - East	1	12554
Preston - West	0	3981
Preston - West	1	8226
Reservoir - North East	0	6106
Reservoir - North East	1	7898
Reservoir - North West	0	4912
Reservoir - North West	1	4382
Reservoir - South East	0	4943
Reservoir - South East	1	6940
Reservoir - South West	0	4923
Reservoir - South West	1	8531
Eltham	0	2457
Eltham	1	20383
Hurstbridge	0	142
Hurstbridge	1	3337
Kinglake	0	180
Kinglake	1	3625
Panton Hill - St Andrews	0	198
Panton Hill - St Andrews	1	4627
Plenty - Yarrambat	0	1610
Plenty - Yarrambat	1	7625
Research - North Warrandyte	0	442
Research - North Warrandyte	1	6300
Wattle Glen - Diamond Creek	0	1194
Wattle Glen - Diamond Creek	1	12875
Bundoora - North	0	3242
Bundoora - North	1	3795
Bundoora - West	0	2895
Bundoora - West	1	2986
Mill Park - North	0	7371
Mill Park - North	1	9417
Mill Park - South	0	4682
Mill Park - South	1	6127
Thomastown	0	13102
Thomastown	1	5926
Wallan	0	4064
Wallan	1	17402
Whittlesea	0	1771
Whittlesea	1	8175
Epping - East	0	5525
Epping - East	1	6339
Epping - South	0	3977
Epping - South	1	3746
Epping (Vic.) - West	0	7190
Epping (Vic.) - West	1	4367
South Morang - North	0	4822
South Morang - North	1	7405
South Morang - South	0	4407
South Morang - South	1	7506
Wollert	0	15708
Wollert	1	7583
Doreen - North	0	2475
Doreen - North	1	13378
Doreen - South	0	2530
Doreen - South	1	7640
Lalor - East	0	6091
Lalor - East	1	3252
Lalor - West	0	8523
Lalor - West	1	4193
Mernda - North	0	4233
Mernda - North	1	6775
Mernda - South	0	4899
Mernda - South	1	6519
Airport West	0	2133
Airport West	1	5803
Essendon Airport	0	3
Essendon Airport	1	5
Keilor	0	2171
Keilor	1	6090
Niddrie - Essendon West	0	1598
Niddrie - Essendon West	1	5627
Strathmore	0	2125
Strathmore	1	7645
Avondale Heights	0	5822
Avondale Heights	1	6097
Keilor East	0	5023
Keilor East	1	9536
Gisborne	0	744
Gisborne	1	12903
Macedon	0	138
Macedon	1	3182
Riddells Creek	0	159
Riddells Creek	1	4121
Romsey	0	393
Romsey	1	9763
Coburg North	0	2754
Coburg North	1	5211
Fawkner	0	8160
Fawkner	1	4915
Gowanbrae	0	912
Gowanbrae	1	2115
Hadfield	0	2628
Hadfield	1	3220
Glenroy - East	0	7472
Glenroy - East	1	6207
Glenroy - West	0	4112
Glenroy - West	1	4071
Oak Park	0	2690
Oak Park	1	4878
Pascoe Vale	0	5766
Pascoe Vale	1	10758
Sunbury	0	1238
Sunbury	1	11925
Diggers Rest	0	1235
Diggers Rest	1	3770
Sunbury - South	0	1739
Sunbury - South	1	12573
Sunbury - West	0	917
Sunbury - West	1	9816
Broadmeadows	0	8022
Broadmeadows	1	4166
Campbellfield - Coolaroo	0	10616
Campbellfield - Coolaroo	1	4031
Gladstone Park - Westmeadows	0	5717
Gladstone Park - Westmeadows	1	11513
Greenvale - Bulla	0	9935
Greenvale - Bulla	1	11275
Meadow Heights	0	10123
Meadow Heights	1	3502
Melbourne Airport	0	14
Melbourne Airport	1	61
Tullamarine	0	2246
Tullamarine	1	3992
Craigieburn - Central	0	3379
Craigieburn - Central	1	4201
Craigieburn - North	0	6924
Craigieburn - North	1	4764
Craigieburn - South	0	12588
Craigieburn - South	1	7798
Mickleham - Yuroke	0	13256
Mickleham - Yuroke	1	8642
Craigieburn - North West	0	6971
Craigieburn - North West	1	2419
Craigieburn - West	0	8500
Craigieburn - West	1	3657
Roxburgh Park (South) - Somerton	0	6155
Roxburgh Park (South) - Somerton	1	2769
Roxburgh Park - North	0	10677
Roxburgh Park - North	1	3079
Bayswater	0	3912
Bayswater	1	8184
Knoxfield - Scoresby	0	6399
Knoxfield - Scoresby	1	9691
Lysterfield	0	1220
Lysterfield	1	5225
Rowville - Central	0	5156
Rowville - Central	1	9893
Rowville - North	0	2191
Rowville - North	1	5536
Rowville - South	0	3307
Rowville - South	1	6789
Wantirna	0	5626
Wantirna	1	8191
Wantirna South	0	7534
Wantirna South	1	9894
Boronia	0	4883
Boronia	1	17597
Ferntree Gully - North	0	2378
Ferntree Gully - North	1	11271
Ferntree Gully (South) - Upper Ferntree Gully	0	2832
Ferntree Gully (South) - Upper Ferntree Gully	1	12028
The Basin	0	311
The Basin	1	3896
Donvale - Park Orchards	0	4551
Donvale - Park Orchards	1	11181
Warrandyte - Wonga Park	0	1160
Warrandyte - Wonga Park	1	8696
Bayswater North	0	1999
Bayswater North	1	9404
Croydon Hills - Warranwood	0	2244
Croydon Hills - Warranwood	1	15434
Ringwood	0	5854
Ringwood	1	12018
Ringwood East	0	4434
Ringwood East	1	15970
Ringwood North	0	1659
Ringwood North	1	7796
Croydon - East	0	3057
Croydon - East	1	12442
Croydon - West	0	2548
Croydon - West	1	11109
Croydon South	0	750
Croydon South	1	4007
Forest Hill	0	4611
Forest Hill	1	5788
