SA2_NAME16	AgeStudent	students
Braidwood	0-4	68
Braidwood	5-14	437
Braidwood	15-19	119
Braidwood	20-24	32
Braidwood	25+	133
Karabar	0-4	117
Karabar	5-14	998
Karabar	15-19	349
Karabar	20-24	138
Karabar	25+	331
Queanbeyan	0-4	154
Queanbeyan	5-14	1004
Queanbeyan	15-19	306
Queanbeyan	20-24	222
Queanbeyan	25+	741
Queanbeyan - East	0-4	85
Queanbeyan - East	5-14	451
Queanbeyan - East	15-19	137
Queanbeyan - East	20-24	107
Queanbeyan - East	25+	334
Queanbeyan West - Jerrabomberra	0-4	253
Queanbeyan West - Jerrabomberra	5-14	1795
Queanbeyan West - Jerrabomberra	15-19	790
Queanbeyan West - Jerrabomberra	20-24	309
Queanbeyan West - Jerrabomberra	25+	539
Googong	0-4	242
Googong	5-14	1002
Googong	15-19	214
Googong	20-24	84
Googong	25+	342
Queanbeyan Surrounds	0-4	264
Queanbeyan Surrounds	5-14	2169
Queanbeyan Surrounds	15-19	818
Queanbeyan Surrounds	20-24	301
Queanbeyan Surrounds	25+	607
Bombala	0-4	30
Bombala	5-14	275
Bombala	15-19	67
Bombala	20-24	26
Bombala	25+	44
Cooma	0-4	126
Cooma	5-14	662
Cooma	15-19	224
Cooma	20-24	72
Cooma	25+	252
Cooma Surrounds	0-4	40
Cooma Surrounds	5-14	367
Cooma Surrounds	15-19	128
Cooma Surrounds	20-24	39
Cooma Surrounds	25+	77
Jindabyne - Berridale	0-4	115
Jindabyne - Berridale	5-14	932
Jindabyne - Berridale	15-19	356
Jindabyne - Berridale	20-24	130
Jindabyne - Berridale	25+	359
Batemans Bay	0-4	114
Batemans Bay	5-14	853
Batemans Bay	15-19	272
Batemans Bay	20-24	57
Batemans Bay	25+	231
Batemans Bay - South	0-4	99
Batemans Bay - South	5-14	781
Batemans Bay - South	15-19	280
Batemans Bay - South	20-24	71
Batemans Bay - South	25+	213
Bega - Tathra	0-4	117
Bega - Tathra	5-14	1041
Bega - Tathra	15-19	312
Bega - Tathra	20-24	71
Bega - Tathra	25+	284
Bega-Eden Hinterland	0-4	109
Bega-Eden Hinterland	5-14	986
Bega-Eden Hinterland	15-19	343
Bega-Eden Hinterland	20-24	49
Bega-Eden Hinterland	25+	240
Broulee - Tomakin	0-4	38
Broulee - Tomakin	5-14	380
Broulee - Tomakin	15-19	148
Broulee - Tomakin	20-24	45
Broulee - Tomakin	25+	113
Deua - Wadbilliga	25+	5
Eden	0-4	52
Eden	5-14	319
Eden	15-19	101
Eden	20-24	22
Eden	25+	78
Eurobodalla Hinterland	0-4	35
Eurobodalla Hinterland	5-14	277
Eurobodalla Hinterland	15-19	116
Eurobodalla Hinterland	20-24	29
Eurobodalla Hinterland	25+	95
Merimbula - Tura Beach	0-4	121
Merimbula - Tura Beach	5-14	1041
Merimbula - Tura Beach	15-19	396
Merimbula - Tura Beach	20-24	93
Merimbula - Tura Beach	25+	279
Moruya - Tuross Head	0-4	103
Moruya - Tuross Head	5-14	707
Moruya - Tuross Head	15-19	245
Moruya - Tuross Head	20-24	61
Moruya - Tuross Head	25+	195
Narooma - Bermagui	0-4	116
Narooma - Bermagui	5-14	773
Narooma - Bermagui	15-19	267
Narooma - Bermagui	20-24	52
Narooma - Bermagui	25+	191
Goulburn	0-4	435
Goulburn	5-14	2786
Goulburn	15-19	866
Goulburn	20-24	318
Goulburn	25+	868
Goulburn Surrounds	0-4	199
Goulburn Surrounds	5-14	1417
Goulburn Surrounds	15-19	575
Goulburn Surrounds	20-24	135
Goulburn Surrounds	25+	331
Yass	0-4	119
Yass	5-14	894
Yass	15-19	280
Yass	20-24	85
Yass	25+	233
Yass Surrounds	0-4	207
Yass Surrounds	5-14	1747
Yass Surrounds	15-19	702
Yass Surrounds	20-24	213
Yass Surrounds	25+	453
Young	0-4	183
Young	5-14	1429
Young	15-19	474
Young	20-24	94
Young	25+	259
Young Surrounds	0-4	127
Young Surrounds	5-14	798
Young Surrounds	15-19	255
Young Surrounds	20-24	69
Young Surrounds	25+	172
Avoca Beach - Copacabana	0-4	179
Avoca Beach - Copacabana	5-14	1060
Avoca Beach - Copacabana	15-19	466
Avoca Beach - Copacabana	20-24	189
Avoca Beach - Copacabana	25+	273
Box Head - MacMasters Beach	0-4	184
Box Head - MacMasters Beach	5-14	1284
Box Head - MacMasters Beach	15-19	482
Box Head - MacMasters Beach	20-24	180
Box Head - MacMasters Beach	25+	305
Calga - Kulnura	0-4	56
Calga - Kulnura	5-14	434
Calga - Kulnura	15-19	201
Calga - Kulnura	20-24	82
Calga - Kulnura	25+	135
Erina - Green Point	0-4	259
Erina - Green Point	5-14	1603
Erina - Green Point	15-19	682
Erina - Green Point	20-24	290
Erina - Green Point	25+	451
Gosford - Springfield	0-4	312
Gosford - Springfield	5-14	1946
Gosford - Springfield	15-19	761
Gosford - Springfield	20-24	512
Gosford - Springfield	25+	1117
Kariong	0-4	149
Kariong	5-14	964
Kariong	15-19	391
Kariong	20-24	136
Kariong	25+	229
Kincumber - Picketts Valley	0-4	151
Kincumber - Picketts Valley	5-14	887
Kincumber - Picketts Valley	15-19	333
Kincumber - Picketts Valley	20-24	139
Kincumber - Picketts Valley	25+	220
Narara	0-4	152
Narara	5-14	1008
Narara	15-19	332
Narara	20-24	125
Narara	25+	268
Niagara Park - Lisarow	0-4	171
Niagara Park - Lisarow	5-14	1170
Niagara Park - Lisarow	15-19	465
Niagara Park - Lisarow	20-24	193
Niagara Park - Lisarow	25+	289
Point Clare - Koolewong	0-4	136
Point Clare - Koolewong	5-14	747
Point Clare - Koolewong	15-19	290
Point Clare - Koolewong	20-24	128
Point Clare - Koolewong	25+	237
Saratoga - Davistown	0-4	134
Saratoga - Davistown	5-14	892
Saratoga - Davistown	15-19	342
Saratoga - Davistown	20-24	129
Saratoga - Davistown	25+	199
Terrigal - North Avoca	0-4	275
Terrigal - North Avoca	5-14	1858
Terrigal - North Avoca	15-19	790
Terrigal - North Avoca	20-24	357
Terrigal - North Avoca	25+	508
Umina - Booker Bay - Patonga	0-4	449
Umina - Booker Bay - Patonga	5-14	2528
Umina - Booker Bay - Patonga	15-19	816
Umina - Booker Bay - Patonga	20-24	325
Umina - Booker Bay - Patonga	25+	752
Wamberal - Forresters Beach	0-4	227
Wamberal - Forresters Beach	5-14	1507
Wamberal - Forresters Beach	15-19	623
Wamberal - Forresters Beach	20-24	256
Wamberal - Forresters Beach	25+	352
Woy Woy - Blackwall	0-4	204
Woy Woy - Blackwall	5-14	1329
Woy Woy - Blackwall	15-19	459
Woy Woy - Blackwall	20-24	191
Woy Woy - Blackwall	25+	472
Wyoming	0-4	228
Wyoming	5-14	1380
Wyoming	15-19	469
Wyoming	20-24	191
Wyoming	25+	443
Bateau Bay - Killarney Vale	0-4	476
Bateau Bay - Killarney Vale	5-14	2868
Bateau Bay - Killarney Vale	15-19	913
Bateau Bay - Killarney Vale	20-24	335
Bateau Bay - Killarney Vale	25+	709
Blue Haven - San Remo	0-4	250
Blue Haven - San Remo	5-14	1578
Blue Haven - San Remo	15-19	491
Blue Haven - San Remo	20-24	163
Blue Haven - San Remo	25+	361
Budgewoi - Buff Point - Halekulani	0-4	175
Budgewoi - Buff Point - Halekulani	5-14	1019
Budgewoi - Buff Point - Halekulani	15-19	353
Budgewoi - Buff Point - Halekulani	20-24	113
Budgewoi - Buff Point - Halekulani	25+	300
Chittaway Bay - Tumbi Umbi	0-4	315
Chittaway Bay - Tumbi Umbi	5-14	2006
Chittaway Bay - Tumbi Umbi	15-19	732
Chittaway Bay - Tumbi Umbi	20-24	309
Chittaway Bay - Tumbi Umbi	25+	478
Gorokan - Kanwal - Charmhaven	0-4	389
Gorokan - Kanwal - Charmhaven	5-14	2333
Gorokan - Kanwal - Charmhaven	15-19	857
Gorokan - Kanwal - Charmhaven	20-24	351
Gorokan - Kanwal - Charmhaven	25+	688
Jilliby - Yarramalong	0-4	49
Jilliby - Yarramalong	5-14	433
Jilliby - Yarramalong	15-19	208
Jilliby - Yarramalong	20-24	93
Jilliby - Yarramalong	25+	95
Lake Munmorah - Mannering Park	0-4	175
Lake Munmorah - Mannering Park	5-14	1031
Lake Munmorah - Mannering Park	15-19	363
Lake Munmorah - Mannering Park	20-24	121
Lake Munmorah - Mannering Park	25+	259
Ourimbah - Fountaindale	0-4	101
Ourimbah - Fountaindale	5-14	602
Ourimbah - Fountaindale	15-19	269
Ourimbah - Fountaindale	20-24	123
Ourimbah - Fountaindale	25+	206
Summerland Point - Gwandalan	0-4	125
Summerland Point - Gwandalan	5-14	719
Summerland Point - Gwandalan	15-19	252
Summerland Point - Gwandalan	20-24	88
Summerland Point - Gwandalan	25+	174
The Entrance	0-4	205
The Entrance	5-14	1351
The Entrance	15-19	531
The Entrance	20-24	251
The Entrance	25+	497
Toukley - Norah Head	0-4	158
Toukley - Norah Head	5-14	961
Toukley - Norah Head	15-19	321
Toukley - Norah Head	20-24	138
Toukley - Norah Head	25+	283
Tuggerah - Kangy Angy	0-4	119
Tuggerah - Kangy Angy	5-14	684
Tuggerah - Kangy Angy	15-19	283
Tuggerah - Kangy Angy	20-24	129
Tuggerah - Kangy Angy	25+	189
Warnervale - Wadalba	0-4	492
Warnervale - Wadalba	5-14	3125
Warnervale - Wadalba	15-19	1125
Warnervale - Wadalba	20-24	365
Warnervale - Wadalba	25+	660
Wyong	0-4	159
Wyong	5-14	988
Wyong	15-19	373
Wyong	20-24	146
Wyong	25+	328
Bathurst - East	0-4	272
Bathurst - East	5-14	1799
Bathurst - East	15-19	754
Bathurst - East	20-24	191
Bathurst - East	25+	433
Bathurst Surrounds	0-4	106
Bathurst Surrounds	5-14	806
Bathurst Surrounds	15-19	307
Bathurst Surrounds	20-24	80
Bathurst Surrounds	25+	159
Oberon	0-4	57
Oberon	5-14	484
Oberon	15-19	116
Oberon	20-24	48
Oberon	25+	100
Bathurst - South	0-4	130
Bathurst - South	5-14	816
Bathurst - South	15-19	384
Bathurst - South	20-24	418
Bathurst - South	25+	448
Bathurst - West	0-4	316
Bathurst - West	5-14	2016
Bathurst - West	15-19	731
Bathurst - West	20-24	258
Bathurst - West	25+	514
Condobolin	0-4	111
Condobolin	5-14	802
Condobolin	15-19	188
Condobolin	20-24	53
Condobolin	25+	123
Cowra	0-4	157
Cowra	5-14	1024
Cowra	15-19	337
Cowra	20-24	99
Cowra	25+	212
Cowra Surrounds	0-4	74
Cowra Surrounds	5-14	560
Cowra Surrounds	15-19	198
Cowra Surrounds	20-24	48
Cowra Surrounds	25+	115
Forbes	0-4	183
Forbes	5-14	1235
Forbes	15-19	367
Forbes	20-24	99
Forbes	25+	226
Grenfell	0-4	49
Grenfell	5-14	360
Grenfell	15-19	141
Grenfell	20-24	33
Grenfell	25+	73
Parkes (NSW)	0-4	174
Parkes (NSW)	5-14	1417
Parkes (NSW)	15-19	448
Parkes (NSW)	20-24	125
Parkes (NSW)	25+	260
Parkes Surrounds	0-4	54
Parkes Surrounds	5-14	399
Parkes Surrounds	15-19	129
Parkes Surrounds	20-24	30
Parkes Surrounds	25+	55
West Wyalong	0-4	93
West Wyalong	5-14	655
West Wyalong	15-19	185
West Wyalong	20-24	51
West Wyalong	25+	113
Lithgow	0-4	147
Lithgow	5-14	1288
Lithgow	15-19	404
Lithgow	20-24	120
Lithgow	25+	350
Lithgow Surrounds	0-4	114
Lithgow Surrounds	5-14	934
Lithgow Surrounds	15-19	308
Lithgow Surrounds	20-24	96
Lithgow Surrounds	25+	204
Mudgee	0-4	251
Mudgee	5-14	1652
Mudgee	15-19	445
Mudgee	20-24	135
Mudgee	25+	431
Mudgee Surrounds - East	0-4	33
Mudgee Surrounds - East	5-14	308
Mudgee Surrounds - East	15-19	108
Mudgee Surrounds - East	20-24	26
Mudgee Surrounds - East	25+	74
Mudgee Surrounds - West	0-4	163
Mudgee Surrounds - West	5-14	1429
Mudgee Surrounds - West	15-19	432
Mudgee Surrounds - West	20-24	85
Mudgee Surrounds - West	25+	261
Blayney	0-4	145
Blayney	5-14	993
Blayney	15-19	335
Blayney	20-24	84
Blayney	25+	231
Orange	0-4	315
Orange	5-14	2223
Orange	15-19	788
Orange	20-24	249
Orange	25+	727
Orange - North	0-4	531
Orange - North	5-14	3490
Orange - North	15-19	1053
Orange - North	20-24	400
Orange - North	25+	964
Orange Surrounds	0-4	198
Orange Surrounds	5-14	1665
Orange Surrounds	15-19	572
Orange Surrounds	20-24	164
Orange Surrounds	25+	302
Grafton	0-4	319
Grafton	5-14	2297
Grafton	15-19	674
Grafton	20-24	190
Grafton	25+	599
Grafton Surrounds	0-4	203
Grafton Surrounds	5-14	1616
Grafton Surrounds	15-19	555
Grafton Surrounds	20-24	110
Grafton Surrounds	25+	371
Maclean - Yamba - Iluka	0-4	241
Maclean - Yamba - Iluka	5-14	1594
Maclean - Yamba - Iluka	15-19	524
Maclean - Yamba - Iluka	20-24	118
Maclean - Yamba - Iluka	25+	412
Bellingen	0-4	72
Bellingen	5-14	825
Bellingen	15-19	291
Bellingen	20-24	48
Bellingen	25+	274
Coffs Harbour - North	0-4	283
Coffs Harbour - North	5-14	2021
Coffs Harbour - North	15-19	738
Coffs Harbour - North	20-24	310
Coffs Harbour - North	25+	733
Coffs Harbour - South	0-4	169
Coffs Harbour - South	5-14	1141
Coffs Harbour - South	15-19	438
Coffs Harbour - South	20-24	200
Coffs Harbour - South	25+	525
Coramba - Nana Glen - Bucca	0-4	55
Coramba - Nana Glen - Bucca	5-14	501
Coramba - Nana Glen - Bucca	15-19	150
Coramba - Nana Glen - Bucca	20-24	41
Coramba - Nana Glen - Bucca	25+	129
Dorrigo	0-4	44
Dorrigo	5-14	288
Dorrigo	15-19	71
Dorrigo	20-24	21
Dorrigo	25+	81
Korora - Emerald Beach	0-4	207
Korora - Emerald Beach	5-14	1431
Korora - Emerald Beach	15-19	466
Korora - Emerald Beach	20-24	100
Korora - Emerald Beach	25+	346
Sawtell - Boambee	0-4	313
Sawtell - Boambee	5-14	2426
Sawtell - Boambee	15-19	837
Sawtell - Boambee	20-24	221
Sawtell - Boambee	25+	683
Urunga	0-4	63
Urunga	5-14	463
Urunga	15-19	164
Urunga	20-24	42
Urunga	25+	140
Woolgoolga - Arrawarra	0-4	235
Woolgoolga - Arrawarra	5-14	1637
Woolgoolga - Arrawarra	15-19	485
Woolgoolga - Arrawarra	20-24	157
Woolgoolga - Arrawarra	25+	460
Bourke - Brewarrina	0-4	59
Bourke - Brewarrina	5-14	375
Bourke - Brewarrina	15-19	97
Bourke - Brewarrina	20-24	29
Bourke - Brewarrina	25+	78
Cobar	0-4	62
Cobar	5-14	456
Cobar	15-19	120
Cobar	20-24	38
Cobar	25+	107
Coonamble	0-4	59
Coonamble	5-14	447
Coonamble	15-19	121
Coonamble	20-24	30
Coonamble	25+	76
Nyngan - Warren	0-4	87
Nyngan - Warren	5-14	512
Nyngan - Warren	15-19	163
Nyngan - Warren	20-24	49
Nyngan - Warren	25+	118
Walgett - Lightning Ridge	0-4	75
Walgett - Lightning Ridge	5-14	468
Walgett - Lightning Ridge	15-19	136
Walgett - Lightning Ridge	20-24	25
Walgett - Lightning Ridge	25+	84
Broken Hill	0-4	266
Broken Hill	5-14	1794
Broken Hill	15-19	538
Broken Hill	20-24	132
Broken Hill	25+	590
Far West	0-4	25
Far West	5-14	206
Far West	15-19	39
Far West	20-24	3
Far West	25+	48
Coonabarabran	0-4	112
Coonabarabran	5-14	792
Coonabarabran	15-19	285
Coonabarabran	20-24	58
Coonabarabran	25+	164
Dubbo - East	0-4	226
Dubbo - East	5-14	1357
Dubbo - East	15-19	365
Dubbo - East	20-24	113
Dubbo - East	25+	379
Dubbo - South	0-4	440
Dubbo - South	5-14	2353
Dubbo - South	15-19	712
Dubbo - South	20-24	263
Dubbo - South	25+	772
Dubbo - West	0-4	243
Dubbo - West	5-14	1374
Dubbo - West	15-19	376
Dubbo - West	20-24	121
Dubbo - West	25+	324
Dubbo Surrounds	0-4	91
Dubbo Surrounds	5-14	842
Dubbo Surrounds	15-19	262
Dubbo Surrounds	20-24	57
Dubbo Surrounds	25+	127
Gilgandra	0-4	81
Gilgandra	5-14	490
Gilgandra	15-19	133
Gilgandra	20-24	20
Gilgandra	25+	67
Narromine	0-4	116
Narromine	5-14	803
Narromine	15-19	237
Narromine	20-24	50
Narromine	25+	103
Wellington	0-4	135
Wellington	5-14	891
Wellington	15-19	294
Wellington	20-24	82
Wellington	25+	188
Branxton - Greta - Pokolbin	0-4	323
Branxton - Greta - Pokolbin	5-14	1794
Branxton - Greta - Pokolbin	15-19	562
Branxton - Greta - Pokolbin	20-24	207
Branxton - Greta - Pokolbin	25+	397
Cessnock	0-4	416
Cessnock	5-14	2681
Cessnock	15-19	860
Cessnock	20-24	308
Cessnock	25+	630
Cessnock Surrounds	0-4	139
Cessnock Surrounds	5-14	1209
Cessnock Surrounds	15-19	391
Cessnock Surrounds	20-24	103
Cessnock Surrounds	25+	243
Dungog	0-4	175
Dungog	5-14	1182
Dungog	15-19	340
Dungog	20-24	107
Dungog	25+	225
Kurri Kurri - Abermain	0-4	447
Kurri Kurri - Abermain	5-14	2659
Kurri Kurri - Abermain	15-19	743
Kurri Kurri - Abermain	20-24	297
Kurri Kurri - Abermain	25+	644
Singleton	0-4	320
Singleton	5-14	2314
Singleton	15-19	731
Singleton	20-24	220
Singleton	25+	551
Singleton Surrounds	0-4	66
Singleton Surrounds	5-14	702
Singleton Surrounds	15-19	237
Singleton Surrounds	20-24	68
Singleton Surrounds	25+	116
Maitland	0-4	219
Maitland	5-14	1173
Maitland	15-19	312
Maitland	20-24	148
Maitland	25+	364
Maitland - North	0-4	193
Maitland - North	5-14	1312
Maitland - North	15-19	532
Maitland - North	20-24	177
Maitland - North	25+	251
East Maitland - Metford	0-4	307
East Maitland - Metford	5-14	2315
East Maitland - Metford	15-19	836
East Maitland - Metford	20-24	408
East Maitland - Metford	25+	645
Rutherford (North) - Aberglasslyn	0-4	403
Rutherford (North) - Aberglasslyn	5-14	2622
Rutherford (North) - Aberglasslyn	15-19	767
Rutherford (North) - Aberglasslyn	20-24	307
Rutherford (North) - Aberglasslyn	25+	639
Rutherford (South) - Telarah	0-4	193
Rutherford (South) - Telarah	5-14	965
Rutherford (South) - Telarah	15-19	286
Rutherford (South) - Telarah	20-24	135
Rutherford (South) - Telarah	25+	351
Tenambit - East Maitland	0-4	175
Tenambit - East Maitland	5-14	1221
Tenambit - East Maitland	15-19	384
Tenambit - East Maitland	20-24	170
Tenambit - East Maitland	25+	371
Thornton - Millers Forest	0-4	426
Thornton - Millers Forest	5-14	2327
Thornton - Millers Forest	15-19	739
Thornton - Millers Forest	20-24	347
Thornton - Millers Forest	25+	668
Anna Bay	0-4	84
Anna Bay	5-14	630
Anna Bay	15-19	272
Anna Bay	20-24	77
Anna Bay	25+	162
Lemon Tree Passage - Tanilba Bay	0-4	100
Lemon Tree Passage - Tanilba Bay	5-14	698
Lemon Tree Passage - Tanilba Bay	15-19	234
Lemon Tree Passage - Tanilba Bay	20-24	67
Lemon Tree Passage - Tanilba Bay	25+	168
Nelson Bay Peninsula	0-4	243
Nelson Bay Peninsula	5-14	2038
Nelson Bay Peninsula	15-19	781
Nelson Bay Peninsula	20-24	256
Nelson Bay Peninsula	25+	573
Raymond Terrace	0-4	245
Raymond Terrace	5-14	1888
Raymond Terrace	15-19	608
Raymond Terrace	20-24	173
Raymond Terrace	25+	414
Seaham - Woodville	0-4	103
Seaham - Woodville	5-14	759
Seaham - Woodville	15-19	330
Seaham - Woodville	20-24	142
Seaham - Woodville	25+	138
Tea Gardens - Hawks Nest	0-4	34
Tea Gardens - Hawks Nest	5-14	275
Tea Gardens - Hawks Nest	15-19	111
Tea Gardens - Hawks Nest	20-24	25
Tea Gardens - Hawks Nest	25+	98
Williamtown - Medowie - Karuah	0-4	297
Williamtown - Medowie - Karuah	5-14	2121
Williamtown - Medowie - Karuah	15-19	670
Williamtown - Medowie - Karuah	20-24	244
Williamtown - Medowie - Karuah	25+	484
Muswellbrook	0-4	251
Muswellbrook	5-14	1715
Muswellbrook	15-19	502
Muswellbrook	20-24	138
Muswellbrook	25+	361
Muswellbrook Surrounds	0-4	64
Muswellbrook Surrounds	5-14	516
Muswellbrook Surrounds	15-19	195
Muswellbrook Surrounds	20-24	47
Muswellbrook Surrounds	25+	108
Scone	0-4	91
Scone	5-14	798
Scone	15-19	260
Scone	20-24	70
Scone	25+	174
Scone Surrounds	0-4	122
Scone Surrounds	5-14	953
Scone Surrounds	15-19	345
Scone Surrounds	20-24	78
Scone Surrounds	25+	189
Dapto - Avondale	0-4	475
Dapto - Avondale	5-14	2812
Dapto - Avondale	15-19	1063
Dapto - Avondale	20-24	439
Dapto - Avondale	25+	730
Horsley - Kembla Grange	0-4	326
Horsley - Kembla Grange	5-14	1885
Horsley - Kembla Grange	15-19	666
Horsley - Kembla Grange	20-24	232
Horsley - Kembla Grange	25+	365
Unanderra - Mount Kembla	0-4	299
Unanderra - Mount Kembla	5-14	1766
Unanderra - Mount Kembla	15-19	799
Unanderra - Mount Kembla	20-24	381
Unanderra - Mount Kembla	25+	486
Berkeley - Lake Heights - Cringila	0-4	242
Berkeley - Lake Heights - Cringila	5-14	1730
Berkeley - Lake Heights - Cringila	15-19	589
Berkeley - Lake Heights - Cringila	20-24	257
Berkeley - Lake Heights - Cringila	25+	443
Port Kembla - Warrawong	0-4	152
Port Kembla - Warrawong	5-14	1043
Port Kembla - Warrawong	15-19	317
Port Kembla - Warrawong	20-24	160
Port Kembla - Warrawong	25+	326
Windang - Primbee	0-4	69
Windang - Primbee	5-14	386
Windang - Primbee	15-19	139
Windang - Primbee	20-24	51
Windang - Primbee	25+	100
Albion Park - Macquarie Pass	0-4	508
Albion Park - Macquarie Pass	5-14	2651
Albion Park - Macquarie Pass	15-19	922
Albion Park - Macquarie Pass	20-24	364
Albion Park - Macquarie Pass	25+	615
Albion Park Rail	0-4	124
Albion Park Rail	5-14	737
Albion Park Rail	15-19	252
Albion Park Rail	20-24	106
Albion Park Rail	25+	233
Kiama	0-4	142
Kiama	5-14	869
Kiama	15-19	329
Kiama	20-24	150
Kiama	25+	280
Kiama Downs - Minnamurra	0-4	133
Kiama Downs - Minnamurra	5-14	768
Kiama Downs - Minnamurra	15-19	304
