SA2_NAME16	AgeStudent	students
Kiama Downs - Minnamurra	20-24	119
Kiama Downs - Minnamurra	25+	192
Kiama Hinterland - Gerringong	0-4	144
Kiama Hinterland - Gerringong	5-14	881
Kiama Hinterland - Gerringong	15-19	386
Kiama Hinterland - Gerringong	20-24	150
Kiama Hinterland - Gerringong	25+	241
Shellharbour - Flinders	0-4	417
Shellharbour - Flinders	5-14	2660
Shellharbour - Flinders	15-19	1139
Shellharbour - Flinders	20-24	376
Shellharbour - Flinders	25+	594
Shellharbour - Oak Flats	0-4	157
Shellharbour - Oak Flats	5-14	1126
Shellharbour - Oak Flats	15-19	425
Shellharbour - Oak Flats	20-24	199
Shellharbour - Oak Flats	25+	345
Warilla	0-4	339
Warilla	5-14	2223
Warilla	15-19	769
Warilla	20-24	287
Warilla	25+	538
Balgownie - Fairy Meadow	0-4	391
Balgownie - Fairy Meadow	5-14	2291
Balgownie - Fairy Meadow	15-19	1105
Balgownie - Fairy Meadow	20-24	919
Balgownie - Fairy Meadow	25+	937
Corrimal - Tarrawanna - Bellambi	0-4	283
Corrimal - Tarrawanna - Bellambi	5-14	1771
Corrimal - Tarrawanna - Bellambi	15-19	658
Corrimal - Tarrawanna - Bellambi	20-24	388
Corrimal - Tarrawanna - Bellambi	25+	648
Figtree - Keiraville	0-4	423
Figtree - Keiraville	5-14	2762
Figtree - Keiraville	15-19	1616
Figtree - Keiraville	20-24	1305
Figtree - Keiraville	25+	1141
Helensburgh	0-4	262
Helensburgh	5-14	1251
Helensburgh	15-19	469
Helensburgh	20-24	208
Helensburgh	25+	321
Thirroul - Austinmer - Coalcliff	0-4	254
Thirroul - Austinmer - Coalcliff	5-14	1597
Thirroul - Austinmer - Coalcliff	15-19	655
Thirroul - Austinmer - Coalcliff	20-24	284
Thirroul - Austinmer - Coalcliff	25+	488
Woonona - Bulli - Russell Vale	0-4	429
Woonona - Bulli - Russell Vale	5-14	2872
Woonona - Bulli - Russell Vale	15-19	1136
Woonona - Bulli - Russell Vale	20-24	487
Woonona - Bulli - Russell Vale	25+	720
Wollongong - East	0-4	136
Wollongong - East	5-14	652
Wollongong - East	15-19	389
Wollongong - East	20-24	1063
Wollongong - East	25+	1248
Wollongong - West	0-4	261
Wollongong - West	5-14	1460
Wollongong - West	15-19	710
Wollongong - West	20-24	1085
Wollongong - West	25+	1149
Bulahdelah - Stroud	0-4	66
Bulahdelah - Stroud	5-14	552
Bulahdelah - Stroud	15-19	171
Bulahdelah - Stroud	20-24	47
Bulahdelah - Stroud	25+	115
Forster	0-4	180
Forster	5-14	1286
Forster	15-19	440
Forster	20-24	91
Forster	25+	307
Forster-Tuncurry Surrounds	0-4	67
Forster-Tuncurry Surrounds	5-14	702
Forster-Tuncurry Surrounds	15-19	208
Forster-Tuncurry Surrounds	20-24	33
Forster-Tuncurry Surrounds	25+	155
Tuncurry	0-4	60
Tuncurry	5-14	411
Tuncurry	15-19	155
Tuncurry	20-24	55
Tuncurry	25+	110
Kempsey	0-4	248
Kempsey	5-14	1749
Kempsey	15-19	579
Kempsey	20-24	145
Kempsey	25+	378
Kempsey Surrounds	0-4	123
Kempsey Surrounds	5-14	923
Kempsey Surrounds	15-19	325
Kempsey Surrounds	20-24	80
Kempsey Surrounds	25+	210
Macksville - Scotts Head	0-4	77
Macksville - Scotts Head	5-14	552
Macksville - Scotts Head	15-19	165
Macksville - Scotts Head	20-24	44
Macksville - Scotts Head	25+	133
Nambucca Heads	0-4	73
Nambucca Heads	5-14	581
Nambucca Heads	15-19	217
Nambucca Heads	20-24	48
Nambucca Heads	25+	159
Nambucca Heads Surrounds	0-4	121
Nambucca Heads Surrounds	5-14	865
Nambucca Heads Surrounds	15-19	309
Nambucca Heads Surrounds	20-24	61
Nambucca Heads Surrounds	25+	245
South West Rocks	0-4	72
South West Rocks	5-14	427
South West Rocks	15-19	143
South West Rocks	20-24	30
South West Rocks	25+	120
Lord Howe Island	0-4	4
Lord Howe Island	5-14	46
Lord Howe Island	25+	10
Laurieton - Bonny Hills	0-4	195
Laurieton - Bonny Hills	5-14	1706
Laurieton - Bonny Hills	15-19	651
Laurieton - Bonny Hills	20-24	170
Laurieton - Bonny Hills	25+	457
Port Macquarie - West	0-4	309
Port Macquarie - West	5-14	2066
Port Macquarie - West	15-19	887
Port Macquarie - West	20-24	499
Port Macquarie - West	25+	750
Port Macquarie Surrounds	0-4	60
Port Macquarie Surrounds	5-14	587
Port Macquarie Surrounds	15-19	181
Port Macquarie Surrounds	20-24	63
Port Macquarie Surrounds	25+	134
Wauchope	0-4	256
Wauchope	5-14	1648
Wauchope	15-19	621
Wauchope	20-24	143
Wauchope	25+	420
Port Macquarie - East	0-4	172
Port Macquarie - East	5-14	1271
Port Macquarie - East	15-19	501
Port Macquarie - East	20-24	259
Port Macquarie - East	25+	534
Port Macquarie - South	0-4	251
Port Macquarie - South	5-14	2137
Port Macquarie - South	15-19	790
Port Macquarie - South	20-24	198
Port Macquarie - South	25+	562
Gloucester	0-4	62
Gloucester	5-14	519
Gloucester	15-19	186
Gloucester	20-24	37
Gloucester	25+	114
Old Bar - Manning Point - Red Head	0-4	190
Old Bar - Manning Point - Red Head	5-14	1314
Old Bar - Manning Point - Red Head	15-19	424
Old Bar - Manning Point - Red Head	20-24	99
Old Bar - Manning Point - Red Head	25+	326
Taree	0-4	324
Taree	5-14	2325
Taree	15-19	734
Taree	20-24	202
Taree	25+	528
Taree Surrounds	0-4	116
