SA2_NAME16	HomeCensusNight	persons
Pakenham - South West	0	513
Pakenham - South West	1	26267
Berwick - North	0	601
Berwick - North	1	22361
Doveton	0	249
Doveton	1	11640
Hallam	0	222
Hallam	1	11249
Narre Warren North	0	179
Narre Warren North	1	8064
Endeavour Hills - North	0	221
Endeavour Hills - North	1	11866
Endeavour Hills - South	0	230
Endeavour Hills - South	1	13129
Narre Warren - North East	0	260
Narre Warren - North East	1	13244
Narre Warren - South West	0	286
Narre Warren - South West	1	14472
Berwick - South East	0	372
Berwick - South East	1	17386
Berwick - South West	0	135
Berwick - South West	1	11119
Cranbourne	0	534
Cranbourne	1	20743
Cranbourne South	0	331
Cranbourne South	1	17074
Cranbourne West	0	329
Cranbourne West	1	21208
Lynbrook - Lyndhurst	0	221
Lynbrook - Lyndhurst	1	17812
Pearcedale - Tooradin	0	305
Pearcedale - Tooradin	1	7726
Narre Warren South - East	0	237
Narre Warren South - East	1	12911
Narre Warren South - West	0	231
Narre Warren South - West	1	16478
Clyde North - North	0	114
Clyde North - North	1	10424
Clyde North - South	0	183
Clyde North - South	1	14626
Cranbourne East - North	0	392
Cranbourne East - North	1	23027
Cranbourne East - South	0	204
Cranbourne East - South	1	12086
Cranbourne North - East	0	139
Cranbourne North - East	1	12630
Cranbourne North - West	0	254
Cranbourne North - West	1	11660
Hampton Park - East	0	232
Hampton Park - East	1	12482
Hampton Park - West	0	238
Hampton Park - West	1	13126
Clarinda - Oakleigh South	0	221
Clarinda - Oakleigh South	1	11336
Clayton South	0	218
Clayton South	1	13162
Dandenong North	0	474
Dandenong North	1	22055
Dingley Village	0	239
Dingley Village	1	10252
Noble Park North	0	139
Noble Park North	1	7318
Springvale	0	494
Springvale	1	21751
Springvale South	0	246
Springvale South	1	12374
Noble Park - East	0	274
Noble Park - East	1	12464
Noble Park - West	0	441
Noble Park - West	1	19152
Dandenong - North	0	477
Dandenong - North	1	21005
Dandenong - South	0	174
Dandenong - South	1	9177
Keysborough - North	0	302
Keysborough - North	1	14792
Keysborough - South	0	172
Keysborough - South	1	14920
Ashwood - Chadstone	0	457
Ashwood - Chadstone	1	19052
Glen Waverley - East	0	417
Glen Waverley - East	1	21189
Glen Waverley - West	0	397
Glen Waverley - West	1	20644
Mount Waverley - North	0	300
Mount Waverley - North	1	15776
Mount Waverley - South	0	372
Mount Waverley - South	1	18893
Mulgrave	0	391
Mulgrave	1	19494
Oakleigh - Huntingdale	0	461
Oakleigh - Huntingdale	1	22463
Wheelers Hill	0	481
Wheelers Hill	1	20176
Clayton (North) - Notting Hill	0	333
Clayton (North) - Notting Hill	1	9495
Clayton - Central	0	218
Clayton - Central	1	11836
Ardeer - Albion	0	174
Ardeer - Albion	1	7330
Cairnlea	0	128
Cairnlea	1	9914
Delahey	0	115
Delahey	1	7963
Keilor Downs	0	236
Keilor Downs	1	12846
Kings Park (Vic.)	0	258
Kings Park (Vic.)	1	13725
St Albans - North	0	405
St Albans - North	1	20173
St Albans - South	0	332
St Albans - South	1	17125
Sunshine	0	207
Sunshine	1	9233
Sunshine North	0	264
Sunshine North	1	11783
Sunshine West	0	422
Sunshine West	1	18141
Sydenham	0	190
Sydenham	1	11538
Taylors Lakes	0	300
Taylors Lakes	1	16612
Deer Park	0	325
Deer Park	1	17681
Derrimut	0	130
Derrimut	1	8525
Altona	0	387
Altona	1	13171
Altona Meadows	0	408
Altona Meadows	1	18078
Altona North	0	316
Altona North	1	14614
Newport	0	513
Newport	1	18238
Seabrook	0	65
Seabrook	1	4889
Williamstown	0	602
Williamstown	1	15308
Braybrook	0	418
Braybrook	1	18645
Footscray	0	536
Footscray	1	16598
Maribyrnong	0	295
Maribyrnong	1	12275
Seddon - Kingsville	0	321
Seddon - Kingsville	1	8926
West Footscray - Tottenham	0	332
West Footscray - Tottenham	1	11404
Yarraville	0	447
Yarraville	1	15012
Bacchus Marsh	0	673
Bacchus Marsh	1	24044
Melton West	0	447
Melton West	1	20762
Rockbank - Mount Cottrell	0	167
Rockbank - Mount Cottrell	1	17382
Taylors Hill	0	241
Taylors Hill	1	19294
Burnside	0	92
Burnside	1	5707
Burnside Heights	0	69
Burnside Heights	1	6308
Caroline Springs	0	337
Caroline Springs	1	20028
Brookfield	0	169
Brookfield	1	9660
Cobblebank - Strathtulloh	0	66
Cobblebank - Strathtulloh	1	7534
Eynesbury - Exford	0	40
Eynesbury - Exford	1	2954
Fraser Rise - Plumpton	0	102
Fraser Rise - Plumpton	1	9999
Hillside	0	253
Hillside	1	15923
Kurunjang - Toolern Vale	0	283
Kurunjang - Toolern Vale	1	11345
Melton	0	262
Melton	1	7625
Melton South - Weir Views	0	345
Melton South - Weir Views	1	16315
Hoppers Crossing - North	0	345
Hoppers Crossing - North	1	18102
Hoppers Crossing - South	0	409
Hoppers Crossing - South	1	18361
Laverton	0	183
Laverton	1	11278
Werribee - South	0	379
Werribee - South	1	16431
Point Cook - East	0	263
Point Cook - East	1	19009
Point Cook - South	0	203
Point Cook - South	1	18883
Werribee - East	0	399
Werribee - East	1	18609
Werribee - West	0	416
Werribee - West	1	21925
Manor Lakes - Quandong	0	132
Manor Lakes - Quandong	1	10489
Point Cook - North East	0	275
Point Cook - North East	1	13895
Point Cook - North West	0	122
Point Cook - North West	1	9445
Tarneit (West) - Mount Cottrell	0	88
Tarneit (West) - Mount Cottrell	1	10039
Tarneit - Central	0	328
Tarneit - Central	1	27785
Tarneit - North	0	100
Tarneit - North	1	7101
Tarneit - South	0	121
Tarneit - South	1	11056
Truganina - North	0	95
Truganina - North	1	9237
Truganina - South East	0	83
Truganina - South East	1	9516
Truganina - South West	0	279
Truganina - South West	1	18790
Wyndham Vale - North	0	147
Wyndham Vale - North	1	8890
Wyndham Vale - South	0	268
Wyndham Vale - South	1	13279
Carrum Downs	0	500
Carrum Downs	1	21478
Frankston	0	766
Frankston	1	22822
Frankston North	0	575
Frankston North	1	18876
Frankston South	0	600
Frankston South	1	18202
Langwarrin	0	670
Langwarrin	1	24268
Seaford (Vic.)	0	541
Seaford (Vic.)	1	16681
Skye - Sandhurst	0	325
Skye - Sandhurst	1	12971
Dromana	0	827
Dromana	1	12546
Flinders	0	521
Flinders	1	5471
Hastings - Somers	0	1031
Hastings - Somers	1	22939
Mount Eliza	0	688
Mount Eliza	1	18055
Mount Martha	0	879
Mount Martha	1	18964
Point Nepean	0	1546
Point Nepean	1	18270
Rosebud - McCrae	0	1172
Rosebud - McCrae	1	21773
Somerville	0	620
Somerville	1	17897
Mornington - East	0	545
Mornington - East	1	14632
Mornington - West	0	611
Mornington - West	1	9972
Ararat	0	299
Ararat	1	8200
Ararat Surrounds	0	154
Ararat Surrounds	1	3049
Horsham	0	672
Horsham	1	16316
Horsham Surrounds	0	162
Horsham Surrounds	1	3305
Nhill Region	0	321
Nhill Region	1	6639
St Arnaud	0	171
St Arnaud	1	3285
Stawell	0	368
Stawell	1	8134
West Wimmera	0	140
West Wimmera	1	2627
Yarriambiack	0	305
Yarriambiack	1	6193
Irymple	0	323
Irymple	1	7376
Merbein	0	200
Merbein	1	4778
Mildura Surrounds	0	184
Mildura Surrounds	1	3545
Red Cliffs	0	297
Red Cliffs	1	5842
Mildura - North	0	743
Mildura - North	1	17286
Mildura - South	0	555
Mildura - South	1	15854
Buloke	0	207
Buloke	1	5979
Gannawarra	0	325
Gannawarra	1	6397
Kerang	0	183
Kerang	1	3775
Robinvale	0	200
Robinvale	1	3545
Swan Hill	0	420
Swan Hill	1	10759
Swan Hill Surrounds	0	293
Swan Hill Surrounds	1	6183
Echuca	0	733
Echuca	1	14902
Kyabram	0	437
Kyabram	1	10681
Lockington - Gunbower	0	162
Lockington - Gunbower	1	3771
Rochester	0	211
Rochester	1	3805
Rushworth	0	172
Rushworth	1	4019
Cobram	0	343
Cobram	1	6125
Moira	0	144
Moira	1	2706
Numurkah	0	497
Numurkah	1	12062
Yarrawonga	0	528
Yarrawonga	1	8131
Mooroopna	0	346
Mooroopna	1	7965
Shepparton - North	0	670
Shepparton - North	1	19253
Shepparton Surrounds - East	0	169
Shepparton Surrounds - East	1	3848
Shepparton Surrounds - West	0	403
Shepparton Surrounds - West	1	9943
Kialla	0	330
Kialla	1	8750
Shepparton - South East	0	639
Shepparton - South East	1	15886
Glenelg (Vic.)	0	422
Glenelg (Vic.)	1	8494
Hamilton (Vic.)	0	517
Hamilton (Vic.)	1	9828
Portland	0	623
Portland	1	10600
Southern Grampians	0	259
Southern Grampians	1	6041
Camperdown	0	140
Camperdown	1	3349
Colac	0	580
Colac	1	12178
Colac Surrounds	0	229
Colac Surrounds	1	5441
Corangamite - North	0	235
Corangamite - North	1	5162
Corangamite - South	0	349
Corangamite - South	1	6829
Otway	0	341
Otway	1	3663
Moyne - East	0	314
Moyne - East	1	6703
Moyne - West	0	471
Moyne - West	1	9547
Warrnambool - North	0	865
Warrnambool - North	1	21542
Warrnambool - South	0	598
Warrnambool - South	1	12746
Migratory - Offshore - Shipping (Vic.)	1	40
No usual address (Vic.)	0	9089
Alexandra Hills	0	528
Alexandra Hills	1	16046
Belmont - Gumdale	0	200
Belmont - Gumdale	1	7349
Birkdale	0	477
Birkdale	1	14751
Capalaba	0	558
Capalaba	1	17692
Thorneside	0	122
Thorneside	1	3755
Wellington Point	0	427
Wellington Point	1	11470
Cleveland	0	578
Cleveland	1	15275
Ormiston	0	225
Ormiston	1	6153
Redland Bay	0	635
Redland Bay	1	17130
Sheldon - Mount Cotton	0	246
Sheldon - Mount Cotton	1	8108
Thornlands	0	506
Thornlands	1	18758
Victoria Point	0	523
Victoria Point	1	14613
North Stradbroke Island	0	177
North Stradbroke Island	1	1980
Southern Moreton Bay Islands	0	527
Southern Moreton Bay Islands	1	7955
Brisbane Port - Lytton	0	3
Brisbane Port - Lytton	1	7
Manly - Lota	0	356
Manly - Lota	1	7538
Manly West	0	343
Manly West	1	11516
Murarrie	0	155
Murarrie	1	4618
Tingalpa	0	270
Tingalpa	1	8609
Wakerley	0	210
Wakerley	1	9234
Wynnum	0	513
Wynnum	1	13992
Wynnum West - Hemmant	0	465
Wynnum West - Hemmant	1	15210
Bald Hills	0	193
Bald Hills	1	7630
Bridgeman Downs	0	291
Bridgeman Downs	1	10204
Carseldine	0	228
Carseldine	1	9614
Everton Park	0	331
Everton Park	1	9711
McDowall	0	218
McDowall	1	7698
Aspley	0	416
Aspley	1	12494
Chermside	0	389
Chermside	1	11039
Chermside West	0	198
Chermside West	1	6415
Geebung	0	114
Geebung	1	4427
Kedron - Gordon Park	0	474
Kedron - Gordon Park	1	13957
Stafford	0	275
Stafford	1	6638
Stafford Heights	0	229
Stafford Heights	1	6924
Wavell Heights	0	324
Wavell Heights	1	10015
Boondall	0	317
Boondall	1	9283
Brisbane Airport	0	11
Brisbane Airport	1	121
Eagle Farm - Pinkenba	0	89
Eagle Farm - Pinkenba	1	1982
Northgate - Virginia	0	246
Northgate - Virginia	1	6829
Nudgee - Banyo	0	352
Nudgee - Banyo	1	10444
Nundah	0	479
Nundah	1	12827
Bracken Ridge	0	548
Bracken Ridge	1	16940
Brighton (Qld)	0	407
Brighton (Qld)	1	9252
Deagon	0	165
Deagon	1	3604
Sandgate - Shorncliffe	0	228
Sandgate - Shorncliffe	1	6600
Taigum - Fitzgibbon	0	328
Taigum - Fitzgibbon	1	13768
Zillmere	0	297
Zillmere	1	9024
Camp Hill	0	363
Camp Hill	1	11777
Cannon Hill	0	227
Cannon Hill	1	6697
Carina	0	335
Carina	1	11485
Carina Heights	0	207
Carina Heights	1	6670
Carindale	0	362
Carindale	1	16146
Annerley	0	459
Annerley	1	11478
Coorparoo	0	557
Coorparoo	1	17258
Fairfield - Dutton Park	0	200
Fairfield - Dutton Park	1	4805
Greenslopes	0	387
Greenslopes	1	10133
Holland Park	0	280
Holland Park	1	8609
Holland Park West	0	176
Holland Park West	1	6241
Woolloongabba	0	376
Woolloongabba	1	8223
Yeronga	0	407
Yeronga	1	9795
Eight Mile Plains	0	344
Eight Mile Plains	1	14843
Macgregor (Qld)	0	159
Macgregor (Qld)	1	5820
Mansfield (Qld)	0	206
Mansfield (Qld)	1	8676
Mount Gravatt	0	437
Mount Gravatt	1	15426
Rochedale - Burbank	0	196
Rochedale - Burbank	1	10821
Upper Mount Gravatt	0	274
Upper Mount Gravatt	1	10714
Wishart	0	296
Wishart	1	11149
Coopers Plains	0	166
Coopers Plains	1	5537
Moorooka	0	402
Moorooka	1	10424
Robertson	0	146
Robertson	1	4723
Salisbury - Nathan	0	268
Salisbury - Nathan	1	7293
Tarragindi	0	346
Tarragindi	1	10598
Algester	0	207
Algester	1	8811
Calamvale - Stretton	0	405
Calamvale - Stretton	1	22435
Pallara - Willawong	0	164
Pallara - Willawong	1	10056
Parkinson - Drewvale	0	310
Parkinson - Drewvale	1	15793
Rocklea - Acacia Ridge	0	302
Rocklea - Acacia Ridge	1	9405
Kuraby	0	141
Kuraby	1	8884
Runcorn	0	269
Runcorn	1	13780
Sunnybank	0	242
Sunnybank	1	8791
Sunnybank Hills	0	429
Sunnybank Hills	1	17658
Jindalee - Mount Ommaney	0	218
Jindalee - Mount Ommaney	1	7428
Middle Park - Jamboree Heights	0	187
Middle Park - Jamboree Heights	1	6901
Riverhills	0	112
Riverhills	1	4013
Seventeen Mile Rocks - Sinnamon Park	0	220
Seventeen Mile Rocks - Sinnamon Park	1	9496
Westlake	0	122
Westlake	1	4321
Bellbowrie - Moggill	0	299
Bellbowrie - Moggill	1	10230
Brookfield - Kenmore Hills	0	270
Brookfield - Kenmore Hills	1	6748
Chapel Hill	0	249
Chapel Hill	1	10481
Fig Tree Pocket	0	118
Fig Tree Pocket	1	4229
Kenmore	0	226
Kenmore	1	9211
Pinjarra Hills - Pullenvale	0	194
Pinjarra Hills - Pullenvale	1	5476
Chelmer - Graceville	0	278
Chelmer - Graceville	1	7575
Corinda	0	175
Corinda	1	5145
Indooroopilly	0	525
Indooroopilly	1	12907
Sherwood	0	223
Sherwood	1	6227
St Lucia	0	732
St Lucia	1	11492
Taringa	0	361
Taringa	1	8660
Enoggera	0	430
Enoggera	1	8610
Enoggera Reservoir	0	3
Enoggera Reservoir	1	32
Keperra	0	213
Keperra	1	7206
Mitchelton	0	271
Mitchelton	1	8644
The Gap	0	571
The Gap	1	16526
Upper Kedron - Ferny Grove	0	332
Upper Kedron - Ferny Grove	1	11349
Brisbane City	0	707
Brisbane City	1	12605
Fortitude Valley	0	387
Fortitude Valley	1	9123
Highgate Hill	0	250
Highgate Hill	1	6120
Kangaroo Point	0	527
Kangaroo Point	1	9237
New Farm	0	574
New Farm	1	11877
South Brisbane	0	664
South Brisbane	1	13574
Spring Hill	0	304
Spring Hill	1	6553
West End	0	604
West End	1	14346
Balmoral	0	149
Balmoral	1	4404
Bulimba	0	295
Bulimba	1	7114
East Brisbane	0	243
East Brisbane	1	5879
Hawthorne	0	199
Hawthorne	1	4939
Morningside - Seven Hills	0	564
Morningside - Seven Hills	1	13744
Norman Park	0	242
Norman Park	1	6615
Albion	0	206
Albion	1	4099
Alderley	0	287
Alderley	1	6303
Ascot	0	215
Ascot	1	5556
Clayfield	0	422
Clayfield	1	10330
Grange	0	117
Grange	1	4501
Hamilton (Qld)	0	332
Hamilton (Qld)	1	6430
Hendra	0	157
Hendra	1	4794
Kelvin Grove - Herston	0	429
Kelvin Grove - Herston	1	9732
Newmarket	0	209
Newmarket	1	4876
Newstead - Bowen Hills	0	780
Newstead - Bowen Hills	1	17237
Wilston	0	142
Wilston	1	3891
Windsor	0	292
Windsor	1	7685
Wooloowin - Lutwyche	0	393
Wooloowin - Lutwyche	1	10635
Ashgrove	0	490
Ashgrove	1	13230
Auchenflower	0	202
Auchenflower	1	5468
Bardon	0	407
Bardon	1	9935
Paddington - Milton	0	558
Paddington - Milton	1	11643
Red Hill (Qld)	0	288
Red Hill (Qld)	1	5687
Toowong	0	565
Toowong	1	11864
Brinsmead	0	246
Brinsmead	1	5293
Clifton Beach - Kewarra Beach	0	627
Clifton Beach - Kewarra Beach	1	11168
Freshwater - Stratford	0	219
Freshwater - Stratford	1	3527
Redlynch	0	622
Redlynch	1	13166
Trinity Beach - Smithfield	0	825
Trinity Beach - Smithfield	1	15966
Yorkeys Knob - Machans Beach	0	346
Yorkeys Knob - Machans Beach	1	5792
Bentley Park	0	392
Bentley Park	1	7963
Cairns City	0	716
Cairns City	1	11858
Earlville - Bayview Heights	0	391
Earlville - Bayview Heights	1	7989
Edmonton	0	509
Edmonton	1	10906
Gordonvale - Trinity	0	454
Gordonvale - Trinity	1	9378
Kanimbla - Mooroobool	0	441
Kanimbla - Mooroobool	1	9519
Lamb Range	1	7
Manoora	0	323
Manoora	1	5854
Manunda	0	278
Manunda	1	4916
Mount Sheridan	0	368
Mount Sheridan	1	8316
Westcourt - Bungalow	0	309
Westcourt - Bungalow	1	6215
White Rock	0	220
White Rock	1	4700
Whitfield - Edge Hill	0	468
Whitfield - Edge Hill	1	7886
Woree	0	235
Woree	1	4890
Babinda	0	231
Babinda	1	4332
Innisfail	0	430
Innisfail	1	8831
Johnstone	0	416
Johnstone	1	7587
Tully	0	627
Tully	1	10371
Wooroonooran	1	4
Yarrabah	0	93
Yarrabah	1	2407
Daintree	0	361
Daintree	1	6308
Port Douglas	0	328
Port Douglas	1	5254
Atherton	0	569
Atherton	1	11055
Herberton	0	333
Herberton	1	5185
Kuranda	0	207
Kuranda	1	4624
Malanda - Yungaburra	0	547
Malanda - Yungaburra	1	8551
Mareeba	0	621
Mareeba	1	11201
Balonne	0	324
Balonne	1	3995
Chinchilla	0	534
Chinchilla	1	8244
Goondiwindi	0	369
Goondiwindi	1	5856
Inglewood - Waggamba	0	238
Inglewood - Waggamba	1	3823
Miles - Wandoan	0	273
Miles - Wandoan	1	3905
Roma	0	433
Roma	1	6403
Roma Surrounds	0	425
Roma Surrounds	1	5554
Tara	0	311
Tara	1	3540
Crows Nest - Rosalie	0	490
Crows Nest - Rosalie	1	8687
Jondaryan	0	390
Jondaryan	1	7276
Millmerran	0	186
Millmerran	1	3034
Pittsworth	0	278
Pittsworth	1	5514
Wambo	0	895
Wambo	1	16118
Clifton - Greenmount	0	272
Clifton - Greenmount	1	4842
Southern Downs - East	0	281
Southern Downs - East	1	4080
Southern Downs - West	0	262
Southern Downs - West	1	4724
Stanthorpe	0	290
Stanthorpe	1	4995
Stanthorpe Surrounds	0	335
Stanthorpe Surrounds	1	5907
Warwick	0	680
Warwick	1	14846
Central Highlands - East	0	420
Central Highlands - East	1	6734
Central Highlands - West	0	564
Central Highlands - West	1	7047
Emerald	0	880
Emerald	1	13209
Berserker	0	374
Berserker	1	6653
Bouldercombe	0	139
Bouldercombe	1	1806
Emu Park	0	433
Emu Park	1	5366
Frenchville - Mount Archer	0	556
Frenchville - Mount Archer	1	8507
Glenlee - Rockyview	0	287
Glenlee - Rockyview	1	4937
Gracemere	0	758
Gracemere	1	11620
Lakes Creek	0	243
Lakes Creek	1	4632
Mount Morgan	0	226
Mount Morgan	1	2720
Norman Gardens	0	620
Norman Gardens	1	10090
Park Avenue	0	311
Park Avenue	1	4977
Parkhurst - Kawana	0	460
Parkhurst - Kawana	1	7015
Rockhampton - West	0	372
Rockhampton - West	1	5527
Rockhampton City	0	233
Rockhampton City	1	3124
Rockhampton Surrounds - East	0	268
Rockhampton Surrounds - East	1	3239
Rockhampton Surrounds - North	0	301
Rockhampton Surrounds - North	1	4298
Rockhampton Surrounds - West	0	257
Rockhampton Surrounds - West	1	2747
Shoalwater Bay	1	22
The Range - Allenstown	0	459
The Range - Allenstown	1	7534
Yeppoon	0	1704
Yeppoon	1	18538
Banana	0	541
Banana	1	8275
Biloela	0	278
Biloela	1	5415
Agnes Water - Miriam Vale	0	627
Agnes Water - Miriam Vale	1	6182
Boyne Island - Tannum Sands	0	592
Boyne Island - Tannum Sands	1	9468
Callemondah	0	5
Callemondah	1	31
Clinton - New Auckland	0	675
Clinton - New Auckland	1	13478
Gladstone	0	317
Gladstone	1	5851
Gladstone Hinterland	0	642
Gladstone Hinterland	1	10886
Kin Kora - Sun Valley	0	187
Kin Kora - Sun Valley	1	3348
Telina - Toolooa	0	328
Telina - Toolooa	1	6061
West Gladstone	0	272
West Gladstone	1	4561
Broadbeach Waters	0	309
Broadbeach Waters	1	7857
Burleigh Heads	0	505
Burleigh Heads	1	8670
Burleigh Waters	0	468
Burleigh Waters	1	13944
Mermaid Beach - Broadbeach	0	760
Mermaid Beach - Broadbeach	1	13243
Mermaid Waters	0	467
Mermaid Waters	1	12736
Miami	0	351
Miami	1	7096
Coolangatta	0	441
Coolangatta	1	6046
Currumbin - Tugun	0	627
Currumbin - Tugun	1	11711
Currumbin Waters	0	347
Currumbin Waters	1	9448
Elanora	0	448
Elanora	1	12093
Palm Beach	0	768
Palm Beach	1	15584
Arundel	0	320
Arundel	1	10855
Biggera Waters	0	371
Biggera Waters	1	9598
Coombabah	0	319
Coombabah	1	9974
Labrador	0	692
Labrador	1	17956
Paradise Point - Hollywell	0	414
Paradise Point - Hollywell	1	9581
Runaway Bay	0	336
Runaway Bay	1	8971
Guanaba - Springbrook	0	184
Guanaba - Springbrook	1	4240
Tamborine - Canungra	0	591
Tamborine - Canungra	1	15101
Currumbin Valley - Tallebudgera	0	314
Currumbin Valley - Tallebudgera	1	7359
Mudgeeraba - Bonogin	0	553
Mudgeeraba - Bonogin	1	19002
Reedy Creek - Andrews	0	243
Reedy Creek - Andrews	1	8568
Carrara	0	425
Carrara	1	12721
Highland Park	0	268
Highland Park	1	8162
Nerang - Mount Nathan	0	621
Nerang - Mount Nathan	1	20636
Pacific Pines - Gaven	0	474
Pacific Pines - Gaven	1	17838
Worongary - Tallai	0	296
Worongary - Tallai	1	8249
Coomera	0	573
Coomera	1	19651
Helensvale	0	644
Helensvale	1	18305
Hope Island	0	570
Hope Island	1	14100
Jacobs Well - Alberton	0	179
Jacobs Well - Alberton	1	4425
Oxenford - Maudsland	0	477
Oxenford - Maudsland	1	17446
Ormeau (East) - Stapylton	0	288
Ormeau (East) - Stapylton	1	10386
Ormeau (West) - Yatala	0	325
Ormeau (West) - Yatala	1	11552
Pimpama - North	0	270
Pimpama - North	1	9640
Pimpama - South	0	259
Pimpama - South	1	10235
Upper Coomera (South) - Wongawallan	0	296
Upper Coomera (South) - Wongawallan	1	11124
Upper Coomera - North	0	505
Upper Coomera - North	1	19786
Willow Vale - Pimpama (West)	0	198
Willow Vale - Pimpama (West)	1	6832
Clear Island Waters	0	121
Clear Island Waters	1	4277
Merrimac	0	170
Merrimac	1	7039
Varsity Lakes	0	561
Varsity Lakes	1	16079
Robina - East	0	459
Robina - East	1	16399
Robina - West	0	245
Robina - West	1	8557
Ashmore	0	400
Ashmore	1	12018
Molendinar	0	162
Molendinar	1	6291
Parkwood	0	229
Parkwood	1	8606
Southport - North	0	593
Southport - North	1	17296
Southport - South	0	690
Southport - South	1	18203
Benowa	0	300
Benowa	1	9590
Bundall	0	134
Bundall	1	4765
Main Beach	0	206
Main Beach	1	3794
Surfers Paradise - North	0	570
Surfers Paradise - North	1	11637
Surfers Paradise - South	0	584
Surfers Paradise - South	1	13623
Darra - Sumner	0	135
Darra - Sumner	1	4561
Durack	0	208
Durack	1	8044
Inala - Richlands	0	604
Inala - Richlands	1	19289
Oxley (Qld)	0	241
Oxley (Qld)	1	8333
Wacol	0	71
Wacol	1	6149
Doolandella	0	216
Doolandella	1	8380
Forest Lake - Ellen Grove	0	563
Forest Lake - Ellen Grove	1	21913
Boonah	0	469
Boonah	1	12150
Esk	0	272
Esk	1	4778
Lockyer Valley - East	0	776
Lockyer Valley - East	1	20435
Lowood	0	484
Lowood	1	13711
Rosewood	0	581
Rosewood	1	13635
Brassall	0	352
Brassall	1	11764
Bundamba	0	287
Bundamba	1	9050
Churchill - Yamanto	0	200
Churchill - Yamanto	1	6616
Ipswich - Central	0	411
Ipswich - Central	1	6308
Ipswich - East	0	539
Ipswich - East	1	17438
Ipswich - North	0	160
Ipswich - North	1	4399
Karalee - Barellan Point	0	192
Karalee - Barellan Point	1	6508
Karana Downs	0	189
Karana Downs	1	5838
Leichhardt - One Mile	0	301
Leichhardt - One Mile	1	7968
North Ipswich - Tivoli	0	242
North Ipswich - Tivoli	1	6176
Raceview	0	460
Raceview	1	14694
Ripley	0	377
Ripley	1	12399
Riverview	0	123
Riverview	1	2943
Camira - Gailes	0	295
Camira - Gailes	1	8955
Carole Park	0	3
Carole Park	1	4
Collingwood Park - Redbank	0	285
Collingwood Park - Redbank	1	11395
Goodna	0	327
Goodna	1	10556
New Chum	0	3
Redbank Plains	0	687
Redbank Plains	1	23657
Springfield	0	155
Springfield	1	7166
Springfield Lakes	0	666
Springfield Lakes	1	22856
Augustine Heights - Brookwater	0	211
Augustine Heights - Brookwater	1	8783
Bellbird Park	0	242
Bellbird Park	1	8954
Beaudesert	0	501
Beaudesert	1	14177
Beenleigh	0	285
Beenleigh	1	8144
Eagleby	0	392
Eagleby	1	13197
Edens Landing - Holmview	0	321
Edens Landing - Holmview	1	9226
Mount Warren Park	0	163
Mount Warren Park	1	5569
Wolffdene - Bahrs Scrub	0	282
Wolffdene - Bahrs Scrub	1	8730
Boronia Heights - Park Ridge	0	508
Boronia Heights - Park Ridge	1	18654
Browns Plains	0	197
Browns Plains	1	7967
Chambers Flat - Logan Reserve	0	270
Chambers Flat - Logan Reserve	1	8598
Crestmead	0	352
Crestmead	1	11801
Hillcrest	0	223
Hillcrest	1	8604
Marsden	0	406
Marsden	1	15586
Munruben - Park Ridge South	0	142
Munruben - Park Ridge South	1	4278
Regents Park - Heritage Park	0	406
Regents Park - Heritage Park	1	15628
Logan Village	0	343
Logan Village	1	8265
Flagstone (East) - Riverbend	0	170
Flagstone (East) - Riverbend	1	6454
Flagstone (West) - New Beith	0	233
Flagstone (West) - New Beith	1	9811
Greenbank - North Maclean	0	239
Greenbank - North Maclean	1	7398
Jimboomba - Glenlogan	0	538
Jimboomba - Glenlogan	1	17474
Yarrabilba	0	293
Yarrabilba	1	10415
Bethania - Waterford	0	341
Bethania - Waterford	1	11791
Cornubia - Carbrook	0	239
Cornubia - Carbrook	1	8831
Loganholme - Tanah Merah	0	348
Loganholme - Tanah Merah	1	11239
Loganlea	0	284
Loganlea	1	11493
Shailer Park	0	373
Shailer Park	1	11699
Waterford West	0	251
Waterford West	1	7566
Daisy Hill	0	173
Daisy Hill	1	6730
Kingston (Qld)	0	345
Kingston (Qld)	1	10026
Logan Central	0	188
Logan Central	1	6166
Rochedale South - Priestdale	0	408
Rochedale South - Priestdale	1	14985
Slacks Creek	0	325
Slacks Creek	1	10086
Springwood	0	270
Springwood	1	9571
Underwood	0	145
Underwood	1	6665
Woodridge	0	421
Woodridge	1	12562
Bowen	0	574
Bowen	1	9304
Broadsound - Nebo	0	546
Broadsound - Nebo	1	8178
Clermont	0	297
Clermont	1	3597
Collinsville	0	252
Collinsville	1	3639
Moranbah	0	470
Moranbah	1	8954
Andergrove - Beaconsfield	0	1007
Andergrove - Beaconsfield	1	14821
East Mackay	0	206
East Mackay	1	3551
Eimeo - Rural View	0	1047
Eimeo - Rural View	1	12447
Eungella Hinterland	1	9
Mackay	0	352
Mackay	1	3678
Mackay Harbour	0	45
Mackay Harbour	1	576
Mount Pleasant - Glenella	0	767
Mount Pleasant - Glenella	1	10787
North Mackay	0	400
North Mackay	1	5884
Ooralea - Bakers Creek	0	396
Ooralea - Bakers Creek	1	5547
Pioneer Valley	0	628
Pioneer Valley	1	8273
Sarina	0	811
Sarina	1	11008
Seaforth - Calen	0	653
Seaforth - Calen	1	7526
Shoal Point - Bucasia	0	471
Shoal Point - Bucasia	1	5614
Slade Point	0	205
Slade Point	1	3247
South Mackay	0	409
South Mackay	1	6507
