SA2_NAME16	PrivateDwelling	Sex	persons
Camperdown	0	F	150
Camperdown	0	M	139
Camperdown	1	F	1645
Camperdown	1	M	1538
Colac	0	F	421
Colac	0	M	396
Colac	1	F	5980
Colac	1	M	5773
Colac Surrounds	0	F	171
Colac Surrounds	0	M	183
Colac Surrounds	1	F	2540
Colac Surrounds	1	M	2719
Corangamite - North	0	F	210
Corangamite - North	0	M	240
Corangamite - North	1	F	2447
Corangamite - North	1	M	2454
Corangamite - South	0	F	245
Corangamite - South	0	M	268
Corangamite - South	1	F	3179
Corangamite - South	1	M	3330
Otway	0	F	434
Otway	0	M	441
Otway	1	F	1669
Otway	1	M	1683
Moyne - East	0	F	235
Moyne - East	0	M	220
Moyne - East	1	F	3230
Moyne - East	1	M	3212
Moyne - West	0	F	396
Moyne - West	0	M	361
Moyne - West	1	F	4681
Moyne - West	1	M	4476
Warrnambool - North	0	F	593
Warrnambool - North	0	M	562
Warrnambool - North	1	F	10902
Warrnambool - North	1	M	10048
Warrnambool - South	0	F	763
Warrnambool - South	0	M	746
Warrnambool - South	1	F	6233
Warrnambool - South	1	M	5772
Migratory - Offshore - Shipping (Vic.)	0	F	72
Migratory - Offshore - Shipping (Vic.)	0	M	493
Alexandra Hills	0	F	305
Alexandra Hills	0	M	226
Alexandra Hills	1	F	7994
Alexandra Hills	1	M	7858
Belmont - Gumdale	0	F	74
Belmont - Gumdale	0	M	90
Belmont - Gumdale	1	F	3661
Belmont - Gumdale	1	M	3648
Birkdale	0	F	318
Birkdale	0	M	207
Birkdale	1	F	7351
Birkdale	1	M	7166
Capalaba	0	F	343
Capalaba	0	M	280
Capalaba	1	F	8938
Capalaba	1	M	8484
Thorneside	0	F	48
Thorneside	0	M	59
Thorneside	1	F	1911
Thorneside	1	M	1819
Wellington Point	0	F	137
Wellington Point	0	M	116
Wellington Point	1	F	5857
Wellington Point	1	M	5570
Cleveland	0	F	500
Cleveland	0	M	373
Cleveland	1	F	7932
Cleveland	1	M	6980
Ormiston	0	F	156
Ormiston	0	M	89
Ormiston	1	F	3173
Ormiston	1	M	2923
Redland Bay	0	F	229
Redland Bay	0	M	245
Redland Bay	1	F	8610
Redland Bay	1	M	8366
Sheldon - Mount Cotton	0	F	73
Sheldon - Mount Cotton	0	M	74
Sheldon - Mount Cotton	1	F	4070
Sheldon - Mount Cotton	1	M	4032
Thornlands	0	F	301
Thornlands	0	M	286
Thornlands	1	F	9501
Thornlands	1	M	9028
Victoria Point	0	F	372
Victoria Point	0	M	236
Victoria Point	1	F	7577
Victoria Point	1	M	6709
North Stradbroke Island	0	F	351
North Stradbroke Island	0	M	385
North Stradbroke Island	1	F	904
North Stradbroke Island	1	M	926
Southern Moreton Bay Islands	0	F	297
Southern Moreton Bay Islands	0	M	308
Southern Moreton Bay Islands	1	F	3802
Southern Moreton Bay Islands	1	M	3843
Brisbane Port - Lytton	0	M	14
Brisbane Port - Lytton	1	M	7
Manly - Lota	0	F	177
Manly - Lota	0	M	179
Manly - Lota	1	F	3777
Manly - Lota	1	M	3593
Manly West	0	F	139
Manly West	0	M	103
Manly West	1	F	5934
Manly West	1	M	5512
Murarrie	0	F	68
Murarrie	0	M	93
Murarrie	1	F	2338
Murarrie	1	M	2249
Tingalpa	0	F	97
Tingalpa	0	M	93
Tingalpa	1	F	4404
Tingalpa	1	M	4161
Wakerley	0	F	57
Wakerley	0	M	54
Wakerley	1	F	4740
Wakerley	1	M	4495
Wynnum	0	F	308
Wynnum	0	M	268
Wynnum	1	F	7042
Wynnum	1	M	6724
Wynnum West - Hemmant	0	F	419
Wynnum West - Hemmant	0	M	333
Wynnum West - Hemmant	1	F	7619
Wynnum West - Hemmant	1	M	7156
Bald Hills	0	F	116
Bald Hills	0	M	118
Bald Hills	1	F	3778
Bald Hills	1	M	3738
Bridgeman Downs	0	F	91
Bridgeman Downs	0	M	69
Bridgeman Downs	1	F	5242
Bridgeman Downs	1	M	4952
Carseldine	0	F	334
Carseldine	0	M	226
Carseldine	1	F	4848
Carseldine	1	M	4338
Everton Park	0	F	65
Everton Park	0	M	67
Everton Park	1	F	5088
Everton Park	1	M	4677
McDowall	0	F	94
McDowall	0	M	92
McDowall	1	F	3994
McDowall	1	M	3712
Aspley	0	F	203
Aspley	0	M	196
Aspley	1	F	6415
Aspley	1	M	5906
Chermside	0	F	983
Chermside	0	M	785
Chermside	1	F	5583
Chermside	1	M	4834
Chermside West	0	F	44
Chermside West	0	M	49
Chermside West	1	F	3335
Chermside West	1	M	3106
Geebung	0	F	113
Geebung	0	M	81
Geebung	1	F	2171
Geebung	1	M	2123
Kedron - Gordon Park	0	F	184
Kedron - Gordon Park	0	M	187
Kedron - Gordon Park	1	F	7139
Kedron - Gordon Park	1	M	6729
Stafford	0	F	158
Stafford	0	M	176
Stafford	1	F	3297
Stafford	1	M	3170
Stafford Heights	0	F	218
Stafford Heights	0	M	124
Stafford Heights	1	F	3414
Stafford Heights	1	M	3284
Wavell Heights	0	F	78
Wavell Heights	0	M	89
Wavell Heights	1	F	5143
Wavell Heights	1	M	4910
Boondall	0	F	132
Boondall	0	M	413
Boondall	1	F	4573
Boondall	1	M	4395
Brisbane Airport	0	F	316
Brisbane Airport	0	M	480
Brisbane Airport	1	F	3
Brisbane Airport	1	M	8
Eagle Farm - Pinkenba	0	F	64
Eagle Farm - Pinkenba	0	M	79
Eagle Farm - Pinkenba	1	F	1004
Eagle Farm - Pinkenba	1	M	902
Northgate - Virginia	0	F	106
Northgate - Virginia	0	M	117
Northgate - Virginia	1	F	3401
Northgate - Virginia	1	M	3371
Nudgee - Banyo	0	F	263
Nudgee - Banyo	0	M	170
Nudgee - Banyo	1	F	5120
Nudgee - Banyo	1	M	5077
Nundah	0	F	327
Nundah	0	M	285
Nundah	1	F	6353
Nundah	1	M	6169
Bracken Ridge	0	F	149
Bracken Ridge	0	M	149
Bracken Ridge	1	F	8646
Bracken Ridge	1	M	8319
Brighton (Qld)	0	F	153
Brighton (Qld)	0	M	160
Brighton (Qld)	1	F	4763
Brighton (Qld)	1	M	4502
Deagon	0	F	55
Deagon	0	M	72
Deagon	1	F	1803
Deagon	1	M	1743
Sandgate - Shorncliffe	0	F	307
Sandgate - Shorncliffe	0	M	273
Sandgate - Shorncliffe	1	F	3206
Sandgate - Shorncliffe	1	M	3001
Taigum - Fitzgibbon	0	F	383
Taigum - Fitzgibbon	0	M	226
Taigum - Fitzgibbon	1	F	7105
Taigum - Fitzgibbon	1	M	6243
Zillmere	0	F	306
Zillmere	0	M	273
Zillmere	1	F	4464
Zillmere	1	M	4261
Camp Hill	0	F	84
Camp Hill	0	M	87
Camp Hill	1	F	6039
Camp Hill	1	M	5758
Cannon Hill	0	F	107
Cannon Hill	0	M	133
Cannon Hill	1	F	3373
Cannon Hill	1	M	3250
Carina	0	F	289
Carina	0	M	165
Carina	1	F	5967
Carina	1	M	5241
Carina Heights	0	F	224
Carina Heights	0	M	155
Carina Heights	1	F	3494
Carina Heights	1	M	3065
Carindale	0	F	168
Carindale	0	M	135
Carindale	1	F	8310
Carindale	1	M	7859
Annerley	0	F	212
Annerley	0	M	287
Annerley	1	F	5731
Annerley	1	M	5516
Coorparoo	0	F	393
Coorparoo	0	M	322
Coorparoo	1	F	8733
Coorparoo	1	M	8187
Fairfield - Dutton Park	0	F	94
Fairfield - Dutton Park	0	M	101
Fairfield - Dutton Park	1	F	2352
Fairfield - Dutton Park	1	M	2422
Greenslopes	0	F	418
Greenslopes	0	M	420
Greenslopes	1	F	5042
Greenslopes	1	M	4867
Holland Park	0	F	233
Holland Park	0	M	168
Holland Park	1	F	4339
Holland Park	1	M	4002
Holland Park West	0	F	130
Holland Park West	0	M	106
Holland Park West	1	F	3135
Holland Park West	1	M	3005
Woolloongabba	0	F	999
Woolloongabba	0	M	1108
Woolloongabba	1	F	3521
Woolloongabba	1	M	3645
Yeronga	0	F	202
Yeronga	0	M	216
Yeronga	1	F	4947
Yeronga	1	M	4661
Eight Mile Plains	0	F	315
Eight Mile Plains	0	M	285
Eight Mile Plains	1	F	7303
Eight Mile Plains	1	M	7244
Macgregor (Qld)	0	F	71
Macgregor (Qld)	0	M	85
Macgregor (Qld)	1	F	2859
Macgregor (Qld)	1	M	2922
Mansfield (Qld)	0	F	71
Mansfield (Qld)	0	M	71
Mansfield (Qld)	1	F	4456
Mansfield (Qld)	1	M	4212
Mount Gravatt	0	F	342
Mount Gravatt	0	M	376
Mount Gravatt	1	F	7792
Mount Gravatt	1	M	7209
Rochedale - Burbank	0	F	95
Rochedale - Burbank	0	M	100
Rochedale - Burbank	1	F	5507
Rochedale - Burbank	1	M	5323
Upper Mount Gravatt	0	F	518
Upper Mount Gravatt	0	M	502
Upper Mount Gravatt	1	F	5078
Upper Mount Gravatt	1	M	4881
Wishart	0	F	127
Wishart	0	M	89
Wishart	1	F	5785
Wishart	1	M	5313
Coopers Plains	0	F	199
Coopers Plains	0	M	182
Coopers Plains	1	F	2676
Coopers Plains	1	M	2742
Moorooka	0	F	139
Moorooka	0	M	142
Moorooka	1	F	5266
Moorooka	1	M	5070
Robertson	0	F	105
Robertson	0	M	176
Robertson	1	F	2240
Robertson	1	M	2327
Salisbury - Nathan	0	F	326
Salisbury - Nathan	0	M	301
Salisbury - Nathan	1	F	3385
Salisbury - Nathan	1	M	3461
Tarragindi	0	F	63
Tarragindi	0	M	69
Tarragindi	1	F	5417
Tarragindi	1	M	5237
Algester	0	F	202
Algester	0	M	221
Algester	1	F	4371
Algester	1	M	4165
Calamvale - Stretton	0	F	370
Calamvale - Stretton	0	M	330
Calamvale - Stretton	1	F	11295
Calamvale - Stretton	1	M	10764
Pallara - Willawong	0	F	91
Pallara - Willawong	0	M	113
Pallara - Willawong	1	F	5066
Pallara - Willawong	1	M	4930
Parkinson - Drewvale	0	F	301
Parkinson - Drewvale	0	M	212
Parkinson - Drewvale	1	F	7909
Parkinson - Drewvale	1	M	7575
Rocklea - Acacia Ridge	0	F	404
Rocklea - Acacia Ridge	0	M	438
Rocklea - Acacia Ridge	1	F	4412
Rocklea - Acacia Ridge	1	M	4392
Kuraby	0	F	197
Kuraby	0	M	141
Kuraby	1	F	4381
Kuraby	1	M	4294
Runcorn	0	F	242
Runcorn	0	M	215
Runcorn	1	F	6773
Runcorn	1	M	6766
Sunnybank	0	F	156
Sunnybank	0	M	164
Sunnybank	1	F	4208
Sunnybank	1	M	4444
Sunnybank Hills	0	F	591
Sunnybank Hills	0	M	460
Sunnybank Hills	1	F	8465
Sunnybank Hills	1	M	8451
Jindalee - Mount Ommaney	0	F	96
Jindalee - Mount Ommaney	0	M	104
Jindalee - Mount Ommaney	1	F	3752
Jindalee - Mount Ommaney	1	M	3612
Middle Park - Jamboree Heights	0	F	50
Middle Park - Jamboree Heights	0	M	64
Middle Park - Jamboree Heights	1	F	3501
Middle Park - Jamboree Heights	1	M	3369
Riverhills	0	F	20
Riverhills	0	M	25
Riverhills	1	F	2027
Riverhills	1	M	1984
Seventeen Mile Rocks - Sinnamon Park	0	F	310
Seventeen Mile Rocks - Sinnamon Park	0	M	182
Seventeen Mile Rocks - Sinnamon Park	1	F	4697
Seventeen Mile Rocks - Sinnamon Park	1	M	4473
Westlake	0	F	16
Westlake	0	M	18
Westlake	1	F	2227
Westlake	1	M	2116
Bellbowrie - Moggill	0	F	59
Bellbowrie - Moggill	0	M	53
Bellbowrie - Moggill	1	F	5245
Bellbowrie - Moggill	1	M	5009
Brookfield - Kenmore Hills	0	F	218
Brookfield - Kenmore Hills	0	M	130
Brookfield - Kenmore Hills	1	F	3318
Brookfield - Kenmore Hills	1	M	3218
Chapel Hill	0	F	124
Chapel Hill	0	M	77
Chapel Hill	1	F	5277
Chapel Hill	1	M	5150
Fig Tree Pocket	0	F	37
Fig Tree Pocket	0	M	23
Fig Tree Pocket	1	F	2108
Fig Tree Pocket	1	M	2131
Kenmore	0	F	51
Kenmore	0	M	52
Kenmore	1	F	4775
Kenmore	1	M	4489
Pinjarra Hills - Pullenvale	0	F	205
Pinjarra Hills - Pullenvale	0	M	124
Pinjarra Hills - Pullenvale	1	F	2640
Pinjarra Hills - Pullenvale	1	M	2637
Chelmer - Graceville	0	F	168
Chelmer - Graceville	0	M	110
Chelmer - Graceville	1	F	3756
Chelmer - Graceville	1	M	3683
Corinda	0	F	80
Corinda	0	M	55
Corinda	1	F	2651
Corinda	1	M	2463
Indooroopilly	0	F	235
Indooroopilly	0	M	207
Indooroopilly	1	F	6506
Indooroopilly	1	M	6269
Sherwood	0	F	78
Sherwood	0	M	59
Sherwood	1	F	3361
Sherwood	1	M	2860
St Lucia	0	F	1451
St Lucia	0	M	1326
St Lucia	1	F	4658
St Lucia	1	M	4705
Taringa	0	F	144
Taringa	0	M	168
Taringa	1	F	4412
Taringa	1	M	4135
Enoggera	0	F	213
Enoggera	0	M	657
Enoggera	1	F	4183
Enoggera	1	M	3838
Enoggera Reservoir	1	F	19
Enoggera Reservoir	1	M	8
Keperra	0	F	255
Keperra	0	M	135
Keperra	1	F	3649
Keperra	1	M	3305
Mitchelton	0	F	197
Mitchelton	0	M	169
Mitchelton	1	F	4386
Mitchelton	1	M	4066
The Gap	0	F	184
The Gap	0	M	135
The Gap	1	F	8427
The Gap	1	M	8080
Upper Kedron - Ferny Grove	0	F	136
Upper Kedron - Ferny Grove	0	M	96
Upper Kedron - Ferny Grove	1	F	5696
Upper Kedron - Ferny Grove	1	M	5584
Brisbane City	0	F	2444
Brisbane City	0	M	2762
Brisbane City	1	F	5223
Brisbane City	1	M	5444
Fortitude Valley	0	F	503
Fortitude Valley	0	M	695
Fortitude Valley	1	F	3919
Fortitude Valley	1	M	4474
Highgate Hill	0	F	182
Highgate Hill	0	M	184
Highgate Hill	1	F	3023
Highgate Hill	1	M	2904
Kangaroo Point	0	F	520
Kangaroo Point	0	M	607
Kangaroo Point	1	F	4310
Kangaroo Point	1	M	4373
New Farm	0	F	512
New Farm	0	M	639
New Farm	1	F	5757
New Farm	1	M	5380
South Brisbane	0	F	2637
South Brisbane	0	M	2540
South Brisbane	1	F	5552
South Brisbane	1	M	5405
Spring Hill	0	F	1023
Spring Hill	0	M	1466
Spring Hill	1	F	2717
Spring Hill	1	M	3032
West End	0	F	400
West End	0	M	467
West End	1	F	7171
West End	1	M	6667
Balmoral	0	F	77
Balmoral	0	M	60
Balmoral	1	F	2252
Balmoral	1	M	2108
Bulimba	0	F	166
Bulimba	0	M	174
Bulimba	1	F	3563
Bulimba	1	M	3393
East Brisbane	0	F	154
East Brisbane	0	M	291
East Brisbane	1	F	2785
East Brisbane	1	M	2880
Hawthorne	0	F	72
Hawthorne	0	M	52
Hawthorne	1	F	2580
Hawthorne	1	M	2368
Morningside - Seven Hills	0	F	377
Morningside - Seven Hills	0	M	304
Morningside - Seven Hills	1	F	6889
Morningside - Seven Hills	1	M	6431
Norman Park	0	F	80
Norman Park	0	M	70
Norman Park	1	F	3360
Norman Park	1	M	3266
Albion	0	F	284
Albion	0	M	127
Albion	1	F	1952
Albion	1	M	1863
Alderley	0	F	67
Alderley	0	M	82
Alderley	1	F	3202
Alderley	1	M	3077
Ascot	0	F	157
Ascot	0	M	244
Ascot	1	F	2807
Ascot	1	M	2611
Clayfield	0	F	273
Clayfield	0	M	238
Clayfield	1	F	5291
Clayfield	1	M	4790
Grange	0	F	38
Grange	0	M	22
Grange	1	F	2305
Grange	1	M	2204
Hamilton (Qld)	0	F	319
Hamilton (Qld)	0	M	382
Hamilton (Qld)	1	F	3075
Hamilton (Qld)	1	M	2996
Hendra	0	F	63
Hendra	0	M	71
Hendra	1	F	2439
Hendra	1	M	2318
Kelvin Grove - Herston	0	F	944
Kelvin Grove - Herston	0	M	939
Kelvin Grove - Herston	1	F	4545
Kelvin Grove - Herston	1	M	4402
Newmarket	0	F	138
Newmarket	0	M	153
Newmarket	1	F	2359
Newmarket	1	M	2337
Newstead - Bowen Hills	0	F	917
Newstead - Bowen Hills	0	M	1015
Newstead - Bowen Hills	1	F	8337
Newstead - Bowen Hills	1	M	8034
Wilston	0	F	41
Wilston	0	M	66
Wilston	1	F	1954
Wilston	1	M	1914
Windsor	0	F	188
Windsor	0	M	195
Windsor	1	F	3817
Windsor	1	M	3683
Wooloowin - Lutwyche	0	F	338
Wooloowin - Lutwyche	0	M	283
Wooloowin - Lutwyche	1	F	5209
Wooloowin - Lutwyche	1	M	5024
Ashgrove	0	F	154
Ashgrove	0	M	301
Ashgrove	1	F	6700
Ashgrove	1	M	6413
Auchenflower	0	F	339
Auchenflower	0	M	373
Auchenflower	1	F	2654
Auchenflower	1	M	2634
Bardon	0	F	227
Bardon	0	M	106
Bardon	1	F	5051
Bardon	1	M	4759
Paddington - Milton	0	F	238
Paddington - Milton	0	M	215
Paddington - Milton	1	F	5844
Paddington - Milton	1	M	5649
Red Hill (Qld)	0	F	105
Red Hill (Qld)	0	M	163
Red Hill (Qld)	1	F	2875
Red Hill (Qld)	1	M	2701
Toowong	0	F	429
Toowong	0	M	551
Toowong	1	F	5793
Toowong	1	M	5528
Brinsmead	0	F	129
Brinsmead	0	M	133
Brinsmead	1	F	2732
Brinsmead	1	M	2573
Clifton Beach - Kewarra Beach	0	F	767
Clifton Beach - Kewarra Beach	0	M	775
Clifton Beach - Kewarra Beach	1	F	5493
Clifton Beach - Kewarra Beach	1	M	5185
Freshwater - Stratford	0	F	84
Freshwater - Stratford	0	M	66
Freshwater - Stratford	1	F	1858
Freshwater - Stratford	1	M	1661
Redlynch	0	F	609
Redlynch	0	M	486
Redlynch	1	F	6506
Redlynch	1	M	6216
Trinity Beach - Smithfield	0	F	720
Trinity Beach - Smithfield	0	M	796
Trinity Beach - Smithfield	1	F	7933
Trinity Beach - Smithfield	1	M	7489
Yorkeys Knob - Machans Beach	0	F	312
Yorkeys Knob - Machans Beach	0	M	342
Yorkeys Knob - Machans Beach	1	F	2871
Yorkeys Knob - Machans Beach	1	M	2558
Bentley Park	0	F	249
Bentley Park	0	M	239
Bentley Park	1	F	4004
Bentley Park	1	M	3731
Cairns City	0	F	3754
Cairns City	0	M	4513
Cairns City	1	F	4174
Cairns City	1	M	4239
Earlville - Bayview Heights	0	F	386
Earlville - Bayview Heights	0	M	312
Earlville - Bayview Heights	1	F	3992
Earlville - Bayview Heights	1	M	3816
Edmonton	0	F	519
Edmonton	0	M	462
Edmonton	1	F	5222
Edmonton	1	M	5038
Gordonvale - Trinity	0	F	547
Gordonvale - Trinity	0	M	480
Gordonvale - Trinity	1	F	4434
Gordonvale - Trinity	1	M	4418
Kanimbla - Mooroobool	0	F	331
Kanimbla - Mooroobool	0	M	263
Kanimbla - Mooroobool	1	F	4836
Kanimbla - Mooroobool	1	M	4430
Lamb Range	1	F	3
Lamb Range	1	M	3
Manoora	0	F	428
Manoora	0	M	431
Manoora	1	F	2749
Manoora	1	M	2516
Manunda	0	F	310
Manunda	0	M	371
Manunda	1	F	2306
Manunda	1	M	2278
Mount Sheridan	0	F	142
Mount Sheridan	0	M	146
Mount Sheridan	1	F	4298
Mount Sheridan	1	M	3933
Westcourt - Bungalow	0	F	609
Westcourt - Bungalow	0	M	900
Westcourt - Bungalow	1	F	2629
Westcourt - Bungalow	1	M	2715
White Rock	0	F	293
White Rock	0	M	261
White Rock	1	F	2284
White Rock	1	M	2035
Whitfield - Edge Hill	0	F	269
Whitfield - Edge Hill	0	M	239
Whitfield - Edge Hill	1	F	4058
Whitfield - Edge Hill	1	M	3627
Woree	0	F	513
Woree	0	M	639
Woree	1	F	2155
Woree	1	M	2122
Babinda	0	F	338
Babinda	0	M	369
Babinda	1	F	1999
Babinda	1	M	2079
Innisfail	0	F	599
Innisfail	0	M	618
Innisfail	1	F	4153
Innisfail	1	M	4174
Johnstone	0	F	668
Johnstone	0	M	739
Johnstone	1	F	3487
Johnstone	1	M	3667
Tully	0	F	1278
Tully	0	M	1379
Tully	1	F	4735
Tully	1	M	5005
Wooroonooran	0	F	8
Wooroonooran	0	M	8
Yarrabah	0	F	44
Yarrabah	0	M	47
Yarrabah	1	F	1238
Yarrabah	1	M	1163
Daintree	0	F	693
Daintree	0	M	728
Daintree	1	F	2914
Daintree	1	M	2998
Port Douglas	0	F	1813
Port Douglas	0	M	1844
Port Douglas	1	F	2269
Port Douglas	1	M	2228
Atherton	0	F	897
Atherton	0	M	900
Atherton	1	F	5341
Atherton	1	M	5036
Herberton	0	F	602
Herberton	0	M	589
Herberton	1	F	2326
Herberton	1	M	2383
Kuranda	0	F	303
Kuranda	0	M	343
Kuranda	1	F	2178
Kuranda	1	M	2127
Malanda - Yungaburra	0	F	723
Malanda - Yungaburra	0	M	711
Malanda - Yungaburra	1	F	4211
Malanda - Yungaburra	1	M	4004
Mareeba	0	F	791
Mareeba	0	M	827
Mareeba	1	F	5423
Mareeba	1	M	5220
Balonne	0	F	388
Balonne	0	M	445
Balonne	1	F	1905
Balonne	1	M	1919
Chinchilla	0	F	673
Chinchilla	0	M	1291
Chinchilla	1	F	3749
Chinchilla	1	M	3720
Goondiwindi	0	F	428
Goondiwindi	0	M	453
Goondiwindi	1	F	2857
Goondiwindi	1	M	2618
Inglewood - Waggamba	0	F	208
Inglewood - Waggamba	0	M	295
Inglewood - Waggamba	1	F	1722
Inglewood - Waggamba	1	M	1890
Miles - Wandoan	0	F	478
Miles - Wandoan	0	M	1165
Miles - Wandoan	1	F	1716
Miles - Wandoan	1	M	1722
Roma	0	F	598
Roma	0	M	732
Roma	1	F	3060
Roma	1	M	2858
Roma Surrounds	0	F	561
Roma Surrounds	0	M	981
Roma Surrounds	1	F	2480
Roma Surrounds	1	M	2594
Tara	0	F	260
Tara	0	M	239
Tara	1	F	1550
Tara	1	M	1726
Crows Nest - Rosalie	0	F	434
Crows Nest - Rosalie	0	M	406
Crows Nest - Rosalie	1	F	4100
Crows Nest - Rosalie	1	M	4083
Jondaryan	0	F	308
Jondaryan	0	M	434
Jondaryan	1	F	3438
Jondaryan	1	M	3427
Millmerran	0	F	186
Millmerran	0	M	246
Millmerran	1	F	1384
Millmerran	1	M	1422
Pittsworth	0	F	319
Pittsworth	0	M	259
Pittsworth	1	F	2605
Pittsworth	1	M	2516
Wambo	0	F	738
Wambo	0	M	1293
Wambo	1	F	7777
Wambo	1	M	7597
Clifton - Greenmount	0	F	168
Clifton - Greenmount	0	M	197
Clifton - Greenmount	1	F	2320
Clifton - Greenmount	1	M	2305
Southern Downs - East	0	F	184
Southern Downs - East	0	M	183
Southern Downs - East	1	F	1933
Southern Downs - East	1	M	1960
Southern Downs - West	0	F	222
Southern Downs - West	0	M	250
Southern Downs - West	1	F	2238
Southern Downs - West	1	M	2231
Stanthorpe	0	F	312
Stanthorpe	0	M	296
Stanthorpe	1	F	2458
Stanthorpe	1	M	2273
Stanthorpe Surrounds	0	F	342
Stanthorpe Surrounds	0	M	377
Stanthorpe Surrounds	1	F	2717
Stanthorpe Surrounds	1	M	2811
Warwick	0	F	676
Warwick	0	M	664
Warwick	1	F	7366
Warwick	1	M	6832
Central Highlands - East	0	F	659
Central Highlands - East	0	M	2461
Central Highlands - East	1	F	2946
Central Highlands - East	1	M	3027
Central Highlands - West	0	F	1005
Central Highlands - West	0	M	1823
Central Highlands - West	1	F	3077
Central Highlands - West	1	M	3232
Emerald	0	F	779
Emerald	0	M	1208
Emerald	1	F	6361
Emerald	1	M	6246
Berserker	0	F	317
Berserker	0	M	367
Berserker	1	F	3163
Berserker	1	M	3158
Bouldercombe	0	F	116
Bouldercombe	0	M	101
Bouldercombe	1	F	871
Bouldercombe	1	M	819
Emu Park	0	F	523
Emu Park	0	M	537
Emu Park	1	F	2665
Emu Park	1	M	2510
Frenchville - Mount Archer	0	F	143
Frenchville - Mount Archer	0	M	121
Frenchville - Mount Archer	1	F	4401
Frenchville - Mount Archer	1	M	4065
Glenlee - Rockyview	0	F	108
Glenlee - Rockyview	0	M	863
Glenlee - Rockyview	1	F	2030
Glenlee - Rockyview	1	M	2096
Gracemere	0	F	332
Gracemere	0	M	333
Gracemere	1	F	5976
Gracemere	1	M	5490
Lakes Creek	0	F	111
Lakes Creek	0	M	152
Lakes Creek	1	F	2243
Lakes Creek	1	M	2269
Mount Morgan	0	F	221
Mount Morgan	0	M	217
Mount Morgan	1	F	1201
Mount Morgan	1	M	1231
Norman Gardens	0	F	372
Norman Gardens	0	M	406
Norman Gardens	1	F	5155
Norman Gardens	1	M	4632
Park Avenue	0	F	189
Park Avenue	0	M	208
Park Avenue	1	F	2395
Park Avenue	1	M	2376
Parkhurst - Kawana	0	F	351
Parkhurst - Kawana	0	M	284
Parkhurst - Kawana	1	F	3531
Parkhurst - Kawana	1	M	3151
Rockhampton - West	0	F	153
Rockhampton - West	0	M	157
Rockhampton - West	1	F	2812
Rockhampton - West	1	M	2590
Rockhampton City	0	F	375
Rockhampton City	0	M	688
Rockhampton City	1	F	1392
Rockhampton City	1	M	1452
Rockhampton Surrounds - East	0	F	137
Rockhampton Surrounds - East	0	M	141
Rockhampton Surrounds - East	1	F	1498
Rockhampton Surrounds - East	1	M	1666
Rockhampton Surrounds - North	0	F	367
Rockhampton Surrounds - North	0	M	464
Rockhampton Surrounds - North	1	F	1919
Rockhampton Surrounds - North	1	M	1984
Rockhampton Surrounds - West	0	F	160
Rockhampton Surrounds - West	0	M	224
Rockhampton Surrounds - West	1	F	1272
Rockhampton Surrounds - West	1	M	1275
Shoalwater Bay	1	F	6
Shoalwater Bay	1	M	15
The Range - Allenstown	0	F	1086
The Range - Allenstown	0	M	932
The Range - Allenstown	1	F	3392
The Range - Allenstown	1	M	3179
Yeppoon	0	F	1147
Yeppoon	0	M	1263
Yeppoon	1	F	9415
Yeppoon	1	M	8620
Banana	0	F	744
Banana	0	M	1838
Banana	1	F	3661
Banana	1	M	3843
Biloela	0	F	450
Biloela	0	M	659
Biloela	1	F	2428
Biloela	1	M	2417
Agnes Water - Miriam Vale	0	F	997
Agnes Water - Miriam Vale	0	M	1187
Agnes Water - Miriam Vale	1	F	2811
Agnes Water - Miriam Vale	1	M	2986
Boyne Island - Tannum Sands	0	F	331
Boyne Island - Tannum Sands	0	M	333
Boyne Island - Tannum Sands	1	F	4744
Boyne Island - Tannum Sands	1	M	4632
Callemondah	0	F	6
Callemondah	0	M	24
Callemondah	1	F	18
Callemondah	1	M	23
Clinton - New Auckland	0	F	401
Clinton - New Auckland	0	M	350
Clinton - New Auckland	1	F	6678
Clinton - New Auckland	1	M	6505
Gladstone	0	F	420
Gladstone	0	M	862
Gladstone	1	F	2646
Gladstone	1	M	2759
Gladstone Hinterland	0	F	429
Gladstone Hinterland	0	M	989
Gladstone Hinterland	1	F	5204
Gladstone Hinterland	1	M	5322
Kin Kora - Sun Valley	0	F	55
Kin Kora - Sun Valley	0	M	65
Kin Kora - Sun Valley	1	F	1698
Kin Kora - Sun Valley	1	M	1626
South Trees	0	M	4
Telina - Toolooa	0	F	203
Telina - Toolooa	0	M	174
Telina - Toolooa	1	F	2960
Telina - Toolooa	1	M	2897
West Gladstone	0	F	154
West Gladstone	0	M	217
West Gladstone	1	F	2233
West Gladstone	1	M	2254
Broadbeach Waters	0	F	207
Broadbeach Waters	0	M	210
Broadbeach Waters	1	F	3901
Broadbeach Waters	1	M	3819
Burleigh Heads	0	F	761
Burleigh Heads	0	M	726
Burleigh Heads	1	F	4246
Burleigh Heads	1	M	3768
Burleigh Waters	0	F	288
Burleigh Waters	0	M	227
Burleigh Waters	1	F	7297
Burleigh Waters	1	M	6443
Mermaid Beach - Broadbeach	0	F	1517
Mermaid Beach - Broadbeach	0	M	1508
Mermaid Beach - Broadbeach	1	F	6262
Mermaid Beach - Broadbeach	1	M	5733
Mermaid Waters	0	F	264
Mermaid Waters	0	M	268
Mermaid Waters	1	F	6495
